
[00:00:00.000 --> 00:00:03.220]  今次的主題是「有大有細」
[00:01:17.520 --> 00:01:19.520]  跟著祂走的時候
[00:01:19.520 --> 00:01:21.520]  我們就會看到祂的心意
[00:01:21.520 --> 00:01:23.520]  成就神給我們的使命
[00:01:23.520 --> 00:01:25.520]  無論你在什麼年紀
[00:01:25.520 --> 00:01:27.520]  五歲 七歲 十歲
[00:01:27.520 --> 00:01:29.520]  二十歲 三十歲 五十歲
[00:01:29.520 --> 00:01:31.520]  神都一樣會用你
[00:01:31.520 --> 00:01:33.520]  我們看到
[00:01:33.520 --> 00:01:35.520]  當然要看聖經
[00:01:35.520 --> 00:01:37.520]  不過這次這一大段
[00:01:37.520 --> 00:01:39.520]  我就不和你看了
[00:01:39.520 --> 00:01:41.520]  我就和你說故事
[00:01:41.520 --> 00:01:43.520]  這不是故事
[00:01:43.520 --> 00:01:45.520]  這是真人真事
[00:01:45.520 --> 00:01:47.520]  聖經裏面的記載
[00:01:47.520 --> 00:01:49.520]  全部都是真人真事
[00:01:49.520 --> 00:01:51.520]  有一個歷史裏面
[00:01:51.520 --> 00:01:53.520]  有一個人
[00:01:53.520 --> 00:01:55.520]  是神親自挑選
[00:01:55.520 --> 00:01:57.520]  親自高立
[00:01:57.520 --> 00:01:59.520]  的一個人
[00:01:59.520 --> 00:02:01.520]  他去做神的工作
[00:02:01.520 --> 00:02:03.520]  他很小的時候
[00:02:03.520 --> 00:02:05.520]  已經是很特別的一個人
[00:02:05.520 --> 00:02:07.520]  然後聖經裏面說
[00:02:07.520 --> 00:02:09.520]  這個人要面對
[00:02:09.520 --> 00:02:11.520]  一個巨人
[00:02:11.520 --> 00:02:13.520]  知道我說誰嗎
[00:02:13.520 --> 00:02:15.520]  就是誰
[00:02:15.520 --> 00:02:17.520]  大衛
[00:02:17.520 --> 00:02:19.520]  大衛王
[00:02:19.520 --> 00:02:21.520]  不知道誰經常和我說大衛王
[00:02:21.520 --> 00:02:23.520]  但不是
[00:02:23.520 --> 00:02:25.520]  是另一個大衛
[00:02:25.520 --> 00:02:27.520]  大衛
[00:02:27.520 --> 00:02:29.520]  為什麼大衛經常叫大衛王
[00:02:29.520 --> 00:02:31.520]  因為他後來
[00:02:31.520 --> 00:02:33.520]  神就挑選他
[00:02:33.520 --> 00:02:35.520]  成為一個皇帝
[00:02:35.520 --> 00:02:37.520]  一個以色列國的君王
[00:02:37.520 --> 00:02:41.520]  但他小時候就不是皇帝
[00:02:41.520 --> 00:02:43.520]  小時候其實是一個鄉下人
[00:02:45.520 --> 00:02:47.520]  以前面對一個巨人
[00:02:47.520 --> 00:02:49.520]  叫哥利亞
[00:02:49.520 --> 00:02:51.520]  哥利亞對著群眾
[00:02:51.520 --> 00:02:53.520]  這群以色列人
[00:02:53.520 --> 00:02:57.520]  哥利亞就和他挑戰
[00:02:57.520 --> 00:02:59.520]  和這群以色列人說
[00:02:59.520 --> 00:03:01.520]  喂
[00:03:01.520 --> 00:03:03.520]  你們找巨人出來
[00:03:03.520 --> 00:03:05.520]  和我單挑
[00:03:05.520 --> 00:03:07.520]  他們是那些很高的
[00:03:07.520 --> 00:03:09.520]  我們都是那些矮矮的
[00:03:09.520 --> 00:03:11.520]  找人和他單挑
[00:03:11.520 --> 00:03:13.520]  單對單
[00:03:13.520 --> 00:03:15.520]  連當時的皇帝
[00:03:15.520 --> 00:03:17.520]  索羅王
[00:03:17.520 --> 00:03:19.520]  都很害怕
[00:03:19.520 --> 00:03:21.520]  軍隊聽到都很害怕
[00:03:21.520 --> 00:03:23.520]  這麼大個怎麼打
[00:03:23.520 --> 00:03:25.520]  怎麼打
[00:03:25.520 --> 00:03:27.520]  大衛那時候是小孩
[00:03:27.520 --> 00:03:29.520]  還有三個哥哥
[00:03:29.520 --> 00:03:31.520]  三個哥哥都跟著皇帝
[00:03:31.520 --> 00:03:33.520]  跟著他打仗
[00:03:33.520 --> 00:03:35.520]  都很厲害
[00:03:35.520 --> 00:03:37.520]  這個小孩平時
[00:03:37.520 --> 00:03:39.520]  只不過是看羊
[00:03:39.520 --> 00:03:41.520]  看著羊走來走去
[00:03:41.520 --> 00:03:43.520]  喝水
[00:03:43.520 --> 00:03:45.520]  帶他走來走去
[00:03:45.520 --> 00:03:47.520]  就發覺
[00:03:47.520 --> 00:03:49.520]  聽到這個消息
[00:03:49.520 --> 00:03:51.520]  這個巨人這麼厲害
[00:03:51.520 --> 00:03:53.520]  還要挑戰
[00:03:53.520 --> 00:03:55.520]  皇帝就嘗試找人幫忙
[00:03:55.520 --> 00:03:57.520]  看誰敢面對面
[00:03:57.520 --> 00:03:59.520]  和這個巨人單挑
[00:03:59.520 --> 00:04:01.520]  於是
[00:04:01.520 --> 00:04:03.520]  大衛聽到
[00:04:03.520 --> 00:04:05.520]  他說了這個說話
[00:04:05.520 --> 00:04:07.520]  這個未受國禮的
[00:04:07.520 --> 00:04:09.520]  菲利士人
[00:04:09.520 --> 00:04:11.520]  是誰來的
[00:04:11.520 --> 00:04:13.520]  他竟然敢向
[00:04:13.520 --> 00:04:15.520]  永生神的軍隊罵陣
[00:04:15.520 --> 00:04:17.520]  罵我豈有此理
[00:04:17.520 --> 00:04:19.520]  大衛於是就去皇帝那裡
[00:04:19.520 --> 00:04:21.520]  跟他說
[00:04:21.520 --> 00:04:23.520]  你們不用怕
[00:04:23.520 --> 00:04:25.520]  我
[00:04:25.520 --> 00:04:27.520]  我
[00:04:27.520 --> 00:04:29.520]  我和他的鞦韆
[00:04:29.520 --> 00:04:31.520]  我和他的鞦韆
[00:04:31.520 --> 00:04:33.520]  皇帝看著他
[00:04:33.520 --> 00:04:35.520]  你呀
[00:04:35.520 --> 00:04:37.520]  你呀
[00:04:37.520 --> 00:04:39.520]  你和他打
[00:04:39.520 --> 00:04:41.520]  你年紀太輕
[00:04:41.520 --> 00:04:43.520]  老老實實
[00:04:43.520 --> 00:04:45.520]  連皇帝都不行
[00:04:45.520 --> 00:04:47.520]  你怎會行
[00:04:47.520 --> 00:04:49.520]  於是大衛就跟他說
[00:04:49.520 --> 00:04:51.520]  你不明白
[00:04:51.520 --> 00:04:53.520]  我一向
[00:04:53.520 --> 00:04:55.520]  放羊
[00:04:55.520 --> 00:04:57.520]  有時候有獅子老虎
[00:04:57.520 --> 00:04:59.520]  來追我
[00:04:59.520 --> 00:05:01.520]  於是就打我
[00:05:01.520 --> 00:05:03.520]  於是就咬我的羊
[00:05:03.520 --> 00:05:05.520]  於是我
[00:05:05.520 --> 00:05:07.520]  和他平時
[00:05:07.520 --> 00:05:09.520]  習慣了和獅子老虎相處
[00:05:09.520 --> 00:05:11.520]  我就捉住他的鬍鬚
[00:05:11.520 --> 00:05:13.520]  其實我不知道
[00:05:13.520 --> 00:05:15.520]  老虎有鬍鬚嗎
[00:05:15.520 --> 00:05:17.520]  有嗎
[00:05:17.520 --> 00:05:19.520]  獅子有嗎
[00:05:19.520 --> 00:05:21.520]  捉住他的鬍鬚
[00:05:21.520 --> 00:05:23.520]  捉住他的鬍鬚
[00:05:23.520 --> 00:05:25.520]  然後打死他
[00:05:25.520 --> 00:05:27.520]  平時我已經很厲害
[00:05:27.520 --> 00:05:29.520]  這樣呀
[00:05:29.520 --> 00:05:31.520]  那好吧
[00:05:31.520 --> 00:05:33.520]  那你去吧
[00:05:33.520 --> 00:05:35.520]  死定了
[00:05:35.520 --> 00:05:37.520]  被人當是送養
[00:05:37.520 --> 00:05:39.520]  送養阿虎口的意思
[00:05:39.520 --> 00:05:41.520]  不過就說你去吧
[00:05:41.520 --> 00:05:43.520]  神與你同在
[00:05:43.520 --> 00:05:45.520]  你去吧
[00:05:45.520 --> 00:05:47.520]  順帶一提
[00:05:47.520 --> 00:05:49.520]  我平時那套衣服很厲害
[00:05:49.520 --> 00:05:51.520]  有很多保護
[00:05:51.520 --> 00:05:53.520]  都抵得下
[00:05:53.520 --> 00:05:55.520]  你一樣都會被人打死
[00:05:55.520 --> 00:05:57.520]  不過還是你先穿
[00:05:57.520 --> 00:05:59.520]  於是他就說
[00:05:59.520 --> 00:06:01.520]  那個盔甲很帥
[00:06:01.520 --> 00:06:03.520]  讓我穿當然要穿
[00:06:03.520 --> 00:06:05.520]  穿上去
[00:06:05.520 --> 00:06:07.520]  走不了
[00:06:07.520 --> 00:06:09.520]  因為太大件
[00:06:09.520 --> 00:06:11.520]  於是他就說
[00:06:11.520 --> 00:06:13.520]  不用那麼麻煩
[00:06:13.520 --> 00:06:15.520]  於是他又不穿盔甲
[00:06:15.520 --> 00:06:17.520]  他就去了河裡
[00:06:17.520 --> 00:06:19.520]  選了五塊石頭
[00:06:19.520 --> 00:06:21.520]  很光滑的石頭
[00:06:21.520 --> 00:06:23.520]  放在袋子裡
[00:06:23.520 --> 00:06:25.520]  然後
[00:06:25.520 --> 00:06:27.520]  你知道
[00:06:27.520 --> 00:06:29.520]  好像一個丫叉
[00:06:29.520 --> 00:06:31.520]  撿了五塊石頭
[00:06:31.520 --> 00:06:33.520]  打算去迎戰
[00:06:33.520 --> 00:06:35.520]  這個菲利士人
[00:06:35.520 --> 00:06:37.520]  這個菲利士人一看
[00:06:37.520 --> 00:06:39.520]  大哥
[00:06:39.520 --> 00:06:41.520]  你當我是什麼
[00:06:41.520 --> 00:06:43.520]  你找件這樣的東西來
[00:06:43.520 --> 00:06:45.520]  你當我是什麼
[00:06:45.520 --> 00:06:47.520]  於是就很生氣
[00:06:47.520 --> 00:06:49.520]  你當我是狗嗎
[00:06:49.520 --> 00:06:51.520]  聖經是這樣說的
[00:06:51.520 --> 00:06:53.520]  我豈是狗
[00:06:53.520 --> 00:06:55.520]  菲利士人就指著
[00:06:55.520 --> 00:06:57.520]  自己的神
[00:06:57.520 --> 00:06:59.520]  你當我是狗嗎
[00:06:59.520 --> 00:07:01.520]  他意思是說髒話
[00:07:01.520 --> 00:07:03.520]  週末
[00:07:03.520 --> 00:07:05.520]  Solo就
[00:07:05.520 --> 00:07:07.520]  把自己的戰衣給他穿
[00:07:07.520 --> 00:07:09.520]  他說不合穿
[00:07:09.520 --> 00:07:11.520]  他又沒有穿
[00:07:11.520 --> 00:07:13.520]  人家說他是狗
[00:07:13.520 --> 00:07:15.520]  大件事
[00:07:15.520 --> 00:07:17.520]  他又不怕
[00:07:17.520 --> 00:07:19.520]  於是他就
[00:07:19.520 --> 00:07:21.520]  拿著袋子
[00:07:21.520 --> 00:07:23.520]  不得閒跟你說話
[00:07:23.520 --> 00:07:25.520]  來了
[00:07:25.520 --> 00:07:27.520]  這樣就彈了
[00:07:27.520 --> 00:07:29.520]  一彈就中了他的頭
[00:07:29.520 --> 00:07:31.520]  額頭
[00:07:31.520 --> 00:07:33.520]  進了去
[00:07:33.520 --> 00:07:35.520]  說完那一句就
[00:07:35.520 --> 00:07:37.520]  摔倒了
[00:07:37.520 --> 00:07:39.520]  其實可以理解的
[00:07:39.520 --> 00:07:41.520]  為什麼呢
[00:07:41.520 --> 00:07:43.520]  如果他掉石頭掉得很厲害
[00:07:43.520 --> 00:07:45.520]  其實跟槍是沒有分別的
[00:07:45.520 --> 00:07:47.520]  槍只會射死他
[00:07:47.520 --> 00:07:49.520]  我覺得挺厲害的
[00:07:49.520 --> 00:07:51.520]  這個就是他小時候
[00:07:51.520 --> 00:07:53.520]  做的一件
[00:07:53.520 --> 00:07:55.520]  很大件的事
[00:07:55.520 --> 00:07:57.520]  就是摔倒了一個巨人
[00:07:57.520 --> 00:07:59.520]  哥利亞
[00:07:59.520 --> 00:08:01.520]  當場對他另眼相
[00:08:01.520 --> 00:08:03.520]  原本剛才不是說
[00:08:03.520 --> 00:08:05.520]  他是三個哥哥
[00:08:05.520 --> 00:08:07.520]  家族還是一般
[00:08:07.520 --> 00:08:09.520]  不是特別厲害
[00:08:09.520 --> 00:08:11.520]  那個Solo王假來假去
[00:08:11.520 --> 00:08:13.520]  不知道他是什麼名字
[00:08:13.520 --> 00:08:15.520]  這次他這麼厲害
[00:08:15.520 --> 00:08:17.520]  想不到規則也不用穿
[00:08:17.520 --> 00:08:19.520]  於是他就問他
[00:08:19.520 --> 00:08:21.520]  這個小伙子
[00:08:21.520 --> 00:08:23.520]  為什麼小伙子
[00:08:23.520 --> 00:08:25.520]  《聖經》說是少年人
[00:08:25.520 --> 00:08:27.520]  其實就是小伙子
[00:08:27.520 --> 00:08:29.520]  Solo問他
[00:08:29.520 --> 00:08:31.520]  少年人你是誰的兒子
[00:08:31.520 --> 00:08:33.520]  大衛就說
[00:08:33.520 --> 00:08:35.520]  我是你僕人
[00:08:35.520 --> 00:08:37.520]  伯利恆人耶西的兒子
[00:08:37.520 --> 00:08:39.520]  其實也不知道是誰
[00:08:39.520 --> 00:08:41.520]  不過重點是現在就開始問他
[00:08:41.520 --> 00:08:43.520]  咦
[00:08:43.520 --> 00:08:45.520]  果然是另眼相看
[00:08:45.520 --> 00:08:47.520]  果然是不同
[00:08:47.520 --> 00:08:49.520]  很厲害
[00:08:49.520 --> 00:08:51.520]  為什麼Solo會有
[00:08:51.520 --> 00:08:53.520]  這樣的反應
[00:08:53.520 --> 00:08:55.520]  就是因為
[00:08:55.520 --> 00:08:57.520]  看樣子就知道他不行
[00:08:57.520 --> 00:08:59.520]  怎麼知道他行
[00:08:59.520 --> 00:09:01.520]  為什麼人和神體
[00:09:01.520 --> 00:09:03.520]  會有少許不同
[00:09:03.520 --> 00:09:05.520]  這個
[00:09:05.520 --> 00:09:09.520]  就是因為這個原因
[00:09:09.520 --> 00:09:11.520]  因為人體
[00:09:11.520 --> 00:09:13.520]  就是大隻佬
[00:09:13.520 --> 00:09:15.520]  就打大隻佬
[00:09:15.520 --> 00:09:17.520]  如果你想隻抽
[00:09:17.520 --> 00:09:19.520]  找Caden隻抽
[00:09:19.520 --> 00:09:21.520]  極其量就找Cyrus
[00:09:21.520 --> 00:09:23.520]  Carlson也太大隻
[00:09:23.520 --> 00:09:25.520]  Carlson也會
[00:09:25.520 --> 00:09:27.520]  殺死他
[00:09:27.520 --> 00:09:29.520]  這樣要配合
[00:09:29.520 --> 00:09:31.520]  怎麼可能
[00:09:31.520 --> 00:09:33.520]  你這麼小就做不到
[00:09:33.520 --> 00:09:35.520]  這件事
[00:09:35.520 --> 00:09:37.520]  但是原來
[00:09:37.520 --> 00:09:39.520]  《聖經》告訴我們
[00:09:39.520 --> 00:09:41.520]  撒姆爾基相
[00:09:41.520 --> 00:09:43.520]  十六章七字說
[00:09:43.520 --> 00:09:45.520]  耶和華
[00:09:45.520 --> 00:09:47.520]  看人,人自看外貌
[00:09:47.520 --> 00:09:49.520]  耶和華,是看內心
[00:09:49.520 --> 00:09:51.520]  神去揀選人
[00:09:51.520 --> 00:09:53.520]  神去用人
[00:09:53.520 --> 00:09:55.520]  用每一樣東西
[00:09:55.520 --> 00:09:57.520]  當我們被神用的時候
[00:09:57.520 --> 00:09:59.520]  原來神不是
[00:09:59.520 --> 00:10:01.520]  看我們有多大隻
[00:10:01.520 --> 00:10:03.520]  和誰夠打
[00:10:03.520 --> 00:10:05.520]  原來呢
[00:10:05.520 --> 00:10:07.520]  神是看我們的心
[00:10:07.520 --> 00:10:09.520]  當大衛的心真的相信
[00:10:09.520 --> 00:10:11.520]  神會
[00:10:11.520 --> 00:10:13.520]  和他一起走
[00:10:13.520 --> 00:10:15.520]  當這個戰爭
[00:10:15.520 --> 00:10:17.520]  跟大隻佬
[00:10:17.520 --> 00:10:19.520]  和小的一起
[00:10:19.520 --> 00:10:21.520]  打架的時候
[00:10:21.520 --> 00:10:23.520]  這是一個爭戰
[00:10:23.520 --> 00:10:25.520]  最後勝利的主權
[00:10:25.520 --> 00:10:27.520]  在神那裡
[00:10:27.520 --> 00:10:29.520]  他知道得很清楚
[00:10:29.520 --> 00:10:31.520]  所以他根本不怕
[00:10:31.520 --> 00:10:33.520]  神一定會幫我
[00:10:33.520 --> 00:10:35.520]  我這次去,我知道
[00:10:35.520 --> 00:10:37.520]  於是就搞定了
[00:10:37.520 --> 00:10:39.520]  所以我們說
[00:10:39.520 --> 00:10:41.520]  人看人
[00:10:41.520 --> 00:10:43.520]  大隻的就厲害
[00:10:43.520 --> 00:10:49.520]  小的就
[00:10:49.520 --> 00:10:51.520]  差一點
[00:10:51.520 --> 00:10:53.520]  誰來的不知道
[00:10:53.520 --> 00:10:55.520]  突出優秀的
[00:10:55.520 --> 00:10:57.520]  就厲害一點
[00:10:57.520 --> 00:10:59.520]  讀書厲害的就厲害一點
[00:10:59.520 --> 00:11:01.520]  有時就會
[00:11:01.520 --> 00:11:03.520]  有沒有
[00:11:03.520 --> 00:11:05.520]  這陣子
[00:11:05.520 --> 00:11:07.520]  到了這個年紀,二十多三十多四十多歲
[00:11:07.520 --> 00:11:09.520]  都跟人聊天
[00:11:09.520 --> 00:11:11.520]  朋友同事
[00:11:11.520 --> 00:11:13.520]  我小時候考第一
[00:11:13.520 --> 00:11:15.520]  你也考第一?
[00:11:15.520 --> 00:11:17.520]  我小時候也考第一
[00:11:17.520 --> 00:11:19.520]  我想
[00:11:19.520 --> 00:11:21.520]  哪裡有這麼多第一
[00:11:21.520 --> 00:11:23.520]  每間學校
[00:11:23.520 --> 00:11:25.520]  第一都給你們考
[00:11:25.520 --> 00:11:27.520]  我就很差
[00:11:27.520 --> 00:11:29.520]  香港是很差
[00:11:29.520 --> 00:11:31.520]  香港是
[00:11:31.520 --> 00:11:33.520]  將你排名次
[00:11:33.520 --> 00:11:35.520]  這裡沒有
[00:11:35.520 --> 00:11:37.520]  這裡是
[00:11:37.520 --> 00:11:39.520]  計Grade
[00:11:39.520 --> 00:11:41.520]  要不拿A,要不拿F
[00:11:41.520 --> 00:11:43.520]  香港就算你考到A
[00:11:43.520 --> 00:11:45.520]  如果有人有A+
[00:11:45.520 --> 00:11:47.520]  他也會給你一個名次
[00:11:47.520 --> 00:11:49.520]  不過我也是沒有藉口
[00:11:49.520 --> 00:11:51.520]  我也是排三十多
[00:11:51.520 --> 00:11:53.520]  第一班只有三十多人
[00:11:53.520 --> 00:11:57.520]  我最厲害最厲害
[00:11:57.520 --> 00:11:59.520]  好像考過十四
[00:11:59.520 --> 00:12:01.520]  很厲害
[00:12:01.520 --> 00:12:03.520]  你就以為
[00:12:03.520 --> 00:12:05.520]  原來你考第一
[00:12:05.520 --> 00:12:07.520]  或者你厲害一點
[00:12:07.520 --> 00:12:09.520]  帥一點
[00:12:09.520 --> 00:12:11.520]  但其實
[00:12:11.520 --> 00:12:13.520]  如果所有考第一的人
[00:12:13.520 --> 00:12:15.520]  將來都會做你老闆
[00:12:15.520 --> 00:12:17.520]  CEO
[00:12:17.520 --> 00:12:19.520]  你就錯了
[00:12:19.520 --> 00:12:21.520]  因為你有沒有看過這個數據
[00:12:21.520 --> 00:12:23.520]  一般來說
[00:12:23.520 --> 00:12:25.520]  考第一的人都是Employee
[00:12:25.520 --> 00:12:27.520]  Employer
[00:12:27.520 --> 00:12:29.520]  是B
[00:12:29.520 --> 00:12:31.520]  不讀書的人
[00:12:31.520 --> 00:12:33.520]  是Entrepreneur
[00:12:33.520 --> 00:12:35.520]  沒錯
[00:12:35.520 --> 00:12:37.520]  這個世界原來就是這樣
[00:12:37.520 --> 00:12:39.520]  所以我們學了一項功課
[00:12:39.520 --> 00:12:41.520]  就是這樣
[00:12:41.520 --> 00:12:43.520]  突出並不代表優秀
[00:12:43.520 --> 00:12:45.520]  和重要
[00:12:45.520 --> 00:12:47.520]  因為聖經告訴我們
[00:12:47.520 --> 00:12:49.520]  看回剛才的經文我就知道
[00:12:49.520 --> 00:12:51.520]  耶和華看人不像人
[00:12:51.520 --> 00:12:53.520]  人是看外貌
[00:12:53.520 --> 00:12:55.520]  耶和華是看內心
[00:12:55.520 --> 00:12:57.520]  所以突出
[00:12:57.520 --> 00:12:59.520]  你看到他厲害,高,帥
[00:12:59.520 --> 00:13:01.520]  大隻,什麼什麼
[00:13:01.520 --> 00:13:03.520]  這個不重要
[00:13:03.520 --> 00:13:05.520]  尤其是,有沒有聽過矮仔多計
[00:13:05.520 --> 00:13:07.520]  真的,我發覺是真的
[00:13:07.520 --> 00:13:09.520]  老老實實
[00:13:09.520 --> 00:13:11.520]  要說一句
[00:13:11.520 --> 00:13:13.520]  Tom哥哥就是
[00:13:13.520 --> 00:13:15.520]  原來很多計
[00:13:15.520 --> 00:13:17.520]  很佩服他
[00:13:17.520 --> 00:13:19.520]  真是厲害到不得了
[00:13:19.520 --> 00:13:21.520]  厲害到不得了
[00:13:21.520 --> 00:13:23.520]  我哥是五尺四
[00:13:23.520 --> 00:13:25.520]  但我哥也是厲害到不得了
[00:13:25.520 --> 00:13:27.520]  我比他還矮
[00:13:27.520 --> 00:13:29.520]  不過女生不能說
[00:13:29.520 --> 00:13:31.520]  矮仔多計
[00:13:31.520 --> 00:13:33.520]  有些人
[00:13:33.520 --> 00:13:35.520]  看回拿破崙
[00:13:35.520 --> 00:13:37.520]  鄧小平那些全部都是矮的
[00:13:37.520 --> 00:13:39.520]  所以不要小看矮小的人
[00:13:39.520 --> 00:13:41.520]  除了矮小的人
[00:13:41.520 --> 00:13:43.520]  不要小看小人
[00:13:43.520 --> 00:13:45.520]  不要小看小孩子
[00:13:45.520 --> 00:13:47.520]  我們現在
[00:13:47.520 --> 00:13:49.520]  雖然我們今天不只是說小孩子
[00:13:49.520 --> 00:13:51.520]  因為小孩子聽不到我說話,鼓勵不到他們
[00:13:51.520 --> 00:13:53.520]  給父母聽聽也好
[00:13:53.520 --> 00:13:55.520]  不要這麼快說他
[00:13:55.520 --> 00:13:57.520]  還不行,什麼都不行
[00:13:57.520 --> 00:13:59.520]  神是用每一個人
[00:13:59.520 --> 00:14:01.520]  神高納人
[00:14:01.520 --> 00:14:03.520]  並且用每一個人
[00:14:03.520 --> 00:14:05.520]  每一個人的年紀
[00:14:05.520 --> 00:14:07.520]  每一個人去榮耀他的名字
[00:14:07.520 --> 00:14:09.520]  有些人說小孩子
[00:14:09.520 --> 00:14:11.520]  不要出那麼多聲
[00:14:11.520 --> 00:14:13.520]  你學習就行了,坐著
[00:14:13.520 --> 00:14:15.520]  但原來神說
[00:14:15.520 --> 00:14:17.520]  這不等於
[00:14:17.520 --> 00:14:19.520]  我不是一定要你坐著
[00:14:19.520 --> 00:14:21.520]  等到你年紀成熟
[00:14:21.520 --> 00:14:23.520]  高矮肥瘦符合標準才用你
[00:14:23.520 --> 00:14:25.520]  因為神一早就已經有一個計劃
[00:14:25.520 --> 00:14:27.520]  每一個人有一個計劃在我們心裡
[00:14:27.520 --> 00:14:29.520]  神給人
[00:14:29.520 --> 00:14:31.520]  在這個世代
[00:14:31.520 --> 00:14:33.520]  每一個人在一個時代出生
[00:14:33.520 --> 00:14:35.520]  拿破崙的時代
[00:14:35.520 --> 00:14:37.520]  不是你這個時代
[00:14:37.520 --> 00:14:39.520]  你現在這個時代也不是你兒子將來的時代
[00:14:39.520 --> 00:14:41.520]  但每一個時代
[00:14:41.520 --> 00:14:43.520]  每一個世代裡
[00:14:43.520 --> 00:14:45.520]  神都有一個心意
[00:14:45.520 --> 00:14:47.520]  為什麼祂要在這個時代
[00:14:47.520 --> 00:14:49.520]  就是因為你在這個時代有用
[00:14:49.520 --> 00:14:51.520]  我們在自己的世代裡
[00:14:51.520 --> 00:14:53.520]  去遵行神的旨意
[00:14:53.520 --> 00:14:55.520]  遵行神的旨意
[00:14:55.520 --> 00:14:57.520]  和計劃
[00:14:57.520 --> 00:14:59.520]  就知道要這麼說
[00:14:59.520 --> 00:15:01.520]  《至童行傳》13章36節
[00:15:01.520 --> 00:15:03.520]  有一句
[00:15:03.520 --> 00:15:05.520]  大衛在世的時候
[00:15:05.520 --> 00:15:07.520]  遵行了神的旨意就死了
[00:15:07.520 --> 00:15:09.520]  下面那個扭壞
[00:15:09.520 --> 00:15:11.520]  不要理他
[00:15:11.520 --> 00:15:13.520]  扭壞到不知道什麼樣
[00:15:13.520 --> 00:15:15.520]  但無論如何
[00:15:15.520 --> 00:15:17.520]  他在世的時候
[00:15:17.520 --> 00:15:19.520]  遵行神的旨意
[00:15:19.520 --> 00:15:21.520]  遵行神的旨意
[00:15:21.520 --> 00:15:23.520]  到底是什麼意思呢
[00:15:23.520 --> 00:15:25.520]  原來他就
[00:15:25.520 --> 00:15:27.520]  大衛
[00:15:27.520 --> 00:15:29.520]  按神的旨意
[00:15:29.520 --> 00:15:31.520]  服侍了他
[00:15:31.520 --> 00:15:33.520]  這個世代的人
[00:15:33.520 --> 00:15:35.520]  然後就死了
[00:15:35.520 --> 00:15:37.520]  原來
[00:15:37.520 --> 00:15:39.520]  神是有一個
[00:15:39.520 --> 00:15:41.520]  心意給我們每一個人
[00:15:41.520 --> 00:15:43.520]  好像大衛
[00:15:43.520 --> 00:15:45.520]  大衛在自己的世代
[00:15:45.520 --> 00:15:47.520]  遵行了神的計劃
[00:15:47.520 --> 00:15:49.520]  我們也應該這樣做
[00:15:49.520 --> 00:15:51.520]  我們也要遵行
[00:15:51.520 --> 00:15:53.520]  神在我們的世代裡
[00:15:53.520 --> 00:15:55.520]  給我們的計劃
[00:15:55.520 --> 00:15:57.520]  無論我們是什麼年紀
[00:15:57.520 --> 00:15:59.520]  因為這個
[00:15:59.520 --> 00:16:01.520]  我們看的時候
[00:16:01.520 --> 00:16:03.520]  我們經常以為成功失敗是怎樣計劃
[00:16:03.520 --> 00:16:05.520]  原來成功在神的眼裡
[00:16:05.520 --> 00:16:07.520]  就是當你真真正正願意
[00:16:07.520 --> 00:16:09.520]  踏出來服侍這個世代
[00:16:09.520 --> 00:16:11.520]  服侍你自己的世代
