
[00:00:00.000 --> 00:00:07.500]  好,我們會看到,在《貝勒前書》裡面提到末世的日子,即是很快的會降臨
[00:04:17.940 --> 00:04:19.940]  大自然的破壞
[00:04:19.940 --> 00:04:24.940]  所以你留意到,末日的時鐘是越來越厲害
[00:04:24.940 --> 00:04:28.940]  甚至我就不贊成,有些解驚
[00:04:28.940 --> 00:04:30.940]  我十幾歲信主的時候
[00:04:30.940 --> 00:04:35.940]  那時候我就很喜歡看一個作者寫的書
[00:04:35.940 --> 00:04:37.940]  那個作者叫王丹尼
[00:04:37.940 --> 00:04:39.940]  他經常都講《啓示錄》
[00:04:39.940 --> 00:04:47.940]  就講那個蝗蟲會噴火什麼的
[00:04:47.940 --> 00:04:49.940]  就說等於現在的什麼武器
[00:04:49.940 --> 00:04:51.940]  因為他是一個研究武器專家
[00:04:51.940 --> 00:04:53.940]  當然約翰不認識
[00:04:53.940 --> 00:04:55.940]  那時候是一種武器
[00:04:55.940 --> 00:04:57.940]  怎麼帶去發射哪種火箭
[00:04:57.940 --> 00:04:59.940]  講得這麼細節其實很危險
[00:04:59.940 --> 00:05:01.940]  因為絕對不值得去接受
[00:05:01.940 --> 00:05:05.940]  但是不得不承認
[00:05:05.940 --> 00:05:09.940]  日本仔去侵略東南亞
[00:05:09.940 --> 00:05:13.940]  後來終於扔了兩個原子彈下去
[00:05:13.940 --> 00:05:15.940]  這個原子彈,一個在哪裡?
[00:05:15.940 --> 00:05:17.940]  港島
[00:05:17.940 --> 00:05:20.940]  日本的港島,不是香港
[00:05:20.940 --> 00:05:22.940]  另外一個是什麼?
[00:05:22.940 --> 00:05:24.940]  長崎
[00:05:24.940 --> 00:05:26.940]  他終於投降了
[00:05:26.940 --> 00:05:28.940]  原子彈現在很弱的
[00:05:28.940 --> 00:05:31.940]  你知道大學都可以教,問題是你沒有那些元素
[00:05:31.940 --> 00:05:33.940]  你想想北韓這麼窮
[00:05:33.940 --> 00:05:35.940]  都說要發射什麼導彈
[00:05:35.940 --> 00:05:37.940]  印度那時候這麼說
[00:05:37.940 --> 00:05:40.940]  不要,父子都要什麼?
[00:05:40.940 --> 00:05:42.940]  要原子
[00:05:42.940 --> 00:05:44.940]  那時候是,現在核子
[00:05:44.940 --> 00:05:46.940]  那些武器很厲害
[00:05:46.940 --> 00:05:48.940]  但是現在軍事專家告訴我
[00:05:48.940 --> 00:05:51.940]  現在世界各國的軍地競爭
[00:05:51.940 --> 00:05:55.940]  那些核子彈頭或者武器
[00:05:55.940 --> 00:05:57.940]  可以毀滅幾十個地球
[00:05:57.940 --> 00:05:59.940]  明不明白這個道理?
[00:05:59.940 --> 00:06:01.940]  因為你想想,現在是按鈕戰爭
[00:06:01.940 --> 00:06:03.940]  所以你留意到
[00:06:03.940 --> 00:06:05.940]  那個末世的日子
[00:06:05.940 --> 00:06:07.940]  其實是越來越重要
[00:06:07.940 --> 00:06:09.940]  那主耶穌什麼時候來到
[00:06:09.940 --> 00:06:11.940]  去降臨我們當中呢?
[00:06:11.940 --> 00:06:14.940]  我們有幾個情況來看
[00:06:14.940 --> 00:06:16.940]  因為耶穌說他會再回來
[00:06:16.940 --> 00:06:18.940]  經過二千多年,都還沒到
[00:06:18.940 --> 00:06:21.940]  那會不會真的不會來呢?
[00:06:21.940 --> 00:06:25.940]  好,我們一起來看一段經文
[00:06:25.940 --> 00:06:28.940]  我們一起讀出彼得厚書
[00:06:28.940 --> 00:06:31.940]  第三章第八到第九節
[00:06:31.940 --> 00:06:45.940]  記不記得我曾經在上一堂說過
[00:06:45.940 --> 00:06:47.940]  如果那個人跟你說
[00:06:47.940 --> 00:06:49.940]  耶穌一月幾日回來
[00:06:49.940 --> 00:06:51.940]  一定是錯的
[00:06:51.940 --> 00:06:53.940]  如果他真的知道說中了
[00:06:53.940 --> 00:06:56.940]  那這段經文就變成了虛假
[00:06:56.940 --> 00:06:58.940]  所以一定不會
[00:06:58.940 --> 00:07:01.940]  他說那個日子的時候
[00:07:01.940 --> 00:07:03.940]  使者不知道
[00:07:03.940 --> 00:07:05.940]  而當時耶穌基督
[00:07:05.940 --> 00:07:08.940]  是以一個人子的身份出現
[00:07:08.940 --> 00:07:10.940]  所以他也不知道
[00:07:10.940 --> 00:07:12.940]  當然他要回來的時候
[00:07:12.940 --> 00:07:14.940]  他自己會知道
[00:07:14.940 --> 00:07:16.940]  但一定不會被你說中
[00:07:16.940 --> 00:07:18.940]  這個情況就讓我們看到
[00:07:18.940 --> 00:07:22.940]  這個日子不知道是什麼基因
[00:07:22.940 --> 00:07:26.940]  我們來看彼得厚書
[00:07:26.940 --> 00:07:28.940]  第三章第八到第九節
[00:07:28.940 --> 00:07:30.940]  不好意思,我們一起來看
[00:07:52.940 --> 00:07:54.940]  原來今天神
[00:07:54.940 --> 00:07:56.940]  他為什麼還沒回來呢
[00:07:56.940 --> 00:07:58.940]  因為他回來的時候
[00:07:58.940 --> 00:08:00.940]  就是審判嘛
[00:08:00.940 --> 00:08:02.940]  那時候就已經沒得再上訴了
[00:08:02.940 --> 00:08:05.940]  他原來是在寬容那些人
[00:08:05.940 --> 00:08:07.940]  很簡單舉一個例子
[00:08:07.940 --> 00:08:09.940]  很簡單舉一個例子
[00:08:09.940 --> 00:08:11.940]  今天我經常都這麼說
[00:08:11.940 --> 00:08:13.940]  無論我們工作也好
[00:08:13.940 --> 00:08:15.940]  或者我們做事也好
[00:08:15.940 --> 00:08:17.940]  不要想著可以隨便
[00:08:17.940 --> 00:08:19.940]  可能你的上司其實都很精明的
[00:08:19.940 --> 00:08:21.940]  雖然你覺得他蠢
[00:08:21.940 --> 00:08:23.940]  究竟你是認真做事
[00:08:23.940 --> 00:08:25.940]  還是在他面前假認真呢
[00:08:25.940 --> 00:08:27.940]  其實是分得到的
[00:08:27.940 --> 00:08:29.940]  可能他沒馬上說你
[00:08:29.940 --> 00:08:31.940]  或者沒馬上開除你
[00:08:31.940 --> 00:08:33.940]  可能是基於一些因素
[00:08:33.940 --> 00:08:35.940]  覺得這個不是適合時候
[00:08:35.940 --> 00:08:37.940]  就算你教你的子女
[00:08:37.940 --> 00:08:39.940]  很可能她有些事情做得不好
[00:08:39.940 --> 00:08:41.940]  你也不會馬上赤赤其非
[00:08:41.940 --> 00:08:43.940]  你給她機會嘛
[00:08:43.940 --> 00:08:45.940]  我很記得
[00:08:45.940 --> 00:08:47.940]  當年我兒子讀書的時候
[00:08:47.940 --> 00:08:49.940]  中一還是中二
[00:08:49.940 --> 00:08:51.940]  有一次我幫他
[00:08:51.940 --> 00:08:53.940]  收拾他房間的食字台
[00:08:53.940 --> 00:08:55.940]  無意之中
[00:08:55.940 --> 00:08:57.940]  真的發現了一份卷
[00:08:57.940 --> 00:08:59.940]  不合格
[00:08:59.940 --> 00:09:01.940]  其實不合格沒關係
[00:09:01.940 --> 00:09:03.940]  你沒有努力
[00:09:03.940 --> 00:09:05.940]  如果你很努力
[00:09:05.940 --> 00:09:07.940]  成績不是那麼理想
[00:09:07.940 --> 00:09:09.940]  我也會接受的
[00:09:09.940 --> 00:09:11.940]  不要只看分數
[00:09:11.940 --> 00:09:13.940]  這是很重要的
[00:09:13.940 --> 00:09:15.940]  我找到了
[00:09:15.940 --> 00:09:17.940]  兒子回來的時候
[00:09:17.940 --> 00:09:19.940]  我聊聊天
[00:09:19.940 --> 00:09:21.940]  很自然地
[00:09:21.940 --> 00:09:23.940]  上個禮拜你不是說
[00:09:23.940 --> 00:09:25.940]  BF4 test嗎
[00:09:25.940 --> 00:09:27.940]  他反應真的很快
[00:09:27.940 --> 00:09:29.940]  我說哪有這麼快的
[00:09:29.940 --> 00:09:31.940]  要改的嘛
[00:09:31.940 --> 00:09:33.940]  好
[00:09:33.940 --> 00:09:35.940]  我忍你
[00:09:35.940 --> 00:09:37.940]  我不出聲
[00:09:37.940 --> 00:09:39.940]  過了一個多禮拜
[00:09:39.940 --> 00:09:41.940]  上個禮拜你不是說
[00:09:41.940 --> 00:09:43.940]  老師要改卷嗎
[00:09:43.940 --> 00:09:45.940]  還沒排到呢
[00:09:45.940 --> 00:09:47.940]  還沒呢
[00:09:47.940 --> 00:09:49.940]  應該下個禮拜
[00:09:49.940 --> 00:09:51.940]  好 我再忍你
[00:09:51.940 --> 00:09:53.940]  到下個禮拜
[00:09:53.940 --> 00:09:55.940]  真的三個禮拜
[00:09:55.940 --> 00:09:57.940]  再問他
[00:09:57.940 --> 00:09:59.940]  我就不忍了
[00:09:59.940 --> 00:10:01.940]  我進去房間
[00:10:01.940 --> 00:10:03.940]  抽卷 這份是什麼卷
[00:10:03.940 --> 00:10:05.940]  不合格
[00:10:05.940 --> 00:10:07.940]  他反應很強
[00:10:07.940 --> 00:10:09.940]  像我的
[00:10:09.940 --> 00:10:11.940]  你為什麼要抄我的東西
[00:10:11.940 --> 00:10:13.940]  你沒有問過我
[00:10:13.940 --> 00:10:15.940]  原來
[00:10:15.940 --> 00:10:17.940]  他馬上回應我
[00:10:17.940 --> 00:10:19.940]  真厲害
[00:10:19.940 --> 00:10:21.940]  我幫你抄東西
[00:10:21.940 --> 00:10:23.940]  你卻說大話
[00:10:23.940 --> 00:10:25.940]  你明白嗎
[00:10:25.940 --> 00:10:27.940]  我第一次可以
[00:10:27.940 --> 00:10:29.940]  直斥其非
[00:10:29.940 --> 00:10:31.940]  第二次也可以
[00:10:31.940 --> 00:10:33.940]  但為什麼我不立刻去做
[00:10:33.940 --> 00:10:35.940]  因為我要
[00:10:35.940 --> 00:10:37.940]  給你機會
[00:10:37.940 --> 00:10:39.940]  我當時很討厭他
[00:10:39.940 --> 00:10:41.940]  很厲害
[00:10:41.940 --> 00:10:43.940]  所以我找了個兒子
[00:10:43.940 --> 00:10:45.940]  雷寇棍
[00:10:45.940 --> 00:10:47.940]  你有沒有看過
[00:10:47.940 --> 00:10:49.940]  鄭依健那個
[00:10:49.940 --> 00:10:51.940]  小顧客
[00:10:51.940 --> 00:10:53.940]  你不相信
[00:10:53.940 --> 00:10:55.940]  真的找了個兒子
[00:10:55.940 --> 00:10:57.940]  不過是玩具反鬥
[00:10:57.940 --> 00:10:59.940]  塑膠那種
[00:10:59.940 --> 00:11:01.940]  不是實體
[00:11:01.940 --> 00:11:03.940]  但不是軟塑膠
[00:11:03.940 --> 00:11:05.940]  是硬膠
[00:11:05.940 --> 00:11:07.940]  我說我已經給你機會
[00:11:07.940 --> 00:11:09.940]  我不可以不罰你
[00:11:09.940 --> 00:11:11.940]  我一拿起
[00:11:11.940 --> 00:11:13.940]  打下去
[00:11:13.940 --> 00:11:15.940]  很大聲
[00:11:15.940 --> 00:11:17.940]  接著我就問
[00:11:17.940 --> 00:11:19.940]  你又說我可以罰你
[00:11:19.940 --> 00:11:21.940]  打在哪裡
[00:11:21.940 --> 00:11:23.940]  你想想我可以給你選擇
[00:11:23.940 --> 00:11:25.940]  在刑罰里也可以給你選擇
[00:11:25.940 --> 00:11:27.940]  那時候
[00:11:27.940 --> 00:11:29.940]  打在他屁股上
[00:11:29.940 --> 00:11:31.940]  打兩三下
[00:11:31.940 --> 00:11:33.940]  打下去
[00:11:33.940 --> 00:11:35.940]  很響
[00:11:35.940 --> 00:11:37.940]  那種感覺
[00:11:37.940 --> 00:11:39.940]  是很嗨的
[00:11:39.940 --> 00:11:41.940]  原來
[00:11:41.940 --> 00:11:43.940]  一打下去
[00:11:43.940 --> 00:11:45.940]  很肉的
[00:11:45.940 --> 00:11:47.940]  自動彈出來
[00:11:47.940 --> 00:11:49.940]  但是
[00:11:49.940 --> 00:11:51.940]  他哭得肥肥的
[00:11:51.940 --> 00:11:53.940]  那我算了
[00:11:53.940 --> 00:11:55.940]  打了一下就算了
[00:11:55.940 --> 00:11:57.940]  打多兩下就算了
[00:11:57.940 --> 00:11:59.940]  等他知道
[00:11:59.940 --> 00:12:01.940]  其實我不想罰他
[00:12:01.940 --> 00:12:03.940]  不過是冰冤無奈
[00:12:03.940 --> 00:12:05.940]  給你很多機會
[00:12:05.940 --> 00:12:07.940]  我不可以不去懲罰
[00:12:07.940 --> 00:12:09.940]  但我這個懲罰不是為了要毀滅
[00:12:09.940 --> 00:12:11.940]  而是
[00:12:11.940 --> 00:12:13.940]  讓你有提醒
[00:12:13.940 --> 00:12:15.940]  不可以再輕率
[00:12:15.940 --> 00:12:17.940]  不可以再說大話
[00:12:17.940 --> 00:12:19.940]  有時候我都
[00:12:19.940 --> 00:12:21.940]  特別在見到一些不公平的事
[00:12:21.940 --> 00:12:23.940]  我會問神為什麼你不出手呢
[00:12:23.940 --> 00:12:25.940]  這個是對的
[00:12:25.940 --> 00:12:27.940]  但我經常都這麼說
[00:12:27.940 --> 00:12:29.940]  當我們每一次去祈禱
[00:12:29.940 --> 00:12:31.940]  我自己都為這些事禱告
[00:12:31.940 --> 00:12:33.940]  有些人覺得很不公平
[00:12:33.940 --> 00:12:35.940]  但我都在犯錯
[00:12:35.940 --> 00:12:37.940]  我都在犯錯
[00:12:37.940 --> 00:12:39.940]  你求神出手
[00:12:39.940 --> 00:12:41.940]  那個做得不好的人
[00:12:41.940 --> 00:12:43.940]  同樣我現在做得不好
[00:12:43.940 --> 00:12:45.940]  神要出手
[00:12:45.940 --> 00:12:47.940]  我都死了
[00:12:47.940 --> 00:12:49.940]  所以求神用公義去審判的時候
[00:12:49.940 --> 00:12:51.940]  你穩定一點
[00:12:51.940 --> 00:12:53.940]  主下求你先赦免我的罪
[00:12:53.940 --> 00:12:55.940]  你先叫神審判那些不公義的事
[00:12:55.940 --> 00:12:57.940]  要不然你自己都會被審判
[00:12:57.940 --> 00:12:59.940]  今天神原來
[00:12:59.940 --> 00:13:01.940]  不是不想去拯救人
[00:13:01.940 --> 00:13:03.940]  只是人拒絕了神的拯救
[00:13:03.940 --> 00:13:05.940]  你不要想神不去外邦
[00:13:05.940 --> 00:13:07.940]  外邦人
[00:13:07.940 --> 00:13:09.940]  你記不記得神英去阿伯拉罕
[00:13:09.940 --> 00:13:11.940]  他的後裔會得到流乃義物之地
[00:13:11.940 --> 00:13:13.940]  你看看創世紀
[00:13:13.940 --> 00:13:15.940]  但是他要
[00:13:15.940 --> 00:13:17.940]  四代之後
[00:13:17.940 --> 00:13:19.940]  四百多年之後去
[00:13:19.940 --> 00:13:21.940]  聖經很清楚地說
[00:13:21.940 --> 00:13:23.940]  因為外邦人的日期仍未滿
[00:13:23.940 --> 00:13:25.940]  就是惡貫滿盈
[00:13:25.940 --> 00:13:27.940]  可能是未滿
[00:13:27.940 --> 00:13:29.940]  所以神仍然給機會
[00:13:29.940 --> 00:13:31.940]  沒有好一點的把握
[00:13:31.940 --> 00:13:33.940]  第二方面就是
[00:13:33.940 --> 00:13:35.940]  神的時間和人的時間
[00:13:35.940 --> 00:13:37.940]  的計算是很不同的
[00:13:37.940 --> 00:13:39.940]  中國人有一句話是這樣說的
[00:13:39.940 --> 00:13:41.940]  山中方七日
[00:13:41.940 --> 00:13:43.940]  接著呢
[00:13:43.940 --> 00:13:45.940]  世上幾千年
[00:13:45.940 --> 00:13:47.940]  那個故事就是
[00:13:47.940 --> 00:13:49.940]  有個人走到山上
[00:13:49.940 --> 00:13:51.940]  去行山
[00:13:51.940 --> 00:13:53.940]  看到有個人在
[00:13:53.940 --> 00:13:55.940]  招呼他和他捉棋
[00:13:55.940 --> 00:13:57.940]  捉完棋,逗留了幾天之後
[00:13:57.940 --> 00:13:59.940]  就下山了
[00:13:59.940 --> 00:14:01.940]  原來這個世界已經過了
[00:14:01.940 --> 00:14:03.940]  幾千年了
[00:14:03.940 --> 00:14:05.940]  原來神的時間和人的時間
[00:14:05.940 --> 00:14:07.940]  的計算不是很同
[00:14:07.940 --> 00:14:09.940]  我們現在是計算
[00:14:09.940 --> 00:14:11.940]  一天有多少小時?
[00:14:11.940 --> 00:14:13.940]  24小時
[00:14:13.940 --> 00:14:15.940]  一年有多少天?
[00:14:15.940 --> 00:14:17.940]  如果你不知道
[00:14:17.940 --> 00:14:19.940]  你應該慢慢知道
[00:14:19.940 --> 00:14:21.940]  一天解決一個問題的時候
[00:14:21.940 --> 00:14:23.940]  我一年就可以解決到
[00:14:23.940 --> 00:14:25.940]  365個問題
[00:14:25.940 --> 00:14:27.940]  因為我們
[00:14:27.940 --> 00:14:29.940]  未來新型特首
[00:14:29.940 --> 00:14:31.940]  就說我一天
[00:14:31.940 --> 00:14:33.940]  我會解決一個問題
[00:14:33.940 --> 00:14:35.940]  我一年就可以解決
[00:14:35.940 --> 00:14:37.940]  365個問題了
[00:14:37.940 --> 00:14:39.940]  教育了我們原來一年
[00:14:39.940 --> 00:14:41.940]  是有365天的
[00:14:41.940 --> 00:14:43.940]  但我其實已經解決了
[00:14:43.940 --> 00:14:45.940]  很多個問題
[00:14:45.940 --> 00:14:47.940]  我剛才九年一篇度
[00:14:47.940 --> 00:14:49.940]  解決了問題
[00:14:49.940 --> 00:14:51.940]  說完之後我吃了飯
[00:14:51.940 --> 00:14:53.940]  解決了飢餓的問題
[00:14:53.940 --> 00:14:55.940]  一年是365天
[00:14:55.940 --> 00:14:57.940]  一天有24小時
[00:14:57.940 --> 00:14:59.940]  一小時有60分鐘
[00:14:59.940 --> 00:15:01.940]  我不是很懂這些
[00:15:01.940 --> 00:15:03.940]  有人問是養貓還是養狗?
[00:15:03.940 --> 00:15:05.940]  貓和狗的年齡
[00:15:05.940 --> 00:15:07.940]  好像和人的年齡
[00:15:07.940 --> 00:15:09.940]  不同的計算
[00:15:09.940 --> 00:15:11.940]  不是365天一年
[00:15:11.940 --> 00:15:13.940]  可能一隻貓十幾歲
[00:15:13.940 --> 00:15:15.940]  但不等於
[00:15:15.940 --> 00:15:17.940]  已經生活了十幾年
[00:15:17.940 --> 00:15:19.940]  要問貓痴或者狗痴
[00:15:19.940 --> 00:15:21.940]  就會知道
[00:15:21.940 --> 00:15:23.940]  時間和我們的計算不同
[00:15:23.940 --> 00:15:25.940]  所以我們現在活在
[00:15:25.940 --> 00:15:27.940]  一個有限的空間里
[00:15:27.940 --> 00:15:29.940]  我們在時間空間里限制
[00:15:29.940 --> 00:15:31.940]  時間的計算就是這樣
[00:15:31.940 --> 00:15:33.940]  剛才那段經文
[00:15:33.940 --> 00:15:35.940]  神漢千年如同什麼?
[00:15:35.940 --> 00:15:37.940]  一日如同千年
[00:15:37.940 --> 00:15:39.940]  神有自己的時間
[00:15:39.940 --> 00:15:41.940]  神學
[00:15:41.940 --> 00:15:43.940]  我們在上一課里說過
[00:15:43.940 --> 00:15:45.940]  當你一出生的時候
[00:15:45.940 --> 00:15:47.940]  其實你是
[00:15:47.940 --> 00:15:49.940]  倒數著你的生命
[00:15:49.940 --> 00:15:51.940]  面對著死亡
[00:15:51.940 --> 00:15:53.940]  香港其實不是
[00:15:53.940 --> 00:15:55.940]  97回歸的
[00:15:55.940 --> 00:15:57.940]  當鴉片戰爭的時候
[00:15:57.940 --> 00:15:59.940]  清廷輸了的時候
[00:15:59.940 --> 00:16:01.940]  簽的那個約
[00:16:01.940 --> 00:16:03.940]  說到港島
[00:16:03.940 --> 00:16:07.940]  應該永遠歸於英國
[00:16:07.940 --> 00:16:09.940]  但界限街以北有多少年期?
[00:16:09.940 --> 00:16:11.940]  99年期
[00:16:11.940 --> 00:16:13.940]  其實簽約的時候
[00:16:13.940 --> 00:16:17.940]  已經在開展回歸
[00:16:17.940 --> 00:16:19.940]  同樣當我們的主
[00:16:19.940 --> 00:16:21.940]  來到這個世界
[00:16:21.940 --> 00:16:23.940]  為我們的罪完成了救恩
[00:16:23.940 --> 00:16:25.940]  當他要離開這個世界的時候
[00:16:25.940 --> 00:16:27.940]  就說到
[00:16:27.940 --> 00:16:29.940]  他一日會再回來
[00:16:29.940 --> 00:16:31.940]  其實末日的時鐘就倒數了
[00:16:31.940 --> 00:16:33.940]  那什麼時候回來呢?
[00:16:33.940 --> 00:16:35.940]  就是剛才我們所讀的那段經文
[00:16:35.940 --> 00:16:37.940]  就是沒有人會知道
[00:16:37.940 --> 00:16:39.940]  什麼時候回來
[00:16:39.940 --> 00:16:41.940]  但是我們就要好好的
[00:16:41.940 --> 00:16:43.940]  來帶去準備
[00:16:43.940 --> 00:16:45.940]  我們怎麼來帶去準備呢?
[00:16:45.940 --> 00:16:47.940]  先說清楚一件事
[00:16:47.940 --> 00:16:51.940]  《聖經》從來不是叫我們
[00:16:51.940 --> 00:16:55.940]  將焦點集中在將來末日
[00:16:55.940 --> 00:16:57.940]  或者去到天國裡面
[00:16:57.940 --> 00:16:59.940]  是怎樣的?
[00:16:59.940 --> 00:17:03.940]  我剛剛在一個網台的節目
[00:17:03.940 --> 00:17:05.940]  有一個人叫曹總
[00:17:05.940 --> 00:17:07.940]  不知道大家有沒有看
[00:17:07.940 --> 00:17:09.940]  他和劉世良合作
[00:17:09.940 --> 00:17:11.940]  做城寨
[00:17:11.940 --> 00:17:13.940]  現在他有一個新的節目
[00:17:13.940 --> 00:17:15.940]  沒有隔閡
[00:17:15.940 --> 00:17:17.940]  很奇妙
[00:17:17.940 --> 00:17:19.940]  他是微信耶穌
[00:17:19.940 --> 00:17:21.940]  叫了我上去
[00:17:21.940 --> 00:17:23.940]  去訪問
[00:17:23.940 --> 00:17:25.940]  都幾多人有看
[00:17:25.940 --> 00:17:27.940]  特別是很感恩
[00:17:27.940 --> 00:17:29.940]  是微信的人是很多
[00:17:29.940 --> 00:17:31.940]  接觸了很多微信的人
[00:17:31.940 --> 00:17:33.940]  你知道
[00:17:33.940 --> 00:17:35.940]  我有個節目叫做《永線聯談》
[00:17:35.940 --> 00:17:37.940]  他說牧師你挺好聽
[00:17:37.940 --> 00:17:39.940]  可不可以將你的節目
[00:17:39.940 --> 00:17:41.940]  放在我們那裡
[00:17:41.940 --> 00:17:43.940]  讓別人來聽
[00:17:43.940 --> 00:17:45.940]  原來他讓這個節目
[00:17:45.940 --> 00:17:47.940]  接觸很多微信的人
[00:17:47.940 --> 00:17:49.940]  有很多人留言都說
[00:17:49.940 --> 00:17:51.940]  我微信耶穌
[00:17:51.940 --> 00:17:53.940]  但你說得多好
[00:17:53.940 --> 00:17:55.940]  我特別強調一件事
