
[00:00:00.000 --> 00:00:03.000]  今天我要跟各位分享什麼訊息?
[00:03:33.200 --> 00:03:36.800]  為什麼印第安人叫印第安人
[00:03:36.800 --> 00:03:38.600]  Indians
[00:03:38.600 --> 00:03:41.200]  Indians跟印度人是同一個字
[00:03:41.200 --> 00:03:43.000]  你知道嗎
[00:03:43.000 --> 00:03:46.600]  當初哥倫布發現新大陸的時候
[00:03:46.600 --> 00:03:49.400]  上來他以為他到了印度
[00:03:49.400 --> 00:03:51.200]  結果他看到印第安人
[00:03:51.200 --> 00:03:53.000]  他說Indians
[00:03:53.000 --> 00:03:55.200]  所以就叫做印第安人
[00:03:55.200 --> 00:03:56.600]  其實是
[00:03:56.600 --> 00:04:00.400]  其實聽說印第安人是中國人
[00:04:00.400 --> 00:04:02.400]  孟子論語上面有講
[00:04:02.400 --> 00:04:05.600]  孔子說道不行成佛佛一喊
[00:04:05.600 --> 00:04:07.200]  就一路來到美洲了
[00:04:07.200 --> 00:04:08.400]  就是這一批人啦
[00:04:08.400 --> 00:04:09.800]  開玩笑
[00:04:09.800 --> 00:04:12.400]  總之
[00:04:12.400 --> 00:04:15.200]  是還有印第安的保留區
[00:04:15.200 --> 00:04:16.000]  是不是
[00:04:16.000 --> 00:04:20.000]  所以美國真的是地大物博
[00:04:20.000 --> 00:04:22.200]  全世界都是他的基地
[00:04:22.200 --> 00:04:23.400]  今天呢
[00:04:23.400 --> 00:04:28.000]  我們遊行燒烤放煙火
[00:04:28.000 --> 00:04:29.600]  我一向都沒有
[00:04:29.600 --> 00:04:32.200]  昨天晚上呢
[00:04:32.200 --> 00:04:34.000]  趕我的獎章
[00:04:34.000 --> 00:04:36.600]  趕我的powerpoint這些東西
[00:04:36.600 --> 00:04:39.200]  因為這個禮拜特別忙
[00:04:39.200 --> 00:04:41.000]  但是無所謂
[00:04:41.000 --> 00:04:42.200]  趕得累跟累
[00:04:42.200 --> 00:04:43.000]  半夜才睡覺
[00:04:43.000 --> 00:04:45.000]  早上起來又是好漢一條
[00:04:45.000 --> 00:04:48.000]  哎呀吃了個飯喝了個咖啡
[00:04:48.000 --> 00:04:52.000]  哇又是那個精神抖擻
[00:04:52.000 --> 00:04:53.000]  對不對
[00:04:53.000 --> 00:04:54.800]  然後我才發現我還沒有練歌呢
[00:04:54.800 --> 00:04:58.400]  趕快拿起吉他來趕快打
[00:04:58.400 --> 00:05:00.800]  希望半夜沒吵到人
[00:05:00.800 --> 00:05:03.000]  那麼當然了
[00:05:03.000 --> 00:05:06.000]  這些遊行燒烤放煙火
[00:05:06.000 --> 00:05:10.000]  或者是最近情況也不妙
[00:05:10.000 --> 00:05:13.600]  希望不會疫情擴大
[00:05:13.600 --> 00:05:16.200]  希望求生保守
[00:05:16.200 --> 00:05:19.600]  現在聽說是兩百八十六萬確診
[00:05:19.600 --> 00:05:22.200]  光美國外
[00:05:22.200 --> 00:05:25.000]  那麼一天要增加六萬人呢
[00:05:25.000 --> 00:05:27.400]  哇嚇死我了
[00:05:27.400 --> 00:05:30.600]  而現在已經說十四萬人死亡了
[00:05:30.600 --> 00:05:31.800]  是不是
[00:05:31.800 --> 00:05:33.800]  但是我跟你講
[00:05:33.800 --> 00:05:36.600]  我們的神是又正又活的神
[00:05:36.600 --> 00:05:39.600]  我再一次憑著信心我來宣告
[00:05:39.600 --> 00:05:42.400]  我們教會沒有一個人要得到
[00:05:42.400 --> 00:05:43.200]  是的
[00:05:43.200 --> 00:05:46.000]  我們都是神是我們的口罩
[00:05:46.000 --> 00:05:48.200]  神是我們的消毒水
[00:05:48.200 --> 00:05:50.000]  他的保險遮蓋塗抹
[00:05:50.000 --> 00:05:53.400]  我們不讓我們受到任何的傷害
[00:05:53.400 --> 00:05:55.000]  得到任何的病痛
[00:05:55.000 --> 00:05:58.000]  哈雷勒養讚美神
[00:05:58.000 --> 00:06:00.000]  哈雷勒養讚美神
[00:06:00.000 --> 00:06:02.000]  是的是的
[00:06:02.000 --> 00:06:03.400]  好的
[00:06:03.400 --> 00:06:07.000]  那麼聖經上面有講到美國
[00:06:07.000 --> 00:06:09.800]  在單一禮記
[00:06:09.800 --> 00:06:11.800]  二章三十二到三十三節
[00:06:11.800 --> 00:06:13.600]  我們一起來念
[00:06:13.600 --> 00:06:16.400]  這項的頭是金金的
[00:06:16.400 --> 00:06:19.400]  胸膛和膀臂是銀的
[00:06:19.400 --> 00:06:22.400]  肚腹和腰是銅的
[00:06:22.400 --> 00:06:24.000]  腿是鐵的
[00:06:24.000 --> 00:06:27.400]  腳是半鐵半泥的
[00:06:27.400 --> 00:06:28.600]  這個是
[00:06:28.600 --> 00:06:30.200]  尼布甲尼沙
[00:06:30.200 --> 00:06:31.800]  尼布甲尼沙
[00:06:31.800 --> 00:06:33.600]  他做了一個夢
[00:06:33.600 --> 00:06:36.600]  然後他叫人來給他解夢
[00:06:36.600 --> 00:06:37.600]  結果大家都不會
[00:06:37.600 --> 00:06:39.800]  結果找了單一禮來
[00:06:39.800 --> 00:06:43.400]  結果單一禮真是如有神同在
[00:06:43.400 --> 00:06:45.600]  他就給王解這個夢
[00:06:45.600 --> 00:06:48.800]  他解的是什麼樣呢
[00:06:48.800 --> 00:06:50.200]  他說
[00:06:50.200 --> 00:06:51.400]  這裡預言
[00:06:51.400 --> 00:06:52.200]  他說這個夢
[00:06:52.200 --> 00:06:53.400]  王啊
[00:06:53.400 --> 00:06:56.000]  你這個夢是說
[00:06:56.000 --> 00:06:58.400]  這個世界上面的變化
[00:06:58.400 --> 00:07:00.200]  列國的興衰
[00:07:00.200 --> 00:07:01.800]  心頭
[00:07:01.800 --> 00:07:02.800]  是指什麼
[00:07:02.800 --> 00:07:04.400]  巴比倫帝國
[00:07:04.400 --> 00:07:06.600]  就是尼布甲尼沙
[00:07:06.600 --> 00:07:09.000]  的王的王國
[00:07:09.000 --> 00:07:13.800]  那麼是在紀元前606到539
[00:07:13.800 --> 00:07:17.400]  那麼巴比倫人呢
[00:07:17.400 --> 00:07:20.000]  他最喜歡金子
[00:07:20.000 --> 00:07:22.400]  他們認為金子是榮耀
[00:07:22.400 --> 00:07:23.400]  你看他這個
[00:07:23.400 --> 00:07:24.800]  他做的大象
[00:07:24.800 --> 00:07:28.200]  這些雕像都是用金子來做的
[00:07:28.200 --> 00:07:30.200]  所以金頭
[00:07:30.200 --> 00:07:31.400]  代替你說王啊
[00:07:31.400 --> 00:07:33.600]  這是代表巴比倫
[00:07:33.600 --> 00:07:36.000]  但是他說這個
[00:07:36.000 --> 00:07:38.600]  馬代波斯人會來取代
[00:07:38.600 --> 00:07:39.600]  會來攻進
[00:07:39.600 --> 00:07:42.200]  會打垮巴比倫人
[00:07:42.200 --> 00:07:43.800]  後來果然發生了
[00:07:43.800 --> 00:07:45.200]  是不是
[00:07:45.200 --> 00:07:46.200]  那聖經上面說
[00:07:46.200 --> 00:07:48.800]  甚至於冰到凌晨下的時候
[00:07:48.800 --> 00:07:49.800]  忽然間
[00:07:49.800 --> 00:07:52.000]  大家在那邊宴客的時候
[00:07:52.000 --> 00:07:54.400]  他裡面還在宴客喝酒
[00:07:54.400 --> 00:07:55.600]  牆上出了字說
[00:07:55.600 --> 00:07:58.000]  咪咪咪咪什麼什麼什麼
[00:07:58.000 --> 00:07:59.600]  大家看了傻眼
[00:07:59.600 --> 00:08:01.400]  代替你說
[00:08:01.400 --> 00:08:03.400]  國要亡了
[00:08:03.400 --> 00:08:04.200]  是的
[00:08:04.200 --> 00:08:06.600]  後來馬代波斯帝國
[00:08:06.600 --> 00:08:09.600]  就取代了巴比倫帝國
[00:08:09.600 --> 00:08:11.000]  馬代波斯
[00:08:11.000 --> 00:08:12.800]  其實上是兩個帝國
[00:08:12.800 --> 00:08:14.800]  算是連起來的
[00:08:14.800 --> 00:08:17.800]  波斯帝國就是指的是什麼
[00:08:17.800 --> 00:08:21.800]  就是指的是今天的伊朗
[00:08:21.800 --> 00:08:24.000]  巴比倫是伊拉克
[00:08:24.000 --> 00:08:25.600]  所以馬代波斯帝國
[00:08:25.600 --> 00:08:27.200]  在伊朗的時候就是
[00:08:27.200 --> 00:08:28.200]  我們聖經上面
[00:08:28.200 --> 00:08:30.200]  以詩貼記都是講這個
[00:08:30.200 --> 00:08:32.200]  波斯帝國的事情
[00:08:32.200 --> 00:08:34.600]  那麼波斯帝國他們是
[00:08:34.600 --> 00:08:38.400]  他們通行的錢幣是銀幣
[00:08:38.400 --> 00:08:40.600]  所以他說這個大象是
[00:08:40.600 --> 00:08:45.200]  金頭銀胸銀尖
[00:08:45.200 --> 00:08:49.400]  這是從539年到331年
[00:08:49.400 --> 00:08:53.000]  他們通行的貨幣是銀幣
[00:08:53.000 --> 00:08:56.600]  然後跟著到了么是銅幅
[00:08:56.600 --> 00:08:59.800]  這個是公元331到168
[00:08:59.800 --> 00:09:01.800]  這個正好在我們的時代
[00:09:01.800 --> 00:09:04.600]  叫做青銅時代
[00:09:04.600 --> 00:09:06.800]  那時候希臘帝國興起
[00:09:06.800 --> 00:09:09.600]  亞歷山大帝興起
[00:09:09.600 --> 00:09:13.400]  幾乎是征服了半個世界一樣
[00:09:13.400 --> 00:09:17.000]  那麼這就是銅幅的來源
[00:09:17.000 --> 00:09:19.600]  那麼跟著就是鐵腿
[00:09:19.600 --> 00:09:25.000]  就是公元前168到公元後476
[00:09:25.000 --> 00:09:26.800]  是羅馬帝國
[00:09:26.800 --> 00:09:29.000]  羅馬帝國為什麼會興起
[00:09:29.000 --> 00:09:32.200]  因為那個時候鐵器發明了
[00:09:32.200 --> 00:09:35.600]  羅馬帝國就用鐵器做兵器
[00:09:35.600 --> 00:09:41.000]  你那個金銀銅碰上鐵
[00:09:41.000 --> 00:09:44.000]  真的一刀就把你的盾牌削兩半
[00:09:44.000 --> 00:09:47.200]  一刀就把你的銅刀砍斷了
[00:09:47.200 --> 00:09:50.400]  所以羅馬帝國打遍了天下
[00:09:50.400 --> 00:09:53.600]  他那個武器好是鐵器的武器
[00:09:53.600 --> 00:09:56.800]  那最後是泥巴的腳
[00:09:56.800 --> 00:10:02.000]  就是公元476年到現在
[00:10:02.000 --> 00:10:04.800]  所以這是指的是歐美列強
[00:10:04.800 --> 00:10:06.800]  什麼叫泥的腳
[00:10:06.800 --> 00:10:10.400]  不過實際上他是講說半鐵半泥的腳
[00:10:10.400 --> 00:10:12.600]  所以可以跟我說是什麼
[00:10:12.600 --> 00:10:13.600]  混泥土
[00:10:13.600 --> 00:10:16.400]  或者我們今天叫做concrete
[00:10:16.400 --> 00:10:19.400]  所以concrete比鐵還硬喔
[00:10:19.400 --> 00:10:20.200]  是不是
[00:10:20.200 --> 00:10:24.800]  你看我們的家裡面蓋房子那個地基
[00:10:24.800 --> 00:10:26.800]  都是concrete是不是
[00:10:26.800 --> 00:10:31.400]  裡面有鐵架然後鋪上洋灰水泥
[00:10:31.400 --> 00:10:33.000]  那很堅硬的
[00:10:33.000 --> 00:10:36.000]  這是指的是歐美列強
[00:10:36.000 --> 00:10:39.800]  那麼以西傑書38章13節
[00:10:39.800 --> 00:10:43.200]  他講到說哨狀獅子
[00:10:43.200 --> 00:10:46.200]  他是指的是新羅馬帝國
[00:10:46.200 --> 00:10:47.400]  是怎麼樣
[00:10:47.400 --> 00:10:48.800]  美國
[00:10:48.800 --> 00:10:50.000]  Hallelujah
[00:10:50.000 --> 00:10:53.600]  就是羅馬歐美列強的尾巴
[00:10:53.600 --> 00:10:56.200]  就是美國要出現
[00:10:56.200 --> 00:10:56.800]  Hallelujah
[00:10:56.800 --> 00:10:59.800]  所以這是一元中的美國
[00:10:59.800 --> 00:11:01.600]  一直到了今天
[00:11:01.600 --> 00:11:04.400]  仍然是哨狀獅子
[00:11:04.400 --> 00:11:05.400]  才多少
[00:11:05.400 --> 00:11:07.000]  244年
[00:11:07.000 --> 00:11:08.400]  美國的歷史
[00:11:08.400 --> 00:11:09.000]  好的
[00:11:09.000 --> 00:11:12.200]  美國要興起
[00:11:12.200 --> 00:11:15.000]  以賽亞書18章1到2節
[00:11:15.000 --> 00:11:16.800]  來我們念綠的字
[00:11:16.800 --> 00:11:17.800]  唉
[00:11:17.800 --> 00:11:19.200]  古時河外
[00:11:19.200 --> 00:11:22.400]  翅膀刷刷響聲之地
[00:11:22.400 --> 00:11:25.200]  差遣使者在水面上
[00:11:25.200 --> 00:11:28.000]  坐蒲草船過海
[00:11:28.000 --> 00:11:29.400]  先知說
[00:11:29.400 --> 00:11:31.800]  你們快行的使者
[00:11:31.800 --> 00:11:36.200]  要到高大光華的民那裡去
[00:11:36.200 --> 00:11:38.600]  自從開國以來
[00:11:38.600 --> 00:11:41.400]  那地民岌岌可危
[00:11:41.400 --> 00:11:44.400]  是分地界踐踏人的
[00:11:44.400 --> 00:11:48.200]  他們的地有江河分開
[00:11:48.200 --> 00:11:48.800]  OK
[00:11:48.800 --> 00:11:51.200]  這個是以賽亞看見的一個意象
[00:11:51.200 --> 00:11:52.400]  是不是
[00:11:52.400 --> 00:11:57.000]  他什麼叫做翅膀刷刷響聲
[00:11:57.000 --> 00:11:59.000]  老鷹
[00:11:59.000 --> 00:12:00.800]  美國鷹
[00:12:00.800 --> 00:12:03.800]  美國的國鳥就是美國鷹
[00:12:03.800 --> 00:12:05.200]  是不是
[00:12:05.200 --> 00:12:07.800]  每一個國家都有一個代表性的花
[00:12:07.800 --> 00:12:10.000]  或者是鳥獸之類的
[00:12:10.000 --> 00:12:10.600]  是不是
[00:12:10.600 --> 00:12:13.600]  中國是什麼
[00:12:13.600 --> 00:12:15.200]  中國是龍
[00:12:15.200 --> 00:12:16.000]  也可以
[00:12:16.000 --> 00:12:17.400]  或者梅花
[00:12:17.400 --> 00:12:20.600]  是不是
[00:12:20.600 --> 00:12:22.400]  那麼我看了一個笑話
[00:12:22.400 --> 00:12:26.200]  佛羅里達的象徵是什麼
[00:12:26.200 --> 00:12:28.800]  蚊子
[00:12:28.800 --> 00:12:30.000]  開玩笑的
[00:12:30.000 --> 00:12:32.000]  有人做了一個佛羅里達旗子
[00:12:32.000 --> 00:12:35.400]  然後那個周輝是蚊子
[00:12:35.400 --> 00:12:36.800]  他蚊子特別多
[00:12:36.800 --> 00:12:38.200]  又大又厲害
[00:12:38.200 --> 00:12:39.400]  好的
[00:12:39.400 --> 00:12:43.200]  他說這個古斯河外翅膀刷刷響聲
[00:12:43.200 --> 00:12:44.600]  這是美國鷹
[00:12:44.600 --> 00:12:46.400]  差遣使者在水面上
[00:12:46.400 --> 00:12:49.200]  坐蒲草船過海
[00:12:49.200 --> 00:12:51.200]  五月花號
[00:12:51.200 --> 00:12:53.200]  過了海來到某州大陸
[00:12:53.200 --> 00:12:54.200]  先知說
[00:12:54.200 --> 00:12:58.600]  你們快行的使者要到高大光華的民那裡去
[00:12:58.600 --> 00:13:00.200]  高大光華的民
[00:13:00.200 --> 00:13:02.000]  美國人
[00:13:02.000 --> 00:13:05.000]  美國人現在是基本上世界上最高的人
[00:13:05.000 --> 00:13:06.200]  你知道
[00:13:06.200 --> 00:13:07.200]  其實
[00:13:07.200 --> 00:13:09.200]  其實Anglo-Saxon
[00:13:09.200 --> 00:13:10.600]  歐洲人
[00:13:10.600 --> 00:13:13.600]  像義大利很矮壯很粗壯
[00:13:13.600 --> 00:13:15.400]  但是美國人因為混血
[00:13:15.400 --> 00:13:17.000]  他就長得很大
[00:13:17.000 --> 00:13:19.200]  像譬如說川普
[00:13:19.200 --> 00:13:21.000]  特朗普
[00:13:21.000 --> 00:13:24.400]  特朗普你知道他是哪邊人嗎
[00:13:24.400 --> 00:13:25.200]  德國人
[00:13:25.200 --> 00:13:27.000]  所以他如果違反移民
[00:13:27.000 --> 00:13:28.400]  他如果阻止移民
[00:13:28.400 --> 00:13:29.800]  這沒有道理
[00:13:29.800 --> 00:13:32.800]  他自己祖父是從德國來的
[00:13:32.800 --> 00:13:35.000]  是不是
[00:13:35.000 --> 00:13:37.600]  所以說自從開國以來
[00:13:37.600 --> 00:13:39.800]  納民岌岌可危
[00:13:39.800 --> 00:13:41.600]  超級強權
[00:13:41.600 --> 00:13:43.800]  超級強權
[00:13:43.800 --> 00:13:47.600]  這個美國人真的美國軍隊真的岌岌可危
[00:13:47.600 --> 00:13:49.800]  我跟你講美國很有意思
[00:13:49.800 --> 00:13:53.200]  你在他本土你看不到任何事情
[00:13:53.200 --> 00:13:54.400]  是不是
[00:13:54.400 --> 00:13:56.000]  我每次我在看新聞
[00:13:56.000 --> 00:13:58.400]  我就一面看就一面禁不住心裡
[00:13:58.400 --> 00:14:01.000]  你嘀咕或者嘴巴講兩句
[00:14:01.000 --> 00:14:02.800]  什麼國際新聞
[00:14:02.800 --> 00:14:06.200]  什麼隔壁生個小狗也算國際新聞了
[00:14:06.200 --> 00:14:08.600]  什麼狗丟了也算一個國際新聞了
[00:14:08.600 --> 00:14:12.000]  從來沒有世界上發生的事情
[00:14:12.000 --> 00:14:15.400]  所以我每次看網路上面什麼跟印度打
[00:14:15.400 --> 00:14:18.400]  美國新聞一句話不講
[00:14:18.400 --> 00:14:20.800]  什麼南海發生這麼爭端
[00:14:20.800 --> 00:14:23.000]  美國新聞從來沒有講過
[00:14:23.000 --> 00:14:25.000]  你有沒有看過都沒有嘛
[00:14:25.000 --> 00:14:27.000]  很奇怪的事情
[00:14:27.000 --> 00:14:30.800]  所以但是美國在世界上面
[00:14:30.800 --> 00:14:33.400]  確實極其強
[00:14:33.400 --> 00:14:35.400]  超級強權
[00:14:35.400 --> 00:14:36.400]  是的
[00:14:36.400 --> 00:14:39.800]  那麼是分地界踐踏人的
[00:14:39.800 --> 00:14:44.600]  美國的蜀地跟基地遍佈全球
[00:14:44.600 --> 00:14:49.000]  關島也是在印度洋的迪克西加島
[00:14:49.000 --> 00:14:56.000]  也是在太平洋裡面的美蘇沙摩依群島
[00:14:56.000 --> 00:14:57.200]  中途島
[00:14:57.200 --> 00:15:02.200]  現在都變成以前是核子彈釋放基地
[00:15:02.200 --> 00:15:05.400]  後來還是美國的海軍基地中部站的
[00:15:05.400 --> 00:15:08.000]  所以我也是美國人
[00:15:08.000 --> 00:15:09.400]  我也很光榮
[00:15:09.400 --> 00:15:11.600]  因為美國很強大
[00:15:11.600 --> 00:15:12.800]  我跟你講
[00:15:12.800 --> 00:15:16.000]  這年頭你不強大會被人欺負的
[00:15:16.000 --> 00:15:18.400]  這個世界上真是這樣
[00:15:18.400 --> 00:15:21.400]  你知道從古到今
[00:15:21.400 --> 00:15:24.400]  領土糾紛怎麼解決
[00:15:24.400 --> 00:15:26.200]  打仗
[00:15:26.200 --> 00:15:28.200]  全世界都一樣
[00:15:28.200 --> 00:15:30.800]  所有的領土糾紛都是打仗
[00:15:30.800 --> 00:15:33.600]  中俄的珍寶島也要打一仗
[00:15:33.600 --> 00:15:34.600]  是不是
[00:15:34.600 --> 00:15:36.000]  通通要打一仗
[00:15:36.000 --> 00:15:39.800]  所以將來的南海的糾紛也要打一仗
[00:15:39.800 --> 00:15:41.000]  但是你如果要打一仗
[00:15:41.000 --> 00:15:44.400]  你非要有一個夠力量才行
[00:15:44.400 --> 00:15:45.800]  是不是
[00:15:45.800 --> 00:15:49.000]  所以這個世界上面
[00:15:49.000 --> 00:15:53.600]  雖然跟神的想法差別很遠
[00:15:53.600 --> 00:15:56.000]  但是我們再一次說
[00:15:56.000 --> 00:15:59.400]  讓美國能夠興起
[00:15:59.400 --> 00:16:01.200]  讓特朗普興起
[00:16:01.200 --> 00:16:03.200]  是不是感謝神
[00:16:03.200 --> 00:16:04.600]  那麼最後一句話
[00:16:04.600 --> 00:16:07.800]  他們的地有江河分開
[00:16:07.800 --> 00:16:10.000]  大西洋太平洋
[00:16:10.000 --> 00:16:11.800]  美國有兩洋
[00:16:11.800 --> 00:16:14.600]  美國經歷兩次世界大戰
[00:16:14.600 --> 00:16:18.600]  但是從來沒有戰火在他本土發生
[00:16:18.600 --> 00:16:22.800]  所以這麼一百年來
[00:16:22.800 --> 00:16:26.000]  美國是一直在繼續的建設
[00:16:26.000 --> 00:16:27.200]  是的
[00:16:27.200 --> 00:16:28.800]  經過這麼多年
[00:16:28.800 --> 00:16:34.600]  當然了現在是皮相畢露
[00:16:34.600 --> 00:16:36.400]  也開始老大了
[00:16:36.400 --> 00:16:39.600]  所以美國當興起
[00:16:39.600 --> 00:16:41.600]  特朗普當憤青
[00:16:41.600 --> 00:16:44.800]  這是我等一下要進入的一個情況
[00:16:44.800 --> 00:16:47.200]  好的
[00:16:47.200 --> 00:16:50.000]  美國要興起
[00:16:50.000 --> 00:16:52.800]  當初發現新大陸
[00:16:52.800 --> 00:16:55.800]  那麼哥倫布看到紅番
[00:16:55.800 --> 00:16:59.600]  他就說是印度人
[00:16:59.600 --> 00:17:03.200]  我有一次在看那個公共電視台
[00:17:03.200 --> 00:17:06.800]  講到在開會國會在開會
[00:17:06.800 --> 00:17:09.400]  他們在講
[00:17:09.400 --> 00:17:13.000]  結果有一個議員就說
[00:17:13.000 --> 00:17:15.800]  我們的印度人還是印度人
[00:17:15.800 --> 00:17:16.800]  真的搞不清楚
[00:17:16.800 --> 00:17:19.800]  你知道嗎
[00:17:19.800 --> 00:17:22.000]  然後還有清教徒
[00:17:22.000 --> 00:17:24.800]  他是1620年11月的時候
[00:17:24.800 --> 00:17:28.400]  5月2號開到佛州
[00:17:28.400 --> 00:17:31.800]  那個維吉尼亞州外面的
[00:17:31.800 --> 00:17:33.600]  Plymouth Rock
[00:17:33.600 --> 00:17:36.000]  然後下來的人在那邊
[00:17:36.000 --> 00:17:37.800]  還受到印第安人的照顧
[00:17:37.800 --> 00:17:39.400]  不然死光了
[00:17:39.400 --> 00:17:40.600]  是不是
[00:17:40.600 --> 00:17:42.600]  那麼當那個清教徒
[00:17:42.600 --> 00:17:44.000]  他們是為了逃避
[00:17:44.000 --> 00:17:47.000]  不能夠自由的崇敬拜神
[00:17:47.000 --> 00:17:48.400]  所以他們到了美國
[00:17:48.400 --> 00:17:52.400]  所以當初美國的華盛頓也好
[00:17:52.400 --> 00:17:53.800]  約翰亞當斯也好
[00:17:53.800 --> 00:17:56.400]  Thomas Jefferson也好
[00:17:56.400 --> 00:17:58.800]  都是那三個始祖
[00:17:58.800 --> 00:18:03.400]  就好像亞伯拉罕以撒亞克一樣
