
[00:00:00.000 --> 00:00:04.680]  港鐵主席馬先生在今年一月的時候
[00:08:22.600 --> 00:08:24.600]  我實在看見了
[00:08:24.600 --> 00:08:27.600]  他們因受督公的轄制所罰的哀聲
[00:08:27.600 --> 00:08:29.600]  我也聽見了
[00:08:29.600 --> 00:08:32.600]  我原知道他們的痛苦
[00:08:32.600 --> 00:08:36.600]  我下來是要救他們脫離埃及人的手
[00:08:36.600 --> 00:08:38.600]  領他們出了那地
[00:08:38.600 --> 00:08:41.600]  到美好寬闊瀏覽與物之地
[00:08:41.600 --> 00:08:44.600]  就是到迦南人、赫人、阿摩利人
[00:08:44.600 --> 00:08:48.600]  比利西人、希美人、耶布斯人之地
[00:08:48.600 --> 00:08:50.600]  現在以色列人的哀聲
[00:08:50.600 --> 00:08:52.600]  達到我的耳中
[00:08:52.600 --> 00:08:55.600]  我也看見埃及人怎樣欺壓他們
[00:08:55.600 --> 00:08:59.600]  是不是上帝單單看到、知道
[00:08:59.600 --> 00:09:01.600]  其實不是這麼簡單
[00:09:01.600 --> 00:09:03.600]  再看創世紀十五章十三節
[00:09:03.600 --> 00:09:04.600]  一起看螢光幕
[00:09:04.600 --> 00:09:05.600]  一起重讀
[00:09:05.600 --> 00:09:06.600]  預備起
[00:09:06.600 --> 00:09:08.600]  對亞伯拉罕說
[00:09:08.600 --> 00:09:10.600]  你要的確知道
[00:09:10.600 --> 00:09:13.600]  你的後裔必寄居別人的地
[00:09:13.600 --> 00:09:15.600]  尤其是那地的人
[00:09:15.600 --> 00:09:18.600]  那地的人要苦待他們四百年
[00:09:18.600 --> 00:09:21.600]  神很早很早就預告
[00:09:21.600 --> 00:09:24.600]  以色列人在埃及裏面受苦
[00:09:24.600 --> 00:09:26.600]  簡單來說
[00:09:26.600 --> 00:09:29.600]  神的召命是肯定的
[00:09:29.600 --> 00:09:32.600]  在剛才第三章七至九節裏面
[00:09:32.600 --> 00:09:36.600]  有幾個字很值得我們去留意的
[00:09:36.600 --> 00:09:37.600]  第一
[00:09:37.600 --> 00:09:38.600]  三章七節裏說
[00:09:38.600 --> 00:09:41.600]  神說我實在看到
[00:09:41.600 --> 00:09:42.600]  即是很肯定的
[00:09:42.600 --> 00:09:44.600]  神沒有一眨眼
[00:09:44.600 --> 00:09:45.600]  這麼剛好看到
[00:09:45.600 --> 00:09:47.600]  神很肯定看到
[00:09:47.600 --> 00:09:49.600]  以色列人在埃及裏面所受的苦
[00:09:49.600 --> 00:09:50.600]  怎樣受苦
[00:09:50.600 --> 00:09:51.600]  如果大家有興趣
[00:09:51.600 --> 00:09:53.600]  大家可以完了崇拜之後
[00:09:53.600 --> 00:09:56.600]  看回初納基第一章八至十四節
[00:09:56.600 --> 00:09:57.600]  你看到
[00:09:57.600 --> 00:09:58.600]  以埃及人
[00:09:58.600 --> 00:10:00.600]  或者埃及王
[00:10:00.600 --> 00:10:04.600]  因為驚怕以色列人多起來
[00:10:04.600 --> 00:10:05.600]  於是吩咐督公
[00:10:05.600 --> 00:10:07.600]  用一些無理的方式
[00:10:07.600 --> 00:10:09.600]  要他們受苦
[00:10:09.600 --> 00:10:12.600]  今天以色列人被埃及人玩
[00:10:12.600 --> 00:10:13.600]  這麼痛苦
[00:10:13.600 --> 00:10:15.600]  被人玩的那種痛苦
[00:10:15.600 --> 00:10:19.600]  神說我實在看見了
[00:10:19.600 --> 00:10:20.600]  然後
[00:10:20.600 --> 00:10:22.600]  神說我也聽見
[00:10:22.600 --> 00:10:23.600]  聽見什麼
[00:10:23.600 --> 00:10:25.600]  是聽見祂的子民
[00:10:25.600 --> 00:10:28.600]  祂所愛的百姓的愛聲
[00:10:28.600 --> 00:10:29.600]  很痛苦
[00:10:29.600 --> 00:10:30.600]  上帝我怎樣
[00:10:30.600 --> 00:10:32.600]  在這裏很辛苦
[00:10:32.600 --> 00:10:34.600]  神說我早就知道了
[00:10:34.600 --> 00:10:37.600]  我早就知道他們的痛苦
[00:10:37.600 --> 00:10:40.600]  不過接著說我要救他們脫離
[00:10:40.600 --> 00:10:44.600]  埃及人的手
[00:10:44.600 --> 00:10:45.600]  聽見
[00:10:45.600 --> 00:10:47.600]  看見
[00:10:47.600 --> 00:10:48.600]  要救他們脫離
[00:10:48.600 --> 00:10:50.600]  告訴我什麼
[00:10:50.600 --> 00:10:52.600]  神在這次的選召裏面
[00:10:52.600 --> 00:10:56.600]  他是清清楚楚知道自己要做什麼
[00:10:56.600 --> 00:10:58.600]  同樣神的作為
[00:10:58.600 --> 00:10:59.600]  神的選召
[00:10:59.600 --> 00:11:01.600]  不是即興的
[00:11:01.600 --> 00:11:02.600]  不是隨便的
[00:11:02.600 --> 00:11:05.600]  是很有決心的
[00:11:05.600 --> 00:11:08.600]  有時候我們遇到一些不好的上司
[00:11:08.600 --> 00:11:11.600]  或者不好的老闆
[00:11:11.600 --> 00:11:14.600]  針對自己的老闆
[00:11:14.600 --> 00:11:18.600]  臨到下班的最後一分鐘
[00:11:18.600 --> 00:11:19.600]  呂君旺
[00:11:19.600 --> 00:11:21.600]  還有一個訂單
[00:11:21.600 --> 00:11:22.600]  你一定要拿
[00:11:22.600 --> 00:11:24.600]  不拿你明天就不用回來了
[00:11:24.600 --> 00:11:26.600]  你真的覺得
[00:11:26.600 --> 00:11:29.600]  訂單早就放在老闆的桌上了
[00:11:29.600 --> 00:11:30.600]  但你知道
[00:11:30.600 --> 00:11:33.600]  他一定要你臨最後一分鐘
[00:11:33.600 --> 00:11:34.600]  等你今晚回家
[00:11:34.600 --> 00:11:37.600]  不可以跟家人吃飯
[00:11:37.600 --> 00:11:38.600]  如果你知道老闆
[00:11:38.600 --> 00:11:40.600]  針對自己的時候
[00:11:40.600 --> 00:11:42.600]  你不領受這個召命你會怎樣
[00:11:42.600 --> 00:11:44.600]  你會覺得很不舒服
[00:11:44.600 --> 00:11:45.600]  但無奈
[00:11:45.600 --> 00:11:46.600]  他是上司
[00:11:46.600 --> 00:11:48.600]  他是老闆
[00:11:48.600 --> 00:11:50.600]  人會有一種軟弱
[00:11:50.600 --> 00:11:52.600]  人的召命可能很隨便
[00:11:52.600 --> 00:11:53.600]  可能很隨意
[00:11:53.600 --> 00:11:54.600]  甚至帶有作對
[00:11:54.600 --> 00:11:56.600]  帶有針對性
[00:11:56.600 --> 00:11:58.600]  但很想告訴各位姐妹
[00:11:58.600 --> 00:11:59.600]  神的召命
[00:11:59.600 --> 00:12:01.600]  不是針對我們
[00:12:01.600 --> 00:12:03.600]  不是意氣的表達
[00:12:03.600 --> 00:12:05.600]  更加不是耍我們
[00:12:05.600 --> 00:12:07.600]  而是他實在看到
[00:12:07.600 --> 00:12:09.600]  他所愛的人的需要
[00:12:09.600 --> 00:12:11.600]  然後很決心的
[00:12:11.600 --> 00:12:12.600]  要去救
[00:12:12.600 --> 00:12:13.600]  去愛
[00:12:13.600 --> 00:12:15.600]  他所愛的兒女
[00:12:15.600 --> 00:12:19.600]  神一早知道子民的遭遇和痛苦
[00:12:19.600 --> 00:12:22.600]  他實在聆聽了子民的愛求
[00:12:22.600 --> 00:12:24.600]  為何有召命呢
[00:12:24.600 --> 00:12:28.600]  是因為他實在愛他的子民
[00:12:28.600 --> 00:12:31.600]  他一定要拯救他的子民
[00:12:31.600 --> 00:12:32.600]  所以簡單來說
[00:12:32.600 --> 00:12:35.600]  神的召命是確定清楚
[00:12:35.600 --> 00:12:37.600]  而不是多餘的
[00:12:37.600 --> 00:12:39.600]  同樣今天
[00:12:39.600 --> 00:12:42.600]  我很肯定告訴大家
[00:12:42.600 --> 00:12:46.600]  我們應該沒有機會像摩西一樣
[00:12:46.600 --> 00:12:48.600]  這麼偉大地
[00:12:48.600 --> 00:12:52.600]  去接受拯救以色列人出埃及
[00:12:52.600 --> 00:12:56.600]  我們相信上帝不會使用我們
[00:12:56.600 --> 00:12:59.600]  去救那些人脫離某些國家
[00:12:59.600 --> 00:13:00.600]  其實也有的
[00:13:00.600 --> 00:13:03.600]  不過這個難度高一點
[00:13:03.600 --> 00:13:06.600]  但我相信上帝更多更普及的
[00:13:06.600 --> 00:13:07.600]  會使用我們
[00:13:07.600 --> 00:13:09.600]  感動我們去做一些
[00:13:09.600 --> 00:13:11.600]  可以影響別人
[00:13:11.600 --> 00:13:13.600]  帶領別人的事情
[00:13:13.600 --> 00:13:16.600]  神可能要使用我們
[00:13:16.600 --> 00:13:17.600]  要提醒我們
[00:13:17.600 --> 00:13:21.600]  以我們在基督裡面所領受新的生命
[00:13:21.600 --> 00:13:23.600]  用我們生命的見證
[00:13:23.600 --> 00:13:25.600]  去影響一些人
[00:13:25.600 --> 00:13:26.600]  你身邊的人
[00:13:26.600 --> 00:13:28.600]  或者你一些軟弱的弟妹
[00:13:28.600 --> 00:13:32.600]  離開某些不合乎神心意的生活方式
[00:13:32.600 --> 00:13:34.600]  上帝說
[00:13:34.600 --> 00:13:36.600]  你去感動她
[00:13:36.600 --> 00:13:37.600]  你幫助她
[00:13:37.600 --> 00:13:39.600]  你去提醒她
[00:13:39.600 --> 00:13:40.600]  上帝說
[00:13:40.600 --> 00:13:42.600]  有個召命提醒我
[00:13:42.600 --> 00:13:45.600]  你主動和這位弟兄
[00:13:45.600 --> 00:13:49.600]  和這位姐妹和好
[00:13:49.600 --> 00:13:51.600]  甚至可能說
[00:13:51.600 --> 00:13:53.600]  某某某
[00:13:53.600 --> 00:13:56.600]  這個是我為你預備的
[00:13:56.600 --> 00:13:58.600]  是一位新的同事
[00:13:58.600 --> 00:14:00.600]  你按我給你的感動
[00:14:00.600 --> 00:14:02.600]  你將這個福音帶給她
[00:14:02.600 --> 00:14:03.600]  使她像你一樣
[00:14:03.600 --> 00:14:05.600]  得到一個豐盛的生命
[00:14:05.600 --> 00:14:07.600]  頂姐妹
[00:14:07.600 --> 00:14:09.600]  人總是不想動的
[00:14:09.600 --> 00:14:11.600]  我在這裡做幾套挺好的
[00:14:11.600 --> 00:14:12.600]  有回教會敬拜
[00:14:12.600 --> 00:14:13.600]  有侍奉有奉獻
[00:14:13.600 --> 00:14:14.600]  都不錯
[00:14:14.600 --> 00:14:15.600]  又有靈修
[00:14:15.600 --> 00:14:17.600]  又想主學
[00:14:17.600 --> 00:14:19.600]  順帝你搞這麼多幹什麼
[00:14:19.600 --> 00:14:21.600]  又要我和好
[00:14:21.600 --> 00:14:23.600]  又要我帶去信耶穌
[00:14:23.600 --> 00:14:25.600]  又要我影響她
[00:14:25.600 --> 00:14:27.600]  我不想搞這麼多
[00:14:27.600 --> 00:14:29.600]  多一事不如少一事
[00:14:29.600 --> 00:14:31.600]  人總是不願意動的
[00:14:31.600 --> 00:14:34.600]  我在這裡做幾套挺好的
[00:14:34.600 --> 00:14:37.600]  但是如果上帝的召命
[00:14:37.600 --> 00:14:39.600]  是實在的
[00:14:39.600 --> 00:14:41.600]  是實在臨到自己身上
[00:14:41.600 --> 00:14:43.600]  是要我們來完成她的心意
[00:14:43.600 --> 00:14:45.600]  頂姐妹
[00:14:45.600 --> 00:14:48.600]  你願意領命嗎?
[00:14:48.600 --> 00:14:51.600]  你願意領命嗎?
[00:14:53.600 --> 00:14:55.600]  神面對子民的哀聲
[00:14:55.600 --> 00:14:57.600]  和祂拯救子民的決心
[00:14:57.600 --> 00:14:59.600]  祂接著做什麼呢?
[00:14:59.600 --> 00:15:03.600]  祂接著就揀選人去完成
[00:15:03.600 --> 00:15:05.600]  其實神可以自己完成
[00:15:05.600 --> 00:15:07.600]  不過通常都會給我們機會
[00:15:07.600 --> 00:15:09.600]  來完成一些事
[00:15:09.600 --> 00:15:12.600]  第二件事我們要注意的
[00:15:12.600 --> 00:15:14.600]  就是神的揀選
[00:15:14.600 --> 00:15:16.600]  是奇妙難測的
[00:15:16.600 --> 00:15:18.600]  神的召命
[00:15:18.600 --> 00:15:20.600]  是確實的
[00:15:20.600 --> 00:15:22.600]  而神的揀選
[00:15:22.600 --> 00:15:24.600]  也是奇妙的
[00:15:24.600 --> 00:15:26.600]  我們一起讀第十三字
[00:15:26.600 --> 00:15:28.600]  看螢光幕一起讀,預備起
[00:15:28.600 --> 00:15:31.600]  我要打發你去見法老
[00:15:31.600 --> 00:15:34.600]  使你可以將我的百姓以色列
[00:15:34.600 --> 00:15:36.600]  從埃及領出來
[00:15:36.600 --> 00:15:38.600]  摩西對神說
[00:15:38.600 --> 00:15:40.600]  我是什麼人
[00:15:40.600 --> 00:15:42.600]  竟能去見法老
[00:15:42.600 --> 00:15:44.600]  將以色列人從埃及領出來
[00:15:44.600 --> 00:15:46.600]  神說,我必與你同在
[00:15:46.600 --> 00:15:49.600]  你將百姓從埃及領出來以後
[00:15:49.600 --> 00:15:52.600]  我不必在這山上侍奉我
[00:15:52.600 --> 00:15:54.600]  這就是我打發你去的證據
[00:15:54.600 --> 00:15:56.600]  摩西對神說
[00:15:56.600 --> 00:15:58.600]  我到以色列人那裡
[00:15:58.600 --> 00:16:00.600]  對他們說
[00:16:00.600 --> 00:16:03.600]  你們祖宗的神打發我到這裡來
[00:16:03.600 --> 00:16:05.600]  他們若問我說
[00:16:05.600 --> 00:16:07.600]  祂叫什麼名字
[00:16:07.600 --> 00:16:09.600]  我要對他們說什麼呢?
[00:16:09.600 --> 00:16:11.600]  一段很特別的經文
[00:16:11.600 --> 00:16:12.600]  很清楚地說
[00:16:12.600 --> 00:16:15.600]  我要打發你去
[00:16:15.600 --> 00:16:17.600]  我就是神
[00:16:17.600 --> 00:16:19.600]  你就是摩西
[00:16:19.600 --> 00:16:22.600]  神面對他自己這麼確實的呼召
[00:16:22.600 --> 00:16:24.600]  選召,召命
[00:16:24.600 --> 00:16:27.600]  神說,我要打發摩西你去
[00:16:27.600 --> 00:16:29.600]  帶領以色列人
[00:16:29.600 --> 00:16:30.600]  摩西的回應是什麼呢?
[00:16:30.600 --> 00:16:31.600]  下一節
[00:16:31.600 --> 00:16:34.600]  我是什麼人
[00:16:34.600 --> 00:16:36.600]  我相信
[00:16:36.600 --> 00:16:38.600]  你說摩西會這樣
[00:16:38.600 --> 00:16:40.600]  這麼小意思
[00:16:40.600 --> 00:16:42.600]  你都推卻
[00:16:42.600 --> 00:16:43.600]  弟兄姊妹
[00:16:43.600 --> 00:16:45.600]  何嘗在你人生裡
[00:16:45.600 --> 00:16:47.600]  上帝給你很多機會
[00:16:47.600 --> 00:16:49.600]  神使用你
[00:16:49.600 --> 00:16:50.600]  但你還是說
[00:16:50.600 --> 00:16:52.600]  上帝啊,請你找隔壁那個
[00:16:52.600 --> 00:16:54.600]  上帝,我是誰呢?
[00:16:54.600 --> 00:16:58.600]  75週年過了沒多久
[00:16:58.600 --> 00:17:00.600]  都一段時間了
[00:17:00.600 --> 00:17:02.600]  接下來80週年
[00:17:02.600 --> 00:17:04.600]  如果
[00:17:04.600 --> 00:17:06.600]  教會有慶
[00:17:06.600 --> 00:17:08.600]  80週年,如果而已
[00:17:08.600 --> 00:17:12.600]  堂議會有個議決
[00:17:12.600 --> 00:17:14.600]  我們現在要猜派
[00:17:14.600 --> 00:17:16.600]  某某某你
[00:17:16.600 --> 00:17:18.600]  做我們教會
[00:17:18.600 --> 00:17:20.600]  80週年慶典的統籌
[00:17:20.600 --> 00:17:22.600]  嘩,你
[00:17:22.600 --> 00:17:24.600]  收到這個任命
[00:17:24.600 --> 00:17:26.600]  你會怎樣呢?
[00:17:26.600 --> 00:17:28.600]  我是什麼人啊?
[00:17:28.600 --> 00:17:30.600]  我又不是教務長執
[00:17:30.600 --> 00:17:32.600]  我又不是什麼領袖
[00:17:32.600 --> 00:17:34.600]  我又何德何能啊?
[00:17:34.600 --> 00:17:36.600]  定一說
[00:17:36.600 --> 00:17:38.600]  終於可以出頭了
[00:17:38.600 --> 00:17:40.600]  屈了幾十年都沒人
[00:17:40.600 --> 00:17:42.600]  看到我這個才剛
[00:17:42.600 --> 00:17:44.600]  終於75週年已經錯過我了
[00:17:44.600 --> 00:17:46.600]  80週年終於找我了
[00:17:46.600 --> 00:17:48.600]  你們聰明了
[00:17:48.600 --> 00:17:50.600]  頂姐妹
[00:17:50.600 --> 00:17:52.600]  摩西說
[00:17:52.600 --> 00:17:54.600]  我是什麼人
[00:17:54.600 --> 00:17:58.600]  可能真的像我們一樣
[00:17:58.600 --> 00:18:00.600]  他不太想
[00:18:00.600 --> 00:18:02.600]  再承擔
[00:18:02.600 --> 00:18:04.600]  什麼大任
[00:18:04.600 --> 00:18:06.600]  他也知道
[00:18:06.600 --> 00:18:08.600]  拯救以色列同胞
[00:18:08.600 --> 00:18:10.600]  出埃及
[00:18:10.600 --> 00:18:12.600]  說就容易
