
[00:00:00.000 --> 00:00:03.720]  好,其實我預備今天這篇講章的時候
[00:02:47.200 --> 00:02:51.080]  為何好像走哪一步都覺得很辛苦?
[00:02:51.080 --> 00:02:54.360]  當我想到以色列人這樣講的時候
[00:02:54.360 --> 00:02:57.360]  我第一個想起的是約伯
[00:02:57.360 --> 00:02:59.080]  約伯面對困境之前
[00:02:59.080 --> 00:03:02.840]  其實上帝和撒旦有一段對話
[00:03:02.840 --> 00:03:06.520]  我想給大家看看,在約伯的二章四節
[00:03:06.520 --> 00:03:08.560]  他說撒旦當時是這樣的
[00:03:08.560 --> 00:03:11.160]  撒旦去到耶和華面前
[00:03:11.160 --> 00:03:16.040]  耶和華跟他說,叫他看看他的僕人約伯有多厲害
[00:03:16.040 --> 00:03:17.440]  接著撒旦又怎樣說?
[00:03:17.440 --> 00:03:19.000]  他說人以皮代皮
[00:03:19.000 --> 00:03:21.920]  情願捨去一切所有的,來保存性命
[00:03:21.920 --> 00:03:25.040]  但你若伸手傷他的骨頭和他的肉
[00:03:25.040 --> 00:03:27.280]  他必當面背棄你
[00:03:27.280 --> 00:03:29.600]  說甚麼呢?說得很簡單
[00:03:29.600 --> 00:03:33.840]  他說每個人信主一定有個原因
[00:03:33.840 --> 00:03:37.640]  你試試拿走他的原因,他就不信你
[00:03:37.640 --> 00:03:40.240]  我想問問大家,你信主的原因是甚麼?
[00:03:40.240 --> 00:03:42.280]  你記不記得你自己一開始舉手
[00:03:42.280 --> 00:03:45.000]  說決志信耶穌,你的原因是甚麼?
[00:03:45.000 --> 00:03:49.680]  會否其實跟你今天回想起你當時的原因
[00:03:49.680 --> 00:03:51.880]  跟你今天有點不同?
[00:03:51.880 --> 00:03:52.920]  我就是了
[00:03:52.920 --> 00:03:54.840]  我當時為甚麼信主呢?
[00:03:54.840 --> 00:03:56.760]  因為信主好
[00:03:56.760 --> 00:03:57.960]  好是甚麼意思?
[00:03:57.960 --> 00:04:02.400]  因為當時我學業很失意,學業
[00:04:02.400 --> 00:04:03.800]  我就很差
[00:04:03.800 --> 00:04:05.760]  隔壁的朋友跟我說
[00:04:05.760 --> 00:04:08.240]  信耶穌好,信耶穌讀書好
[00:04:08.240 --> 00:04:09.880]  我就去信耶穌
[00:04:09.880 --> 00:04:11.240]  信耶穌我就祈禱
[00:04:11.240 --> 00:04:13.840]  我說主,我學業成績很差
[00:04:13.840 --> 00:04:16.440]  你是那麼厲害,你幫我學業
[00:04:16.440 --> 00:04:20.000]  我無驚無險地在小學突然之間
[00:04:20.000 --> 00:04:21.800]  又專心又讀書
[00:04:21.800 --> 00:04:22.960]  很好地升中學
[00:04:22.960 --> 00:04:26.200]  我覺得你的主真是很厲害
[00:04:26.200 --> 00:04:29.760]  我想當初我信主的原因是因為
[00:04:29.760 --> 00:04:33.360]  我可以在上帝當中有些東西可以拿到
[00:04:33.360 --> 00:04:35.520]  有些好處可以拿到
[00:04:35.520 --> 00:04:38.720]  我想有時候當我去到這裡的時候
[00:04:38.720 --> 00:04:41.840]  我就想我到後來中段的時候
[00:04:41.840 --> 00:04:44.960]  有一段時間我離開了教會
[00:04:44.960 --> 00:04:46.880]  為甚麼離開教會?
[00:04:46.880 --> 00:04:49.040]  離開教會的原因很簡單
[00:04:49.040 --> 00:04:52.120]  就是因為我想要的,得不到
[00:04:52.120 --> 00:04:56.640]  問神為甚麼無端端討蝕肥佬
[00:04:56.640 --> 00:04:58.880]  為甚麼我的生活如此不如意
[00:04:58.880 --> 00:05:01.640]  我真的每天都有祈禱
[00:05:01.640 --> 00:05:03.440]  起碼吃飯也有
[00:05:03.440 --> 00:05:05.640]  我經常都祈禱求你
[00:05:05.640 --> 00:05:08.560]  我每個星期六回教會
[00:05:08.560 --> 00:05:13.040]  我偶爾聽聽詩歌也算是一個虔誠的基督徒
[00:05:13.040 --> 00:05:15.280]  為甚麼好像人生
[00:05:15.280 --> 00:05:18.520]  你不要說有很多很開心的事
[00:05:18.520 --> 00:05:19.880]  有一件又沒有
[00:05:19.880 --> 00:05:23.680]  為甚麼這段時間那麼辛苦
[00:05:23.680 --> 00:05:26.680]  因為這樣我離開了教會一段時間
[00:05:26.680 --> 00:05:28.880]  當我去到預備這邊信息的時候
[00:05:28.880 --> 00:05:32.680]  其實看到,而且你問他們這樣問上帝的時候
[00:05:32.680 --> 00:05:35.640]  我覺得有一種似曾相識的感覺
[00:05:35.640 --> 00:05:39.440]  今天我們信上帝的體會是甚麼呢?
[00:05:39.440 --> 00:05:41.800]  會不會是這件事呢?
[00:05:41.800 --> 00:05:43.440]  成功神學
[00:05:43.440 --> 00:05:45.800]  有沒有聽過?有沒有人聽過成功神學?
[00:05:45.800 --> 00:05:47.440]  有些人抖頭,有些人領頭
[00:05:47.440 --> 00:05:49.160]  不要緊,我告訴你是甚麼
[00:05:49.160 --> 00:05:53.680]  成功神學,我早陣子在時代...
[00:05:53.680 --> 00:05:57.280]  不是時代雜誌,我想說時代論壇
[00:05:57.280 --> 00:05:58.880]  是不是時代論壇?
[00:05:58.880 --> 00:06:01.080]  對,沒錯,是時代論壇
[00:06:01.080 --> 00:06:02.600]  我經常在這裡混亂
[00:06:02.600 --> 00:06:05.880]  對,香港的基督教周報是時代論壇
[00:06:05.880 --> 00:06:08.440]  在時代論壇有篇文章
[00:06:08.440 --> 00:06:10.920]  講關於成功神學
[00:06:10.920 --> 00:06:13.720]  成功神學歸納了做四件事
[00:06:13.720 --> 00:06:16.400]  第一件事,他覺得成功神學
[00:06:16.400 --> 00:06:20.360]  是會太過推舉人性,是過於樂觀
[00:06:20.360 --> 00:06:21.520]  甚麼意思呢?
[00:06:21.520 --> 00:06:23.880]  就是當你說成功神學的時候
[00:06:23.880 --> 00:06:27.160]  當你向穆姐,當你跟弟兄姊妹說
[00:06:27.160 --> 00:06:31.480]  你覺得自己很差,覺得自己做很多事
[00:06:31.480 --> 00:06:33.080]  覺得自己很不配的時候
[00:06:33.080 --> 00:06:36.040]  他不會跟你說這些,他說你不要想這些
[00:06:36.040 --> 00:06:37.160]  最好是甚麼?
[00:06:37.160 --> 00:06:39.880]  因為你信了主,你有新的生命
[00:06:39.880 --> 00:06:42.480]  我們今天又是重新的一個篇章
[00:06:42.480 --> 00:06:45.360]  我們繼續有信心宣告
[00:06:45.360 --> 00:06:47.720]  我們就會得著新的生命
[00:06:47.720 --> 00:06:50.120]  這是第一件事,他覺得是過於樂觀
[00:06:50.120 --> 00:06:53.280]  第二件事,他覺得神是可以被操縱
[00:06:53.280 --> 00:06:54.640]  甚麼意思呢?
[00:06:54.640 --> 00:06:57.400]  他覺得其實所有的東西
[00:06:57.400 --> 00:06:59.560]  為甚麼你得不到,你祈禱得不到
[00:06:59.560 --> 00:07:02.040]  是因為你不夠信心
[00:07:02.040 --> 00:07:04.840]  你不夠信心去求,你就得不到
[00:07:04.840 --> 00:07:07.080]  你要有信心,你才去求
[00:07:07.080 --> 00:07:10.760]  無論在你的事業、學業、感情
[00:07:10.760 --> 00:07:13.240]  上帝一定賜最好的給你
[00:07:13.240 --> 00:07:17.600]  那些困難、苦難,全部不是從上帝而來的
[00:07:17.600 --> 00:07:20.440]  所有這些東西,全部是由撒旦的攻擊
[00:07:20.440 --> 00:07:22.240]  不是出於上帝
[00:07:22.240 --> 00:07:24.400]  所以當他去推舉這件事的時候
[00:07:24.400 --> 00:07:27.600]  就在說,其實上帝一定會給我們最好
[00:07:27.600 --> 00:07:31.200]  你得不到是因為你今天祈禱得不好
[00:07:31.200 --> 00:07:32.640]  他在說這件事
[00:07:32.640 --> 00:07:37.360]  第三,他在說信心可以成為一種技能
[00:07:37.360 --> 00:07:38.600]  甚麼意思呢?
[00:07:38.600 --> 00:07:41.000]  他剛剛在說
[00:07:41.000 --> 00:07:45.120]  信心其實我們知道是我們和上帝的一種關係
[00:07:45.120 --> 00:07:48.440]  當我們去到經歷很多不同的事情的時候
[00:07:48.440 --> 00:07:49.880]  我們祈禱交上
[00:07:49.880 --> 00:07:52.880]  我們看到前面那一步好像很難走,很辛苦
[00:07:52.880 --> 00:07:55.720]  但是因為我們靠著上帝願意走前一步
[00:07:55.720 --> 00:07:57.920]  我們慢慢的信心越來越大
[00:07:57.920 --> 00:07:59.320]  對上帝的信心越來越多
[00:07:59.320 --> 00:08:00.240]  但是他不是
[00:08:00.240 --> 00:08:04.680]  他在說的就是,其實當我們去到求上帝的時候
[00:08:04.680 --> 00:08:08.520]  信心其實是你可以練回來的一種技能
[00:08:08.520 --> 00:08:10.520]  就是包括你的健康、工作
[00:08:10.520 --> 00:08:12.520]  你有沒有新車,你想要些甚麼
[00:08:12.520 --> 00:08:16.040]  聖經說都可以得到的
[00:08:16.040 --> 00:08:20.120]  你只要求,誠心求,有信心求就可以了
[00:08:20.120 --> 00:08:23.360]  最後那件事,甚麼叫偏差的教會觀呢?
[00:08:23.360 --> 00:08:27.360]  偏差,一定有一個正確的教會觀才有一個偏差的
[00:08:27.360 --> 00:08:29.720]  他的偏差的教會觀是在說甚麼呢?
[00:08:29.720 --> 00:08:32.840]  就在說,其實他叫人信耶穌
[00:08:32.840 --> 00:08:34.720]  用甚麼手段都可以
[00:08:34.720 --> 00:08:41.520]  我記得我以前有試過跟一些傳福音隊去傳福音
[00:08:41.520 --> 00:08:46.680]  其中一個我見過一個年紀比較大一點的姐姐
[00:08:46.680 --> 00:08:48.760]  她就去教我傳福音
[00:08:48.760 --> 00:08:52.320]  她就帶著我,因為我第一次
[00:08:52.320 --> 00:08:56.000]  她就跟另一個未信的傳福音說
[00:08:56.000 --> 00:08:57.840]  其實信主基那麼好
[00:08:57.840 --> 00:09:03.200]  那個未信的來聽就問她有甚麼困難,各樣東西
[00:09:03.200 --> 00:09:09.400]  她就說她最近,她老公受了傷,無法上班,各樣東西
[00:09:09.400 --> 00:09:11.760]  她覺得家裡的經濟越來越差
[00:09:11.760 --> 00:09:13.520]  她說信耶穌好啊
[00:09:13.520 --> 00:09:17.680]  你信耶穌,你的家庭一定沒事
[00:09:17.680 --> 00:09:24.360]  接著那個女士雙眼發光,說信耶穌好厲害,真的嗎?
[00:09:24.360 --> 00:09:28.160]  來,進來,祈禱,我們決志信耶穌
[00:09:28.160 --> 00:09:31.040]  我問她,這樣行不行?
[00:09:31.040 --> 00:09:33.880]  即是真的嗎?
[00:09:33.880 --> 00:09:36.880]  我想我們信耶穌,上帝說有祝福
[00:09:36.880 --> 00:09:42.080]  但同時我們知道,其實我們背起我們的十字架
[00:09:42.080 --> 00:09:44.240]  我們其實有很多東西要負
[00:09:44.240 --> 00:09:46.720]  我說為甚麼你又不將這些告訴她呢?
[00:09:46.720 --> 00:09:52.480]  她說不用的,她信了,她進來,我再慢慢告訴她
[00:09:52.480 --> 00:09:59.520]  哇,我終於明白當日為甚麼我去到學業不順境
[00:09:59.520 --> 00:10:01.600]  感情不順境,我又離開教會
[00:10:01.600 --> 00:10:04.920]  我想這是成功神學背後所說的東西
[00:10:04.920 --> 00:10:09.200]  但我想大家未去到那麼極端,我們是成功神學
[00:10:09.200 --> 00:10:10.920]  我們不是說要成功
[00:10:10.920 --> 00:10:14.920]  我們信上帝,起碼平安無事
[00:10:14.920 --> 00:10:17.760]  起碼我不需要大富大貴
[00:10:17.760 --> 00:10:21.720]  但起碼我鹹魚、青菜
[00:10:21.720 --> 00:10:25.480]  起碼每一口都很好吃,好嗎?
[00:10:25.480 --> 00:10:26.320]  為甚麼?
[00:10:26.320 --> 00:10:31.440]  若果我們信主,我們仍然有很多苦難或困難都解決不了
[00:10:31.440 --> 00:10:34.080]  我們信上帝,信來做甚麼呢?
[00:10:34.080 --> 00:10:36.160]  怎樣信?
[00:10:36.160 --> 00:10:38.920]  很有趣,經文她剛才繼續講下去
[00:10:38.920 --> 00:10:42.440]  有一段是這樣講的,她說永在耶和華的神
[00:10:42.440 --> 00:10:45.120]  她說二賽先知為創造地極的主
[00:10:45.120 --> 00:10:47.640]  她不疲乏也不困倦
[00:10:47.640 --> 00:10:51.640]  她的智慧是無法測度
[00:10:51.640 --> 00:10:56.280]  我想當我們今日面對很多困難,面對很多困境的時候
[00:10:56.280 --> 00:10:58.320]  我們經常問為甚麼?
[00:10:58.320 --> 00:10:59.320]  為甚麼?
[00:10:59.320 --> 00:11:00.720]  上帝在哪裡?
[00:11:00.720 --> 00:11:02.680]  最近,我都不知為甚麼這段時間可以特別多
[00:11:02.680 --> 00:11:05.080]  很多弟兄姊妹走過來問我
[00:11:05.080 --> 00:11:07.000]  其中一個就說
[00:11:07.000 --> 00:11:11.040]  如果小朋友剛出世,夭折了,未信耶穌
[00:11:11.040 --> 00:11:12.760]  那他上不去到天堂
[00:11:12.760 --> 00:11:14.560]  現在她說上帝那麼好
[00:11:14.560 --> 00:11:19.000]  現在在世界另一端打仗,為甚麼有戰爭
[00:11:19.000 --> 00:11:20.440]  很多不同的問題
[00:11:20.440 --> 00:11:25.960]  為甚麼上帝那麼好,為甚麼仍然有那麼多苦難
[00:11:25.960 --> 00:11:30.640]  我想經文在這裡告訴我們其中一樣東西是甚麼
[00:11:30.640 --> 00:11:33.080]  她說上帝不疲乏也不困倦
[00:11:33.080 --> 00:11:35.760]  她的智慧無法測度
[00:11:35.760 --> 00:11:40.080]  其實上帝有很多東西你是不明白
[00:11:40.080 --> 00:11:41.840]  亦都不需要明白
[00:11:41.840 --> 00:11:44.680]  有很多東西上帝有他的心意
[00:11:44.680 --> 00:11:48.560]  至於為甚麼我們能夠完全可以降伏
[00:11:48.560 --> 00:11:51.320]  我們怎樣學習完全降伏呢
[00:11:51.320 --> 00:11:54.760]  我們怎樣可以在這個事情,在困境當中
[00:11:54.760 --> 00:11:57.800]  我們依然相信上帝在這裡
[00:11:57.800 --> 00:12:02.080]  這件事是我第一樣想跟大家分享的東西
[00:12:02.080 --> 00:12:05.240]  從不動搖的原因是上帝
[00:12:05.240 --> 00:12:06.680]  甚麼意思呢?
[00:12:06.680 --> 00:12:08.520]  我想我們當初,我剛才說
[00:12:08.520 --> 00:12:11.320]  我們信主,我們有很多原因
[00:12:11.320 --> 00:12:12.960]  不知道你的原因是甚麼
[00:12:12.960 --> 00:12:15.080]  可能你因為有些東西你想得到
[00:12:15.080 --> 00:12:17.760]  有些東西你覺得靠著上帝得到
[00:12:17.760 --> 00:12:20.800]  那件事無論是學業,無論是家庭
[00:12:20.800 --> 00:12:23.440]  又或者是你自己有些東西想突破
[00:12:23.440 --> 00:12:25.800]  自己有些東西想成長都好
[00:12:25.800 --> 00:12:29.480]  我想說,如果這件事你看不清楚
[00:12:29.480 --> 00:12:32.600]  你的信仰很容易一碰就散
[00:12:32.600 --> 00:12:33.560]  甚麼意思呢?
[00:12:33.560 --> 00:12:36.680]  我曾經聽過一個這樣的見證
[00:12:36.680 --> 00:12:39.480]  見證上來說是一位中學生
[00:12:39.480 --> 00:12:42.000]  他說他信主,他覺得感謝主
[00:12:42.000 --> 00:12:43.280]  上來說見證
[00:12:43.280 --> 00:12:46.200]  是因為他祈禱,交賞給他的時候
[00:12:46.200 --> 00:12:49.880]  上帝給他這次考試全部拿A
[00:12:49.880 --> 00:12:51.360]  那我也感謝主,也好
[00:12:51.360 --> 00:12:54.080]  我不是說這些見證不好,你不要誤會
[00:12:54.080 --> 00:12:55.280]  但有趣的是甚麼呢?
[00:12:55.280 --> 00:12:57.840]  有趣的是事隔兩年之後
[00:12:57.840 --> 00:13:02.480]  這個學生,他就說決定以後不回教會了
[00:13:02.480 --> 00:13:06.600]  我問他為甚麼,為甚麼不回教會了
[00:13:06.600 --> 00:13:10.440]  他說他仍然祈禱,仍然交賞
[00:13:10.440 --> 00:13:14.120]  但是他見不到上帝有工作
[00:13:14.120 --> 00:13:18.640]  他見不到為甚麼他的成績表不是全部拿A
[00:13:18.640 --> 00:13:21.280]  他見到有兩個是C
[00:13:21.280 --> 00:13:23.200]  上帝不在
[00:13:23.200 --> 00:13:26.640]  我想有時候當我們將這件事
[00:13:26.640 --> 00:13:28.760]  將這個原因擺在其他東西上
[00:13:28.760 --> 00:13:30.120]  無論是學業,剛剛所說
[00:13:30.120 --> 00:13:32.880]  是你自身的技能突破,或者各樣的東西
[00:13:32.880 --> 00:13:36.120]  其實很多時候有一件事你一碰就會散
[00:13:36.120 --> 00:13:39.200]  當撒旦說,大家還記得約八幾日
[00:13:39.200 --> 00:13:45.040]  撒旦說,你只要拿走原因,他就會不相信你
[00:13:45.040 --> 00:13:48.280]  我想唯有原因是上帝
[00:13:48.280 --> 00:13:52.280]  你才能夠在你的信仰當中站得穩
[00:13:52.280 --> 00:13:54.800]  當我們一開始來到信仰
[00:13:54.800 --> 00:13:57.840]  你可以帶著一個心態
[00:13:57.840 --> 00:13:59.360]  我可以在這裡得到甚麼
[00:13:59.360 --> 00:14:03.440]  這個我覺得是很多人大部分一信上帝會經歷的東西
[00:14:03.440 --> 00:14:04.520]  不要緊
[00:14:04.520 --> 00:14:06.600]  但我想我們一路走的時候
[00:14:06.600 --> 00:14:09.600]  我們是時候走去另外一個步驟
[00:14:09.600 --> 00:14:11.760]  當你慢慢走著走著的時候
[00:14:11.760 --> 00:14:14.320]  你覺得上帝的信仰很好
[00:14:14.320 --> 00:14:16.040]  你已經不是在問
[00:14:16.040 --> 00:14:19.240]  我可以在信仰當中得到甚麼
[00:14:19.240 --> 00:14:21.560]  你不可以問的可能是
[00:14:21.560 --> 00:14:24.240]  上帝我可以為你做些甚麼
[00:14:24.240 --> 00:14:27.760]  我想如果我們長期只是停在第一步的時候
[00:14:27.760 --> 00:14:31.320]  當有些風,有些浪蓋過來的時候
[00:14:31.320 --> 00:14:34.120]  你的信仰會很容易動搖
[00:14:34.120 --> 00:14:36.680]  聖經繼續說,在二十九節
[00:14:36.680 --> 00:14:39.880]  他說疲乏的人像能力軟弱的人加力量
[00:14:39.880 --> 00:14:42.880]  他說年青人也要疲乏困倦
[00:14:42.880 --> 00:14:45.600]  強壯的人也必存而跌倒
[00:14:45.600 --> 00:14:48.320]  甚麼意思?其實你看到很簡單
[00:14:48.320 --> 00:14:50.400]  他說其實人是有限制的
[00:14:50.400 --> 00:14:53.800]  他說那些年青人應該是最強健的
[00:14:53.800 --> 00:14:57.480]  他最血氣方剛的時候,最健碩的時候
[00:14:57.480 --> 00:14:59.800]  但他也會有困倦的時候
[00:14:59.800 --> 00:15:01.480]  強壯的必存而跌倒
[00:15:01.480 --> 00:15:04.680]  說其實人是有限制的
[00:15:04.680 --> 00:15:06.400]  有趣的是第三十一節
[00:15:06.400 --> 00:15:10.320]  他說但那等候耶和華的必存重生得力
[00:15:10.320 --> 00:15:12.240]  他們必如鷹展翅上騰
[00:15:12.240 --> 00:15:14.760]  他們奔跑卻不困倦
[00:15:14.760 --> 00:15:17.680]  行走卻不疲乏
[00:15:17.680 --> 00:15:18.760]  甚麼意思?
[00:15:18.760 --> 00:15:20.040]  我覺得很有趣的
[00:15:20.040 --> 00:15:24.480]  這裡說你怎樣可以得力量
[00:15:24.480 --> 00:15:25.720]  他不只是這麼簡單
[00:15:25.720 --> 00:15:29.760]  叫你回去耶和華身邊祈禱的得力量
[00:15:29.760 --> 00:15:31.640]  他叫你等候
[00:15:31.640 --> 00:15:34.760]  你喜歡等嗎?大兄姐妹
[00:15:34.760 --> 00:15:36.560]  我自己不太喜歡等
[00:15:36.560 --> 00:15:38.720]  但我是挺能等的人
[00:15:38.720 --> 00:15:40.760]  我記得有一次有個朋友約了我
[00:15:40.760 --> 00:15:43.400]  我早上九點到
[00:15:43.400 --> 00:15:45.080]  我等了兩個小時,他還沒出現
[00:15:45.080 --> 00:15:46.200]  我就不斷打電話
[00:15:46.200 --> 00:15:48.560]  他又關了機,不知道怎樣
[00:15:48.560 --> 00:15:50.560]  但我又很害怕,那時候年紀小
[00:15:50.560 --> 00:15:52.920]  我又很害怕,我走開了
[00:15:52.920 --> 00:15:54.400]  他就找不到我
[00:15:54.400 --> 00:15:56.480]  我等了五個小時
[00:15:56.480 --> 00:15:57.880]  他終於來到了
[00:15:57.880 --> 00:15:59.480]  我說你去了哪裡?
[00:15:59.480 --> 00:16:01.440]  他說我以為他出意外
[00:16:01.440 --> 00:16:03.440]  他說不好意思,我不知道要醒來
[00:16:03.440 --> 00:16:06.120]  我等了五個小時,我很生氣
[00:16:06.120 --> 00:16:07.240]  請你吃串魚蛋
[00:16:07.240 --> 00:16:10.800]  我說好吧,我就很開心吃串魚蛋
[00:16:10.800 --> 00:16:14.040]  我想很多人都不太喜歡等候
[00:16:14.040 --> 00:16:17.000]  因為等候是一件很浪費時間的事
[00:16:17.000 --> 00:16:19.440]  等候是沒有...
[00:16:19.440 --> 00:16:21.680]  代表你在等候的時間
[00:16:21.680 --> 00:16:23.880]  除非你帶著其他事做
[00:16:23.880 --> 00:16:27.760]  如果你只等候,不是一邊等,一邊做其他事
[00:16:27.760 --> 00:16:31.280]  其實你好像在浪費時間
[00:16:31.280 --> 00:16:32.560]  但經文很有趣
[00:16:32.560 --> 00:16:35.920]  為何他會叫我們等耶和華
[00:16:35.920 --> 00:16:38.920]  為何等他必重生得力
[00:16:38.920 --> 00:16:40.920]  為何這麼有趣地說
[00:16:40.920 --> 00:16:43.640]  我記得我剛剛在神學畢業的時候
[00:16:43.640 --> 00:16:46.360]  那時候我有點徬徨
[00:16:46.360 --> 00:16:47.040]  甚麼意思呢?
[00:16:47.040 --> 00:16:50.040]  其實因為神學最後一年的時候
[00:16:50.040 --> 00:16:55.120]  其實那一年我們就應該想好去哪一間教會服侍
[00:16:55.120 --> 00:16:56.520]  但那一年我沒有想好
[00:16:56.520 --> 00:16:58.800]  我一直在設定死期
[00:16:58.800 --> 00:17:00.040]  不如到四月才想吧
[00:17:00.040 --> 00:17:01.840]  四月才再決定
[00:17:01.840 --> 00:17:03.320]  到了四月的時候
[00:17:03.320 --> 00:17:05.040]  到真的出去找的時候
[00:17:05.040 --> 00:17:09.640]  因為那時候正是疫症爆發的高峰
[00:17:09.640 --> 00:17:12.520]  很多教會都已經沒有實體崇拜
[00:17:12.520 --> 00:17:13.720]  我想大家都記得
[00:17:13.720 --> 00:17:14.800]  沒有實體崇拜的時候
[00:17:14.800 --> 00:17:19.120]  其實很多教會都不需要請傳道人
[00:17:19.120 --> 00:17:22.120]  他們覺得其實現在網上各種東西
[00:17:22.120 --> 00:17:23.600]  他們的工作量輕了很多
[00:17:23.600 --> 00:17:25.480]  都不需要請那麼多人
[00:17:25.480 --> 00:17:27.640]  那段時間我去找教會
[00:17:27.640 --> 00:17:29.280]  我就覺得好像很難找
[00:17:29.280 --> 00:17:30.880]  找到也找不到
[00:17:30.880 --> 00:17:34.760]  突然有個牧師介紹了我一間教會去見識一下
[00:17:34.760 --> 00:17:39.120]  我去到那間教會跟他們的堂主這樣聊
[00:17:39.120 --> 00:17:40.800]  好像挺好聊
[00:17:40.800 --> 00:17:42.640]  那間教會是怎樣呢?
[00:17:42.640 --> 00:17:44.000]  很簡單
[00:17:44.000 --> 00:17:45.520]  薪金高
[00:17:45.520 --> 00:17:47.360]  福利好
[00:17:47.360 --> 00:17:49.280]  很自由的
[00:17:49.280 --> 00:17:50.840]  怎樣自由呢?
[00:17:50.840 --> 00:17:54.320]  你可以永久性work from home
[00:17:54.320 --> 00:17:58.280]  你喜歡幾點起床都可以
[00:17:58.280 --> 00:18:01.440]  你只要做好你的工作就沒問題了
[00:18:01.440 --> 00:18:04.960]  我看到他這樣提出這些條件的時候
[00:18:04.960 --> 00:18:05.840]  我就心想
[00:18:05.840 --> 00:18:07.840]  我先回去祈禱一下
[00:18:07.840 --> 00:18:09.000]  我一定是這樣說的
[00:18:09.000 --> 00:18:10.560]  我不會說好啊好啊好啊
[00:18:10.560 --> 00:18:12.400]  我先回去祈禱一下
