
[00:00:00.000 --> 00:00:05.000]  各位,新年快樂!
[00:05:50.000 --> 00:05:55.000]  我寫這篇講章,就去做了一下研究,我也會算啊。
[00:05:55.000 --> 00:06:01.000]  你把這個公元多少年或者民國多少年比較好算。
[00:06:01.000 --> 00:06:06.000]  公元多少年減到1911,就是民國多少年。
[00:06:06.000 --> 00:06:25.000]  所以今年是2016年公元後,民國105年,這105的勝數、減數、差數的各位數字就是5,5你去查就是天干,是丙。
[00:06:25.000 --> 00:06:36.000]  那麼105還要除上12,就是896,還剩下9,這個剩餘數9,你去查地枝,就是生。
[00:06:36.000 --> 00:06:42.000]  所以今年是丙生年,Hallelujah,今年是猴年。
[00:06:42.000 --> 00:06:49.000]  當然另外一個算法是直接用公元來算,那麼它就牽涉到60年一甲子。
[00:06:49.000 --> 00:07:00.000]  每一個60,1到60都有一個代號,都有一個代表,甲乙丙丁、甲丙甲烯等等,那比較難算一點。
[00:07:00.000 --> 00:07:06.000]  但是不管怎麼樣,今年是猴年,那麼猴年運騰。
[00:07:06.000 --> 00:07:16.000]  如果您看黃曆或者看人家算命的講,雖然我們不要去聽信它,因為你聽信了你真的會吐血。
[00:07:16.000 --> 00:07:30.000]  猴年你是覺得是誰今年會最運勢好,屬猴的不好,因為恰逢當值太歲是孫悟空,所以你跟孫悟空碰上了。
[00:07:30.000 --> 00:07:45.000]  所以按照這個黃曆,今年屬猴的要注意脾氣,要注意事業,要注意身體,因為今年是一個起伏不定上上下下的一年。
[00:07:45.000 --> 00:08:12.000]  所以你要諸多的變化,但是你如果能夠保守你的身體,甚至你讓你自己更多的來清淨神,它可以化干戈為玉簾,化病痛為健康,它可以化貧窮為富裕,它可以化捆綁得到釋放。
[00:08:12.000 --> 00:08:31.000]  換句話說,當我們相信數世算世的話,可能你今年就不太好運,但是當我們來了神的面前,我們憑著信心奉主耶穌基督的名,我們來呼求你今年運勢會特好大好。
[00:08:31.000 --> 00:08:56.000]  按照洋人說,今年我們進入叫做the jubilee of jubilees,喜年中的喜年。喜年是每七天,一個禮拜有一天是安息日,每七年有一年是安息年,應該做神職工作的人要休息一年,我已經錯過好幾次了。
[00:08:56.000 --> 00:09:05.000]  那麼田地要休耕一年,因為要讓土地能夠恢復,讓人能夠恢復,這叫做安息年。
[00:09:05.000 --> 00:09:28.000]  那麼七七四十九年,這一年就是the jubilee of jubilees,第五十年,叫做喜年中的喜年,就是今年。按照洋人的講法,今年對這個世界是雙倍的災禍,會有風災人禍,會有戰爭,會有天氣大大的變化。
[00:09:28.000 --> 00:09:38.000]  是從去年的九月份開始的,因為這是猶太人的年,叫做Roshana,猶太人過年是從九月多開始過的。
[00:09:38.000 --> 00:09:48.000]  那麼對於猶太人,對於神的選民,對於神的子民,我們來說,今年我們會有雙倍的祝福。
[00:09:48.000 --> 00:09:58.000]  所以Hallelujah,我們讚美神,就不要去太在乎那個當值太歲,那個孫悟空,那個猴子會怎麼樣。
[00:09:58.000 --> 00:10:13.000]  我們只要記住,我們所信的神是最大、是最有能力的。雖然我們沒有能力,或者我們貧窮,但是我們奉主耶穌基督的名,我們要驅趕貧窮的靈。
[00:10:13.000 --> 00:10:23.000]  或者我們心裡面有捆綁,我們身體有病痛,我們奉主耶穌基督的名,我們身體要好起來,感謝神,讚美神。
[00:10:23.000 --> 00:10:44.000]  好的,您知道嗎,聖經上面講,講到最多的是人或者地是什麼?最多的是神,或者是耶穌,或者是聖靈,再來是神的選民,猶太人、基督徒,再來是什麼?
[00:10:44.000 --> 00:10:57.000]  其實第三多的,你會很詫異,是埃及。但是聖經上面有兩次講到猴子,有兩次講到猴子。
[00:10:57.000 --> 00:11:18.000]  就是我們剛才唸的《列王記》上第十章十四節到二十二節,第二十二節它說,因為王有他師船隻與西蘭的船隻,一同航海三年一次,裝載金銀象牙猿猴孔雀回來。
[00:11:18.000 --> 00:11:46.000]  有兩次聖經上面講到猿猴。其實呢,孔雀你去看英文版,它叫做baboon,baboon實際上是什麼?沸沸,沸沸也是猴子的一種,猿、猴、沸沸,這三樣東西,中文翻譯說是猿猴,其實翻譯得不好。
[00:11:46.000 --> 00:12:10.000]  因為對於中國人來說,猿跟猴我們分不開。其實猴monkey從人類學的角度來看是屬犬類,猿ape從人類的角度是屬人類,所以猿、猴、沸沸不一樣的東西。
[00:12:10.000 --> 00:12:37.000]  猴子很小,大概能夠有個三五尺就已經不錯了,種個十幾公斤,幾公斤。那麼猴子呢,它不會發什麼聲音的。猴子會怎麼叫啊?吱吱叫,吱吱叫,你剛剛那個很好。
[00:12:37.000 --> 00:12:40.000]  猴子他的聲帶他不會發聲
[00:12:40.000 --> 00:12:42.000]  所以猴子發聲的時候
[00:12:42.000 --> 00:12:43.000]  他是怎麼叫?
[00:12:43.000 --> 00:12:46.000]  他是用他的氣
[00:12:46.000 --> 00:12:48.000]  通過他的氣管
[00:12:48.000 --> 00:12:50.000]  然後吹動那個聲音
[00:12:50.000 --> 00:12:51.000]  就好像
[00:12:51.000 --> 00:12:54.000]  哦~猴子叫
[00:12:54.000 --> 00:12:57.000]  誒,我們師班的人就要學這樣子的唱法
[00:12:57.000 --> 00:12:58.000]  OK?
[00:12:58.000 --> 00:13:01.000]  不要用你的喉嚨在那邊乾的唱
[00:13:01.000 --> 00:13:03.000]  要像打哈欠的聲音
[00:13:03.000 --> 00:13:05.000]  哦~這樣子來唱
[00:13:05.000 --> 00:13:07.000]  猴子就是這樣子來叫的
[00:13:07.000 --> 00:13:08.000]  狒狒也是
[00:13:08.000 --> 00:13:10.000]  但是猿不一樣
[00:13:10.000 --> 00:13:12.000]  猿比猴子高一點
[00:13:12.000 --> 00:13:14.000]  所以孫悟空是AB
[00:13:14.000 --> 00:13:16.000]  孫悟空不是猴子
[00:13:16.000 --> 00:13:18.000]  那麼猿呢
[00:13:18.000 --> 00:13:19.000]  他會發聲的
[00:13:19.000 --> 00:13:25.000]  但是猿、猴、狒狒都很聰明
[00:13:25.000 --> 00:13:28.000]  所以他們爲什麼會提到猿、猴、狒狒呢?
[00:13:28.000 --> 00:13:29.000]  因爲他這裏講說
[00:13:29.000 --> 00:13:31.000]  一年三次
[00:13:31.000 --> 00:13:36.000]  這個船隻要帶金銀象牙寶石猿猴孔雀
[00:13:36.000 --> 00:13:38.000]  或者狒狒來給誰?
[00:13:38.000 --> 00:13:41.000]  給所羅門王
[00:13:41.000 --> 00:13:44.000]  所羅門王是一個有錢的人
[00:13:44.000 --> 00:13:48.000]  我相信象牙啦、金銀啦
[00:13:48.000 --> 00:13:50.000]  肯定是人見人愛
[00:13:50.000 --> 00:13:52.000]  這沒有話講
[00:13:52.000 --> 00:13:56.000]  狒狒猿猴是珍貴的寵物
[00:13:56.000 --> 00:13:58.000]  按照記載
[00:13:58.000 --> 00:14:03.000]  有可能那個時候狗還沒有成爲寵物
[00:14:03.000 --> 00:14:07.000]  還沒有成爲像是家禽一樣
[00:14:07.000 --> 00:14:09.000]  還沒有馴服
[00:14:09.000 --> 00:14:12.000]  所以不能算是寵物
[00:14:12.000 --> 00:14:14.000]  但是所羅門王愛猿、猴、狒狒
[00:14:14.000 --> 00:14:16.000]  爲什麼呢?
[00:14:16.000 --> 00:14:18.000]  難道他們有智慧嗎?
[00:14:18.000 --> 00:14:21.000]  確實猿、猴、狒狒
[00:14:21.000 --> 00:14:26.000]  他們的智慧都是非常的高
[00:14:26.000 --> 00:14:29.000]  不然爲什麼要三年一次
[00:14:29.000 --> 00:14:32.000]  從遠方的運來呢?
[00:14:32.000 --> 00:14:36.000]  但是神向所羅門王發怒
[00:14:36.000 --> 00:14:40.000]  這樣一個全世界頂尖聰明的人
[00:14:40.000 --> 00:14:42.000]  他名字的意思是
[00:14:42.000 --> 00:14:45.000]  和平之君 Solomon
[00:14:45.000 --> 00:14:47.000]  和平之君
[00:14:47.000 --> 00:14:50.000]  但是神卻向他發怒
[00:14:50.000 --> 00:14:53.000]  而且向他發怒兩次
[00:14:53.000 --> 00:14:56.000]  因爲他的心偏離
[00:14:56.000 --> 00:14:59.000]  兩次顯現的耶和華以色列的神
[00:14:59.000 --> 00:15:03.000]  耶和華曾吩咐他不可隨從別神
[00:15:03.000 --> 00:15:09.000]  他卻沒有遵守耶和華所吩咐的
[00:15:09.000 --> 00:15:10.000]  所以我們就知道
[00:15:10.000 --> 00:15:13.000]  神爲什麼向他發怒
[00:15:13.000 --> 00:15:14.000]  是的
[00:15:14.000 --> 00:15:18.000]  因爲他的心已經離開了神
[00:15:18.000 --> 00:15:22.000]  當一個人有錢非常富裕
[00:15:22.000 --> 00:15:24.000]  或者只剩下錢的時候
[00:15:24.000 --> 00:15:28.000]  他的心就離開了神了
[00:15:28.000 --> 00:15:30.000]  是的
[00:15:30.000 --> 00:15:32.000]  我們有理由相信
[00:15:32.000 --> 00:15:36.000]  所羅門的心在金、銀、財、寶、象牙
[00:15:36.000 --> 00:15:39.000]  猿、猴、孔、雀、狒狒
[00:15:39.000 --> 00:15:41.000]  外邦的美女
[00:15:41.000 --> 00:15:43.000]  還有上千的賓妃
[00:15:43.000 --> 00:15:45.000]  而這些賓妃呢
[00:15:45.000 --> 00:15:47.000]  都去誘惑他
[00:15:47.000 --> 00:15:50.000]  去隨從跪拜假神
[00:15:50.000 --> 00:15:53.000]  外邦的神、別的神
[00:15:53.000 --> 00:15:54.000]  而他沒有笑話
[00:15:54.000 --> 00:15:56.000]  他父親大位
[00:15:56.000 --> 00:15:58.000]  誠誠實實的
[00:15:58.000 --> 00:16:03.000]  順父崇拜耶和華上帝
[00:16:03.000 --> 00:16:05.000]  所以他的心離開了神
[00:16:05.000 --> 00:16:09.000]  神兩次的責備他
[00:16:09.000 --> 00:16:11.000]  是的
[00:16:11.000 --> 00:16:13.000]  所以我有的時候想說
[00:16:13.000 --> 00:16:17.000]  聖經這兩次講到猿、猴、狒狒
[00:16:17.000 --> 00:16:18.000]  爲什麼
[00:16:18.000 --> 00:16:22.000]  難道他真的可以從猿、猴、狒狒
[00:16:22.000 --> 00:16:24.000]  學到什麼嗎
[00:16:24.000 --> 00:16:27.000]  如果說一個人要跟猿、猴、狒狒
[00:16:27.000 --> 00:16:30.000]  學到智慧的話
[00:16:30.000 --> 00:16:33.000]  那真是很可悲了
[00:16:33.000 --> 00:16:34.000]  不是嗎
[00:16:34.000 --> 00:16:37.000]  但是我有一次看Discovery Channel
[00:16:37.000 --> 00:16:40.000]  我發現猿、猴、狒狒
[00:16:40.000 --> 00:16:43.000]  確實有常人之處啊
[00:16:43.000 --> 00:16:45.000]  你知道嗎
[00:16:45.000 --> 00:16:49.000]  你知道我們剝香蕉是怎麼剝啊
[00:16:49.000 --> 00:16:52.000]  我們剝香蕉是從
[00:16:52.000 --> 00:16:54.000]  那叫什麼
[00:16:54.000 --> 00:16:55.000]  就那一根的地方
[00:16:55.000 --> 00:16:57.000]  從那邊掰開然後剝的
[00:16:57.000 --> 00:16:59.000]  我最喜歡喫香蕉因爲簡單
[00:16:59.000 --> 00:17:01.000]  手都不用洗的
[00:17:01.000 --> 00:17:03.000]  東西也不用切的
[00:17:03.000 --> 00:17:05.000]  但是我看到Discovery Channel
[00:17:05.000 --> 00:17:09.000]  香蕉是從反面剝開的
[00:17:09.000 --> 00:17:11.000]  很奇怪
[00:17:11.000 --> 00:17:15.000]  它爲什麼會這麼聰明
[00:17:15.000 --> 00:17:17.000]  從那一頭來剝呢
[00:17:17.000 --> 00:17:18.000]  從尖端上面
[00:17:18.000 --> 00:17:21.000]  而不是從根部來剝香蕉的呢
[00:17:21.000 --> 00:17:24.000]  所以猿、猴、狒狒
[00:17:24.000 --> 00:17:26.000]  有它可取之處
[00:17:26.000 --> 00:17:27.000]  感謝沈
[00:17:27.000 --> 00:17:28.000]  讚美沈
[00:17:28.000 --> 00:17:30.000]  甚至聽說
[00:17:30.000 --> 00:17:34.000]  有研究機構研究人猿、猴
[00:17:34.000 --> 00:17:37.000]  那麼甚至於他們會打手語了
[00:17:37.000 --> 00:17:41.000]  他會說寶寶我需要愛
[00:17:41.000 --> 00:17:42.000]  我要喫東西
[00:17:42.000 --> 00:17:44.000]  他都會比了
[00:17:44.000 --> 00:17:47.000]  這個猴子可厲害了
[00:17:47.000 --> 00:17:48.000]  是不是
[00:17:48.000 --> 00:17:49.000]  感謝沈、讚美沈
[00:17:49.000 --> 00:17:53.000]  但是索羅門王的心
[00:17:53.000 --> 00:17:55.000]  他就愛上了金銀財寶
[00:17:55.000 --> 00:17:57.000]  象牙、美女
[00:17:57.000 --> 00:18:00.000]  還有猿、猴、狒狒、孔雀
[00:18:00.000 --> 00:18:01.000]  換句話說
[00:18:01.000 --> 00:18:02.000]  眼目的情意
[00:18:02.000 --> 00:18:03.000]  精神的驕傲
[00:18:03.000 --> 00:18:04.000]  肉體的軟弱
[00:18:04.000 --> 00:18:06.000]  他都愛了
[00:18:06.000 --> 00:18:09.000]  但是他的心卻離開了沈
[00:18:09.000 --> 00:18:11.000]  結果是很嚴重的
[00:18:11.000 --> 00:18:12.000]  六王紀上
[00:18:12.000 --> 00:18:14.000]  跟着十一章十一節
[00:18:14.000 --> 00:18:15.000]  耶和華段說
[00:18:15.000 --> 00:18:17.000]  你進行了這事
[00:18:17.000 --> 00:18:19.000]  不遵守我所吩咐
[00:18:19.000 --> 00:18:21.000]  你守的約和律例
[00:18:21.000 --> 00:18:23.000]  我必將你的國奪回
[00:18:23.000 --> 00:18:25.000]  賜給你的臣子
[00:18:25.000 --> 00:18:28.000]  後來果然如此
[00:18:28.000 --> 00:18:30.000]  索羅門王死了以後
[00:18:30.000 --> 00:18:32.000]  他的國就分裂了
[00:18:32.000 --> 00:18:34.000]  一個是北國以色列
[00:18:34.000 --> 00:18:36.000]  擁有十個支派
[00:18:36.000 --> 00:18:37.000]  一個是南國猶大
[00:18:37.000 --> 00:18:39.000]  擁有兩個支派
[00:18:39.000 --> 00:18:42.000]  後來南國北國都先後的
[00:18:42.000 --> 00:18:43.000]  被外邦人
[00:18:43.000 --> 00:18:46.000]  馬代波斯、巴比倫
[00:18:46.000 --> 00:18:47.000]  還有亞述帝國
[00:18:47.000 --> 00:18:50.000]  把他們毀滅掉
[00:18:50.000 --> 00:18:52.000]  索羅門王
[00:18:52.000 --> 00:18:54.000]  他得罪了沈
[00:18:54.000 --> 00:18:56.000]  他沒有能夠
[00:18:56.000 --> 00:18:58.000]  把心放在沈的身上
[00:18:58.000 --> 00:19:04.000]  卻放在世界上的東西上面去
[00:19:04.000 --> 00:19:06.000]  他偏離了沈
[00:19:06.000 --> 00:19:07.000]  他得罪了沈
[00:19:07.000 --> 00:19:10.000]  他心裏面懊惱、悔恨
[00:19:10.000 --> 00:19:12.000]  何以見得
[00:19:12.000 --> 00:19:13.000]  因爲我們可以
[00:19:13.000 --> 00:19:15.000]  從他的傳道書裏面
[00:19:15.000 --> 00:19:17.000]  我們可以看得出來
[00:19:17.000 --> 00:19:20.000]  傳道書一章一節
[00:19:20.000 --> 00:19:21.000]  他說
[00:19:21.000 --> 00:19:24.000]  在耶路撒冷王
[00:19:24.000 --> 00:19:29.000]  大衛的兒子傳道者的言語
[00:19:29.000 --> 00:19:31.000]  索羅門王做傳道書
[00:19:31.000 --> 00:19:32.000]  第一章第一節
[00:19:32.000 --> 00:19:33.000]  他就說
[00:19:33.000 --> 00:19:34.000]  在耶路撒冷
[00:19:34.000 --> 00:19:37.000]  做王大衛的兒子傳道者的言語
[00:19:37.000 --> 00:19:38.000]  他爲什麼不講說
[00:19:38.000 --> 00:19:40.000]  是大衛的兒子的言語
[00:19:40.000 --> 00:19:43.000]  而是傳道者的兒子的言語
[00:19:43.000 --> 00:19:46.000]  傳道者的言語呢
[00:19:46.000 --> 00:19:49.000]  因爲他知道自己失敗
[00:19:49.000 --> 00:19:51.000]  他雖然名字叫平安
[00:19:51.000 --> 00:19:54.000]  但是他心裏面沒有平安
[00:19:54.000 --> 00:19:55.000]  他失敗了
[00:19:55.000 --> 00:20:01.000]  拜偶像通國都陷入了困境之中
[00:20:01.000 --> 00:20:03.000]  他不說這是大衛兒子的言語
[00:20:03.000 --> 00:20:06.000]  他不說這是索羅門王的言語
[00:20:06.000 --> 00:20:08.000]  說傳道者的言語
[00:20:08.000 --> 00:20:12.000]  因爲他懊惱、悔恨
[00:20:12.000 --> 00:20:15.000]  並且第二節到第四節
[00:20:15.000 --> 00:20:17.000]  他說虛空的虛空
[00:20:17.000 --> 00:20:19.000]  虛空的虛空
[00:20:19.000 --> 00:20:22.000]  凡事都是虛空
[00:20:22.000 --> 00:20:24.000]  人一切的勞碌
[00:20:24.000 --> 00:20:26.000]  就是在日光下的勞碌
[00:20:26.000 --> 00:20:27.000]  有什麼益處呢
[00:20:27.000 --> 00:20:30.000]  一代過去一代又來
[00:20:30.000 --> 00:20:33.000]  地卻永遠長存
[00:20:33.000 --> 00:20:35.000]  所以他心裏面空虛
[00:20:35.000 --> 00:20:38.000]  他擁有這麼多
[00:20:38.000 --> 00:20:40.000]  但是他心裏面空虛
[00:20:40.000 --> 00:20:42.000]  他仍然沒有平安
[00:20:42.000 --> 00:20:46.000]  我們說的生不帶來死不帶去
[00:20:46.000 --> 00:20:48.000]  你的財寶在哪裏
[00:20:48.000 --> 00:20:50.000]  你的心就在哪裏
[00:20:50.000 --> 00:20:53.000]  你所愛的是什麼
[00:20:53.000 --> 00:20:55.000]  你的心就在哪裏
[00:20:55.000 --> 00:20:59.000]  索羅門王就是一個最好的例子
[00:20:59.000 --> 00:21:01.000]  他所想要的黃金
[00:21:01.000 --> 00:21:03.000]  是用噸來算的
[00:21:03.000 --> 00:21:05.000]  多少噸多少噸
[00:21:05.000 --> 00:21:10.000]  他想要的美女是以千計的
[00:21:10.000 --> 00:21:11.000]  我一個太太
[00:21:11.000 --> 00:21:13.000]  我都已經受不了了
[00:21:13.000 --> 00:21:14.000]  招架不了了
[00:21:14.000 --> 00:21:16.000]  他有一千個
[00:21:16.000 --> 00:21:20.000]  這個煩惱比他的煩惱詩還要煩惱
[00:21:20.000 --> 00:21:21.000]  不是嗎
[00:21:21.000 --> 00:21:24.000]  雖然他得了
[00:21:24.000 --> 00:21:26.000]  有了擁有了全世界
[00:21:26.000 --> 00:21:28.000]  但是他沒有平安
[00:21:28.000 --> 00:21:30.000]  他心裏面有空虛
[00:21:30.000 --> 00:21:32.000]  所以我們要來到神的面前
[00:21:32.000 --> 00:21:35.000]  我們要大大的再一次的
[00:21:35.000 --> 00:21:38.000]  能夠想到天上的神
[00:21:38.000 --> 00:21:42.000]  要能夠把心思放到神的身上
[00:21:42.000 --> 00:21:45.000]  就算我們轉了全世界
[00:21:45.000 --> 00:21:47.000]  卻賠了自己的生命
[00:21:47.000 --> 00:21:51.000]  我們拿什麼來換生命呢
[00:21:51.000 --> 00:21:53.000]  我講的生命不見得是說
[00:21:53.000 --> 00:21:55.000]  我們活着的命
[00:21:55.000 --> 00:21:59.000]  乃是說我們屬靈的生命
[00:21:59.000 --> 00:22:02.000]  我看過不止一個醫生
[00:22:02.000 --> 00:22:04.000]  他們賺的錢多
[00:22:04.000 --> 00:22:06.000]  他們奉獻也多
[00:22:06.000 --> 00:22:09.000]  他們在教會服侍也多
[00:22:09.000 --> 00:22:11.000]  但是他們不滿意
[00:22:11.000 --> 00:22:12.000]  不滿足
[00:22:12.000 --> 00:22:14.000]  他們辭掉醫生的工作
[00:22:14.000 --> 00:22:16.000]  去讀神學院
[00:22:16.000 --> 00:22:18.000]  全人奉獻神
[00:22:18.000 --> 00:22:20.000]  來到天遠的地方
[00:22:20.000 --> 00:22:22.000]  來到天涯海角
[00:22:22.000 --> 00:22:25.000]  就把自己放在祭壇上
[00:22:25.000 --> 00:22:28.000]  完完全全的獻給神
[00:22:28.000 --> 00:22:30.000]  這才能夠滿足
[00:22:30.000 --> 00:22:32.000]  感謝神
[00:22:32.000 --> 00:22:34.000]  所以讓我們再一次說
[00:22:34.000 --> 00:22:35.000]  神我們謝謝你
[00:22:35.000 --> 00:22:39.000]  給你得到那應得當得佩得的榮耀
[00:22:39.000 --> 00:22:40.000]  讓我們低頭禱告
[00:22:40.000 --> 00:22:42.000]  阿爸父我們感謝你
[00:22:42.000 --> 00:22:44.000]  感謝我們讚美你
[00:22:44.000 --> 00:22:47.000]  求你繼續來
[00:22:47.000 --> 00:22:49.000]  看我們以下的節目
[00:22:49.000 --> 00:22:52.000]  這樣禱告是奉主耶穌基督的名
[00:22:52.000 --> 00:22:53.000]  Amen
