
[00:00:00.000 --> 00:00:01.920]  我們一整年都會講真言
[00:02:14.560 --> 00:02:15.440]  不是幾十年
[00:02:15.440 --> 00:02:17.440]  十幾年 二十幾年
[00:02:17.440 --> 00:02:21.440]  坐在你旁邊
[00:02:21.440 --> 00:02:23.320]  弟兄姊妹
[00:02:23.320 --> 00:02:26.520]  朋友的特質應該是怎樣的呢
[00:02:26.520 --> 00:02:29.720]  當你成為別人的朋友的時候
[00:02:29.720 --> 00:02:32.440]  我們要注意的是什麼呢
[00:02:32.440 --> 00:02:35.480]  有一本書叫做
[00:02:35.480 --> 00:02:38.800]  話說回來你們有沒有被朋友傷害過
[00:02:38.800 --> 00:02:40.000]  有的 你點一點頭就可以了
[00:02:40.000 --> 00:02:41.160]  不用舉手
[00:02:41.160 --> 00:02:42.840]  有沒有啊
[00:02:42.840 --> 00:02:44.880]  有沒有啊 有啊
[00:02:44.880 --> 00:02:46.480]  沒有啊
[00:02:46.480 --> 00:02:48.760]  即是你還不夠大
[00:02:48.760 --> 00:02:50.800]  即是一到四十歲
[00:02:50.800 --> 00:02:53.400]  一定被朋友傷害過
[00:02:53.400 --> 00:02:54.960]  這本書叫做
[00:02:54.960 --> 00:02:56.080]  給我親愛的朋友
[00:02:56.080 --> 00:02:59.520]  叫做Friendship Therapy
[00:02:59.520 --> 00:03:01.920]  朋友治療
[00:03:01.920 --> 00:03:03.760]  即是友情的治療
[00:03:03.760 --> 00:03:05.200]  被人傷害過的
[00:03:05.200 --> 00:03:06.240]  看一看這本書
[00:03:06.240 --> 00:03:07.560]  很簡單的
[00:03:07.560 --> 00:03:09.120]  有中文 有英文
[00:03:09.120 --> 00:03:13.680]  我引述的就是
[00:03:13.680 --> 00:03:15.720]  給我親愛的朋友這本書
[00:03:15.720 --> 00:03:16.800]  耕耘有餘
[00:03:16.800 --> 00:03:20.440]  你有沒有在你的友情上
[00:03:20.440 --> 00:03:22.800]  耕耘灌溉呢
[00:03:22.800 --> 00:03:25.880]  你知不知道怎樣尊重你的朋友呢
[00:03:25.880 --> 00:03:28.960]  你有沒有用聖經的真理去光照他呢
[00:03:28.960 --> 00:03:30.440]  當他遇到困難的時候
[00:03:30.440 --> 00:03:32.640]  你懂不懂得去同情呢
[00:03:32.640 --> 00:03:36.280]  你有沒有一種所謂的同理心呢
[00:03:36.280 --> 00:03:38.800]  同理心其實我覺得翻譯得不太中意
[00:03:38.800 --> 00:03:39.840]  同理 理性
[00:03:39.840 --> 00:03:41.000]  在這裡
[00:03:41.000 --> 00:03:42.360]  同情多一點
[00:03:42.360 --> 00:03:43.880]  Sympathy 同理心
[00:03:43.880 --> 00:03:46.240]  不知那個翻譯為何是同理
[00:03:46.240 --> 00:03:48.640]  多一點是明白對方的感受
[00:03:48.640 --> 00:03:49.360]  在他的處境
[00:03:49.360 --> 00:03:50.880]  站在他的位置
[00:03:50.880 --> 00:03:51.880]  穿他的鞋子
[00:03:51.880 --> 00:03:55.880]  知道他的處境
[00:03:55.880 --> 00:03:57.440]  同情的潤澤
[00:03:57.440 --> 00:03:58.560]  友誼的樹
[00:03:58.560 --> 00:04:00.760]  就會欣欣向榮
[00:04:00.760 --> 00:04:02.560]  高聳入雲
[00:04:02.560 --> 00:04:04.960]  結出愛的果實
[00:04:04.960 --> 00:04:07.920]  等姐妹幫我們結交朋友的時候
[00:04:07.920 --> 00:04:10.200]  你需要的是什麼呢
[00:04:10.200 --> 00:04:11.600]  需要的是什麼呢
[00:04:11.600 --> 00:04:14.520]  今天我就選了幾個元素
[00:04:14.520 --> 00:04:16.280]  我們應該要知道的
[00:04:16.280 --> 00:04:18.120]  聖經第十七章
[00:04:18.120 --> 00:04:19.480]  第十七節
[00:04:19.480 --> 00:04:22.360]  朋友是時常的親愛
[00:04:22.360 --> 00:04:25.880]  弟兄為患難而生
[00:04:25.880 --> 00:04:29.240]  論社面前是擊掌擔保的
[00:04:29.240 --> 00:04:31.120]  是無知的人
[00:04:31.120 --> 00:04:32.360]  其實都不是無知的
[00:04:32.360 --> 00:04:33.920]  你一定要知道
[00:04:33.920 --> 00:04:36.560]  你要去擊掌擔保的時候
[00:04:36.560 --> 00:04:37.920]  你要負上什麼責任
[00:04:37.920 --> 00:04:43.920]  你知道會有什麼危機
[00:04:43.920 --> 00:04:45.560]  弟兄姊妹
[00:04:45.560 --> 00:04:48.520]  你會不會做人擔保人
[00:04:48.520 --> 00:04:51.360]  以前三十年前四十年前
[00:04:51.360 --> 00:04:54.240]  找工作要有抱保
[00:04:54.240 --> 00:04:56.880]  要有擔保
[00:04:56.880 --> 00:05:02.200]  現在你被人告
[00:05:02.200 --> 00:05:04.880]  要保釋的時候
[00:05:04.880 --> 00:05:09.920]  要付錢去保釋
[00:05:09.920 --> 00:05:12.720]  還有一個是什麼保釋
[00:05:12.720 --> 00:05:13.840]  人事擔保
[00:05:13.840 --> 00:05:16.400]  人事擔保是怎樣的
[00:05:16.400 --> 00:05:19.400]  每個人有些人信得過的
[00:05:19.400 --> 00:05:20.200]  有地位的
[00:05:20.200 --> 00:05:21.960]  你找他去擔保
[00:05:21.960 --> 00:05:24.000]  不要隨便擔保
[00:05:24.000 --> 00:05:25.000]  他走了怎麼辦
[00:05:25.000 --> 00:05:27.520]  你需要坐牢嗎
[00:05:27.520 --> 00:05:32.760]  不用吧
[00:05:32.760 --> 00:05:33.520]  一句說完
[00:05:33.520 --> 00:05:37.640]  你要知道是你要負的責任
[00:05:37.640 --> 00:05:38.720]  但是作為一個朋友
[00:05:38.720 --> 00:05:40.520]  你要知道的是什麼
[00:05:40.520 --> 00:05:42.120]  需要的是情義
[00:05:42.120 --> 00:05:43.720]  聖經裡面說朋友的時候
[00:05:43.720 --> 00:05:45.400]  很多時候都是說有關
[00:05:45.400 --> 00:05:46.800]  除了朋友之外
[00:05:46.800 --> 00:05:48.160]  愛朋友如同自己
[00:05:48.160 --> 00:05:49.520]  愛論社如同自己
[00:05:49.520 --> 00:05:50.760]  其實朋友和論社
[00:05:50.760 --> 00:05:53.160]  在《針元》裡面常常是共通的
[00:05:53.160 --> 00:05:56.360]  一起用
[00:05:56.360 --> 00:05:58.880]  朋友弟兄論社
[00:05:58.880 --> 00:06:00.560]  如果是同義的理解的時候
[00:06:00.560 --> 00:06:02.080]  我們今天就要想
[00:06:02.080 --> 00:06:04.480]  你怎樣去付出
[00:06:04.480 --> 00:06:07.120]  你作為朋友應該有的情義
[00:06:07.120 --> 00:06:09.560]  我們聽過患難見真情
[00:06:09.560 --> 00:06:13.080]  有飯吃的時候
[00:06:13.080 --> 00:06:16.080]  萬常君有食客三千
[00:06:16.080 --> 00:06:19.160]  為什麼這麼多人跟他吃飯
[00:06:19.160 --> 00:06:20.920]  有錢
[00:06:20.920 --> 00:06:24.080]  好客
[00:06:24.080 --> 00:06:25.840]  朋友相識滿天下
[00:06:25.840 --> 00:06:27.680]  有飯吃就來
[00:06:27.680 --> 00:06:32.080]  但是患難才能見真情
[00:06:32.080 --> 00:06:33.560]  弟兄姊妹
[00:06:33.560 --> 00:06:36.720]  弟兄姊妹或者朋友的情義
[00:06:36.720 --> 00:06:41.920]  我們知道需要帶著一份責任
[00:06:41.920 --> 00:06:44.800]  還記得那首歌
[00:06:44.800 --> 00:06:46.840]  鄭少秋唱的
[00:06:46.840 --> 00:06:49.360]  情與義
[00:06:49.360 --> 00:06:50.760]  借千金
[00:06:50.760 --> 00:06:52.320]  是不是這首
[00:06:52.320 --> 00:06:53.640]  刀山去
[00:06:53.640 --> 00:06:54.280]  地獄去
[00:06:54.280 --> 00:06:55.280]  有何憾
[00:06:55.280 --> 00:06:57.320]  有沒有這樣的朋友
[00:06:57.320 --> 00:06:59.040]  有沒有這樣的朋友
[00:06:59.040 --> 00:07:01.840]  當你面對一些需要的時候
[00:07:01.840 --> 00:07:04.600]  他就兩脅
[00:07:04.600 --> 00:07:05.520]  插刀
[00:07:05.520 --> 00:07:06.480]  去啦
[00:07:06.480 --> 00:07:09.080]  這個就是朋友
[00:07:09.080 --> 00:07:11.040]  你知道
[00:07:11.040 --> 00:07:17.280]  高了八度
[00:07:17.280 --> 00:07:18.080]  說得緊張
[00:07:18.080 --> 00:07:20.760]  太緊張就會高八度
[00:07:20.760 --> 00:07:21.200]  弟兄姊妹
[00:07:21.200 --> 00:07:22.480]  我們在生活裡面
[00:07:22.480 --> 00:07:23.400]  有這樣的朋友
[00:07:23.400 --> 00:07:25.840]  我們是不是很開心
[00:07:25.840 --> 00:07:28.880]  但很坦白說
[00:07:28.880 --> 00:07:33.080]  如果我們說朋友是時常親愛的時候
[00:07:33.080 --> 00:07:37.680]  你最多可以有多少朋友
[00:07:37.680 --> 00:07:39.440]  你的臉書有三百朋友
[00:07:39.440 --> 00:07:41.040]  請舉手
[00:07:41.040 --> 00:07:41.800]  我真的很想知道
[00:07:41.800 --> 00:07:44.040]  有三百
[00:07:44.040 --> 00:07:45.160]  有沒有
[00:07:45.160 --> 00:07:45.840]  千幾
[00:07:45.840 --> 00:07:49.800]  不敢說
[00:07:49.800 --> 00:07:50.840]  千幾
[00:07:50.840 --> 00:07:56.440]  我猜你所有訊息都是send to all
[00:07:56.440 --> 00:07:57.160]  很坦白說
[00:07:57.160 --> 00:08:00.480]  我是很簡潔的
[00:08:00.480 --> 00:08:01.760]  第二段說
[00:08:01.760 --> 00:08:04.720]  但是我們要去結識朋友的時候
[00:08:04.720 --> 00:08:07.080]  我們需要負的責任的時間
[00:08:07.080 --> 00:08:08.400]  我們就要明白
[00:08:08.400 --> 00:08:11.720]  知道朋友的需要是什麼
[00:08:11.720 --> 00:08:14.360]  而你願意去接受
[00:08:14.360 --> 00:08:17.480]  也都願意去付出
[00:08:17.480 --> 00:08:19.040]  很重要
[00:08:19.040 --> 00:08:25.000]  就不要期望有什麼回報
[00:08:25.000 --> 00:08:27.840]  社會學有個理論叫做交換的理論
[00:08:27.840 --> 00:08:28.800]  我做任何事情
[00:08:28.800 --> 00:08:31.960]  我都希望有一個回報
[00:08:31.960 --> 00:08:33.000]  我認識你這個朋友
[00:08:33.000 --> 00:08:34.760]  因為有好處
[00:08:34.760 --> 00:08:37.360]  特別我們有些
[00:08:37.360 --> 00:08:38.320]  我們的工作裡面
[00:08:38.320 --> 00:08:39.520]  我們要認識很多人
[00:08:39.520 --> 00:08:40.800]  無論是傳銷
[00:08:40.800 --> 00:08:44.760]  無論是代理
[00:08:44.760 --> 00:08:45.640]  認識很多人
[00:08:45.640 --> 00:08:47.320]  認識很多人的意思是什麼
[00:08:47.320 --> 00:08:49.320]  那個網絡很闊
[00:08:49.320 --> 00:08:51.640]  那個網絡闊的時候
[00:08:51.640 --> 00:08:53.840]  當一想起有什麼需要
[00:08:53.840 --> 00:08:55.840]  就在我們的大腦裡面
[00:08:55.840 --> 00:08:58.680]  找這個人是不是可以幫我們
[00:08:58.680 --> 00:09:00.480]  原來今天的世代
[00:09:00.480 --> 00:09:02.320]  當我們認識朋友的時候
[00:09:02.320 --> 00:09:03.240]  背後
[00:09:03.240 --> 00:09:05.480]  我們有一個可能的目的
[00:09:05.480 --> 00:09:08.560]  對方給我們什麼好處
[00:09:08.560 --> 00:09:09.840]  但是等於姐妹
[00:09:09.840 --> 00:09:12.520]  聖經不是這樣說
[00:09:12.520 --> 00:09:13.680]  朋友就是朋友
[00:09:13.680 --> 00:09:16.800]  本身就是一個目的
[00:09:16.800 --> 00:09:20.560]  結交的朋友不可以作為一種手段
[00:09:20.560 --> 00:09:24.320]  達到另外一些的目的
[00:09:24.320 --> 00:09:26.400]  其實在城市裡面
[00:09:26.400 --> 00:09:29.360]  友情已經很淡薄
[00:09:29.360 --> 00:09:31.120]  有的時候
[00:09:31.120 --> 00:09:37.360]  我們會用良薄去形容人與人之間的關係
[00:09:37.360 --> 00:09:38.080]  但是等於姐妹
[00:09:38.080 --> 00:09:39.080]  我們教會生活
[00:09:39.080 --> 00:09:41.600]  我們朋友之間的關係
[00:09:41.600 --> 00:09:50.320]  我們當然希望濃情蜜意
[00:09:50.320 --> 00:09:53.040]  西區我們這間教會
[00:09:53.040 --> 00:09:57.040]  是我第三間牧羊教會
[00:09:57.040 --> 00:09:58.640]  每一個教會都有它的性格
[00:09:58.640 --> 00:10:00.240]  知不知道
[00:10:00.240 --> 00:10:05.560]  西區的性格是怎樣的
[00:10:05.560 --> 00:10:07.080]  在這裡三十年的舉手
[00:10:07.080 --> 00:10:08.200]  我去問你了
[00:10:08.200 --> 00:10:10.480]  給他一個麥克風
[00:10:10.480 --> 00:10:12.280]  嚇到我了
[00:10:12.280 --> 00:10:15.320]  我們的教會性格就是
[00:10:15.320 --> 00:10:16.480]  相對上
[00:10:16.480 --> 00:10:17.400]  不是每一個
[00:10:17.400 --> 00:10:20.920]  是較為內斂的
[00:10:20.920 --> 00:10:23.440]  不是那麼熱情的
[00:10:23.440 --> 00:10:25.360]  是不是
[00:10:25.360 --> 00:10:28.120]  我們很喜歡讀聖經的
[00:10:28.120 --> 00:10:29.160]  一見到一本聖經
[00:10:29.160 --> 00:10:31.080]  我們就很開心的
[00:10:31.080 --> 00:10:32.560]  就很滿足的
[00:10:32.560 --> 00:10:34.200]  但是就不會去看人的
[00:10:34.200 --> 00:10:35.120]  是不是
[00:10:35.120 --> 00:10:38.840]  就是這樣說
[00:10:38.840 --> 00:10:42.160]  有些人就很喜歡有一種團契關係
[00:10:42.160 --> 00:10:43.360]  見到朋友就開心
[00:10:43.360 --> 00:10:45.920]  所以回來為結識朋友
[00:10:45.920 --> 00:10:50.200]  這個就不是我們西區的性格
[00:10:50.200 --> 00:10:52.720]  我都慢慢適應
[00:10:52.720 --> 00:10:54.640]  現在都適應了
[00:10:54.640 --> 00:10:58.800]  終於我們都成為好朋友了
[00:10:58.800 --> 00:11:00.520]  可能還有一點距離
[00:11:00.520 --> 00:11:02.400]  當我離開之前的教會的時候
[00:11:02.400 --> 00:11:04.560]  有的時候收到很久沒見的
[00:11:04.560 --> 00:11:09.760]  一些大英姐妹的電話我很開心
[00:11:09.760 --> 00:11:10.600]  我不會主動的
[00:11:10.600 --> 00:11:12.000]  我不是不會主動
[00:11:12.000 --> 00:11:15.160]  有個別幾個的長者我會主動
[00:11:15.160 --> 00:11:16.680]  因為我們的關係很好
[00:11:16.680 --> 00:11:18.840]  但是一般情況我不會主動
[00:11:18.840 --> 00:11:22.600]  因為有一點是所謂
[00:11:22.600 --> 00:11:23.520]  小心
[00:11:23.520 --> 00:11:24.960]  離開教會的時候
[00:11:24.960 --> 00:11:27.880]  就不要隨便再打電話給誰
[00:11:27.880 --> 00:11:31.160]  心裡面有很多的思念都好
[00:11:31.160 --> 00:11:33.440]  簡單給個WhatsApp就算了
[00:11:33.440 --> 00:11:36.520]  但是很久沒聽到一位大英姐妹的聲音
[00:11:36.520 --> 00:11:40.400]  我覺得那個感覺很好
[00:11:40.400 --> 00:11:41.920]  表達一種的記掛
[00:11:41.920 --> 00:11:44.360]  表達一種的愛心
[00:11:44.360 --> 00:11:46.560]  關懷
[00:11:46.560 --> 00:11:50.040]  這個可以維持在我們朋友之間
[00:11:50.040 --> 00:11:51.360]  那種關係裡面
[00:11:51.360 --> 00:11:52.520]  就好像這裡說
[00:11:52.520 --> 00:11:57.800]  朋友是時常親愛
[00:11:57.800 --> 00:12:00.480]  有的時候我們講情義的時候
[00:12:00.480 --> 00:12:05.920]  我們怎樣去看彼此之間的關係呢
[00:12:05.920 --> 00:12:08.960]  其實我們中國人是很含蓄的
[00:12:08.960 --> 00:12:10.760]  不同美國人
[00:12:10.760 --> 00:12:14.200]  又或者是西方一些的外族
[00:12:14.200 --> 00:12:15.040]  那些很熱情
[00:12:15.040 --> 00:12:17.640]  一見面就握手都不夠
[00:12:17.640 --> 00:12:18.960]  還要擁抱親的
[00:12:18.960 --> 00:12:22.120]  中東的人都是一樣
[00:12:22.120 --> 00:12:23.880]  我們很含蓄
[00:12:23.880 --> 00:12:26.200]  包括人與人之間的關係
[00:12:26.200 --> 00:12:28.080]  雙方那種感情
[00:12:28.080 --> 00:12:29.880]  很含蓄
[00:12:29.880 --> 00:12:33.120]  有沒有看《臥虎藏龍》
[00:12:33.120 --> 00:12:34.520]  有嗎
[00:12:34.520 --> 00:12:36.240]  這套真的很好看
[00:12:36.240 --> 00:12:37.680]  我在2000年的時候看
[00:12:37.680 --> 00:12:40.960]  距離現在差不多15年了
[00:12:40.960 --> 00:12:42.800]  在那時候來說
[00:12:42.800 --> 00:12:46.320]  很久沒看過武俠電影
[00:12:46.320 --> 00:12:49.120]  你們都喜歡看武俠小說的吧
[00:12:49.120 --> 00:12:54.640]  其實武俠小說一個很重要的元素就是情義
[00:12:54.640 --> 00:12:59.840]  周潤發很喜歡楊紫瓊
[00:12:59.840 --> 00:13:00.760]  很喜歡楊紫瓊
[00:13:00.760 --> 00:13:03.080]  但是含蓄到經常都不說
[00:13:03.080 --> 00:13:07.320]  要意會不說
[00:13:07.320 --> 00:13:10.560]  到什麼時候才說呢
[00:13:10.560 --> 00:13:13.240]  中了毒
[00:13:13.240 --> 00:13:16.400]  武俠小說另外一個元素
[00:13:16.400 --> 00:13:19.560]  如果沒有毒藥就不用說了
[00:13:19.560 --> 00:13:21.120]  一定有毒藥的
[00:13:21.120 --> 00:13:22.440]  中了毒
[00:13:22.440 --> 00:13:25.320]  中了毒就快要死了
[00:13:25.320 --> 00:13:31.880]  周潤發才逃出最後心裏面的感覺
[00:13:31.880 --> 00:13:34.720]  其實是很喜歡對方
[00:13:34.720 --> 00:13:41.480]  他用生命最後的一口氣才說
[00:13:41.480 --> 00:13:43.400]  都算他有情義
[00:13:43.400 --> 00:13:46.200]  都知道生命裏面最後的一口氣
[00:13:46.200 --> 00:13:47.800]  他有機會說
[00:13:47.800 --> 00:13:49.520]  弟兄姊妹
[00:13:49.520 --> 00:13:52.000]  你對朋友好
[00:13:52.000 --> 00:13:53.720]  你告訴對方
[00:13:53.720 --> 00:13:55.680]  你是他的朋友
[00:13:55.680 --> 00:13:58.920]  他知不知道你是他的好朋友
[00:13:58.920 --> 00:13:59.800]  知不知道
[00:13:59.800 --> 00:14:01.080]  有些知
[00:14:01.080 --> 00:14:03.880]  有些不知
[00:14:03.880 --> 00:14:07.040]  我們不用死才知道
[00:14:07.040 --> 00:14:09.200]  不用臨死才知道
[00:14:09.200 --> 00:14:14.160]  人生就很悲涼
[00:14:14.160 --> 00:14:15.800]  弟兄姊妹
[00:14:15.800 --> 00:14:18.280]  友情應該是恆久的
[00:14:18.280 --> 00:14:21.480]  朋友應該是堅持的
[00:14:21.480 --> 00:14:25.640]  又或者去到差不多年紀的時候
[00:14:25.640 --> 00:14:27.280]  我們有不同的經歷
[00:14:27.280 --> 00:14:29.400]  我們有時候會有唏噓
[00:14:29.400 --> 00:14:30.120]  為什麼呢
[00:14:30.120 --> 00:14:32.360]  我兒時或者有段時間
[00:14:32.360 --> 00:14:33.800]  我二十多歲的時候
[00:14:33.800 --> 00:14:34.760]  三十多歲的時候
[00:14:34.760 --> 00:14:36.560]  四十多歲的時候的朋友
[00:14:36.560 --> 00:14:41.680]  為什麼今天好像沒有什麼交往呢
[00:14:41.680 --> 00:14:47.360]  因為我們不曉得事上灌溉
[00:14:47.360 --> 00:14:49.160]  我們不曉得
[00:14:49.160 --> 00:14:54.080]  在一些處境裏面去作關心
[00:14:54.080 --> 00:14:55.240]  你有你的忙碌
[00:14:55.240 --> 00:14:57.160]  我有我的生活
[00:14:57.160 --> 00:15:01.560]  好像在人間相怨一刷
[00:15:01.560 --> 00:15:03.920]  就要直到永恆
[00:15:03.920 --> 00:15:05.640]  是不是這樣呢
[00:15:05.640 --> 00:15:06.600]  不是
[00:15:06.600 --> 00:15:07.720]  弟兄姊妹
[00:15:07.720 --> 00:15:09.920]  你會怎樣去灌溉
[00:15:09.920 --> 00:15:16.160]  你所珍惜的一段友情呢
[00:15:16.160 --> 00:15:17.720]  這是其一
[00:15:17.720 --> 00:15:19.760]  你要想怎樣去灌溉
[00:15:19.760 --> 00:15:21.880]  第二
[00:15:21.880 --> 00:15:24.920]  我們在第二段第十八章
[00:15:24.920 --> 00:15:27.120]  二十四節
[00:15:27.120 --> 00:15:31.400]  朋友太多的人必受損害
[00:15:31.400 --> 00:15:36.440]  但有一個知己比兄弟更親密
[00:15:36.440 --> 00:15:38.800]  看完那兩節
[00:15:38.800 --> 00:15:42.920]  不要結交好生氣的人
[00:15:42.920 --> 00:15:45.520]  也不要和暴怒的人來往
[00:15:45.520 --> 00:15:47.720]  恐怕你效法他的行為
[00:15:47.720 --> 00:15:50.120]  自己就陷在圈套裏面
[00:15:50.120 --> 00:15:54.080]  聖經這段是講什麼
[00:15:54.080 --> 00:15:57.560]  第一段第十八章二十四節
[00:15:57.560 --> 00:16:00.000]  他的朋友太多必受損害
[00:16:00.000 --> 00:16:03.080]  但有一知己比朋友更親密
[00:16:03.080 --> 00:16:05.040]  英文的翻譯
[00:16:05.040 --> 00:16:15.200]  There are friends who pretend to be friends
[00:16:15.200 --> 00:16:20.720]  假裝做你的朋友
[00:16:20.720 --> 00:16:24.800]  你不用刻意的
[00:16:24.800 --> 00:16:26.080]  如果坐在你旁邊的人
[00:16:26.080 --> 00:16:27.360]  現在這一刻
[00:16:27.360 --> 00:16:28.440]  他真的是你的好朋友
[00:16:28.440 --> 00:16:29.400]  你告訴他
[00:16:29.400 --> 00:16:30.520]  我是你的好朋友
[00:16:30.520 --> 00:16:39.920]  不是假裝的
[00:16:39.920 --> 00:16:40.680]  弟兄姊妹
[00:16:40.680 --> 00:16:42.920]  朋友太多必受損害
[00:16:42.920 --> 00:16:43.880]  原來有些朋友
[00:16:43.880 --> 00:16:45.080]  有一個翻譯就是
[00:16:45.080 --> 00:16:46.800]  他的朋友玩弄友誼
[00:16:46.800 --> 00:16:48.520]  施高逆本是什麼
[00:16:48.520 --> 00:16:58.600]  他說交朋友過多必會有損害
[00:16:58.600 --> 00:17:03.120]  有些朋友軟性親兄弟
[00:17:03.120 --> 00:17:03.640]  弟兄姊妹
[00:17:03.640 --> 00:17:05.520]  其實我宅友也好
[00:17:05.520 --> 00:17:15.840]  我面書的生活只有兩年左右
[00:17:15.840 --> 00:17:18.200]  我只有百多個朋友
[00:17:18.200 --> 00:17:19.160]  我有沒有記錯
[00:17:19.160 --> 00:17:21.720]  最近多了
[00:17:21.720 --> 00:17:30.640]  有一些還在等著做我的朋友
[00:17:30.640 --> 00:17:31.680]  等著做我的朋友
[00:17:31.680 --> 00:17:33.640]  為什麼要等呢
[00:17:33.640 --> 00:17:35.240]  我很艱難
[00:17:35.240 --> 00:17:36.800]  第一
[00:17:36.800 --> 00:17:40.080]  我真的不記得你是誰
[00:17:40.080 --> 00:17:41.040]  你給我一個英文
[00:17:41.040 --> 00:17:41.960]  我不記得
[00:17:41.960 --> 00:17:42.480]  第二
[00:17:42.480 --> 00:17:44.800]  你不給我照片看
[00:17:44.800 --> 00:17:45.680]  你不給我照片看
[00:17:45.680 --> 00:17:46.480]  弄一個公仔
[00:17:46.480 --> 00:17:47.240]  又不給我照片看
[00:17:47.240 --> 00:17:48.760]  只有一個英文名字
[00:17:48.760 --> 00:17:49.880]  老實說
[00:17:49.880 --> 00:17:51.560]  我們教會Pauline有三個
[00:17:51.560 --> 00:17:52.760]  Jennifer有三個
[00:17:52.760 --> 00:17:56.640]  我怎麼知道你搞誰
[00:17:56.640 --> 00:17:57.480]  很尷尬
[00:17:57.480 --> 00:18:01.920]  所以我曾經問我們一位少年人
[00:18:01.920 --> 00:18:05.320]  你給我一個中文名字
[00:18:05.320 --> 00:18:09.720]  我的傾向是記中文名
[00:18:09.720 --> 00:18:11.440]  我知道是誰
[00:18:11.440 --> 00:18:14.600]  我就確認你
[00:18:14.600 --> 00:18:16.600]  更糟糕的是
[00:18:16.600 --> 00:18:18.960]  突然有個內地的你
[00:18:18.960 --> 00:18:20.840]  這次有樣子
[00:18:20.840 --> 00:18:23.440]  有張漂亮的樣子
[00:18:23.440 --> 00:18:24.560]  大陸來的
[00:18:24.560 --> 00:18:27.160]  然後看我們有多少共同朋友
[00:18:27.160 --> 00:18:28.520]  是零
[00:18:28.520 --> 00:18:30.280]  這麼奇怪
[00:18:30.280 --> 00:18:33.320]  你敢不敢加他
