
[00:00:00.000 --> 00:00:02.000]  今天想跟大家講的題目是
[00:03:49.680 --> 00:03:50.680]  預備 1 2 3 來
[00:04:17.680 --> 00:04:19.680]  阿古爾剛才說的是一個很簡單的
[00:04:19.680 --> 00:04:23.680]  這篇的禱告 給大家十五秒好了
[00:04:23.680 --> 00:04:24.680]  再重新思考
[00:04:24.680 --> 00:04:25.680]  是兩件事
[00:04:25.680 --> 00:04:28.680]  一件 虛假和謊言
[00:04:28.680 --> 00:04:31.680]  不要在我生命當中出現
[00:04:31.680 --> 00:04:33.680]  遠離我 會不會出現呀
[00:04:33.680 --> 00:04:35.680]  會 不過遠離我
[00:04:35.680 --> 00:04:37.680]  第二 不要貧窮 不要富足
[00:04:37.680 --> 00:04:38.680]  OK
[00:04:38.680 --> 00:04:41.680]  很簡單 我不知道這是不是你的心願
[00:04:41.680 --> 00:04:43.680]  不過 智者說出一句話
[00:04:43.680 --> 00:04:46.680]  應該回去審思明辨
[00:04:46.680 --> 00:04:48.680]  不過他寫的時候很特別
[00:04:48.680 --> 00:04:50.680]  我不知道他為什麼要這樣寫
[00:04:50.680 --> 00:04:52.680]  可能是一些言語的處理
[00:04:52.680 --> 00:04:54.680]  我求你兩件事就可以了 是不是
[00:04:54.680 --> 00:04:55.680]  他在我未死之前給我就可以了
[00:04:55.680 --> 00:04:56.680]  他又是什麼
[00:04:56.680 --> 00:04:57.680]  不要不賜給我
[00:04:57.680 --> 00:04:59.680]  好像小朋友掠他一樣
[00:04:59.680 --> 00:05:00.680]  我們看看怎樣掠
[00:05:00.680 --> 00:05:03.680]  這兩個禱告 既簡單
[00:05:03.680 --> 00:05:05.680]  但是我覺得意義很深長
[00:05:05.680 --> 00:05:07.680]  第一個禱告我覺得是
[00:05:07.680 --> 00:05:09.680]  生命的培育
[00:05:09.680 --> 00:05:10.680]  有點像我們的題目
[00:05:10.680 --> 00:05:12.680]  是強化生命
[00:05:12.680 --> 00:05:14.680]  他這個禱告是什麼
[00:05:14.680 --> 00:05:17.680]  謊言和虛假
[00:05:17.680 --> 00:05:19.680]  那個謊言 記住不是我們那些
[00:05:19.680 --> 00:05:20.680]  我們禱告的謊言
[00:05:20.680 --> 00:05:21.680]  是一些大話 好嗎
[00:05:21.680 --> 00:05:23.680]  等一下說謊言 我就用大話 好嗎
[00:05:23.680 --> 00:05:25.680]  大話 說大話 大話
[00:05:25.680 --> 00:05:27.680]  其實這些要遠離的時候
[00:05:27.680 --> 00:05:28.680]  其實相反就是
[00:05:28.680 --> 00:05:31.680]  清心 聖潔 正直
[00:05:31.680 --> 00:05:32.680]  要在我們裏面
[00:05:32.680 --> 00:05:33.680]  我們渴求
[00:05:33.680 --> 00:05:36.680]  所以我會在這裏面一連串的
[00:05:36.680 --> 00:05:38.680]  有四個的題目
[00:05:38.680 --> 00:05:40.680]  分題我們關於看看
[00:05:40.680 --> 00:05:43.680]  關於虛假和大話這件事
[00:05:43.680 --> 00:05:45.680]  第一個就是什麼叫做虛假
[00:05:45.680 --> 00:05:47.680]  什麼叫做大話呢
[00:05:47.680 --> 00:05:49.680]  當然大家看就明白
[00:05:49.680 --> 00:05:50.680]  不需要詳細說
[00:05:50.680 --> 00:05:52.680]  不過如果說到底
[00:05:52.680 --> 00:05:53.680]  簡單一點的
[00:05:53.680 --> 00:05:54.680]  讓人容易明白
[00:05:54.680 --> 00:05:55.680]  是什麼呢
[00:05:55.680 --> 00:05:56.680]  就是一件不真實的事
[00:05:56.680 --> 00:05:57.680]  就好像什麼
[00:05:57.680 --> 00:05:59.680]  海事神樓
[00:05:59.680 --> 00:06:00.680]  大家如果在沙漠
[00:06:00.680 --> 00:06:01.680]  很驚駭的時候
[00:06:01.680 --> 00:06:02.680]  你就會看到什麼
[00:06:02.680 --> 00:06:04.680]  哇 前面一個城市
[00:06:04.680 --> 00:06:05.680]  裏面可能有很多可樂
[00:06:05.680 --> 00:06:06.680]  很多東西等著你去
[00:06:06.680 --> 00:06:07.680]  不過你走多遠
[00:06:07.680 --> 00:06:08.680]  你都去不到
[00:06:08.680 --> 00:06:10.680]  因為那只是一個倒影
[00:06:10.680 --> 00:06:12.680]  很深
[00:06:12.680 --> 00:06:13.680]  我想問大家
[00:06:13.680 --> 00:06:14.680]  對我來說
[00:06:14.680 --> 00:06:15.680]  有一種食物
[00:06:15.680 --> 00:06:17.680]  我是很不喜歡吃的
[00:06:17.680 --> 00:06:19.680]  沒有口感 沒有咬感
[00:06:19.680 --> 00:06:20.680]  你知道是什麼嗎
[00:06:20.680 --> 00:06:22.680]  棉花糖
[00:06:22.680 --> 00:06:23.680]  大家吃過棉花糖嗎
[00:06:23.680 --> 00:06:24.680]  哇 很大塊
[00:06:24.680 --> 00:06:25.680]  我小時候見過一次
[00:06:25.680 --> 00:06:26.680]  很開心
[00:06:26.680 --> 00:06:27.680]  嘎嘎嘎嘎嘎
[00:06:27.680 --> 00:06:28.680]  哇 很大塊
[00:06:28.680 --> 00:06:29.680]  很開心
[00:06:29.680 --> 00:06:30.680]  好像雞腿一樣咬下去
[00:06:30.680 --> 00:06:31.680]  一口咬下去
[00:06:31.680 --> 00:06:33.680]  咦 去了哪裏呢
[00:06:33.680 --> 00:06:34.680]  我相信
[00:06:34.680 --> 00:06:35.680]  這些就是一個虛假
[00:06:35.680 --> 00:06:36.680]  一些謊言
[00:06:36.680 --> 00:06:37.680]  一些大話
[00:06:37.680 --> 00:06:39.680]  很容易很不真實
[00:06:39.680 --> 00:06:40.680]  不過在真言的裏面
[00:06:40.680 --> 00:06:41.680]  我就形容
[00:06:41.680 --> 00:06:43.680]  什麼叫虛假呢
[00:06:43.680 --> 00:06:45.680]  就是騙人
[00:06:45.680 --> 00:06:46.680]  毛孟官說
[00:06:46.680 --> 00:06:50.680]  你騙人
[00:06:50.680 --> 00:06:53.680]  就是一個詭詐的天秤
[00:06:53.680 --> 00:06:54.680]  一些不真實的
[00:06:54.680 --> 00:06:55.680]  今天我們買東西
[00:06:55.680 --> 00:06:58.680]  都不用用秤砣了
[00:06:58.680 --> 00:07:00.680]  如果你找太安街那裏
[00:07:00.680 --> 00:07:02.680]  可能有一檔的雜貨舖
[00:07:02.680 --> 00:07:03.680]  還有
[00:07:03.680 --> 00:07:04.680]  買一斤米
[00:07:04.680 --> 00:07:05.680]  就拿一斤的
[00:07:05.680 --> 00:07:06.680]  寫著一斤
[00:07:06.680 --> 00:07:07.680]  他叫一斤
[00:07:07.680 --> 00:07:08.680]  放在那裏
[00:07:08.680 --> 00:07:09.680]  不過這個準
[00:07:09.680 --> 00:07:10.680]  不過在以色列
[00:07:10.680 --> 00:07:12.680]  真的曾經發生過
[00:07:12.680 --> 00:07:13.680]  你買一斤
[00:07:13.680 --> 00:07:15.680]  可能給你一百兩
[00:07:15.680 --> 00:07:16.680]  你照看的時候
[00:07:16.680 --> 00:07:18.680]  這個叫做是虛假
[00:07:18.680 --> 00:07:19.680]  不真實
[00:07:19.680 --> 00:07:20.680]  相反的謊言
[00:07:20.680 --> 00:07:21.680]  是什麼呢
[00:07:21.680 --> 00:07:22.680]  就是真的大話
[00:07:22.680 --> 00:07:23.680]  詩人就說
[00:07:23.680 --> 00:07:24.680]  作假見證
[00:07:24.680 --> 00:07:25.680]  假見證
[00:07:25.680 --> 00:07:27.680]  我們看看十四章第五節
[00:07:27.680 --> 00:07:29.680]  我們一起來讀一讀這個好嗎
[00:07:29.680 --> 00:07:30.680]  原來
[00:07:30.680 --> 00:07:31.680]  上帝不喜悅的
[00:07:31.680 --> 00:07:32.680]  一二三
[00:07:32.680 --> 00:07:33.680]  作假見證的
[00:07:33.680 --> 00:07:35.680]  救人性命
[00:07:35.680 --> 00:07:36.680]  作真見證的
[00:07:36.680 --> 00:07:37.680]  抱歉
[00:07:37.680 --> 00:07:38.680]  作真見證的
[00:07:38.680 --> 00:07:39.680]  救人性命
[00:07:39.680 --> 00:07:40.680]  套出謊言的
[00:07:40.680 --> 00:07:42.680]  私行詭詐
[00:07:42.680 --> 00:07:43.680]  你會發覺
[00:07:43.680 --> 00:07:45.680]  如果看那些電影
[00:07:45.680 --> 00:07:46.680]  電視劇
[00:07:46.680 --> 00:07:48.680]  那些其實犯了錯的
[00:07:48.680 --> 00:07:49.680]  他就用一些官
[00:07:49.680 --> 00:07:50.680]  一些律師
[00:07:50.680 --> 00:07:51.680]  幫他去
[00:07:51.680 --> 00:07:53.680]  砌一些東西出來
[00:07:53.680 --> 00:07:55.680]  其實真理就是真理
[00:07:55.680 --> 00:07:56.680]  無論他怎樣砌都好
[00:07:56.680 --> 00:07:57.680]  所以說
[00:07:57.680 --> 00:07:58.680]  作真見證的
[00:07:58.680 --> 00:07:59.680]  就會救人性命
[00:07:59.680 --> 00:08:00.680]  套出謊言的
[00:08:00.680 --> 00:08:02.680]  會私行詭詐
[00:08:02.680 --> 00:08:03.680]  這個就是
[00:08:03.680 --> 00:08:05.680]  為什麼什麼叫做虛假
[00:08:05.680 --> 00:08:06.680]  什麼叫做謊言
[00:08:06.680 --> 00:08:08.680]  是一些不真實
[00:08:08.680 --> 00:08:09.680]  是一些騙人
[00:08:09.680 --> 00:08:10.680]  是一些
[00:08:10.680 --> 00:08:11.680]  另一些
[00:08:11.680 --> 00:08:12.680]  說一些大話
[00:08:12.680 --> 00:08:14.680]  去掩蓋一些大話
[00:08:14.680 --> 00:08:15.680]  不過
[00:08:15.680 --> 00:08:16.680]  在
[00:08:16.680 --> 00:08:17.680]  虛假
[00:08:17.680 --> 00:08:18.680]  和
[00:08:18.680 --> 00:08:20.680]  大話背後
[00:08:20.680 --> 00:08:21.680]  有一個字
[00:08:21.680 --> 00:08:22.680]  我想介紹給大家
[00:08:22.680 --> 00:08:24.680]  叫做counterfeit
[00:08:24.680 --> 00:08:26.680]  就是模仿
[00:08:26.680 --> 00:08:27.680]  其實不真實
[00:08:27.680 --> 00:08:29.680]  是屬於黑暗的角度
[00:08:29.680 --> 00:08:31.680]  大家見過了
[00:08:31.680 --> 00:08:33.680]  如果你一間房間入到很黑
[00:08:33.680 --> 00:08:35.680]  一打開燈就怎樣
[00:08:35.680 --> 00:08:37.680]  那些光就來的時候
[00:08:37.680 --> 00:08:39.680]  就載不到黑暗
[00:08:39.680 --> 00:08:41.680]  其實一些虛假和一些謊言
[00:08:41.680 --> 00:08:43.680]  一大堆是不真實的
[00:08:43.680 --> 00:08:45.680]  所以耶穌講過一句話
[00:08:45.680 --> 00:08:47.680]  天地都要廢去
[00:08:47.680 --> 00:08:49.680]  我的話卻不能廢去
[00:08:49.680 --> 00:08:51.680]  這句話對我們有什麼意思呢
[00:08:51.680 --> 00:08:53.680]  我就想到有什麼意思
[00:08:53.680 --> 00:08:55.680]  其實世界上充斥了
[00:08:55.680 --> 00:08:57.680]  很多虛假不真實的東西
[00:08:59.680 --> 00:09:01.680]  很多很多
[00:09:01.680 --> 00:09:03.680]  今天大陸就最多
[00:09:03.680 --> 00:09:05.680]  所以十一黃金周都還沒有來
[00:09:05.680 --> 00:09:07.680]  聽廣西新聞
[00:09:07.680 --> 00:09:09.680]  某某牌的奶粉都沒有了
[00:09:09.680 --> 00:09:11.680]  要不我們自己買
[00:09:11.680 --> 00:09:13.680]  要不我們買給那些下來拿的人
[00:09:13.680 --> 00:09:15.680]  給他
[00:09:15.680 --> 00:09:16.680]  我不知道是誰
[00:09:16.680 --> 00:09:17.680]  為什麼呢
[00:09:17.680 --> 00:09:19.680]  因為裡面實在太多不真實
[00:09:19.680 --> 00:09:23.680]  有些東西不真實的就是
[00:09:23.680 --> 00:09:25.680]  如有類同實屬巧合
[00:09:25.680 --> 00:09:27.680]  聖經說天地要廢去
[00:09:27.680 --> 00:09:29.680]  我的話卻不能廢去
[00:09:29.680 --> 00:09:31.680]  永遠長存
[00:09:31.680 --> 00:09:33.680]  我不知道大家
[00:09:33.680 --> 00:09:35.680]  喜不喜歡打
[00:09:35.680 --> 00:09:37.680]  不過很多人都喜歡打
[00:09:37.680 --> 00:09:39.680]  Candy Crush
[00:09:39.680 --> 00:09:41.680]  喜不喜歡打
[00:09:41.680 --> 00:09:43.680]  如果你有打的
[00:09:43.680 --> 00:09:45.680]  我不是叫你不要打
[00:09:45.680 --> 00:09:47.680]  不過打完都是這樣
[00:09:47.680 --> 00:09:49.680]  哎呀過了關
[00:09:49.680 --> 00:09:51.680]  好像有星
[00:09:51.680 --> 00:09:53.680]  我沒打我不知道
[00:09:53.680 --> 00:09:55.680]  但聽說好像有
[00:09:55.680 --> 00:09:57.680]  神的時間
[00:09:57.680 --> 00:09:59.680]  我覺得你應該要調整一下
[00:09:59.680 --> 00:10:03.680]  譬如你一天打了三個小時
[00:10:03.680 --> 00:10:05.680]  但都沒看過
[00:10:05.680 --> 00:10:07.680]  三十分鐘的聖經
[00:10:07.680 --> 00:10:09.680]  我覺得你要調適一下
[00:10:09.680 --> 00:10:11.680]  牧師沒東西做
[00:10:11.680 --> 00:10:13.680]  那部打的機
[00:10:13.680 --> 00:10:15.680]  就是聖經在裡面
[00:10:15.680 --> 00:10:17.680]  所以我教大家
[00:10:17.680 --> 00:10:19.680]  如果你真的打
[00:10:19.680 --> 00:10:21.680]  不如試試看聖經
[00:10:21.680 --> 00:10:23.680]  有個好方法
[00:10:23.680 --> 00:10:25.680]  看真言怎麼看
[00:10:25.680 --> 00:10:27.680]  今天幾號
[00:10:27.680 --> 00:10:29.680]  今天幾號
[00:10:29.680 --> 00:10:31.680]  二十九號你就看二十九章
[00:10:31.680 --> 00:10:33.680]  因為每一章都很獨立
[00:10:33.680 --> 00:10:35.680]  看不到那麼多不要緊
[00:10:35.680 --> 00:10:37.680]  看一節思想一下
[00:10:37.680 --> 00:10:39.680]  思想完不知道怎麼做
[00:10:39.680 --> 00:10:41.680]  繼續打Candy Crush
[00:10:41.680 --> 00:10:43.680]  我覺得這樣是真實一點
[00:10:43.680 --> 00:10:45.680]  Candy Crush去到某些程度
[00:10:45.680 --> 00:10:47.680]  你都忘記了
[00:10:47.680 --> 00:10:49.680]  如果你餓病在床
[00:10:49.680 --> 00:10:51.680]  就不知道什麼叫Candy Crush
[00:10:51.680 --> 00:10:53.680]  餓病在床你可能記得一句句說話
[00:10:53.680 --> 00:10:55.680]  上帝的話就在產生功效
[00:10:55.680 --> 00:10:57.680]  所以再一次講
[00:10:57.680 --> 00:10:59.680]  虛假是不真實
[00:10:59.680 --> 00:11:01.680]  虛假和謊言是不真實
[00:11:01.680 --> 00:11:03.680]  第二個問題為什麼會有虛假和謊言呢
[00:11:03.680 --> 00:11:05.680]  很快速的有四點
[00:11:05.680 --> 00:11:07.680]  是我自己看的
[00:11:07.680 --> 00:11:09.680]  第一犯罪
[00:11:09.680 --> 00:11:11.680]  人遠離神
[00:11:11.680 --> 00:11:13.680]  因為犯罪要人遠離神
[00:11:13.680 --> 00:11:15.680]  將真實的不要
[00:11:15.680 --> 00:11:17.680]  譬如那個人
[00:11:17.680 --> 00:11:19.680]  他殺了他的兄弟
[00:11:19.680 --> 00:11:21.680]  我怎麼知道我看著他的嗎
[00:11:21.680 --> 00:11:23.680]  這些就是一些犯罪之後
[00:11:23.680 --> 00:11:25.680]  人的心裏面脅惡
[00:11:25.680 --> 00:11:27.680]  他就會講大話
[00:11:27.680 --> 00:11:29.680]  有人說一個大話
[00:11:29.680 --> 00:11:31.680]  你有沒有試過呢
[00:11:31.680 --> 00:11:33.680]  試過的
[00:11:33.680 --> 00:11:35.680]  夫婦如有雷同實屬巧合
[00:11:35.680 --> 00:11:37.680]  當然我們在這裏好過大部份都沒有
[00:11:37.680 --> 00:11:39.680]  如果那個夫有二奶
[00:11:39.680 --> 00:11:41.680]  那個婦有義工
[00:11:41.680 --> 00:11:43.680]  他就會問
[00:11:43.680 --> 00:11:45.680]  你公司的同事是不是對你很好
[00:11:45.680 --> 00:11:47.680]  沒有其實那天早上送了一杯咖啡
[00:11:47.680 --> 00:11:49.680]  他心裏好甜
[00:11:49.680 --> 00:11:51.680]  你跟他有沒有關係
[00:11:51.680 --> 00:11:53.680]  思想有沒有想過
[00:11:53.680 --> 00:11:55.680]  沒有我怎麼會呢
[00:11:55.680 --> 00:11:57.680]  我愛你都不會多過愛他
[00:11:57.680 --> 00:11:59.680]  其實在講大話
[00:11:59.680 --> 00:12:01.680]  是一個掩蓋一個
[00:12:01.680 --> 00:12:03.680]  如有雷同實屬巧合
[00:12:03.680 --> 00:12:05.680]  或者不幸
[00:12:05.680 --> 00:12:07.680]  第二生活很多核制
[00:12:07.680 --> 00:12:09.680]  我不知道大家會不會給一些東西
[00:12:09.680 --> 00:12:11.680]  不過這些都是虛假真實
[00:12:11.680 --> 00:12:13.680]  都不真實的東西
[00:12:13.680 --> 00:12:15.680]  譬如這個禮拜
[00:12:15.680 --> 00:12:17.680]  某某大公司
[00:12:17.680 --> 00:12:19.680]  有一個遊戲
[00:12:19.680 --> 00:12:21.680]  彩池是很多的
[00:12:21.680 --> 00:12:23.680]  知不知道在講什麼
[00:12:23.680 --> 00:12:25.680]  不講了
[00:12:25.680 --> 00:12:27.680]  如果有人提過你
[00:12:27.680 --> 00:12:29.680]  不如一人幾元去買那些
[00:12:29.680 --> 00:12:31.680]  其實這些
[00:12:31.680 --> 00:12:33.680]  感謝主我相信沒有人中了
[00:12:33.680 --> 00:12:35.680]  中了人今天不在
[00:12:35.680 --> 00:12:37.680]  他當然要安排他的節目
[00:12:37.680 --> 00:12:39.680]  但如果中了他所有的很快化了
[00:12:39.680 --> 00:12:41.680]  而且是超出他自己所有
[00:12:41.680 --> 00:12:43.680]  因為這些是虛假
[00:12:43.680 --> 00:12:45.680]  要叫我們遠離神
[00:12:45.680 --> 00:12:47.680]  第二為什麼會有虛假謊言出現
[00:12:47.680 --> 00:12:49.680]  我相信是惡者的控訴
[00:12:49.680 --> 00:12:51.680]  惡者的本質
[00:12:51.680 --> 00:12:53.680]  就是一些不真實
[00:12:53.680 --> 00:12:55.680]  就是一些謊言
[00:12:55.680 --> 00:12:57.680]  所以很多內在的實現
[00:12:57.680 --> 00:12:59.680]  中國人特別是
[00:12:59.680 --> 00:13:01.680]  可能中國人的父母
[00:13:01.680 --> 00:13:03.680]  父母不懂得教
[00:13:03.680 --> 00:13:05.680]  所以經常都說
[00:13:05.680 --> 00:13:07.680]  你真是沒用的
[00:13:07.680 --> 00:13:09.680]  生你什麼
[00:13:09.680 --> 00:13:11.680]  不如生什麼
[00:13:11.680 --> 00:13:13.680]  其實這些說話
[00:13:13.680 --> 00:13:15.680]  你似乎覺得沒什麼意思
[00:13:15.680 --> 00:13:17.680]  但是不覺不覺
[00:13:17.680 --> 00:13:19.680]  中國人有時候
[00:13:19.680 --> 00:13:21.680]  有些退縮
[00:13:21.680 --> 00:13:23.680]  真是沒用
[00:13:23.680 --> 00:13:25.680]  你又不會這樣說
[00:13:25.680 --> 00:13:27.680]  但你心裏表現出來是沒用
[00:13:27.680 --> 00:13:29.680]  因為有一個內在的實現
[00:13:29.680 --> 00:13:31.680]  這是一個謊言
[00:13:31.680 --> 00:13:33.680]  這是一個謊言
[00:13:33.680 --> 00:13:35.680]  所以如果有一些
[00:13:35.680 --> 00:13:37.680]  如果你是女士
[00:13:37.680 --> 00:13:39.680]  你爸爸告訴你
[00:13:39.680 --> 00:13:41.680]  把這句說話抹掉
[00:13:41.680 --> 00:13:43.680]  這不是一個真實的說話
[00:13:43.680 --> 00:13:45.680]  從你爸爸或者媽媽口中
[00:13:45.680 --> 00:13:47.680]  我相信
[00:13:47.680 --> 00:13:49.680]  因為天下沒有不是的父母
[00:13:49.680 --> 00:13:51.680]  只是他心裏一時的情緒
[00:13:51.680 --> 00:13:53.680]  所以這是惡者的控訴
[00:13:53.680 --> 00:13:55.680]  第三可能是一些命和權利
[00:13:55.680 --> 00:13:57.680]  因為命和權利
[00:13:57.680 --> 00:13:59.680]  都是虛浮的東西
[00:13:59.680 --> 00:14:01.680]  人的慾望不斷去膨脹
[00:14:01.680 --> 00:14:03.680]  正如
[00:14:03.680 --> 00:14:05.680]  索羅門王
[00:14:05.680 --> 00:14:07.680]  對不起
[00:14:07.680 --> 00:14:09.680]  索羅門王晚年不是很好
[00:14:09.680 --> 00:14:11.680]  因為他在追求一些
[00:14:11.680 --> 00:14:13.680]  名利
[00:14:13.680 --> 00:14:15.680]  特別是索羅
[00:14:15.680 --> 00:14:17.680]  他常常都覺得大衛想殺他
[00:14:17.680 --> 00:14:19.680]  常常都覺得想殺他
[00:14:19.680 --> 00:14:21.680]  而事實上大衛是沒有的
[00:14:21.680 --> 00:14:23.680]  所以他就反而追殺大衛
[00:14:23.680 --> 00:14:25.680]  為什麼
[00:14:25.680 --> 00:14:27.680]  因為他怕他的皇位掉下來
[00:14:27.680 --> 00:14:29.680]  這些就是一些虛浮
[00:14:29.680 --> 00:14:31.680]  虛假的東西
[00:14:31.680 --> 00:14:33.680]  在索羅的身上
[00:14:33.680 --> 00:14:35.680]  這些都造成虛假謊言出現
[00:14:35.680 --> 00:14:37.680]  最後
[00:14:37.680 --> 00:14:39.680]  為什麼會出現
[00:14:39.680 --> 00:14:41.680]  我相信大家都知道
[00:14:41.680 --> 00:14:43.680]  面子
[00:14:43.680 --> 00:14:45.680]  到底是姐妹面子
[00:14:45.680 --> 00:14:47.680]  要多一點面子
[00:14:47.680 --> 00:14:49.680]  還是弟兄
[00:14:49.680 --> 00:14:51.680]  其實兩個都要面子
[00:14:51.680 --> 00:14:53.680]  什麼叫面子
[00:14:53.680 --> 00:14:55.680]  我想是生活意識的形態
[00:14:55.680 --> 00:14:57.680]  今天我不知道大家有沒有
[00:14:57.680 --> 00:14:59.680]  坊間有很多賣A貨的地點
[00:14:59.680 --> 00:15:01.680]  坊間有很多賣A貨的地點
[00:15:01.680 --> 00:15:03.680]  這個應該不知是否A貨
[00:15:03.680 --> 00:15:05.680]  這個應該不知是否A貨
