
[00:00:00.000 --> 00:00:08.000]  講到新約 聖經裡頭有很多的經文 但是我們只能選一部分來讀
[00:03:42.000 --> 00:03:46.000]  神造人 乃是要叫人能夠榮耀祂
[00:03:46.000 --> 00:03:50.000]  叫人聽祂的話 順服祂
[00:03:50.000 --> 00:03:54.000]  不但人得到福氣 神也得到榮耀
[00:03:54.000 --> 00:03:59.000]  所以神的心意就是像我們這樣的
[00:03:59.000 --> 00:04:06.000]  那我們可以從整本聖經的中心講到耶穌基督
[00:04:06.000 --> 00:04:09.000]  你看起來好像是以色列人的歷史
[00:04:09.000 --> 00:04:12.000]  實際上它也是講到耶穌基督
[00:04:12.000 --> 00:04:14.000]  講到耶穌基督是誰呢
[00:04:14.000 --> 00:04:17.000]  祂是神所應許的尼賽亞
[00:04:17.000 --> 00:04:20.000]  神所應許的救世主
[00:04:20.000 --> 00:04:23.000]  但那個時候因為祂還沒有來
[00:04:23.000 --> 00:04:25.000]  還沒有顯明出來
[00:04:25.000 --> 00:04:29.000]  所以舊約聖經就說到要來的基督
[00:04:29.000 --> 00:04:31.000]  這位基督要來
[00:04:31.000 --> 00:04:36.000]  在舊約聖經之後 各種的獻祭 慧目
[00:04:36.000 --> 00:04:38.000]  或者各樣的律法
[00:04:38.000 --> 00:04:42.000]  都是中心都指到耶穌基督
[00:04:42.000 --> 00:04:47.000]  那是指到還沒有來 將要來的基督
[00:04:47.000 --> 00:04:50.000]  到了新約聖經就更明顯了
[00:04:50.000 --> 00:04:53.000]  因為耶穌基督已經來了
[00:04:53.000 --> 00:04:57.000]  就講到已經來到的耶穌基督
[00:04:57.000 --> 00:05:00.000]  所以從馬太福音一直到啟示錄
[00:05:00.000 --> 00:05:03.000]  都是以耶穌基督作為中心
[00:05:03.000 --> 00:05:10.000]  所以這個整整的新約聖經中心就講到基督
[00:05:10.000 --> 00:05:14.000]  所以你從創世紀一直到啟示錄
[00:05:14.000 --> 00:05:21.000]  好像是由一條紅線把各樣的事情都串起來
[00:05:21.000 --> 00:05:26.000]  所以聖經不是一本沒有次序的
[00:05:26.000 --> 00:05:30.000]  很有次序 很有內容
[00:05:30.000 --> 00:05:35.000]  每一卷都是有他特定的意思在裡頭
[00:05:35.000 --> 00:05:39.000]  這裡面好像是個大海洋一樣的
[00:05:39.000 --> 00:05:41.000]  要盡著我們一生的力量
[00:05:41.000 --> 00:05:44.000]  要去明白 要去發現
[00:05:44.000 --> 00:05:47.000]  神到底想對我們說什麼話
[00:05:47.000 --> 00:05:50.000]  神到底心裡頭是怎麼想的
[00:05:50.000 --> 00:05:54.000]  所以記得我們來學習這個約
[00:05:54.000 --> 00:05:59.000]  就教我們能看見神的心是怎麼樣的
[00:05:59.000 --> 00:06:02.000]  我們在講到新約以前
[00:06:02.000 --> 00:06:04.000]  要先看它的歷史背景
[00:06:04.000 --> 00:06:09.000]  在什麼時候有這個新約這樣的出來呢
[00:06:09.000 --> 00:06:15.000]  我們先看到以色列這個國是在931年
[00:06:15.000 --> 00:06:20.000]  祖前931年它就分裂了
[00:06:20.000 --> 00:06:24.000]  有美國 以色列國
[00:06:24.000 --> 00:06:29.000]  以色列國是在祖前722年就亡國了
[00:06:29.000 --> 00:06:32.000]  亞蘇國把它滅掉了
[00:06:32.000 --> 00:06:36.000]  南邊的國都有一百多年
[00:06:36.000 --> 00:06:40.000]  它到了586年 祖前586年
[00:06:40.000 --> 00:06:44.000]  它就被巴比倫滅掉了
[00:06:44.000 --> 00:06:50.000]  這樣的話這兩個國 以色列這些百姓都被擄到外頭去了
[00:06:50.000 --> 00:06:54.000]  有的被到亞蘇 有的被巴比倫
[00:06:54.000 --> 00:06:57.000]  有的分散在世界各地
[00:06:57.000 --> 00:07:02.000]  這是歷史的背景
[00:07:02.000 --> 00:07:07.000]  索羅門去世以後就開始分裂了
[00:07:07.000 --> 00:07:14.000]  這個是因為索羅門去拜偏離神 去拜一些偶像
[00:07:14.000 --> 00:07:18.000]  跟著他的飛兵去拜外邦人的神
[00:07:18.000 --> 00:07:20.000]  所以就惹起神的憤怒
[00:07:20.000 --> 00:07:25.000]  所以在他還沒有去世以前
[00:07:25.000 --> 00:07:27.000]  神已經說過了
[00:07:27.000 --> 00:07:31.000]  神要把這個國奪回
[00:07:31.000 --> 00:07:33.000]  本來這個國是賜給大衛
[00:07:33.000 --> 00:07:35.000]  那麼又賜給索羅門
[00:07:35.000 --> 00:07:38.000]  但是索羅門他不聽神的話
[00:07:38.000 --> 00:07:39.000]  他離開神
[00:07:39.000 --> 00:07:42.000]  所以神曾經對索羅門說過
[00:07:42.000 --> 00:07:45.000]  他說我要把這個國從你那奪回
[00:07:45.000 --> 00:07:47.000]  要賜給你的臣子
[00:07:47.000 --> 00:07:50.000]  就是你下面的大臣
[00:07:50.000 --> 00:07:54.000]  但是我不將全個國都毀滅
[00:07:54.000 --> 00:07:56.000]  不全個國都給他們
[00:07:56.000 --> 00:08:00.000]  我還留下一個支派給你
[00:08:00.000 --> 00:08:13.000]  意思是說有十個支派要跟著索羅門底下的臣子
[00:08:13.000 --> 00:08:18.000]  南面還留下猶大支派跟彼亞明支派
[00:08:18.000 --> 00:08:20.000]  還有就是別魯撒冷
[00:08:20.000 --> 00:08:28.000]  這是神對索羅門不聽偏離神以後
[00:08:28.000 --> 00:08:33.000]  神給他宣告的一個嚴厲的審判
[00:08:33.000 --> 00:08:38.000]  所以你看到以色列國
[00:08:38.000 --> 00:08:41.000]  他從索羅做了王
[00:08:41.000 --> 00:08:45.000]  一直到南國猶大國滅亡
[00:08:45.000 --> 00:08:47.000]  就是四百七十年
[00:08:47.000 --> 00:08:49.000]  四百多年
[00:08:49.000 --> 00:08:53.000]  神不來允許他們一直能夠下去的
[00:08:53.000 --> 00:08:56.000]  可是歷代這些君王
[00:08:56.000 --> 00:08:58.000]  他們不聽神的話
[00:08:58.000 --> 00:09:03.000]  所以神就不能讓這個國繼續下去
[00:09:03.000 --> 00:09:07.000]  他們被擄到外面的原因是什麼呢
[00:09:07.000 --> 00:09:10.000]  可以簡單說有幾個原因
[00:09:10.000 --> 00:09:11.000]  第一個原因就是
[00:09:11.000 --> 00:09:14.000]  他不遵守神給他們立的約
[00:09:14.000 --> 00:09:16.000]  不遵守舊約
[00:09:16.000 --> 00:09:23.000]  舊約就包括喜乃山神給摩西立的約
[00:09:23.000 --> 00:09:26.000]  赤霞的律法
[00:09:26.000 --> 00:09:28.000]  律法就是神給他立的約
[00:09:28.000 --> 00:09:32.000]  也包括了巴勒斯坦的約
[00:09:32.000 --> 00:09:37.000]  當以色列人他們要進迦南以前
[00:09:37.000 --> 00:09:40.000]  他們來到約旦河的旁邊
[00:09:40.000 --> 00:09:43.000]  這個地方過去是摩亞的地方
[00:09:43.000 --> 00:09:45.000]  所以在摩亞這個地方
[00:09:45.000 --> 00:09:48.000]  神又對以色列人立約
[00:09:48.000 --> 00:09:52.000]  這個約的話就叫做巴勒斯坦的約
[00:09:52.000 --> 00:09:54.000]  就告他們你們要進到
[00:09:54.000 --> 00:09:58.000]  這個神所賜給你們的應許地方
[00:09:58.000 --> 00:10:02.000]  你們要怎麼樣生活才能夠保存這塊地
[00:10:02.000 --> 00:10:05.000]  這個地方你們永遠能夠居住
[00:10:05.000 --> 00:10:07.000]  如果你不聽話的話
[00:10:07.000 --> 00:10:09.000]  你不順從神的話
[00:10:09.000 --> 00:10:11.000]  你去拜偶像
[00:10:11.000 --> 00:10:14.000]  那麼神要把你們擄到外頭去
[00:10:14.000 --> 00:10:16.000]  所以一個被擄的原因
[00:10:16.000 --> 00:10:18.000]  就是他們沒有遵守
[00:10:18.000 --> 00:10:22.000]  神跟他立了約
[00:10:22.000 --> 00:10:25.000]  第二個原因就是他們拜偶像
[00:10:25.000 --> 00:10:28.000]  拜偶像惹神的憤怒
[00:10:28.000 --> 00:10:34.000]  這個是神再三在舊約裡頭提到的
[00:10:34.000 --> 00:10:37.000]  因為你們神是你們的神
[00:10:37.000 --> 00:10:39.000]  你要做神的子民
[00:10:39.000 --> 00:10:42.000]  你們就不能夠再拜別的神
[00:10:42.000 --> 00:10:45.000]  神是忌邪的神
[00:10:45.000 --> 00:10:49.000]  忌邪神就好像一個丈夫對一個妻子一樣的
[00:10:49.000 --> 00:10:52.000]  他就不允許也不喜歡他的妻子
[00:10:52.000 --> 00:10:54.000]  去愛其他的人
[00:10:54.000 --> 00:10:56.000]  所以這個是忌邪
[00:10:56.000 --> 00:10:59.000]  神對他的百姓也是這樣的
[00:10:59.000 --> 00:11:02.000]  神好像是他們的丈夫
[00:11:02.000 --> 00:11:05.000]  他們是神的妻子
[00:11:05.000 --> 00:11:08.000]  他就不希望也不願意
[00:11:08.000 --> 00:11:11.000]  以色列人去拜偶像
[00:11:11.000 --> 00:11:13.000]  去拜別的神
[00:11:13.000 --> 00:11:17.000]  所以這個是神警告的
[00:11:17.000 --> 00:11:23.000]  他說如果你要去敬拜那些你不認識的神
[00:11:23.000 --> 00:11:28.000]  因為這些外邦的神不是以色列人認識的
[00:11:28.000 --> 00:11:30.000]  以色列人認識誰呢
[00:11:30.000 --> 00:11:34.000]  認識他們從埃及把他們救出來
[00:11:34.000 --> 00:11:37.000]  這樣的神他們認識的
[00:11:37.000 --> 00:11:42.000]  神怎麼在他們在做奴婢的地方把他們救出來
[00:11:42.000 --> 00:11:44.000]  用神蹟
[00:11:44.000 --> 00:11:49.000]  用降在埃及的災害把他們救出來
[00:11:49.000 --> 00:11:52.000]  所以這位神是以色列人所認識的
[00:11:52.000 --> 00:11:54.000]  他們去拜別的
[00:11:54.000 --> 00:11:55.000]  拜巴黎
[00:11:55.000 --> 00:11:56.000]  拜其他假神
[00:11:56.000 --> 00:11:59.000]  這些神他們過去都不認識
[00:11:59.000 --> 00:12:02.000]  他說你們這樣拜別的神的話
[00:12:02.000 --> 00:12:05.000]  神的怒氣要向你發作
[00:12:05.000 --> 00:12:09.000]  咒詛要淋在地上
[00:12:09.000 --> 00:12:13.000]  這是神過去一直警告他們的
[00:12:13.000 --> 00:12:15.000]  多次的警告
[00:12:15.000 --> 00:12:18.000]  但是他們都不聽
[00:12:18.000 --> 00:12:20.000]  為什麼他們不聽呢
[00:12:20.000 --> 00:12:22.000]  以色列人的心理是這樣的
[00:12:22.000 --> 00:12:25.000]  他說我們過去也拜過偶像
[00:12:25.000 --> 00:12:27.000]  我們失敗了
[00:12:27.000 --> 00:12:29.000]  神又把我們救回來了
[00:12:29.000 --> 00:12:34.000]  幾百年當中有好幾次他們很危險
[00:12:34.000 --> 00:12:37.000]  但是都轉變過來的
[00:12:37.000 --> 00:12:44.000]  我們對神有反叛
[00:12:44.000 --> 00:12:46.000]  我們也咒詛過神
[00:12:46.000 --> 00:12:50.000]  可是我們現在還是很平安
[00:12:50.000 --> 00:12:53.000]  他說我們雖然是這樣
[00:12:53.000 --> 00:12:55.000]  但是還很平安
[00:12:55.000 --> 00:12:58.000]  他們老是有心理
[00:12:58.000 --> 00:13:02.000]  老是覺得自己是神的百姓
[00:13:02.000 --> 00:13:05.000]  神雖然可以說他們不好
[00:13:05.000 --> 00:13:09.000]  可是神不會來審判他們
[00:13:09.000 --> 00:13:11.000]  神不會來滅絕他們
[00:13:11.000 --> 00:13:13.000]  所以他們的心理的話
[00:13:13.000 --> 00:13:16.000]  就一直這幾百年都是這樣的
[00:13:16.000 --> 00:13:21.000]  但是神的忍耐是有限度的
[00:13:21.000 --> 00:13:22.000]  到了神的時候
[00:13:22.000 --> 00:13:24.000]  神的審判就來了
[00:13:24.000 --> 00:13:26.000]  災難就來了
[00:13:26.000 --> 00:13:29.000]  第三個原因
[00:13:29.000 --> 00:13:35.000]  就是神要接著貝魯
[00:13:35.000 --> 00:13:40.000]  來應驗巴勒斯坦的約所警告的話
[00:13:40.000 --> 00:13:42.000]  因為在巴勒斯坦約裡頭
[00:13:42.000 --> 00:13:44.000]  有很多話是警告的話
[00:13:44.000 --> 00:13:46.000]  說你們進了這塊地以後
[00:13:46.000 --> 00:13:48.000]  如果你們拜偶像
[00:13:48.000 --> 00:13:51.000]  如果你們不遵守神的律法
[00:13:51.000 --> 00:13:54.000]  那你們就要被分散到烈火去
[00:13:54.000 --> 00:13:56.000]  到萬國中間
[00:13:56.000 --> 00:14:00.000]  在萬國中間好像被皮球一樣的
[00:14:00.000 --> 00:14:02.000]  給拋來拋去
[00:14:02.000 --> 00:14:05.000]  你們沒有一個安定的地方
[00:14:05.000 --> 00:14:09.000]  他們就是這樣的不相信神的話
[00:14:09.000 --> 00:14:12.000]  神警告說
[00:14:12.000 --> 00:14:15.000]  在舊約聖經裡頭一直提到
[00:14:15.000 --> 00:14:19.000]  說當你們貝魯巴勒斯坦
[00:14:19.000 --> 00:14:21.000]  你們所住的地方
[00:14:21.000 --> 00:14:24.000]  你們貝魯以後你們離開了
[00:14:24.000 --> 00:14:30.000]  你這塊地就要變成很荒蕪的地方
[00:14:30.000 --> 00:14:32.000]  沒有人種地了
[00:14:32.000 --> 00:14:34.000]  本來很富饒的地方
[00:14:34.000 --> 00:14:38.000]  要變成很貧窮的地方
[00:14:38.000 --> 00:14:40.000]  那麼後人就會問了
[00:14:40.000 --> 00:14:42.000]  為什麼過去那麼好
[00:14:42.000 --> 00:14:44.000]  現在變成今天這樣呢
[00:14:44.000 --> 00:14:46.000]  那麼為什麼呢
[00:14:46.000 --> 00:14:50.000]  那麼神就記得這樣的情形呢
[00:14:50.000 --> 00:14:52.000]  叫人看見
[00:14:52.000 --> 00:14:54.000]  不聽從神的話
[00:14:54.000 --> 00:14:57.000]  咒詛臨到這塊地
[00:14:57.000 --> 00:15:01.000]  也臨到住在地上的這些以色列人
[00:15:01.000 --> 00:15:03.000]  所以從這幾個原因看
[00:15:03.000 --> 00:15:06.000]  以色列人貝魯不是偶然的
[00:15:06.000 --> 00:15:10.000]  不是因為別的國家的力量比他大
[00:15:10.000 --> 00:15:14.000]  也不是因為別的國家人比他多
[00:15:14.000 --> 00:15:17.000]  那是因為他們不聽神的話
[00:15:17.000 --> 00:15:19.000]  而且還不止一次
[00:15:19.000 --> 00:15:20.000]  還是多次
[00:15:20.000 --> 00:15:22.000]  不是一天兩天
[00:15:22.000 --> 00:15:27.000]  那是長期以來幾百年都是這樣的情況
[00:15:27.000 --> 00:15:33.000]  所以到了耶路撒冷
[00:15:33.000 --> 00:15:36.000]  就到祖前大概六百年
[00:15:36.000 --> 00:15:42.000]  耶路撒冷就被巴比倫攻下來了
[00:15:42.000 --> 00:15:45.000]  巴比倫把耶路撒冷圍起來
[00:15:45.000 --> 00:15:47.000]  裡面糧食都沒有了
[00:15:47.000 --> 00:15:52.000]  甚至還有人要吃自己的兒女的
[00:15:52.000 --> 00:15:56.000]  整個災荒是非常的厲害
[00:15:56.000 --> 00:15:57.000]  在那個時候
[00:15:57.000 --> 00:15:59.000]  在他淪陷以前
[00:15:59.000 --> 00:16:03.000]  神就接到耶利米來預言
[00:16:03.000 --> 00:16:05.000]  預言什麼呢
[00:16:05.000 --> 00:16:08.000]  預言神要審判以色列人
[00:16:08.000 --> 00:16:11.000]  猶大國必定滅亡
[00:16:11.000 --> 00:16:16.000]  當神憤怒的時候
[00:16:16.000 --> 00:16:18.000]  向你們發作的時候
[00:16:18.000 --> 00:16:21.000]  但是神還有恩典
[00:16:21.000 --> 00:16:27.000]  他還紀念他跟亞伯拉罕立的約
[00:16:27.000 --> 00:16:30.000]  神應許還要恢復他們
[00:16:30.000 --> 00:16:36.000]  到了時候還要把他們領回到自己原來的地方
[00:16:36.000 --> 00:16:42.000]  所以神就在以色列國猶大國快要滅亡以前
[00:16:42.000 --> 00:16:47.000]  他呼召耶利米作為他的先知
[00:16:47.000 --> 00:16:49.000]  來發什麼警告
[00:16:49.000 --> 00:16:51.000]  來告訴這些百姓
[00:16:51.000 --> 00:16:54.000]  說審判臨近了
[00:16:54.000 --> 00:16:58.000]  如果你們還能改正你們的行為
[00:16:58.000 --> 00:17:01.000]  能不能會過自新的話
[00:17:01.000 --> 00:17:04.000]  你們還可以在這個地方居住
[00:17:04.000 --> 00:17:06.000]  否則的話
[00:17:06.000 --> 00:17:09.000]  外方人就把你們趕出去
[00:17:09.000 --> 00:17:13.000]  而且耶利米也按照神的意思
[00:17:13.000 --> 00:17:18.000]  多次的警告說巴比倫人他們快要來了
[00:17:18.000 --> 00:17:21.000]  他們是一個很兇猛的民族
[00:17:21.000 --> 00:17:25.000]  他來了以後沒有人可以來抵擋他
[00:17:25.000 --> 00:17:27.000]  那你們要投降
[00:17:27.000 --> 00:17:30.000]  要順從巴比倫來
[00:17:30.000 --> 00:17:33.000]  這樣的話就是神給你們的審判
[00:17:33.000 --> 00:17:36.000]  你要接受神給你們的審判
[00:17:36.000 --> 00:17:42.000]  那麼這樣的話你們才可以在這個地方還繼續的生存下去
[00:17:42.000 --> 00:17:47.000]  這個是耶利米先知最難最難傳講的話
[00:17:47.000 --> 00:17:51.000]  你想想看如果是一個國家
[00:17:51.000 --> 00:17:55.000]  比如一個國家有外國的打過來了
[00:17:55.000 --> 00:17:57.000]  然後有個先知出來說
[00:17:57.000 --> 00:18:00.000]  你們要去投降外國人
[00:18:00.000 --> 00:18:02.000]  那你這個信息傳出來
[00:18:02.000 --> 00:18:04.000]  你是個賣國的先知了
[00:18:04.000 --> 00:18:07.000]  人家說你怎麼不愛自己的國家
[00:18:07.000 --> 00:18:11.000]  所以耶利米傳講這話是很難的
[00:18:11.000 --> 00:18:13.000]  怎麼講的話百姓又不聽
[00:18:13.000 --> 00:18:16.000]  他只能流淚在神面前禱告
[00:18:16.000 --> 00:18:20.000]  求神憐憫我們這些百姓
[00:18:20.000 --> 00:18:24.000]  所以耶利米也稱為流淚的先知
[00:18:24.000 --> 00:18:27.000]  因為他講的沒有人願意聽
[00:18:27.000 --> 00:18:30.000]  他講的反而責怪他
[00:18:30.000 --> 00:18:32.000]  你怎麼能說我們要亡國呢
[00:18:32.000 --> 00:18:35.000]  怎麼說我們的聖殿要被拆毀呢
[00:18:35.000 --> 00:18:38.000]  是不可能的
[00:18:38.000 --> 00:18:41.000]  所以這個耶利米這一生中間
[00:18:41.000 --> 00:18:47.000]  他所傳講的信息是人很反感不能夠接受的
[00:18:47.000 --> 00:18:50.000]  但是卻是神的話
[00:18:50.000 --> 00:18:53.000]  到了耶利米的時候
[00:18:53.000 --> 00:18:57.000]  以色列人已經到了不可救藥的地步了
[00:18:57.000 --> 00:19:00.000]  好像到病的話已經到末期了
[00:19:00.000 --> 00:19:02.000]  什麼藥都沒有用了
[00:19:02.000 --> 00:19:05.000]  這個是他們的情景
[00:19:05.000 --> 00:19:09.000]  但是神還有恩典還有憐憫
[00:19:09.000 --> 00:19:13.000]  他允許賜福給亞伯蘭的後裔
[00:19:13.000 --> 00:19:18.000]  所以他沒有把以色列人全都滅絕
[00:19:18.000 --> 00:19:21.000]  所以在耶利米三十一章
[00:19:21.000 --> 00:19:27.000]  神就藉著耶利米先知把心願來告訴他們
[00:19:27.000 --> 00:19:30.000]  所以這句話就是心願
[00:19:30.000 --> 00:19:33.000]  所以第三十一節說
[00:19:33.000 --> 00:19:36.000]  耶和華說日子將到
[00:19:36.000 --> 00:19:41.000]  我要與以色列家和猶大家另立心願
[00:19:41.000 --> 00:19:47.000]  所以心願在聖經裡頭第一次提到一個心願
[00:19:47.000 --> 00:19:49.000]  也就是唯獨一次
[00:19:49.000 --> 00:19:55.000]  在聖經裡頭所提到的心願這個名詞只有這一次
[00:19:55.000 --> 00:20:00.000]  但是心願的內容卻是貫穿在聖經裡頭
[00:20:00.000 --> 00:20:02.000]  個體的聖經裡頭
[00:20:02.000 --> 00:20:04.000]  這是提到心願
[00:20:04.000 --> 00:20:07.000]  所以神賜下心願
[00:20:07.000 --> 00:20:09.000]  就是神在審判的時候
[00:20:09.000 --> 00:20:11.000]  他還是有憐憫
[00:20:11.000 --> 00:20:13.000]  神對我們也是這樣
[00:20:13.000 --> 00:20:15.000]  神管教我們
[00:20:15.000 --> 00:20:16.000]  當我們不聽神的話
[00:20:16.000 --> 00:20:18.000]  神會管教我們
[00:20:18.000 --> 00:20:20.000]  神會叫我們遇到一些難處
[00:20:20.000 --> 00:20:22.000]  遇到一些疾病
[00:20:22.000 --> 00:20:24.000]  為什麼呢
[00:20:24.000 --> 00:20:26.000]  不是無緣無故的
[00:20:26.000 --> 00:20:29.000]  很多時候是因為我們不聽神的話
[00:20:29.000 --> 00:20:31.000]  我們離開神
[00:20:31.000 --> 00:20:33.000]  神就藉著一些難處
[00:20:33.000 --> 00:20:36.000]  叫我們回來
[00:20:36.000 --> 00:20:38.000]  所以他在審判我們
[00:20:38.000 --> 00:20:40.000]  在管教我們的時候
[00:20:40.000 --> 00:20:43.000]  神仍然是有憐憫的
[00:20:43.000 --> 00:20:46.000]  神有憐憫
[00:20:46.000 --> 00:20:49.000]  那麼要用一點時間來看心願的內容
[00:20:49.000 --> 00:20:52.000]  到底心願講的是什麼呢
[00:20:52.000 --> 00:20:54.000]  就是我們剛才讀的
[00:20:54.000 --> 00:20:56.000]  閻麗米書三十一章
[00:20:56.000 --> 00:20:58.000]  三十一節到三十四節
[00:20:58.000 --> 00:21:00.000]  這一段裡頭
[00:21:00.000 --> 00:21:02.000]  這一段裡頭
[00:21:02.000 --> 00:21:05.000]  就是講到心願的內容
[00:21:05.000 --> 00:21:07.000]  我們要先看看
[00:21:07.000 --> 00:21:09.000]  立約的雙方是誰
[00:21:09.000 --> 00:21:11.000]  他跟誰立約
[00:21:11.000 --> 00:21:13.000]  那麼一邊呢
[00:21:13.000 --> 00:21:15.000]  是神
[00:21:15.000 --> 00:21:16.000]  另一邊呢
[00:21:16.000 --> 00:21:17.000]  另一方呢
[00:21:17.000 --> 00:21:19.000]  是以色列和加
[00:21:19.000 --> 00:21:26.000]  這是神與人立的心願
[00:21:26.000 --> 00:21:28.000]  是兩方面
[00:21:28.000 --> 00:21:30.000]  一方是神
[00:21:30.000 --> 00:21:31.000]  一方面呢
[00:21:31.000 --> 00:21:32.000]  另一方呢
[00:21:32.000 --> 00:21:34.000]  是以色列加跟猶大加
[00:21:34.000 --> 00:21:37.000]  就是所有的以色列的人
[00:21:37.000 --> 00:21:41.000]  所以你要從這個地方
[00:21:41.000 --> 00:21:43.000]  根據就是三十一節
[00:21:43.000 --> 00:21:46.000]  三十一章三十一節講得很清楚
[00:21:46.000 --> 00:21:52.000]  他是跟以色列加跟猶大加另立心願
[00:21:52.000 --> 00:21:58.000]  所謂的心願是在祖前六百年左右立的
[00:21:58.000 --> 00:22:00.000]  應許的
[00:22:00.000 --> 00:22:04.000]  所謂是我們以為說我們是心願的
[00:22:04.000 --> 00:22:06.000]  以色列是舊約
[00:22:06.000 --> 00:22:09.000]  那麼心願是對我們教會立的
[00:22:09.000 --> 00:22:10.000]  對信徒立的
[00:22:10.000 --> 00:22:12.000]  並不是這樣
[00:22:12.000 --> 00:22:13.000]  根據聖經
[00:22:13.000 --> 00:22:17.000]  他是跟以色列人立的心願
[00:22:17.000 --> 00:22:19.000]  應許給他們心願
[00:22:19.000 --> 00:22:22.000]  那心願有什麼內容呢
[00:22:22.000 --> 00:22:24.000]  第一個
[00:22:24.000 --> 00:22:29.000]  律法寫在他們心上
[00:22:29.000 --> 00:22:33.000]  在第三十三節
[00:22:33.000 --> 00:22:35.000]  就說到耶和華說
[00:22:35.000 --> 00:22:37.000]  那些日子以後
[00:22:37.000 --> 00:22:41.000]  我與以色列加所立的約乃是這樣
[00:22:41.000 --> 00:22:45.000]  下面就說到信徒的內容是什麼了
[00:22:45.000 --> 00:22:46.000]  第一個
[00:22:46.000 --> 00:22:50.000]  我要將我的律法放在他們裡面
[00:22:50.000 --> 00:22:53.000]  寫在他們心上
[00:22:53.000 --> 00:22:56.000]  放在以色列人的裡面
[00:22:56.000 --> 00:23:00.000]  要寫在他們的心上
[00:23:00.000 --> 00:23:02.000]  這個什麼意思呢
[00:23:02.000 --> 00:23:07.000]  就是要叫他們要盡到自己的責任
[00:23:07.000 --> 00:23:09.000]  把這事情放在心上
[00:23:09.000 --> 00:23:11.000]  把這律法放在心上
[00:23:11.000 --> 00:23:13.000]  你們就是要遵守的話
[00:23:13.000 --> 00:23:17.000]  從心裡頭來遵守
[00:23:17.000 --> 00:23:18.000]  在這裡
