
[00:00:00.000 --> 00:00:03.000]  今次節目讓我們先聽神的話語
[00:02:07.000 --> 00:02:11.000]  只要大眾認為是這樣的話
[00:02:11.000 --> 00:02:13.000]  只要大眾認為都是這樣的話
[00:02:13.000 --> 00:02:16.000]  即或是錯我們都依然奮身下去
[00:02:16.000 --> 00:02:19.000]  既然是錯我們也要奮身下去
[00:02:19.000 --> 00:02:22.000]  但是原來在聖經裡面
[00:02:22.000 --> 00:02:23.000]  原來在聖經裡面
[00:02:23.000 --> 00:02:27.000]  教會清楚告訴我們
[00:02:27.000 --> 00:02:31.000]  這種虛假的合一或者和諧
[00:02:31.000 --> 00:02:34.000]  這種虛假的和諧或者和諧
[00:02:34.000 --> 00:02:38.000]  只是人的個人的wishful thinking個人的意願
[00:02:38.000 --> 00:02:40.000]  只是個人的意願
[00:02:40.000 --> 00:02:43.000]  造成所謂的和諧和合一呢?
[00:02:43.000 --> 00:02:45.000]  造成所謂的和諧和和一
[00:02:45.000 --> 00:02:49.000]  結果是帶人離開上帝更加遠
[00:02:49.000 --> 00:02:52.000]  帶人離開上帝更加遠
[00:02:52.000 --> 00:02:54.000]  為什麼我這樣說呢?
[00:02:54.000 --> 00:02:56.000]  為什麼我們這麼去講呢?
[00:02:56.000 --> 00:02:57.000]  因為今天的信徒
[00:02:57.000 --> 00:02:58.000]  因為今天的信徒
[00:02:58.000 --> 00:03:00.000]  或者教會比較準確一點
[00:03:00.000 --> 00:03:02.000]  或者教會比較準確一點
[00:03:02.000 --> 00:03:04.000]  被視為一個人的群體
[00:03:04.000 --> 00:03:06.000]  被視為人的群體
[00:03:06.000 --> 00:03:10.000]  既然人的群體就要人去支持才能夠運作
[00:03:10.000 --> 00:03:12.000]  要人的支持才能運作
[00:03:12.000 --> 00:03:14.000]  上帝怎麼支持?
[00:03:14.000 --> 00:03:16.000]  上帝怎麼支持?
[00:03:16.000 --> 00:03:17.000]  不太重要
[00:03:17.000 --> 00:03:18.000]  不大重要
[00:03:18.000 --> 00:03:20.000]  最重要大眾支持呢?
[00:03:20.000 --> 00:03:22.000]  最重要是大眾去支持
[00:03:22.000 --> 00:03:25.000]  於是乎就有更好的發展
[00:03:25.000 --> 00:03:26.000]  於是有更好的發展
[00:03:26.000 --> 00:03:28.000]  以前就說
[00:03:28.000 --> 00:03:32.000]  信會是走這個所謂
[00:03:32.000 --> 00:03:37.000]  我們叫做congregational structure
[00:03:37.000 --> 00:03:38.000]  會眾制
[00:03:38.000 --> 00:03:41.000]  這次會是行會眾制
[00:03:41.000 --> 00:03:44.000]  會眾大家共同的意願
[00:03:44.000 --> 00:03:46.000]  會眾大家共同的意願
[00:03:46.000 --> 00:03:49.000]  就好像是上帝的意願一樣
[00:03:49.000 --> 00:03:51.000]  就好像是上帝的意願一樣
[00:03:51.000 --> 00:03:53.000]  這個說法
[00:03:53.000 --> 00:03:54.000]  這個說法
[00:03:54.000 --> 00:03:55.000]  是直根在懷
[00:03:55.000 --> 00:03:57.000]  特別是在浸信會的傳統
[00:03:57.000 --> 00:03:59.000]  是直根在懷浸信會的傳統
[00:03:59.000 --> 00:04:02.000]  浸信會強調的是聖經的教訓
[00:04:02.000 --> 00:04:05.000]  浸信會強調的是聖經的教訓
[00:04:05.000 --> 00:04:08.000]  成為教會會有一個嚴謹的要求
[00:04:08.000 --> 00:04:09.000]  成為教會會有一個嚴謹的要求
[00:04:09.000 --> 00:04:12.000]  和成為教會的會有一個嚴格的要求
[00:04:12.000 --> 00:04:17.000]  但是後來漸漸浸信會連自己的教導都不強的時候
[00:04:17.000 --> 00:04:20.000]  但是後來漸漸浸信會連自己的教導都不強的時候
[00:04:20.000 --> 00:04:24.000]  而只是專注在大眾喜歡的事情
[00:04:24.000 --> 00:04:27.000]  而只是專注在大眾喜歡的事情
[00:04:27.000 --> 00:04:30.000]  原本想著大家有一個穩固的信仰基礎
[00:04:30.000 --> 00:04:31.000]  原本想著大家有一個穩固的信仰基礎
[00:04:31.000 --> 00:04:33.000]  能夠摸準上帝的心意這個看法
[00:04:33.000 --> 00:04:34.000]  原本想著大家有一個穩固的信仰基礎
[00:04:34.000 --> 00:04:35.000]  原本想著大家有一個穩固的信仰基礎
[00:04:35.000 --> 00:04:36.000]  原本想著大家有一個穩固的信仰基礎
[00:04:36.000 --> 00:04:37.000]  原本想著大家有一個穩固的信仰基礎
[00:04:37.000 --> 00:04:38.000]  原本想著大家有一個穩固的信仰基礎
[00:04:38.000 --> 00:04:39.000]  掌握上帝的心意
[00:04:39.000 --> 00:04:48.000]  漸漸就不成立了,既然在這個情況,信徒的靈性越來越差
[00:04:48.000 --> 00:04:54.000]  對上帝的教導,上帝的心思意念缺乏了理解
[00:04:54.000 --> 00:04:56.000]  對上帝的教導,上帝的心思意念缺乏了理解
[00:04:56.000 --> 00:04:57.000]  對上帝的教導,上帝的心思意念缺乏了理解
[00:04:57.000 --> 00:04:58.000]  共同的決定
[00:04:58.000 --> 00:04:59.000]  共同的決定
[00:04:59.000 --> 00:05:03.000]  就變成漸漸走了今天所謂的民主思維
[00:05:03.000 --> 00:05:06.000]  就逐步轉向今天的民主思維
[00:05:06.000 --> 00:05:11.000]  下下在教會裏面,就好像在民主國家裏面
[00:05:11.000 --> 00:05:14.000]  去不斷去尋求一些選票
[00:05:14.000 --> 00:05:18.000]  就是在教會裏面,就像民主國家一樣尋求選票
[00:05:18.000 --> 00:05:20.000]  數夠選票,我就贏了
[00:05:20.000 --> 00:05:22.000]  如果選票夠,我就贏了
[00:05:22.000 --> 00:05:25.000]  我想,數不夠選票的時候
[00:05:25.000 --> 00:05:27.000]  當選票不夠的時候
[00:05:27.000 --> 00:05:28.000]  我就輸了
[00:05:28.000 --> 00:05:29.000]  那我就輸了
[00:05:29.000 --> 00:05:32.000]  甚至在教會裏面,造成很多的局面
[00:05:32.000 --> 00:05:33.000]  甚至在教會裏面,造成很多的局面
[00:05:33.000 --> 00:05:36.000]  即或離經背道都好
[00:05:36.000 --> 00:05:37.000]  即使離經背道都好
[00:05:37.000 --> 00:05:40.000]  只要能夠幫助自己賺取選票
[00:05:40.000 --> 00:05:42.000]  只要能為自己抓取選票
[00:05:42.000 --> 00:05:45.000]  不惜一切,錯你都會去做的
[00:05:45.000 --> 00:05:47.000]  不惜一切,即使錯也會做
[00:05:47.000 --> 00:05:50.000]  剛剛說了,台灣大選就是這樣的現象
[00:05:50.000 --> 00:05:53.000]  過去台灣大選就是這個現象
[00:05:53.000 --> 00:05:56.000]  不是代表現時執政的政府
[00:05:56.000 --> 00:05:59.000]  他們是代表說他們做的事情是對的
[00:05:59.000 --> 00:06:02.000]  不代表現在政府做的事情是對的
[00:06:02.000 --> 00:06:06.000]  只不過在大部分人被煽動的情況之下
[00:06:06.000 --> 00:06:08.000]  在大部分被煽動的情況之下
[00:06:08.000 --> 00:06:10.000]  他們贏了
[00:06:10.000 --> 00:06:13.000]  這種情況,今天教會經常發生
[00:06:13.000 --> 00:06:15.000]  這件事情在教會其實很好取捨
[00:06:15.000 --> 00:06:16.000]  但是教會為了合一
[00:06:16.000 --> 00:06:18.000]  在教會為了合一
[00:06:18.000 --> 00:06:19.000]  離經背道都無所謂
[00:06:19.000 --> 00:06:20.000]  離經背道都無所謂
[00:06:20.000 --> 00:06:21.000]  這樣的情況
[00:06:21.000 --> 00:06:22.000]  這種情況
[00:06:22.000 --> 00:06:24.000]  是不是信徒應該走的路呢
[00:06:24.000 --> 00:06:26.000]  是不是信徒應該走的路呢
[00:06:26.000 --> 00:06:27.000]  試圖行轉
[00:06:27.000 --> 00:06:28.000]  試圖行轉
[00:06:28.000 --> 00:06:29.000]  來到最後的一部分
[00:06:29.000 --> 00:06:31.000]  來到最後的一部分
[00:06:31.000 --> 00:06:34.000]  我就要帶你和我去看清楚
[00:06:34.000 --> 00:06:36.000]  這個應該有的答案是什麼
[00:06:36.000 --> 00:06:40.000]  就是帶你和我看應有的答案是什麼
[00:06:40.000 --> 00:06:41.000]  教會應該怎麼運作
[00:06:41.000 --> 00:06:42.000]  教會應該怎麼運作
[00:06:42.000 --> 00:06:44.000]  教會會不會面對美國警方
[00:06:44.000 --> 00:06:46.000]  教會會不會面對美國警方
[00:06:46.000 --> 00:06:49.000]  信徒應該在教會屬神的群體裡
[00:06:49.000 --> 00:06:51.000]  應該怎麼樣去參與
[00:06:51.000 --> 00:06:53.000]  教會在所有群體裡應該怎麼去參與
[00:06:53.000 --> 00:06:56.000]  怎麼掌握上帝的宗旨意念
[00:06:56.000 --> 00:06:58.000]  怎麼掌握上帝的宗旨意念
[00:06:58.000 --> 00:06:59.000]  能夠走在面前的路
[00:06:59.000 --> 00:07:01.000]  能夠走在面前的路
[00:07:01.000 --> 00:07:02.000]  即刮面前的路
[00:07:02.000 --> 00:07:03.000]  即刮面前的路
[00:07:03.000 --> 00:07:04.000]  即刮面前的路
[00:07:04.000 --> 00:07:06.000]  未必是你和我所想的所謂合一
[00:07:06.000 --> 00:07:09.000]  未必是你和我所想的合一
[00:07:09.000 --> 00:07:10.000]  未必是你和我所想的合一
[00:07:10.000 --> 00:07:11.000]  大家開心
[00:07:11.000 --> 00:07:12.000]  大家開心
[00:07:12.000 --> 00:07:15.000]  但是這個才是正確教會應該走的路
[00:07:15.000 --> 00:07:16.000]  正確教會應該走的路
[00:07:16.000 --> 00:07:17.000]  正確教會應該走的路
[00:07:17.000 --> 00:07:18.000]  剛才我們說浸信會
[00:07:18.000 --> 00:07:19.000]  剛才我們說浸信會
[00:07:19.000 --> 00:07:20.000]  其實不單止浸信會
[00:07:20.000 --> 00:07:21.000]  其實今天普世所有的教會
[00:07:21.000 --> 00:07:22.000]  其實今天普世所有的教會
[00:07:22.000 --> 00:07:24.000]  都走上這個錯誤的道路上
[00:07:24.000 --> 00:07:26.000]  就算我們剛才講過進行會
[00:07:26.000 --> 00:07:27.000]  實際上現在普世教會
[00:07:27.000 --> 00:07:29.000]  都走上錯誤的道路上
[00:07:29.000 --> 00:07:30.000]  大家覺得開心就可以了
[00:07:30.000 --> 00:07:31.000]  大家覺得開心就可以了
[00:07:31.000 --> 00:07:33.000]  大家覺得舒服就可以了
[00:07:33.000 --> 00:07:34.000]  大家覺得舒服就可以了
[00:07:34.000 --> 00:07:36.000]  寧恩派就走這條路
[00:07:36.000 --> 00:07:37.000]  寧恩派走這條路
[00:07:37.000 --> 00:07:38.000]  有些性惡
[00:07:38.000 --> 00:07:39.000]  有些性惡
[00:07:39.000 --> 00:07:41.000]  甚至有些Rap的明星
[00:07:41.000 --> 00:07:44.000]  有些有名的明星
[00:07:44.000 --> 00:07:46.000]  叫做繞口歌
[00:07:46.000 --> 00:07:47.000]  叫做繞口歌
[00:07:47.000 --> 00:07:48.000]  Rap
[00:07:48.000 --> 00:07:50.000]  來到去唱出來
[00:07:50.000 --> 00:07:51.000]  大家開心
[00:07:51.000 --> 00:07:52.000]  大家開心
[00:07:52.000 --> 00:07:53.000]  感覺良好
[00:07:53.000 --> 00:07:54.000]  大家開心
[00:07:54.000 --> 00:07:55.000]  感覺良好
[00:07:55.000 --> 00:07:56.000]  大家支持他
[00:07:56.000 --> 00:07:57.000]  甚至有些教會
[00:07:57.000 --> 00:07:59.000]  我們甚麼神學都不要講
[00:07:59.000 --> 00:08:01.000]  我們教會甚麼神學都不要講
[00:08:01.000 --> 00:08:02.000]  不要講那麼多聖經
[00:08:02.000 --> 00:08:03.000]  不要講那麼多聖經
[00:08:03.000 --> 00:08:05.000]  道理不需要怎樣詳細解釋
[00:08:05.000 --> 00:08:07.000]  你覺得是甚麼就行了
[00:08:07.000 --> 00:08:09.000]  不要去講太多聖經道理
[00:08:09.000 --> 00:08:11.000]  只要你覺得是甚麼
[00:08:11.000 --> 00:08:12.000]  你覺得就是上帝覺得
[00:08:12.000 --> 00:08:14.000]  只要你覺得就是上帝覺得
[00:08:14.000 --> 00:08:15.000]  非常危險
[00:08:15.000 --> 00:08:16.000]  非常危險
[00:08:16.000 --> 00:08:18.000]  以前我們曾經遇見過一個
[00:08:18.000 --> 00:08:19.000]  這樣的弟兄
[00:08:19.000 --> 00:08:20.000]  是教會的主席
[00:08:20.000 --> 00:08:23.000]  我們曾經遇見這麼一個弟兄
[00:08:23.000 --> 00:08:25.000]  什麼叫做上帝的旨意
[00:08:25.000 --> 00:08:26.000]  什麼叫做上帝的旨意
[00:08:26.000 --> 00:08:28.000]  他說只要我們覺得舒服
[00:08:28.000 --> 00:08:29.000]  只要我們覺得舒服
[00:08:29.000 --> 00:08:31.000]  這個就是上帝的旨意
[00:08:31.000 --> 00:08:32.000]  就是上帝的旨意
[00:08:32.000 --> 00:08:33.000]  我心覺得不舒服
[00:08:33.000 --> 00:08:34.000]  我一覺得不舒服
[00:08:34.000 --> 00:08:36.000]  就不是上帝的旨意
[00:08:36.000 --> 00:08:37.000]  就不是上帝的旨意
[00:08:37.000 --> 00:08:39.000]  不過聖經卻拿很多的例證
[00:08:39.000 --> 00:08:40.000]  告訴我們知道
[00:08:40.000 --> 00:08:42.000]  但聖經告訴我們很多例證
[00:08:42.000 --> 00:08:45.000]  聖經上帝的旨意就是洗到信徒很不舒服
[00:08:45.000 --> 00:08:47.000]  這真的是上帝的旨意
[00:08:47.000 --> 00:08:49.000]  讓信徒感到不舒服
[00:08:49.000 --> 00:08:51.000]  我們看看今天這段經文
[00:08:51.000 --> 00:08:52.000]  我們今天看多少個經文
[00:08:52.000 --> 00:08:53.000]  第十七節
[00:08:53.000 --> 00:08:54.000]  第十七節
[00:08:54.000 --> 00:08:56.000]  司徒行傳第十八章
[00:08:56.000 --> 00:08:57.000]  司徒行傳第十八章
[00:08:57.000 --> 00:08:59.000]  到最後尾第三十一節
[00:08:59.000 --> 00:09:01.000]  到最後尾三十一節
[00:09:01.000 --> 00:09:02.000]  也可以這麼說
[00:09:02.000 --> 00:09:04.000]  是在整個司徒行傳的結束
[00:09:04.000 --> 00:09:06.000]  也是整個司徒行傳的結束
[00:09:06.000 --> 00:09:07.000]  司徒行傳的結束是什麼呢
[00:09:07.000 --> 00:09:08.000]  剛才衛東讀過一次
[00:09:08.000 --> 00:09:10.000]  大家也聽過一次
[00:09:10.000 --> 00:09:12.000]  司徒行傳的這個結束
[00:09:12.000 --> 00:09:13.000]  我已經讀過一次
[00:09:13.000 --> 00:09:14.000]  不過簡單一點
[00:09:14.000 --> 00:09:15.000]  我講一次
[00:09:15.000 --> 00:09:17.000]  因為如果大家不記得的
[00:09:17.000 --> 00:09:18.000]  有個概念
[00:09:18.000 --> 00:09:21.000]  我都容易去幫助大家理解
[00:09:21.000 --> 00:09:22.000]  我再簡單講一次
[00:09:22.000 --> 00:09:24.000]  我已經講過了
[00:09:24.000 --> 00:09:26.000]  保羅久經辛苦
[00:09:26.000 --> 00:09:27.000]  勞碌
[00:09:27.000 --> 00:09:28.000]  海難
[00:09:28.000 --> 00:09:29.000]  逼迫
[00:09:29.000 --> 00:09:32.000]  直至去到羅馬城
[00:09:32.000 --> 00:09:36.000]  保羅經過九流一史
[00:09:36.000 --> 00:09:38.000]  終於到了羅馬城
[00:09:38.000 --> 00:09:39.000]  因為他的好的見證
[00:09:39.000 --> 00:09:41.000]  他的美好的見證
[00:09:41.000 --> 00:09:45.000]  甚至他昔日在愛沙尼亞的便道
[00:09:45.000 --> 00:09:48.000]  使得伯夫長對他另眼相看
[00:09:48.000 --> 00:09:50.000]  在凱撒尼亞的便道
[00:09:50.000 --> 00:09:51.000]  讓伯夫長對他
[00:09:51.000 --> 00:09:53.000]  另眼相看
[00:09:53.000 --> 00:09:54.000]  於是怎樣呢
[00:09:54.000 --> 00:09:56.000]  他有一個特別的安排給他
[00:09:56.000 --> 00:09:57.000]  他有特別的安排給他
[00:09:57.000 --> 00:09:59.000]  其他的囚犯全部被監禁
[00:09:59.000 --> 00:10:01.000]  其他的囚犯全部被監禁
[00:10:01.000 --> 00:10:04.000]  但是保羅他蒙準
[00:10:04.000 --> 00:10:06.000]  可以在自己的地方
[00:10:06.000 --> 00:10:08.000]  只有一個兵丁看守著他
[00:10:08.000 --> 00:10:09.000]  他可以有自由
[00:10:09.000 --> 00:10:11.000]  就讓他在自己的地方
[00:10:11.000 --> 00:10:12.000]  只有一個兵丁看守
[00:10:12.000 --> 00:10:13.000]  讓他有自由
[00:10:13.000 --> 00:10:15.000]  等候他去上訴
[00:10:15.000 --> 00:10:17.000]  去到愛沙這件事
[00:10:17.000 --> 00:10:19.000]  等候上訴到凱撒尼亞
[00:10:19.000 --> 00:10:20.000]  第17節開始就介紹到
[00:10:20.000 --> 00:10:22.000]  保羅就在羅馬
[00:10:22.000 --> 00:10:23.000]  剛剛過了三天
[00:10:23.000 --> 00:10:25.000]  他馬上就工作了
[00:10:25.000 --> 00:10:26.000]  他到羅馬過了三天
[00:10:26.000 --> 00:10:27.000]  馬上就工作了
[00:10:27.000 --> 00:10:28.000]  是說過了三天
[00:10:28.000 --> 00:10:32.000]  這個形容
[00:10:32.000 --> 00:10:33.000]  在《司徒函傳》裏面
[00:10:33.000 --> 00:10:36.000]  就好像你的電子手錶提醒你
[00:10:36.000 --> 00:10:38.000]  某段時間要動一下
[00:10:38.000 --> 00:10:39.000]  這樣
[00:10:39.000 --> 00:10:40.000]  這每到三日
[00:10:40.000 --> 00:10:42.000]  在《史多西傳》提到三日的時候
[00:10:42.000 --> 00:10:44.000]  就是要提醒你了
[00:10:44.000 --> 00:10:48.000]  三日是提醒我們這些讀者
[00:10:48.000 --> 00:10:50.000]  就三日是提醒我們
[00:10:50.000 --> 00:10:52.000]  拯救拯救拯救這個主題
[00:10:52.000 --> 00:10:55.000]  就拯救拯救拯救這個主題
[00:10:55.000 --> 00:10:56.000]  拯救從哪裡來
[00:10:56.000 --> 00:10:58.000]  從耶穌基督復活而來
[00:10:58.000 --> 00:10:59.000]  就是拯救從哪裡來
[00:10:59.000 --> 00:11:01.000]  從耶穌基督的復活而來
[00:11:01.000 --> 00:11:03.000]  三天這個只是一個提醒
[00:11:03.000 --> 00:11:04.000]  三天只是一個提醒
[00:11:04.000 --> 00:11:06.000]  保羅要去和他們
[00:11:06.000 --> 00:11:09.000]  談論有關拯救的問題
[00:11:09.000 --> 00:11:12.000]  保羅要和他們談論拯救的問題
[00:11:12.000 --> 00:11:14.000]  保羅馬上去找猶太人的首領
[00:11:14.000 --> 00:11:16.000]  保羅請猶太人的首領
[00:11:16.000 --> 00:11:18.000]  找他們來到他的住所裡面
[00:11:18.000 --> 00:11:19.000]  來到他的住所
[00:11:19.000 --> 00:11:21.000]  要和他們商議
[00:11:21.000 --> 00:11:22.000]  和他們商議
[00:11:22.000 --> 00:11:23.000]  讓我們看看
[00:11:23.000 --> 00:11:24.000]  保羅不是因為
[00:11:24.000 --> 00:11:26.000]  他在老遠的耶路撒冷
[00:11:26.000 --> 00:11:27.000]  或者愛沙尼亞那裡
[00:11:27.000 --> 00:11:31.000]  和任何猶太人的領袖不和
[00:11:31.000 --> 00:11:33.000]  他就跟著和你割席
[00:11:33.000 --> 00:11:34.000]  不是這樣的態度
[00:11:34.000 --> 00:11:36.000]  不是說因為他在耶路撒冷受批判
[00:11:36.000 --> 00:11:39.000]  就和猶太人的首領割席
[00:11:39.000 --> 00:11:42.000]  保羅他的原則去報導
[00:11:42.000 --> 00:11:44.000]  仍然是先由猶太人
[00:11:44.000 --> 00:11:46.000]  他自己的同胞開始
[00:11:46.000 --> 00:11:50.000]  他的報導原則是先從自己的同胞開始
[00:11:50.000 --> 00:11:52.000]  所以保羅不等候
[00:11:52.000 --> 00:11:55.000]  究竟政府怎樣去對付法羅
[00:11:55.000 --> 00:11:59.000]  他首先主動地去找這些猶太人領袖
[00:11:59.000 --> 00:12:01.000]  他不等到政府的法羅
[00:12:01.000 --> 00:12:03.000]  先找猶太人的領袖
[00:12:03.000 --> 00:12:04.000]  就和他們討論一番
[00:12:04.000 --> 00:12:05.000]  和他們討論一番
[00:12:05.000 --> 00:12:07.000]  簡單地說
[00:12:07.000 --> 00:12:08.000]  簡單地說
[00:12:08.000 --> 00:12:10.000]  在這個討論的過程的開始
[00:12:10.000 --> 00:12:12.000]  在這個討論的開始
[00:12:12.000 --> 00:12:14.000]  保羅很有禮貌地
[00:12:14.000 --> 00:12:16.000]  保羅很有禮貌地
[00:12:16.000 --> 00:12:20.000]  他沒有覺得猶太人的領袖是他的仇家
[00:12:20.000 --> 00:12:23.000]  他並沒有覺得猶太人的領袖是他的仇家
[00:12:23.000 --> 00:12:25.000]  你看看第17節
[00:12:25.000 --> 00:12:29.000]  保羅第一句跟他們說的就是弟兄們
[00:12:29.000 --> 00:12:31.000]  保羅第一句跟他們說的就是弟兄們
[00:12:31.000 --> 00:12:33.000]  在希臘文裡面
[00:12:33.000 --> 00:12:34.000]  在希臘文裡面
[00:12:34.000 --> 00:12:36.000]  Andrews Elder Voice
[00:12:36.000 --> 00:12:40.000]  他馬上說你是我主內的兄弟
[00:12:40.000 --> 00:12:42.000]  你是我主內的兄弟
[00:12:42.000 --> 00:12:47.000]  是一個對對方很尊重的稱呼
[00:12:47.000 --> 00:12:48.000]  是一個對對方很尊重的稱呼
[00:12:48.000 --> 00:12:50.000]  是一個對對方很尊重的稱呼
[00:12:50.000 --> 00:12:53.000]  這種稱呼其實在使徒行尊經常出現
[00:12:53.000 --> 00:12:55.000]  這種稱呼在使徒行尊經常出現
[00:12:55.000 --> 00:12:58.000]  我讀一次用這種做法的經文
[00:12:58.000 --> 00:13:00.000]  讓大家可以回去了解一下
[00:13:00.000 --> 00:13:02.000]  大家可以回去了解一下
[00:13:02.000 --> 00:13:03.000]  我列舉一些經文
[00:13:03.000 --> 00:13:05.000]  使徒行尊一章十六節
[00:13:05.000 --> 00:13:06.000]  使徒行尊一章十六節
[00:13:06.000 --> 00:13:07.000]  使徒行尊一章十六節
[00:13:07.000 --> 00:13:08.000]  一章廿九節
[00:13:08.000 --> 00:13:09.000]  二章二十九節
[00:13:09.000 --> 00:13:10.000]  三十七節
[00:13:10.000 --> 00:13:11.000]  三十七節
[00:13:11.000 --> 00:13:12.000]  七章二節
[00:13:12.000 --> 00:13:13.000]  七章二節
[00:13:13.000 --> 00:13:14.000]  二十六節
[00:13:14.000 --> 00:13:15.000]  二十六節
[00:13:15.000 --> 00:13:16.000]  第三章是第十五節
[00:13:16.000 --> 00:13:17.000]  十三章十五節
[00:13:17.000 --> 00:13:18.000]  二十六節
[00:13:18.000 --> 00:13:19.000]  二十六節
[00:13:19.000 --> 00:13:20.000]  三十八節
[00:13:20.000 --> 00:13:21.000]  三十八節
[00:13:21.000 --> 00:13:24.000]  另外在第五章
[00:13:24.000 --> 00:13:25.000]  另外在第五章
[00:13:25.000 --> 00:13:26.000]  第七節
[00:13:26.000 --> 00:13:27.000]  第七節
[00:13:27.000 --> 00:13:28.000]  十三節
[00:13:28.000 --> 00:13:29.000]  十三節
[00:13:29.000 --> 00:13:30.000]  二十二章
[00:13:30.000 --> 00:13:31.000]  二十二章
[00:13:31.000 --> 00:13:32.000]  第一節
[00:13:32.000 --> 00:13:33.000]  第一節
[00:13:33.000 --> 00:13:34.000]  二十三章
[00:13:34.000 --> 00:13:35.000]  第二章
[00:13:35.000 --> 00:13:36.000]  第一節和六節
[00:13:36.000 --> 00:13:39.000]  使徒行尊一章十六節
[00:13:39.000 --> 00:13:41.000]  使徒行尊一章十六節
[00:13:41.000 --> 00:13:42.000]  使徒行尊一章十六節
[00:13:42.000 --> 00:13:43.000]  使徒行尊一章十六節
[00:13:43.000 --> 00:13:44.000]  使徒行尊一章十六節
[00:13:44.000 --> 00:13:45.000]  使徒行尊一章十六節
[00:13:45.000 --> 00:13:46.000]  使徒行尊一章十六節
[00:13:46.000 --> 00:13:47.000]  使徒行尊一章十六節
[00:13:47.000 --> 00:13:48.000]  使徒行尊一章十六節
[00:13:48.000 --> 00:13:49.000]  使徒行尊一章十六節
[00:13:49.000 --> 00:13:50.000]  使徒行尊一章十六節
[00:13:50.000 --> 00:13:51.000]  使徒行尊一章十六節
[00:13:51.000 --> 00:13:52.000]  使徒行尊一章十六節
[00:13:52.000 --> 00:13:53.000]  使徒行尊一章十六節
[00:13:53.000 --> 00:13:54.000]  使徒行尊一章十六節
[00:13:54.000 --> 00:14:08.000]  使徒行尊一章十六節
[00:14:08.000 --> 00:14:09.000]  使徒行尊一章十六節
[00:14:09.000 --> 00:14:10.000]  使徒行尊一章十六節
[00:14:10.000 --> 00:14:11.000]  使徒行尊一章十六節
[00:14:11.000 --> 00:14:12.000]  使徒行尊一章十六節
[00:14:12.000 --> 00:14:13.000]  使徒行尊一章十六節
[00:14:13.000 --> 00:14:14.000]  使徒行尊一章十六節
[00:14:14.000 --> 00:14:15.000]  使徒行尊一章十六節
[00:14:15.000 --> 00:14:16.000]  使徒行尊一章十六節
[00:14:16.000 --> 00:14:17.000]  使徒行尊一章十六節
[00:14:17.000 --> 00:14:18.000]  使徒行尊一章十六節
[00:14:18.000 --> 00:14:19.000]  使徒行尊一章十六節
[00:14:19.000 --> 00:14:20.000]  使徒行尊一章十六節
[00:14:20.000 --> 00:14:21.000]  使徒行尊一章十六節
[00:14:21.000 --> 00:14:22.000]  使徒行尊一章十六節
[00:14:22.000 --> 00:14:24.000]  使徒行尊一章十六節
[00:14:24.000 --> 00:14:25.000]  使徒行尊一章十六節
[00:14:25.000 --> 00:14:26.000]  使徒行尊一章十六節
[00:14:26.000 --> 00:14:27.000]  使徒行尊一章十六節
