
[00:00:00.000 --> 00:00:05.720]  今天早上是一年一度的父親節
[00:04:31.560 --> 00:04:34.840]  普及中文譯本有不同的翻譯
[00:04:34.840 --> 00:04:35.880]  他這樣翻譯
[00:04:35.880 --> 00:04:37.840]  我想在你去世之前
[00:04:37.840 --> 00:04:40.280]  就分得你的家產
[00:04:40.280 --> 00:04:42.400]  現在就給我爸
[00:04:42.400 --> 00:04:44.920]  我想在你離開之前
[00:04:44.920 --> 00:04:46.880]  分得你的家產
[00:04:46.880 --> 00:04:48.280]  現在就分給我爸
[00:04:48.280 --> 00:04:50.680]  他覺得爸爸欠了他
[00:04:50.680 --> 00:04:52.560]  這好像就是父親是欠了他
[00:04:52.560 --> 00:04:54.720]  言下之意這個兒子就覺得
[00:04:54.720 --> 00:04:56.600]  爸爸你遲早都死的
[00:04:56.600 --> 00:04:57.800]  言下之意就是
[00:04:57.800 --> 00:04:59.600]  爸爸你遲早都要死了
[00:04:59.600 --> 00:05:01.800]  我只不過是提早領取而已
[00:05:01.800 --> 00:05:04.320]  我只不過是提早一點領取
[00:05:04.320 --> 00:05:07.800]  作為父親聽到兒子這麼無情的話
[00:05:07.800 --> 00:05:09.160]  真是情何以堪呢?
[00:05:09.160 --> 00:05:12.200]  作為父親聽到兒子這麼無情的話
[00:05:12.200 --> 00:05:13.720]  真的心裡非常的疼痛
[00:05:13.720 --> 00:05:15.200]  坦白說每個做父親
[00:05:15.200 --> 00:05:17.480]  我們都為子女預備最好的
[00:05:17.480 --> 00:05:19.240]  坦白說每個做父親
[00:05:19.240 --> 00:05:20.760]  都會為兒女預備最好的
[00:05:20.760 --> 00:05:22.320]  但我們不是欠他的
[00:05:22.320 --> 00:05:23.840]  但是我們不是欠他們的
[00:05:23.840 --> 00:05:25.440]  不可以說
[00:05:25.920 --> 00:05:28.680]  我的就是你的,你的就是你的
[00:05:28.680 --> 00:05:30.840]  不可以說我的就是你的,你的就是你的
[00:05:30.840 --> 00:05:34.240]  所以這個小兒子說出這番這麼無情的話
[00:05:34.240 --> 00:05:36.920]  所以這個小兒子講出這番這麼無情的話
[00:05:36.920 --> 00:05:38.320]  你大概可以推斷到
[00:05:38.320 --> 00:05:41.080]  無論他的性格、人品、價值觀
[00:05:41.080 --> 00:05:42.240]  都非常有問題
[00:05:42.240 --> 00:05:43.800]  你大概都可以推斷
[00:05:43.800 --> 00:05:45.880]  他的性格、人品、價值觀
[00:05:45.880 --> 00:05:47.000]  都非常的有問題
[00:05:47.000 --> 00:05:48.800]  所以整個浪子的故事
[00:05:48.800 --> 00:05:51.600]  就由這個小兒子這番無情的話
[00:05:51.600 --> 00:05:52.760]  揭開那個序幕
[00:05:52.760 --> 00:05:54.360]  所以整個浪子的故事
[00:05:54.360 --> 00:05:56.680]  就是由這個小兒子無情的話
[00:05:56.680 --> 00:05:58.680]  就揭開了這個序幕
[00:05:58.680 --> 00:06:01.440]  或者今天早上我們就從這位父親
[00:06:01.440 --> 00:06:04.080]  去學習一個為父的心的功夫
[00:06:04.080 --> 00:06:07.280]  或者今天早上我們就從這個父親身上學習
[00:06:07.280 --> 00:06:08.440]  怎麼樣為父的
[00:06:08.440 --> 00:06:11.680]  第一個我覺得一個很重要的觀念
[00:06:11.680 --> 00:06:14.680]  就是一個我們叫做父權或者充權的觀念
[00:06:14.680 --> 00:06:18.400]  第一個觀念我們學會叫父權或者是充權這個觀念
[00:06:18.400 --> 00:06:22.520]  十七世紀empower這個字的出現的時候
[00:06:22.520 --> 00:06:25.880]  十七世紀empower這個字的出現的時候
[00:06:25.880 --> 00:06:28.920]  意思就是授權或者允許
[00:06:28.920 --> 00:06:31.200]  意思就是授權或者是允許
[00:06:31.200 --> 00:06:36.320]  這個是表示一些原本擁有更高權力的人
[00:06:36.320 --> 00:06:38.880]  這表示本來擁有更高權力的人
[00:06:38.880 --> 00:06:42.240]  他就向一些比他低下的人分享他的權力
[00:06:42.240 --> 00:06:45.440]  他向這比他低下的人分享他的權力
[00:06:45.440 --> 00:06:50.200]  意思是父權這個字就是原本在權力以外
[00:06:50.200 --> 00:06:53.400]  現在我容許你進入這個權力的範圍裏面
[00:06:53.400 --> 00:06:55.760]  父權的意思是本來是權力以外
[00:06:55.760 --> 00:06:58.680]  現在我允許你進入到這個權力以內
[00:06:58.680 --> 00:07:00.160]  後來慢慢發展
[00:07:00.160 --> 00:07:01.120]  後來慢慢發展
[00:07:01.120 --> 00:07:03.800]  empower這個字就用於管理學
[00:07:03.800 --> 00:07:05.520]  或者青少年的事工裏面
[00:07:05.520 --> 00:07:09.800]  empower這個字用在管理學或者青少年事工上面
[00:07:09.800 --> 00:07:15.000]  父權的意思就是說授予他個人自主的能力
[00:07:15.000 --> 00:07:18.720]  父權這個意思是授予個人的自主的能力
[00:07:18.720 --> 00:07:23.160]  他藉著由學習、參與和合作的過程
[00:07:23.160 --> 00:07:26.520]  藉著從學習、參與的過程當中
[00:07:26.520 --> 00:07:30.120]  他懂得怎樣去管理自己相關事務的能力
[00:07:30.120 --> 00:07:33.560]  他懂得怎樣去管理自己相關事務的能力
[00:07:33.560 --> 00:07:35.560]  他懂得怎樣去管理自己相關事務的能力
[00:07:35.560 --> 00:07:36.800]  去提升自己的個人生活
[00:07:36.800 --> 00:07:42.640]  簡單來說就是我們給足夠的空間和權力給他
[00:07:42.640 --> 00:07:45.920]  簡單來說就是我們給他們足夠的空間和權力給他們
[00:07:45.920 --> 00:07:48.240]  容許他們犯錯
[00:07:48.240 --> 00:07:49.920]  讓他們在錯誤當中去學習
[00:07:49.920 --> 00:07:51.640]  讓他們在錯誤當中去學習
[00:07:51.640 --> 00:07:54.000]  以至他能夠為自己的人生負責任
[00:07:54.000 --> 00:07:56.640]  以至他能夠為自己的人生負責任
[00:07:56.640 --> 00:07:58.160]  然後慢慢邁向獨立
[00:07:58.160 --> 00:07:59.760]  然後慢慢邁向獨立
[00:07:59.760 --> 00:08:02.040]  這個就是所謂empower
[00:08:02.040 --> 00:08:04.880]  父權現在一個很重要的觀念
[00:08:04.880 --> 00:08:08.240]  這個所謂父權很重要的觀念
[00:08:08.240 --> 00:08:10.560]  特別我們對年輕人
[00:08:10.560 --> 00:08:13.840]  父權這個觀念是非常重要
[00:08:13.840 --> 00:08:15.240]  特別我們對年輕人
[00:08:15.240 --> 00:08:17.840]  父權這個觀念非常重要
[00:08:17.840 --> 00:08:20.760]  面對小兒子這個無理的要求
[00:08:20.760 --> 00:08:23.320]  面對小兒子這個無理的要求
[00:08:23.320 --> 00:08:25.960]  作為父親有足夠的理由去拒絕
[00:08:25.960 --> 00:08:28.800]  作為父親他有足夠的理由去拒絕
[00:08:28.800 --> 00:08:33.600]  經文形容這個父親就將家產分給他們
[00:08:33.600 --> 00:08:35.160]  這個經文裏面就寫
[00:08:35.160 --> 00:08:38.000]  就把自己的家產分給他們
[00:08:38.000 --> 00:08:40.960]  留意要求的是小兒子
[00:08:40.960 --> 00:08:43.040]  留意要求的是小兒子
[00:08:43.040 --> 00:08:44.840]  但是父親是一視同仁
[00:08:44.840 --> 00:08:47.440]  將家產分給小兒子和大兒子
[00:08:47.440 --> 00:08:49.080]  但是父親是一視同仁
[00:08:49.080 --> 00:08:51.720]  將家產分給小兒子和大兒子
[00:08:51.720 --> 00:08:54.080]  即是說兩個兒子是一視同仁
[00:08:54.080 --> 00:08:55.200]  沒有口齒薄彼的
[00:08:55.200 --> 00:08:58.320]  就是兩個兒子是一視同仁的分給他們
[00:08:58.320 --> 00:09:00.120]  從權力的角度
[00:09:00.120 --> 00:09:01.440]  從權力的角度
[00:09:01.440 --> 00:09:04.440]  浪子的父親沒有濫用他的權力
[00:09:04.440 --> 00:09:06.880]  浪子的父親沒有濫用他的權力
[00:09:06.880 --> 00:09:09.280]  隨後小兒子分到家產之後
[00:09:09.280 --> 00:09:11.160]  之後小兒子分到家產之後
[00:09:11.160 --> 00:09:13.960]  過了幾天就急不及待就離家出走了
[00:09:13.960 --> 00:09:17.120]  過了幾天急不及待就離家出走了
[00:09:17.120 --> 00:09:20.120]  父親既沒有禁止他離開
[00:09:20.120 --> 00:09:22.240]  他父親沒有禁止他離開
[00:09:22.240 --> 00:09:24.640]  也都容許他帶著家產離開
[00:09:24.640 --> 00:09:27.080]  也都容許他把家產帶著離開
[00:09:27.080 --> 00:09:28.080]  可能我們會想
[00:09:28.080 --> 00:09:31.000]  這個父親到底是負權還是放縱
[00:09:31.000 --> 00:09:32.560]  那人就會想
[00:09:32.560 --> 00:09:35.120]  這個父親到底是負權還是放縱
[00:09:35.120 --> 00:09:37.520]  究竟是想幫這個兒子
[00:09:37.520 --> 00:09:40.480]  還是太過縱容他
[00:09:40.480 --> 00:09:42.880]  令他自甘墮落
[00:09:42.880 --> 00:09:44.800]  到底是想幫這個兒子
[00:09:44.800 --> 00:09:46.600]  還是太過縱容他
[00:09:46.600 --> 00:09:48.120]  讓他自甘墮落
[00:09:48.120 --> 00:09:51.400]  這一幕就讓我想起很多年前
[00:09:51.400 --> 00:09:54.080]  這一幕讓我想起好多年前
[00:09:54.080 --> 00:09:59.040]  我的兒子決定由西岸加州
[00:09:59.040 --> 00:10:02.720]  去到東岸的緬因州讀大學
[00:10:02.720 --> 00:10:05.320]  我的兒子決定由西岸的加州
[00:10:05.320 --> 00:10:09.240]  到東岸的緬因州升讀大學
[00:10:09.240 --> 00:10:13.440]  美國的年輕人升讀大學只有一個要求
[00:10:13.440 --> 00:10:15.720]  美國年輕人升讀大學
[00:10:15.720 --> 00:10:17.040]  只有一個要求
[00:10:17.040 --> 00:10:19.640]  就是離家裏越遠越好
[00:10:19.640 --> 00:10:22.120]  就是離家裏越遠越好
[00:10:22.120 --> 00:10:25.640]  就是遠離父母權力的範圍影響
[00:10:25.640 --> 00:10:28.640]  就是遠離父母權力的影響
[00:10:28.640 --> 00:10:30.240]  結果我兒子選了一個學校
[00:10:30.240 --> 00:10:32.000]  坐飛機都要六個小時才去到
[00:10:32.000 --> 00:10:35.040]  就是我兒子選的那個學校
[00:10:35.040 --> 00:10:37.040]  坐飛機都要六個小時才去到
[00:10:37.040 --> 00:10:39.080]  他事前由選學校
[00:10:39.080 --> 00:10:40.520]  選什麼科目
[00:10:40.520 --> 00:10:43.160]  學校給了一個offer
[00:10:43.160 --> 00:10:45.240]  去參觀那個校舍
[00:10:45.240 --> 00:10:47.800]  他事前就是選學校
[00:10:47.800 --> 00:10:49.240]  選什麼科目
[00:10:49.240 --> 00:10:52.520]  接受學校給他的那個獎學金
[00:10:52.520 --> 00:10:54.600]  到最後他接受那間大學
[00:10:54.600 --> 00:10:56.680]  給了四年全數的獎學金
[00:10:56.680 --> 00:10:58.280]  後來他接受那個大學
[00:10:58.280 --> 00:11:00.160]  給他四年的全數的獎學金
[00:11:00.160 --> 00:11:02.480]  他是自己全權決定
[00:11:02.480 --> 00:11:04.280]  他完全是自己全權決定
[00:11:04.280 --> 00:11:06.280]  基本上沒有徵求過我的同意
[00:11:06.280 --> 00:11:08.040]  基本上沒有徵求過我的同意
[00:11:08.040 --> 00:11:10.640]  我是憑信心相信
[00:11:10.640 --> 00:11:12.880]  他那四年是有讀大學的
[00:11:12.880 --> 00:11:14.000]  我是憑信心
[00:11:14.000 --> 00:11:16.880]  我相信他那四年是有讀大學的
[00:11:16.880 --> 00:11:21.680]  因為我又既沒有陪他去大學那裏
[00:11:21.680 --> 00:11:24.440]  因為我沒有陪他去大學那裏
[00:11:24.440 --> 00:11:26.080]  中間我又沒有去探訪過他
[00:11:26.080 --> 00:11:27.640]  中間我也沒有去探訪過他
[00:11:27.640 --> 00:11:29.600]  我是直至他畢業那年
[00:11:29.600 --> 00:11:31.280]  我才去到他學校
[00:11:31.280 --> 00:11:33.640]  我是直到他畢業那年
[00:11:33.640 --> 00:11:34.320]  我才到他學校
[00:11:34.320 --> 00:11:36.320]  我才發現他為什麼會讀書
[00:11:36.320 --> 00:11:38.800]  我才發現他為什麼會讀書
[00:11:38.800 --> 00:11:40.800]  因為那裏一年有四個月落雪
[00:11:40.800 --> 00:11:43.760]  因為那裏一年有四個月在下雪
[00:11:43.760 --> 00:11:45.760]  除了讀書還有什麼好做呢
[00:11:45.760 --> 00:11:47.120]  除了讀書還有什麼好做呢
[00:11:47.120 --> 00:11:49.880]  他臨出發去讀大學的時候
[00:11:49.880 --> 00:11:52.360]  他臨出發去讀大學的時候
[00:11:52.360 --> 00:11:55.160]  我就作為父親希望他答應我一件事
[00:11:55.160 --> 00:11:57.880]  我就作為父親希望他答應我一件事
[00:11:57.880 --> 00:11:59.120]  我說無論如何
[00:11:59.120 --> 00:12:02.320]  你盡量不要停止教會的生活
[00:12:02.320 --> 00:12:03.120]  我就跟他說
[00:12:03.120 --> 00:12:06.520]  無論如何你盡量不要停止教會的生活
[00:12:06.520 --> 00:12:09.680]  因為我相信天父的管教一定比我好
[00:12:09.680 --> 00:12:12.000]  我相信天父的管教一定比我好
[00:12:12.000 --> 00:12:13.840]  只要他不偏離上帝的道
[00:12:13.840 --> 00:12:15.720]  只要你不偏離上帝的道
[00:12:15.720 --> 00:12:16.800]  我就放心了
[00:12:16.800 --> 00:12:17.760]  我就放心了
[00:12:17.760 --> 00:12:20.560]  所以我終於憑信心四年之後
[00:12:20.560 --> 00:12:22.080]  才出席他的畢業禮
[00:12:22.080 --> 00:12:24.560]  所以我終於憑信心四年之後
[00:12:24.560 --> 00:12:26.280]  我才出席他的畢業典禮
[00:12:26.280 --> 00:12:29.480]  父親賦予小兒子的自由
[00:12:29.480 --> 00:12:31.680]  父親賦予小兒子的自由
[00:12:31.680 --> 00:12:35.400]  他容許他嘗試去經歷他自己所做
[00:12:35.400 --> 00:12:39.080]  或者所做的決定帶來的後果
[00:12:39.080 --> 00:12:45.200]  他容許他去經歷他自己所選擇的後果
[00:12:45.200 --> 00:12:51.240]  他不是用很多傳統父母禁止的方法
[00:12:51.240 --> 00:12:56.360]  他不是用很多傳統父母禁止的方法
[00:12:56.360 --> 00:13:00.080]  父親甚至沒有叛徒不忍心
[00:13:00.080 --> 00:13:03.200]  父親甚至沒有叛徒不忍心
[00:13:03.200 --> 00:13:05.680]  嘗試介入兒子的生活
[00:13:05.680 --> 00:13:08.280]  嘗試介入兒子的生活
[00:13:08.280 --> 00:13:11.120]  而是讓他體會他擁有自由
[00:13:11.120 --> 00:13:13.840]  但他濫用這個自由所帶來的後果
[00:13:13.840 --> 00:13:16.120]  而是讓他體會他擁有自由
[00:13:16.120 --> 00:13:20.520]  但他濫用自由所帶來的後果
[00:13:20.520 --> 00:13:22.040]  或者我們現實一點說
[00:13:22.040 --> 00:13:23.840]  父親可以管多少呢?
[00:13:23.840 --> 00:13:25.080]  或者我們現實一點說
[00:13:25.080 --> 00:13:26.600]  父親又可以管多少呢?
[00:13:26.600 --> 00:13:28.320]  我們總有一天都要死的
[00:13:28.320 --> 00:13:29.840]  我們總有一天都會死的
[00:13:29.840 --> 00:13:33.000]  如果他不醒悟的話
[00:13:33.000 --> 00:13:35.560]  如果小兒子是要選擇自己的人生
[00:13:35.560 --> 00:13:38.160]  如果小兒子是要選擇自己的人生
[00:13:38.160 --> 00:13:39.360]  父親可以做些甚麼呢?
[00:13:39.360 --> 00:13:40.760]  父親又可以做些甚麼呢?
[00:13:40.760 --> 00:13:43.800]  沒有人願意自己的兒女碰釘
[00:13:43.800 --> 00:13:45.560]  沒有人願意自己的兒女碰釘
[00:13:45.560 --> 00:13:47.720]  但有些功課是要他自己去學的
[00:13:47.720 --> 00:13:49.560]  但有些功課是要他自己去學的
[00:13:49.560 --> 00:13:51.240]  不是我們父母去操縱的
[00:13:51.240 --> 00:13:52.480]  不是我們父母去操縱的
[00:13:52.480 --> 00:13:55.760]  這是所謂Empower的一個很重要的觀念
[00:13:55.760 --> 00:13:58.360]  這是所謂Empower的一個很重要的觀念
[00:13:58.360 --> 00:14:01.480]  我都希望提醒如果我們當中有父母的
[00:14:01.480 --> 00:14:03.920]  我都希望提醒如果我們當中有父母的
[00:14:03.920 --> 00:14:06.160]  你很想規劃你的子女的成長
[00:14:06.160 --> 00:14:09.120]  你很想規劃你的子女的成長
[00:14:09.120 --> 00:14:10.720]  但你要給他足夠的空間
[00:14:10.720 --> 00:14:12.080]  但你要給他足夠的空間
[00:14:12.080 --> 00:14:14.960]  第二我想講的是價值
[00:14:14.960 --> 00:14:17.480]  第二我想講的是價值
[00:14:17.480 --> 00:14:19.280]  在浪子的故事
[00:14:19.280 --> 00:14:20.680]  在浪子的故事
[00:14:20.680 --> 00:14:26.040]  父親對自己的產業和兒子做了一個良好的示範
[00:14:26.040 --> 00:14:30.400]  父親對自己的產業和兒子做了一個良好的示範
[00:14:30.400 --> 00:14:33.840]  經文沒有交代父親的財富來源
[00:14:33.840 --> 00:14:37.200]  經文沒有交代父親的財富來源
[00:14:37.200 --> 00:14:38.320]  白手興家
[00:14:38.320 --> 00:14:39.640]  他是白手興家
[00:14:39.640 --> 00:14:42.600]  或者靠打拼大半生累積財富
[00:14:42.600 --> 00:14:45.400]  還是靠打拼大半生累積財富
[00:14:45.400 --> 00:14:48.880]  或者含著金匙羹
[00:14:48.880 --> 00:14:51.960]  承繼了上一代的家產是富二代
[00:14:51.960 --> 00:14:55.720]  還是含著金湯羹去承受上一代的富二代
[00:14:55.720 --> 00:14:57.400]  從敘事的內容
[00:14:57.400 --> 00:15:00.160]  你看到這個父親算是一個富計人家
[00:15:00.160 --> 00:15:02.400]  從敘事內容我們看到這個父親算是一個富貴人家
[00:15:02.400 --> 00:15:04.000]  從敘事內容我們看到這個父親算是一個富貴人家
[00:15:04.000 --> 00:15:06.120]  他有很多的故宮又有僕人
[00:15:06.120 --> 00:15:08.160]  他有很多的故宮又有僕人
[00:15:08.160 --> 00:15:11.640]  可以隨時殺一隻牛來開派對的
[00:15:11.640 --> 00:15:14.920]  可以隨時殺一隻牛來開派對的
[00:15:14.920 --> 00:15:17.120]  中國人有一句說話講得很好的
[00:15:17.120 --> 00:15:19.120]  中國人有一句說話講得很好
[00:15:19.120 --> 00:15:22.160]  他說親生兒子都不如近生前
[00:15:22.160 --> 00:15:24.840]  他說親生兒子都不如近生前
[00:15:24.840 --> 00:15:27.280]  就是說兒子多孝順都好
[00:15:27.280 --> 00:15:28.920]  就是說兒女多孝順都好
[00:15:28.920 --> 00:15:32.080]  說那些錢在我手永遠才是安全感
[00:15:32.080 --> 00:15:35.400]  說那些錢在我手永遠才是安全感
[00:15:35.400 --> 00:15:38.400]  所以手握財富大權
[00:15:38.400 --> 00:15:42.480]  是父母延續在家庭裏面的地位
[00:15:42.480 --> 00:15:44.800]  所以手握財富大權
[00:15:44.800 --> 00:15:49.160]  是可以讓父母延續家庭管理地位
[00:15:49.160 --> 00:15:51.280]  你看香港的賭王洪生
[00:15:51.280 --> 00:15:53.000]  你看香港的賭王洪生
[00:15:53.000 --> 00:15:55.000]  九十幾歲都要捏住錢
[00:15:55.000 --> 00:15:57.000]  九十幾歲都要捏住錢
[00:15:57.000 --> 00:15:59.360]  一交出來就沒有地位了
[00:15:59.360 --> 00:16:01.480]  一交出來就沒有地位了
[00:16:01.480 --> 00:16:06.400]  所以父親在家產和兒子的價值裏面
[00:16:06.400 --> 00:16:07.640]  去做了一個取捨
[00:16:07.640 --> 00:16:11.480]  所以父親在家產和兒子當中做了一個取捨
[00:16:11.480 --> 00:16:16.160]  英文的家產和價值是一個Price
[00:16:16.160 --> 00:16:19.680]  英文的家產和價值是一個Price
[00:16:19.680 --> 00:16:21.960]  但是兒子的價值是一個Value
[00:16:21.960 --> 00:16:24.840]  但是兒子的價值就是一個Value
[00:16:24.840 --> 00:16:26.320]  兩個是不對等的
[00:16:26.320 --> 00:16:27.520]  兩個是不對等的
[00:16:27.520 --> 00:16:29.520]  就是說有價值的東西
[00:16:29.520 --> 00:16:31.280]  有時金錢都買不到
[00:16:31.280 --> 00:16:34.160]  就是有價值的東西有時金錢都買不到
[00:16:34.160 --> 00:16:36.720]  但是金錢買到的東西不一定有價值
[00:16:36.720 --> 00:16:39.640]  但是金錢買到的東西不一定有價值
[00:16:39.640 --> 00:16:43.480]  難道父親將一半家產分給小兒子的時候
[00:16:43.480 --> 00:16:46.600]  難道爸爸把一半的家產分給小兒子的時候
[00:16:46.600 --> 00:16:49.240]  難道爸爸把一半的家產分給小兒子的時候
[00:16:49.240 --> 00:16:52.640]  他沒有想到這個兒子很快就會花光
[00:16:52.640 --> 00:16:58.040]  難道這個父親做了這麼愚蠢的抉擇嗎
[00:16:58.040 --> 00:17:00.360]  難道這個父親做了這麼愚蠢的抉擇嗎
[00:17:00.360 --> 00:17:03.320]  這個像不像一個做生意的人的那種作風呢
[00:17:03.320 --> 00:17:05.840]  這像不像一個做生意的人的作風呢
[00:17:05.840 --> 00:17:07.400]  職打細算的嘛
[00:17:07.400 --> 00:17:09.080]  做生意是精打細算的
[00:17:09.080 --> 00:17:10.880]  生兒子不知道兒子心肝
[00:17:10.880 --> 00:17:13.840]  生兒子你不知道他想什麼
[00:17:13.840 --> 00:17:16.760]  我當然知道給了你就沒有了
[00:17:16.760 --> 00:17:19.080]  我當然知道我把這個給了你就沒有了
[00:17:19.080 --> 00:17:24.760]  但是這個父親是體重兒子的價值過於自己的家產
[00:17:24.760 --> 00:17:28.920]  但是這個父親看重兒子的價值是過於自己的家產
[00:17:28.920 --> 00:17:30.960]  簡單來說錢財是身外物
[00:17:30.960 --> 00:17:33.400]  簡單來說錢財是身外物
[00:17:33.400 --> 00:17:37.040]  用了它可以賺回來
[00:17:37.040 --> 00:17:39.520]  用了它可以賺回來
[00:17:39.520 --> 00:17:43.520]  但是失去這個兒子你再多金錢都買不回來
[00:17:43.520 --> 00:17:46.880]  但是失去這個兒子你再多金錢都買不回來
[00:17:46.880 --> 00:17:49.120]  所以你看到經文兩次都提及
