
[00:00:00.000 --> 00:00:03.000]  大兄姐妹長輩們平安
[00:06:40.000 --> 00:06:42.000]  你是這個地球裡
[00:06:42.000 --> 00:06:46.000]  唯一一個理性的生物
[00:06:46.000 --> 00:06:49.000]  但是你有智慧
[00:06:49.000 --> 00:06:51.000]  同時你可以管理
[00:06:51.000 --> 00:06:55.000]  這個地球和這個世界
[00:06:55.000 --> 00:06:56.000]  你可以管理
[00:06:56.000 --> 00:06:59.000]  但是我給你20年的壽命
[00:06:59.000 --> 00:07:01.000]  那個人就說
[00:07:01.000 --> 00:07:02.000]  上帝啊
[00:07:02.000 --> 00:07:04.000]  我是一個人
[00:07:04.000 --> 00:07:07.000]  20年對我來說不夠不夠
[00:07:07.000 --> 00:07:09.000]  這樣好不好
[00:07:09.000 --> 00:07:15.000]  那個狼的老子放棄了30年
[00:07:15.000 --> 00:07:16.000]  記得嗎
[00:07:16.000 --> 00:07:17.000]  他放棄了30年
[00:07:17.000 --> 00:07:19.000]  那個狗放棄了15年
[00:07:19.000 --> 00:07:22.000]  和那個猴子放棄了10年
[00:07:22.000 --> 00:07:23.000]  都相比
[00:07:23.000 --> 00:07:26.000]  這樣多少年
[00:07:26.000 --> 00:07:30.000]  20加30
[00:07:30.000 --> 00:07:32.000]  加上15年
[00:07:32.000 --> 00:07:33.000]  加上15年
[00:07:33.000 --> 00:07:35.000]  所以你看
[00:07:35.000 --> 00:07:37.000]  看的時候
[00:07:37.000 --> 00:07:40.000]  上帝就說
[00:07:40.000 --> 00:07:41.000]  好吧好吧
[00:07:41.000 --> 00:07:42.000]  我就全部給你
[00:07:42.000 --> 00:07:43.000]  全部給你
[00:07:43.000 --> 00:07:45.000]  20年加30年
[00:07:45.000 --> 00:07:47.000]  加15年30年都給你
[00:07:47.000 --> 00:07:50.000]  所以我們看人生的時候
[00:07:50.000 --> 00:07:53.000]  我們看到頭20年
[00:07:53.000 --> 00:07:55.000]  我們很開心
[00:07:55.000 --> 00:07:57.000]  我們每一個日子
[00:07:57.000 --> 00:07:59.000]  真的贏過一個日子
[00:07:59.000 --> 00:08:01.000]  所以我們無憂無慮
[00:08:01.000 --> 00:08:04.000]  父母給我們吃
[00:08:04.000 --> 00:08:06.000]  我們無憂無慮
[00:08:06.000 --> 00:08:07.000]  我們都不會
[00:08:07.000 --> 00:08:08.000]  No worry
[00:08:08.000 --> 00:08:09.000]  No worry
[00:08:09.000 --> 00:08:10.000]  我們真是Be happy
[00:08:10.000 --> 00:08:11.000]  No worry
[00:08:11.000 --> 00:08:12.000]  那些人
[00:08:12.000 --> 00:08:15.000]  但是到了20年之後
[00:08:15.000 --> 00:08:18.000]  我們看看那個30年
[00:08:18.000 --> 00:08:20.000]  我們開始要打工
[00:08:20.000 --> 00:08:21.000]  我們知道
[00:08:21.000 --> 00:08:23.000]  如果不去做工
[00:08:23.000 --> 00:08:26.000]  就沒得吃
[00:08:26.000 --> 00:08:28.000]  之後我們結婚
[00:08:28.000 --> 00:08:29.000]  結了婚
[00:08:29.000 --> 00:08:30.000]  我們有很多Loan
[00:08:30.000 --> 00:08:31.000]  House Loan
[00:08:31.000 --> 00:08:32.000]  Home Loan
[00:08:32.000 --> 00:08:33.000]  我們有什麼
[00:08:33.000 --> 00:08:34.000]  Car Loan
[00:08:34.000 --> 00:08:35.000]  很多很多Loan
[00:08:35.000 --> 00:08:38.000]  所以我們那個負擔
[00:08:38.000 --> 00:08:40.000]  我們的負擔好像什麼
[00:08:40.000 --> 00:08:42.000]  好像誰
[00:08:42.000 --> 00:08:43.000]  好像那個奴仔
[00:08:43.000 --> 00:08:45.000]  好像Donkey
[00:08:45.000 --> 00:08:48.000]  不過是30年
[00:08:48.000 --> 00:08:49.000]  之後我們看到
[00:08:49.000 --> 00:08:51.000]  我們結了婚
[00:08:51.000 --> 00:08:55.000]  我們小孩都長大了
[00:08:55.000 --> 00:08:57.000]  長大之後
[00:08:57.000 --> 00:09:03.000]  我們的小孩都開始要拍拖了
[00:09:03.000 --> 00:09:04.000]  但是我們的小孩
[00:09:04.000 --> 00:09:06.000]  尤其是我們的女兒
[00:09:06.000 --> 00:09:10.000]  有時她們很遲回來
[00:09:10.000 --> 00:09:12.000]  我們很擔心
[00:09:12.000 --> 00:09:13.000]  我們擔心到晚上
[00:09:13.000 --> 00:09:15.000]  我們睡那麼多覺
[00:09:15.000 --> 00:09:19.000]  我們還沒回來
[00:09:19.000 --> 00:09:20.000]  我們出去看
[00:09:20.000 --> 00:09:21.000]  出去看
[00:09:21.000 --> 00:09:22.000]  好像什麼
[00:09:22.000 --> 00:09:23.000]  不睡覺
[00:09:23.000 --> 00:09:25.000]  好像狗一樣
[00:09:25.000 --> 00:09:29.000]  我們好像跟小孩
[00:09:29.000 --> 00:09:30.000]  好像狗一樣
[00:09:30.000 --> 00:09:32.000]  不單單是這樣
[00:09:32.000 --> 00:09:33.000]  我們看
[00:09:33.000 --> 00:09:36.000]  因為我們年紀慢慢慢慢老之後
[00:09:36.000 --> 00:09:39.000]  之後有人給我們吃
[00:09:39.000 --> 00:09:41.000]  我們都要吃
[00:09:41.000 --> 00:09:42.000]  沒得選
[00:09:42.000 --> 00:09:44.000]  因為我們老了之後
[00:09:44.000 --> 00:09:47.000]  我們的工作沒得選
[00:09:47.000 --> 00:09:50.000]  因為我們的能力
[00:09:50.000 --> 00:09:53.000]  已經慢慢老
[00:09:53.000 --> 00:09:55.000]  不夠那些年輕人搶
[00:09:55.000 --> 00:10:00.000]  所以老闆有給你工作就好
[00:10:00.000 --> 00:10:01.000]  你沒得選
[00:10:01.000 --> 00:10:02.000]  這個好像什麼
[00:10:02.000 --> 00:10:05.000]  好像狗一樣
[00:10:05.000 --> 00:10:07.000]  接下來10年
[00:10:07.000 --> 00:10:09.000]  我看我們有孫子
[00:10:09.000 --> 00:10:11.000]  有孫子我們很開心
[00:10:11.000 --> 00:10:13.000]  我們開心的時候
[00:10:13.000 --> 00:10:15.000]  我們又好像狗一樣
[00:10:15.000 --> 00:10:18.000]  因為好像猴子一樣
[00:10:18.000 --> 00:10:19.000]  猴子那樣要怎樣
[00:10:19.000 --> 00:10:21.000]  要逗他們開心
[00:10:21.000 --> 00:10:23.000]  我們做很多
[00:10:23.000 --> 00:10:25.000]  我們讓他們騎馬
[00:10:25.000 --> 00:10:27.000]  讓他們騎什麼
[00:10:27.000 --> 00:10:30.000]  要讓孫子開心
[00:10:30.000 --> 00:10:33.000]  所以我看我轉來轉去
[00:10:33.000 --> 00:10:36.000]  我們好像猴子一樣
[00:10:36.000 --> 00:10:39.000]  所以這個人的人生
[00:10:39.000 --> 00:10:43.000]  真的有時候好像我們一生
[00:10:43.000 --> 00:10:46.000]  真的這樣過日子
[00:10:46.000 --> 00:10:48.000]  這個是我們那個內容
[00:10:48.000 --> 00:10:52.000]  所以這麼短的人生裡
[00:10:52.000 --> 00:10:54.000]  我們就是這樣
[00:10:54.000 --> 00:10:56.000]  但是我們看到
[00:10:56.000 --> 00:10:58.000]  這是我們一個短暫的人生
[00:10:58.000 --> 00:11:01.000]  我需要說第二個夢想的人生
[00:11:01.000 --> 00:11:04.000]  請你們讀13和14節
[00:11:04.000 --> 00:11:05.000]  請你們讀
[00:11:10.000 --> 00:11:20.000]  (聽不清)
[00:11:20.000 --> 00:11:23.000]  我不知道你記不記得
[00:11:23.000 --> 00:11:26.000]  在聖誕節前兩天
[00:11:26.000 --> 00:11:28.000]  在印尼發生一件事
[00:11:28.000 --> 00:11:33.000]  是那個火山爆發
[00:11:33.000 --> 00:11:36.000]  那時候我看那個報道
[00:11:36.000 --> 00:11:40.000]  那個報道有一個拍照的人
[00:11:40.000 --> 00:11:42.000]  他剛剛在那時候
[00:11:42.000 --> 00:11:45.000]  他拍那個火山
[00:11:45.000 --> 00:11:47.000]  但是他拍那個火山
[00:11:47.000 --> 00:11:49.000]  突然海嘯
[00:11:49.000 --> 00:11:53.000]  他突然海嘯
[00:11:53.000 --> 00:11:56.000]  他們就跑到山上
[00:11:56.000 --> 00:11:58.000]  因為這個是看到
[00:11:58.000 --> 00:12:01.000]  他不知道當他拍照的時候
[00:12:01.000 --> 00:12:02.000]  他很開心
[00:12:02.000 --> 00:12:04.000]  但是他不知道為什麼
[00:12:04.000 --> 00:12:07.000]  下一秒就會發生這麼大的事
[00:12:07.000 --> 00:12:10.000]  他差一點就不明白
[00:12:10.000 --> 00:12:11.000]  所以我們看
[00:12:11.000 --> 00:12:14.000]  很多時候我們人生是無常的
[00:12:14.000 --> 00:12:18.000]  不讓我們可以預料
[00:12:18.000 --> 00:12:20.000]  下一秒下一日
[00:12:20.000 --> 00:12:23.000]  下個禮拜有什麼危機
[00:12:23.000 --> 00:12:25.000]  你看看有時有些人
[00:12:25.000 --> 00:12:27.000]  他很開心
[00:12:27.000 --> 00:12:32.000]  他回去工廠去做工的時候
[00:12:32.000 --> 00:12:34.000]  你可以看到
[00:12:34.000 --> 00:12:38.000]  突然間工廠倒閉
[00:12:38.000 --> 00:12:40.000]  關門了
[00:12:40.000 --> 00:12:43.000]  就沒有工作了
[00:12:43.000 --> 00:12:45.000]  很多事情就出現了
[00:12:45.000 --> 00:12:48.000]  很多時候我們就想
[00:12:48.000 --> 00:12:51.000]  為什麼偏偏要選中我
[00:12:51.000 --> 00:12:54.000]  這麼多人出現就要選中我
[00:12:54.000 --> 00:12:57.000]  更多時候我們最流行的
[00:12:57.000 --> 00:13:00.000]  現在我看過的就是
[00:13:00.000 --> 00:13:03.000]  很多時候我們很擔心
[00:13:03.000 --> 00:13:06.000]  很多時候我們有時生一個孩子
[00:13:06.000 --> 00:13:09.000]  我們就會很擔心
[00:13:09.000 --> 00:13:12.000]  很擔心會不會癌症
[00:13:12.000 --> 00:13:15.000]  會不會亂想
[00:13:15.000 --> 00:13:20.000]  我曾師母的師母就是這樣
[00:13:20.000 --> 00:13:23.000]  她很喜歡看我這邊有顆什麼
[00:13:23.000 --> 00:13:24.000]  那顆什麼
[00:13:24.000 --> 00:13:26.000]  這一顆有沒有變大了
[00:13:26.000 --> 00:13:28.000]  她就很擔心
[00:13:28.000 --> 00:13:33.000]  就跟我說有沒有癌症
[00:13:33.000 --> 00:13:35.000]  有什麼有什麼
[00:13:35.000 --> 00:13:37.000]  為什麼她會這樣呢
[00:13:37.000 --> 00:13:44.000]  因為我家裡有很大的癌症DNA
[00:13:44.000 --> 00:13:48.000]  我媽媽在去年二月的時候
[00:13:48.000 --> 00:13:51.000]  她也是幾年的癌症
[00:13:51.000 --> 00:13:55.000]  我阿姨剛剛在上個月就有癌症
[00:13:55.000 --> 00:13:59.000]  我叔叔和很多的家族都是因為癌症
[00:13:59.000 --> 00:14:02.000]  都是蟲胃癌症
[00:14:02.000 --> 00:14:04.000]  所以師母每一次說
[00:14:04.000 --> 00:14:08.000]  你死都死在癌症
[00:14:08.000 --> 00:14:11.000]  可能她想都想
[00:14:11.000 --> 00:14:12.000]  所以我每一次說
[00:14:12.000 --> 00:14:14.000]  你想都想
[00:14:14.000 --> 00:14:16.000]  所以她很擔心
[00:14:16.000 --> 00:14:18.000]  有時我們會胡思亂想
[00:14:18.000 --> 00:14:21.000]  我們跟大兄姊妹想
[00:14:21.000 --> 00:14:25.000]  你應該去看醫生
[00:14:25.000 --> 00:14:26.000]  問醫生
[00:14:26.000 --> 00:14:28.000]  很擔心
[00:14:28.000 --> 00:14:30.000]  因為我們知道
[00:14:30.000 --> 00:14:35.000]  人很多時候會遇到危機
[00:14:35.000 --> 00:14:36.000]  這個我們要準備
[00:14:36.000 --> 00:14:39.000]  因為我們知道我們有困境
[00:14:39.000 --> 00:14:44.000]  因為我們人生不是吃喝喝
[00:14:44.000 --> 00:14:46.000]  只是一生吃喝喝
[00:14:46.000 --> 00:14:47.000]  不是的
[00:14:47.000 --> 00:14:49.000]  因為你要知道你要準備
[00:14:49.000 --> 00:14:54.000]  我們下一秒會有一些事發生
[00:14:54.000 --> 00:15:00.000]  但是最重要的不是下一秒會發生
[00:15:00.000 --> 00:15:02.000]  我們就很擔心
[00:15:02.000 --> 00:15:03.000]  不是
[00:15:03.000 --> 00:15:07.000]  我看最重要的是我們會面對危機
[00:15:07.000 --> 00:15:12.000]  會面對可能會跨越那個環境
[00:15:12.000 --> 00:15:16.000]  所以因為有時環境有危機
[00:15:16.000 --> 00:15:20.000]  不是錢或權力可以解決
[00:15:20.000 --> 00:15:22.000]  如果錢或權力可以解決
[00:15:22.000 --> 00:15:27.000]  我看富人有錢人就不用死
[00:15:27.000 --> 00:15:31.000]  因為權力或權力不是可以解決的
[00:15:31.000 --> 00:15:33.000]  尤其不只是健康
[00:15:33.000 --> 00:15:38.000]  有時是我們雷三的生命
[00:15:38.000 --> 00:15:40.000]  我們會憂愁
[00:15:40.000 --> 00:15:41.000]  我們會擔心
[00:15:41.000 --> 00:15:50.000]  其實是因為我們雷三心靈裡的需要
[00:15:50.000 --> 00:15:52.000]  我們心靈裡的需要
[00:15:52.000 --> 00:15:55.000]  這個每一個人都會要的
[00:15:55.000 --> 00:15:56.000]  你怎樣聰明
[00:15:56.000 --> 00:15:58.000]  你怎樣有地位
[00:15:58.000 --> 00:15:59.000]  或者有錢
[00:15:59.000 --> 00:16:04.000]  你都會有能力的需求
[00:16:04.000 --> 00:16:07.000]  所以我們面對我們生命
[00:16:07.000 --> 00:16:13.000]  雷三的需要的時候
[00:16:13.000 --> 00:16:18.000]  我們一定要對這個要有覺醒
[00:16:18.000 --> 00:16:23.000]  這個覺醒就是我們要找到對的依靠
[00:16:23.000 --> 00:16:26.000]  這樣我們可以跨越
[00:16:26.000 --> 00:16:30.000]  我們可以勝過我們的憂愁
[00:16:30.000 --> 00:16:34.000]  或者雷三的需要
[00:16:34.000 --> 00:16:40.000]  所以這個依靠或這個需要
[00:16:40.000 --> 00:16:42.000]  就是我所說的
[00:16:42.000 --> 00:16:46.000]  我們要翻轉人生
[00:16:46.000 --> 00:16:47.000]  剛才我說了
[00:16:47.000 --> 00:16:50.000]  人生會很短的
[00:16:50.000 --> 00:16:52.000]  內容是怎樣
[00:16:52.000 --> 00:16:54.000]  我們會遇到夢想的人生
[00:16:54.000 --> 00:16:59.000]  我不知道下一步下一秒
[00:16:59.000 --> 00:17:01.000]  會發生什麼事
[00:17:01.000 --> 00:17:03.000]  這個我們不知道的
[00:17:03.000 --> 00:17:05.000]  不知道的
[00:17:05.000 --> 00:17:07.000]  所以我們做牧者
[00:17:07.000 --> 00:17:11.000]  有時半夜三更都會突然有人打電話
[00:17:11.000 --> 00:17:12.000]  跟你說發生什麼事
[00:17:12.000 --> 00:17:13.000]  發生什麼事
[00:17:13.000 --> 00:17:16.000]  這個是我們總是會警醒
[00:17:16.000 --> 00:17:21.000]  會知道我們真的無法把握的
[00:17:21.000 --> 00:17:26.000]  但是我們知道的是一個可以翻轉的人生
[00:17:26.000 --> 00:17:28.000]  我們一起讀十五節
[00:17:28.000 --> 00:17:29.000]  請大家讀
[00:17:34.000 --> 00:17:36.000]  好,這個說多了
[00:17:36.000 --> 00:17:38.000]  如果主願意
[00:17:38.000 --> 00:17:43.000]  我們的人生怎樣短也好
[00:17:43.000 --> 00:17:45.000]  怎樣長也好
[00:17:45.000 --> 00:17:47.000]  我們人生怎樣無常也好
[00:17:47.000 --> 00:17:53.000]  但是如果我們一起在我們做的事
[00:17:53.000 --> 00:17:58.000]  我們知道都是會給我們一個不同
[00:17:58.000 --> 00:18:04.000]  不一樣的生命
[00:18:04.000 --> 00:18:10.000]  美國有一個女的作家叫Kate Arthur
[00:18:10.000 --> 00:18:12.000]  這個Kate Arthur
[00:18:12.000 --> 00:18:16.000]  她在做弟弟的時候
[00:18:16.000 --> 00:18:18.000]  她是有去豬油行
[00:18:18.000 --> 00:18:20.000]  我們好像兒童豬油行
[00:18:20.000 --> 00:18:22.000]  她去豬油行
[00:18:22.000 --> 00:18:26.000]  但是她從來沒有餵生耶穌基督的豬肉
[00:18:26.000 --> 00:18:28.000]  她從來沒有餵生耶穌基督
[00:18:28.000 --> 00:18:33.000]  沒有真正的跟隨耶穌基督
[00:18:33.000 --> 00:18:35.000]  但是結婚之後
[00:18:35.000 --> 00:18:39.000]  當然她兒童豬油行就沒有去教會
[00:18:39.000 --> 00:18:41.000]  所以結婚之後
[00:18:41.000 --> 00:18:43.000]  她就有兩個女兒
[00:18:43.000 --> 00:18:45.000]  她有個女兒
[00:18:45.000 --> 00:18:47.000]  之後她有個女兒之後
[00:18:47.000 --> 00:18:54.000]  她慢慢發現她的丈夫的精神有一個問題
[00:18:54.000 --> 00:18:56.000]  不是很正常
[00:18:56.000 --> 00:18:58.000]  所以你想一想
[00:18:58.000 --> 00:19:00.000]  一個有正常跟不正常的人
[00:19:00.000 --> 00:19:04.000]  一起生活有什麼問題
[00:19:04.000 --> 00:19:08.000]  好像打戰一樣
[00:19:08.000 --> 00:19:09.000]  戰場一樣
[00:19:09.000 --> 00:19:11.000]  當然有很多很多的問題
[00:19:11.000 --> 00:19:15.000]  所以Kate Arthur這個作家就受不住
[00:19:15.000 --> 00:19:17.000]  她說我不行了
[00:19:17.000 --> 00:19:22.000]  我一定要離開這個精神有問題的丈夫
[00:19:22.000 --> 00:19:24.000]  她就離開
[00:19:24.000 --> 00:19:26.000]  但是她丈夫不肯
[00:19:26.000 --> 00:19:28.000]  她丈夫就追她
[00:19:28.000 --> 00:19:31.000]  跟她說你不能離開
[00:19:31.000 --> 00:19:33.000]  你一定要回來
[00:19:33.000 --> 00:19:37.000]  如果你不回來我死給你看
[00:19:37.000 --> 00:19:39.000]  Kate Arthur就回答她
[00:19:39.000 --> 00:19:42.000]  你去死吧
[00:19:42.000 --> 00:19:44.000]  她說她去死的時候
[00:19:44.000 --> 00:19:47.000]  她丈夫一回去就自殺死了
[00:19:47.000 --> 00:19:49.000]  真的自殺死了
[00:19:49.000 --> 00:19:53.000]  Kate Arthur就很內疚
[00:19:53.000 --> 00:19:54.000]  就很難過
[00:19:54.000 --> 00:19:56.000]  就很傷心
[00:19:56.000 --> 00:20:02.000]  之後她整個精神就很失落
[00:20:02.000 --> 00:20:12.000]  最後他們在葬禮之後
[00:20:12.000 --> 00:20:17.000]  Kate Arthur就很難過很傷心
[00:20:17.000 --> 00:20:22.000]  她很傷心她想到以前她讀藝學的時候
[00:20:22.000 --> 00:20:24.000]  她認識的那個上帝
[00:20:24.000 --> 00:20:26.000]  她第一句話跟上帝說
[00:20:26.000 --> 00:20:29.000]  上帝啊你可以死了
[00:20:29.000 --> 00:20:31.000]  當她這樣說的時候
[00:20:31.000 --> 00:20:36.000]  突然間她的內心有個覺醒
[00:20:36.000 --> 00:20:40.000]  那個覺醒好像上帝跟她說
[00:20:40.000 --> 00:20:45.000]  我的兒子不是被懷裡死了嗎
[00:20:45.000 --> 00:20:48.000]  我的兒子已經懷裡死了
[00:20:48.000 --> 00:20:53.000]  因為要幫你脫離一切困境
[00:20:53.000 --> 00:21:00.000]  一切憂心一切的問題
[00:21:00.000 --> 00:21:04.000]  我的兒子懷裡死而復活
[00:21:04.000 --> 00:21:10.000]  就是要給你一個不一樣的生命和人生
[00:21:10.000 --> 00:21:16.000]  當她的內心突然間有覺醒之後
[00:21:16.000 --> 00:21:19.000]  她就回到上帝那邊
[00:21:19.000 --> 00:21:24.000]  她知道她的人生只能依靠這位上帝
[00:21:24.000 --> 00:21:27.000]  她的人生如果沒有主耶穌基督
[00:21:27.000 --> 00:21:31.000]  她的人生生命是有問題的
[00:21:31.000 --> 00:21:35.000]  所以Kate Arthur最後自刺之後
[00:21:35.000 --> 00:21:40.000]  她真的回到上帝那邊
[00:21:40.000 --> 00:21:43.000]  所以她的生命當然不一樣
[00:21:43.000 --> 00:21:45.000]  她的人生是不一樣的
[00:21:45.000 --> 00:21:50.000]  所以我們看到我們真的有一個靈性
[00:21:50.000 --> 00:21:53.000]  我們人生是需要的
[00:21:53.000 --> 00:21:56.000]  我們有擔心的時候
[00:21:56.000 --> 00:21:58.000]  我們有憂愁的時候
[00:21:58.000 --> 00:22:01.000]  我們有憂鬱的時候
[00:22:01.000 --> 00:22:06.000]  但是我們不用怕的就是我們知道
[00:22:06.000 --> 00:22:13.000]  神耶穌基督已經為我們死而復活
[00:22:13.000 --> 00:22:16.000]  祂是我們唯一的依靠
[00:22:16.000 --> 00:22:19.000]  我們可以回到祂那邊
