
[00:00:00.000 --> 00:00:03.440]  好 在分享經文之前 我們先來做一個簡短的禱告
[00:01:38.840 --> 00:01:43.000]  教導他們 就是要饒恕 不管饒恕
[00:01:43.000 --> 00:01:47.280]  不管這個弟兄得罪你多少次 你都要饒恕他
[00:01:47.280 --> 00:01:49.520]  是講到這樣的一個背景
[00:01:49.520 --> 00:01:50.720]  然後講完以後呢
[00:01:50.720 --> 00:01:53.040]  這些門徒就說了這句話
[00:01:53.040 --> 00:01:55.680]  就是說 求主加徵我們的信心
[00:01:55.680 --> 00:01:57.880]  那你在這個背景底下
[00:01:57.880 --> 00:02:00.120]  然後再理解這段的經文
[00:02:00.120 --> 00:02:02.360]  再理解這個門徒的發問
[00:02:02.360 --> 00:02:04.920]  你大概會比較容易明白
[00:02:04.920 --> 00:02:06.160]  在
[00:02:06.160 --> 00:02:10.400]  我讀一讀 在第一節到第四節
[00:02:10.400 --> 00:02:11.040]  大家聽好
[00:02:11.040 --> 00:02:14.120]  耶穌對門徒說 半導人的事是免不了的
[00:02:14.120 --> 00:02:15.880]  但那半導人都有禍了
[00:02:15.880 --> 00:02:20.720]  就是把魔石栓在這個人的頸項上
[00:02:20.880 --> 00:02:26.640]  丟在海裡 還強由他把這小子裡的一個半導了
[00:02:26.640 --> 00:02:27.480]  你們要謹慎
[00:02:27.480 --> 00:02:30.800]  若是你的弟兄得罪你 就勸戒他
[00:02:30.800 --> 00:02:32.680]  他又懊悔 就饒恕他
[00:02:32.680 --> 00:02:35.640]  倘若他一天七次得罪你
[00:02:35.640 --> 00:02:37.560]  又七次迴轉
[00:02:37.560 --> 00:02:41.160]  說我懊悔了 你總要饒恕他
[00:02:41.160 --> 00:02:43.080]  門徒聽完以後呢
[00:02:43.080 --> 00:02:48.840]  他們就馬上就叫耶穌求主加徵我們的信心
[00:02:48.840 --> 00:02:49.680]  意思是什麼
[00:02:50.600 --> 00:02:52.160]  就表明他們怎麼樣
[00:02:52.160 --> 00:02:58.120]  覺得自己很難 很難饒恕
[00:02:58.120 --> 00:03:00.200]  很難做到饒恕一個弟兄
[00:03:00.200 --> 00:03:02.480]  七十個西施
[00:03:02.480 --> 00:03:05.800]  很難去饒恕那些得罪他們的人
[00:03:05.800 --> 00:03:07.360]  所以他們要求主說
[00:03:07.360 --> 00:03:09.960]  加徵我的信心
[00:03:09.960 --> 00:03:10.920]  而且你要留意
[00:03:10.920 --> 00:03:13.720]  如果在原文裡面
[00:03:13.720 --> 00:03:17.200]  這個求主加徵我們的信心
[00:03:17.200 --> 00:03:22.320]  這個講到使徒是一個複數
[00:03:22.320 --> 00:03:24.480]  就是說他不是一個單數的形態
[00:03:24.480 --> 00:03:26.680]  是一個複數就是多數
[00:03:26.680 --> 00:03:30.440]  表明不是一個使徒去要求耶穌這麼做
[00:03:30.440 --> 00:03:33.200]  而是基本上是所有的使徒都覺得
[00:03:33.200 --> 00:03:35.560]  他們不夠有信心
[00:03:35.560 --> 00:03:37.560]  或者說他們很難做得到
[00:03:37.560 --> 00:03:39.960]  耶穌所提出來的要求
[00:03:39.960 --> 00:03:42.040]  就是你要饒恕你的弟兄
[00:03:42.040 --> 00:03:45.160]  所以他們就一致的要向耶穌懇求
[00:03:45.160 --> 00:03:46.800]  那你給我們更多的信心
[00:03:46.960 --> 00:03:50.000]  讓我們可以能夠行出來
[00:03:50.000 --> 00:03:51.440]  你所要求的
[00:03:51.440 --> 00:03:54.080]  當他們這麼要求的時候
[00:03:54.080 --> 00:03:57.360]  好像我們聽起來似乎挺合理的
[00:03:57.360 --> 00:04:01.000]  我們覺得饒恕一個人容易還是困難
[00:04:01.000 --> 00:04:04.760]  或者我這麼講
[00:04:04.760 --> 00:04:09.040]  饒恕一個你不太認識的人容易一點
[00:04:09.040 --> 00:04:10.240]  還是饒恕一個
[00:04:10.240 --> 00:04:13.080]  你跟他很熟的人容易一點
[00:04:15.680 --> 00:04:17.520]  饒恕不認識的人容易一點
[00:04:17.520 --> 00:04:18.400]  為什麼
[00:04:18.400 --> 00:04:23.400]  不認識不在乎他對不對
[00:04:23.400 --> 00:04:25.120]  因為他得罪你
[00:04:25.120 --> 00:04:26.720]  那你也不會太在意
[00:04:26.720 --> 00:04:28.680]  但是一個你很熟悉的人
[00:04:28.680 --> 00:04:31.200]  你關係很親密的人
[00:04:31.200 --> 00:04:33.440]  他又得罪你
[00:04:33.440 --> 00:04:36.440]  你會感覺到非常的受傷
[00:04:36.440 --> 00:04:37.600]  因為你會很在意
[00:04:37.600 --> 00:04:39.080]  你會很care對不對
[00:04:39.080 --> 00:04:42.200]  在這裡就是了
[00:04:42.200 --> 00:04:44.000]  如果一個弟兄得罪你
[00:04:44.000 --> 00:04:46.560]  耶穌說要饒恕他七十個妻室
[00:04:46.560 --> 00:04:48.200]  所以他們都覺得非常困難
[00:04:48.200 --> 00:04:50.840]  所以他們像主這樣懇求
[00:04:50.840 --> 00:04:51.640]  我們可以理解
[00:04:51.640 --> 00:04:53.000]  好像都很合理
[00:04:53.000 --> 00:04:57.040]  不過這背後有一個的隱含的心態
[00:04:57.040 --> 00:04:59.040]  你知道他們背後的心態是什麼樣的
[00:04:59.040 --> 00:05:02.320]  他們有背後的心態
[00:05:02.320 --> 00:05:06.000]  當他們求主給他們更多信心的時候
[00:05:06.000 --> 00:05:07.680]  背後的心態就是
[00:05:07.680 --> 00:05:13.040]  假如我有更多的信心
[00:05:13.320 --> 00:05:14.280]  然後就可以怎麼樣
[00:05:14.280 --> 00:05:18.560]  假如我有更多的信心
[00:05:18.560 --> 00:05:20.080]  然後我就可以饒恕他了
[00:05:20.080 --> 00:05:22.400]  假如我有更多的信心
[00:05:22.400 --> 00:05:24.840]  我就可以這樣或者那樣
[00:05:24.840 --> 00:05:26.680]  我們常常都會這樣
[00:05:26.680 --> 00:05:28.720]  我們都會跟主說
[00:05:28.720 --> 00:05:30.680]  假如我有更多的信心
[00:05:30.680 --> 00:05:32.280]  我就可以做成那件事了
[00:05:32.280 --> 00:05:33.800]  我們在生活裡面
[00:05:33.800 --> 00:05:36.520]  常常有這種類似的掙扎
[00:05:36.520 --> 00:05:37.920]  我們會想說
[00:05:37.920 --> 00:05:40.000]  假如我們有更多的信心
[00:05:40.000 --> 00:05:42.160]  或者假如我有足夠的信心
[00:05:42.160 --> 00:05:44.400]  我就不會有那麼多的疑惑了
[00:05:44.400 --> 00:05:46.440]  假如我有更多的信心
[00:05:46.440 --> 00:05:48.640]  神就會聽我的禱告了
[00:05:48.640 --> 00:05:50.400]  假如我有更多的信心
[00:05:50.400 --> 00:05:52.080]  他的病就會好了
[00:05:52.080 --> 00:05:54.000]  我為他禱告他的病一定會好了
[00:05:54.000 --> 00:05:55.200]  假如有信心
[00:05:55.200 --> 00:05:57.320]  我明天一定會找到工作了
[00:05:57.320 --> 00:05:58.800]  假如我有信心
[00:05:58.800 --> 00:06:02.680]  我明天的考試一定會通過了等等
[00:06:02.680 --> 00:06:04.440]  諸如此類的
[00:06:04.440 --> 00:06:07.360]  我們會有這樣的一種的心態說
[00:06:07.360 --> 00:06:10.280]  如果我做那個事情做不成
[00:06:10.280 --> 00:06:11.800]  肯定是我的信心
[00:06:11.920 --> 00:06:12.600]  不足
[00:06:12.600 --> 00:06:15.880]  假如我有更多的信心
[00:06:15.880 --> 00:06:17.520]  我的生活會不一樣
[00:06:17.520 --> 00:06:21.840]  其實普遍的想法是錯誤的
[00:06:21.840 --> 00:06:22.960]  這個的觀念
[00:06:22.960 --> 00:06:25.160]  像這種假如
[00:06:25.160 --> 00:06:26.680]  我有更多的信心
[00:06:26.680 --> 00:06:29.240]  就可以如何的這種觀念
[00:06:29.240 --> 00:06:30.160]  它至少
[00:06:30.160 --> 00:06:32.680]  揭示了兩個方面的情況
[00:06:32.680 --> 00:06:34.680]  第一個方面就是
[00:06:34.680 --> 00:06:38.600]  對信心本身有一個錯誤的理解
[00:06:38.600 --> 00:06:40.000]  怎麼樣錯誤法
[00:06:40.760 --> 00:06:44.280]  他是以為這個信心是可以量化的
[00:06:44.280 --> 00:06:46.000]  你可以去撐的
[00:06:46.000 --> 00:06:47.000]  可以去計算的
[00:06:47.000 --> 00:06:48.000]  可以去衡量的
[00:06:48.000 --> 00:06:49.280]  那假如說
[00:06:49.280 --> 00:06:51.960]  如果感冒需要
[00:06:51.960 --> 00:06:54.520]  需要一斤的這個一公斤
[00:06:54.520 --> 00:06:56.920]  需要一公斤的這個信心
[00:06:56.920 --> 00:06:58.240]  那
[00:06:58.240 --> 00:07:00.680]  癌症需要多少呢
[00:07:00.680 --> 00:07:05.280]  假如說醫治感冒
[00:07:05.280 --> 00:07:07.800]  需要一公斤的這個信心就好了
[00:07:07.800 --> 00:07:08.520]  然後那
[00:07:08.880 --> 00:07:11.240]  是不是說醫治那個癌症
[00:07:11.240 --> 00:07:13.200]  就需要一噸的信心呢
[00:07:13.200 --> 00:07:15.760]  有多一點那個癌症就好了
[00:07:15.760 --> 00:07:20.040]  那你覺得醫治感冒容易一點
[00:07:20.040 --> 00:07:21.920]  還是醫治這個癌症容易一點
[00:07:21.920 --> 00:07:24.440]  感冒容易一點
[00:07:24.440 --> 00:07:27.080]  全部這麼認為嗎
[00:07:27.080 --> 00:07:29.160]  癌症
[00:07:29.160 --> 00:07:30.480]  有人說癌症
[00:07:30.480 --> 00:07:35.160]  對我們來講呢
[00:07:35.160 --> 00:07:36.560]  可能有不一樣
[00:07:36.560 --> 00:07:37.960]  可是對上帝來講呢
[00:07:38.280 --> 00:07:39.600]  醫治感冒跟
[00:07:39.600 --> 00:07:41.040]  醫治癌症
[00:07:41.040 --> 00:07:42.800]  有區別嗎
[00:07:42.800 --> 00:07:46.920]  對神來講這個難度有區別嗎
[00:07:46.920 --> 00:07:49.480]  根本沒有區別對不對
[00:07:49.480 --> 00:07:53.240]  所以你知道你的信心是對上帝的
[00:07:53.240 --> 00:07:55.080]  你是對他有信心對不對
[00:07:55.080 --> 00:07:57.760]  所以這個人感冒治好了
[00:07:57.760 --> 00:07:59.040]  或者這個人的癌症治好了
[00:07:59.040 --> 00:08:00.880]  不是你給他治好的
[00:08:00.880 --> 00:08:01.920]  是神給他治好了
[00:08:01.920 --> 00:08:04.440]  所以不管醫治感冒還是醫治癌症
[00:08:04.440 --> 00:08:05.560]  都是神所做的
[00:08:05.760 --> 00:08:09.080]  所以對神來講並沒有難成的事情
[00:08:09.080 --> 00:08:10.480]  所以其實都是一樣的
[00:08:10.480 --> 00:08:12.880]  好了
[00:08:12.880 --> 00:08:17.440]  除了對信心有錯誤的理解之外呢
[00:08:17.440 --> 00:08:19.120]  其實還有第二個方面
[00:08:19.120 --> 00:08:20.640]  就是表明我們自己
[00:08:20.640 --> 00:08:22.360]  沒有信心
[00:08:22.360 --> 00:08:25.280]  這個不是信心多少的問題
[00:08:25.280 --> 00:08:26.400]  而是你
[00:08:26.400 --> 00:08:27.840]  沒有信心
[00:08:27.840 --> 00:08:29.800]  當你說你信心不足的時候
[00:08:29.800 --> 00:08:30.840]  其實是什麼呢
[00:08:30.840 --> 00:08:33.320]  其實就是沒有信心
[00:08:33.920 --> 00:08:35.960]  這是有和沒有的區別
[00:08:35.960 --> 00:08:40.640]  而不是多和少的一個區別
[00:08:40.640 --> 00:08:44.360]  所以你會看到很奇妙的一個事情
[00:08:44.360 --> 00:08:44.920]  就是說
[00:08:44.920 --> 00:08:49.400]  當門徒要求耶穌加徵他們的信心
[00:08:49.400 --> 00:08:52.480]  耶穌的回答是很有意思的
[00:08:52.480 --> 00:08:55.920]  他的回答不像我們常理的那個回答
[00:08:55.920 --> 00:08:59.160]  你看耶穌他怎麼回答的
[00:08:59.160 --> 00:09:01.200]  這個經文怎麼講呢
[00:09:04.720 --> 00:09:06.640]  第六節主說
[00:09:06.640 --> 00:09:10.040]  你們若有信心向一粒芥菜種
[00:09:10.040 --> 00:09:12.000]  就是對這棵桑樹說
[00:09:12.000 --> 00:09:14.440]  你要拔起根來栽在海裡
[00:09:14.440 --> 00:09:18.240]  他也必聽從你們
[00:09:18.240 --> 00:09:19.720]  意思是什麼
[00:09:19.720 --> 00:09:25.600]  耶穌沒有正面的回答他們說
[00:09:25.600 --> 00:09:26.040]  好
[00:09:26.040 --> 00:09:27.760]  我給你多一點的信心
[00:09:27.760 --> 00:09:28.560]  或是不好
[00:09:28.560 --> 00:09:31.000]  我現在不給你們多一點的信心
[00:09:31.000 --> 00:09:35.440]  而是說如果你們的信心有像芥菜種那麼小的話
[00:09:35.440 --> 00:09:37.640]  你就可以做很大的事情
[00:09:37.640 --> 00:09:39.480]  那個事情大的你不可以想像
[00:09:39.480 --> 00:09:45.160]  他為什麼要用芥菜種的這個的比喻呢
[00:09:45.160 --> 00:09:46.960]  你看到這個圖
[00:09:46.960 --> 00:09:49.000]  我在網上找了
[00:09:49.000 --> 00:09:50.360]  因為我自己沒有見過
[00:09:50.360 --> 00:09:52.400]  我不曉得有沒有找對這個圖
[00:09:52.400 --> 00:09:54.880]  有人見過那個芥菜種
[00:09:54.880 --> 00:09:56.720]  很小
[00:09:56.720 --> 00:09:59.080]  很小的一個芥菜種
[00:09:59.240 --> 00:10:02.320]  耶穌說如果你的信心有這個芥菜種那麼小
[00:10:02.320 --> 00:10:04.720]  可能用手捏可能都很難捏的就很小
[00:10:04.720 --> 00:10:07.320]  你就可以做很大的事情
[00:10:07.320 --> 00:10:13.360]  所以背後意思是說這個信心跟那個大小或是多和少也沒有關係
[00:10:13.360 --> 00:10:15.040]  沒有關係
[00:10:15.040 --> 00:10:19.520]  只要你有哪怕一點點都可以怎麼樣
[00:10:19.520 --> 00:10:22.520]  都可以做成那個事情
[00:10:22.520 --> 00:10:24.360]  或者都可以成就大事
[00:10:24.600 --> 00:10:31.320]  所以這個關鍵不是大和小或者是多和少的問題
[00:10:31.320 --> 00:10:32.000]  而是什麼
[00:10:32.000 --> 00:10:34.760]  你有還是沒有的問題
[00:10:34.760 --> 00:10:35.720]  如果你有的話
[00:10:35.720 --> 00:10:39.600]  哪怕像一個一粒芥菜種那麼小
[00:10:39.600 --> 00:10:40.480]  都怎麼樣
[00:10:40.480 --> 00:10:42.160]  都可以成就大事
[00:10:42.160 --> 00:10:45.360]  都可以把那個桑樹栽在海裡
[00:10:45.360 --> 00:10:48.120]  都可以把山可以移到那邊
[00:10:48.120 --> 00:10:50.560]  所以耶穌的回答是很奇妙的
[00:10:50.560 --> 00:10:53.720]  他也很富有啟示性
[00:10:54.000 --> 00:10:57.480]  他把門徒們的這種錯誤的觀念
[00:10:57.480 --> 00:10:59.360]  就是對信心的錯誤的觀念
[00:10:59.360 --> 00:11:00.480]  糾正過來
[00:11:00.480 --> 00:11:03.080]  所以主耶穌實際上是說什麼
[00:11:03.080 --> 00:11:05.680]  就是不是信心多少的問題
[00:11:05.680 --> 00:11:08.520]  而是你有沒有信心的問題
[00:11:08.520 --> 00:11:10.280]  這個是次的問題
[00:11:10.280 --> 00:11:12.720]  而不是量的問題
[00:11:12.720 --> 00:11:16.520]  有多少信心才算足夠
[00:11:16.520 --> 00:11:18.080]  就像我剛才講的
[00:11:18.080 --> 00:11:22.240]  感冒和癌症是一公斤跟一噸的區別
[00:11:22.240 --> 00:11:23.520]  不是的
[00:11:23.600 --> 00:11:27.320]  是有和沒有的區別
[00:11:27.320 --> 00:11:30.840]  我們再來看芥菜種它有什麼特點
[00:11:30.840 --> 00:11:32.680]  剛才我們說的其中一個就是
[00:11:32.680 --> 00:11:34.040]  它比較小
[00:11:34.040 --> 00:11:35.560]  非常的小
[00:11:35.560 --> 00:11:36.960]  另外一個特點是什麼
[00:11:36.960 --> 00:11:38.880]  它是種子
[00:11:38.880 --> 00:11:42.320]  種子它就有生命力
[00:11:42.320 --> 00:11:44.960]  有生命力代表
[00:11:44.960 --> 00:11:47.080]  其實我們的信心應該是活的信心
[00:11:47.080 --> 00:11:48.920]  不是死的
[00:11:48.920 --> 00:11:51.960]  我們信心雖然小
[00:11:51.960 --> 00:11:55.160]  或者是看起來很微弱
[00:11:55.160 --> 00:11:57.960]  可是只要你有它是活的
[00:11:57.960 --> 00:12:00.480]  它就能夠成就大事
[00:12:00.480 --> 00:12:08.640]  在一些的墳墓裡面
[00:12:08.640 --> 00:12:12.840]  因為我去掃墓的時候
[00:12:12.840 --> 00:12:14.560]  我會看到有一些的墳墓
[00:12:14.560 --> 00:12:15.640]  不是石碑
[00:12:15.640 --> 00:12:20.760]  它有旁邊長了一些的小樹苗
[00:12:20.760 --> 00:12:23.760]  或者長了一些小的植物出來
[00:12:23.760 --> 00:12:25.800]  然後就把那些的墓碑
[00:12:25.800 --> 00:12:29.080]  或者是那些墓都會給擠開
[00:12:29.080 --> 00:12:32.280]  這個在義大利有一個墓很特別
[00:12:32.280 --> 00:12:34.880]  它是一個石頭的
[00:12:34.880 --> 00:12:38.480]  那個人他就不信主的
[00:12:38.480 --> 00:12:40.160]  他也是很反對基督教的
[00:12:40.160 --> 00:12:42.960]  所以他特別在生前
[00:12:42.960 --> 00:12:45.960]  他祝福那些人他死了以後
[00:12:45.960 --> 00:12:48.200]  就是要給他做一個很封閉的
[00:12:48.200 --> 00:12:50.400]  很堅固的石的墳墓
[00:12:50.760 --> 00:12:51.840]  讓他在裡面
[00:12:51.840 --> 00:12:53.040]  為什麼這麼做呢?
[00:12:53.040 --> 00:12:56.320]  因為他反對有復活的事情
[00:12:56.320 --> 00:12:58.560]  然後他說如果真的耶穌來了
[00:12:58.560 --> 00:12:59.200]  有復活了
[00:12:59.200 --> 00:13:00.800]  我也不會從墳墓裡出來
[00:13:00.800 --> 00:13:02.040]  不要讓我出來
[00:13:02.040 --> 00:13:03.680]  就把自己封閉在裡面
[00:13:03.680 --> 00:13:05.440]  就知道很奇妙的一個事情
[00:13:05.440 --> 00:13:07.160]  就是當他下葬的時候
[00:13:07.160 --> 00:13:09.040]  剛好有個飛鳥飛過
[00:13:09.040 --> 00:13:13.080]  就是飛鳥叼著一顆的像素的種子
[00:13:13.080 --> 00:13:14.840]  剛好就掉到他的墳墓裡面了
[00:13:14.840 --> 00:13:18.360]  然後他們把墳墓蓋上的時候
[00:13:18.360 --> 00:13:20.600]  剛好那個種子掉到裡面了
[00:13:20.600 --> 00:13:23.040]  然後後來種子就長起來了
[00:13:23.040 --> 00:13:26.120]  就把那個墳墓的蓋就頂開了
[00:13:26.120 --> 00:13:27.720]  這個墳墓就裂開了
[00:13:27.720 --> 00:13:29.600]  現在那個像素還在
[00:13:29.600 --> 00:13:33.800]  所以你會看到這個種子的力量非常大
[00:13:33.800 --> 00:13:35.760]  因為它是有生命力的
[00:13:35.760 --> 00:13:38.240]  那如果你有芥菜種那樣的信心
[00:13:38.240 --> 00:13:41.920]  你的信心就會不一樣了
[00:13:41.920 --> 00:13:44.720]  你就能真的活出來
[00:13:44.720 --> 00:13:46.560]  耶穌基督他的教導
[00:13:46.560 --> 00:13:49.160]  即使只有芥菜種那麼小
[00:13:49.160 --> 00:13:52.600]  你也能夠並發出很驚人的力量
[00:13:52.600 --> 00:13:54.280]  這個是我們所需要的
[00:13:54.280 --> 00:13:59.720]  那對主耶穌有信心意味著什麼呢
[00:13:59.720 --> 00:14:03.440]  就是我們跟他建立關係
[00:14:03.440 --> 00:14:06.960]  把我們自己的生命的主權交託給他
[00:14:06.960 --> 00:14:09.320]  信心是一種關係
[00:14:09.320 --> 00:14:10.960]  是一種敞開的關係
[00:14:10.960 --> 00:14:15.400]  比如說我對某人有信心
[00:14:15.400 --> 00:14:18.400]  肯定是我非常熟悉這個人
[00:14:18.960 --> 00:14:20.440]  我才能對他有信心
[00:14:20.440 --> 00:14:21.160]  如果是一個人
[00:14:21.160 --> 00:14:22.360]  我根本不瞭解他了
[00:14:22.360 --> 00:14:23.520]  根本不熟悉的
[00:14:23.520 --> 00:14:25.360]  我有沒有可能對他有信心
[00:14:25.360 --> 00:14:32.000]  如果是一個魔術師
[00:14:32.000 --> 00:14:32.720]  他表演
[00:14:32.720 --> 00:14:36.600]  叫你在空中走鋼線
[00:14:36.600 --> 00:14:40.520]  其實你都看他表演看了很多遍了
[00:14:40.520 --> 00:14:43.440]  他都帶領無數人可以走過去了
[00:14:43.440 --> 00:14:44.520]  都不會掉下來
[00:14:44.520 --> 00:14:47.360]  他現在邀請你跟他一起走
[00:14:47.360 --> 00:14:48.560]  你都看過了
[00:14:48.560 --> 00:14:51.360]  他帶很多人走那個鋼線都沒有問題
[00:14:51.360 --> 00:14:52.600]  他現在邀請你了
[00:14:52.600 --> 00:14:54.480]  你敢嗎
[00:14:54.480 --> 00:15:00.760]  你敢不敢是建基在什麼樣的基礎上面
[00:15:00.760 --> 00:15:06.200]  你對他的瞭解或者你對他的認識
[00:15:06.200 --> 00:15:07.520]  如果你看過很多了
[00:15:07.520 --> 00:15:10.080]  或者你就覺得應該沒有什麼問題
[00:15:10.080 --> 00:15:11.720]  他都可以這麼做
[00:15:11.720 --> 00:15:12.360]  別人都可以
[00:15:12.360 --> 00:15:14.320]  他帶我應該都可以很安全的
[00:15:14.320 --> 00:15:16.280]  可以走這個高空的那個鋼線
[00:15:17.840 --> 00:15:20.120]  如果你完全不瞭解他不認識他的話
[00:15:20.120 --> 00:15:21.040]  你敢不敢
[00:15:21.040 --> 00:15:23.000]  可能也不敢
[00:15:23.000 --> 00:15:25.800]  或者說有一個的朋友
[00:15:25.800 --> 00:15:27.800]  你完全不瞭解他的
[00:15:27.800 --> 00:15:31.040]  你敢不敢把一件很重要的事情交託給他
[00:15:31.040 --> 00:15:32.800]  然後跟他講我對你有信心
[00:15:32.800 --> 00:15:33.800]  你一定能夠做好
[00:15:33.800 --> 00:15:35.560]  大概你也不敢
[00:15:35.560 --> 00:15:37.520]  除非那個事情不太重要
[00:15:37.520 --> 00:15:41.160]  我們跟主的關係也一樣
[00:15:41.160 --> 00:15:45.280]  我們所講的信心是建立在這個關係裡面的
[00:15:45.280 --> 00:15:47.200]  我們跟主的關係
[00:15:47.600 --> 00:15:49.240]  所以你看英文很特別
[00:15:49.240 --> 00:15:51.640]  就是說我們說相信
[00:15:51.640 --> 00:15:56.920]  跟信靠其實是有一點點的區別的
[00:15:56.920 --> 00:15:59.280]  如果我們只是講相信的時候
[00:15:59.280 --> 00:16:01.480]  我們講Belief的時候
[00:16:01.480 --> 00:16:05.400]  可能你只是相信一個基本的事實
[00:16:05.400 --> 00:16:10.840]  可是你卻沒有能夠去信靠他
[00:16:10.840 --> 00:16:12.880]  比如說我相信
[00:16:12.880 --> 00:16:14.280]  耶穌是存在的
[00:16:14.280 --> 00:16:16.160]  或者我相信神是存在的
[00:16:16.160 --> 00:16:19.000]  這個你只是相信一個基本的事實而已
[00:16:19.000 --> 00:16:24.200]  可是你對神卻沒有一種信靠的關係
[00:16:24.200 --> 00:16:25.320]  所以我們
[00:16:25.320 --> 00:16:27.800]  講到有信心的時候
[00:16:27.800 --> 00:16:30.920]  不只是最基本的相信而已
[00:16:30.920 --> 00:16:33.800]  而是我們要信靠他跟他有那種的關係
[00:16:33.800 --> 00:16:37.720]  所以當我們跟神有關係的時候
[00:16:37.720 --> 00:16:42.800]  我們就比較容易能夠活出來神對我們的要求
[00:16:42.800 --> 00:16:46.880]  我們也比較能夠有容易過信心的生活
[00:16:46.880 --> 00:16:51.360]  有時候過信心的生活不是代表說
[00:16:51.360 --> 00:16:53.880]  這個外在的環境就改變了
[00:16:53.880 --> 00:16:56.000]  有時候我們可能會有一點的誤區
[00:16:56.000 --> 00:16:58.200]  就是說當我們有信心的時候
[00:16:58.200 --> 00:17:01.440]  神會改變我們現在所處的困境
[00:17:01.440 --> 00:17:02.760]  或者改變我們的環境
[00:17:02.760 --> 00:17:03.920]  這是不一定的
[00:17:03.920 --> 00:17:07.400]  有時候我們雖然有信心
[00:17:07.400 --> 00:17:10.720]  可是那個不好的環境他可能沒有改變
[00:17:11.200 --> 00:17:14.120]  可是卻改變了我們自己
[00:17:14.120 --> 00:17:15.880]  我們自己被改變了
[00:17:15.880 --> 00:17:19.400]  我們能夠有信心去面對那個的困境
[00:17:19.400 --> 00:17:21.960]  去面對的那個艱難
[00:17:21.960 --> 00:17:28.040]  我們能夠有力量去面對那些很糟糕的處境
[00:17:28.040 --> 00:17:30.160]  這個是神在改變我們
[00:17:30.160 --> 00:17:33.800]  而不是不一定是外在的環境來改變
[00:17:33.800 --> 00:17:35.200]  好了
[00:17:35.200 --> 00:17:38.440]  所以這段經文第一方面講到
[00:17:38.440 --> 00:17:42.040]  就是我們對主要有信心
[00:17:42.040 --> 00:17:45.320]  然後第二方面
[00:17:45.320 --> 00:17:48.920]  講到侍奉上面的
[00:17:48.920 --> 00:17:52.840]  表面上看來好像很奇特
[00:17:52.840 --> 00:17:55.320]  上文跟下文不是太連接
[00:17:55.320 --> 00:17:57.280]  那我們先讀完我再講
[00:17:57.280 --> 00:17:58.520]  它會有什麼樣的關係
[00:17:58.520 --> 00:17:59.440]  我們再念一次
[00:17:59.440 --> 00:18:03.920]  你們誰有僕人耕地或是放羊
[00:18:03.920 --> 00:18:05.760]  從田裡回來
[00:18:05.760 --> 00:18:09.240]  就對他說你快來坐下吃飯
[00:18:09.240 --> 00:18:13.600]  豈不對他說你給我預備晚飯
[00:18:13.600 --> 00:18:15.840]  樹上帶子伺候我
