
[00:00:00.000 --> 00:00:01.200]  今天我的題目就是
[00:02:05.000 --> 00:02:08.000]  祂的復活對我們的生命是有意思的
[00:02:08.000 --> 00:02:09.000]  對我們的生命
[00:02:09.000 --> 00:02:10.000]  就算我們在世的人
[00:02:10.000 --> 00:02:12.000]  暫時未經歷死亡的人
[00:02:12.000 --> 00:02:13.000]  都有祂的意思
[00:02:13.000 --> 00:02:14.000]  我希望今天
[00:02:14.000 --> 00:02:17.000]  藉著這個壽難節和復活節的周末當中
[00:02:17.000 --> 00:02:19.000]  我們用一段舊約的聖經
[00:02:19.000 --> 00:02:21.000]  特別倚著書的其中一段聖經
[00:02:21.000 --> 00:02:24.000]  是講述一個受苦的僕人的這段聖經
[00:02:24.000 --> 00:02:26.000]  來反思究竟耶穌的死
[00:02:26.000 --> 00:02:28.000]  和我們的生命有什麼關係
[00:02:28.000 --> 00:02:30.000]  同樣耶穌的復活
[00:02:30.000 --> 00:02:32.000]  和我們今天在世的人
[00:02:32.000 --> 00:02:34.000]  我們的生命有什麼關係
[00:02:34.000 --> 00:02:35.000]  當然
[00:02:35.000 --> 00:02:36.000]  先知道倚著書
[00:02:36.000 --> 00:02:38.000]  特別由四到五十五章的時候
[00:02:38.000 --> 00:02:39.000]  有一個聖經學者
[00:02:39.000 --> 00:02:40.000]  一個德國學者
[00:02:40.000 --> 00:02:41.000]  一個Bernard Dume
[00:02:41.000 --> 00:02:42.000]  他就說
[00:02:42.000 --> 00:02:43.000]  在這段聖經裏面
[00:02:43.000 --> 00:02:46.000]  出現了四首的僕人之歌
[00:02:46.000 --> 00:02:48.000]  他自己是將這四首的詩歌
[00:02:48.000 --> 00:02:49.000]  稱之為僕人之歌
[00:02:49.000 --> 00:02:51.000]  當然這四首的僕人之歌當中
[00:02:51.000 --> 00:02:52.000]  有不同的學者
[00:02:52.000 --> 00:02:55.000]  對於這個僕人是指向誰呢
[00:02:55.000 --> 00:02:56.000]  有不同的說法
[00:02:56.000 --> 00:02:58.000]  大體可以分成四個
[00:02:58.000 --> 00:02:59.000]  因為時間問題
[00:02:59.000 --> 00:03:00.000]  我不會逐一來講
[00:03:00.000 --> 00:03:03.000]  大家看看PowerPoint就算了
[00:03:03.000 --> 00:03:04.000]  另一方面
[00:03:04.000 --> 00:03:05.000]  在我們的科幻派來說
[00:03:05.000 --> 00:03:08.000]  我們相信這個僕人之歌
[00:03:08.000 --> 00:03:10.000]  在我們的傳統觀念當中
[00:03:10.000 --> 00:03:11.000]  我們很相信
[00:03:11.000 --> 00:03:15.000]  這個僕人之歌是預言耶穌基督的生命
[00:03:15.000 --> 00:03:19.000]  是預言耶穌基督的一個很重要的幾段的聖經
[00:03:19.000 --> 00:03:21.000]  特別最後一段的聖經
[00:03:21.000 --> 00:03:23.000]  五十二章十三節
[00:03:23.000 --> 00:03:24.000]  到五十三章十二節
[00:03:24.000 --> 00:03:25.000]  這一段的聖經
[00:03:25.000 --> 00:03:28.000]  稱之為受苦的僕人的預言當中
[00:03:28.000 --> 00:03:31.000]  如果我們仔細去讀的時候
[00:03:31.000 --> 00:03:32.000]  我們發覺
[00:03:32.000 --> 00:03:33.000]  他的描述
[00:03:33.000 --> 00:03:34.000]  在耶穌基督出生之前
[00:03:34.000 --> 00:03:36.000]  七百多年前的描述
[00:03:36.000 --> 00:03:39.000]  描述耶穌基督的死
[00:03:39.000 --> 00:03:41.000]  真的描述得很精彩
[00:03:41.000 --> 00:03:43.000]  甚至描述耶穌基督的生平
[00:03:43.000 --> 00:03:46.000]  短短的一張多一點的聖經
[00:03:46.000 --> 00:03:47.000]  描述耶穌的生平
[00:03:47.000 --> 00:03:48.000]  描述耶穌的死
[00:03:48.000 --> 00:03:51.000]  簡直是很精彩
[00:03:51.000 --> 00:03:52.000]  所以我們都不會明白
[00:03:52.000 --> 00:03:54.000]  為什麼幾百年前
[00:03:54.000 --> 00:03:55.000]  耶穌出生幾百年前
[00:03:55.000 --> 00:03:58.000]  才知道已經可以這麼清晰
[00:03:58.000 --> 00:04:00.000]  說了受苦的耶穌
[00:04:00.000 --> 00:04:03.000]  今天我們嘗試從舊約
[00:04:03.000 --> 00:04:06.000]  這個僕人之歌的第四首歌
[00:04:06.000 --> 00:04:07.000]  來和大家分享
[00:04:07.000 --> 00:04:09.000]  這個受苦的僕人
[00:04:09.000 --> 00:04:12.000]  這個受苦的僕人和我們有什麼關係
[00:04:12.000 --> 00:04:14.000]  究竟先知爾賽亞
[00:04:14.000 --> 00:04:16.000]  如何去描述這個僕人
[00:04:16.000 --> 00:04:17.000]  第一
[00:04:17.000 --> 00:04:18.000]  他的描述就是說
[00:04:18.000 --> 00:04:21.000]  這個受苦的僕人本身來說
[00:04:21.000 --> 00:04:24.000]  是被世人所藐視
[00:04:24.000 --> 00:04:25.000]  他一開始就說
[00:04:25.000 --> 00:04:29.000]  這個僕人是被世人所藐視
[00:04:29.000 --> 00:04:31.000]  藐視這個字在原文的意思
[00:04:31.000 --> 00:04:33.000]  很有趣
[00:04:33.000 --> 00:04:34.000]  這個字就是
[00:04:34.000 --> 00:04:35.000]  他走過去都看不到他
[00:04:35.000 --> 00:04:36.000]  即是當他沒有到
[00:04:36.000 --> 00:04:37.000]  簡單來說
[00:04:37.000 --> 00:04:40.000]  這個人是完全不起眼的
[00:04:40.000 --> 00:04:43.000]  這個說話其實對於猶太教來說
[00:04:43.000 --> 00:04:44.000]  對猶太人來說
[00:04:44.000 --> 00:04:49.000]  是一個很大的挑戰
[00:04:49.000 --> 00:04:50.000]  因為猶太人的傳統
[00:04:50.000 --> 00:04:52.000]  他們一直期待的尼賽亞
[00:04:52.000 --> 00:04:54.000]  就是一個大衛的子孫
[00:04:54.000 --> 00:04:56.000]  既然是大衛的子孫的話
[00:04:56.000 --> 00:04:57.000]  大衛是王
[00:04:57.000 --> 00:04:58.000]  他的子孫應該是王
[00:04:58.000 --> 00:04:59.000]  所以他們一直期待
[00:04:59.000 --> 00:05:01.000]  這個尼賽亞
[00:05:01.000 --> 00:05:02.000]  這個救贖主
[00:05:02.000 --> 00:05:05.000]  是一個能夠有顯赫的背景
[00:05:05.000 --> 00:05:07.000]  是有很了不起的能力
[00:05:07.000 --> 00:05:08.000]  是一個很厲害的人
[00:05:08.000 --> 00:05:10.000]  是能夠將以色列百姓
[00:05:10.000 --> 00:05:13.000]  將他們捆綁而釋放出來
[00:05:13.000 --> 00:05:15.000]  所以當他們看著耶穌
[00:05:15.000 --> 00:05:17.000]  被釘在十字架上的時候
[00:05:17.000 --> 00:05:19.000]  以致他們無法去接受
[00:05:19.000 --> 00:05:22.000]  一個耶穌會死在十字架上
[00:05:22.000 --> 00:05:23.000]  而這個死在十字架上的耶穌
[00:05:23.000 --> 00:05:25.000]  就是他們的尼賽亞
[00:05:25.000 --> 00:05:27.000]  所以先知以賽亞
[00:05:27.000 --> 00:05:28.000]  可以說很大膽
[00:05:28.000 --> 00:05:29.000]  他一開始說
[00:05:29.000 --> 00:05:31.000]  這個僕人是被世人所藐視
[00:05:31.000 --> 00:05:33.000]  為什麼他被世人所藐視呢
[00:05:33.000 --> 00:05:36.000]  第一 因為他沒有顯赫的背景
[00:05:36.000 --> 00:05:38.000]  如果看回以賽亞書的描述
[00:05:38.000 --> 00:05:39.000]  他這樣說
[00:05:39.000 --> 00:05:42.000]  他在耶和華面前生長如嫩芽
[00:05:42.000 --> 00:05:45.000]  將根出於乾地
[00:05:45.000 --> 00:05:48.000]  嫩芽是一個很初生的植物
[00:05:48.000 --> 00:05:51.000]  是很脆弱 經不起風浪
[00:05:51.000 --> 00:05:53.000]  而這個根是出於乾地
[00:05:53.000 --> 00:05:55.000]  用正常的自然環境來說
[00:05:55.000 --> 00:05:56.000]  除了仙人掌之後
[00:05:56.000 --> 00:05:57.000]  在乾地之外
[00:05:57.000 --> 00:05:58.000]  大部分所有的植物
[00:05:58.000 --> 00:06:01.000]  都是需要有濕的土藥
[00:06:01.000 --> 00:06:04.000]  但是耶穌的出世已經是很奇妙
[00:06:04.000 --> 00:06:07.000]  耶穌的出世當時被人覺得
[00:06:07.000 --> 00:06:09.000]  是不可能有這樣的情況出世
[00:06:09.000 --> 00:06:11.000]  他的出世是一個童貞女
[00:06:11.000 --> 00:06:12.000]  瑪麗亞
[00:06:12.000 --> 00:06:13.000]  是適齡懷孕所生
[00:06:13.000 --> 00:06:16.000]  我相信瑪麗亞在當時的世代當中
[00:06:16.000 --> 00:06:17.000]  在二千多年前
[00:06:17.000 --> 00:06:20.000]  她所面對周圍的人對她的恥笑
[00:06:20.000 --> 00:06:21.000]  對她的辱罵
[00:06:21.000 --> 00:06:23.000]  我相信她所承擔的壓力
[00:06:23.000 --> 00:06:24.000]  是你和我
[00:06:24.000 --> 00:06:26.000]  是不可能忍得住的
[00:06:26.000 --> 00:06:28.000]  而同樣 她出生在馬槽
[00:06:28.000 --> 00:06:29.000]  大家都知道 聖誕節
[00:06:29.000 --> 00:06:30.000]  在馬槽
[00:06:30.000 --> 00:06:33.000]  馬槽是一個最骯髒的地方
[00:06:33.000 --> 00:06:35.000]  今天你和我絕對不會
[00:06:35.000 --> 00:06:36.000]  希望我們的下一代
[00:06:36.000 --> 00:06:38.000]  是在馬槽出世
[00:06:38.000 --> 00:06:39.000]  我們希望在醫院
[00:06:39.000 --> 00:06:40.000]  還要選醫院
[00:06:40.000 --> 00:06:42.000]  但是不可能在馬槽
[00:06:42.000 --> 00:06:43.000]  甚至她所居住的地方
[00:06:43.000 --> 00:06:44.000]  是拿撒亞城
[00:06:44.000 --> 00:06:45.000]  在當時來說
[00:06:45.000 --> 00:06:47.000]  是一個很窮鄉僻壤
[00:06:47.000 --> 00:06:49.000]  她加上她爸爸的職業
[00:06:49.000 --> 00:06:50.000]  是木匠的兒子
[00:06:50.000 --> 00:06:52.000]  沒有一件事可以證明
[00:06:52.000 --> 00:06:54.000]  她是一個背景
[00:06:54.000 --> 00:06:56.000]  是能夠令人羨慕
[00:06:56.000 --> 00:06:58.000]  以致到當耶穌基督出來的時候
[00:06:58.000 --> 00:06:59.000]  拿丹葉也說
[00:06:59.000 --> 00:07:00.000]  也不肖說
[00:07:00.000 --> 00:07:04.000]  拿撒亞還能出什麼好的魔
[00:07:04.000 --> 00:07:05.000]  在拿撒亞城
[00:07:05.000 --> 00:07:07.000]  怎麼可能出什麼好東西
[00:07:07.000 --> 00:07:09.000]  甚至耶穌基督說完
[00:07:09.000 --> 00:07:10.000]  很多人都覺得
[00:07:10.000 --> 00:07:11.000]  哇 耶穌真是很厲害
[00:07:11.000 --> 00:07:13.000]  祂的說法是有權柄
[00:07:13.000 --> 00:07:14.000]  但是他們只是驚訝
[00:07:14.000 --> 00:07:16.000]  為什麼一個木匠的兒子
[00:07:16.000 --> 00:07:20.000]  可以說出這麼有權柄的說話
[00:07:20.000 --> 00:07:23.000]  耶穌基督在耶穌的描述
[00:07:23.000 --> 00:07:25.000]  祂並沒有顯赫的背景
[00:07:25.000 --> 00:07:28.000]  而同樣 祂也沒有階型美容
[00:07:28.000 --> 00:07:30.000]  特別耶穌大書第53章第二節
[00:07:30.000 --> 00:07:31.000]  那裡說
[00:07:31.000 --> 00:07:33.000]  祂無階型美容
[00:07:33.000 --> 00:07:34.000]  我們看見祂的時候
[00:07:34.000 --> 00:07:36.000]  也無美貌
[00:07:36.000 --> 00:07:39.000]  使我們羨慕祂
[00:07:39.000 --> 00:07:41.000]  哇 耶穌的樣子
[00:07:41.000 --> 00:07:43.000]  聖經說 祂的描述
[00:07:43.000 --> 00:07:46.000]  祂沒有任何的美貌
[00:07:46.000 --> 00:07:48.000]  令我們羨慕祂
[00:07:48.000 --> 00:07:49.000]  各位弟兄姊妹
[00:07:49.000 --> 00:07:52.000]  誰見過耶穌
[00:07:52.000 --> 00:07:53.000]  你見過耶穌沒有
[00:07:53.000 --> 00:07:54.000]  法網見過或者
[00:07:54.000 --> 00:07:56.000]  法網可能你沒見過
[00:07:56.000 --> 00:07:58.000]  我見過耶穌沒有
[00:07:58.000 --> 00:07:59.000]  真的沒見過耶穌
[00:07:59.000 --> 00:08:00.000]  我真的沒見過
[00:08:00.000 --> 00:08:01.000]  我們最驚訝是見過
[00:08:01.000 --> 00:08:03.000]  那塊布
[00:08:03.000 --> 00:08:05.000]  曾經包過耶穌那塊布
[00:08:05.000 --> 00:08:08.000]  曾經做過一些科技
[00:08:08.000 --> 00:08:10.000]  然後做了一個型出來
[00:08:10.000 --> 00:08:11.000]  這個型的耶穌的樣子
[00:08:11.000 --> 00:08:13.000]  頭髮長長的
[00:08:13.000 --> 00:08:14.000]  肯定長過我的
[00:08:14.000 --> 00:08:17.000]  可能有一點角字厚面
[00:08:17.000 --> 00:08:18.000]  這個就是耶穌
[00:08:18.000 --> 00:08:19.000]  弟兄姊妹
[00:08:19.000 --> 00:08:21.000]  耶穌什麼樣子
[00:08:21.000 --> 00:08:22.000]  你見過沒有
[00:08:22.000 --> 00:08:24.000]  但是 先知之說
[00:08:24.000 --> 00:08:27.000]  祂的樣子是沒有美貌
[00:08:27.000 --> 00:08:28.000]  沒有美貌
[00:08:28.000 --> 00:08:30.000]  值得我們去羨慕
[00:08:30.000 --> 00:08:32.000]  哇 究竟是什麼樣子
[00:08:32.000 --> 00:08:33.000]  我們中國人也有句說話
[00:08:33.000 --> 00:08:36.000]  情人眼裡都會出西施
[00:08:36.000 --> 00:08:38.000]  就算一個人的樣子
[00:08:38.000 --> 00:08:40.000]  你會說 為什麼他會娶她
[00:08:40.000 --> 00:08:41.000]  關你什麼事
[00:08:41.000 --> 00:08:42.000]  我覺得她漂亮
[00:08:42.000 --> 00:08:44.000]  情人眼裡都會出西施
[00:08:44.000 --> 00:08:45.000]  但是耶穌說
[00:08:45.000 --> 00:08:47.000]  祂沒有任何的樣子
[00:08:47.000 --> 00:08:48.000]  祂沒有美貌
[00:08:48.000 --> 00:08:51.000]  令我們羨慕祂
[00:08:51.000 --> 00:08:54.000]  我曾經嘗試去福音書
[00:08:54.000 --> 00:08:55.000]  去看看那些作者
[00:08:55.000 --> 00:08:57.000]  有沒有描述耶穌的樣子
[00:08:57.000 --> 00:08:58.000]  真的找不到
[00:08:58.000 --> 00:08:59.000]  唯一一節
[00:08:59.000 --> 00:09:00.000]  我從來沒有讀這一節
[00:09:00.000 --> 00:09:01.000]  不過我突然間
[00:09:01.000 --> 00:09:02.000]  這一節很有趣
[00:09:02.000 --> 00:09:04.000]  在約翰福音第八章第五十七節
[00:09:04.000 --> 00:09:06.000]  聖經很有趣
[00:09:06.000 --> 00:09:07.000]  猶太人說
[00:09:07.000 --> 00:09:09.000]  你還不到五十歲
[00:09:09.000 --> 00:09:12.000]  怎會見過阿伯拉罕呢
[00:09:12.000 --> 00:09:13.000]  為什麼這群人
[00:09:13.000 --> 00:09:16.000]  看著耶穌說他像五十歲
[00:09:16.000 --> 00:09:17.000]  耶穌三十歲出來侍奉
[00:09:17.000 --> 00:09:19.000]  三十三歲半死
[00:09:19.000 --> 00:09:20.000]  肯定都沒有到五十歲
[00:09:20.000 --> 00:09:21.000]  但是有些人說
[00:09:21.000 --> 00:09:22.000]  你還不到五十歲
[00:09:22.000 --> 00:09:24.000]  證明祂的樣子
[00:09:24.000 --> 00:09:26.000]  是有一點點憔悴
[00:09:26.000 --> 00:09:27.000]  有一點點白頭髮
[00:09:27.000 --> 00:09:30.000]  有一點點老太郎中都不頂
[00:09:30.000 --> 00:09:31.000]  我這樣說而已
[00:09:31.000 --> 00:09:32.000]  我不是這樣詆毀耶穌
[00:09:32.000 --> 00:09:33.000]  大家不要傳出去
[00:09:33.000 --> 00:09:34.000]  說我詆毀耶穌
[00:09:34.000 --> 00:09:37.000]  因為可能那些人一看著祂
[00:09:37.000 --> 00:09:39.000]  耶穌睡覺都沒有枕頭
[00:09:39.000 --> 00:09:41.000]  吃東西吃無定時
[00:09:41.000 --> 00:09:42.000]  去到哪裡開門
[00:09:42.000 --> 00:09:43.000]  那些人開門給祂吃
[00:09:43.000 --> 00:09:44.000]  不開門給祂
[00:09:44.000 --> 00:09:45.000]  祂就踢一踢塵
[00:09:45.000 --> 00:09:46.000]  祂就走人了
[00:09:46.000 --> 00:09:47.000]  就是沒得吃
[00:09:47.000 --> 00:09:48.000]  祂就是一個這樣的生活
[00:09:48.000 --> 00:09:49.000]  做了幾年
[00:09:49.000 --> 00:09:51.000]  我不知道祂是什麼樣子
[00:09:51.000 --> 00:09:53.000]  不過先知以創下
[00:09:53.000 --> 00:09:55.000]  祂說祂的樣子是沒有美貌
[00:09:55.000 --> 00:09:58.000]  值得我們羨慕
[00:09:58.000 --> 00:09:59.000]  弟兄姊妹
[00:09:59.000 --> 00:10:01.000]  一個這樣的僕人
[00:10:01.000 --> 00:10:03.000]  我們會不會跟他呢
[00:10:03.000 --> 00:10:05.000]  如果今天香港選特首
[00:10:05.000 --> 00:10:07.000]  回到幾個月之前
[00:10:07.000 --> 00:10:09.000]  選那三個
[00:10:09.000 --> 00:10:12.000]  你會選哪個
[00:10:12.000 --> 00:10:13.000]  我們會想什麼
[00:10:13.000 --> 00:10:14.000]  我們會想
[00:10:14.000 --> 00:10:15.000]  第一
[00:10:15.000 --> 00:10:16.000]  先想想祂的樣子
[00:10:16.000 --> 00:10:17.000]  我們會說
[00:10:17.000 --> 00:10:19.000]  這樣的樣子代表我們香港
[00:10:19.000 --> 00:10:20.000]  怎麼搞的
[00:10:20.000 --> 00:10:22.000]  走出來都不像樣
[00:10:22.000 --> 00:10:24.000]  我們是香港
[00:10:24.000 --> 00:10:25.000]  背景
[00:10:25.000 --> 00:10:26.000]  看看哪個背景厲害
[00:10:26.000 --> 00:10:28.000]  這個人從來都沒有表現
[00:10:28.000 --> 00:10:29.000]  怎麼會選他
[00:10:29.000 --> 00:10:30.000]  弟兄姊妹
[00:10:30.000 --> 00:10:33.000]  今天我們選一個領袖
[00:10:33.000 --> 00:10:35.000]  我們都會看外形
[00:10:35.000 --> 00:10:36.000]  都會看他的外表
[00:10:36.000 --> 00:10:40.000]  看他走出來有沒有一些氣勢
[00:10:40.000 --> 00:10:41.000]  我們經常說
[00:10:41.000 --> 00:10:43.000]  這個人有些charisma
[00:10:43.000 --> 00:10:44.000]  有些氣勢
[00:10:44.000 --> 00:10:45.000]  我們做牧師
[00:10:45.000 --> 00:10:47.000]  上港台一定要穿西裝
[00:10:47.000 --> 00:10:48.000]  穿西裝
[00:10:48.000 --> 00:10:50.000]  先敬羅衣
[00:10:50.000 --> 00:10:51.000]  後敬人
[00:10:51.000 --> 00:10:54.000]  我們都會裝扮一下自己
[00:10:54.000 --> 00:10:57.000]  都會遮一下我的頭
[00:10:57.000 --> 00:11:00.000]  讓我們能夠看著他都順眼一點
[00:11:00.000 --> 00:11:01.000]  但先知之下
[00:11:01.000 --> 00:11:03.000]  卻說這個僕人
[00:11:03.000 --> 00:11:05.000]  是完全沒有任何的美容
[00:11:05.000 --> 00:11:07.000]  值得我們羨慕
[00:11:07.000 --> 00:11:08.000]  聖經那邊
[00:11:08.000 --> 00:11:10.000]  很多時候說的標準
[00:11:10.000 --> 00:11:12.000]  跟我們世人的標準是很不同
[00:11:12.000 --> 00:11:15.000]  我們世人是很憑外貌去娶人
[00:11:15.000 --> 00:11:17.000]  但我們的聖經經常教導我們
[00:11:17.000 --> 00:11:22.000]  我們的神是監察我們內心的上帝
[00:11:22.000 --> 00:11:23.000]  弟兄姊妹
[00:11:23.000 --> 00:11:24.000]  聖經的標準很有趣
[00:11:24.000 --> 00:11:25.000]  但這個僕人
[00:11:25.000 --> 00:11:28.000]  一個從來沒有顯赫的背景
[00:11:28.000 --> 00:11:31.000]  也沒有佳形美容的這個僕人
[00:11:31.000 --> 00:11:32.000]  先知之下繼續說
[00:11:32.000 --> 00:11:33.000]  他做了些什麼呢
[00:11:33.000 --> 00:11:35.000]  原來這個僕人
[00:11:35.000 --> 00:11:38.000]  他為人受苦
[00:11:38.000 --> 00:11:41.000]  和為人受死
[00:11:41.000 --> 00:11:42.000]  我們先說受苦
[00:11:42.000 --> 00:11:44.000]  我們讀讀53章4至6節
[00:11:44.000 --> 00:11:46.000]  我們讀讀
[00:11:46.000 --> 00:11:50.000]  他承認擔當我們的憂患
[00:11:50.000 --> 00:11:52.000]  背負我們的痛苦
[00:11:52.000 --> 00:11:55.000]  我們卻以為他受責罰
[00:11:55.000 --> 00:11:57.000]  被神擊打苦大了
[00:11:57.000 --> 00:12:00.000]  哪知他為我們的過犯受害
[00:12:00.000 --> 00:12:02.000]  為我們的罪孽壓傷
[00:12:02.000 --> 00:12:05.000]  因他受的刑罰我們得平安
[00:12:05.000 --> 00:12:08.000]  因他受的鞭傷我們得醫治
[00:12:08.000 --> 00:12:12.000]  我們都如洋酒迷各人偏行幾路
[00:12:12.000 --> 00:12:17.000]  也或說使我們眾人的罪孽都歸在他身上
[00:12:17.000 --> 00:12:18.000]  弟兄姊妹
[00:12:18.000 --> 00:12:20.000]  當我們一開始看的時候
[00:12:20.000 --> 00:12:22.000]  就說他被人鞭打
[00:12:22.000 --> 00:12:23.000]  該死的他犯罪了
[00:12:23.000 --> 00:12:24.000]  但原來不是
[00:12:24.000 --> 00:12:26.000]  原來他不是他犯罪
[00:12:26.000 --> 00:12:28.000]  他是承擔了世人的罪
[00:12:28.000 --> 00:12:30.000]  壓在他身上
[00:12:30.000 --> 00:12:32.000]  世人就好像洋酒迷
[00:12:32.000 --> 00:12:35.000]  各人偏行幾路
[00:12:35.000 --> 00:12:36.000]  弟兄姊妹
[00:12:36.000 --> 00:12:38.000]  我們有沒有想過
[00:12:38.000 --> 00:12:40.000]  當我們未信耶穌之前
[00:12:40.000 --> 00:12:42.000]  我們都是偏行幾路的人呢
[00:12:42.000 --> 00:12:43.000]  三個星期之前
[00:12:43.000 --> 00:12:44.000]  我在加拿大
[00:12:44.000 --> 00:12:45.000]  一台飛機
[00:12:45.000 --> 00:12:48.000]  那一晚有個牧師請我們夫婦吃飯
[00:12:48.000 --> 00:12:50.000]  他一坐下就跟我們說
[00:12:50.000 --> 00:12:53.000]  何牧師我們真的很羨慕你們香港教會
[00:12:53.000 --> 00:12:54.000]  在去年十一月
[00:12:54.000 --> 00:12:56.000]  我們有機會去到政府總部外面
[00:12:56.000 --> 00:12:59.000]  為了性別歧視發一件事
[00:12:59.000 --> 00:13:00.000]  我們可以開聲
[00:13:00.000 --> 00:13:04.000]  來跟政府說我們心裡邊的意願是什麼
[00:13:04.000 --> 00:13:05.000]  我真的羨慕你
[00:13:05.000 --> 00:13:06.000]  因為今天
[00:13:06.000 --> 00:13:08.000]  加拿大已經沒有機會說
[00:13:08.000 --> 00:13:10.000]  因為加拿大已經在二零零五年
[00:13:10.000 --> 00:13:12.000]  同性婚姻已經合法了
[00:13:12.000 --> 00:13:14.000]  你在港台不可以再說
[00:13:14.000 --> 00:13:16.000]  同性戀的婚姻不對
[00:13:16.000 --> 00:13:18.000]  我們不可以再說這些
[00:13:18.000 --> 00:13:19.000]  甚至
[00:13:19.000 --> 00:13:20.000]  甚至他說現在
[00:13:20.000 --> 00:13:24.000]  加拿大政府正在討論一個新的法例
[00:13:24.000 --> 00:13:26.000]  這個新的法例
[00:13:26.000 --> 00:13:27.000]  我一說出來
[00:13:27.000 --> 00:13:28.000]  大家都會說
[00:13:28.000 --> 00:13:30.000]  有沒有搞錯
[00:13:30.000 --> 00:13:32.000]  你準備說有沒有搞錯
[00:13:32.000 --> 00:13:33.000]  你準備說
[00:13:33.000 --> 00:13:34.000]  真的
[00:13:34.000 --> 00:13:37.000]  討論將來的公廁
[00:13:37.000 --> 00:13:39.000]  有沒有分男廁和女廁
[00:13:39.000 --> 00:13:40.000]  一起說
[00:13:40.000 --> 00:13:43.000]  有沒有搞錯
[00:13:43.000 --> 00:13:45.000]  真的
[00:13:45.000 --> 00:13:47.000]  為什麼開始討論
[00:13:47.000 --> 00:13:49.000]  就因為有一個男人
[00:13:49.000 --> 00:13:51.000]  去了女廁
[00:13:51.000 --> 00:13:53.000]  男人去女廁當然要捉
