
[00:00:00.000 --> 00:00:06.000]  高等之輩,讓我們一起在聆聽主義道義先,先一同的禱告,仰望我們主,我們的神。
[00:03:26.000 --> 00:03:31.000]  例子有很多,譬如我隨便舉兩個例子。
[00:03:32.000 --> 00:03:41.000]  有沒有說過,或者聽過,甚至做過,就是說,對敵人仁慈就是對自己的殘忍呢?
[00:03:41.000 --> 00:03:44.000]  你覺得這句說話對不對呢?
[00:03:44.000 --> 00:03:49.000]  你有沒有這樣做的?
[00:03:49.000 --> 00:04:00.000]  或者另一句說話就是說,世上是沒有真正的朋友的,是不是呢?
[00:04:02.000 --> 00:04:10.000]  如果我們帶著這種心思在這個世界上活著,可能會比較屬於主流。
[00:04:10.000 --> 00:04:12.000]  但是,這是不是上帝的心思意念呢?
[00:04:12.000 --> 00:04:16.000]  如果當我們仔細去看上帝在聖經裏面的啟示的時候,
[00:04:16.000 --> 00:04:24.000]  我們會發現上帝那種慈憐謙卑的關懷,以及祂那種竭力挽回人,
[00:04:24.000 --> 00:04:27.000]  從罪當中走出來的那種心思,
[00:04:28.000 --> 00:04:36.000]  其實是給我們看到上帝同樣盼望我們屬於祂的子民有這個一模一樣的表現。
[00:04:36.000 --> 00:04:43.000]  但是當我們在這個世界上要做到上帝這種竭力的人士和關心,
[00:04:43.000 --> 00:04:47.000]  或者竭力去幫助人脫離罪的過程當中,
[00:04:47.000 --> 00:04:52.000]  卻是被很多人在這個世界上視之為傻子、蠢人。
[00:04:52.000 --> 00:04:55.000]  這個世界的人怎會聽你這樣說呢?
[00:04:56.000 --> 00:05:00.000]  我曾經試過跟一個人講,一個人跟我說:你做牧師的吧?
[00:05:00.000 --> 00:05:02.000]  我說:「是呀,做牧師做甚麼的?」
[00:05:02.000 --> 00:05:05.000]  他說:「你是否經常在教會祈禱?」
[00:05:05.000 --> 00:05:08.000]  一天到晚祈禱,那祈禱有甚麼可以做呢?
[00:05:08.000 --> 00:05:13.000]  好像沒甚麼可以做,前台詞是說你沒甚麼可以做。
[00:05:13.000 --> 00:05:17.000]  我說:「其實在教會我有很多事可以做的。」
[00:05:17.000 --> 00:05:23.000]  我說:「不用說甚麼,不要說探訪,探訪已經不是一件事。」
[00:05:24.000 --> 00:05:29.000]  一件我自己覺得是甚麼的問題,我真的帶著心去探訪問題。
[00:05:29.000 --> 00:05:33.000]  但是要做一些講章,要花很多時間。
[00:05:33.000 --> 00:05:38.000]  但是有些人說:「你寫講章用不著寫得那麼緊張,
[00:05:38.000 --> 00:05:40.000]  聽說你好像講得很長。」
[00:05:40.000 --> 00:05:43.000]  我說:「是呀,我講了很長的一小時。」
[00:05:43.000 --> 00:05:47.000]  我說:「那些教會是在20分鐘內完成的。」
[00:05:47.000 --> 00:05:51.000]  我說:「是呀,那些教會不用你怎麼知道聖經就在20分鐘內完成。」
[00:05:52.000 --> 00:05:55.000]  他說:「那你講成那種講甚麼呢?」
[00:05:55.000 --> 00:06:00.000]  我說:「我講的講道很簡單的,不離開幾樣東西而已,
[00:06:00.000 --> 00:06:02.000]  其中一項是認罪悲哀。」
[00:06:02.000 --> 00:06:08.000]  他說:「誰教人認罪的?浪費唇舌。」
[00:06:08.000 --> 00:06:11.000]  然後他第二句就問:「那你教過多少人呢?」
[00:06:11.000 --> 00:06:15.000]  我說:「沒有甚麼人進去教會,十幾個人。」
[00:06:15.000 --> 00:06:18.000]  網上就有二百多個那些。
[00:06:19.000 --> 00:06:23.000]  不知道是不是二百多個訂閱我們那裡有二百多個。
[00:06:23.000 --> 00:06:28.000]  另外網站分享那裡有幾千個,不知道是重複還是怎樣。
[00:06:28.000 --> 00:06:30.000]  不要緊的,都不要緊的。
[00:06:30.000 --> 00:06:34.000]  他說:「你不要再叫人認罪悲哀,那些人很討厭你。」
[00:06:34.000 --> 00:06:38.000]  哪有人喜歡聽人說他有錯有罪。
[00:06:38.000 --> 00:06:42.000]  我說:「但是這個是上帝的意思。」
[00:06:42.000 --> 00:06:46.000]  上帝的意思就是上帝的意思而已,不是你教的。
[00:06:46.000 --> 00:06:48.000]  上帝的意思就是留給上帝教的。
[00:06:49.000 --> 00:06:54.000]  你做一些大家高興一點的事,人就會喜歡你的教會。
[00:06:54.000 --> 00:07:04.000]  這一種的陳述,在我們今天活在這個世界裡面,其實仍然很容易牽引我們走。
[00:07:04.000 --> 00:07:11.000]  就是說我們做信徒也好,或者幫幫Eric看看有沒有水,好像有些果汁。
[00:07:14.000 --> 00:07:23.000]  其實當我們看回這個世界裡面,我們信徒如果要跟大衛去走,其實是很容易的,生活你會覺得很容易。
[00:07:23.000 --> 00:07:27.000]  但是這一種是不是真的上帝的心思意念呢?
[00:07:27.000 --> 00:07:33.000]  如果要真的跟隨上帝的心思意念去拯救人,指出人的罪,甚至挽回人。
[00:07:33.000 --> 00:07:41.000]  這個這麼困難的事你做,一切你在做的教會都是不大,你不會成功的。
[00:07:42.000 --> 00:07:48.000]  難道王牧師你不能夠在這些地方裡面成功嗎?教會多一些人嗎?
[00:07:48.000 --> 00:07:53.000]  因為我在這裏是順帶的,把答案也說給你們聽。
[00:07:53.000 --> 00:07:57.000]  你知道上帝不想這個世界的教會就是這樣嗎?
[00:07:57.000 --> 00:08:02.000]  還是你想上帝認為那些教會一定是人多的才是上帝的教會呢?
[00:08:05.000 --> 00:08:13.000]  因此,在這一番的前設之下,讓我們一起去看《金天經》。
[00:08:13.000 --> 00:08:22.000]  《金天經》我給了一個題目給他,這個題目叫做從接納悔改的對頭人去認識神。
[00:08:22.000 --> 00:08:32.000]  我們去參與侍奉,或者做基督徒,我們怎樣去明白上帝其實是很重要的。
[00:08:33.000 --> 00:08:36.000]  要明白上帝的時候,你才知道怎樣去做基督徒。
[00:08:36.000 --> 00:08:42.000]  如果你不知道上帝是怎樣的時候,你跟著就說我去做我自己覺得的基督徒的話,
[00:08:42.000 --> 00:08:46.000]  很可能你做的基督徒不是上帝所要的基督徒。
[00:08:46.000 --> 00:08:49.000]  我們一起來看看這段《金天經》說了些什麼。
[00:08:49.000 --> 00:08:53.000]  《馬太福音》第十八章,第十五節至第二十二節。
[00:08:53.000 --> 00:08:58.000]  我的分段是跟話本不同的,所以請大家留意。
[00:08:58.000 --> 00:09:02.000]  我的分段是包括了第二十一節和第二十二節的經文,
[00:09:03.000 --> 00:09:08.000]  很容易會漏掉,我們一起讀讀這段《金天經》。
[00:09:08.000 --> 00:09:11.000]  大家應該很熟悉這段《金天經》,沒理由沒聽過。
[00:09:11.000 --> 00:09:14.000]  如果你在教會久一點,應該都聽過了。
[00:09:14.000 --> 00:09:20.000]  我們一起讀,打開《馬太福音》,十八章,十五節至第二十二節。
[00:09:20.000 --> 00:09:27.000]  《馬太福音》第十八章,第十五節至第二十二節。
[00:09:28.000 --> 00:09:33.000]  「倘若你的弟兄得罪你,你就去。」
[00:09:33.000 --> 00:09:39.000]  「趁著只有他和你在一起的時候,指出他的錯來。」
[00:09:39.000 --> 00:09:44.000]  「他若不聽你,你練得了你的弟兄。」
[00:09:44.000 --> 00:09:49.000]  「他若不聽,你就另外帶一兩個人同去。」
[00:09:49.000 --> 00:09:55.000]  「要憑兩三個人的口座見證,句句都可定準。」
[00:09:56.000 --> 00:10:00.000]  「若是不聽他們,就告訴教會。」
[00:10:00.000 --> 00:10:07.000]  「若是不聽教會,就看他像外方人和瑞利一樣。」
[00:10:07.000 --> 00:10:15.000]  「我實在告訴你們,凡你們在地上所捆綁的,在天上也要捆綁。」
[00:10:15.000 --> 00:10:20.000]  「凡你們在地上所釋放的,在天上也要釋放。」
[00:10:21.000 --> 00:10:29.000]  「我又告訴你們,若是你們中間有兩個人在地上同心合意地求神魔事。」
[00:10:29.000 --> 00:10:33.000]  「我在天上的父必為他們成全。」
[00:10:33.000 --> 00:10:38.000]  「因為無論在那裡,有兩三個人奉我的明聚會。」
[00:10:38.000 --> 00:10:41.000]  「那裡就有我在他們中間。」
[00:10:41.000 --> 00:10:48.000]  「那時彼得進前來對耶穌說,主啊,我弟兄得罪我。」
[00:10:49.000 --> 00:10:52.000]  「我當饒恕他幾次呢?送七次可以嗎?」
[00:10:52.000 --> 00:10:59.000]  「耶穌說,我對你說,不是七次,乃是七十個七次。」
[00:10:59.000 --> 00:11:06.000]  「我們很多時在聖經中會說,哦,一路這樣多些人,多些人,多些人。」
[00:11:06.000 --> 00:11:10.000]  「這樣跟他們說,最初我跟他一個,然後不夠就多加兩三個。」
[00:11:10.000 --> 00:11:12.000]  「然後怎樣,再不行就成教會來。」
[00:11:12.000 --> 00:11:17.000]  「如果他都不肯聽,接著怎樣怎樣?當他外邦人一樣。」
[00:11:19.000 --> 00:11:22.000]  「即是怎樣?kick him out。」
[00:11:22.000 --> 00:11:27.000]  「我們很多時會這樣解釋聖經。」
[00:11:27.000 --> 00:11:32.000]  「第二,另一個解釋就是,我們有赦罪、免人罪的能力,權柄。」
[00:11:32.000 --> 00:11:37.000]  「所以那裡第十八節,我實在告訴你,耶穌說給你聽。」
[00:11:37.000 --> 00:11:40.000]  「凡你們在地上所捆綁的,在天上也要捆綁。」
[00:11:40.000 --> 00:11:43.000]  「凡你們在地上要釋放的,在天上也要釋放。」
[00:11:43.000 --> 00:11:47.000]  「嘩!那就成功了,你在地上釋放他,那天上就釋放了。」
[00:11:48.000 --> 00:11:50.000]  「什麼人很喜歡這種觀念?天主教。」
[00:11:50.000 --> 00:11:55.000]  「林寶寶經常說天主教壞話,很多基督徒都這樣想。」
[00:11:55.000 --> 00:12:00.000]  「我犯了罪,我去找牧師,牧師跟我說完之後,OK了,弟兄。」
[00:12:00.000 --> 00:12:03.000]  「你認罪悔改OK了,沒問題的啦。」
[00:12:03.000 --> 00:12:06.000]  「那你就free了,覺得自己沒罪了。」
[00:12:06.000 --> 00:12:11.000]  「其實這種思維跟天主教那種神話一樣。」
[00:12:11.000 --> 00:12:16.000]  「靠牧師,牧師勁一點,靈氣猛一點。」
[00:12:18.000 --> 00:12:23.000]  「所以很多人想做牧師,有些教會一按,按四五個牧師。」
[00:12:23.000 --> 00:12:33.000]  「怕死不夠,男的女的,什麼都按,牧師貶值的,不值錢的。」
[00:12:33.000 --> 00:12:37.000]  「因為給一些不值錢的,不是牧師的人做牧師。」
[00:12:37.000 --> 00:12:40.000]  「第三,這段聖經,另外一件事。」
[00:12:40.000 --> 00:12:46.000]  「經常說禱告,兩三個人在地上禱告,一定天賦,一定聽你的心意。」
[00:12:47.000 --> 00:12:48.000]  「為你成就。」
[00:12:48.000 --> 00:12:51.000]  「這段聖經被人撕裂破碎到一個地步。」
[00:12:51.000 --> 00:12:54.000]  「我叫你再讀,你都不知道它想說什麼。」
[00:12:54.000 --> 00:12:57.000]  「那我們回來看看這段聖經想說什麼。」
[00:12:57.000 --> 00:13:01.000]  「好不好,這個就是我的目的了。」
[00:13:01.000 --> 00:13:06.000]  「好啦,我們首先未看這段聖經之前,我們回顧一下前文說什麼。」
[00:13:06.000 --> 00:13:11.000]  「如果大家還記得,前文第十八章第十節至第十四節裡面」
[00:13:12.000 --> 00:13:17.000]  「有關於失陽的人的比喻。」
[00:13:17.000 --> 00:13:26.000]  「在這個比喻裡面,原來整段經文的焦點是看失陽的人。」
[00:13:26.000 --> 00:13:30.000]  「或者一個牧羊人,或者一個羊的主人,他的心思意念。」
[00:13:30.000 --> 00:13:34.000]  「我們去留心了解他的心思意念。」
[00:13:34.000 --> 00:13:38.000]  「他一隻羊他都不會放過。」
[00:13:38.000 --> 00:13:41.000]  「不放過不是想他死,是不想他失落。」
[00:13:42.000 --> 00:13:47.000]  「我們先前已經說過,其實這個正正就是父神的心思意念。」
[00:13:47.000 --> 00:13:51.000]  「他是希望萬人得救,不願一人沉淪。」
[00:13:51.000 --> 00:13:53.000]  「不過實際上這個世界是怎麼樣的。」
[00:13:53.000 --> 00:13:56.000]  「當然我們都知道,萬人就失救。」
[00:13:56.000 --> 00:14:00.000]  「一人很難得救,可能只有一兩個得救。」
[00:14:00.000 --> 00:14:02.000]  「萬人就失喪。」
[00:14:02.000 --> 00:14:04.000]  「上帝其實他的心很苦的。」
[00:14:04.000 --> 00:14:06.000]  「你有沒有想過上帝的心很苦?」
[00:14:06.000 --> 00:14:09.000]  「不是,上帝在天堂是很開心的。」
[00:14:10.000 --> 00:14:13.000]  「上帝今天在這個世界,見到我們這個世界上面。」
[00:14:13.000 --> 00:14:16.000]  「其實可以說很掙扎。」
[00:14:16.000 --> 00:14:18.000]  「掙扎到一個什麼地步。」
[00:14:18.000 --> 00:14:20.000]  「那些人這麼壞。」
[00:14:20.000 --> 00:14:23.000]  「我連兒子都給了他。」
[00:14:23.000 --> 00:14:29.000]  「耶穌都願意甘心自己犧牲滿足父神的心思意念。」
[00:14:29.000 --> 00:14:31.000]  「做了給你們看。」
[00:14:31.000 --> 00:14:33.000]  「還帶了你的罪。」
[00:14:33.000 --> 00:14:35.000]  「你相信吧。」
[00:14:35.000 --> 00:14:37.000]  「都不相信。」
[00:14:40.000 --> 00:14:41.000]  「上帝很慘的。」
[00:14:41.000 --> 00:14:43.000]  「上帝的心很掙扎。」
[00:14:43.000 --> 00:14:46.000]  「而我們作為信徒。」
[00:14:46.000 --> 00:14:48.000]  「如果真是信徒的話。」
[00:14:48.000 --> 00:14:50.000]  「應該那個心態是經常去」
[00:14:50.000 --> 00:14:52.000]  「用英文講」
[00:14:52.000 --> 00:14:54.000]  「很attentive」
[00:14:54.000 --> 00:14:56.000]  「對上帝很留心的。」
[00:14:56.000 --> 00:14:58.000]  「所以前面講什麼呢?」
[00:14:58.000 --> 00:15:01.000]  「講到原來天上那些使者。」
[00:15:01.000 --> 00:15:03.000]  「其實我們上文已經講過了。」
[00:15:03.000 --> 00:15:06.000]  「關乎那些門徒的信徒。」
[00:15:06.000 --> 00:15:09.000]  「其實他好像天上的使者一樣。」
[00:15:10.000 --> 00:15:11.000]  「試立在上帝的面前。」
[00:15:11.000 --> 00:15:14.000]  「去尋求上帝的心思意念。」
[00:15:14.000 --> 00:15:17.000]  「去承擔上帝的心思意念。」
[00:15:17.000 --> 00:15:19.000]  「應該是這樣。」
[00:15:19.000 --> 00:15:21.000]  「上文我們講了這些東西。」
[00:15:21.000 --> 00:15:24.000]  「來到今天這一段。」
[00:15:24.000 --> 00:15:28.000]  「耶穌連接著這個主題。」
[00:15:28.000 --> 00:15:31.000]  「要更加剖析給我們看。」
[00:15:31.000 --> 00:15:35.000]  「上帝是怎樣為上帝。」
[00:15:35.000 --> 00:15:39.000]  「而你能夠明白上帝是怎樣嗎?」
[00:15:40.000 --> 00:15:42.000]  「這就是今天這段經文想」
[00:15:42.000 --> 00:15:44.000]  「延伸下去所看的題目。」
[00:15:44.000 --> 00:15:46.000]  「這段我會分為三個部份」
[00:15:46.000 --> 00:15:48.000]  「給大家去看的。」
[00:15:48.000 --> 00:15:54.000]  「第一個部份是從第15節」
[00:15:54.000 --> 00:15:57.000]  「至第17節。」
[00:15:57.000 --> 00:16:00.000]  「第15節至第17節。」
[00:16:00.000 --> 00:16:03.000]  「我再次看看第15節至17節」
[00:16:03.000 --> 00:16:05.000]  「講什麼呢。」
[00:16:05.000 --> 00:16:07.000]  「其實這段聖經大家應該很熟悉的了。」
[00:16:08.000 --> 00:16:10.000]  「假如你的弟兄得罪了你。」
[00:16:10.000 --> 00:16:13.000]  「如果你有個弟兄得罪了你。」
[00:16:13.000 --> 00:16:15.000]  「其實在元文裡面」
[00:16:15.000 --> 00:16:17.000]  「沒有說你的弟兄。」
[00:16:17.000 --> 00:16:20.000]  「只是說你有個兄弟姊妹」
[00:16:20.000 --> 00:16:22.000]  「他得罪了你。」
[00:16:22.000 --> 00:16:24.000]  「那你需要怎樣去做呢?」
[00:16:24.000 --> 00:16:27.000]  「知道原來他成為了你一個對頭人。」
[00:16:27.000 --> 00:16:30.000]  「他們對你不住。」
[00:16:30.000 --> 00:16:32.000]  「那你要怎樣呢?」
[00:16:32.000 --> 00:16:34.000]  「你去,你就去。」
[00:16:34.000 --> 00:16:37.000]  「不是他來,是你去。」
[00:16:38.000 --> 00:16:39.000]  「去做什麼呢?」
[00:16:39.000 --> 00:16:43.000]  「趁著只有他和你同在一處的時候。」
[00:16:43.000 --> 00:16:45.000]  「請大家留意。」
[00:16:45.000 --> 00:16:47.000]  「你是找準時機的。」
[00:16:47.000 --> 00:16:50.000]  「找準一個時機。」
[00:16:50.000 --> 00:16:54.000]  「只有你和他單獨相處的時候。」
[00:16:54.000 --> 00:16:58.000]  「你就當面指出他的錯誤。」
[00:16:58.000 --> 00:17:01.000]  「嘩,這樣搞啊。」
[00:17:01.000 --> 00:17:04.000]  「因為他得罪我。」
[00:17:04.000 --> 00:17:06.000]  「為什麼要我去跟他說呢?」
[00:17:07.000 --> 00:17:08.000]  「他得罪了我。」
[00:17:08.000 --> 00:17:10.000]  「通常你的表現是怎樣呢?」
[00:17:10.000 --> 00:17:13.000]  「只有他來向我道歉。」
[00:17:13.000 --> 00:17:15.000]  「對不對?」
[00:17:15.000 --> 00:17:17.000]  「你有沒有兄弟姊妹的?」
[00:17:17.000 --> 00:17:19.000]  「你的兄弟姊妹」
[00:17:19.000 --> 00:17:22.000]  「在家裡經常打架、吵架。」
[00:17:22.000 --> 00:17:24.000]  「你沒有告訴我,你在家裡很和平。」
[00:17:24.000 --> 00:17:26.000]  「每個人都相親相愛,擁抱。」
[00:17:26.000 --> 00:17:28.000]  「你不要騙我。」
[00:17:28.000 --> 00:17:31.000]  「你自己想清楚。」
[00:17:31.000 --> 00:17:33.000]  「你在家裡」
[00:17:33.000 --> 00:17:35.000]  「你的兄弟姊妹和你的關係」
[00:17:36.000 --> 00:17:38.000]  「你的心態是怎樣想的呢?」
[00:17:38.000 --> 00:17:40.000]  「他得罪我而已。」
[00:17:40.000 --> 00:17:42.000]  「弟弟打爛我的東西。」
[00:17:42.000 --> 00:17:44.000]  「打爛我的玩具。」
[00:17:44.000 --> 00:17:46.000]  「他來跟我說對不起。」
[00:17:46.000 --> 00:17:48.000]  「對不對?」
[00:17:48.000 --> 00:17:50.000]  「怎會我」
[00:17:50.000 --> 00:17:52.000]  「受害者走去跟他說」
[00:17:52.000 --> 00:17:54.000]  「弟弟,你打爛我的東西。」
[00:17:54.000 --> 00:17:56.000]  「你知不知道你這樣做」
[00:17:56.000 --> 00:17:58.000]  「是不對的。」
[00:17:58.000 --> 00:18:01.000]  「這個世界如果有人這樣做」
[00:18:01.000 --> 00:18:03.000]  「你會覺得他是怎樣?」
[00:18:04.000 --> 00:18:06.000]  「自找麻煩」
[00:18:06.000 --> 00:18:08.000]  「那個人打爛你的東西」
[00:18:08.000 --> 00:18:10.000]  「他都不會來找你的時候」
[00:18:10.000 --> 00:18:12.000]  「你走去找他」
[00:18:12.000 --> 00:18:14.000]  「還要指出他的錯誤」
[00:18:14.000 --> 00:18:16.000]  「你猜他的反應會怎樣?」
[00:18:16.000 --> 00:18:19.000]  「大家都是罪人的話」
[00:18:19.000 --> 00:18:21.000]  「你應該很了解」
[00:18:21.000 --> 00:18:23.000]  「我怎會打爛你的東西」
[00:18:23.000 --> 00:18:25.000]  「你不要誣陷我」
[00:18:25.000 --> 00:18:27.000]  「對不對?」
[00:18:27.000 --> 00:18:29.000]  「這個是這樣的世界來的」
[00:18:29.000 --> 00:18:32.000]  「但是耶穌在這裡講出」
[00:18:33.000 --> 00:18:35.000]  「倘若有一個弟兄」
[00:18:35.000 --> 00:18:37.000]  「就是你的家人」
[00:18:37.000 --> 00:18:39.000]  「成為了你的對頭」
[00:18:39.000 --> 00:18:41.000]  「打爛你的東西」
[00:18:41.000 --> 00:18:43.000]  「然後怎樣」
[00:18:43.000 --> 00:18:45.000]  「你要主動去找他」
[00:18:45.000 --> 00:18:47.000]  「然後找他怎樣」
[00:18:47.000 --> 00:18:49.000]  「指出他的錯誤」
[00:18:49.000 --> 00:18:52.000]  「這種做法可以是反常態」
[00:18:52.000 --> 00:18:54.000]  「我講的常態」
[00:18:54.000 --> 00:18:56.000]  「這個罪惡世界的常態」
[00:18:56.000 --> 00:18:59.000]  「當你指出他有個錯誤的時候」
[00:18:59.000 --> 00:19:01.000]  「那會怎樣呢?」
[00:19:02.000 --> 00:19:03.000]  「你可以有這樣的結果」
[00:19:03.000 --> 00:19:05.000]  「在這裡講」
[00:19:05.000 --> 00:19:07.000]  「他若聽你」
[00:19:07.000 --> 00:19:12.000]  「你便得了你的弟兄」
[00:19:12.000 --> 00:19:14.000]  「他若不聽」
[00:19:14.000 --> 00:19:18.000]  「你就另外再找一兩個人同去」
[00:19:18.000 --> 00:19:21.000]  「要憑兩三個人的口作見證」
[00:19:21.000 --> 00:19:24.000]  「句句都可定準」
[00:19:24.000 --> 00:19:26.000]  「來到這個時候」
[00:19:26.000 --> 00:19:28.000]  「找到他」
[00:19:28.000 --> 00:19:30.000]  「只跟他單獨相處」
[00:19:31.000 --> 00:19:32.000]  「指出他的錯誤」
[00:19:32.000 --> 00:19:34.000]  「為何要有這樣的安排」
[00:19:34.000 --> 00:19:36.000]  「耶穌不是叫你一開始」
[00:19:36.000 --> 00:19:38.000]  「找大鵬人去指證他」
[00:19:38.000 --> 00:19:40.000]  「指控他」
[00:19:40.000 --> 00:19:42.000]  「不是的」
[00:19:42.000 --> 00:19:44.000]  「因為當你個別的」
[00:19:44.000 --> 00:19:46.000]  「跟他傾談的時候」
[00:19:46.000 --> 00:19:48.000]  「他會第一樣東西」
[00:19:48.000 --> 00:19:50.000]  「他會明白到」
[00:19:50.000 --> 00:19:52.000]  「你不是想在這裡乘機」
[00:19:52.000 --> 00:19:54.000]  「造成了你是」
[00:19:54.000 --> 00:19:56.000]  「我是一個大好人來的」
[00:19:56.000 --> 00:19:58.000]  「因為你要帶鵬人去」
[00:19:59.000 --> 00:20:02.000]  「你純粹是為他的錯誤去指出」
[00:20:02.000 --> 00:20:04.000]  「在這樣的情況之下」
[00:20:04.000 --> 00:20:06.000]  「你的目的是想糾正他」
[00:20:06.000 --> 00:20:08.000]  「糾正到的話」
[00:20:08.000 --> 00:20:10.000]  「他肯聽的話」
[00:20:10.000 --> 00:20:13.000]  「你便得了你的弟兄」
[00:20:13.000 --> 00:20:15.000]  這個字眼很特別的
[00:20:15.000 --> 00:20:18.000]  「你便得了」
[00:20:18.000 --> 00:20:21.000]  這個字眼在原文聖經裡面
[00:20:21.000 --> 00:20:25.000]  這個字眼叫做Cardion
[00:20:25.000 --> 00:20:27.000]  Cardion這個字
[00:20:28.000 --> 00:20:30.000]  是用作一種賺取的意思
[00:20:30.000 --> 00:20:32.000]  好像做一個生意
[00:20:32.000 --> 00:20:36.000]  在當中賺到一些金錢回來
[00:20:36.000 --> 00:20:39.000]  你做生意是什麼?
[00:20:39.000 --> 00:20:42.000]  投資
[00:20:42.000 --> 00:20:45.000]  原來耶穌說
[00:20:45.000 --> 00:20:48.000]  如果當你有一個弟兄得罪了你
[00:20:48.000 --> 00:20:50.000]  而這樣去做
[00:20:50.000 --> 00:20:52.000]  你好像在做一項投資
[00:20:52.000 --> 00:20:56.000]  而一項投資是將他賺回來
[00:20:58.000 --> 00:20:59.000]  賺回哪裡?
[00:20:59.000 --> 00:21:01.000]  你自己那裡?
[00:21:01.000 --> 00:21:04.000]  他以後順服於你?
[00:21:04.000 --> 00:21:12.000]  還是將他賺回家庭裡面?
[00:21:12.000 --> 00:21:16.000]  弟兄姊妹
[00:21:16.000 --> 00:21:18.000]  所以要回主若鶴
[00:21:18.000 --> 00:21:23.000]  這些就是聖經的家庭觀
[00:21:23.000 --> 00:21:26.000]  將他賺回家庭裡面
[00:21:28.000 --> 00:21:34.000]  而這個家庭是基於認錯
[00:21:34.000 --> 00:21:37.000]  來建立的
[00:21:37.000 --> 00:21:42.000]  倘若在這個情況之下
[00:21:42.000 --> 00:21:44.000]  你賺回他回來
[00:21:44.000 --> 00:21:50.000]  你才帶多一兩個人去一起同行
[00:21:50.000 --> 00:21:53.000]  或者你已經預知他一定不會聽
[00:21:53.000 --> 00:21:55.000]  不過先試了
[00:21:55.000 --> 00:21:57.000]  試了不行
[00:21:58.000 --> 00:22:02.000]  憑著兩三個人的口著見證
[00:22:02.000 --> 00:22:05.000]  句句都定準
[00:22:05.000 --> 00:22:08.000]  牧師你還看不到?
[00:22:08.000 --> 00:22:11.000]  這次你還不是解錯經?
[00:22:11.000 --> 00:22:14.000]  帶多幾個人去顯出你是對的
[00:22:14.000 --> 00:22:16.000]  其他這個弟兄是錯的
[00:22:16.000 --> 00:22:20.000]  留意下這句聖經
[00:22:20.000 --> 00:22:22.000]  這句聖經說
[00:22:22.000 --> 00:22:26.000]  這兩三個人的口著見證
[00:22:27.000 --> 00:22:29.000]  句句都定準
