
[00:00:00.000 --> 00:00:02.580]  "十誡的總歸"
[00:02:48.080 --> 00:02:51.080]  祝日要勞碌,做您的聖職工
[00:02:51.080 --> 00:02:54.080]  但第七日是利和華
[00:02:54.080 --> 00:02:56.580]  尼神當守的安息日
[00:02:56.580 --> 00:02:59.080]  這一日,您和您的兒女
[00:02:59.080 --> 00:03:01.080]  紅皮、新蒼
[00:03:01.080 --> 00:03:04.080]  並您成女,寄居的客女
[00:03:04.080 --> 00:03:07.080]  無論何工都不可做
[00:03:07.080 --> 00:03:09.080]  因為六日之內
[00:03:09.080 --> 00:03:12.080]  地、海和其中的萬物
[00:03:12.080 --> 00:03:14.080]  第七日是安息
[00:03:14.080 --> 00:03:17.080]  所以耶和華自福與安息日
[00:03:17.080 --> 00:03:19.080]  定為聖日
[00:03:19.080 --> 00:03:20.580]  當孝敬父母
[00:03:20.580 --> 00:03:23.080]  使您的日子在耶和華
[00:03:23.080 --> 00:03:25.080]  尼神所賜您的地上
[00:03:25.080 --> 00:03:27.080]  不得已長久
[00:03:27.080 --> 00:03:31.080]  不可殺人、不可姦淫、不可偷渡
[00:03:31.080 --> 00:03:34.080]  不可作假見證、陷害人
[00:03:34.080 --> 00:03:36.580]  不可貪戀人的房屋
[00:03:36.580 --> 00:03:41.080]  也不可貪戀人的妻子、母親、牛奴
[00:03:41.080 --> 00:03:43.080]  並差一切所有的
[00:03:43.080 --> 00:03:48.080]  眾百姓見雷轟、閃電、國聲、山上無依
[00:03:48.080 --> 00:03:52.080]  都發自自主的責
[00:03:52.080 --> 00:03:55.580]  對魔鬼說:求你和我們說話
[00:03:55.580 --> 00:03:57.080]  我們必聽
[00:03:57.080 --> 00:03:59.580]  不要神和我們說話
[00:03:59.580 --> 00:04:01.580]  恐怕我們死亡
[00:04:01.580 --> 00:04:05.080]  魔鬼對百姓說:不要懼怕
[00:04:05.080 --> 00:04:08.080]  因為神降臨時要飼料你們
[00:04:08.080 --> 00:04:10.580]  叫你們時常敬畏他
[00:04:10.580 --> 00:04:12.580]  不致犯罪
[00:04:22.080 --> 00:04:24.080]  不可姦淫、不可偷渡
[00:04:24.080 --> 00:04:25.080]  大家都很熟悉
[00:04:25.080 --> 00:04:27.080]  我們這次來看看這十誡
[00:04:27.080 --> 00:04:29.080]  我們看完之後
[00:04:29.080 --> 00:04:33.080]  希望能夠去綜合一些原則
[00:04:33.080 --> 00:04:35.080]  因為在聖經有時候
[00:04:35.080 --> 00:04:37.580]  就是以前說的東西
[00:04:37.580 --> 00:04:41.080]  好像十誡三千多年之前說的東西
[00:04:41.080 --> 00:04:43.580]  今天是不是全部都對呢?
[00:04:43.580 --> 00:04:46.080]  有很多人就會提出一個質疑
[00:04:46.080 --> 00:04:48.080]  說以前說的東西那麼久
[00:04:48.080 --> 00:04:50.080]  社會又不同,文化又不同
[00:04:50.080 --> 00:04:53.080]  現在不適合我們了
[00:04:53.080 --> 00:04:55.080]  是不是不適合我們呢?
[00:04:55.080 --> 00:04:58.580]  一字一句可能表面上未必全對
[00:04:58.580 --> 00:05:01.080]  但是裡面那個精神
[00:05:01.080 --> 00:05:04.080]  裡面那個深層的意義
[00:05:04.080 --> 00:05:07.580]  對人性的喚醒
[00:05:07.580 --> 00:05:10.080]  其實一直都會對
[00:05:10.080 --> 00:05:13.080]  人性幾千年都沒有變過
[00:05:13.080 --> 00:05:16.080]  可能幾萬年都沒有變過
[00:05:16.080 --> 00:05:18.580]  但是聖經的字句
[00:05:18.580 --> 00:05:20.080]  或許有些不同
[00:05:20.080 --> 00:05:21.580]  所以我們很重要
[00:05:21.580 --> 00:05:24.080]  讀聖經的時候讀到裡面
[00:05:24.080 --> 00:05:26.080]  那個精義裡面
[00:05:26.080 --> 00:05:29.080]  在新約保羅都說過一句話
[00:05:29.080 --> 00:05:31.080]  字句是叫人死
[00:05:31.080 --> 00:05:33.080]  精義是叫人活
[00:05:33.080 --> 00:05:37.080]  有些字句不是叫你死守
[00:05:37.080 --> 00:05:38.080]  就對了
[00:05:38.080 --> 00:05:40.080]  你要明白那個精義
[00:05:40.080 --> 00:05:42.080]  又或者好像近代
[00:05:42.080 --> 00:05:47.080]  有些人去爭辯一些法律上的問題
[00:05:47.080 --> 00:05:50.080]  你就要尋求一些釋法
[00:05:50.080 --> 00:05:52.080]  在外國也都會說
[00:05:52.080 --> 00:05:56.080]  這個法律違憲
[00:05:56.080 --> 00:05:59.580]  意思就是說那個最重要中心
[00:05:59.580 --> 00:06:03.080]  歸根究底那個法律的精神
[00:06:03.080 --> 00:06:05.080]  才是最重要
[00:06:05.080 --> 00:06:07.080]  現在你看到那些法律
[00:06:07.080 --> 00:06:09.580]  那些字句可能引起一些問題
[00:06:09.580 --> 00:06:11.580]  引起一些不同的想法
[00:06:11.580 --> 00:06:12.580]  不要緊
[00:06:12.580 --> 00:06:18.080]  我們回到最原始的法律基礎精神那裡
[00:06:18.080 --> 00:06:19.080]  來看
[00:06:19.080 --> 00:06:20.580]  所以今天看十誡
[00:06:20.580 --> 00:06:22.080]  也有這樣的意味
[00:06:22.080 --> 00:06:23.580]  幫助大家去看看
[00:06:23.580 --> 00:06:27.080]  十誡背後其實最重要想講的是什麼
[00:06:27.080 --> 00:06:28.580]  好
[00:06:28.580 --> 00:06:31.080]  第一個十誡裡面講到的
[00:06:31.080 --> 00:06:32.580]  就是說
[00:06:32.580 --> 00:06:34.080]  除了我以外
[00:06:34.080 --> 00:06:36.080]  你不可有別的神
[00:06:36.080 --> 00:06:38.080]  有些人聽到的時候
[00:06:38.080 --> 00:06:40.080]  嘩!這麼霸道
[00:06:40.080 --> 00:06:42.580]  只是有你而已
[00:06:42.580 --> 00:06:44.080]  不可以有別的神
[00:06:44.080 --> 00:06:46.580]  是不是這個意思呢?
[00:06:46.580 --> 00:06:48.580]  大家有沒有這樣的感覺呢?
[00:06:48.580 --> 00:06:50.580]  有啊,是不是?
[00:06:50.580 --> 00:06:53.080]  但是你再看上一句
[00:06:53.080 --> 00:06:55.580]  隔開來看看有沒有這樣的感覺
[00:06:55.580 --> 00:06:57.580]  哪個人講這句話?
[00:06:57.580 --> 00:07:00.580]  我是耶和華
[00:07:00.580 --> 00:07:03.580]  其實第一句已經夠了
[00:07:03.580 --> 00:07:06.080]  如果你真的去理解
[00:07:06.080 --> 00:07:08.580]  我是耶和華
[00:07:08.580 --> 00:07:10.080]  這個神
[00:07:10.080 --> 00:07:12.080]  創天造地
[00:07:12.080 --> 00:07:14.080]  永恆存在
[00:07:14.080 --> 00:07:17.080]  這個神說我就是神
[00:07:17.080 --> 00:07:19.080]  其實他講什麼你都要聽
[00:07:19.080 --> 00:07:19.580]  對不對?
[00:07:19.580 --> 00:07:21.080]  就不用講其他的了
[00:07:21.080 --> 00:07:23.580]  所以信基督教或者我們這個信仰
[00:07:23.580 --> 00:07:25.580]  可以是很簡單
[00:07:25.580 --> 00:07:27.580]  也可以是很複雜
[00:07:27.580 --> 00:07:30.080]  但是無論簡單或者複雜
[00:07:30.080 --> 00:07:31.580]  你認真的
[00:07:31.580 --> 00:07:33.080]  都可以的
[00:07:33.080 --> 00:07:35.580]  簡單的就是聽完第一句
[00:07:35.580 --> 00:07:37.080]  我是神講的
[00:07:37.080 --> 00:07:39.080]  你就聽,這樣就可以了
[00:07:39.080 --> 00:07:40.080]  不用講下去了
[00:07:40.080 --> 00:07:41.080]  但是
[00:07:41.080 --> 00:07:42.580]  世人有很多種
[00:07:42.580 --> 00:07:44.080]  有些人就說
[00:07:44.080 --> 00:07:47.080]  我都還不夠
[00:07:47.080 --> 00:07:51.080]  讓我真的這樣去聽
[00:07:51.080 --> 00:07:52.080]  那就多講一句吧
[00:07:52.080 --> 00:07:53.080]  這個是誰呢?
[00:07:53.080 --> 00:07:55.080]  你的神
[00:07:55.080 --> 00:07:59.080]  這個耶和華不是其他人的神這麼簡單
[00:07:59.080 --> 00:08:01.080]  是你的神
[00:08:01.080 --> 00:08:04.080]  你和祂是神與人
[00:08:04.080 --> 00:08:08.080]  創造者與被造之間的關係
[00:08:08.080 --> 00:08:11.080]  或者套用今天我們的家庭來說
[00:08:11.080 --> 00:08:14.080]  隔壁的B仔是別人的兒子
[00:08:14.080 --> 00:08:16.080]  但是我的兒子是我的兒子
[00:08:16.080 --> 00:08:17.080]  你明白嗎?
[00:08:17.080 --> 00:08:20.080]  或者是我爸爸的兒子
[00:08:20.080 --> 00:08:23.080]  就不是隔壁二叔的兒子
[00:08:23.080 --> 00:08:24.080]  那個關係
[00:08:24.080 --> 00:08:26.080]  這個神跟我說話
[00:08:26.080 --> 00:08:28.080]  是不是不同了?
[00:08:28.080 --> 00:08:31.080]  是跟我們有一個這樣的關係的神
[00:08:31.080 --> 00:08:33.080]  而且這個關係
[00:08:33.080 --> 00:08:36.080]  是不是一個很惡劣的關係呢?
[00:08:36.080 --> 00:08:37.080]  聽完後面那句
[00:08:37.080 --> 00:08:43.080]  曾將你從埃及地為奴之家領出來
[00:08:43.080 --> 00:08:45.080]  以色列人這個民族
[00:08:45.080 --> 00:08:47.080]  在埃及受了幾百年的苦
[00:08:47.080 --> 00:08:51.080]  他們怨聲載道去祈求神
[00:08:51.080 --> 00:08:52.080]  拯救他們
[00:08:52.080 --> 00:08:55.080]  所以這個神說這句話
[00:08:55.080 --> 00:08:56.080]  祂是神
[00:08:56.080 --> 00:08:58.080]  是你的神
[00:08:58.080 --> 00:09:01.080]  是曾經拯救你的神
[00:09:01.080 --> 00:09:03.080]  是一個這樣的神跟你說
[00:09:03.080 --> 00:09:05.080]  除了我之外
[00:09:05.080 --> 00:09:06.080]  沒有別的神了
[00:09:06.080 --> 00:09:08.080]  你不可以有別的神
[00:09:08.080 --> 00:09:10.080]  這樣就很不同了
[00:09:10.080 --> 00:09:13.080]  因此你如果領受這個認為
[00:09:13.080 --> 00:09:14.080]  同意接受的
[00:09:14.080 --> 00:09:16.080]  就非常好
[00:09:16.080 --> 00:09:20.080]  一個這樣無限偉大
[00:09:20.080 --> 00:09:23.080]  永恆存在的神
[00:09:23.080 --> 00:09:25.080]  是跟我有關係
[00:09:25.080 --> 00:09:27.080]  是我的神
[00:09:27.080 --> 00:09:29.080]  曾經拯救我的神
[00:09:29.080 --> 00:09:32.080]  這樣跟我說你不可以有別的神
[00:09:32.080 --> 00:09:34.080]  是很合理的
[00:09:34.080 --> 00:09:36.080]  是很正常的
[00:09:36.080 --> 00:09:38.080]  很應該這樣做
[00:09:38.080 --> 00:09:40.080]  所以十誡第一誡
[00:09:40.080 --> 00:09:42.080]  就說這個獨一的真神
[00:09:42.080 --> 00:09:45.080]  跟你一個有這樣的關係的神
[00:09:45.080 --> 00:09:48.080]  一個拯救你的神這樣說
[00:09:48.080 --> 00:09:50.080]  是絕對應該的
[00:09:50.080 --> 00:09:54.080]  而且你如果了解到什麼叫神
[00:09:54.080 --> 00:09:58.080]  神就是至高無上
[00:09:58.080 --> 00:10:01.080]  不可以有別的跟祂比喻的
[00:10:01.080 --> 00:10:04.080]  那個我們叫獨一真神
[00:10:04.080 --> 00:10:08.080]  因此所有其他那些說是神的
[00:10:08.080 --> 00:10:10.080]  其實都不是神
[00:10:10.080 --> 00:10:12.080]  因此只有一個神
[00:10:12.080 --> 00:10:14.080]  不會有其他的
[00:10:14.080 --> 00:10:19.080]  去認那些不是神的神做神
[00:10:19.080 --> 00:10:21.080]  這個是神的神
[00:10:21.080 --> 00:10:23.080]  是不是真的非常生氣呢
[00:10:23.080 --> 00:10:26.080]  我帶小朋友的時候
[00:10:26.080 --> 00:10:28.080]  跟他們講解這個最簡單的道理
[00:10:28.080 --> 00:10:33.080]  就說是不是每個人都有媽媽生的
[00:10:33.080 --> 00:10:36.080]  小朋友很值得的
[00:10:36.080 --> 00:10:40.080]  我說你叫你媽媽做什麼
[00:10:40.080 --> 00:10:41.080]  做媽媽
[00:10:41.080 --> 00:10:45.080]  我說你們叫另一個人
[00:10:45.080 --> 00:10:47.080]  叫淑英姨做媽媽
[00:10:47.080 --> 00:10:49.080]  不行她不是我媽媽
[00:10:49.080 --> 00:10:51.080]  雖然淑英姨也很疼我們
[00:10:51.080 --> 00:10:53.080]  媽媽可能是壞人
[00:10:53.080 --> 00:10:54.080]  經常打我
[00:10:54.080 --> 00:10:56.080]  叫我媽媽
[00:10:56.080 --> 00:10:57.080]  如果她在她媽媽面前
[00:10:57.080 --> 00:10:59.080]  叫另一個人做媽媽呢
[00:10:59.080 --> 00:11:00.080]  行不行
[00:11:00.080 --> 00:11:01.080]  不行
[00:11:01.080 --> 00:11:02.080]  為什麼不行
[00:11:02.080 --> 00:11:03.080]  這麼自私這麼霸道
[00:11:03.080 --> 00:11:05.080]  叫多一個媽媽
[00:11:05.080 --> 00:11:08.080]  我們人倫之間都有一個方法
[00:11:08.080 --> 00:11:10.080]  加一個契媽進去
[00:11:10.080 --> 00:11:11.080]  但都是契的
[00:11:11.080 --> 00:11:12.080]  不可以做媽媽
[00:11:12.080 --> 00:11:13.080]  明白嗎
[00:11:13.080 --> 00:11:15.080]  所以神說不可以有別神
[00:11:15.080 --> 00:11:17.080]  是很合理的
[00:11:17.080 --> 00:11:19.080]  我們有沒有這個概念
[00:11:19.080 --> 00:11:21.080]  放在我們心裡面
[00:11:21.080 --> 00:11:22.080]  這個神
[00:11:22.080 --> 00:11:23.080]  就是唯一的神
[00:11:23.080 --> 00:11:24.080]  是我的神
[00:11:24.080 --> 00:11:26.080]  是拯救我的神
[00:11:26.080 --> 00:11:27.080]  我只有這個神
[00:11:27.080 --> 00:11:29.080]  我不會有別的神
[00:11:29.080 --> 00:11:30.080]  這個很重要
[00:11:30.080 --> 00:11:32.080]  一開始十誡第一誡
[00:11:32.080 --> 00:11:34.080]  就是說你不可以有別神
[00:11:34.080 --> 00:11:36.080]  是很重要的一個基礎
[00:11:36.080 --> 00:11:38.080]  你如果站在這個基礎上
[00:11:38.080 --> 00:11:39.080]  接受明白
[00:11:39.080 --> 00:11:40.080]  跟從的話
[00:11:40.080 --> 00:11:43.080]  後面很多事情是順理成章的
[00:11:43.080 --> 00:11:45.080]  但如果你說不是的
[00:11:45.080 --> 00:11:46.080]  讓我想一想
[00:11:46.080 --> 00:11:47.080]  那就糟糕了
[00:11:47.080 --> 00:11:48.080]  一會兒我就講給大家聽
[00:11:48.080 --> 00:11:50.080]  怎樣糟糕
[00:11:50.080 --> 00:11:52.080]  第一誡很清晰
[00:11:52.080 --> 00:11:54.080]  第二誡
[00:11:54.080 --> 00:11:56.080]  不可以為自己挑剔偶像
[00:11:56.080 --> 00:11:58.080]  也不可以做什麼形象
[00:11:58.080 --> 00:11:59.080]  仿佛上天下地
[00:11:59.080 --> 00:12:01.080]  地底下水中的百物
[00:12:01.080 --> 00:12:03.080]  也不可以跪拜他們
[00:12:03.080 --> 00:12:04.080]  不可以侍奉他們
[00:12:04.080 --> 00:12:05.080]  其實第一誡
[00:12:05.080 --> 00:12:07.080]  如果你聽了之後
[00:12:07.080 --> 00:12:09.080]  你就不會去做偶像
[00:12:09.080 --> 00:12:11.080]  說那個當是神
[00:12:11.080 --> 00:12:13.080]  但人很奇怪
[00:12:13.080 --> 00:12:14.080]  我們叫很愚昧
[00:12:14.080 --> 00:12:16.080]  很蠢
[00:12:16.080 --> 00:12:17.080]  其實很多人都很蠢
[00:12:17.080 --> 00:12:18.080]  甚至你覺得他很聰明
[00:12:18.080 --> 00:12:20.080]  那些人都是很蠢的
[00:12:20.080 --> 00:12:22.080]  那麼
[00:12:22.080 --> 00:12:23.080]  他們說
[00:12:23.080 --> 00:12:24.080]  這個神
[00:12:24.080 --> 00:12:25.080]  你說是神
[00:12:25.080 --> 00:12:26.080]  我又見不到你
[00:12:26.080 --> 00:12:28.080]  你怎樣的樣子
[00:12:28.080 --> 00:12:30.080]  其實你是怎樣的呢
[00:12:30.080 --> 00:12:31.080]  那些人就說
[00:12:31.080 --> 00:12:32.080]  太陽很厲害
[00:12:32.080 --> 00:12:33.080]  有太陽我們就好了
[00:12:33.080 --> 00:12:34.080]  太陽是神
[00:12:34.080 --> 00:12:36.080]  然後覺得月光也很好
[00:12:36.080 --> 00:12:37.080]  月光也是神
[00:12:37.080 --> 00:12:41.080]  山河樹木青草也好
[00:12:41.080 --> 00:12:42.080]  那些也是神
[00:12:42.080 --> 00:12:44.080]  所以慢慢有些民族
[00:12:44.080 --> 00:12:48.080]  他們就衍生出一些叫多神的主義
[00:12:48.080 --> 00:12:50.080]  什麼都說是神
[00:12:50.080 --> 00:12:51.080]  這樣可以嗎
[00:12:51.080 --> 00:12:52.080]  都不可以
[00:12:52.080 --> 00:12:54.080]  更加有些人就說
[00:12:54.080 --> 00:12:55.080]  弄個公仔出來
[00:12:55.080 --> 00:12:57.080]  這個公仔就是神
[00:12:57.080 --> 00:12:59.080]  或者說這個公仔就是
[00:12:59.080 --> 00:13:01.080]  真神就是你
[00:13:01.080 --> 00:13:03.080]  你就是這樣
[00:13:03.080 --> 00:13:05.080]  可以嗎
[00:13:05.080 --> 00:13:06.080]  這個神
[00:13:06.080 --> 00:13:07.080]  至高無上
[00:13:07.080 --> 00:13:09.080]  尊榮偉大的神
[00:13:09.080 --> 00:13:12.080]  你做這樣一套東西
[00:13:12.080 --> 00:13:14.080]  說是他
[00:13:14.080 --> 00:13:17.080]  你褻瀆這個神明
[00:13:17.080 --> 00:13:21.080]  因此你不可以做任何一樣的公仔
[00:13:21.080 --> 00:13:23.080]  一些物件
[00:13:23.080 --> 00:13:24.080]  說這個是神
[00:13:24.080 --> 00:13:26.080]  這些全部這樣的做法
[00:13:26.080 --> 00:13:28.080]  在聖經裡面叫偶像
[00:13:28.080 --> 00:13:30.080]  全部在真神以外
[00:13:30.080 --> 00:13:32.080]  特別你弄舊東西出來的那些
[00:13:32.080 --> 00:13:34.080]  那些都是偶像
[00:13:34.080 --> 00:13:35.080]  你當他是神
[00:13:35.080 --> 00:13:37.080]  這樣去尊崇祈求
[00:13:37.080 --> 00:13:38.080]  跪拜
[00:13:38.080 --> 00:13:40.080]  這些是偶像
[00:13:40.080 --> 00:13:42.080]  可以嗎
[00:13:42.080 --> 00:13:43.080]  當然不可以
[00:13:43.080 --> 00:13:45.080]  在第一條的底下
[00:13:45.080 --> 00:13:47.080]  引申到第二條
[00:13:47.080 --> 00:13:48.080]  很合理的就是
[00:13:48.080 --> 00:13:49.080]  不可以這樣做
[00:13:49.080 --> 00:13:51.080]  因此拜偶像
[00:13:51.080 --> 00:13:53.080]  一直看聖經
[00:13:53.080 --> 00:13:55.080]  在以色列人的故事裡面
[00:13:55.080 --> 00:13:57.080]  都是一個很大的罪
[00:13:57.080 --> 00:13:59.080]  在他們拜偶像的時候
[00:13:59.080 --> 00:14:01.080]  他們仍然拜耶和華神
[00:14:01.080 --> 00:14:02.080]  承認這個神
[00:14:02.080 --> 00:14:04.080]  不過他們多加幾個偶像
[00:14:04.080 --> 00:14:06.080]  希望這樣風調雨順
[00:14:06.080 --> 00:14:09.080]  希望這樣生活安康
[00:14:09.080 --> 00:14:11.080]  都不可以
[00:14:11.080 --> 00:14:14.080]  這就違反了第二條的誡命
[00:14:14.080 --> 00:14:16.080]  其實最重要不是說
[00:14:16.080 --> 00:14:17.080]  你違反了誡命
[00:14:17.080 --> 00:14:18.080]  這個神就發怒
[00:14:18.080 --> 00:14:19.080]  不是這麼簡單
[00:14:19.080 --> 00:14:21.080]  而是你違反了誡命
[00:14:21.080 --> 00:14:22.080]  你在褻瀆神
[00:14:22.080 --> 00:14:24.080]  這個至高無上
[00:14:24.080 --> 00:14:26.080]  偉大純潔的神
[00:14:26.080 --> 00:14:28.080]  你竟然說這個神
[00:14:28.080 --> 00:14:30.080]  是一件這樣的東西
[00:14:30.080 --> 00:14:31.080]  就當他是神
[00:14:31.080 --> 00:14:33.080]  而且
[00:14:33.080 --> 00:14:35.080]  我們這樣跪拜這些偶像
[00:14:35.080 --> 00:14:36.080]  去侍奉他的時候
[00:14:36.080 --> 00:14:39.080]  我們的心就會離開了這位真神
[00:14:39.080 --> 00:14:41.080]  倚靠的
[00:14:41.080 --> 00:14:43.080]  就不再是這位真神
[00:14:43.080 --> 00:14:45.080]  倚靠的就是
[00:14:45.080 --> 00:14:46.080]  我這樣跪拜他
[00:14:46.080 --> 00:14:48.080]  我侍奉他
[00:14:48.080 --> 00:14:50.080]  我給他一些好東西
[00:14:50.080 --> 00:14:51.080]  這樣的神明
[00:14:51.080 --> 00:14:53.080]  他就會賜福給我
[00:14:53.080 --> 00:14:56.080]  就在這個層面那裡
[00:14:56.080 --> 00:14:58.080]  就不同了
[00:14:58.080 --> 00:14:59.080]  是令我們的心離開了
[00:14:59.080 --> 00:15:01.080]  所以神話不行
[00:15:01.080 --> 00:15:02.080]  不可以有別神
[00:15:02.080 --> 00:15:04.080]  也不可以挑黑偶像
[00:15:04.080 --> 00:15:06.080]  不可以跪拜他們
[00:15:06.080 --> 00:15:08.080]  第三
[00:15:10.080 --> 00:15:13.080]  不可以妄稱耶和華的名
[00:15:13.080 --> 00:15:17.080]  大家知不知道什麼叫妄稱神的名
[00:15:17.080 --> 00:15:20.080]  妄稱就是亂用的意思
[00:15:20.080 --> 00:15:24.080]  神的名其實是很尊榮的
[00:15:24.080 --> 00:15:25.080]  我們要明白
[00:15:25.080 --> 00:15:28.080]  如果在古時有帝王的年代
[00:15:28.080 --> 00:15:29.080]  就會明白
[00:15:29.080 --> 00:15:33.080]  你知不知道乾隆皇的名叫什麼
[00:15:33.080 --> 00:15:35.080]  姓什麼
[00:15:35.080 --> 00:15:37.080]  姓什麼我們都知道
[00:15:37.080 --> 00:15:38.080]  讀一下歷史
[00:15:38.080 --> 00:15:40.080]  當時的人會不會
[00:15:40.080 --> 00:15:42.080]  愛申閣羅
[00:15:42.080 --> 00:15:43.080]  不會
[00:15:43.080 --> 00:15:45.080]  甚至不在他面前說
[00:15:45.080 --> 00:15:48.080]  我喜歡皇帝的名叫愛申閣羅
[00:15:48.080 --> 00:15:49.080]  可不可以這樣說
[00:15:49.080 --> 00:15:50.080]  不可以
[00:15:50.080 --> 00:15:51.080]  為什麼不可以
[00:15:51.080 --> 00:15:55.080]  在古代裡面有一個習慣
[00:15:55.080 --> 00:15:56.080]  或者一個規條
[00:15:56.080 --> 00:15:58.080]  就是皇帝的名字
[00:15:58.080 --> 00:16:01.080]  是很神聖
[00:16:01.080 --> 00:16:03.080]  很莊嚴
[00:16:03.080 --> 00:16:05.080]  很特別
[00:16:05.080 --> 00:16:08.080]  普通人是不可以直呼其名
[00:16:08.080 --> 00:16:14.080]  因此要用別的代號去說
[00:16:14.080 --> 00:16:16.080]  因此乾隆皇就叫乾隆皇
[00:16:16.080 --> 00:16:18.080]  乾隆皇帝就可以了
[00:16:18.080 --> 00:16:19.080]  你不可以說他的名字
[00:16:19.080 --> 00:16:22.080]  甚至如果剛好你的名字裡面有個字
[00:16:22.080 --> 00:16:25.080]  皇帝的名字裡面有這個字
[00:16:25.080 --> 00:16:26.080]  你要改名字
[00:16:26.080 --> 00:16:28.080]  叫備位
[00:16:28.080 --> 00:16:34.080]  如果以前有個皇的名字叫李世民
[00:16:34.080 --> 00:16:35.080]  如果我生活在那個時代
[00:16:35.080 --> 00:16:36.080]  我馬上要改名字
[00:16:36.080 --> 00:16:38.080]  我不可以叫陳進民
[00:16:38.080 --> 00:16:39.080]  因為有個民字
[00:16:39.080 --> 00:16:40.080]  不可以
[00:16:40.080 --> 00:16:42.080]  叫陳進一
