
[00:00:00.000 --> 00:00:05.000]  感謝上帝讓我們看見精彩的下一代
[00:05:26.000 --> 00:05:30.000]  我們看見家庭有很多寶貴的關係
[00:05:30.000 --> 00:05:32.000]  家庭有些親密的元素
[00:05:32.000 --> 00:05:35.000]  原來家庭的組合就是我和你 對不對
[00:05:35.000 --> 00:05:38.000]  我們家裏面不同的人 成員
[00:05:38.000 --> 00:05:42.000]  但原來我 是可以一個獨立個體
[00:05:42.000 --> 00:05:48.000]  我記得我開始做媽媽 很認真面對這個親戚
[00:05:48.000 --> 00:05:52.000]  我放下我自己的侍奉崗位
[00:05:52.000 --> 00:05:55.000]  就說我要全心做一個全職媽媽
[00:05:55.000 --> 00:05:59.000]  當時我們教會有很多全職媽媽 做得非常出色
[00:05:59.000 --> 00:06:02.000]  但是我是一個很愣盡
[00:06:02.000 --> 00:06:06.000]  要不斷被旁邊的媽媽感染 鼓勵 教我的一個媽媽
[00:06:06.000 --> 00:06:09.000]  但是當時我生了大女兒之後
[00:06:09.000 --> 00:06:11.000]  我覺得我好像依附了她
[00:06:11.000 --> 00:06:14.000]  她又好像依附我 當然啦 她這麼小
[00:06:14.000 --> 00:06:17.000]  我不理解原來很多情感
[00:06:17.000 --> 00:06:19.000]  我是不應該這樣依附
[00:06:19.000 --> 00:06:23.000]  以致孩子成長裏面都會產生一些依附的情感 不是好
[00:06:23.000 --> 00:06:25.000]  所以慢慢神鼓勵我
[00:06:25.000 --> 00:06:27.000]  很多的媽媽成爲我的幫助
[00:06:27.000 --> 00:06:30.000]  很多的父母我丈夫也幫助我
[00:06:30.000 --> 00:06:33.000]  媽媽成過了一種 原來我是一個獨立個體
[00:06:33.000 --> 00:06:35.000]  我孩子也是
[00:06:35.000 --> 00:06:38.000]  她可以有她的興趣 有她成長的方案
[00:06:38.000 --> 00:06:41.000]  而我也是需要面對我
[00:06:41.000 --> 00:06:45.000]  在神面前的照命 我自己人生要走的路
[00:06:45.000 --> 00:06:50.000]  但是這種親密的關係 也離不開那種我們
[00:06:50.000 --> 00:06:53.000]  所以第二樣東西就是我們要處處歡樂的時光
[00:06:53.000 --> 00:06:57.000]  是我們獨有家庭歡樂的時光
[00:06:57.000 --> 00:06:59.000]  現在很方便 是不是
[00:06:59.000 --> 00:07:02.000]  大家都可以用手機 耶 拍張照片
[00:07:02.000 --> 00:07:04.000]  除了手機喫的飯之外
[00:07:04.000 --> 00:07:08.000]  其實你享受的時候 有沒有那種歡樂
[00:07:08.000 --> 00:07:10.000]  我不是一個科學家
[00:07:10.000 --> 00:07:13.000]  不過 這個是一個科學家很多的研究
[00:07:13.000 --> 00:07:17.000]  記憶原來有選擇性
[00:07:17.000 --> 00:07:22.000]  有些人選擇了沉淪在傷痛的記憶裏面
[00:07:22.000 --> 00:07:24.000]  所以他一生裏面那個心田
[00:07:24.000 --> 00:07:28.000]  總是有很多爭不脫的苦境
[00:07:28.000 --> 00:07:31.000]  爭不脫的被傷害的感覺
[00:07:31.000 --> 00:07:33.000]  但我鼓勵大家 在家庭裏面凝聚的
[00:07:33.000 --> 00:07:36.000]  是歡樂的日子 歡樂的時光
[00:07:36.000 --> 00:07:38.000]  是 有很多數要跑
[00:07:38.000 --> 00:07:40.000]  是 有很多功課未搞定
[00:07:40.000 --> 00:07:43.000]  是 我們每一個都有很多不足
[00:07:43.000 --> 00:07:46.000]  要操練 要訓練 要被剁毛 要被鼓勵
[00:07:46.000 --> 00:07:49.000]  不過 有沒有建構歡樂的回憶
[00:07:49.000 --> 00:07:51.000]  我下一回會講
[00:07:51.000 --> 00:07:55.000]  家庭是一個同行的 一羣的人
[00:07:55.000 --> 00:08:00.000]  能夠彼此打氣 互相勉勵
[00:08:00.000 --> 00:08:02.000]  而最寶貴 是因爲我們的獨立性
[00:08:02.000 --> 00:08:04.000]  我們個別的呼叫
[00:08:04.000 --> 00:08:06.000]  我們能夠一起共創
[00:08:06.000 --> 00:08:09.000]  對方和自己的未來
[00:08:09.000 --> 00:08:12.000]  我想鼓勵大家有一樣
[00:08:12.000 --> 00:08:16.000]  叫做家庭傳統的東西
[00:08:16.000 --> 00:08:18.000]  每個家庭都很不同
[00:08:18.000 --> 00:08:20.000]  有些家庭的桌子
[00:08:20.000 --> 00:08:22.000]  放了很多東西
[00:08:22.000 --> 00:08:25.000]  有些家庭的飯桌很大很圓
[00:08:25.000 --> 00:08:27.000]  因爲他們很喜歡招呼客人
[00:08:27.000 --> 00:08:29.000]  而每個客人都是
[00:08:29.000 --> 00:08:33.000]  子女 家人 一起成長的一羣人
[00:08:33.000 --> 00:08:35.000]  但是 家庭有什麼傳統
[00:08:35.000 --> 00:08:37.000]  爲什麼叫傳統
[00:08:37.000 --> 00:08:39.000]  因爲傳統能夠成就你
[00:08:39.000 --> 00:08:41.000]  更多歡樂的記憶
[00:08:41.000 --> 00:08:43.000]  簡單來說
[00:08:43.000 --> 00:08:45.000]  你可以在傳統裏面
[00:08:45.000 --> 00:08:47.000]  玩鬥智的遊戲
[00:08:47.000 --> 00:08:50.000]  我媽媽八十多歲
[00:08:50.000 --> 00:08:55.000]  她信了耶穌多過二十年 很感恩
[00:08:55.000 --> 00:08:57.000]  但是近來疫情
[00:08:57.000 --> 00:08:58.000]  她不能再打那些
[00:08:58.000 --> 00:09:01.000]  真是爲了自己沒有賭錢的麻雀
[00:09:01.000 --> 00:09:04.000]  於是我們就去買以色列麻雀給她
[00:09:04.000 --> 00:09:06.000]  知不知道是什麼來的
[00:09:06.000 --> 00:09:09.000]  就說蜜橋很好玩
[00:09:09.000 --> 00:09:12.000]  不是廣告 不過真的好玩
[00:09:12.000 --> 00:09:15.000]  但其實很多的桌遊 桌遊
[00:09:15.000 --> 00:09:17.000]  都是一些很開心的片段
[00:09:17.000 --> 00:09:20.000]  一笑解冤仇 明白嗎
[00:09:20.000 --> 00:09:22.000]  真的很多時候就是這樣
[00:09:22.000 --> 00:09:24.000]  拿一副牌出來 就玩
[00:09:24.000 --> 00:09:26.000]  我們在疫情期間去到她媽媽那裏
[00:09:26.000 --> 00:09:27.000]  總是記得
[00:09:27.000 --> 00:09:29.000]  我們其實送了一副給她
[00:09:29.000 --> 00:09:30.000]  那副是四人
[00:09:30.000 --> 00:09:32.000]  我家有一副是六人
[00:09:32.000 --> 00:09:34.000]  我們帶上去就一起成家
[00:09:34.000 --> 00:09:36.000]  輪着這樣玩
[00:09:36.000 --> 00:09:38.000]  一個八十多歲的老人家
[00:09:38.000 --> 00:09:40.000]  但她玩到由早玩到晚
[00:09:40.000 --> 00:09:42.000]  所以有一次我很記得
[00:09:42.000 --> 00:09:43.000]  我兩個女兒跟我說
[00:09:43.000 --> 00:09:46.000]  媽媽 兩個星期都不要去婆婆家
[00:09:46.000 --> 00:09:51.000]  我已經玩到想吐了
[00:09:51.000 --> 00:09:53.000]  斗食呢
[00:09:53.000 --> 00:09:57.000]  中國人文化充滿着飲食的歡樂
[00:09:57.000 --> 00:09:59.000]  我有一個自小就認識的朋友
[00:09:59.000 --> 00:10:00.000]  他們沒有兒女
[00:10:00.000 --> 00:10:03.000]  不過他們有很多兄弟姐妹
[00:10:03.000 --> 00:10:06.000]  這兩個都是我小時候一起成長的朋友
[00:10:06.000 --> 00:10:09.000]  所以這對夫婦每個星期日
[00:10:09.000 --> 00:10:11.000]  真的每個星期日
[00:10:11.000 --> 00:10:14.000]  他們就這一羣兄弟姐妹
[00:10:14.000 --> 00:10:16.000]  大大小小 老老亂亂
[00:10:16.000 --> 00:10:19.000]  幾代一起去喫飯
[00:10:19.000 --> 00:10:21.000]  今次我發板 我請
[00:10:21.000 --> 00:10:22.000]  去哪裏
[00:10:22.000 --> 00:10:24.000]  下個星期到你發板的姐姐
[00:10:24.000 --> 00:10:26.000]  你請 去哪裏
[00:10:26.000 --> 00:10:28.000]  這個家庭很特別
[00:10:28.000 --> 00:10:32.000]  疫情期間她都不少得這種的遺囑
[00:10:32.000 --> 00:10:34.000]  鬥fit呢
[00:10:34.000 --> 00:10:37.000]  香港人喜歡fit點 是吧
[00:10:37.000 --> 00:10:41.000]  我見很多親子的跑步 旅行 是不是
[00:10:41.000 --> 00:10:42.000]  有啊
[00:10:42.000 --> 00:10:43.000]  誰最fit
[00:10:43.000 --> 00:10:46.000]  一定是你最fit 是不是
[00:10:46.000 --> 00:10:49.000]  但是在這些時空
[00:10:49.000 --> 00:10:52.000]  你們有沒有一些傳統一想起
[00:10:52.000 --> 00:10:53.000]  我家是怎樣的
[00:10:53.000 --> 00:10:55.000]  我家最喜歡喫東西
[00:10:55.000 --> 00:10:58.000]  我家是這樣 是這樣 是這樣
[00:10:58.000 --> 00:11:00.000]  第二點 我們一起繼續講下去
[00:11:00.000 --> 00:11:03.000]  手牽手 沒有什麼好看的字眼
[00:11:03.000 --> 00:11:06.000]  一起喫飯 開飯了
[00:11:06.000 --> 00:11:08.000]  你們要喫牢牢得來
[00:11:08.000 --> 00:11:10.000]  你們要享福
[00:11:10.000 --> 00:11:12.000]  你的妻子就在內室裏面
[00:11:12.000 --> 00:11:14.000]  那個多結的葡萄樹
[00:11:14.000 --> 00:11:16.000]  你的姨女圍繞你的雀子
[00:11:16.000 --> 00:11:19.000]  好像橄欖栽子
[00:11:19.000 --> 00:11:21.000]  這個聖經形容的小朋友們
[00:11:21.000 --> 00:11:24.000]  就是一個會衍生出來的生命體
[00:11:24.000 --> 00:11:26.000]  然後它會不斷地成長
[00:11:26.000 --> 00:11:28.000]  它結出的美果
[00:11:28.000 --> 00:11:31.000]  就是你們家裏面那種遺囑
[00:11:31.000 --> 00:11:32.000]  所以我說
[00:11:32.000 --> 00:11:38.000]  其實是很多張飯桌在聖經裏面的
[00:11:38.000 --> 00:11:39.000]  你家的飯桌
[00:11:39.000 --> 00:11:42.000]  什麼是你的常餐呢
[00:11:42.000 --> 00:11:44.000]  不是密兜的常餐
[00:11:44.000 --> 00:11:47.000]  就是叫都沒有的常餐
[00:11:47.000 --> 00:11:48.000]  是那些你一想
[00:11:48.000 --> 00:11:50.000]  今晚喫什麼菜
[00:11:50.000 --> 00:11:51.000]  沒什麼菜
[00:11:51.000 --> 00:11:53.000]  繼續 番茄炒蛋
[00:11:53.000 --> 00:11:54.000]  然後大家會說
[00:11:54.000 --> 00:11:57.000]  耶 最喜歡喫番茄炒蛋
[00:11:57.000 --> 00:12:00.000]  他最喜歡就是我煮的番茄炒蛋
[00:12:00.000 --> 00:12:02.000]  沒什麼名菜
[00:12:02.000 --> 00:12:06.000]  不過最有名的都是番茄炒蛋
[00:12:06.000 --> 00:12:08.000]  你家裏有什麼名菜呢
[00:12:08.000 --> 00:12:10.000]  我給你們三十秒 好嗎
[00:12:10.000 --> 00:12:12.000]  如果旁邊的是你家人
[00:12:12.000 --> 00:12:13.000]  不如你告訴他
[00:12:13.000 --> 00:12:15.000]  謝謝你煮的名菜
[00:12:15.000 --> 00:12:17.000]  就是那一味我最喜歡喫
[00:12:17.000 --> 00:12:18.000]  或者在一個時候
[00:12:18.000 --> 00:12:19.000]  大家不會打架
[00:12:19.000 --> 00:12:20.000]  你告訴他
[00:12:20.000 --> 00:12:21.000]  其實老婆 你知不知道
[00:12:21.000 --> 00:12:22.000]  我最想喫的
[00:12:22.000 --> 00:12:25.000]  其實是這樣這樣這樣
[00:12:25.000 --> 00:12:26.000]  如果那個不是你家人
[00:12:26.000 --> 00:12:27.000]  不如你告訴他
[00:12:27.000 --> 00:12:29.000]  有機會來君臨罕舍
[00:12:29.000 --> 00:12:32.000]  我家裏最擅長的就是
[00:12:32.000 --> 00:12:33.000]  綠水餃
[00:12:33.000 --> 00:12:35.000]  不過在街上買的
[00:12:35.000 --> 00:12:37.000]  給大家三十秒聊聊天 好嗎
[00:12:37.000 --> 00:12:38.000]  三十秒
[00:12:38.000 --> 00:12:46.000]  你家中的常餐是什麼呢
[00:12:46.000 --> 00:13:06.000]  小朋友就想想 我最喜歡喫什麼呢
[00:13:06.000 --> 00:13:08.000]  在很多家居設計裏面
[00:13:08.000 --> 00:13:10.000]  飯桌 好像是一個
[00:13:10.000 --> 00:13:11.000]  或者飯廳
[00:13:11.000 --> 00:13:14.000]  是很多人家裏的一個屈心
[00:13:14.000 --> 00:13:16.000]  爲什麼
[00:13:16.000 --> 00:13:17.000]  因爲飯桌
[00:13:17.000 --> 00:13:20.000]  就是一個可以認罪人的時候
[00:13:20.000 --> 00:13:21.000]  廁所不行
[00:13:21.000 --> 00:13:22.000]  因爲 對不起
[00:13:22.000 --> 00:13:26.000]  只有一個人
[00:13:26.000 --> 00:13:27.000]  房間 對不起
[00:13:27.000 --> 00:13:30.000]  是我休息的聖地
[00:13:30.000 --> 00:13:31.000]  但是飯桌
[00:13:31.000 --> 00:13:33.000]  是我們爲罪聊天的時候
[00:13:33.000 --> 00:13:35.000]  所以飯菜是共同享受
[00:13:35.000 --> 00:13:41.000]  歡樂時光的神聖之地
[00:13:41.000 --> 00:13:44.000]  你怎麼演繹你家裏的飯桌呢
[00:13:44.000 --> 00:13:45.000]  我只用詩篇
[00:13:45.000 --> 00:13:47.000]  二十三篇很熟悉的經文
[00:13:47.000 --> 00:13:48.000]  詩篇這麼說
[00:13:48.000 --> 00:13:49.000]  他說 在我敵人面前
[00:13:49.000 --> 00:13:50.000]  你會說到
[00:13:50.000 --> 00:13:52.000]  我們的夜無緩木者
[00:13:52.000 --> 00:13:54.000]  他爲我們預備了一張飯桌
[00:13:54.000 --> 00:13:56.000]  當你具體地去想
[00:13:56.000 --> 00:13:57.000]  這張飯桌的時候
[00:13:57.000 --> 00:13:58.000]  你會發現
[00:13:58.000 --> 00:14:00.000]  我明白多了這一節的經文
[00:14:00.000 --> 00:14:01.000]  神這樣說
[00:14:01.000 --> 00:14:02.000]  他說 在我敵人面前
[00:14:02.000 --> 00:14:03.000]  你爲我擺弛筵席
[00:14:03.000 --> 00:14:05.000]  你用油高了我的頭
[00:14:05.000 --> 00:14:07.000]  使我覆杯滿日
[00:14:07.000 --> 00:14:09.000]  神原來在我們生命的面前
[00:14:09.000 --> 00:14:11.000]  在我們軟弱很多
[00:14:11.000 --> 00:14:13.000]  你的敵人不是你旁邊那個老公
[00:14:13.000 --> 00:14:15.000]  那個壞人
[00:14:15.000 --> 00:14:17.000]  不是那個教什麼都不懂的
[00:14:17.000 --> 00:14:18.000]  就是那個人
[00:14:18.000 --> 00:14:20.000]  不是 那個敵人是你
[00:14:20.000 --> 00:14:22.000]  是我裏面搞不定的生命
[00:14:22.000 --> 00:14:23.000]  是我裏面的黑暗
[00:14:23.000 --> 00:14:24.000]  不是我搞不定
[00:14:24.000 --> 00:14:25.000]  經常說錯話
[00:14:25.000 --> 00:14:28.000]  那個是錯的我
[00:14:28.000 --> 00:14:30.000]  他說 在你不足夠不足的時候
[00:14:30.000 --> 00:14:34.000]  天父說 我爲你擺弛筵席
[00:14:34.000 --> 00:14:37.000]  飯桌在神的眼中
[00:14:37.000 --> 00:14:39.000]  是一個勝過敵人的地方
[00:14:39.000 --> 00:14:42.000]  是欣典共享的地方
[00:14:42.000 --> 00:14:48.000]  是欣典作爲基礎的地方
[00:14:48.000 --> 00:14:51.000]  很多家庭是講功能
[00:14:51.000 --> 00:14:54.000]  香港一個經濟掛帥的地方
[00:14:54.000 --> 00:14:57.000]  不知爲什麼成爲了我們一個的錯誤
[00:14:57.000 --> 00:14:59.000]  引導了我們的功能化
[00:14:59.000 --> 00:15:01.000]  孩子要讀得厲害
[00:15:01.000 --> 00:15:02.000]  要升我的學校
[00:15:02.000 --> 00:15:05.000]  要能夠繼承我的產業和事業
[00:15:05.000 --> 00:15:08.000]  要成爲我的面光
[00:15:08.000 --> 00:15:10.000]  老公要賺得多錢
[00:15:10.000 --> 00:15:11.000]  因爲我很想喫好東西
[00:15:11.000 --> 00:15:13.000]  要一年四次的旅行
[00:15:13.000 --> 00:15:16.000]  然後老婆 麻煩你閉嘴
[00:15:16.000 --> 00:15:20.000]  煮好你這頓飯 不要多事
[00:15:20.000 --> 00:15:24.000]  很功能化
[00:15:24.000 --> 00:15:27.000]  但是 我再講
[00:15:27.000 --> 00:15:29.000]  借用詩篇 二十三篇
[00:15:29.000 --> 00:15:32.000]  神爲我們擺折的這個宴席
[00:15:32.000 --> 00:15:34.000]  是宴席來的
[00:15:34.000 --> 00:15:36.000]  是你和人們共享欣典的時候
[00:15:36.000 --> 00:15:38.000]  是你要裝扮整齊火
[00:15:38.000 --> 00:15:40.000]  才坐好在這個位置
[00:15:40.000 --> 00:15:43.000]  是你要用欣言去彼此相待
[00:15:43.000 --> 00:15:47.000]  是用欣典去接納的時候
[00:15:47.000 --> 00:15:52.000]  我家裏有一個家規
[00:15:52.000 --> 00:15:54.000]  很嚴肅的
[00:15:54.000 --> 00:15:58.000]  家規就是不準帶手機上飯桌
[00:15:58.000 --> 00:15:59.000]  很多年了
[00:15:59.000 --> 00:16:00.000]  自他們小的時候
[00:16:00.000 --> 00:16:02.000]  所以我們很習慣的是
[00:16:02.000 --> 00:16:05.000]  回家喫飯 祈禱
[00:16:05.000 --> 00:16:08.000]  然後大家就一起分享
[00:16:08.000 --> 00:16:11.000]  有時候我們會分享今天的祭遇
[00:16:11.000 --> 00:16:14.000]  唉 今天真的
[00:16:14.000 --> 00:16:16.000]  預備的事情搞成這樣
[00:16:16.000 --> 00:16:18.000]  大家再講 講來聽聽
[00:16:18.000 --> 00:16:20.000]  哎喲 怎麼這麼慘
[00:16:20.000 --> 00:16:21.000]  喫個雞 不要緊
[00:16:21.000 --> 00:16:23.000]  明天更好
[00:16:23.000 --> 00:16:25.000]  有時候我們分享
[00:16:25.000 --> 00:16:27.000]  一些遇上的人與事
[00:16:27.000 --> 00:16:29.000]  哇 這麼奇怪
[00:16:29.000 --> 00:16:33.000]  然後我們擺下筷子一起拍掌
[00:16:33.000 --> 00:16:35.000]  然後我的狗會一起嗚嗚嗚嗚
[00:16:35.000 --> 00:16:38.000]  我的狗的手太短拍不到
[00:16:38.000 --> 00:16:42.000]  所以唯有嗚嗚嗚嗚
[00:16:42.000 --> 00:16:45.000]  有時候我們會講到一些難的事情
[00:16:45.000 --> 00:16:47.000]  唉 我搞不定
[00:16:47.000 --> 00:16:48.000]  我不知道怎麼辦
[00:16:48.000 --> 00:16:50.000]  講來聽聽
[00:16:50.000 --> 00:16:52.000]  大家一起給意見
[00:16:52.000 --> 00:16:56.000]  彼此運用智慧去搞定那件事
[00:16:56.000 --> 00:16:59.000]  這是我家的飯桌
[00:16:59.000 --> 00:17:01.000]  彼此分享的恩情
[00:17:01.000 --> 00:17:04.000]  有時候我們都會難免
[00:17:04.000 --> 00:17:06.000]  心裏面有不開心的時候
[00:17:06.000 --> 00:17:08.000]  但我們知道這個神聖地方
[00:17:08.000 --> 00:17:12.000]  要穿起那件禮服
[00:17:12.000 --> 00:17:14.000]  所以我們會擺下自我
[00:17:14.000 --> 00:17:17.000]  好好去面對飯桌裏面
[00:17:17.000 --> 00:17:21.000]  共享神恩典宴的時刻
[00:17:21.000 --> 00:17:24.000]  有一個名人叫Phil
[00:17:24.000 --> 00:17:26.000]  他就說 假如你想教養
[00:17:26.000 --> 00:17:29.000]  出以笑看待不完美人生的孩子
[00:17:29.000 --> 00:17:34.000]  你必須幫助他看到人生有趣的一面
[00:17:34.000 --> 00:17:38.000]  你的生活有多少趣事
[00:17:38.000 --> 00:17:41.000]  我再說
[00:17:41.000 --> 00:17:46.000]  我們的成長 我們的人生並不是功能化的
[00:17:46.000 --> 00:17:49.000]  我再提醒我們彼此基督徒
[00:17:49.000 --> 00:17:53.000]  神都不是功能化地看我們
[00:17:53.000 --> 00:17:56.000]  除非你在那個工作崗位裏
[00:17:56.000 --> 00:17:58.000]  但是我們在神的面前
[00:17:58.000 --> 00:18:00.000]  我們是祂的兒女
[00:18:00.000 --> 00:18:02.000]  我們在神的恩典裏
[00:18:02.000 --> 00:18:04.000]  我們能夠經營
[00:18:04.000 --> 00:18:06.000]  送一個甜品給大家的飯桌
[00:18:06.000 --> 00:18:08.000]  你猜是什麼呢
[00:18:08.000 --> 00:18:10.000]  天佑你覺得是什麼呢
[00:18:10.000 --> 00:18:12.000]  是不是你最喜歡喫的雪糕
[00:18:12.000 --> 00:18:15.000]  弟弟 最喜歡喫什麼
[00:18:15.000 --> 00:18:16.000]  雪糕
[00:18:16.000 --> 00:18:18.000]  都是雪糕與正 好
[00:18:18.000 --> 00:18:21.000]  聽到了爸爸媽媽吧
[00:18:21.000 --> 00:18:24.000]  這個甜品人人都適合用
[00:18:24.000 --> 00:18:26.000]  叫做幽默感
[00:18:26.000 --> 00:18:28.000]  人生太嚴肅了
[00:18:28.000 --> 00:18:32.000]  幽默感令我們將很多的艱難
[00:18:32.000 --> 00:18:38.000]  化作一種一笑解怨愁
[00:18:38.000 --> 00:18:40.000]  家人喜歡和你在一起
[00:18:40.000 --> 00:18:42.000]  幽默是一種治療
[00:18:42.000 --> 00:18:44.000]  帶給我們一個更好的願景
[00:18:44.000 --> 00:18:46.000]  一切都會捱過去
[00:18:46.000 --> 00:18:49.000]  並且建構共同記憶
[00:18:49.000 --> 00:18:52.000]  剛纔提到家庭的傳統
[00:18:52.000 --> 00:18:54.000]  還有一個傳統我想和大家分享
[00:18:54.000 --> 00:18:56.000]  這是我在同福裏面學習
[00:18:56.000 --> 00:18:58.000]  我在同福堂十五年
[00:18:58.000 --> 00:19:00.000]  當時我的小朋友比較小
[00:19:00.000 --> 00:19:01.000]  十五年前
[00:19:01.000 --> 00:19:03.000]  我比較年輕
[00:19:03.000 --> 00:19:05.000]  大家看着他們長大
