
[00:00:00.000 --> 00:00:03.080]  繼續講耶華名字的系列
[00:01:54.000 --> 00:01:56.000]  他是很孤單的
[00:01:56.000 --> 00:01:57.360]  另一個很重要的人物
[00:01:57.360 --> 00:01:58.760]  羅伯金·艾迪
[00:01:58.760 --> 00:02:01.560]  1968年參選美國總統
[00:02:01.560 --> 00:02:04.040]  初選的時候獲勝
[00:02:04.040 --> 00:02:05.840]  不過之後被殺
[00:02:05.840 --> 00:02:09.760]  他說他們會在一個空虛的文化裏面
[00:02:09.760 --> 00:02:14.080]  發現每個人的心靈都有一個空洞
[00:02:14.080 --> 00:02:15.800]  很多人嘗試用甚麼呢?
[00:02:15.800 --> 00:02:19.560]  用金錢、用毒品、用酒精去填滿這個空洞
[00:02:19.560 --> 00:02:23.040]  不過是怎樣的?沒有效
[00:02:23.040 --> 00:02:25.680]  但詩篇的作者居然說得出
[00:02:25.680 --> 00:02:29.560]  「若是我的目者,我沒有缺乏」
[00:02:29.560 --> 00:02:31.640]  為甚麼他覺得他的人生沒有缺乏呢?
[00:02:31.640 --> 00:02:33.960]  反過來你能不能說得出
[00:02:33.960 --> 00:02:39.520]  「若是我的目者,我的人生沒有缺乏」
[00:02:39.520 --> 00:02:42.920]  人生在世上
[00:02:42.920 --> 00:02:47.520]  是一種數不盡、填滿的慾望和理想
[00:02:47.520 --> 00:02:49.160]  我們再問自己
[00:02:49.160 --> 00:02:52.360]  我們對自己的人生是感到缺乏
[00:02:52.360 --> 00:02:54.200]  甚至是空虛、失落
[00:02:54.200 --> 00:02:57.600]  還是滿足呢?
[00:02:57.600 --> 00:02:58.920]  今天跟大家思想
[00:02:58.920 --> 00:03:02.600]  耶和華路爾這個名字
[00:03:02.600 --> 00:03:05.480]  是很想每一個電影節目都知道
[00:03:05.480 --> 00:03:09.040]  有我們的上帝作為我們的目者
[00:03:09.040 --> 00:03:14.240]  原來祂是在不同的處境裏面照顧我們
[00:03:14.240 --> 00:03:17.920]  叫我們的人生經常都感到滿足
[00:03:17.920 --> 00:03:20.600]  不是我們在計算我們的人生有多少
[00:03:20.600 --> 00:03:22.520]  而是在每一種境況裏面
[00:03:22.520 --> 00:03:23.680]  在他需要的時候
[00:03:23.680 --> 00:03:26.520]  他發現上帝都照顧
[00:03:26.520 --> 00:03:27.920]  好像一個牧羊人一樣
[00:03:27.920 --> 00:03:28.760]  牧養他
[00:03:28.760 --> 00:03:30.200]  所以他說
[00:03:30.200 --> 00:03:31.680]  「我沒有缺乏」
[00:03:31.680 --> 00:03:34.520]  「我每一種境況上帝都照顧我」
[00:03:34.520 --> 00:03:36.600]  「所以我沒有缺乏」
[00:03:36.600 --> 00:03:40.960]  詩篇23篇的背景和結構
[00:03:40.960 --> 00:03:44.720]  告訴我們是大衛的詩
[00:03:44.720 --> 00:03:47.520]  它確實的背景我們不知道
[00:03:47.520 --> 00:03:51.600]  不過大概是和大衛一生的經歷有關
[00:03:51.600 --> 00:03:54.040]  大衛一生的經歷和甚麼最有關係呢?
[00:03:54.040 --> 00:03:56.720]  第一是牧養羊群
[00:03:56.720 --> 00:03:57.640]  放羊
[00:03:57.640 --> 00:03:59.640]  他從小就幫爸爸放羊
[00:03:59.640 --> 00:04:01.880]  牧師今年的講道系列就是講大衛
[00:04:01.880 --> 00:04:03.200]  我們聽過
[00:04:03.200 --> 00:04:05.760]  所以詩篇23篇第一至四節
[00:04:05.760 --> 00:04:07.280]  我們看到的
[00:04:07.280 --> 00:04:12.280]  那些背景應該是和牧放羊群有關
[00:04:12.280 --> 00:04:14.720]  而另一個很可能的背景是甚麼呢?
[00:04:14.720 --> 00:04:18.680]  大衛也經常在戰場上和軍營上
[00:04:18.680 --> 00:04:23.800]  所以第五和第六節是和戰場有關
[00:04:23.800 --> 00:04:26.160]  他要面對的經常是打仗
[00:04:26.160 --> 00:04:29.160]  有很多敵人甚至是敵人追趕他
[00:04:29.160 --> 00:04:32.160]  這是很可能經文的背景
[00:04:32.160 --> 00:04:33.600]  沒有講到大衛何時寫
[00:04:33.600 --> 00:04:35.160]  或者他經歷他一生之後
[00:04:35.160 --> 00:04:37.640]  他發現他寫出來
[00:04:37.640 --> 00:04:39.120]  全篇詩篇的結構
[00:04:39.120 --> 00:04:41.280]  如果你有新標點和合本
[00:04:41.280 --> 00:04:44.520]  他儘量將原本是一篇詩篇
[00:04:44.520 --> 00:04:50.760]  如何將詩篇的原貌擺放出來
[00:04:50.760 --> 00:04:51.880]  學者告訴我們
[00:04:51.880 --> 00:04:54.120]  詩篇23篇第一節
[00:04:54.120 --> 00:04:56.600]  其實可以將它看為一個大標題
[00:04:56.600 --> 00:04:57.480]  就像我們講道一樣
[00:04:57.480 --> 00:04:58.400]  一個題目來的
[00:04:58.400 --> 00:04:59.560]  又說是我的牧者
[00:04:59.560 --> 00:05:00.840]  我必不自缺乏
[00:05:00.840 --> 00:05:02.440]  或者我沒有缺乏
[00:05:02.440 --> 00:05:03.800]  又說是我的牧者
[00:05:03.800 --> 00:05:05.720]  又說牧羊我沒有缺乏
[00:05:05.720 --> 00:05:08.720]  他用四個例證來分享他的經驗
[00:05:08.720 --> 00:05:10.960]  上帝如何作為他的牧者
[00:05:10.960 --> 00:05:13.640]  他沒有缺乏
[00:05:13.640 --> 00:05:17.000]  我嘗試將它很整齊地排出來
[00:05:17.000 --> 00:05:19.160]  你就會發現可以有四個段落
[00:05:19.160 --> 00:05:20.640]  第二第三節是一個段落
[00:05:20.640 --> 00:05:22.840]  每個段落有四句
[00:05:22.840 --> 00:05:24.520]  「他使我躺臥在青草地上
[00:05:24.520 --> 00:05:26.520]  令我在可安潔的水邊」
[00:05:26.520 --> 00:05:28.120]  「令我在」
[00:05:28.120 --> 00:05:30.200]  上文先看完
[00:05:30.200 --> 00:05:31.520]  麻煩你
[00:05:31.520 --> 00:05:34.280]  第二第三節四句
[00:05:34.280 --> 00:05:35.760]  第四節四句
[00:05:35.760 --> 00:05:37.520]  第五節四句
[00:05:37.520 --> 00:05:39.440]  第六節都是四句
[00:05:39.440 --> 00:05:40.720]  每一節
[00:05:40.720 --> 00:05:44.360]  似乎都是說一個景況私人來分享
[00:05:44.360 --> 00:05:45.920]  我在每一種的景況中
[00:05:45.920 --> 00:05:47.400]  上帝照顧我
[00:05:47.400 --> 00:05:48.720]  上帝牧養我
[00:05:48.720 --> 00:05:50.000]  所以我沒有缺乏
[00:05:50.000 --> 00:05:54.000]  我們就看第一點
[00:05:54.000 --> 00:05:55.960]  第一點是說
[00:05:55.960 --> 00:05:57.920]  上帝如何照顧他
[00:05:57.920 --> 00:06:00.280]  我們說上帝在生活裏面
[00:06:00.280 --> 00:06:02.200]  供應他
[00:06:02.200 --> 00:06:02.800]  今天也是
[00:06:02.800 --> 00:06:05.040]  上帝在我們的生活裏面
[00:06:05.040 --> 00:06:06.440]  讓我們發現
[00:06:06.440 --> 00:06:07.440]  上帝供應我們
[00:06:07.440 --> 00:06:10.360]  使我們明白人生沒有缺乏
[00:06:10.360 --> 00:06:12.800]  上帝在生活裏面供應我們
[00:06:12.800 --> 00:06:15.120]  使我們明白人生沒有缺乏
[00:06:15.120 --> 00:06:17.000]  第二第三兩節
[00:06:17.000 --> 00:06:19.640]  「他使我躺臥在青草地上
[00:06:19.640 --> 00:06:21.320]  令我在可安潔的水邊
[00:06:21.320 --> 00:06:23.280]  他使我的靈魂蘇醒
[00:06:23.280 --> 00:06:25.280]  為自己的名引導我走而龍」
[00:06:25.280 --> 00:06:27.040]  我們都會背
[00:06:27.040 --> 00:06:28.800]  躺臥在青草地
[00:06:28.800 --> 00:06:34.000]  在可安潔的水邊
[00:06:34.000 --> 00:06:34.840]  有一首詩歌
[00:06:34.840 --> 00:06:35.840]  「我是主的羊」
[00:06:35.840 --> 00:06:37.920]  青草地溪水旁很舒服
[00:06:37.920 --> 00:06:39.520]  特別對我們香港人來說
[00:06:39.520 --> 00:06:42.200]  我們如果能夠去到青草地
[00:06:42.200 --> 00:06:45.280]  溪水旁簡直是賞心樂事
[00:06:45.280 --> 00:06:47.480]  有兩幅相片跟頂尖妹分享
[00:06:47.480 --> 00:06:49.520]  這兩幅相片都是舊舊的
[00:06:49.520 --> 00:06:51.800]  因為我都沒空找新的相片
[00:06:51.800 --> 00:06:56.160]  香港人能夠去大草原很開心
[00:06:56.160 --> 00:06:57.720]  曾經都給頂尖妹看過
[00:06:57.720 --> 00:06:59.360]  跟頂尖妹去蒙古
[00:06:59.360 --> 00:07:00.640]  只是一塊大草原
[00:07:00.640 --> 00:07:02.720]  都拍不完整個大草原給大家看
[00:07:02.720 --> 00:07:03.600]  下面那個是什麼呢
[00:07:03.600 --> 00:07:05.920]  如果頂尖妹去過一定是認得的
[00:07:05.920 --> 00:07:08.200]  就是九寨溝
[00:07:08.200 --> 00:07:10.640]  四季都很美麗
[00:07:10.640 --> 00:07:12.000]  你去到那些地方
[00:07:12.000 --> 00:07:15.640]  那些水很平靜很清澈
[00:07:15.640 --> 00:07:20.680]  那些樹根都能夠在水底看到
[00:07:20.680 --> 00:07:22.120]  但這篇詩篇告訴我們
[00:07:22.120 --> 00:07:25.240]  不是人去到青草地溪水旁
[00:07:25.240 --> 00:07:30.080]  不是人躺在大草地任你捲
[00:07:30.080 --> 00:07:31.320]  任你坐
[00:07:31.320 --> 00:07:33.400]  是誰去到
[00:07:33.400 --> 00:07:35.400]  他將自己比喻為羊
[00:07:35.400 --> 00:07:37.600]  是羊去到青草地
[00:07:37.600 --> 00:07:39.280]  是羊去到溪水旁
[00:07:39.280 --> 00:07:40.280]  那有什麼特別呢
[00:07:40.280 --> 00:07:42.720]  羊去吃草和羊去喝水
[00:07:42.720 --> 00:07:44.280]  羊吃草不止吃草
[00:07:44.280 --> 00:07:46.200]  他說躺在青草地
[00:07:46.200 --> 00:07:48.480]  睡在青草地
[00:07:48.480 --> 00:07:51.960]  研究羊群起居的人指出
[00:07:51.960 --> 00:07:53.840]  羊要具備一些先決條件
[00:07:53.840 --> 00:07:55.960]  才可以睡在草地上
[00:07:55.960 --> 00:07:59.280]  不然牠隨便走過去就睡著了
[00:07:59.280 --> 00:08:01.240]  有四個條件
[00:08:01.240 --> 00:08:04.480]  原來羊與羊之間
[00:08:04.480 --> 00:08:06.600]  有尊卑主次之分
[00:08:06.600 --> 00:08:08.920]  如果未分出高下
[00:08:08.920 --> 00:08:10.360]  未分出實力
[00:08:10.360 --> 00:08:11.760]  甚至牠們的位置
[00:08:11.760 --> 00:08:14.000]  羊也有分大小
[00:08:14.000 --> 00:08:16.600]  牠們不可以安心躺下
[00:08:16.600 --> 00:08:18.520]  就好像有些人去吃飯
[00:08:18.520 --> 00:08:19.800]  如果跟一些高級的人
[00:08:19.800 --> 00:08:21.160]  他不坐下你不敢坐下
[00:08:21.160 --> 00:08:23.600]  他不起筷你不敢起筷
[00:08:23.600 --> 00:08:25.280]  就是這樣的情況
[00:08:25.280 --> 00:08:29.520]  牠不是隨便走過去就躺下
[00:08:29.520 --> 00:08:37.520]  牠分了高低、主次、地位
[00:08:37.520 --> 00:08:39.520]  第二個條件是
[00:08:39.520 --> 00:08:43.080]  如果羊受著外面很多蒼蠅騷擾牠
[00:08:43.080 --> 00:08:48.000]  或者牠看上去有寄生蟲騷擾著牠
[00:08:48.000 --> 00:08:50.200]  牠也會坐立不安
[00:08:50.200 --> 00:08:52.280]  也不會躺下
[00:08:52.280 --> 00:08:53.240]  第三
[00:08:53.240 --> 00:08:56.720]  當羊聽到野獸的聲音
[00:08:56.720 --> 00:08:59.760]  似乎是從遠處來的,可能聽到狼的聲音
[00:08:59.760 --> 00:09:02.480]  可能聽到老虎的咆哮聲
[00:09:02.480 --> 00:09:05.000]  牠也不會安心躺下
[00:09:05.000 --> 00:09:07.040]  因為羊很膽小
[00:09:07.040 --> 00:09:10.880]  未吃飽的話,羊也不會躺下
[00:09:10.880 --> 00:09:12.000]  這裡說的是甚麼呢?
[00:09:12.000 --> 00:09:13.520]  原來牠說的是
[00:09:13.520 --> 00:09:17.040]  牧羊人使羊坐臥在青草地上
[00:09:17.040 --> 00:09:19.680]  其實也不是一件輕而易舉的事
[00:09:19.680 --> 00:09:23.080]  或者羊感受到一個很安全
[00:09:23.080 --> 00:09:25.200]  很安舒的環境下
[00:09:25.200 --> 00:09:27.120]  牠才會躺下
[00:09:27.120 --> 00:09:28.320]  在這樣的情況下
[00:09:28.320 --> 00:09:32.080]  牠知道牠不受野獸、蒼蠅或者寄生蟲騷擾
[00:09:32.080 --> 00:09:34.520]  也已經吃飽了
[00:09:34.520 --> 00:09:36.240]  牠就躺下
[00:09:36.240 --> 00:09:37.760]  就是這樣
[00:09:37.760 --> 00:09:39.880]  寧可在可安揭的水邊
[00:09:39.880 --> 00:09:41.480]  不是我們人行山
[00:09:41.480 --> 00:09:43.360]  特別現在也有很多地方行山
[00:09:43.360 --> 00:09:44.840]  行到溪澗
[00:09:44.840 --> 00:09:46.920]  嘩!有水可以洗洗臉,多好
[00:09:46.920 --> 00:09:47.920]  可以休息一下
[00:09:47.920 --> 00:09:51.520]  或者可以喝一下,很清涼
[00:09:51.520 --> 00:09:54.560]  誰去到溪水旁?
[00:09:54.560 --> 00:09:55.640]  羊
[00:09:55.640 --> 00:09:58.880]  為甚麼師哥們說溪水旁呢?
[00:09:58.880 --> 00:10:00.480]  其實可安揭的水邊
[00:10:00.480 --> 00:10:03.040]  不是羊可以休息那麼簡單
[00:10:03.040 --> 00:10:05.720]  可安揭的水邊是指
[00:10:05.720 --> 00:10:07.800]  很靜的水
[00:10:07.800 --> 00:10:10.200]  水靜何非?
[00:10:10.200 --> 00:10:12.120]  很安靜的水
[00:10:12.120 --> 00:10:13.520]  很安靜的水邊
[00:10:13.520 --> 00:10:16.440]  原來這些羊是很膽小的
[00:10:16.440 --> 00:10:17.880]  牠要喝水
[00:10:17.880 --> 00:10:21.320]  牠除了怕隨時有野獸來襲擊之外
[00:10:21.320 --> 00:10:25.400]  牠們也怕那些水突然之間像波濤洶湧
[00:10:25.400 --> 00:10:27.480]  為甚麼會突然之間有波濤洶湧?
[00:10:27.480 --> 00:10:29.520]  因為原來不勒斯坦地很乾燥
[00:10:29.520 --> 00:10:30.960]  有時會下大雨
[00:10:30.960 --> 00:10:33.840]  在你不知道的情況下下大雨
[00:10:33.840 --> 00:10:39.200]  以致溪水突然之間像氾濫一樣
[00:10:39.200 --> 00:10:41.800]  牧羊人要有很豐富的經驗
[00:10:41.800 --> 00:10:43.880]  才可以有智慧地
[00:10:43.880 --> 00:10:47.400]  帶那些羊去到靜水的地方
[00:10:47.400 --> 00:10:50.480]  讓羊很安全
[00:10:50.480 --> 00:10:52.360]  可以喝水
[00:10:52.360 --> 00:10:54.080]  讓牠飽足
[00:10:54.080 --> 00:10:57.000]  斯人在此所表達的一幅圖畫是很豐足
[00:10:57.000 --> 00:10:59.560]  很安穩、很安逸
[00:10:59.560 --> 00:11:03.360]  草和水都是羊在物質生活上高的需要
[00:11:03.360 --> 00:11:06.240]  甚至是享受
[00:11:06.240 --> 00:11:10.480]  現在牧羊人都豐富、細心地供應牠
[00:11:10.480 --> 00:11:14.400]  留意,草和水不是羊自己找回來的
[00:11:14.400 --> 00:11:16.000]  不是羊自己很聰明地
[00:11:16.000 --> 00:11:19.800]  我走過去有一塊可以吃草的地方
[00:11:19.800 --> 00:11:23.080]  不是,是誰帶牠去?
[00:11:23.080 --> 00:11:24.760]  耶和華
[00:11:24.760 --> 00:11:26.400]  是牧羊人
[00:11:26.400 --> 00:11:29.800]  是牧羊人帶牠去到一個青草地
[00:11:29.800 --> 00:11:33.000]  不勒斯坦地有很多荒山野嶺
[00:11:33.000 --> 00:11:35.640]  有些草可能是雜草
[00:11:35.640 --> 00:11:38.120]  有些草可能是綠草
[00:11:38.120 --> 00:11:39.760]  有些水牠可以喝
[00:11:39.760 --> 00:11:41.240]  但可能有毒
[00:11:41.240 --> 00:11:43.440]  或者有些水很大浪的時候
[00:11:43.440 --> 00:11:45.720]  牠去不到喝,牠很害怕
[00:11:45.720 --> 00:11:48.200]  牧羊人
[00:11:48.200 --> 00:11:50.440]  第三節有一點難解釋
[00:11:50.440 --> 00:11:52.880]  很多時候我們都會拆開來解釋
[00:11:52.880 --> 00:11:55.040]  它也很有獨立的意思
[00:11:55.040 --> 00:11:57.200]  不過如果按照那個結構
[00:11:57.200 --> 00:12:00.120]  應該放在第二節一起的時候
[00:12:00.120 --> 00:12:02.560]  我們可以留意第三節的解釋
[00:12:02.560 --> 00:12:04.080]  「他使我的靈魂甦醒
[00:12:04.080 --> 00:12:07.680]  為自己的名引導我走二路」
[00:12:07.680 --> 00:12:09.080]  如果我們明白幾個字的意思
[00:12:09.080 --> 00:12:11.080]  「靈魂」
[00:12:11.080 --> 00:12:13.840]  在這裡,《舊約聖經》說「靈魂」的時候
[00:12:13.840 --> 00:12:15.000]  是在說整個生命
[00:12:15.000 --> 00:12:17.320]  不是在說我們人的一部分
[00:12:17.320 --> 00:12:18.720]  好像現在大家坐在這裡聽到
[00:12:18.720 --> 00:12:21.280]  其實你可能靈魂是出竅的
[00:12:21.280 --> 00:12:23.640]  你掛緊選舉說冤誰呢
[00:12:23.640 --> 00:12:27.840]  不過想想應該不會令你憂心的
[00:12:27.840 --> 00:12:31.840]  最多掛緊昨晚特首宣佈取消
[00:12:31.840 --> 00:12:33.960]  用「取消」這兩個字
[00:12:33.960 --> 00:12:38.000]  那三年的德育及國民教育
[00:12:38.000 --> 00:12:40.160]  那是不是真的取消、騙人等等
[00:12:40.160 --> 00:12:46.520]  可能你在想下午還去不去支持呢
[00:12:46.520 --> 00:12:50.360]  靈魂出竅了,人在心不在
[00:12:50.360 --> 00:12:52.360]  在《舊約聖經》裡面說「靈魂」的時候
[00:12:52.360 --> 00:12:56.000]  不是說一部分,是說整個的生命
[00:12:56.000 --> 00:12:57.080]  「甦醒」同樣都是
[00:12:57.080 --> 00:12:59.640]  不是你睡了覺,叫你醒一醒
[00:12:59.640 --> 00:13:03.880]  「甦醒」原本的文字是說「恢復」
[00:13:03.880 --> 00:13:05.880]  「轉回來」
[00:13:05.880 --> 00:13:08.840]  或者叫「回歸原處」
[00:13:08.840 --> 00:13:13.160]  本來你站起來,跌倒了,然後起來
[00:13:13.160 --> 00:13:17.760]  本來你坐著,同樣你跌倒了,然後起來
[00:13:17.760 --> 00:13:21.080]  羊的生命怎樣由牧羊人恢復呢
[00:13:21.080 --> 00:13:23.480]  或者「歸回原處」呢
[00:13:23.480 --> 00:13:27.360]  原來也是那些研究羊生活的人
[00:13:27.360 --> 00:13:32.560]  羊有時會四腳朝天
[00:13:32.560 --> 00:13:34.240]  躺下了也好,跌倒了也好
[00:13:34.240 --> 00:13:37.080]  當牠越急、越想踢、掙扎
[00:13:37.080 --> 00:13:39.880]  即是要起來的時候
[00:13:39.880 --> 00:13:42.120]  原來羊都會為氣脹
[00:13:42.120 --> 00:13:46.120]  我經常都很想在我隔壁屋做這個實驗
[00:13:46.120 --> 00:13:48.840]  因為隔壁屋不是我現在住的那裡
[00:13:48.840 --> 00:13:49.960]  我爸爸住的那裡
[00:13:49.960 --> 00:13:54.800]  有人養了兩隻黑山羊
[00:13:54.800 --> 00:13:56.000]  不知道為甚麼可以養羊
[00:13:56.000 --> 00:13:59.560]  我在家裡又沒有甚麼草地
[00:13:59.560 --> 00:14:03.280]  曾經我們有街坊見到
[00:14:03.280 --> 00:14:04.600]  都是我母會的姐妹
[00:14:04.600 --> 00:14:08.280]  見到,告訴其他人不相信
[00:14:08.280 --> 00:14:10.960]  接著有人第二次見到,馬上拍了照
[00:14:10.960 --> 00:14:12.880]  幸好現在為手機方便
[00:14:12.880 --> 00:14:14.800]  證明真的出現
[00:14:14.800 --> 00:14:17.960]  有一次在我家後門有一塊小草地在那裡吃
[00:14:17.960 --> 00:14:19.440]  我真的很想做這個實驗
[00:14:19.440 --> 00:14:21.160]  試試讓牠吃飽了,安全了
[00:14:21.160 --> 00:14:24.400]  躺下了,真的有胃氣脹的時候起不來
[00:14:24.400 --> 00:14:26.240]  胃氣脹的時候牠越緊張
[00:14:26.240 --> 00:14:28.640]  就令牠血液循環得不好
[00:14:28.640 --> 00:14:30.200]  就怎樣呢?自己起不來
[00:14:30.200 --> 00:14:32.880]  自己起不來怎麼辦?
[00:14:32.880 --> 00:14:35.200]  誰幫牠?牧羊人幫牠
[00:14:35.200 --> 00:14:36.600]  不知道我們頂尖的有沒有試過
[00:14:36.600 --> 00:14:39.320]  自己跌倒了,起不來
[00:14:39.320 --> 00:14:41.360]  有時候我想想
[00:14:41.360 --> 00:14:44.640]  我經常都慶幸媽媽生我小兒子
[00:14:44.640 --> 00:14:47.560]  其實都挺方便的
[00:14:47.560 --> 00:14:50.040]  柳雙嶼都快點康復,沒那麼重
[00:14:50.040 --> 00:14:51.960]  有時候跌倒了自己又彈起來
[00:14:51.960 --> 00:14:54.360]  有些胖一點的,不要介意
[00:14:54.360 --> 00:14:57.000]  重一點的,真的很難
[00:14:57.000 --> 00:14:58.720]  要人幫一把
[00:14:58.720 --> 00:15:00.440]  有時候真的要人推一推你
[00:15:00.440 --> 00:15:03.800]  才有一刻力氣可以站起來
[00:15:03.800 --> 00:15:06.120]  或者有時候躺下了,我們不舒服覺得癢
[00:15:06.120 --> 00:15:08.000]  要人扶一把
[00:15:08.000 --> 00:15:10.520]  羊就是這樣,牠跌倒了
[00:15:10.520 --> 00:15:12.400]  牠緊張,自己起不來
[00:15:12.400 --> 00:15:14.280]  但不用怕,誰幫牠?
[00:15:14.280 --> 00:15:16.000]  牧羊人會幫牠
[00:15:16.000 --> 00:15:20.920]  回歸在原處
[00:15:20.920 --> 00:15:25.480]  恢復,用牠的生命恢復
[00:15:25.480 --> 00:15:26.280]  如果這樣理解
[00:15:26.280 --> 00:15:28.480]  我們就明白下一節
[00:15:28.480 --> 00:15:32.040]  就是為自己的名人導我走二路
[00:15:32.040 --> 00:15:34.600]  是在說羊
[00:15:34.600 --> 00:15:38.520]  羊這個二路不是說道德上
[00:15:38.520 --> 00:15:40.000]  就是對與錯
[00:15:40.000 --> 00:15:42.800]  是在說羊應該要走到大草地
[00:15:42.800 --> 00:15:46.840]  或者溪水旁吃草喝水
[00:15:46.840 --> 00:15:48.880]  但可能都會走差
[00:15:48.880 --> 00:15:50.720]  因為羊有牠的偏執
[00:15:50.720 --> 00:15:52.880]  或者當時多謝一個弟兄
[00:15:52.880 --> 00:15:54.880]  就告訴我們這些吃草的動物是怎樣
[00:15:54.880 --> 00:15:57.120]  眼睛是望向前的
[00:15:57.120 --> 00:15:58.920]  對嗎?望向前
[00:15:58.920 --> 00:16:01.200]  不是,望向兩邊
[00:16:01.200 --> 00:16:02.880]  所以牠看不到前面的東西
[00:16:02.880 --> 00:16:07.040]  牠會跌倒
[00:16:07.040 --> 00:16:08.720]  或者走錯路
[00:16:08.720 --> 00:16:10.440]  我們經常以為牠近視
[00:16:10.440 --> 00:16:12.280]  原來因為牠前面的東西看不到
[00:16:12.280 --> 00:16:14.000]  旁邊的東西看不到
[00:16:14.000 --> 00:16:15.720]  牠迷路
[00:16:15.720 --> 00:16:18.560]  或者去到危險的地方
[00:16:18.560 --> 00:16:21.520]  誰撥回牠?
[00:16:21.520 --> 00:16:23.520]  提醒牠,牧羊人
[00:16:23.520 --> 00:16:26.600]  那裡才有草吃
[00:16:26.600 --> 00:16:28.320]  所以牧羊人在做的工作
[00:16:28.320 --> 00:16:29.280]  之前我們說
[00:16:29.280 --> 00:16:31.520]  牠使羊躺在青草地上
[00:16:31.520 --> 00:16:35.480]  領羊去到淨水的地方
[00:16:35.480 --> 00:16:38.040]  將羊的生命恢復原狀
[00:16:38.040 --> 00:16:41.120]  將羊引渡在淨土之上
[00:16:41.120 --> 00:16:42.400]  這些一切在做的
[00:16:42.400 --> 00:16:45.560]  牠發現上帝原來會為牠的生活負責
[00:16:45.560 --> 00:16:48.880]  牠生活我們可以說是起居飲食
[00:16:48.880 --> 00:16:51.800]  上帝負責任
[00:16:51.800 --> 00:16:54.080]  雖然牠體會在牠一生裡都是這樣
[00:16:54.080 --> 00:16:57.600]  一切都有這個作為牧者的上帝負責和照顧
[00:16:57.600 --> 00:17:00.200]  無論是物質的需要
[00:17:00.200 --> 00:17:01.560]  生命或者路途上
[00:17:01.560 --> 00:17:02.880]  有時候真的跌跌碰碰
[00:17:02.880 --> 00:17:05.000]  甚至是走迷了路
[00:17:05.000 --> 00:17:06.680]  上帝仍然供應
[00:17:06.680 --> 00:17:10.200]  上帝仍然是修復、恢復牠
[00:17:10.200 --> 00:17:11.240]  走回正路
[00:17:11.240 --> 00:17:12.560]  站起來
[00:17:12.560 --> 00:17:14.400]  以致牠可以讚嘆
[00:17:14.400 --> 00:17:16.040]  以為是我的牧者
[00:17:16.040 --> 00:17:17.720]  牠牧養我、牠照顧我
