
[00:00:00.000 --> 00:00:04.840]  今早我們在復活節早晨的時候
[00:04:50.980 --> 00:04:52.060]  聖經所啟示
[00:04:52.060 --> 00:04:53.860]  告訴我們耶穌基督復活
[00:04:53.860 --> 00:04:55.460]  耶穌真的從死裡復活
[00:04:55.460 --> 00:04:57.100]  帶出了什麼樣的真理呢?
[00:04:57.100 --> 00:04:58.700]  第三,我們一會兒來看看
[00:04:58.700 --> 00:05:02.180]  基督復活的真義
[00:05:02.180 --> 00:05:03.900]  好像剛才我們所說
[00:05:03.900 --> 00:05:05.980]  基督復活跟我們很有關係
[00:05:05.980 --> 00:05:09.660]  基督復活跟我們人生有什麼意義呢?
[00:05:09.660 --> 00:05:13.060]  我們從這三方面來看看
[00:05:13.060 --> 00:05:15.020]  基督復活的真體
[00:05:15.020 --> 00:05:20.140]  第一,我們來看看基督復活的真實
[00:05:20.140 --> 00:05:26.300]  基督復活雖然是一件超乎理性
[00:05:26.300 --> 00:05:30.860]  是超乎我們自己人生的經驗的一件事
[00:05:30.860 --> 00:05:32.980]  因為它是一個超自然的作為
[00:05:32.980 --> 00:05:37.100]  是神的兒子直接復活顯出祂的大能
[00:05:37.100 --> 00:05:39.980]  是一件超自然的作為
[00:05:39.980 --> 00:05:43.900]  但是這件事卻是歷史的事實
[00:05:43.900 --> 00:05:46.820]  因為它不是發生在靈界
[00:05:46.820 --> 00:05:48.700]  它是發生在人間
[00:05:48.700 --> 00:05:51.180]  它是發生在人類的歷史當中
[00:05:51.180 --> 00:05:52.820]  雖然是一件超理性
[00:05:52.820 --> 00:05:55.780]  超我們自己人所能夠經驗到的
[00:05:55.780 --> 00:05:57.660]  超自然的神蹟
[00:05:57.660 --> 00:05:59.740]  但是卻是一件歷史的事實
[00:05:59.740 --> 00:06:01.580]  可以來考究
[00:06:01.580 --> 00:06:04.060]  知道祂曾經發生過
[00:06:04.060 --> 00:06:06.740]  是千真萬確的事實
[00:06:06.740 --> 00:06:07.660]  是真實
[00:06:07.660 --> 00:06:09.780]  所以有絕對的真實性
[00:06:09.780 --> 00:06:11.300]  今天我們來看看
[00:06:11.300 --> 00:06:12.860]  在聖經裏面記載
[00:06:12.860 --> 00:06:15.820]  耶穌基督在祂復活之後
[00:06:15.820 --> 00:06:19.060]  有四十天向門徒顯現
[00:06:19.060 --> 00:06:20.540]  如果我們查考聖經
[00:06:20.540 --> 00:06:22.940]  總共有十次
[00:06:22.940 --> 00:06:24.780]  耶穌基督復活之後
[00:06:24.780 --> 00:06:29.140]  向不同人、不同的時間、不同的群體顯現
[00:06:29.140 --> 00:06:30.420]  十次
[00:06:30.420 --> 00:06:32.620]  這個我們見到是
[00:06:32.620 --> 00:06:35.460]  很明顯的事實
[00:06:35.460 --> 00:06:36.780]  有時向一個人
[00:06:36.780 --> 00:06:39.540]  有時向一群小群的人
[00:06:39.540 --> 00:06:42.620]  但亦有時向一個大群體的人
[00:06:42.620 --> 00:06:45.420]  五百多人即是整個教會的人
[00:06:45.420 --> 00:06:46.260]  在復活節的主日
[00:06:46.260 --> 00:06:48.020]  耶穌向我們顯現
[00:06:48.020 --> 00:06:49.740]  當然現在我們只有幾個人
[00:06:49.740 --> 00:06:51.340]  正常來說我們有幾百人
[00:06:51.340 --> 00:06:54.180]  五百多人、六百人、大人
[00:06:54.180 --> 00:06:55.260]  所以我們看見
[00:06:55.260 --> 00:06:56.540]  耶穌在我們當中顯現
[00:06:56.540 --> 00:06:57.100]  很真實
[00:06:57.100 --> 00:07:00.100]  每個人都見到
[00:07:00.100 --> 00:07:03.140]  祂在光天化日之下
[00:07:03.140 --> 00:07:04.860]  向不同的人顯現
[00:07:04.860 --> 00:07:07.780]  而且和他們一起生活
[00:07:07.780 --> 00:07:10.180]  走遠路
[00:07:10.180 --> 00:07:13.980]  為他們預備吃的東西
[00:07:13.980 --> 00:07:17.620]  在海邊跟他們說話
[00:07:17.620 --> 00:07:19.740]  在室內向他們顯現
[00:07:19.740 --> 00:07:22.580]  甚至叫多瑪
[00:07:22.580 --> 00:07:23.900]  你看看我的傷痕
[00:07:23.900 --> 00:07:25.180]  你看看我的癲痕
[00:07:25.180 --> 00:07:27.020]  可以來摸摸
[00:07:27.020 --> 00:07:27.860]  所以我們見到
[00:07:27.860 --> 00:07:30.380]  耶穌不單止離遠地顯現
[00:07:30.380 --> 00:07:33.420]  祂是實際繼續在門徒當中
[00:07:33.420 --> 00:07:34.900]  和他們生活
[00:07:34.900 --> 00:07:37.660]  所以這不可以是幻覺
[00:07:37.660 --> 00:07:39.580]  不可能是虛假的
[00:07:39.580 --> 00:07:42.380]  因為是這麼實在的
[00:07:42.380 --> 00:07:43.780]  有這麼多次的
[00:07:43.780 --> 00:07:47.380]  向不同人顯現自己
[00:07:47.380 --> 00:07:50.100]  有一本書叫《History and Christianity》
[00:07:50.100 --> 00:07:52.220]  《歷史與基督教》
[00:07:52.220 --> 00:07:54.460]  它對於福音書
[00:07:54.460 --> 00:07:57.540]  記載耶穌復活的真實性
[00:07:57.540 --> 00:07:59.140]  有以下的評論
[00:07:59.140 --> 00:08:01.700]  當門徒宣告
[00:08:01.700 --> 00:08:03.340]  耶穌復活的時候
[00:08:03.340 --> 00:08:07.340]  他們的聽眾有不少是當時代的人
[00:08:07.340 --> 00:08:09.380]  不是隔了幾十年
[00:08:09.380 --> 00:08:10.980]  幾百年寫回來
[00:08:10.980 --> 00:08:14.100]  是在當時的時候宣告的
[00:08:14.100 --> 00:08:18.220]  門徒一定不會敢亂說
[00:08:18.220 --> 00:08:19.300]  因為如果亂說
[00:08:19.300 --> 00:08:22.060]  當時有人馬上就來指證他
[00:08:22.060 --> 00:08:23.940]  或者否定他
[00:08:23.940 --> 00:08:27.700]  而當保羅說到有五百多人以上
[00:08:27.700 --> 00:08:30.100]  一起見基督復活的時候
[00:08:30.100 --> 00:08:31.300]  他還加了
[00:08:31.300 --> 00:08:33.700]  大多數的時候
[00:08:33.700 --> 00:08:36.180]  這些人還活著
[00:08:36.180 --> 00:08:39.780]  所以當時有很多不單是信徒
[00:08:39.780 --> 00:08:41.340]  也有反對基督教的人
[00:08:41.340 --> 00:08:42.500]  我們知道在初世紀的時候
[00:08:42.500 --> 00:08:45.300]  有很多人反對攻擊基督教
[00:08:45.300 --> 00:08:47.620]  但是保羅卻這麼有信心
[00:08:47.620 --> 00:08:48.740]  這麼大膽寫出
[00:08:48.740 --> 00:08:49.900]  如果不是事實
[00:08:49.900 --> 00:08:52.220]  他不會敢這樣寫
[00:08:52.220 --> 00:08:55.100]  當時有五百多人
[00:08:55.100 --> 00:08:57.260]  一起見過耶穌基督復活
[00:08:57.260 --> 00:09:02.540]  這是一個非常震撼的宣告
[00:09:02.540 --> 00:09:03.900]  耶穌基督復活的日子
[00:09:03.900 --> 00:09:05.100]  是在七天的第一天
[00:09:05.100 --> 00:09:06.820]  我們知道
[00:09:06.820 --> 00:09:07.700]  意思就是說
[00:09:07.700 --> 00:09:09.940]  本來他們是猶太教背景
[00:09:09.940 --> 00:09:13.540]  為什麼耶穌要成為猶太教的背景出現呢?
[00:09:13.540 --> 00:09:14.620]  是有原因的
[00:09:14.620 --> 00:09:15.420]  有很多原因
[00:09:15.420 --> 00:09:17.100]  其中一個原因
[00:09:17.100 --> 00:09:19.700]  除了應驗舊約這些預言之外
[00:09:19.700 --> 00:09:22.220]  其中一個原因就是當時
[00:09:22.220 --> 00:09:25.980]  這些猶太教的信徒是守安息日的
[00:09:25.980 --> 00:09:29.900]  他們不是在七天的第一天
[00:09:29.900 --> 00:09:31.940]  即是後來變成了主日
[00:09:31.940 --> 00:09:34.380]  他們來敬拜
[00:09:34.380 --> 00:09:37.700]  但是因為當時這些門徒
[00:09:37.700 --> 00:09:39.980]  差不多全部都是猶太人
[00:09:39.980 --> 00:09:46.780]  除了一些次要的使徒或者信徒
[00:09:46.780 --> 00:09:48.700]  好像老街醫生那些
[00:09:48.700 --> 00:09:50.460]  但我們發現原來
[00:09:50.460 --> 00:09:52.660]  所有這些使徒都是猶太人的背景
[00:09:52.660 --> 00:09:55.420]  為什麼後來當他們信了耶穌
[00:09:55.420 --> 00:09:57.620]  當時很多信徒改信了耶穌
[00:09:57.620 --> 00:09:59.740]  很多猶太人信了耶穌
[00:09:59.740 --> 00:10:00.940]  他們就改變
[00:10:00.940 --> 00:10:04.220]  從千多年來的固守傳統
[00:10:04.220 --> 00:10:05.460]  摩西的律法
[00:10:05.460 --> 00:10:06.660]  守安息日的傳統
[00:10:06.660 --> 00:10:10.940]  一下子變成了守主日
[00:10:10.940 --> 00:10:13.820]  所以我們見到這麼大的改變
[00:10:13.820 --> 00:10:15.700]  門徒的改變
[00:10:15.700 --> 00:10:19.820]  整個猶太傳統的改變
[00:10:19.820 --> 00:10:22.420]  因為一群信耶穌的猶太人
[00:10:22.420 --> 00:10:23.420]  他們改變過來
[00:10:23.420 --> 00:10:25.700]  然後影響其他所有
[00:10:25.700 --> 00:10:28.860]  今天我們見到整個世界各地
[00:10:28.860 --> 00:10:31.100]  我們都有禮拜日
[00:10:31.100 --> 00:10:32.100]  就是主日
[00:10:32.100 --> 00:10:33.300]  就是七天的第一天
[00:10:33.300 --> 00:10:35.820]  已經是二千多年
[00:10:35.820 --> 00:10:37.140]  都沒有改變過
[00:10:37.140 --> 00:10:39.900]  你可見這個影響力有多大
[00:10:39.900 --> 00:10:41.860]  這個在七天的第一天
[00:10:41.860 --> 00:10:42.900]  紀念耶穌復活
[00:10:42.900 --> 00:10:45.180]  將舊的改變
[00:10:45.180 --> 00:10:48.020]  將舊的這些安息日
[00:10:48.020 --> 00:10:50.540]  是律法的改變更新了
[00:10:50.540 --> 00:10:52.620]  成為一個復活節
[00:10:52.620 --> 00:10:56.980]  基督復活的救恩的紀念日子
[00:10:56.980 --> 00:11:02.100]  這個是有時代性、歷史性、真實性
[00:11:02.100 --> 00:11:03.260]  和大家分享一個人
[00:11:03.260 --> 00:11:07.700]  這個人叫做Jay Warner Wallace
[00:11:07.700 --> 00:11:09.660]  可能不知道大家有沒有
[00:11:09.660 --> 00:11:11.180]  最近這幾年
[00:11:11.180 --> 00:11:14.260]  有些基督教的機構
[00:11:14.260 --> 00:11:15.900]  或者甚至有些教會
[00:11:15.900 --> 00:11:17.500]  請他講座的時候
[00:11:17.500 --> 00:11:19.860]  錄影了很多YouTube
[00:11:19.860 --> 00:11:20.660]  如果你搜尋一下
[00:11:20.660 --> 00:11:23.100]  我相信一定有很多他的YouTube
[00:11:23.100 --> 00:11:24.940]  這個人是什麼人呢?
[00:11:24.940 --> 00:11:27.340]  這個人是一個不信耶穌的人
[00:11:27.340 --> 00:11:29.740]  他最初的時候是無神主義的
[00:11:29.740 --> 00:11:31.100]  他是無神主義的
[00:11:31.100 --> 00:11:34.500]  非常抗拒神的存在
[00:11:34.500 --> 00:11:37.260]  但是為什麼你看到他是一個警察
[00:11:37.260 --> 00:11:40.100]  原因是他有一個CSI
[00:11:40.100 --> 00:11:45.180]  大家很喜歡看電視的那些TV show
[00:11:45.180 --> 00:11:46.940]  或者知道什麼叫CSI
[00:11:46.940 --> 00:11:48.980]  就是Crime Scene Investigation
[00:11:48.980 --> 00:11:55.260]  就是他是科學鑑證法醫的一個偵探
[00:11:55.260 --> 00:11:58.020]  專門做這些去鑑證一下
[00:11:58.020 --> 00:12:02.260]  究竟那個犯案的現場
[00:12:02.260 --> 00:12:04.700]  究竟那個原因是從哪裡來的
[00:12:04.700 --> 00:12:06.700]  誰是可疑犯
[00:12:06.700 --> 00:12:10.500]  哪些是在場的證據來收集等等
[00:12:10.500 --> 00:12:14.580]  這個Mr. Wallace
[00:12:14.580 --> 00:12:16.980]  他就很感興趣
[00:12:16.980 --> 00:12:20.780]  當他知道基督教說耶穌基督
[00:12:20.780 --> 00:12:22.020]  是真實復活過
[00:12:22.020 --> 00:12:23.580]  是發生在歷史那裡的
[00:12:23.580 --> 00:12:24.740]  雖然已經隔了那麼多年
[00:12:24.740 --> 00:12:26.140]  二千年
[00:12:26.140 --> 00:12:27.300]  但是他很有興趣
[00:12:27.300 --> 00:12:28.020]  他說
[00:12:28.020 --> 00:12:31.220]  我就是專門破那些Cold Case
[00:12:31.220 --> 00:12:32.420]  Cold Case大家也知道
[00:12:32.420 --> 00:12:33.380]  就是很多年的那些
[00:12:33.380 --> 00:12:35.780]  我想沒有二千年那麼久吧
[00:12:35.780 --> 00:12:37.340]  不過有很多很多年
[00:12:37.340 --> 00:12:39.460]  沒辦法解決那些
[00:12:39.460 --> 00:12:40.900]  所謂的冷案
[00:12:40.900 --> 00:12:43.420]  這些很困難的
[00:12:43.420 --> 00:12:45.460]  破極也破不了案的
[00:12:45.460 --> 00:12:46.980]  那些Cold Case
[00:12:46.980 --> 00:12:47.500]  所以他說
[00:12:47.500 --> 00:12:48.740]  我就很有興趣
[00:12:48.740 --> 00:12:52.260]  他就結果決心去到
[00:12:52.260 --> 00:12:55.460]  這個以色列地
[00:12:55.460 --> 00:12:58.540]  這個葛國他那個地方
[00:12:58.540 --> 00:12:59.980]  來考究
[00:12:59.980 --> 00:13:00.900]  考究一下
[00:13:00.900 --> 00:13:03.220]  究竟聖經所說的這些事
[00:13:03.220 --> 00:13:05.980]  記載是不是真實的呢
[00:13:05.980 --> 00:13:11.020]  所以他一個很基本的做法
[00:13:11.020 --> 00:13:12.780]  就是找人證
[00:13:12.780 --> 00:13:14.460]  找物證
[00:13:14.460 --> 00:13:16.020]  在他自己的訓練當中
[00:13:16.020 --> 00:13:17.900]  就是很重要的兩個基石
[00:13:17.900 --> 00:13:19.860]  人證、物證
[00:13:19.860 --> 00:13:20.620]  他就說
[00:13:20.620 --> 00:13:24.500]  我要找到這些人證物證來推翻
[00:13:24.500 --> 00:13:26.540]  其實這個是假的
[00:13:26.540 --> 00:13:28.180]  這個是那些門徒
[00:13:28.180 --> 00:13:30.060]  當時失望的時候
[00:13:30.060 --> 00:13:33.740]  捏造一個故事來欺騙世人
[00:13:33.740 --> 00:13:35.940]  欺騙當時的人
[00:13:35.940 --> 00:13:36.580]  所以他說
[00:13:36.580 --> 00:13:40.380]  我有幾個最基本的事實
[00:13:40.380 --> 00:13:42.340]  無論是信徒也好
[00:13:42.340 --> 00:13:43.620]  信耶穌的人也好
[00:13:43.620 --> 00:13:46.180]  無論是那些不信耶穌的人也好
[00:13:46.180 --> 00:13:50.220]  都去找到這四個基本的
[00:13:50.220 --> 00:13:52.420]  根據這四個基本的事實
[00:13:52.420 --> 00:13:54.140]  他們所宣稱的事實
[00:13:54.140 --> 00:13:56.620]  我要來破解他們
[00:13:56.620 --> 00:13:57.380]  哪四個呢?
[00:13:57.380 --> 00:13:57.820]  第一
[00:13:57.820 --> 00:14:00.700]  就是耶穌真是死在十字架上
[00:14:00.700 --> 00:14:03.340]  和後來被埋葬
[00:14:03.340 --> 00:14:04.580]  這是第一個
[00:14:04.580 --> 00:14:05.380]  第二個
[00:14:05.380 --> 00:14:08.500]  就是耶穌的墳墓是空的
[00:14:08.500 --> 00:14:11.260]  證明祂已經不在墳墓裡面了
[00:14:11.260 --> 00:14:14.780]  而且沒有人再能夠找回祂的屍體
[00:14:14.780 --> 00:14:16.180]  如果祂拿走了
[00:14:16.180 --> 00:14:18.100]  始終有人找回
[00:14:18.100 --> 00:14:19.500]  第三就是說
[00:14:19.500 --> 00:14:21.380]  耶穌的門徒
[00:14:21.380 --> 00:14:24.820]  他們是相信和親身見過
[00:14:24.820 --> 00:14:28.260]  耶穌復活向他們顯現
[00:14:28.260 --> 00:14:31.380]  這是基督教所強調的事實
[00:14:31.380 --> 00:14:32.980]  第四就是說
[00:14:32.980 --> 00:14:35.860]  耶穌基督的門徒
[00:14:35.860 --> 00:14:38.060]  他們真的在歷史裡面看到
[00:14:38.060 --> 00:14:39.780]  他們的生命有很大改變
[00:14:39.780 --> 00:14:40.860]  本來很懼怕的
[00:14:40.860 --> 00:14:42.140]  忽然間變得很勇敢
[00:14:42.140 --> 00:14:43.180]  視死如歸
[00:14:43.180 --> 00:14:44.220]  本來躲起來的
[00:14:44.220 --> 00:14:46.980]  後來走出來宣告耶穌復活
[00:14:46.980 --> 00:14:50.220]  他們就整個當時的歷史
[00:14:50.220 --> 00:14:53.620]  被他們翻轉了
[00:14:53.620 --> 00:14:56.900]  所以那些人稱基督徒為基督徒
[00:14:56.900 --> 00:15:00.580]  就是因為他們是搞亂天下的
[00:15:00.580 --> 00:15:02.260]  他說這些都是事實
[00:15:02.260 --> 00:15:05.540]  很多的歷史書去描寫
[00:15:05.540 --> 00:15:08.140]  那些初期的教會的信徒
[00:15:08.140 --> 00:15:10.780]  為耶穌殉道
[00:15:10.780 --> 00:15:11.700]  很勇敢
[00:15:11.700 --> 00:15:13.860]  以至影響了整個羅馬帝國
[00:15:13.860 --> 00:15:15.500]  要將他納為國教
[00:15:15.500 --> 00:15:17.380]  這些全部都是事實
[00:15:17.380 --> 00:15:19.700]  他說就針對這幾個事實
[00:15:19.700 --> 00:15:20.700]  針對這幾個事實
[00:15:20.700 --> 00:15:25.100]  我要逐一去找一些他的推理
[00:15:25.100 --> 00:15:28.500]  他們用的方法叫做有法性理解
[00:15:28.500 --> 00:15:33.260]  英文叫做Adaptive Reasoning
[00:15:33.260 --> 00:15:36.420]  用這些有法性的理解逐一去推斷
[00:15:36.420 --> 00:15:38.100]  究竟是否合理
[00:15:38.100 --> 00:15:41.180]  他就最後找到五個假設
[00:15:41.180 --> 00:15:42.300]  如果這五個假設
[00:15:42.300 --> 00:15:44.100]  其中一個假設成立
[00:15:44.100 --> 00:15:47.620]  這四個上述所說的所謂事實
[00:15:47.620 --> 00:15:49.500]  都可以被推翻
[00:15:49.500 --> 00:15:51.340]  那這五個假設是甚麼呢
[00:15:51.340 --> 00:15:52.700]  他說第一個假設
[00:15:52.700 --> 00:15:54.860]  第一個假設就是
[00:15:54.860 --> 00:15:57.420]  其實門徒搞錯了
[00:15:57.420 --> 00:15:58.580]  耶穌根本未死的
[00:15:58.580 --> 00:16:00.660]  登十字架
[00:16:00.660 --> 00:16:03.500]  其實未完全死頭
[00:16:03.500 --> 00:16:08.100]  所以結果耶穌根本未曾真死過
[00:16:08.100 --> 00:16:09.300]  這是第一個假設
[00:16:09.300 --> 00:16:10.860]  如果這個假設成立了
[00:16:10.860 --> 00:16:13.100]  基督教就不需要說耶穌復活了
[00:16:13.100 --> 00:16:14.340]  因為他根本沒有死過
[00:16:14.340 --> 00:16:16.380]  如何復活呢
[00:16:16.380 --> 00:16:19.740]  但假設他自己去找這些證據
[00:16:19.740 --> 00:16:23.780]  再用這個所謂有法性理解推論的時候
[00:16:23.780 --> 00:16:24.700]  發覺是不可能的
[00:16:24.700 --> 00:16:25.140]  為甚麼呢
[00:16:25.140 --> 00:16:27.380]  因為如果同時聖經這樣記載
[00:16:27.380 --> 00:16:29.100]  同時聖經記載亦都說
[00:16:29.100 --> 00:16:32.260]  有人將他的屍體從十字架那裡拿下來
[00:16:32.260 --> 00:16:34.420]  然後用一百斤的沉香
[00:16:34.420 --> 00:16:38.340]  將他分開
[00:16:38.340 --> 00:16:39.980]  然後放在墳墓裏面
[00:16:39.980 --> 00:16:41.380]  所以當時門徒很清楚
[00:16:41.380 --> 00:16:42.220]  很多人在那裏
[00:16:42.220 --> 00:16:44.060]  如果耶穌未死頭
[00:16:44.060 --> 00:16:46.500]  一吸進去還在動
[00:16:46.500 --> 00:16:48.140]  是不可能成立的
[00:16:48.140 --> 00:16:49.220]  所以這個假設
[00:16:49.220 --> 00:16:52.380]  第一個假設是不可以成立
[00:16:52.380 --> 00:16:54.260]  第二個假設是甚麼呢
[00:16:54.260 --> 00:16:59.740]  假設門徒靜悄悄地哄耶穌被埋葬了
[00:16:59.740 --> 00:17:03.300]  但是偷了他的屍體
[00:17:03.300 --> 00:17:05.020]  然後就說耶穌復活了
[00:17:05.020 --> 00:17:06.140]  然後藏起了屍體
[00:17:06.140 --> 00:17:08.700]  說耶穌復活
[00:17:08.700 --> 00:17:10.140]  但在這個推論裏面
[00:17:10.140 --> 00:17:12.100]  他亦都發覺是不可能的
[00:17:12.100 --> 00:17:12.700]  為甚麼呢
[00:17:12.700 --> 00:17:14.900]  因為當時的門徒
[00:17:14.900 --> 00:17:16.820]  如果他是撒謊的話
[00:17:16.820 --> 00:17:20.740]  他不會像後來那種生命的改變
[00:17:20.740 --> 00:17:21.980]  在歷史裏面很清楚
[00:17:21.980 --> 00:17:23.740]  見到那些門徒的生命的改變
[00:17:23.740 --> 00:17:25.460]  然後基督教的發展
[00:17:25.460 --> 00:17:28.100]  如果純粹是基於藏起屍體
[00:17:28.100 --> 00:17:31.340]  那些門徒一定會良心發現也好
[00:17:31.340 --> 00:17:32.540]  露出馬腳也好
[00:17:32.540 --> 00:17:35.540]  而且不可能那麼有勇氣
[00:17:35.540 --> 00:17:36.660]  說耶穌真的復活了
[00:17:36.660 --> 00:17:37.940]  我們見過他了
[00:17:37.940 --> 00:17:39.740]  然後用他的生命賠償他
[00:17:39.740 --> 00:17:42.060]  然後影響全世界
[00:17:42.060 --> 00:17:43.900]  所以他說第二個假設
