
[00:00:00.000 --> 00:00:05.840]  好,今天的講題是有些恐怖
[00:06:30.040 --> 00:06:31.280]  有啊,很多啊
[00:06:31.280 --> 00:06:32.360]  有時候生病了
[00:06:32.360 --> 00:06:33.320]  我當作不看醫生
[00:06:33.320 --> 00:06:34.720]  希望第二天起床
[00:06:34.720 --> 00:06:35.680]  沒事
[00:06:35.680 --> 00:06:36.840]  家人有問題
[00:06:36.840 --> 00:06:37.760]  處理不了
[00:06:37.760 --> 00:06:38.400]  不處理了
[00:06:38.400 --> 00:06:39.440]  第二天起床
[00:06:39.440 --> 00:06:40.240]  當作沒事
[00:06:40.240 --> 00:06:41.680]  不過聖經不是這樣教導
[00:06:41.680 --> 00:06:42.800]  聖經怎樣說呢?
[00:06:42.800 --> 00:06:43.960]  它這樣說,我們一起讀,好嗎?
[00:06:43.960 --> 00:06:44.960]  一二三
[00:06:44.960 --> 00:06:46.760]  教養孩童
[00:06:46.760 --> 00:06:49.480]  使他走當行的道
[00:06:49.480 --> 00:06:52.240]  就使道路,他也不堅定
[00:06:52.240 --> 00:06:53.720]  很有趣,這個教養
[00:06:53.720 --> 00:06:54.640]  不單止是孩童
[00:06:54.640 --> 00:06:55.320]  他說甚麼?
[00:06:55.320 --> 00:06:56.240]  到甚麼?
[00:06:56.240 --> 00:06:57.520]  老,可以嗎?
[00:06:57.520 --> 00:06:58.520]  這個長時間了
[00:06:58.520 --> 00:06:59.960]  大衛的故事
[00:06:59.960 --> 00:07:01.000]  再下一節再說
[00:07:01.000 --> 00:07:03.400]  今天集中在亞沙隆
[00:07:03.400 --> 00:07:04.880]  當然他也很有問題
[00:07:04.880 --> 00:07:06.520]  今天的經文究竟
[00:07:06.520 --> 00:07:08.680]  怎樣發展學到些甚麼
[00:07:08.680 --> 00:07:09.960]  上個星期梁牧師傅
[00:07:09.960 --> 00:07:11.400]  繼續在表達
[00:07:11.400 --> 00:07:13.920]  當大衛很悲傷的時候
[00:07:13.920 --> 00:07:16.480]  他的大象叫弱壓
[00:07:16.480 --> 00:07:17.160]  可以嗎?
[00:07:17.160 --> 00:07:18.760]  我們解釋一下弱壓的身份
[00:07:18.760 --> 00:07:20.240]  因為很有關係
[00:07:20.240 --> 00:07:22.680]  你知道弱壓和大衛是你的親戚嗎?
[00:07:22.680 --> 00:07:23.160]  有沒有人知道?
[00:07:23.160 --> 00:07:25.920]  知道大衛是誰嗎?
[00:07:25.920 --> 00:07:28.160]  是大衛的兒子
[00:07:28.160 --> 00:07:31.360]  真是兒子
[00:07:31.360 --> 00:07:32.400]  兒子來的
[00:07:32.400 --> 00:07:33.720]  所以他是將領
[00:07:33.720 --> 00:07:35.520]  是最大的將軍
[00:07:35.520 --> 00:07:39.760]  他知道大衛很掛念亞沙隆
[00:07:39.760 --> 00:07:42.720]  那亞沙隆是弱壓誰?
[00:07:42.720 --> 00:07:44.640]  老表,梁老表
[00:07:44.640 --> 00:07:46.200]  OK,我知道
[00:07:46.200 --> 00:07:48.400]  有關係,應該會多說一點
[00:07:48.400 --> 00:07:50.360]  於是乎他就叫了
[00:07:50.360 --> 00:07:51.760]  上次有提到
[00:07:51.760 --> 00:07:56.200]  叫了一個婦人向大衛進鑑
[00:07:56.200 --> 00:07:56.920]  婦人說
[00:07:56.920 --> 00:07:59.400]  我丈夫死了,我兩個兒子打架
[00:07:59.400 --> 00:08:01.160]  真案,一個殺了一個
[00:08:01.160 --> 00:08:03.240]  於是乎中國人有一句
[00:08:03.240 --> 00:08:05.440]  殺人就要填什麼?
[00:08:05.440 --> 00:08:06.760]  殺人就要填什麼?
[00:08:06.760 --> 00:08:07.800]  他們也是
[00:08:07.800 --> 00:08:08.840]  他們說不行
[00:08:08.840 --> 00:08:10.440]  如果殺了我這個兒子
[00:08:10.440 --> 00:08:12.960]  中國人還有一句叫後繼什麼?
[00:08:12.960 --> 00:08:13.680]  無人
[00:08:13.680 --> 00:08:15.040]  所以不行
[00:08:15.040 --> 00:08:16.400]  這件事很奇怪
[00:08:16.400 --> 00:08:18.160]  當然我都明白
[00:08:18.160 --> 00:08:19.920]  是艱難的
[00:08:19.920 --> 00:08:22.120]  但是很快
[00:08:22.120 --> 00:08:23.240]  大衛就這樣說
[00:08:23.240 --> 00:08:23.960]  我們一起說
[00:08:23.960 --> 00:08:24.720]  一二三
[00:08:24.720 --> 00:08:29.240]  黃雪我指著永生的夜和華起誓
[00:08:29.240 --> 00:08:33.720]  你兒子已一根頭髮也不置落在地上
[00:08:33.720 --> 00:08:35.200]  那他就是說
[00:08:35.200 --> 00:08:36.080]  那好了
[00:08:36.080 --> 00:08:38.360]  他一定一根頭髮不落在地上
[00:08:38.360 --> 00:08:40.080]  聖經是沉默了
[00:08:40.080 --> 00:08:42.440]  這樣做對不對?
[00:08:42.440 --> 00:08:49.440]  如果你要他免於被懲治或者致死
[00:08:49.440 --> 00:08:50.960]  你至少教導
[00:08:50.960 --> 00:08:51.520]  至少看
[00:08:51.520 --> 00:08:52.280]  什麼都沒有
[00:08:52.280 --> 00:08:53.040]  大衛沒有
[00:08:53.040 --> 00:08:54.840]  總之沒有
[00:08:54.840 --> 00:08:56.640]  總之就沒有了
[00:08:56.640 --> 00:08:59.120]  於是乎這個婦人堅大衛這樣說
[00:08:59.120 --> 00:08:59.920]  都是要的
[00:08:59.920 --> 00:09:01.320]  就趁機就說
[00:09:01.320 --> 00:09:02.160]  如果這樣
[00:09:02.160 --> 00:09:04.000]  你就要放回你的兒子
[00:09:04.000 --> 00:09:05.440]  押沙龍回來
[00:09:05.440 --> 00:09:06.080]  婦人說
[00:09:06.080 --> 00:09:09.000]  王為何也要起義
[00:09:09.000 --> 00:09:12.040]  要害臣的民
[00:09:12.040 --> 00:09:13.120]  王不止那
[00:09:13.120 --> 00:09:14.200]  逃亡而已
[00:09:14.200 --> 00:09:15.920]  你的兒子押沙龍回來
[00:09:15.920 --> 00:09:18.040]  因為押沙龍都是承繼人
[00:09:18.040 --> 00:09:18.720]  是不是?
[00:09:18.720 --> 00:09:20.400]  其中有個王子
[00:09:20.400 --> 00:09:21.880]  那為什麼呢?
[00:09:21.880 --> 00:09:23.480]  馬上
[00:09:23.480 --> 00:09:24.240]  大衛一聽到
[00:09:24.240 --> 00:09:25.920]  很喜歡聽
[00:09:25.920 --> 00:09:27.000]  馬上聽
[00:09:27.000 --> 00:09:27.920]  我們有時候都是這樣
[00:09:27.920 --> 00:09:29.240]  有些人喜歡聽
[00:09:29.240 --> 00:09:30.040]  馬上來了
[00:09:30.040 --> 00:09:31.280]  哇!好興奮啊
[00:09:31.280 --> 00:09:33.480]  所以王就對若鴉說
[00:09:33.480 --> 00:09:34.160]  一起唸吧
[00:09:34.160 --> 00:09:35.120]  一二三
[00:09:35.120 --> 00:09:37.440]  我應允你者時
[00:09:37.440 --> 00:09:39.240]  你可以去
[00:09:39.240 --> 00:09:40.840]  把那少年人
[00:09:40.840 --> 00:09:43.560]  押沙龍帶回來
[00:09:43.560 --> 00:09:46.360]  使他回自己家裡
[00:09:46.360 --> 00:09:48.120]  只要見可以
[00:09:48.120 --> 00:09:50.960]  押沙龍就回自己家裡
[00:09:50.960 --> 00:09:53.240]  會有見王見面
[00:09:53.240 --> 00:09:55.640]  押沙龍回家是恩典嗎?
[00:09:55.640 --> 00:09:56.320]  是不是?
[00:09:56.320 --> 00:09:57.320]  殺了人
[00:09:57.320 --> 00:10:00.000]  幾年後還可以回來
[00:10:00.000 --> 00:10:01.800]  不給他見王的面
[00:10:01.800 --> 00:10:04.920]  是象徵式的處分而已
[00:10:04.920 --> 00:10:05.800]  都沒有什麼處分的
[00:10:05.800 --> 00:10:07.120]  可以嗎?
[00:10:07.120 --> 00:10:07.840]  好像梁牧說
[00:10:07.840 --> 00:10:08.720]  大衛沒有做事
[00:10:08.720 --> 00:10:09.440]  我們都知道
[00:10:09.440 --> 00:10:10.440]  不過好有趣啊
[00:10:10.440 --> 00:10:13.240]  我們看下去發現
[00:10:13.240 --> 00:10:15.640]  押沙龍不覺得是恩典
[00:10:15.640 --> 00:10:16.800]  他覺得我有的
[00:10:16.800 --> 00:10:19.000]  應該要更多
[00:10:19.000 --> 00:10:20.440]  我要有更多
[00:10:20.440 --> 00:10:22.000]  我要拿更多
[00:10:22.000 --> 00:10:24.160]  這個角色發展下去
[00:10:24.160 --> 00:10:27.240]  問題就出現在這裡
[00:10:27.240 --> 00:10:30.120]  押沙龍和大衛
[00:10:30.120 --> 00:10:31.320]  我們今天看押沙龍
[00:10:31.320 --> 00:10:33.560]  究竟在他身上學了什麼
[00:10:33.560 --> 00:10:36.280]  如果他一早知道自己的問題
[00:10:36.280 --> 00:10:37.920]  就不會發展下去
[00:10:37.920 --> 00:10:39.640]  也是我們今天可能聽到
[00:10:39.640 --> 00:10:42.800]  我們生命上有些影子
[00:10:42.800 --> 00:10:44.840]  叫我們小心行事
[00:10:44.840 --> 00:10:45.560]  第一個
[00:10:45.560 --> 00:10:47.120]  我們要學的切脈
[00:10:47.120 --> 00:10:48.720]  是怎樣呢?
[00:10:48.720 --> 00:10:51.680]  押沙龍其實他有很多東西
[00:10:51.680 --> 00:10:52.840]  為什麼有很多東西呢?
[00:10:52.840 --> 00:10:54.280]  我們再看一看
[00:10:54.280 --> 00:10:56.520]  有些東西你讀都讀不到
[00:10:56.520 --> 00:10:57.600]  錢都買不到
[00:10:57.600 --> 00:10:58.200]  例如這裡
[00:10:58.200 --> 00:10:59.120]  我們一起讀吧
[00:10:59.120 --> 00:10:59.600]  十四章
[00:10:59.600 --> 00:11:00.280]  十五、六節
[00:11:00.280 --> 00:11:01.240]  一、二、三
[00:11:01.240 --> 00:11:03.640]  以色列全地之中
[00:11:03.640 --> 00:11:06.720]  無人像押沙龍那樣俊美
[00:11:06.720 --> 00:11:08.280]  不仁的性格
[00:11:08.280 --> 00:11:11.800]  從腳底到頭頂毫無瑕疵
[00:11:11.800 --> 00:11:13.720]  他的頭髮甚重
[00:11:13.720 --> 00:11:15.280]  每動動眼睛
[00:11:15.280 --> 00:11:16.800]  剪髮一次
[00:11:16.800 --> 00:11:20.560]  再剪下來的安慰的平衡
[00:11:20.560 --> 00:11:22.760]  從二百四百
[00:11:22.760 --> 00:11:24.080]  全地之中
[00:11:24.080 --> 00:11:24.840]  無人像他
[00:11:24.840 --> 00:11:25.840]  他說什麼?
[00:11:25.840 --> 00:11:27.040]  英俊
[00:11:27.040 --> 00:11:27.760]  對不對?
[00:11:27.760 --> 00:11:28.680]  你教會這裡見面
[00:11:28.680 --> 00:11:29.520]  都有英俊嗎?
[00:11:29.520 --> 00:11:30.880]  沒有
[00:11:30.880 --> 00:11:32.240]  有就是你
[00:11:32.240 --> 00:11:32.760]  是你
[00:11:32.760 --> 00:11:33.720]  我嗎?
[00:11:33.720 --> 00:11:35.600]  你真是很愛不死
[00:11:35.600 --> 00:11:39.680]  不過就算我真的英俊
[00:11:39.680 --> 00:11:40.880]  怎麼說呢?
[00:11:40.880 --> 00:11:41.920]  我沒有這東西
[00:11:41.920 --> 00:11:44.880]  就是從腳底到頭頂
[00:11:44.880 --> 00:11:45.240]  可以嗎?
[00:11:45.240 --> 00:11:46.560]  你試試脫掉鞋子
[00:11:46.560 --> 00:11:47.440]  從腳底
[00:11:47.440 --> 00:11:50.880]  有沒有被人咬過
[00:11:50.880 --> 00:11:51.520]  受損
[00:11:51.520 --> 00:11:52.280]  沒有
[00:11:52.280 --> 00:11:53.240]  完全什麼?
[00:11:53.240 --> 00:11:54.840]  無瑕疵
[00:11:54.840 --> 00:11:55.800]  可以嗎?
[00:11:55.800 --> 00:11:57.680]  但這東西是買不到的
[00:11:57.680 --> 00:11:59.440]  這也代表一件事
[00:11:59.440 --> 00:12:01.000]  就算你多麼英俊也好
[00:12:01.000 --> 00:12:02.640]  你年紀到了這麼上下
[00:12:02.640 --> 00:12:03.880]  你老人班也出了
[00:12:03.880 --> 00:12:05.360]  怎麼無瑕疵?
[00:12:05.360 --> 00:12:06.680]  那就是說什麼呢?
[00:12:06.680 --> 00:12:08.880]  他是小鮮肉
[00:12:08.880 --> 00:12:09.760]  是不是?
[00:12:09.760 --> 00:12:10.600]  就是那個年紀
[00:12:10.600 --> 00:12:11.720]  可能二十多歲
[00:12:11.720 --> 00:12:12.800]  未到三十可能
[00:12:12.800 --> 00:12:14.240]  估計
[00:12:14.240 --> 00:12:16.000]  又有能力
[00:12:16.000 --> 00:12:17.560]  他也挺勇猛的
[00:12:17.560 --> 00:12:19.600]  他暗戀他也敢殺
[00:12:19.600 --> 00:12:20.360]  有人問一下
[00:12:20.360 --> 00:12:22.640]  有沒有人得罪過你?
[00:12:22.640 --> 00:12:24.200]  有沒有人殺了他?
[00:12:24.200 --> 00:12:25.600]  有沒有人試過殺他?
[00:12:25.600 --> 00:12:27.040]  沒有的
[00:12:27.040 --> 00:12:28.640]  他有些特質的
[00:12:28.640 --> 00:12:29.640]  不單是這樣
[00:12:29.640 --> 00:12:30.400]  頭髮很重
[00:12:30.400 --> 00:12:32.000]  一年剪一次頭髮而已
[00:12:32.000 --> 00:12:33.520]  剪下來有兩百四十六
[00:12:33.520 --> 00:12:35.440]  就是四磅多
[00:12:35.440 --> 00:12:36.680]  當時他們相信
[00:12:36.680 --> 00:12:38.520]  頭髮重
[00:12:38.520 --> 00:12:39.360]  是代表力量
[00:12:39.360 --> 00:12:40.440]  參酸
[00:12:40.440 --> 00:12:41.560]  可以嗎?
[00:12:41.560 --> 00:12:42.680]  這些東西很奇怪的
[00:12:42.680 --> 00:12:43.320]  就是說
[00:12:43.320 --> 00:12:44.560]  我們看看powerpoint
[00:12:44.560 --> 00:12:46.440]  它是這樣的,人們看到它會
[00:12:46.440 --> 00:12:47.880]  嘩
[00:12:47.880 --> 00:12:48.800]  可以嗎?
[00:12:48.800 --> 00:12:51.080]  嘩,好厲害啊
[00:12:51.080 --> 00:12:51.960]  它的外表很好
[00:12:51.960 --> 00:12:52.720]  不過
[00:12:52.720 --> 00:12:54.600]  它似乎內在和外表
[00:12:54.600 --> 00:12:55.600]  有一段距離
[00:12:55.600 --> 00:12:57.320]  有這個落差
[00:12:57.320 --> 00:13:00.400]  阿沙隆在耶路撒冷回到家裡住了兩年
[00:13:00.400 --> 00:13:02.120]  在外面生了兩年
[00:13:02.120 --> 00:13:04.040]  沒有見到王
[00:13:04.040 --> 00:13:05.720]  於是乎打電話給人叫若壓
[00:13:05.720 --> 00:13:08.000]  其實它是兩路表
[00:13:08.000 --> 00:13:09.440]  托他見王
[00:13:09.440 --> 00:13:10.760]  若壓不肯來
[00:13:10.760 --> 00:13:12.600]  於是乎又叫他不肯來
[00:13:12.600 --> 00:13:13.280]  接著他怎樣?
[00:13:13.280 --> 00:13:14.040]  大家都知道
[00:13:14.040 --> 00:13:15.120]  上禮拜那個會怎樣?
[00:13:15.120 --> 00:13:15.640]  燒了他
[00:13:15.640 --> 00:13:17.280]  燒了他,對不對?
[00:13:17.280 --> 00:13:18.480]  好了,我們看一看
[00:13:18.480 --> 00:13:20.480]  出茅招了
[00:13:20.480 --> 00:13:21.200]  我們一起來,好嗎?
[00:13:21.200 --> 00:13:22.040]  一二三
[00:13:22.040 --> 00:13:25.000]  所以阿沙隆對僕人說
[00:13:25.000 --> 00:13:26.040]  你們看
[00:13:26.040 --> 00:13:27.960]  若壓有一塊田
[00:13:27.960 --> 00:13:30.120]  與我的田相近
[00:13:30.120 --> 00:13:31.720]  其中有大麥
[00:13:31.720 --> 00:13:33.960]  你們對火火笑言
[00:13:33.960 --> 00:13:37.840]  阿沙隆的僕人就去火火燒熱那田
[00:13:37.840 --> 00:13:39.520]  於是若壓給王
[00:13:39.520 --> 00:13:46.680]  都要打三槍問教士你這個田可以火火燒熱那田嗎?
[00:13:46.680 --> 00:13:47.760]  好有趣
[00:13:47.760 --> 00:13:49.040]  你們就這樣看,沒什麼
[00:13:49.040 --> 00:13:50.200]  其實好有趣
[00:13:50.200 --> 00:13:51.440]  你有沒有試過約個人
[00:13:51.440 --> 00:13:53.520]  約多少約不到?
[00:13:53.520 --> 00:13:54.640]  有,對吧?
[00:13:54.640 --> 00:13:57.400]  你知不知道他住在哪裏?
[00:13:57.400 --> 00:13:57.960]  知道
[00:13:57.960 --> 00:13:59.120]  知道,對吧?
[00:13:59.120 --> 00:14:02.240]  我們一會做事
[00:14:02.240 --> 00:14:03.880]  好奇怪
[00:14:03.880 --> 00:14:05.440]  你有沒有試過有人約阿帕薩坦
[00:14:05.440 --> 00:14:06.400]  約多少約不到?
[00:14:06.400 --> 00:14:08.280]  或者阿帕薩維尼很忙
[00:14:08.280 --> 00:14:10.520]  我告訴你他住在哪裏
[00:14:10.520 --> 00:14:12.400]  阿帕薩維尼住在大坑
[00:14:12.400 --> 00:14:17.240]  阿帕薩維尼住在桃花灣
[00:14:17.240 --> 00:14:18.760]  神經病
[00:14:18.760 --> 00:14:20.440]  其實他沒有改過
[00:14:20.440 --> 00:14:21.920]  他暗戀沒有改過
[00:14:21.920 --> 00:14:24.400]  他覺得要做事就做了,對吧?
[00:14:24.400 --> 00:14:25.720]  今次都沒有改過
[00:14:25.720 --> 00:14:29.200]  他覺得我要達到的目的一旦不行
[00:14:29.200 --> 00:14:30.080]  做事
[00:14:30.080 --> 00:14:30.920]  好厲害
[00:14:30.920 --> 00:14:31.920]  我這樣形容他
[00:14:31.920 --> 00:14:34.080]  他智力我相信是爆棚的
[00:14:34.080 --> 00:14:35.960]  智力是高能的
[00:14:35.960 --> 00:14:38.280]  不過他的智力是低能的
[00:14:38.280 --> 00:14:40.400]  控制不住
[00:14:40.400 --> 00:14:41.680]  我們要學習這件事
[00:14:41.680 --> 00:14:44.240]  其實他的心術不正
[00:14:44.240 --> 00:14:46.800]  內外虛有其表
[00:14:46.800 --> 00:14:49.080]  多好的外表是看不出來的
[00:14:49.080 --> 00:14:50.440]  甚至有時他自己欺騙自己
[00:14:50.440 --> 00:14:52.640]  依然顧我不擇手段
