
[00:00:00.000 --> 00:00:02.720]  各位電視節目的早晨 各位來賓早晨
[00:04:51.160 --> 00:04:55.460]  去愛身邊的那些人
[00:04:55.460 --> 00:04:58.100]  在安瑟倫的眼中
[00:04:58.100 --> 00:05:02.140]  人與人之間的關係的基礎
[00:05:02.140 --> 00:05:05.420]  就是耶穌基督的愛
[00:05:05.420 --> 00:05:10.740]  我相信這位神學家的深度的反省
[00:05:10.740 --> 00:05:17.040]  對我們今天這個社會 這個現實很有意思
[00:05:17.040 --> 00:05:19.340]  安瑟倫對耶穌的渴慕
[00:05:19.340 --> 00:05:25.540]  為他的神學思想奠定了很重要的基礎
[00:05:25.540 --> 00:05:30.200]  在他的思考 上帝的存在裡面
[00:05:30.200 --> 00:05:33.360]  有一句很有意思的說話
[00:05:33.360 --> 00:05:38.780]  是關於理性和信心的說話
[00:05:38.780 --> 00:05:42.040]  在一本名為《宣講》的著作裡面
[00:05:42.040 --> 00:05:44.440]  第一章裡面他這樣說
[00:05:44.440 --> 00:05:49.940]  主啊 我並不奢想能洞察祢的崇高
[00:05:49.940 --> 00:05:52.800]  因為我無法讓我的理解力
[00:05:52.800 --> 00:05:55.600]  和祢的崇高相比而
[00:05:55.600 --> 00:06:02.040]  但是 我渴望在某種程度上理解祢的真理
[00:06:02.040 --> 00:06:07.120]  這真理乃是我心所信所愛
[00:06:07.120 --> 00:06:12.240]  因為我不是尋求理解而變相信
[00:06:12.240 --> 00:06:17.060]  相反 我是相信而變理解
[00:06:17.060 --> 00:06:20.920]  因為我相信 除非我先信仰
[00:06:20.920 --> 00:06:24.240]  否則我便無法理解
[00:06:24.240 --> 00:06:29.820]  安瑟倫在信心和理性之間有一個很好的體會
[00:06:29.820 --> 00:06:33.000]  原來我們不是靠我們的理智
[00:06:33.000 --> 00:06:39.180]  思考邏輯來認識這位上帝 明白這位上帝
[00:06:39.180 --> 00:06:40.500]  那是方法
[00:06:40.500 --> 00:06:45.220]  但是如果失去了對上帝的信
[00:06:45.220 --> 00:06:46.720]  對上帝的渴慕
[00:06:46.720 --> 00:06:50.320]  我們無法突破我們的限制
[00:06:50.320 --> 00:06:56.040]  去明白這位啟示的上帝的心碎的真理
[00:06:56.040 --> 00:06:57.720]  安瑟倫的神學思想背後
[00:06:57.720 --> 00:07:01.280]  是他對主耶穌的大愛的體會
[00:07:01.280 --> 00:07:03.340]  他經歷到上帝的愛
[00:07:03.340 --> 00:07:06.260]  他看到在聖經當中記載著耶穌基督
[00:07:06.260 --> 00:07:09.940]  為人釘在十字架上 為人付出
[00:07:09.940 --> 00:07:12.960]  這種付出的愛
[00:07:12.960 --> 00:07:16.220]  所以他的信心是基於耶穌的愛
[00:07:16.220 --> 00:07:20.020]  是基於他對上帝的渴求
[00:07:20.020 --> 00:07:22.900]  同樣的 今天我也很想和大家
[00:07:22.900 --> 00:07:26.220]  就按照這位前輩的心路歷程
[00:07:26.220 --> 00:07:28.500]  和大家一起來探索
[00:07:28.500 --> 00:07:34.460]  耶穌的愛今天對我來說有什麼意義
[00:07:34.460 --> 00:07:41.880]  特別是耶穌的愛對我的信心有什麼意思
[00:07:41.880 --> 00:07:45.740]  希望聖靈帶領我們
[00:07:45.740 --> 00:07:48.580]  在這段耶穌留給門徒
[00:07:48.580 --> 00:07:52.420]  留給每一位願意跟隨主耶穌的你和我
[00:07:52.420 --> 00:07:55.520]  這一番臨別之言
[00:07:55.520 --> 00:08:01.740]  讓我們看到耶穌帶給我們的信心和盼望
[00:08:01.740 --> 00:08:06.060]  以致我們能夠有力面對著充滿了混亂
[00:08:06.060 --> 00:08:12.260]  充滿了沮喪和失望的世代
[00:08:12.260 --> 00:08:19.440]  和我們一起同心同局
[00:08:19.440 --> 00:08:21.220]  親愛的主我們感謝祢
[00:08:21.220 --> 00:08:25.380]  感謝祢在十字架上成就了救恩
[00:08:25.380 --> 00:08:28.380]  我們想起祢的愛手
[00:08:28.380 --> 00:08:33.700]  我們自嘲認為我們不配
[00:08:33.700 --> 00:08:38.740]  但仍然能夠有祢的愛在當中
[00:08:38.740 --> 00:08:43.300]  所以求祢的聖靈臨到我們當中
[00:08:43.300 --> 00:08:52.780]  引導我們再次回想耶穌給我們的恩典
[00:08:52.780 --> 00:08:55.300]  又讓我們在聖經當中
[00:08:55.300 --> 00:08:59.300]  深深體會到上帝祢的愛
[00:08:59.300 --> 00:09:03.460]  願主祢的聖靈帶領我們一起
[00:09:03.460 --> 00:09:06.420]  進入經文當中
[00:09:06.420 --> 00:09:08.180]  去尋著真理
[00:09:08.180 --> 00:09:10.180]  奉主耶穌聖命祈求 阿們
[00:09:38.180 --> 00:09:42.740]  在世你們有苦難
[00:09:42.740 --> 00:09:46.660]  然而你們要有勇氣
[00:09:46.660 --> 00:09:49.940]  一個很不簡單的宣告
[00:09:49.940 --> 00:09:52.020]  耶穌很直接告訴他們
[00:09:52.020 --> 00:09:55.060]  這個世界不歡迎我們
[00:09:55.060 --> 00:09:58.260]  不過 祂說我已經勝過世界
[00:09:58.260 --> 00:10:01.860]  耶穌在這個預告裏給了我們一個定心丸
[00:10:01.860 --> 00:10:04.020]  給了我們一個定心丸來鼓勵門徒
[00:10:04.020 --> 00:10:08.020]  要在這些艱難日子裏面去持守真理
[00:10:08.020 --> 00:10:11.700]  將來雖然我們要面對著很多的壓迫
[00:10:11.700 --> 00:10:13.060]  很多的艱難
[00:10:13.060 --> 00:10:16.660]  但是要有勇氣堅持到底
[00:10:16.660 --> 00:10:22.660]  耶穌說因為我已經勝過世界
[00:10:22.660 --> 00:10:24.820]  我們要問
[00:10:24.820 --> 00:10:27.940]  耶穌勝過世界是甚麼意思呢?
[00:10:27.940 --> 00:10:29.380]  耶穌勝過世界之後
[00:10:29.380 --> 00:10:33.140]  帶給門徒的是甚麼能力呢?
[00:10:33.140 --> 00:10:39.140]  是否一些特異功能或屬靈的特別恩賜呢?
[00:10:39.140 --> 00:10:42.100]  我們先從第一個段落來看看
[00:10:42.100 --> 00:10:48.820]  耶穌如何為門徒帶來勝過世界的力量
[00:10:48.820 --> 00:10:51.540]  在第26節 耶穌這樣說
[00:10:51.540 --> 00:10:54.580]  到那日你們要奉我的名祈求
[00:10:54.580 --> 00:10:58.420]  我並不對你們說 我要為你們祈求
[00:10:58.420 --> 00:11:03.220]  《容行福音》裏經常提到「那時候到那日」
[00:11:03.220 --> 00:11:04.500]  「時候將到」
[00:11:04.500 --> 00:11:11.220]  它說的是耶穌的死和復活的時空
[00:11:11.220 --> 00:11:15.060]  耶穌在這個時候提到「到那日」
[00:11:15.060 --> 00:11:18.500]  即是說當耶穌復活之後
[00:11:18.500 --> 00:11:21.700]  你們要奉我的名祈求
[00:11:21.700 --> 00:11:25.540]  這是很特別的其中一件事
[00:11:25.540 --> 00:11:28.420]  門徒可以奉耶穌之名向天父祈禱
[00:11:28.420 --> 00:11:32.340]  這是一個很不尋常的教導
[00:11:32.340 --> 00:11:38.340]  從來猶太人的祈禱是可以直接跟上帝說的
[00:11:38.340 --> 00:11:41.700]  直接跟天父上帝祈禱
[00:11:41.700 --> 00:11:44.740]  但為何現在耶穌要特別跟門徒說
[00:11:44.740 --> 00:11:48.580]  現在你要奉我的名祈求呢?
[00:11:48.580 --> 00:11:53.700]  到底這個強調和轉變有甚麼意義呢?
[00:11:53.700 --> 00:11:58.580]  或者我們先要從這個關係的角度去思考
[00:11:58.580 --> 00:12:01.620]  耶穌和上帝的關係是一個甚麼關係?
[00:12:01.620 --> 00:12:07.780]  耶穌和上帝的關係是一個聖父和聖子的關係
[00:12:07.780 --> 00:12:09.460]  在聖經裏面
[00:12:09.460 --> 00:12:10.980]  耶穌顯現出來的時候
[00:12:10.980 --> 00:12:15.700]  他的宣稱就是「父上帝的獨一兒子」
[00:12:15.700 --> 00:12:22.500]  耶穌就是那個「父上帝所愛的唯一兒子」
[00:12:22.500 --> 00:12:26.740]  還記不記得約翰福音第三章十六節
[00:12:26.740 --> 00:12:28.020]  是怎樣說的呢?
[00:12:28.020 --> 00:12:29.460]  我請你們一起背,可以嗎?
[00:12:29.460 --> 00:12:31.300]  來,一二三
[00:12:31.300 --> 00:12:42.340]  (約翰福音第三章十六節)
[00:12:42.340 --> 00:12:47.060]  我經常這樣敲我們老人家
[00:12:47.060 --> 00:12:52.580]  上帝的愛就在這裏很精彩地告訴我們
[00:12:52.580 --> 00:12:55.780]  祂將他的獨生子獻上
[00:12:55.780 --> 00:12:58.820]  獻上獨生子不是一件簡單的事
[00:12:58.820 --> 00:13:01.300]  不是一件普通的事
[00:13:01.300 --> 00:13:04.980]  如果你有去看《創世紀》
[00:13:04.980 --> 00:13:09.060]  阿伯拉罕獻以撒那段的時候
[00:13:09.060 --> 00:13:14.180]  你細心地回想回味整個過程
[00:13:14.180 --> 00:13:15.700]  以撒的心情的時候
[00:13:15.700 --> 00:13:20.100]  你就體會到那種張力、那種難處
[00:13:20.100 --> 00:13:24.260]  有神學家來共鳴
[00:13:24.260 --> 00:13:29.700]  上帝看著耶穌基督釘上十字架的心情
[00:13:29.700 --> 00:13:39.540]  就好像昔日阿伯拉罕要獻上以撒的經驗當中
[00:13:39.540 --> 00:13:43.460]  上帝的愛在當中展現出來
[00:13:43.460 --> 00:13:48.420]  現在耶穌說你奉耶穌的名來祈禱
[00:13:48.420 --> 00:13:53.220]  如果從關係上來看
[00:13:53.220 --> 00:13:56.260]  耶穌是父的兒子
[00:13:56.260 --> 00:13:59.060]  我們能夠奉耶穌的名來祈禱
[00:13:59.060 --> 00:14:01.220]  就是靠祂的
[00:14:01.220 --> 00:14:03.460]  祂的保證
[00:14:03.460 --> 00:14:08.340]  祂肯定會拿出金牌
[00:14:08.340 --> 00:14:10.500]  耶穌的名來禱告
[00:14:10.500 --> 00:14:12.340]  這個禱告有什麼意思
[00:14:12.340 --> 00:14:15.940]  就是說我們的禱告是耶穌首肯的
[00:14:15.940 --> 00:14:18.980]  認同的
[00:14:18.980 --> 00:14:23.780]  我們向天父祈求的禱告
[00:14:23.780 --> 00:14:26.820]  是耶穌認同的
[00:14:26.820 --> 00:14:29.300]  又或者再進一步說
[00:14:29.300 --> 00:14:34.580]  上帝會因著耶穌的名來閱納我們的祈禱
[00:14:34.580 --> 00:14:38.500]  是不是很有意思、很重要
[00:14:38.500 --> 00:14:42.500]  或者我們下一次再去祈禱
[00:14:42.500 --> 00:14:45.780]  奉主耶穌的名字祈求的時候
[00:14:45.780 --> 00:14:49.380]  我們說慢一點
[00:14:49.380 --> 00:14:54.500]  細心去體會那種莊嚴
[00:14:54.500 --> 00:14:59.540]  那種密切的關係在當中
[00:14:59.540 --> 00:15:01.700]  耶穌再次提醒門徒
[00:15:01.700 --> 00:15:05.540]  不是我轉介你們的祈禱
[00:15:05.540 --> 00:15:11.620]  是你們直接向上帝祈禱
[00:15:11.620 --> 00:15:13.540]  這樣的教導
[00:15:13.540 --> 00:15:18.980]  將我們和上帝的關係拉得更加近
[00:15:18.980 --> 00:15:23.300]  更加深、更加親密
[00:15:23.300 --> 00:15:24.980]  這樣的祈禱
[00:15:24.980 --> 00:15:29.620]  更加令我們禱告的人有一份肯定
[00:15:29.620 --> 00:15:32.580]  天父一定會聽我們的祈禱
[00:15:32.580 --> 00:15:33.380]  為什麼?
[00:15:33.380 --> 00:15:39.140]  因為我們奉主耶穌、奉祂的愛子的名來祈禱
[00:15:39.140 --> 00:15:41.860]  耶穌留下給我們
[00:15:41.860 --> 00:15:46.180]  第一樣能夠勝過世界的能力
[00:15:46.180 --> 00:15:49.780]  就是這個祈禱的把握
[00:15:49.780 --> 00:15:53.060]  奉主的名祈禱
[00:15:53.060 --> 00:15:56.660]  上帝說固我們的把握
[00:15:56.660 --> 00:15:59.940]  令我們能夠知道上帝看著我們的
[00:15:59.940 --> 00:16:06.180]  我們有能力面對這個世界的挑戰
[00:16:06.180 --> 00:16:10.820]  然後我們再看第27節提到的天父
[00:16:10.820 --> 00:16:12.740]  他會親自來愛我們
[00:16:12.740 --> 00:16:19.380]  這麼隆重、這麼重要的關係
[00:16:19.380 --> 00:16:23.860]  你想想如果有位很尊貴、很敬重、很愛護你的人
[00:16:23.860 --> 00:16:28.820]  來關心你、愛你
[00:16:28.820 --> 00:16:35.380]  你會不會有一種受寵若驚的感覺
[00:16:35.380 --> 00:16:41.780]  在這裡耶穌說這位天父會親自來愛我們
[00:16:41.780 --> 00:16:43.620]  實在令人喜出望外
[00:16:43.620 --> 00:16:47.140]  這位創造生命、創造萬有的上帝
[00:16:47.140 --> 00:16:50.900]  說他親自來愛我們
[00:16:50.900 --> 00:16:54.660]  而這份這麼親切的關係
[00:16:54.660 --> 00:17:03.060]  原來可以很簡單擁有被愛的福氣、被愛的恩典
[00:17:03.060 --> 00:17:08.500]  原來只要簡單透過我們的信心就可以得到
[00:17:08.500 --> 00:17:14.500]  就在我們的祈禱裡面可以經歷到天父的愛
[00:17:14.500 --> 00:17:18.740]  奉主耶穌之名祈禱
[00:17:18.740 --> 00:17:21.140]  一個有信心的禱告
[00:17:21.140 --> 00:17:25.700]  讓人體會到上帝的愛
[00:17:25.700 --> 00:17:31.780]  而上帝的愛令我們感到滿足、感到平安
[00:17:31.780 --> 00:17:37.220]  這是第二樣耶穌留給我們
[00:17:37.220 --> 00:17:40.500]  令我們可以勝過世界的能力
[00:17:40.500 --> 00:17:41.940]  是天父的愛
[00:17:41.940 --> 00:17:50.340]  天父的愛因著耶穌基督的名字來得到
[00:17:50.340 --> 00:17:57.460]  天父的愛讓我們在當中得到平安
[00:17:57.460 --> 00:18:01.380]  完全是一份恩典
[00:18:01.380 --> 00:18:06.900]  耶穌知道我們要面對這個世界的挑戰和困難
[00:18:06.900 --> 00:18:09.620]  祂鼓勵我們祈禱
[00:18:09.620 --> 00:18:14.340]  在祈禱當中去經歷上帝的同在
[00:18:14.340 --> 00:18:19.860]  讓我們回到上帝裡面
[00:18:19.860 --> 00:18:24.100]  在第二個部分的經文29-33節裡面
[00:18:24.100 --> 00:18:26.100]  耶穌再跟我們說
[00:18:26.100 --> 00:18:29.140]  祂雖然要離開這個世界
[00:18:29.140 --> 00:18:34.500]  但祂的離開並不是只是為了自己的好處
[00:18:34.500 --> 00:18:37.140]  有時我會這樣想
[00:18:37.140 --> 00:18:39.060]  耶穌已經回到天上了
[00:18:39.060 --> 00:18:42.100]  就留下我們去
[00:18:42.100 --> 00:18:44.660]  為什麼?很難搞
[00:18:44.660 --> 00:18:47.860]  其實為什麼耶穌不設計一個這樣的程序呢?
[00:18:47.860 --> 00:18:52.020]  每一個相信耶穌、接受了水禮、誠心悔改的人
[00:18:52.020 --> 00:18:56.180]  浸完之後就升上去不是很好嗎?
[00:18:56.180 --> 00:19:00.900]  不過難為牧師留下他在那裡
[00:19:00.900 --> 00:19:02.420]  很簡單而已
[00:19:02.420 --> 00:19:04.420]  大家很開心在天上
[00:19:04.420 --> 00:19:06.260]  其他還沒相信的人看到
[00:19:06.260 --> 00:19:08.020]  嘩!這麼棒
[00:19:08.020 --> 00:19:10.580]  相信了就可以升上去了
[00:19:10.580 --> 00:19:11.860]  那更加來相信了
[00:19:11.860 --> 00:19:14.820]  是不是這樣是最有意思的呢?
[00:19:14.820 --> 00:19:17.780]  或者這個神學問題我都不懂得回答
[00:19:17.780 --> 00:19:19.780]  可能你們跟我們想一想
[00:19:19.780 --> 00:19:21.940]  或者你們都有不同的答案
[00:19:21.940 --> 00:19:26.020]  不過有一樣東西很重要
[00:19:26.020 --> 00:19:29.620]  無論啟示錄或者菲律賓書都提到
[00:19:29.620 --> 00:19:31.940]  耶穌回到天上裡面
[00:19:31.940 --> 00:19:33.620]  祂不是去嘆世界
[00:19:33.620 --> 00:19:36.660]  祂要去回復祂的神聖身份
[00:19:36.660 --> 00:19:39.460]  這個神聖身份原來對我們都很有意思
[00:19:39.460 --> 00:19:41.780]  祂今天跟上帝同在
[00:19:41.780 --> 00:19:46.500]  本來就跟上帝同等的聖子耶穌
[00:19:46.500 --> 00:19:49.060]  起初祂從天上來到這個世界
[00:19:49.060 --> 00:19:51.860]  完成了聖父給祂的使命
[00:19:51.860 --> 00:19:53.940]  今天祂離開這個世界
[00:19:53.940 --> 00:19:56.420]  回復了這個身份
[00:19:56.420 --> 00:19:59.540]  在回復身份的過程裡面我們看到什麼?
[00:19:59.540 --> 00:20:04.500]  看到復活和升天
[00:20:04.500 --> 00:20:08.020]  一個很歷史性的時刻
[00:20:08.020 --> 00:20:10.420]  這個復活和升天
[00:20:10.420 --> 00:20:13.700]  帶給了我們盼望
[00:20:13.700 --> 00:20:18.100]  因為我們知道我們的主耶穌
[00:20:18.100 --> 00:20:21.220]  離開這個世界是去哪裡
[00:20:21.220 --> 00:20:22.660]  這個很重要
[00:20:22.660 --> 00:20:25.860]  祂再次得到榮耀
[00:20:25.860 --> 00:20:28.900]  而這個榮耀將來祂又告訴我們
[00:20:28.900 --> 00:20:33.140]  會回來跟我們同得這個榮耀
[00:20:33.140 --> 00:20:35.540]  這個是我們的盼望
[00:20:35.540 --> 00:20:41.380]  所以耶穌留給我們第三樣能夠勝過世界的能力
[00:20:41.380 --> 00:20:45.780]  就是祂帶給我們復活的盼望
[00:20:45.780 --> 00:20:51.220]  復活讓我們知道將來的結局會是怎樣
[00:20:51.220 --> 00:20:56.740]  復活不是一個很抽象虛妙的境況
[00:20:56.740 --> 00:20:59.060]  而是復活之後我們有生活
[00:20:59.060 --> 00:21:00.420]  再有新的形象
[00:21:00.420 --> 00:21:03.300]  新的生命樣式再次生活
[00:21:03.300 --> 00:21:05.060]  你和我都會相見
[00:21:05.060 --> 00:21:12.100]  再次見面團聚一齊歌頌讚美上帝
[00:21:12.100 --> 00:21:14.260]  知道將來的結局
[00:21:14.260 --> 00:21:19.700]  我們就會更加有把握感去面對現實
[00:21:19.700 --> 00:21:22.180]  對於門徒來說
[00:21:22.180 --> 00:21:28.100]  這個盼望令他們更加有勇氣的面對挑戰
[00:21:28.100 --> 00:21:31.060]  面對未來的迫害
[00:21:31.060 --> 00:21:33.940]  有勇氣的堅持下去
[00:21:33.940 --> 00:21:38.420]  為真理作見證
[00:21:38.420 --> 00:21:43.460]  耶穌很明白我們的限制
[00:21:43.460 --> 00:21:46.980]  祂知道我們會軟弱
[00:21:46.980 --> 00:21:50.740]  我們會灰心失望
[00:21:50.740 --> 00:21:55.220]  而耶穌留下這三樣能力
[00:21:55.220 --> 00:21:57.380]  祈禱的把握
[00:21:57.380 --> 00:21:59.780]  天父上帝的愛
[00:21:59.780 --> 00:22:01.540]  復活的盼望
[00:22:01.540 --> 00:22:05.620]  完全是要我們去經驗和祂的溝通
[00:22:05.620 --> 00:22:07.300]  和祂的接觸
[00:22:07.300 --> 00:22:12.420]  和祂的親近
[00:22:12.420 --> 00:22:14.740]  因為耶穌知道
[00:22:14.740 --> 00:22:19.380]  我們要面對著這個世界的統治者撒旦
[00:22:19.380 --> 00:22:23.620]  一個不簡單的力量
[00:22:23.620 --> 00:22:28.740]  因為這個撒旦很知道人性裏面的軟弱
[00:22:28.740 --> 00:22:33.220]  知道人性裏面的貪婪和恐懼
[00:22:33.220 --> 00:22:35.860]  這些情緒 這些慾望
[00:22:35.860 --> 00:22:40.980]  會主宰著 支配著我們的心
[00:22:40.980 --> 00:22:44.580]  會引誘我們離開真理
[00:22:44.580 --> 00:22:48.180]  會為了自保 為了自己提升
[00:22:48.180 --> 00:22:50.500]  為了自己實現
[00:22:50.500 --> 00:22:55.060]  來離開上帝
[00:22:55.060 --> 00:22:58.420]  離開上帝的吩咐
[00:22:58.420 --> 00:23:02.580]  撒旦的力量不可以輕視
[00:23:02.580 --> 00:23:04.420]  頂尖我們不要以為
[00:23:04.420 --> 00:23:07.140]  信耶穌就百毒不侵
[00:23:07.140 --> 00:23:09.300]  水火不入
[00:23:09.300 --> 00:23:11.460]  不是
[00:23:11.460 --> 00:23:18.020]  試探 引誘 隨時在你身邊出現
[00:23:18.020 --> 00:23:19.220]  要警醒
[00:23:19.220 --> 00:23:20.900]  我們唯有依靠耶穌
[00:23:20.900 --> 00:23:25.700]  才能勝過撒旦的力量
[00:23:25.700 --> 00:23:29.780]  所以當我們無能為力的時候
[00:23:29.780 --> 00:23:34.260]  我們要想到回到耶穌裏面
[00:23:34.260 --> 00:23:37.300]  我們要回到祈禱當中
[00:23:37.300 --> 00:23:41.860]  在祈禱裏面重拾這份信心
[00:23:41.860 --> 00:23:47.140]  在祈禱裏面得到這個力量
[00:23:47.140 --> 00:23:51.940]  藉著信 望 愛而來的能力
[00:23:51.940 --> 00:23:58.100]  體驗到上主豐豐富富的大能
[00:23:58.100 --> 00:24:06.020]  怎樣在我們生活裏面去彰顯出來
[00:24:06.020 --> 00:24:09.620]  特別在這個日子當中
[00:24:09.620 --> 00:24:12.580]  在這個充滿內憂外患
[00:24:12.580 --> 00:24:15.620]  教會的挑戰的時代裏面
[00:24:15.620 --> 00:24:18.180]  我鼓勵大家彼此守望
[00:24:18.180 --> 00:24:22.340]  彼此鼓勵
[00:24:22.340 --> 00:24:25.540]  在這個現實裏面
[00:24:25.540 --> 00:24:29.620]  反映了很多很多人性的問題
[00:24:29.620 --> 00:24:35.140]  同時又反映了弟兄姊妹的信心的問題
[00:24:35.140 --> 00:24:38.340]  在很多很多的衝突當中
[00:24:38.340 --> 00:24:42.900]  我們看到人的軟弱
[00:24:42.900 --> 00:24:50.500]  而今天教會要面對的挑戰不簡單
[00:24:50.500 --> 00:24:52.820]  耶穌說我們可以勝過世界
[00:24:52.820 --> 00:24:56.740]  我們可以勝過醜惡的人性
[00:24:56.740 --> 00:25:01.060]  我們可以勝過撒旦的力量
[00:25:01.060 --> 00:25:03.460]  你相信嗎?
[00:25:03.460 --> 00:25:09.620]  你願意靠著耶穌
[00:25:09.620 --> 00:25:13.460]  去過得勝的生活嗎?
[00:25:13.460 --> 00:25:16.820]  當我想到這裏的時候
[00:25:16.820 --> 00:25:21.140]  回到第三個信仰思考問題
[00:25:21.140 --> 00:25:26.260]  耶穌為甚麼留下我們呢?
[00:25:26.260 --> 00:25:32.100]  這個留下的意義有甚麼特別呢?
[00:25:32.100 --> 00:25:36.820]  我相信主耶穌的心意是藉著我們的生命見證
[00:25:36.820 --> 00:25:41.620]  來證明耶穌基督勝過世界的能力
[00:25:41.620 --> 00:25:43.940]  祂的確可以彈指之間
[00:25:43.940 --> 00:25:46.500]  將整個世界改變
[00:25:46.500 --> 00:25:49.380]  不用捱 不用做
[00:25:49.380 --> 00:25:50.740]  但祂沒有這樣做
[00:25:50.740 --> 00:25:54.420]  有神學家來思考這個問題
[00:25:54.420 --> 00:25:58.660]  上帝不會違反自己的創造原則
[00:25:58.660 --> 00:25:59.860]  去創造人的時候
[00:25:59.860 --> 00:26:02.100]  沒有將人變成一個
