
[00:00:00.000 --> 00:00:03.200]  在開始的時間,我們同心來祈禱
[00:10:19.000 --> 00:10:23.000]  不是今天走完就算了
[00:10:23.000 --> 00:10:27.000]  不是有空就煞時衝動
[00:10:27.000 --> 00:10:31.000]  這是祂生活的模式
[00:10:31.000 --> 00:10:33.000]  是祂作供的形態
[00:10:33.000 --> 00:10:35.000]  祂來到去
[00:10:35.000 --> 00:10:40.000]  就在人群當中
[00:10:40.000 --> 00:10:42.000]  祂道成肉身
[00:10:42.000 --> 00:10:44.000]  活於人群的裏面
[00:10:44.000 --> 00:10:49.000]  有生命的接觸和交流
[00:10:49.000 --> 00:10:51.000]  跟我們的想法很不同
[00:10:51.000 --> 00:10:53.000]  我們經常都有個想法
[00:10:53.000 --> 00:10:56.000]  人們來教會聽福音
[00:10:56.000 --> 00:10:59.000]  我們有福音去聽報道會
[00:10:59.000 --> 00:11:02.000]  你們來聽吧
[00:11:02.000 --> 00:11:04.000]  但在四福音裏
[00:11:04.000 --> 00:11:07.000]  耶穌從未開過報道會
[00:11:07.000 --> 00:11:09.000]  耶穌是甚麼?
[00:11:09.000 --> 00:11:11.000]  耶穌不會在會堂裏開報道會
[00:11:11.000 --> 00:11:12.000]  你們來聽吧
[00:11:12.000 --> 00:11:13.000]  不是
[00:11:13.000 --> 00:11:15.000]  耶穌是去
[00:11:15.000 --> 00:11:18.000]  耶穌去到人群當中
[00:11:18.000 --> 00:11:21.000]  去看人們有甚麼需要
[00:11:21.000 --> 00:11:23.000]  所以耶穌講的道理是
[00:11:23.000 --> 00:11:27.000]  因為耶穌講
[00:11:27.000 --> 00:11:29.000]  天上人去飛鳥
[00:11:29.000 --> 00:11:31.000]  不種不收
[00:11:31.000 --> 00:11:33.000]  耶穌來到去講
[00:11:33.000 --> 00:11:38.000]  去天國的比喻
[00:11:38.000 --> 00:11:43.000]  為甚麼人們不把寶貝收在牙器裏
[00:11:43.000 --> 00:11:46.000]  來到去耶穌講
[00:11:46.000 --> 00:11:48.000]  浪子的比喻
[00:11:48.000 --> 00:11:53.000]  耶穌講失陽的比喻等等
[00:11:53.000 --> 00:11:55.000]  這些都是生活的例子
[00:11:55.000 --> 00:11:57.000]  人們聽得明
[00:11:57.000 --> 00:12:00.000]  因為同一的天空底下
[00:12:00.000 --> 00:12:02.000]  共同的生活
[00:12:02.000 --> 00:12:04.000]  共同的語言
[00:12:04.000 --> 00:12:06.000]  聽得明
[00:12:06.000 --> 00:12:07.000]  是講廣東話
[00:12:07.000 --> 00:12:09.000]  用我們今天的說法
[00:12:09.000 --> 00:12:10.000]  是講得明
[00:12:10.000 --> 00:12:16.000]  聽得明
[00:12:16.000 --> 00:12:21.000]  我們看回《馬太福音》第八章到第九章
[00:12:21.000 --> 00:12:24.000]  耶穌所醫治的病人
[00:12:24.000 --> 00:12:25.000]  包括甚麼呢
[00:12:25.000 --> 00:12:27.000]  麻風病者
[00:12:27.000 --> 00:12:29.000]  白膚長的僕人
[00:12:29.000 --> 00:12:30.000]  癱瘓的
[00:12:30.000 --> 00:12:32.000]  黑眼的
[00:12:32.000 --> 00:12:34.000]  這些都是弱勢社群
[00:12:34.000 --> 00:12:38.000]  社會裏面最低下的階層
[00:12:38.000 --> 00:12:46.000]  按常理來說,你人無能力都無辦法找到耶穌
[00:12:46.000 --> 00:12:48.000]  癱瘓的怎會找到耶穌
[00:12:48.000 --> 00:12:50.000]  盲的怎會去到
[00:12:50.000 --> 00:12:53.000]  是以為有耶穌真的去到他們當中
[00:12:53.000 --> 00:12:56.000]  去接觸他們
[00:12:56.000 --> 00:12:58.000]  去親手去撫摸他們
[00:12:58.000 --> 00:13:02.000]  去醫治他們
[00:13:02.000 --> 00:13:04.000]  如果不是耶穌去找他們
[00:13:04.000 --> 00:13:06.000]  他們無辦法自救
[00:13:06.000 --> 00:13:09.000]  悲慘地繼續生活下去
[00:13:09.000 --> 00:13:12.000]  他們活在世上是無指望
[00:13:12.000 --> 00:13:13.000]  無出路
[00:13:13.000 --> 00:13:14.000]  無盼望
[00:13:14.000 --> 00:13:17.000]  耶穌親自來找他們
[00:13:17.000 --> 00:13:20.000]  回應他們的需要
[00:13:20.000 --> 00:13:22.000]  扭轉他們一生
[00:13:22.000 --> 00:13:25.000]  耶穌的教訓能夠一針見血
[00:13:25.000 --> 00:13:28.000]  能夠回應時代的需要
[00:13:28.000 --> 00:13:31.000]  是因為他進入人群當中
[00:13:31.000 --> 00:13:33.000]  體察民情
[00:13:33.000 --> 00:13:35.000]  去了解受眾的需要
[00:13:35.000 --> 00:13:38.000]  耶穌作為神的兒子
[00:13:38.000 --> 00:13:41.000]  向世人宣講天國的福音
[00:13:41.000 --> 00:13:44.000]  並不是高高在上
[00:13:44.000 --> 00:13:46.000]  等人來聽
[00:13:46.000 --> 00:13:49.000]  而是主動地輔奏他們
[00:13:49.000 --> 00:13:54.000]  今日我們的方眾
[00:13:54.000 --> 00:13:58.000]  不會貿然進入教會
[00:13:58.000 --> 00:14:00.000]  不會因為我們打開門
[00:14:00.000 --> 00:14:02.000]  我們幾點崇拜
[00:14:02.000 --> 00:14:03.000]  八點半
[00:14:03.000 --> 00:14:04.000]  十一點
[00:14:04.000 --> 00:14:06.000]  有個牌在那裏
[00:14:06.000 --> 00:14:10.000]  他們看到我們進來
[00:14:10.000 --> 00:14:12.000]  有這樣的機會
[00:14:12.000 --> 00:14:15.000]  但很難得
[00:14:15.000 --> 00:14:19.000]  除非我們願意主動接觸他們
[00:14:19.000 --> 00:14:22.000]  否則兩條平行線
[00:14:22.000 --> 00:14:25.000]  沒有機會接觸
[00:14:25.000 --> 00:14:27.000]  耶穌宣教的模式
[00:14:27.000 --> 00:14:29.000]  是以神的道為中心
[00:14:29.000 --> 00:14:33.000]  教訓人重視與神之間的關係
[00:14:33.000 --> 00:14:36.000]  在會堂裏教訓律法
[00:14:36.000 --> 00:14:38.000]  勸人和好
[00:14:38.000 --> 00:14:40.000]  與神和好
[00:14:40.000 --> 00:14:42.000]  勸人悔改
[00:14:42.000 --> 00:14:45.000]  但同時著重人的需要
[00:14:45.000 --> 00:14:47.000]  有醫治的工作
[00:14:47.000 --> 00:14:50.000]  體貼人肉體的需要
[00:14:50.000 --> 00:14:53.000]  福音是終極的關懷
[00:14:53.000 --> 00:14:57.000]  但不能脫離現實
[00:14:57.000 --> 00:14:59.000]  終極目標的
[00:14:59.000 --> 00:15:00.000]  我們說
[00:15:00.000 --> 00:15:02.000]  耶穌拯救人的靈魂
[00:15:02.000 --> 00:15:05.000]  但不忘記人肉體的需要
[00:15:05.000 --> 00:15:09.000]  天國福音是說人最基本的需要
[00:15:09.000 --> 00:15:11.000]  這是終極目標
[00:15:11.000 --> 00:15:14.000]  但大多數人都不理解
[00:15:14.000 --> 00:15:16.000]  因為甚麼?
[00:15:16.000 --> 00:15:19.000]  他都不知道那個是真正的需要
[00:15:19.000 --> 00:15:20.000]  或者說
[00:15:20.000 --> 00:15:22.000]  他表面的需要
[00:15:22.000 --> 00:15:27.000]  他表面的需要都未被滿足
[00:15:27.000 --> 00:15:30.000]  他怎能夠體會到
[00:15:30.000 --> 00:15:34.000]  他是真正的需要呢?
[00:15:34.000 --> 00:15:37.000]  所以主耶穌在傳福音的時間
[00:15:37.000 --> 00:15:40.000]  他沒有忽略了人的感覺上的需要
[00:15:40.000 --> 00:15:43.000]  去醫治個人的病症
[00:15:43.000 --> 00:15:47.000]  曾經參與了一些宣教的聚會
[00:15:47.000 --> 00:15:51.000]  宣教時分享我們在非洲的宣教工作
[00:15:51.000 --> 00:15:52.000]  去到當地
[00:15:52.000 --> 00:15:54.000]  不是馬上開教會
[00:15:54.000 --> 00:15:56.000]  不是馬上傳福音
[00:15:56.000 --> 00:16:00.000]  他們在辦學
[00:16:00.000 --> 00:16:04.000]  開護士學校
[00:16:04.000 --> 00:16:06.000]  挖水井
[00:16:06.000 --> 00:16:11.000]  好像跟傳福音沒有甚麼關係
[00:16:11.000 --> 00:16:14.000]  好像是救援
[00:16:14.000 --> 00:16:18.000]  但正正是因為這些工作
[00:16:18.000 --> 00:16:21.000]  打開了當地人的心
[00:16:21.000 --> 00:16:23.000]  為甚麼這班人
[00:16:23.000 --> 00:16:25.000]  跟自己沒有甚麼關係
[00:16:25.000 --> 00:16:27.000]  山長水遠
[00:16:27.000 --> 00:16:32.000]  無常地服侍我們呢?
[00:16:32.000 --> 00:16:35.000]  這班人後來要講見證
[00:16:35.000 --> 00:16:37.000]  他說
[00:16:37.000 --> 00:16:41.000]  我真的感受到這份愛
[00:16:41.000 --> 00:16:42.000]  他說
[00:16:42.000 --> 00:16:43.000]  這份愛
[00:16:43.000 --> 00:16:46.000]  神的愛很具體
[00:16:46.000 --> 00:16:50.000]  透過宣教師表現出來
[00:16:50.000 --> 00:16:51.000]  不是講
[00:16:51.000 --> 00:16:55.000]  是真的做出來
[00:16:55.000 --> 00:16:56.000]  這班人
[00:16:56.000 --> 00:16:59.000]  這班當地人的心打開
[00:16:59.000 --> 00:17:02.000]  他們主動地接觸宣教師
[00:17:02.000 --> 00:17:08.000]  福音就在當地紮根
[00:17:08.000 --> 00:17:10.000]  讓我們去反思
[00:17:10.000 --> 00:17:16.000]  去想我們是否能夠去體貼我們的方眾
[00:17:16.000 --> 00:17:19.000]  我們尖沙咀是一個獨特的地方
[00:17:19.000 --> 00:17:21.000]  我們是一個雜散的地方
[00:17:21.000 --> 00:17:23.000]  一至六
[00:17:23.000 --> 00:17:26.000]  很多人上班、下班
[00:17:26.000 --> 00:17:28.000]  我們有很多遊客
[00:17:28.000 --> 00:17:30.000]  無論是國內的
[00:17:30.000 --> 00:17:33.000]  其他的國家
[00:17:33.000 --> 00:17:37.000]  但如果根據他們
[00:17:37.000 --> 00:17:42.000]  政府2016的人口調查報告
[00:17:42.000 --> 00:17:49.000]  油尖旺區跟18區區議會的選舉
[00:17:49.000 --> 00:17:55.000]  我們有32萬人口在油尖旺區
[00:17:55.000 --> 00:18:00.000]  華人當然佔一個很大的比數
[00:18:00.000 --> 00:18:03.000]  但原來
[00:18:03.000 --> 00:18:05.000]  少數族裔
[00:18:05.000 --> 00:18:08.000]  南亞裔的居民
[00:18:08.000 --> 00:18:10.000]  在油尖旺區
[00:18:10.000 --> 00:18:14.000]  佔一個小的比例
[00:18:14.000 --> 00:18:16.000]  只是尼泊爾人
[00:18:16.000 --> 00:18:21.000]  油尖旺區有六千多人
[00:18:21.000 --> 00:18:23.000]  我們隔幾條街
[00:18:23.000 --> 00:18:28.000]  在重慶大廈
[00:18:28.000 --> 00:18:31.000]  你說得出甚麼角色的人
[00:18:31.000 --> 00:18:37.000]  都有機會在那裏出現
[00:18:37.000 --> 00:18:42.000]  宣教不用去到世界各地
[00:18:42.000 --> 00:18:46.000]  宣教就是在大門前
[00:18:46.000 --> 00:18:52.000]  這些人就在我們附近
[00:18:52.000 --> 00:18:57.000]  我們試過平等分享
[00:18:57.000 --> 00:18:59.000]  在這個社區裏面
[00:18:59.000 --> 00:19:01.000]  隔幾條街
[00:19:01.000 --> 00:19:04.000]  我見到婆婆在推紙皮
[00:19:04.000 --> 00:19:06.000]  在撿紙皮
[00:19:06.000 --> 00:19:08.000]  我又見到
[00:19:08.000 --> 00:19:11.000]  有些長輩坐著輪椅
[00:19:11.000 --> 00:19:13.000]  特意走來
[00:19:13.000 --> 00:19:15.000]  是為了拿一個飯盒
[00:19:15.000 --> 00:19:17.000]  這個飯盒是怎樣呢
[00:19:17.000 --> 00:19:18.000]  是吃兩餐
[00:19:18.000 --> 00:19:20.000]  下午一餐
[00:19:20.000 --> 00:19:22.000]  不要吃完它
[00:19:22.000 --> 00:19:23.000]  留一半
[00:19:23.000 --> 00:19:25.000]  晚上再吃
[00:19:25.000 --> 00:19:27.000]  我是平等分享
[00:19:27.000 --> 00:19:29.000]  我們說借去
[00:19:29.000 --> 00:19:32.000]  我們分享月餅給你
[00:19:32.000 --> 00:19:36.000]  她很開心地跟我們說
[00:19:36.000 --> 00:19:40.000]  她說很久沒有吃過月餅
[00:19:40.000 --> 00:19:43.000]  這些人就在生活當中
[00:19:43.000 --> 00:19:50.000]  就在我們隔壁
[00:19:50.000 --> 00:19:54.000]  可能你就會說
[00:19:54.000 --> 00:19:57.000]  我都自顧不暇
[00:19:57.000 --> 00:20:00.000]  我都沒有甚麼能力空間
[00:20:00.000 --> 00:20:03.000]  我都很擔心我們的鄰舍
[00:20:03.000 --> 00:20:06.000]  下班都很晚
[00:20:06.000 --> 00:20:08.000]  身體又很疲倦
[00:20:08.000 --> 00:20:10.000]  我們今天這個社會
[00:20:10.000 --> 00:20:12.000]  是加薪
[00:20:12.000 --> 00:20:16.000]  是辛苦的薪
[00:20:16.000 --> 00:20:21.000]  我們工作生活都面對很大壓力
[00:20:21.000 --> 00:20:25.000]  照顧子女都要用很多時間
[00:20:25.000 --> 00:20:28.000]  個人力量都很微小
[00:20:28.000 --> 00:20:30.000]  這是甚麼呢
[00:20:30.000 --> 00:20:32.000]  我是一顆憐憫的心
[00:20:32.000 --> 00:20:37.000]  是催迫耶穌宣教的動力
[00:20:37.000 --> 00:20:40.000]  主耶穌和當時的宗教領袖
[00:20:40.000 --> 00:20:42.000]  活在同一個天空
[00:20:42.000 --> 00:20:44.000]  活在同一個時空底下
[00:20:44.000 --> 00:20:47.000]  大家都見到人的需要
[00:20:47.000 --> 00:20:49.000]  在會堂裏面
[00:20:49.000 --> 00:20:51.000]  在街道上
[00:20:51.000 --> 00:20:55.000]  一樣見到一個手枯乾的人
[00:20:55.000 --> 00:20:58.000]  一樣見到一個生離乞訝的人
[00:20:58.000 --> 00:21:02.000]  一樣見到一個癱瘓了三十八年的人
[00:21:02.000 --> 00:21:04.000]  大家都見到
[00:21:04.000 --> 00:21:07.000]  耶穌所見到所考慮的
[00:21:07.000 --> 00:21:09.000]  是一些需要
[00:21:09.000 --> 00:21:11.000]  要被接納
[00:21:11.000 --> 00:21:13.000]  是這個人需要醫治
[00:21:13.000 --> 00:21:15.000]  這個人需要安慰
[00:21:15.000 --> 00:21:17.000]  而宗教領袖
[00:21:17.000 --> 00:21:20.000]  所想到所見到的是甚麼呢
[00:21:20.000 --> 00:21:23.000]  安息日不能治病
[00:21:23.000 --> 00:21:25.000]  大家都見到有需要
[00:21:25.000 --> 00:21:29.000]  不過耶穌是從人本來考慮
[00:21:29.000 --> 00:21:34.000]  宗教領袖沒有了彈性
[00:21:34.000 --> 00:21:36.000]  只想到安息日
[00:21:36.000 --> 00:21:38.000]  按他們人為的規矩
[00:21:38.000 --> 00:21:40.000]  是不能治病的
[00:21:40.000 --> 00:21:44.000]  耶穌甘願冒著被攻擊
[00:21:44.000 --> 00:21:48.000]  責備、排斥、迫害
[00:21:48.000 --> 00:21:52.000]  去仍然對有需要的人伸出援手
[00:21:52.000 --> 00:21:59.000]  是因為他內心有一顆憐憫的心
[00:21:59.000 --> 00:22:03.000]  耶穌走遍各城各鄉
[00:22:03.000 --> 00:22:05.000]  不是市場策略
[00:22:05.000 --> 00:22:07.000]  不是宣傳手段
[00:22:07.000 --> 00:22:09.000]  去了解群眾需要
[00:22:09.000 --> 00:22:11.000]  不是順應消費文化
[00:22:11.000 --> 00:22:13.000]  爭取顧客
[00:22:13.000 --> 00:22:16.000]  而是因為一顆憐憫的心
[00:22:16.000 --> 00:22:19.000]  很喜歡憐憫這個字眼
[00:22:19.000 --> 00:22:24.000]  原來的文字是心腸攪動
[00:22:24.000 --> 00:22:28.000]  想看下投影片那幅圖那個小朋友
[00:22:28.000 --> 00:22:36.000]  大家都試過肚餓
[00:22:36.000 --> 00:22:40.000]  這個小朋友肚餓的時候會怎樣呢
[00:22:40.000 --> 00:22:42.000]  叫啦
[00:22:42.000 --> 00:22:43.000]  叫啦
