
[00:00:00.000 --> 00:00:05.240]  弟兄姊妹早 平安 平安 線上的弟兄姊妹平安
[00:04:53.560 --> 00:04:56.400]  甚至有時候我們整個人會崩潰掉哦
[00:04:56.400 --> 00:05:00.520]  那但是今天的第一個訊息呢
[00:05:00.520 --> 00:05:04.760]  我就是要跟弟兄姊妹認真的來談一談 很認真的談一談
[00:05:04.760 --> 00:05:08.720]  我們要怎麼樣的才能夠活出 在這個環境裡面
[00:05:08.720 --> 00:05:11.120]  在這個不是這麼好的環境裡面
[00:05:11.120 --> 00:05:15.040]  我們要怎麼樣才能夠活出我們平安喜樂美好的人生
[00:05:15.040 --> 00:05:19.600]  我們可不可以 能不能有平安喜樂的美好的人生
[00:05:19.600 --> 00:05:23.680]  能的 能的 那第一個呢 我就要跟大家講
[00:05:23.680 --> 00:05:28.520]  我真希望我們興旺愛 不論在線上或在堂裡面的弟兄姊妹
[00:05:28.520 --> 00:05:31.480]  你們大家要認真的考慮一下 認真考慮一下
[00:05:31.480 --> 00:05:34.480]  從今天晚上開始 從今天晚上開始
[00:05:34.480 --> 00:05:39.160]  你們每天睡覺以前 最少一定要有15分鐘
[00:05:39.160 --> 00:05:42.440]  15分鐘來靈修 來禱告
[00:05:42.440 --> 00:05:46.960]  不是只有晚上哦 最好是早上也要哦 一早一晚
[00:05:46.960 --> 00:05:50.640]  一早一晚哦 剛開始的時候15分鐘
[00:05:50.640 --> 00:05:53.840]  你可能覺得這15分鐘還挺難過的哦 這麼長
[00:05:53.840 --> 00:05:57.240]  但是你有很多安排嘛
[00:05:57.240 --> 00:06:01.040]  你可以敬拜 放首詩歌 敬拜一下
[00:06:01.040 --> 00:06:05.120]  你可以聽聽這些靈修材料 15分鐘絕對不夠的哦
[00:06:05.120 --> 00:06:11.040]  還有什麼 你可以現在我們的手機唸聖經給你聽啊
[00:06:11.040 --> 00:06:14.560]  唸給你聽啊 然後有時候你也可以自己去讀啊
[00:06:14.560 --> 00:06:18.640]  這樣子早上15分鐘 晚上15分鐘
[00:06:18.640 --> 00:06:21.120]  剛開始的時候你還覺得怎麼那麼長
[00:06:21.120 --> 00:06:25.680]  可是當你整個人進去了 就像三芳分享的寧靜室
[00:06:25.680 --> 00:06:27.720]  你可能15分鐘都不夠了哦
[00:06:27.720 --> 00:06:32.160]  你可能一進了寧靜室以後 神開始感動你的心的時候
[00:06:32.160 --> 00:06:36.280]  那你就會更多更多的在這個寧靜室裡面
[00:06:36.280 --> 00:06:39.960]  平常可能時間我們就因為要工作嘛
[00:06:39.960 --> 00:06:44.720]  但是到週末 你可以就稍微在週末的時候長一點
[00:06:44.720 --> 00:06:48.160]  而且每天都有不同的方式
[00:06:48.160 --> 00:06:49.840]  你就不會覺得那麼難
[00:06:49.840 --> 00:06:53.600]  欸弟兄姊妹啊 除非你都不吃不喝啊
[00:06:53.600 --> 00:06:55.760]  除非你平常你都不吃不喝啊
[00:06:55.760 --> 00:06:59.600]  那這個屬靈的食物跟聖靈的澆灌
[00:06:59.600 --> 00:07:03.400]  跟你每一天日用的飲食啊 是一樣重要的
[00:07:03.400 --> 00:07:04.400]  一樣重要的哦
[00:07:04.400 --> 00:07:10.000]  所以我們一定要養成這個習慣 靈修的習慣
[00:07:10.000 --> 00:07:14.080]  因為這個靈修的習慣能夠幫助我們看到我們自己
[00:07:14.080 --> 00:07:16.880]  有時候我們自己太習慣我們自己了
[00:07:16.880 --> 00:07:20.080]  我們對我們自己很習慣 我們都忘記了
[00:07:20.080 --> 00:07:21.680]  尤其是我們的弟兄
[00:07:21.680 --> 00:07:25.440]  我們弟兄有時候很霸氣 講起話來很霸氣
[00:07:25.440 --> 00:07:29.080]  但是我們姊妹也實在是得理不饒人
[00:07:29.080 --> 00:07:32.920]  我們姊妹常常都得理不饒人 囉哩囉嗦沒完沒了的
[00:07:32.920 --> 00:07:36.000]  這些都是彼此之間的壓力
[00:07:36.000 --> 00:07:40.040]  而且這些壓力常常一爆發就不可收拾了
[00:07:40.040 --> 00:07:44.400]  所以我們從平常開始每天的靈修裡面
[00:07:44.400 --> 00:07:46.720]  你到靈修裡面 你到主的面前來
[00:07:46.720 --> 00:07:48.240]  欸 聖靈就光照你了
[00:07:48.240 --> 00:07:50.560]  哎呀 你不應該講這個話啦
[00:07:50.560 --> 00:07:52.400]  你不要做那個事情啦
[00:07:52.400 --> 00:07:57.160]  當聖靈光照你的時候 你的心就柔軟下來了
[00:07:57.160 --> 00:07:59.920]  是不是 你丈夫講的話 你聽了就生氣
[00:07:59.920 --> 00:08:02.360]  你太太囉嗦的話 丈夫也生氣
[00:08:02.360 --> 00:08:03.960]  當聖靈開口的時候
[00:08:03.960 --> 00:08:07.880]  我們就通通就降伏在聖靈的裡面
[00:08:07.880 --> 00:08:09.600]  那你怎麼要降伏在聖靈裡面
[00:08:09.600 --> 00:08:13.360]  就是來到主的面前 你才有機會要降伏
[00:08:13.360 --> 00:08:16.840]  所以我們雅各書十五章
[00:08:16.840 --> 00:08:18.080]  我們來念一下好不好
[00:08:18.080 --> 00:08:20.000]  你們中間 一起來
[00:08:20.000 --> 00:08:23.360]  你們中間若有人缺少智慧的
[00:08:23.360 --> 00:08:26.360]  應當求納厚賜與重人
[00:08:26.360 --> 00:08:30.240]  也不賜格人的神 他就必賜給你
[00:08:30.240 --> 00:08:32.880]  這裡講說你若沒有智慧
[00:08:32.880 --> 00:08:35.040]  可是我們不是只有沒智慧
[00:08:35.040 --> 00:08:36.280]  有時候我們怎麼樣
[00:08:36.280 --> 00:08:39.080]  我們沒有耐心 我們沒有愛心
[00:08:39.080 --> 00:08:41.760]  而且我們也不肯赦免人
[00:08:41.760 --> 00:08:43.960]  那神當你來到祂面前
[00:08:43.960 --> 00:08:45.440]  你跟祂求的時候
[00:08:45.440 --> 00:08:48.400]  不知不覺的祂就能夠把這些力量
[00:08:48.400 --> 00:08:51.360]  來賜給我們 主必賜給我們這些力量
[00:08:51.360 --> 00:08:53.040]  所以你試試看
[00:08:53.040 --> 00:08:55.600]  這個禮拜拜託弟兄姊妹試試看
[00:08:55.600 --> 00:08:57.240]  你試試看這早晚
[00:08:57.240 --> 00:08:59.760]  你都來靈修 你都來親近神的時候
[00:08:59.760 --> 00:09:02.360]  你看看神要怎麼祝福你
[00:09:02.360 --> 00:09:05.280]  你知道嗎 我們其實都沒有藉口的
[00:09:05.280 --> 00:09:07.760]  這個禮拜有一篇
[00:09:07.760 --> 00:09:09.720]  怎麼甩開心靈裡面的軟弱
[00:09:09.720 --> 00:09:11.760]  那個心靈密宗檔裡面有一個故事
[00:09:11.760 --> 00:09:13.920]  就講到有一個弟兄
[00:09:13.920 --> 00:09:15.200]  他是一個國小的
[00:09:15.200 --> 00:09:17.240]  他本來是一個國小的老師
[00:09:17.240 --> 00:09:19.080]  後來他去做了輔導員
[00:09:19.080 --> 00:09:20.800]  他人就非常的開朗
[00:09:20.800 --> 00:09:23.240]  他給很多人很多幫助
[00:09:23.240 --> 00:09:25.080]  結果大家都不是很知道
[00:09:25.080 --> 00:09:26.880]  就後來人家才有人發現
[00:09:26.880 --> 00:09:29.480]  其實這個人他小的時候
[00:09:29.480 --> 00:09:32.600]  他的父母親都有精神病
[00:09:32.600 --> 00:09:35.440]  他爸爸生氣起來說可以把房子都燒掉
[00:09:35.440 --> 00:09:38.520]  他媽媽一生氣起來就打他婆婆
[00:09:38.520 --> 00:09:41.080]  所以他從小在那個環境裡面長大
[00:09:41.080 --> 00:09:43.080]  他自己整個人也很暴躁
[00:09:43.080 --> 00:09:47.080]  他也在學校裡面做各種壞事
[00:09:47.080 --> 00:09:48.520]  但是他到高中的時候
[00:09:48.520 --> 00:09:51.200]  他碰到一個很好的老師就帶他
[00:09:51.200 --> 00:09:53.040]  他整個人就改變過來
[00:09:53.040 --> 00:09:54.320]  所以我們沒有藉口
[00:09:54.320 --> 00:09:56.400]  我們每一個人靠著我們的主
[00:09:56.400 --> 00:09:58.600]  我們都可以克服我們心中的軟弱
[00:09:58.600 --> 00:10:01.360]  而且真的這一次的疫情
[00:10:01.360 --> 00:10:02.760]  這次疫情是一個什麼
[00:10:02.760 --> 00:10:04.360]  你們有沒有發現這個疫情是什麼
[00:10:04.360 --> 00:10:06.080]  是一個stop sign
[00:10:06.080 --> 00:10:06.680]  對不對
[00:10:06.680 --> 00:10:08.240]  神給我們一個stop sign
[00:10:08.240 --> 00:10:09.400]  給我們停下來
[00:10:09.400 --> 00:10:10.520]  我們在這個stop sign的時候
[00:10:10.520 --> 00:10:12.760]  我們要好好的來調整我們自己
[00:10:12.760 --> 00:10:13.960]  調整我們自己
[00:10:13.960 --> 00:10:16.560]  我們常常太輕易了
[00:10:16.560 --> 00:10:20.640]  一個晚上不知不覺看了連續劇看不完了
[00:10:20.640 --> 00:10:22.160]  一個晚上就看過去了
[00:10:22.160 --> 00:10:24.600]  然後已經一個晚上跟人家瞎聊
[00:10:24.600 --> 00:10:26.960]  一個晚上就聊過去了
[00:10:26.960 --> 00:10:28.400]  我每次跟喬阿姨在分享
[00:10:28.400 --> 00:10:29.800]  我時間過得好快
[00:10:29.800 --> 00:10:30.920]  我們兩個開始禱告的時候
[00:10:30.920 --> 00:10:32.720]  就說怎麼那麼慢
[00:10:32.720 --> 00:10:34.120]  所以我跟你講
[00:10:34.120 --> 00:10:35.680]  做有意義的事情
[00:10:35.680 --> 00:10:37.240]  時間都會慢慢的
[00:10:37.240 --> 00:10:40.240]  你就可以慢慢品嘗
[00:10:40.240 --> 00:10:41.520]  感謝讚美主
[00:10:41.520 --> 00:10:44.200]  那今天我要跟大家分享的第二個主題
[00:10:44.200 --> 00:10:45.960]  是信仰的再確具
[00:10:45.960 --> 00:10:47.920]  信仰的再確具
[00:10:47.920 --> 00:10:48.880]  上個禮拜
[00:10:48.880 --> 00:10:50.280]  就這個禮拜
[00:10:50.280 --> 00:10:51.960]  我們姐妹小組的時候
[00:10:51.960 --> 00:10:53.720]  有一個姐妹她就問
[00:10:53.720 --> 00:10:58.120]  她說這個玉皇大帝跟這個仙女
[00:10:58.120 --> 00:11:01.520]  跟我們的上帝有什麼不一樣
[00:11:01.520 --> 00:11:05.800]  所以呢
[00:11:05.800 --> 00:11:10.480]  真的我後來就到Google
[00:11:10.480 --> 00:11:12.960]  到谷歌去查
[00:11:12.960 --> 00:11:15.400]  那個百科全書裡面去看
[00:11:15.400 --> 00:11:17.600]  我其實也很感恩
[00:11:17.600 --> 00:11:20.000]  我們的姐妹問這樣的問題
[00:11:20.000 --> 00:11:21.400]  因為我相信
[00:11:21.400 --> 00:11:26.520]  我相信很多人心裡面都有這個疑惑
[00:11:26.520 --> 00:11:28.960]  大家只是不曉得怎麼問
[00:11:28.960 --> 00:11:30.280]  或沒有問出來
[00:11:30.280 --> 00:11:34.000]  所以今天我就想利用這一小段的時間
[00:11:34.000 --> 00:11:36.400]  跟大家再來確認一下
[00:11:36.400 --> 00:11:39.800]  我們的信仰的真理在哪裡
[00:11:39.800 --> 00:11:42.120]  你知道其實我們教會受洗的時候
[00:11:42.120 --> 00:11:42.920]  你要受洗的時候
[00:11:42.920 --> 00:11:44.920]  我都會給你們上基躍真理
[00:11:44.920 --> 00:11:46.040]  基躍真理有11課
[00:11:46.040 --> 00:11:46.440]  有沒有
[00:11:46.440 --> 00:11:47.200]  你記不記得
[00:11:47.200 --> 00:11:47.960]  基躍真理有沒有
[00:11:47.960 --> 00:11:49.520]  我們學聖經
[00:11:49.520 --> 00:11:50.480]  學上帝
[00:11:50.480 --> 00:11:51.320]  學人
[00:11:51.320 --> 00:11:52.000]  學罪
[00:11:52.000 --> 00:11:52.760]  學基督
[00:11:52.760 --> 00:11:53.640]  學重生
[00:11:53.640 --> 00:11:54.160]  救恩
[00:11:54.160 --> 00:11:54.640]  恩典
[00:11:54.640 --> 00:11:55.120]  信心
[00:11:55.120 --> 00:11:55.680]  天堂
[00:11:55.680 --> 00:11:57.440]  地獄跟將來的事
[00:11:57.440 --> 00:11:59.240]  那我瞭解了
[00:11:59.240 --> 00:12:01.640]  有時候我們聽完就忘記了
[00:12:01.640 --> 00:12:04.640]  或是我們聽的時候也沒有聽得很懂
[00:12:04.640 --> 00:12:07.800]  但是今天我就想跟大家好好地來聊一下
[00:12:07.800 --> 00:12:13.200]  你知道當初神在創造天地的時候
[00:12:13.200 --> 00:12:14.680]  祂一開始的時候是什麼
[00:12:14.680 --> 00:12:17.160]  祂說地是渾沌黑暗
[00:12:17.160 --> 00:12:19.120]  神的靈蘊形在水面上
[00:12:19.120 --> 00:12:21.240]  一開始的時候祂就講了
[00:12:21.240 --> 00:12:25.760]  所以我在想說
[00:12:25.760 --> 00:12:27.280]  在一開始神就
[00:12:27.280 --> 00:12:28.440]  所以我們知道
[00:12:28.440 --> 00:12:29.840]  我們知道我們的主是什麼
[00:12:29.840 --> 00:12:31.360]  我們主是創造的主
[00:12:31.360 --> 00:12:34.120]  這天地宇宙萬物都是祂創造的
[00:12:34.120 --> 00:12:38.040]  而且我們要
[00:12:38.040 --> 00:12:40.640]  剛才一開始我看到牧師又打出來
[00:12:40.640 --> 00:12:42.520]  一個不曉得是
[00:12:42.520 --> 00:12:44.600]  那不是為了我的獎章打的
[00:12:44.600 --> 00:12:47.320]  但是他有講到那個三位一體的神
[00:12:47.320 --> 00:12:54.400]  那我就想到說我們所信的是三位一體的
[00:12:54.400 --> 00:12:56.720]  我看一下
[00:12:56.720 --> 00:12:58.720]  這邊我們講說
[00:12:58.720 --> 00:13:01.160]  起初神創造天地我剛講了
[00:13:01.160 --> 00:13:02.840]  所以你看到這兩節經文裡面
[00:13:02.840 --> 00:13:05.840]  你就看起初神創造天地
[00:13:05.840 --> 00:13:07.760]  神的靈蘊形在水面上
[00:13:07.760 --> 00:13:08.640]  這個靈是什麼
[00:13:08.640 --> 00:13:10.160]  這個靈是聖靈
[00:13:10.160 --> 00:13:14.520]  而且講到祂在整個第一章裡面
[00:13:14.520 --> 00:13:15.400]  都在講什麼
[00:13:15.400 --> 00:13:19.360]  都在講神用祂的嘴造天地
[00:13:19.360 --> 00:13:22.400]  然後到了第一章的二十六節的時候
[00:13:22.400 --> 00:13:24.280]  祂就講祂說
[00:13:24.280 --> 00:13:26.800]  神說我們要造我們的形象
[00:13:26.800 --> 00:13:29.040]  按著我們的樣式造人
[00:13:29.040 --> 00:13:31.720]  使這個人管理財裡的魚
[00:13:31.720 --> 00:13:36.480]  空中的鳥和地上的牲畜和泉地
[00:13:36.480 --> 00:13:42.120]  那在這裡我們要造的我們
[00:13:42.120 --> 00:13:43.560]  這個我們是誰呢
[00:13:43.560 --> 00:13:46.480]  我們講到聖父
[00:13:46.480 --> 00:13:48.520]  聖父他是計畫者
[00:13:48.520 --> 00:13:50.680]  我在跟你們上課的時候我都講過
[00:13:50.680 --> 00:13:52.080]  聖父是計畫者
[00:13:52.080 --> 00:13:55.640]  在約翰福音四章二十四節
[00:13:55.640 --> 00:13:57.920]  約翰福音四章二十四節裡面說
[00:13:57.920 --> 00:13:58.760]  神是靈
[00:13:58.760 --> 00:14:02.080]  我們的神是靈沒有形象的
[00:14:02.080 --> 00:14:04.000]  而且講到說聖子
[00:14:04.000 --> 00:14:05.160]  聖子是執行者
[00:14:05.160 --> 00:14:06.120]  這邊沒有打出來
[00:14:06.120 --> 00:14:07.400]  因為我沒有給牧師
[00:14:07.400 --> 00:14:08.600]  你們就聽就好了
[00:14:08.600 --> 00:14:11.160]  在提摩太三章十六節裡面講說
[00:14:11.160 --> 00:14:13.120]  神在肉身顯現
[00:14:13.120 --> 00:14:15.960]  這神在肉身顯現指的是什麼
[00:14:15.960 --> 00:14:18.000]  指的就是聖子耶穌
[00:14:18.000 --> 00:14:18.840]  耶穌是什麼
[00:14:18.840 --> 00:14:20.440]  是道成肉身的
[00:14:20.440 --> 00:14:22.200]  祂道成肉身的
[00:14:22.200 --> 00:14:25.600]  那聖靈就是我們的幫助者
[00:14:25.600 --> 00:14:27.560]  所以這三位一體的神
[00:14:27.560 --> 00:14:30.280]  祂們三位一體是合而為一的
[00:14:30.280 --> 00:14:33.000]  但是祂們又是三個獨立的神
[00:14:33.000 --> 00:14:35.120]  所以但是祂們的真理
[00:14:35.120 --> 00:14:37.440]  就全部都是一致的
[00:14:37.440 --> 00:14:40.240]  聖父 聖子 聖靈的真理都是一致的
[00:14:40.240 --> 00:14:41.240]  然後你再看下來
[00:14:41.240 --> 00:14:43.480]  第一個我講說我們的神
[00:14:43.480 --> 00:14:45.040]  是有位格的神
[00:14:45.040 --> 00:14:46.280]  有位格的神
[00:14:46.280 --> 00:14:49.480]  那在出埃及記三章十三節的時候
[00:14:49.480 --> 00:14:52.680]  摩西問說叫什麼名字
[00:14:52.680 --> 00:14:54.040]  你叫什麼名字
[00:14:54.040 --> 00:14:55.800]  到十四節的時候
[00:14:55.800 --> 00:14:57.520]  上帝就回答他說什麼
[00:14:57.520 --> 00:14:59.960]  他說我是自有擁有的
[00:14:59.960 --> 00:15:01.280]  自有擁有的神
[00:15:01.280 --> 00:15:02.600]  然後再下來你看他
[00:15:02.600 --> 00:15:04.160]  我們的神的屬性
[00:15:04.160 --> 00:15:05.520]  你看到我們的神的屬性
[00:15:05.520 --> 00:15:06.160]  我跟你講
[00:15:06.160 --> 00:15:09.680]  我為什麼說我們的上帝
[00:15:09.680 --> 00:15:11.520]  不是玉皇上帝
[00:15:11.520 --> 00:15:14.200]  那我們來看一下為什麼不是
[00:15:14.200 --> 00:15:15.480]  第一個
[00:15:15.480 --> 00:15:17.400]  我們的神的屬性是祂是什麼
[00:15:17.400 --> 00:15:19.680]  第一個祂是無所不知的
[00:15:19.680 --> 00:15:21.200]  我們神是無所不知的
[00:15:21.200 --> 00:15:24.040]  因為在真言書十五章三節裡面說什麼
[00:15:24.040 --> 00:15:26.160]  說祂是參透萬世的
[00:15:26.160 --> 00:15:27.880]  然後第二個說祂是什麼
[00:15:27.880 --> 00:15:29.360]  無所不在的
[00:15:29.360 --> 00:15:31.720]  耶利米蘇二十三章二十四節就說
[00:15:31.720 --> 00:15:32.800]  祂出現
[00:15:32.800 --> 00:15:34.480]  祂的出現是在同一個時間
[00:15:34.480 --> 00:15:35.880]  祂歷臨萬方
[00:15:35.880 --> 00:15:37.840]  祂是全地的主
[00:15:37.840 --> 00:15:39.240]  然後第三個說祂是什麼
[00:15:39.240 --> 00:15:41.000]  祂是無所不能的
[00:15:41.000 --> 00:15:43.040]  在馬太福音這邊講到說
[00:15:43.040 --> 00:15:46.640]  神是再神沒有難成的事
[00:15:46.640 --> 00:15:48.480]  我們一起來讀一下好不好
[00:15:48.480 --> 00:15:50.720]  第一個無所不知
[00:15:50.720 --> 00:15:53.480]  真言書十五章三節說祂是什麼
[00:15:53.480 --> 00:15:55.960]  祂是參透萬世的
[00:15:55.960 --> 00:15:58.080]  第二個說祂是無所不在的
[00:15:58.080 --> 00:16:00.880]  耶利米蘇二十三章二十四節
[00:16:00.880 --> 00:16:04.280]  祂出現在同一個時間裡面的
[00:16:04.280 --> 00:16:06.920]  第三個是祂是無所不能的
[00:16:06.920 --> 00:16:09.600]  在馬太福音十九章二十六節
[00:16:09.600 --> 00:16:12.360]  再神沒有難成的事
[00:16:12.360 --> 00:16:15.160]  然後第四個是祂是永遠長存的
[00:16:15.160 --> 00:16:19.200]  在詩篇九十章二十幾節
[00:16:19.200 --> 00:16:20.880]  二十第二節
[00:16:20.880 --> 00:16:23.920]  九十章第二節說祂是無始無終的
[00:16:23.920 --> 00:16:25.640]  祂在一開始就在那邊
[00:16:25.640 --> 00:16:27.720]  到了啟示錄以後祂還在那裡
[00:16:27.720 --> 00:16:29.360]  祂是無始無終的
[00:16:29.360 --> 00:16:30.480]  然後祂是什麼
[00:16:30.480 --> 00:16:32.800]  馬拉基三章六節說祂是什麼
[00:16:32.800 --> 00:16:34.600]  永不改變的
[00:16:34.600 --> 00:16:38.760]  祂是聖潔公義慈愛的神
[00:16:38.760 --> 00:16:42.000]  而且根據百科全書
[00:16:42.000 --> 00:16:44.480]  這是我從百科全書上面抄下來的
[00:16:44.480 --> 00:16:47.280]  他說我們中國人在原始社會裡面
[00:16:47.280 --> 00:16:49.440]  就開始崇敬天
[00:16:49.440 --> 00:16:50.960]  然後從最晚的時候
[00:16:50.960 --> 00:16:52.720]  到了商朝的時候
[00:16:52.720 --> 00:16:55.640]  就很有系統的有祭天的行為出來
[00:16:55.640 --> 00:16:58.000]  而且到至今不斷
[00:16:58.000 --> 00:17:00.400]  那天又稱為上帝
[00:17:00.400 --> 00:17:01.360]  帝
[00:17:01.360 --> 00:17:02.840]  昊天上帝
[00:17:02.840 --> 00:17:04.280]  皇天上帝
[00:17:04.280 --> 00:17:08.760]  那這個信仰在後世逐漸就演變成
[00:17:08.760 --> 00:17:10.640]  玉皇大帝
[00:17:10.640 --> 00:17:12.720]  那在中國的信仰裡面
[00:17:12.720 --> 00:17:15.240]  玉皇大帝俗稱天公
[00:17:15.240 --> 00:17:16.360]  上天
[00:17:16.360 --> 00:17:17.360]  蒼天
[00:17:17.360 --> 00:17:19.480]  老天老天爺
[00:17:19.480 --> 00:17:22.480]  那有的人還研究說
[00:17:22.480 --> 00:17:27.720]  東漢的玉皇大帝跟孔孟所稱的上帝
[00:17:27.720 --> 00:17:29.760]  是不是同一個神明
[00:17:29.760 --> 00:17:33.320]  所以你看看它整個就不是很一致的
[00:17:33.320 --> 00:17:35.240]  但是
[00:17:35.240 --> 00:17:38.120]  我要跟大家強調的就是說
[00:17:38.120 --> 00:17:43.240]  其實我們先把我們剛才所讀過這些經文先放在一邊
[00:17:43.240 --> 00:17:46.520]  那我們來思想一下我們的信仰
[00:17:46.520 --> 00:17:50.240]  我們跟上帝的信仰是一份關係
[00:17:50.240 --> 00:17:51.560]  是一個關係
[00:17:51.560 --> 00:17:56.560]  因為我們最常常聽到神造人的目的
[00:17:56.560 --> 00:17:57.880]  我們都知道
[00:17:57.880 --> 00:18:01.120]  我們現在大家都已經知道神造人的目的是什麼
[00:18:01.120 --> 00:18:02.600]  是神很愛我們
[00:18:02.600 --> 00:18:04.440]  祂很喜歡要跟我們在一起
[00:18:04.440 --> 00:18:06.200]  所以祂造我們人
[00:18:06.200 --> 00:18:07.480]  而且祂開始的時候
[00:18:07.480 --> 00:18:09.240]  祂用塵土造亞當
[00:18:09.240 --> 00:18:12.840]  然後再拿亞當的肋骨造了夏娃
[00:18:12.840 --> 00:18:14.480]  夏娃一睜開眼睛的時候
