
[00:00:00.000 --> 00:00:03.320]  神的獨生子耶穌基督求祢私恩可憐這個罪孽
[00:02:37.720 --> 00:02:39.800]  早上黎明的時間
[00:02:39.800 --> 00:02:43.640]  婦女帶著所預備的香料
[00:02:43.640 --> 00:02:46.720]  打算去到耶穌的墳墓
[00:02:46.720 --> 00:02:49.640]  去高抹耶穌的屍體
[00:02:49.640 --> 00:02:52.840]  因為裝輸料技術
[00:02:52.840 --> 00:02:54.800]  當日是御節
[00:02:54.800 --> 00:02:58.080]  所以趕著就來到御節
[00:02:58.080 --> 00:03:02.160]  趕著要將屍體去埋葬
[00:03:02.160 --> 00:03:04.720]  因為被掛在木頭上
[00:03:04.720 --> 00:03:07.160]  是被咒咒的
[00:03:07.160 --> 00:03:10.960]  不夠時間去高抹耶穌的身體
[00:03:10.960 --> 00:03:14.440]  我之前講到破平傾盡
[00:03:14.440 --> 00:03:18.520]  講女子獻香膏的咀術
[00:03:18.520 --> 00:03:23.560]  這班婦女就補做這個環節
[00:03:23.560 --> 00:03:25.520]  打算去墳墓
[00:03:25.520 --> 00:03:28.560]  來到高抹耶穌的屍體
[00:03:28.560 --> 00:03:30.600]  來到墳墓
[00:03:30.600 --> 00:03:33.760]  他們看到什麼?
[00:03:33.760 --> 00:03:37.760]  石頭打開了
[00:03:37.760 --> 00:03:42.240]  他們在想怎樣去呼籲
[00:03:42.240 --> 00:03:43.640]  手無縛雞之力
[00:03:43.640 --> 00:03:47.000]  怎樣推開這個石頭
[00:03:47.000 --> 00:03:50.840]  怎樣石頭自己已經打開了
[00:03:50.840 --> 00:03:52.800]  去到墳墓裡面
[00:03:52.800 --> 00:03:54.160]  不見了耶穌的屍體
[00:03:54.160 --> 00:03:55.720]  正在籌措
[00:03:55.720 --> 00:03:58.280]  正在想發生什麼事的時候
[00:03:58.280 --> 00:04:01.200]  有兩個衣服放光的人
[00:04:01.200 --> 00:04:03.080]  閃現來宣告
[00:04:03.080 --> 00:04:04.360]  耶穌已經復活了
[00:04:04.360 --> 00:04:07.000]  他呼籲婦女回去
[00:04:07.000 --> 00:04:09.560]  將耶穌已經復活的好消息
[00:04:09.560 --> 00:04:11.720]  告訴門徒
[00:04:11.720 --> 00:04:13.760]  婦女將這些事告訴門徒
[00:04:13.760 --> 00:04:17.000]  門徒都覺得是一派胡言
[00:04:17.000 --> 00:04:18.560]  為了聽到這個消息
[00:04:18.560 --> 00:04:20.320]  走到墳墓裡面
[00:04:20.320 --> 00:04:23.320]  看到聖麻布獨坐一處
[00:04:23.320 --> 00:04:25.840]  本來包裹耶穌的屍體
[00:04:25.840 --> 00:04:27.560]  本來被包裹的耶穌屍體
[00:04:27.560 --> 00:04:29.120]  失蹤不見了
[00:04:29.120 --> 00:04:33.240]  是心裡面稀奇所成就的事
[00:04:33.240 --> 00:04:33.920]  沒有歡呼
[00:04:33.920 --> 00:04:35.000]  沒有讚美
[00:04:35.000 --> 00:04:36.840]  沒有宣認
[00:04:36.840 --> 00:04:40.800]  彼得是不是已經相信了
[00:04:40.800 --> 00:04:43.120]  這幫門徒的群體是不是相信
[00:04:43.120 --> 00:04:45.920]  留下一個很大的想像空間
[00:04:45.920 --> 00:04:48.240]  同一天今日的《技術經文》
[00:04:48.240 --> 00:04:51.120]  兩個門徒在旺五二馬五施路上
[00:04:51.120 --> 00:04:53.000]  談論所發生的事
[00:04:53.000 --> 00:04:56.000]  新譯本的翻譯來講到
[00:04:56.000 --> 00:04:59.720]  是「交談議論」
[00:04:59.720 --> 00:05:02.200]  有色情書來講
[00:05:02.200 --> 00:05:07.520]  兩個人在爭論
[00:05:07.520 --> 00:05:09.720]  爭持不下
[00:05:09.720 --> 00:05:11.480]  好像吵架一樣
[00:05:11.480 --> 00:05:14.200]  從文器裡面爭執什麼呢
[00:05:14.200 --> 00:05:20.760]  是爭執在耶路撒冷發生的事
[00:05:20.760 --> 00:05:23.360]  在爭執他們所見所聞
[00:05:23.360 --> 00:05:25.080]  他們不能夠理解
[00:05:25.080 --> 00:05:29.440]  聽到的事不能夠接受
[00:05:29.440 --> 00:05:35.080]  不能夠去明白到底耶穌的屍體去了哪裡
[00:05:35.080 --> 00:05:41.520]  耶穌是不是真的復活了
[00:05:41.520 --> 00:05:44.120]  很諷刺或者很出奇的就是
[00:05:44.120 --> 00:05:45.600]  老家不下
[00:05:45.600 --> 00:05:49.040]  耶穌就好像老重年一樣出現
[00:05:49.040 --> 00:05:51.640]  去調停、去排難解分
[00:05:51.640 --> 00:05:53.800]  這兩個門徒在路上吵架
[00:05:53.800 --> 00:05:55.840]  耶穌不見了
[00:05:55.840 --> 00:05:57.960]  耶穌是不是真的復活了
[00:05:57.960 --> 00:06:01.240]  耶穌就出現在他們面前
[00:06:01.240 --> 00:06:04.880]  滿以為耶穌出場
[00:06:04.880 --> 00:06:07.960]  就能夠化解紛爭
[00:06:07.960 --> 00:06:10.280]  誰知道耶穌和門徒的對話
[00:06:10.280 --> 00:06:14.520]  未能夠解開門徒的疑團
[00:06:14.520 --> 00:06:19.360]  更加令他們越來越迷糊
[00:06:19.360 --> 00:06:21.600]  經文會說他們
[00:06:21.600 --> 00:06:26.400]  眼睛迷糊了看不到
[00:06:26.400 --> 00:06:39.360]  就好像以前,我被媽媽捉住,她說你幫忙,來織毛衣,都要織織,織織,她說不用,你幫我,她說你織毛衣是怎樣呢?
[00:06:39.360 --> 00:06:46.480]  就是你幫她織回去,打卡,她叫我給一件東西,叫我怎樣?
[00:06:46.480 --> 00:06:52.640]  找一個線頭出來,織回去,再繞過,我結局是怎樣呢?
[00:06:52.640 --> 00:06:56.800]  我結局就說,你不織就織吧,越幫越忙
[00:06:56.800 --> 00:07:01.520]  本來還可以織,就讓我織完之後怎樣呢?
[00:07:01.520 --> 00:07:07.120]  她說,是浪費氣力,你們不要織好,廢棄了,浪費心機
[00:07:07.120 --> 00:07:16.960]  這兩個門徒,好像進入了死胡同,打結了,像什麼呢?
[00:07:16.960 --> 00:07:35.280]  網上的片段,不知道是真是假,有些人在街頭busking,或者在文宇康樂節目唱歌,在翻唱某個歌手的時候,突然間歌手出現,應該是怎樣呢?
[00:07:35.280 --> 00:07:39.040]  很開心,很驚奇,很雀躍,是不是?
[00:07:39.040 --> 00:07:48.560]  如果你在網上看到這些片段,有些人在某個地方唱周杰倫告白氣球,不要緊,我們在網上找到片段
[00:07:48.560 --> 00:08:00.000]  突然間周董出現,一群人在那裡怎樣?在那裡起哄越來越多人,一起在那裡再歌再舞,在那裡跳,很開心的嘛
[00:08:00.000 --> 00:08:11.840]  然後,但我們看到,出奇地,這個敘述,這兩個門徒的結案是什麼呢?
[00:08:11.840 --> 00:08:22.240]  他說,耶穌不見了,眾人都找不到祂,耶穌失蹤了
[00:08:22.240 --> 00:08:29.360]  但是最諷刺的是什麼?耶穌在面前,祂說找不到耶穌
[00:08:29.360 --> 00:08:42.160]  張力就存在,迷糊到耶穌在祂面前說,我已經復活了,我在說,發生什麼事,耶路撒冷,發生的事是怎樣?
[00:08:42.160 --> 00:08:55.600]  然後從舊約聖經,摩西,去解釋,整件事發生始末,但仍然怎樣?不著機
[00:08:55.600 --> 00:09:04.880]  中國人的說法就是,後皮燈籠,怎樣也不明白,這就是迷糊了
[00:09:04.880 --> 00:09:19.280]  當兩個門徒從二馬五師回到耶路撒冷,正是遇見十一個使徒和同人一同聚集,這兩個人的角色倒轉
[00:09:19.280 --> 00:09:29.280]  先前耶穌說不相信,現在這兩個人聲嘶力竭地說,主國可現復活了,世門都見到祂
[00:09:29.280 --> 00:09:41.280]  祂將所見的事說多一次,但沒有掌聲,沒有歡呼,沒有回應,這十個使徒和其他人都是怎樣?沉默,一直沉默
[00:09:41.280 --> 00:09:51.280]  這是無聲抗議,我有個說法就是,都懶得回應,浪費力氣,好像有人跟你說,香港下雪
[00:09:51.280 --> 00:10:09.280]  你們看看,有人跟你說,江湖傳聞,都市傳說,麥當勞的番茄汁密碼,由A1到12
[00:10:09.280 --> 00:10:19.280]  甜到酸到江湖傳聞,最終麥當勞說,聽起來很有說服力,講到此層層
[00:10:19.280 --> 00:10:25.280]  最終麥當勞出來澄清,不是的,根本沒有這件事
[00:10:25.280 --> 00:10:45.280]  最終耶穌都實在忍不住向眾人顯現,將手腳的傷痕顯示,來表演吃燒魚,即不是靈魂,不是幻象,三段的敘事都凸顯門徒怎樣拒絕耶穌已經復活的事實
[00:10:45.280 --> 00:10:59.280]  這就是迷惑,魯金光形容這兩位門徒眼睛迷惑,在一個被動的語態動詞,新漢語譯表揽說,他們的眼睛被蒙蔽了
[00:10:59.280 --> 00:11:09.280]  他們不認識他,他們的眼睛被蒙蔽,為何門徒認不出耶穌?
[00:11:09.280 --> 00:11:30.280]  有幾個解說的情況,有人說,是因為他們在黃昏時行,因為朝著西面的二馬五絲路行,於是便沿著西面行
[00:11:30.280 --> 00:11:44.280]  為何他們看不到耶穌?因為太殘眼了,太陽直揚照下來,太殘眼,眼睛睜不開又怎樣?眼睛蒙蒙看不到耶穌
[00:11:44.280 --> 00:12:00.280]  這說法你覺得怎樣?有學者認為,耶穌復活後的外貌與祂在生時有別
[00:12:00.280 --> 00:12:15.280]  耶穌復活後的外貌與祂在生時有別,變身,變形金剛,變臉,所以這些門徒認不出耶穌
[00:12:15.280 --> 00:12:30.280]  有人說,是因為撒旦的詭計,這群人中伏,迷糊了,中計
[00:12:30.280 --> 00:12:54.280]  你會覺得這群門徒牛皮燈籠,怎樣也不明白,但問心那句,今天你有多可,你有多肯定,耶穌就是活在你生命當中
[00:12:54.280 --> 00:13:13.280]  當我們遇上和這群門徒同樣的經歷,可能我們都是五十步笑八步,我們覺得這群門徒迷糊,可能我們也是一樣迷糊
[00:13:13.280 --> 00:13:34.280]  當我們在一些情境,像病患,失戀,失業,在艱難的時候,我們都可能問這個問題,耶穌你在哪裏?耶穌你是否在場?耶穌你是否見到?你是否沒有反應,失蹤?
[00:13:34.280 --> 00:13:47.280]  可能我們也問過這個問題,可能我們在生命當中也曾經問過這個問題,想找到答案
[00:13:47.280 --> 00:14:06.280]  耶穌在二十四節說,只是沒有人看見祂,這兩個門徒的結案是怎樣?這麽多江湖傳聞,講完這麽多東西,也是怎樣?只有講一次,沒有人見到祂
[00:14:06.280 --> 00:14:24.280]  耶穌好像玩失蹤,疑似復活,但從來沒有想過跟祂同行,人證物證,鐵證如沙,在祂面前,耶穌向祂顯現,祂還問,耶穌在哪裏?
[00:14:24.280 --> 00:14:41.280]  今天香港政治經濟民生,也有人覺得在這個場景裏面,我們都面對一個迷思,香港有很多人,還是一群年青力壯
[00:14:41.280 --> 00:14:53.280]  長假期來講的一百七十萬人,很多食肆,鋪頭,過不了疫情,過不了經濟的難關
[00:14:53.280 --> 00:15:13.280]  在這麽多的情境裏面,很多人都問,信仰到底能夠發生什麽效力?或者教會能夠怎樣回應?很多人失去焦點,好像拍照,拍短片那樣,找不到
[00:15:13.280 --> 00:15:28.280]  也有人說,遠在天邊,近在眼前,我們像竹棋那樣,當局者迷
[00:15:28.280 --> 00:15:47.280]  有時候看人捉棋,你會發覺,將軍秋居,即將死了,不過還是怎樣呢?還是自己捉緊,我們在局外就覺得,看透了
[00:15:47.280 --> 00:16:07.280]  但是當局捉緊棋的人,是在局中,有人說,一葉閉目,不見廬山,兩耳塞住,不聞雷聲
[00:16:07.280 --> 00:16:17.280]  只是一片葉,很小而已,但是怎樣呢?遮住就什麼都看不到,雖然很小,但是眼前
[00:16:17.280 --> 00:16:38.280]  就是一顆小豬,很小而已,但是塞在耳裏面,走來都聽不到,今天我們會不會被我們,發生我們周遭的事情,讓我們身在局中,看不到東西?
[00:16:38.280 --> 00:16:51.280]  我們是不是同樣,都是迷糊?耶穌來到親自解釋這幫人,為什麼看不到?因為無知,還有遲鈍
[00:16:51.280 --> 00:17:16.280]  第25節,無知,你們信心太遲鈍,正如我們看情景劇,在情景劇,男主角,暗戀女主角,所有身邊的人,整個劇集裡面,所有人都知道,誰不知道呢?
[00:17:16.280 --> 00:17:31.280]  就是女主角不知道,這樣才好看,整個劇集,就在說,男主角明明擺明喜歡女主角,女主角仍然妄言不知
[00:17:31.280 --> 00:17:50.280]  如果我們去說偵探劇,好看的地方,是犯人怎樣完美犯罪,置身事外,做完作案之後,沒有人猜到,沒有人知道是犯案的
[00:17:50.280 --> 00:18:15.280]  然後有個偵探出現,抽絲剝繭,找到,逐項逐項,猜到是誰犯案的人,疑犯和偵探兩個人對壘,最終捉到了,破案,這樣才好看
[00:18:15.280 --> 00:18:40.280]  誰知道耶穌復活的劇目,畫公仔畫出腸,一而再再而三,給足提示,甚至主動演現,門徒仍然拒絕接受,不願相信,這就是耶穌所說的無知和遲鈍
[00:18:40.280 --> 00:18:55.280]  他們將耶穌套在自己的框架裡,耶穌沒有按照他們的想法去復興以色列國
[00:18:55.280 --> 00:19:11.280]  他看到耶穌借去生死,他覺得一切已經幻滅,但耶穌一早已經預言,祂會先受苦受難,然後復活
[00:19:11.280 --> 00:19:29.280]  但他們沒有聽書,沒有留意,正如我們當中很多人曾經在基督教學校裡讀書,我自己小學,中學都在基督教
[00:19:29.280 --> 00:19:47.280]  但問大家,你上聖經堂聽過多少,聽得明白,有在心,我肯定告訴你,我只聽了幾句,小學,中學都是基督教學校,上過無數次頌拜
[00:19:47.280 --> 00:20:03.280]  有畢業禮,都是在教會裡舉行,又要去聖經堂的功課,又要去教會頌拜,還要寫去後感,又要反思
[00:20:03.280 --> 00:20:23.280]  但這些都是交功課老作,今天我們每個禮拜回來教會頌拜,我們又如何呢?
[00:20:23.280 --> 00:20:45.280]  有多少真是入心,有多少真是明白,我們在此面前再一次來等候
[00:20:45.280 --> 00:21:01.280]  第二點,我們可以說這班人從失望到火熱
[00:21:01.280 --> 00:21:25.280]  滿肚滿懷期望,來到跟耶穌一起入城,眼見群眾歡呼,來到擁戴,墮入滿肚的情境,我們可以來到覺得,他們的失望是可以預計的
[00:21:25.280 --> 00:21:41.280]  有一個情境來表達,我以前沒什麼機會去大球場看球賽,只聽林尚義和何鑑剛講足球比賽
[00:21:41.280 --> 00:22:01.280]  就聽到兩方來到比賽,約隊守了89分鐘,守了89分鐘,沒想過會贏的,拿一分就好了
[00:22:01.280 --> 00:22:11.280]  最終保時階段被入球,所有努力都付諸流水,那種失望
[00:22:11.280 --> 00:22:23.280]  何鑑剛就說,林天剛就來了
[00:22:23.280 --> 00:22:37.280]  最終努力是白費,門徒跟了耶穌三年半,滿意為進來撒冷
[00:22:37.280 --> 00:22:47.280]  他能夠過一番事業,看到群眾夾道歡呼,奉主的明來是應當稱頌的
[00:22:47.280 --> 00:22:53.280]  他們想復興以色列的時間到了
[00:22:53.280 --> 00:23:05.280]  他們一直期待,我們看到以色列人自從大衛皇朝覆滅之後,經歷很多的朝代
[00:23:05.280 --> 00:23:17.280]  亞述,巴比倫,馬代,波斯,希臘,現在是羅馬
[00:23:17.280 --> 00:23:27.280]  那麼多的朝代都被人欺凌,那麼多的朝代被人魚肉,是神的子民,是神的百姓,但是怎樣呢?
[00:23:27.280 --> 00:23:45.280]  他們的領導身份十分艱苦,一直期待以色列復興,一直期待舊約先知所說的話應驗在眼前
[00:23:45.280 --> 00:24:06.280]  但是他們越是有希望,越是失望,沒有希望就沒有失望,但滿懷希望等待,誰知道遇見耶穌的死
[00:24:06.280 --> 00:24:14.280]  他們錯誤來期望,耶穌已經說了受先受死,得榮耀
[00:24:14.280 --> 00:24:35.280]  從經文裡說到,他們以為耶穌扮作這個陌生人,聽完他們說就去責備他們錯解了聖經
[00:24:35.280 --> 00:24:45.280]  以為理塞亞是政治性的,因為意識形態的偏頗,讓他們的心智愚昧和遲鈍
[00:24:45.280 --> 00:24:51.280]  他們雖然相信先知,但是不願意接受先知所有的預言
[00:24:51.280 --> 00:25:03.280]  先知的預言是說到理塞亞將榮耀這樣來掌皇權,但是在榮耀之路之前先有苦難
[00:25:03.280 --> 00:25:12.280]  耶穌將摩西五經和先知書有關的預言逐一來解釋給他們聽
[00:25:12.280 --> 00:25:22.280]  耶穌承繼所有先知的行徑,在正義的路上承擔苦難
[00:25:22.280 --> 00:25:36.280]  整本聖經是由耶穌的受死和復活所準備
[00:25:36.280 --> 00:25:59.280]  今天我們的信仰,我們曾經都失望過,我們曾經都可能疑惑過,但是到今時今日,我們有多麼確信耶穌已經復活
[00:25:59.280 --> 00:26:16.280]  剛才歸明執事帶領我們來唱主活著,這是我們信心的宣告,是我們信心的宣認,還是唸口王
[00:26:16.280 --> 00:26:30.280]  這是我們信心的宣告,是我們信心的宣認,還是唸口王
[00:26:30.280 --> 00:26:57.280]  當耶穌解釋聖經的時候,他覺得有團火在他心裏面,他帶著熱情和熱誠回到耶路撒冷
[00:26:57.280 --> 00:27:14.280]  今天如果我們從溫度計算,我們的信仰,我們的溫度有多少
[00:27:14.280 --> 00:27:31.280]  我們是不是很興奮,耶穌已經復活了,我們是不是這樣來相信,是不是這樣來生活
[00:27:31.280 --> 00:27:49.280]  在約翰-衛斯理為他們創立循道衛理中,要帶領循道衛理復興,在約翰-衛斯理帶領復興的浪潮當中,去功不可沒
[00:27:49.280 --> 00:28:10.280]  曾幾何時他是一個聖公會的牧者,他被派到新英倫美國宣教,在船上他疑惑,因為船上遇上船難,差一點就沉沒
[00:28:10.280 --> 00:28:35.280]  他還在想自己得救,是不是他很害怕,如果船沉沒怎麼辦,但同一個船上,那些新教徒,他鄙視這班人信仰,因為他們受患難逼迫,去到新英倫美國地方建立教會或逃難
[00:28:35.280 --> 00:28:48.280]  他見到這班人視死如歸,沉船,還在敬拜歌頌讚美
[00:28:48.280 --> 00:29:02.280]  我自己作為一個牧者,我擔心很害怕,但為何這班人快要沉船,還這麼開心,還這麼喜樂,這麼有盼望
[00:29:02.280 --> 00:29:19.280]  有一回他回去英國,在一間小教會,聽到一位弟兄來分享路德,來解說羅馬書
[00:29:19.280 --> 00:29:39.280]  他說心裡突然有股暖流,有股力量在裡面湧流,他覺得這個信仰很真實,他覺得他被主來充滿,他整個人改變過來
[00:29:39.280 --> 00:29:53.280]  然後他帶來整個循道衛里中,帶來當時歐美世界教教的復興,這是聖靈在人心裡的工作
[00:29:53.280 --> 00:30:01.280]  今天我們的信仰有沒有這份火熱
[00:30:01.280 --> 00:30:10.280]  人在墨爾當身上看到我們信仰的熱誠,最後是從逃難到宣認
[00:30:10.280 --> 00:30:21.280]  走難是有這麼遠,走這麼遠,離開這個傷心地,去一個新的生活,去一個新的環境,重新開始
[00:30:21.280 --> 00:30:33.280]  但這班人,這兩個人,回到耶路撒冷去表達,去用腳投票,他真是相信耶穌復活
[00:30:33.280 --> 00:30:42.280]  在這裡走難走出來,回頭去表達什麼,他真是悔改,他真是宣認
[00:30:42.280 --> 00:30:53.280]  他用行動來表達,他明知山有虎,偏向虎山行
[00:30:53.280 --> 00:31:01.280]  曾經有一個這樣的傳說,未能夠完全去證實
[00:31:01.280 --> 00:31:14.280]  第一位出任日本重要閣僚職位的女士,她生命的故事
[00:31:14.280 --> 00:31:27.280]  她還未進入政治圈子的時候,她在大學裡讀書,然後去了一間知名的酒店實習
[00:31:27.280 --> 00:31:33.280]  她只是做一個小角色,做執房和清潔
[00:31:33.280 --> 00:31:49.280]  有一天,去新聞讀賣,來訪問這間酒店,說這間酒店的清潔員工各樣
[00:31:49.280 --> 00:32:09.280]  剛好到了這位女士執的房間,然後就去這位女士當眾清潔了廁所
[00:32:09.280 --> 00:32:20.280]  當著記者員工各樣,在廁所裡舀一杯水,喝下去
[00:32:20.280 --> 00:32:29.280]  她表達什麼?乾淨到我自己喝下去都沒問題
[00:32:29.280 --> 00:32:40.280]  她說,我洗得廁所這麼乾淨,我舀水自己喝,我都覺得夠乾淨,沒問題
[00:32:40.280 --> 00:32:45.280]  她用行動去見證她自己所做的
[00:32:45.280 --> 00:33:04.280]  最後出任了日本重要遼國的職位,這就是她第一位日本女性,能夠擔任這麼重要的職位
[00:33:04.280 --> 00:33:21.280]  說她怎樣發跡,怎樣奮發。今天,我們是不是這樣去相信?是不是這樣去生活?
[00:33:21.280 --> 00:33:30.280]  我們是不是在別人當中,別人都看到我們是這樣去相信?
[00:33:30.280 --> 00:33:42.280]  她從逃難到宣認,我們侍奉的下一位復活主,她在世活著
[00:33:42.280 --> 00:33:56.280]  這不只是我們唱出,希望我們都是這樣,心口如一來生活
[00:33:56.280 --> 00:34:01.280]  有一個反新聖的問題要問大家
[00:34:01.280 --> 00:34:15.280]  今天,假如耶穌出現在你面前,祂的衣著和服飾舉止而用,會是怎樣?
[00:34:15.280 --> 00:34:30.280]  這個門徒認不出耶穌,因為他沒有想過耶穌活著,但如果耶穌活著在我們生命當中,我們說見到耶穌,耶穌會是怎樣?
[00:34:30.280 --> 00:34:55.280]  假如你見到耶穌,祂給你問的問題,門徒的問題就是耶穌去了哪裡?如果你有機會遇見復活的耶穌,你又會問些什麼?
[00:34:55.280 --> 00:35:11.280]  假如這個世界不似我們預期,但我們是否仍然抱有希望,仍然相信?
[00:35:11.280 --> 00:35:26.280]  很多人用腳來走路,用腳來表態,我們留下的這一群,是因為我們走不掉,不能走?
[00:35:26.280 --> 00:35:47.280]  還是我們真心實意留下,為見證,堅守崗位,宣認我們的信仰?
[00:35:47.280 --> 00:35:55.280]  這是我們的選擇,是我們的回應
[00:35:55.280 --> 00:36:14.280]  盼望我們都在我們生活裡面,我們來遇見耶穌,讓我們的生命都活出所信,我們同心來祈禱
[00:36:14.280 --> 00:36:34.280]  我們的主,我們的神,今天在你面前等候,讓這兩個門徒與耶穌相遇的經歷,再一次作為反照,提醒我們,讓我們審視我們的信仰和生活
[00:36:34.280 --> 00:36:46.280]  每樣昔日門徒與耶穌相遇的經歷都提醒,照亮我們,讓我們在生命裡面,我們遇見主
[00:36:46.280 --> 00:37:00.280]  縱然有很多困難和挑戰,縱然有很多未知,但仍然我們來確信,耶穌活在我們今天當中,活在我們生命裡面
[00:37:00.280 --> 00:37:04.000]  我们祈祷奈奉耶稣基督圣命祈求
[00:37:04.000 --> 00:37:05.000]  阿婆
