
[00:00:00.000 --> 00:00:07.800]  過去這兩個星期和大家分享了一個港獨的系列 神的總管
[00:03:55.180 --> 00:03:57.660]  當然想 但找不到沒有
[00:03:57.660 --> 00:04:00.860]  所以就著就著 你也要信一點
[00:04:00.860 --> 00:04:02.780]  人就是這麼一個問題
[00:04:02.780 --> 00:04:06.380]  但是神要求我們去相信他的時候
[00:04:06.380 --> 00:04:08.060]  就不可以at some level
[00:04:08.060 --> 00:04:09.900]  就不可以90%
[00:04:09.900 --> 00:04:13.100]  神要求每一個屬乎他的人相信他的時候
[00:04:13.100 --> 00:04:17.820]  是要100%完全地去信任
[00:04:17.820 --> 00:04:21.580]  那你做到那個地步了嗎
[00:04:21.580 --> 00:04:23.340]  我都還沒有
[00:04:23.340 --> 00:04:25.260]  但是不要緊
[00:04:25.260 --> 00:04:27.500]  我們可以學
[00:04:27.500 --> 00:04:30.380]  有一位著名的牧師叫做Reverend John Maxwell
[00:04:30.380 --> 00:04:31.500]  他寫了很多書
[00:04:31.500 --> 00:04:34.860]  他的書不單單在基督教圈子很popular
[00:04:34.860 --> 00:04:37.100]  他在New York Times那些
[00:04:37.100 --> 00:04:41.340]  Bestseller裡面Always是其中的一個作者
[00:04:41.340 --> 00:04:44.220]  他的書在Secular world裡面
[00:04:44.220 --> 00:04:45.820]  特別是在leadership方面
[00:04:45.820 --> 00:04:48.380]  是相當popular的一個作者
[00:04:48.380 --> 00:04:49.580]  他寫了很多書
[00:04:49.580 --> 00:04:56.540]  他牧羊教會的時候曾經developed叫做Trust Test
[00:04:56.540 --> 00:04:58.140]  一個信任的測試
[00:04:58.140 --> 00:05:00.380]  他講了五樣東西
[00:05:00.380 --> 00:05:02.140]  如何測試我們的信心
[00:05:02.140 --> 00:05:06.060]  如何能夠去build up我們對神那種信任
[00:05:06.060 --> 00:05:09.420]  有些可以handle給我們
[00:05:09.420 --> 00:05:11.580]  他提出了五樣東西
[00:05:11.580 --> 00:05:14.300]  就是Trust
[00:05:14.300 --> 00:05:15.980]  第一是take an inventory
[00:05:15.980 --> 00:05:19.100]  看看你自己有多信任神
[00:05:19.100 --> 00:05:23.740]  R是recognize God as your source
[00:05:23.740 --> 00:05:27.820]  肯定神是萬有之源
[00:05:27.820 --> 00:05:29.340]  然後U是understand
[00:05:29.340 --> 00:05:31.020]  understand God's principles
[00:05:31.020 --> 00:05:34.620]  要明瞭神捐獻上面的原則
[00:05:34.620 --> 00:05:36.940]  surrender everything to God
[00:05:36.940 --> 00:05:39.980]  獻出所有任神去使用
[00:05:39.980 --> 00:05:42.940]  然後最後是test God's promises
[00:05:42.940 --> 00:05:47.420]  去測驗神所賜的應許
[00:05:47.420 --> 00:05:49.180]  今天我們先講一半
[00:05:49.180 --> 00:05:50.460]  講開頭那三樣
[00:05:50.460 --> 00:05:51.420]  TRU
[00:05:51.420 --> 00:05:52.860]  take an inventory
[00:05:52.860 --> 00:05:55.340]  recognize God as your source
[00:05:55.340 --> 00:05:58.620]  and understand God's principles
[00:05:58.620 --> 00:06:03.100]  首先John Maxwell告訴我們
[00:06:03.100 --> 00:06:05.420]  首先第一樣東西我們要問問自己
[00:06:05.420 --> 00:06:06.540]  我們說相信神
[00:06:06.540 --> 00:06:07.500]  我們說信任神
[00:06:07.500 --> 00:06:11.020]  到底自己有多信任神
[00:06:11.020 --> 00:06:13.500]  我們有多信任神呢
[00:06:13.500 --> 00:06:14.460]  過去兩個禮拜
[00:06:14.460 --> 00:06:15.900]  應該是上個禮拜
[00:06:15.900 --> 00:06:18.540]  我和大家在結束的時候讀了兩隻聖經
[00:06:18.540 --> 00:06:19.980]  不知道德經記得嗎
[00:06:19.980 --> 00:06:22.380]  應該是不記得了
[00:06:22.380 --> 00:06:24.700]  《針研》三章五到六節
[00:06:24.700 --> 00:06:25.420]  是很熟悉的
[00:06:25.420 --> 00:06:27.740]  一提出就記得
[00:06:27.740 --> 00:06:29.180]  因為before你聽到
[00:06:29.180 --> 00:06:31.180]  可能你已經識背這兩隻聖經
[00:06:31.180 --> 00:06:34.060]  但你未定 如果你是基督徒的話
[00:06:34.060 --> 00:06:36.300]  這兩隻聖經講什麼
[00:06:36.300 --> 00:06:37.500]  我們再看一看
[00:06:37.500 --> 00:06:41.340]  聖經說你要專心養育耶和華
[00:06:41.340 --> 00:06:43.980]  不可以靠自己的聰明
[00:06:43.980 --> 00:06:46.060]  無論做什麼事
[00:06:46.060 --> 00:06:48.620]  都要以上主的旨意為依歸
[00:06:48.620 --> 00:06:54.700]  祂就會指示你走一條正路
[00:06:54.700 --> 00:06:56.060]  如果大家知道的話
[00:06:56.060 --> 00:06:58.780]  這個《針研》第三章是誰寫的呢
[00:06:58.780 --> 00:07:00.300]  是所羅門王寫的
[00:07:00.300 --> 00:07:04.140]  所羅門王是有錢的
[00:07:04.140 --> 00:07:07.100]  是全世界最有智慧的人
[00:07:07.100 --> 00:07:09.260]  這個詩篇這個《針研》
[00:07:09.260 --> 00:07:11.180]  是在祂晚年的時間
[00:07:11.180 --> 00:07:14.380]  九曆人生幾十年裡面
[00:07:14.380 --> 00:07:17.980]  看完世情的冷暖人生各種變化
[00:07:17.980 --> 00:07:19.980]  然後到晚年的時間
[00:07:19.980 --> 00:07:22.460]  寫給祂的子女
[00:07:22.460 --> 00:07:23.980]  作為一個父親
[00:07:23.980 --> 00:07:25.980]  教導祂的子女
[00:07:25.980 --> 00:07:28.540]  要專心養育耶和華
[00:07:28.540 --> 00:07:30.540]  不可以靠自己的聰明
[00:07:30.540 --> 00:07:33.100]  所羅門王經歷這麼多的事情
[00:07:33.100 --> 00:07:35.100]  都竟然這樣教導我們
[00:07:35.100 --> 00:07:38.300]  所以我們要留心聽 要留心學
[00:07:38.300 --> 00:07:39.820]  在這兩部聖經裡面來說
[00:07:39.820 --> 00:07:42.140]  其實有幾個真理我們需要掌握
[00:07:42.140 --> 00:07:46.140]  第一 為什麼所羅門王會這樣教導我們呢
[00:07:46.140 --> 00:07:50.300]  因為只有神才能夠完全知道
[00:07:50.300 --> 00:07:52.860]  有關於你一切的事情
[00:07:52.860 --> 00:07:54.540]  無論是你過去的事
[00:07:54.540 --> 00:07:56.860]  現今的事 或者將來的事
[00:07:56.860 --> 00:07:58.540]  只有神是完全知道的
[00:07:58.540 --> 00:08:00.540]  因為祂是神
[00:08:00.540 --> 00:08:02.060]  如果是這樣的時候
[00:08:02.060 --> 00:08:04.780]  我們應該專心的去養育祂
[00:08:04.780 --> 00:08:06.780]  完全的去信任祂
[00:08:06.780 --> 00:08:11.260]  第二 只有神能夠指示我們走正路
[00:08:11.260 --> 00:08:13.260]  因為祂是神
[00:08:13.260 --> 00:08:15.260]  祂是絕對的標準
[00:08:15.260 --> 00:08:17.260]  唯有祂才知道什麼是對 什麼是錯
[00:08:17.260 --> 00:08:19.260]  什麼是好 什麼是不好
[00:08:19.260 --> 00:08:21.260]  不是你感覺 不是你覺得
[00:08:21.260 --> 00:08:24.380]  不是你知道 不是你的理智去分析
[00:08:24.380 --> 00:08:26.380]  必須要養育神
[00:08:26.380 --> 00:08:28.380]  只要我們走一條正路
[00:08:28.380 --> 00:08:32.380]  只有神能夠指示我們這樣做
[00:08:32.380 --> 00:08:34.380]  在這部聖經裡面來說
[00:08:34.380 --> 00:08:36.380]  還有一樣東西很重要
[00:08:36.380 --> 00:08:38.380]  如果我們學習了信任神的話
[00:08:38.380 --> 00:08:40.380]  怎麼開始呢
[00:08:40.380 --> 00:08:42.380]  從你自己開始
[00:08:42.380 --> 00:08:44.380]  你看這兩部聖經裡面來說
[00:08:44.380 --> 00:08:46.380]  其實你要專心養育耶和華
[00:08:46.380 --> 00:08:48.380]  如果看和合本的話
[00:08:48.380 --> 00:08:50.380]  在你一切所行的事上
[00:08:50.380 --> 00:08:52.380]  都要認定祂
[00:08:52.380 --> 00:08:54.380]  無論你做什麼 你都要跟隨耶穌基督
[00:08:54.380 --> 00:08:56.380]  所以很明顯你會發覺
[00:08:56.380 --> 00:08:58.380]  這兩部聖經
[00:08:58.380 --> 00:09:00.380]  當所羅門王提出來
[00:09:00.380 --> 00:09:02.380]  教導他的子女的時候
[00:09:02.380 --> 00:09:04.380]  說你們要開始做這件事
[00:09:04.380 --> 00:09:06.380]  你要學習養育神 信靠神
[00:09:06.380 --> 00:09:10.380]  如果我們從來沒有嘗試過
[00:09:10.380 --> 00:09:12.380]  去信賴神
[00:09:12.380 --> 00:09:16.380]  不知道在座有沒有舞蹈的朋友
[00:09:16.380 --> 00:09:18.380]  你聽了道理一段時間
[00:09:18.380 --> 00:09:20.380]  信耶穌 信耶穌
[00:09:20.380 --> 00:09:22.380]  你有沒有試過去相信神
[00:09:24.380 --> 00:09:26.380]  如果你從來沒有嘗試過去相信神的話
[00:09:26.380 --> 00:09:28.380]  我想告訴你
[00:09:28.380 --> 00:09:30.380]  你是永遠沒有辦法知道
[00:09:30.380 --> 00:09:32.380]  神是否值得你去信任
[00:09:32.380 --> 00:09:34.380]  因為你不會信祂
[00:09:34.380 --> 00:09:36.380]  你不會試
[00:09:36.380 --> 00:09:38.380]  你必須要試過才知道
[00:09:38.380 --> 00:09:40.380]  海明威
[00:09:40.380 --> 00:09:42.380]  大家很熟悉這個人
[00:09:42.380 --> 00:09:44.380]  大文豪Ernest Hemingway
[00:09:44.380 --> 00:09:46.380]  他曾經這樣說
[00:09:46.380 --> 00:09:48.380]  The best way to find out if you can trust somebody
[00:09:48.380 --> 00:09:50.380]  is to trust them
[00:09:50.380 --> 00:09:52.380]  最好的方法
[00:09:52.380 --> 00:09:54.380]  你希望知道
[00:09:54.380 --> 00:09:56.380]  能不能信任這個人的話
[00:09:56.380 --> 00:09:58.380]  最好的方法是什麼
[00:09:58.380 --> 00:10:00.380]  就是去信任他們
[00:10:00.380 --> 00:10:02.380]  You have to have the first step
[00:10:02.380 --> 00:10:04.380]  第一步
[00:10:04.380 --> 00:10:06.380]  學習將一切的東西
[00:10:06.380 --> 00:10:08.380]  交給天父上帝
[00:10:08.380 --> 00:10:10.380]  我們必須嘗試將所有的事
[00:10:10.380 --> 00:10:12.380]  包括我們的婚姻
[00:10:12.380 --> 00:10:14.380]  我們的家庭 我們的工作
[00:10:14.380 --> 00:10:16.380]  我們的衣服 我們的食物
[00:10:16.380 --> 00:10:18.380]  我們的車
[00:10:18.380 --> 00:10:20.380]  我們同事和家人之間的關係
[00:10:20.380 --> 00:10:22.380]  教會的服侍
[00:10:22.380 --> 00:10:24.380]  Everything
[00:10:24.380 --> 00:10:26.380]  學習將每一樣東西
[00:10:26.380 --> 00:10:28.380]  交託給神
[00:10:28.380 --> 00:10:30.380]  萬事好像所羅門所說的
[00:10:30.380 --> 00:10:32.380]  以上主的旨意為依歸
[00:10:32.380 --> 00:10:34.380]  祂就會指示你
[00:10:34.380 --> 00:10:36.380]  走一條正路
[00:10:36.380 --> 00:10:38.380]  這條正路是一條蒙福的路
[00:10:38.380 --> 00:10:40.380]  這條正路是讓我們能夠
[00:10:40.380 --> 00:10:44.380]  享受成功的一條路
[00:10:44.380 --> 00:10:46.380]  因為聖經裡面說得很清楚
[00:10:46.380 --> 00:10:48.380]  人雖有軟弱
[00:10:48.380 --> 00:10:50.380]  人縱然會失信
[00:10:50.380 --> 00:10:52.380]  但是神仍然是可信的
[00:10:52.380 --> 00:10:56.380]  因為神並不能違背他自己
[00:10:56.380 --> 00:11:00.380]  所以我們大家都是相信神的
[00:11:00.380 --> 00:11:02.380]  我相信這個房間裡面
[00:11:02.380 --> 00:11:04.380]  絕大部分的人都已經信得住
[00:11:04.380 --> 00:11:06.380]  我們都相信神
[00:11:06.380 --> 00:11:08.380]  第一個測試你要問自己
[00:11:08.380 --> 00:11:10.380]  我不知道怎樣去測量
[00:11:10.380 --> 00:11:12.380]  不過你要問自己
[00:11:12.380 --> 00:11:14.380]  到底你有多信任神
[00:11:16.380 --> 00:11:18.380]  這個太抽象了
[00:11:18.380 --> 00:11:20.380]  問另一個問題
[00:11:20.380 --> 00:11:22.380]  你有沒有哪些東西
[00:11:22.380 --> 00:11:24.380]  在你現時的人生當中
[00:11:24.380 --> 00:11:26.380]  你發覺你還不可以
[00:11:26.380 --> 00:11:28.380]  信得過神
[00:11:28.380 --> 00:11:30.380]  還未能夠完全交託給神
[00:11:30.380 --> 00:11:32.380]  有沒有呢
[00:11:32.380 --> 00:11:34.380]  有些什麼你仍然信不過神
[00:11:34.380 --> 00:11:36.380]  不肯交在神的手中
[00:11:36.380 --> 00:11:38.380]  仍然自己拿著不肯放
[00:11:38.380 --> 00:11:40.380]  拿著想方法去解決
[00:11:40.380 --> 00:11:42.380]  有沒有
[00:11:42.380 --> 00:11:44.380]  我再問你一個問題
[00:11:44.380 --> 00:11:46.380]  你現在有沒有什麼憂慮
[00:11:46.380 --> 00:11:48.380]  有沒有什麼沒有憂慮的
[00:11:48.380 --> 00:11:50.380]  一無掛慮
[00:11:50.380 --> 00:11:52.380]  有沒有呢
[00:11:52.380 --> 00:11:54.380]  有沒有一些東西仍然在擔心
[00:11:54.380 --> 00:11:56.380]  在煩惱
[00:11:56.380 --> 00:11:58.380]  因為你看不透前景
[00:11:58.380 --> 00:12:00.380]  你不知道怎樣算好
[00:12:00.380 --> 00:12:02.380]  但你又信不過神
[00:12:02.380 --> 00:12:04.380]  於是你憂慮你擔心
[00:12:04.380 --> 00:12:06.380]  有沒有
[00:12:06.380 --> 00:12:08.380]  通常我們講完道之後
[00:12:08.380 --> 00:12:10.380]  大家拿回應卡出來
[00:12:10.380 --> 00:12:12.380]  然後寫回應
[00:12:12.380 --> 00:12:14.380]  有沒有人沒有筆請你舉手
[00:12:14.380 --> 00:12:16.380]  回應卡代套卡有沒有
[00:12:16.380 --> 00:12:18.380]  有沒有人沒有秩序表
[00:12:18.380 --> 00:12:20.380]  有的話
[00:12:20.380 --> 00:12:22.380]  應該裡面有
[00:12:22.380 --> 00:12:24.380]  可不可以將你的回應卡或者代套卡拿出來
[00:12:24.380 --> 00:12:26.380]  可以嗎
[00:12:26.380 --> 00:12:28.380]  Everyone in this room
[00:12:28.380 --> 00:12:30.380]  沒有筆請你舉手
[00:12:30.380 --> 00:12:32.380]  因為我想給你一點時間
[00:12:32.380 --> 00:12:34.380]  將你的憂慮寫下
[00:12:34.380 --> 00:12:36.380]  將你信不過神的東西
[00:12:36.380 --> 00:12:38.380]  你原來拿著不可以的
[00:12:38.380 --> 00:12:40.380]  是不是真的可以
[00:12:42.380 --> 00:12:44.380]  寫下來
[00:12:44.380 --> 00:12:46.380]  我們為你祈禱
[00:12:46.380 --> 00:12:48.380]  可不可以
[00:12:48.380 --> 00:12:50.380]  我給大家三十秒鐘
[00:12:50.380 --> 00:12:54.380]  有沒有
[00:12:54.380 --> 00:12:56.380]  不需要詳細想
[00:12:56.380 --> 00:12:58.380]  因為那些東西我一講你已經出疑
[00:12:58.380 --> 00:13:00.380]  你不需要好好思考
[00:13:00.380 --> 00:13:02.380]  有什麼在煩惱你
[00:13:02.380 --> 00:13:04.380]  有什麼令你很煩惱
[00:13:04.380 --> 00:13:06.380]  你不能交給神
[00:13:06.380 --> 00:13:08.380]  有什麼你信不過
[00:13:08.380 --> 00:13:10.380]  有沒有
[00:13:10.380 --> 00:13:12.380]  我不是叫你作文
[00:13:12.380 --> 00:13:14.380]  不過寫下那些Points
[00:13:14.380 --> 00:13:16.380]  那些是什麼
[00:13:16.380 --> 00:13:18.380]  Write it down
[00:13:18.380 --> 00:13:20.380]  現在就寫下
[00:13:20.380 --> 00:13:22.380]  你會怎麼聽到
[00:13:22.380 --> 00:13:24.380]  不可以只坐著聽
[00:13:24.380 --> 00:13:26.380]  我希望你的心在這裡
[00:13:26.380 --> 00:13:28.380]  你的腦在這裡
[00:13:28.380 --> 00:13:30.380]  我希望你預備好
[00:13:30.380 --> 00:13:32.380]  要回應
[00:13:32.380 --> 00:13:34.380]  無論是神跟你講
[00:13:34.380 --> 00:13:36.380]  透過聖經
[00:13:36.380 --> 00:13:38.380]  透過牧師的俠
[00:13:38.380 --> 00:13:40.380]  將你聽到的
[00:13:40.380 --> 00:13:42.380]  將你能夠明白的
[00:13:42.380 --> 00:13:44.380]  寫下來好不好
[00:13:44.380 --> 00:13:48.380]  我們一起祈禱
[00:13:48.380 --> 00:13:52.380]  天主上帝
[00:13:52.380 --> 00:13:54.380]  你知道弟兄姊妹朋友們
[00:13:54.380 --> 00:13:56.380]  寫在他們的回應卡
[00:13:56.380 --> 00:13:58.380]  寫在他們的代禱卡上
[00:13:58.380 --> 00:14:00.380]  是什麼
[00:14:00.380 --> 00:14:02.380]  他們很Honest
[00:14:02.380 --> 00:14:06.380]  將他們自己的憂慮
[00:14:06.380 --> 00:14:08.380]  將他們自己的煩惱
[00:14:08.380 --> 00:14:10.380]  將他們那些覺得
[00:14:10.380 --> 00:14:12.380]  不可以完全放下
[00:14:12.380 --> 00:14:14.380]  給你的事情都寫下來
[00:14:14.380 --> 00:14:16.380]  我祈求你在這個時間
[00:14:16.380 --> 00:14:18.380]  天父啊
[00:14:18.380 --> 00:14:20.380]  你的靈在他們的心中
[00:14:20.380 --> 00:14:22.380]  讓他們知道
[00:14:22.380 --> 00:14:24.380]  你是值得我們
[00:14:24.380 --> 00:14:26.380]  完全的信賴的
[00:14:26.380 --> 00:14:28.380]  因為你是創造
[00:14:28.380 --> 00:14:30.380]  宇宙萬物的主宰
[00:14:30.380 --> 00:14:32.380]  萬有都在
[00:14:32.380 --> 00:14:34.380]  基督耶穌的掌握當中
[00:14:34.380 --> 00:14:36.380]  既然是這樣
[00:14:36.380 --> 00:14:38.380]  有什麼我們不能交託給你呢
[00:14:38.380 --> 00:14:42.380]  幫助你
[00:14:42.380 --> 00:14:44.380]  幫助我們
[00:14:44.380 --> 00:14:46.380]  能夠因為將萬事交託在你手中的時候
[00:14:46.380 --> 00:14:48.380]  我們的心靈
[00:14:48.380 --> 00:14:50.380]  就感到輕散
[00:14:50.380 --> 00:14:52.380]  我們就能夠擁有
[00:14:52.380 --> 00:14:54.380]  來自你那裡的平安
[00:14:54.380 --> 00:14:56.380]  天主上帝無論這些弟兄姊妹朋友們
[00:14:56.380 --> 00:14:58.380]  寫下的是什麼
[00:14:58.380 --> 00:15:00.380]  我們知道
[00:15:00.380 --> 00:15:02.380]  你已經知道
[00:15:02.380 --> 00:15:04.380]  祈求你按照
[00:15:04.380 --> 00:15:06.380]  你自己的美意
[00:15:06.380 --> 00:15:08.380]  去幫助他們
[00:15:08.380 --> 00:15:10.380]  聽我們的祈禱
[00:15:10.380 --> 00:15:12.380]  奉耶穌基督的聖名
[00:15:12.380 --> 00:15:14.380]  Amen
[00:15:14.380 --> 00:15:18.380]  第二個R是什麼呢
[00:15:18.380 --> 00:15:20.380]  T是Trust
[00:15:20.380 --> 00:15:22.380]  Test
[00:15:22.380 --> 00:15:24.380]  第二個是什麼呢
[00:15:24.380 --> 00:15:26.380]  是要Recognize
[00:15:26.380 --> 00:15:28.380]  Recognize什麼呢
[00:15:28.380 --> 00:15:30.380]  要肯定神是萬物之源
[00:15:32.380 --> 00:15:34.380]  很多時候我們不能夠完全信任神
[00:15:34.380 --> 00:15:36.380]  我相信這是現實
[00:15:36.380 --> 00:15:38.380]  因為我們對神的認識
[00:15:38.380 --> 00:15:40.380]  是在我們的頭腦上
[00:15:40.380 --> 00:15:42.380]  在知識上
[00:15:42.380 --> 00:15:44.380]  多於我們實際的經驗
[00:15:44.380 --> 00:15:46.380]  多於我們實際的經驗
[00:15:46.380 --> 00:15:48.380]  多於我們實際的經驗
[00:15:48.380 --> 00:15:50.380]  但是聖經裡面怎麼說呢
[00:15:50.380 --> 00:15:52.380]  聖經說耶穌基督的時候
[00:15:52.380 --> 00:15:54.380]  在哥羅西書第一章
[00:15:54.380 --> 00:15:56.380]  輪到基督是宇宙萬有的創造主
[00:15:56.380 --> 00:15:58.380]  輪到基督是宇宙萬有的創造主
[00:15:58.380 --> 00:16:00.380]  無論是天上的地下的有形的
[00:16:00.380 --> 00:16:02.380]  在位的統治的
[00:16:02.380 --> 00:16:04.380]  執政的掌權的
[00:16:04.380 --> 00:16:06.380]  一切都是
[00:16:06.380 --> 00:16:08.380]  上帝藉著他創造的
[00:16:08.380 --> 00:16:10.380]  我想大家留意的就是
[00:16:10.380 --> 00:16:12.380]  原來神所創造的
[00:16:12.380 --> 00:16:14.380]  透過耶穌所創造的
[00:16:14.380 --> 00:16:16.380]  不單單是我們物質世界
[00:16:16.380 --> 00:16:18.380]  包括了權並人際間的關係
[00:16:18.380 --> 00:16:20.380]  包括了權並人際間的關係
[00:16:20.380 --> 00:16:22.380]  聖經說
[00:16:22.380 --> 00:16:24.380]  一切都是上帝
[00:16:24.380 --> 00:16:26.380]  藉著耶穌創造
[00:16:26.380 --> 00:16:28.380]  也是為了他而做
[00:16:28.380 --> 00:16:30.380]  他先於宇宙萬有
[00:16:30.380 --> 00:16:32.380]  他先於宇宙萬有
[00:16:32.380 --> 00:16:34.380]  並且一切都要靠他來維繫
[00:16:34.380 --> 00:16:36.380]  並且一切都要靠他來維繫
[00:16:36.380 --> 00:16:38.380]  我們相信神
[00:16:38.380 --> 00:16:40.380]  藉著耶穌創造萬有
[00:16:40.380 --> 00:16:42.380]  聖經是這麼說的
[00:16:42.380 --> 00:16:44.380]  我們相信神仍然掌管著
[00:16:44.380 --> 00:16:46.380]  我們相信神仍然掌管著
[00:16:46.380 --> 00:16:48.380]  他所創造的世界
[00:16:48.380 --> 00:16:50.380]  但我們信不信得過
[00:16:50.380 --> 00:16:52.380]  他真是這樣呢
[00:16:52.380 --> 00:16:54.380]  我們信不信得過
[00:16:54.380 --> 00:16:56.380]  神透過耶穌基督
[00:16:56.380 --> 00:16:58.380]  真的可以掌管人的心
[00:16:58.380 --> 00:17:00.380]  神是否真的可以
[00:17:00.380 --> 00:17:02.380]  我們信得過他
[00:17:02.380 --> 00:17:04.380]  可以操控我們的環境
[00:17:04.380 --> 00:17:06.380]  我們是否能完全信任
[00:17:06.380 --> 00:17:08.380]  神真的可以
[00:17:08.380 --> 00:17:10.380]  從不可能變成可能
[00:17:10.380 --> 00:17:12.380]  可以從無變有
[00:17:12.380 --> 00:17:14.380]  我們是否真的對神有這樣的信心
