
[00:00:00.000 --> 00:00:02.840]  今天很感謝神 也感謝李牧師
[00:02:31.320 --> 00:02:35.440]  特別是我自己 我有很多事情是不知道的
[00:02:35.440 --> 00:02:37.840]  也學不完 那怎麼辦呢
[00:02:37.840 --> 00:02:39.880]  那就要繼續努力去學
[00:02:39.880 --> 00:02:41.440]  繼續去問人
[00:02:41.440 --> 00:02:43.320]  有時候眼睛看不完那麼多東西
[00:02:43.320 --> 00:02:46.440]  眼睛累了 眼睛痛 眼睛乾了
[00:02:46.440 --> 00:02:49.280]  不懂就用嘴巴去問人
[00:02:49.280 --> 00:02:50.760]  不似下文
[00:02:50.760 --> 00:02:53.600]  就算是你的孫女孫子
[00:02:53.600 --> 00:02:55.120]  你不懂就去問
[00:02:55.120 --> 00:02:56.840]  因為他們真的比你厲害
[00:02:56.840 --> 00:03:01.000]  因為他們讀的是那方面的東西
[00:03:01.000 --> 00:03:04.960]  我自己承認我是自知仍無知的
[00:03:04.960 --> 00:03:07.880]  因為知道自己很多東西是不懂的
[00:03:07.880 --> 00:03:10.720]  第二種 原無知
[00:03:10.720 --> 00:03:15.440]  就是不知道其無知 是盲點
[00:03:15.440 --> 00:03:19.320]  處於不知道自己不知道的狀態
[00:03:19.320 --> 00:03:24.680]  因為根本沒有意識到知識盲區的存在
[00:03:24.680 --> 00:03:30.200]  所以連尋求解答或者學習的機會都沒有
[00:03:30.200 --> 00:03:32.920]  有人覺得他自己不懂
[00:03:32.920 --> 00:03:35.520]  有人覺得他自己很懂
[00:03:35.520 --> 00:03:36.720]  就算我不懂
[00:03:36.720 --> 00:03:38.680]  不要緊 現在還厲害
[00:03:38.680 --> 00:03:40.200]  AI幫我
[00:03:40.200 --> 00:03:42.520]  其實AI是誰呢
[00:03:42.520 --> 00:03:44.440]  聽誰說的 他有他的AI
[00:03:44.440 --> 00:03:46.720]  聽誰說的 他有他的AI
[00:03:46.720 --> 00:03:48.840]  有的給多點錢請AI
[00:03:48.840 --> 00:03:51.240]  有的沒錢請免費的AI
[00:03:51.240 --> 00:03:56.000]  現在搞到個個都有AI在幫你
[00:03:56.000 --> 00:03:57.840]  但是他不知道自己
[00:03:57.840 --> 00:04:01.680]  某些東西是有盲點盲區的
[00:04:01.680 --> 00:04:03.480]  以為自己甚麼都懂
[00:04:03.480 --> 00:04:06.920]  所以他就不需要去努力尋求答案
[00:04:06.920 --> 00:04:08.200]  現在我們真是
[00:04:08.200 --> 00:04:11.000]  我想我們不止寫字不懂
[00:04:11.000 --> 00:04:12.360]  大家記不記得
[00:04:12.360 --> 00:04:14.480]  因為我們不用寫的 要說的
[00:04:14.480 --> 00:04:17.600]  在你的手機裏說甚麼他就打甚麼出來
[00:04:17.600 --> 00:04:18.600]  當然要整理一下
[00:04:18.600 --> 00:04:20.680]  不然收到那個人就笑死他了
[00:04:20.680 --> 00:04:23.080]  因為那些字都不對
[00:04:23.080 --> 00:04:24.760]  要猜一猜的
[00:04:24.760 --> 00:04:30.800]  也有人真的不用去學習
[00:04:30.800 --> 00:04:33.000]  覺得不要緊 我不懂不要緊
[00:04:33.000 --> 00:04:35.880]  我到時按進去有人幫我
[00:04:35.880 --> 00:04:43.920]  第三種很偏見又很執著型的無知
[00:04:43.920 --> 00:04:46.200]  深信自己知道
[00:04:46.200 --> 00:04:49.760]  對自己不了解的領域堅信不移
[00:04:49.760 --> 00:04:54.440]  而且抱持的觀點通常是錯誤的
[00:04:54.440 --> 00:04:57.680]  這種無知往往伴隨著甚麼呢
[00:04:57.680 --> 00:05:00.920]  傲慢和固執
[00:05:00.920 --> 00:05:04.280]  有時候我們聽一些人說話
[00:05:04.280 --> 00:05:07.320]  他真的好像是專家
[00:05:07.320 --> 00:05:11.080]  他有一套很偉大的理論
[00:05:11.080 --> 00:05:15.200]  他都很深信他的理論是對的
[00:05:15.200 --> 00:05:17.440]  其他人是不對的
[00:05:17.440 --> 00:05:22.080]  他就會持守著
[00:05:22.080 --> 00:05:24.160]  這種是一種驕傲
[00:05:24.160 --> 00:05:27.120]  是一種固執
[00:05:27.120 --> 00:05:32.400]  很可能某一個人用很多時間去研究一些東西
[00:05:32.400 --> 00:05:34.560]  去默想一些東西
[00:05:34.560 --> 00:05:36.560]  去理會一些東西
[00:05:36.560 --> 00:05:40.880]  是真的投入了很多努力
[00:05:40.880 --> 00:05:43.560]  但是有時走偏了
[00:05:43.560 --> 00:05:45.200]  走去極端
[00:05:45.200 --> 00:05:48.400]  令自己不知不覺
[00:05:48.400 --> 00:05:51.240]  一說就是自己那套東西
[00:05:51.240 --> 00:05:53.400]  而且一說就是我最適合
[00:05:53.400 --> 00:05:57.680]  你是有問題 你要學 你要改
[00:05:57.680 --> 00:06:01.160]  你是哪一種人呢
[00:06:01.160 --> 00:06:05.360]  你是第一種 第二種 第三種
[00:06:05.360 --> 00:06:10.480]  還是有時我們都是這三種人的人
[00:06:10.480 --> 00:06:13.600]  有時是這樣 有時是這樣
[00:06:13.600 --> 00:06:17.680]  有人說知少少就扮代表
[00:06:17.680 --> 00:06:19.280]  就是這樣 現在這個時代
[00:06:19.280 --> 00:06:20.520]  很多時我們看到一些東西
[00:06:20.520 --> 00:06:22.800]  以為是你一個人知才知道
[00:06:22.800 --> 00:06:24.400]  就扮代表去教人
[00:06:24.400 --> 00:06:27.120]  其實有些人說我去年都知了
[00:06:27.120 --> 00:06:29.000]  你現在才告訴我
[00:06:29.000 --> 00:06:32.080]  所以告訴我們是不能驕傲的
[00:06:32.080 --> 00:06:35.520]  聖經裏面提到無知有什麼呢
[00:06:35.520 --> 00:06:36.880]  我今天講不完不要緊
[00:06:36.880 --> 00:06:41.480]  還有下個月的 如果神的恩典
[00:06:41.480 --> 00:06:43.240]  所以大家不用急
[00:06:43.240 --> 00:06:44.280]  我都想不急
[00:06:44.280 --> 00:06:48.320]  因為急好像水過鴨背
[00:06:48.320 --> 00:06:53.720]  第一個從聖經看幾個無知的事例
[00:06:53.720 --> 00:06:57.960]  第一個是無知的雷和馬
[00:06:57.960 --> 00:07:01.320]  詩篇三十二篇第八第九節
[00:07:01.320 --> 00:07:03.880]  大家一齊來讀一下 好不好
[00:07:03.880 --> 00:07:05.520]  一二三
[00:07:05.520 --> 00:07:10.560]  我要教導你 指示你當行的路
[00:07:10.560 --> 00:07:15.520]  我要定徵在你身上 勸誡你
[00:07:15.520 --> 00:07:20.080]  你不可像那無知的雷馬
[00:07:20.080 --> 00:07:24.960]  必用爵橫 臂頭勒住他
[00:07:24.960 --> 00:07:28.440]  不言就不能馴服
[00:07:28.440 --> 00:07:32.880]  這兩節聖經在詩篇三十二篇出現
[00:07:32.880 --> 00:07:36.480]  三十二篇其實是一篇認罪篇
[00:07:36.480 --> 00:07:37.480]  第一句就已經說
[00:07:37.480 --> 00:07:40.240]  得赦免其過 遮蓋其罪的
[00:07:40.240 --> 00:07:42.480]  這人是有福的
[00:07:42.480 --> 00:07:44.840]  英文就是Blessed
[00:07:44.840 --> 00:07:47.080]  Blessed是什麼來祝福
[00:07:47.080 --> 00:07:49.960]  就是那些做錯了又肯認錯
[00:07:49.960 --> 00:07:53.840]  又得到饒恕得到赦免的人就有福了
[00:07:53.840 --> 00:07:57.240]  裏面一直說到後面
[00:07:57.240 --> 00:08:02.360]  本來都是作者說他自己做錯 認罪
[00:08:02.360 --> 00:08:05.480]  但來到三十二章第八節
[00:08:05.480 --> 00:08:08.320]  突然變成另一個人說話
[00:08:08.320 --> 00:08:11.040]  我要教導你 指示你當行的路
[00:08:11.040 --> 00:08:14.000]  我要定徵在你身上 勸誡你
[00:08:14.000 --> 00:08:15.280]  又用「你」
[00:08:15.280 --> 00:08:19.200]  你不要像那些無知的雷和馬
[00:08:19.200 --> 00:08:22.280]  這個就是神童的作者說
[00:08:22.280 --> 00:08:24.720]  就是你認罪了 你悔改了
[00:08:24.720 --> 00:08:25.720]  你重新做人了
[00:08:25.720 --> 00:08:27.880]  你走回正路上了
[00:08:27.880 --> 00:08:31.040]  但是我要繼續教導你
[00:08:31.040 --> 00:08:34.400]  我要繼續指示你當行的路
[00:08:34.400 --> 00:08:36.680]  一次走對了
[00:08:36.680 --> 00:08:39.200]  有時也會繼續走 走歪了
[00:08:39.200 --> 00:08:42.440]  因為很多很多事情會引誘你
[00:08:42.440 --> 00:08:43.440]  刺探你
[00:08:43.440 --> 00:08:44.880]  或者有事情會叛倒你
[00:08:44.880 --> 00:08:46.520]  那你就歪了
[00:08:46.520 --> 00:08:47.560]  但是神說
[00:08:47.560 --> 00:08:51.760]  我要定徵在你身上
[00:08:51.760 --> 00:08:53.960]  不是叫你一直挖苦那個人
[00:08:53.960 --> 00:08:56.400]  你知不知道當父母
[00:08:56.400 --> 00:08:59.480]  當孩子學行的時候
[00:08:59.480 --> 00:09:03.440]  眼睛真的不可以離開孩子
[00:09:03.440 --> 00:09:05.160]  定徵在身上
[00:09:05.160 --> 00:09:08.160]  因為他會搖來搖去 很容易跌倒
[00:09:08.160 --> 00:09:10.720]  你看看附近有沒有東西會撞到他
[00:09:10.720 --> 00:09:12.360]  有沒有東西會刺到他
[00:09:12.360 --> 00:09:16.600]  眼睛不停地定徵在那個需要輔助
[00:09:16.600 --> 00:09:19.720]  需要保護的孩子身上
[00:09:19.720 --> 00:09:21.920]  其實神也是我們天父的爸爸
[00:09:21.920 --> 00:09:23.040]  天上的爸爸
[00:09:23.040 --> 00:09:26.320]  他真的不斷地會扶持我們
[00:09:26.320 --> 00:09:29.320]  他會眼睛都不離開我們
[00:09:29.320 --> 00:09:30.640]  所以你不要以為
[00:09:30.640 --> 00:09:33.080]  他看不到 你是看到的
[00:09:33.080 --> 00:09:35.000]  我們做的每一件事
[00:09:35.000 --> 00:09:37.040]  我們遇到的每一個困難
[00:09:37.040 --> 00:09:38.760]  我們每一個心情
[00:09:38.760 --> 00:09:43.480]  是多麼困擾 多麼悲哀 多麼難過
[00:09:43.480 --> 00:09:47.920]  哇 神知道了 看到了
[00:09:47.920 --> 00:09:49.720]  但他就提醒我們
[00:09:49.720 --> 00:09:53.040]  你不要做無知的人
[00:09:53.040 --> 00:09:57.680]  無知的人用雷和馬來做比喻
[00:09:57.680 --> 00:09:59.760]  而且他還說 如果他無知
[00:09:59.760 --> 00:10:02.960]  我們就用雀環 鼻頭勒著他
[00:10:02.960 --> 00:10:06.280]  就好像人家馴服馬
[00:10:06.280 --> 00:10:08.920]  真的要用那些薑
[00:10:08.920 --> 00:10:10.320]  拉著他 又怎樣
[00:10:10.320 --> 00:10:11.880]  他會搖來搖去的
[00:10:11.880 --> 00:10:15.640]  他要拉得很緊 索得很緊
[00:10:15.640 --> 00:10:18.960]  這一點就要告訴我們
[00:10:18.960 --> 00:10:20.520]  我們不要做一個
[00:10:20.520 --> 00:10:24.760]  博弈 放縱 私慾的人
[00:10:24.760 --> 00:10:34.040]  那麼在這張提多書
[00:10:34.040 --> 00:10:36.800]  我們來看一看提多書
[00:10:36.800 --> 00:10:38.200]  大家一起讀 好不好
[00:10:38.200 --> 00:10:39.520]  1 2 3
[00:10:39.520 --> 00:10:42.720]  我們從前也是無知
[00:10:42.720 --> 00:10:49.160]  博弈 受迷惑 服侍各樣私慾和厭惡
[00:10:49.160 --> 00:10:53.800]  常存惡毒 嫉妒的心
[00:10:53.800 --> 00:10:58.600]  是可恨的 又是彼此傷痕
[00:10:58.600 --> 00:11:02.280]  這裡提到 原來怎樣叫做博弈
[00:11:02.280 --> 00:11:04.360]  怎樣叫做放縱私慾呢
[00:11:04.360 --> 00:11:08.360]  而且保羅提醒提摩泰
[00:11:08.360 --> 00:11:11.280]  他說我們每一個人信主之前
[00:11:11.280 --> 00:11:13.600]  悔改之前 做基督徒之前
[00:11:13.600 --> 00:11:15.240]  我們是無知的
[00:11:15.240 --> 00:11:17.240]  我們都是搏弈神的
[00:11:17.240 --> 00:11:19.880]  而且是容易受迷惑的
[00:11:19.880 --> 00:11:21.760]  還有就是一生人服侍什麼呢
[00:11:21.760 --> 00:11:25.400]  各樣的私慾
[00:11:25.400 --> 00:11:27.440]  其實我們每個人都有私慾
[00:11:27.440 --> 00:11:30.280]  有人有食慾
[00:11:30.280 --> 00:11:31.720]  這就是私慾
[00:11:31.720 --> 00:11:33.640]  不停要想吃什麼
[00:11:33.640 --> 00:11:34.840]  哪間最好吃
[00:11:34.840 --> 00:11:35.600]  現在最容易
[00:11:35.600 --> 00:11:36.960]  你按手機就知道
[00:11:36.960 --> 00:11:39.440]  去到羅琳海都有很好吃的東西
[00:11:39.440 --> 00:11:41.680]  你就開車去
[00:11:41.680 --> 00:11:44.360]  還有什麼 睡覺慾
[00:11:44.360 --> 00:11:46.320]  什麼叫躺平呢
[00:11:46.320 --> 00:11:49.440]  很多人 早上上班
[00:11:49.440 --> 00:11:51.920]  回到家 到處躺
[00:11:51.920 --> 00:11:53.800]  真的差不多
[00:11:53.800 --> 00:11:57.040]  就好像我們聖經時代
[00:11:57.040 --> 00:12:00.080]  說到他們吃飯是半躺臥
[00:12:00.080 --> 00:12:03.760]  就好像人家吃日本食物
[00:12:03.760 --> 00:12:06.000]  是坐在那張椅子上
[00:12:06.000 --> 00:12:07.760]  然後躺在那裡
[00:12:07.760 --> 00:12:09.480]  吃著吃著就差不多躺在那裡
[00:12:09.480 --> 00:12:11.560]  看電視就睡了
[00:12:11.560 --> 00:12:13.280]  也有些人
[00:12:13.280 --> 00:12:15.080]  那個慾望就是
[00:12:15.080 --> 00:12:17.160]  要賺多點錢
[00:12:17.160 --> 00:12:20.480]  還有很多人陪他開心
[00:12:20.480 --> 00:12:22.720]  他家裡不能安靜
[00:12:22.720 --> 00:12:23.640]  一天裡面
[00:12:23.640 --> 00:12:25.560]  早午晚都有人陪他
[00:12:25.560 --> 00:12:28.360]  那種燕落
[00:12:28.360 --> 00:12:29.800]  不是奢華燕落
[00:12:29.800 --> 00:12:32.840]  是很想有玩伴
[00:12:32.840 --> 00:12:34.400]  當然也有些私慾
[00:12:34.400 --> 00:12:36.400]  那些慾望是什麼呢
[00:12:36.400 --> 00:12:38.400]  誰對我不好
[00:12:38.400 --> 00:12:40.160]  他就要報仇
[00:12:40.160 --> 00:12:41.160]  誰作弄他
[00:12:41.160 --> 00:12:42.800]  他就作弄他
[00:12:42.800 --> 00:12:45.120]  裡面充滿了一些陰毒
[00:12:45.120 --> 00:12:47.160]  不是惡毒 是陰毒
[00:12:47.160 --> 00:12:49.280]  惡 你還看到那個人惡
[00:12:49.280 --> 00:12:50.880]  陰就看不到
[00:12:50.880 --> 00:12:52.400]  可能他笑著
[00:12:52.400 --> 00:12:55.040]  但裡面有些陰毒
[00:12:55.040 --> 00:12:56.720]  還有嫉妒
[00:12:56.720 --> 00:12:58.480]  就是很妒忌
[00:12:58.480 --> 00:13:00.280]  很恨人
[00:13:00.280 --> 00:13:02.520]  這裡還說彼此相恨
[00:13:02.520 --> 00:13:04.880]  我們未信主之前都是這樣的
[00:13:04.880 --> 00:13:06.720]  那怎麼去解救呢
[00:13:06.720 --> 00:13:08.120]  解救辦法
[00:13:08.120 --> 00:13:11.160]  聖經給了一個解藥給我們
[00:13:11.160 --> 00:13:12.400]  我們看看
[00:13:12.400 --> 00:13:14.160]  彼得前書
[00:13:14.160 --> 00:13:15.440]  一章十四節
[00:13:15.440 --> 00:13:16.920]  一起讀 好不好
[00:13:16.920 --> 00:13:20.760]  你們既作順命的兒女
[00:13:20.760 --> 00:13:23.960]  就不要效法從前
[00:13:23.960 --> 00:13:26.880]  蒙昧無知的時候
[00:13:26.880 --> 00:13:30.600]  那放縱私慾的樣子
[00:13:30.600 --> 00:13:31.960]  這裡提到
[00:13:31.960 --> 00:13:34.080]  唯一的解救辦法是什麼呢
[00:13:34.080 --> 00:13:35.120]  就是反過來
[00:13:35.120 --> 00:13:37.120]  不要作博弈
[00:13:37.120 --> 00:13:38.560]  放縱的人
[00:13:38.560 --> 00:13:41.640]  做什麼 作順命的兒女
[00:13:41.640 --> 00:13:44.120]  不要效法從前
[00:13:44.120 --> 00:13:49.520]  蒙昧 糊里糊塗的那些無知的人
[00:13:49.520 --> 00:13:50.560]  還有就是
[00:13:50.560 --> 00:13:53.240]  回答剛才提多書說的
[00:13:53.240 --> 00:13:54.360]  放縱
[00:13:54.360 --> 00:13:57.240]  不要再放縱私慾
[00:13:57.240 --> 00:14:00.840]  剛剛這兩節聖經是大家去對比
[00:14:00.840 --> 00:14:02.880]  你不想無知嗎
[00:14:02.880 --> 00:14:05.840]  那你就要作順命的兒女
[00:14:05.840 --> 00:14:08.280]  你不想無知糊塗嗎
[00:14:08.280 --> 00:14:11.240]  就不要效法這個世界上的人
[00:14:11.240 --> 00:14:15.120]  和你自己以往那種生活方式
[00:14:15.120 --> 00:14:17.280]  其實做基督徒
[00:14:17.280 --> 00:14:19.800]  不只是星期天來教會
[00:14:19.800 --> 00:14:23.440]  不只是去參加團契小組主日學
[00:14:23.440 --> 00:14:26.080]  其實做基督徒最需要的是什麼呢
[00:14:26.080 --> 00:14:28.160]  是生命的改變
[00:14:28.160 --> 00:14:30.720]  不只是你在行為上
[00:14:30.720 --> 00:14:32.320]  做了很多善事
[00:14:32.320 --> 00:14:33.640]  奉獻了很多錢
[00:14:33.640 --> 00:14:34.800]  幫助了很多人
[00:14:34.800 --> 00:14:36.400]  這個需要真的很需要
[00:14:36.400 --> 00:14:38.000]  因為神給我們有的
[00:14:38.000 --> 00:14:39.680]  也要分給那些沒有的
[00:14:39.680 --> 00:14:41.240]  但是最重要的就是
[00:14:41.240 --> 00:14:44.880]  我是不是和神有好的關係呢
[00:14:44.880 --> 00:14:48.200]  還有我是不是和神的關係好到
[00:14:48.200 --> 00:14:50.640]  祂說什麼我是信服的
[00:14:50.640 --> 00:14:52.280]  我是順命的
[00:14:52.280 --> 00:14:54.240]  我不和祂搏的
[00:14:54.240 --> 00:14:55.440]  你知不知道
[00:14:55.440 --> 00:14:58.520]  聖經裡面有一個很悲哀的例子
[00:14:58.520 --> 00:15:00.000]  其實我預備的時候
[00:15:00.000 --> 00:15:02.960]  神讓我想起他
[00:15:02.960 --> 00:15:04.680]  就是馬拿西
[00:15:04.680 --> 00:15:06.880]  馬拿西是一個皇帝
[00:15:06.880 --> 00:15:08.480]  聖經說
[00:15:08.480 --> 00:15:12.200]  他非常之博弈
[00:15:12.200 --> 00:15:14.200]  所以博弈到一個地步
[00:15:14.200 --> 00:15:16.640]  神就派了亞述王
[00:15:16.640 --> 00:15:19.440]  去攻打他 攻擊他
[00:15:19.440 --> 00:15:21.160]  捉了他之後
[00:15:21.160 --> 00:15:24.320]  用鐵鉤勒住他
[00:15:24.320 --> 00:15:27.880]  用銅鏈鎖住他
[00:15:27.880 --> 00:15:30.040]  帶他去巴比倫
[00:15:30.040 --> 00:15:30.800]  很慘啊
[00:15:30.800 --> 00:15:33.160]  做皇帝做到奴隸
[00:15:33.160 --> 00:15:33.800]  不止啊
[00:15:33.800 --> 00:15:35.240]  還用鐵鉤勒住他
[00:15:35.240 --> 00:15:36.760]  我都想像不到
[00:15:36.760 --> 00:15:39.000]  鐵銅鏈鎖住
[00:15:39.000 --> 00:15:41.320]  沒有自由不止很痛苦
[00:15:41.320 --> 00:15:42.520]  但是你猜怎樣
[00:15:42.520 --> 00:15:44.920]  在後面有一節聖經有個突破
[00:15:44.920 --> 00:15:47.200]  馬拿西祈禱耶和華
[00:15:47.200 --> 00:15:49.880]  耶和華就允許祂的祈求
[00:15:49.880 --> 00:15:51.720]  垂聽祂的禱告
[00:15:51.720 --> 00:15:55.080]  使祂歸回耶路撒冷
[00:15:55.080 --> 00:15:57.720]  營造在國位上
[00:15:57.720 --> 00:15:59.440]  馬拿西才知道
[00:15:59.440 --> 00:16:03.520]  唯獨耶和華是神
[00:16:03.520 --> 00:16:05.720]  原來一個皇帝曾經經歷過
[00:16:05.720 --> 00:16:07.520]  很風光啊
[00:16:07.520 --> 00:16:08.400]  做皇帝
[00:16:08.400 --> 00:16:09.880]  但是因為博弈
[00:16:09.880 --> 00:16:12.120]  他學了很大的教訓
[00:16:12.120 --> 00:16:14.960]  成為了無知的雷馬
[00:16:14.960 --> 00:16:18.360]  就被擄到亞述國
[00:16:18.360 --> 00:16:19.360]  然後
[00:16:19.360 --> 00:16:21.360]  後來當他軟了下來
[00:16:21.360 --> 00:16:22.560]  肯承認自己的罪
[00:16:22.560 --> 00:16:23.720]  祈禱求神
[00:16:23.720 --> 00:16:27.720]  神就把他放回去耶路撒冷
[00:16:27.720 --> 00:16:29.920]  這是歷代之下三十三章
[00:16:29.920 --> 00:16:33.800]  有機會可以回去看看
[00:16:33.800 --> 00:16:35.520]  所以今天我們都需要
[00:16:35.520 --> 00:16:38.720]  不要做無知的雷馬
[00:16:38.720 --> 00:16:43.120]  我們要真是做一個順命的兒女
[00:16:43.120 --> 00:16:44.520]  不要博弈神
[00:16:44.520 --> 00:16:47.120]  我們要順服神
[00:16:47.120 --> 00:16:47.720]  好
[00:16:47.720 --> 00:16:48.520]  講多一個
[00:16:48.520 --> 00:16:50.720]  我就留在下面
[00:16:50.720 --> 00:16:51.760]  下個月再講
[00:16:51.760 --> 00:16:55.920]  講多一個就是無知的蓋房者
[00:16:55.920 --> 00:16:58.520]  就是建築的人
[00:16:58.520 --> 00:17:02.320]  在《馬太福音》第七章二十六二十七節
[00:17:02.320 --> 00:17:03.720]  大家一起讀
[00:17:03.720 --> 00:17:07.920]  「凡聽見我這話不去行的
[00:17:07.920 --> 00:17:10.720]  好比一個無知的人
[00:17:10.720 --> 00:17:14.240]  把房子蓋在沙土上
[00:17:14.240 --> 00:17:17.360]  雨淋水沖風吹
[00:17:17.360 --> 00:17:19.720]  撞著那房子
[00:17:19.720 --> 00:17:22.360]  房子就倒塌了
[00:17:22.360 --> 00:17:25.960]  並且倒塌得很大」
[00:17:25.960 --> 00:17:28.240]  這個就是告訴我們
[00:17:28.240 --> 00:17:31.520]  什麼是無知的蓋房者呢?
[00:17:31.520 --> 00:17:33.720]  就是聽道不去行道
[00:17:33.720 --> 00:17:35.840]  不去實行
[00:17:35.840 --> 00:17:39.160]  很多時候我們很喜歡聽道
[00:17:39.160 --> 00:17:41.840]  我們喜歡聽某某人講道
[00:17:41.840 --> 00:17:42.840]  真是很好聽的
[00:17:42.840 --> 00:17:44.440]  我自己也有很多
[00:17:44.440 --> 00:17:47.360]  我喜歡聽的講願
[00:17:47.360 --> 00:17:49.200]  但是聽完之後會怎樣呢?
[00:17:49.200 --> 00:17:51.200]  頭腦就豐富了
[00:17:51.200 --> 00:17:52.480]  心裡很開心
[00:17:52.480 --> 00:17:54.160]  很悶很飽
[00:17:54.160 --> 00:17:55.640]  那種飽的感覺
[00:17:55.640 --> 00:17:56.680]  就像聖經說的
[00:17:56.680 --> 00:17:58.360]  「將神的話吃了下去」
[00:17:58.360 --> 00:18:00.400]  裡面很甘甜
[00:18:00.400 --> 00:18:02.360]  比物更加甘甜
[00:18:02.360 --> 00:18:04.760]  但是就是坐在那裡
[00:18:04.760 --> 00:18:06.760]  那怎樣去做一個
[00:18:06.760 --> 00:18:10.120]  不要做一個無知的蓋房的人呢?
[00:18:10.120 --> 00:18:12.520]  這裡解救的辦法
[00:18:12.520 --> 00:18:14.000]  大家一起讀
[00:18:14.000 --> 00:18:16.600]  《雅各書》一章二十二到二十三節
[00:18:16.600 --> 00:18:18.000]  一二三請
[00:18:18.000 --> 00:18:20.680]  「只是你們要行道
[00:18:20.680 --> 00:18:23.160]  不要單單聽道
[00:18:23.160 --> 00:18:25.760]  自己欺控自己
[00:18:25.760 --> 00:18:29.000]  因為聽道而不行道的
[00:18:29.000 --> 00:18:31.800]  就像人對著鏡子
[00:18:31.800 --> 00:18:35.440]  看自己本來的面目」
[00:18:35.440 --> 00:18:37.320]  這裡先提到
[00:18:37.320 --> 00:18:40.880]  原來聽道要行道
[00:18:40.880 --> 00:18:43.800]  如果你聽道不行道
[00:18:43.800 --> 00:18:46.640]  接著就是欺控你自己
[00:18:46.640 --> 00:18:49.720]  意思就是說你以為自己懂得了
[00:18:49.720 --> 00:18:51.960]  以為自己靈明不錯
[00:18:51.960 --> 00:18:53.960]  你自己在欺騙自己
[00:18:53.960 --> 00:18:56.880]  因為那樣東西都不是屬於你的
[00:18:56.880 --> 00:18:58.880]  你沒有做出來
[00:18:58.880 --> 00:19:01.400]  所以今天無論上主義學也好
[00:19:01.400 --> 00:19:02.600]  查經班也好
[00:19:02.600 --> 00:19:04.680]  或者是講道也好
[00:19:04.680 --> 00:19:06.880]  當你踏出這個門口之前
[00:19:06.880 --> 00:19:08.360]  問問自己
