
[00:00:00.000 --> 00:00:05.600]  至高榮耀上帝教會的主給我們有足夠的恩典
[00:01:59.600 --> 00:02:01.600]  背後另有乾坤
[00:02:01.600 --> 00:02:04.600]  「王」這是甚麼「王」呢?
[00:02:04.600 --> 00:02:11.600]  然後為甚麼在以色列人的皇室之中可以找幾個人出來呢?
[00:02:11.600 --> 00:02:14.600]  我們一定要知道這些背景
[00:02:14.600 --> 00:02:17.600]  背景就在前面兩節
[00:02:17.600 --> 00:02:25.600]  甚至我們要回到列王紀夏第二十幾章才能看到
[00:02:25.600 --> 00:02:30.600]  上帝的子民後來成為國家
[00:02:30.600 --> 00:02:32.600]  又分裂
[00:02:32.600 --> 00:02:41.600]  北邊的以色列國來到這期間已經亡國一百多年
[00:02:41.600 --> 00:02:45.600]  剩下南邊的猶大國
[00:02:45.600 --> 00:02:50.600]  猶大國和世界上所有歷來的國家一樣
[00:02:50.600 --> 00:02:53.600]  總是有興有衰
[00:02:53.600 --> 00:02:56.600]  不過聖經給我們看到
[00:02:56.600 --> 00:02:59.600]  國家的興衰、國族的興衰
[00:02:59.600 --> 00:03:04.600]  並不是純粹軍事力量、經濟、氣候變化
[00:03:04.600 --> 00:03:06.600]  不是純粹這些
[00:03:06.600 --> 00:03:11.600]  背後是他們是否敬畏上帝
[00:03:11.600 --> 00:03:17.600]  敬畏上帝就能夠逆境向上游
[00:03:17.600 --> 00:03:21.600]  原來我們今天看的這段經文
[00:03:21.600 --> 00:03:25.600]  我們知道但爾利被俘虜
[00:03:25.600 --> 00:03:29.600]  逐幾個人來,包括但爾利
[00:03:29.600 --> 00:03:34.600]  當時我們傳本但爾利書去看的時候
[00:03:34.600 --> 00:03:36.600]  就知道他只有十多歲
[00:03:36.600 --> 00:03:40.600]  一個年輕人,一個少年
[00:03:40.600 --> 00:03:45.600]  究竟但爾利過去由他出生到現在
[00:03:45.600 --> 00:03:47.600]  成為俘虜這十多年
[00:03:47.600 --> 00:03:50.600]  他是怎樣出生,什麼生活呢?
[00:03:50.600 --> 00:03:54.600]  原來在他人生最初的大概十年
[00:03:54.600 --> 00:03:57.600]  就是國家最好景的時候
[00:03:57.600 --> 00:04:00.600]  我剛才說國家有興有衰
[00:04:00.600 --> 00:04:06.600]  這個錫果僅存的南邊猶大國
[00:04:06.600 --> 00:04:11.600]  有時是明君英主,有時是昏君誤國
[00:04:11.600 --> 00:04:16.600]  原來他生活在但爾利出生的年間
[00:04:16.600 --> 00:04:19.600]  是最後一個中興君主
[00:04:19.600 --> 00:04:25.600]  約西亞,通常我們對這些皇帝的名字都亂七八糟
[00:04:25.600 --> 00:04:29.600]  約西亞是最後一個中興君主
[00:04:29.600 --> 00:04:35.600]  敬畏虐禍,所以上帝令他們的國家太平盛世興旺
[00:04:35.600 --> 00:04:42.600]  這個就是但爾利出生長大頭十年的情況
[00:04:42.600 --> 00:04:47.600]  太平盛世,繁榮安定,享盡所有
[00:04:47.600 --> 00:04:52.600]  你留意他是皇室後裔或者貴族
[00:04:52.600 --> 00:04:56.600]  但是,就是好景不常
[00:04:56.600 --> 00:04:59.600]  忽然間出現亂世
[00:04:59.600 --> 00:05:05.600]  原來約西亞皇帝戰死沙場
[00:05:05.600 --> 00:05:12.600]  皇帝戰死沙場對全國民族來說都是突然發生,沒有預期
[00:05:12.600 --> 00:05:18.600]  於是,馬上父皇駕崩,兒子繼位
[00:05:18.600 --> 00:05:21.600]  兒子叫做約克斯
[00:05:21.600 --> 00:05:25.600]  約克斯繼位了幾個月
[00:05:25.600 --> 00:05:31.600]  那個在戰死沙場,約西亞戰死沙場跟誰打仗?
[00:05:31.600 --> 00:05:33.600]  跟埃及打仗
[00:05:33.600 --> 00:05:37.600]  埃及皇帝法老廢了兒子
[00:05:37.600 --> 00:05:43.600]  你父親在戰場上打死的,你能夠這麼常態繼位嗎?
[00:05:43.600 --> 00:05:45.600]  我滅了你的國家都可以
[00:05:45.600 --> 00:05:50.600]  不過現在我留著你,國際之間的博弈
[00:05:50.600 --> 00:05:53.600]  留著你做緩衝
[00:05:53.600 --> 00:05:57.600]  不過,你以後是我傀儡
[00:05:57.600 --> 00:06:02.600]  怎樣去施下馬威,表示你在我掌握之中呢?
[00:06:02.600 --> 00:06:07.600]  約克斯繼位,繼承父親約西亞
[00:06:07.600 --> 00:06:10.600]  三個月之後就被廢了
[00:06:10.600 --> 00:06:13.600]  並且被捕,捉了去埃及
[00:06:13.600 --> 00:06:15.600]  死在埃及
[00:06:15.600 --> 00:06:16.600]  這麼淒涼
[00:06:16.600 --> 00:06:20.600]  你知道,但爾利十歲開始
[00:06:20.600 --> 00:06:24.600]  他面對的亂世就是亂成這樣
[00:06:24.600 --> 00:06:29.600]  當埃及皇帝捉了約克斯
[00:06:29.600 --> 00:06:32.600]  捉了他去埃及,處死之後
[00:06:32.600 --> 00:06:37.600]  任命另一個人,指派一個傀儡皇帝
[00:06:37.600 --> 00:06:39.600]  以後要聽我說
[00:06:39.600 --> 00:06:42.600]  你做皇帝是我說的
[00:06:42.600 --> 00:06:44.600]  那個就是約瓦敬
[00:06:44.600 --> 00:06:49.600]  就是我們的經文前面沒有讀的第一、第二節
[00:06:49.600 --> 00:06:52.600]  就是講那個約瓦敬
[00:06:52.600 --> 00:06:56.600]  約瓦敬是這樣做皇帝的
[00:06:56.600 --> 00:07:01.600]  當但爾利大概十歲
[00:07:01.600 --> 00:07:04.600]  十一歲、十二歲、十三歲
[00:07:04.600 --> 00:07:08.600]  那個國家、那個社會
[00:07:08.600 --> 00:07:11.600]  就是這樣插水式的
[00:07:11.600 --> 00:07:16.600]  由這個原本約西亞最後一個盛世中興君主
[00:07:16.600 --> 00:07:22.600]  插水式成為大國之間博弈的磨心
[00:07:22.600 --> 00:07:25.600]  因為前面第一節講給我們聽
[00:07:25.600 --> 00:07:27.600]  現在巴比倫興起
[00:07:27.600 --> 00:07:32.600]  巴比倫興起就來進攻耶路撒冷
[00:07:32.600 --> 00:07:34.600]  第一、第二節給我們聽
[00:07:34.600 --> 00:07:36.600]  他攻入了耶路撒冷
[00:07:36.600 --> 00:07:38.600]  然後進去聖殿
[00:07:38.600 --> 00:07:39.600]  我拿什麼就拿什麼
[00:07:39.600 --> 00:07:41.600]  喜歡拿什麼就拿什麼
[00:07:41.600 --> 00:07:45.600]  將聖殿裡面的聖物成為戰利品
[00:07:45.600 --> 00:07:47.600]  拿回去巴比倫
[00:07:47.600 --> 00:07:50.600]  擺在他的神殿裡面
[00:07:50.600 --> 00:07:52.600]  去供奉他的神明
[00:07:52.600 --> 00:07:56.600]  簡直是奇恥大辱
[00:07:56.600 --> 00:08:01.600]  但爾利是這樣的情況
[00:08:01.600 --> 00:08:05.600]  在聖經舞台出現的時候
[00:08:05.600 --> 00:08:08.600]  是這樣的情況
[00:08:08.600 --> 00:08:11.600]  然後第三節講給我們聽
[00:08:11.600 --> 00:08:14.600]  原來他是皇室後裔貴族
[00:08:14.600 --> 00:08:17.600]  究竟他是皇室後裔還是貴族
[00:08:17.600 --> 00:08:18.600]  我們就不知道了
[00:08:18.600 --> 00:08:22.600]  不過我們一定知道這些是當時社會
[00:08:22.600 --> 00:08:26.600]  那些尖子中的尖子
[00:08:26.600 --> 00:08:28.600]  前途無限
[00:08:28.600 --> 00:08:31.600]  感受人生
[00:08:31.600 --> 00:08:34.600]  將來做什麼官
[00:08:34.600 --> 00:08:35.600]  任他選擇
[00:08:35.600 --> 00:08:37.600]  在以前的時代
[00:08:37.600 --> 00:08:40.600]  前程無限
[00:08:40.600 --> 00:08:43.600]  忽然間變成了戰俘
[00:08:43.600 --> 00:08:44.600]  你想想
[00:08:44.600 --> 00:08:46.600]  以前的時代
[00:08:46.600 --> 00:08:48.600]  戰俘
[00:08:48.600 --> 00:08:52.600]  不跟你說什麼人道
[00:08:52.600 --> 00:08:54.600]  由一個貴族
[00:08:54.600 --> 00:08:57.600]  由一個國家領導人的接班人
[00:08:57.600 --> 00:08:59.600]  第二梯隊
[00:08:59.600 --> 00:09:02.600]  忽然間成為戰俘
[00:09:02.600 --> 00:09:06.600]  還要離別家鄉
[00:09:06.600 --> 00:09:08.600]  巴比倫一樣
[00:09:08.600 --> 00:09:12.600]  我又不理睬大國博弈
[00:09:12.600 --> 00:09:14.600]  理不過我的棋子
[00:09:14.600 --> 00:09:17.600]  所以仍然被約瓦敬做皇帝
[00:09:17.600 --> 00:09:20.600]  不過我將你國家的精英俘虜
[00:09:20.600 --> 00:09:22.600]  讓你無法造反
[00:09:22.600 --> 00:09:24.600]  但以你
[00:09:24.600 --> 00:09:25.600]  就這樣
[00:09:25.600 --> 00:09:28.600]  成為一個階下囚
[00:09:28.600 --> 00:09:30.600]  然後第四節
[00:09:30.600 --> 00:09:33.600]  前面我們再看
[00:09:33.600 --> 00:09:35.600]  斯文靚仔
[00:09:35.600 --> 00:09:38.600]  簡直是青年才俊
[00:09:38.600 --> 00:09:39.600]  沒有殘疾
[00:09:39.600 --> 00:09:40.600]  相貌俊美
[00:09:40.600 --> 00:09:42.600]  通達各樣惡聞
[00:09:42.600 --> 00:09:44.600]  知識聰明俱備
[00:09:44.600 --> 00:09:47.600]  足能在皇宮設立
[00:09:47.600 --> 00:09:49.600]  你羨慕嗎?
[00:09:49.600 --> 00:09:51.600]  我們年長的人
[00:09:51.600 --> 00:09:55.600]  選女婿要選這些
[00:09:55.600 --> 00:09:58.600]  但是
[00:09:58.600 --> 00:10:01.600]  人生就不道理了
[00:10:01.600 --> 00:10:04.600]  形勢比人強
[00:10:04.600 --> 00:10:07.600]  變成了戰俘
[00:10:07.600 --> 00:10:10.600]  所以第三節
[00:10:10.600 --> 00:10:12.600]  和第四節的上半
[00:10:12.600 --> 00:10:16.600]  如果我們了解多一點背景
[00:10:16.600 --> 00:10:18.600]  你就會看到
[00:10:18.600 --> 00:10:19.600]  但以你
[00:10:19.600 --> 00:10:22.600]  我用兩個字去描述人生
[00:10:22.600 --> 00:10:26.600]  好像一個斷線的風箏一樣
[00:10:26.600 --> 00:10:29.600]  我們現代人很少放風箏
[00:10:29.600 --> 00:10:32.600]  你想像一個紙鳶
[00:10:32.600 --> 00:10:35.600]  隨風飄蕩
[00:10:35.600 --> 00:10:36.600]  向高空
[00:10:36.600 --> 00:10:39.600]  喜歡怎麼飛就怎麼飛
[00:10:39.600 --> 00:10:42.600]  忽然斷了線
[00:10:42.600 --> 00:10:44.600]  斷了線的風箏
[00:10:44.600 --> 00:10:46.600]  紙鳶
[00:10:46.600 --> 00:10:47.600]  飄蕩
[00:10:47.600 --> 00:10:49.600]  然後一定插進去
[00:10:49.600 --> 00:10:51.600]  插進水裡
[00:10:51.600 --> 00:10:52.600]  就融化了
[00:10:52.600 --> 00:10:55.600]  插進地裡就摔破了
[00:10:55.600 --> 00:10:57.600]  人生就是這樣
[00:10:57.600 --> 00:11:00.600]  但以你面對一個
[00:11:00.600 --> 00:11:04.600]  突如其來的亂世
[00:11:04.600 --> 00:11:10.600]  整個人生就是插水的斷線
[00:11:10.600 --> 00:11:12.600]  一年來
[00:11:12.600 --> 00:11:15.600]  我們每個人都不同
[00:11:15.600 --> 00:11:18.600]  每個人背後有不同的故事
[00:11:18.600 --> 00:11:21.600]  所以我們有不同的情緒
[00:11:21.600 --> 00:11:23.600]  不同的想法
[00:11:23.600 --> 00:11:24.600]  不過
[00:11:24.600 --> 00:11:27.600]  我相信我們都會感受到
[00:11:27.600 --> 00:11:29.600]  很無奈
[00:11:29.600 --> 00:11:33.600]  面對一個這樣的形勢
[00:11:33.600 --> 00:11:35.600]  我們能夠怎麼樣呢?
[00:11:35.600 --> 00:11:38.600]  你和我都不是皇室後裔
[00:11:38.600 --> 00:11:40.600]  貴族
[00:11:40.600 --> 00:11:43.600]  前途駛馬林
[00:11:43.600 --> 00:11:45.600]  其實我們都是很平凡
[00:11:45.600 --> 00:11:47.600]  很普通的人
[00:11:47.600 --> 00:11:49.600]  我們最大的期望
[00:11:49.600 --> 00:11:50.600]  一般
[00:11:50.600 --> 00:11:51.600]  希望健康
[00:11:51.600 --> 00:11:52.600]  快樂
[00:11:52.600 --> 00:11:54.600]  家庭和睦
[00:11:54.600 --> 00:11:56.600]  安居樂業
[00:11:56.600 --> 00:11:58.600]  上班愉快
[00:11:58.600 --> 00:11:59.600]  與人相處
[00:11:59.600 --> 00:12:00.600]  好
[00:12:00.600 --> 00:12:04.600]  其實我們一般就是這樣的期望
[00:12:04.600 --> 00:12:05.600]  多一點
[00:12:05.600 --> 00:12:07.600]  希望好工作
[00:12:07.600 --> 00:12:09.600]  希望職位高一點
[00:12:09.600 --> 00:12:11.600]  希望住得舒服一點
[00:12:11.600 --> 00:12:13.600]  這些都是很合理的
[00:12:13.600 --> 00:12:16.600]  並非什麼奢望
[00:12:16.600 --> 00:12:19.600]  但這樣好像斷了
[00:12:19.600 --> 00:12:22.600]  人生是斷了線
[00:12:22.600 --> 00:12:25.600]  整個社會好像斷了線
[00:12:25.600 --> 00:12:28.600]  無法接續下去
[00:12:28.600 --> 00:12:29.600]  你再想想
[00:12:29.600 --> 00:12:31.600]  約西亞
[00:12:31.600 --> 00:12:32.600]  這個皇帝
[00:12:32.600 --> 00:12:34.600]  最後一個中興君主
[00:12:34.600 --> 00:12:36.600]  國家富強
[00:12:36.600 --> 00:12:37.600]  現在的你
[00:12:37.600 --> 00:12:39.600]  在這個時代出生
[00:12:39.600 --> 00:12:42.600]  長大到十歲左右
[00:12:42.600 --> 00:12:43.600]  然後
[00:12:43.600 --> 00:12:46.600]  忽然間就這樣
[00:12:46.600 --> 00:12:48.600]  在他未有性
[00:12:48.600 --> 00:12:50.600]  還小的時候
[00:12:50.600 --> 00:12:52.600]  原來是最快樂的
[00:12:52.600 --> 00:12:54.600]  當他開始懂人性
[00:12:54.600 --> 00:12:56.600]  開始面對
[00:12:56.600 --> 00:12:58.600]  現實的人生社會的時候
[00:12:58.600 --> 00:13:00.600]  就是這樣的打擊
[00:13:00.600 --> 00:13:04.600]  整個人生斷了線
[00:13:04.600 --> 00:13:07.600]  當我們了解這些的時候
[00:13:07.600 --> 00:13:09.600]  可能你
[00:13:09.600 --> 00:13:11.600]  找到自己
[00:13:11.600 --> 00:13:15.600]  起碼某些感受上的影子
[00:13:15.600 --> 00:13:17.600]  所以
[00:13:17.600 --> 00:13:18.600]  但以你
[00:13:18.600 --> 00:13:20.600]  絕對是一個我們值得
[00:13:20.600 --> 00:13:24.600]  再深入揣摩的人
[00:13:24.600 --> 00:13:28.600]  他怎樣面對這種無情的
[00:13:28.600 --> 00:13:31.600]  斷線人生的打擊
[00:13:31.600 --> 00:13:34.600]  以致給我們有智慧
[00:13:34.600 --> 00:13:37.600]  去參考
[00:13:37.600 --> 00:13:40.600]  我們怎樣可以面對前面
[00:13:40.600 --> 00:13:43.600]  如果我們教會久一點
[00:13:43.600 --> 00:13:48.600]  我們對丹爾利生平不會陌生
[00:13:48.600 --> 00:13:50.600]  他一輩子都正能量
[00:13:50.600 --> 00:13:53.600]  一輩子都這麼積極向前
[00:13:53.600 --> 00:13:55.600]  怎會成功
[00:13:55.600 --> 00:13:58.600]  我們都希望這樣
[00:13:58.600 --> 00:14:02.600]  所以要讀一下
[00:14:02.600 --> 00:14:04.600]  我們讀下去
[00:14:04.600 --> 00:14:07.600]  當這個皇帝
[00:14:07.600 --> 00:14:10.600]  要在這班俘虜之中
[00:14:10.600 --> 00:14:14.600]  以前沒有普及教育
[00:14:14.600 --> 00:14:17.600]  在皇室貴族才有機會讀書
[00:14:17.600 --> 00:14:21.600]  這是整個國家民族的尖子
[00:14:21.600 --> 00:14:24.600]  在尖子中還要選擇尖子
[00:14:24.600 --> 00:14:26.600]  最好的那些
[00:14:26.600 --> 00:14:28.600]  然後要栽培他們
[00:14:28.600 --> 00:14:35.600]  世界上每個國家統治的策略不同
[00:14:35.600 --> 00:14:37.600]  巴比倫的策略是這樣的
[00:14:37.600 --> 00:14:40.600]  他們去攻佔任何國家民族
[00:14:40.600 --> 00:14:43.600]  都是俘虜他們的精英
[00:14:43.600 --> 00:14:45.600]  留在那裏的人
[00:14:45.600 --> 00:14:47.600]  量都搞不出來
[00:14:47.600 --> 00:14:50.600]  然後這些精英是怎樣呢
[00:14:50.600 --> 00:14:53.600]  殺了他好像浪費了
[00:14:53.600 --> 00:14:56.600]  改變他改變他改變他
[00:14:56.600 --> 00:15:01.600]  改到他以後不再是原本國家民族的人
[00:15:01.600 --> 00:15:03.600]  然後服務我
[00:15:03.600 --> 00:15:06.600]  巴比倫是這樣的
[00:15:06.600 --> 00:15:09.600]  我們以下就看看他們怎樣改造
[00:15:09.600 --> 00:15:13.600]  這些其他民族的精英
[00:15:13.600 --> 00:15:14.600]  我們看下去
[00:15:14.600 --> 00:15:18.600]  第四節的下半節
[00:15:18.600 --> 00:15:25.600]  要教他們迦勒底的文字和語言
[00:15:25.600 --> 00:15:27.600]  他們是希伯來人
[00:15:27.600 --> 00:15:29.600]  希伯來文
[00:15:29.600 --> 00:15:31.600]  來到這裏
[00:15:31.600 --> 00:15:33.600]  不能說這些
[00:15:33.600 --> 00:15:36.600]  以後你要學我的語言文字
[00:15:36.600 --> 00:15:39.600]  迦勒底巴比倫那裏
[00:15:39.600 --> 00:15:42.600]  學我的語言文字
[00:15:42.600 --> 00:15:45.600]  我們一定要回到從前
[00:15:45.600 --> 00:15:47.600]  才能夠明白這些
[00:15:47.600 --> 00:15:50.600]  在我們今天這個時代
[00:15:50.600 --> 00:15:52.600]  越懂得多語言文字越好
[00:15:52.600 --> 00:15:54.600]  增值
[00:15:54.600 --> 00:15:56.600]  懂得英文也不止
[00:15:56.600 --> 00:15:57.600]  有普通話
[00:15:57.600 --> 00:15:59.600]  懂得法文更好
[00:15:59.600 --> 00:16:01.600]  懂得西班牙文更好
[00:16:01.600 --> 00:16:03.600]  懂得德文更好
[00:16:03.600 --> 00:16:06.600]  這是我們今天的情況
[00:16:06.600 --> 00:16:08.600]  以前的思維
[00:16:08.600 --> 00:16:11.600]  以前的想法不相同
[00:16:11.600 --> 00:16:14.600]  我是這個國家民族的人
[00:16:14.600 --> 00:16:17.600]  只說我國家民族的語言
[00:16:17.600 --> 00:16:22.600]  不會說其他國家民族的語言文字
[00:16:22.600 --> 00:16:24.600]  相反的
[00:16:24.600 --> 00:16:26.600]  其他國家民族的人
[00:16:26.600 --> 00:16:28.600]  想學我的語言文字
[00:16:28.600 --> 00:16:29.600]  不讓他們學
[00:16:29.600 --> 00:16:31.600]  沒有資格學我
[00:16:31.600 --> 00:16:34.600]  這是以前的想法
[00:16:34.600 --> 00:16:39.600]  所以第一代宣教士來中國的時候
[00:16:39.600 --> 00:16:41.600]  當時的滿清政府
[00:16:41.600 --> 00:16:43.600]  不准他們學中文
[00:16:43.600 --> 00:16:46.600]  相信那些偷偷去學中文的
[00:16:46.600 --> 00:16:49.600]  華人不准教他們
[00:16:49.600 --> 00:16:52.600]  捉到是死刑
[00:16:52.600 --> 00:16:54.600]  所以不是很久
[00:16:54.600 --> 00:17:00.600]  200年前都是這樣的
[00:17:00.600 --> 00:17:05.600]  有點像我們今天政治上的外交界
[00:17:05.600 --> 00:17:08.600]  這些外交場合
[00:17:08.600 --> 00:17:10.600]  我懂你的話也不說
[00:17:10.600 --> 00:17:12.600]  我一定要說我自己國家的語言文字
[00:17:12.600 --> 00:17:15.600]  然後找個翻譯給你
[00:17:15.600 --> 00:17:18.600]  叫做國家尊嚴
[00:17:18.600 --> 00:17:20.600]  我們要明白這些
[00:17:20.600 --> 00:17:23.600]  所以這裡要迫他們
[00:17:23.600 --> 00:17:27.600]  教他們一定要學我們國家語言文字
[00:17:27.600 --> 00:17:29.600]  背後是什麼
[00:17:29.600 --> 00:17:33.600]  語言文字背後就是思想
[00:17:33.600 --> 00:17:36.600]  文化
[00:17:36.600 --> 00:17:39.600]  改變他們的思想
[00:17:39.600 --> 00:17:44.600]  語言文字是思想的載具
[00:17:44.600 --> 00:17:47.600]  是思想的表達
[00:17:47.600 --> 00:17:50.600]  我們學某個國家的語言文字
[00:17:50.600 --> 00:17:54.600]  其實就是去學某個國家民眾的思想
[00:17:54.600 --> 00:17:57.600]  哲學文化
[00:17:57.600 --> 00:18:01.600]  你以後要學我們的語言文化
[00:18:01.600 --> 00:18:03.600]  將它改造
[00:18:03.600 --> 00:18:05.600]  你再不是猶太人
[00:18:05.600 --> 00:18:07.600]  你再不是希伯來人
[00:18:07.600 --> 00:18:10.600]  要將它變做我們的人
[00:18:10.600 --> 00:18:13.600]  他們作為一個戰俘
[00:18:13.600 --> 00:18:16.600]  你怎樣不學
[00:18:16.600 --> 00:18:19.600]  你就要好好學
[00:18:19.600 --> 00:18:22.600]  用我們今天的說話來說
[00:18:22.600 --> 00:18:25.600]  要將他變成另一個人
[00:18:25.600 --> 00:18:28.600]  你可以拒絕嗎
[00:18:28.600 --> 00:18:30.600]  形勢就是這樣
[00:18:30.600 --> 00:18:32.600]  除非你死
[00:18:32.600 --> 00:18:34.600]  如果不是你要活下去
[00:18:34.600 --> 00:18:39.600]  你要接受這樣的學習
[00:18:39.600 --> 00:18:41.600]  這樣的改變
[00:18:41.600 --> 00:18:46.600]  要另類思維去面對這個世界
[00:18:46.600 --> 00:18:48.600]  第五節
[00:18:48.600 --> 00:18:53.600]  第五節我們就比較多說
[00:18:53.600 --> 00:18:55.600]  傳統上
[00:18:55.600 --> 00:18:56.600]  第五節說
[00:18:56.600 --> 00:19:00.600]  王從自己所用的膳和所飲的酒中
[00:19:00.600 --> 00:19:06.600]  派給他們每天的份量養他們三年
[00:19:06.600 --> 00:19:08.600]  好吃好住
[00:19:08.600 --> 00:19:11.600]  安安樂樂地學習
[00:19:11.600 --> 00:19:13.600]  不止這樣
[00:19:13.600 --> 00:19:16.600]  不只是給他們吃好東西
[00:19:16.600 --> 00:19:19.600]  讓他們肥肥白白健康
[00:19:19.600 --> 00:19:21.600]  將來服務
[00:19:21.600 --> 00:19:23.600]  不止這樣
[00:19:23.600 --> 00:19:25.600]  吃東西
[00:19:25.600 --> 00:19:28.600]  其實聖經在這裡說三件事
[00:19:28.600 --> 00:19:30.600]  作為例子
[00:19:30.600 --> 00:19:32.600]  第一樣是學語言文字
[00:19:32.600 --> 00:19:34.600]  第二樣是吃東西
[00:19:34.600 --> 00:19:37.600]  第三樣我們一會兒說
[00:19:37.600 --> 00:19:40.600]  這三樣是最有代表性的
[00:19:40.600 --> 00:19:42.600]  怎樣去改造它
[00:19:42.600 --> 00:19:43.600]  吃東西是什麼呢
[00:19:43.600 --> 00:19:45.600]  吃東西就是生活習慣
[00:19:45.600 --> 00:19:46.600]  生活方式
[00:19:46.600 --> 00:19:48.600]  生活喜好
[00:19:48.600 --> 00:19:50.600]  我們今天新一代
[00:19:50.600 --> 00:19:52.600]  很多喜歡日式食品
[00:19:52.600 --> 00:19:54.600]  喜歡韓式
[00:19:54.600 --> 00:19:58.600]  上一代
[00:19:58.600 --> 00:19:59.600]  粵式
[00:19:59.600 --> 00:20:01.600]  大家可能喜歡潮式
[00:20:01.600 --> 00:20:06.600]  吃東西是代表我們的生活傾向
[00:20:06.600 --> 00:20:07.600]  生活喜好
[00:20:07.600 --> 00:20:09.600]  生活習慣
[00:20:09.600 --> 00:20:13.600]  吃東西本身有很多規矩
[00:20:13.600 --> 00:20:16.600]  英文叫做Table manner
[00:20:16.600 --> 00:20:19.600]  如果我們去升級酒店
[00:20:19.600 --> 00:20:23.600]  吃標準經典的西餐
[00:20:23.600 --> 00:20:26.600]  只會看到餐具皺眉頭
[00:20:26.600 --> 00:20:27.600]  這麼多灶
[00:20:27.600 --> 00:20:28.600]  這麼多叉
[00:20:28.600 --> 00:20:30.600]  原來有很多規定
[00:20:30.600 --> 00:20:32.600]  誰吃甜品
[00:20:32.600 --> 00:20:33.600]  誰切肉
[00:20:33.600 --> 00:20:34.600]  誰切魚
[00:20:34.600 --> 00:20:36.600]  誰切什麼
[00:20:36.600 --> 00:20:39.600]  所以這裡說
[00:20:39.600 --> 00:20:42.600]  吃東西不只是吃龍肉
[00:20:42.600 --> 00:20:44.600]  給你一些好東西
[00:20:44.600 --> 00:20:45.600]  是生活方式
[00:20:45.600 --> 00:20:46.600]  生活喜好
[00:20:46.600 --> 00:20:48.600]  生活傾向
[00:20:48.600 --> 00:20:49.600]  所以第一
[00:20:49.600 --> 00:20:52.600]  語言文字改變你的思想
[00:20:53.600 --> 00:20:54.600]  食物
[00:20:54.600 --> 00:20:56.600]  餐飲
[00:20:56.600 --> 00:20:59.600]  背後代表的是改變你的喜好
[00:20:59.600 --> 00:21:02.600]  改變你的生活習慣
[00:21:02.600 --> 00:21:06.600]  根本就是要它變成另一個人
[00:21:06.600 --> 00:21:08.600]  根本就是要
[00:21:08.600 --> 00:21:11.600]  要這群人變成另一個人
[00:21:11.600 --> 00:21:13.600]  或者斷線
[00:21:13.600 --> 00:21:15.600]  怎麼只是斷線
[00:21:15.600 --> 00:21:18.600]  斷線之後又不能死
[00:21:18.600 --> 00:21:19.600]  撞爛了
[00:21:19.600 --> 00:21:21.600]  你也要活下去
[00:21:21.600 --> 00:21:23.600]  怎樣活下去呢
[00:21:23.600 --> 00:21:25.600]  活下去是一種
[00:21:25.600 --> 00:21:29.600]  原本你甘心不會做的事
[00:21:29.600 --> 00:21:30.600]  我說回到從前
[00:21:30.600 --> 00:21:33.600]  以前的人不會學別人的話
[00:21:33.600 --> 00:21:35.600]  不會講別人的話
[00:21:35.600 --> 00:21:37.600]  我一定是講我自己的話
[00:21:37.600 --> 00:21:39.600]  現在你一定要學別人的話
[00:21:39.600 --> 00:21:43.600]  以前的人
[00:21:43.600 --> 00:21:44.600]  吃自己的食物
[00:21:44.600 --> 00:21:47.600]  自己耕種奴鹿得來的
