
[00:00:00.000 --> 00:00:08.600]  知道大家知不知道,有兩個讀在慈丹福大學博士班的學生
[00:02:06.100 --> 00:02:10.100]  來告訴我們祂是可以成為我們的救主
[00:02:10.100 --> 00:02:17.300]  接著就有這些資格和這些確實的證明
[00:02:17.300 --> 00:02:20.700]  祂就開始在地上祂的使命
[00:02:20.700 --> 00:02:23.500]  祂大概三十歲的時候出來
[00:02:23.500 --> 00:02:29.300]  正式地去完成神所交託在祂人生當中的使命
[00:02:29.300 --> 00:02:34.900]  所以接著在接續下去受洗、受試探之後
[00:02:34.900 --> 00:02:40.900]  聖經記載祂就去表達出祂人生的一種使命
[00:02:40.900 --> 00:02:43.900]  這種表達是祂的行動表達出來
[00:02:43.900 --> 00:02:51.500]  也是祂宣告,藉著聖經的話語來宣告出來
[00:02:51.500 --> 00:02:56.500]  告訴世人,這就是祂來到這個世界的目的和使命
[00:02:56.500 --> 00:02:59.900]  所以今天我們來看看《路加福音》第四章
[00:02:59.900 --> 00:03:03.700]  從第十四節,其實一直到第四十四節
[00:03:03.700 --> 00:03:07.500]  就是祂使命宣言的實踐
[00:03:07.500 --> 00:03:13.500]  稍後我們也會選讀一些經文去看看如何實踐基督給我們的榜樣
[00:03:13.500 --> 00:03:17.900]  所以今天我們作為主耶穌基督的門徒
[00:03:17.900 --> 00:03:21.300]  我們相信神改變了我們,讓我們有新的生命
[00:03:21.300 --> 00:03:24.500]  讓我們也能夠學校耶穌基督一樣的
[00:03:24.500 --> 00:03:27.900]  祂的使命就成為我們人生的使命
[00:03:27.900 --> 00:03:37.100]  祂使命的宣言就成為我們學校祂活出來和宣告的使命的宣言
[00:03:37.100 --> 00:03:44.100]  以致我們人生能夠像基督一樣能夠達成神在我們人生當中的旨意
[00:03:44.100 --> 00:03:48.100]  我們來看看如何有使命的人生
[00:03:48.100 --> 00:03:53.700]  我們先讀到第十九節,這就是精華所在
[00:03:53.700 --> 00:03:57.100]  我們一起讀幾節的經文
[00:03:57.100 --> 00:04:03.900]  第四章《路加福音》,四章十四到十九節,我們同聲讀出
[00:04:03.900 --> 00:04:12.300]  耶穌滿有聖靈的能力,回到加利利,祂的名聲就傳遍了四方
[00:04:12.300 --> 00:04:17.700]  祂在國會堂裡教訓人,眾人都稱讚祂
[00:04:17.700 --> 00:04:27.700]  耶穌來到拿撒勒,就是祂長大的地方
[00:04:27.700 --> 00:04:33.100]  在安息日,照祂平常的規矩進了會堂
[00:04:33.100 --> 00:04:39.700]  站起來要念聖經,有人把先知已出的書交給祂
[00:04:39.700 --> 00:04:44.300]  祂就打開,走到一處寫著說
[00:04:44.300 --> 00:04:53.300]  主的靈在我身上,因為祂用高告我,叫我傳福音給貧窮的人
[00:04:53.300 --> 00:05:09.300]  差遣我報告被老的得釋放,核眼的得看見,叫那受壓制的得自由,報告上帝越立人的欺憐
[00:05:09.300 --> 00:05:15.300]  首先在這裡我們有清楚聖經的記載,給我們看見耶穌開始
[00:05:15.300 --> 00:05:20.500]  給我們看見祂使命的人生,究竟有什麼目的呢?
[00:05:20.500 --> 00:05:27.300]  第一,我們在這裡可以看見祂的榜樣,就是祂恆常的敬拜侍奉
[00:05:27.300 --> 00:05:32.500]  第十六節,耶穌來到拿撒勒,就是祂長大的地方
[00:05:32.500 --> 00:05:37.900]  在安息日,照祂平常的規矩進了會堂
[00:05:37.900 --> 00:05:41.500]  站起來要念聖經
[00:05:41.500 --> 00:05:50.500]  所以我們看到主耶穌在這裡,一開始的時候,祂不只是做事,一開始的時候最重要的,就是去敬拜侍奉神
[00:05:50.500 --> 00:06:07.500]  這個叫恆常敬拜侍奉,為什麼呢?因為聖經這裡很清楚地說,照祂平常的規矩,進了會堂,來敬拜主,站起來,念聖經
[00:06:07.500 --> 00:06:22.500]  原來主耶穌基督給我們看見祂的人生,祂有很重要的一種目的,一種操練,一種使命,一種榜樣,就是祂恆常敬拜侍奉
[00:06:22.500 --> 00:06:27.500]  究竟我們的生存有什麼目的呢?原來我們就是為了要敬拜主
[00:06:27.500 --> 00:06:42.500]  這就是神創造我們一個很重要的目的,來敬拜祂,來跟祂在靈裡面相交,來將榮耀歸給那些愛我們,創造我們的主
[00:06:42.500 --> 00:06:53.500]  所以,耶穌基督來敬拜侍奉神,去到會堂聚集,去參與敬拜,去侍奉父神
[00:06:53.500 --> 00:06:58.500]  在這裡我們看到,接著上下文會留意到,這種敬拜有幾個元素
[00:06:58.500 --> 00:07:04.500]  第一,有聖靈的能力,因為在第十四節就這樣說,我們剛才讀過的
[00:07:04.500 --> 00:07:11.500]  耶穌滿有聖靈的能力,回到迦勒尼,他的名聲就傳遍了四方
[00:07:11.500 --> 00:07:19.500]  我們看見主耶穌基督是藉著聖靈的感動,聖靈的能力,來開始祂的使命
[00:07:19.500 --> 00:07:24.500]  這裡接著就是祂首先來敬拜神
[00:07:24.500 --> 00:07:30.500]  正如今天陸長老帶領我們的師哥,我們有新的生命,我們就來敬拜
[00:07:30.500 --> 00:07:37.500]  我們一生一世,好像大衛的師一樣,我們瞻仰耶和華神的榮微
[00:07:37.500 --> 00:07:40.500]  進入祂的幕中,進入祂的會幕裡面
[00:07:40.500 --> 00:07:44.500]  今天我們就來到教會,昔日耶穌去到會堂
[00:07:44.500 --> 00:07:52.500]  所以我們就看見基督徒生命開始改變,我們來到敬拜上帝
[00:07:52.500 --> 00:07:57.500]  這就是神創造我們,拯救我們,一個很重要的目的
[00:07:57.500 --> 00:08:03.500]  所以我們看見這種是帶著聖靈的能力,所以我們用心靈誠實敬拜神
[00:08:03.500 --> 00:08:10.500]  其實原文的意思可以說是藉著聖靈的真理,來敬拜上帝
[00:08:10.500 --> 00:08:16.500]  所以來到這裡的時候,我們真的很感謝神,主耶穌在這裡
[00:08:16.500 --> 00:08:22.500]  首先看見祂信復神的話語,上次我們說到祂信復神的話語
[00:08:22.500 --> 00:08:26.500]  接受魔鬼的試探,祂聖降魔鬼的試探
[00:08:26.500 --> 00:08:33.500]  被聖靈來管理,加力,以致祂的心思意志,完全歸於主
[00:08:33.500 --> 00:08:36.500]  這種就是聖靈的能力
[00:08:36.500 --> 00:08:42.500]  聖靈的能力幫助我們信服神,聖靈就是幫助我們去信服上帝
[00:08:42.500 --> 00:08:45.500]  所以祂提醒我們,幫助我們給予能力
[00:08:45.500 --> 00:08:52.500]  神知道,所以當我們被聖靈引導的時候,得到聖靈的能力,神很喜悅
[00:08:52.500 --> 00:08:59.500]  魔鬼知道,魔鬼知道我們拒絕祂,離開試探,遵行神的旨意
[00:08:59.500 --> 00:09:08.500]  去過一個蒙神月立聖潔的生活,所以魔鬼也知道,祂有聖靈的能力
[00:09:08.500 --> 00:09:13.500]  然後自己也知道,因為我們自己有聖靈的同在,信服聖靈的時候
[00:09:13.500 --> 00:09:17.500]  有一種屬天的喜樂,有神的力量在我們心裏面
[00:09:17.500 --> 00:09:22.500]  我們感受到與神同行,這種屬天的喜樂
[00:09:22.500 --> 00:09:32.500]  聖經說,全片四方,耶穌全片四方,可見這種聖人的能力有影響力
[00:09:32.500 --> 00:09:35.500]  所以在祂身上有一種影響力
[00:09:35.500 --> 00:09:38.500]  我們稍後讀到耶穌教訓眾人的時候
[00:09:38.500 --> 00:09:44.500]  有一種影響力就是祂用聖靈在祂生命當中掌權所發出來的能力
[00:09:44.500 --> 00:09:52.500]  所以求神幫助我們,藉著聖靈幫助我們,你說我很軟弱,敬拜神,真是提不起勁
[00:09:52.500 --> 00:10:01.500]  祈禱,求聖靈幫助我們,我們在聖靈和真理當中敬拜著,心靈和誠實去敬拜上帝
[00:10:01.500 --> 00:10:07.500]  第二,我們看到耶穌恆常敬拜侍奉,祂是常運用神的道
[00:10:07.500 --> 00:10:22.500]  剛才我們讀過這一節的經文,十六節,耶穌來到拿撒勒,就是祂長大的地方,在安息日,照祂平常的規矩進了會堂,站起來要念什麼?要念聖經
[00:10:22.500 --> 00:10:34.500]  所以又一次再見到上帝的話,成為祂人生的中心,成為祂的導航,成為祂生存的一種力量
[00:10:34.500 --> 00:10:44.500]  第三十一節,後來下地記載了,耶穌下到加伯隆,就是伽利利的一座城,在安息日教訓眾人
[00:10:44.500 --> 00:10:51.500]  三十二節,祂們很稀奇祂的教訓,因為祂的話裡有權柄
[00:10:51.500 --> 00:10:59.500]  所以我們看到主耶穌祂得著聖靈的能力,宣講眾念神的話語聖經
[00:10:59.500 --> 00:11:10.500]  所以祂熟悉聖經,當時在會堂裡剛剛念到耳塞亞書,祂就說,隨手就可以拿起來,然後就宣讀耳塞亞書的經文
[00:11:10.500 --> 00:11:20.500]  所以這種我們看到,是祂已經讓神的話語成為祂人生的一部分,成為祂生命的力量,成為祂的見證
[00:11:20.500 --> 00:11:32.500]  所以我們看到主耶穌所提出來的時候,講這個神的話語的時候,祂說祂的說話裡帶著這種神話語的權柄
[00:11:32.500 --> 00:11:37.500]  所以證明這種已經化成祂生命裡面的一部分
[00:11:37.500 --> 00:11:44.500]  祂不只是讀聖經出來,而是把聖經,神的話語的權柄帶出來
[00:11:44.500 --> 00:11:59.500]  所以我們看到這種,就像啟示錄,勸勉我們所有信徒一樣,祂說:弟兄勝過他,勝過魔鬼,是因高揚的權,和他自己所見證的道
[00:11:59.500 --> 00:12:04.500]  所以祂是經歷過神的話語,自己所見證的道,來傳出來
[00:12:04.500 --> 00:12:09.500]  所以祂勝過魔鬼,祂活出來,就是上帝的話語的人生
[00:12:09.500 --> 00:12:21.500]  弟兄勝過他,弟兄姊妹,我們每一個都是,不只是耶穌,弟兄勝過魔鬼,是因為高揚的血,因為我們不完全靠高揚的血,至上在祂的保護之下
[00:12:21.500 --> 00:12:29.500]  但是也是自己所見證的道,所以這個就是耶穌給我們看見祂的那種敬拜
[00:12:29.500 --> 00:12:33.500]  祂將神的話語成為祂生命的一部分,來活出來
[00:12:33.500 --> 00:12:36.500]  第三,我們看到祂是主動的參與侍奉
[00:12:36.500 --> 00:12:47.500]  十六節,祂這樣說,祂說:耶穌來到拿撒納,就是祂長大的地方,在安息日,照祂平純的規矩,進了會堂,站起來,要念聖經
[00:12:47.500 --> 00:12:53.500]  站起來,就是說,誰要說孫獨臣的話,當時會堂是這樣的
[00:12:53.500 --> 00:12:58.500]  祂就站起來,主動的,來參與,敬拜,參與侍奉
[00:12:58.500 --> 00:13:02.500]  站起來,代表這種積極的參與
[00:13:02.500 --> 00:13:10.500]  站起來,代表一種活潑的,不是被動的,不是消極的,是有活力的
[00:13:10.500 --> 00:13:22.500]  亦不是推縮的,而是說,我來,我來,參與,我來,參加,我來,來侍奉神
[00:13:22.500 --> 00:13:28.500]  所以弟兄姊妹,我們都是主動的來侍奉,有沒有侍奉上帝
[00:13:28.500 --> 00:13:33.500]  哎呀,推你又不動,推你又不是,怎樣都沒什麼反應
[00:13:33.500 --> 00:13:39.500]  不是,祂主動就站起來,不用怎樣叫,祂就是主動參與
[00:13:39.500 --> 00:13:46.500]  看見有弟兄姊妹需要主動參與,看見誰需要,祂就主動去關懷
[00:13:46.500 --> 00:13:50.500]  看見哪裏的崗位缺乏人手,主動的,就來去承擔
[00:13:50.500 --> 00:14:00.500]  不用你推我讓,我怎麼都不動,而是真的很樂意的,因為他覺得這就是他生命的意義
[00:14:00.500 --> 00:14:05.500]  他的目的在這個世上,就是為了敬拜,為了侍奉上帝
[00:14:05.500 --> 00:14:11.500]  所以這不是別人逼他的,不是別人恐懼的,是他覺得這是我人生的使命
[00:14:11.500 --> 00:14:14.500]  我生存的意義,我活著的目的
[00:14:14.500 --> 00:14:16.500]  所以這就是那種侍奉的動力
[00:14:16.500 --> 00:14:22.500]  所以這個侍奉的動力就是,我侍奉上帝何等榮耀,侍奉神
[00:14:22.500 --> 00:14:28.500]  所以我們看見在新約,其實在關乎敬拜, worship
[00:14:28.500 --> 00:14:40.500]  如果我們綜合新約的一種觀念,其實就是代表我們信服和降服在神的面前
[00:14:40.500 --> 00:14:48.500]  也是代表對他的崇敬所發出的一種回應的行動,這種就是敬拜的意思
[00:14:48.500 --> 00:14:54.500]  而這種敬拜也是透過我們的奉獻,透過我們的獻上
[00:14:54.500 --> 00:15:01.500]  所以是包括我們的侍奉,我們可能去奉獻我們的時間,奉獻我們的專注力
[00:15:01.500 --> 00:15:08.500]  奉獻我們對神的尊敬的心,對神的忠誠,對神的愛
[00:15:08.500 --> 00:15:15.500]  對神的偉生,以及物質上,金錢等等,我們的禱告等等
[00:15:15.500 --> 00:15:18.500]  所以這種就是一種敬拜的意思
[00:15:18.500 --> 00:15:23.500]  敬拜就是我們把神託付給我們的,成為一個祭
[00:15:23.500 --> 00:15:27.500]  好像今晚我們想唱的詩歌一樣,成為一個祭獻給上帝
[00:15:27.500 --> 00:15:33.500]  這個祭代表著我們的擺賞,我們的犧牲,我們的奉獻,我們的偉生
[00:15:33.500 --> 00:15:40.500]  我們將尊榮歸給神祂當德的,佩壽的尊榮
[00:15:40.500 --> 00:15:44.500]  所以這種就是「恨上敬拜侍奉」
[00:15:44.500 --> 00:15:50.500]  大興智媒,你有沒有這種「恨上敬拜侍奉」的人生,成為你人生的目的?
[00:15:50.500 --> 00:15:56.500]  在耶穌的榜樣那邊我們看到,字可能小一點,在座的大興智媒
[00:15:56.500 --> 00:16:03.500]  只有一頁,我讀給大家聽,網上的大興智媒應該會比較容易看
[00:16:03.500 --> 00:16:06.500]  耶穌基督,祂有什麼榜樣成為我們的典範呢?
[00:16:06.500 --> 00:16:10.500]  我們看到綜合在約翰福音很多的經文裡面
[00:16:10.500 --> 00:16:16.500]  看到耶穌基督與天父有親密的關係,約翰福音八章二十九節
[00:16:16.500 --> 00:16:21.500]  祂讚美天父,並獻上感恩,約翰福音十一章四十一節
[00:16:21.500 --> 00:16:24.500]  祂愛慕並尊崇天父
[00:16:24.500 --> 00:16:27.500]  約翰福音八章四十九節
[00:16:27.500 --> 00:16:30.500]  祂禱告並信靠天父
[00:16:30.500 --> 00:16:34.500]  馬帝福音十四章和彼得前書的經文
[00:16:34.500 --> 00:16:40.500]  祂沒有自己的意思,只是願意遵行天父的旨意
[00:16:40.500 --> 00:16:43.500]  約翰福音五章三十節
[00:16:43.500 --> 00:16:49.500]  祂完全地謙卑,信服天父,這個我熟悉的菲律賓書二章八節
[00:16:49.500 --> 00:16:54.500]  然後在約翰福音耶穌最後大祭司的祈禱
[00:16:54.500 --> 00:16:57.500]  祂說祂活著就是為榮耀天父
[00:16:57.500 --> 00:16:59.500]  所以我們看到在這些經文裡面
[00:16:59.500 --> 00:17:03.500]  讓我們看到耶穌基督這種就是祂的敬拜的實踐
[00:17:03.500 --> 00:17:08.500]  敬拜的人生的態度,敬拜的榜樣,敬拜的心態
[00:17:08.500 --> 00:17:10.500]  今天我們來參加敬拜
[00:17:10.500 --> 00:17:13.500]  我們在我們的生活上去敬拜
[00:17:13.500 --> 00:17:15.500]  我們在參與侍奉
[00:17:15.500 --> 00:17:19.500]  在我們的生命、我們的生活、我們的侍功上的侍服
[00:17:19.500 --> 00:17:22.500]  都要帶著這些耶穌給我們的榜樣
[00:17:22.500 --> 00:17:24.500]  先與神有親密的關係
[00:17:24.500 --> 00:17:26.500]  來讚美、獻上我們的感恩
[00:17:26.500 --> 00:17:28.500]  用感恩的心回應
[00:17:28.500 --> 00:17:31.500]  來尊崇上帝、信靠祂、靠祈禱
[00:17:31.500 --> 00:17:35.500]  來遵行神的旨意,不是照我們的意思
[00:17:35.500 --> 00:17:38.500]  完全地謙卑、信服天父
[00:17:38.500 --> 00:17:41.500]  然後祂活著就是要榮耀上帝
[00:17:41.500 --> 00:17:43.500]  Amen
[00:17:44.500 --> 00:17:47.500]  這個是真正的敬拜者
[00:17:47.500 --> 00:17:50.500]  是生命有力的見證
[00:17:50.500 --> 00:17:54.500]  是耶穌基督親自樹立一個敬拜的榜樣
[00:17:54.500 --> 00:17:56.500]  恆常敬拜
[00:17:56.500 --> 00:17:59.500]  耶穌一開始出來,這個就是祂整個人生
[00:17:59.500 --> 00:18:02.500]  我們一路讀下去就發覺祂一路都是這樣
[00:18:02.500 --> 00:18:04.500]  照平常的規矩
[00:18:04.500 --> 00:18:07.500]  所以每個主日我們回來敬拜神
[00:18:07.500 --> 00:18:09.500]  這個是我們生命的一部份
[00:18:09.500 --> 00:18:11.500]  我們為了要敬拜主
[00:18:11.500 --> 00:18:14.500]  我們每天來到敬拜上帝
[00:18:14.500 --> 00:18:16.500]  每天與祂靈交親近祂
[00:18:16.500 --> 00:18:18.500]  是我們人生的目的
[00:18:18.500 --> 00:18:21.500]  因為這就是神創造和拯救我們的目的
[00:18:21.500 --> 00:18:23.500]  我們再說恆常敬拜的人
[00:18:23.500 --> 00:18:25.500]  應該是信服神的話語
[00:18:25.500 --> 00:18:27.500]  聖國魔鬼的示範
[00:18:27.500 --> 00:18:29.500]  有聖靈的能力,帶出生命的見證
[00:18:29.500 --> 00:18:31.500]  主動地來參與侍奉
[00:18:31.500 --> 00:18:34.500]  這個就是有使命的人生
[00:18:34.500 --> 00:18:36.500]  求主幫助我們
[00:18:36.500 --> 00:18:39.500]  讓我們也能有這種使命的人生活出來
[00:18:39.500 --> 00:18:42.500]  讓我們的生命真的不會枉過
[00:18:42.500 --> 00:18:44.500]  要帶著使命,有著目的
[00:18:44.500 --> 00:18:47.500]  學校基督的榜樣過我們的生活
[00:18:47.500 --> 00:18:51.500]  第二,耶穌更加宣告
[00:18:51.500 --> 00:18:54.500]  也跟著實踐出來
[00:18:54.500 --> 00:18:56.500]  就是祂在第二方面
[00:18:56.500 --> 00:18:58.500]  我們很熟悉的幾節經文
[00:18:58.500 --> 00:18:59.500]  剛才我們讀過的
[00:18:59.500 --> 00:19:02.500]  這個就是報福音,傳喜訊
[00:19:02.500 --> 00:19:05.500]  這個就是祂的人生
[00:19:05.500 --> 00:19:07.500]  祂的生命的目的
[00:19:07.500 --> 00:19:10.500]  祂的使命,祂的使命宣言
[00:19:10.500 --> 00:19:16.500]  正如在羅馬書第十章
[00:19:16.500 --> 00:19:19.500]  也引用了爾創書第五十二章所說
[00:19:19.500 --> 00:19:22.500]  報福音,傳喜訊息的
[00:19:22.500 --> 00:19:25.500]  你們懂得跟著說什麼嗎?
[00:19:25.500 --> 00:19:26.500]  他們的什麼?
[00:19:26.500 --> 00:19:29.500]  他們的腳中,何等皆美
[00:19:29.500 --> 00:19:32.500]  報福音,傳喜訊息的
[00:19:32.500 --> 00:19:35.500]  他們的腳中,何等皆美
[00:19:35.500 --> 00:19:38.500]  這個就是美麗的人生
[00:19:38.500 --> 00:19:40.500]  這個就是報福音,傳喜訊
[00:19:40.500 --> 00:19:42.500]  你看他們的人生的腳中
[00:19:42.500 --> 00:19:43.500]  何等皆美
[00:19:43.500 --> 00:19:45.500]  你羨慕這種的人生嗎?
[00:19:45.500 --> 00:19:49.500]  你羨慕這種使命的人生嗎?
[00:19:49.500 --> 00:19:52.500]  不是吃飯,睡覺,看電視
[00:19:52.500 --> 00:19:54.500]  去玩這樣
[00:19:54.500 --> 00:19:55.500]  不是
[00:19:55.500 --> 00:19:57.500]  他是報福音,傳喜訊
[00:19:57.500 --> 00:19:59.500]  當然了,吃飯,睡覺,看電視
[00:19:59.500 --> 00:20:00.500]  去玩也不是錯的
[00:20:00.500 --> 00:20:04.500]  但這個不是我們人生的目的
[00:20:04.500 --> 00:20:06.500]  那些只不過是幫助我們
[00:20:06.500 --> 00:20:07.500]  調整我們的生活
[00:20:07.500 --> 00:20:08.500]  給我們能夠有休息
[00:20:08.500 --> 00:20:09.500]  給我們有力量
[00:20:09.500 --> 00:20:13.500]  我們要活出一種使命的人生
[00:20:13.500 --> 00:20:15.500]  報福音,傳喜訊息
[00:20:15.500 --> 00:20:19.500]  他們的腳中,何等皆美
[00:20:19.500 --> 00:20:24.500]  那麼,耶穌用什麼來講出使命的宣言
[00:20:24.500 --> 00:20:26.500]  可以說有五方面
[00:20:26.500 --> 00:20:27.500]  大家看看
[00:20:27.500 --> 00:20:29.500]  主的靈在我身上
[00:20:29.500 --> 00:20:32.500]  因為祂用高告我
[00:20:32.500 --> 00:20:36.500]  第一,叫我傳福音,給貧窮的人
[00:20:36.500 --> 00:20:38.500]  妻我被告,被報告什麼?
[00:20:38.500 --> 00:20:41.500]  第二,被擄的得釋放
[00:20:41.500 --> 00:20:43.500]  剋難的,第三,得罕見
[00:20:43.500 --> 00:20:47.500]  第四,叫那受壓制的得以自由
[00:20:47.500 --> 00:20:49.500]  然後最後,第五,報告
[00:20:49.500 --> 00:20:52.500]  上帝越立人的欺憐
[00:20:52.500 --> 00:20:53.500]  所以我們今天來看看
[00:20:53.500 --> 00:20:54.500]  這五方面,好嗎?
[00:20:54.500 --> 00:20:55.500]  我們看看
[00:20:55.500 --> 00:20:57.500]  它是從《以塞書》第六十一章
[00:20:57.500 --> 00:20:59.500]  開始的經文來的
[00:20:59.500 --> 00:21:02.500]  所以當耶穌來宣讀這個經文的時候
[00:21:02.500 --> 00:21:03.500]  祂就表明
[00:21:03.500 --> 00:21:05.500]  這就是祂的人生使命的宣言
[00:21:05.500 --> 00:21:07.500]  然後,在下文記載
[00:21:07.500 --> 00:21:11.500]  就是祂不斷地來實踐這些使命
[00:21:11.500 --> 00:21:12.500]  第一,我們看到
[00:21:12.500 --> 00:21:15.500]  是傳福音,給貧窮的人
[00:21:15.500 --> 00:21:16.500]  這裡好像說
[00:21:16.500 --> 00:21:18.500]  好像一個富有者
[00:21:18.500 --> 00:21:20.500]  一個富有者
[00:21:20.500 --> 00:21:24.500]  耶穌活出一種富有者的人生
[00:21:24.500 --> 00:21:26.500]  一種豐富的人生
[00:21:26.500 --> 00:21:29.500]  你覺得自己富不富有?
[00:21:29.500 --> 00:21:32.500]  耶穌物質上不是很富有
[00:21:32.500 --> 00:21:34.500]  雖然不是很貧窮
[00:21:34.500 --> 00:21:35.500]  但是祂不是富有
[00:21:35.500 --> 00:21:37.500]  因為祂是木匠的兒子
[00:21:37.500 --> 00:21:39.500]  當時有些人還這樣說
[00:21:39.500 --> 00:21:42.500]  這個豈不是弱失的兒子嗎?
[00:21:42.500 --> 00:21:44.500]  就是一個很普通的人
[00:21:44.500 --> 00:21:45.500]  一個平凡的家庭
[00:21:45.500 --> 00:21:47.500]  一個木匠的兒子
[00:21:47.500 --> 00:21:51.500]  那為什麼耶穌能夠給一些
[00:21:51.500 --> 00:21:52.500]  貧窮的人呢?
[00:21:52.500 --> 00:21:55.500]  就是因為祂是活出一種
[00:21:55.500 --> 00:21:57.500]  生命的豐富
[00:21:57.500 --> 00:21:59.500]  今天,你富不富有?
[00:21:59.500 --> 00:22:00.500]  富不富有?
[00:22:00.500 --> 00:22:01.500]  神可以用你的財富
[00:22:01.500 --> 00:22:03.500]  來幫助那些貧窮的人
[00:22:03.500 --> 00:22:05.500]  真的
[00:22:05.500 --> 00:22:07.500]  神給你的財富是怎麼用的呢?
[00:22:07.500 --> 00:22:11.500]  就是自己全部享盡了嗎?
[00:22:11.500 --> 00:22:12.500]  還是神託付給你
[00:22:12.500 --> 00:22:14.500]  來用那些財富
[00:22:14.500 --> 00:22:17.500]  去幫助那些貧窮的人呢?
[00:22:17.500 --> 00:22:19.500]  所以,這裡就是
[00:22:19.500 --> 00:22:21.500]  耶穌給我們看見的
[00:22:21.500 --> 00:22:22.500]  當然,這裡更重要的
[00:22:22.500 --> 00:22:23.500]  剛才我們說出來
[00:22:23.500 --> 00:22:25.500]  就是祂這種的豐富
[00:22:25.500 --> 00:22:27.500]  是祂的生命的豐富
[00:22:27.500 --> 00:22:29.500]  是祂的生命的豐富
[00:22:29.500 --> 00:22:30.500]  所以祂可以說是
[00:22:30.500 --> 00:22:31.500]  屬靈的大富翁
[00:22:31.500 --> 00:22:33.500]  屬靈的富有者
[00:22:33.500 --> 00:22:35.500]  因為祂能夠叫
[00:22:35.500 --> 00:22:38.500]  人能得到錢都買不到的
[00:22:38.500 --> 00:22:39.500]  錢買到很多東西
[00:22:39.500 --> 00:22:41.500]  但有些東西是錢買不到的
[00:22:41.500 --> 00:22:42.500]  錢買不到的
[00:22:42.500 --> 00:22:44.500]  真正的內心的快樂
[00:22:44.500 --> 00:22:45.500]  和滿足
[00:22:45.500 --> 00:22:48.500]  這種是生命的豐富
[00:22:48.500 --> 00:22:50.500]  所以,求神幫助我們
[00:22:50.500 --> 00:22:51.500]  我們都來到神面前
[00:22:51.500 --> 00:22:53.500]  知取神的豐富
[00:22:53.500 --> 00:22:55.500]  讓我們過一過
[00:22:55.500 --> 00:22:57.500]  富有的人生
[00:22:57.500 --> 00:22:59.500]  不是在乎有多少錢
[00:22:59.500 --> 00:23:00.500]  是在乎你的生命
[00:23:00.500 --> 00:23:02.500]  是不是很豐富的
[00:23:02.500 --> 00:23:04.500]  可以去分享給別人
[00:23:04.500 --> 00:23:07.500]  你能夠叫那些貧窮的人
[00:23:07.500 --> 00:23:08.500]  都能夠得到豐富
[00:23:08.500 --> 00:23:10.500]  因為你有這個本錢
[00:23:10.500 --> 00:23:11.500]  有這個豐富
