
[00:00:00.000 --> 00:00:03.040]  各位親愛的弟兄姊妹,平安!
[00:02:39.000 --> 00:02:50.000]  他當提摩太是將要承繼、承受他一生絕世武功的入室弟子
[00:02:50.000 --> 00:02:53.000]  現在寶羅就寫信給提摩太
[00:02:53.000 --> 00:03:00.000]  要教他怎樣為主打一場漂亮的勝仗
[00:03:00.000 --> 00:03:05.000]  究竟怎樣打仗才能夠大獲全勝呢?
[00:03:05.000 --> 00:03:09.000]  原來提摩太和他的後人
[00:03:09.000 --> 00:03:12.000]  也就是包括你和我
[00:03:12.000 --> 00:03:17.000]  最重要的,必須首先要掌握的
[00:03:17.000 --> 00:03:20.000]  無論是內功的心法
[00:03:20.000 --> 00:03:26.000]  是武功,或者兵器就是祈禱
[00:03:26.000 --> 00:03:31.000]  因為寶羅接著第二章第一句說話就說
[00:03:31.000 --> 00:03:35.000]  所以我勸你(I urge you)
[00:03:35.000 --> 00:03:40.000]  首先最重要的,就是要祈禱
[00:03:40.000 --> 00:03:44.000]  今天的講題是「祈禱靠神勝過一切」
[00:03:44.000 --> 00:03:48.000]  讓我們透過神祂自己的話語
[00:03:48.000 --> 00:03:51.000]  知道祈禱是多麼的重要
[00:03:51.000 --> 00:03:56.000]  是我們信仰生活裡面的「話事啪」
[00:03:56.000 --> 00:04:04.000]  讓我們透過學習祈禱,靠神去勝過一切
[00:04:04.000 --> 00:04:06.000]  寶羅說,所以我勸你(I urge you)
[00:04:06.000 --> 00:04:09.000]  首先最重要的,就是祈禱
[00:04:09.000 --> 00:04:13.000]  請問你和我每一天
[00:04:13.000 --> 00:04:17.000]  在眾多所有要做的事情裡面
[00:04:17.000 --> 00:04:21.000]  其實祈禱佔了一個什麼的席位呢?
[00:04:21.000 --> 00:04:25.000]  是不是最首要的呢?是不是最首先的呢?
[00:04:25.000 --> 00:04:28.000]  會不會在做每一件事情之前
[00:04:28.000 --> 00:04:31.000]  或者在你還沒做任何事情之前
[00:04:31.000 --> 00:04:34.000]  第一件事就是祈禱呢?
[00:04:34.000 --> 00:04:36.000]  而每當你祈禱的時候
[00:04:36.000 --> 00:04:38.000]  請問你為了誰?
[00:04:38.000 --> 00:04:43.000]  請問你為了什麼事情來祈禱呢?
[00:04:43.000 --> 00:04:47.000]  我們通常都慣常為自己所關心的人
[00:04:47.000 --> 00:04:50.000]  為自己所關心的事來祈禱
[00:04:50.000 --> 00:04:52.000]  其實這個無可厚非
[00:04:52.000 --> 00:04:58.000]  不過寶羅就在勸我們要為所有人來祈禱
[00:04:58.000 --> 00:05:02.000]  特別是為那些君王和一切在位的
[00:05:02.000 --> 00:05:08.000]  意思是為那些有影響力的人來祈禱
[00:05:08.000 --> 00:05:12.000]  不知道在英女王還沒過世之前
[00:05:12.000 --> 00:05:15.000]  你有沒有為她祈禱呢?
[00:05:15.000 --> 00:05:22.000]  在她過世之後你會不會為查理斯王來祈禱呢?
[00:05:22.000 --> 00:05:23.000]  我們身處加拿大
[00:05:23.000 --> 00:05:26.000]  不知道你有多慣常的
[00:05:26.000 --> 00:05:31.000]  為總理杜魯多擺上祈禱呢?
[00:05:31.000 --> 00:05:33.000]  我記得我還在香港的時候
[00:05:33.000 --> 00:05:38.000]  我也曾經為特首林鄭來祈禱
[00:05:38.000 --> 00:05:41.000]  不是我喜歡她或者我欣賞她
[00:05:41.000 --> 00:05:45.000]  不過正因為我知道她做的每一個決定
[00:05:45.000 --> 00:05:47.000]  她所定的每一個政策
[00:05:47.000 --> 00:05:53.000]  是會或多或少影響每一個生活在香港的市民
[00:05:53.000 --> 00:05:57.000]  正如在世界上每一個在位的
[00:05:57.000 --> 00:06:01.000]  都同樣有這樣的影響力
[00:06:01.000 --> 00:06:05.000]  不過當我們再細心想一想
[00:06:05.000 --> 00:06:08.000]  事實上我們每一個人
[00:06:08.000 --> 00:06:12.000]  上帝擺我們都在一個很獨特的位置
[00:06:12.000 --> 00:06:16.000]  我們都有一個很不同的位份
[00:06:16.000 --> 00:06:19.000]  以致我們可以在這個位份裡面
[00:06:19.000 --> 00:06:24.000]  發揮只有你才可以發揮的影響力
[00:06:24.000 --> 00:06:27.000]  無論你是一位學生
[00:06:27.000 --> 00:06:28.000]  一位老師
[00:06:28.000 --> 00:06:29.000]  一位家長
[00:06:29.000 --> 00:06:30.000]  一位老闆
[00:06:30.000 --> 00:06:31.000]  一位員工
[00:06:31.000 --> 00:06:33.000]  我們每一個人都可以成為
[00:06:33.000 --> 00:06:36.000]  這個世界上的鹽和光
[00:06:36.000 --> 00:06:37.000]  去改變這個世界
[00:06:37.000 --> 00:06:40.000]  令這個世界變得更加的美好
[00:06:40.000 --> 00:06:41.000]  假如我們每一個人
[00:06:41.000 --> 00:06:43.000]  都能夠成為神祂自己的子民
[00:06:43.000 --> 00:06:46.000]  信服在神祂自己的主權底下
[00:06:46.000 --> 00:06:49.000]  按照著神祂自己的旨意
[00:06:49.000 --> 00:06:51.000]  去過每一天的生活
[00:06:51.000 --> 00:06:53.000]  去討神祂自己的喜悅
[00:06:53.000 --> 00:06:54.000]  這樣
[00:06:54.000 --> 00:06:56.000]  也是唯有這樣
[00:06:56.000 --> 00:06:59.000]  我們才能夠真真正正
[00:06:59.000 --> 00:07:01.000]  是敬虔的
[00:07:01.000 --> 00:07:02.000]  端正的
[00:07:02.000 --> 00:07:04.000]  平穩寧靜的
[00:07:04.000 --> 00:07:06.000]  去過我們每一天的生活
[00:07:06.000 --> 00:07:10.000]  而這正是神對我們每一個人
[00:07:10.000 --> 00:07:13.000]  所懷有的一個渴望
[00:07:13.000 --> 00:07:16.000]  祂很渴望我們是這樣的
[00:07:16.000 --> 00:07:18.000]  去過我們每一天的生活
[00:07:18.000 --> 00:07:20.000]  所以保羅接著就說
[00:07:20.000 --> 00:07:21.000]  這是好的
[00:07:21.000 --> 00:07:23.000]  在我們的救主神面前
[00:07:23.000 --> 00:07:25.000]  是可夢越立的
[00:07:25.000 --> 00:07:26.000]  意思是
[00:07:26.000 --> 00:07:29.000]  我們迫切地為每一個人祈禱
[00:07:29.000 --> 00:07:30.000]  以致每一個人都能夠
[00:07:30.000 --> 00:07:32.000]  是敬虔的
[00:07:32.000 --> 00:07:33.000]  端正的
[00:07:33.000 --> 00:07:37.000]  平穩寧靜地去生活
[00:07:37.000 --> 00:07:40.000]  我們這樣去祈禱的話
[00:07:40.000 --> 00:07:41.000]  在神的面前是好的
[00:07:41.000 --> 00:07:43.000]  是可夢越立的
[00:07:43.000 --> 00:07:45.000]  為什麼?
[00:07:45.000 --> 00:07:46.000]  是因為
[00:07:46.000 --> 00:07:48.000]  原來神祂自己
[00:07:48.000 --> 00:07:51.000]  都渴望人人得救
[00:07:51.000 --> 00:07:54.000]  並且渴望所有的人
[00:07:54.000 --> 00:07:56.000]  都認識真理
[00:07:56.000 --> 00:07:58.000]  即是進入真理
[00:07:58.000 --> 00:08:00.000]  活出真理
[00:08:00.000 --> 00:08:03.000]  原來這是神祂自己
[00:08:03.000 --> 00:08:05.000]  一個很強的意願
[00:08:05.000 --> 00:08:08.000]  是祂一個最深的渴望
[00:08:08.000 --> 00:08:09.000]  而這就是為什麼
[00:08:09.000 --> 00:08:11.000]  我們要這樣祈禱
[00:08:11.000 --> 00:08:14.000]  最主要的原因
[00:08:14.000 --> 00:08:15.000]  請問你知不知道
[00:08:15.000 --> 00:08:18.000]  神的這份意願
[00:08:18.000 --> 00:08:21.000]  這個渴望有多強烈呢?
[00:08:21.000 --> 00:08:24.000]  保羅接著就告訴我們
[00:08:24.000 --> 00:08:26.000]  我們這位獨一的神
[00:08:26.000 --> 00:08:28.000]  為了達成這個意願
[00:08:28.000 --> 00:08:33.000]  竟然願意將祂自己獨一的兒子
[00:08:33.000 --> 00:08:36.000]  就是我們的主耶穌基督賜給我們
[00:08:36.000 --> 00:08:40.000]  透過主耶穌獻上祂自己
[00:08:40.000 --> 00:08:43.000]  成為所有人的屬家
[00:08:43.000 --> 00:08:46.000]  成為了人和神中間的
[00:08:46.000 --> 00:08:48.000]  獨一宗保
[00:08:48.000 --> 00:08:50.000]  獨一的神
[00:08:50.000 --> 00:08:51.000]  獨一的兒子
[00:08:51.000 --> 00:08:54.000]  成為獨一的宗保
[00:08:54.000 --> 00:08:58.000]  所以主耶穌跟我們說
[00:08:58.000 --> 00:09:01.000]  如果不是差我來的符
[00:09:01.000 --> 00:09:03.000]  祂親自來吸引人
[00:09:03.000 --> 00:09:05.000]  其實沒有任何一個人
[00:09:05.000 --> 00:09:09.000]  能夠來到主耶穌那裡
[00:09:09.000 --> 00:09:12.000]  而主耶穌又繼續說
[00:09:12.000 --> 00:09:14.000]  我就是到真理和生命
[00:09:14.000 --> 00:09:16.000]  如果不藉著我
[00:09:16.000 --> 00:09:20.000]  沒有人能夠到符那裡去
[00:09:20.000 --> 00:09:23.000]  所以我們今天
[00:09:23.000 --> 00:09:25.000]  之所以能夠坐在這裡
[00:09:25.000 --> 00:09:27.000]  今天我們之所以
[00:09:27.000 --> 00:09:30.000]  能夠成為神祂自己的兒女
[00:09:30.000 --> 00:09:32.000]  我們之所以能夠
[00:09:32.000 --> 00:09:34.000]  那麼坦然無懼
[00:09:34.000 --> 00:09:36.000]  可以來到神祂自己的
[00:09:36.000 --> 00:09:38.000]  私恩寶座面前
[00:09:38.000 --> 00:09:39.000]  來到祈禱
[00:09:39.000 --> 00:09:40.000]  來到敬拜
[00:09:40.000 --> 00:09:41.000]  來到侍奉
[00:09:41.000 --> 00:09:43.000]  完完全全是出於
[00:09:43.000 --> 00:09:46.000]  神祂自己的渴望
[00:09:46.000 --> 00:09:48.000]  是祂這個意願
[00:09:48.000 --> 00:09:50.000]  也都完完全全是出於
[00:09:50.000 --> 00:09:51.000]  神祂自己的恩典
[00:09:51.000 --> 00:09:52.000]  祂的憐憫
[00:09:52.000 --> 00:09:54.000]  以及祂對我們
[00:09:54.000 --> 00:09:58.000]  每一個人的大愛
[00:09:58.000 --> 00:10:00.000]  所以保羅提摩
[00:10:00.000 --> 00:10:01.000]  在這封所書
[00:10:01.000 --> 00:10:02.000]  第二章第十節
[00:10:02.000 --> 00:10:05.000]  那裡指出說
[00:10:05.000 --> 00:10:06.000]  你們得救
[00:10:06.000 --> 00:10:08.000]  這個包括了我們的成長
[00:10:08.000 --> 00:10:10.000]  以及我們的成性
[00:10:10.000 --> 00:10:11.000]  我們的得救
[00:10:11.000 --> 00:10:12.000]  整個的得救
[00:10:12.000 --> 00:10:15.000]  是本乎恩典
[00:10:15.000 --> 00:10:17.000]  是恩若信
[00:10:17.000 --> 00:10:18.000]  不是出於自己
[00:10:18.000 --> 00:10:22.000]  是神好像有一份禮物那樣給過我們
[00:10:22.000 --> 00:10:24.000]  不是出於行為
[00:10:24.000 --> 00:10:27.000]  免得我們有人可以自誇
[00:10:27.000 --> 00:10:30.000]  我們原來是祂自己的工作
[00:10:30.000 --> 00:10:34.000]  是在基督耶穌裡面造成
[00:10:34.000 --> 00:10:36.000]  唯要叫我們行善
[00:10:36.000 --> 00:10:39.000]  就是神所預備叫我們行的
[00:10:39.000 --> 00:10:43.000]  正因為我們是神祂自己的工作
[00:10:43.000 --> 00:10:44.000]  是在基督耶穌
[00:10:44.000 --> 00:10:47.000]  我們唯一的宗保裡面造成
[00:10:47.000 --> 00:10:49.000]  祂主耶穌
[00:10:49.000 --> 00:10:52.000]  就是我們生命的創始者
[00:10:52.000 --> 00:10:56.000]  也是我們生命的承宗者
[00:10:56.000 --> 00:10:57.000]  所以無論我們的得救
[00:10:57.000 --> 00:10:58.000]  或者是成性
[00:10:58.000 --> 00:11:01.000]  都是源源泉泉
[00:11:01.000 --> 00:11:04.000]  出於神祂自己的恩典
[00:11:04.000 --> 00:11:06.000]  所以我們更加需要祈禱
[00:11:06.000 --> 00:11:08.000]  傳言的來依靠
[00:11:08.000 --> 00:11:11.000]  神祂自己來承傳
[00:11:11.000 --> 00:11:15.000]  祂自己承傳的工作
[00:11:15.000 --> 00:11:18.000]  事實上根據保羅希羅馬書
[00:11:18.000 --> 00:11:20.000]  第八章的描述
[00:11:20.000 --> 00:11:24.000]  我們的神是一位不斷祈禱的神
[00:11:24.000 --> 00:11:27.000]  他同時也是一位不斷在聆聽
[00:11:27.000 --> 00:11:32.000]  和不斷在回應祈禱的神
[00:11:32.000 --> 00:11:35.000]  讓我們同聲地來重讀
[00:11:35.000 --> 00:11:42.000]  羅馬書第八章的二十六章和二十七章
[00:11:42.000 --> 00:11:45.000]  兩節請
[00:11:45.000 --> 00:12:11.000]  從這兩節經文裡
[00:12:11.000 --> 00:12:13.000]  請問誰在祈禱呢?
[00:12:13.000 --> 00:12:16.000]  答案太明顯了
[00:12:16.000 --> 00:12:18.000]  沒錯,就是聖靈
[00:12:18.000 --> 00:12:19.000]  祂在祈禱
[00:12:19.000 --> 00:12:21.000]  請問聖靈是怎樣祈禱的呢?
[00:12:21.000 --> 00:12:22.000]  聖經告訴我們
[00:12:22.000 --> 00:12:25.000]  聖靈一方面是親自
[00:12:25.000 --> 00:12:28.000]  用無可言喻
[00:12:28.000 --> 00:12:30.000]  說不出的嘆息
[00:12:30.000 --> 00:12:34.000]  來替我們祈禱
[00:12:34.000 --> 00:12:35.000]  但另一方面
[00:12:35.000 --> 00:12:37.000]  聖靈是按照著神
[00:12:37.000 --> 00:12:39.000]  祂自己最美好的旨意
[00:12:39.000 --> 00:12:41.000]  來替我們祈禱
[00:12:41.000 --> 00:12:47.000]  因為聖靈是知道、明白、體貼
[00:12:47.000 --> 00:12:51.000]  天父、聖父的旨意
[00:12:51.000 --> 00:12:55.000]  請問當聖靈在祈禱的時候
[00:12:55.000 --> 00:12:57.000]  誰在聆聽祈禱?
[00:12:57.000 --> 00:12:59.000]  以及是怎樣聆聽祈禱呢?
[00:12:59.000 --> 00:13:01.000]  聖經也告訴我們
[00:13:01.000 --> 00:13:05.000]  是那位監察人心的
[00:13:05.000 --> 00:13:09.000]  意思就是指我們的聖父
[00:13:09.000 --> 00:13:10.000]  他在聆聽
[00:13:10.000 --> 00:13:13.000]  而且知道、明白
[00:13:13.000 --> 00:13:18.000]  而聖父是會應允這樣的祈禱的
[00:13:18.000 --> 00:13:21.000]  因為聖靈是照著
[00:13:21.000 --> 00:13:26.000]  祂自己的旨意來祈禱
[00:13:26.000 --> 00:13:28.000]  雖然短短的兩節經文
[00:13:28.000 --> 00:13:31.000]  已經描述了我們三一神
[00:13:31.000 --> 00:13:34.000]  其中兩位衛家之間
[00:13:34.000 --> 00:13:37.000]  的祈禱、互動的關係
[00:13:37.000 --> 00:13:39.000]  我們也同聲地中讀
[00:13:39.000 --> 00:13:44.000]  羅馬書第八章三十一至三十四節
[00:13:44.000 --> 00:13:46.000]  一、二、三
[00:13:46.000 --> 00:13:48.000]  神若幫助我們
[00:13:48.000 --> 00:13:50.000]  誰能抵擋我們呢?
[00:13:50.000 --> 00:13:53.000]  神既不愛惜自己的兒子
[00:13:53.000 --> 00:13:56.000]  為我們眾人捨了他
[00:13:56.000 --> 00:13:58.000]  豈不也把萬物
[00:13:58.000 --> 00:14:02.000]  和他一同白白地賜給我們嗎?
[00:14:02.000 --> 00:14:06.000]  誰能空高神所揀選的人呢?
[00:14:06.000 --> 00:14:09.000]  有神稱他們為異鳥
[00:14:09.000 --> 00:14:11.000]  誰能定他們的罪呢?
[00:14:11.000 --> 00:14:14.000]  有基督耶穌已經死了
[00:14:14.000 --> 00:14:16.000]  而且復活了
[00:14:16.000 --> 00:14:19.000]  現今在神的右邊
[00:14:19.000 --> 00:14:22.000]  也替我們祈求
[00:14:22.000 --> 00:14:24.000]  從這四節的經文
[00:14:24.000 --> 00:14:27.000]  請問誰在祈禱呢?
[00:14:27.000 --> 00:14:32.000]  沒錯,就是那位甘心樂意
[00:14:32.000 --> 00:14:35.000]  為我們死,為我們復活的聖子
[00:14:35.000 --> 00:14:38.000]  我們的救主,主耶穌基督
[00:14:38.000 --> 00:14:41.000]  我相信主耶穌同樣的
[00:14:41.000 --> 00:14:43.000]  也像聖靈一樣
[00:14:43.000 --> 00:14:46.000]  是按照主神祂自己的心意
[00:14:46.000 --> 00:14:49.000]  來替我們祈求
[00:14:49.000 --> 00:14:52.000]  請問在這段經文裡
[00:14:52.000 --> 00:14:54.000]  有沒有描述聖父
[00:14:54.000 --> 00:14:59.000]  是怎樣回應主耶穌基督的祈禱呢?
[00:14:59.000 --> 00:15:05.000]  有,聖經有指出
[00:15:05.000 --> 00:15:09.000]  既然聖父都不顧聲
[00:15:09.000 --> 00:15:12.000]  不愛惜祂自己的兒子
[00:15:12.000 --> 00:15:14.000]  為我們眾人寫了
[00:15:14.000 --> 00:15:16.000]  豈不也把萬物
[00:15:16.000 --> 00:15:18.000]  和主耶穌基督
[00:15:18.000 --> 00:15:24.000]  一起白白地賜過給我們呢?
[00:15:24.000 --> 00:15:26.000]  所以這段經文讓我們看到
[00:15:26.000 --> 00:15:29.000]  無論是聖靈,聖子,和聖父
[00:15:29.000 --> 00:15:32.000]  都是多麼渴望幫助我們
[00:15:32.000 --> 00:15:36.000]  為我們不住地去祈禱
[00:15:36.000 --> 00:15:39.000]  叫萬事,包括所有的事
[00:15:39.000 --> 00:15:41.000]  那些好的事和不好的事
[00:15:41.000 --> 00:15:43.000]  都互相的效力
[00:15:43.000 --> 00:15:46.000]  叫愛神的人得到益處
[00:15:46.000 --> 00:15:50.000]  就是那些安照著祂旨意
[00:15:50.000 --> 00:15:52.000]  被照顧的人
[00:15:52.000 --> 00:15:54.000]  我們既然有一位
[00:15:54.000 --> 00:15:56.000]  是不斷地祈禱
[00:15:56.000 --> 00:15:57.000]  又不斷地聆聽
[00:15:57.000 --> 00:15:59.000]  和回應祈禱的神
[00:15:59.000 --> 00:16:01.000]  我們是誰?
[00:16:01.000 --> 00:16:04.000]  現在神竟然透過保羅
[00:16:04.000 --> 00:16:06.000]  來發出一個邀請
[00:16:06.000 --> 00:16:08.000]  邀請你和我
[00:16:08.000 --> 00:16:13.000]  成為祂自己的祈禱夥伴
[00:16:13.000 --> 00:16:16.000]  成為祂的祈禱夥伴
[00:16:16.000 --> 00:16:18.000]  祈禱夥伴
[00:16:18.000 --> 00:16:20.000]  各位親愛的弟兄姊妹
[00:16:20.000 --> 00:16:25.000]  你願不願意接受這個邀請?
[00:16:25.000 --> 00:16:29.000]  我相信大家都很願意
[00:16:29.000 --> 00:16:31.000]  當你願意的時候
[00:16:31.000 --> 00:16:32.000]  或者你會問
[00:16:32.000 --> 00:16:34.000]  那究竟我怎樣祈禱呢?
[00:16:34.000 --> 00:16:35.000]  我們究竟應該
[00:16:35.000 --> 00:16:37.000]  用什麼樣的姿態
[00:16:37.000 --> 00:16:41.000]  或者心態來祈禱呢?
[00:16:41.000 --> 00:16:45.000]  所以保羅來到第八節開始
[00:16:45.000 --> 00:16:47.000]  我包括今天要講的
[00:16:47.000 --> 00:16:49.000]  去到第十節
[00:16:49.000 --> 00:16:50.000]  他在裡面提到
[00:16:50.000 --> 00:16:53.000]  他有兩個的想望
[00:16:53.000 --> 00:16:56.000]  有兩個的希望
[00:16:56.000 --> 00:16:57.000]  他一開始
[00:16:57.000 --> 00:16:58.000]  第八節就說
[00:16:58.000 --> 00:17:00.000]  我希望男人舉起聖潔的手
[00:17:00.000 --> 00:17:01.000]  隨處地禱告
[00:17:01.000 --> 00:17:03.000]  不發怒不爭論
[00:17:03.000 --> 00:17:05.000]  接著他在第九節就說
[00:17:05.000 --> 00:17:08.000]  我也希望女人以端正
[00:17:08.000 --> 00:17:11.000]  克制合乎體統的服裝
[00:17:11.000 --> 00:17:13.000]  來打扮自己
[00:17:13.000 --> 00:17:16.000]  不以偏髮、金色、珍珠、名貴的衣裳
[00:17:16.000 --> 00:17:18.000]  來打扮自己
[00:17:18.000 --> 00:17:20.000]  是要以善恨
[00:17:20.000 --> 00:17:22.000]  來打扮自己
[00:17:22.000 --> 00:17:24.000]  這個才是
[00:17:24.000 --> 00:17:27.000]  和自稱為敬畏神的人
[00:17:27.000 --> 00:17:30.000]  相稱的一種生活方式
[00:17:30.000 --> 00:17:33.000]  保羅在這裡這樣的表達
[00:17:33.000 --> 00:17:36.000]  他的重點並不是
[00:17:36.000 --> 00:17:40.000]  說祈禱應該有的姿勢
[00:17:40.000 --> 00:17:44.000]  也不是說祈禱應該有什麼技巧
[00:17:44.000 --> 00:17:46.000]  而是我們祈禱生命
[00:17:46.000 --> 00:17:50.000]  所應該有的生命的姿態
[00:17:50.000 --> 00:17:53.000]  和生活的態度
[00:17:53.000 --> 00:17:56.000]  不是單單那些外在的
[00:17:56.000 --> 00:17:58.000]  那些宗教活動
[00:17:58.000 --> 00:18:01.000]  而是需要一個由內而外
[00:18:01.000 --> 00:18:03.000]  表裡一致的
[00:18:03.000 --> 00:18:05.000]  生命的質素
[00:18:05.000 --> 00:18:07.000]  保羅並不是說
[00:18:07.000 --> 00:18:09.000]  只是男人才需要祈禱
[00:18:09.000 --> 00:18:11.000]  女人就不用了
[00:18:11.000 --> 00:18:12.000]  也不是說
[00:18:12.000 --> 00:18:14.000]  只是女人才需要
[00:18:14.000 --> 00:18:16.000]  以聖潔的裝飾來敬拜
[00:18:16.000 --> 00:18:20.000]  而男人可以隨隨便便
[00:18:20.000 --> 00:18:22.000]  我相信保羅在這裡
[00:18:22.000 --> 00:18:24.000]  是要透過這樣的表達
[00:18:24.000 --> 00:18:26.000]  去指出祈禱生命
[00:18:26.000 --> 00:18:29.000]  兩個非常重要的面向
[00:18:29.000 --> 00:18:32.000]  就好像一個銀子的兩面一樣
[00:18:32.000 --> 00:18:35.000]  雖然兩面各有本身的特徵
[00:18:35.000 --> 00:18:39.000]  不過兩面都是同樣重要
[00:18:39.000 --> 00:18:43.000]  並且兩面都要合起來
[00:18:43.000 --> 00:18:45.000]  加起來一起
[00:18:45.000 --> 00:18:47.000]  才能夠成為一個真正的
[00:18:47.000 --> 00:18:50.000]  完整的一個銀子
[00:18:50.000 --> 00:18:53.000]  就正如愛和信服
[00:18:53.000 --> 00:18:56.000]  同樣都是一個銀子的兩面
[00:18:56.000 --> 00:18:58.000]  同樣都是那麼重要
[00:18:58.000 --> 00:19:00.000]  所以保羅在《二福所書》
[00:19:00.000 --> 00:19:02.000]  提到愛和信服
[00:19:02.000 --> 00:19:04.000]  在第五章二十二
[00:19:04.000 --> 00:19:06.000]  和二十五節指出
[00:19:06.000 --> 00:19:08.000]  你們作妻子的
[00:19:08.000 --> 00:19:10.000]  當信服自己的丈夫
[00:19:10.000 --> 00:19:11.000]  如同信服主
[00:19:11.000 --> 00:19:13.000]  然後他在二十五節就說
[00:19:13.000 --> 00:19:14.000]  你們作丈夫的
[00:19:14.000 --> 00:19:16.000]  要愛你的妻子
[00:19:16.000 --> 00:19:18.000]  正如基督愛教會
[00:19:18.000 --> 00:19:20.000]  為教會捨己
[00:19:20.000 --> 00:19:21.000]  那麼保羅是否說
[00:19:21.000 --> 00:19:23.000]  只是丈夫才需要愛妻子
[00:19:23.000 --> 00:19:25.000]  妻子就不需要愛丈夫呢
[00:19:25.000 --> 00:19:26.000]  又或者
[00:19:26.000 --> 00:19:27.000]  是否只是妻子
[00:19:27.000 --> 00:19:29.000]  才需要信服丈夫
[00:19:29.000 --> 00:19:31.000]  夫人需要信服妻子呢
[00:19:31.000 --> 00:19:33.000]  當然不是
[00:19:33.000 --> 00:19:35.000]  我相信保羅的意思是
[00:19:35.000 --> 00:19:37.000]  夫婦需要彼此的相愛
[00:19:37.000 --> 00:19:40.000]  同時亦都需要彼此的信服
[00:19:40.000 --> 00:19:42.000]  所以這並不牽涉任何
[00:19:42.000 --> 00:19:44.000]  男女不平等
[00:19:44.000 --> 00:19:46.000]  或者性別歧視的問題
[00:19:46.000 --> 00:19:48.000]  保羅在這裏有
[00:19:48.000 --> 00:19:51.000]  很可能是透過引用
[00:19:51.000 --> 00:19:53.000]  兩個猶太人
[00:19:53.000 --> 00:19:55.000]  在宗教生活裏面
[00:19:55.000 --> 00:19:57.000]  非常濃厚的舊約傳統
[00:19:57.000 --> 00:19:59.000]  來表達
[00:19:59.000 --> 00:20:01.000]  那種祈禱生命
[00:20:01.000 --> 00:20:03.000]  兩方面很重要的面向
[00:20:03.000 --> 00:20:07.000]  一個就是舉手祈禱
[00:20:07.000 --> 00:20:09.000]  而另一個就是
[00:20:09.000 --> 00:20:11.000]  以聖潔的裝飾來敬拜
[00:20:11.000 --> 00:20:13.000]  舉手祈禱的經文
[00:20:13.000 --> 00:20:15.000]  在這裏我不能列出很多
[00:20:15.000 --> 00:20:16.000]  我只列出了
[00:20:16.000 --> 00:20:18.000]  在詩篇第一百四十一篇
[00:20:18.000 --> 00:20:19.000]  第一節、二節
[00:20:19.000 --> 00:20:20.000]  那裏說:
[00:20:20.000 --> 00:20:23.000]  「耀和華,我曾求告你,
[00:20:23.000 --> 00:20:26.000]  求你快快臨到我這裏,
[00:20:26.000 --> 00:20:28.000]  我求告你的時候,
[00:20:28.000 --> 00:20:31.000]  求你質疑聽我的聲音,
