
[00:00:00.000 --> 00:00:03.840]  撥亂反證 真實見證
[00:02:26.520 --> 00:02:32.400]  那一刻我就說 不是
[00:02:32.400 --> 00:02:38.080]  那一刻我就抽了口涼氣
[00:02:38.080 --> 00:02:45.240]  他說講真話很難 但那一刻我沒講真話
[00:02:45.240 --> 00:02:50.480]  我就想 主 怎麼辦
[00:02:50.480 --> 00:03:00.200]  另外有一次我堅持不講假話 講真話
[00:03:00.200 --> 00:03:03.680]  我忘了我選了哪個例子
[00:03:03.680 --> 00:03:06.400]  隨便選一個
[00:03:06.400 --> 00:03:12.680]  我記得以前在葵涌一間公司工作
[00:03:12.680 --> 00:03:15.560]  老闆很喜歡有人來追債
[00:03:15.560 --> 00:03:21.640]  他就叫我聽電話 說他回到大陸
[00:03:21.640 --> 00:03:23.360]  我就不肯講
[00:03:23.360 --> 00:03:27.720]  有一次老闆坐在我對面
[00:03:27.720 --> 00:03:30.360]  叫我講兩句假話
[00:03:30.360 --> 00:03:36.440]  不是逼你死 你做什麼都不肯講
[00:03:36.440 --> 00:03:38.480]  你這樣我很難做
[00:03:38.480 --> 00:03:42.200]  我心想我更難做
[00:03:42.200 --> 00:03:44.160]  幸好我見工的時候
[00:03:44.160 --> 00:03:47.000]  簽約之前我就表態
[00:03:47.000 --> 00:03:49.520]  老闆 我信耶穌基督徒
[00:03:49.520 --> 00:03:56.960]  我不說謊 也不做虛假文件 假數
[00:03:56.960 --> 00:03:59.640]  我心想 像我以前未信主一樣
[00:03:59.640 --> 00:04:03.520]  你出多少錢請我
[00:04:03.520 --> 00:04:07.080]  這麼少錢都買不起我
[00:04:07.080 --> 00:04:12.080]  何況我還信主 更加買不起
[00:04:12.080 --> 00:04:15.080]  他對著我很黑面
[00:04:15.080 --> 00:04:17.440]  但他沒說因為我見工
[00:04:17.440 --> 00:04:18.960]  臨簽約之前我真的這樣說
[00:04:18.960 --> 00:04:23.480]  但他不懷疑 我真的這樣說
[00:04:23.480 --> 00:04:26.440]  我也試過有德性 也試過有軟弱
[00:04:26.440 --> 00:04:28.120]  但講真話有多難
[00:04:28.120 --> 00:04:31.240]  去到有生命危險的時候
[00:04:31.240 --> 00:04:36.320]  納粹時代有些猶太人 有些德國人
[00:04:36.320 --> 00:04:40.600]  收藏了被追殺的猶太人
[00:04:40.600 --> 00:04:45.000]  在他們的地牢 暗室
[00:04:45.000 --> 00:04:48.120]  他們說謊 為了生命危險
[00:04:48.120 --> 00:04:52.840]  這些都是倫理學裡很關鍵的問題
[00:04:52.840 --> 00:04:55.760]  講真話有多難
[00:04:55.760 --> 00:04:58.640]  大家可能不同 如果出來工作
[00:04:58.640 --> 00:05:01.120]  你會經歷 但如果在擠塞裡
[00:05:01.120 --> 00:05:02.920]  講真話有多難
[00:05:02.920 --> 00:05:06.640]  你知不知道 今天很多在內地的信徒
[00:05:06.640 --> 00:05:08.880]  譬如他做公務員
[00:05:08.880 --> 00:05:11.040]  或者他在高等院校裡
[00:05:11.040 --> 00:05:14.440]  他們現在很多時會被要求
[00:05:14.440 --> 00:05:18.200]  表態他是不是有什麼信仰
[00:05:18.200 --> 00:05:20.680]  如果你有 他會要求你否定
[00:05:20.680 --> 00:05:22.720]  放棄自己的信仰
[00:05:22.720 --> 00:05:29.200]  有很多人被要求 被逼迫
[00:05:29.200 --> 00:05:34.800]  在壓力之下 講對方聽的說話
[00:05:34.800 --> 00:05:35.840]  講不到真話
[00:05:35.840 --> 00:05:38.800]  頂梓梅 講真話有多難
[00:05:38.800 --> 00:05:40.560]  實在都很難
[00:05:40.560 --> 00:05:43.440]  但我們今天看一看屍體犯
[00:05:43.440 --> 00:05:46.720]  他被聖靈充滿 他絕對會講真話
[00:05:46.720 --> 00:05:50.720]  但他講真話是一個撥亂反正的原因
[00:05:50.720 --> 00:05:54.200]  我們讀剛才第51節
[00:05:54.200 --> 00:05:57.760]  他被控告 涉足侮辱神聖的地方
[00:05:57.760 --> 00:06:01.440]  聖殿 和要更改摩西的律法
[00:06:01.440 --> 00:06:03.080]  他被針對的是兩樣東西
[00:06:03.080 --> 00:06:06.120]  就是他對聖殿和聖經
[00:06:06.120 --> 00:06:09.160]  摩西的律法被控訴
[00:06:09.160 --> 00:06:10.280]  他怎樣回應呢
[00:06:10.280 --> 00:06:12.440]  我們由終結那裡講起
[00:06:12.440 --> 00:06:14.560]  51節一起預備起
[00:06:14.560 --> 00:06:25.280]  「你們是硬著頸汗 混血兒 被淘汰的人」
[00:06:25.280 --> 00:06:28.400]  這裡 他本來是被告
[00:06:28.400 --> 00:06:30.480]  但你看 他來到這裡
[00:06:30.480 --> 00:06:34.440]  他直接講到對方才是被告
[00:06:34.440 --> 00:06:37.120]  他變成了一個控訴者
[00:06:37.120 --> 00:06:39.320]  變成了一個原告
[00:06:39.320 --> 00:06:41.080]  他說你們是什麼人
[00:06:41.080 --> 00:06:43.640]  你們是硬著頸汗
[00:06:43.640 --> 00:06:45.960]  Stiff neck 硬頸
[00:06:45.960 --> 00:06:48.160]  有沒有人說你硬頸
[00:06:48.160 --> 00:06:51.440]  有 還是死牛一片
[00:06:51.440 --> 00:06:53.160]  但他不單是這樣
[00:06:53.160 --> 00:06:59.880]  輔助經文在耶利米蘇9章26節和6章10節
[00:06:59.880 --> 00:07:04.080]  我們讀一讀耶利米蘇的6章10節
[00:07:04.080 --> 00:07:05.280]  1 2 3
[00:07:13.640 --> 00:07:15.640]  「不受國禮 不能聽見
[00:07:15.640 --> 00:07:21.000]  罕有不以耶和華的律法為喜悅」
[00:07:21.000 --> 00:07:24.800]  這裡講那些耳朵未受國禮的人
[00:07:24.800 --> 00:07:27.600]  他不以耶和華的律法為喜悅
[00:07:27.600 --> 00:07:29.840]  反而當為羞辱
[00:07:29.840 --> 00:07:32.320]  接著9章26節
[00:07:32.320 --> 00:07:33.320]  有沒有
[00:07:33.320 --> 00:07:34.560]  沒有
[00:07:34.560 --> 00:07:37.080]  那裡是講他們的心未受國禮
[00:07:37.080 --> 00:07:38.880]  心和耳朵都未受國禮
[00:07:38.880 --> 00:07:41.880]  硬著頸汗 抗拒聖靈
[00:07:41.880 --> 00:07:43.520]  這三個罪名
[00:07:43.520 --> 00:07:45.320]  不單止 最後還講
[00:07:45.320 --> 00:07:47.600]  51節最後那裡講什麼
[00:07:47.600 --> 00:07:50.720]  他說你們的祖先是怎樣
[00:07:50.720 --> 00:07:52.720]  你們都是怎樣
[00:07:52.720 --> 00:07:56.720]  還有經文下次傳道會在後面講
[00:07:56.720 --> 00:07:58.520]  第53節也講
[00:07:58.520 --> 00:08:02.120]  你們領受了摩西的律法
[00:08:02.120 --> 00:08:04.320]  不過你們卻時不聽
[00:08:04.320 --> 00:08:06.560]  你們收到摩西的律法
[00:08:06.560 --> 00:08:07.720]  你們不聽
[00:08:07.720 --> 00:08:09.040]  你們抗拒聖靈
[00:08:09.040 --> 00:08:11.280]  你們心意未受國禮
[00:08:11.280 --> 00:08:13.520]  跟那些外邦人沒有分別
[00:08:13.520 --> 00:08:17.000]  你們是硬著頸汗
[00:08:17.000 --> 00:08:18.160]  兄姊妹
[00:08:18.160 --> 00:08:19.360]  一個被告
[00:08:19.360 --> 00:08:21.440]  他在猶太人的公會
[00:08:21.440 --> 00:08:25.840]  最後他就講這個總結
[00:08:25.840 --> 00:08:29.080]  他還說你們的祖先是怎樣
[00:08:29.080 --> 00:08:31.080]  他們就是怎樣
[00:08:31.080 --> 00:08:32.480]  我們看一看
[00:08:32.480 --> 00:08:35.680]  倒數在經文裡面
[00:08:35.680 --> 00:08:37.720]  我們讀第42節
[00:08:37.720 --> 00:08:38.720]  第42節
[00:08:38.720 --> 00:08:40.520]  預備而起
[00:08:40.520 --> 00:08:56.720]  (排灣族族語)
[00:08:56.720 --> 00:08:58.760]  (排灣族族語)
[00:08:58.760 --> 00:09:02.200]  他從第二節開始回答
[00:09:02.200 --> 00:09:04.360]  從阿伯拉罕
[00:09:04.360 --> 00:09:05.680]  約瑟
[00:09:05.680 --> 00:09:06.680]  摩西
[00:09:06.680 --> 00:09:07.960]  出埃及
[00:09:07.960 --> 00:09:10.160]  直到他們那個年代
[00:09:10.160 --> 00:09:11.440]  他一直在講
[00:09:11.440 --> 00:09:13.880]  是在講神的恩典
[00:09:13.880 --> 00:09:14.760]  憐憫
[00:09:14.760 --> 00:09:16.280]  講神的寬容
[00:09:16.280 --> 00:09:17.960]  但是到了一個時刻
[00:09:17.960 --> 00:09:19.440]  到了一個時限
[00:09:19.440 --> 00:09:20.760]  日子到了
[00:09:20.760 --> 00:09:21.720]  在第42節
[00:09:21.720 --> 00:09:22.520]  神就說
[00:09:22.520 --> 00:09:24.120]  神就審判他們
[00:09:24.120 --> 00:09:26.120]  任憑
[00:09:26.120 --> 00:09:29.080]  你記得羅馬書在一章出現過三次任憑
[00:09:29.080 --> 00:09:31.360]  就是對那些不以神為神
[00:09:31.360 --> 00:09:32.440]  那些敵黨神
[00:09:32.440 --> 00:09:34.680]  將神的榮耀扭曲做偶像
[00:09:34.680 --> 00:09:36.240]  放縱情慾
[00:09:36.240 --> 00:09:38.760]  心裡面偏向邪迫的人
[00:09:38.760 --> 00:09:40.720]  聖經說神審判他們
[00:09:40.720 --> 00:09:42.720]  就任憑他們
[00:09:42.720 --> 00:09:45.400]  整段司提反
[00:09:45.400 --> 00:09:47.640]  講到他們的先祖
[00:09:47.640 --> 00:09:49.120]  講到歷史
[00:09:49.120 --> 00:09:50.360]  來到最後
[00:09:50.360 --> 00:09:52.120]  他就說42節
[00:09:52.120 --> 00:09:53.400]  就是你們
[00:09:53.400 --> 00:09:55.040]  好像你們的祖先一樣
[00:09:55.040 --> 00:09:56.680]  聽了摩西的律法
[00:09:56.680 --> 00:09:59.440]  卻是不肯聽從
[00:09:59.440 --> 00:10:00.720]  51節
[00:10:00.720 --> 00:10:03.320]  直接去譴責他們
[00:10:03.320 --> 00:10:05.440]  去譴責他們是硬著頸汗
[00:10:05.440 --> 00:10:07.720]  心意未受割禮
[00:10:07.720 --> 00:10:09.200]  抗拒聖靈
[00:10:09.200 --> 00:10:10.680]  你的祖先是怎樣
[00:10:10.680 --> 00:10:11.960]  你們都是怎樣
[00:10:11.960 --> 00:10:13.320]  那祖先是怎樣的呢
[00:10:13.320 --> 00:10:14.920]  我們從前面看起
[00:10:14.920 --> 00:10:16.080]  我們先讀
[00:10:16.080 --> 00:10:17.720]  第三至五節
[00:10:17.720 --> 00:10:20.480]  在PowerPoint那裡有的
[00:10:20.480 --> 00:10:22.720]  七章第三至五節
[00:10:22.720 --> 00:10:23.840]  看到嗎
[00:10:23.840 --> 00:10:26.440]  好
[00:10:26.440 --> 00:10:27.440]  好 預備起
[00:10:37.720 --> 00:10:39.240]  住在哈蘭
[00:10:39.240 --> 00:10:41.600]  北哈工廠死掉以後
[00:10:41.600 --> 00:10:43.960]  純子丹從那裡搬到
[00:10:43.960 --> 00:10:46.640]  你們現在所住的地方
[00:10:46.640 --> 00:10:50.200]  在這裡神明擁有北哈產業
[00:10:50.200 --> 00:10:53.000]  而納族的地方都沒有
[00:10:53.000 --> 00:10:55.160]  但你不可以將這地
[00:10:55.160 --> 00:10:58.200]  置北哈和他的後裔為業
[00:10:58.200 --> 00:11:01.400]  雖然那時他還沒養兒子
[00:11:01.400 --> 00:11:03.160]  好
[00:11:03.160 --> 00:11:04.760]  在這裡司提反
[00:11:04.760 --> 00:11:06.560]  一開始在第二節
[00:11:06.560 --> 00:11:07.960]  他怎樣回應呢
[00:11:07.960 --> 00:11:09.840]  他是被控告
[00:11:09.840 --> 00:11:11.760]  他褻瀆聖殿
[00:11:11.760 --> 00:11:13.960]  和褻瀆摩西的律法
[00:11:13.960 --> 00:11:15.040]  很特別的司提反
[00:11:15.040 --> 00:11:17.000]  就由歷史講起
[00:11:17.000 --> 00:11:18.520]  他有榮耀的父
[00:11:18.520 --> 00:11:19.760]  榮耀的神
[00:11:19.760 --> 00:11:22.320]  他當日揀選了阿伯拉罕
[00:11:22.320 --> 00:11:23.760]  從吾爾
[00:11:23.760 --> 00:11:26.040]  那個叫米索不達美亞的地方
[00:11:26.040 --> 00:11:28.600]  呼召他出來
[00:11:28.600 --> 00:11:30.200]  去到哈蘭的地方
[00:11:30.200 --> 00:11:31.640]  他和他爸爸
[00:11:31.640 --> 00:11:32.560]  塔拉
[00:11:32.560 --> 00:11:33.880]  就停留在那裡
[00:11:33.880 --> 00:11:35.000]  我們讀到第三節
[00:11:35.000 --> 00:11:36.160]  第四節
[00:11:36.160 --> 00:11:38.200]  直到他爸爸過世
[00:11:38.200 --> 00:11:40.000]  塔拉死了
[00:11:40.000 --> 00:11:41.280]  然後
[00:11:41.280 --> 00:11:41.960]  他
[00:11:41.960 --> 00:11:42.760]  神就說
[00:11:42.760 --> 00:11:44.080]  第四節很特別
[00:11:44.080 --> 00:11:46.040]  神就在那裡
[00:11:46.040 --> 00:11:49.120]  使他離開哈蘭
[00:11:49.120 --> 00:11:50.040]  兄弟姐妹
[00:11:50.040 --> 00:11:52.560]  其實在阿伯拉罕被揀選之前
[00:11:52.560 --> 00:11:53.320]  世界上
[00:11:53.320 --> 00:11:54.600]  包括吾爾這個地方
[00:11:54.600 --> 00:11:56.520]  包括迦南這個地方
[00:11:56.520 --> 00:11:58.160]  都是充滿罪惡
[00:11:58.160 --> 00:12:00.440]  但神的恩典憐憫
[00:12:00.440 --> 00:12:02.760]  就在這裡發生
[00:12:02.760 --> 00:12:05.120]  整個先祖的歷史
[00:12:05.120 --> 00:12:08.680]  都充滿著恩典和憐憫
[00:12:08.680 --> 00:12:09.800]  有一節經文
[00:12:09.800 --> 00:12:10.480]  剛才還沒有讀
[00:12:10.480 --> 00:12:13.000]  我們在輔佐經文第一段
[00:12:13.000 --> 00:12:16.200]  《創世及記》三十四章第六和第七節
[00:12:16.200 --> 00:12:18.160]  這裡說到神的屬性
[00:12:18.160 --> 00:12:19.320]  神的名
[00:12:19.320 --> 00:12:22.440]  這裡有主要兩大屬性
[00:12:22.440 --> 00:12:23.320]  我們一起讀
[00:12:23.320 --> 00:12:24.440]  預備起
[00:12:24.440 --> 00:12:26.400]  耶和華
[00:12:26.400 --> 00:12:29.480]  有恩典
[00:12:29.480 --> 00:12:35.160]  英義法老且有豐盛的慈愛
[00:12:35.160 --> 00:12:46.160]  全流慈愛赦免無罪
[00:12:46.160 --> 00:12:48.160]  直到三、四代
[00:12:48.160 --> 00:12:50.360]  這裡是神自己解釋自己
[00:12:50.360 --> 00:12:53.160]  耶和華名字的意思
[00:12:53.160 --> 00:12:55.960]  三十四章第五到第七節
[00:12:55.960 --> 00:12:56.960]  第五節就說
[00:12:56.960 --> 00:12:59.040]  耶和華的名
[00:12:59.040 --> 00:13:01.280]  意思是六和七
[00:13:01.280 --> 00:13:03.920]  這裡說到神有恩典有憐憫
[00:13:03.920 --> 00:13:07.360]  不輕易法老且有豐盛的慈愛
[00:13:07.360 --> 00:13:09.200]  由阿伯拉罕開始
[00:13:09.200 --> 00:13:13.040]  神一直有豐盛的慈愛
[00:13:13.040 --> 00:13:14.400]  未選阿伯拉罕之前
[00:13:14.400 --> 00:13:16.480]  世上都充滿了罪惡
[00:13:16.480 --> 00:13:20.320]  但神卻選了阿伯拉罕
[00:13:20.320 --> 00:13:21.760]  然後應許他
[00:13:21.760 --> 00:13:23.480]  要賜他一個地方
[00:13:23.480 --> 00:13:26.640]  神說要從他出來一個民族
[00:13:26.640 --> 00:13:29.400]  由他這個民族出來一個救主
[00:13:29.400 --> 00:13:32.280]  要將祝福帶給全世界
[00:13:32.280 --> 00:13:34.760]  神的恩典、神的呼召
[00:13:34.760 --> 00:13:36.280]  但來到第四節
[00:13:36.280 --> 00:13:37.920]  他停留在哈蘭
[00:13:37.920 --> 00:13:39.400]  去到半路中途
[00:13:39.400 --> 00:13:40.880]  神呼召他的地方
[00:13:40.880 --> 00:13:42.240]  他沒有去到
[00:13:42.240 --> 00:13:43.760]  但神很有憐憫
[00:13:43.760 --> 00:13:45.560]  神很有耐心
[00:13:45.560 --> 00:13:48.080]  神就在那裡提醒
[00:13:48.080 --> 00:13:49.720]  督促阿伯拉罕
[00:13:49.720 --> 00:13:51.160]  就由那裡
[00:13:51.160 --> 00:13:58.560]  到現在以色列人居住的迦南地
[00:13:58.560 --> 00:13:59.760]  那裡特別說
[00:13:59.760 --> 00:14:03.640]  神就應許他和他的後裔得到這個地
[00:14:03.640 --> 00:14:04.960]  聖經很特別
[00:14:04.960 --> 00:14:09.360]  但那時候他一個地方都沒有
[00:14:09.360 --> 00:14:11.680]  一點份都沒有
[00:14:11.680 --> 00:14:13.600]  他也沒有後裔
[00:14:13.600 --> 00:14:20.560]  神只說將來會給他有地和後裔
[00:14:20.560 --> 00:14:22.200]  但這個未正式實現
[00:14:22.200 --> 00:14:24.600]  直到阿伯拉罕一百歲
[00:14:24.600 --> 00:14:28.720]  所以經文說後來神給他生了耳塞
[00:14:28.720 --> 00:14:32.600]  之前神又幫他納了葛禮的藥
[00:14:32.600 --> 00:14:36.600]  給他生了耳塞
[00:14:36.600 --> 00:14:37.600]  這裡就說
[00:14:37.600 --> 00:14:40.000]  神在阿伯拉罕的選召上
[00:14:40.000 --> 00:14:42.400]  神一直都有恩典、有憐憫
[00:14:42.400 --> 00:14:45.600]  對阿伯拉罕都有寬容
[00:14:45.600 --> 00:14:46.920]  我們看第二段
[00:14:46.920 --> 00:14:47.800]  八至十節
[00:14:47.800 --> 00:14:49.160]  一起讀八至十節
[00:14:49.160 --> 00:14:51.160]  在PowerPoint預備起
[00:15:19.160 --> 00:15:20.680]  有有智慧
[00:15:20.680 --> 00:15:22.560]  厚厚大大作偉
[00:15:22.560 --> 00:15:24.120]  合國的宰相
[00:15:24.120 --> 00:15:27.160]  以滿法保夕全家
[00:15:27.160 --> 00:15:30.400]  除了阿伯拉罕的經歷
[00:15:30.400 --> 00:15:32.400]  看到神的恩典、憐憫
[00:15:32.400 --> 00:15:34.800]  和神的寬容
[00:15:34.800 --> 00:15:36.800]  來到藥室這裡
[00:15:36.800 --> 00:15:41.160]  阿伯拉罕的孫子是雅各
[00:15:41.160 --> 00:15:43.160]  雅各生了十二個兒子
[00:15:43.160 --> 00:15:46.800]  但其中生辯雅敏之前
[00:15:46.800 --> 00:15:50.160]  十個兄弟賣了藥室
[00:15:50.160 --> 00:15:52.760]  十一哥將藥室賣了
[00:15:52.760 --> 00:15:54.360]  因為嫉妒的原因
[00:15:54.360 --> 00:15:55.360]  一樣
[00:15:55.360 --> 00:15:59.480]  神如何保守藥室
[00:15:59.480 --> 00:16:01.880]  在《創世紀》第五十章說
[00:16:01.880 --> 00:16:04.280]  神很特別
[00:16:04.280 --> 00:16:06.680]  那些哥哥原本的原意
[00:16:06.680 --> 00:16:08.000]  是想害藥室
[00:16:08.000 --> 00:16:09.240]  但神的美意
[00:16:09.240 --> 00:16:11.360]  是透過這件事件
[00:16:11.360 --> 00:16:13.280]  去拯救整個以色列
[00:16:13.280 --> 00:16:14.400]  這裡我們看到
[00:16:14.400 --> 00:16:17.080]  神沒有因為那些哥哥的罪
[00:16:17.080 --> 00:16:18.040]  嫉妒
[00:16:18.040 --> 00:16:19.880]  賣了自己的兄弟
[00:16:19.880 --> 00:16:22.440]  他沒有成就他自己的計劃
[00:16:22.440 --> 00:16:24.760]  神透過藥室
[00:16:24.760 --> 00:16:26.320]  去預表基督
[00:16:26.320 --> 00:16:28.160]  神一樣有恩典、憐憫
[00:16:28.160 --> 00:16:30.080]  遇到以色列
[00:16:30.080 --> 00:16:32.480]  雅各家所犯的大罪
[00:16:32.480 --> 00:16:36.200]  神仍然寬容
[00:16:36.200 --> 00:16:38.840]  我們讀後面十九到二十一節
[00:16:38.840 --> 00:16:40.840]  十九到二十一節
[00:16:40.840 --> 00:16:42.280]  預備起
[00:16:45.400 --> 00:16:47.720]  「撫肚安康,務必早早」
[00:16:47.720 --> 00:16:50.400]  「上帝敲門,叫起天下」
[00:16:50.400 --> 00:16:52.480]  「使天下昏暗存活」
[00:16:52.480 --> 00:16:55.760]  「就在眼前,毋謂參見下落」
[00:16:55.760 --> 00:16:57.560]  「臨後為俊美」
[00:16:57.560 --> 00:17:01.320]  「在本身家裡被撫養三個月」
[00:17:01.320 --> 00:17:03.280]  「教育要起的時刻」
[00:17:03.280 --> 00:17:05.720]  「教育自己的兒子去」
[00:17:05.720 --> 00:17:09.040]  「教育自己的兒子去撫養」
[00:17:09.040 --> 00:17:10.160]  這裡
[00:17:10.160 --> 00:17:12.160]  去到出埃及之前
[00:17:12.160 --> 00:17:16.240]  神興起了摩西
[00:17:16.240 --> 00:17:18.440]  摩西的時候
[00:17:18.440 --> 00:17:21.920]  整個以色列都是被法老家所逼迫
[00:17:21.920 --> 00:17:25.360]  他們的鷹孩要被殺死
[00:17:25.360 --> 00:17:28.440]  但神就拯救了
[00:17:28.440 --> 00:17:30.720]  帶了摩西出來
[00:17:30.720 --> 00:17:31.840]  摩西的經歷
[00:17:31.840 --> 00:17:33.120]  我們看接下來那段
[00:17:33.120 --> 00:17:35.000]  二十六和二十七節
[00:17:35.000 --> 00:17:36.360]  預備起
[00:17:36.360 --> 00:17:55.440]  (天主講話)
[00:17:55.440 --> 00:17:59.160]  來到第三個段落
[00:17:59.160 --> 00:18:01.560]  斯提反講完阿巴拉罕
[00:18:01.560 --> 00:18:03.080]  講完約瑟
[00:18:03.080 --> 00:18:05.760]  講到摩西的出生
[00:18:05.760 --> 00:18:07.400]  然後講到摩西
[00:18:07.400 --> 00:18:10.080]  他受神的感動
[00:18:10.080 --> 00:18:12.640]  去參與
[00:18:12.640 --> 00:18:14.680]  想去幫助以色列人
[00:18:14.680 --> 00:18:16.920]  但一出來的結果
[00:18:16.920 --> 00:18:20.240]  就是被拒絕
[00:18:20.240 --> 00:18:21.480]  神的恩典
[00:18:21.480 --> 00:18:22.520]  神的憐憫
[00:18:22.520 --> 00:18:24.240]  神怎樣拯救以色列人
[00:18:24.240 --> 00:18:25.840]  神想興起摩西
[00:18:25.840 --> 00:18:27.640]  但卻被拒絕
[00:18:27.640 --> 00:18:30.360]  我們看三十二到三十四節
[00:18:30.360 --> 00:18:31.880]  接著這一段
[00:18:31.880 --> 00:18:33.160]  預備起
[00:18:33.160 --> 00:18:38.880]  (天主講話)
[00:19:03.160 --> 00:19:09.880]  由第二節到三十四節
[00:19:09.880 --> 00:19:13.360]  講了四段的經歷
[00:19:13.360 --> 00:19:15.000]  阿巴拉罕的經歷
[00:19:15.000 --> 00:19:16.880]  約瑟的經歷
[00:19:16.880 --> 00:19:18.880]  摩西出生的經歷
[00:19:18.880 --> 00:19:20.560]  摩西被呼召
[00:19:20.560 --> 00:19:23.120]  帶以色列人出埃及的經歷
[00:19:23.120 --> 00:19:24.360]  四段的經歷
[00:19:24.360 --> 00:19:26.000]  都是集中講
[00:19:26.000 --> 00:19:28.240]  神與以色列人的關係
[00:19:28.240 --> 00:19:29.000]  神怎樣
[00:19:29.000 --> 00:19:30.520]  好像剛才讀倉埃及的
[00:19:30.520 --> 00:19:32.720]  三十四章輔助經文第一段
[00:19:32.720 --> 00:19:46.960]  (天主講話)
[00:19:46.960 --> 00:19:48.800]  這就是神的恩典
[00:19:48.800 --> 00:19:50.280]  神的憐憫
[00:19:50.280 --> 00:19:51.520]  你知道恩典是什麼嗎?
[00:19:51.520 --> 00:19:52.400]  恩典就是
[00:19:52.400 --> 00:19:54.560]  我們不配得白白的禮物
[00:19:54.560 --> 00:19:56.800]  我們不應該得到的禮物
[00:19:56.800 --> 00:19:58.120]  神給我們
[00:19:58.120 --> 00:19:58.960]  憐憫是什麼?
[00:19:58.960 --> 00:20:00.360]  憐憫就是我們應該受罰
[00:20:00.360 --> 00:20:01.600]  我們做錯事
[00:20:01.600 --> 00:20:03.200]  神卻豁免
[00:20:03.200 --> 00:20:05.400]  我們要承擔的罪惡
[00:20:05.400 --> 00:20:07.400]  要承擔的懲罰
[00:20:07.400 --> 00:20:08.800]  由耶穌基督
[00:20:08.800 --> 00:20:12.360]  又代罪了羔羊
[00:20:12.360 --> 00:20:13.800]  祂幫我們承擔
[00:20:13.800 --> 00:20:17.280]  人能夠得到恩典和憐憫
[00:20:17.280 --> 00:20:19.200]  因為神是不輕易發怒
[00:20:19.200 --> 00:20:21.920]  且有豐盛的慈愛
[00:20:21.920 --> 00:20:23.640]  神這麼多年來
[00:20:23.640 --> 00:20:26.120]  給以色列人的先祖
[00:20:26.120 --> 00:20:29.920]  一直都有恩典和憐憫
[00:20:29.920 --> 00:20:31.680]  特別說到這個摩西
[00:20:31.680 --> 00:20:34.240]  就是司禮反回應
[00:20:34.240 --> 00:20:37.640]  最後神透過摩西賜給以色列人聖經
[00:20:37.640 --> 00:20:41.120]  我們讀第35到38節
[00:20:41.120 --> 00:20:44.560]  這個摩西在你手上的經文有
[00:20:44.560 --> 00:20:45.480]  預備起
[00:20:59.920 --> 00:21:22.760]  (教室內容)
[00:21:22.760 --> 00:21:24.560]  讀到38了嗎?
[00:21:24.560 --> 00:21:25.640]  讀了沒有?
[00:21:25.640 --> 00:21:26.760]  好 預備起
[00:21:26.760 --> 00:21:42.600]  (教室內容)
[00:21:42.600 --> 00:21:43.800]  對了
