
[00:00:00.000 --> 00:00:00.800]  丁子妹平安
[00:01:27.320 --> 00:01:29.640]  就是主後57年的時候
[00:01:29.640 --> 00:01:32.840]  基本上已經建了800年了
[00:01:32.840 --> 00:01:35.160]  你知道800年是一個什麼樣的概念嗎
[00:01:35.160 --> 00:01:39.200]  已經長過我們中國人歷史上任何一個朝代
[00:01:39.200 --> 00:01:42.160]  我們中國歷史當中最長的一個朝代是周朝
[00:01:42.160 --> 00:01:43.680]  基本上700年左右
[00:01:43.680 --> 00:01:45.520]  商朝600年左右
[00:01:45.520 --> 00:01:49.040]  但是羅馬單單這一座城市
[00:01:49.040 --> 00:01:51.240]  就長過任何一個朝代
[00:01:51.240 --> 00:01:53.240]  這座城市我們都聽過一個名稱
[00:01:53.240 --> 00:01:57.440]  一個俗語叫做條條大路通羅馬
[00:01:57.440 --> 00:02:05.840]  它成了一個好像是前所未有的一個帝國的中心
[00:02:05.840 --> 00:02:08.560]  在羅馬書寫成的時候
[00:02:08.560 --> 00:02:10.680]  羅馬相對於中國
[00:02:10.680 --> 00:02:12.040]  大家歷史熟嗎
[00:02:12.040 --> 00:02:14.000]  是哪一個朝代
[00:02:14.000 --> 00:02:16.320]  大約是漢
[00:02:16.320 --> 00:02:17.520]  大約是漢朝
[00:02:17.520 --> 00:02:18.720]  漢朝的時候
[00:02:18.720 --> 00:02:22.000]  所以有些的學者把古代的西方的羅馬
[00:02:22.000 --> 00:02:25.200]  和東方的漢做一個比較
[00:02:25.200 --> 00:02:30.640]  因爲這兩個是整個當時人類世界上文明的最頂點
[00:02:30.640 --> 00:02:32.160]  最高峯
[00:02:32.160 --> 00:02:38.080]  但很不幸羅馬持久的比我們東方的漢更要長一些
[00:02:38.080 --> 00:02:44.560]  有一位希臘的哲學家演說家叫做阿里斯提德斯
[00:02:44.560 --> 00:02:48.280]  他是二世紀初的一個第二世紀
[00:02:48.280 --> 00:02:49.640]  他這樣形容羅馬
[00:02:49.640 --> 00:02:56.320]  他說這裏萬物聚集 精彩匯聚 貿易 航海 農業 礦產
[00:02:56.320 --> 00:02:59.240]  所有現代的和古代的手工業
[00:02:59.240 --> 00:03:04.880]  所有制造的和生長的產品在這裏應有盡有
[00:03:04.880 --> 00:03:08.600]  在這裏人們如果在這裏看不到的東西
[00:03:08.600 --> 00:03:12.480]  那一定是世界迄今爲止不存在的東西
[00:03:12.480 --> 00:03:17.000]  羅馬就代表了當時人類社會這樣的一座城市
[00:03:17.000 --> 00:03:22.160]  一切的精華 一切的榮耀 一切的剩餘價值 剩餘財富
[00:03:22.160 --> 00:03:27.320]  都大量的密度的集中在這座城市當中
[00:03:27.320 --> 00:03:29.160]  所以這是一座什麼樣的城市呢
[00:03:29.160 --> 00:03:31.160]  大家可以想象一下
[00:03:31.160 --> 00:03:35.880]  這是一座旅遊城市
[00:03:35.880 --> 00:03:37.880]  大家都想要來走一遭
[00:03:37.880 --> 00:03:40.640]  誰要做來了而且就不想走掉的城市
[00:03:40.640 --> 00:03:43.600]  是一座充滿了各樣消費慾望的城市
[00:03:43.600 --> 00:03:45.920]  其實如果你瞭解這個羅馬的背景
[00:03:45.920 --> 00:03:49.720]  它也是整個帝國最荒淫的一座城市
[00:03:49.720 --> 00:03:53.360]  這座城市當中的賭博業和色情業
[00:03:53.360 --> 00:03:56.480]  是整個羅馬世界最發達的
[00:03:56.480 --> 00:03:59.760]  這個國家不是這座城市的人口
[00:03:59.760 --> 00:04:02.680]  在保羅的時代有兩百萬
[00:04:02.680 --> 00:04:06.720]  你知道兩百萬是個什麼概念嗎
[00:04:06.720 --> 00:04:09.040]  在幾百年之後羅馬亡國了
[00:04:09.040 --> 00:04:11.360]  羅馬帝國滅亡之後
[00:04:11.360 --> 00:04:17.880]  整個歐洲歷史上下一次出現百萬人口的城市
[00:04:17.880 --> 00:04:20.200]  是在一千年以後
[00:04:20.200 --> 00:04:24.160]  你就知道當時的羅馬是多麼多麼的
[00:04:24.160 --> 00:04:28.800]  一個人類的一個文明的聚集地
[00:04:28.800 --> 00:04:30.680]  在這兩百萬人口當中
[00:04:30.680 --> 00:04:34.120]  有一半的人是奴隸
[00:04:34.120 --> 00:04:35.960]  另外有一百萬
[00:04:35.960 --> 00:04:40.680]  在這一百萬當中有一萬個騎士階層
[00:04:40.680 --> 00:04:43.560]  然後有一千個貴族家庭
[00:04:43.560 --> 00:04:49.480]  整個國家整個帝國的政治文化經濟的中心
[00:04:49.480 --> 00:04:51.840]  就是掌握在這些人的手中
[00:04:51.840 --> 00:04:56.440]  那我們看到這是一座空前繁榮的城市
[00:04:56.440 --> 00:04:59.440]  在當時如果你生活在當時那個年代
[00:04:59.440 --> 00:05:03.080]  你知道嗎人生的最高目標就是
[00:05:03.080 --> 00:05:04.840]  今天我們說美國夢中國夢
[00:05:04.840 --> 00:05:06.880]  當時的目標就是羅馬夢
[00:05:06.880 --> 00:05:10.440]  當時人的最高目標就是拿到羅馬公民權
[00:05:10.440 --> 00:05:12.240]  就是在羅馬買一套房子
[00:05:12.240 --> 00:05:14.640]  就是在羅馬找一份工作
[00:05:14.640 --> 00:05:16.560]  這就是人類當時的目標
[00:05:16.560 --> 00:05:19.720]  好了我們如果看《史圖行傳》
[00:05:19.720 --> 00:05:20.960]  如果我們看羅馬書
[00:05:20.960 --> 00:05:22.320]  我們剛纔讀過經文
[00:05:22.320 --> 00:05:26.120]  保羅也心心念唸的要去羅馬對吧
[00:05:26.120 --> 00:05:28.000]  保羅在《史圖行傳》不斷的說
[00:05:28.000 --> 00:05:29.320]  我要去羅馬我要去羅馬
[00:05:29.320 --> 00:05:30.880]  我必須要去羅馬
[00:05:30.880 --> 00:05:34.000]  你說我也想去啊
[00:05:34.000 --> 00:05:37.080]  誰不想去呢
[00:05:37.080 --> 00:05:39.400]  今天這個世代誰不想來洛杉磯
[00:05:39.400 --> 00:05:43.760]  誰不想去好萊塢想去華爾街呢
[00:05:43.760 --> 00:05:45.880]  不到羅馬非好漢
[00:05:45.880 --> 00:05:49.240]  我想這是當時的一個普世性的概念
[00:05:49.240 --> 00:05:49.800]  爲什麼
[00:05:49.800 --> 00:05:51.240]  因爲人家繁華呀
[00:05:51.240 --> 00:05:52.440]  人家時尚呀
[00:05:52.440 --> 00:05:53.800]  人家國際化呀
[00:05:53.800 --> 00:05:56.240]  這是整個世界的中心呢
[00:05:56.240 --> 00:05:59.240]  但是保羅要去羅馬的目的是什麼
[00:05:59.240 --> 00:06:02.760]  保羅要去羅馬的動機是什麼
[00:06:02.760 --> 00:06:07.960]  是因爲他在福音當中領受了一個使命和託付
[00:06:07.960 --> 00:06:09.000]  剛纔說了
[00:06:09.000 --> 00:06:10.880]  這座城市應有盡有
[00:06:10.880 --> 00:06:13.880]  但是在福音沒有到這座城市之前
[00:06:13.880 --> 00:06:16.520]  唯獨沒有耶穌基督的福音
[00:06:16.520 --> 00:06:17.800]  在《史圖行傳》當中
[00:06:17.800 --> 00:06:24.000]  保羅不斷的迫切的要把福音一步一步帶到整個西羅文化
[00:06:24.000 --> 00:06:27.400]  就是希臘羅馬帝國的整個的心腹地帶
[00:06:27.400 --> 00:06:28.640]  對不對
[00:06:28.640 --> 00:06:29.600]  帶到腹地
[00:06:29.600 --> 00:06:32.920]  帶到羅馬我們叫做心臟城市
[00:06:32.920 --> 00:06:34.720]  帶到這座城市當中
[00:06:34.720 --> 00:06:38.080]  讓福音進到這座城市當中
[00:06:38.080 --> 00:06:42.000]  其實城市在當時的概念是極其稀少的
[00:06:42.000 --> 00:06:43.120]  不像在今天
[00:06:43.120 --> 00:06:46.080]  不過我們都是生活在城市當中的人
[00:06:46.080 --> 00:06:46.680]  對不對
[00:06:46.680 --> 00:06:48.880]  因爲今天已經城市化了
[00:06:48.880 --> 00:06:54.200]  中國用了我記得用了二三十年的時間
[00:06:54.200 --> 00:06:58.480]  完成了整個西方社會用了二百年的一種城市化的進程
[00:06:58.480 --> 00:06:59.400]  整個工業化
[00:06:59.400 --> 00:07:00.360]  整個城市化
[00:07:00.360 --> 00:07:03.280]  整個人口和財富大量的聚集
[00:07:03.280 --> 00:07:05.240]  就是聚集在城市當中
[00:07:05.240 --> 00:07:06.520]  讀到過一句話
[00:07:06.520 --> 00:07:09.280]  中國城市的中產階級
[00:07:09.280 --> 00:07:11.600]  他們的人收的奮鬥目標是什麼
[00:07:11.600 --> 00:07:12.400]  你知道嗎
[00:07:12.400 --> 00:07:13.920]  這句話蠻動聽的
[00:07:13.920 --> 00:07:15.120]  很形象
[00:07:15.120 --> 00:07:18.800]  他說左手馬雲右手星雲
[00:07:18.800 --> 00:07:20.600]  聽得懂嗎
[00:07:20.600 --> 00:07:23.720]  馬雲馬雲代表財富
[00:07:23.720 --> 00:07:26.200]  所以我一定要有財富
[00:07:26.200 --> 00:07:28.920]  星雲呢
[00:07:28.920 --> 00:07:31.360]  星雲法師聽過吧
[00:07:31.360 --> 00:07:33.400]  一個佛教的大師
[00:07:33.400 --> 00:07:34.640]  光有了錢
[00:07:34.640 --> 00:07:36.600]  人生還是有一點空洞的
[00:07:36.600 --> 00:07:38.840]  我要有點精神上的樂園
[00:07:38.840 --> 00:07:39.880]  精神上的家園
[00:07:39.880 --> 00:07:41.600]  所以也要來點信仰
[00:07:41.600 --> 00:07:45.120]  所以這就是中國城市的現代
[00:07:45.120 --> 00:07:46.920]  現代中國城市中產階級
[00:07:46.920 --> 00:07:48.840]  白領階層的一個
[00:07:48.840 --> 00:07:52.240]  想要得到的一種人生的生活方式
[00:07:52.240 --> 00:07:54.400]  羅馬也是如此
[00:07:54.400 --> 00:07:57.880]  其實今天中國的教會
[00:07:57.880 --> 00:08:01.480]  我看過劉同蘇牧師
[00:08:01.480 --> 00:08:04.040]  他是一位中國大陸來的牧師
[00:08:04.040 --> 00:08:05.440]  他這樣分析過
[00:08:05.440 --> 00:08:07.720]  他說第一波的中國教會
[00:08:07.720 --> 00:08:11.960]  是以河南安徽的鄉村教會爲代表
[00:08:11.960 --> 00:08:14.760]  彷彿是聖經當中的耶路撒冷
[00:08:14.760 --> 00:08:16.160]  他說第二波呢
[00:08:16.160 --> 00:08:19.280]  是以商業城市溫州爲代表
[00:08:19.280 --> 00:08:21.720]  彷彿中國的安提亞
[00:08:21.720 --> 00:08:26.160]  然後到了九十年代和兩千年之後呢
[00:08:26.160 --> 00:08:30.600]  就是以北京上海的新興家庭教會
[00:08:30.600 --> 00:08:32.920]  這些教會爲代表
[00:08:32.920 --> 00:08:38.520]  福音運動的焦點直指中國的羅馬
[00:08:38.520 --> 00:08:41.080]  我們看到使徒行傳也是如此
[00:08:41.080 --> 00:08:44.440]  福音從耶路撒冷跨過安提亞
[00:08:44.440 --> 00:08:45.440]  剛纔禱告啊
[00:08:45.440 --> 00:08:46.680]  馬其頓對吧
[00:08:46.680 --> 00:08:48.240]  來到馬其頓來到歐洲
[00:08:48.240 --> 00:08:50.880]  然後呢也是直指羅馬
[00:08:50.880 --> 00:08:53.600]  直指整個帝國的心臟
[00:08:53.600 --> 00:08:55.680]  好我們今天來到羅馬書
[00:08:55.680 --> 00:08:57.360]  但是我們必須要聲明一件事情
[00:08:57.360 --> 00:09:01.480]  羅馬教會不是保羅他老人家建立的
[00:09:01.480 --> 00:09:03.200]  保羅還沒有去到羅馬之前
[00:09:03.200 --> 00:09:05.320]  羅馬教會已經存在在那裏了
[00:09:05.320 --> 00:09:06.640]  對不對
[00:09:06.640 --> 00:09:08.520]  他是給羅馬教會寫信
[00:09:08.520 --> 00:09:10.760]  當時他從來沒有去過羅馬
[00:09:10.760 --> 00:09:13.520]  那羅馬教會是怎樣建立起來的呢
[00:09:13.520 --> 00:09:16.760]  基本上聖經的學者都同意
[00:09:16.760 --> 00:09:18.080]  都有一個共識
[00:09:18.080 --> 00:09:20.080]  就是五旬節的時候
[00:09:20.080 --> 00:09:20.640]  大家記得嗎
[00:09:20.640 --> 00:09:23.440]  使徒行戰第二當五旬節聖靈降臨的時候
[00:09:23.440 --> 00:09:25.920]  從各地從羅馬帝國的各地
[00:09:25.920 --> 00:09:28.960]  都聚集在耶路撒冷領受了聖靈
[00:09:28.960 --> 00:09:31.280]  他們聽到領受聖靈的使徒
[00:09:31.280 --> 00:09:33.080]  向他們傳福音做見證
[00:09:33.080 --> 00:09:34.840]  他們就信了耶穌
[00:09:34.840 --> 00:09:38.000]  那個時候就是從羅馬來的這般信徒
[00:09:38.000 --> 00:09:39.480]  他們信了耶穌
[00:09:39.480 --> 00:09:42.520]  然後他們就回到了羅馬
[00:09:42.520 --> 00:09:43.480]  回到了他們的家鄉
[00:09:43.480 --> 00:09:46.000]  五旬節過完節之後就回去了
[00:09:46.000 --> 00:09:47.600]  各位回家之後
[00:09:47.600 --> 00:09:49.680]  人家回到羅馬之後
[00:09:49.680 --> 00:09:55.040]  請問他們還能繼續做基督徒嗎
[00:09:55.040 --> 00:09:58.520]  耶路撒冷信主回到羅馬之後
[00:09:58.520 --> 00:09:59.880]  還要不要繼續做基督徒
[00:09:59.880 --> 00:10:01.200]  你說幹嘛不做
[00:10:01.200 --> 00:10:02.560]  繼續做嘛
[00:10:02.560 --> 00:10:04.440]  想象一下
[00:10:04.440 --> 00:10:06.160]  現在是在羅馬
[00:10:06.160 --> 00:10:08.360]  原來是在耶路撒冷
[00:10:08.360 --> 00:10:10.880]  耶路撒冷沒有夜總會的
[00:10:10.880 --> 00:10:13.440]  耶路撒冷沒有賭場的
[00:10:13.440 --> 00:10:14.560]  耶路撒冷有什麼
[00:10:14.560 --> 00:10:15.440]  有聖殿
[00:10:15.440 --> 00:10:17.720]  有使徒的教訓
[00:10:17.720 --> 00:10:18.720]  對吧
[00:10:18.720 --> 00:10:20.400]  但是回到了羅馬了
[00:10:20.400 --> 00:10:22.000]  這裏是大城市
[00:10:22.000 --> 00:10:23.040]  這裏紙醉金迷
[00:10:23.040 --> 00:10:25.400]  這裏夜夜聲歌
[00:10:25.400 --> 00:10:27.560]  各位
[00:10:27.560 --> 00:10:29.280]  我們看到這一般人
[00:10:29.280 --> 00:10:33.200]  他們把信仰繼續帶回到他們的家鄉
[00:10:33.200 --> 00:10:35.200]  今天其實
[00:10:35.200 --> 00:10:38.200]  我不知道多少人是來到美國信的耶穌
[00:10:38.200 --> 00:10:41.320]  是來到美國讀大學的期間信的耶穌
[00:10:41.320 --> 00:10:43.280]  今天有一個施工非常的重要
[00:10:43.280 --> 00:10:45.400]  叫做海歸的施工
[00:10:45.400 --> 00:10:47.440]  就是他們來到美國
[00:10:47.440 --> 00:10:48.600]  在大學期間
[00:10:48.600 --> 00:10:49.560]  有人給他傳福音
[00:10:49.560 --> 00:10:50.920]  在團器當中信了主
[00:10:50.920 --> 00:10:53.760]  然後回到了中國
[00:10:53.760 --> 00:10:55.400]  接下來出現一個問題
[00:10:55.400 --> 00:10:58.680]  我查了不同的數據
[00:10:58.680 --> 00:11:00.440]  我看到的有的數據
[00:11:00.440 --> 00:11:02.400]  他說回到中國之後
[00:11:02.400 --> 00:11:04.040]  這些人的流失率
[00:11:04.040 --> 00:11:06.560]  就是這些人再也不去教會的比例
[00:11:06.560 --> 00:11:08.520]  高達百分之八九十
[00:11:08.520 --> 00:11:10.720]  每個機構統計的不太一樣
[00:11:10.720 --> 00:11:11.760]  爲什麼
[00:11:11.760 --> 00:11:12.960]  因爲你知道在中部
[00:11:12.960 --> 00:11:14.400]  在中西部讀大學
[00:11:14.400 --> 00:11:16.080]  那很孤單嘛
[00:11:16.080 --> 00:11:17.480]  那很無聊嘛
[00:11:17.480 --> 00:11:19.040]  今天一國他鄉
[00:11:19.040 --> 00:11:20.240]  有人給我們傳福音
[00:11:20.240 --> 00:11:21.320]  有人關懷我們
[00:11:21.320 --> 00:11:22.240]  有人請我們喫飯
[00:11:22.240 --> 00:11:23.760]  有人對我們好
[00:11:23.760 --> 00:11:25.680]  哇在這裏信仰了耶穌
[00:11:25.680 --> 00:11:27.600]  但是回到了中國
[00:11:27.600 --> 00:11:30.720]  回到了那座紙醉金迷的城市的時候
[00:11:30.720 --> 00:11:32.280]  信仰不太容易堅持
[00:11:32.280 --> 00:11:34.560]  但我們看到羅馬教會不是哦
[00:11:34.560 --> 00:11:35.680]  羅馬的這般信徒
[00:11:35.680 --> 00:11:36.800]  他們領受聖靈
[00:11:36.800 --> 00:11:37.880]  他們信了耶穌
[00:11:37.880 --> 00:11:40.280]  他們把這個福音帶回到家鄉
[00:11:40.280 --> 00:11:42.080]  在那裏繼續建立的教會
[00:11:42.080 --> 00:11:43.760]  不僅僅建立了教會
[00:11:43.760 --> 00:11:44.920]  保羅在這裏說
[00:11:44.920 --> 00:11:47.040]  保羅在這裏形容這間教會
[00:11:47.040 --> 00:11:48.880]  是一座怎麼樣的教會呢
[00:11:48.880 --> 00:11:50.360]  他說我靠着耶穌基督
[00:11:50.360 --> 00:11:52.200]  爲你們衆人感謝我的事
[00:11:52.200 --> 00:11:55.280]  你們的信德怎麼樣
[00:11:55.280 --> 00:11:56.160]  傳遍天下
[00:11:56.160 --> 00:11:56.600]  對不起
[00:11:56.600 --> 00:12:00.000]  忘記給大家看了
[00:12:00.000 --> 00:12:03.560]  這裏說他們的信德傳遍天下
[00:12:03.560 --> 00:12:05.560]  其實信德這個字
[00:12:05.560 --> 00:12:08.240]  這個字的希臘文原文
[00:12:08.240 --> 00:12:09.360]  其實很簡單
[00:12:09.360 --> 00:12:11.440]  就是我們常常說的信心
[00:12:11.440 --> 00:12:12.640]  或者是信仰
[00:12:12.640 --> 00:12:15.160]  他們的信心傳遍天下
[00:12:15.160 --> 00:12:17.040]  當然好像有一點誇張
[00:12:17.040 --> 00:12:19.800]  天下在當時這個詞的概念
[00:12:19.800 --> 00:12:20.680]  是什麼呢
[00:12:20.680 --> 00:12:21.640]  是整個羅馬帝國
[00:12:21.640 --> 00:12:23.800]  是整個地中海世界
[00:12:23.800 --> 00:12:25.040]  整個地中海世界
[00:12:25.040 --> 00:12:30.120]  聽見了他們的信心
[00:12:30.120 --> 00:12:31.560]  怎麼會呢
[00:12:31.560 --> 00:12:34.360]  信心可以被聽見嗎
[00:12:34.360 --> 00:12:35.200]  我想當然
[00:12:35.200 --> 00:12:36.320]  條條大路通羅馬
[00:12:36.320 --> 00:12:39.440]  他們的通訊可能比較的發達
[00:12:39.440 --> 00:12:42.640]  但是我想這裏中文的翻譯
[00:12:42.640 --> 00:12:43.320]  蠻好的
[00:12:43.320 --> 00:12:44.920]  雖然原文就是信心
[00:12:44.920 --> 00:12:46.040]  但是他翻譯成什麼
[00:12:46.040 --> 00:12:47.600]  信德
[00:12:47.600 --> 00:12:49.320]  他翻譯成信德
[00:12:49.320 --> 00:12:49.920]  換句話說
[00:12:49.920 --> 00:12:52.480]  這裏是講到他們信心的見證
[00:12:52.480 --> 00:12:56.280]  他們的信心的見證被廣爲人知
[00:12:56.280 --> 00:13:00.320]  他們的信心的見證家喻戶曉
[00:13:00.320 --> 00:13:02.760]  在中世紀有一位神學家
[00:13:02.760 --> 00:13:04.000]  叫做托馬斯阿奎納
[00:13:04.000 --> 00:13:05.200]  我想大家很多人聽過
[00:13:05.200 --> 00:13:07.120]  他是經驗神學的一個代表
[00:13:07.120 --> 00:13:09.200]  他說他做了一個分類
[00:13:09.200 --> 00:13:13.000]  他把人類所有的美德分一分爲二
[00:13:13.000 --> 00:13:16.520]  一種叫做普通的美德
[00:13:16.520 --> 00:13:17.720]  普通的道德
[00:13:17.720 --> 00:13:18.520]  比方說
[00:13:18.520 --> 00:13:21.680]  比方說誠實 慷慨
[00:13:21.680 --> 00:13:24.600]  今天你不是基督徒
[00:13:24.600 --> 00:13:26.360]  你爸爸媽媽學校的教育
[00:13:26.360 --> 00:13:27.920]  是不是教育你要誠實
[00:13:27.920 --> 00:13:29.240]  都是這樣子對不對
[00:13:29.240 --> 00:13:31.120]  他說這個叫做普通的
[00:13:31.120 --> 00:13:32.880]  一個很general的美德
[00:13:32.880 --> 00:13:34.320]  但是他說還有一種美德
[00:13:34.320 --> 00:13:36.320]  叫做超自然的美德
[00:13:36.320 --> 00:13:38.200]  信望愛的一種美德
[00:13:38.200 --> 00:13:42.560]  這些的美德是以信心爲前提的
[00:13:42.560 --> 00:13:46.280]  這些的美德是信心結出的果子
[00:13:46.280 --> 00:13:49.680]  我因爲上帝而生發出來的一種誠實
[00:13:49.680 --> 00:13:52.120]  我因爲對上帝的敬畏和盼望
[00:13:52.120 --> 00:13:54.600]  所生發出來的一種慷慨
[00:13:54.600 --> 00:13:56.560]  他說這是不同的
[00:13:56.560 --> 00:14:00.720]  那羅馬教會他們的信心
[00:14:00.720 --> 00:14:04.720]  他們的信心結出來的一個果子
[00:14:04.720 --> 00:14:06.080]  叫做信德
[00:14:06.080 --> 00:14:09.800]  而這個信德在當時的世界被廣爲人知
[00:14:09.800 --> 00:14:10.960]  這表明一件事情
[00:14:10.960 --> 00:14:11.880]  什麼事情呢
[00:14:11.880 --> 00:14:13.000]  對於羅馬教會而言
[00:14:13.000 --> 00:14:14.280]  第一個我們要學習的
[00:14:14.280 --> 00:14:17.920]  就是他們的信仰不是私下的
[00:14:17.920 --> 00:14:21.320]  不是私人的 不是一種個人主義的信仰
[00:14:21.320 --> 00:14:23.800]  而是一種公開的見證
[00:14:23.800 --> 00:14:26.040]  是傳出去的
[00:14:26.040 --> 00:14:28.080]  剛纔宇康傳道帶我們禱告的時候
[00:14:28.080 --> 00:14:32.760]  把我們的小行爲是行在人前的
[00:14:32.760 --> 00:14:36.680]  各位 這和今天的主流文化非常的不同
[00:14:36.680 --> 00:14:39.320]  今天在西方
[00:14:39.320 --> 00:14:41.640]  基督徒信仰非常大的一個缺陷
[00:14:41.640 --> 00:14:44.680]  就是我們嘗試把這個信仰給私有化
[00:14:44.680 --> 00:14:45.880]  給個人化
[00:14:45.880 --> 00:14:48.000]  我們理解成爲一種個人主義
[00:14:48.000 --> 00:14:52.880]  與社會與社羣無關的一種私人的信仰
[00:14:52.880 --> 00:14:53.880]  不僅如此
[00:14:53.880 --> 00:14:56.000]  不僅是在教會的四面牆
[00:14:56.000 --> 00:14:57.560]  象牙塔裏的信仰
[00:14:57.560 --> 00:14:58.760]  甚至
[00:14:58.760 --> 00:14:59.920]  甚至
[00:14:59.920 --> 00:15:01.040]  原諒我說
[00:15:01.040 --> 00:15:02.600]  這次疫情以後
[00:15:02.600 --> 00:15:05.640]  整個教會觀進一步的崩塌
[00:15:05.640 --> 00:15:07.960]  我都不來教會了
[00:15:07.960 --> 00:15:09.440]  書房裏的信仰
[00:15:09.440 --> 00:15:11.080]  客廳裏的信仰
[00:15:11.080 --> 00:15:14.120]  電腦上 網上的一種信仰
[00:15:14.120 --> 00:15:16.160]  丟字妹 不是的
[00:15:16.160 --> 00:15:17.480]  信仰不是個人的
[00:15:17.480 --> 00:15:19.720]  信仰是公共的
[00:15:19.720 --> 00:15:22.320]  在 特別是我們東方的基督徒
[00:15:22.320 --> 00:15:23.480]  讓我這樣說
[00:15:23.480 --> 00:15:26.040]  其實我們的基督教信仰
[00:15:26.040 --> 00:15:29.680]  也有意識無意識受到一種東方宗教的影響
[00:15:29.680 --> 00:15:32.000]  就是當我們說我們要追求淨錢的時候
[00:15:32.000 --> 00:15:34.040]  追求靈脩屬靈的時候
[00:15:34.040 --> 00:15:36.480]  我們就關起門來親近主
[00:15:36.480 --> 00:15:39.480]  關起門來和主親密
[00:15:39.480 --> 00:15:41.760]  我們有這種的概念
[00:15:41.760 --> 00:15:45.960]  一個人安靜地跟主去靈脩
[00:15:45.960 --> 00:15:47.520]  其實有的時候
[00:15:47.520 --> 00:15:51.400]  各位 我並不否認你個人跟神之間的那個關係
[00:15:51.400 --> 00:15:52.360]  個人的靈脩
[00:15:52.360 --> 00:15:55.160]  但是有的時候我們只做這件事情
[00:15:55.160 --> 00:15:56.600]  只停留在這件事情
[00:15:56.600 --> 00:16:00.640]  讓我說 其實你更像禪宗
[00:16:00.640 --> 00:16:03.800]  你更像道教
[00:16:03.800 --> 00:16:07.320]  保羅在他的書信當中常常講到一個詞
[00:16:07.320 --> 00:16:09.360]  就是你們行事爲人
[00:16:09.360 --> 00:16:13.120]  你們行事爲人要與所蒙的恩相稱
[00:16:13.120 --> 00:16:16.280]  你們行事爲人要結出那悔改的果子
[00:16:16.280 --> 00:16:17.840]  常常講到行事爲人
[00:16:17.840 --> 00:16:20.920]  你們行事爲人要像光明的子女
[00:16:20.920 --> 00:16:22.400]  他反覆使用這個字
[00:16:22.400 --> 00:16:24.640]  其實這個字在原文當中很簡單
[00:16:24.640 --> 00:16:25.520]  叫做什麼呢
[00:16:25.520 --> 00:16:29.400]  就是walk 走路的意思
[00:16:29.400 --> 00:16:32.960]  在希臘文當中他用walk
[00:16:32.960 --> 00:16:35.720]  他用行走來表達什麼呢
[00:16:35.720 --> 00:16:40.880]  表達一個人公共生活的全部的見證
[00:16:40.880 --> 00:16:43.120]  全部的一種生活方式
[00:16:43.120 --> 00:16:45.040]  其實我們中國人也這麼講
[00:16:45.040 --> 00:16:46.360]  我們中國人叫什麼
[00:16:46.360 --> 00:16:49.960]  行走江湖
[00:16:49.960 --> 00:16:52.160]  行走江湖是什麼意思
[00:16:52.160 --> 00:16:53.400]  什麼叫行走江湖
[00:16:53.400 --> 00:16:54.920]  翻譯現在很trouble
[00:16:54.920 --> 00:16:58.160]  你們幫他翻譯一下
[00:16:58.160 --> 00:16:59.720]  什麼叫行走江湖
[00:16:59.720 --> 00:17:04.840]  行走江湖是講到你的整個做人
[00:17:04.840 --> 00:17:07.680]  整個做人的一種方式
[00:17:07.680 --> 00:17:08.800]  各位
[00:17:08.800 --> 00:17:10.320]  今天有的時候
