
[00:00:00.000 --> 00:00:03.400]  各位姐妹 今天是什麼日子
[00:06:19.120 --> 00:06:21.680]  我們不敢勇敢向前
[00:06:21.680 --> 00:06:25.760]  因爲我們心中的恐懼跟缺乏
[00:06:25.760 --> 00:06:30.560]  第二個問題今天你曾經面對過鐵車的環境嗎
[00:06:30.560 --> 00:06:34.320]  每當我們面對生活上的困境
[00:06:34.320 --> 00:06:36.160]  經濟的危機
[00:06:36.160 --> 00:06:37.880]  家庭的衝突
[00:06:37.880 --> 00:06:40.160]  環境的難處
[00:06:40.160 --> 00:06:43.360]  雖然明明知道神與我們同在
[00:06:43.360 --> 00:06:46.800]  雖然明明知道神是我們隨時的幫助
[00:06:46.800 --> 00:06:50.480]  但一旦我們看見現實的環境的時候
[00:06:50.480 --> 00:06:52.800]  我們不禁會問一個問題說
[00:06:52.800 --> 00:06:54.000]  神啊
[00:06:54.000 --> 00:06:57.320]  你真的能夠幫助我嗎
[00:06:57.320 --> 00:06:59.200]  不是說我們不相信
[00:06:59.200 --> 00:07:01.520]  但心中還是個問號
[00:07:01.520 --> 00:07:03.320]  這一次
[00:07:03.320 --> 00:07:05.760]  你幫得上忙嗎
[00:07:05.760 --> 00:07:08.360]  恐懼跟缺乏
[00:07:08.360 --> 00:07:14.160]  常常是攔阻我們來勇敢跟隨神最主要的原因
[00:07:14.160 --> 00:07:18.360]  那你說我們怎麼樣能夠在這樣充滿鐵車的環境當中
[00:07:18.360 --> 00:07:20.920]  能夠經歷神的得勝呢
[00:07:20.920 --> 00:07:23.480]  今天早上我們從這個經文當中分享三方面
[00:07:23.480 --> 00:07:24.680]  第一個
[00:07:24.680 --> 00:07:27.480]  你要持續相信神的應許
[00:07:27.480 --> 00:07:31.920]  跟你們說要持續相信神的應許
[00:07:31.920 --> 00:07:37.040]  因爲神所應許的他必定要成就嘛
[00:07:37.040 --> 00:07:40.080]  無論你多麼難以想象
[00:07:40.080 --> 00:07:42.280]  但神所應許的
[00:07:42.280 --> 00:07:45.440]  他還是要成就的
[00:07:45.440 --> 00:07:46.840]  你還記得有一次
[00:07:46.840 --> 00:07:51.040]  耶穌在加利利海跟他的門徒在船上
[00:07:51.040 --> 00:07:53.080]  耶穌就對門徒說
[00:07:53.080 --> 00:07:56.560]  我們渡到那邊去吧
[00:07:56.560 --> 00:08:01.400]  耶穌說我們一起渡到那邊去吧
[00:08:01.400 --> 00:08:04.000]  你可知道當耶穌說
[00:08:04.000 --> 00:08:06.400]  我們渡到那邊去的時候
[00:08:06.400 --> 00:08:11.960]  祂的意思就是我們會渡到那邊去的
[00:08:11.960 --> 00:08:17.520]  祂的意思不是說我們在半路會淹死的
[00:08:17.520 --> 00:08:22.080]  祂的意思是我們會渡到那邊去的
[00:08:22.080 --> 00:08:22.880]  當然
[00:08:22.880 --> 00:08:23.880]  聖經告訴我們
[00:08:23.880 --> 00:08:29.120]  中間忽然間起了極大的風暴
[00:08:29.120 --> 00:08:31.520]  馬可福音第四章三十七節
[00:08:31.520 --> 00:08:33.480]  這裏說忽然
[00:08:33.480 --> 00:08:35.720]  多少時候在我們人生當中
[00:08:35.720 --> 00:08:38.680]  不是充滿了忽然的驚恐嗎
[00:08:38.680 --> 00:08:40.240]  本來什麼事情都好好的
[00:08:40.240 --> 00:08:43.840]  忽然間一件事情就發生
[00:08:43.840 --> 00:08:45.760]  而且這裏說不但是風暴
[00:08:45.760 --> 00:08:47.520]  而且起了什麼
[00:08:47.520 --> 00:08:49.320]  暴風
[00:08:49.320 --> 00:08:51.840]  極大的風暴
[00:08:51.840 --> 00:08:53.920]  這個風暴大到一個地步
[00:08:53.920 --> 00:08:57.000]  這些門徒本來從小在加利利海長大
[00:08:57.000 --> 00:08:59.440]  非常熟悉加利利的水性
[00:08:59.440 --> 00:09:04.520]  但是這個暴風大到他們大喊救命
[00:09:04.520 --> 00:09:08.000]  雖然平常喜歡唱有豬在窩川上
[00:09:08.000 --> 00:09:11.480]  我就不怕風浪
[00:09:11.480 --> 00:09:14.040]  但是當風浪來了
[00:09:14.040 --> 00:09:16.360]  豬也在船上
[00:09:16.360 --> 00:09:21.080]  我們還是恐懼懼怕驚慌
[00:09:21.080 --> 00:09:24.280]  所以門徒們大喊救命
[00:09:24.280 --> 00:09:26.560]  他們說豬啊你不顧念我們了
[00:09:26.560 --> 00:09:29.160]  我們要喪命了
[00:09:29.160 --> 00:09:31.720]  你知道當門徒大喊救命的時候
[00:09:31.720 --> 00:09:32.600]  他們要找耶穌
[00:09:32.600 --> 00:09:34.800]  耶穌在哪裏啊
[00:09:34.800 --> 00:09:35.680]  38歲是什麼
[00:09:35.680 --> 00:09:37.200]  耶穌在幹嘛
[00:09:37.200 --> 00:09:38.880]  睡覺
[00:09:38.880 --> 00:09:40.320]  哇怎麼睡得着
[00:09:40.320 --> 00:09:44.040]  這耶穌太偉大了
[00:09:44.040 --> 00:09:49.240]  你不覺得當你在面對人生風暴當中的時候
[00:09:49.240 --> 00:09:52.320]  最受不了的一件事
[00:09:52.320 --> 00:09:55.560]  就好像神什麼都沒做
[00:09:55.560 --> 00:09:56.760]  不是嗎
[00:09:56.760 --> 00:09:58.560]  好像神什麼都沒做
[00:09:58.560 --> 00:10:00.840]  我這麼大的暴風啊
[00:10:00.840 --> 00:10:02.280]  耶穌在幹嘛
[00:10:02.280 --> 00:10:04.440]  睡覺
[00:10:04.440 --> 00:10:06.120]  怎麼可能在睡覺
[00:10:06.120 --> 00:10:07.040]  救命啊
[00:10:07.040 --> 00:10:08.080]  我們快死了
[00:10:08.080 --> 00:10:10.760]  你還不顧念我們嗎
[00:10:10.760 --> 00:10:14.200]  所以門徒就把耶穌搖醒了
[00:10:14.200 --> 00:10:16.960]  耶穌醒了就平靜風浪
[00:10:16.960 --> 00:10:19.080]  但耶穌平靜風浪完了
[00:10:19.080 --> 00:10:21.640]  耶穌就責備他們
[00:10:21.640 --> 00:10:23.000]  爲什麼膽怯
[00:10:23.000 --> 00:10:25.280]  爲什麼懼怕呢
[00:10:25.280 --> 00:10:28.360]  難道你們還沒有信心嗎
[00:10:28.360 --> 00:10:29.320]  什麼意思呢
[00:10:29.320 --> 00:10:31.560]  什麼叫還沒有信心呢
[00:10:31.560 --> 00:10:34.000]  耶穌不是已經說了嗎
[00:10:34.000 --> 00:10:37.400]  我們渡到那邊去
[00:10:37.400 --> 00:10:40.040]  耶穌說讓我們渡到那邊去的時候
[00:10:40.040 --> 00:10:42.280]  耶穌的意思就是
[00:10:42.280 --> 00:10:44.920]  我們會渡到那邊去的
[00:10:44.920 --> 00:10:47.080]  Hallelujah
[00:10:47.080 --> 00:10:49.200]  無論中間有多麼的風暴
[00:10:49.200 --> 00:10:50.440]  多大多小
[00:10:50.440 --> 00:10:52.760]  多少的風暴
[00:10:52.760 --> 00:10:56.120]  主的同在永遠不會離開我們
[00:10:56.120 --> 00:10:58.840]  主的信使也不會離開我們
[00:10:58.840 --> 00:10:59.760]  Amen
[00:10:59.760 --> 00:11:04.080]  今天無論你我面對怎麼樣人生的風暴
[00:11:04.080 --> 00:11:06.440]  你所有的環境多麼艱難
[00:11:06.440 --> 00:11:07.160]  我告訴你
[00:11:07.160 --> 00:11:11.280]  你一定要持續相信神的應許
[00:11:11.280 --> 00:11:13.160]  因爲主所應許的
[00:11:13.160 --> 00:11:14.760]  他必成就
[00:11:14.760 --> 00:11:17.880]  我再說無論你多麼難以想象
[00:11:17.880 --> 00:11:19.960]  就像那門徒在風暴當中
[00:11:19.960 --> 00:11:20.960]  怎麼能夠想象
[00:11:20.960 --> 00:11:24.000]  主耶穌怎麼幫助他們
[00:11:24.000 --> 00:11:26.360]  無論你多麼難以想象
[00:11:26.360 --> 00:11:28.840]  在神還是沒有難成的事情
[00:11:28.840 --> 00:11:29.720]  Amen
[00:11:29.720 --> 00:11:32.000]  所以第一個你要持續相信神的應許
[00:11:32.000 --> 00:11:35.560]  第二個你一定要勇敢的順從
[00:11:35.560 --> 00:11:38.920]  跟你朋友勇敢的順從
[00:11:38.920 --> 00:11:40.600]  我們看今天這段經文很有意思
[00:11:40.600 --> 00:11:45.440]  底波拉特別要巴拉帶兩種人去打仗
[00:11:45.440 --> 00:11:47.280]  你有沒有注意過
[00:11:47.280 --> 00:11:50.720]  底波拉很清楚告訴他要帶兩種人
[00:11:50.720 --> 00:11:52.600]  一種叫拿佛他利人
[00:11:52.600 --> 00:11:55.200]  一種就叫西部人
[00:11:55.200 --> 00:11:57.000]  要去跟敵人征戰
[00:11:57.000 --> 00:11:59.920]  爲什麼這兩種人呢
[00:11:59.920 --> 00:12:03.640]  四世紀第五章十八節給我們這個答案
[00:12:03.640 --> 00:12:05.800]  第五章第十八節
[00:12:05.800 --> 00:12:08.680]  西部人是拼命趕死的
[00:12:08.680 --> 00:12:12.920]  拿佛他利人在田野的高處也是如此
[00:12:12.920 --> 00:12:15.760]  正當其他的支派
[00:12:15.760 --> 00:12:20.120]  用各樣的藉口不肯去打仗的時候
[00:12:20.120 --> 00:12:24.880]  我們看見拿佛他利人跟西部人有一種特質
[00:12:24.880 --> 00:12:28.560]  他們是拼命趕死
[00:12:28.560 --> 00:12:31.960]  有人解釋這個拼命趕死就是
[00:12:31.960 --> 00:12:34.920]  拼命地禱告趕死的順從
[00:12:34.920 --> 00:12:36.120]  Hallelujah
[00:12:36.120 --> 00:12:37.840]  跟你朋友說拼命地禱告趕死的順從
[00:12:37.840 --> 00:12:40.920]  你跟他說
[00:12:40.920 --> 00:12:46.560]  我常常覺得這正是我們今天基督徒最缺乏的一種特質
[00:12:46.560 --> 00:12:50.280]  我們非常缺乏這種趕死的心智
[00:12:50.280 --> 00:12:53.480]  我們看見初代教會這些信徒
[00:12:53.480 --> 00:12:58.280]  能夠在逼迫的環境當中帶來這麼大的影響力
[00:12:58.280 --> 00:13:03.240]  正是因爲他們有一種趕死的順從在他們的裏面
[00:13:03.240 --> 00:13:06.520]  而我也看見這也正是今天的基督徒
[00:13:06.520 --> 00:13:08.440]  所最缺乏
[00:13:08.440 --> 00:13:12.480]  就是一種勇敢跟從的心智
[00:13:12.480 --> 00:13:17.160]  所以只要當環境一不順利一點點不順利
[00:13:17.160 --> 00:13:19.360]  哇我們充滿了埋怨
[00:13:19.360 --> 00:13:21.240]  就在那裏哇哇叫
[00:13:21.240 --> 00:13:25.440]  就是跟不下去了
[00:13:25.440 --> 00:13:28.760]  有一次我讀到一篇文章很有意思
[00:13:28.760 --> 00:13:30.760]  那個題目就是
[00:13:30.760 --> 00:13:35.280]  到底神要呼召我們多少次
[00:13:35.280 --> 00:13:38.200]  到底神要呼召我們多少次
[00:13:38.200 --> 00:13:38.920]  很有意思
[00:13:38.920 --> 00:13:40.440]  什麼意思
[00:13:40.440 --> 00:13:42.880]  作者意思就是說很多時候
[00:13:42.880 --> 00:13:48.160]  我們以爲神有很多種不同的呼召在我們身上
[00:13:48.160 --> 00:13:50.880]  所以很多時候我們做牧師在呼召
[00:13:50.880 --> 00:13:52.800]  不知道解釋很清楚嗎
[00:13:52.800 --> 00:13:53.600]  這是什麼呼召
[00:13:53.600 --> 00:13:55.840]  現在我是做什麼呼召
[00:13:55.840 --> 00:13:57.640]  到底是信主的呼召呢
[00:13:57.640 --> 00:13:59.440]  生命奉獻的呼召呢
[00:13:59.440 --> 00:14:01.240]  全職侍奉的呼召呢
[00:14:01.240 --> 00:14:04.160]  現在還有待職侍奉的呼召
[00:14:04.160 --> 00:14:06.000]  所以我每一次做牧師都很辛苦
[00:14:06.000 --> 00:14:09.600]  要講解一下現在的呼召是哪一種呼召
[00:14:09.600 --> 00:14:10.800]  不是叫你全職
[00:14:10.800 --> 00:14:16.240]  只是叫你生命奉獻而已
[00:14:16.240 --> 00:14:19.480]  但事實上在聖經裏面
[00:14:19.480 --> 00:14:24.080]  你發現從來沒有這麼多種不同的呼召
[00:14:24.080 --> 00:14:27.120]  當耶穌呼召彼得的時候
[00:14:27.120 --> 00:14:29.160]  耶穌沒有先把彼得叫來說
[00:14:29.160 --> 00:14:32.160]  彼得我告訴你呼召有很多種
[00:14:32.160 --> 00:14:34.560]  讓我先解釋給你聽
[00:14:34.560 --> 00:14:37.160]  讓我解釋今天我給你的呼召是什麼呼召
[00:14:37.160 --> 00:14:38.680]  不是得救的呼召
[00:14:38.680 --> 00:14:40.480]  也不是生命奉獻的呼召
[00:14:40.480 --> 00:14:44.920]  我今天給你的呼召是全職侍奉的呼召
[00:14:44.920 --> 00:14:47.720]  耶穌沒有講這麼多
[00:14:47.720 --> 00:14:49.880]  耶穌的呼召很簡單
[00:14:49.880 --> 00:14:51.480]  只有一句話
[00:14:51.480 --> 00:14:54.280]  來跟從我
[00:14:54.280 --> 00:14:55.880]  就這麼簡單
[00:14:55.880 --> 00:14:59.640]  耶穌一點都沒有像我們現在這麼複雜
[00:14:59.640 --> 00:15:01.320]  要先信耶穌
[00:15:01.320 --> 00:15:02.880]  先讓耶穌來跟從
[00:15:02.880 --> 00:15:04.840]  然後考慮考慮再三
[00:15:04.840 --> 00:15:07.280]  再來決定要不要跟從
[00:15:07.280 --> 00:15:09.280]  耶穌只有一句話
[00:15:09.280 --> 00:15:11.840]  來跟從我
[00:15:11.840 --> 00:15:15.680]  無論神在我們生命當中將來要做什麼
[00:15:15.680 --> 00:15:20.000]  神今天給我們的呼召永遠是一樣的呼召
[00:15:20.000 --> 00:15:24.160]  耶穌同樣對我們說來跟從我
[00:15:24.160 --> 00:15:27.280]  事實上從我們信主那一天開始
[00:15:27.280 --> 00:15:30.240]  主只有一個呼召沒有很多呼召
[00:15:30.240 --> 00:15:32.040]  只有一個呼召
[00:15:32.040 --> 00:15:36.520]  主要我們一生全然僞身來順從祂的帶領
[00:15:36.520 --> 00:15:38.680]  無論將來是如何
[00:15:38.680 --> 00:15:41.080]  神的呼召只有一個
[00:15:41.080 --> 00:15:46.200]  事實上也只有當我們願意全然僞身勇敢地跟從的時候
[00:15:46.200 --> 00:15:47.560]  在我們一生當中
[00:15:47.560 --> 00:15:51.600]  我們纔可能經歷到神的引導跟祝福的
[00:15:51.600 --> 00:15:53.160]  Amen
[00:15:53.160 --> 00:15:56.360]  其實在教會的事工上也是如此
[00:15:56.360 --> 00:15:58.880]  有一次有人問趙庸濟牧師
[00:15:58.880 --> 00:16:02.200]  他那個時候教會成長到七十多萬人
[00:16:02.200 --> 00:16:03.920]  有人就問他說
[00:16:03.920 --> 00:16:09.280]  這個教會能夠成長到這麼大的祕訣是什麼
[00:16:09.280 --> 00:16:11.600]  他毫不考慮
[00:16:11.600 --> 00:16:14.440]  而且就笑着回答說
[00:16:14.440 --> 00:16:16.160]  他說很簡單
[00:16:16.160 --> 00:16:17.560]  我的祕訣就是
[00:16:17.560 --> 00:16:20.720]  I pray and I obey
[00:16:20.720 --> 00:16:22.080]  就這麼簡單
[00:16:22.080 --> 00:16:24.080]  他說我禱告
[00:16:24.080 --> 00:16:26.880]  然後我就順從
[00:16:26.880 --> 00:16:29.160]  非常簡單的一句話
[00:16:29.160 --> 00:16:34.560]  但是卻告訴我們一個非常重要的屬靈的真理
[00:16:34.560 --> 00:16:35.120]  各位姐妹
[00:16:35.120 --> 00:16:37.920]  今天你我在教會的服事當中
[00:16:37.920 --> 00:16:39.720]  你需要明白
[00:16:39.720 --> 00:16:41.680]  當你在服事神的時候
[00:16:41.680 --> 00:16:45.600]  最重要一件事情不是你想做什麼
[00:16:45.600 --> 00:16:47.600]  或者我想做什麼
[00:16:47.600 --> 00:16:49.760]  也不是你的負擔是什麼
[00:16:49.760 --> 00:16:53.440]  或者我的負擔跟想法是什麼
[00:16:53.440 --> 00:16:55.360]  最重要一件事情是
[00:16:55.360 --> 00:16:57.120]  神在這個教會
[00:16:57.120 --> 00:17:00.200]  祂要做什麼
[00:17:00.200 --> 00:17:05.080]  你要知道神在每一個教會的使命都不大一樣
[00:17:05.080 --> 00:17:09.120]  不是每一個教會都要做一樣的事情
[00:17:09.120 --> 00:17:13.400]  也不是每個教會都要做所有的事情
[00:17:13.400 --> 00:17:16.080]  但是隻有當一個教會
[00:17:16.080 --> 00:17:18.320]  願意不顧己身
[00:17:18.320 --> 00:17:23.400]  捨己順從來完成神的使命的時候
[00:17:23.400 --> 00:17:27.600]  這個教會就必定能夠得到神的祝福的
[00:17:27.600 --> 00:17:29.080]  Amen
[00:17:29.080 --> 00:17:31.600]  你知道我常常在想
[00:17:31.600 --> 00:17:33.880]  順服這件事情
[00:17:33.880 --> 00:17:35.400]  我常在想
[00:17:35.400 --> 00:17:39.280]  順服真的是那麼難嗎
[00:17:39.280 --> 00:17:40.840]  其實我告訴你
[00:17:40.840 --> 00:17:43.080]  這些年我真的明白一件事情
[00:17:43.080 --> 00:17:46.080]  順服神之所以難呢
[00:17:46.080 --> 00:17:49.960]  倒不在於神要叫我們做的事情
[00:17:49.960 --> 00:17:53.480]  事實上每次神要我們去做一件事情的時候
[00:17:53.480 --> 00:17:56.240]  其實都是很簡單的事情
[00:17:56.240 --> 00:17:58.160]  一點都不難
[00:17:58.160 --> 00:18:03.440]  順服神的難不是難在神要我們做的事情
[00:18:03.440 --> 00:18:05.680]  而是難在於
[00:18:05.680 --> 00:18:07.840]  當我們要做的時候
[00:18:07.840 --> 00:18:12.800]  我們總是有很多自己的想法跟意念
[00:18:12.800 --> 00:18:16.320]  我們總覺得不應該是這樣做法
[00:18:16.320 --> 00:18:20.080]  我們總覺得是不是有更好的途徑
[00:18:20.080 --> 00:18:23.160]  是不是有更好的方法呢
[00:18:23.160 --> 00:18:29.920]  難就難在我們自己有很多的想法跟意念
[00:18:29.920 --> 00:18:31.840]  所以你還記得
[00:18:31.840 --> 00:18:36.160]  有一次主耶穌給彼得看到一個異象
[00:18:36.160 --> 00:18:38.760]  看到一個大的布包
[00:18:38.760 --> 00:18:40.800]  把那布包打開
[00:18:40.800 --> 00:18:44.080]  裏面有很多不潔淨的動物
[00:18:44.080 --> 00:18:46.960]  然後主就對彼得說一句話
[00:18:46.960 --> 00:18:49.440]  非常簡單隻有三個字
[00:18:49.440 --> 00:18:50.520]  主對他說
[00:18:50.520 --> 00:18:53.680]  宰了喫
[00:18:53.680 --> 00:18:56.040]  請問你清不清楚這句話
[00:18:56.040 --> 00:18:56.760]  清楚
[00:18:56.760 --> 00:18:58.360]  明不明白
[00:18:58.360 --> 00:18:58.760]  明白
[00:18:58.760 --> 00:19:00.080]  簡不簡單
[00:19:00.080 --> 00:19:00.760]  很簡單
[00:19:00.760 --> 00:19:02.440]  宰了喫就三個字
