
[00:00:00.000 --> 00:00:04.080]  今日和大家來到是在約翰福音第五章
[00:01:52.160 --> 00:01:53.240]  第一節說
[00:01:53.240 --> 00:01:58.440]  耶穌去耶路撒冷那裏過節
[00:01:58.440 --> 00:01:59.640]  這裏沒有說甚麼節
[00:01:59.640 --> 00:02:03.320]  但是查考聖經的人的推估
[00:02:03.320 --> 00:02:10.320]  多數都是說耶穌去過逾節
[00:02:10.320 --> 00:02:17.000]  猶太人在耶路撒冷附近二十里的人
[00:02:17.000 --> 00:02:21.000]  有大的節期他們都要去到耶路撒冷那裏
[00:02:21.000 --> 00:02:25.400]  來慶祝、來聚會
[00:02:25.400 --> 00:02:31.040]  耶穌基督去到耶路撒冷參加逾節
[00:02:31.040 --> 00:02:35.280]  是一個很歡喜、快樂、紀念神的
[00:02:35.280 --> 00:02:37.880]  救恩的一個節期
[00:02:37.880 --> 00:02:41.760]  在那個地方當人群都是顧著
[00:02:41.760 --> 00:02:47.200]  在那裏敬拜、在那裏享受
[00:02:47.200 --> 00:02:49.960]  他們那種的假期
[00:02:49.960 --> 00:02:55.440]  那種節日、那種的歡欣的時候
[00:02:55.440 --> 00:02:58.400]  我們看到耶穌是一個靜靜的人
[00:02:58.400 --> 00:03:06.600]  走到耶路撒冷有一個地方
[00:03:06.600 --> 00:03:09.920]  第二節說我們聽到在陽門
[00:03:09.920 --> 00:03:12.520]  那裏有一個池子
[00:03:12.520 --> 00:03:15.160]  希伯來話叫做「不自大」
[00:03:15.160 --> 00:03:19.480]  旁邊有五個狼子
[00:03:19.480 --> 00:03:21.480]  在第二節那裏我們看到
[00:03:21.480 --> 00:03:25.800]  耶穌去到的時候看到一個情景
[00:03:25.800 --> 00:03:30.600]  祂看到這裏其實原文沒有說陽門
[00:03:30.600 --> 00:03:32.080]  只是說陽的甚麼
[00:03:32.080 --> 00:03:34.560]  但是沒有說陽的甚麼
[00:03:34.560 --> 00:03:37.040]  翻譯聖經的人就說
[00:03:37.040 --> 00:03:39.360]  這個很可能就是陽門
[00:03:39.360 --> 00:03:43.920]  因為在耶路撒冷北面的城牆那裏
[00:03:43.920 --> 00:03:48.320]  有一個小的門是讓羊通過的
[00:03:48.320 --> 00:03:49.880]  可能這個是陽門
[00:03:49.880 --> 00:03:52.040]  如果是陽的甚麼可能是陽門
[00:03:52.040 --> 00:03:58.400]  但是有些人就說這個是陽的市場
[00:03:58.400 --> 00:04:00.440]  在那裏有一個陽的市場
[00:04:00.440 --> 00:04:01.800]  或者有一個陽欄
[00:04:01.800 --> 00:04:04.760]  或者是陽聚集的地方
[00:04:04.760 --> 00:04:10.080]  我們不知道確實是甚麼
[00:04:10.080 --> 00:04:13.200]  在那個地方旁邊有一個池子
[00:04:13.200 --> 00:04:17.520]  這個池子是給羊喝水的
[00:04:17.520 --> 00:04:21.640]  這些羊也都很可能是過節的人
[00:04:21.640 --> 00:04:22.800]  在那個地方買羊
[00:04:22.800 --> 00:04:27.640]  然後去聖殿那裏獻祭
[00:04:27.640 --> 00:04:30.400]  這幅圖畫裏面我們看到有三樣東西
[00:04:30.400 --> 00:04:37.600]  第二字那裏有陽門或者是陽的市場
[00:04:37.600 --> 00:04:41.320]  我們看到有五個浪池
[00:04:41.320 --> 00:04:45.960]  五個浪池就是有很多的病人聚集在那個地方
[00:04:45.960 --> 00:04:48.960]  有些走廊上有上蓋的
[00:04:48.960 --> 00:04:51.560]  這個是一個浪池
[00:04:51.560 --> 00:04:53.480]  有很多的病人
[00:04:53.480 --> 00:04:55.840]  第三字那裏說話
[00:04:55.840 --> 00:04:57.560]  聚集在那個地方
[00:04:57.560 --> 00:04:59.000]  聚集做甚麼呢?
[00:04:59.000 --> 00:05:01.160]  希望這些水
[00:05:01.160 --> 00:05:04.040]  這些池的水能夠醫治他們
[00:05:04.040 --> 00:05:08.840]  人不能夠治好他們的疾病
[00:05:08.840 --> 00:05:12.080]  所以這些是一些盲眼的
[00:05:12.080 --> 00:05:14.720]  瘸腿的、血氣枯乾的
[00:05:14.720 --> 00:05:16.280]  很多的病人
[00:05:16.280 --> 00:05:18.600]  都聚集在這五個浪池那裏
[00:05:18.600 --> 00:05:22.680]  你可以想像耶穌去到那裏的時候
[00:05:22.680 --> 00:05:27.960]  見到有陽聚集的地方
[00:05:27.960 --> 00:05:29.080]  有一個池子
[00:05:29.080 --> 00:05:31.160]  這個池子特別可能是一些溫泉
[00:05:31.160 --> 00:05:37.480]  或者是一些礦泉水那樣的地方
[00:05:37.480 --> 00:05:40.920]  有多少治病的能力
[00:05:40.920 --> 00:05:43.120]  亦都有傳說說
[00:05:43.120 --> 00:05:46.040]  所以括弧有古卷是這樣說
[00:05:46.040 --> 00:05:51.120]  即是說重要的古卷其實是沒有
[00:05:51.120 --> 00:05:53.040]  這些括弧寫著的經文
[00:05:53.040 --> 00:05:55.400]  或者細字寫著的經文
[00:05:55.400 --> 00:05:57.160]  是有傳說說
[00:05:57.160 --> 00:05:59.640]  當這個池水來不來
[00:05:59.640 --> 00:06:03.400]  動的時候是天使動這些池水
[00:06:03.400 --> 00:06:05.040]  動池水的時候
[00:06:05.040 --> 00:06:07.960]  誰第一個下水的
[00:06:07.960 --> 00:06:11.440]  無論他患甚麼病都得到醫治
[00:06:11.440 --> 00:06:13.520]  我自己的估計
[00:06:13.520 --> 00:06:15.520]  這個是傳說
[00:06:15.520 --> 00:06:17.920]  不是真實的
[00:06:17.920 --> 00:06:19.560]  因為我們感覺我們的神
[00:06:19.560 --> 00:06:22.320]  如果要用這個池子來醫病人
[00:06:22.320 --> 00:06:24.360]  就不會是這樣
[00:06:24.360 --> 00:06:26.760]  很多人在那裏等
[00:06:26.760 --> 00:06:30.560]  看誰比較幸運
[00:06:30.560 --> 00:06:32.600]  這個水不知道何時動的
[00:06:32.600 --> 00:06:33.960]  難不成動一次
[00:06:33.960 --> 00:06:35.080]  一動的時候
[00:06:35.080 --> 00:06:36.760]  第一個衝下去的時候
[00:06:36.760 --> 00:06:39.280]  他病得到醫治
[00:06:39.280 --> 00:06:40.640]  有沒有可能呢?有可能
[00:06:40.640 --> 00:06:43.120]  但似乎只要我們認識我們的神
[00:06:43.120 --> 00:06:46.600]  不是這樣工作的
[00:06:46.600 --> 00:06:48.440]  神要恩待人
[00:06:48.440 --> 00:06:51.160]  要醫治人
[00:06:51.160 --> 00:06:52.920]  不會等人這樣等
[00:06:52.920 --> 00:06:56.320]  我們看到第五節那時候說到一個病人
[00:06:56.320 --> 00:06:58.320]  等了三十八年
[00:06:58.320 --> 00:06:59.880]  他跛了三十八年
[00:06:59.880 --> 00:07:06.400]  不能動三十八年
[00:07:06.400 --> 00:07:11.400]  在這裏我們看到一幅圖畫
[00:07:11.400 --> 00:07:16.760]  這幅圖畫在這裏讓我們看到的就是那些羊
[00:07:16.760 --> 00:07:17.680]  那些羊代表人
[00:07:17.680 --> 00:07:19.800]  我想耶穌基督看到羊的時候
[00:07:19.800 --> 00:07:21.480]  祂就想起人
[00:07:21.480 --> 00:07:22.560]  因為聖經常常說
[00:07:22.560 --> 00:07:24.400]  耶穌基督也常常說
[00:07:24.400 --> 00:07:26.600]  我們人就好像羊一樣
[00:07:26.600 --> 00:07:29.080]  羊有什麼特點呢?
[00:07:29.080 --> 00:07:34.200]  第一,羊是孤苦無助的
[00:07:34.200 --> 00:07:36.120]  你給一隻羊放牠在一個地方
[00:07:36.120 --> 00:07:38.080]  牠不會知道走什麼方向
[00:07:38.080 --> 00:07:40.080]  牠不會知道哪裏找到草
[00:07:40.080 --> 00:07:43.840]  牠不知道哪裏有水適合牠飲的
[00:07:43.840 --> 00:07:48.880]  就是說你羊給牠自己單獨一隻羊的時候
[00:07:48.880 --> 00:07:50.760]  牠沒有辦法生存的
[00:07:50.760 --> 00:07:52.840]  所以羊必須要有牧人
[00:07:52.840 --> 00:07:55.720]  牠是孤苦無助的
[00:07:55.720 --> 00:07:57.160]  我想耶穌看到羊的時候
[00:07:57.160 --> 00:08:00.920]  祂想到牠們是沒有目標的
[00:08:00.920 --> 00:08:02.480]  牠們不知道去哪裏
[00:08:02.480 --> 00:08:03.280]  不知道做什麼好
[00:08:03.280 --> 00:08:07.240]  所以迷迷糊糊
[00:08:07.240 --> 00:08:09.880]  第三件事
[00:08:09.880 --> 00:08:12.920]  我們看到那些羊是愚蠢的
[00:08:12.920 --> 00:08:16.640]  有些人就說其實羊不是那麼愚蠢的
[00:08:16.640 --> 00:08:17.920]  那些都懂得開門
[00:08:17.920 --> 00:08:23.720]  懂得怎樣開那個圍欄有個鎖的時候
[00:08:23.720 --> 00:08:25.800]  他們都懂得怎樣開的
[00:08:25.800 --> 00:08:29.840]  我們都相信羊都間中有些有聰明
[00:08:29.840 --> 00:08:31.160]  能夠做這些事
[00:08:31.160 --> 00:08:32.480]  但整體來講
[00:08:32.480 --> 00:08:37.560]  羊是相當愚蠢的一種動物
[00:08:37.560 --> 00:08:39.960]  很可憐的動物
[00:08:39.960 --> 00:08:41.480]  譬如說一隻羊
[00:08:41.480 --> 00:08:47.360]  一隻群羊走到懸崖的旁邊
[00:08:47.360 --> 00:08:48.920]  有一隻牠不知道方向
[00:08:48.920 --> 00:08:50.720]  牠亂走
[00:08:50.720 --> 00:08:52.360]  走到懸崖的時候
[00:08:52.360 --> 00:08:56.040]  一走尾一隻腳掉下去的時候
[00:08:56.040 --> 00:08:59.160]  就粉身碎骨
[00:08:59.160 --> 00:09:01.800]  其他羊不會因為牠粉身碎骨
[00:09:01.800 --> 00:09:03.960]  就快點走開
[00:09:03.960 --> 00:09:05.840]  不會的
[00:09:05.840 --> 00:09:10.280]  跟著那些羊一隻一隻跳下去
[00:09:10.280 --> 00:09:12.000]  羊就是那麼愚蠢
[00:09:12.000 --> 00:09:16.240]  如果你為那些羊預備一些好的草
[00:09:16.240 --> 00:09:19.840]  怕牠們走去別處吃不好的草
[00:09:19.840 --> 00:09:22.160]  就給牠們一個圍欄圍著
[00:09:22.160 --> 00:09:24.520]  羊會看到圍欄的時候
[00:09:24.520 --> 00:09:27.120]  就要衝擊這個圍欄
[00:09:27.120 --> 00:09:30.640]  要爬過去,要跳出去
[00:09:30.640 --> 00:09:32.920]  牧羊人想盡辦法
[00:09:32.920 --> 00:09:35.840]  為牠們預備好吃好住
[00:09:35.840 --> 00:09:37.960]  但牠們不合作的
[00:09:37.960 --> 00:09:39.640]  牠們會互相的踐踏
[00:09:39.640 --> 00:09:41.280]  牠們會打鬥
[00:09:41.280 --> 00:09:44.760]  牠們會為自己找到很多麻煩
[00:09:44.760 --> 00:09:47.400]  有些小昆蟲,有些動物
[00:09:47.400 --> 00:09:48.560]  有狼來的時候
[00:09:48.560 --> 00:09:50.720]  牠們不懂保護自己
[00:09:50.720 --> 00:09:52.720]  所以我們看到羊
[00:09:52.720 --> 00:09:55.040]  真是很孤苦無助
[00:09:55.040 --> 00:09:56.400]  沒有目標的
[00:09:56.400 --> 00:09:57.880]  牠們很愚蠢的
[00:09:57.880 --> 00:10:01.680]  就好像人一樣
[00:10:01.680 --> 00:10:03.440]  以賽亞書第五十三章說
[00:10:03.440 --> 00:10:05.520]  我們都如羊走迷
[00:10:05.520 --> 00:10:07.560]  各人偏行幾路
[00:10:07.560 --> 00:10:09.600]  在這個世界上
[00:10:09.600 --> 00:10:11.120]  我們都是沒有目標的
[00:10:11.120 --> 00:10:12.600]  一日過一日
[00:10:12.600 --> 00:10:14.440]  我們不知道一生為了什麼
[00:10:14.440 --> 00:10:16.640]  很多人是這樣過日子
[00:10:16.640 --> 00:10:19.440]  順鼠的人就不是這樣
[00:10:19.440 --> 00:10:24.360]  所以我想當耶穌看到這些羊聚集的地方
[00:10:24.360 --> 00:10:30.000]  耶穌也想到人那種可憐的情況
[00:10:30.000 --> 00:10:31.520]  所以我們看到第一方面
[00:10:31.520 --> 00:10:38.920]  這裡有五個狼子
[00:10:38.920 --> 00:10:39.760]  充滿了病人
[00:10:39.760 --> 00:10:42.160]  耶穌看到這五個狼子
[00:10:42.160 --> 00:10:46.120]  有很多病人 瘸的 盲眼的
[00:10:46.120 --> 00:10:47.520]  無藥可醫的
[00:10:47.520 --> 00:10:49.320]  在他們等待的時候
[00:10:49.320 --> 00:10:50.880]  我想耶穌看到
[00:10:50.880 --> 00:10:55.000]  這個是整個世界的一個縮影
[00:10:55.000 --> 00:11:00.800]  是代表了人類的困境
[00:11:00.800 --> 00:11:03.560]  因為人類就是生存在一個
[00:11:03.560 --> 00:11:05.240]  充滿了禍患
[00:11:05.240 --> 00:11:09.960]  身體常常有疾病
[00:11:09.960 --> 00:11:16.200]  精神、情緒常常有疾病
[00:11:16.200 --> 00:11:20.480]  有些是無藥可醫的
[00:11:20.480 --> 00:11:23.120]  所以我相信當耶穌看到這些羊的時候
[00:11:23.120 --> 00:11:25.320]  又看到這些病人的時候
[00:11:25.320 --> 00:11:30.120]  特別這五個狼子是代表世界
[00:11:30.120 --> 00:11:32.720]  末世的人類
[00:11:32.720 --> 00:11:35.080]  是這個世界的一個縮影
[00:11:35.080 --> 00:11:38.480]  是人類的困境
[00:11:38.480 --> 00:11:42.280]  人類自從墮落犯罪之後
[00:11:42.280 --> 00:11:45.000]  我們怎麼知道人類墮落犯罪呢?
[00:11:45.000 --> 00:11:47.120]  當你們去醫院看的時候
[00:11:47.120 --> 00:11:48.760]  那個就是一個明證
[00:11:48.760 --> 00:11:52.680]  我們人類是墮落犯罪的
[00:11:52.680 --> 00:11:54.800]  因為神在這殿餘的說話
[00:11:54.800 --> 00:11:57.880]  你們吃這個禁果的時候
[00:11:57.880 --> 00:11:59.920]  死就臨到你們
[00:11:59.920 --> 00:12:01.960]  所以人一出世的時候
[00:12:01.960 --> 00:12:04.600]  就慢慢走向死亡
[00:12:04.600 --> 00:12:05.480]  在這個過程裡面
[00:12:05.480 --> 00:12:08.640]  我們有很多的疾病、有很多的軟弱
[00:12:08.640 --> 00:12:12.960]  所以世界各地方的醫院
[00:12:12.960 --> 00:12:16.800]  都是人類墮落犯罪
[00:12:16.800 --> 00:12:19.840]  一個好的見證
[00:12:19.840 --> 00:12:22.560]  全世界所有的地方的醫院
[00:12:22.560 --> 00:12:25.200]  都充滿了人群
[00:12:25.200 --> 00:12:26.920]  好像有什麼地方
[00:12:26.920 --> 00:12:28.240]  醫院不是很空閒嗎?
[00:12:28.240 --> 00:12:32.880]  我們沒有事做的
[00:12:32.880 --> 00:12:35.600]  《時代》雜誌前一陣子
[00:12:35.600 --> 00:12:37.440]  有一篇文章說到
[00:12:37.440 --> 00:12:42.440]  日本是一個這麼先進的亞洲國家
[00:12:42.440 --> 00:12:44.080]  有很好的醫療科技
[00:12:44.080 --> 00:12:46.000]  有很好的醫生
[00:12:46.000 --> 00:12:51.360]  但問題就是他們的醫療設施很不足夠
[00:12:51.360 --> 00:12:55.040]  他提到有一個年紀大的病人
[00:12:55.040 --> 00:13:00.120]  踩單車不小心跟一輛電單車相撞
[00:13:00.120 --> 00:13:02.560]  受傷流血
[00:13:02.560 --> 00:13:04.200]  叫救傷車來
[00:13:04.200 --> 00:13:06.000]  救傷車就要找
[00:13:06.000 --> 00:13:08.640]  不知去載這個病人
[00:13:08.640 --> 00:13:12.560]  這個需要急救的病人去哪間醫院好
[00:13:12.560 --> 00:13:15.360]  我找了十四間醫院
[00:13:15.360 --> 00:13:20.800]  沒有一間醫院肯收這個
[00:13:20.800 --> 00:13:22.880]  電單車上受傷的人
[00:13:22.880 --> 00:13:26.920]  這個單車上受傷的老人
[00:13:26.920 --> 00:13:28.120]  我們的資源不夠
[00:13:28.120 --> 00:13:29.080]  我們的醫生不夠
[00:13:29.080 --> 00:13:30.400]  我們現在沒有人手
[00:13:30.400 --> 00:13:33.120]  可以處理這個個案
[00:13:33.120 --> 00:13:36.000]  所以這個救傷車在馬路上
[00:13:36.000 --> 00:13:36.960]  繞圈走來走去
[00:13:36.960 --> 00:13:39.280]  找不到醫院讓他進
[00:13:39.280 --> 00:13:40.400]  繞了三個小時
[00:13:40.400 --> 00:13:44.520]  結果這個人死了
[00:13:44.520 --> 00:13:50.520]  這篇文章說到一個極端的例子
[00:13:50.520 --> 00:13:52.120]  就說有一個
[00:13:52.120 --> 00:13:54.960]  亦都是意外在馬路上受傷的人
[00:13:54.960 --> 00:13:57.560]  救傷車要找醫院
[00:13:57.560 --> 00:14:01.200]  急症室讓他進去接受處理
[00:14:01.200 --> 00:14:03.880]  是找了五十間醫院
[00:14:03.880 --> 00:14:08.480]  沒有一間醫院是收到他
[00:14:08.480 --> 00:14:10.280]  而死了
[00:14:10.280 --> 00:14:13.080]  所以在香港我們都算是很感恩
[00:14:13.080 --> 00:14:15.640]  需入醫院的人很少聽到說
[00:14:15.640 --> 00:14:21.080]  沒有醫院肯收他
[00:14:21.080 --> 00:14:22.760]  全世界
[00:14:22.760 --> 00:14:24.000]  我們都看到人
[00:14:24.000 --> 00:14:26.040]  有這個肉體的疾病
[00:14:26.040 --> 00:14:28.280]  更加嚴重的在這個末世的時代
[00:14:28.280 --> 00:14:29.640]  社會越來越複雜
[00:14:29.640 --> 00:14:31.800]  我們看到人情緒病
[00:14:31.800 --> 00:14:37.800]  精神病越來越嚴重
[00:14:37.800 --> 00:14:40.440]  我最近看過一篇文章
[00:14:40.440 --> 00:14:43.040]  波士頓大學一個教授
[00:14:43.040 --> 00:14:45.240]  我想他是一個華裔的教授
[00:14:45.240 --> 00:14:47.840]  他寫了一篇專文
[00:14:47.840 --> 00:14:51.120]  是討論到美國的衰退
[00:14:51.120 --> 00:14:54.040]  很多時候我們看一個國家的衰退
[00:14:54.040 --> 00:14:59.440]  是從經濟的指標來看這個國家的衰退
[00:14:59.440 --> 00:15:02.880]  但是另外一個指標更加重要的
[00:15:02.880 --> 00:15:04.200]  讓我們看到
[00:15:04.200 --> 00:15:08.360]  現在世界已經進入一個後美國時代
[00:15:08.360 --> 00:15:10.040]  即是再不是美國
[00:15:10.040 --> 00:15:13.960]  是最有影響力的一個國家的時代
[00:15:13.960 --> 00:15:17.240]  在這個後美國的時代裏面
[00:15:17.240 --> 00:15:19.080]  其實另外一個指標
[00:15:19.080 --> 00:15:21.080]  是更值得我們留意的
[00:15:21.080 --> 00:15:27.440]  就是精神病的發病率急劇的增加
[00:15:27.440 --> 00:15:35.080]  這篇文章裏面提到一些統計的數字
[00:15:35.080 --> 00:15:38.320]  我在美國嚴重的精神病
[00:15:38.320 --> 00:15:41.440]  譬如狂躁抑鬱症和精神分裂症
[00:15:41.440 --> 00:15:46.200]  這些比較嚴重的精神病病人
[00:15:46.200 --> 00:15:53.160]  是有全國人口10%至20%的人口
[00:15:53.160 --> 00:15:54.400]  有這些嚴重的精神病
[00:15:54.400 --> 00:15:56.920]  輕微一點的精神病
[00:15:56.920 --> 00:16:01.200]  在美國有50%的人口
[00:16:01.200 --> 00:16:04.600]  或者這些我們稱為情緒病
[00:16:04.600 --> 00:16:08.800]  情緒病在香港越來越受注意了
[00:16:08.800 --> 00:16:11.240]  香港人有五個人
[00:16:11.240 --> 00:16:15.880]  有一個是有情緒病的
[00:16:15.880 --> 00:16:17.600]  偶然間你憂慮
[00:16:17.600 --> 00:16:19.320]  為一些事情擔憂
[00:16:19.320 --> 00:16:21.120]  這個不是病
[00:16:21.120 --> 00:16:24.400]  但如果是周期性常常發作的
[00:16:24.400 --> 00:16:27.720]  這些就是一種情緒病
[00:16:27.720 --> 00:16:30.160]  在香港的情緒病
[00:16:30.160 --> 00:16:34.760]  譬如包括焦慮症、驚恐症、強迫症
[00:16:34.760 --> 00:16:37.920]  社交的焦慮症等等
[00:16:37.920 --> 00:16:39.520]  是非常的普遍
[00:16:39.520 --> 00:16:46.720]  五個人有一個患有這些情緒病
[00:16:46.720 --> 00:16:49.320]  我們看到這個世界
[00:16:49.320 --> 00:16:51.800]  真的好像耶穌所見到的
[00:16:51.800 --> 00:16:55.160]  五個狼子裏面的病人一樣
[00:16:55.160 --> 00:16:57.240]  充滿了心靈空虛
[00:16:57.240 --> 00:17:00.880]  充滿了肉體軟弱
[00:17:00.880 --> 00:17:02.400]  充滿了精神
[00:17:02.400 --> 00:17:05.480]  有嚴重問題的人
[00:17:05.480 --> 00:17:07.120]  這個就是末世
[00:17:07.120 --> 00:17:15.640]  人類墮落一個最好的證據
[00:17:15.640 --> 00:17:17.800]  在五個狼子裏面
[00:17:17.800 --> 00:17:19.400]  我們發現
[00:17:19.400 --> 00:17:24.000]  他們為甚麼要在這五個狼子那裏住呢?
[00:17:24.000 --> 00:17:27.200]  就是因為他們期望
[00:17:27.200 --> 00:17:29.600]  他們的病可以得到醫治
[00:17:29.600 --> 00:17:32.320]  他們期望他們的問題可以得到解決
[00:17:32.320 --> 00:17:34.480]  但很多時候個人的問題
[00:17:34.480 --> 00:17:37.560]  會導致到家庭的問題
[00:17:37.560 --> 00:17:40.960]  家庭的問題導致到整個社會都有問題
[00:17:40.960 --> 00:17:42.440]  所以為甚麼今天
[00:17:42.440 --> 00:17:47.480]  很多地方包括香港的社會這麼混亂呢?
[00:17:47.480 --> 00:17:49.280]  當我們居住一個這麼複雜
[00:17:49.280 --> 00:17:53.520]  這麼混亂、這麼艱難的社會裏面的時候
[00:17:53.520 --> 00:17:56.200]  我們感覺到這個世界是黑暗的
[00:17:56.200 --> 00:18:00.480]  我們好像感覺到這個世界是沒有出路的
[00:18:00.480 --> 00:18:06.400]  特別當全世界的人口自從十九世紀工業革命之後
[00:18:06.400 --> 00:18:09.800]  人口都市化
[00:18:09.800 --> 00:18:15.040]  鄉村的人都湧到城市那裏找工作
[00:18:15.040 --> 00:18:19.160]  就令到城市產生越來越多個人的問題
[00:18:19.160 --> 00:18:20.400]  家庭的問題
[00:18:20.400 --> 00:18:24.000]  整個社會的問題
[00:18:24.000 --> 00:18:26.520]  所以全世界都在找出路
[00:18:26.520 --> 00:18:29.240]  就好像這五個狼子的病人一樣
[00:18:29.240 --> 00:18:32.920]  聚居在那裏
[00:18:32.920 --> 00:18:36.680]  因為他們有一絲的盼望
[00:18:36.680 --> 00:18:40.000]  我們看到今天整個的社會
[00:18:40.000 --> 00:18:42.120]  整個香港的社會
[00:18:42.120 --> 00:18:44.720]  全世界的社會
[00:18:44.720 --> 00:18:46.160]  充滿著甚麼問題呢?
[00:18:46.160 --> 00:18:50.320]  最主要有兩個問題
[00:18:50.320 --> 00:18:56.640]  第一個問題在聚居人群的大都會裏面
[00:18:56.640 --> 00:19:00.960]  我們找到的只有孤獨的人群
[00:19:00.960 --> 00:19:02.440]  馬路上有很多人
[00:19:02.440 --> 00:19:04.360]  多到你覺得很煩
[00:19:04.360 --> 00:19:06.920]  你要走都走不動
[00:19:06.920 --> 00:19:10.600]  因為在這樣的情況裏你會覺得很孤單、很孤獨
[00:19:10.600 --> 00:19:13.720]  心靈很空虛
[00:19:13.720 --> 00:19:16.880]  你在屋苑那裏的升降機上落的時候
[00:19:16.880 --> 00:19:19.040]  有很多你的鄰舍
[00:19:19.040 --> 00:19:20.760]  但沒有一個你認識的
[00:19:20.760 --> 00:19:26.360]  他不理睬你,你又不理睬他
[00:19:26.360 --> 00:19:32.120]  周圍很多人,但是人很孤單
[00:19:32.120 --> 00:19:34.080]  第二個的情況
[00:19:34.080 --> 00:19:36.560]  就是大都市那裏賺錢容易
[00:19:36.560 --> 00:19:38.440]  很多時候都可以賺到錢
[00:19:38.440 --> 00:19:40.680]  所以物質很豐富
[00:19:40.680 --> 00:19:43.640]  大都市是一個物質豐富的地方
[00:19:43.640 --> 00:19:49.040]  但是也是心靈最空虛的地方
[00:19:49.040 --> 00:19:51.000]  所以為甚麼有這麼多的情緒病
[00:19:51.000 --> 00:19:54.160]  這麼多的精神病呢?
[00:19:54.160 --> 00:19:57.760]  專家告訴我們,就是我們離開了神
[00:19:57.760 --> 00:20:01.240]  我們自己沒有辦法解決我們的問題
[00:20:01.240 --> 00:20:04.160]  我們人生沒有意義,沒有方向
[00:20:04.160 --> 00:20:06.680]  我們不知道做甚麼好
[00:20:06.680 --> 00:20:09.680]  渾渾噩噩就這樣過一輩子
[00:20:09.680 --> 00:20:11.440]  有病的時候不知道
[00:20:11.440 --> 00:20:16.000]  哪裏可以得到醫治
[00:20:16.000 --> 00:20:19.320]  所以莎士比亞提醒我們
[00:20:19.320 --> 00:20:23.240]  莎士比亞有一齣名劇名叫《Macbeth》
[00:20:23.240 --> 00:20:24.800]  《Macbeth》裏面
[00:20:24.800 --> 00:20:27.720]  它講到人生好像甚麼呢?
[00:20:27.720 --> 00:20:34.600]  人生就好像一個傻子在講故事
[00:20:34.600 --> 00:20:37.800]  很多嘈吵的聲音
[00:20:37.800 --> 00:20:45.800]  但這個嘈吵的聲音裏面卻是找不到一些意義
[00:20:45.800 --> 00:20:50.960]  人生好像傻子講故事一樣
[00:20:50.960 --> 00:20:53.880]  很嘈吵的聲音但是完全沒有意義的
[00:20:53.880 --> 00:20:55.360]  他可以講得很激動
[00:20:55.360 --> 00:20:58.680]  但你不知道聽到甚麼出來
[00:20:58.680 --> 00:21:01.160]  如果我們生存在一個這樣的文化
[00:21:01.160 --> 00:21:03.800]  這樣的社會裏面
[00:21:03.800 --> 00:21:10.400]  我們就正正好像耶穌所看到的五個狼子的病人一樣
