
[00:00:00.000 --> 00:00:02.500]  在2月5日正道的時候
[00:01:50.480 --> 00:01:53.080]  亦常常跌在火裏面
[00:01:53.080 --> 00:01:55.220]  非常痛苦
[00:01:56.600 --> 00:02:01.760]  這位父親有信心來到耶穌的庚前
[00:02:01.760 --> 00:02:05.360]  求耶穌去醫治他的孩子
[00:02:05.360 --> 00:02:12.800]  門徒雖然曾經接受過趕逐污鬼的能力這個權柄
[00:02:12.800 --> 00:02:17.020]  但在這件事上他們是失敗
[00:02:17.020 --> 00:02:23.180]  這位父親沒有顧到門徒縱然是失敗
[00:02:24.180 --> 00:02:27.380]  他沒有懷疑到耶穌的能力
[00:02:27.380 --> 00:02:31.280]  他來到耶穌面前跪下
[00:02:31.280 --> 00:02:35.380]  說:「主啊,憐憫我的兒子
[00:02:35.380 --> 00:02:38.780]  他害癲癇病已經很苦了
[00:02:38.780 --> 00:02:42.380]  經常跌在火裏面
[00:02:42.380 --> 00:02:45.020]  亦經常跌在水裏面
[00:02:45.020 --> 00:02:47.040]  非常痛苦
[00:02:47.040 --> 00:02:50.800]  我帶他到你的門徒那裏
[00:02:50.800 --> 00:02:53.060]  他們不能夠醫治他
[00:02:54.180 --> 00:03:00.080]  門徒雖然具有神給他們權柄去醫病、趕鬼
[00:03:00.080 --> 00:03:05.080]  卻缺乏行使權柄所必需要的信心
[00:03:05.080 --> 00:03:11.380]  耶穌請這位父親帶他的孩子過來
[00:03:11.380 --> 00:03:16.480]  於是耶穌就斥責他身上的鬼
[00:03:17.080 --> 00:03:24.180]  這個鬼走出來,這個孩子就痊癒
[00:03:24.180 --> 00:03:30.880]  耶穌說:唉,這個又不信又薄貌的世代
[00:03:30.880 --> 00:03:34.280]  我在你們裏面要等到何時呢?
[00:03:34.280 --> 00:03:37.180]  我忍耐你們要到何時呢?
[00:03:37.180 --> 00:03:45.180]  主慨嘆當時人去缺乏信心
[00:03:45.380 --> 00:03:49.580]  毫無反應的世代感到失望
[00:03:49.580 --> 00:03:54.180]  他對門徒反映一個實況
[00:03:54.180 --> 00:04:00.080]  耶穌仍然忍耐門徒他們的信心少
[00:04:00.080 --> 00:04:04.580]  鼓勵他們希望他們有更大的信心
[00:04:04.580 --> 00:04:10.180]  門徒的小信是受到當時代的影響
[00:04:10.180 --> 00:04:14.480]  他們不能夠趕出孩子的污鬼
[00:04:14.780 --> 00:04:19.380]  顯出他們不信靠神自己
[00:04:19.380 --> 00:04:23.880]  沒有得著從神而來的能力
[00:04:23.880 --> 00:04:28.780]  在《馬福音》九章十四至二十九節
[00:04:28.780 --> 00:04:33.980]  同一個事情較為有長述的
[00:04:33.980 --> 00:04:39.880]  說到這個患癲癇病的孩子和他的父親
[00:04:40.680 --> 00:04:44.780]  說到這個孩子至少有這個病
[00:04:44.780 --> 00:04:47.780]  耶穌對父親說:
[00:04:47.780 --> 00:04:52.780]  「你若能信,在信的人凡事都能」
[00:04:52.780 --> 00:04:55.580]  孩子的父親說:
[00:04:55.580 --> 00:05:00.880]  「我信,但我信不足,求主幫助」
[00:05:00.880 --> 00:05:08.280]  這位父親相信站在他面前的耶穌
[00:05:09.080 --> 00:05:12.280]  不但有能力去醫治他的孩子
[00:05:12.280 --> 00:05:16.680]  有能力加添他自己那份信心
[00:05:16.680 --> 00:05:22.280]  於是耶穌斥責污鬼
[00:05:22.280 --> 00:05:28.480]  「你這聾啞的鬼,我吩咐你從他裡頭出來」
[00:05:28.480 --> 00:05:30.480]  「再不要進去」
[00:05:30.480 --> 00:05:34.680]  那鬼喊叫,使孩子大大的抽了一陣風
[00:05:35.280 --> 00:05:40.280]  就出來了,孩子好像死了一半
[00:05:40.280 --> 00:05:45.480]  眾人大多數懷疑孩子已經死了
[00:05:45.480 --> 00:05:51.080]  但耶穌拉著他的手,扶起他來
[00:05:51.080 --> 00:05:53.480]  他就站起來
[00:05:53.480 --> 00:05:59.080]  耶穌行了一個雙重的神蹟
[00:05:59.080 --> 00:06:03.880]  不但醫治了孩子肉身的疾病
[00:06:04.880 --> 00:06:08.880]  也增強了這位父親的信心
[00:06:08.880 --> 00:06:14.480]  原來對這位父親信心的考驗
[00:06:14.480 --> 00:06:18.680]  經歷耶穌對他的孩子的醫治
[00:06:18.680 --> 00:06:25.080]  如今他的信心因著他信主能夠幫助
[00:06:25.080 --> 00:06:28.280]  他的孩子真是得著醫治
[00:06:28.280 --> 00:06:34.680]  這位父親經歷了主的信實、大能
[00:06:35.880 --> 00:06:40.880]  門徒的小信限制了神賦予他們
[00:06:40.880 --> 00:06:44.680]  權柄要達成的事情
[00:06:44.680 --> 00:06:47.680]  門徒私下問耶穌
[00:06:47.680 --> 00:06:51.480]  他們不能趕出污鬼是什麼原因呢?
[00:06:51.480 --> 00:06:53.680]  耶穌回答他們
[00:06:53.680 --> 00:06:56.080]  是你們的信心少
[00:06:56.080 --> 00:06:59.680]  門徒不但信心少
[00:06:59.680 --> 00:07:02.880]  未能完全信靠神
[00:07:03.480 --> 00:07:06.080]  直到他們沒有足夠的信心
[00:07:06.080 --> 00:07:09.680]  去依靠神趕鬼、趕出去
[00:07:09.680 --> 00:07:12.480]  沒有祈求神的幫助
[00:07:12.480 --> 00:07:16.680]  耶穌說:我實在告訴你們
[00:07:16.680 --> 00:07:21.080]  強調他的說話的真實性
[00:07:21.080 --> 00:07:25.280]  耶穌解釋:你們如果有信心
[00:07:25.280 --> 00:07:27.480]  好像一粒芥菜種
[00:07:27.480 --> 00:07:31.880]  就可以將一座大山挪開
[00:07:32.680 --> 00:07:34.680]  就算門徒的信心
[00:07:34.680 --> 00:07:37.880]  好像芥菜種子那麼微小
[00:07:37.880 --> 00:07:40.680]  也可以命令一座山
[00:07:40.680 --> 00:07:43.680]  由這一邊移到另一邊
[00:07:43.680 --> 00:07:47.680]  比喻一種不可能發生的事情
[00:07:47.680 --> 00:07:52.680]  聖經裡說到這個芥菜
[00:07:52.680 --> 00:07:55.880]  和我們日常吃的芥菜是不同的
[00:07:55.880 --> 00:07:59.680]  其實是說到芥菜樹
[00:07:59.880 --> 00:08:02.680]  又名芥籽菜
[00:08:02.680 --> 00:08:06.680]  盛產在北非中東一帶
[00:08:06.680 --> 00:08:08.680]  生命力頑強
[00:08:08.680 --> 00:08:11.680]  含有辛辣的味道
[00:08:11.680 --> 00:08:15.680]  可以用來榨油製造調味醬
[00:08:15.680 --> 00:08:18.680]  它的種子非常細
[00:08:18.680 --> 00:08:22.680]  請大家看一看一幅圖片
[00:08:22.680 --> 00:08:25.680]  一個人拿著一粒芥菜的種子
[00:08:25.680 --> 00:08:27.680]  你看到是很微細
[00:08:27.880 --> 00:08:33.680]  比一粒綠豆還要細
[00:08:33.680 --> 00:08:35.680]  它長大之後
[00:08:35.680 --> 00:08:39.680]  可以高達八至十呎的樹
[00:08:39.680 --> 00:08:46.680]  這個葉子非常茂盛
[00:08:46.680 --> 00:08:52.680]  雀鳥也可以在裡面築巢
[00:08:52.680 --> 00:08:57.680]  人也可以在樹下潔色
[00:08:57.880 --> 00:08:59.680]  透亮
[00:08:59.680 --> 00:09:04.680]  好像芥菜種子的信心
[00:09:04.680 --> 00:09:10.680]  能夠和宜山這個比喻
[00:09:10.680 --> 00:09:13.680]  一個很強烈的比喻
[00:09:13.680 --> 00:09:19.680]  並且你們沒有一件不能作的事了
[00:09:19.680 --> 00:09:22.680]  我們也不需要看這些圖了
[00:09:22.680 --> 00:09:24.680]  更進一步說明了
[00:09:24.680 --> 00:09:27.680]  信心能力的範圍
[00:09:27.880 --> 00:09:31.680]  在神凡事都能
[00:09:31.680 --> 00:09:32.680]  因此
[00:09:32.680 --> 00:09:36.680]  滿朝能否趕鬼
[00:09:36.680 --> 00:09:39.680]  或者是有些異能
[00:09:39.680 --> 00:09:41.680]  關鍵在於
[00:09:41.680 --> 00:09:46.680]  他們對神的信心有多少
[00:09:46.680 --> 00:09:50.680]  信心的對象就是神自己
[00:09:50.680 --> 00:09:53.680]  他們是否信得過
[00:09:53.680 --> 00:09:56.680]  神有能力幫助他們
[00:09:56.880 --> 00:10:00.680]  去醫病趕鬼呢
[00:10:00.680 --> 00:10:04.680]  當時滿朝根本沒有信心
[00:10:04.680 --> 00:10:06.680]  求神去幫助
[00:10:06.680 --> 00:10:09.680]  因為如果他們有一點信心
[00:10:09.680 --> 00:10:11.680]  好像剛才大家看到
[00:10:11.680 --> 00:10:15.680]  一粒芥菜種子這麼微小的信心
[00:10:15.680 --> 00:10:17.680]  都能夠得著
[00:10:17.680 --> 00:10:20.680]  神賦予他們能力
[00:10:20.680 --> 00:10:25.680]  有一位會計員
[00:10:25.880 --> 00:10:28.680]  賭麗媚姐妹
[00:10:28.680 --> 00:10:30.680]  她分享
[00:10:30.680 --> 00:10:34.680]  她說我常向主禱告
[00:10:34.680 --> 00:10:37.680]  承認自己的信心不夠
[00:10:37.680 --> 00:10:40.680]  常常都會灰心難過
[00:10:40.680 --> 00:10:43.680]  主真是很慈愛
[00:10:43.680 --> 00:10:46.680]  祂用經文來安慰
[00:10:46.680 --> 00:10:48.680]  扶持我
[00:10:48.680 --> 00:10:51.680]  好像祈求產業這件事上
[00:10:51.680 --> 00:10:54.680]  身心靈受到煎熬
[00:10:54.880 --> 00:10:56.680]  結婚七年
[00:10:56.680 --> 00:10:58.680]  很不容易懷孕兩次
[00:10:58.680 --> 00:11:00.680]  都流產
[00:11:00.680 --> 00:11:04.680]  心裡曾經埋怨主
[00:11:04.680 --> 00:11:08.680]  感謝神賜下聖靈安慰
[00:11:08.680 --> 00:11:11.680]  兼顧我的信心
[00:11:11.680 --> 00:11:13.680]  以致直到今天
[00:11:13.680 --> 00:11:17.680]  我仍然堅守神給我的一句話
[00:11:17.680 --> 00:11:19.680]  女兒啊
[00:11:19.680 --> 00:11:21.680]  妳只要安坐等候
[00:11:21.680 --> 00:11:24.680]  看者是怎樣成就
[00:11:24.880 --> 00:11:27.680]  因為那人今日不辦成者事
[00:11:27.680 --> 00:11:29.680]  必不休息
[00:11:29.680 --> 00:11:32.680]  記在勞德記三章八節
[00:11:32.680 --> 00:11:36.680]  加上今年春節教會送給我的經文
[00:11:36.680 --> 00:11:40.680]  我的心那妳當默默無聲
[00:11:40.680 --> 00:11:42.680]  專等候神
[00:11:42.680 --> 00:11:45.680]  因為我的盼望是從他而來
[00:11:45.680 --> 00:11:48.680]  在詩篇的六十二篇第五節
[00:11:48.680 --> 00:11:50.680]  這兩節的經文
[00:11:50.680 --> 00:11:53.680]  都是提醒我要安靜
[00:11:53.880 --> 00:11:55.680]  而且要等候
[00:11:55.680 --> 00:11:57.680]  非常難學
[00:11:57.680 --> 00:12:00.680]  卻是神的命令
[00:12:00.680 --> 00:12:02.680]  他說基督徒每一天
[00:12:02.680 --> 00:12:06.680]  一定要有靈修的習慣
[00:12:06.680 --> 00:12:10.680]  這樣我們的信心才能夠有力量
[00:12:10.680 --> 00:12:12.680]  由讀經禱告
[00:12:12.680 --> 00:12:16.680]  了解到神的心意
[00:12:16.680 --> 00:12:19.680]  知道患難挫折
[00:12:19.680 --> 00:12:22.680]  對我們是有益
[00:12:22.880 --> 00:12:25.680]  還要讓我們在患難當中
[00:12:25.680 --> 00:12:27.680]  更加去倚靠神
[00:12:27.680 --> 00:12:29.680]  認識祂
[00:12:29.680 --> 00:12:31.680]  正如約伯說
[00:12:31.680 --> 00:12:34.680]  我以前風雲有你
[00:12:34.680 --> 00:12:37.680]  現在親眼看見你
[00:12:37.680 --> 00:12:39.680]  他指看見神
[00:12:39.680 --> 00:12:42.680]  一個生活在順利
[00:12:42.680 --> 00:12:44.680]  舒適環境當中的人
[00:12:44.680 --> 00:12:48.680]  體會不到信心的可貴
[00:12:48.680 --> 00:12:52.680]  唯有經歷過挫折信心
[00:12:52.880 --> 00:12:55.680]  才能夠增長
[00:12:55.680 --> 00:12:59.680]  正如叫你們的信心既被試驗
[00:12:59.680 --> 00:13:01.680]  就比那被火試驗
[00:13:01.680 --> 00:13:05.680]  仍然能壞的金紙更險寶貴
[00:13:05.680 --> 00:13:08.680]  可以在耶穌基督顯現的時候
[00:13:08.680 --> 00:13:12.680]  得著稱讚榮耀尊貴
[00:13:12.680 --> 00:13:14.680]  姐妹繼續說
[00:13:14.680 --> 00:13:18.680]  因此阿伯拉罕信耶和華
[00:13:18.680 --> 00:13:21.680]  耶和華就以此為他的儀
[00:13:21.880 --> 00:13:23.680]  因此耀華說
[00:13:23.680 --> 00:13:25.680]  我所要作的事
[00:13:25.680 --> 00:13:28.680]  豈可瞞著阿伯拉罕
[00:13:28.680 --> 00:13:32.680]  這是多麼大的福氣
[00:13:32.680 --> 00:13:38.680]  主對他的兒女的信任
[00:13:38.680 --> 00:13:43.680]  因此在我們遇到各樣大小的困難
[00:13:43.680 --> 00:13:47.680]  都是深信神的應許
[00:13:47.880 --> 00:13:51.680]  我們堅守在我們所承認的指望
[00:13:51.680 --> 00:13:54.680]  不致動搖
[00:13:54.680 --> 00:13:58.680]  因為那應許我們的是信實的
[00:13:58.680 --> 00:14:01.680]  甚至我們縱然失信
[00:14:01.680 --> 00:14:04.680]  他仍是可信
[00:14:04.680 --> 00:14:09.680]  因為他不能背負自己
[00:14:09.680 --> 00:14:11.680]  第三方面
[00:14:11.680 --> 00:14:15.680]  好像芥菜種般少的信心
[00:14:15.880 --> 00:14:19.680]  能夠得著神而來的能力
[00:14:19.680 --> 00:14:22.680]  作出無限的事情
[00:14:22.680 --> 00:14:27.680]  這個信心不單止頭腦上的信靠
[00:14:27.680 --> 00:14:30.680]  而是要在我們生活實踐當中
[00:14:30.680 --> 00:14:32.680]  表達出來
[00:14:32.680 --> 00:14:36.680]  是怎樣去信靠這位神
[00:14:36.680 --> 00:14:39.680]  也許門徒靠著自己的能力
[00:14:39.680 --> 00:14:42.680]  未能夠趕出污鬼
[00:14:42.880 --> 00:14:47.680]  未能夠醫治有癲癇病的孩子
[00:14:47.680 --> 00:14:50.680]  他們沒有求神去幫助
[00:14:50.680 --> 00:14:54.680]  但當耶穌斥責這個鬼
[00:14:54.680 --> 00:14:57.680]  鬼便離開這個孩子
[00:14:57.680 --> 00:14:59.680]  得到痊癒
[00:14:59.680 --> 00:15:02.680]  這個信心即使很小
[00:15:02.680 --> 00:15:06.680]  也可以將一座山挪開
[00:15:06.880 --> 00:15:14.680]  即可以消除我們遇到極大的困難
[00:15:14.680 --> 00:15:18.680]  主說沒有一件事不能作的
[00:15:18.680 --> 00:15:23.680]  講到門徒在推行天國事工上
[00:15:23.680 --> 00:15:27.680]  主賦予能力來推動
[00:15:27.680 --> 00:15:29.680]  只要有信心
[00:15:29.880 --> 00:15:37.680]  就能夠有效地將神要他們的服事做得更好
[00:15:37.680 --> 00:15:41.680]  耶穌讓門徒知道信心對他們
[00:15:41.680 --> 00:15:45.680]  將來的工作是多麼重要
[00:15:45.680 --> 00:15:50.680]  你有沒有一個像大山那麼大的困難
[00:15:50.680 --> 00:15:53.680]  可以將我們的眼目
[00:15:53.680 --> 00:15:58.680]  和這座山轉到耶穌身上
[00:15:58.880 --> 00:16:05.680]  對主存著更大的信心去依靠他
[00:16:05.680 --> 00:16:09.680]  為了這樣為主去作的功
[00:16:09.680 --> 00:16:11.680]  就能夠有果效
[00:16:11.680 --> 00:16:13.680]  滿有能力
[00:16:13.680 --> 00:16:15.680]  正如上次和大家分享到
[00:16:15.680 --> 00:16:19.680]  亮著神的恩典去行事
[00:16:19.680 --> 00:16:23.680]  不是按著我們的能力去辦事
[00:16:23.880 --> 00:16:28.680]  只顯得出我們對神有信心
[00:16:28.680 --> 00:16:31.680]  如果我們按著我們的能力去做事
[00:16:31.680 --> 00:16:34.680]  根本不需要靠主
[00:16:34.680 --> 00:16:38.680]  你已經做到了
[00:16:38.680 --> 00:16:39.680]  有信心
[00:16:39.680 --> 00:16:41.680]  信得過神
[00:16:41.680 --> 00:16:47.680]  可以做得出超過我們能力範圍的事情
[00:16:47.680 --> 00:16:51.680]  這才是真正的信心
[00:16:51.880 --> 00:17:00.680]  真實的信心就是以神的說話為可貴
[00:17:00.680 --> 00:17:02.680]  有一位姊妹
[00:17:02.680 --> 00:17:06.680]  她在一次浸聯會錄音會當中
[00:17:06.680 --> 00:17:11.680]  向宗治講牧師發出一個問題
[00:17:11.680 --> 00:17:13.680]  她說道師
[00:17:13.680 --> 00:17:15.680]  如果在這一刻
[00:17:15.680 --> 00:17:18.680]  神要求你放棄現在所擁有的一切
[00:17:18.680 --> 00:17:20.680]  去跟從祂
[00:17:20.880 --> 00:17:25.680]  你願意成為這位牧者
[00:17:25.680 --> 00:17:28.680]  被神呼召一個序幕
[00:17:28.680 --> 00:17:30.680]  昔日
[00:17:30.680 --> 00:17:32.680]  神很奇妙的安排
[00:17:32.680 --> 00:17:34.680]  造就了今天
[00:17:34.680 --> 00:17:39.680]  祂鼓勵弟兄姊妹向職場宣教的服事
[00:17:39.680 --> 00:17:43.680]  宗牧師說
[00:17:43.680 --> 00:17:45.680]  跟神說
[00:17:45.680 --> 00:17:47.680]  你不要用我
[00:17:47.680 --> 00:17:50.680]  有其他人比我更加適合
[00:17:50.880 --> 00:17:52.680]  比我更好
[00:17:52.680 --> 00:17:54.680]  不如這樣
[00:17:54.680 --> 00:17:57.680]  我不只十一奉獻
[00:17:57.680 --> 00:18:04.680]  我願意十分之三奉獻
[00:18:04.680 --> 00:18:06.680]  讓你家有糧
[00:18:06.680 --> 00:18:08.680]  不要找我
[00:18:08.680 --> 00:18:14.680]  確實當你本身擁有一個專業國際性認可的資歷
[00:18:14.680 --> 00:18:17.680]  事業走到一個高峰
[00:18:17.680 --> 00:18:19.680]  剛剛成家立室
[00:18:19.880 --> 00:18:23.680]  進入人生新的階段
[00:18:23.680 --> 00:18:27.680]  計劃移民去別處
[00:18:27.680 --> 00:18:29.680]  有更好的發展
[00:18:29.680 --> 00:18:30.680]  在這一刻
[00:18:30.680 --> 00:18:32.680]  面對神的呼召
[00:18:32.680 --> 00:18:35.680]  放下一切去跟從神
[00:18:35.680 --> 00:18:37.680]  這個選擇題
[00:18:37.680 --> 00:18:39.680]  從來都不容易
[00:18:39.680 --> 00:18:42.680]  但是久經掙扎之後
[00:18:42.680 --> 00:18:46.680]  宗牧師選擇全然的擺上
[00:18:46.880 --> 00:18:50.680]  願意被神使用
[00:18:50.680 --> 00:18:53.680]  曾經在世界各地工作的他
[00:18:53.680 --> 00:18:58.680]  對各地文化都有深刻的體會
[00:18:58.680 --> 00:19:00.680]  最深受的是
[00:19:00.680 --> 00:19:05.680]  唯獨福音才能拯救世界
[00:19:05.680 --> 00:19:10.680]  什麼民主制度都不能取代福音
[00:19:10.680 --> 00:19:12.680]  從他的眼神看得出
[00:19:12.680 --> 00:19:16.680]  他這份確信
[00:19:16.880 --> 00:19:20.680]  有他這份信心
[00:19:20.680 --> 00:19:22.680]  神呼召了他
[00:19:22.680 --> 00:19:26.680]  帶領他走上全職侍奉的路
[00:19:26.680 --> 00:19:29.680]  他牧養教會的同時
[00:19:29.680 --> 00:19:31.680]  亦是義務擔任
[00:19:31.680 --> 00:19:35.680]  商區福音事團的執行董事
[00:19:35.680 --> 00:19:39.680]  致力催動職場宣教
[00:19:39.680 --> 00:19:43.680]  他說:我在中四決戰信主之後
[00:19:43.880 --> 00:19:48.680]  當時已經有強烈的傳福音的心志
[00:19:48.680 --> 00:19:53.680]  在校園裡跟基督徒團契的同學
[00:19:53.680 --> 00:19:55.680]  兩個人一組
[00:19:55.680 --> 00:19:57.680]  在小息或午膳時
[00:19:57.680 --> 00:20:02.680]  跟其他同學或老師講福音
[00:20:02.680 --> 00:20:05.680]  原來職場宣教這個種子
[00:20:05.680 --> 00:20:10.680]  在中學階段已經埋藏在宗牧師的內心裡
[00:20:10.880 --> 00:20:14.680]  自此之後他不論在中學或大學的時候
[00:20:14.680 --> 00:20:16.680]  或在職場裡工作
[00:20:16.680 --> 00:20:21.680]  都努力向身邊的人傳講這個好消息
[00:20:21.680 --> 00:20:24.680]  他說:這麼好的福音
[00:20:24.680 --> 00:20:26.680]  這麼好的消息
[00:20:26.680 --> 00:20:29.680]  當然要跟其他人分享
[00:20:29.680 --> 00:20:33.680]  宗牧師自然表達出來
[00:20:33.680 --> 00:20:37.680]  相信這份堅持和使命
[00:20:37.880 --> 00:20:44.680]  就是神對他的肯定去呼召他
[00:20:44.680 --> 00:20:49.680]  令到他能夠在職場裡傳講福音
[00:20:49.680 --> 00:20:53.680]  對我來說是理所當然
[00:20:53.680 --> 00:20:55.680]  沒有一點猶豫
[00:20:55.680 --> 00:20:58.680]  他很渴望職場的弟兄姊妹
[00:20:58.680 --> 00:21:02.680]  能夠明白他們肩負這份使命
[00:21:02.680 --> 00:21:05.680]  向同事傳福音
[00:21:05.880 --> 00:21:10.680]  面對香港教會近年內部不和的消息
[00:21:10.680 --> 00:21:15.680]  在教會侍奉好像戰場一樣
[00:21:15.680 --> 00:21:18.680]  教會成為戰場是因為有內戰
[00:21:18.680 --> 00:21:23.680]  但我們真正要打的是一個屬靈的戰爭
[00:21:23.680 --> 00:21:27.680]  所以內戰肯定不是神的心意
[00:21:27.680 --> 00:21:29.680]  面對內戰的策略
[00:21:29.680 --> 00:21:32.680]  宗牧師的回應很簡單
[00:21:32.880 --> 00:21:36.680]  他說首先是自己不去參戰
[00:21:36.680 --> 00:21:41.680]  第二就是用屬靈的方法處理事情
[00:21:41.680 --> 00:21:47.680]  很多時候我們用屬血器的方法來處事
[00:21:47.680 --> 00:21:53.680]  引致互相的爭戰
[00:21:53.680 --> 00:21:58.680]  最後對於現時的職場弟兄姊妹
[00:21:58.680 --> 00:22:00.680]  宗牧師寄語
[00:22:00.880 --> 00:22:03.680]  職場是彰顯神的地方
[00:22:03.680 --> 00:22:06.680]  是反映最真實的自己
[00:22:06.680 --> 00:22:08.680]  在當中要努力
[00:22:08.680 --> 00:22:12.680]  將神在我們身上的作為彰顯出來
[00:22:12.680 --> 00:22:14.680]  正如聖經說道
[00:22:14.680 --> 00:22:17.680]  唯有你們是被揀選的族類
[00:22:17.680 --> 00:22:19.680]  是有君尊的祭司
[00:22:19.680 --> 00:22:21.680]  是聖潔的國度
[00:22:21.680 --> 00:22:23.680]  是屬神的子民
[00:22:23.680 --> 00:22:27.680]  要叫你們宣揚那照你們出黑暗
[00:22:27.880 --> 00:22:31.680]  入奇妙光明者的美德
[00:22:31.680 --> 00:22:35.680]  是彼得前書二章九節
[00:22:35.680 --> 00:22:40.680]  努力將神在我們身上的作為彰顯出來
[00:22:40.680 --> 00:22:43.680]  就是宗牧師他自己
[00:22:43.680 --> 00:22:48.680]  很希望弟兄姊妹能夠去實踐
[00:22:48.680 --> 00:22:52.680]  努力將神彰顯出來
[00:22:52.680 --> 00:22:56.680]  滿途常常都會面對困難
[00:22:56.880 --> 00:23:00.680]  祈禱是幫助解決的方法
[00:23:00.680 --> 00:23:06.680]  祈禱對打開生命當中信心一個弱勢
[00:23:06.680 --> 00:23:11.680]  有效的禱告需要我們信靠的態度
[00:23:11.680 --> 00:23:15.680]  願意祈求神付諸行動
[00:23:15.680 --> 00:23:17.680]  謙卑禱告
[00:23:17.680 --> 00:23:20.680]  表示我們信靠這位主
[00:23:20.680 --> 00:23:25.680]  求祂以信心能力充滿我們
[00:23:25.880 --> 00:23:28.680]  好似馬可福音
[00:23:28.680 --> 00:23:30.680]  十一章耶四節提到
[00:23:30.680 --> 00:23:34.680]  凡你們禱告祈求的無論是什麼
[00:23:34.680 --> 00:23:41.680]  只要順時得著的就必得著
[00:23:41.680 --> 00:23:45.680]  這位父親以信心向主
[00:23:45.680 --> 00:23:48.680]  祈求孩子得到幫助
[00:23:48.680 --> 00:23:50.680]  因著他的信
[00:23:50.680 --> 00:23:53.680]  主就醫治了他的兒子
[00:23:53.880 --> 00:23:56.680]  滿途的小信
[00:23:56.680 --> 00:24:00.680]  未能夠醫治患癲癇病的人
[00:24:00.680 --> 00:24:04.680]  限制了神要成就他的工作
[00:24:04.680 --> 00:24:06.680]  主應許
[00:24:06.680 --> 00:24:09.680]  只要有好似芥菜種子
[00:24:09.680 --> 00:24:11.680]  微小的信心
[00:24:11.680 --> 00:24:15.680]  都能夠得著神而來的能力
[00:24:15.680 --> 00:24:17.680]  與神同工
[00:24:17.680 --> 00:24:21.680]  作出無限的事情
[00:24:21.880 --> 00:24:24.680]  這就是主所預立的
[00:24:24.680 --> 00:24:28.680]  讓我們一起來禱告
[00:24:28.680 --> 00:24:31.680]  求神賜給我們各人
[00:24:31.680 --> 00:24:42.680]  有信心去倚靠祂
[00:24:42.680 --> 00:24:45.680]  親愛的主
[00:24:45.680 --> 00:24:49.680]  我們當中很多位弟兄姊妹
[00:24:49.880 --> 00:24:53.680]  都表達是祢的兒女
[00:24:53.680 --> 00:24:55.680]  順靠祢
[00:24:55.680 --> 00:24:59.680]  願主的令充滿我們眾人
[00:24:59.680 --> 00:25:02.680]  賜給我們更大的信心
[00:25:02.680 --> 00:25:05.680]  想得過祢是行其事的主
[00:25:05.680 --> 00:25:07.680]  滿有大能
[00:25:07.680 --> 00:25:10.680]  忠言我們小信
[00:25:10.680 --> 00:25:12.680]  信心不足
[00:25:12.680 --> 00:25:16.680]  祈求神加添我們信心
[00:25:16.880 --> 00:25:21.680]  像我們學習謙卑的
[00:25:21.680 --> 00:25:25.680]  將我們一些事情
[00:25:25.680 --> 00:25:28.680]  困難的
[00:25:28.680 --> 00:25:31.680]  不知道怎樣去做的事
[00:25:31.680 --> 00:25:35.680]  我們都可以一一的教託給主
[00:25:35.680 --> 00:25:38.680]  懇求主引領幫助
[00:25:38.680 --> 00:25:41.680]  讓我們憑著信心
[00:25:41.880 --> 00:25:47.680]  去倚靠等候祢的帶領
