
[00:00:00.000 --> 00:00:01.740]  第三個題目就是
[00:01:37.960 --> 00:01:40.680]  不要效法這個世界
[00:01:40.680 --> 00:01:43.600]  只要心意更生而變化
[00:01:43.600 --> 00:01:47.080]  叫你們測驗何謂神的善良
[00:01:47.080 --> 00:01:49.920]  純全可喜悅的旨意
[00:01:49.920 --> 00:01:52.280]  今天想和大家集中去看
[00:01:52.280 --> 00:01:54.120]  這兩句
[00:01:54.120 --> 00:01:56.000]  不要效法這個世界
[00:01:56.440 --> 00:01:57.840]  不要效法這個世界
[00:01:57.840 --> 00:02:00.560]  只要心意更生而變化
[00:02:00.560 --> 00:02:04.760]  究竟這個世界的價值觀是怎樣的呢?
[00:02:04.760 --> 00:02:07.200]  出現了甚麼問題
[00:02:07.200 --> 00:02:09.440]  以致我們有些事情不可以學習
[00:02:09.440 --> 00:02:13.040]  我相信大家都不會難以估計
[00:02:13.040 --> 00:02:14.600]  這個世界有很多事情我們不想學
[00:02:14.600 --> 00:02:16.520]  但往往我們又要走進去
[00:02:16.520 --> 00:02:17.640]  是嗎?
[00:02:17.640 --> 00:02:19.000]  令我們遠離神
[00:02:19.000 --> 00:02:21.680]  如果你今天有些好的事情
[00:02:21.680 --> 00:02:23.080]  你今天就不會坐在這裡
[00:02:23.080 --> 00:02:24.160]  是嗎?
[00:02:24.160 --> 00:02:26.360]  很自然地你去玩
[00:02:26.560 --> 00:02:27.120]  是嗎?
[00:02:27.120 --> 00:02:32.160]  有些物質上的事情令你離開
[00:02:32.160 --> 00:02:34.040]  你有些好一點的享受
[00:02:34.040 --> 00:02:35.840]  如果你今天去旅行
[00:02:35.840 --> 00:02:37.160]  你可能會說
[00:02:37.160 --> 00:02:38.360]  那就跳過一天吧
[00:02:38.360 --> 00:02:39.280]  沒所謂的
[00:02:39.280 --> 00:02:40.240]  來頻道而已
[00:02:40.240 --> 00:02:41.800]  錢財
[00:02:41.800 --> 00:02:43.040]  賺錢
[00:02:43.040 --> 00:02:45.320]  我們有些成就
[00:02:45.320 --> 00:02:46.840]  要達成一些成就
[00:02:46.840 --> 00:02:48.840]  我們就不在當中了
[00:02:48.840 --> 00:02:50.840]  這些往往令我們覺得
[00:02:50.840 --> 00:02:56.400]  這些事情比今天來到崇拜見證更重要
[00:02:56.400 --> 00:02:57.120]  對上帝
[00:02:57.120 --> 00:03:00.480]  我不知道你信了耶穌一段時間後
[00:03:00.480 --> 00:03:03.600]  你會否開始有一種內疚
[00:03:03.600 --> 00:03:07.520]  你會指責這些世俗的事情
[00:03:07.520 --> 00:03:08.800]  極端的事情
[00:03:08.800 --> 00:03:10.360]  我們一定要遠離它
[00:03:10.360 --> 00:03:12.920]  然後我會用盡我們所有的能力
[00:03:12.920 --> 00:03:14.560]  然後我們要脫離它
[00:03:14.560 --> 00:03:17.520]  但問題在哪裡呢?
[00:03:17.520 --> 00:03:20.560]  問題是你越想指責它
[00:03:20.560 --> 00:03:23.320]  你就越來越內疚
[00:03:23.320 --> 00:03:25.240]  會嗎?
[00:03:26.120 --> 00:03:27.440]  你越做錯一次
[00:03:27.440 --> 00:03:29.040]  你就說都是失敗了
[00:03:29.040 --> 00:03:30.920]  因為你根本
[00:03:30.920 --> 00:03:32.400]  我們
[00:03:32.400 --> 00:03:36.800]  我們根本做不到去抗拒物質上的誘惑
[00:03:36.800 --> 00:03:38.680]  這是一個事實
[00:03:38.680 --> 00:03:41.000]  因為我們活在現實的世界裡面
[00:03:41.000 --> 00:03:43.320]  所以聖經有句經文是這樣說的
[00:03:43.320 --> 00:03:44.400]  我看看有沒有打出來
[00:03:44.400 --> 00:03:46.120]  對了
[00:03:46.120 --> 00:03:47.280]  大家讀一下
[00:03:47.280 --> 00:03:48.680]  這句是金句
[00:03:48.680 --> 00:03:49.720]  大家一起讀一下
[00:03:49.720 --> 00:03:56.080]  「既是這樣,就不是我做的,乃是住在我裡頭的罪做的。」
[00:03:56.400 --> 00:04:02.400]  「我也知道在我裡頭,就是我肉體之中沒有良善。」
[00:04:02.400 --> 00:04:03.280]  因為什麼呢?
[00:04:03.280 --> 00:04:09.280]  「立志為善由得我,此事行出來,由不得我。」
[00:04:09.280 --> 00:04:10.800]  你很想去做
[00:04:10.800 --> 00:04:12.200]  你做不到
[00:04:12.200 --> 00:04:14.240]  於是你對著別人笑
[00:04:14.240 --> 00:04:15.280]  甚至你不告訴別人
[00:04:15.280 --> 00:04:17.240]  但你回到家裡
[00:04:17.240 --> 00:04:18.400]  自己一個人
[00:04:18.400 --> 00:04:20.440]  在這裡靜下來的時候
[00:04:20.440 --> 00:04:21.840]  你就內疚自責
[00:04:21.840 --> 00:04:23.240]  同意嗎?
[00:04:23.240 --> 00:04:25.120]  聖經說得很清楚
[00:04:25.120 --> 00:04:27.520]  保羅說得很道肉地告訴我們
[00:04:27.520 --> 00:04:30.360]  但是保羅這麼說
[00:04:30.360 --> 00:04:32.640]  他說與其指責世俗觀
[00:04:32.640 --> 00:04:36.600]  今天想跟大家扭轉我們的思想方法
[00:04:36.600 --> 00:04:38.360]  不要效法這個世界
[00:04:38.360 --> 00:04:40.440]  心意要更生而變化
[00:04:40.440 --> 00:04:44.160]  與其說我們要離開這些世俗觀
[00:04:44.160 --> 00:04:47.120]  每次看到這些東西都貼個交叉在這裡
[00:04:47.120 --> 00:04:47.760]  這些不准鬥
[00:04:47.760 --> 00:04:48.440]  這些不准做
[00:04:48.440 --> 00:04:49.280]  咚咚咚
[00:04:49.280 --> 00:04:51.800]  可不可以轉一個思想的方法
[00:04:52.360 --> 00:04:56.000]  就是如何能夠幫助我們奮身
[00:04:56.000 --> 00:04:58.800]  投入上帝當中
[00:04:58.800 --> 00:05:04.600]  如何才能夠讓我們全程投入神的天國裡面
[00:05:04.600 --> 00:05:05.040]  好嗎?
[00:05:05.040 --> 00:05:07.080]  今天我們嘗試思考這個問題
[00:05:07.080 --> 00:05:07.880]  好了
[00:05:07.880 --> 00:05:09.680]  暫時賣個關子是不行的
[00:05:09.680 --> 00:05:10.760]  這個問題
[00:05:10.760 --> 00:05:12.160]  回頭我們再說
[00:05:12.160 --> 00:05:14.040]  跟大家說一些故事
[00:05:14.040 --> 00:05:15.560]  讓你沒那麼睏
[00:05:15.560 --> 00:05:17.720]  有一個女孩叫做Ann
[00:05:17.720 --> 00:05:22.160]  她在中學裡是教歷史系的老師
[00:05:22.880 --> 00:05:26.120]  大學的時候她主修考古學
[00:05:26.120 --> 00:05:28.760]  除了教書之外
[00:05:28.760 --> 00:05:30.760]  放工放假
[00:05:30.760 --> 00:05:34.320]  她很喜歡去一些地方看古董的家具
[00:05:34.320 --> 00:05:36.920]  做一些買賣投資
[00:05:36.920 --> 00:05:39.960]  這一天她來到這間房子裡
[00:05:39.960 --> 00:05:41.440]  一間房子進去
[00:05:41.440 --> 00:05:43.320]  整個房子都是古董
[00:05:43.320 --> 00:05:44.800]  很多古董在裡面
[00:05:44.800 --> 00:05:45.880]  她很開心
[00:05:45.880 --> 00:05:47.320]  門口的時候
[00:05:47.320 --> 00:05:49.360]  看到一個大的招牌寫著
[00:05:49.360 --> 00:05:51.280]  全部的貨品
[00:05:51.840 --> 00:05:52.960]  如果你買光了
[00:05:52.960 --> 00:05:54.640]  是值九萬五千元
[00:05:54.640 --> 00:05:56.600]  都很多
[00:05:56.600 --> 00:05:58.640]  暫時先不要理價錢
[00:05:58.640 --> 00:05:59.440]  看看值不值
[00:05:59.440 --> 00:06:01.840]  於是Ann就一直走
[00:06:01.840 --> 00:06:03.160]  走到房子裡
[00:06:03.160 --> 00:06:05.440]  走完上面那層之後
[00:06:05.440 --> 00:06:06.680]  就走中間那層
[00:06:06.680 --> 00:06:08.840]  然後一直下去
[00:06:08.840 --> 00:06:09.840]  每樣東西都很開心
[00:06:09.840 --> 00:06:11.240]  這個鏡子又開心
[00:06:11.240 --> 00:06:12.640]  這個窗簾又開心
[00:06:12.640 --> 00:06:13.840]  這個沙發又開心
[00:06:13.840 --> 00:06:14.960]  這張桌子又開心
[00:06:14.960 --> 00:06:17.600]  一直走到地牢的時候
[00:06:17.600 --> 00:06:20.160]  一直轉轉轉讓她看到一樣東西
[00:06:21.840 --> 00:06:22.960]  看到一個櫃子
[00:06:22.960 --> 00:06:24.960]  她一看
[00:06:24.960 --> 00:06:26.560]  以她的專業知識
[00:06:26.560 --> 00:06:28.640]  這個櫃子一看就知道是十五世紀
[00:06:28.640 --> 00:06:30.400]  是一個很名貴的
[00:06:30.400 --> 00:06:33.360]  用當時的木去做的一個很名貴的櫃子
[00:06:33.360 --> 00:06:35.080]  她很迷迷糊糊地跳
[00:06:35.080 --> 00:06:36.280]  真的很棒
[00:06:36.280 --> 00:06:38.280]  於是她就走到這個櫃子裡
[00:06:38.280 --> 00:06:40.280]  走到這個櫃子裡
[00:06:40.280 --> 00:06:42.280]  然後她看到這個櫃子裡有一個櫃桶
[00:06:42.280 --> 00:06:45.080]  她拉開這個櫃桶
[00:06:45.080 --> 00:06:46.640]  一看
[00:06:46.640 --> 00:06:47.640]  更害怕
[00:06:50.120 --> 00:06:52.240]  這個櫃桶裡面有一袋東西
[00:06:52.240 --> 00:06:54.240]  有一袋什麼呢?
[00:06:54.240 --> 00:06:56.040]  櫃桶裡面
[00:06:56.040 --> 00:06:57.040]  她一按一按
[00:06:57.040 --> 00:06:58.520]  好像是一些
[00:06:58.520 --> 00:07:00.720]  錢幣
[00:07:00.720 --> 00:07:03.320]  於是她很害怕
[00:07:03.320 --> 00:07:04.320]  拼一拼
[00:07:04.320 --> 00:07:05.320]  拿了一個袋子出來
[00:07:05.320 --> 00:07:06.920]  然後打開繩子
[00:07:06.920 --> 00:07:07.920]  打開來看
[00:07:07.920 --> 00:07:10.120]  是發光的
[00:07:10.120 --> 00:07:12.520]  然後裡面有幾十個
[00:07:12.520 --> 00:07:14.040]  金幣
[00:07:14.040 --> 00:07:17.440]  於是她就拿了一個金幣出來
[00:07:17.440 --> 00:07:18.640]  研究研究研究
[00:07:18.920 --> 00:07:21.120]  看完之後她就說 哇 糟了 這一刻不行了
[00:07:21.120 --> 00:07:25.120]  這些全部是二次世界大戰的真實金幣
[00:07:25.120 --> 00:07:27.920]  拿計算機出來按按按按
[00:07:27.920 --> 00:07:28.920]  看一看 哇
[00:07:28.920 --> 00:07:30.920]  真的值一百萬
[00:07:30.920 --> 00:07:33.520]  看一看周圍
[00:07:33.520 --> 00:07:35.320]  沒有人看著
[00:07:35.320 --> 00:07:37.720]  快點把她拉回櫃子裡
[00:07:37.720 --> 00:07:38.720]  好了
[00:07:38.720 --> 00:07:40.920]  然後回到樓上
[00:07:40.920 --> 00:07:43.120]  就不告訴別人了
[00:07:43.120 --> 00:07:43.720]  是不是?
[00:07:43.720 --> 00:07:46.320]  於是她就心裡在盤算盤算
[00:07:46.320 --> 00:07:47.520]  計算一下
[00:07:48.120 --> 00:07:49.520]  哇 銀行裡面
[00:07:49.520 --> 00:07:53.320]  有一萬元現金
[00:07:53.320 --> 00:07:55.720]  如果我要籌
[00:07:55.720 --> 00:07:57.720]  多八萬元
[00:07:57.720 --> 00:07:59.320]  不惹小
[00:07:59.320 --> 00:08:00.520]  我要買什麼呢?
[00:08:00.520 --> 00:08:02.120]  我可能要再按一間屋
[00:08:02.120 --> 00:08:03.720]  買了一輛車
[00:08:03.720 --> 00:08:07.920]  還要籌了很多重要的東西賣掉之後
[00:08:07.920 --> 00:08:10.320]  然後可能要向別人借錢
[00:08:10.320 --> 00:08:11.920]  籌到九萬元
[00:08:11.920 --> 00:08:15.120]  但是她還要很快決定
[00:08:15.120 --> 00:08:16.720]  不要讓別人看到
[00:08:19.120 --> 00:08:20.720]  好 先停一停這個故事
[00:08:20.720 --> 00:08:24.320]  又說第二個故事
[00:08:24.320 --> 00:08:28.120]  這個故事就
[00:08:28.120 --> 00:08:30.520]  可能對你們來說是老一點
[00:08:30.520 --> 00:08:31.920]  但是也嘗試重溫一下
[00:08:31.920 --> 00:08:32.720]  在八十年代
[00:08:32.720 --> 00:08:35.120]  很多人八十年代之後才出生的
[00:08:35.120 --> 00:08:36.120]  但是在八十年代
[00:08:36.120 --> 00:08:38.120]  這個年代裡面有兩兄弟
[00:08:38.120 --> 00:08:40.320]  一個叫做阿明 一個叫做阿強
[00:08:40.320 --> 00:08:43.120]  兩兄弟剛剛在大學畢業就出來了
[00:08:43.120 --> 00:08:44.520]  出來社會工作
[00:08:45.120 --> 00:08:48.320]  你知道大學生出來家境不是很好
[00:08:48.320 --> 00:08:51.120]  貧苦學生讀到大學出世
[00:08:51.120 --> 00:08:53.120]  當然就很開心
[00:08:53.120 --> 00:08:56.320]  當時賺的錢也不是很多
[00:08:56.320 --> 00:08:57.520]  因為工資也不是很多
[00:08:57.520 --> 00:08:58.920]  社會經濟也不是那麼好
[00:08:58.920 --> 00:09:02.320]  這一天就放假 星期天
[00:09:02.320 --> 00:09:06.120]  星期天香港人喜歡做什麼?
[00:09:06.120 --> 00:09:07.520]  早上
[00:09:07.520 --> 00:09:09.320]  喝茶
[00:09:09.320 --> 00:09:10.320]  去喝茶
[00:09:10.320 --> 00:09:13.720]  喝完茶之後就循例做一些活動
[00:09:14.520 --> 00:09:18.520]  到處去看看一些樓盤
[00:09:18.520 --> 00:09:22.320]  當時那些樓盤就叫做「睇樓花」
[00:09:22.320 --> 00:09:23.920]  即是樓盤還沒有建好
[00:09:23.920 --> 00:09:25.120]  但是你早點去買
[00:09:25.120 --> 00:09:27.120]  現在的價錢便宜一點
[00:09:27.120 --> 00:09:28.720]  將來可以升的
[00:09:28.720 --> 00:09:32.120]  照例去看這一間的樓盤
[00:09:32.120 --> 00:09:35.320]  當時香港的環境不是很
[00:09:35.320 --> 00:09:38.720]  買樓的熱潮不是那麼蓬勃
[00:09:38.720 --> 00:09:40.320]  你可以隨便去看一下
[00:09:40.320 --> 00:09:41.120]  好了
[00:09:41.120 --> 00:09:42.520]  看完之後
[00:09:42.520 --> 00:09:44.520]  這間示範單位真的很棒
[00:09:44.520 --> 00:09:45.320]  看完之後很開心
[00:09:45.320 --> 00:09:46.920]  但想著想著
[00:09:46.920 --> 00:09:48.320]  跟家人商量
[00:09:48.320 --> 00:09:50.320]  我們這些
[00:09:50.320 --> 00:09:54.120]  窮等人家
[00:09:54.120 --> 00:09:56.520]  這些知人樓的級數不是我想的
[00:09:56.520 --> 00:09:58.720]  於是就打消了念頭
[00:09:58.720 --> 00:10:01.120]  看就好 當是娛樂就算了
[00:10:01.120 --> 00:10:03.120]  走出來的時候
[00:10:03.120 --> 00:10:05.320]  就遇到一個經紀
[00:10:05.320 --> 00:10:07.120]  經紀就跟他說
[00:10:07.120 --> 00:10:08.120]  怎樣?
[00:10:08.120 --> 00:10:10.920]  你們看成怎樣?
[00:10:10.920 --> 00:10:12.120]  開心嗎?
[00:10:12.320 --> 00:10:13.320]  當然漂亮
[00:10:13.320 --> 00:10:15.120]  這個示範單位
[00:10:15.120 --> 00:10:17.120]  不過這麼貴是供不起的
[00:10:17.120 --> 00:10:20.520]  但是這個買樓的經紀跟他說了一番話
[00:10:20.520 --> 00:10:22.720]  他說如果下了訂之後
[00:10:22.720 --> 00:10:24.920]  月供是四千元
[00:10:24.920 --> 00:10:27.320]  但是你要想一下
[00:10:27.320 --> 00:10:28.720]  今天雖然很貴
[00:10:28.720 --> 00:10:30.920]  但是供樓的價錢
[00:10:30.920 --> 00:10:33.120]  是不變的
[00:10:33.120 --> 00:10:35.120]  幾年之後你加薪
[00:10:35.120 --> 00:10:37.720]  幾年之後你的樓價會升的
[00:10:37.720 --> 00:10:40.920]  你現在的錢不儲起來
[00:10:41.320 --> 00:10:42.720]  買個電視機
[00:10:42.720 --> 00:10:44.120]  買個收音機
[00:10:44.120 --> 00:10:45.520]  買一樣東西娛樂
[00:10:45.520 --> 00:10:46.520]  就沒有了
[00:10:46.520 --> 00:10:48.120]  你試一下儲錢吧
[00:10:48.120 --> 00:10:50.720]  他們也是這樣想就算了
[00:10:50.720 --> 00:10:53.120]  但是阿強阿明回到家
[00:10:53.120 --> 00:10:55.720]  就不斷被這個經紀說這番話
[00:10:55.720 --> 00:10:56.520]  不斷在想
[00:10:56.520 --> 00:10:58.520]  於是兩兄弟就坐在那裡算一算
[00:10:58.520 --> 00:11:00.520]  就拿計算機出來看一下
[00:11:00.520 --> 00:11:03.320]  兩兄弟真的賺很少錢
[00:11:03.320 --> 00:11:04.920]  賺七千元人工
[00:11:04.920 --> 00:11:06.120]  兩個加起來
[00:11:06.120 --> 00:11:09.920]  如果供樓供了四千元
[00:11:09.920 --> 00:11:11.120]  一個月剩下多少錢?
[00:11:12.120 --> 00:11:13.120]  三千元
[00:11:13.120 --> 00:11:14.920]  跟家人一起住
[00:11:14.920 --> 00:11:16.120]  媽媽煮飯給你吃
[00:11:16.120 --> 00:11:17.720]  那你給家用的
[00:11:17.720 --> 00:11:20.320]  每人給一千元家裡做家用
[00:11:20.320 --> 00:11:22.120]  那剩下多少錢呢?
[00:11:22.120 --> 00:11:24.520]  剩下一千元
[00:11:24.520 --> 00:11:26.720]  兩兄弟五百元
[00:11:26.720 --> 00:11:28.520]  當時來說也不容易
[00:11:28.520 --> 00:11:29.720]  很難的
[00:11:29.720 --> 00:11:31.320]  沒有娛樂
[00:11:31.320 --> 00:11:33.520]  沒有私人生活
[00:11:33.520 --> 00:11:34.520]  還要捱
[00:11:34.520 --> 00:11:35.320]  還要捱
[00:11:35.320 --> 00:11:37.120]  下班就要回家
[00:11:37.120 --> 00:11:38.520]  坐巴士走路
[00:11:38.520 --> 00:11:40.120]  這簡直是非人生活
[00:11:40.120 --> 00:11:41.120]  你接受嗎?
[00:11:41.720 --> 00:11:42.920]  你畢業出來之後
[00:11:42.920 --> 00:11:44.720]  給你這樣你接受嗎?
[00:11:44.720 --> 00:11:46.920]  或者接受
[00:11:46.920 --> 00:11:48.320]  或者不接受
[00:11:48.320 --> 00:11:49.920]  但是你要付出
[00:11:49.920 --> 00:11:53.920]  好了
[00:11:53.920 --> 00:11:55.120]  兩個故事
[00:11:55.120 --> 00:11:56.920]  我不知道你有什麼看法
[00:11:56.920 --> 00:11:59.920]  一般人覺得第一個故事
[00:11:59.920 --> 00:12:03.320]  九萬五千元
[00:12:03.320 --> 00:12:04.720]  嘩
[00:12:04.720 --> 00:12:06.520]  很天大數字
[00:12:06.520 --> 00:12:08.520]  你只有一萬元現金在袋子裡
[00:12:08.520 --> 00:12:09.920]  想不通
[00:12:10.720 --> 00:12:11.520]  第二個呢
[00:12:11.520 --> 00:12:13.120]  買樓
[00:12:13.120 --> 00:12:15.920]  這些不是我們身份的人做的
[00:12:15.920 --> 00:12:18.120]  是那些有錢人家做的
[00:12:18.120 --> 00:12:20.920]  我安份手機有個屋子住就好了
[00:12:20.920 --> 00:12:22.320]  為什麼要買樓呢?
[00:12:22.320 --> 00:12:23.320]  是不是?
[00:12:23.320 --> 00:12:24.520]  還是不要想
[00:12:24.520 --> 00:12:28.120]  但是關鍵在哪裡呢?
[00:12:28.120 --> 00:12:29.720]  大家去想
[00:12:29.720 --> 00:12:31.320]  嘗試一下
[00:12:31.320 --> 00:12:32.720]  不用難計的數
[00:12:32.720 --> 00:12:33.720]  關鍵就是
[00:12:33.720 --> 00:12:36.520]  你有沒有看到一些東西
[00:12:36.520 --> 00:12:38.920]  一般人看不到的寶貝
[00:12:41.120 --> 00:12:42.720]  你有沒有看到一些東西
[00:12:42.720 --> 00:12:44.720]  是一般人看不到的
[00:12:44.720 --> 00:12:48.120]  但是Ann看到的
[00:12:48.120 --> 00:12:50.320]  那些金幣值一百萬
[00:12:50.320 --> 00:12:51.720]  沒有人看到
[00:12:51.720 --> 00:12:54.120]  每個人都不拉到抽屜看
[00:12:54.120 --> 00:12:55.120]  是她拉到抽屜看
[00:12:55.120 --> 00:12:57.520]  好了
[00:12:57.520 --> 00:12:58.920]  阿強和阿明
[00:12:58.920 --> 00:13:01.520]  每個人都是這樣想的
[00:13:01.520 --> 00:13:02.320]  這麼貴就不買了
[00:13:02.320 --> 00:13:04.520]  所以當時很多樓都不買
[00:13:04.520 --> 00:13:05.720]  因為每個人都看不到前景
[00:13:05.720 --> 00:13:07.120]  每個人都安份手機
[00:13:07.120 --> 00:13:10.520]  但是他要學習先苦後甜
[00:13:10.920 --> 00:13:12.720]  要將眼光看遠一點
[00:13:12.720 --> 00:13:13.920]  是不是?
[00:13:13.920 --> 00:13:15.520]  但是你現在就要捱餓
[00:13:15.520 --> 00:13:16.720]  捱窮捱餓
[00:13:16.720 --> 00:13:18.920]  但是你多看幾年之後
[00:13:18.920 --> 00:13:20.120]  那個環境完全不同
[00:13:20.120 --> 00:13:21.320]  就如那個經紀這樣說
[00:13:21.320 --> 00:13:25.520]  結果又怎樣呢?
[00:13:25.520 --> 00:13:26.920]  開估一下故事
[00:13:26.920 --> 00:13:27.720]  好不好?
[00:13:27.720 --> 00:13:29.320]  大家都忍了很久
[00:13:29.320 --> 00:13:32.720]  Ann終於發現了
[00:13:32.720 --> 00:13:34.720]  原來那些金幣
[00:13:34.720 --> 00:13:39.120]  不是
[00:13:39.120 --> 00:13:39.920]  我不會騙你的
[00:13:39.920 --> 00:13:41.120]  是值二百萬的
[00:13:41.120 --> 00:13:46.120]  Ann這個發現
[00:13:46.120 --> 00:13:47.520]  是超過她自己
[00:13:47.520 --> 00:13:48.920]  能夠考慮的
[00:13:48.920 --> 00:13:49.920]  能夠想像的東西
[00:13:49.920 --> 00:13:53.720]  Ann今天仍然做回她一份
[00:13:53.720 --> 00:13:57.920]  歷史系的教師
[00:13:57.920 --> 00:13:59.520]  Stable Income
[00:13:59.520 --> 00:14:01.120]  但是她多了些什麼呢?
[00:14:01.120 --> 00:14:03.920]  她多了一筆退休金
[00:14:03.920 --> 00:14:09.320]  阿強和阿明
[00:14:10.120 --> 00:14:11.120]  真的買了一間房子
[00:14:11.120 --> 00:14:12.320]  很辛苦
[00:14:12.320 --> 00:14:13.920]  頭幾個月
[00:14:13.920 --> 00:14:14.920]  那一整年
[00:14:14.920 --> 00:14:16.920]  捱到鞋都不敢多買一對
[00:14:16.920 --> 00:14:17.720]  是不是?
[00:14:17.720 --> 00:14:19.120]  衣服都不敢多買一件
[00:14:19.120 --> 00:14:20.320]  在中環上班
[00:14:20.320 --> 00:14:22.320]  不可以多買一條領帶
[00:14:22.320 --> 00:14:23.120]  都是那一條
[00:14:23.120 --> 00:14:26.320]  但是五年之後
[00:14:26.320 --> 00:14:28.920]  樓價升了六倍
[00:14:28.920 --> 00:14:31.520]  人工升了五倍
[00:14:31.520 --> 00:14:33.920]  那層樓
[00:14:33.920 --> 00:14:35.720]  租金都不止這個價錢
[00:14:38.520 --> 00:14:41.320]  兩個故事想讓大家重新去思考
[00:14:41.320 --> 00:14:43.120]  這些都不是很難想到的故事
[00:14:43.120 --> 00:14:43.920]  是不是?
[00:14:43.920 --> 00:14:45.920]  但是這些故事給了我們一件事
[00:14:45.920 --> 00:14:47.920]  就是幫助大家去想清楚
[00:14:47.920 --> 00:14:50.520]  究竟有什麼共通點呢?
[00:14:50.520 --> 00:14:53.520]  他們這班兩個人
[00:14:53.520 --> 00:14:55.320]  Ann和阿明、阿強
[00:14:55.320 --> 00:14:56.120]  兩批的人
[00:14:56.120 --> 00:14:59.120]  都共同思考了一個過程
[00:14:59.120 --> 00:15:02.720]  他看準了一個機會
[00:15:02.720 --> 00:15:05.520]  但是他都要想清楚幾個問題
[00:15:09.520 --> 00:15:10.720]  第一個問題就是
[00:15:10.720 --> 00:15:12.920]  他要考慮當時的風險
[00:15:12.920 --> 00:15:14.120]  風險有多大
[00:15:14.120 --> 00:15:16.520]  你願不願意投身這個風險
[00:15:16.520 --> 00:15:20.120]  第二,他的回報有多少
[00:15:20.120 --> 00:15:23.120]  第三,最重要的一件事就是
[00:15:23.120 --> 00:15:24.920]  我應不應該這樣做
[00:15:24.920 --> 00:15:26.120]  你可能想了一二
[00:15:26.120 --> 00:15:27.320]  想得很清楚的時候
[00:15:27.320 --> 00:15:29.720]  第三,你完全都不會奮心去做
[00:15:29.720 --> 00:15:31.120]  你都不會走去做
[00:15:31.120 --> 00:15:34.520]  但是他們的決定是基於什麼呢?
[00:15:34.520 --> 00:15:36.320]  是不是?
[00:15:36.320 --> 00:15:38.520]  基於什麼呢?
[00:15:38.520 --> 00:15:39.720]  是不是蒙查查呢?
[00:15:39.720 --> 00:15:41.920]  是不是斷股的?
[00:15:41.920 --> 00:15:44.120]  不是的
[00:15:44.120 --> 00:15:46.920]  Ann是一個什麼樣的專業人士呢?
[00:15:46.920 --> 00:15:49.320]  考古學的
[00:15:49.320 --> 00:15:50.920]  她知道這些東西
[00:15:50.920 --> 00:15:52.520]  她知道這些專業知識
[00:15:52.520 --> 00:15:53.920]  她知道自己懂得分析
[00:15:53.920 --> 00:15:55.720]  她不是斷股的
[00:15:55.720 --> 00:15:57.320]  她真的有條數去計算的
[00:15:57.320 --> 00:15:59.520]  我們信耶穌都是這樣
[00:15:59.520 --> 00:16:01.520]  信耶穌不是斷股的
[00:16:01.520 --> 00:16:03.320]  如果不是
[00:16:03.320 --> 00:16:05.520]  別浪費這麼多時間去研究聖經
[00:16:05.520 --> 00:16:07.120]  告訴你所有的事情是真的
