
[00:00:00.000 --> 00:00:05.940]  這一句是剛才施朗讀出的經文的第三節
[00:05:39.020 --> 00:05:43.980]  他因為功課的壓力、考試的壓力而跳樓自殺
[00:05:43.980 --> 00:05:46.780]  踏入了2017年
[00:05:46.780 --> 00:05:51.140]  新一屆的行政長官選舉也很快就會進行
[00:05:51.140 --> 00:05:54.900]  直到今天越來越多的人
[00:05:54.900 --> 00:05:58.700]  報名或者表態願意參選
[00:05:58.700 --> 00:06:04.580]  雖然我們到現在還沒有機會一人一票選特首
[00:06:04.980 --> 00:06:09.180]  不過讓香港人更加了解不同的參選人
[00:06:09.180 --> 00:06:11.100]  他們的治港理念
[00:06:11.100 --> 00:06:13.500]  以及他們過往的政績等等
[00:06:13.500 --> 00:06:18.020]  香港的傳媒爭相來訪問和報導
[00:06:18.020 --> 00:06:19.860]  是自然不過的事
[00:06:19.860 --> 00:06:23.020]  不過絕大部分的傳媒
[00:06:23.020 --> 00:06:28.260]  我覺得是未能夠持平和客觀地報導
[00:06:28.260 --> 00:06:30.700]  總是會誇大
[00:06:30.700 --> 00:06:35.700]  甚至失實地作出一些負面的批評
[00:06:35.700 --> 00:06:41.300]  令本來已經充斥著紛爭、不和諧的社會
[00:06:41.300 --> 00:06:44.300]  變得更加紛亂、更加撕裂
[00:06:44.300 --> 00:06:49.020]  在這種環境和熟悉的價值觀裡面生活
[00:06:49.020 --> 00:06:51.860]  香港人真的不知不覺
[00:06:51.860 --> 00:06:55.660]  形成了很多負面的思想在自己的腦子裡面
[00:06:55.660 --> 00:06:56.940]  結果是怎樣呢?
[00:06:56.940 --> 00:07:02.300]  結果這些負能量天天衝擊著香港人
[00:07:02.300 --> 00:07:05.420]  包括在座當中的你和我
[00:07:05.420 --> 00:07:08.620]  曾經有教友問我
[00:07:08.620 --> 00:07:13.620]  為什麼其他人為教會做了一些小小的事
[00:07:13.620 --> 00:07:14.820]  做了一些小小的事
[00:07:14.820 --> 00:07:19.820]  我動不動就在WhatsApp上
[00:07:19.820 --> 00:07:21.340]  說辛苦大家了
[00:07:21.340 --> 00:07:22.740]  太好了
[00:07:22.740 --> 00:07:24.740]  真的很感動
[00:07:25.860 --> 00:07:28.340]  為什麼我動不動就說這些話呢?
[00:07:28.340 --> 00:07:31.380]  弟兄姊妹,相信我
[00:07:31.380 --> 00:07:34.340]  我是真心說出這些話的
[00:07:34.340 --> 00:07:38.860]  這個是由我車禍出院之後
[00:07:38.860 --> 00:07:42.100]  慢慢培養出來的思維
[00:07:42.100 --> 00:07:45.100]  因為坐輪椅的關係
[00:07:45.100 --> 00:07:50.380]  我曾經習慣別人對我的幫助是必然的事
[00:07:50.380 --> 00:07:53.580]  我由一個健全人成為一個傷殘人士
[00:07:53.580 --> 00:07:56.140]  得到健全人的幫助
[00:07:56.140 --> 00:07:59.380]  我會覺得這個是理所當然的事
[00:07:59.380 --> 00:08:01.140]  我有需要幫助
[00:08:01.140 --> 00:08:03.140]  別人幫助我是理所當然的
[00:08:03.140 --> 00:08:07.180]  所以根本沒有需要去多謝或者去感恩
[00:08:07.180 --> 00:08:11.340]  不過,當我離開醫院
[00:08:11.340 --> 00:08:14.660]  開始融入這個社會的時候
[00:08:14.660 --> 00:08:19.380]  我體會到其實沒有任何事是必然的
[00:08:19.380 --> 00:08:23.260]  所以每一個為自己去付出
[00:08:23.260 --> 00:08:25.260]  尤其是家人
[00:08:25.260 --> 00:08:30.500]  每一個為教會侍奉甚至毀身的人
[00:08:30.500 --> 00:08:34.660]  都應該得到肯定和讚賞的
[00:08:34.660 --> 00:08:36.820]  所以我才經常說
[00:08:36.820 --> 00:08:38.140]  辛苦你們了
[00:08:38.140 --> 00:08:39.300]  太好了
[00:08:39.300 --> 00:08:40.860]  真的很感動
[00:08:40.860 --> 00:08:42.860]  這些話
[00:08:42.860 --> 00:08:43.980]  是的
[00:08:43.980 --> 00:08:48.780]  這個世代能夠由衷地對別人
[00:08:48.780 --> 00:08:50.460]  甚至對自己
[00:08:50.460 --> 00:08:53.620]  來向上帝發出感恩的人
[00:08:53.620 --> 00:08:55.620]  來表達多謝的人
[00:08:55.620 --> 00:08:57.620]  其實真的越來越少了
[00:08:57.620 --> 00:08:59.740]  所以我們作為基督徒
[00:08:59.740 --> 00:09:02.540]  我們是不是應該培養自己
[00:09:02.540 --> 00:09:04.540]  多點正面的思維
[00:09:04.540 --> 00:09:07.820]  用多點欣賞的眼光
[00:09:07.820 --> 00:09:10.460]  去看身邊的人事和物呢
[00:09:10.460 --> 00:09:13.300]  我們不應該隨波逐流
[00:09:13.300 --> 00:09:17.020]  因為上帝
[00:09:17.020 --> 00:09:20.340]  祂賜給我們的恩惠和恩賜
[00:09:20.860 --> 00:09:22.860]  是很豐足的
[00:09:22.860 --> 00:09:24.860]  所以我們應該憑著上帝
[00:09:24.860 --> 00:09:26.540]  去改變這個世界
[00:09:26.540 --> 00:09:28.540]  為我們身處的社區
[00:09:28.540 --> 00:09:30.540]  注入正能量
[00:09:30.540 --> 00:09:34.620]  或者你會覺得良法堂
[00:09:34.620 --> 00:09:36.260]  都有很多的軟弱
[00:09:36.260 --> 00:09:38.260]  很多不妥的地方
[00:09:38.260 --> 00:09:41.780]  但我們也要向保羅學習
[00:09:41.780 --> 00:09:45.020]  嘗試去正面地看教會
[00:09:45.020 --> 00:09:46.420]  找出它的優點
[00:09:46.420 --> 00:09:48.620]  並且為那些優點
[00:09:48.620 --> 00:09:50.620]  感謝我們在天上的父
[00:09:50.620 --> 00:09:55.540]  在第六節
[00:09:55.540 --> 00:09:59.300]  保羅說
[00:09:59.300 --> 00:10:02.820]  正如我為基督作的見證
[00:10:02.820 --> 00:10:05.820]  在你們心裡得以兼顧
[00:10:05.820 --> 00:10:09.220]  正如我為基督作見證的原文
[00:10:09.220 --> 00:10:14.340]  的意思原來是「正如基督的見證」
[00:10:14.340 --> 00:10:15.540]  正如基督的見證
[00:10:15.540 --> 00:10:16.900]  什麼意思呢
[00:10:16.900 --> 00:10:18.300]  所以大家不要誤會
[00:10:18.300 --> 00:10:20.100]  這裡所指的見證
[00:10:20.100 --> 00:10:23.620]  並非保羅在大馬士革路上
[00:10:23.620 --> 00:10:25.780]  被強光照到
[00:10:25.780 --> 00:10:27.500]  瞎了眼,看不到東西
[00:10:27.500 --> 00:10:28.700]  然後聽到聲音
[00:10:28.700 --> 00:10:31.580]  就說「素羅,素羅,你為什麼逼迫我」
[00:10:31.580 --> 00:10:32.860]  這裡說的見證
[00:10:32.860 --> 00:10:34.580]  並不是這個見證
[00:10:34.580 --> 00:10:37.460]  這裡所指的見證是基督的見證
[00:10:37.460 --> 00:10:41.060]  就是耶穌基督為眾人釘在十字架
[00:10:41.060 --> 00:10:43.380]  死而復活
[00:10:43.380 --> 00:10:45.500]  這個見證
[00:10:45.500 --> 00:10:48.380]  他要告訴所有人
[00:10:48.380 --> 00:10:50.780]  耶穌基督是猶太人的主
[00:10:50.780 --> 00:10:53.460]  是愛邦人的主
[00:10:53.460 --> 00:10:55.660]  保羅提醒哥倫多教友
[00:10:55.660 --> 00:10:57.460]  只有耶穌基督
[00:10:57.460 --> 00:11:03.060]  才能夠在他們心裡得以兼顧
[00:11:03.060 --> 00:11:05.140]  看到這裡我在想
[00:11:05.140 --> 00:11:08.460]  其實哥倫多教會的人都沒有見過耶穌
[00:11:08.460 --> 00:11:09.100]  是不是?
[00:11:09.100 --> 00:11:11.060]  但是他們見過保羅
[00:11:11.060 --> 00:11:14.460]  如果保羅能夠以自己活生生的生命
[00:11:14.460 --> 00:11:17.420]  為基督作見證的話
[00:11:17.420 --> 00:11:19.260]  不是應該更有力嗎?
[00:11:19.260 --> 00:11:21.820]  為什麼保羅要隱藏自己呢?
[00:11:21.820 --> 00:11:25.100]  情況就好像我們都沒有見過耶穌
[00:11:25.100 --> 00:11:28.540]  但是我卻是很願意
[00:11:28.540 --> 00:11:30.220]  在別人面前
[00:11:30.220 --> 00:11:34.540]  將我的見證活生生放在大家面前
[00:11:34.540 --> 00:11:36.900]  以致別人看到我
[00:11:36.900 --> 00:11:39.780]  為什麼坐輪椅都可以這麼喜樂呢?
[00:11:39.780 --> 00:11:40.780]  我就能夠說
[00:11:40.780 --> 00:11:43.660]  其實我能夠這麼喜樂的原因
[00:11:43.660 --> 00:11:45.860]  是因為耶穌基督
[00:11:45.860 --> 00:11:47.940]  不是應該更加有力嗎?
[00:11:47.940 --> 00:11:48.620]  是不是?
[00:11:48.620 --> 00:11:52.660]  為什麼保羅在這裡卻是隱藏自己呢?
[00:11:52.660 --> 00:11:54.780]  其實如果大家看《士徒行傳》
[00:11:54.780 --> 00:11:56.260]  路加醫生
[00:11:56.260 --> 00:11:58.860]  他在整個《士徒行傳》裡面
[00:11:58.860 --> 00:12:01.580]  總共記載了三次
[00:12:01.580 --> 00:12:06.860]  有關於保羅在大馬士革路上
[00:12:06.860 --> 00:12:11.020]  被強光照的片段
[00:12:11.020 --> 00:12:13.660]  而保羅他自己在其他書信裡面
[00:12:13.660 --> 00:12:15.580]  寫給其他教會的書信裡面
[00:12:15.580 --> 00:12:19.380]  他也沒有論識去講自己的見證
[00:12:19.380 --> 00:12:21.420]  他甚至乎叫那些教友
[00:12:21.420 --> 00:12:26.020]  其實你們可以按照我日常的言行
[00:12:26.020 --> 00:12:27.860]  來作為榜樣
[00:12:27.860 --> 00:12:29.820]  他甚至乎曾經這樣講過
[00:12:29.820 --> 00:12:33.380]  但是為什麼偏偏在哥倫多教會這裡
[00:12:33.380 --> 00:12:37.820]  他卻是隱藏自己呢?
[00:12:37.820 --> 00:12:41.500]  原來保羅是針對著哥倫多教會
[00:12:41.500 --> 00:12:44.060]  他們會友之間的紛爭
[00:12:44.060 --> 00:12:45.980]  結黨的問題
[00:12:45.980 --> 00:12:48.580]  所以他隱藏自己
[00:12:48.580 --> 00:12:49.980]  大家試想一下
[00:12:49.980 --> 00:12:53.380]  如果保羅將焦點放在自己的見證身上
[00:12:53.380 --> 00:12:56.500]  而不是放在耶穌基督的身上
[00:12:56.500 --> 00:13:00.580]  一定可以令那些親保羅黨的教友
[00:13:00.580 --> 00:13:01.980]  很擇心
[00:13:01.980 --> 00:13:05.020]  覺得保羅真的厲害
[00:13:05.020 --> 00:13:08.500]  被強光照了之後悔改信主
[00:13:08.500 --> 00:13:11.700]  整個人生的一百八十度改變
[00:13:11.700 --> 00:13:13.900]  這樣就會令那些親保羅黨的人
[00:13:13.900 --> 00:13:16.220]  很擇心很有體會
[00:13:16.220 --> 00:13:18.220]  但是他這樣做的話
[00:13:18.220 --> 00:13:21.380]  卻是會令一些阿波羅黨
[00:13:21.380 --> 00:13:25.180]  基法黨的教友聽不入耳
[00:13:25.180 --> 00:13:26.940]  覺得他高舉自己
[00:13:26.940 --> 00:13:30.260]  純粹是驕傲
[00:13:30.260 --> 00:13:32.580]  如果保羅是這樣做的話
[00:13:32.580 --> 00:13:36.860]  會令到哥倫多教會之間的分黨分派
[00:13:36.860 --> 00:13:39.900]  結黨的情況更加嚴重
[00:13:39.900 --> 00:13:44.820]  所以保羅在這裡不高舉自己的見證
[00:13:44.820 --> 00:13:46.420]  他只是高舉基督
[00:13:46.420 --> 00:13:47.940]  在第十三節
[00:13:47.940 --> 00:13:52.060]  他甚至乎很嚴厲地罵那些哥倫多教友
[00:13:52.060 --> 00:13:54.540]  他說「基督是分裂的嗎?」
[00:13:54.540 --> 00:13:57.100]  「保羅為你們釘了十字架嗎?」
[00:13:57.100 --> 00:14:01.060]  「你們奉保羅的名受了洗嗎?」
[00:14:01.060 --> 00:14:03.980]  是很嚴厲的提醒
[00:14:03.980 --> 00:14:07.180]  當我們繼續看哥倫多前書的話
[00:14:07.180 --> 00:14:08.500]  我們就會看到
[00:14:08.500 --> 00:14:09.580]  是的,沒錯
[00:14:09.580 --> 00:14:14.180]  哥倫多教友在恩賜上的確一無欠缺
[00:14:14.180 --> 00:14:17.500]  但是他們的靈性卻是十分有亂
[00:14:17.500 --> 00:14:21.460]  內裡也有很多屬肉體的紛爭
[00:14:21.460 --> 00:14:25.900]  結黨,甚至乎有淫亂的事發生
[00:14:25.900 --> 00:14:27.300]  從這裡我們看到
[00:14:27.300 --> 00:14:30.780]  恩賜充足和靈性長進
[00:14:30.780 --> 00:14:34.300]  其實完全是兩回事
[00:14:34.300 --> 00:14:36.540]  記得當初我回教會的時候
[00:14:36.540 --> 00:14:42.500]  大概是中一、二的時候
[00:14:42.500 --> 00:14:47.020]  我經常被邀請幫忙做詩琴
[00:14:47.020 --> 00:14:50.100]  而我記得在一次青少年的營會當中
[00:14:50.100 --> 00:14:54.020]  有一位團契的導師提醒我
[00:14:54.020 --> 00:14:56.100]  他說
[00:14:56.100 --> 00:15:00.220]  「男孩子會彈琴是很厲害的」
[00:15:00.220 --> 00:15:04.340]  叫我要小心保守自己
[00:15:04.340 --> 00:15:06.300]  因為會有很多
[00:15:06.300 --> 00:15:08.300]  不是,很容易,不是很多
[00:15:08.300 --> 00:15:11.980]  很容易有女孩子喜歡我
[00:15:11.980 --> 00:15:17.460]  而令我落入一些不必要的罪惡當中
[00:15:17.460 --> 00:15:18.980]  結果是怎樣呢?
[00:15:18.980 --> 00:15:21.580]  結果我還是偷偷地
[00:15:21.580 --> 00:15:24.700]  和傾慕我的女孩子來拍拖
[00:15:24.700 --> 00:15:27.100]  當然最後就分手收場
[00:15:27.100 --> 00:15:29.260]  但是更加可惜的是什麼呢?
[00:15:29.260 --> 00:15:31.780]  那個女孩子自此之後
[00:15:31.780 --> 00:15:35.620]  就沒有再回教會了
[00:15:35.620 --> 00:15:38.820]  具有恩賜的人在教會裡面服侍
[00:15:38.820 --> 00:15:42.940]  其實真的很容易受到別人的敬佩和擁戴
[00:15:42.940 --> 00:15:46.500]  但如果這些人沒有美好的靈性的話
[00:15:46.500 --> 00:15:49.220]  就很容易受到撒旦的引誘
[00:15:49.220 --> 00:15:55.300]  甚至乎容易以自己的恩賜來誇口
[00:15:55.300 --> 00:15:59.900]  甚至乎得到相關的利益
[00:15:59.900 --> 00:16:04.220]  這些人偷竊了上帝的榮耀
[00:16:04.220 --> 00:16:10.140]  結果他們不單止不能成為別人的踏腳石
[00:16:10.140 --> 00:16:13.220]  卻是成為教會裡面的半腳石
[00:16:13.220 --> 00:16:15.220]  令人跌倒
[00:16:15.220 --> 00:16:17.020]  所以年輕的我
[00:16:17.020 --> 00:16:21.780]  就是活生生的失敗的例子
[00:16:21.780 --> 00:16:24.540]  梁法堂的光景又如何呢?
[00:16:24.540 --> 00:16:26.380]  身為教務同工
[00:16:26.380 --> 00:16:27.780]  我為了我們的教會
[00:16:27.780 --> 00:16:32.060]  有很多具恩賜的教友而感恩
[00:16:32.060 --> 00:16:34.060]  懂音樂的又懂音樂
[00:16:34.060 --> 00:16:35.860]  懂設計的又懂設計
[00:16:35.860 --> 00:16:37.860]  懂工程的又懂工程
[00:16:37.860 --> 00:16:41.100]  樣樣的恩賜
[00:16:41.100 --> 00:16:43.100]  梁法堂都有很多
[00:16:43.100 --> 00:16:47.380]  但是我們各人的靈命素質又如何呢?
[00:16:47.380 --> 00:16:50.420]  我們會不會好像哥倫多教會一樣
[00:16:50.420 --> 00:16:53.580]  雖然在恩賜上我們是格外長進
[00:16:53.580 --> 00:16:59.180]  但是屬靈的生命卻是毫不長進呢?
[00:16:59.180 --> 00:17:00.180]  親愛的頂枝妹
[00:17:00.180 --> 00:17:04.100]  特別是有侍奉的你
[00:17:04.100 --> 00:17:05.620]  請你反省一下
[00:17:05.620 --> 00:17:10.820]  自己屬靈的生命的光景是如何呢?
[00:17:10.820 --> 00:17:12.300]  我們要記住
[00:17:12.300 --> 00:17:18.420]  恩賜充足和靈性長進是完全兩回事
[00:17:18.420 --> 00:17:20.060]  由今年到2019年
[00:17:20.060 --> 00:17:22.340]  教會的事工中心是建立
[00:17:22.340 --> 00:17:24.780]  栽植、生活有力
[00:17:24.780 --> 00:17:28.340]  要求我們好好栽培和建立
[00:17:28.340 --> 00:17:29.820]  我們屬靈的生命
[00:17:29.820 --> 00:17:31.180]  裝備自己
[00:17:31.180 --> 00:17:32.900]  使我們在知識上
[00:17:32.900 --> 00:17:34.180]  在生活裡面
[00:17:34.180 --> 00:17:38.140]  都滿有主所賜下的力量
[00:17:38.140 --> 00:17:40.940]  所以求聖靈繼續提醒
[00:17:40.940 --> 00:17:43.780]  也求主憐憫幫助我們
[00:17:43.780 --> 00:17:47.020]  讓我們能夠靠著主耶穌基督的見證
[00:17:47.020 --> 00:17:49.660]  不是其他任何人的見證
[00:17:49.660 --> 00:17:52.580]  只是靠著主耶穌基督的見證
[00:17:52.580 --> 00:17:56.020]  使我們梁法堂的教友心裡得以堅固
[00:17:56.020 --> 00:17:58.300]  以致具有很多恩賜的我們
[00:17:58.300 --> 00:18:03.740]  能夠恩切地去仰望主
[00:18:03.740 --> 00:18:08.260]  直至到主再來的日子
[00:18:08.260 --> 00:18:10.300]  最後第八、第九節
[00:18:10.300 --> 00:18:12.660]  我請大家一起讀一次,好嗎?
[00:18:12.660 --> 00:18:14.700]  第八和第九節,預備起
[00:18:19.660 --> 00:18:24.180]  主耶穌基督的恩賜,我向各位祈禱
[00:18:24.180 --> 00:18:26.620]  上帝的使徒,順聖的恩賜
[00:18:26.620 --> 00:18:28.380]  家徒子女的恩賜
[00:18:28.380 --> 00:18:30.100]  保佑家人的恩賜
[00:18:30.100 --> 00:18:31.260]  我向各位祈禱
[00:18:31.260 --> 00:18:34.500]  耶穌基督的恩賜,我向各位祈禱
[00:18:34.500 --> 00:18:36.500]  保羅不單止指出
[00:18:36.500 --> 00:18:38.500]  只有耶穌基督的見證
[00:18:38.500 --> 00:18:42.500]  才能夠在信徒的心裡得以堅固
[00:18:42.500 --> 00:18:45.220]  在第八節他再補充
[00:18:45.220 --> 00:18:49.140]  他說:上帝也必堅固哥倫多教會到底
[00:18:49.140 --> 00:18:50.940]  直到主再來
[00:18:50.940 --> 00:18:52.740]  又應許哥倫多教友
[00:18:52.740 --> 00:18:56.660]  在耶穌基督再回來的日子
[00:18:56.660 --> 00:18:59.660]  無可指責
[00:18:59.660 --> 00:19:01.860]  深信最終這群人
[00:19:01.860 --> 00:19:06.140]  一定能夠與主耶穌基督共享團契
[00:19:06.140 --> 00:19:11.660]  首先,什麼叫必堅固你們到底呢?
[00:19:11.660 --> 00:19:13.740]  意思就是
[00:19:13.740 --> 00:19:16.700]  信徒雖然仍然會
[00:19:16.700 --> 00:19:20.660]  就算你信了耶穌基督的見證也好
[00:19:20.660 --> 00:19:23.860]  信徒仍然會受試探受引誘
[00:19:23.860 --> 00:19:27.220]  甚至會軟弱跌倒犯罪
[00:19:27.220 --> 00:19:28.660]  但我們的上帝
[00:19:28.660 --> 00:19:32.500]  必定能夠讓我們在這些經歷
[00:19:32.500 --> 00:19:34.020]  在這個罪惡當中
[00:19:34.020 --> 00:19:39.420]  更加認識自己的軟弱大壞之餘
[00:19:39.420 --> 00:19:44.420]  也能夠體會到上帝豐厚豐盛的恩典
[00:19:44.420 --> 00:19:49.020]  以致我們能夠在真道上堅固起來
[00:19:49.020 --> 00:19:50.620]  我們要有一定的經歷
[00:19:50.620 --> 00:19:52.820]  然後靠著主爬起來
[00:19:52.820 --> 00:19:55.940]  我們屬靈的生命才能夠更加堅固
[00:19:55.940 --> 00:19:58.300]  這就是意思
[00:19:58.300 --> 00:19:59.700]  對於寧聖幼亂
[00:19:59.700 --> 00:20:03.620]  充滿淫亂紛爭結黨的哥倫多教會來說
[00:20:03.620 --> 00:20:06.820]  保羅依然能夠大有信心
[00:20:06.820 --> 00:20:13.020]  相信上帝必會堅固保守這間教會到底的原因
[00:20:13.020 --> 00:20:16.820]  大家留意只有一個
[00:20:16.820 --> 00:20:22.820]  就是保羅堅信我們的上帝是信實的
[00:20:22.820 --> 00:20:25.820]  保羅深深相信上帝是信實的
[00:20:25.820 --> 00:20:28.500]  因為信實是上帝的本質
[00:20:28.500 --> 00:20:30.500]  是永遠不會改變
[00:20:30.500 --> 00:20:34.020]  即使我們有多不配
[00:20:34.020 --> 00:20:37.300]  信實的主卻是愛我們到底
[00:20:37.300 --> 00:20:39.500]  即使我們有多不足
[00:20:39.500 --> 00:20:44.620]  信實的主卻是堅固我們到底
[00:20:44.620 --> 00:20:50.820]  以致我們能夠跟主耶穌基督共享團契
[00:20:50.820 --> 00:20:54.220]  今天的題目是與主共享團契
[00:20:54.220 --> 00:20:55.420]  經常說團契
[00:20:55.420 --> 00:20:58.420]  其實團契是什麼呢?
[00:20:58.420 --> 00:21:01.420]  團就是一群人
[00:21:01.420 --> 00:21:05.620]  現在韓國的男團女團
[00:21:05.620 --> 00:21:07.020]  團就是一群人
[00:21:07.020 --> 00:21:08.420]  契是什麼呢?
[00:21:08.420 --> 00:21:10.420]  契就是契合
[00:21:10.420 --> 00:21:12.820]  這裡所說的契合
[00:21:12.820 --> 00:21:16.020]  不僅是說人與人之間的溝通
[00:21:16.020 --> 00:21:20.820]  更加是團和上帝之間的交通
