
[00:00:00.000 --> 00:00:02.960]  今天我的題目是「愛不容辭」
[00:04:26.640 --> 00:04:28.400]  是不是我做多一點
[00:04:28.400 --> 00:04:31.720]  我的永生那份禮物就大一點呢
[00:04:31.720 --> 00:04:33.360]  當然不是
[00:04:33.360 --> 00:04:34.760]  記住又不是
[00:04:34.760 --> 00:04:38.440]  知不知道
[00:04:38.440 --> 00:04:43.160]  我們說要有感恩是因為感恩的心是我們愛的起點
[00:04:43.160 --> 00:04:45.360]  永生是出於神的恩典
[00:04:45.360 --> 00:04:47.440]  如果我們有一個感恩的心
[00:04:47.440 --> 00:04:49.280]  我們才有那種能量
[00:04:49.280 --> 00:04:53.800]  有愛的鼓勵去做一些實踐愛的事情
[00:04:53.800 --> 00:05:02.920]  因為我們愛是神先愛我們
[00:05:02.920 --> 00:05:04.560]  耶穌說你說得對
[00:05:04.560 --> 00:05:06.600]  所以你跟著去做
[00:05:06.600 --> 00:05:09.560]  愛的行動不是要證明我們對神有信心
[00:05:09.560 --> 00:05:10.360]  這不是證明
[00:05:10.360 --> 00:05:13.640]  我不是做些什麼證明我有信心
[00:05:13.640 --> 00:05:15.200]  不過你相信
[00:05:15.200 --> 00:05:17.640]  你就自然會有些反應
[00:05:17.640 --> 00:05:19.240]  你想想你生活的裡面
[00:05:19.240 --> 00:05:21.080]  如果你相信一個人說話
[00:05:21.080 --> 00:05:22.480]  你一定有反應的
[00:05:22.480 --> 00:05:25.200]  如果有個人在你面前說是非
[00:05:25.200 --> 00:05:26.600]  有人說怎樣怎樣怎樣
[00:05:26.600 --> 00:05:29.320]  如果你相信他說的話
[00:05:29.320 --> 00:05:30.520]  你的心會很生氣的
[00:05:30.520 --> 00:05:31.200]  會有影響的
[00:05:31.200 --> 00:05:32.200]  很煩的
[00:05:32.200 --> 00:05:33.760]  馬上有反應的
[00:05:33.760 --> 00:05:35.120]  我又給個例子
[00:05:35.120 --> 00:05:39.520]  很多人都會跟我推介補習老師
[00:05:39.520 --> 00:05:42.120]  我的小朋友讀中學
[00:05:42.120 --> 00:05:43.800]  遲早要考DSE
[00:05:43.800 --> 00:05:45.520]  如果再做你的家長
[00:05:45.520 --> 00:05:47.560]  你知道現在考DSE
[00:05:47.560 --> 00:05:50.080]  如果你的小朋友正在考可能太遲了
[00:05:50.080 --> 00:05:52.160]  但如果你的小朋友是準備考的
[00:05:52.160 --> 00:05:54.600]  讀中學準備將來考的
[00:05:54.600 --> 00:05:57.960]  如果告訴你我有個補習天王朋友
[00:05:57.960 --> 00:06:00.120]  如果加上我的朋友你更加相信
[00:06:00.120 --> 00:06:01.280]  我的朋友
[00:06:01.280 --> 00:06:02.680]  補習天王來的
[00:06:02.680 --> 00:06:05.360]  收費便宜 評價高 又厚悲
[00:06:05.360 --> 00:06:08.800]  個個給他補完都五星星
[00:06:08.800 --> 00:06:10.040]  你有沒有反應呢
[00:06:10.040 --> 00:06:13.120]  你笑一是就誇了你
[00:06:13.120 --> 00:06:15.240]  一是就說很棒
[00:06:15.240 --> 00:06:17.560]  你的反應第一個問題是甚麼
[00:06:17.560 --> 00:06:20.720]  我的第一個問題一定問他教哪一科
[00:06:20.720 --> 00:06:22.560]  我第二個問題一定問他
[00:06:22.560 --> 00:06:24.560]  有沒有聯絡電話可以先給我
[00:06:24.560 --> 00:06:26.320]  我現在不要可能遲些要
[00:06:26.320 --> 00:06:28.480]  我用不著可能我朋友用得著
[00:06:28.480 --> 00:06:31.000]  我一定有些反應
[00:06:31.000 --> 00:06:34.800]  我的反應起碼我相信那個人說的話
[00:06:34.800 --> 00:06:37.200]  那個人那個律法專家就說
[00:06:37.200 --> 00:06:38.720]  證明自己有理
[00:06:38.720 --> 00:06:41.000]  意思就是說他跟耶穌說
[00:06:41.000 --> 00:06:44.040]  我其實是合乎神的要求的義人
[00:06:44.040 --> 00:06:47.560]  我很熟悉律法 我很守律法
[00:06:47.560 --> 00:06:49.640]  不過不是我不做
[00:06:49.640 --> 00:06:54.200]  也不是我做不到
[00:06:54.200 --> 00:06:56.400]  只不過我要跟誰去做
[00:06:56.400 --> 00:06:58.520]  所以他問的問題就是
[00:06:58.520 --> 00:07:01.400]  誰是我的鄰舍
[00:07:01.400 --> 00:07:03.520]  誰是我的鄰舍
[00:07:03.520 --> 00:07:06.560]  以至我可以去愛他呢
[00:07:06.560 --> 00:07:09.600]  當他問誰是我的鄰舍的時候
[00:07:09.600 --> 00:07:13.640]  就是說有些人不是我的鄰舍
[00:07:13.640 --> 00:07:16.480]  如果全部都是我的鄰舍我用不著問
[00:07:16.480 --> 00:07:19.520]  有些人不是我的鄰舍
[00:07:19.520 --> 00:07:22.600]  如果你看舊約的觀念是怎樣來的呢
[00:07:22.600 --> 00:07:24.840]  你未記十九章十八節就說
[00:07:24.840 --> 00:07:27.560]  你不要報仇不要埋怨你本國的子民
[00:07:27.560 --> 00:07:30.480]  你要愛鄰舍如同自己
[00:07:30.480 --> 00:07:32.760]  同族的兄弟是你的鄰舍
[00:07:32.760 --> 00:07:35.440]  你要愛他 好像愛自己那樣
[00:07:35.440 --> 00:07:37.560]  寄居在你那裏的外人
[00:07:37.560 --> 00:07:40.000]  你都要看他為你自己的本地人
[00:07:40.000 --> 00:07:41.920]  要愛他好像愛自己
[00:07:41.920 --> 00:07:43.560]  因為你都是寄居過的
[00:07:43.560 --> 00:07:47.040]  所以在外族寄居一起住的
[00:07:47.040 --> 00:07:49.720]  都是鄰舍可以愛
[00:07:49.720 --> 00:07:51.960]  但是恨烏耶和華的
[00:07:51.960 --> 00:07:54.280]  憎惡恨耶和華的
[00:07:54.280 --> 00:07:56.200]  怎會是我鄰舍呢
[00:07:56.200 --> 00:07:59.040]  今天這麼多人坐在這裏
[00:07:59.040 --> 00:08:02.720]  不同牧區都是同福堂的弟兄姊妹
[00:08:02.720 --> 00:08:05.160]  彼此相愛沒有問題的
[00:08:05.160 --> 00:08:07.040]  大家都是彼此的鄰舍
[00:08:07.040 --> 00:08:10.560]  你有需要大家都會支持幫助
[00:08:10.560 --> 00:08:12.080]  沒有問題
[00:08:12.080 --> 00:08:14.920]  隔離街那間教會
[00:08:14.920 --> 00:08:18.400]  隔離街那間教會都沒有問題
[00:08:18.400 --> 00:08:21.160]  都是信徒都是主內一家
[00:08:21.160 --> 00:08:22.560]  都是基督徒來的
[00:08:22.560 --> 00:08:26.080]  沒有問題都可以是我鄰舍
[00:08:26.080 --> 00:08:27.240]  但是如果有些人
[00:08:27.240 --> 00:08:29.680]  他信其他古靈精怪的東西之餘
[00:08:29.680 --> 00:08:31.120]  侮辱你信耶穌
[00:08:31.120 --> 00:08:33.120]  恥笑你信耶穌
[00:08:33.120 --> 00:08:34.280]  你還會不會愛他
[00:08:34.280 --> 00:08:36.000]  覺得他是你的鄰舍
[00:08:36.000 --> 00:08:40.920]  難一點吧
[00:08:40.920 --> 00:08:42.840]  所以當那個人去問
[00:08:42.840 --> 00:08:43.560]  那個專家問
[00:08:43.560 --> 00:08:45.800]  究竟誰是我的鄰舍的時候
[00:08:45.800 --> 00:08:48.800]  耶穌不是在跟他說一個理論
[00:08:48.800 --> 00:08:50.680]  耶穌在跟他說故事
[00:08:50.680 --> 00:08:52.000]  耶穌說什麼故事呢
[00:08:52.000 --> 00:08:53.720]  我們一起看看這個故事
[00:08:53.720 --> 00:08:57.120]  在《路加福音》十章三十至三十五節
[00:08:57.120 --> 00:08:58.160]  我們一起讀吧
[00:08:58.160 --> 00:08:59.360]  一二三
[00:08:59.360 --> 00:09:00.680]  耶穌回答
[00:09:00.680 --> 00:09:04.680]  有一個人從耶路撒冷下耶利哥去
[00:09:04.680 --> 00:09:06.680]  落到強盜手中
[00:09:06.680 --> 00:09:08.720]  他們剝去他的衣裳
[00:09:08.720 --> 00:09:10.600]  把他打個半死
[00:09:10.600 --> 00:09:12.240]  雕下他走了
[00:09:12.240 --> 00:09:16.280]  偶然有一個祭司從那條路下來
[00:09:16.280 --> 00:09:19.280]  看見他就從另一邊過去了
[00:09:19.280 --> 00:09:22.280]  又有一個利美人來到那裡
[00:09:22.280 --> 00:09:27.920]  看見他也照樣從另一邊過去了
[00:09:27.920 --> 00:09:31.360]  那時有一個撒瑪利亞人路過
[00:09:31.360 --> 00:09:33.240]  來到那人身邊
[00:09:33.240 --> 00:09:36.440]  看見他就動了憐憫的心
[00:09:36.440 --> 00:09:40.480]  上前把柔和酒倒在他的傷口
[00:09:40.480 --> 00:09:41.760]  包紮好
[00:09:41.760 --> 00:09:45.160]  然後把他扶上自己的身後
[00:09:45.160 --> 00:09:47.560]  帶到旅店裡照顧他
[00:09:47.560 --> 00:09:48.560]  第二天
[00:09:48.560 --> 00:09:53.760]  那撒瑪利亞人拿了兩個銀幣交給店主說
[00:09:53.760 --> 00:09:55.480]  請你照顧他
[00:09:55.480 --> 00:09:57.480]  一切額外的開支
[00:09:57.480 --> 00:10:02.480]  我回來的時候必還給你
[00:10:02.480 --> 00:10:03.960]  如果你看地圖
[00:10:03.960 --> 00:10:05.560]  耶利哥在上面
[00:10:05.560 --> 00:10:07.560]  耶路撒冷在下面
[00:10:07.560 --> 00:10:13.760]  但經文說那些人是從耶路撒冷下去耶利哥的
[00:10:13.760 --> 00:10:17.280]  原因是其實耶利哥在平原
[00:10:17.280 --> 00:10:19.520]  耶路撒冷在山上
[00:10:19.520 --> 00:10:23.360]  所以那些人是在下山
[00:10:23.360 --> 00:10:28.560]  去完耶路撒冷下山去耶利哥
[00:10:28.560 --> 00:10:30.680]  沿途都是荒山野嶺
[00:10:30.680 --> 00:10:33.280]  很多地方都是危險的
[00:10:33.280 --> 00:10:36.920]  通常祭司是住在耶利哥城
[00:10:36.920 --> 00:10:38.920]  一年大概有一兩個星期
[00:10:38.920 --> 00:10:42.640]  就會去耶路撒冷的聖殿侍奉
[00:10:42.640 --> 00:10:47.680]  一般情況有三方面可以辨識到一個陌生人
[00:10:47.680 --> 00:10:50.560]  多多少少的底細
[00:10:50.560 --> 00:10:52.560]  例如他的衣著
[00:10:52.560 --> 00:10:55.480]  他穿什麼衣服大概可以猜到他的背景
[00:10:55.480 --> 00:10:57.480]  好像今天你看到一些人
[00:10:57.480 --> 00:10:58.080]  你不認識他
[00:10:58.080 --> 00:11:00.080]  但你看到他穿同一件的風衣
[00:11:00.080 --> 00:11:02.960]  你都知道他是迎新之士
[00:11:02.960 --> 00:11:06.320]  你都會知道他是教會侍奉的人員
[00:11:06.320 --> 00:11:07.720]  第二就是語言
[00:11:07.720 --> 00:11:09.160]  他說什麼話
[00:11:09.160 --> 00:11:14.160]  我們每個人都在香港看到很多中國人
[00:11:14.160 --> 00:11:15.960]  但可能他一開口是不會說中文的
[00:11:15.960 --> 00:11:18.280]  一開口只會說英文
[00:11:18.280 --> 00:11:21.480]  因為可能他是在外國出生
[00:11:21.480 --> 00:11:25.840]  ABC BBC那些從來不懂得說
[00:11:25.840 --> 00:11:27.960]  當他一說的時候都不會說中文
[00:11:27.960 --> 00:11:28.960]  只會說英文
[00:11:28.960 --> 00:11:32.120]  你會知道他一定是在外國長大
[00:11:32.120 --> 00:11:33.360]  口音
[00:11:33.360 --> 00:11:34.560]  可能我會說普通話
[00:11:34.560 --> 00:11:35.280]  你會說普通話
[00:11:35.280 --> 00:11:38.560]  剛才子卓又唱普通歌
[00:11:38.560 --> 00:11:44.000]  但可能我們說普通話的時候
[00:11:44.000 --> 00:11:46.640]  可能我們把香港的粵語音歪了一點
[00:11:46.640 --> 00:11:48.280]  就當是普通話
[00:11:48.280 --> 00:11:49.320]  但如果我們聽到一些人
[00:11:49.320 --> 00:11:53.160]  他真的可能捲舌捲得很好聽
[00:11:53.160 --> 00:11:54.360]  說話好像唱歌一樣
[00:11:54.360 --> 00:11:55.960]  北京腔那樣
[00:11:55.960 --> 00:11:59.960]  你就知道大概他都不是在香港土生大
[00:11:59.960 --> 00:12:01.760]  在他的衣服裏面去認
[00:12:01.760 --> 00:12:03.960]  究竟這個陌生人是什麼背景
[00:12:03.960 --> 00:12:05.320]  但在故事裏面
[00:12:05.320 --> 00:12:07.160]  這個人被人搶劫
[00:12:07.160 --> 00:12:08.960]  脫光衣服
[00:12:08.960 --> 00:12:11.760]  被人打到不省人事
[00:12:11.760 --> 00:12:16.160]  究竟沒有辦法知道他是什麼人
[00:12:16.160 --> 00:12:18.360]  所以祭司不會冒險
[00:12:18.360 --> 00:12:20.560]  也不想冒險
[00:12:20.560 --> 00:12:22.960]  因為這個人可能不是猶太人
[00:12:22.960 --> 00:12:25.160]  甚至可能不是傷了這麼簡單
[00:12:25.160 --> 00:12:27.160]  可能是死了這麼簡單
[00:12:27.160 --> 00:12:28.960]  如果他碰到這個人
[00:12:28.960 --> 00:12:33.560]  他有機會要重新走上山
[00:12:33.560 --> 00:12:36.160]  去耶路撒冷重新潔淨
[00:12:36.160 --> 00:12:40.160]  甚至以後可能不能去聖殿侍奉
[00:12:40.160 --> 00:12:42.760]  其實這個祭司也很矛盾
[00:12:42.760 --> 00:12:46.160]  因為他要面對的是禮儀上的不潔
[00:12:46.160 --> 00:12:48.160]  他不想碰到骯髒的東西
[00:12:48.160 --> 00:12:49.560]  面對不潔
[00:12:49.560 --> 00:12:51.760]  但你見到這個人躺在那裏
[00:12:51.760 --> 00:12:52.760]  重傷
[00:12:52.760 --> 00:12:54.760]  你走過不理他
[00:12:54.760 --> 00:12:59.560]  其實又道義上不仁
[00:12:59.560 --> 00:13:01.960]  他想到什麼絕世好橋呢
[00:13:01.960 --> 00:13:03.760]  你也想到的
[00:13:03.760 --> 00:13:06.360]  就是看不到 找路走
[00:13:06.360 --> 00:13:08.360]  有時看不到 聽不到
[00:13:08.360 --> 00:13:09.760]  就找路走
[00:13:09.760 --> 00:13:11.360]  不用面對
[00:13:11.360 --> 00:13:13.960]  那個利未人
[00:13:13.960 --> 00:13:16.360]  他也是這樣 找路走
[00:13:16.360 --> 00:13:17.960]  他不想得罪這個祭司
[00:13:17.960 --> 00:13:19.160]  大家走一條路
[00:13:19.160 --> 00:13:20.560]  都是那條路回家
[00:13:20.560 --> 00:13:24.760]  都是由耶路撒冷走到耶利哥
[00:13:24.760 --> 00:13:26.760]  祭司也沒有出手去救
[00:13:26.760 --> 00:13:29.160]  你出手是不是正義一點
[00:13:29.160 --> 00:13:33.360]  所以他也是跟隨他的祭司
[00:13:33.360 --> 00:13:35.760]  找路走
[00:13:35.760 --> 00:13:38.560]  其實在這裏你要看
[00:13:38.560 --> 00:13:40.360]  焦點在這兩個人
[00:13:40.360 --> 00:13:42.560]  是一個神職人員
[00:13:42.560 --> 00:13:44.960]  尊貴的聖職人員
[00:13:44.960 --> 00:13:47.560]  他們不是趕著去做什麼侍奉
[00:13:47.560 --> 00:13:49.760]  他是下班回家
[00:13:49.760 --> 00:13:51.960]  他真的下班回家
[00:13:51.960 --> 00:13:53.560]  但因為嫌麻煩
[00:13:53.560 --> 00:13:55.160]  怕冒險
[00:13:55.160 --> 00:13:56.360]  不想浪費時間
[00:13:56.360 --> 00:13:57.960]  就找路走
[00:13:57.960 --> 00:13:59.160]  我不知道我們有沒有試過
[00:13:59.160 --> 00:14:01.360]  有時我們見到別人有需要
[00:14:01.360 --> 00:14:04.760]  為何會嫌麻煩 當作看不到
[00:14:04.760 --> 00:14:07.560]  其實這些掙扎很容易
[00:14:07.560 --> 00:14:08.560]  你不要太苦惱
[00:14:08.560 --> 00:14:10.760]  你一定想得到
[00:14:10.760 --> 00:14:13.960]  我穿著高跟鞋的時候
[00:14:13.960 --> 00:14:17.760]  坐車也不想讓位
[00:14:17.760 --> 00:14:19.760]  Pastor Jim讀神學的時候
[00:14:19.760 --> 00:14:21.960]  我們聊天 他說有一次
[00:14:21.960 --> 00:14:24.160]  他去神學院上課
[00:14:24.160 --> 00:14:26.360]  沿途
[00:14:26.360 --> 00:14:28.160]  他看時間是遲到的
[00:14:28.160 --> 00:14:29.360]  所以他走得很快
[00:14:29.360 --> 00:14:30.560]  趕時間
[00:14:30.560 --> 00:14:34.160]  但他看見有個婆婆在他旁邊
[00:14:34.160 --> 00:14:35.360]  推著小車
[00:14:35.360 --> 00:14:38.760]  在運紙皮
[00:14:38.760 --> 00:14:40.560]  剎那間的掙扎就是
[00:14:40.560 --> 00:14:42.360]  幫不幫他推
[00:14:42.360 --> 00:14:43.960]  幫他推就遲到
[00:14:43.960 --> 00:14:46.960]  遲上加遲 即是大遲
[00:14:46.960 --> 00:14:50.160]  不幫他又很內疚
[00:14:50.160 --> 00:14:51.760]  這就是掙扎
[00:14:51.760 --> 00:14:54.760]  在你的生活裡總有一些時候
[00:14:54.760 --> 00:14:56.160]  你知道應該要做
[00:14:56.160 --> 00:14:57.760]  但你真的覺得嫌麻煩
[00:14:57.760 --> 00:15:00.560]  或者你不想做
[00:15:00.560 --> 00:15:03.560]  那種矛盾
[00:15:03.560 --> 00:15:05.760]  但這個撒瑪利亞人
[00:15:05.760 --> 00:15:07.560]  純粹因為憐憫的心
[00:15:07.560 --> 00:15:08.960]  他沒有計算那麼多
[00:15:08.960 --> 00:15:11.160]  他就去做了很多事情
[00:15:11.160 --> 00:15:13.560]  人的憐憫的心
[00:15:13.560 --> 00:15:16.760]  是要跨越一個心理障礙的
[00:15:16.760 --> 00:15:17.760]  為什麼這樣說呢
[00:15:17.760 --> 00:15:19.560]  因為在我們的成長裡
[00:15:19.560 --> 00:15:20.960]  特別我們這麼大的人
[00:15:20.960 --> 00:15:23.960]  我們習慣了有個自我保護機制
[00:15:23.960 --> 00:15:25.560]  是令自己舒服
[00:15:25.560 --> 00:15:27.160]  令自己開心
[00:15:27.160 --> 00:15:29.960]  令自己有好處
[00:15:29.960 --> 00:15:31.560]  保護自己
[00:15:31.560 --> 00:15:34.960]  所以當一個憐憫的心
[00:15:34.960 --> 00:15:36.160]  來到的時候
[00:15:36.160 --> 00:15:37.960]  其實我們某程度要放下
[00:15:37.960 --> 00:15:41.560]  放開我們自己的自我保護機制
[00:15:41.560 --> 00:15:43.560]  在一個真實的處境裡
[00:15:43.560 --> 00:15:45.160]  才能夠真正考驗到
[00:15:45.160 --> 00:15:46.760]  我們有憐憫的心
[00:15:46.760 --> 00:15:48.560]  去到哪個位置
[00:15:48.560 --> 00:15:50.360]  即是你知道的東西
[00:15:50.360 --> 00:15:51.360]  是知道的
[00:15:51.360 --> 00:15:52.960]  但在真實處境裡
[00:15:52.960 --> 00:15:55.360]  你第一時間的反應
[00:15:55.360 --> 00:15:58.160]  是否你知道的東西是一樣的呢
[00:15:58.160 --> 00:15:59.560]  其實有時候是未必的
[00:15:59.560 --> 00:16:01.160]  我給大家一個例子
[00:16:01.160 --> 00:16:03.560]  如果你在街上行走
[00:16:03.560 --> 00:16:05.360]  或者站著等人
[00:16:05.360 --> 00:16:08.960]  你見到兩位女士打架
[00:16:08.960 --> 00:16:10.760]  你的反應是怎樣的呢
[00:16:10.760 --> 00:16:13.160]  兩位女士打架
[00:16:13.160 --> 00:16:17.360]  你會馬上短片直播
[00:16:17.360 --> 00:16:19.360]  還是你會報警
[00:16:19.360 --> 00:16:21.560]  還是你會上前勸架
[00:16:21.560 --> 00:16:23.760]  還是你快點走開
[00:16:23.760 --> 00:16:25.960]  你會怎樣呢
[00:16:25.960 --> 00:16:28.560]  這就是一個挑戰
[00:16:28.560 --> 00:16:30.560]  在故事裡我們會問
[00:16:30.560 --> 00:16:33.960]  究竟耶穌為何要把兩個神職人員
[00:16:33.960 --> 00:16:35.160]  祭司利美人
[00:16:35.160 --> 00:16:36.960]  一個這麼尊貴的人
[00:16:36.960 --> 00:16:39.360]  去跟一個撒瑪利亞人比較
[00:16:39.360 --> 00:16:42.960]  我們說撒瑪利亞人是猶太人最鄙視的人
[00:16:42.960 --> 00:16:44.160]  為什麼呢
[00:16:44.160 --> 00:16:46.960]  血緣上他們是襲了外族的人
[00:16:46.960 --> 00:16:48.160]  亡國的時候
[00:16:48.160 --> 00:16:49.160]  亞述大鬥亂
[00:16:49.160 --> 00:16:51.760]  把其他的民族一起駐
[00:16:51.760 --> 00:16:55.160]  他們是一個混種的後代
[00:16:55.160 --> 00:16:58.760]  宗教上他們跟隨外族拜偶像
[00:16:58.760 --> 00:17:00.160]  所以亂七八糟
[00:17:00.160 --> 00:17:01.760]  歷來在他們歷史裡
[00:17:01.760 --> 00:17:04.160]  他們覺得撒瑪利亞人
[00:17:04.160 --> 00:17:06.960]  就是一些不純正
[00:17:06.960 --> 00:17:12.560]  骯髒的支派
[00:17:12.560 --> 00:17:13.960]  如果有句說話
[00:17:13.960 --> 00:17:15.360]  你會更加明白
[00:17:15.360 --> 00:17:17.160]  就是猶太人有句說話是
[00:17:17.160 --> 00:17:19.560]  撒瑪利亞人的餅
[00:17:19.560 --> 00:17:24.160]  比起豬肉更加骯髒
[00:17:24.160 --> 00:17:25.160]  豬肉你知道
[00:17:25.160 --> 00:17:27.560]  在猶太人來說豬肉是不潔的
[00:17:27.560 --> 00:17:29.560]  但是他說這個不潔的豬肉
[00:17:29.560 --> 00:17:32.160]  比起撒瑪利亞人的餅
[00:17:32.160 --> 00:17:32.960]  更加好一點
[00:17:32.960 --> 00:17:33.960]  更加乾淨
[00:17:33.960 --> 00:17:35.160]  可想而知
[00:17:35.160 --> 00:17:37.760]  他們怎樣去看撒瑪利亞人
[00:17:37.760 --> 00:17:39.960]  但是撒瑪利亞人
[00:17:39.960 --> 00:17:42.760]  就在這個故事裡做了很多事
[00:17:42.760 --> 00:17:45.560]  這是一個很大的諷刺和對比
