
[00:00:00.000 --> 00:00:05.000]  今天我分享的經文是在《賈乃塔書》第一章第十一節到二十四節
[00:03:00.000 --> 00:03:04.000]  在問候之後就爲加拿大教會去感恩
[00:03:04.000 --> 00:03:09.000]  而是開門見善地指出加拿大教會的問題
[00:03:09.000 --> 00:03:13.000]  我們可以想象保羅他是多麼地失望
[00:03:13.000 --> 00:03:16.000]  也是非常地焦急
[00:03:16.000 --> 00:03:20.000]  要說出關於耶穌基督福音事情的真相
[00:03:20.000 --> 00:03:25.000]  幫助加拿大信徒由別的福音重會正軌
[00:03:25.000 --> 00:03:31.000]  因爲當時加拿大的信徒被猶太化的基督徒影響
[00:03:31.000 --> 00:03:35.000]  有機會發生剛纔分享的事情一樣
[00:03:35.000 --> 00:03:38.000]  在硬性誠意的信仰上面
[00:03:38.000 --> 00:03:43.000]  添加了一些影響信仰純正的事情進去
[00:03:43.000 --> 00:03:47.000]  現在讓我們從這個關於保羅信仰開頭的經文裏面
[00:03:47.000 --> 00:03:50.000]  去了解真正福音的人頭
[00:03:50.000 --> 00:03:57.000]  讓我們一生都能夠信靠這個能夠領人初始入聖的福音
[00:03:57.000 --> 00:04:00.000]  第一點我希望跟大家分享的是
[00:04:00.000 --> 00:04:04.000]  耶穌基督的福音第十一節到十二節裏面
[00:04:04.000 --> 00:04:06.000]  我們請念好嗎
[00:04:06.000 --> 00:04:08.000]  第十一節到十二節
[00:04:08.000 --> 00:04:13.000]  讓人知道我所傳的福音
[00:04:13.000 --> 00:04:15.000]  並不是教的人的遺失
[00:04:15.000 --> 00:04:19.000]  因爲這福音我不是從人領受的
[00:04:19.000 --> 00:04:21.000]  也不是人教到我的
[00:04:21.000 --> 00:04:25.000]  而是藉着耶穌基督的啓示來的
[00:04:25.000 --> 00:04:26.000]  好謝謝
[00:04:26.000 --> 00:04:29.000]  保羅在加泰書一開始的經文裏面
[00:04:29.000 --> 00:04:32.000]  就宣稱他所傳的福音是唯一的福音
[00:04:32.000 --> 00:04:37.000]  任何與他所傳的不同的根本就不是福音
[00:04:37.000 --> 00:04:40.000]  全的人也受到咒誅
[00:04:40.000 --> 00:04:43.000]  原因是福音的來源的問題
[00:04:43.000 --> 00:04:48.000]  保羅在第十一節到十二節說
[00:04:48.000 --> 00:04:51.000]  我所傳的福音並不是教人的遺失
[00:04:51.000 --> 00:04:55.000]  也不是從人領受或者從別人教到他的
[00:04:55.000 --> 00:04:59.000]  而是單單的藉着耶穌基督的啓示來的
[00:04:59.000 --> 00:05:01.000]  按照經文的遺失很明顯
[00:05:01.000 --> 00:05:06.000]  我們可以看到福音不應該是屬於人的道理
[00:05:06.000 --> 00:05:10.000]  就好像是道成肉身跟死離復活的事情
[00:05:10.000 --> 00:05:14.000]  根本是不可以用一些人間的常理
[00:05:14.000 --> 00:05:19.000]  生物學、醫學、物理學等等來明白
[00:05:19.000 --> 00:05:21.000]  單單是信信的功課
[00:05:21.000 --> 00:05:24.000]  另外福音也不是屬於人的授權
[00:05:24.000 --> 00:05:29.000]  信主的開始是個人跟神之間的事情
[00:05:29.000 --> 00:05:32.000]  如果有任何的牧師和信徒跟你講
[00:05:32.000 --> 00:05:37.000]  要得到他們的許可你纔可以信耶穌
[00:05:37.000 --> 00:05:40.000]  我想那個並不是基督教
[00:05:40.000 --> 00:05:43.000]  這也同樣的表示你信耶穌的決定
[00:05:43.000 --> 00:05:47.000]  不應該是由問親人和朋友的意見才決定
[00:05:47.000 --> 00:05:51.000]  應該是你自己跟神之間的決定
[00:05:51.000 --> 00:05:54.000]  另外也表明福音
[00:05:54.000 --> 00:05:58.000]  也不是從人間道理所領悟出來的一個新的道理
[00:05:58.000 --> 00:06:01.000]  我們教會基因會團們談
[00:06:01.000 --> 00:06:04.000]  在8月的時候有一個公開學道辦
[00:06:04.000 --> 00:06:07.000]  裏面談了很多其他不同的宗教
[00:06:07.000 --> 00:06:12.000]  特別有一個讓我深刻的是談到道教裏面
[00:06:12.000 --> 00:06:17.000]  那個人是叫人去寫福
[00:06:17.000 --> 00:06:20.000]  然後他自己講的時候他自己也笑了
[00:06:20.000 --> 00:06:23.000]  播那個YouTube上面看到
[00:06:23.000 --> 00:06:25.000]  然後我們的弟兄姐妹都笑了
[00:06:25.000 --> 00:06:28.000]  我想這個全都是聽完之後
[00:06:28.000 --> 00:06:31.000]  我覺得全都是他自己想出來的事情
[00:06:31.000 --> 00:06:36.000]  所以我就想如果我再真的約他再做一次訪問
[00:06:36.000 --> 00:06:40.000]  我覺得他講的可能跟那個YouTube裏面內容會不同的
[00:06:40.000 --> 00:06:43.000]  因爲他可能每次講的都會不同的
[00:06:43.000 --> 00:06:44.000]  內容也會不同
[00:06:44.000 --> 00:06:48.000]  但是每一個教主都說自己得到神的啓示
[00:06:48.000 --> 00:06:51.000]  那些異端也是啊
[00:06:51.000 --> 00:06:54.000]  東方響電的教主也說自己是幕後的女基督
[00:06:54.000 --> 00:06:56.000]  是從神而來的啓示
[00:06:56.000 --> 00:06:58.000]  由聖經至此
[00:06:58.000 --> 00:07:02.000]  那爲什麼聖經紀律保羅得到的啓示是從神而來的
[00:07:02.000 --> 00:07:05.000]  是真理和能夠拯救我們的福音呢
[00:07:05.000 --> 00:07:10.000]  讓我們一次回看保羅饋轉信主的經歷
[00:07:10.000 --> 00:07:14.000]  在使徒行傳第九章第一節到二十二節
[00:07:14.000 --> 00:07:18.000]  清楚的記錄保羅他饋轉的經過
[00:07:18.000 --> 00:07:21.000]  保羅他出生於一個猶太教的名門加瑪列
[00:07:21.000 --> 00:07:25.000]  是一個迫害基督徒的猶太教徒
[00:07:25.000 --> 00:07:30.000]  正當保羅他準備好到大智師那裏去拿那個
[00:07:30.000 --> 00:07:35.000]  系拿基督徒的信書信的時候
[00:07:35.000 --> 00:07:38.000]  保羅他在往大麻市閣的路上
[00:07:38.000 --> 00:07:41.000]  夫人有光從天上面向他叫聖
[00:07:41.000 --> 00:07:45.000]  然後保羅他撲倒在地
[00:07:45.000 --> 00:07:47.000]  聽到有把聲音向他講
[00:07:47.000 --> 00:07:50.000]  掃羅掃羅你爲什麼迫害我呢
[00:07:50.000 --> 00:07:52.000]  保羅問他你是誰啊
[00:07:52.000 --> 00:07:56.000]  那聲音就說我是你所迫害的耶穌
[00:07:56.000 --> 00:08:00.000]  和保羅同行的人也聽見聲音
[00:08:00.000 --> 00:08:03.000]  下到霧燈口袋
[00:08:03.000 --> 00:08:05.000]  然後保羅他睜開眼
[00:08:05.000 --> 00:08:07.000]  他什麼都看不見
[00:08:07.000 --> 00:08:09.000]  同行的人帶他到大麻市閣
[00:08:09.000 --> 00:08:12.000]  然後主藉着衣箱
[00:08:12.000 --> 00:08:15.000]  吩咐亞拉利亞爲保羅按手
[00:08:15.000 --> 00:08:17.000]  不但使他能再見
[00:08:17.000 --> 00:08:18.000]  再看見
[00:08:18.000 --> 00:08:20.000]  還有他被聖靈充滿了
[00:08:20.000 --> 00:08:22.000]  跟着他叫保羅
[00:08:22.000 --> 00:08:25.000]  你是我拯救的性命
[00:08:25.000 --> 00:08:27.000]  爲要把我的名傳給外邦人
[00:08:27.000 --> 00:08:31.000]  還有你必須要爲我的名受許多的苦
[00:08:31.000 --> 00:08:36.000]  然後掃羅眼裏有靈障的東西掉下來
[00:08:36.000 --> 00:08:38.000]  他能夠再次看見
[00:08:38.000 --> 00:08:40.000]  然後他受了洗
[00:08:40.000 --> 00:08:42.000]  聖經繼續的紀律
[00:08:42.000 --> 00:08:46.000]  他跟大麻市閣的門徒一同住了幾天
[00:08:46.000 --> 00:08:50.000]  然後他就在各會堂傳掌耶穌
[00:08:50.000 --> 00:08:53.000]  說耶穌就是神的兒子
[00:08:53.000 --> 00:08:54.000]  從前的保羅
[00:08:54.000 --> 00:08:57.000]  他是成長在猶太教名門的環境
[00:08:57.000 --> 00:09:00.000]  他受到嚴厲的律法主義影響
[00:09:00.000 --> 00:09:03.000]  成爲了一個反對基督徒的領袖
[00:09:03.000 --> 00:09:05.000]  更加可以說是一股勢力
[00:09:05.000 --> 00:09:08.000]  我相信能夠讓保羅從這個情況
[00:09:08.000 --> 00:09:13.000]  而逆轉成一個爲主受苦順服的使徒
[00:09:13.000 --> 00:09:15.000]  一定不是自自然然的
[00:09:15.000 --> 00:09:17.000]  從猶太教的道理裏面
[00:09:17.000 --> 00:09:21.000]  可以領悟的實事情或者新的道理
[00:09:21.000 --> 00:09:25.000]  也不是藉助其他的使徒的能力或者教導
[00:09:25.000 --> 00:09:29.000]  因爲他還沒跟耶路撒冷的使徒會面
[00:09:29.000 --> 00:09:33.000]  他生命的逆轉是來自神自己的啓示
[00:09:33.000 --> 00:09:36.000]  創造天地神願意施恩給保羅
[00:09:36.000 --> 00:09:38.000]  減省他做使徒
[00:09:38.000 --> 00:09:41.000]  以神基介入保羅的生命
[00:09:41.000 --> 00:09:43.000]  讓他能夠痛改前非
[00:09:43.000 --> 00:09:49.000]  迴轉來實現神對外邦人的救恩計劃
[00:09:49.000 --> 00:09:51.000]  因爲在當時來講
[00:09:51.000 --> 00:09:54.000]  新約的啓示還沒有完整
[00:09:54.000 --> 00:09:57.000]  所以這個是神需要集結
[00:09:57.000 --> 00:10:00.000]  呼叫他的僕人去做的事情
[00:10:00.000 --> 00:10:04.000]  然後我們也知道保羅他寫成了十三封新約裏面的書信
[00:10:04.000 --> 00:10:08.000]  成爲一個在新約裏面很有影響力的作者
[00:10:08.000 --> 00:10:11.000]  現在聖經的啓示已經完整了
[00:10:11.000 --> 00:10:13.000]  有教約跟新約
[00:10:13.000 --> 00:10:16.000]  我們相信我們信主的經歷
[00:10:16.000 --> 00:10:19.000]  雖然沒有好像保羅的那麼震撼
[00:10:19.000 --> 00:10:21.000]  沒有那麼厲害的經歷
[00:10:21.000 --> 00:10:23.000]  但是我可以告訴你
[00:10:23.000 --> 00:10:26.000]  如果你是一個真心悔改的信徒
[00:10:26.000 --> 00:10:29.000]  當我們回想過去我們怎樣信耶穌
[00:10:29.000 --> 00:10:32.000]  現在怎樣每一天依靠耶穌
[00:10:32.000 --> 00:10:36.000]  以仰望耶穌他再來的盼望來生活的時候
[00:10:36.000 --> 00:10:41.000]  我相信每一天你不用去求其他震撼的經歷
[00:10:41.000 --> 00:10:45.000]  也能夠跟保羅一樣有同樣的震撼
[00:10:45.000 --> 00:10:48.000]  生命同樣的出現逆轉的改變
[00:10:48.000 --> 00:10:53.000]  因爲我們今天每一個人之所以能夠信耶穌基督
[00:10:53.000 --> 00:10:57.000]  都是經歷着跟保羅所經歷的同一個源頭的事情
[00:10:57.000 --> 00:11:01.000]  就是神的兒子耶穌基督爲人類的罪
[00:11:01.000 --> 00:11:03.000]  罪被釘在十字架下面
[00:11:03.000 --> 00:11:05.000]  受死埋葬復活
[00:11:05.000 --> 00:11:07.000]  還有藉着聖靈的能力
[00:11:07.000 --> 00:11:11.000]  天天的時時刻刻的跟我們在一起
[00:11:11.000 --> 00:11:14.000]  這個單單從耶穌基督而來的福音
[00:11:14.000 --> 00:11:17.000]  真真實實的領導我們每一個人的生命
[00:11:17.000 --> 00:11:18.000]  改變我們
[00:11:18.000 --> 00:11:20.000]  也加力量給我們
[00:11:20.000 --> 00:11:23.000]  能夠活出在基督裏的自由
[00:11:23.000 --> 00:11:26.000]  讓我們能夠傳揚耶穌基督的福音
[00:11:26.000 --> 00:11:28.000]  我舉一個例子
[00:11:28.000 --> 00:11:34.000]  就是日本的教會的情況其實很特別的
[00:11:34.000 --> 00:11:35.000]  他們的教會
[00:11:35.000 --> 00:11:36.000]  他們的信徒
[00:11:36.000 --> 00:11:39.000]  深深的被他們的文化影響
[00:11:39.000 --> 00:11:42.000]  如果大家有到過日本的時候
[00:11:42.000 --> 00:11:44.000]  你們就知道他們的人很有禮貌
[00:11:44.000 --> 00:11:46.000]  非常的有禮貌
[00:11:46.000 --> 00:11:49.000]  他們就是不喜歡阻礙人的
[00:11:49.000 --> 00:11:52.000]  做任何事情都不希望影響到別人的
[00:11:52.000 --> 00:11:54.000]  所以我有一個經歷
[00:11:54.000 --> 00:11:59.000]  就是我跟日本教會的牧師去傳福音
[00:11:59.000 --> 00:12:00.000]  跟師母去傳福音
[00:12:00.000 --> 00:12:02.000]  到東京大學裏面
[00:12:02.000 --> 00:12:04.000]  然後我跟他們看到
[00:12:04.000 --> 00:12:07.000]  有一個學生好像很邪的
[00:12:07.000 --> 00:12:09.000]  然後我們就走過去
[00:12:09.000 --> 00:12:11.000]  然後走到中途的時候
[00:12:11.000 --> 00:12:12.000]  牧師跟師母說
[00:12:12.000 --> 00:12:14.000]  好像不好意思
[00:12:14.000 --> 00:12:17.000]  不要影響他的那些
[00:12:17.000 --> 00:12:18.000]  好
[00:12:18.000 --> 00:12:21.000]  那我就說我們找其他的人
[00:12:21.000 --> 00:12:24.000]  然後找其他有個男的坐在那邊
[00:12:24.000 --> 00:12:26.000]  那個風景很漂亮的
[00:12:26.000 --> 00:12:29.000]  是個很好的傳福音的機會
[00:12:29.000 --> 00:12:31.000]  然後我說那個好不好
[00:12:31.000 --> 00:12:33.000]  然後那個牧師跟我講
[00:12:33.000 --> 00:12:35.000]  好像好像有東西在做
[00:12:35.000 --> 00:12:39.000]  不要阻他
[00:12:39.000 --> 00:12:40.000]  好
[00:12:40.000 --> 00:12:42.000]  我忍
[00:12:42.000 --> 00:12:44.000]  然後我在
[00:12:44.000 --> 00:12:47.000]  第三個也是差不多的情況
[00:12:47.000 --> 00:12:48.000]  然後第四個
[00:12:48.000 --> 00:12:51.000]  我看到有個男生
[00:12:51.000 --> 00:12:54.000]  坐在那個很漂亮的大樹下面
[00:12:54.000 --> 00:12:56.000]  有風吹的很舒服的
[00:12:56.000 --> 00:12:59.000]  然後我希望走進去
[00:12:59.000 --> 00:13:00.000]  聲音有感動給我
[00:13:00.000 --> 00:13:02.000]  然後我跟那牧師講
[00:13:02.000 --> 00:13:03.000]  好不好
[00:13:03.000 --> 00:13:04.000]  那個牧師跟我講
[00:13:04.000 --> 00:13:08.000]  好像那是不想去的
[00:13:08.000 --> 00:13:10.000]  然後我跟他們說
[00:13:10.000 --> 00:13:11.000]  好
[00:13:11.000 --> 00:13:13.000]  我先去跟他們開一個話題
[00:13:13.000 --> 00:13:15.000]  然後你們覺得安心了
[00:13:15.000 --> 00:13:16.000]  你們就過來了
[00:13:16.000 --> 00:13:17.000]  好
[00:13:17.000 --> 00:13:18.000]  我就交給你了
[00:13:18.000 --> 00:13:21.000]  那我走到那個男生的旁邊
[00:13:21.000 --> 00:13:22.000]  跟他講了
[00:13:22.000 --> 00:13:23.000]  我用英文跟他講
[00:13:23.000 --> 00:13:25.000]  也用點點的日本語跟他講
[00:13:25.000 --> 00:13:26.000]  然後講了
[00:13:26.000 --> 00:13:27.000]  我是從香港來的
[00:13:27.000 --> 00:13:29.000]  我希望瞭解
[00:13:29.000 --> 00:13:31.000]  東京的年輕人的情況
[00:13:31.000 --> 00:13:32.000]  然後慢慢慢慢
[00:13:32.000 --> 00:13:33.000]  我看到了
[00:13:33.000 --> 00:13:35.000]  那個牧師慢慢的走過來
[00:13:35.000 --> 00:13:37.000]  然後他也沒有開聲
[00:13:37.000 --> 00:13:40.000]  然後我跟那個男生坐在旁邊
[00:13:40.000 --> 00:13:41.000]  談的差不多時候
[00:13:41.000 --> 00:13:43.000]  然後我就跟着那個男生說
[00:13:43.000 --> 00:13:45.000]  他是那個日本人的牧師
[00:13:45.000 --> 00:13:46.000]  你可以跟他講一些問題
[00:13:46.000 --> 00:13:49.000]  有信仰上面的問題的時候
[00:13:49.000 --> 00:13:50.000]  就跟他講了
[00:13:50.000 --> 00:13:51.000]  就好了
[00:13:51.000 --> 00:13:53.000]  他纔開始說話
[00:13:53.000 --> 00:13:54.000]  我想就是那個
[00:13:54.000 --> 00:13:57.000]  他是那個教會的主任牧師
[00:13:57.000 --> 00:14:00.000]  我想如果那個文化影響
[00:14:00.000 --> 00:14:01.000]  如果信徒以後
[00:14:01.000 --> 00:14:05.000]  你也不願意去改變的時候
[00:14:05.000 --> 00:14:07.000]  那福音很難傳開
[00:14:07.000 --> 00:14:11.000]  福音就是要阻擋別人
[00:14:11.000 --> 00:14:13.000]  繼續在罪裏面生活
[00:14:13.000 --> 00:14:15.000]  就一定會有那個阻礙在裏面
[00:14:15.000 --> 00:14:17.000]  一定會有影響在裏面
[00:14:17.000 --> 00:14:19.000]  所以如果日本繼續的
[00:14:19.000 --> 00:14:21.000]  被這次文化影響
[00:14:21.000 --> 00:14:24.000]  我想真的很難的把福音傳開
[00:14:24.000 --> 00:14:26.000]  另外他們一些制度的問題
[00:14:26.000 --> 00:14:28.000]  就是魁元祭
[00:14:28.000 --> 00:14:30.000]  他們的教會很多是魁元祭的
[00:14:30.000 --> 00:14:31.000]  就是有一次我帶那個
[00:14:31.000 --> 00:14:34.000]  華陽教會的一些小孩
[00:14:34.000 --> 00:14:35.000]  因爲華陽教會沒有那麼多的
[00:14:35.000 --> 00:14:36.000]  好的老師
[00:14:36.000 --> 00:14:38.000]  我說帶那些小孩到
[00:14:38.000 --> 00:14:40.000]  那個日本教會
[00:14:40.000 --> 00:14:43.000]  那個兒童主義學裏面去上課
[00:14:43.000 --> 00:14:44.000]  然後帶他們去的時候
[00:14:44.000 --> 00:14:46.000]  帶了大概四十五次
[00:14:46.000 --> 00:14:50.000]  然後那個日本教會的牧師跟我講
[00:14:50.000 --> 00:14:53.000]  其實他們的父母是在那裏聚會
[00:14:53.000 --> 00:14:54.000]  是不是基督徒
[00:14:54.000 --> 00:14:55.000]  我跟他們說
[00:14:55.000 --> 00:14:58.000]  他們的父母很多年之前
[00:14:58.000 --> 00:14:59.000]  已經是基督徒了
[00:14:59.000 --> 00:15:00.000]  在中國已經是
[00:15:00.000 --> 00:15:02.000]  他們現在在日本生活也是基督徒
[00:15:02.000 --> 00:15:03.000]  他們每一個禮拜
[00:15:03.000 --> 00:15:05.000]  也有到教會里面
[00:15:05.000 --> 00:15:07.000]  是很好的教會里面的領袖
[00:15:07.000 --> 00:15:09.000]  然後那牧師跟我講
[00:15:09.000 --> 00:15:11.000]  那可不可以叫他們來我們教會
[00:15:11.000 --> 00:15:14.000]  去做會員
[00:15:14.000 --> 00:15:16.000]  如果不是這樣做
[00:15:16.000 --> 00:15:18.000]  我們很難再繼續的去幫助你們
[00:15:18.000 --> 00:15:20.000]  去教你們的孩子
[00:15:20.000 --> 00:15:21.000]  就是這個情況
[00:15:21.000 --> 00:15:23.000]  日本很多的教會都是
[00:15:23.000 --> 00:15:25.000]  其實都有這些會員的基督在裏面
[00:15:25.000 --> 00:15:27.000]  會員的基督在裏面
[00:15:27.000 --> 00:15:28.000]  所以這個
[00:15:28.000 --> 00:15:30.000]  但是這個制度就是他們
[00:15:30.000 --> 00:15:35.000]  每個地方都是走這個制度
[00:15:35.000 --> 00:15:37.000]  好像你買東西去shopping
[00:15:37.000 --> 00:15:39.000]  就是這樣的
[00:15:39.000 --> 00:15:40.000]  他們你做他們的會員
[00:15:40.000 --> 00:15:42.000]  你就有那個discount
[00:15:42.000 --> 00:15:43.000]  就是這樣的
[00:15:43.000 --> 00:15:44.000]  所以他們
[00:15:44.000 --> 00:15:48.000]  如果這個會員記的問題
[00:15:48.000 --> 00:15:50.000]  不好好的去理解的時候
[00:15:50.000 --> 00:15:52.000]  就會出現這個問題
[00:15:52.000 --> 00:15:54.000]  讓不同的教會
[00:15:54.000 --> 00:15:56.000]  他們有不同的誤會在裏面
[00:15:56.000 --> 00:15:58.000]  然後他們的講道
[00:15:58.000 --> 00:15:59.000]  很多時候都是一些
[00:15:59.000 --> 00:16:03.000]  很系統神學的方式的講道
[00:16:03.000 --> 00:16:06.000]  就好像是研究神
[00:16:06.000 --> 00:16:08.000]  多於聆聽神的話語
[00:16:08.000 --> 00:16:10.000]  我在那邊
[00:16:10.000 --> 00:16:11.000]  日本教會幫手
[00:16:11.000 --> 00:16:13.000]  大概有九個月的時間
[00:16:13.000 --> 00:16:16.000]  我每一個禮拜聽他們講道
[00:16:16.000 --> 00:16:18.000]  就好像是一些圈道而已
[00:16:18.000 --> 00:16:20.000]  也不是
[00:16:20.000 --> 00:16:23.000]  也沒有好好地講到罪的問題
[00:16:23.000 --> 00:16:26.000]  我聽一個在華人教會的弟兄姐妹說
[00:16:26.000 --> 00:16:29.000]  他的兒女在日本中學
[00:16:29.000 --> 00:16:30.000]  基督教的中學上課
[00:16:30.000 --> 00:16:32.000]  然後他們六年之間
[00:16:32.000 --> 00:16:34.000]  也沒有聽過什麼是地獄
[00:16:34.000 --> 00:16:36.000]  什麼是罪的問題也沒有講
[00:16:36.000 --> 00:16:38.000]  這是因爲他們覺得
[00:16:38.000 --> 00:16:42.000]  講這些可能會讓人感到不舒服
[00:16:42.000 --> 00:16:47.000]  那麼他們就很想去講這些話題
[00:16:47.000 --> 00:16:48.000]  所以在這裏
[00:16:48.000 --> 00:16:50.000]  我希望弟兄姐妹如果
[00:16:50.000 --> 00:16:52.000]  我們的信仰組織以後
[00:16:52.000 --> 00:16:57.000]  我們繼續地被一些文化去影響我們的
[00:16:57.000 --> 00:17:00.000]  而且這些文化不是從聖經裏面來的
[00:17:00.000 --> 00:17:03.000]  我想我們的信仰很難再前進
[00:17:03.000 --> 00:17:04.000]  所以我希望弟兄姐妹能夠思想一下
[00:17:04.000 --> 00:17:07.000]  你們信主以後的生命有沒有改變
[00:17:07.000 --> 00:17:11.000]  你的思想跟生活的方式有改變嗎
[00:17:11.000 --> 00:17:14.000]  還是你信主以後也是浮浮沉沉的
[00:17:14.000 --> 00:17:18.000]  繼續地被過往的生活成累
[00:17:18.000 --> 00:17:21.000]  繼續地被過往的思想所影響
[00:17:21.000 --> 00:17:25.000]  讓我們不能夠活出在基督裏面的自由
[00:17:25.000 --> 00:17:28.000]  來承擔福音帶來的使命
[00:17:28.000 --> 00:17:31.000]  所以第二點我希望跟大家分享的就是
[00:17:31.000 --> 00:17:33.000]  福音帶來的使命
[00:17:33.000 --> 00:17:37.000]  希望大家能夠幫我念第十三節到十七節好嗎
[00:17:37.000 --> 00:17:40.000]  十三節到十七節
[00:17:40.000 --> 00:17:45.000]  你們聽過我從前在猶太教中所行的
[00:17:45.000 --> 00:17:48.000]  怎樣激勵不過傳太神的教會
[00:17:48.000 --> 00:17:54.000]  怎樣在猶太教中比許多本族同輩的人更激進
[00:17:54.000 --> 00:17:58.000]  爲我祖先的傳統奮外熱心
[00:17:58.000 --> 00:18:03.000]  然而當我在無辜中就把我分別出來
[00:18:03.000 --> 00:18:06.000]  又用他的恩賞照我的那一尾
[00:18:06.000 --> 00:18:10.000]  樂意把自己的兒子啓示給我
[00:18:10.000 --> 00:18:14.000]  使我可以在外族人中傳揚他
[00:18:14.000 --> 00:18:17.000]  我之後沒有和任何人分享
[00:18:17.000 --> 00:18:22.000]  也沒有向耶路撒冷見那些比我先做使徒的
[00:18:22.000 --> 00:18:24.000]  卻去了亞拉國
[00:18:24.000 --> 00:18:27.000]  然後再回到大馬士革
[00:18:27.000 --> 00:18:28.000]  好 謝謝
[00:18:28.000 --> 00:18:31.000]  在經文裏面我們可以更清楚地看到保羅
[00:18:31.000 --> 00:18:33.000]  饋轉前後的分別
[00:18:33.000 --> 00:18:36.000]  從前的他在猶太教中所行的
[00:18:36.000 --> 00:18:38.000]  迫害基督徒的事情
[00:18:38.000 --> 00:18:43.000]  全部的熱心都是爲了他自己的祖先的傳統
[00:18:43.000 --> 00:18:45.000]  這是爲了討好人而做的事情
[00:18:45.000 --> 00:18:48.000]  到後來他放棄
[00:18:48.000 --> 00:18:50.000]  先前從祖宗所學的
[00:18:50.000 --> 00:18:56.000]  那個支持他人生的自私熱心所經營的一切
[00:18:56.000 --> 00:18:59.000]  饋獎新高耶穌基督的福音
[00:18:59.000 --> 00:19:03.000]  因爲這福音是從神而來的
[00:19:03.000 --> 00:19:04.000]  是神揀選他
[00:19:04.000 --> 00:19:09.000]  並且讓保羅認識關於耶穌基督的事情
[00:19:09.000 --> 00:19:12.000]  保羅在十五節這裏說到
[00:19:12.000 --> 00:19:16.000]  自己在五福裏被分別出來
[00:19:16.000 --> 00:19:18.000]  神的恩教領導他
[00:19:18.000 --> 00:19:22.000]  是要進一步地說明
[00:19:22.000 --> 00:19:26.000]  保羅他已經找回神對他的計劃
[00:19:26.000 --> 00:19:30.000]  所以他所做的不是從人而來的
[00:19:30.000 --> 00:19:32.000]  他的回應是對看
[00:19:32.000 --> 00:19:35.000]  當時毀榜他的一羣
[00:19:35.000 --> 00:19:39.000]  把律例、禮儀、節旗、貴條
