
[00:00:00.000 --> 00:00:03.500]  好 各位主內 親愛的弟兄姊妹 平安
[00:04:52.500 --> 00:04:54.500]  這是我給的一個名詞
[00:04:54.500 --> 00:04:56.500]  如果真知道這個道理的話
[00:04:56.500 --> 00:04:59.500]  那這個人最合宜的反應應該是什麼呢
[00:04:59.500 --> 00:05:05.500]  以撒亞版本 禍災 我有禍了 我滅亡了
[00:05:05.500 --> 00:05:07.500]  或者他提到的是大衛的版本
[00:05:07.500 --> 00:05:11.500]  對不起 是耶利哥盲人的版本
[00:05:11.500 --> 00:05:17.500]  說大衛的子孫耶穌啊 可憐我吧
[00:05:17.500 --> 00:05:23.500]  或者說彼得的版本 主啊 離開我 我是個罪人
[00:05:23.500 --> 00:05:26.500]  或者是少年關這個故事當中 門徒們的版本
[00:05:26.500 --> 00:05:30.500]  這樣誰能得救呢
[00:05:30.500 --> 00:05:33.500]  這是一個正確的回應對不對
[00:05:33.500 --> 00:05:37.500]  律法是不可能完全被人遵守的
[00:05:37.500 --> 00:05:41.500]  所以從律法得永生這條路呢
[00:05:41.500 --> 00:05:44.500]  是沒有人自己走得通的
[00:05:44.500 --> 00:05:46.500]  如果果真有這樣的認識
[00:05:46.500 --> 00:05:53.500]  想必耶穌會說不要怕 小子你的信救了你
[00:05:53.500 --> 00:05:57.500]  遺憾的事情是事情並沒有這樣的發展
[00:05:57.500 --> 00:06:00.500]  律法師問了另外的一個問題
[00:06:00.500 --> 00:06:04.500]  誰是我的靈舍呢
[00:06:04.500 --> 00:06:07.500]  大概他覺得他自己太夠愛神了
[00:06:07.500 --> 00:06:10.500]  所以人口中所說的往往是
[00:06:10.500 --> 00:06:13.500]  不經然的就把他心裡所想的表達出來了
[00:06:13.500 --> 00:06:16.500]  所以路加在這裡又披露了他的動機
[00:06:16.500 --> 00:06:23.500]  他說他要顯明自己有理二十九節
[00:06:23.500 --> 00:06:27.500]  這位律法師讓我們看到他實在是一個非常驕傲的人
[00:06:27.500 --> 00:06:31.500]  這也是路加想呈現出來的這樣的一個形象
[00:06:31.500 --> 00:06:35.500]  他不僅是明知故問 而且是自以為是
[00:06:35.500 --> 00:06:39.500]  顯然他有把握自己知道答案的
[00:06:39.500 --> 00:06:42.500]  一般猶太人是什麼樣的一個答案呢
[00:06:42.500 --> 00:06:46.500]  誰是我們的靈舍 誰是我的靈舍呢
[00:06:46.500 --> 00:06:51.500]  同族是靈 愛你的靈舍 愛你的族人
[00:06:51.500 --> 00:06:55.500]  這恐怕是當時猶太人的一個共識
[00:06:55.500 --> 00:06:59.500]  大家要知道一旦成為共識 大家就不會質疑他
[00:06:59.500 --> 00:07:02.500]  這是一個不言而喻的東西
[00:07:02.500 --> 00:07:05.500]  但是注意共識不見得是真理
[00:07:05.500 --> 00:07:10.500]  共識只是一個民族一個文化一個地方的一個大家的一個
[00:07:10.500 --> 00:07:15.500]  人們往往用這個作為邊界
[00:07:15.500 --> 00:07:18.500]  凡是跟我有同樣共識的就是我族人
[00:07:18.500 --> 00:07:20.500]  我們就彼此相愛 最好
[00:07:20.500 --> 00:07:23.500]  而不跟我這個共識一樣的就是外人
[00:07:23.500 --> 00:07:27.500]  甚至是沒有文化的野蠻人
[00:07:27.500 --> 00:07:31.500]  一般大家都這麼會認為
[00:07:31.500 --> 00:07:34.500]  如果這個時候耶穌回答出了另外一個答案
[00:07:34.500 --> 00:07:36.500]  那麼這個人又成功了
[00:07:36.500 --> 00:07:38.500]  他又抓到耶穌的把柄
[00:07:38.500 --> 00:07:40.500]  不但自己證明自己一貫正確
[00:07:40.500 --> 00:07:43.500]  而且他還可以定耶穌的罪
[00:07:43.500 --> 00:07:46.500]  他在試探耶穌
[00:07:46.500 --> 00:07:50.500]  這是25節到第29節讓我們看到
[00:07:50.500 --> 00:07:54.500]  耶穌在教導這個人 知你所信
[00:07:54.500 --> 00:07:58.500]  這個人是合格的 他知道
[00:07:58.500 --> 00:08:04.500]  但30到37節 耶穌就開始講故事了
[00:08:04.500 --> 00:08:09.500]  面對這樣一個以自我為事的人 耶穌講了個故事
[00:08:09.500 --> 00:08:12.500]  好 撒瑪利亞人的故事大家都很清楚
[00:08:12.500 --> 00:08:16.500]  但是我要問大家 你知道這個故事的主人公是誰嗎
[00:08:16.500 --> 00:08:18.500]  之所以有這樣的一問是因為
[00:08:18.500 --> 00:08:20.500]  你瞭解一個比喻的主人公
[00:08:20.500 --> 00:08:24.500]  是正確的理解解釋這個比喻非常關鍵的一個點
[00:08:24.500 --> 00:08:28.500]  主人公是誰
[00:08:28.500 --> 00:08:31.500]  我想大家有一些人可能會想
[00:08:31.500 --> 00:08:35.500]  那當然是好撒瑪利亞人了
[00:08:35.500 --> 00:08:39.500]  這段故事一半篇幅以上都在談這個人
[00:08:39.500 --> 00:08:45.500]  那他當然是主人公了
[00:08:45.500 --> 00:08:47.500]  那我們照此的思路
[00:08:47.500 --> 00:08:50.500]  如果這個故事真相我們理解是
[00:08:50.500 --> 00:08:52.500]  好撒瑪利亞人是主人公
[00:08:52.500 --> 00:08:54.500]  那耶穌的問題應該是
[00:08:54.500 --> 00:08:56.500]  誰是這位撒瑪利亞人的靈社呢
[00:08:56.500 --> 00:09:01.500]  這是不是從文脈上來講是順理成章的
[00:09:01.500 --> 00:09:05.500]  答案就應該是那位受傷的猶太人
[00:09:05.500 --> 00:09:07.500]  但你看到耶穌問了一個問題
[00:09:07.500 --> 00:09:09.500]  他是特別彆扭的
[00:09:09.500 --> 00:09:11.500]  他問你想
[00:09:11.500 --> 00:09:16.500]  這三個人哪一個是落在強盜手中的靈社呢
[00:09:16.500 --> 00:09:20.500]  第36節你看到
[00:09:20.500 --> 00:09:23.500]  所以你每當發現耶穌沒按常理出牌
[00:09:23.500 --> 00:09:26.500]  你就得想了
[00:09:26.500 --> 00:09:28.500]  這點就能打出水來
[00:09:28.500 --> 00:09:32.500]  這就是能挖出寶來的地方
[00:09:32.500 --> 00:09:34.500]  如果按照耶穌的這個問題
[00:09:34.500 --> 00:09:36.500]  這段故事的主人公就應該是
[00:09:36.500 --> 00:09:40.500]  被打傷的那個猶太人
[00:09:40.500 --> 00:09:42.500]  有的聖經學者指出來的
[00:09:42.500 --> 00:09:45.500]  路加寫比喻寫故事
[00:09:45.500 --> 00:09:47.500]  他最先說的就是耶穌說的那個
[00:09:47.500 --> 00:09:52.500]  最先出來那個人就是這段故事的主人公
[00:09:52.500 --> 00:09:54.500]  你看看耶穌這個故事
[00:09:54.500 --> 00:09:57.500]  他在談最先出來的是誰呢
[00:09:57.500 --> 00:09:59.500]  第30節耶穌回答說
[00:09:59.500 --> 00:10:02.500]  有一個人從耶路撒冷下耶路歌曲
[00:10:02.500 --> 00:10:04.500]  有一個人是這段耶穌講故事的
[00:10:04.500 --> 00:10:06.500]  第一個出來的人
[00:10:06.500 --> 00:10:09.500]  那就他就成了這個故事的主人公
[00:10:09.500 --> 00:10:11.500]  你以後讀經你不妨驗證一下
[00:10:11.500 --> 00:10:13.500]  這位聖經學者說的對不對
[00:10:13.500 --> 00:10:16.500]  凡是路加裡面耶穌講比喻講故事
[00:10:16.500 --> 00:10:21.500]  他先出來的那個人就是這個故事的主人公
[00:10:21.500 --> 00:10:22.500]  我們接下來的問題就是
[00:10:22.500 --> 00:10:24.500]  這人是誰
[00:10:24.500 --> 00:10:26.500]  這人指向誰
[00:10:26.500 --> 00:10:29.500]  有一個人
[00:10:29.500 --> 00:10:30.500]  大家請留意呢
[00:10:30.500 --> 00:10:33.500]  這段經文對這個人的描述
[00:10:33.500 --> 00:10:35.500]  他衣服被剝去
[00:10:35.500 --> 00:10:36.500]  被打個半死
[00:10:36.500 --> 00:10:39.500]  又被他族中的宗教領袖所拋棄
[00:10:39.500 --> 00:10:42.500]  祭司和利位人都繞開他
[00:10:42.500 --> 00:10:43.500]  沒管他
[00:10:43.500 --> 00:10:45.500]  他受傷在地
[00:10:45.500 --> 00:10:47.500]  這是對他的描述
[00:10:47.500 --> 00:10:50.500]  那你看到整個路加福音裡面
[00:10:50.500 --> 00:10:52.500]  同樣類似描述的放在了誰身上的
[00:10:52.500 --> 00:10:54.500]  另外一個人
[00:10:54.500 --> 00:10:56.500]  有一個人
[00:10:56.500 --> 00:10:58.500]  也是衣服被剝去
[00:10:58.500 --> 00:10:59.500]  被打個半死
[00:10:59.500 --> 00:11:02.500]  被他族中的宗教領袖所拋棄
[00:11:02.500 --> 00:11:04.500]  這人是誰
[00:11:04.500 --> 00:11:07.500]  顯然這位受傷的猶太人
[00:11:07.500 --> 00:11:09.500]  和被釘十字架的耶穌
[00:11:09.500 --> 00:11:13.500]  存在著一種關聯性
[00:11:13.500 --> 00:11:16.500]  那如果這個受傷的人
[00:11:16.500 --> 00:11:18.500]  真是這個故事的主人公
[00:11:18.500 --> 00:11:21.500]  而他又指向耶穌的話
[00:11:21.500 --> 00:11:24.500]  這個問題就值得思考了
[00:11:24.500 --> 00:11:28.500]  那麼我們做什麼才可以承受永生呢
[00:11:28.500 --> 00:11:29.500]  換句話說
[00:11:29.500 --> 00:11:31.500]  就是我們做什麼才可以進入神的國呢
[00:11:31.500 --> 00:11:36.500]  這個問題的答案就清晰了
[00:11:36.500 --> 00:11:40.500]  就是成為耶穌的領袖
[00:11:40.500 --> 00:11:43.500]  做他的領袖
[00:11:43.500 --> 00:11:47.500]  其實我們看到這是做福音的一個核心所在
[00:11:47.500 --> 00:11:49.500]  怎麼能進神的國呢
[00:11:49.500 --> 00:11:50.500]  不是你行多少善
[00:11:50.500 --> 00:11:52.500]  你能做多少好事
[00:11:52.500 --> 00:11:54.500]  你像雷鋒那樣純潔
[00:11:54.500 --> 00:11:55.500]  不是
[00:11:55.500 --> 00:11:58.500]  而是你成為耶穌的領袖
[00:11:58.500 --> 00:12:00.500]  他是你成為
[00:12:00.500 --> 00:12:04.500]  他是你進天國的關鍵
[00:12:04.500 --> 00:12:06.500]  所以基於這個發現呢
[00:12:06.500 --> 00:12:08.500]  就讓我們思想耶穌這個問題
[00:12:08.500 --> 00:12:09.500]  你想這三個人
[00:12:09.500 --> 00:12:15.500]  哪一個是落在強盜手中的領袖呢
[00:12:15.500 --> 00:12:18.500]  律法師這次又答對了
[00:12:18.500 --> 00:12:21.500]  是憐憫他的
[00:12:21.500 --> 00:12:23.500]  所以耶穌就吩咐他說
[00:12:23.500 --> 00:12:29.500]  你去照樣行吧
[00:12:29.500 --> 00:12:34.500]  考慮到猶太人和薩馬利亞人的關係
[00:12:34.500 --> 00:12:37.500]  你就可以想像那個律法師聽耶穌說這段話
[00:12:37.500 --> 00:12:42.500]  他肯定驚得下巴都快掉到地上了
[00:12:42.500 --> 00:12:50.500]  愛鄰舍竟然愛到越界的地步
[00:12:50.500 --> 00:12:51.500]  其實我們都知道
[00:12:51.500 --> 00:12:53.500]  照耶穌的吩咐去做進天國
[00:12:53.500 --> 00:12:57.500]  絕對不是一個容易的事
[00:12:57.500 --> 00:13:00.500]  主耶穌作為那個時代的猶太人
[00:13:00.500 --> 00:13:01.500]  他當然知道
[00:13:01.500 --> 00:13:03.500]  咱們且不說從他神性的角度來說
[00:13:03.500 --> 00:13:07.500]  就從他在猶太社團裡面長大這種背景來說
[00:13:07.500 --> 00:13:10.500]  他當然知道猶太人和薩馬利亞人是死敵
[00:13:10.500 --> 00:13:12.500]  彼此的親看
[00:13:12.500 --> 00:13:13.500]  看對方是誤會的
[00:13:13.500 --> 00:13:16.500]  不結的是狗
[00:13:16.500 --> 00:13:18.500]  但是耶穌講這個故事
[00:13:18.500 --> 00:13:20.500]  他就特意的設定
[00:13:20.500 --> 00:13:22.500]  那個藝人竟然是個猶太人
[00:13:22.500 --> 00:13:28.500]  就是猶太人所鄙視的薩馬利亞人
[00:13:28.500 --> 00:13:32.500]  他是故意的讓這個故事產生這麼大的張力
[00:13:32.500 --> 00:13:34.500]  讓這個聽眾
[00:13:34.500 --> 00:13:36.500]  尤其是猶太的聽眾
[00:13:36.500 --> 00:13:39.500]  他覺得他這個故事太挑戰性
[00:13:39.500 --> 00:13:42.500]  他跨越了一個互相敵對的高牆
[00:13:42.500 --> 00:13:47.500]  而且向族群的敵人大師憐憫
[00:13:47.500 --> 00:13:49.500]  這個薩馬利亞人竟然是藝人
[00:13:49.500 --> 00:13:51.500]  你要知道猶太人的信仰裡面
[00:13:51.500 --> 00:13:53.500]  藝人是很重要的一個概念
[00:13:53.500 --> 00:13:55.500]  他竟然是藝人
[00:13:55.500 --> 00:14:00.500]  一個薩馬利亞人竟然是藝人
[00:14:00.500 --> 00:14:06.500]  而那位貌似苦弱的猶太人
[00:14:06.500 --> 00:14:10.500]  卻是他們承受永生的關鍵
[00:14:10.500 --> 00:14:12.500]  這個故事其實
[00:14:12.500 --> 00:14:15.500]  你設身處地在當時的人聽來
[00:14:15.500 --> 00:14:18.500]  是挑戰性很大的
[00:14:18.500 --> 00:14:21.500]  我在內地教課有一個學生
[00:14:21.500 --> 00:14:23.500]  神學院的學生是哈薩克人
[00:14:23.500 --> 00:14:27.500]  他因為信主被趕出他的新疆老家
[00:14:27.500 --> 00:14:29.500]  那他說我去哪裡呢
[00:14:29.500 --> 00:14:31.500]  他說好我就去找我的族人
[00:14:31.500 --> 00:14:32.500]  向他們傳福音
[00:14:32.500 --> 00:14:34.500]  他的族人在哪裡呢
[00:14:34.500 --> 00:14:37.500]  在內地大學裡面有一些哈薩克族的學生
[00:14:37.500 --> 00:14:38.500]  他就來到武漢
[00:14:38.500 --> 00:14:40.500]  但也沒有教會支持他
[00:14:40.500 --> 00:14:46.500]  他就整天在武漢的食堂當中吃飯
[00:14:46.500 --> 00:14:48.500]  他也沒有錢買飯票
[00:14:48.500 --> 00:14:53.500]  他就喝免費的蛋花豆腐湯
[00:14:53.500 --> 00:14:55.500]  而且他老想一個大桶
[00:14:55.500 --> 00:14:57.500]  大家在國內上學都知道
[00:14:57.500 --> 00:15:00.500]  那種公共的免費湯是一大桶的
[00:15:00.500 --> 00:15:04.500]  他老想在底下慢慢撈出來點乾貨
[00:15:04.500 --> 00:15:05.500]  沖雞
[00:15:05.500 --> 00:15:08.500]  又怕後面的人嫌他煩嫌他慢
[00:15:08.500 --> 00:15:10.500]  所以他經常是雞腸碌碌
[00:15:10.500 --> 00:15:12.500]  有一天餓得頭暈眼花的時候
[00:15:12.500 --> 00:15:15.500]  有一個漢族的學生來到他的面前
[00:15:15.500 --> 00:15:19.500]  說我可不可以請你吃一頓肯德基
[00:15:19.500 --> 00:15:23.500]  因為他看那個樣子就知道他不是漢族
[00:15:23.500 --> 00:15:25.500]  如果他是新疆來的
[00:15:25.500 --> 00:15:28.500]  肯定吃雞肉是比較安全的地方
[00:15:28.500 --> 00:15:31.500]  肯德基是一個比較安全的一個地方
[00:15:31.500 --> 00:15:33.500]  吃飯的地方
[00:15:33.500 --> 00:15:37.500]  這個學生已經感動的不得了
[00:15:37.500 --> 00:15:38.500]  不是學生
[00:15:38.500 --> 00:15:42.500]  這個哈薩克的弟兄已經感動的不得了
[00:15:42.500 --> 00:15:44.500]  他告訴我說宋老師你知道嗎
[00:15:44.500 --> 00:15:48.500]  我們怎麼看上帝拆派那個烏鴉
[00:15:48.500 --> 00:15:52.500]  雕肉給他的先知以賽亞吃這個事
[00:15:52.500 --> 00:15:55.500]  他說在聖經當中烏鴉是烏匯的動物
[00:15:55.500 --> 00:15:57.500]  他說在我們哈薩克族的文化當中
[00:15:57.500 --> 00:15:58.500]  也是
[00:15:58.500 --> 00:16:00.500]  我們看烏鴉是烏匯的動物
[00:16:00.500 --> 00:16:02.500]  他說我一直讀著聖經讀不明白
[00:16:02.500 --> 00:16:06.500]  為什麼上帝讓一個烏匯的烏鴉去雕肉和餅
[00:16:06.500 --> 00:16:10.500]  去給他自己的先知吃呢
[00:16:10.500 --> 00:16:16.500]  他說這次我透過這頓肯德基我明白了
[00:16:16.500 --> 00:16:18.500]  凡是上帝所拆遣所使用的
[00:16:18.500 --> 00:16:21.500]  就是分別為生
[00:16:21.500 --> 00:16:24.500]  他就突然發現他既明白了這段經文
[00:16:24.500 --> 00:16:28.500]  他又跨越了他跟漢族那種隔斷的牆
[00:16:28.500 --> 00:16:30.500]  因為他們眼中看來
[00:16:30.500 --> 00:16:33.500]  且不論歷史上那些衝突
[00:16:33.500 --> 00:16:34.500]  那些負面的記憶
[00:16:34.500 --> 00:16:36.500]  單論就是生活習慣
[00:16:36.500 --> 00:16:39.500]  他就受不了漢人身上那陣味
[00:16:39.500 --> 00:16:42.500]  就像我們受不了他身上那陣味一樣
[00:16:42.500 --> 00:16:43.500]  因為他不吃豬肉
[00:16:43.500 --> 00:16:45.500]  他聞著我們的那個豬肉騷味
[00:16:45.500 --> 00:16:46.500]  他吃羊
[00:16:46.500 --> 00:16:49.500]  我們就聞著他身上有牛羊的騷味
[00:16:49.500 --> 00:16:52.500]  他這個都是不能夠互相接受的
[00:16:52.500 --> 00:16:57.500]  現在他可以接受了
[00:16:57.500 --> 00:16:59.500]  我想請大家思想
[00:16:59.500 --> 00:17:04.500]  你在哪裡可以遇見神
[00:17:04.500 --> 00:17:10.500]  我想其中一定包括接觸你不喜歡的人
[00:17:10.500 --> 00:17:12.500]  你可以在很多情況下遇見神
[00:17:12.500 --> 00:17:15.500]  但一定會包括你不喜歡的人
[00:17:15.500 --> 00:17:17.500]  你去接觸他
[00:17:17.500 --> 00:17:20.500]  因為從撒瑪利亞人的故事當中
[00:17:20.500 --> 00:17:24.500]  我們明白神是一位跨界的神
[00:17:24.500 --> 00:17:27.500]  跟從他並不容易
[00:17:27.500 --> 00:17:29.500]  因為你要跟從這位跨界的神
[00:17:29.500 --> 00:17:34.500]  你要成為一個跨界的人
[00:17:34.500 --> 00:17:36.500]  所以請大家從今天開始
[00:17:36.500 --> 00:17:38.500]  你不要再問這樣的一個問題
[00:17:38.500 --> 00:17:40.500]  誰是我的靈舍
[00:17:40.500 --> 00:17:42.500]  主耶穌已經把他變了
[00:17:42.500 --> 00:17:45.500]  你要按照主的問題去問
[00:17:45.500 --> 00:17:49.500]  正確的問題是誰是主的靈舍
[00:17:49.500 --> 00:17:50.500]  大家記住了
[00:17:50.500 --> 00:17:51.500]  從今天開始
[00:17:51.500 --> 00:17:53.500]  你不要以自我為中心問這個問題
[00:17:53.500 --> 00:17:55.500]  誰是我的靈舍
[00:17:55.500 --> 00:17:58.500]  那這個世界是以你為中心的
[00:17:58.500 --> 00:18:01.500]  現在這個世界是以主為中心的話
[00:18:01.500 --> 00:18:03.500]  你若這麼相信的話
[00:18:03.500 --> 00:18:05.500]  你就問出一個以他為中心的問題來
[00:18:05.500 --> 00:18:10.500]  誰是主的靈舍
[00:18:10.500 --> 00:18:11.500]  我留學日本
[00:18:11.500 --> 00:18:14.500]  我發現了一個愛日本人的方法
[00:18:14.500 --> 00:18:15.500]  以前在中國
[00:18:15.500 --> 00:18:19.500]  我們完全是每天都可能是在
[00:18:19.500 --> 00:18:22.500]  殺他幾百萬日本人的這種電視劇當中
[00:18:22.500 --> 00:18:28.500]  每天都在殺他們
[00:18:28.500 --> 00:18:29.500]  但到了日本
[00:18:29.500 --> 00:18:31.500]  你真的在面對他們的時候
[00:18:31.500 --> 00:18:32.500]  你會發現
[00:18:32.500 --> 00:18:35.500]  他們跟電視劇上的日本人不太一樣
[00:18:35.500 --> 00:18:36.500]  他是你的鄰居
[00:18:36.500 --> 00:18:37.500]  他是你的房東
[00:18:37.500 --> 00:18:38.500]  他是你同學
[00:18:38.500 --> 00:18:39.500]  他是你老師
[00:18:39.500 --> 00:18:41.500]  他們有各樣的性格
[00:18:41.500 --> 00:18:42.500]  有跟你相合的
[00:18:42.500 --> 00:18:43.500]  有跟你不合的
[00:18:43.500 --> 00:18:46.500]  有成為好朋友的
[00:18:46.500 --> 00:18:49.500]  他們是每個人都是非常鮮活的人
[00:18:49.500 --> 00:18:50.500]  其實我們看人
[00:18:50.500 --> 00:18:54.500]  你只要不給他貼上一個統一的標籤
[00:18:54.500 --> 00:18:56.500]  你很容易發現
[00:18:56.500 --> 00:19:03.500]  他們其實並不那麼可惡
[00:19:03.500 --> 00:19:08.500]  我們太容易用標籤去Label別人
[00:19:08.500 --> 00:19:10.500]  而標籤這個東西
[00:19:10.500 --> 00:19:17.500]  往往附加了我們所有的負面的一些定義
[00:19:17.500 --> 00:19:20.500]  我們有很多的模式性的一個見解
[00:19:20.500 --> 00:19:22.500]  都放在這個標籤上
[00:19:22.500 --> 00:19:23.500]  只要你貼在那個人身上
[00:19:23.500 --> 00:19:25.500]  他就成為了一個No Face的人
[00:19:25.500 --> 00:19:26.500]  他是一個沒有個性的
[00:19:26.500 --> 00:19:28.500]  他就帶著這個標籤上
[00:19:28.500 --> 00:19:31.500]  所有你負面的想像
[00:19:31.500 --> 00:19:33.500]  歷史上所有大屠殺
[00:19:33.500 --> 00:19:36.500]  他的根本的基因都包括這一點
[00:19:36.500 --> 00:19:37.500]  把對方No Face
[00:19:37.500 --> 00:19:42.500]  把整個的族群貼上一個標籤
[00:19:42.500 --> 00:19:44.500]  所以你看到過去的人
[00:19:44.500 --> 00:19:47.500]  看猶太人就是猶太豬
[00:19:47.500 --> 00:19:49.500]  納粹就把猶太人看作豬
[00:19:49.500 --> 00:19:51.500]  所以他殺起猶太人沒有罪疚感
[00:19:51.500 --> 00:19:55.500]  甚至到了這個程度
[00:19:55.500 --> 00:19:57.500]  我們中國人看很多別的民族
[00:19:57.500 --> 00:19:59.500]  都加一個犬優旁的
[00:19:59.500 --> 00:20:02.500]  那都是生畜
[00:20:02.500 --> 00:20:03.500]  動物
[00:20:03.500 --> 00:20:06.500]  我們是人
[00:20:06.500 --> 00:20:07.500]  甚至我覺得今天更可怕
[00:20:07.500 --> 00:20:09.500]  他已經不是豬和狗
[00:20:09.500 --> 00:20:11.500]  這種大動物了
[00:20:11.500 --> 00:20:12.500]  哺乳類的
