
[00:00:00.000 --> 00:00:07.080]  今天我們在這裏一同分享的主題,就是我們是神家的兒女。
[00:04:35.260 --> 00:04:40.260]  原來聖經告訴我們,在《義夫說書》當地十九節這樣說,
[00:04:40.260 --> 00:04:54.260]  它說這樣,你們不再作愛人和客裏,是與聖徒同國,是上帝家裏的人了。
[00:04:54.260 --> 00:05:00.260]  所以在這裏我們看見,原來我們的身份是什麼呢?我們是上帝家裏面的人啊!
[00:05:05.260 --> 00:05:08.260]  所以跟自己講,我是神家的兒女。
[00:05:08.260 --> 00:05:15.260]  我們是屬天的。
[00:05:15.260 --> 00:05:19.260]  我們不是屬地的。
[00:05:19.260 --> 00:05:25.260]  認識自己的身份非常的重要。
[00:05:25.260 --> 00:05:32.260]  因爲會影響我們對我們自己的價值跟我們人生的方向。
[00:05:35.260 --> 00:05:37.260]  我們最終人生目的是什麼?
[00:05:37.260 --> 00:05:45.260]  對於我們自己的身份的認定,非常的重要。
[00:05:45.260 --> 00:05:52.260]  越能夠認定我們是神的兒女,
[00:05:52.260 --> 00:06:03.260]  在這個世界動盪不安的時候,在災禍,在政治的動盪各方面的時候,我們就有一份的安全感。
[00:06:05.260 --> 00:06:08.260]  因爲我們是屬天的,我們是上帝家的兒女。
[00:06:08.260 --> 00:06:17.260]  因爲我們是屬天的,我們是上帝家的兒女。
[00:06:17.260 --> 00:06:26.260]  我們就能夠在世上不亢不卑地來過我們的生活。
[00:06:35.260 --> 00:06:40.260]  我們不是在地上拼命地抓,拼命地挖,這樣爲着世上的東西來生活。
[00:06:40.260 --> 00:06:51.260]  我們越知道自己的身份,我們就能夠知道我們人生是爲了討天賦的喜悅。
[00:06:51.260 --> 00:07:01.260]  我們的眼目就會看到永恆屬天的未來。
[00:07:05.260 --> 00:07:07.260]  這就是我們擁有的盼望。
[00:07:07.260 --> 00:07:11.260]  如果沒有了這個歸屬,
[00:07:11.260 --> 00:07:16.260]  我們不知道自己是神兒女的身份。
[00:07:16.260 --> 00:07:30.260]  那麼我們人生就是盈盈益益地只顧地上的事情,爲地上的事而爭鬥,沒有屬天永恆的方向了。
[00:07:34.260 --> 00:07:36.260]  這實在是太可悲了。
[00:07:36.260 --> 00:07:48.260]  那個盈盈本來是有一個屬天的,飛上去的萬鳥之王的身份。
[00:08:01.260 --> 00:08:08.260]  但他不知道自己的身份,所以就跟地上的雞一樣的生活,結果就在地上面過去,就死了。
[00:08:08.260 --> 00:08:26.260]  所以我們能夠知道我們是神兒女的身份,非常地重要。
[00:08:32.260 --> 00:08:35.260]  如果沒有人生,真的好像是沒有意義了。
[00:08:35.260 --> 00:08:49.260]  不知道大家有沒有知道有一個運動,是叫做"I wish I had never been born",就是大概在十幾年前來產生出來的。
[00:08:55.260 --> 00:09:02.260]  大概2006年,有一個南非的哲學家,他的名字叫David Benatar,他來發明出來的。
[00:09:02.260 --> 00:09:15.260]  他提倡什麼呢?他提倡就是,我希望我從未出生過。
[00:09:19.260 --> 00:09:28.260]  因爲他說,既然我們身在這個世上充滿了沮喪,充滿了愁煩,充滿了絕望,爲什麼要生我們出來呢?
[00:09:28.260 --> 00:09:40.260]  所以他覺得父母生孩子其實是一個悲劇。
[00:09:44.260 --> 00:09:52.260]  結果在去年,2020年年中的時候,有一個27歲的男人,是印度的人。
[00:09:52.260 --> 00:09:59.260]  他就是受這個運動的影響。
[00:09:59.260 --> 00:10:07.260]  所以他結果就在去年的時候,告上法院。
[00:10:07.260 --> 00:10:12.260]  告誰呢?
[00:10:14.260 --> 00:10:15.260]  告他的父母。
[00:10:15.260 --> 00:10:21.260]  這個人叫Raphael Samuel,他告他的父母,爲什麼你要生我出來?
[00:10:21.260 --> 00:10:33.260]  既然生命是我的主權,爲什麼你們還沒有問過我就生不出來?
[00:10:44.260 --> 00:10:48.260]  我既然在這個人生當中沒有意義的,爲什麼你要生我出來?
[00:10:48.260 --> 00:10:58.260]  當然這個是非常的極端,而且是非常的消極可悲的事情。
[00:10:58.260 --> 00:11:13.260]  但是呢,其實也有一點道理,就是如果我們人生帶着我們的罪性來到這個世界,越多越多產生人類的問題,
[00:11:13.260 --> 00:11:18.260]  其實是不是好像有點就是不生還好呢?
[00:11:18.260 --> 00:11:38.260]  真的,當我們看見這個世界今天所發生的事情,在過去的人類的歷史當中的事情,
[00:11:38.260 --> 00:11:42.260]  我們就發覺很可悲的,罪帶來很可悲的影響。
[00:11:44.260 --> 00:11:48.260]  人的罪性帶來這個世界各樣的問題。
[00:11:48.260 --> 00:11:58.260]  不但這樣,今天我們看見在我們的美國,在歐洲,在其他很多的國家裏面,
[00:11:58.260 --> 00:12:01.260]  我們看到人的罪性那種可怕的影響。
[00:12:06.260 --> 00:12:13.260]  所以大家會說,在詩篇五十一篇第五節,
[00:12:13.260 --> 00:12:21.260]  他說:我是在罪孽裏生的,在我母親懷胎的時候,就有了罪。
[00:12:21.260 --> 00:12:31.260]  在這裏我們看見是一個事實,我們看見是一個事實,
[00:12:31.260 --> 00:12:36.260]  我們一生下來,甚至在母的胎裏面,我們就有了罪。
[00:12:36.260 --> 00:12:57.260]  我們的肉體生下來的,我們是屬於亞當的後裔。
[00:13:01.260 --> 00:13:04.260]  我們看見在《創世紀》裏面,當人類犯罪的時候,
[00:13:04.260 --> 00:13:08.260]  我們看見那個族譜,就是亞當的族譜,亞當的後裔,
[00:13:08.260 --> 00:13:11.260]  我們在裏面就是罪帶來的結果。
[00:13:11.260 --> 00:13:28.260]  但是感謝主聖經解釋給我們聽,當我們打開新約聖經,耶穌來了。
[00:13:32.260 --> 00:13:35.260]  然後一開始就是耶穌的家譜了。
[00:13:35.260 --> 00:13:44.260]  聖經說,祂就帶來真理和恩典給我們了。
[00:13:44.260 --> 00:13:51.260]  就開始一個新的家了,新的族類了。
[00:13:55.260 --> 00:14:02.260]  所以在整個新約的聖經裏面,在基督裏面這個字的形容。
[00:14:02.260 --> 00:14:15.260]  在基督裏,或是在祂裏面,就是基督耶穌裏面的,
[00:14:15.260 --> 00:14:19.260]  總共出現一百六十多次,在所有新約聖經裏面。
[00:14:24.260 --> 00:14:27.260]  所以不一樣的,過去我們是在亞當裏面的。
[00:14:27.260 --> 00:14:34.260]  但是耶穌來了,我們靠着耶穌,我們可以在基督裏面了。
[00:14:34.260 --> 00:14:41.260]  我們有一個新的身份了。
[00:14:41.260 --> 00:14:47.260]  在約翰一書第三章第一節這樣講。
[00:14:51.260 --> 00:15:00.260]  你看父親給我們是何等的慈愛,是我們得稱爲上帝的兒女,我們也真是他的兒女。
[00:15:00.260 --> 00:15:05.260]  世人所以不認識我們,是因未曾認識他。
[00:15:05.260 --> 00:15:12.260]  我們看見這裏是神給我們一個很大的特權,很大的恩典,就是我們是上帝的兒女。
[00:15:22.260 --> 00:15:29.260]  我們跟世人不一樣,世人不認識,但是我們知道我們有這個突特的身份。
[00:15:29.260 --> 00:15:43.260]  所以今天我跟大家來分享關乎我們是上帝家的兒女,有三方面的意義。
[00:15:50.260 --> 00:15:58.260]  第一我們看見我們得生於神的家,就是我們能夠生在神的家裏面。
[00:15:58.260 --> 00:16:09.260]  在約翰福音第一章第十二節這裏講。
[00:16:20.260 --> 00:16:26.260]  不是從情慾生的,也不是從仁義生的,乃是從上帝生的。
[00:16:26.260 --> 00:16:37.260]  所以我們在這裏我們看見當我們生在一個家庭,好像我自己生在香港,我姓李,生在李家,是我媽媽生我出來了。
[00:16:45.260 --> 00:16:56.260]  同樣的,今天神也生我們出來,是透過基督耶穌的救恩,讓我們得到他的生命,生在上帝的家裏面。
[00:16:56.260 --> 00:17:06.260]  想想這個是何等奇妙的事情。
[00:17:06.260 --> 00:17:12.260]  怎麼發生呢?在彼得前書第一章這樣講。
[00:17:15.260 --> 00:17:25.260]  第二十三節,你們夢了重生,不是由於能爲的種子,乃是由於不能爲的種子,是藉着上帝活潑常存的道。
[00:17:25.260 --> 00:17:30.260]  在這裏我們看見神透過祂的道讓我們重生了。
[00:17:30.260 --> 00:17:42.260]  然後在約翰福音第三章耶穌講,第五節耶穌說。
[00:17:42.260 --> 00:17:49.260]  我實實在在地告訴你,人若不是從水和聖靈生的,就不能進神的國。
[00:17:49.260 --> 00:17:52.260]  這裏特別強調是水和聖靈。
[00:17:52.260 --> 00:18:05.260]  水是常常有一個解禁的,特別在舊約的用法,和更新的意義。
[00:18:09.260 --> 00:18:16.260]  特別同聖靈一起來用的時候,特別講到這個意思,就是聖靈來更新我們,來解禁我們。
[00:18:16.260 --> 00:18:30.260]  所以聖靈藉着神的話語,讓我們產生對耶穌的信心。
[00:18:36.260 --> 00:18:45.260]  所以奇妙的事就發生了,當我們領受神的話,聖靈來更新我們,我們產生對耶穌的信心,耶穌成爲我們的救主。
[00:18:45.260 --> 00:18:57.260]  然後耶穌就將他的新的生命來賜給我們。
[00:18:57.260 --> 00:19:05.260]  然後讓我們重生,再生一次,進到神的家裏面成爲一員。
[00:19:07.260 --> 00:19:11.260]  這個重生,新的生命,是一個神的恩典給我們。
[00:19:11.260 --> 00:19:27.260]  完全是他的工作,完全是免費的,我們沒有一些可以參與,但是完全是神的工作。
[00:19:34.260 --> 00:19:39.260]  但是這個缺是有一個很大的代價,耶穌所附上的。
[00:19:39.260 --> 00:19:50.260]  耶穌神的兒子,他降臨到地上,我們剛剛過去的聖誕節,就是紀念這個事情。
[00:19:50.260 --> 00:20:01.260]  然後他爲我們的主宰死在十字架上,等一下我們守聖餐,就是表明這個事情。
[00:20:05.260 --> 00:20:09.260]  然後就讓新的生命,他復活的生命來賜給我們。
[00:20:09.260 --> 00:20:21.260]  我們感謝讚美主,因爲我們能夠得到重生,是因爲耶穌爲我們附了極大的宗教。
[00:20:29.260 --> 00:20:35.260]  將白白的恩典來賜給我們這些因着聖靈感動和信靠他的人。
[00:20:35.260 --> 00:20:49.260]  因着這個新的生命,我們在人生就不一樣了,我們過我們的生活就有不同的盼望和目標了。
[00:20:54.260 --> 00:20:59.260]  我們不再是雞了,我們是鷹了。
[00:20:59.260 --> 00:21:07.260]  我們跟世人不一樣的看法了,我們不一樣的終局了,因爲我們是屬神在神家裏面的兒女了。
[00:21:07.260 --> 00:21:20.260]  我不知道在家裏面收看的各位,其中有沒有我們還沒有信主的親朋友?
[00:21:24.260 --> 00:21:30.260]  還沒有信耶穌的我們的一些嘉賓,來尋找我們教會的一些訪客?
[00:21:30.260 --> 00:21:46.260]  在今天我們教會慶祝週年的時候,我們希望你也能夠成爲我們家裏面的一份子。
[00:21:52.260 --> 00:21:57.260]  但是不是一個人爲的加入一個組織。
[00:21:57.260 --> 00:22:08.260]  是透過我們認罪,接受耶穌基督成爲我們的救主,他的愛,他的新的生命就臨到你。
[00:22:08.260 --> 00:22:21.260]  我們希望你也跟我們一起,我們都是上帝家的兒女。
[00:22:23.260 --> 00:22:25.260]  這是何等大的特權?
[00:22:25.260 --> 00:22:35.260]  所以第二方面我們看見,我們是上帝家的兒女,是領受家裏面的特權。
[00:22:35.260 --> 00:22:42.260]  在聖經一樣的呼應,上帝十六節這樣講,
[00:22:42.260 --> 00:22:49.260]  他從豐滿的恩典裏,我們都領受了,並且恩上加恩。
[00:22:49.260 --> 00:22:56.260]  所以我們在這裏看見,聖經告訴我們說,我們是領受了神家裏面的特權。
[00:22:56.260 --> 00:23:06.260]  本來我們第一次生的時候,我們是罪的奴僕。
[00:23:06.260 --> 00:23:13.260]  但是當我們重生了,我們得到神的生命的時候,
[00:23:13.260 --> 00:23:19.260]  我們是神裏面的兒女,是一個豐盛恩典的兒女。
[00:23:19.260 --> 00:23:34.260]  所以我們就有一個特權,我們是神的兒女,可以領受神的祝福和他各樣給我們的恩典。
[00:23:42.260 --> 00:23:46.260]  所以我們在這裏,我們看見有什麼我們的特權呢?
[00:23:46.260 --> 00:23:50.260]  第一,我們看見我們能夠與天父來親密。
[00:23:50.260 --> 00:24:00.260]  這個是何等大的特權,因爲我們能夠跟這個偉大的神,
[00:24:00.260 --> 00:24:05.260]  就是我們的上帝,是我們的天父,有一個很親密的關係。
[00:24:11.260 --> 00:24:15.260]  本來我們是罪人,祂是聖潔至上的神。
[00:24:15.260 --> 00:24:27.260]  我們可以現在靠着耶穌,就是因爲我們的特權,可以跟祂連接起來。
[00:24:32.260 --> 00:24:41.260]  在司法書第十章這樣講,十九節:「弟兄們,我們既因耶穌的血得以坦然進入至聖所,
[00:24:41.260 --> 00:24:48.260]  是藉着祂給我們開了一條又新又活的路,
[00:24:48.260 --> 00:24:53.260]  從曼子經過,這曼子就是他的身體。」
[00:24:56.260 --> 00:25:02.260]  又有一位大祭司治理上帝的家,
[00:25:02.260 --> 00:25:12.260]  「並我們心中天良的虧欠已經灑去,身體用清水洗淨了,
[00:25:12.260 --> 00:25:20.260]  就當傳誠心和充足的信心來到神面前。」
[00:25:21.260 --> 00:25:26.260]  這裏特別講到我們可以come close to God,
[00:25:26.260 --> 00:25:34.260]  因爲耶穌幫我們開了一條又新又活的路,
[00:25:34.260 --> 00:25:44.260]  所以我們可以draw near to God,這是何等寶貴的恩典。
[00:25:47.260 --> 00:25:53.260]  但是在羅馬書第八章第十四節,這是保羅所講的話,
[00:25:53.260 --> 00:25:59.260]  他說:「因爲凡被上帝的靈引導的都是神的兒子,
[00:25:59.260 --> 00:26:04.260]  你們所受的不是奴僕的心,
[00:26:04.260 --> 00:26:08.260]  仍舊害怕所受的乃是兒子的心,
[00:26:08.260 --> 00:26:12.260]  因此我們呼叫阿爸父。」
[00:26:13.260 --> 00:26:17.260]  這個是何等親切的關係,
[00:26:17.260 --> 00:26:22.260]  何等親切地稱呼爸爸我們的父神。
[00:26:22.260 --> 00:26:34.260]  我們知道當我們生下來的時候,我們是受到罪的重扼,
[00:26:40.260 --> 00:26:43.260]  我們受到罪性的捆綁,
[00:26:43.260 --> 00:26:49.260]  我們發覺我們在這裏看到的,
[00:26:49.260 --> 00:26:54.260]  我們得到重生的時候,我們就能夠脫離這些重扼,
[00:26:54.260 --> 00:26:57.260]  我們就能夠享受自由了。
[00:27:05.260 --> 00:27:10.260]  神給我們特權,他讓我們能夠與他相近,
[00:27:10.260 --> 00:27:17.260]  在舊約的時候其實已經有這個觀念,
[00:27:17.260 --> 00:27:28.260]  在生命紀的時候,在摩西帶領以色列人成爲一個家屬神的國的時候,
[00:27:36.260 --> 00:27:41.260]  他說哪一個大國的人有神與他們相近,
[00:27:41.260 --> 00:27:46.260]  像燕和華我們的神在我們求告的時候與我們相近呢?
[00:27:46.260 --> 00:27:55.260]  所以在這裏我們看見今天我們有個特權,
[00:27:55.260 --> 00:28:00.260]  就是神揀選的兒女們成爲祂屬他的兒女,
[00:28:00.260 --> 00:28:03.260]  有一個特權就是與他相近。
[00:28:06.260 --> 00:28:11.260]  我們有沒有珍惜,我們有沒有認知這個非常寶貴的神給我們特權?
[00:28:11.260 --> 00:28:22.260]  所以今天雖然在疫情當中我們繼續敬拜神,
[00:28:22.260 --> 00:28:30.260]  無論外面的情況怎麼樣,我們繼續敬拜神。
[00:28:36.260 --> 00:28:40.260]  我們可以很自由,在祂的恩典和愛當中,我們與祂同行。
[00:28:40.260 --> 00:28:49.260]  我們在祂的恩典和愛裏面,我們可以跟祂來傾心吐液,
[00:28:49.260 --> 00:29:00.260]  雖然在疫情當中,我們還是很自由地與祂同行,
[00:29:05.260 --> 00:29:08.260]  但我們一直需要成長,我們還沒有完全。
[00:29:08.260 --> 00:29:15.260]  可能有一些是寶寶,有的是大一點點,有的是比較大的,
[00:29:15.260 --> 00:29:18.260]  在神的家裏面我們都有這種情況。
[00:29:18.260 --> 00:29:30.260]  但是我們在這個家裏面追求長進,長大的時候,
[00:29:30.260 --> 00:29:34.260]  不是在這個罪的重惡,不是在這個律法的當中來長大。
[00:29:36.260 --> 00:29:39.260]  我們不是在律法的捆綁當中來追求。
[00:29:39.260 --> 00:29:53.260]  我們乃是在跟上帝,是我們阿巴夫的親近和愛裏面來成長,
[00:29:53.260 --> 00:29:56.260]  何等的自由,何等的蒙愛。
[00:30:05.260 --> 00:30:09.260]  我們是在恩典當中來追求,不是在律法當中來成長。
[00:30:09.260 --> 00:30:19.260]  這個是非常寶貴,應當好好珍惜的,神給我們的身份和特殊。
[00:30:19.260 --> 00:30:26.260]  你跟上帝的關係怎麼樣啊?
[00:30:26.260 --> 00:30:31.260]  你跟我們的阿巴夫的關係怎麼樣啊?
[00:30:34.260 --> 00:30:36.260]  還是疏疏離離的嗎?
[00:30:36.260 --> 00:30:40.260]  還是親親密密的呢?
[00:30:40.260 --> 00:30:45.260]  你知道你的身份嗎?
[00:30:45.260 --> 00:30:48.260]  你知道你的身份嗎?
[00:30:48.260 --> 00:30:55.260]  我們是上帝的兒女,我們要珍惜與神建立一個親密的關係。
[00:30:55.260 --> 00:31:00.260]  有什麼特權呢?
[00:31:00.260 --> 00:31:06.260]  第二個,我們看見原來祂給我們享受祂家裏面的靈糧,
[00:31:06.260 --> 00:31:10.260]  祂就給我們有這些寶貴的特權。
[00:31:10.260 --> 00:31:19.260]  所以我們看見原來作爲神的兒女,神也是來餵養我們。
[00:31:19.260 --> 00:31:28.260]  在《嚴歷米書》第十五章十六節這樣講:
[00:31:30.260 --> 00:31:35.260]  「萬君之上帝呀,我得着禰的言語,就當食物喫了。
[00:31:35.260 --> 00:31:42.260]  禰的言語使我心中歡喜快樂,因爲我是稱爲禰名下的人。」
[00:31:42.260 --> 00:31:51.260]  這裏我們看見我們的上帝天父將祂的話當成食物給我們喫,
[00:31:51.260 --> 00:31:53.260]  我們心裏面就歡喜快樂。
[00:32:00.260 --> 00:32:06.260]  這是一個特權,因爲我們是稱爲祂名下的人。
[00:32:06.260 --> 00:32:19.260]  在耶穌也將來提醒我們,在《馬達福音》這裏耶穌講的話:
[00:32:19.260 --> 00:32:24.260]  「耶穌卻回答說,經上繼續說,人活着不是單靠食物,
[00:32:24.260 --> 00:32:28.260]  乃是靠上帝口裏所出的一切話。」
[00:32:28.260 --> 00:32:33.260]  這裏耶穌強調我們需要上帝的話來餵養我們。
[00:32:33.260 --> 00:32:41.260]  剛纔我們讀了《生命紀》第四章第七節。
[00:32:41.260 --> 00:32:49.260]  現在我們來看第八節。
[00:32:51.260 --> 00:33:02.260]  「哪有一個大國有這樣公義的律例典章,將我今日在你們面前所陳名的這一切律法呢?」
[00:33:02.260 --> 00:33:09.260]  原來神來揀選耶穌的名,作爲祂的兒女,有一個特權就是什麼呢?
[00:33:09.260 --> 00:33:15.260]  就是不單單與祂相近,也是將祂的律法,祂的律例來告訴他們。
[00:33:21.260 --> 00:33:32.260]  就是我們不單單與神親近,祂也是賜下祂的言語給我們。
[00:33:32.260 --> 00:33:38.260]  讓我們來遵行的時候,我們人生就能夠蒙福了。
[00:33:38.260 --> 00:33:46.260]  祂用祂的話語來引導我們,來鼓勵我們,
[00:33:48.260 --> 00:33:51.260]  來餵養我們,好讓我們的靈命能夠有結狀。
[00:33:51.260 --> 00:33:58.260]  在這個時候我們特別需要神的話的安慰。
[00:33:58.260 --> 00:34:06.260]  我們需要上帝的話來鼓勵。
[00:34:06.260 --> 00:34:12.260]  也需要神的話來帶領我們。
[00:34:15.260 --> 00:34:20.260]  好,讓我們繼續來遵行祂的話,不偏離左右,來得到祂的祝福。
[00:34:20.260 --> 00:34:34.260]  我們每天,我們在聖經的話裏面來領受,來與神親近,來得到祂的餵養。
[00:34:40.260 --> 00:34:45.260]  我們就要聽神的吩咐,我們就去遵行祂的話語。
[00:34:45.260 --> 00:34:55.260]  我們在這個疫情當中有沒有繼續的每一天來領受神的話?
[00:34:55.260 --> 00:35:08.260]  不單止領受,我們要決心來遵行祂的話語。
[00:35:11.260 --> 00:35:15.260]  我們在說,這個不是一個責任,不是一個重擔。
[00:35:15.260 --> 00:35:23.260]  那是一個享受,一個神給我們特權的恩典。
[00:35:23.260 --> 00:35:32.260]  我們的教會叫靈良堂,今天我們是堂慶,特別我們要知道神是我們的靈良。
[00:35:41.260 --> 00:35:44.260]  祂也賜效祂的話來餵養我們。
[00:35:44.260 --> 00:35:51.260]  詩人非常地享受和珍貴神的話語。
[00:35:51.260 --> 00:35:54.260]  他說,在詩篇十九篇,我們很熟悉的。
[00:35:54.260 --> 00:36:05.260]  他說,都比金子可羨慕,且比極多的金針可羨慕,比蜜甘甜,且比瘋狂下敵的蜜甘甜。
[00:36:05.260 --> 00:36:14.260]  在這裏我們看見詩人可慕上帝的話,因爲他要竭力地來遵行,以至於蒙福。
[00:36:14.260 --> 00:36:24.260]  他享受,因爲這個是神給我們的特權。
[00:36:28.260 --> 00:36:36.260]  有什麼特權呢?最後一個我們看見,神也讓我們享受與家裏麪人來聯合的特權。
[00:36:36.260 --> 00:36:46.260]  現在我們可能不能夠手牽着手。
[00:36:46.260 --> 00:36:54.260]  但是我們還是可以心連着心。
[00:36:56.260 --> 00:37:00.260]  爲什麼呢?因爲我們是同是神家裏面的兒女。
[00:37:00.260 --> 00:37:06.260]  在耶穌所說的第二章詩就直接這樣講。
[00:37:06.260 --> 00:37:16.260]  他說,這樣,你們不再作外人和客人,是與聖徒同國,是上帝家裏的人了。
[00:37:16.260 --> 00:37:20.260]  我們是fellow citizen,聖徒同國。
[00:37:27.260 --> 00:37:29.260]  跟上帝的兒女們一起。
[00:37:29.260 --> 00:37:36.260]  我們都是在這個家裏面的我們的弟兄姐妹。
[00:37:36.260 --> 00:37:43.260]  我們需要珍惜,我們珍惜我們的弟兄姐妹的關係。
[00:37:43.260 --> 00:37:54.260]  在這個時候很多都是來居家隔離,我們好像是被隔離出來了。
[00:37:56.260 --> 00:38:11.260]  但是我們感謝主,透過我們的教會的事工,透過這個科技的聯絡,我們還是很多時候我們可以彼此聯絡。
[00:38:19.260 --> 00:38:26.260]  我們回顧過去,這是差不多一年過去的時候,發覺了我們弟兄姐妹的心更加連結。
[00:38:26.260 --> 00:38:43.260]  我們更加珍惜我們能夠在一起的時候,我們更加珍惜有一天我們可以回來到神的家裏面可以見面的時候。
[00:38:49.260 --> 00:38:51.260]  上帝讓我們有教會。
[00:38:51.260 --> 00:38:57.260]  是一個有生命的教會。
[00:38:57.260 --> 00:39:02.260]  因爲我們一同來經歷到神的恩典。
[00:39:02.260 --> 00:39:07.260]  我們一同來領受祂的祝福。
[00:39:07.260 --> 00:39:13.260]  我們一同能夠有一個永恆屬天的盼望。
[00:39:16.260 --> 00:39:19.260]  我們在人生當中有伴侶。
[00:39:19.260 --> 00:39:29.260]  我們有一同神的話來指引我們。
[00:39:29.260 --> 00:39:33.260]  我們有基督的愛來聯繫我們。
[00:39:33.260 --> 00:39:40.260]  我們同樣的爲這個世界來守望。
[00:39:44.260 --> 00:39:49.260]  我們關心到這個世界裏面的災害,我們關心到人的靈魂的事上。
[00:39:49.260 --> 00:39:57.260]  我們所有的願望就是爲了我們要榮耀我們天上的父神。
[00:39:57.260 --> 00:40:05.260]  所以我們都有一個很多的一同的人生的目標。
[00:40:11.260 --> 00:40:20.260]  在聖經裏面其實講到團契,就是弟兄姐妹之間的關係,這個原文,Colonia,我們英文團的團契有這個名。
[00:40:20.260 --> 00:40:32.260]  這個字的意思其實就是我們有共同的,to have a common.
[00:40:32.260 --> 00:40:39.260]  這個就是我們在基督裏面有一同的份。
[00:40:42.260 --> 00:40:47.260]  我們看見如果我們失去了這個神給我們的特權,其實我們就不明白天父的心。
[00:40:47.260 --> 00:41:04.260]  天父如果看見我們都是比起相爭的,他的心就會很傷心。
[00:41:11.260 --> 00:41:16.260]  所以我們看見在舍鬥獻川一開始新的教會成立的時候,他們是怎麼樣的呢?
[00:41:16.260 --> 00:41:28.260]  他說,都恆心遵守使徒的教訓,彼此交接麥餅,祈禱。
[00:41:28.260 --> 00:41:40.260]  他們天天同心合意,恆切在殿內,且在家中麥餅,臨着歡喜,誠心的心用飯。
[00:41:42.260 --> 00:41:51.260]  我們看見他們就是這樣的同心合意的,來遵行使徒的教訓,而且來剝餅,禱告,敬拜上帝。
[00:41:51.260 --> 00:41:59.260]  在家中剝餅。
[00:41:59.260 --> 00:42:07.260]  今天我們就是這樣,你在家裏,不同的家,我們在家裏面一同剝餅。
[00:42:12.260 --> 00:42:16.260]  所以這裏講到這種共同的生活,同心合意的生活。
[00:42:16.260 --> 00:42:23.260]  什麼是團契呢?就是基督裏面的交通。
[00:42:23.260 --> 00:42:30.260]  就是大家彼此來相互。
[00:42:34.260 --> 00:42:41.260]  所以在聖經裏面其實講到有差不多超過五十次,講到我們基督徒應該怎麼樣彼此來生活。
[00:42:41.260 --> 00:42:52.260]  怎麼樣來跟each other來相處。
[00:42:52.260 --> 00:42:58.260]  我們來抽幾方面來看看好不好?
[00:43:01.260 --> 00:43:05.260]  我們聖經裏面提到彼此同心,這個是羅馬書十二章。
[00:43:05.260 --> 00:43:20.260]  然後彼此來聯絡,就是born with each other。
[00:43:20.260 --> 00:43:28.260]  然後彼此來服事,就是加拿大書五章。
[00:43:31.260 --> 00:43:34.260]  然後彼此同心,彼此聯絡,彼此服事。
[00:43:34.260 --> 00:43:44.260]  然後彼此順服,這個是遺福手術第五章。
[00:43:44.260 --> 00:43:50.260]  然後彼此勸慰,是鐵塔羅維加前書第四章。
