
[00:00:00.000 --> 00:00:04.920]  在我小學三年級 年中的成績表
[00:05:59.400 --> 00:06:05.200]  所以很明顯這裡說到我們要建立基督的身體
[00:06:05.200 --> 00:06:07.600]  但我們不可以忽略之前那兩句
[00:06:07.600 --> 00:06:09.200]  之前那兩句寫什麼
[00:06:09.200 --> 00:06:13.800]  為了要裝備聖徒做侍奉的工作
[00:06:13.800 --> 00:06:16.200]  就是說這些所有所有的恩賜
[00:06:16.200 --> 00:06:17.600]  有這些恩賜的人
[00:06:17.600 --> 00:06:21.600]  是需要裝備聖徒做侍奉的工作
[00:06:21.600 --> 00:06:23.600]  那聖徒是誰呢
[00:06:23.600 --> 00:06:26.200]  大家認為
[00:06:26.200 --> 00:06:27.400]  就是你你我我
[00:06:27.400 --> 00:06:30.200]  那跟旁邊的左右說 是你 是我
[00:06:30.200 --> 00:06:31.200]  我們是聖徒
[00:06:31.200 --> 00:06:34.200]  蒙恩德教的信徒都是聖徒
[00:06:34.200 --> 00:06:36.800]  經文很清楚的說
[00:06:36.800 --> 00:06:38.400]  教會領袖
[00:06:38.400 --> 00:06:39.600]  就是我其中一個
[00:06:39.600 --> 00:06:44.400]  不是代替聖徒或者信徒去侍奉
[00:06:44.400 --> 00:06:45.600]  這裡說得很清楚
[00:06:45.600 --> 00:06:49.000]  是要裝備信徒
[00:06:49.000 --> 00:06:53.800]  使他們可以做侍奉的工作
[00:06:53.800 --> 00:06:56.200]  重點的真理就是這五個字
[00:06:56.200 --> 00:06:59.800]  就是說全民應該是一起去侍奉的
[00:06:59.800 --> 00:07:02.000]  所以侍奉不是一些個別的人
[00:07:02.000 --> 00:07:03.600]  或者少數核心同工
[00:07:03.600 --> 00:07:07.600]  屬靈精英去做的事情
[00:07:07.600 --> 00:07:08.800]  或者是責任
[00:07:08.800 --> 00:07:13.400]  而是全體信徒的本分和義務
[00:07:13.400 --> 00:07:14.200]  為什麼
[00:07:14.200 --> 00:07:15.400]  剛才說得很清楚
[00:07:15.400 --> 00:07:18.400]  因為我們每一個信徒都是肢體
[00:07:18.400 --> 00:07:20.400]  都是屬於這個身體
[00:07:20.400 --> 00:07:22.400]  都有從聖靈而來
[00:07:22.400 --> 00:07:27.000]  大大小小的那種恩慈
[00:07:27.000 --> 00:07:29.600]  所以在這個真理下
[00:07:29.600 --> 00:07:33.600]  我們是需要有美好的相交
[00:07:33.600 --> 00:07:37.200]  以致我們可以互相配合
[00:07:37.200 --> 00:07:39.800]  合一的心去侍奉我們的神
[00:07:39.800 --> 00:07:43.600]  侍奉我們其他的人
[00:07:43.600 --> 00:07:46.400]  問大家會不會有挑戰
[00:07:46.400 --> 00:07:47.800]  在這個過程當中
[00:07:47.800 --> 00:07:50.200]  一定有
[00:07:50.200 --> 00:07:53.400]  好多好多的挑戰 好多好多的難是阻礙著的
[00:07:53.400 --> 00:07:56.600]  人生有挑戰是必然的事
[00:07:56.600 --> 00:08:00.000]  但問題就是我們怎樣將這些挑戰
[00:08:00.000 --> 00:08:02.200]  去化為機遇
[00:08:02.200 --> 00:08:06.600]  同時之間可以去促進我們的靈命成長
[00:08:06.600 --> 00:08:08.000]  就是這個問題
[00:08:08.000 --> 00:08:11.400]  主要有兩個情況
[00:08:11.400 --> 00:08:12.600]  在經文那裡說了
[00:08:12.600 --> 00:08:14.400]  第一個 慶賀自己
[00:08:14.400 --> 00:08:16.000]  事不關己
[00:08:16.000 --> 00:08:17.200]  這裡這樣說
[00:08:17.200 --> 00:08:18.800]  假如腳這樣說
[00:08:18.800 --> 00:08:21.600]  我不是手 所以不屬於身體
[00:08:21.600 --> 00:08:23.600]  他不能夠因此就說
[00:08:23.600 --> 00:08:25.600]  我不屬於這個身體
[00:08:25.600 --> 00:08:27.200]  如果耳朵這樣說
[00:08:27.200 --> 00:08:28.800]  我不是眼睛
[00:08:28.800 --> 00:08:31.000]  所以不屬於這個身體
[00:08:31.000 --> 00:08:33.400]  他都不能夠因此就說
[00:08:33.400 --> 00:08:36.400]  我不屬於這個身體
[00:08:36.400 --> 00:08:38.400]  經文好 擲地有聲這樣說
[00:08:38.400 --> 00:08:40.800]  縱然好像看起來
[00:08:40.800 --> 00:08:42.600]  手是比較靈活一點
[00:08:42.600 --> 00:08:46.600]  同時之間好像做一些很繁複的
[00:08:46.600 --> 00:08:49.200]  操作或工作
[00:08:49.200 --> 00:08:53.400]  或者可以令到腳會自慚形愧
[00:08:53.400 --> 00:08:56.600]  覺得自己的功能比較低
[00:08:56.600 --> 00:08:58.200]  但腳不可以說
[00:08:58.200 --> 00:09:02.400]  喂 我不屬於這個身體
[00:09:02.400 --> 00:09:08.200]  因為他本身已經是屬於這個身體
[00:09:08.200 --> 00:09:11.000]  我們本身已經是屬於這個身體
[00:09:11.000 --> 00:09:13.200]  因為我們每一個人信了耶穌
[00:09:13.200 --> 00:09:16.400]  已經有聖靈的印證
[00:09:16.400 --> 00:09:19.000]  已經有聖靈的印證
[00:09:19.000 --> 00:09:20.400]  已經chop印了
[00:09:20.400 --> 00:09:22.800]  而事實上
[00:09:22.800 --> 00:09:27.600]  腳是有手不能夠做的功用
[00:09:27.600 --> 00:09:29.400]  腳要用來行路
[00:09:29.400 --> 00:09:31.000]  但大家都可以說
[00:09:31.000 --> 00:09:34.400]  反過來用手行路就可以了
[00:09:34.400 --> 00:09:35.800]  可以嗎
[00:09:35.800 --> 00:09:38.200]  可以的 不過很艱辛
[00:09:38.200 --> 00:09:39.800]  一般都不會這樣做
[00:09:39.800 --> 00:09:43.200]  大家認為盲腸有沒有用
[00:09:43.200 --> 00:09:44.600]  大家可能會說
[00:09:44.600 --> 00:09:47.600]  吃完飯不要跳 跳窄的時候
[00:09:47.600 --> 00:09:49.600]  就會有盲腸炎
[00:09:49.600 --> 00:09:52.400]  有些醫學的證明
[00:09:52.400 --> 00:09:53.400]  就是這樣說
[00:09:53.400 --> 00:09:56.600]  盲腸是有很重要的功能
[00:09:56.600 --> 00:10:00.600]  能夠幫助人體免疫系統的運作
[00:10:00.600 --> 00:10:02.200]  一個防禦的角色
[00:10:02.200 --> 00:10:06.600]  可以儲存和修復腸道益生菌
[00:10:06.600 --> 00:10:08.400]  防止特定的感染
[00:10:08.400 --> 00:10:12.600]  所以不應該隨便割掉
[00:10:12.600 --> 00:10:14.200]  同樣的 弟兄姊妹
[00:10:14.200 --> 00:10:18.200]  千萬不要覺得自己只是一個小畜生
[00:10:18.200 --> 00:10:19.400]  一個小組員
[00:10:19.400 --> 00:10:22.200]  一個崇拜的小會眾
[00:10:22.200 --> 00:10:24.200]  覺得自己沒什麼恩賜
[00:10:24.200 --> 00:10:28.400]  又或者覺得沒什麼可以做到
[00:10:28.400 --> 00:10:31.400]  又或者覺得自己不被需要
[00:10:31.400 --> 00:10:33.800]  或者不被去重視
[00:10:33.800 --> 00:10:36.800]  而去輕看自己
[00:10:36.800 --> 00:10:39.400]  很多人侍奉
[00:10:39.400 --> 00:10:41.200]  少了自己也不要緊
[00:10:41.200 --> 00:10:43.600]  大家千萬不要這樣去想
[00:10:43.600 --> 00:10:45.200]  因為剛才也說過
[00:10:45.200 --> 00:10:48.200]  神蹤每個人都是獨特的
[00:10:48.200 --> 00:10:50.000]  你跟鄰居說 你是很獨特的
[00:10:50.000 --> 00:10:52.200]  你是很特別的
[00:10:52.200 --> 00:10:54.000]  都有它的作用
[00:10:54.000 --> 00:10:56.000]  是不可以被替代的
[00:10:56.000 --> 00:10:58.400]  而我們需要的就是這四個字
[00:10:58.400 --> 00:11:00.400]  將勤補拙
[00:11:00.400 --> 00:11:02.000]  怎樣將勤補拙呢
[00:11:02.000 --> 00:11:04.200]  第一個就是
[00:11:04.200 --> 00:11:05.600]  無論你的恩賜有
[00:11:05.600 --> 00:11:10.200]  你覺得自己有多小
[00:11:10.200 --> 00:11:14.600]  你總是有可以用的地方
[00:11:14.600 --> 00:11:19.000]  你可以做的勤於去盡自己的本份
[00:11:19.000 --> 00:11:23.400]  忠心為主 拜上你那份的恩賜
[00:11:23.400 --> 00:11:28.400]  這個應該是謙卑先
[00:11:28.400 --> 00:11:30.600]  這是第二點 待會再說
[00:11:30.600 --> 00:11:33.600]  謙卑先 接受自己的不完美
[00:11:33.600 --> 00:11:38.600]  不完美 不需要強求成為別人
[00:11:38.600 --> 00:11:40.400]  還有一個很重要的
[00:11:40.400 --> 00:11:41.600]  很想和大家分享
[00:11:41.600 --> 00:11:46.200]  你自己不要拆毀自己
[00:11:46.200 --> 00:11:47.800]  總有一天你不完美
[00:11:47.800 --> 00:11:50.600]  你不要跟自己說 我還是不行了
[00:11:50.600 --> 00:11:54.200]  我還是沒有什麼才能 才剛
[00:11:54.200 --> 00:11:56.800]  別人都看不起我 等等等等
[00:11:56.800 --> 00:11:58.800]  而自暴自棄
[00:11:58.800 --> 00:12:00.600]  妄自誹謗
[00:12:00.600 --> 00:12:02.200]  甚至有一個極端
[00:12:02.200 --> 00:12:04.200]  就是很想做一些事情
[00:12:04.200 --> 00:12:06.400]  去證明自己是可以的
[00:12:06.400 --> 00:12:10.800]  但很多時事實告訴我們是適得其反
[00:12:10.800 --> 00:12:14.600]  有一次我有一個犯罪
[00:12:14.600 --> 00:12:16.600]  就是吃飯的聚會
[00:12:16.600 --> 00:12:19.000]  不是那種犯罪
[00:12:19.000 --> 00:12:19.800]  吃飯的聚會
[00:12:19.800 --> 00:12:22.200]  就是我們一班同學
[00:12:22.200 --> 00:12:24.800]  上完課就有一個晚餐
[00:12:24.800 --> 00:12:26.800]  教授就和我說
[00:12:26.800 --> 00:12:30.000]  Larry不如你祈禱謝飯吧
[00:12:30.000 --> 00:12:33.200]  當時同台又有一兩個牧師在
[00:12:33.200 --> 00:12:35.000]  我就和他說
[00:12:35.000 --> 00:12:39.200]  我不是牧師 是不是不應該我去謝飯
[00:12:39.200 --> 00:12:41.400]  接著那位教授就說
[00:12:41.400 --> 00:12:46.000]  Larry你不要妄自誹謗
[00:12:46.000 --> 00:12:48.000]  你不要妄自誹謗
[00:12:48.000 --> 00:12:49.000]  等等
[00:12:49.000 --> 00:12:51.000]  沒有人可以拆毀你的
[00:12:51.000 --> 00:12:53.200]  甚至如果有些人想去拆毀你
[00:12:53.200 --> 00:12:56.400]  如果你不拆毀自己
[00:12:56.400 --> 00:12:58.000]  是沒有人可以拆毀你的
[00:12:58.000 --> 00:13:00.000]  所以我們不要輕看自己
[00:13:00.000 --> 00:13:01.400]  第二個就是剛才說了
[00:13:01.400 --> 00:13:03.200]  無論恩賜有多小
[00:13:03.200 --> 00:13:06.400]  總是有個地方你可以去用的
[00:13:06.400 --> 00:13:07.600]  你要做的就是勤力
[00:13:07.600 --> 00:13:10.600]  盡自己的本份
[00:13:10.600 --> 00:13:12.400]  忠心為主
[00:13:12.400 --> 00:13:15.400]  擺上你那份恩賜
[00:13:15.400 --> 00:13:16.800]  你可以做的是什麼
[00:13:16.800 --> 00:13:19.200]  勤勞點去服侍
[00:13:19.200 --> 00:13:20.800]  多點去禱告
[00:13:20.800 --> 00:13:23.000]  多點去傾聽別人
[00:13:23.000 --> 00:13:24.600]  多點去連結等等
[00:13:24.600 --> 00:13:26.800]  還有你可以去做的
[00:13:26.800 --> 00:13:30.400]  就是捕捉別人的需要
[00:13:30.400 --> 00:13:32.000]  大家不要小看
[00:13:32.000 --> 00:13:34.600]  一句的讚賞
[00:13:34.600 --> 00:13:36.800]  一句的鼓勵
[00:13:36.800 --> 00:13:40.400]  一句的關心
[00:13:40.400 --> 00:13:42.400]  可以產生很大
[00:13:42.400 --> 00:13:44.200]  即是你意想不到的
[00:13:44.200 --> 00:13:45.400]  很大很大
[00:13:45.400 --> 00:13:46.800]  那種效果
[00:13:46.800 --> 00:13:48.400]  我曾經做牧者
[00:13:48.400 --> 00:13:49.800]  時常都會關心別人
[00:13:49.800 --> 00:13:51.600]  都會鼓勵別人
[00:13:51.600 --> 00:13:53.400]  甚至有些電視節目做得好
[00:13:53.400 --> 00:13:55.400]  我會讚賞他
[00:13:55.400 --> 00:13:57.200]  特別是有些在困難當中
[00:13:57.200 --> 00:13:58.400]  我都會鼓勵
[00:13:58.400 --> 00:14:00.600]  很多時候他們會回來跟我說
[00:14:00.600 --> 00:14:02.200]  啊 Larry
[00:14:02.200 --> 00:14:04.200]  真是多謝你
[00:14:04.200 --> 00:14:06.200]  那天鼓勵我
[00:14:06.200 --> 00:14:08.200]  那天為我禱告
[00:14:08.200 --> 00:14:10.600]  我已經過了那些困難
[00:14:10.600 --> 00:14:11.800]  所以弟兄姊妹
[00:14:11.800 --> 00:14:12.800]  這些可以去做
[00:14:12.800 --> 00:14:14.400]  是一句話
[00:14:14.400 --> 00:14:16.200]  一句讚賞
[00:14:16.200 --> 00:14:17.600]  一句鼓勵
[00:14:17.600 --> 00:14:19.800]  一句關心
[00:14:19.800 --> 00:14:22.000]  其實都可以產生很大
[00:14:22.000 --> 00:14:23.800]  很大很大的作用
[00:14:23.800 --> 00:14:24.600]  同時之間
[00:14:24.600 --> 00:14:27.600]  另外一個可以做的就是陪伴
[00:14:27.600 --> 00:14:29.400]  說回二十年前
[00:14:29.400 --> 00:14:33.600]  二十年前我曾經參加過一個研討會
[00:14:33.600 --> 00:14:36.600]  是成為分享的嘉賓
[00:14:36.600 --> 00:14:38.200]  這個研討會是說到
[00:14:38.200 --> 00:14:41.800]  怎樣去幫助一些在職的基督徒
[00:14:41.800 --> 00:14:46.800]  那天是去介紹一個項目
[00:14:46.800 --> 00:14:48.600]  我在這個項目當中
[00:14:48.600 --> 00:14:50.200]  都是有少許的研究
[00:14:50.200 --> 00:14:52.000]  和有參與在當中
[00:14:52.000 --> 00:14:57.800]  於是那個機構就找了我去做分享
[00:14:57.800 --> 00:14:59.600]  完成了之後
[00:14:59.600 --> 00:15:01.200]  那個負責人就打電話給我
[00:15:01.200 --> 00:15:03.400]  Larry 有些事情想和你說
[00:15:03.400 --> 00:15:04.600]  什麼事情
[00:15:04.600 --> 00:15:07.400]  出來談吧
[00:15:07.400 --> 00:15:09.200]  接著他就說
[00:15:09.200 --> 00:15:11.000]  殘忍的事情來了
[00:15:11.000 --> 00:15:12.800]  我認為
[00:15:12.800 --> 00:15:13.600]  什麼事情
[00:15:13.600 --> 00:15:16.400]  原來是有問卷調查的
[00:15:16.400 --> 00:15:18.600]  問回那天的研討會
[00:15:18.600 --> 00:15:19.600]  大家有什麼感覺
[00:15:19.600 --> 00:15:21.000]  覺得好還是不好
[00:15:21.000 --> 00:15:22.000]  同時之間
[00:15:22.000 --> 00:15:23.200]  對於分享嘉賓
[00:15:23.200 --> 00:15:25.600]  你有什麼意見呢
[00:15:25.600 --> 00:15:27.800]  這次那個負責人就和我說
[00:15:27.800 --> 00:15:29.200]  Larry 你可以不聽
[00:15:29.200 --> 00:15:29.800]  如果你不聽
[00:15:29.800 --> 00:15:32.000]  我不會說的
[00:15:32.000 --> 00:15:32.600]  接著我說
[00:15:32.600 --> 00:15:33.600]  古惟勇說
[00:15:33.600 --> 00:15:35.600]  當然要聽
[00:15:35.600 --> 00:15:37.000]  我心情很緊張
[00:15:37.000 --> 00:15:39.000]  大家緊不緊張想聽
[00:15:39.000 --> 00:15:39.800]  想聽是吧
[00:15:39.800 --> 00:15:40.800]  OK 好
[00:15:40.800 --> 00:15:42.000]  既然大家這麼想聽
[00:15:42.000 --> 00:15:44.000]  我就和大家分享
[00:15:44.000 --> 00:15:46.600]  評語只有兩個字
[00:15:46.600 --> 00:15:48.200]  膚淺
[00:15:48.200 --> 00:15:49.400]  對了
[00:15:49.400 --> 00:15:52.600]  當時好像當頭棒喝
[00:15:52.600 --> 00:15:54.600]  我當時真的笑不出來
[00:15:54.600 --> 00:15:55.400]  跟著和自己說
[00:15:55.400 --> 00:15:56.600]  是不是自己不行呢
[00:15:56.600 --> 00:15:59.400]  是不是自己是
[00:15:59.400 --> 00:16:00.600]  所謂道行未深
[00:16:00.600 --> 00:16:03.000]  在這個項目裡面
[00:16:03.000 --> 00:16:04.400]  我認知不夠多
[00:16:04.400 --> 00:16:06.400]  甚至我曾經想過
[00:16:06.400 --> 00:16:09.600]  我都不再在眾人面前
[00:16:09.600 --> 00:16:13.600]  去分享或者說話
[00:16:13.600 --> 00:16:15.000]  但是姐妹
[00:16:15.000 --> 00:16:18.600]  人很容易被人一句話
[00:16:18.600 --> 00:16:21.400]  去打沉的
[00:16:21.400 --> 00:16:22.800]  千萬不要這樣
[00:16:22.800 --> 00:16:26.200]  大家覺得我有沒有被這句話打沉呢
[00:16:26.200 --> 00:16:27.200]  應該沒有吧
[00:16:27.200 --> 00:16:29.400]  很明顯我今天可以站在這裡
[00:16:29.400 --> 00:16:30.600]  和大家分享
[00:16:30.600 --> 00:16:32.000]  忠賢耕那位弟兄
[00:16:32.000 --> 00:16:34.000]  給評語我的弟兄
[00:16:34.000 --> 00:16:34.800]  是出於好意
[00:16:34.800 --> 00:16:36.000]  我相信也是
[00:16:36.000 --> 00:16:39.200]  神沒有去撇下我
[00:16:39.200 --> 00:16:39.600]  沒有說
[00:16:39.600 --> 00:16:41.000]  Larry 你這麼差
[00:16:41.000 --> 00:16:41.600]  這麼差
[00:16:41.600 --> 00:16:43.200]  你說話這麼膚淺
[00:16:43.200 --> 00:16:45.000]  祂繼續去使用我
[00:16:45.000 --> 00:16:46.600]  之後也有很多機會
[00:16:46.600 --> 00:16:48.600]  今天我可以在這裡和大家分享
[00:16:48.600 --> 00:16:51.400]  全是恩典
[00:16:51.400 --> 00:16:53.000]  但是我不覺得自己仍然很厲害
[00:16:53.000 --> 00:16:54.800]  因為我仍然覺得自己
[00:16:54.800 --> 00:16:57.200]  口齒不靈
[00:16:57.200 --> 00:16:59.800]  我只是盡上我自己的本份
[00:16:59.800 --> 00:17:00.800]  去好好地預備
[00:17:00.800 --> 00:17:02.200]  去和大家分享
[00:17:02.200 --> 00:17:04.400]  第二個
[00:17:04.400 --> 00:17:06.400]  就是自視過高
[00:17:06.400 --> 00:17:08.000]  目中無人
[00:17:08.000 --> 00:17:09.000]  這裡說到什麼呢
[00:17:09.000 --> 00:17:11.600]  就是說到眼睛不能夠和手這樣說
[00:17:11.600 --> 00:17:13.200]  我用不著你
[00:17:13.200 --> 00:17:15.600]  頭也不能和腳這樣說
[00:17:15.600 --> 00:17:17.200]  我用不著你
[00:17:17.200 --> 00:17:18.400]  接著就說
[00:17:18.400 --> 00:17:19.200]  經文就這樣說
[00:17:19.200 --> 00:17:20.000]  不但如此
[00:17:20.000 --> 00:17:21.400]  身體上的肢體
[00:17:21.400 --> 00:17:22.800]  人以為軟弱的
[00:17:22.800 --> 00:17:25.400]  更加是不可以缺少
[00:17:25.400 --> 00:17:26.200]  弟兄姊妹
[00:17:26.200 --> 00:17:29.600]  眼和頭都有一個共通點
[00:17:29.600 --> 00:17:30.600]  共通點是什麼呢
[00:17:30.600 --> 00:17:32.600]  就是引導手和腳
[00:17:32.600 --> 00:17:34.600]  去做動作
[00:17:34.600 --> 00:17:35.800]  那種的作用
[00:17:35.800 --> 00:17:38.400]  看起來就好像比較重要
[00:17:38.400 --> 00:17:41.200]  因此好像比較高
[00:17:41.200 --> 00:17:44.800]  但是如果沒有了手和腳去配合
[00:17:44.800 --> 00:17:49.000]  眼和頭都不可以發揮它的功效
[00:17:49.000 --> 00:17:50.200]  所以弟兄姊妹
[00:17:50.200 --> 00:17:52.400]  我們是不可以擺出
[00:17:52.400 --> 00:17:53.200]  縱然之間
[00:17:53.200 --> 00:17:54.200]  你有多厲害
[00:17:54.200 --> 00:17:55.400]  有多高超
[00:17:55.400 --> 00:17:56.600]  多優秀
[00:17:56.600 --> 00:17:57.400]  等等等等
[00:17:57.400 --> 00:18:00.000]  你的侍奉有多有果效
[00:18:00.000 --> 00:18:01.000]  等等
[00:18:01.000 --> 00:18:02.200]  你傳福音有多厲害
[00:18:02.200 --> 00:18:04.200]  我們都不可以擺出
[00:18:04.200 --> 00:18:07.200]  一副我用不著你
[00:18:07.200 --> 00:18:08.800]  那種的態度
[00:18:08.800 --> 00:18:10.600]  而當時哥倫多教會
[00:18:10.600 --> 00:18:13.800]  確實是有這種的情況
[00:18:13.800 --> 00:18:14.600]  弟兄姊妹
[00:18:14.600 --> 00:18:18.200]  人心沒有改變過
[00:18:18.200 --> 00:18:19.400]  這種的情況
