
[00:00:00.000 --> 00:00:03.540]  很高興今天再次見到主內大圈姐妹
[00:02:33.040 --> 00:02:35.740]  那兩隻不同聲音的
[00:02:35.740 --> 00:02:37.540]  你知不知道 你分不分到的
[00:02:37.540 --> 00:02:39.220]  我不知道你們有養多少隻蟲鼠
[00:02:39.220 --> 00:02:41.320]  有多少隻不是蟲鼠的那些
[00:02:41.320 --> 00:02:43.260]  有沒有養寵物 後面呀 有養寵物
[00:02:43.260 --> 00:02:45.940]  他們每一隻動物就算是同種
[00:02:45.940 --> 00:02:47.980]  他們的聲音都不同
[00:02:47.980 --> 00:02:50.340]  好像人一樣 都是聲音不同
[00:02:50.340 --> 00:02:52.340]  我們聽到的聲音的時候
[00:02:52.340 --> 00:02:56.080]  撒姆爾本人就在那裏聽到搖滑的聲音
[00:02:56.080 --> 00:02:59.780]  他就將這些聲音 這些說話告訴訴羅
[00:02:59.780 --> 00:03:03.780]  我們在過去的十四個主日當中
[00:03:03.780 --> 00:03:06.400]  我們一同去看過《撒姆爾記》
[00:03:06.400 --> 00:03:08.620]  《撒姆爾記》上面我們看到
[00:03:08.620 --> 00:03:12.120]  剛剛對上一次就看到第十三節
[00:03:12.120 --> 00:03:22.040]  第十三節和第十三章那裏 第十三章那裏開始
[00:03:22.040 --> 00:03:24.340]  第十三章第十節那裏
[00:03:24.340 --> 00:03:28.180]  我們記得上一次我們看到《撒姆爾記》
[00:03:28.180 --> 00:03:30.000]  我們討論一個主題
[00:03:30.000 --> 00:03:32.280]  究竟我們在逆境裏面
[00:03:32.280 --> 00:03:35.660]  怎樣才是一個合成心意的僕人
[00:03:35.660 --> 00:03:40.440]  當時訴羅就遇到一個很大的困難
[00:03:40.440 --> 00:03:44.200]  他為什麼呢 是被菲律賓人圍攻 進攻他們
[00:03:44.200 --> 00:03:49.160]  上到他們的山地上 很近他們的以色列民的地方
[00:03:49.160 --> 00:03:50.880]  他們就很害怕
[00:03:50.880 --> 00:03:56.760]  只剩下六百個人對著多如海沙那麽多的菲律賓人
[00:03:56.760 --> 00:04:01.740]  當時撒姆爾就預備去找訴羅
[00:04:01.740 --> 00:04:03.980]  但是訴羅就等不及了
[00:04:03.980 --> 00:04:08.420]  他就自己去了見梵濟
[00:04:08.420 --> 00:04:11.360]  去見梵濟的時候
[00:04:11.360 --> 00:04:12.780]  撒姆爾就趕到來
[00:04:12.780 --> 00:04:14.460]  就說你在這裏幹什麼
[00:04:14.460 --> 00:04:16.360]  原來他說在這裏責備他
[00:04:16.360 --> 00:04:18.120]  責備他什麽 訴羅就說
[00:04:18.120 --> 00:04:22.680]  他因為見到撒姆爾遲遲都不到
[00:04:22.680 --> 00:04:26.200]  他就自己去獻祭了 明明走到上來
[00:04:26.200 --> 00:04:27.980]  然後他心裏想
[00:04:27.980 --> 00:04:29.040]  菲律賓人這麽多人
[00:04:29.040 --> 00:04:34.300]  我就去到吉格那個地方就可以獻祭了
[00:04:34.300 --> 00:04:35.520]  獻祭給耶和華神
[00:04:35.520 --> 00:04:40.680]  當時就說撒姆爾就在那裏斥責他
[00:04:40.680 --> 00:04:43.160]  你為什麽不遵守我的命令
[00:04:43.160 --> 00:04:47.040]  不遵守他 進行神叫他做的事情
[00:04:47.040 --> 00:04:49.320]  就在那裏等他獻祭
[00:04:49.320 --> 00:04:51.560]  反而自己做了主
[00:04:51.560 --> 00:04:55.340]  結果他就被斥責
[00:04:55.340 --> 00:04:58.260]  因為你沒有遵守耶和華
[00:04:58.260 --> 00:04:59.960]  他對訴羅說
[00:04:59.960 --> 00:05:03.800]  因為你沒有遵守耶和華的吩咐
[00:05:03.800 --> 00:05:13.980]  所以神就會將他的訴羅王這個職份拿走
[00:05:13.980 --> 00:05:21.860]  他不是神所命定的統治以色列國王的君王
[00:05:21.860 --> 00:05:25.240]  這裏就是我們從第十三至第十四章那裏
[00:05:25.240 --> 00:05:27.400]  我們上次學到的功課
[00:05:27.400 --> 00:05:28.700]  就是我們在逆境當中
[00:05:28.700 --> 00:05:33.640]  怎樣去成為一個合神心意的僕人
[00:05:33.640 --> 00:05:37.780]  今天我們看到從第十四章第十五章開始
[00:05:37.780 --> 00:05:41.960]  就看到他們訴羅過了這個難關
[00:05:41.960 --> 00:05:44.160]  究竟我們身為基督徒
[00:05:44.160 --> 00:05:46.760]  或者主內的信徒的時候
[00:05:46.760 --> 00:05:49.880]  當我們渡過這個難關的時候
[00:05:49.880 --> 00:05:51.920]  我們渡過這個疫情
[00:05:51.920 --> 00:05:54.000]  我們怎樣可以繼續成為
[00:05:54.000 --> 00:05:55.340]  繼續去跟隨主
[00:05:55.340 --> 00:05:58.840]  做一個合神心意的大兄姐們
[00:05:58.840 --> 00:06:00.580]  合神心意的僕人呢
[00:06:00.580 --> 00:06:01.920]  我們一起聽一段祈禱
[00:06:03.640 --> 00:06:05.420]  我們主耶穌基督我們感謝祢
[00:06:05.420 --> 00:06:08.380]  我們感謝祢藉著聖經
[00:06:08.380 --> 00:06:18.720]  祢的門徒和過去的先知
[00:06:18.720 --> 00:06:21.780]  把聖經祢的神話寫下來
[00:06:21.780 --> 00:06:23.600]  求聖靈去幫助我們
[00:06:23.600 --> 00:06:27.200]  使我們聽到祢的話的時候能夠明白
[00:06:27.200 --> 00:06:31.980]  能夠可以跟著祢的心意繼續向前走
[00:06:31.980 --> 00:06:33.360]  將福音廣傳出去
[00:06:33.360 --> 00:06:34.860]  求祢帶領以下的時間
[00:06:34.860 --> 00:06:37.040]  我們以上的禱告是奉主耶穌
[00:06:37.040 --> 00:06:38.520]  得聖的名詞的祈求
[00:06:38.520 --> 00:06:43.240]  願父神親自帶領我們
[00:06:43.240 --> 00:06:46.540]  我們看到第十五章一開始就說
[00:06:46.540 --> 00:06:49.020]  撒姆爾就跟訴羅說
[00:06:49.020 --> 00:06:51.040]  我差遣你
[00:06:51.040 --> 00:06:57.040]  神差遣他來高納訴羅為王的時候
[00:06:57.040 --> 00:07:00.440]  所以想起以前埃及
[00:07:00.440 --> 00:07:02.040]  他們出埃及的時候
[00:07:02.040 --> 00:07:05.800]  摩西帶著這些以色列民出埃及的時候
[00:07:05.800 --> 00:07:08.520]  我們看到出埃及記
[00:07:08.520 --> 00:07:11.620]  看到第十七章的時候
[00:07:11.620 --> 00:07:14.020]  他們就被人偷襲
[00:07:14.020 --> 00:07:16.000]  被阿瑪力人偷襲
[00:07:16.000 --> 00:07:17.780]  結果摩西就上了山說
[00:07:17.780 --> 00:07:20.440]  當他們的手能夠舉起來的時候
[00:07:20.440 --> 00:07:22.420]  以色列民就會得勝
[00:07:22.420 --> 00:07:25.680]  將手下垂的時候他們就會敗退
[00:07:25.680 --> 00:07:28.040]  大家記得出埃及記的故事嗎
[00:07:28.040 --> 00:07:32.880]  這群阿瑪力人非常不對
[00:07:32.880 --> 00:07:33.380]  為什麼不對呢?
[00:07:33.380 --> 00:07:38.640]  因為他們是敵黨神的子民
[00:07:38.640 --> 00:07:40.060]  麻煩下一張
[00:07:40.060 --> 00:07:45.760]  這群阿瑪力人就是敵黨神的子民
[00:07:45.760 --> 00:07:46.980]  冥冥咒神
[00:07:46.980 --> 00:07:47.980]  耶和華神
[00:07:47.980 --> 00:07:50.300]  就用他們大人的手
[00:07:50.300 --> 00:07:53.920]  把這些以色列民從埃及法羅王
[00:07:53.920 --> 00:07:58.680]  這群困境裡面拯救出來的時候
[00:07:58.680 --> 00:07:59.580]  跟著神
[00:07:59.580 --> 00:08:02.060]  他們周圍的人都完全知道
[00:08:02.060 --> 00:08:03.720]  他們是神的子民
[00:08:03.720 --> 00:08:06.080]  他們反而去偷襲他們
[00:08:06.080 --> 00:08:06.960]  去攻擊他們
[00:08:06.960 --> 00:08:09.380]  阻擋他們進入迦南地
[00:08:09.380 --> 00:08:13.920]  耶和華神在第二節說
[00:08:13.920 --> 00:08:16.660]  根本神是會懲罰他們的
[00:08:16.660 --> 00:08:19.800]  他們這群阿瑪力人所犯的罪
[00:08:19.800 --> 00:08:21.300]  是抵擋神的子民
[00:08:21.300 --> 00:08:22.360]  這群不是普通人
[00:08:22.360 --> 00:08:25.280]  是神的子民神帶領他們出來的時候
[00:08:25.280 --> 00:08:30.500]  所以撒姆爾就跟蘇羅說
[00:08:30.500 --> 00:08:32.120]  萬君子耶和華這樣說
[00:08:32.120 --> 00:08:33.720]  以色列民出埃及的時候
[00:08:33.720 --> 00:08:35.560]  他們抵擋你們
[00:08:35.560 --> 00:08:37.540]  他沒有忘記
[00:08:37.540 --> 00:08:42.000]  耶和華神會去懲罰他們
[00:08:42.000 --> 00:08:45.480]  他懲罰他們
[00:08:45.480 --> 00:08:47.000]  他們懲罰他們
[00:08:47.000 --> 00:08:50.180]  現在我就吩咐你了
[00:08:50.180 --> 00:08:54.780]  撒姆爾就吩咐蘇羅
[00:08:54.780 --> 00:08:56.780]  命令他
[00:08:56.780 --> 00:08:58.180]  你要去做甚麼
[00:08:58.180 --> 00:09:00.080]  去擊打阿瑪力人
[00:09:00.080 --> 00:09:02.420]  要滅絕他們所有的東西
[00:09:02.420 --> 00:09:04.720]  包括了他們的親戚
[00:09:04.720 --> 00:09:06.300]  他們的人民
[00:09:06.300 --> 00:09:08.260]  不要連繫他們
[00:09:08.260 --> 00:09:10.900]  男女孩童
[00:09:10.900 --> 00:09:12.160]  甚至小朋友
[00:09:12.160 --> 00:09:14.000]  牛羊駱駝驢
[00:09:14.000 --> 00:09:15.560]  全部都要殺掉
[00:09:15.560 --> 00:09:18.880]  有人問會不會神是這麼殘忍
[00:09:18.880 --> 00:09:20.980]  我們看到這個情況之後
[00:09:20.980 --> 00:09:26.280]  這班人是抵擋神的民族
[00:09:26.280 --> 00:09:30.680]  當然會有一個神是公義的神
[00:09:30.680 --> 00:09:33.280]  如果當中有一班無辜的
[00:09:33.280 --> 00:09:34.480]  是跟隨神的
[00:09:34.480 --> 00:09:35.480]  我們看到下去
[00:09:35.480 --> 00:09:39.160]  例如
[00:09:39.160 --> 00:09:40.200]  看到下去的時候
[00:09:40.200 --> 00:09:42.060]  我們知道會有基尼人
[00:09:42.060 --> 00:09:44.000]  去到第五節第六節的時候
[00:09:44.000 --> 00:09:46.000]  蘇羅就跟那班基尼人說
[00:09:46.000 --> 00:09:49.560]  你們這班人在阿瑪力人那裏
[00:09:49.560 --> 00:09:51.560]  一起跟他們同住
[00:09:51.560 --> 00:09:53.740]  神是會拯救你們
[00:09:53.740 --> 00:09:56.340]  請你們離開阿瑪力人
[00:09:56.340 --> 00:09:58.980]  不要留在阿瑪力人當中
[00:09:58.980 --> 00:10:04.380]  因為神叫了蘇羅去殲滅這班亞馬遜人
[00:10:04.380 --> 00:10:06.720]  不想連累他們
[00:10:06.720 --> 00:10:19.140]  蘇羅就召集了二十萬的暴兵
[00:10:19.140 --> 00:10:25.440]  還有一萬的猶大人去攻打他們
[00:10:25.440 --> 00:10:26.900]  在這個期間裏面
[00:10:26.900 --> 00:10:30.540]  耶和華就派了蘇羅去打他們
[00:10:30.540 --> 00:10:34.240]  蘇羅下去城鎮的時候
[00:10:34.240 --> 00:10:37.420]  他沒有聽耶和華的說話
[00:10:37.420 --> 00:10:43.920]  他連繫了阿瑪力王瓦格
[00:10:43.920 --> 00:10:46.920]  他沒有將他的王殺掉
[00:10:46.920 --> 00:10:49.800]  又看到那些新畜那麼漂亮
[00:10:49.800 --> 00:10:53.960]  那些羊、牛、牛毒、羊羔
[00:10:53.960 --> 00:10:56.160]  那麼好、那麼肥美
[00:10:56.160 --> 00:10:59.040]  不如殘疾的、不漂亮的就殺了它
[00:10:59.040 --> 00:11:01.200]  保留著
[00:11:01.200 --> 00:11:05.200]  好的就留下來
[00:11:05.200 --> 00:11:08.540]  這件事情當然瞞不過耶和華神
[00:11:08.540 --> 00:11:10.720]  耶和華神就和撒姆爾聊天
[00:11:10.720 --> 00:11:14.120]  耶和華神就說
[00:11:14.120 --> 00:11:15.760]  我立了蘇羅王
[00:11:15.760 --> 00:11:17.520]  我現在後悔了
[00:11:17.520 --> 00:11:19.760]  因為他轉去不跟從我
[00:11:19.760 --> 00:11:21.920]  不遵守我的命令
[00:11:21.920 --> 00:11:24.160]  撒姆爾就覺得很慘
[00:11:24.160 --> 00:11:25.600]  那怎麼辦?
[00:11:25.600 --> 00:11:30.800]  他這個信息怎樣跟蘇羅王再次說呢?
[00:11:30.800 --> 00:11:32.800]  這次不是第一次
[00:11:32.800 --> 00:11:33.540]  大家記得嗎?
[00:11:33.540 --> 00:11:35.240]  剛才我在開頭的時候說
[00:11:35.240 --> 00:11:37.140]  十十三章第十四章的時候
[00:11:37.140 --> 00:11:41.080]  他已經第一次違背了神的命令
[00:11:41.080 --> 00:11:44.820]  這次是神帶領他渡過這個難關
[00:11:44.820 --> 00:11:49.960]  這次再次犯這個罪
[00:11:49.960 --> 00:11:52.460]  所以耶和華神就說他後悔了
[00:11:52.460 --> 00:11:54.720]  撒姆爾聽到這個消息的時候
[00:11:54.720 --> 00:11:56.460]  他就去找蘇羅
[00:11:56.460 --> 00:11:58.100]  他去找蘇羅的時候
[00:11:58.100 --> 00:11:59.300]  發現蘇羅在做什麼呢?
[00:11:59.300 --> 00:12:02.140]  他就去了一甲那裡去敬拜他
[00:12:02.140 --> 00:12:05.400]  我們看十三節的時候
[00:12:05.400 --> 00:12:09.500]  我們看到撒姆爾來到蘇羅那裡
[00:12:09.500 --> 00:12:11.540]  蘇羅就說
[00:12:11.540 --> 00:12:14.720]  願耶和華賜福給你
[00:12:14.720 --> 00:12:19.180]  耶和華的命令我已經遵守了
[00:12:19.180 --> 00:12:20.880]  有沒有遵守到呢?
[00:12:20.880 --> 00:12:22.080]  沒有
[00:12:22.080 --> 00:12:23.620]  耶和華神的命令是什麼呢?
[00:12:23.620 --> 00:12:27.660]  叫他滅絕所有阿瑪尼人
[00:12:27.660 --> 00:12:32.660]  當中的基尼人他們放走了是可以的
[00:12:32.660 --> 00:12:36.400]  但是阿瑪尼人是要完全滅絕
[00:12:36.400 --> 00:12:37.860]  他自己就跟撒姆爾說
[00:12:37.860 --> 00:12:40.200]  我完全已經遵守了
[00:12:40.200 --> 00:12:43.400]  但是撒姆爾聽到
[00:12:43.400 --> 00:12:44.940]  他說聽到這個字
[00:12:44.940 --> 00:12:50.120]  聽到這個主題在撒姆爾記載出現
[00:12:50.120 --> 00:12:54.360]  聽到好像我們認得我們的生畜
[00:12:54.360 --> 00:12:58.280]  我們的寵物的聲音
[00:12:58.280 --> 00:13:00.360]  好像我們當中有彈琴的
[00:13:00.360 --> 00:13:01.360]  我們都聽得出
[00:13:01.360 --> 00:13:02.360]  就算小提琴
[00:13:02.360 --> 00:13:04.360]  你是Chandler拉的小提琴
[00:13:04.360 --> 00:13:06.360]  還是另一個小朋友拉的小提琴
[00:13:06.360 --> 00:13:08.360]  都聽得出
[00:13:08.360 --> 00:13:10.660]  都聽得出是誰的小提琴
[00:13:10.660 --> 00:13:13.640]  當然撒姆爾聽得出
[00:13:13.640 --> 00:13:18.640]  聽得出當中他們有一些羊和牛的聲音
[00:13:18.640 --> 00:13:25.160]  這些羊和牛的聲音是數羅王自己違背耶和華神的旨意
[00:13:25.160 --> 00:13:28.900]  是自己留下在他們當中
[00:13:28.900 --> 00:13:30.400]  數羅王就說
[00:13:30.400 --> 00:13:32.800]  這些是我留下的東西
[00:13:32.800 --> 00:13:38.000]  是打算獻給耶和華祢的神
[00:13:38.000 --> 00:13:39.200]  耶和華祢的神
[00:13:39.200 --> 00:13:41.000]  我留給祂
[00:13:41.000 --> 00:13:43.400]  所以就是留給他獻祭
[00:13:43.400 --> 00:13:47.400]  第十六節提到
[00:13:47.400 --> 00:13:49.400]  我們再看第十六節
[00:13:49.400 --> 00:13:51.400]  撒姆爾就說
[00:13:51.400 --> 00:13:52.400]  你快點停口
[00:13:52.400 --> 00:13:55.400]  我明明就聽到你在這裡
[00:13:55.400 --> 00:14:00.400]  在這裡耶和華神昨晚已經告訴你你在這裡犯罪了
[00:14:00.400 --> 00:14:01.400]  犯錯了
[00:14:01.400 --> 00:14:02.400]  耶和華
[00:14:02.400 --> 00:14:04.400]  撒姆爾就繼續說
[00:14:04.400 --> 00:14:06.400]  就去耶和華就第十八節
[00:14:06.400 --> 00:14:08.400]  麻煩你第十八節
[00:14:08.400 --> 00:14:11.400]  耶和華明明就差遣你
[00:14:11.400 --> 00:14:12.400]  吩咐了你
[00:14:12.400 --> 00:14:18.400]  你去擊打和滅盡那幫阿瑪利人
[00:14:18.400 --> 00:14:25.400]  你竟然沒有去聽從祂的命令
[00:14:25.400 --> 00:14:28.400]  和急忙地擄奪了這些財物
[00:14:28.400 --> 00:14:32.400]  做了耶和華眼中所犯的惡事
[00:14:32.400 --> 00:14:34.400]  這裡所提的惡事就是
[00:14:34.400 --> 00:14:36.400]  祂自己沒有聽話
[00:14:36.400 --> 00:14:42.400]  留下了這些略物留給自己
[00:14:42.400 --> 00:14:46.400]  還在辯駁
[00:14:46.400 --> 00:14:48.400]  其實留下來是獻祭的
[00:14:48.400 --> 00:14:50.400]  獻祭給你的神
[00:14:50.400 --> 00:14:55.400]  這明明就是耶和華神
[00:14:55.400 --> 00:14:56.400]  為什麼說你的神
[00:14:56.400 --> 00:14:59.400]  根本上祂的心態已經有很大的問題
[00:14:59.400 --> 00:15:02.400]  我們再看二十節的時候
[00:15:02.400 --> 00:15:04.400]  蘇羅對撒姆爾說
[00:15:04.400 --> 00:15:06.400]  我實在聽從了
[00:15:06.400 --> 00:15:08.400]  在那裡再狡辯
[00:15:08.400 --> 00:15:09.400]  蘇羅就說
[00:15:09.400 --> 00:15:10.400]  我真的有聽話
[00:15:10.400 --> 00:15:12.400]  我現在做了
[00:15:12.400 --> 00:15:18.400]  我就捉了那個阿瑪利王回來
[00:15:18.400 --> 00:15:20.400]  明明就不是
[00:15:20.400 --> 00:15:21.400]  因為我知道
[00:15:21.400 --> 00:15:25.400]  明明神就說要將全部的人殺掉
[00:15:25.400 --> 00:15:27.400]  為什麼會山禽了這個阿瑪利王呢
[00:15:27.400 --> 00:15:29.400]  他就告訴撒姆爾
[00:15:29.400 --> 00:15:31.400]  我還山禽了阿瑪利王
[00:15:31.400 --> 00:15:32.400]  其他人我殺了
[00:15:32.400 --> 00:15:34.400]  八聖二十一節提到
[00:15:34.400 --> 00:15:38.400]  八聖在八聖
[00:15:38.400 --> 00:15:39.400]  就是那些以色列文
[00:15:39.400 --> 00:15:41.400]  看到那些羊很漂亮
[00:15:41.400 --> 00:15:43.400]  很肥美的牛羊
[00:15:43.400 --> 00:15:44.400]  所以就留下一些
[00:15:44.400 --> 00:15:46.400]  想要獻給你的神
[00:15:46.400 --> 00:15:48.400]  耶和華神
[00:15:48.400 --> 00:15:50.400]  他居然聽八聖的話
[00:15:50.400 --> 00:15:53.400]  留下這些略物
[00:15:53.400 --> 00:15:55.400]  第二十二節撒姆爾繼續說
[00:15:55.400 --> 00:15:56.400]  撒姆爾說
[00:15:56.400 --> 00:15:57.400]  耶和華神
[00:15:57.400 --> 00:15:59.400]  喜悅的梵祭和平安祭
[00:15:59.400 --> 00:16:01.400]  剛才大家所讀的經文
[00:16:01.400 --> 00:16:06.400]  喜悅喜悅喜悅人聽從祂的話
[00:16:06.400 --> 00:16:08.400]  聽命勝於獻祭
[00:16:08.400 --> 00:16:12.400]  順從勝於公羊的自由
[00:16:12.400 --> 00:16:15.400]  你猜耶和華神是想我們去聽話
[00:16:15.400 --> 00:16:19.400]  還是想你留下那些
[00:16:19.400 --> 00:16:21.400]  明明屬於祂的東西
[00:16:21.400 --> 00:16:25.400]  來頌敬拜祂的獻祭呢
[00:16:25.400 --> 00:16:27.400]  這裡不是說我們不回來教會
[00:16:27.400 --> 00:16:31.400]  我們在家裡
[00:16:31.400 --> 00:16:33.400]  用各種自己的意念去決定
[00:16:33.400 --> 00:16:35.400]  我不回教會不上網
[00:16:35.400 --> 00:16:39.400]  這裡不是說獻祭還是不獻祭
[00:16:39.400 --> 00:16:40.400]  這裡告訴你
[00:16:40.400 --> 00:16:44.400]  你不要用這個獻祭的藉口
[00:16:44.400 --> 00:16:50.400]  去違背耶和華神給你的命令
[00:16:50.400 --> 00:16:52.400]  二十三節再看
[00:16:52.400 --> 00:16:56.400]  這個叛逆的罪與行邪術是罪的相等
[00:16:56.400 --> 00:16:59.400]  患難的罪就像敬拜神的偶像一樣
[00:16:59.400 --> 00:17:01.400]  你既然嫌棄耶和華神
[00:17:01.400 --> 00:17:04.400]  耶和華神也會嫌棄你
[00:17:04.400 --> 00:17:06.400]  他說到這裡
[00:17:06.400 --> 00:17:13.400]  掃羅就開始認罪
[00:17:13.400 --> 00:17:15.400]  我有罪了
[00:17:15.400 --> 00:17:18.400]  我現在因為我懼怕百姓
[00:17:18.400 --> 00:17:20.400]  那些百姓以色列民
[00:17:20.400 --> 00:17:23.400]  叫我留下那些公羊
[00:17:23.400 --> 00:17:25.400]  我可以留下他們
[00:17:25.400 --> 00:17:27.400]  我現在知道錯了
[00:17:27.400 --> 00:17:28.400]  沒理由的
[00:17:28.400 --> 00:17:32.400]  其實他身為掃羅是君王
[00:17:32.400 --> 00:17:39.400]  不應該聽這些百姓一同違背耶和華神
[00:17:39.400 --> 00:17:40.400]  他現在知道罪了
[00:17:40.400 --> 00:17:43.400]  他終於肯說出來了
[00:17:43.400 --> 00:17:47.400]  我沒有聽到他們違背了耶和華的言語
[00:17:47.400 --> 00:17:49.400]  二十五節
[00:17:49.400 --> 00:17:53.400]  現在我求你赦免我的罪
[00:17:53.400 --> 00:17:57.400]  要求給撒姆爾
[00:17:57.400 --> 00:18:01.400]  你真的要赦免我的罪
[00:18:01.400 --> 00:18:08.400]  一定要和我回去去敬拜耶和華
[00:18:08.400 --> 00:18:12.400]  撒姆爾說我不和你回去
[00:18:12.400 --> 00:18:14.400]  因為你嫌棄耶和華
[00:18:14.400 --> 00:18:17.400]  耶和華也嫌棄你做以色列的王
[00:18:17.400 --> 00:18:20.400]  他的心態很壞
[00:18:20.400 --> 00:18:22.400]  掃羅為什麼心態壞呢
[00:18:22.400 --> 00:18:27.400]  因為他要面子
[00:18:27.400 --> 00:18:29.400]  你不跟著他回去
[00:18:29.400 --> 00:18:32.400]  他要人確認他繼續是君王
[00:18:32.400 --> 00:18:34.400]  死纏爛打
[00:18:34.400 --> 00:18:37.400]  結果拉著說一定要和我回去
[00:18:37.400 --> 00:18:39.400]  拉爛了他的衣服
[00:18:39.400 --> 00:18:41.400]  撒姆爾的衣服撕裂了
[00:18:41.400 --> 00:18:43.400]  結果關係一刀兩斷
[00:18:43.400 --> 00:18:45.400]  就好像衣服一樣
[00:18:45.400 --> 00:18:50.400]  和神的關係完全決裂
[00:18:50.400 --> 00:18:52.400]  撒姆爾這樣和他說
[00:18:52.400 --> 00:18:54.400]  第十九節
[00:18:54.400 --> 00:18:57.400]  以色列的大能者必不自說放
[00:18:57.400 --> 00:19:00.400]  也必不自後悔
[00:19:00.400 --> 00:19:02.400]  三十節
[00:19:02.400 --> 00:19:05.400]  掃羅說我有罪了
[00:19:05.400 --> 00:19:07.400]  雖然如此
[00:19:07.400 --> 00:19:09.400]  再求你了
[00:19:09.400 --> 00:19:12.400]  在我長老百姓面前
[00:19:12.400 --> 00:19:14.400]  要抬舉我
[00:19:14.400 --> 00:19:16.400]  因為他是君王
[00:19:16.400 --> 00:19:20.400]  和我一起回去一同去敬拜耶和華
[00:19:20.400 --> 00:19:22.400]  你的神
[00:19:22.400 --> 00:19:24.400]  大家看到了
[00:19:24.400 --> 00:19:26.400]  他的悔改認罪
[00:19:26.400 --> 00:19:27.400]  真不真
[00:19:27.400 --> 00:19:29.400]  假的
[00:19:29.400 --> 00:19:31.400]  假的
[00:19:31.400 --> 00:19:33.400]  愛面要取回地位
[00:19:33.400 --> 00:19:34.400]  明不明白
[00:19:34.400 --> 00:19:36.400]  我被你高納了
[00:19:36.400 --> 00:19:39.400]  被耶和華神高納了去做君王
[00:19:39.400 --> 00:19:41.400]  為什麼突然被人拉下來
[00:19:41.400 --> 00:19:43.400]  有沒有面子
[00:19:43.400 --> 00:19:44.400]  沒有面子
[00:19:44.400 --> 00:19:48.400]  皇位還要給了一個合他心意
[00:19:48.400 --> 00:19:52.400]  和耶和華心意的另一個人
[00:19:52.400 --> 00:19:55.400]  他不可以放棄他的權利
[00:19:55.400 --> 00:19:57.400]  他不可以放棄他的面子
