
[00:00:00.000 --> 00:00:06.000]  在今天開始的時候,想先和大家講一個真實的故事
[00:02:53.000 --> 00:02:56.000]  她又帶了一些朱古力曲奇餅來
[00:02:56.000 --> 00:03:05.000]  於是過了一段時間,小女孩的情況有些好轉
[00:03:05.000 --> 00:03:12.000]  於是醫生就將她搬到樓層上
[00:03:12.000 --> 00:03:20.000]  又過了一段時間,醫生竟然讓她出院
[00:03:20.000 --> 00:03:29.000]  但是小女孩卻不肯,竟然要留在醫院
[00:03:29.000 --> 00:03:33.000]  為什麼呢?她跟醫院說
[00:03:33.000 --> 00:03:46.000]  「其實我想留在這裡幫助一些像我以前那樣的情況面對很多挑戰、磨難和逆境的病人」
[00:03:46.000 --> 00:03:52.000]  這個病人的名字叫做安妮·沙利文
[00:03:52.000 --> 00:03:55.000]  我講完她的名字,你也不知道她是誰吧
[00:03:55.000 --> 00:04:01.000]  但是,她日後成為了一個教師
[00:04:01.000 --> 00:04:06.000]  她悉心教導出來的學生,我相信大家都認識的
[00:04:06.000 --> 00:04:12.000]  就是「猶龍猶雅的海倫海倫」
[00:04:12.000 --> 00:04:15.000]  我不知道大家是否認同
[00:04:15.000 --> 00:04:21.000]  生命總有可能被轉化的可能性
[00:04:21.000 --> 00:04:26.000]  你不要批評她,不是這樣的
[00:04:26.000 --> 00:04:33.000]  今天來到約拿書的最後一章,即第四章
[00:04:33.000 --> 00:04:40.000]  第三章的尾章提到「你未成的人願意悔改」
[00:04:40.000 --> 00:04:42.000]  接著怎麼辦呢?
[00:04:42.000 --> 00:04:50.000]  可能接下來的描述,大家都知道事情發展是怎樣的
[00:04:50.000 --> 00:04:59.000]  不過我仍然想跟大家一起留意一下第四章當中的一些細節
[00:04:59.000 --> 00:05:03.000]  其實神是要給我們一些提醒
[00:05:03.000 --> 00:05:10.000]  第四章的經文一開始在第一節是這樣說的
[00:05:10.000 --> 00:05:15.000]  「者是約拿大大不悅,且甚發怒」
[00:05:15.000 --> 00:05:21.000]  約拿對於「你未成的人願意悔改」
[00:05:21.000 --> 00:05:23.000]  她的感受是什麼呢?
[00:05:23.000 --> 00:05:28.000]  這裡說「大大不悅,且甚發怒」
[00:05:28.000 --> 00:05:35.000]  「大大不悅」直譯的說法就是「極大惡」
[00:05:35.000 --> 00:05:43.000]  這個「惡」字在前面約拿書的經文出現過不止一次
[00:05:43.000 --> 00:05:51.000]  而這個字與三章十節的災禍是同一個字
[00:05:51.000 --> 00:05:56.000]  意思就是說,約拿不單止不悅
[00:05:56.000 --> 00:06:04.000]  她更加要抨擊神對「你未成」這份憐憫
[00:06:04.000 --> 00:06:10.000]  認為這件事是一個極大的惡事
[00:06:10.000 --> 00:06:16.000]  「你未成」當中因為他們願意悔改
[00:06:16.000 --> 00:06:21.000]  所以惡就被除去,即是災禍沒有了
[00:06:21.000 --> 00:06:27.000]  不過來到這裡就變成了約拿的極大惡
[00:06:27.000 --> 00:06:33.000]  經文甚至說她是「且甚發怒」
[00:06:33.000 --> 00:06:36.000]  即是感到怒火中燒
[00:06:36.000 --> 00:06:42.000]  為什麼約拿在第三章時願意回應呢?
[00:06:42.000 --> 00:06:45.000]  但是到了第四章時
[00:06:45.000 --> 00:06:49.000]  當她說了這個叫他們悔改的信息
[00:06:49.000 --> 00:06:51.000]  然後他們聽了
[00:06:51.000 --> 00:06:57.000]  為什麼約拿又有第四章的反應呢?
[00:06:57.000 --> 00:07:02.000]  莫非是因為神在第二章
[00:07:02.000 --> 00:07:08.000]  在那條魚裡套出來救她的命
[00:07:08.000 --> 00:07:11.000]  上帝應允祈禱
[00:07:11.000 --> 00:07:16.000]  所以第三章就答謝神恩
[00:07:16.000 --> 00:07:19.000]  願意為神做些事
[00:07:19.000 --> 00:07:21.000]  如果我們用這個想法
[00:07:21.000 --> 00:07:29.000]  其實可能與我們中國人那種傳統信仰要還神
[00:07:29.000 --> 00:07:31.000]  不是差不多嗎?
[00:07:31.000 --> 00:07:33.000]  但是歸根究底
[00:07:33.000 --> 00:07:36.000]  如果我們在說「還神」
[00:07:36.000 --> 00:07:38.000]  中國人那種說法
[00:07:38.000 --> 00:07:41.000]  其實究竟獻上什麼東西
[00:07:41.000 --> 00:07:43.000]  都是由人主導的
[00:07:43.000 --> 00:07:47.000]  老實說,我想做些什麼就做些什麼
[00:07:47.000 --> 00:07:52.000]  一定不可以違反我的個人意願
[00:07:52.000 --> 00:07:54.000]  所以來到這個階段
[00:07:54.000 --> 00:07:57.000]  其實約拿根本就不明白
[00:07:57.000 --> 00:08:02.000]  體會不到神是愛惜彌彌未成的人
[00:08:02.000 --> 00:08:05.000]  她沒有這樣的心腸
[00:08:05.000 --> 00:08:07.000]  約拿在這裏
[00:08:07.000 --> 00:08:11.000]  是掉進了一個非常自我的想法裏面
[00:08:11.000 --> 00:08:14.000]  她不明白神在第二章
[00:08:14.000 --> 00:08:20.000]  要將她在魚腹當中救出來的神蹟
[00:08:20.000 --> 00:08:26.000]  是要使用她成為一個上帝合用的器皿
[00:08:26.000 --> 00:08:29.000]  她不認同神揀選她
[00:08:29.000 --> 00:08:34.000]  給過她彌彌未成傳揚悔改的信息
[00:08:34.000 --> 00:08:37.000]  其實是一個榮譽
[00:08:37.000 --> 00:08:42.000]  她覺得這樣做其實是不對的
[00:08:42.000 --> 00:08:49.000]  所以當這樣的想法纏繞著自己的時候
[00:08:49.000 --> 00:08:52.000]  她根本沒有辦法去認同
[00:08:52.000 --> 00:08:59.000]  原來見證到別人信耶穌應該是很開心的
[00:08:59.000 --> 00:09:03.000]  約拿的反應值得我們想一想
[00:09:03.000 --> 00:09:07.000]  到底我們是不是對於上帝
[00:09:07.000 --> 00:09:11.000]  託付給我們傳福音這個角色
[00:09:11.000 --> 00:09:13.000]  我們會怎樣看
[00:09:13.000 --> 00:09:15.000]  我們會不會覺得
[00:09:15.000 --> 00:09:18.000]  原來我們有機會去傳福音
[00:09:18.000 --> 00:09:21.000]  見到別人信耶穌
[00:09:21.000 --> 00:09:25.000]  我們好像在接下來的第六節
[00:09:25.000 --> 00:09:29.000]  這樣描述大大喜樂
[00:09:29.000 --> 00:09:31.000]  你不要說到傳福音了
[00:09:31.000 --> 00:09:35.000]  你將它普遍性地說到侍奉
[00:09:35.000 --> 00:09:37.000]  究竟我們覺不覺得
[00:09:37.000 --> 00:09:41.000]  我們能夠有機會參與服侍
[00:09:41.000 --> 00:09:46.000]  其實是上帝揀選你的恩典
[00:09:46.000 --> 00:09:48.000]  不要管那個服侍是什麼
[00:09:48.000 --> 00:09:52.000]  就算站在後面做私事
[00:09:52.000 --> 00:09:58.000]  你覺不覺得這是一份榮譽
[00:09:58.000 --> 00:10:01.000]  到了第二節
[00:10:01.000 --> 00:10:06.000]  約拿就由第二章的感恩祈禱
[00:10:06.000 --> 00:10:10.000]  似乎掉到老我身上
[00:10:10.000 --> 00:10:12.000]  又是來投訴了
[00:10:12.000 --> 00:10:14.000]  經文這樣說
[00:10:14.000 --> 00:10:16.000]  就禱告耶穌說
[00:10:16.000 --> 00:10:18.000]  我在本國的時候
[00:10:18.000 --> 00:10:20.000]  豈不是這樣說
[00:10:20.000 --> 00:10:23.000]  我知道你是有恩典
[00:10:23.000 --> 00:10:24.000]  有憐憫的神
[00:10:24.000 --> 00:10:26.000]  不輕易發怒
[00:10:26.000 --> 00:10:28.000]  有豐盛的慈愛
[00:10:28.000 --> 00:10:31.000]  並且後悔不降所說的災
[00:10:31.000 --> 00:10:36.000]  所以我急速逃往他私去
[00:10:36.000 --> 00:10:38.000]  我不知道大家覺不覺得
[00:10:38.000 --> 00:10:42.000]  約拿這個似乎有點反覆
[00:10:42.000 --> 00:10:46.000]  這個和上帝的關係
[00:10:46.000 --> 00:10:47.000]  這個描述
[00:10:47.000 --> 00:10:51.000]  好像有幾分相似
[00:10:51.000 --> 00:10:53.000]  熟口熟面的
[00:10:53.000 --> 00:10:56.000]  現在我想和大家
[00:10:56.000 --> 00:11:00.000]  聽一段音樂
[00:11:00.000 --> 00:11:05.000]  我會展示這幅圖畫給大家看
[00:11:05.000 --> 00:11:07.000]  這幅圖畫
[00:11:07.000 --> 00:11:11.000]  其實是一位名畫家
[00:11:11.000 --> 00:11:13.000]  叫林布蘭
[00:11:13.000 --> 00:11:16.000]  他在1655年
[00:11:16.000 --> 00:11:20.000]  用約拿書第四章
[00:11:20.000 --> 00:11:23.000]  稍後說到的第五節
[00:11:23.000 --> 00:11:27.000]  講述城外這個主題
[00:11:27.000 --> 00:11:29.000]  所畫的畫
[00:11:29.000 --> 00:11:31.000]  一會我會給大家
[00:11:31.000 --> 00:11:34.000]  一點時間安靜
[00:11:34.000 --> 00:11:36.000]  我們試想一下
[00:11:36.000 --> 00:11:38.000]  自己的信仰經歷
[00:11:38.000 --> 00:11:40.000]  在這麼多年以來
[00:11:40.000 --> 00:11:42.000]  你覺不覺得
[00:11:42.000 --> 00:11:44.000]  自己和上帝的關係
[00:11:44.000 --> 00:11:47.000]  其實都有反覆的時間
[00:11:47.000 --> 00:11:49.000]  有時好一點
[00:11:49.000 --> 00:11:52.000]  有時其實都頗差的
[00:11:52.000 --> 00:11:55.000]  我們和上帝的關係
[00:11:55.000 --> 00:11:57.000]  在什麼時候
[00:11:57.000 --> 00:12:01.000]  你認為是走得最近的
[00:12:01.000 --> 00:12:06.000]  想想當時的片段是怎樣的
[00:12:06.000 --> 00:12:08.000]  請你將你當時
[00:12:08.000 --> 00:12:11.000]  覺得和神的關係很近的
[00:12:11.000 --> 00:12:12.000]  那個片段
[00:12:12.000 --> 00:12:16.000]  和現在做一個對比
[00:12:16.000 --> 00:12:18.000]  求主使用
[00:12:18.000 --> 00:12:20.000]  祂在你腦裡
[00:12:20.000 --> 00:12:22.000]  來展現的片段
[00:12:22.000 --> 00:12:25.000]  幫助我們再一次
[00:12:25.000 --> 00:12:29.000]  和上帝展開一番對話
[00:12:29.000 --> 00:12:31.000]  重整一下
[00:12:31.000 --> 00:12:33.000]  你和祂的關係
[00:12:33.000 --> 00:12:39.000]  謝謝
[00:13:03.000 --> 00:13:13.000]  啊
[00:13:13.000 --> 00:13:23.000]  啊
[00:13:23.000 --> 00:13:29.000]  啊
[00:13:29.000 --> 00:13:39.000]  啊
[00:13:39.000 --> 00:13:49.000]  啊
[00:13:49.000 --> 00:13:59.000]  啊
[00:13:59.000 --> 00:14:09.000]  啊
[00:14:09.000 --> 00:14:19.000]  啊
[00:14:19.000 --> 00:14:29.000]  啊
[00:14:29.000 --> 00:14:39.000]  啊
[00:14:39.000 --> 00:14:49.000]  啊
[00:14:49.000 --> 00:14:55.000]  啊
[00:14:55.000 --> 00:15:05.000]  啊
[00:15:05.000 --> 00:15:15.000]  啊
[00:15:15.000 --> 00:15:21.000]  啊
[00:15:21.000 --> 00:15:31.000]  啊
[00:15:31.000 --> 00:15:41.000]  啊
[00:15:41.000 --> 00:15:47.000]  啊
[00:15:47.000 --> 00:15:57.000]  啊
[00:15:57.000 --> 00:16:07.000]  啊
[00:16:07.000 --> 00:16:13.000]  啊
[00:16:13.000 --> 00:16:23.000]  啊
[00:16:23.000 --> 00:16:33.000]  啊
[00:16:33.000 --> 00:16:39.000]  啊
[00:16:39.000 --> 00:16:49.000]  啊
[00:16:49.000 --> 00:16:59.000]  啊
[00:16:59.000 --> 00:17:09.000]  啊
[00:17:09.000 --> 00:17:19.000]  啊
[00:17:19.000 --> 00:17:25.000]  啊
[00:17:25.000 --> 00:17:35.000]  啊
[00:17:35.000 --> 00:17:45.000]  啊
[00:17:45.000 --> 00:17:55.000]  啊
[00:17:55.000 --> 00:18:05.000]  啊
[00:18:05.000 --> 00:18:11.000]  啊
[00:18:11.000 --> 00:18:21.000]  啊
[00:18:21.000 --> 00:18:31.000]  啊
[00:18:31.000 --> 00:18:41.000]  啊
[00:18:41.000 --> 00:19:01.000]  啊
[00:19:01.000 --> 00:19:11.000]  啊
[00:19:11.000 --> 00:19:31.000]  啊
[00:19:31.000 --> 00:19:41.000]  啊
[00:19:41.000 --> 00:19:51.000]  啊
[00:19:51.000 --> 00:20:01.000]  啊
[00:20:01.000 --> 00:20:11.000]  啊
[00:20:11.000 --> 00:20:21.000]  啊
[00:20:21.000 --> 00:20:31.000]  啊
[00:20:31.000 --> 00:20:41.000]  啊
[00:20:41.000 --> 00:20:51.000]  啊
[00:20:51.000 --> 00:21:01.000]  啊
[00:21:01.000 --> 00:21:11.000]  啊
[00:21:11.000 --> 00:21:21.000]  啊
[00:21:21.000 --> 00:21:31.000]  啊
[00:21:31.000 --> 00:21:41.000]  啊
[00:21:41.000 --> 00:22:01.000]  啊
[00:22:01.000 --> 00:22:11.000]  啊
[00:22:11.000 --> 00:22:21.000]  啊
[00:22:21.000 --> 00:22:31.000]  啊
[00:22:31.000 --> 00:22:41.000]  啊
[00:22:41.000 --> 00:22:51.000]  啊
[00:22:51.000 --> 00:23:11.000]  啊
[00:23:11.000 --> 00:23:21.000]  啊
[00:23:21.000 --> 00:23:41.000]  啊
[00:23:41.000 --> 00:23:51.000]  啊
[00:23:51.000 --> 00:24:01.000]  啊
[00:24:01.000 --> 00:24:11.000]  啊
[00:24:11.000 --> 00:24:31.000]  啊
[00:24:31.000 --> 00:24:41.000]  啊
[00:24:41.000 --> 00:24:51.000]  啊
[00:24:51.000 --> 00:25:01.000]  啊
[00:25:01.000 --> 00:25:11.000]  啊
[00:25:11.000 --> 00:25:21.000]  啊
[00:25:21.000 --> 00:25:31.000]  啊
[00:25:31.000 --> 00:25:41.000]  啊
[00:25:41.000 --> 00:26:01.000]  啊
[00:26:01.000 --> 00:26:11.000]  啊
[00:26:11.000 --> 00:26:21.000]  啊
[00:26:21.000 --> 00:26:31.000]  啊
[00:26:31.000 --> 00:26:51.000]  啊
[00:26:51.000 --> 00:27:01.000]  啊
[00:27:01.000 --> 00:27:11.000]  啊
[00:27:11.000 --> 00:27:21.000]  啊
[00:27:21.000 --> 00:27:41.000]  啊
[00:27:41.000 --> 00:27:51.000]  啊
[00:27:51.000 --> 00:28:01.000]  啊
[00:28:01.000 --> 00:28:11.000]  啊
[00:28:11.000 --> 00:28:31.000]  啊
[00:28:31.000 --> 00:28:41.000]  啊
[00:28:41.000 --> 00:28:51.000]  啊
[00:28:51.000 --> 00:29:01.000]  啊
[00:29:01.000 --> 00:29:11.000]  啊
[00:29:11.000 --> 00:29:21.000]  啊
[00:29:21.000 --> 00:29:41.000]  啊
[00:29:41.000 --> 00:29:51.000]  啊
[00:29:51.000 --> 00:30:11.000]  啊
[00:30:11.000 --> 00:30:21.000]  啊
[00:30:21.000 --> 00:30:31.000]  啊
[00:30:31.000 --> 00:30:41.000]  啊
[00:30:41.000 --> 00:30:51.000]  啊
[00:30:51.000 --> 00:31:01.000]  啊
[00:31:01.000 --> 00:31:21.000]  啊
[00:31:21.000 --> 00:31:31.000]  啊
[00:31:31.000 --> 00:31:41.000]  啊
[00:31:41.000 --> 00:31:51.000]  啊
[00:31:51.000 --> 00:32:01.000]  啊
[00:32:01.000 --> 00:32:11.000]  啊
[00:32:11.000 --> 00:32:21.000]  啊
[00:32:21.000 --> 00:32:31.000]  啊
[00:32:31.000 --> 00:32:51.000]  啊
[00:32:51.000 --> 00:33:01.000]  啊
[00:33:01.000 --> 00:33:11.000]  啊
[00:33:11.000 --> 00:33:21.000]  啊
[00:33:21.000 --> 00:33:41.000]  啊
[00:33:41.000 --> 00:33:51.000]  啊
[00:33:51.000 --> 00:34:01.000]  啊
[00:34:01.000 --> 00:34:11.000]  啊
[00:34:11.000 --> 00:34:31.000]  啊
[00:34:31.000 --> 00:34:41.000]  啊
[00:34:41.000 --> 00:34:51.000]  啊
[00:34:51.000 --> 00:35:01.000]  啊
[00:35:01.000 --> 00:35:11.000]  啊
[00:35:11.000 --> 00:35:21.000]  啊
[00:35:21.000 --> 00:35:41.000]  啊
[00:35:41.000 --> 00:35:51.000]  啊
[00:35:51.000 --> 00:36:01.000]  啊
[00:36:01.000 --> 00:36:11.000]  啊
[00:36:11.000 --> 00:36:21.000]  啊
[00:36:21.000 --> 00:36:31.000]  啊
[00:36:31.000 --> 00:36:51.000]  啊
[00:36:51.000 --> 00:37:01.000]  啊
[00:37:01.000 --> 00:37:21.000]  啊
[00:37:21.000 --> 00:37:31.000]  啊
[00:37:31.000 --> 00:37:41.000]  啊
[00:37:41.000 --> 00:37:51.000]  啊
[00:37:51.000 --> 00:38:01.000]  啊
[00:38:01.000 --> 00:38:11.000]  啊
[00:38:11.000 --> 00:38:21.000]  啊
[00:38:21.000 --> 00:38:31.000]  啊
[00:38:31.000 --> 00:38:41.000]  啊
[00:38:41.000 --> 00:38:51.000]  啊
[00:38:51.000 --> 00:39:11.000]  啊
[00:39:11.000 --> 00:39:21.000]  啊
[00:39:21.000 --> 00:39:41.000]  啊
[00:39:41.000 --> 00:39:51.000]  啊
[00:39:51.000 --> 00:40:01.000]  啊
[00:40:01.000 --> 00:40:11.000]  啊
[00:40:11.000 --> 00:40:21.000]  啊
[00:40:21.000 --> 00:40:31.000]  啊
[00:40:31.000 --> 00:40:41.000]  啊
[00:40:41.000 --> 00:40:51.000]  啊
[00:40:51.000 --> 00:41:11.000]  啊
[00:41:11.000 --> 00:41:21.000]  啊
[00:41:21.000 --> 00:41:31.000]  啊
[00:41:31.000 --> 00:41:41.000]  啊
[00:41:41.000 --> 00:42:01.000]  啊
[00:42:01.000 --> 00:42:11.000]  啊
[00:42:11.000 --> 00:42:21.000]  啊
[00:42:21.000 --> 00:42:31.000]  啊
[00:42:31.000 --> 00:42:51.000]  啊
[00:42:51.000 --> 00:43:01.000]  啊
[00:43:01.000 --> 00:43:11.000]  啊
[00:43:11.000 --> 00:43:21.000]  啊
[00:43:21.000 --> 00:43:31.000]  啊
[00:43:31.000 --> 00:43:41.000]  啊
[00:43:41.000 --> 00:43:51.000]  啊
[00:43:51.000 --> 00:44:01.000]  啊
[00:44:01.000 --> 00:44:21.000]  啊
[00:44:21.000 --> 00:44:31.000]  啊
[00:44:31.000 --> 00:44:41.000]  啊
[00:44:41.000 --> 00:44:51.000]  啊
[00:44:51.000 --> 00:45:11.000]  啊
[00:45:11.000 --> 00:45:21.000]  啊
[00:45:21.000 --> 00:45:31.000]  啊
[00:45:31.000 --> 00:45:41.000]  啊
[00:45:41.000 --> 00:46:01.000]  啊
[00:46:01.000 --> 00:46:11.000]  啊
[00:46:11.000 --> 00:46:21.000]  啊
[00:46:21.000 --> 00:46:31.000]  啊
[00:46:31.000 --> 00:46:41.000]  啊
[00:46:41.000 --> 00:46:51.000]  啊
[00:46:51.000 --> 00:47:01.000]  啊
[00:47:01.000 --> 00:47:11.000]  啊
[00:47:11.000 --> 00:47:31.000]  啊
