
[00:00:00.000 --> 00:00:02.800]  好,我們繼續我們這個advent裡面的series
[00:04:48.600 --> 00:04:51.800]  這裡可以說一章二十七節
[00:04:51.800 --> 00:04:57.700]  童女已經許配了大衛家的約瑟
[00:04:57.700 --> 00:05:01.000]  我想這個時候嫁妝也說了
[00:05:01.000 --> 00:05:01.800]  準備了
[00:05:01.800 --> 00:05:06.100]  可能幾個月後她就要下嫁給約瑟
[00:05:06.100 --> 00:05:07.100]  是不是?
[00:05:07.100 --> 00:05:09.000]  當時平凡的男女
[00:05:09.000 --> 00:05:10.500]  都是預料中事
[00:05:10.500 --> 00:05:11.300]  是不是?
[00:05:11.300 --> 00:05:12.800]  個個都會做這件事
[00:05:12.800 --> 00:05:15.600]  搞定這些事情應該是順理成章的
[00:05:15.600 --> 00:05:16.000]  是不是?
[00:05:16.000 --> 00:05:17.600]  人生計劃都是這樣的
[00:05:17.600 --> 00:05:19.000]  到了那個階段
[00:05:19.000 --> 00:05:21.100]  他們應該很順利了
[00:05:21.100 --> 00:05:23.100]  相體了
[00:05:23.100 --> 00:05:25.000]  約瑟、瑪利亞
[00:05:25.000 --> 00:05:27.300]  兩家人搞定了
[00:05:27.300 --> 00:05:29.200]  說好了所有事情
[00:05:29.200 --> 00:05:34.000]  禮服、婚宴都談好了
[00:05:34.000 --> 00:05:36.300]  天使就來報喜
[00:05:36.300 --> 00:05:38.100]  一章三十節
[00:05:38.100 --> 00:05:39.800]  天使對她說
[00:05:39.800 --> 00:05:40.700]  瑪利亞不要怕
[00:05:40.700 --> 00:05:43.100]  在神面前你已經蒙恩了
[00:05:43.100 --> 00:05:45.100]  你要懷孕生子
[00:05:45.100 --> 00:05:47.600]  要給他起名叫耶穌
[00:05:47.600 --> 00:05:49.100]  他將要為大
[00:05:49.100 --> 00:05:51.400]  稱為至高者的兒子
[00:05:51.400 --> 00:05:56.300]  主神要把祂祖先大位的王位給他
[00:05:56.300 --> 00:05:59.200]  他要作雅各家的王席到永遠
[00:05:59.200 --> 00:06:01.600]  他的國沒有窮盡
[00:06:01.600 --> 00:06:03.300]  瑪利亞對天使說
[00:06:03.300 --> 00:06:05.000]  我沒有出嫁
[00:06:05.000 --> 00:06:07.400]  怎麼會有這事呢?
[00:06:07.400 --> 00:06:09.100]  天使回答她說
[00:06:09.100 --> 00:06:11.400]  聖靈要臨到你身上至高者的能力
[00:06:11.400 --> 00:06:13.600]  要被任你
[00:06:13.600 --> 00:06:16.800]  因此那要出生的聖者
[00:06:16.800 --> 00:06:18.600]  要稱為神的兒子
[00:06:18.600 --> 00:06:22.000]  況且你的親戚伊莉莎白
[00:06:22.000 --> 00:06:24.400]  就算那素來稱為不生育的
[00:06:24.400 --> 00:06:27.500]  在年老的時候也懷了男胎
[00:06:27.500 --> 00:06:29.500]  現在懷孕六個月了
[00:06:29.500 --> 00:06:31.500]  因為出於神的話
[00:06:31.500 --> 00:06:34.400]  沒有一具不大能力的
[00:06:34.400 --> 00:06:38.100]  我想像一下十幾歲的一個女孩
[00:06:38.100 --> 00:06:41.800]  她接到一個這樣的消息
[00:06:41.800 --> 00:06:43.400]  真的非常驚天動地
[00:06:43.400 --> 00:06:47.800]  對她來說是非常驚天動地
[00:06:47.800 --> 00:06:49.600]  我想你可以想像一下
[00:06:49.600 --> 00:06:52.600]  到底在少女的腦海裡面
[00:06:52.600 --> 00:06:55.400]  她在想什麼
[00:06:55.400 --> 00:06:59.000]  可能在想為什麼要選中我
[00:06:59.000 --> 00:07:01.700]  為什麼是我
[00:07:01.700 --> 00:07:05.500]  首先馬利亞這個名字
[00:07:05.500 --> 00:07:08.100]  或者叫馬利亞的女孩
[00:07:08.100 --> 00:07:09.900]  通街也是
[00:07:09.900 --> 00:07:13.200]  按照我們那些名字的研究
[00:07:13.200 --> 00:07:14.800]  猶太人的社會裡面
[00:07:14.800 --> 00:07:18.500]  百分之五十以上都是叫馬利亞的
[00:07:18.500 --> 00:07:19.800]  馬利亞這麼多個
[00:07:19.800 --> 00:07:22.400]  為什麼偏偏要選中她呢?
[00:07:22.400 --> 00:07:24.000]  跟她年紀差不多的馬利亞
[00:07:24.000 --> 00:07:26.300]  也是有很多的
[00:07:26.300 --> 00:07:28.500]  整班同學裡面
[00:07:28.500 --> 00:07:32.200]  有一半都是叫做Mary
[00:07:32.200 --> 00:07:35.800]  還有她預料是談婚論嫁的男女
[00:07:35.800 --> 00:07:37.600]  我相信也有不少的
[00:07:37.600 --> 00:07:39.700]  雖然拿撒亞這個地方比較小
[00:07:39.700 --> 00:07:42.300]  但是你看看整個區域
[00:07:42.300 --> 00:07:45.300]  其實不止這一對的男女
[00:07:45.300 --> 00:07:46.800]  是不是?
[00:07:46.800 --> 00:07:49.700]  可能也有很多約瑟馬利亞的男女
[00:07:49.700 --> 00:07:51.700]  是不是?
[00:07:51.700 --> 00:07:53.000]  偏偏就選中她
[00:07:53.000 --> 00:07:56.300]  為什麼?
[00:07:56.300 --> 00:07:58.700]  上帝的主權
[00:07:58.700 --> 00:08:00.800]  Sovereignity of God
[00:08:00.800 --> 00:08:02.600]  上帝就是要選她
[00:08:02.600 --> 00:08:04.600]  出於上帝的照明
[00:08:04.600 --> 00:08:07.900]  出於上帝自己的主權
[00:08:07.900 --> 00:08:10.100]  我想最困擾的問題就是她問的問題
[00:08:10.100 --> 00:08:11.300]  三十四節
[00:08:11.300 --> 00:08:12.800]  我沒有出嫁
[00:08:12.800 --> 00:08:15.000]  怎麼會有這回事呢?
[00:08:15.000 --> 00:08:16.300]  她訂了婚
[00:08:16.300 --> 00:08:17.900]  但是還沒有出嫁
[00:08:17.900 --> 00:08:21.000]  還有幾個月她才出嫁
[00:08:21.000 --> 00:08:24.600]  怎麼會有這回事?
[00:08:24.600 --> 00:08:27.600]  當然這是神蹟的發生
[00:08:27.600 --> 00:08:30.300]  聖靈的感人
[00:08:30.300 --> 00:08:33.100]  上帝在瑪利亞身上做的事情
[00:08:33.100 --> 00:08:37.200]  我想不單單是一個驚喜
[00:08:37.200 --> 00:08:41.800]  其實實際上是一個中斷
[00:08:41.800 --> 00:08:43.200]  是不方便
[00:08:43.200 --> 00:08:44.100]  不單止不方便
[00:08:44.100 --> 00:08:49.700]  我想是一個很大的打擾
[00:08:49.700 --> 00:08:52.300]  上帝突然間打擾你的計劃
[00:08:52.300 --> 00:08:55.800]  上帝突然間中斷你心裡面所想的計劃
[00:08:55.800 --> 00:08:56.700]  正如我所說
[00:08:56.700 --> 00:08:57.700]  當時的社會
[00:08:57.700 --> 00:09:00.200]  大家都是在想和預料
[00:09:00.200 --> 00:09:02.900]  這個時候應該做什麼瑪利亞約瑟
[00:09:02.900 --> 00:09:05.300]  這個時候應該要談婚論家等等等等
[00:09:05.300 --> 00:09:07.000]  但是上帝來到的時候
[00:09:07.000 --> 00:09:10.100]  就將它打斷
[00:09:10.100 --> 00:09:12.200]  並且在社會當中
[00:09:12.200 --> 00:09:14.000]  是很難交代的
[00:09:14.000 --> 00:09:17.800]  說沒有出嫁就有新人了
[00:09:17.800 --> 00:09:20.200]  是很難交代的
[00:09:20.200 --> 00:09:22.000]  你不要說以前的社會
[00:09:22.000 --> 00:09:24.500]  現在的社會也是很難交代
[00:09:24.500 --> 00:09:27.500]  你想像一下我和我太太訂婚之後
[00:09:27.500 --> 00:09:28.700]  突然間她說
[00:09:28.700 --> 00:09:32.400]  我有了新人
[00:09:32.400 --> 00:09:35.500]  你相信她還是相信我
[00:09:35.500 --> 00:09:37.800]  還是相信那支棒
[00:09:37.800 --> 00:09:39.300]  我不知道
[00:09:39.300 --> 00:09:41.200]  是很難的
[00:09:41.200 --> 00:09:43.100]  你知道那個故事
[00:09:43.100 --> 00:09:49.500]  就是約瑟想在暗地裡將瑪利亞休了
[00:09:49.500 --> 00:09:51.400]  但是天使也介入
[00:09:51.400 --> 00:09:52.900]  然後她遵行了上帝的旨意
[00:09:52.900 --> 00:09:54.200]  就將她娶過來
[00:09:54.200 --> 00:09:57.900]  這個行動絕對不簡單
[00:09:57.900 --> 00:09:59.000]  對當時來說
[00:09:59.000 --> 00:10:02.200]  因為是一個社會裡面最大的羞恥
[00:10:02.200 --> 00:10:05.700]  你將她娶過來
[00:10:05.700 --> 00:10:07.200]  還是要很多年之後
[00:10:07.200 --> 00:10:12.100]  你才明白上帝的心意
[00:10:12.100 --> 00:10:13.400]  在這麼多年裡面
[00:10:13.400 --> 00:10:18.900]  那種中斷的打擾
[00:10:18.900 --> 00:10:22.000]  真的不簡單
[00:10:22.000 --> 00:10:25.000]  還是現在開始的時候
[00:10:25.000 --> 00:10:26.400]  瑪利亞怎樣回應呢
[00:10:26.400 --> 00:10:28.800]  三十八節
[00:10:28.800 --> 00:10:29.600]  瑪利亞說
[00:10:29.600 --> 00:10:32.000]  我是主的侍女
[00:10:32.000 --> 00:10:35.900]  願意照你的話實現在我身上
[00:10:35.900 --> 00:10:37.800]  於是天使就離開
[00:10:37.800 --> 00:10:40.500]  這個回應和之前路濟斯、薩格里亞
[00:10:40.500 --> 00:10:42.700]  截然不同
[00:10:42.700 --> 00:10:46.300]  薩格里亞雖然懂得所有的律法
[00:10:46.300 --> 00:10:49.700]  知道了舊約裡面所有的承諾
[00:10:49.700 --> 00:10:50.700]  但是她就說
[00:10:50.700 --> 00:10:53.000]  How can it be?
[00:10:53.000 --> 00:10:54.900]  No way
[00:10:54.900 --> 00:10:58.800]  所以就由不信之後成為信
[00:10:58.800 --> 00:11:04.300]  這裡瑪利亞一個十幾歲的小女孩
[00:11:04.300 --> 00:11:05.600]  她說什麼呢
[00:11:05.600 --> 00:11:07.100]  她說
[00:11:07.100 --> 00:11:10.600]  願意照你的話實現在我身上
[00:11:10.600 --> 00:11:12.600]  如果你是有天主教背景的話
[00:11:12.600 --> 00:11:14.600]  你可能聽過這句話
[00:11:14.600 --> 00:11:20.400]  叫做Marys Fiat
[00:11:20.400 --> 00:11:22.600]  那些可能在天主教以前讀中學
[00:11:22.600 --> 00:11:24.800]  或者有天主教傳統的
[00:11:24.800 --> 00:11:26.500]  你應該可能聽過這句話
[00:11:26.500 --> 00:11:31.800]  或者這種所謂神學的概念
[00:11:31.800 --> 00:11:37.300]  瑪利亞的二子聖行
[00:11:37.300 --> 00:11:40.400]  你的旨意行在我身上
[00:11:40.400 --> 00:11:41.900]  Marys Fiat
[00:11:41.900 --> 00:11:43.300]  那些沒有天主教背景的
[00:11:43.300 --> 00:11:46.400]  可能你都聽過Fiat是什麼
[00:11:46.400 --> 00:11:49.000]  是車來的
[00:11:49.000 --> 00:11:49.900]  車來的
[00:11:49.900 --> 00:11:51.300]  意大利的車
[00:11:51.300 --> 00:11:52.500]  我講到的時候
[00:11:52.500 --> 00:11:53.600]  我都take了個break
[00:11:53.600 --> 00:11:55.400]  看看不同的車
[00:11:55.400 --> 00:11:55.900]  為什麼呢
[00:11:55.900 --> 00:11:56.400]  因為那時候
[00:11:56.400 --> 00:12:00.100]  你知道我曾經買過一輛Mini Cooper
[00:12:00.100 --> 00:12:01.200]  我買Mini Cooper之前
[00:12:01.200 --> 00:12:01.700]  我就想
[00:12:01.700 --> 00:12:04.200]  買Mini Cooper一定買Fiat好
[00:12:04.200 --> 00:12:06.600]  結果我買了Mini Cooper
[00:12:06.600 --> 00:12:09.700]  Fiat是意大利的車來的
[00:12:09.700 --> 00:12:12.200]  剛好由意大利
[00:12:12.200 --> 00:12:14.500]  天主教
[00:12:14.500 --> 00:12:17.100]  World UV大型節目對名車
[00:12:17.100 --> 00:12:21.300]  應該是非常之看慣
[00:12:21.300 --> 00:12:24.000]  都不是很surprise
[00:12:24.000 --> 00:12:27.900]  但Marys Fiat當然不是Marry的車
[00:12:27.900 --> 00:12:28.700]  對嗎
[00:12:28.700 --> 00:12:30.800]  什麼叫Marys Fiat
[00:12:30.800 --> 00:12:33.300]  原來在主後四世紀的時候
[00:12:33.300 --> 00:12:36.500]  有一個拉丁文譯叫做Volgate
[00:12:36.500 --> 00:12:39.600]  中文叫做武家大
[00:12:39.600 --> 00:12:41.000]  武家大
[00:12:41.000 --> 00:12:43.400]  武家大、武家小
[00:12:43.400 --> 00:12:45.400]  武家大譯本
[00:12:45.400 --> 00:12:46.300]  Volgate是什麼意思
[00:12:46.300 --> 00:12:47.700]  就是common language的意思
[00:12:47.700 --> 00:12:49.300]  就是通用的語言
[00:12:49.300 --> 00:12:51.500]  當時就將聖經翻譯成為
[00:12:51.500 --> 00:12:53.000]  當時的拉丁文
[00:12:53.000 --> 00:12:56.200]  因為當時拉丁文就是通用的語言
[00:12:56.200 --> 00:12:57.100]  一章38節
[00:12:57.100 --> 00:13:00.100]  願意照理的華實現在我身上
[00:13:00.100 --> 00:13:02.300]  第一個字在Volgate裡面
[00:13:02.300 --> 00:13:04.400]  就是Fiat
[00:13:04.400 --> 00:13:04.900]  什麼意思
[00:13:04.900 --> 00:13:07.400]  就是說Let it be
[00:13:07.400 --> 00:13:09.700]  Let there be
[00:13:09.700 --> 00:13:11.600]  願意
[00:13:11.600 --> 00:13:14.300]  讓它成就
[00:13:14.300 --> 00:13:16.300]  讓它去吧
[00:13:16.300 --> 00:13:18.500]  讓它行出來
[00:13:18.500 --> 00:13:20.700]  你記得在創世紀
[00:13:20.700 --> 00:13:23.700]  上帝說第一句話是什麼
[00:13:23.700 --> 00:13:24.500]  創世紀第一章
[00:13:24.500 --> 00:13:26.300]  創立天地的時候
[00:13:26.300 --> 00:13:28.100]  上帝說的話
[00:13:28.100 --> 00:13:32.600]  記不記得
[00:13:32.600 --> 00:13:35.000]  要有光
[00:13:35.000 --> 00:13:36.700]  中文翻譯要有光
[00:13:36.700 --> 00:13:38.100]  英文是什麼
[00:13:38.100 --> 00:13:41.400]  Let there be light
[00:13:41.400 --> 00:13:44.000]  在Volgate裡面就是Fiat
[00:13:44.000 --> 00:13:46.000]  Lux
[00:13:46.000 --> 00:13:46.600]  Fiat
[00:13:46.600 --> 00:13:48.700]  就是Let there be
[00:13:48.700 --> 00:13:49.700]  Lux
[00:13:49.700 --> 00:13:51.100]  Light
[00:13:51.100 --> 00:13:52.800]  拉丁文
[00:13:52.800 --> 00:13:55.000]  所以為什麼會有一個這樣的概念
[00:13:55.000 --> 00:13:58.100]  就是Merry's Fiat
[00:13:58.100 --> 00:14:01.600]  當瑪利亞被震撼了世界的時候
[00:14:01.600 --> 00:14:03.500]  被上帝的主權
[00:14:03.500 --> 00:14:09.000]  打斷了她一切計劃的時候
[00:14:09.000 --> 00:14:11.500]  這個小女孩
[00:14:11.500 --> 00:14:14.500]  她就說Fiat
[00:14:14.500 --> 00:14:15.900]  第一個字
[00:14:15.900 --> 00:14:17.300]  Fiat
[00:14:17.300 --> 00:14:19.300]  願者事成就
[00:14:19.300 --> 00:14:21.500]  你有沒有想過那個Wonder
[00:14:21.500 --> 00:14:23.700]  一個少女
[00:14:23.700 --> 00:14:26.400]  沒有任何人生的經驗
[00:14:26.400 --> 00:14:31.500]  但是她聽見天使向她報喜的時候
[00:14:31.500 --> 00:14:36.400]  她願意用信心去接受
[00:14:36.400 --> 00:14:40.400]  救主可以道成肉身
[00:14:40.400 --> 00:14:43.600]  就是因為她的Fiat
[00:14:43.600 --> 00:14:45.600]  因為她的願意
[00:14:45.600 --> 00:14:46.100]  Yes
[00:14:46.100 --> 00:14:49.500]  上帝打斷我的計劃
[00:14:49.500 --> 00:14:53.000]  去中斷我有的預料
[00:14:53.000 --> 00:14:55.300]  去震撼我這個小的世界
[00:14:55.300 --> 00:14:57.100]  但是
[00:14:57.100 --> 00:15:01.500]  Let it be Let there be
[00:15:01.500 --> 00:15:03.500]  是上帝對她的心意
[00:15:03.500 --> 00:15:06.000]  是上帝的懷疑
[00:15:06.000 --> 00:15:07.700]  當然天主教的教義裡面
[00:15:07.700 --> 00:15:10.400]  如果天主教背景的人
[00:15:10.400 --> 00:15:14.300]  你都知道瑪利亞的地位
[00:15:14.300 --> 00:15:17.900]  很多時候將她無限的放大
[00:15:17.900 --> 00:15:20.000]  天主教的神學裡面說
[00:15:20.000 --> 00:15:21.900]  瑪利亞重要到一個地步是
[00:15:21.900 --> 00:15:27.300]  Co-redemptrix就是共同的女救主
[00:15:27.300 --> 00:15:28.300]  因為她願意
[00:15:28.300 --> 00:15:30.100]  所以救主能夠降生
[00:15:30.100 --> 00:15:31.800]  或者Mediatrix
[00:15:31.800 --> 00:15:35.700]  或者一個女的共同的中保
[00:15:35.700 --> 00:15:38.700]  或者Perpetual Virginity
[00:15:38.700 --> 00:15:40.300]  終生的童生
[00:15:40.300 --> 00:15:42.700]  就是說她生了耶穌之後
[00:15:42.700 --> 00:15:44.900]  就沒有生其他小孩
[00:15:44.900 --> 00:15:47.900]  或者沒有原罪的理論
[00:15:47.900 --> 00:15:50.700]  Immaculate conception
[00:15:50.700 --> 00:15:52.600]  就是說瑪利亞出生的時候
[00:15:52.600 --> 00:15:53.700]  她是沒有原罪的
[00:15:53.700 --> 00:15:54.800]  我們每個人都有原罪
[00:15:54.800 --> 00:15:57.900]  都在罪惡的狀況底下
[00:15:57.900 --> 00:15:59.600]  Original Sin
[00:15:59.600 --> 00:16:02.300]  但是瑪利亞在天主教的教義裡面
[00:16:02.300 --> 00:16:05.100]  就是無罪之身
[00:16:05.100 --> 00:16:07.100]  或者有其他升天等等
[00:16:07.100 --> 00:16:09.300]  瑪利亞沒有死等等
[00:16:09.300 --> 00:16:11.600]  我想我們不需要去到
[00:16:11.600 --> 00:16:13.800]  將她無限放大
[00:16:13.800 --> 00:16:15.500]  看看聖經怎麼說
[00:16:15.500 --> 00:16:16.800]  聖經怎麼說瑪利亞
[00:16:16.800 --> 00:16:18.900]  或者瑪利亞是一個怎樣的角色
[00:16:18.900 --> 00:16:21.600]  當然是一個很重要的角色
[00:16:21.600 --> 00:16:24.900]  但是是否重要到這樣呢
[00:16:24.900 --> 00:16:26.100]  一章46節
[00:16:26.100 --> 00:16:29.100]  瑪利亞唱出她讚美斯歌的時候
[00:16:29.100 --> 00:16:30.900]  她說我心尊主為大
[00:16:30.900 --> 00:16:36.200]  我凌以神我的救主為樂
[00:16:36.200 --> 00:16:38.000]  她有沒有救主
[00:16:38.000 --> 00:16:38.700]  她也有救主
[00:16:38.700 --> 00:16:42.600]  耶穌基督就是她的救主
[00:16:42.600 --> 00:16:46.100]  提摩大前書二章四節更清楚
[00:16:46.100 --> 00:16:48.800]  上帝願意人人都得救認識真理
[00:16:48.800 --> 00:16:50.700]  因為只有一位神
[00:16:50.700 --> 00:16:54.500]  神和人之間有多少個中部
[00:16:54.500 --> 00:16:55.400]  一個
[00:16:55.400 --> 00:16:56.100]  Mediator
[00:16:56.100 --> 00:16:57.200]  一個
[00:16:57.200 --> 00:17:00.100]  成為人的基督
[00:17:00.100 --> 00:17:01.300]  耶穌
[00:17:01.300 --> 00:17:03.500]  我們不需要全盤去接納這些
[00:17:03.500 --> 00:17:10.000]  所謂天主教有的神學的想像
[00:17:10.000 --> 00:17:11.700]  有時候需要神學想像
[00:17:11.700 --> 00:17:15.800]  但是有時候神學想像會太過分
[00:17:15.800 --> 00:17:17.600]  我們始終都要回到聖經裡面
[00:17:17.600 --> 00:17:23.500]  但是同時我覺得我們不需要去貶低瑪利亞
[00:17:23.500 --> 00:17:26.400]  這個雖然是小女孩
[00:17:26.400 --> 00:17:27.500]  少女
[00:17:27.500 --> 00:17:29.900]  但是她對上帝救贖的計劃
[00:17:29.900 --> 00:17:33.400]  縱使是中斷她人生的計劃
[00:17:33.400 --> 00:17:35.600]  帶來很多的震撼
[00:17:35.600 --> 00:17:38.400]  但是她說fear
[00:17:38.400 --> 00:17:41.900]  我肯let it be
[00:17:41.900 --> 00:17:45.100]  路加福音第一章開始
[00:17:45.100 --> 00:17:46.900]  整本的路加福音裡面
[00:17:46.900 --> 00:17:49.500]  信心的人物你可以數
[00:17:49.500 --> 00:17:51.300]  但是你數第一個
[00:17:51.300 --> 00:17:53.700]  就是這個少女
