
[00:00:00.000 --> 00:00:02.420]  可能在接下來的一個星期
[00:02:32.620 --> 00:02:35.820]  不要只是看著你的手機
[00:02:35.820 --> 00:02:38.260]  當然有這段的廣播是因為
[00:02:38.260 --> 00:02:39.460]  有很多的人
[00:02:39.460 --> 00:02:40.700]  只顧著看手機
[00:02:40.700 --> 00:02:43.220]  可能發生意外
[00:02:43.220 --> 00:02:44.460]  對我們來說
[00:02:44.460 --> 00:02:45.500]  我們可能會覺得
[00:02:45.500 --> 00:02:47.540]  我們享受這個科技的發達
[00:02:47.540 --> 00:02:48.620]  但同時
[00:02:48.620 --> 00:02:52.260]  這個科技是令到我們失去很多人與人接觸
[00:02:52.260 --> 00:02:57.140]  又或者是可以享受獨處的機會
[00:02:57.140 --> 00:02:58.140]  道德
[00:02:58.140 --> 00:03:00.860]  我想這個都是我們很擔心
[00:03:00.860 --> 00:03:02.780]  現在這個社會
[00:03:02.780 --> 00:03:06.820]  全世界當標榜這個自由經濟的時候
[00:03:06.820 --> 00:03:09.980]  我想道德責任已經不再成為
[00:03:09.980 --> 00:03:12.940]  我們去關注的一個目標
[00:03:12.940 --> 00:03:14.060]  當做生意
[00:03:14.060 --> 00:03:15.700]  或者是公平貿易
[00:03:15.700 --> 00:03:18.740]  不再需要去負上一個道德的責任
[00:03:18.740 --> 00:03:20.060]  這個對我們來說
[00:03:20.060 --> 00:03:22.620]  我們是很驚訝
[00:03:22.620 --> 00:03:23.300]  新的一年
[00:03:23.300 --> 00:03:24.980]  我不知道大家怎麼想
[00:03:24.980 --> 00:03:29.060]  有人說新一年香港的樓市會跌30%
[00:03:29.060 --> 00:03:31.260]  你開心嗎?
[00:03:31.260 --> 00:03:33.100]  如果需要買樓的
[00:03:33.100 --> 00:03:34.540]  會很開心的
[00:03:34.540 --> 00:03:38.060]  但是你想一下香港的經濟突然間跌30%
[00:03:38.060 --> 00:03:39.060]  我相信
[00:03:39.060 --> 00:03:41.660]  其實是一個很大的衝擊
[00:03:41.660 --> 00:03:42.500]  對我們來說
[00:03:42.500 --> 00:03:44.380]  我們又愛又恨
[00:03:44.380 --> 00:03:45.380]  我們又想
[00:03:45.380 --> 00:03:47.140]  但又不想之間
[00:03:47.140 --> 00:03:49.060]  是有一些掙扎
[00:03:49.060 --> 00:03:52.140]  當美國預備退市
[00:03:52.140 --> 00:03:53.340]  很多人說
[00:03:53.340 --> 00:03:54.580]  預備這個經濟
[00:03:54.580 --> 00:03:57.180]  就面對另一個衝擊
[00:03:57.180 --> 00:03:58.940]  政局
[00:03:58.940 --> 00:04:03.060]  敘利亞又陷在一個內戰的邊緣
[00:04:03.060 --> 00:04:04.540]  埃及的混亂
[00:04:04.540 --> 00:04:05.500]  今早的新聞
[00:04:05.500 --> 00:04:07.820]  又死了29個人
[00:04:07.820 --> 00:04:09.580]  泰國的紛爭
[00:04:09.580 --> 00:04:10.820]  可能對我們來說
[00:04:10.820 --> 00:04:13.300]  都是很多很多的隱憂
[00:04:13.300 --> 00:04:15.620]  當我去年10月
[00:04:15.620 --> 00:04:17.740]  我帶一些弟兄姊妹去以色列
[00:04:17.740 --> 00:04:19.340]  很多弟兄姊妹就問
[00:04:19.340 --> 00:04:20.940]  安全嗎?
[00:04:20.940 --> 00:04:21.860]  今年5月
[00:04:21.860 --> 00:04:24.380]  我將會帶弟兄姊妹去土耳其希臘
[00:04:24.380 --> 00:04:25.700]  仍然是問這個問題
[00:04:25.700 --> 00:04:27.700]  安全嗎?
[00:04:27.700 --> 00:04:28.980]  我想安全這個問題
[00:04:28.980 --> 00:04:30.740]  只有上帝知道
[00:04:30.740 --> 00:04:31.660]  對我們來說
[00:04:31.660 --> 00:04:33.460]  我想我們都要去學習
[00:04:33.460 --> 00:04:35.740]  怎樣去面對
[00:04:35.740 --> 00:04:37.100]  信仰的衝擊
[00:04:37.100 --> 00:04:40.540]  我不知道對大家來說的影響大不大
[00:04:40.540 --> 00:04:42.860]  早前可能在香港鬧哄哄的
[00:04:42.860 --> 00:04:44.580]  就是東方閃電
[00:04:44.580 --> 00:04:46.900]  然後改名叫「全能神教會」
[00:04:46.900 --> 00:04:48.660]  不過最近又改名了
[00:04:48.660 --> 00:04:50.300]  在深水埗海灘街
[00:04:50.300 --> 00:04:52.980]  正式有他們聚會的地方
[00:04:52.980 --> 00:04:53.860]  很多人都說
[00:04:53.860 --> 00:04:57.180]  究竟他們是忠還是奸?
[00:04:57.180 --> 00:04:58.020]  可能作為牧師
[00:04:58.020 --> 00:04:59.740]  經常被會友問的就是
[00:04:59.740 --> 00:05:02.100]  他們是忠還是奸?
[00:05:02.100 --> 00:05:03.500]  有時候我都很好奇
[00:05:03.500 --> 00:05:04.020]  弟兄姊妹
[00:05:04.020 --> 00:05:05.420]  如果我們是基督徒
[00:05:05.420 --> 00:05:08.220]  難道我們不能夠靠著上帝的話
[00:05:08.220 --> 00:05:09.620]  聖經的教導
[00:05:09.620 --> 00:05:11.660]  能夠分辨嗎?
[00:05:11.660 --> 00:05:12.660]  但聖經告訴我們
[00:05:12.660 --> 00:05:14.900]  在末後的世代
[00:05:14.900 --> 00:05:16.540]  有假先知
[00:05:16.540 --> 00:05:18.460]  有假師傅
[00:05:18.460 --> 00:05:19.580]  是對我們來說
[00:05:19.580 --> 00:05:21.500]  造成很多的混淆
[00:05:21.500 --> 00:05:23.020]  很多的誘惑
[00:05:23.020 --> 00:05:25.020]  這些都是事實
[00:05:25.020 --> 00:05:26.540]  所以對我們來說
[00:05:26.540 --> 00:05:28.340]  我想在這個年代裡面
[00:05:28.340 --> 00:05:30.900]  我們對信仰的認識
[00:05:30.900 --> 00:05:33.060]  對信仰的持守
[00:05:33.060 --> 00:05:34.660]  我們只有一個方法
[00:05:34.660 --> 00:05:36.620]  就是靠著上帝的教導
[00:05:36.620 --> 00:05:39.100]  按著上帝的旨意
[00:05:39.100 --> 00:05:40.100]  上帝的說話
[00:05:40.100 --> 00:05:43.060]  就成為了我們腳前的燈
[00:05:43.060 --> 00:05:44.900]  路上的光
[00:05:44.900 --> 00:05:46.060]  讓我們知道
[00:05:46.060 --> 00:05:47.700]  我們怎樣來分辨
[00:05:47.700 --> 00:05:48.740]  也讓我們知道
[00:05:48.740 --> 00:05:50.420]  怎樣去回應
[00:05:50.420 --> 00:05:51.460]  所以今天
[00:05:51.460 --> 00:05:54.020]  我選擇了新約的聖經
[00:05:54.020 --> 00:05:55.780]  提摩太后書
[00:05:55.780 --> 00:05:59.900]  第三章第十節至第十七節
[00:05:59.900 --> 00:06:02.220]  我們彼此的勉勵
[00:06:02.220 --> 00:06:05.660]  剛才我們已經聽過一次
[00:06:05.660 --> 00:06:07.260]  當我們看回這段經文的時候
[00:06:07.260 --> 00:06:09.900]  我們知道那個背景
[00:06:09.900 --> 00:06:10.860]  那個背景就是
[00:06:10.860 --> 00:06:14.380]  保羅對提摩太太的一些提醒
[00:06:14.380 --> 00:06:15.500]  因為提摩太太
[00:06:15.500 --> 00:06:18.020]  她出來服侍的時候
[00:06:18.020 --> 00:06:19.620]  在當時的年代
[00:06:19.620 --> 00:06:21.580]  在她所處的地方
[00:06:21.580 --> 00:06:25.580]  同樣有我們現在面對的一些衝擊
[00:06:25.580 --> 00:06:28.020]  有時候我們說是文化的分別
[00:06:28.020 --> 00:06:30.780]  但這個文化背後的思想
[00:06:30.780 --> 00:06:35.060]  卻是充斥著對信仰裡面的誘惑
[00:06:35.060 --> 00:06:37.980]  習慣上面那種的經歷
[00:06:37.980 --> 00:06:42.100]  也都影響著我們對信仰的實踐
[00:06:42.100 --> 00:06:43.700]  今天對我們來說
[00:06:43.700 --> 00:06:45.500]  可能我們很習慣於
[00:06:45.500 --> 00:06:48.220]  我們在信仰上面的那種表達
[00:06:48.220 --> 00:06:51.180]  但當我們在聖經裡面的教導
[00:06:51.180 --> 00:06:52.140]  我們發覺
[00:06:52.140 --> 00:06:54.940]  我們要貼近上帝的心意的時候
[00:06:54.940 --> 00:06:56.620]  我們要放下我們的習慣
[00:06:56.620 --> 00:06:57.700]  我們的主觀
[00:06:57.700 --> 00:07:00.060]  其實並不容易
[00:07:00.060 --> 00:07:02.060]  今天很開心的就是
[00:07:02.060 --> 00:07:03.380]  你們的禮拜堂很早
[00:07:03.380 --> 00:07:06.900]  已經轉用了這個和合本修訂版
[00:07:06.900 --> 00:07:09.860]  其實我們在聖經公會承擔這個責任
[00:07:09.860 --> 00:07:11.380]  去推和合本修訂版的時候
[00:07:11.380 --> 00:07:13.300]  都面對一個很大的困難
[00:07:13.300 --> 00:07:16.660]  就是因為弟兄姊妹已經習慣了和合本
[00:07:16.660 --> 00:07:18.460]  為什麼要轉呢?
[00:07:18.460 --> 00:07:21.540]  為什麼要去修訂呢?
[00:07:21.540 --> 00:07:24.980]  特別是有很多我們已經背慣了的金句
[00:07:24.980 --> 00:07:26.940]  你改了我怎麼辦呢?
[00:07:26.940 --> 00:07:28.900]  難道我要重新背過嗎?
[00:07:28.900 --> 00:07:31.380]  其實正確的態度應該是重新背過的
[00:07:31.380 --> 00:07:34.020]  不過我們已經太熟了
[00:07:34.020 --> 00:07:37.460]  甚至乎弟兄姊妹說你改了那個版位
[00:07:37.460 --> 00:07:39.020]  因為我習慣了
[00:07:39.020 --> 00:07:40.060]  一說哪一段經文
[00:07:40.060 --> 00:07:42.060]  我已經知道在左邊還是右邊
[00:07:42.060 --> 00:07:43.340]  上邊還是下邊
[00:07:43.340 --> 00:07:44.580]  太熟了
[00:07:44.580 --> 00:07:46.500]  你改了我要重新適應
[00:07:46.500 --> 00:07:49.140]  於是乎我們要去推動
[00:07:49.140 --> 00:07:50.820]  也有很多的困難
[00:07:50.820 --> 00:07:53.140]  這個其實是一個很簡單的例子
[00:07:53.140 --> 00:07:54.380]  但事實就是
[00:07:54.380 --> 00:07:56.540]  如果我們要去改變
[00:07:56.540 --> 00:07:58.420]  有一定的困難
[00:07:58.420 --> 00:08:00.980]  因為我們都已經習慣了
[00:08:00.980 --> 00:08:04.300]  但當我們看回提摩太后書
[00:08:04.300 --> 00:08:07.020]  保羅對提摩太太的提醒的時候
[00:08:07.020 --> 00:08:11.620]  特別是第三章第一節開始到第九節
[00:08:11.620 --> 00:08:15.300]  是講到當時提及在那個時候
[00:08:15.300 --> 00:08:16.380]  在末世裏面
[00:08:16.380 --> 00:08:19.420]  在人生命裏面的性情的時候
[00:08:19.420 --> 00:08:20.740]  我們就知道
[00:08:20.740 --> 00:08:24.180]  其實和我們今天都不黃白了
[00:08:24.180 --> 00:08:26.140]  都是面對在人性裏面
[00:08:26.140 --> 00:08:28.100]  一些這麼大的艱難
[00:08:28.100 --> 00:08:28.940]  第一節說什麼呢?
[00:08:28.940 --> 00:08:33.220]  你該知道末世必有艱難的日子來到
[00:08:33.220 --> 00:08:36.220]  那個時候人會尊愛自己
[00:08:36.220 --> 00:08:38.100]  貪愛錢財
[00:08:38.100 --> 00:08:39.300]  自誇
[00:08:39.300 --> 00:08:40.500]  狂傲
[00:08:40.500 --> 00:08:41.620]  毀謗
[00:08:41.620 --> 00:08:43.180]  違背父母
[00:08:43.180 --> 00:08:44.660]  忘恩負義
[00:08:44.660 --> 00:08:46.140]  心不勝結
[00:08:46.140 --> 00:08:47.580]  沒有親情
[00:08:47.580 --> 00:08:49.100]  抗拒和解
[00:08:49.100 --> 00:08:50.460]  好說慚言
[00:08:50.460 --> 00:08:51.820]  不能節制
[00:08:51.820 --> 00:08:53.220]  性情凶暴
[00:08:53.220 --> 00:08:54.580]  不愛良善
[00:08:54.580 --> 00:08:55.860]  出賣朋友
[00:08:55.860 --> 00:08:57.220]  任意妄為
[00:08:57.220 --> 00:08:58.500]  自高自大
[00:08:58.500 --> 00:08:59.740]  愛好燕落
[00:08:59.740 --> 00:09:01.060]  不愛上帝
[00:09:01.060 --> 00:09:02.700]  有敬虔的外貌
[00:09:02.700 --> 00:09:05.100]  卻背棄了敬虔的實質
[00:09:05.100 --> 00:09:07.020]  這些人你要避開
[00:09:07.020 --> 00:09:09.740]  他們當中有人潛入別人家裏面
[00:09:09.740 --> 00:09:11.620]  操縱無知的婦女
[00:09:11.620 --> 00:09:13.740]  這些婦女被罪惡壓制
[00:09:13.740 --> 00:09:15.620]  被各樣的私慾引誘
[00:09:15.620 --> 00:09:17.220]  雖然常常學習
[00:09:17.220 --> 00:09:21.380]  由久沒法達到明白真理的地步
[00:09:21.380 --> 00:09:22.300]  我不知道
[00:09:22.300 --> 00:09:23.500]  你聽我讀的時候
[00:09:23.500 --> 00:09:26.620]  心裏面的感受是怎樣
[00:09:26.620 --> 00:09:28.980]  全部都不是好事
[00:09:28.980 --> 00:09:30.980]  全部都是我們聽到就覺得
[00:09:30.980 --> 00:09:32.940]  為何會這樣
[00:09:32.940 --> 00:09:34.780]  全部都是在人性裏面
[00:09:34.780 --> 00:09:37.780]  罪惡的那種表達
[00:09:37.780 --> 00:09:39.380]  操縱
[00:09:39.380 --> 00:09:40.500]  貪婪
[00:09:40.500 --> 00:09:41.500]  自誇
[00:09:41.500 --> 00:09:42.780]  毀謗
[00:09:42.780 --> 00:09:43.860]  違背父母
[00:09:43.860 --> 00:09:45.460]  忘恩負義
[00:09:45.460 --> 00:09:49.940]  這些不單止是行為上的不好表現
[00:09:49.940 --> 00:09:51.140]  更加反映了
[00:09:51.140 --> 00:09:53.620]  在生命裏面那種素質
[00:09:53.620 --> 00:09:56.980]  是多麼的腐敗
[00:09:56.980 --> 00:09:57.940]  對我們來說
[00:09:57.940 --> 00:09:59.540]  一般我們渴求的
[00:09:59.540 --> 00:10:01.980]  每一個生命都是盡責
[00:10:01.980 --> 00:10:03.540]  盡自己的責任
[00:10:03.540 --> 00:10:06.860]  做好我們應該做的事情
[00:10:06.860 --> 00:10:08.220]  但誰不知原來
[00:10:08.220 --> 00:10:09.940]  在末世的人定裏面
[00:10:09.940 --> 00:10:11.900]  它是這麼醜陋
[00:10:11.900 --> 00:10:13.940]  這麼醜惡的
[00:10:13.940 --> 00:10:16.540]  我不知道大家對罪惡怎樣看
[00:10:16.540 --> 00:10:19.860]  或者對犯罪的人的感受是怎樣
[00:10:19.860 --> 00:10:20.740]  今年
[00:10:20.740 --> 00:10:26.740]  其實是我進入監獄服侍的第三十年
[00:10:26.740 --> 00:10:29.340]  可能我見的惡人
[00:10:29.340 --> 00:10:32.340]  罪人比大家見得更加多
[00:10:32.340 --> 00:10:35.700]  但是在聖經裏面這種描述
[00:10:35.700 --> 00:10:38.540]  比起我所見的所謂惡人、罪人
[00:10:38.540 --> 00:10:42.460]  其實是更加的嚴重
[00:10:42.460 --> 00:10:45.220]  有時候不單止是外在的行為
[00:10:45.220 --> 00:10:47.820]  而是生命裏面所想的
[00:10:47.820 --> 00:10:50.740]  原來在心裏面隱藏那種惡毒
[00:10:50.740 --> 00:10:55.700]  是遠遠比行為上表達出來的罪惡更加嚴重
[00:10:55.700 --> 00:10:56.700]  所以對我們來說
[00:10:56.700 --> 00:11:00.300]  我們知道我們面對的是一個怎樣的世代
[00:11:00.300 --> 00:11:04.060]  保羅在第十二節、第十三節裏面提到
[00:11:04.060 --> 00:11:05.860]  其實在這個世代裏面
[00:11:05.860 --> 00:11:09.380]  凡納至在基督耶穌裏面敬虔道逸的
[00:11:09.380 --> 00:11:12.580]  亦都將受到迫害
[00:11:12.580 --> 00:11:15.020]  只是作惡和騙人的
[00:11:15.020 --> 00:11:17.060]  將會變本加厲
[00:11:17.060 --> 00:11:18.100]  但是很特別
[00:11:18.100 --> 00:11:22.820]  迷惑人的亦都被人迷惑
[00:11:22.820 --> 00:11:24.380]  保羅提醒我們
[00:11:24.380 --> 00:11:26.180]  在這個年代裏面
[00:11:26.180 --> 00:11:30.820]  凡納至在基督裏面敬虔道逸的
[00:11:30.820 --> 00:11:33.420]  我相信或者說更加希望
[00:11:33.420 --> 00:11:35.340]  我們全部都是
[00:11:35.340 --> 00:11:36.220]  在這個年代裏面
[00:11:36.220 --> 00:11:38.100]  我們靠著上帝在這個世代
[00:11:38.100 --> 00:11:39.740]  希望活出基督的樣式
[00:11:39.740 --> 00:11:41.780]  不過,你有沒有預備
[00:11:41.780 --> 00:11:44.060]  原來當我們願意這樣做的時候
[00:11:44.060 --> 00:11:48.140]  我們就會面對迫害
[00:11:48.140 --> 00:11:50.500]  現在社會上很多的議題
[00:11:50.500 --> 00:11:54.980]  都和我們的信仰息息相關
[00:11:54.980 --> 00:11:58.020]  今年可能又會再重提的
[00:11:58.020 --> 00:12:01.700]  就是同性婚姻立法的問題
[00:12:01.700 --> 00:12:02.820]  我不知道大家是否覺得
[00:12:02.820 --> 00:12:04.980]  這也是我們的責任
[00:12:04.980 --> 00:12:05.860]  作為基督徒
[00:12:05.860 --> 00:12:07.140]  我們按著聖經的教導
[00:12:07.140 --> 00:12:10.260]  我們有我們的信仰的標準
[00:12:10.260 --> 00:12:12.540]  有我們信仰的立場
[00:12:12.540 --> 00:12:14.780]  可能我們不是要很嚴厲的
[00:12:14.780 --> 00:12:17.500]  又或者我們很激進的去表達
[00:12:17.500 --> 00:12:19.540]  但卻是有我們一個很清楚的
[00:12:19.540 --> 00:12:21.580]  聖經的教導標準的時候
[00:12:21.580 --> 00:12:24.780]  我們是否願意持守這個標準呢?
[00:12:24.780 --> 00:12:27.460]  但當我們說我們作為基督徒
[00:12:27.460 --> 00:12:29.540]  我們覺得同性戀行為
[00:12:29.540 --> 00:12:31.180]  是我們不接納
[00:12:31.180 --> 00:12:32.780]  我們就會被人說
[00:12:32.780 --> 00:12:34.380]  我們是沒有愛心
[00:12:34.380 --> 00:12:37.340]  我們是道德法西斯主義者
[00:12:37.340 --> 00:12:40.860]  又或者我們是標籤拒絕等等
[00:12:40.860 --> 00:12:42.580]  我不知道當別人這樣指責
[00:12:42.580 --> 00:12:43.620]  你作為一個基督徒的時候
[00:12:43.620 --> 00:12:45.580]  你的感受是怎樣
[00:12:45.580 --> 00:12:47.940]  可能會是一種迫害
[00:12:47.940 --> 00:12:50.060]  因為我們更加難
[00:12:50.060 --> 00:12:51.820]  更加難有一個空間
[00:12:51.820 --> 00:12:53.740]  來表達我們真真正正
[00:12:53.740 --> 00:12:56.060]  在聖經裏面的那種看法
[00:12:56.060 --> 00:12:58.540]  因為社會可能都不會接納
[00:12:58.540 --> 00:13:00.900]  這個只是一個很小的例子
[00:13:00.900 --> 00:13:02.700]  又或者在你的工作環境裏面
[00:13:02.700 --> 00:13:04.340]  你表明是一個基督徒
[00:13:04.340 --> 00:13:06.780]  你就可能或多或少的
[00:13:06.780 --> 00:13:09.860]  受到你的同事的排斥、嘲笑
[00:13:09.860 --> 00:13:12.660]  又或者在一些做法上
[00:13:12.660 --> 00:13:14.100]  他們會杯葛你
[00:13:14.100 --> 00:13:16.260]  他們會抵制
[00:13:16.260 --> 00:13:17.340]  反過來
[00:13:17.340 --> 00:13:19.540]  其實這是一個不公平
[00:13:19.540 --> 00:13:20.540]  所以對我們來說
[00:13:20.540 --> 00:13:22.260]  原來我們納至
[00:13:22.260 --> 00:13:24.740]  按照基督耶穌的教導
[00:13:24.740 --> 00:13:26.340]  按照聖經的要求
[00:13:26.340 --> 00:13:28.220]  敬虔度日的時候
[00:13:28.220 --> 00:13:29.700]  你有沒有預備心
[00:13:29.700 --> 00:13:32.940]  我們會面對一些這樣的難處
[00:13:32.940 --> 00:13:34.940]  在第十一節
[00:13:34.940 --> 00:13:37.100]  保羅提醒提摩泰
[00:13:37.100 --> 00:13:41.420]  他說:你已經追隨了我的教導
[00:13:41.420 --> 00:13:48.900]  行為、志向、信心、寬容、愛心、忍耐
[00:13:48.900 --> 00:13:52.900]  這些就是在保羅來栽培提摩泰
[00:13:52.900 --> 00:13:54.100]  來服侍
[00:13:54.100 --> 00:13:59.500]  又或者和他一齊來侍奉裏面的栽培的時候
[00:13:59.500 --> 00:14:02.100]  提摩泰他所經歷過的
[00:14:02.100 --> 00:14:02.980]  一個教導
[00:14:02.980 --> 00:14:03.820]  很明顯
[00:14:03.820 --> 00:14:07.100]  這個教導是容讓他成長的
[00:14:07.100 --> 00:14:08.340]  行為上
[00:14:08.340 --> 00:14:11.780]  可能保羅在他自己的生命見證上
[00:14:11.780 --> 00:14:13.380]  有美好的工作
[00:14:13.380 --> 00:14:14.900]  以致能夠看得到
[00:14:14.900 --> 00:14:16.260]  能夠去知道
[00:14:16.260 --> 00:14:17.500]  在生活上
[00:14:17.500 --> 00:14:20.100]  在生命裏面應該怎樣表達
[00:14:20.100 --> 00:14:21.300]  志向
[00:14:21.300 --> 00:14:22.820]  就是那個目標
[00:14:22.820 --> 00:14:24.500]  我們有沒有為了作為基督徒
[00:14:24.500 --> 00:14:26.980]  上帝在我們生命裏面的計劃
[00:14:26.980 --> 00:14:30.060]  我們努力的去迎向
[00:14:30.060 --> 00:14:33.860]  以致達到上帝在我們生命裏面的計劃
[00:14:33.860 --> 00:14:35.060]  信心
[00:14:35.060 --> 00:14:36.540]  信心在現代社會裏面
[00:14:36.540 --> 00:14:38.740]  都是一個很大的考驗
[00:14:38.740 --> 00:14:39.780]  很多人說
[00:14:39.780 --> 00:14:40.780]  你不努力
[00:14:40.780 --> 00:14:42.180]  你不做事
[00:14:42.180 --> 00:14:45.300]  難道上帝會將一些錢
[00:14:45.300 --> 00:14:48.700]  一些食物從天上放下嗎?
[00:14:48.700 --> 00:14:50.660]  但是我們相信
[00:14:50.660 --> 00:14:52.820]  我們深信上帝會公益
[00:14:52.820 --> 00:14:54.460]  但是這個信心有時候
[00:14:54.460 --> 00:14:56.020]  都被很多的理性
[00:14:56.020 --> 00:15:00.180]  被很多的現代的產品來取代
[00:15:00.180 --> 00:15:02.260]  因為我們那個工作的經驗
[00:15:02.260 --> 00:15:04.460]  或者我們那個教育的訓練
[00:15:04.460 --> 00:15:06.140]  我們都是比較理性
[00:15:06.140 --> 00:15:07.540]  我們會去計算
[00:15:07.540 --> 00:15:09.260]  我們會用我們的方法
[00:15:09.260 --> 00:15:12.340]  或者用這個世界的標準來衡量
[00:15:12.340 --> 00:15:14.700]  當你說你要服侍上帝
[00:15:14.700 --> 00:15:17.340]  但是你還是要仰望上帝的供應的時候
[00:15:17.340 --> 00:15:20.460]  你就真真正正知道什麼叫信心
[00:15:20.460 --> 00:15:22.380]  信心不是你預計得到
[00:15:22.380 --> 00:15:24.340]  不是你可以預算的
[00:15:24.340 --> 00:15:26.700]  而是從上帝而來的
[00:15:26.700 --> 00:15:28.660]  寬容
[00:15:28.660 --> 00:15:31.860]  在現代社會寬容越來越困難
[00:15:31.860 --> 00:15:32.860]  取而代之的
[00:15:32.860 --> 00:15:34.860]  現在在香港這個環境
[00:15:34.860 --> 00:15:35.580]  不是寬容
[00:15:35.580 --> 00:15:36.340]  是什麼?
[00:15:36.340 --> 00:15:38.140]  投訴的文化
[00:15:38.140 --> 00:15:39.860]  小小事情就投訴
[00:15:39.860 --> 00:15:41.500]  小小事情就指責
[00:15:41.500 --> 00:15:43.860]  小小事情就聲討
[00:15:43.860 --> 00:15:46.380]  我想有時候我們聽到這些聲音
[00:15:46.380 --> 00:15:49.140]  我們心裏面都會很煩躁
[00:15:49.140 --> 00:15:50.980]  為什麼呢?
[00:15:50.980 --> 00:15:53.540]  當你去一個茶餐廳
[00:15:53.540 --> 00:15:55.580]  那個侍應可能反應慢一點
[00:15:55.580 --> 00:15:57.860]  你就可能聽到謾罵了
[00:15:57.860 --> 00:16:01.300]  當有些事情不如你自己的意思的時候
[00:16:01.300 --> 00:16:03.180]  你就聽到指責
[00:16:03.180 --> 00:16:07.900]  人與人沒有了這種接納、忍耐的關係
[00:16:07.900 --> 00:16:09.220]  愛心
[00:16:09.220 --> 00:16:10.700]  愛心都難
[00:16:10.700 --> 00:16:14.340]  因為那個社會實在太多的欺詐
[00:16:14.340 --> 00:16:16.780]  令到我們的愛心都變質了
[00:16:16.780 --> 00:16:20.020]  我們不願意隨便付出我們的愛心
