
[00:00:00.000 --> 00:00:01.720]  請給生命時間
[00:01:24.120 --> 00:01:27.440]  七十八十的有
[00:01:27.440 --> 00:01:29.400]  我們有些年青人
[00:01:29.400 --> 00:01:30.960]  所以今天年青人
[00:01:30.960 --> 00:01:34.480]  十多歲的坐在那個位置
[00:01:34.480 --> 00:01:36.120]  這篇道理適合你們聽
[00:01:36.120 --> 00:01:37.040]  知不知道
[00:01:37.040 --> 00:01:38.040]  這篇道理適合
[00:01:38.040 --> 00:01:39.760]  平時的日子可能你
[00:01:39.760 --> 00:01:42.560]  因著爸爸媽媽的怨顧
[00:01:42.560 --> 00:01:43.760]  他們要你回來
[00:01:43.760 --> 00:01:45.200]  那你都回來
[00:01:45.200 --> 00:01:46.720]  但是就不是很留心
[00:01:46.720 --> 00:01:49.560]  但是這篇應該都是適合所有人聽
[00:01:49.560 --> 00:01:52.800]  原來人的生命
[00:01:52.800 --> 00:01:58.120]  最先我們要知道我們的定點、定向在哪裡
[00:01:58.120 --> 00:02:02.160]  摩西就很清楚在第九十篇的第一、第二節
[00:02:02.160 --> 00:02:02.880]  他說
[00:02:02.880 --> 00:02:05.440]  「你世世代代是我們的居所」
[00:02:05.440 --> 00:02:07.840]  「朱山未曾生出地獄」
[00:02:07.840 --> 00:02:09.040]  「世界未曾造成」
[00:02:09.040 --> 00:02:10.560]  「從耿古到永遠」
[00:02:10.560 --> 00:02:12.000]  「你是神」
[00:02:12.000 --> 00:02:15.400]  首先就告訴我們
[00:02:15.400 --> 00:02:17.000]  這位神就告訴我們
[00:02:17.000 --> 00:02:20.240]  原來這位神是時間的神
[00:02:20.240 --> 00:02:21.760]  世世代代
[00:02:22.800 --> 00:02:25.320]  這位神是地獄的神
[00:02:25.320 --> 00:02:28.040]  朱山未曾生出
[00:02:28.040 --> 00:02:29.760]  這個世界
[00:02:29.760 --> 00:02:32.080]  最近又有一個山
[00:02:32.080 --> 00:02:34.880]  做了文化遺產
[00:02:34.880 --> 00:02:37.720]  昨天富士山做了文化遺產
[00:02:37.720 --> 00:02:41.520]  黃山早就變成文化遺產
[00:02:41.520 --> 00:02:44.160]  哈尼族的梯田又是文化遺產
[00:02:44.160 --> 00:02:48.320]  我們當中有沒有人想做文化遺產
[00:02:48.320 --> 00:02:49.320]  我們當然不想
[00:02:49.320 --> 00:02:52.720]  香港人很想奶茶成為文化遺產
[00:02:52.720 --> 00:02:55.480]  但是現在很細微
[00:02:55.480 --> 00:02:56.600]  神做這個山
[00:02:56.600 --> 00:02:58.360]  做不同的山
[00:02:58.360 --> 00:03:00.000]  所有的山未出現的時候
[00:03:00.000 --> 00:03:01.720]  祂已經在這裡
[00:03:01.720 --> 00:03:05.680]  這位神就是時間的神
[00:03:05.680 --> 00:03:07.760]  這位神
[00:03:07.760 --> 00:03:09.360]  人手所做的電
[00:03:09.360 --> 00:03:10.200]  裝不住祂
[00:03:10.200 --> 00:03:12.360]  所以在不同的地域
[00:03:12.360 --> 00:03:13.200]  在不同的地方
[00:03:13.200 --> 00:03:14.320]  在我們的心間
[00:03:14.320 --> 00:03:17.880]  這位神就常與我們同在
[00:03:17.880 --> 00:03:19.800]  頂姊妹
[00:03:19.800 --> 00:03:24.920]  這是神與我們人的對照
[00:03:24.920 --> 00:03:27.440]  摩西生平很刺激
[00:03:27.440 --> 00:03:29.880]  當他帶領以色列人出埃及的時候
[00:03:29.880 --> 00:03:33.200]  逃避法魯的追殺
[00:03:33.200 --> 00:03:35.960]  然後做了很多不同的神蹟
[00:03:35.960 --> 00:03:37.920]  然後分開紅海
[00:03:37.920 --> 00:03:39.440]  就過了
[00:03:39.440 --> 00:03:41.120]  就過了
[00:03:41.120 --> 00:03:47.680]  然後將追兵在紅海的水淹住
[00:03:47.680 --> 00:03:50.760]  擊盤石出水
[00:03:50.760 --> 00:03:55.880]  將他們扔在地上變成石
[00:03:55.880 --> 00:03:58.800]  上山拿十戒
[00:03:58.800 --> 00:04:01.280]  那班子民百姓以為他不下來
[00:04:01.280 --> 00:04:02.720]  不下來就是這樣
[00:04:02.720 --> 00:04:05.240]  誰不知他又下來
[00:04:05.240 --> 00:04:07.960]  頒佈十戒
[00:04:07.960 --> 00:04:08.840]  那班民眾
[00:04:08.840 --> 00:04:10.840]  被他帶領的民眾不聽他話
[00:04:10.840 --> 00:04:13.880]  拜金牛族
[00:04:13.880 --> 00:04:17.720]  摩西說他自己不懂說話
[00:04:17.720 --> 00:04:20.680]  對著這班民眾不肯跟隨的時候
[00:04:20.680 --> 00:04:23.360]  他覺得很勞苦
[00:04:23.360 --> 00:04:26.040]  詩篇九十篇
[00:04:26.040 --> 00:04:29.560]  似乎就是他生命的寫照
[00:04:29.560 --> 00:04:33.000]  去嘆息原來人生裏面
[00:04:33.000 --> 00:04:34.760]  他所經歷的
[00:04:34.760 --> 00:04:37.400]  是很多的苦
[00:04:37.400 --> 00:04:39.280]  這一篇的詩
[00:04:39.280 --> 00:04:41.000]  這一篇的詩篇
[00:04:41.000 --> 00:04:43.920]  就給我們有很多的思想反省
[00:04:43.920 --> 00:04:45.440]  幫助我們
[00:04:45.440 --> 00:04:46.680]  知道我們作為一個人
[00:04:46.680 --> 00:04:48.560]  在有限的時間裏面
[00:04:48.560 --> 00:04:51.480]  我們要為神作他要我們作的事
[00:04:51.480 --> 00:04:52.800]  這個就很重要了
[00:04:52.800 --> 00:04:54.600]  所以
[00:04:54.600 --> 00:04:58.040]  摩西就先去講神那種的永恆
[00:04:58.040 --> 00:04:59.560]  他的耿古永遠
[00:04:59.560 --> 00:05:01.080]  這個是摩西的認訊
[00:05:01.080 --> 00:05:03.480]  也是我們每一個人
[00:05:03.480 --> 00:05:05.480]  依靠神的一份認訊
[00:05:05.480 --> 00:05:08.360]  神就是永恆
[00:05:08.360 --> 00:05:09.760]  光在你和我都知道
[00:05:09.760 --> 00:05:11.680]  原來在人的生命裏面
[00:05:11.680 --> 00:05:12.920]  我們需要有定位
[00:05:12.920 --> 00:05:19.040]  這個定位是在神的裏面
[00:05:19.040 --> 00:05:24.760]  如果時間是我們生命的一個長度
[00:05:24.760 --> 00:05:31.920]  如果空間是我們生命的容身之所
[00:05:31.920 --> 00:05:34.120]  你可以住劏房
[00:05:34.120 --> 00:05:36.320]  你可以住棺材房
[00:05:36.320 --> 00:05:38.800]  你可以住豪宅
[00:05:38.800 --> 00:05:40.840]  你可以住很大的房子
[00:05:40.840 --> 00:05:41.720]  我們的禮拜堂
[00:05:41.720 --> 00:05:46.120]  我們可以容納五百人的座位空間
[00:05:46.120 --> 00:05:49.760]  不過神給我們有二百二十的座位空間
[00:05:49.760 --> 00:05:52.920]  我們就好好地去善用
[00:05:52.920 --> 00:05:57.520]  時間和空間就在神的掌握裏面
[00:05:57.520 --> 00:05:58.720]  但是對我們人
[00:05:58.720 --> 00:06:00.400]  在我們的生命裏面
[00:06:00.400 --> 00:06:02.920]  我們移得時間無限長矣
[00:06:02.920 --> 00:06:05.480]  我們希望空間無限大
[00:06:05.480 --> 00:06:07.840]  以致我們可以擁有更多
[00:06:07.840 --> 00:06:11.520]  但是這一切全部都在神的裏面
[00:06:11.520 --> 00:06:12.800]  頂智妹
[00:06:12.800 --> 00:06:18.400]  你信不信這位神是一位知原無限的主呢?
[00:06:18.400 --> 00:06:19.440]  我們作為人
[00:06:19.440 --> 00:06:23.680]  我們就要定睛仰望在祂的裏面
[00:06:23.680 --> 00:06:24.800]  講神的永恆
[00:06:24.800 --> 00:06:26.640]  在時間和空間裏面
[00:06:26.640 --> 00:06:34.680]  這位神從僅古到永遠的時候
[00:06:34.680 --> 00:06:39.680]  摩世重看神,然後再轉回來去看人
[00:06:39.680 --> 00:06:42.640]  人又如何呢?
[00:06:42.640 --> 00:06:48.760]  我用一個標題叫「朝花夕拾,生命如水」
[00:06:48.760 --> 00:06:52.040]  九十篇的三至六節
[00:06:52.040 --> 00:06:56.320]  當然這裏不是講花
[00:06:56.320 --> 00:06:59.000]  但是它有講水
[00:06:59.000 --> 00:07:03.440]  「你世人要歸回,我們本來出於塵土」
[00:07:03.440 --> 00:07:08.080]  在你看來神千年好像是已過的昨日
[00:07:08.080 --> 00:07:12.640]  又好像是夜晚的一更
[00:07:12.640 --> 00:07:14.800]  夜晚的一更可以很長
[00:07:14.800 --> 00:07:18.080]  有沒有試過睡不著覺?
[00:07:18.080 --> 00:07:18.920]  睡不著覺
[00:07:18.920 --> 00:07:21.760]  夜晚的一更你點來點去那一刻
[00:07:21.760 --> 00:07:24.640]  很難處理
[00:07:24.640 --> 00:07:27.640]  但是你開心的日子
[00:07:27.640 --> 00:07:28.840]  和你所愛的人
[00:07:28.840 --> 00:07:30.360]  無論你的丈夫或妻子
[00:07:30.360 --> 00:07:31.640]  或者你的男女朋友
[00:07:31.640 --> 00:07:34.360]  或者你的父母在一起的時候
[00:07:34.360 --> 00:07:36.760]  開心的日子過得特別快
[00:07:36.760 --> 00:07:39.480]  我們又是時間要說再見
[00:07:39.480 --> 00:07:42.240]  在講時間的心理性
[00:07:42.240 --> 00:07:44.560]  我們人很難去掌握
[00:07:44.560 --> 00:07:46.840]  但是跟神來講
[00:07:46.840 --> 00:07:49.760]  千年就好像是已過的昨日
[00:07:49.760 --> 00:07:53.600]  人本來出於塵土就要歸於塵土
[00:07:53.600 --> 00:07:55.320]  所以摩西就說
[00:07:55.320 --> 00:08:00.760]  我們睡一覺就沒有了
[00:08:00.760 --> 00:08:02.760]  如水沖去
[00:08:02.760 --> 00:08:07.120]  早上人好像生長的草
[00:08:07.120 --> 00:08:10.320]  早上發芽,白頭一曬
[00:08:10.320 --> 00:08:13.920]  或者泥土裏面的水份不夠
[00:08:13.920 --> 00:08:15.560]  那就枯乾
[00:08:15.560 --> 00:08:18.400]  又或者早上開花很燦爛
[00:08:18.400 --> 00:08:19.320]  掉下來
[00:08:19.320 --> 00:08:25.120]  晚上就給你和我去摘了
[00:08:25.120 --> 00:08:27.600]  摩西對神簡單宣告之後
[00:08:27.600 --> 00:08:28.520]  就對比人
[00:08:28.520 --> 00:08:32.760]  你和我一生在一個沒有確定的情況下
[00:08:32.760 --> 00:08:35.200]  人生很短促
[00:08:35.200 --> 00:08:37.280]  其實有些時間我們不知道
[00:08:37.280 --> 00:08:39.600]  災禍何時臨到
[00:08:39.600 --> 00:08:42.080]  人作為神的創造
[00:08:42.080 --> 00:08:42.920]  我們本來是塵土
[00:08:42.920 --> 00:08:46.560]  我們知道會返回去
[00:08:46.560 --> 00:08:48.360]  我們知道何時出世
[00:08:48.360 --> 00:08:49.920]  你和我知道何時出世
[00:08:49.920 --> 00:08:50.880]  除非很特別的原因
[00:08:50.880 --> 00:08:52.080]  不知道何時出世
[00:08:52.080 --> 00:08:55.120]  你知不知道你何時死
[00:08:55.120 --> 00:08:56.560]  你不知道
[00:08:56.560 --> 00:08:58.720]  除非你刻意選擇你何時死
[00:08:58.720 --> 00:09:01.720]  意思是你自己結束自己的生命
[00:09:01.720 --> 00:09:02.720]  我們不知道
[00:09:02.720 --> 00:09:08.560]  這個不知道就刺激
[00:09:08.560 --> 00:09:10.000]  可以是聽完道之後
[00:09:10.000 --> 00:09:11.120]  行落街
[00:09:11.120 --> 00:09:14.120]  高空雜物撞了下來
[00:09:14.120 --> 00:09:15.400]  沒了生命
[00:09:15.400 --> 00:09:18.520]  又或者正正常常
[00:09:18.520 --> 00:09:22.920]  壽終百歲而離開你的世界
[00:09:22.920 --> 00:09:26.000]  我們不知道
[00:09:26.000 --> 00:09:29.720]  但是在神的眼中
[00:09:29.720 --> 00:09:32.880]  如果祂是永恆
[00:09:32.880 --> 00:09:38.800]  祂是看千年如已過的昨日
[00:09:38.800 --> 00:09:42.000]  八十歲或十八歲
[00:09:42.000 --> 00:09:44.720]  或者聖經所記載最長壽的是誰?
[00:09:44.720 --> 00:09:45.880]  瑪圖撒拉
[00:09:45.880 --> 00:09:47.480]  九百六十九歲
[00:09:47.480 --> 00:09:48.680]  創世紀第五章
[00:09:48.680 --> 00:09:51.440]  每個人都是九百歲
[00:09:51.440 --> 00:09:54.160]  快要千歲了
[00:09:54.160 --> 00:09:56.160]  我們的長者你想想
[00:09:56.160 --> 00:09:58.720]  你九百歲你現在還有很多
[00:09:58.720 --> 00:10:01.480]  如果你有九百歲的話
[00:10:01.480 --> 00:10:05.920]  但是我們知道香港的平均壽命
[00:10:05.920 --> 00:10:08.920]  平均是男人八十
[00:10:08.920 --> 00:10:11.960]  女人八十五
[00:10:11.960 --> 00:10:14.120]  所以在我們的生活中
[00:10:14.120 --> 00:10:17.800]  我們在座的年青人以為時間很多
[00:10:17.800 --> 00:10:21.880]  我們在座的長者以為時間沒有很多
[00:10:21.880 --> 00:10:26.560]  但是你是不是這樣去看呢?
[00:10:26.560 --> 00:10:28.160]  早上開花
[00:10:28.160 --> 00:10:31.720]  晚上就被人執了
[00:10:31.720 --> 00:10:33.360]  第五節所形容的
[00:10:33.360 --> 00:10:35.200]  我們人好像草一樣
[00:10:35.200 --> 00:10:38.320]  不能夠自控底下生命完結
[00:10:38.320 --> 00:10:39.880]  很短暫
[00:10:39.880 --> 00:10:43.360]  或許你的生命靚到好像花
[00:10:43.360 --> 00:10:45.480]  又或者我們男人經常被人說
[00:10:45.480 --> 00:10:47.840]  我們很平凡好像草
[00:10:47.840 --> 00:10:49.640]  又或者
[00:10:49.640 --> 00:10:51.960]  還要說一句話你如花
[00:10:51.960 --> 00:10:55.480]  如花又不知道是不是一些負面的含義
[00:10:55.480 --> 00:10:56.960]  弟兄姊妹
[00:10:56.960 --> 00:10:58.920]  生命的短暫
[00:10:58.920 --> 00:11:01.320]  一瞬即逝
[00:11:01.320 --> 00:11:02.840]  有很多不穩定
[00:11:02.840 --> 00:11:04.480]  不確定性
[00:11:04.480 --> 00:11:07.840]  人渺小的本質
[00:11:07.840 --> 00:11:11.120]  人不能夠自控的生命
[00:11:11.120 --> 00:11:12.920]  似乎就是悲劇的本源
[00:11:12.920 --> 00:11:15.480]  又或者
[00:11:15.480 --> 00:11:18.480]  摩西所寫
[00:11:18.480 --> 00:11:22.200]  這篇詩篇裡面所提的
[00:11:22.200 --> 00:11:26.480]  似乎是一首愛歌
[00:11:26.480 --> 00:11:28.680]  但是我們是不是這樣看呢?
[00:11:28.680 --> 00:11:30.840]  《神的永恆》對比短暫的生命
[00:11:30.840 --> 00:11:33.200]  詩人要說的是什麼呢?
[00:11:33.200 --> 00:11:38.240]  摩西究竟要提的是什麼呢?
[00:11:38.240 --> 00:11:40.160]  但是
[00:11:40.160 --> 00:11:41.760]  對我來說
[00:11:41.760 --> 00:11:43.000]  原來人都一樣
[00:11:43.000 --> 00:11:44.080]  其中一樣
[00:11:44.080 --> 00:11:46.120]  無論你多有錢多有學識
[00:11:46.120 --> 00:11:48.480]  無論你有多高有多大
[00:11:48.480 --> 00:11:51.120]  無論你是有多少的財富
[00:11:51.120 --> 00:11:53.000]  你有什麼的地位
[00:11:53.000 --> 00:11:55.000]  一樣是一樣的
[00:11:55.000 --> 00:11:59.080]  最終我們都會面對死亡
[00:11:59.080 --> 00:12:02.760]  這個死亡就提醒你和我
[00:12:02.760 --> 00:12:07.000]  我們需要在神面前謙卑
[00:12:07.000 --> 00:12:09.800]  沒什麼值得我們作為人可以驕傲
[00:12:09.800 --> 00:12:11.440]  當我們看到大自然的時候
[00:12:11.440 --> 00:12:15.120]  我們無論是雪山又或者沙漠
[00:12:15.120 --> 00:12:18.240]  又或者颶風又或者海嘯
[00:12:18.240 --> 00:12:21.520]  都會看我們人真的很渺小
[00:12:21.520 --> 00:12:26.120]  當我們面對天災的時候
[00:12:26.120 --> 00:12:31.920]  南丫島的海濫一瞬間全就沉了
[00:12:31.920 --> 00:12:37.720]  生命來不及說再見
[00:12:37.720 --> 00:12:40.120]  又或者
[00:12:40.120 --> 00:12:42.800]  不知道我們什麼時候突然間
[00:12:42.800 --> 00:12:45.160]  在我們的生活裏面
[00:12:45.160 --> 00:12:48.240]  一些禍患臨到的時候
[00:12:48.240 --> 00:12:54.520]  我們看我們人的生命的確是很短淺
[00:12:54.520 --> 00:12:56.840]  不單止我們的長度是很短
[00:12:56.840 --> 00:12:58.560]  其實十八歲或者八十歲
[00:12:58.560 --> 00:12:59.920]  在神的眼中
[00:12:59.920 --> 00:13:04.640]  那個意義分別不是很大
[00:13:04.640 --> 00:13:06.480]  但是
[00:13:06.480 --> 00:13:09.160]  摩西繼續說
[00:13:09.160 --> 00:13:11.800]  第七節
[00:13:11.800 --> 00:13:15.120]  他說:因你的怒氣而消滅
[00:13:15.120 --> 00:13:17.000]  因你的憤怒而驚惶
[00:13:17.000 --> 00:13:19.640]  你將我們的罪孽擺在你面前
[00:13:19.640 --> 00:13:24.400]  你將我的忍惡擺在你面光之中
[00:13:24.400 --> 00:13:25.120]  弟子妹妹
[00:13:25.120 --> 00:13:27.320]  人的心我們不需要猜
[00:13:27.320 --> 00:13:29.080]  我們很難猜
[00:13:29.080 --> 00:13:30.480]  沒有人猜得到
[00:13:30.480 --> 00:13:36.200]  唯有你自己和神知道
[00:13:36.200 --> 00:13:38.400]  在這一段裏面
[00:13:38.400 --> 00:13:42.520]  摩西就很清楚人生是很勞苦很苦
[00:13:42.520 --> 00:13:43.840]  勞苦受煩
[00:13:43.840 --> 00:13:45.160]  人生的經歷
[00:13:45.160 --> 00:13:47.760]  其實為什麼這麼苦為什麼這麼煩
[00:13:47.760 --> 00:13:50.320]  是因著我們的人性
[00:13:50.320 --> 00:13:52.920]  人性裏面有什麼
[00:13:52.920 --> 00:13:54.600]  我們的罪
[00:13:54.600 --> 00:13:59.280]  不認識神是一個罪
[00:13:59.280 --> 00:14:03.360]  人另外一個的人性是什麼
[00:14:03.360 --> 00:14:06.760]  很自我
[00:14:06.760 --> 00:14:11.160]  思人描述人的一生深入地去描述人的一種人性
[00:14:11.160 --> 00:14:14.360]  他說我們的罪就好像擺在神的面前
[00:14:14.360 --> 00:14:19.000]  很多人看不到我們的罪是什麼
[00:14:19.000 --> 00:14:22.440]  但是神完全清楚
[00:14:22.440 --> 00:14:26.280]  他說罪孽擺在你的面前的時候
[00:14:26.280 --> 00:14:28.640]  這位神看到我們的忍惡
[00:14:28.640 --> 00:14:32.960]  一切在神的面光裏面無所遁形
[00:14:32.960 --> 00:14:35.240]  在這個世代
[00:14:35.240 --> 00:14:39.640]  我們一向都知道人是自我
[00:14:39.640 --> 00:14:45.120]  在這個世代更加自我
[00:14:45.120 --> 00:14:47.520]  越來越自我
[00:14:47.520 --> 00:14:50.960]  上世紀八十年代開始或七十年代開始
[00:14:50.960 --> 00:14:52.560]  我們有一部電視機很開心
[00:14:52.560 --> 00:14:55.800]  一家人在客廳裏面看電視
[00:14:55.800 --> 00:14:57.200]  現在不流行
[00:14:57.200 --> 00:15:00.280]  流行一人一機
[00:15:00.280 --> 00:15:01.920]  明白嗎
[00:15:01.920 --> 00:15:06.760]  iPhone即是智能電話
[00:15:06.760 --> 00:15:08.440]  iPhone這個字都是i
[00:15:08.440 --> 00:15:09.400]  即是我
[00:15:09.400 --> 00:15:11.760]  很自我
[00:15:11.760 --> 00:15:14.120]  去快餐店吃火鍋
[00:15:14.120 --> 00:15:19.280]  有一隻叫做一人一鍋
[00:15:19.280 --> 00:15:21.160]  你的口水不用碰到我的口水
[00:15:21.160 --> 00:15:22.120]  就一人一鍋
[00:15:22.120 --> 00:15:25.160]  自己也一鍋
[00:15:25.160 --> 00:15:27.440]  現在吃東西一人一部機
[00:15:27.440 --> 00:15:30.360]  全部沒有眼神接觸
[00:15:30.360 --> 00:15:33.640]  在手機面前我們很難誓不低頭
[00:15:33.640 --> 00:15:37.720]  每個人都低頭
[00:15:37.720 --> 00:15:39.240]  人都是傾向自我
[00:15:39.240 --> 00:15:42.000]  走回去裏面
[00:15:42.000 --> 00:15:43.160]  一人一機
[00:15:43.160 --> 00:15:44.360]  一人一鍋
[00:15:44.360 --> 00:15:49.040]  關起來一人一個世界
[00:15:49.040 --> 00:15:51.200]  這個世代更加喜歡
[00:15:51.200 --> 00:15:54.160]  生一個細蚊仔
[00:15:54.160 --> 00:16:01.480]  那種自我更容易培育出來
[00:16:01.480 --> 00:16:03.440]  摩西他很清楚
[00:16:03.440 --> 00:16:04.560]  人那種是人性
[00:16:04.560 --> 00:16:05.680]  我們的自我
[00:16:05.680 --> 00:16:07.080]  我們的罪
[00:16:07.080 --> 00:16:09.880]  在他裏面
[00:16:09.880 --> 00:16:12.440]  我們無所遁形
[00:16:12.440 --> 00:16:15.880]  所以在我們的生活裏面
[00:16:15.880 --> 00:16:17.400]  摩西第九節他怎樣說呢
[00:16:17.400 --> 00:16:18.840]  他說我們經過的日子
[00:16:18.840 --> 00:16:20.320]  都在你震怒之下
[00:16:20.320 --> 00:16:22.240]  我們杜盡的年歲
[00:16:22.240 --> 00:16:25.040]  保盡一聲嘆息
[00:16:25.040 --> 00:16:26.880]  唉
[00:16:26.880 --> 00:16:27.680]  唉瘋了
[00:16:27.680 --> 00:16:28.880]  唉
[00:16:28.880 --> 00:16:30.160]  真的要唉
[00:16:30.160 --> 00:16:32.720]  其實我不是很喜歡聽到
[00:16:32.720 --> 00:16:35.080]  我們唉聲嘆氣
[00:16:35.080 --> 00:16:37.640]  有沒有人喜歡聽的
[00:16:37.640 --> 00:16:38.440]  如果我們不自覺
[00:16:38.440 --> 00:16:39.080]  唉聲嘆氣
[00:16:39.080 --> 00:16:40.880]  有一輪我在辦公室
[00:16:40.880 --> 00:16:42.480]  摩西你做什麼
[00:16:42.480 --> 00:16:46.720]  你今天唉了三次了
[00:16:46.720 --> 00:16:48.200]  唉
[00:16:48.200 --> 00:16:52.760]  所以最好你關上門自己唉
[00:16:52.760 --> 00:16:53.720]  這樣很勞苦
[00:16:53.720 --> 00:16:56.480]  即是唉都沒有人知
[00:16:56.480 --> 00:16:57.840]  唉都沒有人知
[00:16:57.840 --> 00:16:58.800]  但是你會影響人
[00:16:58.800 --> 00:17:00.440]  你明不明
[00:17:00.440 --> 00:17:02.560]  所以等於我們要開心
[00:17:02.560 --> 00:17:05.400]  最重要曉得和開心的人在一起
[00:17:05.400 --> 00:17:07.040]  那天唉我們自己病了
[00:17:07.040 --> 00:17:09.360]  去到神面前唉好了
[00:17:09.360 --> 00:17:10.400]  但是我們經過的日子
[00:17:10.400 --> 00:17:12.320]  都是在神的震怒之下
[00:17:12.320 --> 00:17:17.640]  我們的年歲保盡一聲嘆息
[00:17:17.640 --> 00:17:19.840]  唉
[00:17:19.840 --> 00:17:20.560]  在我們的生活
[00:17:20.560 --> 00:17:21.680]  在我們的日子裏面
[00:17:21.680 --> 00:17:26.640]  我不知道大家是怎樣度過
[00:17:26.640 --> 00:17:27.720]  人去到這麼上一年紀
[00:17:27.720 --> 00:17:28.480]  喜歡懷舊
[00:17:28.480 --> 00:17:30.920]  看回以為過往的日子才是好的
[00:17:30.920 --> 00:17:32.720]  good old days
[00:17:32.720 --> 00:17:35.200]  過往的日子才是正的
[00:17:35.200 --> 00:17:36.800]  是不是這樣呢
[00:17:36.800 --> 00:17:39.360]  又或者我們的年青人
[00:17:39.360 --> 00:17:42.480]  我二十歲就要
[00:17:42.480 --> 00:17:43.320]  二十歲都遲了
[00:17:43.320 --> 00:17:44.400]  十八歲要入大學
[00:17:44.400 --> 00:17:45.640]  入一間最正的大學
[00:17:45.640 --> 00:17:48.160]  三十歲要賺第一桶金
[00:17:48.160 --> 00:17:51.400]  就講將來
[00:17:51.400 --> 00:17:53.640]  講將來
[00:17:53.640 --> 00:17:54.960]  我希望去到幾十歲
[00:17:54.960 --> 00:17:56.720]  我可以抽籤抽完蝨
[00:17:56.720 --> 00:17:59.920]  又是講將來
[00:17:59.920 --> 00:18:01.160]  丁子梅
[00:18:01.160 --> 00:18:03.600]  其實人生有的時候
[00:18:03.600 --> 00:18:04.320]  都很困惑
[00:18:04.320 --> 00:18:05.360]  其中一個困惑
[00:18:05.360 --> 00:18:06.840]  不單止我們的自我
[00:18:06.840 --> 00:18:09.920]  我們是個人的罪性
[00:18:09.920 --> 00:18:12.320]  我們的身體
[00:18:12.320 --> 00:18:15.840]  我有些逃避
[00:18:15.840 --> 00:18:18.880]  其實我應該要去檢查身體
[00:18:18.880 --> 00:18:24.120]  因為我對上一次是二零零九年檢查
[00:18:24.120 --> 00:18:26.920]  應該是男人去到我這個年紀
[00:18:26.920 --> 00:18:28.320]  應該最好
[00:18:28.320 --> 00:18:29.320]  你不是年年
[00:18:29.320 --> 00:18:30.680]  你應該是兩年一次
[00:18:30.680 --> 00:18:31.720]  我有些逃避
[00:18:31.720 --> 00:18:35.400]  總是說沒有時間去檢查身體
[00:18:35.400 --> 00:18:37.160]  人生的智慧其中一樣
[00:18:37.160 --> 00:18:38.160]  不要等有事
[00:18:38.160 --> 00:18:39.320]  你不等有事
[00:18:39.320 --> 00:18:43.240]  人生的智慧其中一樣不要等有事才去醫
[00:18:43.240 --> 00:18:45.280]  而是去到這麼上下
[00:18:45.280 --> 00:18:47.320]  你就要去檢查身體
[00:18:47.320 --> 00:18:50.520]  身體我沒有什麼
[00:18:50.520 --> 00:18:53.040]  從一個角度看
[00:18:53.040 --> 00:18:54.640]  我都是亞健康
[00:18:54.640 --> 00:18:56.320]  知不知道什麼叫亞健康
[00:18:56.320 --> 00:18:58.160]  即不是很健康那種
[00:18:58.160 --> 00:19:01.640]  譬如不知道吃錯了什麼
[00:19:01.640 --> 00:19:02.840]  就會有些濕疹
[00:19:02.840 --> 00:19:04.800]  又或者那一輪壓力大
[00:19:04.800 --> 00:19:05.840]  發出來了
[00:19:05.840 --> 00:19:07.120]  這一輪好
[00:19:07.120 --> 00:19:08.240]  濕疹沒有了
[00:19:08.240 --> 00:19:11.520]  這一輪好
[00:19:11.520 --> 00:19:12.520]  不過不敢誇口
