
[00:00:00.000 --> 00:00:02.580]  今早我要和大家分享一個題目
[00:02:28.340 --> 00:02:32.820]  但是反而找到更多駁不到的證據
[00:02:32.820 --> 00:02:35.180]  所以我們見到耶穌基督
[00:02:35.180 --> 00:02:39.300]  祂經過死亡第三天復活的事實
[00:02:39.300 --> 00:02:41.500]  影響整個世界
[00:02:41.500 --> 00:02:44.100]  當時有很多人親眼見過
[00:02:44.100 --> 00:02:45.340]  親身經歷過
[00:02:45.340 --> 00:02:47.980]  連殺害祂的人都去見證
[00:02:47.980 --> 00:02:52.380]  耶穌基督復活的墳墓已經成為空的
[00:02:52.380 --> 00:02:57.900]  究竟耶穌基督復活為什麼會這麼重要呢?
[00:02:57.900 --> 00:02:59.500]  耶穌本來是一個神
[00:02:59.500 --> 00:03:01.980]  祂是神的兒子
[00:03:01.980 --> 00:03:04.700]  為什麼祂要成為一個人來到這個世界上
[00:03:04.700 --> 00:03:11.220]  然後死在殘酷的十字架的酷刑底下
[00:03:11.220 --> 00:03:12.740]  經過死亡
[00:03:12.740 --> 00:03:15.060]  然後又再一次復活呢?
[00:03:15.060 --> 00:03:19.180]  原來這是神的一個拯救計劃
[00:03:19.180 --> 00:03:20.860]  基督完成這個計劃
[00:03:20.860 --> 00:03:25.300]  然後把祂的救恩果效賜給我們
[00:03:25.300 --> 00:03:26.900]  所以留意聖經這裡說
[00:03:26.900 --> 00:03:30.900]  耶穌被交給人是為我們
[00:03:30.900 --> 00:03:32.100]  是為著我們
[00:03:32.100 --> 00:03:34.420]  是為著你和我
[00:03:34.420 --> 00:03:38.700]  祂為我們被交給人死在十字架上
[00:03:38.700 --> 00:03:42.380]  又為你和我 為我們復活
[00:03:42.380 --> 00:03:45.460]  所以祂的復活是關乎和我們的異議
[00:03:45.460 --> 00:03:48.500]  是為了你和我
[00:03:48.500 --> 00:03:51.380]  祂不是無端端被人釘死
[00:03:51.380 --> 00:03:54.980]  祂不是無可奈何地經歷苦難
[00:03:54.980 --> 00:03:58.380]  祂是有目的地忍耐受苦受死
[00:03:58.380 --> 00:03:59.340]  然後復活
[00:03:59.340 --> 00:04:04.300]  把這個救恩賜給你和我 賜給我們
[00:04:04.300 --> 00:04:08.540]  所以究竟耶穌基督復活對你和我有什麼意義呢?
[00:04:08.540 --> 00:04:10.540]  我今天和大家思想幾方面
[00:04:10.540 --> 00:04:18.740]  第一 原來祂帶領我們來勝過死亡的權勢
[00:04:18.740 --> 00:04:23.340]  正如耶穌在聖經裡記載下來的說話
[00:04:23.340 --> 00:04:24.820]  對人的宣告
[00:04:24.820 --> 00:04:27.620]  在《約翰福音》第十一章第二十五節
[00:04:27.620 --> 00:04:31.660]  耶穌對馬大雪
[00:04:31.660 --> 00:04:34.780]  即是對祂的門徒 祂的女徒
[00:04:34.780 --> 00:04:36.500]  和所有周圍的人
[00:04:36.500 --> 00:04:40.660]  祂說「復活在我 生命也在我
[00:04:40.660 --> 00:04:45.980]  信我的人雖然死了 也必復活」
[00:04:45.980 --> 00:04:48.500]  原來耶穌要把一個新的生命
[00:04:48.500 --> 00:04:50.420]  就是復活的生命賜給我們
[00:04:50.420 --> 00:04:52.340]  叫信靠祂的人
[00:04:52.340 --> 00:04:54.220]  雖然都會經過死亡
[00:04:54.220 --> 00:04:56.860]  但是要復活
[00:04:56.860 --> 00:05:01.820]  在提摩太后書第一章第十節
[00:05:01.820 --> 00:05:06.900]  聖經說 基督耶穌已經把死廢去
[00:05:06.900 --> 00:05:11.860]  藉著福音將不能壞的生命彰顯出來
[00:05:11.860 --> 00:05:13.140]  原來耶穌基督
[00:05:13.140 --> 00:05:14.940]  祂勝過死亡
[00:05:14.940 --> 00:05:19.580]  就經過了死亡勝過死亡的權勢
[00:05:19.580 --> 00:05:24.740]  將死本來牢牢的捆綁著我們的人生的
[00:05:24.740 --> 00:05:26.100]  捆綁著世人的
[00:05:26.100 --> 00:05:27.860]  將它廢去
[00:05:27.860 --> 00:05:28.980]  藉著福音
[00:05:28.980 --> 00:05:32.700]  將不能壞的生命彰顯出來
[00:05:32.700 --> 00:05:34.140]  很明顯 什麼叫復活呢?
[00:05:34.140 --> 00:05:38.260]  復活即是在死裡翻生
[00:05:38.260 --> 00:05:40.100]  死而復活
[00:05:40.100 --> 00:05:42.500]  死裡復活
[00:05:42.500 --> 00:05:45.580]  復活是針對死亡
[00:05:45.580 --> 00:05:51.540]  是代表死亡再不能驅禁我們人生的忠告
[00:05:51.540 --> 00:05:55.100]  復活是超越了死亡
[00:05:55.100 --> 00:05:56.100]  感謝神
[00:05:56.100 --> 00:06:01.020]  這裡讓我們看見耶穌很清楚在他未受死復活之前
[00:06:01.020 --> 00:06:02.620]  已經說明了這個目的
[00:06:02.620 --> 00:06:05.740]  就是祂要經過死亡而且復活
[00:06:05.740 --> 00:06:12.300]  為著將一個永遠不能壞的生命賜給我們
[00:06:12.300 --> 00:06:14.420]  將死廢去
[00:06:14.420 --> 00:06:15.420]  感謝耶穌
[00:06:15.420 --> 00:06:16.900]  祂勝過了死亡
[00:06:16.900 --> 00:06:18.180]  祂告訴我們
[00:06:18.180 --> 00:06:19.900]  凡信靠祂的人
[00:06:19.900 --> 00:06:20.820]  跟從祂的人
[00:06:20.820 --> 00:06:22.580]  祂也要帶領我們
[00:06:22.580 --> 00:06:27.580]  跟從祂的人來勝過死亡的權勢
[00:06:27.580 --> 00:06:31.660]  我們知道我們人無法脫離死亡的權勢
[00:06:31.660 --> 00:06:36.220]  意思是我們沒有一個人能夠逃避死亡
[00:06:36.220 --> 00:06:41.100]  也不知道什麼時候我們會面對死亡
[00:06:41.100 --> 00:06:42.020]  從古到今
[00:06:42.020 --> 00:06:44.060]  好像一隻無形的手
[00:06:44.060 --> 00:06:46.020]  在每一個人的身上
[00:06:46.020 --> 00:06:50.580]  似乎注定了沒有人能夠逃脫這個手
[00:06:50.580 --> 00:06:52.380]  在不知道的時候
[00:06:52.380 --> 00:06:54.940]  甚至沒有預備的時候
[00:06:54.940 --> 00:06:59.180]  我們就可能要經歷死亡
[00:06:59.180 --> 00:07:01.900]  我們現在特別體會到在疫情期間
[00:07:01.900 --> 00:07:04.420]  真的不知道
[00:07:04.420 --> 00:07:05.300]  今天好好的
[00:07:05.300 --> 00:07:08.300]  忽然間可能過兩天就發病
[00:07:08.300 --> 00:07:11.460]  或者是有嚴重的問題
[00:07:11.460 --> 00:07:15.180]  接著我們已經知道全世界
[00:07:15.180 --> 00:07:18.540]  單單美國已經有五十多萬人
[00:07:18.540 --> 00:07:22.140]  全世界同時間都經歷到這件事
[00:07:22.140 --> 00:07:24.900]  我們似乎無法逃避
[00:07:24.900 --> 00:07:28.220]  我可以免去這件事
[00:07:28.220 --> 00:07:33.980]  因為我們不知道誰會面對死亡
[00:07:33.980 --> 00:07:37.660]  所以我們今天看見不單止疫情
[00:07:37.660 --> 00:07:40.900]  就算我們看見很多的天災人禍
[00:07:40.900 --> 00:07:42.860]  忽然間的意外
[00:07:42.860 --> 00:07:44.980]  忽然間的疾病
[00:07:44.980 --> 00:07:50.900]  甚至是一些意料不到的事
[00:07:50.900 --> 00:07:52.300]  下一刻忽然間發生
[00:07:52.300 --> 00:07:54.540]  我們都沒有人可以知道
[00:07:54.540 --> 00:07:56.340]  但是一個很肯定的事
[00:07:56.340 --> 00:07:59.340]  就是我們無論長或者短
[00:07:59.340 --> 00:08:01.620]  忽然間或者慢性的
[00:08:01.620 --> 00:08:04.420]  或者是我們可以預期到的
[00:08:04.420 --> 00:08:07.460]  或者是我們沒有辦法預料到的
[00:08:07.460 --> 00:08:09.860]  死亡這件事是很真實
[00:08:09.860 --> 00:08:13.460]  沒有一個人能夠逃避這個現實
[00:08:13.460 --> 00:08:15.900]  所以其實聰明的人就是預備好
[00:08:15.900 --> 00:08:17.500]  面對這個死亡
[00:08:17.500 --> 00:08:21.620]  而且去解決這個死亡權勢的捆綁
[00:08:21.620 --> 00:08:23.020]  而不去想的人
[00:08:23.020 --> 00:08:24.340]  到時才算的人
[00:08:24.340 --> 00:08:27.060]  其實是愚昧的
[00:08:27.060 --> 00:08:27.860]  你說不是啊
[00:08:27.860 --> 00:08:28.780]  很多人都想的
[00:08:28.780 --> 00:08:29.460]  不過想不到
[00:08:29.460 --> 00:08:30.980]  沒有解決的方法
[00:08:30.980 --> 00:08:32.460]  秦始皇失利的卦
[00:08:32.460 --> 00:08:34.140]  他那麼多的財富
[00:08:34.140 --> 00:08:36.020]  那麼多的軍力
[00:08:36.020 --> 00:08:37.460]  他希望解決這個問題
[00:08:37.460 --> 00:08:41.300]  所以找人去尋求那些長生不死的藥
[00:08:41.300 --> 00:08:43.860]  長生不老的藥
[00:08:43.860 --> 00:08:45.100]  找不找到呢
[00:08:45.100 --> 00:08:45.980]  找不到
[00:08:45.980 --> 00:08:48.740]  因為沒有一個人能夠去解決這個問題
[00:08:48.740 --> 00:08:50.340]  所以有些人索性不去想
[00:08:50.340 --> 00:08:52.100]  也是的
[00:08:52.100 --> 00:08:53.140]  但是今天我們知道
[00:08:53.140 --> 00:08:54.500]  其實是有方法的
[00:08:54.500 --> 00:08:57.580]  有辦法解決的
[00:08:57.580 --> 00:09:01.780]  每一個人都因為這件沒辦法解決的問題
[00:09:01.780 --> 00:09:03.940]  可能去面對它的時候
[00:09:03.940 --> 00:09:06.060]  會帶來恐懼
[00:09:06.060 --> 00:09:09.780]  但是逃避卻不是一個方法
[00:09:09.780 --> 00:09:10.860]  真的
[00:09:10.860 --> 00:09:12.220]  當我們想一想
[00:09:12.220 --> 00:09:14.620]  死這件事是挺可怕的
[00:09:14.620 --> 00:09:19.180]  因為忽然之間你會沒辦法再掌控你所有的東西
[00:09:19.180 --> 00:09:21.820]  忽然之間你要面對自己
[00:09:21.820 --> 00:09:24.980]  去獨自去面對你的人生
[00:09:24.980 --> 00:09:26.740]  周圍做很多人都好
[00:09:26.740 --> 00:09:28.140]  如果你要死的時候
[00:09:28.140 --> 00:09:31.140]  你是自己一個人離開的
[00:09:31.140 --> 00:09:34.340]  我們知道我們的家人可能很親密
[00:09:34.340 --> 00:09:37.900]  但是死亡就會將我們分隔
[00:09:37.900 --> 00:09:40.660]  究竟死了之後會去哪裡呢
[00:09:40.660 --> 00:09:43.740]  死了之後會是不是好像我們中國人那樣說
[00:09:43.740 --> 00:09:46.940]  落到十八層地獄呢
[00:09:46.940 --> 00:09:49.300]  聖經裏面清楚地告訴我們
[00:09:49.300 --> 00:09:51.300]  原來當我們人死了之後
[00:09:51.300 --> 00:09:53.940]  是要面對神的審判的
[00:09:53.940 --> 00:09:55.700]  有一天神要審判我們
[00:09:55.700 --> 00:09:57.300]  原來按著我們的罪
[00:09:57.300 --> 00:10:00.020]  我們要永遠與祂隔開
[00:10:00.020 --> 00:10:02.060]  因為祂是全聖潔的神
[00:10:02.060 --> 00:10:03.220]  我們是有罪的人
[00:10:03.220 --> 00:10:08.340]  所以我們會去到一個永遠黑暗的地方
[00:10:08.340 --> 00:10:11.660]  那裏聖經亦都說這是地獄
[00:10:11.660 --> 00:10:13.100]  所以用中文翻譯出來
[00:10:13.100 --> 00:10:15.700]  雖然那個觀念不是我們佛教的觀念
[00:10:15.700 --> 00:10:17.540]  但是這個地獄是真實的
[00:10:17.540 --> 00:10:19.180]  那裏是與神隔絕
[00:10:19.180 --> 00:10:21.460]  而且是在那裏受苦
[00:10:21.460 --> 00:10:24.100]  是一個永盈來的
[00:10:24.100 --> 00:10:25.220]  如果是這樣的時候
[00:10:25.220 --> 00:10:28.700]  面對死亡實在是讓我們懼怕的
[00:10:28.700 --> 00:10:32.620]  一位淺黑一時的
[00:10:32.620 --> 00:10:34.020]  非常脆弱的政治家
[00:10:34.020 --> 00:10:35.060]  我們都熟悉他的名字
[00:10:35.060 --> 00:10:37.620]  就是邱吉爾 英國的宰相
[00:10:37.620 --> 00:10:39.820]  在他81歲生辰的時候
[00:10:39.820 --> 00:10:42.340]  本來和他慶祝生日是很開心的事
[00:10:42.340 --> 00:10:47.820]  忽然之間他腦裏中環非常悲哀
[00:10:47.820 --> 00:10:50.300]  為他慶祝81歲生日
[00:10:50.300 --> 00:10:52.780]  他說我過了80歲
[00:10:52.780 --> 00:10:56.740]  我知道我已經踏入人生最後一個階段
[00:10:56.740 --> 00:10:58.900]  所以忽然之間一個那麼出名
[00:10:58.900 --> 00:11:01.140]  那麼有卓越的領袖
[00:11:01.140 --> 00:11:03.980]  竟然奔向他的太太
[00:11:03.980 --> 00:11:07.540]  在他的懷裏大哭一場
[00:11:07.540 --> 00:11:09.460]  因為他不捨得他太太
[00:11:09.460 --> 00:11:14.820]  不捨得要面對死亡之後的那種分離
[00:11:14.820 --> 00:11:17.460]  那種懼怕
[00:11:17.460 --> 00:11:21.060]  真是如果說有一個結算
[00:11:21.060 --> 00:11:22.860]  其實每個人的心裏面都知道
[00:11:22.860 --> 00:11:24.820]  所以我們中國人都有一句說話這麼說
[00:11:24.820 --> 00:11:26.660]  人之將死
[00:11:26.660 --> 00:11:28.140]  接著下一句是什麼
[00:11:28.140 --> 00:11:29.420]  其言也善
[00:11:29.420 --> 00:11:32.660]  就是說你都知道人生就要面對一個結局的時候
[00:11:32.660 --> 00:11:34.380]  都想一下我應該做一些好的事
[00:11:34.380 --> 00:11:36.820]  說一些好的事
[00:11:36.820 --> 00:11:42.340]  就是說他好像正在預備面對他人生的一個結算
[00:11:42.340 --> 00:11:44.980]  當然靠著我們最後做一些好的事
[00:11:44.980 --> 00:11:47.180]  甚至我們一生做一些善事
[00:11:47.180 --> 00:11:50.940]  都不能夠彌補我們人的罪
[00:11:50.940 --> 00:11:52.820]  我們人是有罪的
[00:11:52.820 --> 00:11:56.140]  所以沒有辦法能夠完全解決這個問題
[00:11:56.140 --> 00:11:58.020]  但是死亡是真實的
[00:11:58.020 --> 00:12:01.620]  所以有些人臨死的時候很恐懼
[00:12:01.620 --> 00:12:04.140]  恐懼得叫天叫地
[00:12:04.140 --> 00:12:07.420]  曾經有一位台灣的姓趙的博士
[00:12:07.420 --> 00:12:09.460]  他非常反對基督教
[00:12:09.460 --> 00:12:13.220]  所以他用了三年來研究那些垂死的病人
[00:12:13.220 --> 00:12:18.020]  在醫院那裏看見那些人怎樣離開這個世界
[00:12:18.020 --> 00:12:21.740]  有一個結論他找到的就是
[00:12:21.740 --> 00:12:23.540]  大部分那些沒有信仰
[00:12:23.540 --> 00:12:25.180]  特別是不信耶穌基督的人
[00:12:25.180 --> 00:12:26.500]  他離開這個世界的時候
[00:12:26.500 --> 00:12:29.180]  都是存著一種很恐懼、很無奈
[00:12:29.180 --> 00:12:31.940]  或者甚至大叫的一種情況
[00:12:31.940 --> 00:12:36.780]  甚至有些人說:不要來捉我!不要來捉我!
[00:12:36.780 --> 00:12:37.580]  但是很奇妙的
[00:12:37.580 --> 00:12:38.900]  當他來觀察
[00:12:38.900 --> 00:12:41.740]  有些信耶穌、有基督教信仰的人
[00:12:41.740 --> 00:12:45.180]  他們有一種很安詳、有一種很平安的心
[00:12:45.180 --> 00:12:47.100]  甚至有些笑著離開
[00:12:47.100 --> 00:12:50.140]  知道自己要回到天家那裏
[00:12:50.140 --> 00:12:52.140]  這個不單止在台灣
[00:12:52.140 --> 00:12:56.540]  我以前認識一位在香港醫院做護士的姐妹
[00:12:56.540 --> 00:12:58.460]  當我和她分享這個事的時候
[00:12:58.460 --> 00:13:00.100]  她說:是的,是真的
[00:13:00.100 --> 00:13:01.740]  因為她在醫院做護士
[00:13:01.740 --> 00:13:06.700]  她都看到這件事實是很吻合
[00:13:06.700 --> 00:13:10.780]  耶穌基督說:祂是勝過死亡的主
[00:13:10.780 --> 00:13:13.620]  復活在我,生命也在我
[00:13:13.620 --> 00:13:15.020]  今天我們感謝神
[00:13:15.020 --> 00:13:18.180]  祂就賜下了拯救我們的救恩
[00:13:18.180 --> 00:13:20.700]  祂親自來到這個世界為我們死
[00:13:20.700 --> 00:13:22.820]  而且勝過了死亡
[00:13:22.820 --> 00:13:24.020]  復活了
[00:13:24.020 --> 00:13:28.700]  今天祂要帶領我們每一個信靠主耶穌基督的人
[00:13:28.700 --> 00:13:32.700]  都能夠勝過死亡的權勢
[00:13:32.700 --> 00:13:36.580]  因為祂將永生賜給我們凡信靠主的人
[00:13:36.580 --> 00:13:38.060]  祂勝過了死亡
[00:13:38.060 --> 00:13:39.900]  為我們預備了天家
[00:13:39.900 --> 00:13:43.260]  祂現在已經去到天上為我們預備地方
[00:13:43.260 --> 00:13:46.380]  耶穌說:我去是為你們預備地方去
[00:13:46.380 --> 00:13:48.380]  我又去為你們預備地方
[00:13:48.380 --> 00:13:50.060]  就一定回來接你們
[00:13:50.060 --> 00:13:54.340]  使你們和我在那裏永遠同在
[00:13:54.340 --> 00:13:58.900]  真是我們人生不知何時要面對最後一關
[00:13:58.900 --> 00:14:01.100]  就是死亡的關頭
[00:14:01.100 --> 00:14:04.220]  人生要來一個結算
[00:14:04.220 --> 00:14:06.060]  究竟我們預備好了沒有?
[00:14:06.060 --> 00:14:06.940]  靠我們自己
[00:14:06.940 --> 00:14:09.500]  我們沒辦法能夠勝過死亡的權勢
[00:14:09.500 --> 00:14:10.860]  但我們感謝主
[00:14:10.860 --> 00:14:13.660]  祂已經復活了
[00:14:13.660 --> 00:14:16.300]  祂已經勝過了死亡
[00:14:16.300 --> 00:14:19.860]  祂為我們證實了死亡的權勢
[00:14:19.860 --> 00:14:22.300]  不可以再約束我們
[00:14:22.300 --> 00:14:25.780]  祂將永生賜給所有凡信靠主的人
[00:14:25.780 --> 00:14:29.780]  得著永遠不會再壞的生命
[00:14:29.780 --> 00:14:33.900]  這是耶穌基督為你、為我所做的事
[00:14:33.900 --> 00:14:36.260]  祂為我們來復活
[00:14:36.260 --> 00:14:42.700]  將永生的應許和永遠的生命
[00:14:42.700 --> 00:14:44.980]  天家的福分賜給我們
[00:14:44.980 --> 00:14:48.220]  叫我們脫離死亡的權勢
[00:14:48.220 --> 00:14:50.780]  第二就是我們剛才提到的
[00:14:50.780 --> 00:14:54.900]  就是耶穌基督為何死而復活呢?
[00:14:54.900 --> 00:14:56.900]  祂為我們而做的
[00:14:56.900 --> 00:15:00.740]  祂原來帶領我們勝過了罪的權勢
[00:15:00.740 --> 00:15:02.540]  剛才這支經文很清楚
[00:15:02.540 --> 00:15:03.460]  讓我們看見
[00:15:03.460 --> 00:15:09.020]  「耶穌被教給人是為我們的過犯」
[00:15:09.020 --> 00:15:11.140]  就是指我們的罪
[00:15:11.140 --> 00:15:13.100]  是因為我們的罪
[00:15:13.100 --> 00:15:16.140]  沒辦法能夠靠我們自己去解決
[00:15:16.140 --> 00:15:18.500]  去勝過這個罪的權勢
[00:15:18.500 --> 00:15:19.940]  罪的捆綁
[00:15:19.940 --> 00:15:23.100]  罪帶來的審判和結果
[00:15:23.100 --> 00:15:24.420]  所以耶穌說
[00:15:24.420 --> 00:15:26.220]  我為你
[00:15:26.220 --> 00:15:28.140]  為你被教給人
[00:15:28.140 --> 00:15:29.940]  為你釘死十字架
[00:15:29.940 --> 00:15:31.580]  但是我亦為你
[00:15:31.580 --> 00:15:34.140]  叫你可以清儀
[00:15:34.140 --> 00:15:35.580]  為你復活
[00:15:35.580 --> 00:15:37.780]  將一個新的生命
[00:15:37.780 --> 00:15:40.220]  一個復活的生命賜給
[00:15:40.220 --> 00:15:43.380]  每一個信靠耶穌基督的人
[00:15:43.380 --> 00:15:45.060]  清儀的意思是
[00:15:45.060 --> 00:15:46.420]  與罪剛剛相反
[00:15:46.420 --> 00:15:48.940]  與過犯是一個對比
[00:15:48.940 --> 00:15:50.460]  過犯代表犯罪
[00:15:50.460 --> 00:15:51.220]  離開神
[00:15:51.220 --> 00:15:53.500]  離開神的一個標準
[00:15:53.500 --> 00:15:55.260]  他的聖潔的標準
[00:15:55.260 --> 00:15:56.460]  清儀是神說
[00:15:56.460 --> 00:15:57.620]  清我們為儀
[00:15:57.620 --> 00:15:59.860]  是叫我們在祂的眼中
[00:15:59.860 --> 00:16:01.060]  再沒有罪了
[00:16:01.060 --> 00:16:04.500]  再沒有罪帶來的審判和結果
[00:16:04.500 --> 00:16:06.220]  這是一個新的生命
[00:16:06.220 --> 00:16:08.340]  是一個救恩
[00:16:08.340 --> 00:16:10.180]  所以是一個新的開始
[00:16:10.180 --> 00:16:12.500]  所以好像剛才我們的姐妹說
[00:16:12.500 --> 00:16:13.780]  一個新的一頁
[00:16:13.780 --> 00:16:16.020]  一個新的人生
[00:16:16.020 --> 00:16:16.700]  你願意嗎?
[00:16:16.700 --> 00:16:19.260]  你願意得到一個新的人生嗎?
[00:16:19.260 --> 00:16:21.220]  一個新的開始嗎?
[00:16:21.220 --> 00:16:23.140]  耶穌告訴我們
[00:16:23.140 --> 00:16:25.980]  我們本來是有罪的
[00:16:25.980 --> 00:16:28.140]  但是祂以無罪的身份
[00:16:28.140 --> 00:16:30.380]  代替了你和我
[00:16:30.380 --> 00:16:33.380]  擔當了我們的罪
[00:16:33.380 --> 00:16:37.380]  承擔了罪帶來的奏助和審判
[00:16:37.380 --> 00:16:38.420]  不僅如此
[00:16:38.420 --> 00:16:39.340]  祂復活
[00:16:39.340 --> 00:16:40.180]  祂復活即是說
[00:16:40.180 --> 00:16:43.220]  將一個新的清義的生命賜給我們
[00:16:43.220 --> 00:16:46.460]  叫我們本來有罪性傾向的
[00:16:46.460 --> 00:16:48.940]  但是祂現在給我們一個新的力量
[00:16:48.940 --> 00:16:51.660]  一個新的生命在我們裏面
[00:16:51.660 --> 00:16:53.140]  而且將來這個新的生命
[00:16:53.140 --> 00:16:56.340]  會完全吞滅了我們舊的生命
[00:16:56.340 --> 00:16:57.140]  到那一天
[00:16:57.140 --> 00:16:58.300]  我們回到天上
[00:16:58.300 --> 00:17:00.500]  會有一個新的身體的時候
[00:17:00.500 --> 00:17:01.460]  但是在這個時候
[00:17:01.460 --> 00:17:02.540]  在這個階段裏面
[00:17:02.540 --> 00:17:04.300]  祂賜給我們一個新的生命
[00:17:04.300 --> 00:17:09.580]  幫助我們不斷地脫離這個罪對我們的影響
[00:17:09.580 --> 00:17:11.540]  我們人有罪性
[00:17:11.540 --> 00:17:13.060]  我們有自私
[00:17:13.060 --> 00:17:15.020]  有貪心
[00:17:15.020 --> 00:17:17.380]  有虛假
[00:17:17.380 --> 00:17:19.620]  有欺壓別人
[00:17:19.620 --> 00:17:22.700]  今天我們看見到處都很擔心
[00:17:22.700 --> 00:17:26.460]  不單止是歧視這些非裔的人士
[00:17:26.460 --> 00:17:28.300]  甚至我們亞裔的人士
[00:17:28.300 --> 00:17:30.140]  受到一些欺壓
[00:17:30.140 --> 00:17:32.060]  一些攻擊
[00:17:32.060 --> 00:17:33.260]  這是甚麼問題呢?
[00:17:33.260 --> 00:17:35.260]  是因為罪的問題
[00:17:35.260 --> 00:17:38.900]  不僅是因為你和我不同
[00:17:38.900 --> 00:17:40.060]  或者人種的問題
[00:17:40.060 --> 00:17:40.980]  這是表面的
[00:17:40.980 --> 00:17:44.060]  最大的裏面是人性的罪惡
[00:17:44.060 --> 00:17:46.820]  是罪的問題
[00:17:46.820 --> 00:17:50.100]  你看見在過往這一年裏面
[00:17:50.100 --> 00:17:54.340]  我們有看到一個很大很大的事
[00:17:54.340 --> 00:17:57.260]  叫做Black Lives Matter
[00:17:57.260 --> 00:17:58.780]  中文翻譯很有趣
[00:17:58.780 --> 00:18:00.940]  叫做黑命貴
[00:18:00.940 --> 00:18:01.860]  黑命貴
[00:18:01.860 --> 00:18:04.340]  就是矜貴的貴
[00:18:04.340 --> 00:18:09.180]  很多很多的人上街遊行
[00:18:09.180 --> 00:18:10.060]  結果怎樣呢?
[00:18:10.060 --> 00:18:14.100]  結果本來是說反對這些歧視
[00:18:14.100 --> 00:18:19.140]  反對這些種族的Racism
[00:18:19.140 --> 00:18:20.900]  結果就化成暴亂
[00:18:20.900 --> 00:18:21.900]  不僅如此
[00:18:21.900 --> 00:18:23.500]  你看見很可怕的是
[00:18:23.500 --> 00:18:26.060]  竟然有人會走進別人的店鋪
[00:18:26.060 --> 00:18:27.660]  來搶劫
[00:18:27.660 --> 00:18:30.100]  來破壞
[00:18:30.100 --> 00:18:32.060]  甚至是他們自己和族裔的人
[00:18:32.060 --> 00:18:35.740]  所以不是關乎種族的問題
[00:18:35.740 --> 00:18:37.220]  他都不知道是誰開的店鋪
[00:18:37.220 --> 00:18:38.220]  就走進去搶
[00:18:38.220 --> 00:18:40.340]  走進去亂搗亂 打爛了
[00:18:40.340 --> 00:18:41.700]  明知道那個社區裏面
[00:18:41.700 --> 00:18:43.580]  有一個社區靠藥店
[00:18:43.580 --> 00:18:45.380]  有一個小小的Pharmacist
[00:18:45.380 --> 00:18:47.700]  在我們LA Downtown
