
[00:00:00.000 --> 00:00:01.860]  不如跟旁邊的人說聲聖誕快樂,好嗎?
[00:02:22.920 --> 00:02:25.340]  正如剛才聽到的不同的經課
[00:02:25.340 --> 00:02:27.040]  特別是在訪問書裡面提到
[00:02:27.040 --> 00:02:28.960]  當時有個很重要的背景就是
[00:02:28.960 --> 00:02:30.700]  約瑟和瑪麗亞
[00:02:30.700 --> 00:02:33.880]  他們回去鄉下做了一些登記
[00:02:33.880 --> 00:02:35.520]  做了一些註冊
[00:02:35.520 --> 00:02:39.120]  很清楚當時因為政府要做一些人口普查
[00:02:39.120 --> 00:02:40.720]  可能跟稅項有關
[00:02:40.720 --> 00:02:43.600]  就回去伯利恆的地方
[00:02:43.600 --> 00:02:45.120]  今時今日我們想伯利恆
[00:02:45.120 --> 00:02:46.640]  當然想起伯利恆
[00:02:46.640 --> 00:02:49.640]  很靜的小城,好像很浪漫,很溫馨的
[00:02:49.640 --> 00:02:50.380]  是不是?
[00:02:50.380 --> 00:02:52.640]  甚至可能現在有些兄弟姐妹去過伯利恆旅行
[00:02:52.640 --> 00:02:54.640]  現在那裡也有很多的旅遊
[00:02:54.640 --> 00:02:55.920]  因為出了名
[00:02:55.920 --> 00:02:58.400]  但是伯利恆當時一定是小城
[00:02:58.400 --> 00:03:01.960]  雖然他是大衛這麼重要的皇帝的鄉下
[00:03:01.960 --> 00:03:04.320]  但是是一個很小的小城
[00:03:04.320 --> 00:03:05.440]  小到甚麼地方呢?
[00:03:05.440 --> 00:03:08.360]  小到很多鄉下的人都已經去了外面工作
[00:03:08.360 --> 00:03:10.800]  就像我們現在在國內不同的鄉下一樣
[00:03:10.800 --> 00:03:12.800]  不過你不知道知不知道自己在哪個鄉下
[00:03:12.800 --> 00:03:15.320]  我現在問這一代的青年人在哪個鄉下呢?
[00:03:15.320 --> 00:03:16.200]  他回答不了我
[00:03:16.200 --> 00:03:19.200]  可能對他來說鄉下在日本或者韓國或者泰國
[00:03:19.200 --> 00:03:20.440]  他想不起哪裡是鄉下
[00:03:20.440 --> 00:03:21.720]  我小時候要寫直觀的
[00:03:21.720 --> 00:03:23.120]  現在不用了
[00:03:23.120 --> 00:03:24.320]  不過當時的文化就是
[00:03:24.320 --> 00:03:25.200]  那些人要回鄉下
[00:03:25.200 --> 00:03:26.480]  因為他要計算
[00:03:26.480 --> 00:03:27.680]  他要去報數
[00:03:27.680 --> 00:03:30.480]  為了稅項緣故等等做人口普查
[00:03:30.480 --> 00:03:32.800]  而這個伯利恆的小城
[00:03:32.800 --> 00:03:33.720]  我說他是小城
[00:03:33.720 --> 00:03:35.480]  因為那些人已經出去了打工
[00:03:35.480 --> 00:03:36.960]  你看到每個人都去了不同的地方
[00:03:36.960 --> 00:03:40.600]  包括當時約瑟瑪利亞身處的拿薩勒的大城
[00:03:40.600 --> 00:03:43.200]  所以當他們回到這個小城
[00:03:43.200 --> 00:03:44.400]  伯利恆的時候
[00:03:44.400 --> 00:03:45.720]  就很多人回去
[00:03:45.720 --> 00:03:49.320]  結果那段時間全部鄉下的人都回到鄉下的地方
[00:03:49.320 --> 00:03:50.880]  全部城市人回到鄉下的地方
[00:03:50.880 --> 00:03:52.560]  結果他們就沒有地方住
[00:03:52.560 --> 00:03:54.400]  連酒店都沒有
[00:03:54.400 --> 00:03:55.960]  我小時候經常想
[00:03:55.960 --> 00:03:58.440]  為什麼約瑟瑪利亞不訂酒店呢?
[00:03:58.440 --> 00:04:00.240]  是不是他太窮訂不到酒店呢?
[00:04:00.240 --> 00:04:01.200]  還是沒有現在那麼方便
[00:04:01.200 --> 00:04:03.120]  上網按個鍵就訂到酒店呢?
[00:04:03.120 --> 00:04:04.720]  不過可能不只是他們
[00:04:04.720 --> 00:04:06.520]  可能很多城市的人回到鄉下
[00:04:06.520 --> 00:04:07.720]  因為那是鄉下
[00:04:07.720 --> 00:04:09.880]  一向哪裡有這麼多地方住呢?
[00:04:09.880 --> 00:04:10.880]  怎麼接待也好
[00:04:10.880 --> 00:04:11.440]  沒辦法
[00:04:11.440 --> 00:04:13.040]  雖然猶太人接待很重要
[00:04:13.040 --> 00:04:14.600]  結果他們就被接待
[00:04:14.600 --> 00:04:17.040]  在一個我們叫做馬巢的地方
[00:04:17.040 --> 00:04:18.800]  當然很有可能當時不是養馬
[00:04:18.800 --> 00:04:20.840]  因為養馬很有可能是軍隊才養得起
[00:04:20.840 --> 00:04:22.680]  不過都是動物
[00:04:22.680 --> 00:04:24.360]  羊、驢、牲畜
[00:04:24.360 --> 00:04:26.480]  在一個山洞裡吃東西的地方
[00:04:26.480 --> 00:04:29.880]  吃東西的地方也有一個暖、有一個窩、有一個頂
[00:04:29.880 --> 00:04:32.200]  起碼比在街頭好
[00:04:32.200 --> 00:04:33.520]  當時聖經裡面說
[00:04:33.520 --> 00:04:36.240]  他們就在馬巢裡這樣去預備
[00:04:36.240 --> 00:04:37.920]  並且耶穌這樣降生
[00:04:37.920 --> 00:04:39.120]  還有一個背景
[00:04:39.120 --> 00:04:39.760]  大家要留意
[00:04:39.760 --> 00:04:42.520]  就是當時瑪利亞有了新人
[00:04:42.520 --> 00:04:44.320]  而一開始他有新人的時候
[00:04:44.320 --> 00:04:46.280]  作為他的未婚夫弱婦就覺得
[00:04:46.280 --> 00:04:48.000]  咦?為什麼會這樣呢?
[00:04:48.000 --> 00:04:49.360]  一定是出了一些事
[00:04:49.360 --> 00:04:50.640]  所以聖經裡面說
[00:04:50.640 --> 00:04:53.200]  弱婦就很想休了瑪利亞
[00:04:53.200 --> 00:04:55.040]  或者說很想退婚
[00:04:55.040 --> 00:04:56.640]  不是休,是未婚
[00:04:56.640 --> 00:04:58.000]  很想退婚
[00:04:58.000 --> 00:04:59.080]  其實他也是好人
[00:04:59.080 --> 00:05:00.320]  他也不想羞辱瑪利亞
[00:05:00.320 --> 00:05:02.920]  覺得一定是瑪利亞做了一些不知什麼事
[00:05:02.920 --> 00:05:05.360]  不對,未婚就是懷孕
[00:05:05.360 --> 00:05:08.240]  但是上帝的天使跟弱婦和瑪利亞說
[00:05:08.240 --> 00:05:10.800]  不用怕,這是聖靈的感人
[00:05:10.800 --> 00:05:14.160]  當時弱婦和瑪利亞就帶著這一份的感受
[00:05:14.160 --> 00:05:15.080]  這一份的心情
[00:05:15.080 --> 00:05:16.160]  可能弱婦還在想
[00:05:16.160 --> 00:05:17.080]  發生什麼事呢?
[00:05:17.080 --> 00:05:18.360]  瑪利亞就在懷孕
[00:05:18.360 --> 00:05:19.960]  一個同女懷孕大肚
[00:05:19.960 --> 00:05:23.360]  兩個就很辛苦地回到伯利恆那裡
[00:05:23.360 --> 00:05:25.640]  等待登記戶籍
[00:05:25.640 --> 00:05:28.120]  以致等待耶穌的彈講
[00:05:28.120 --> 00:05:30.760]  還有,剛才不是說有三位博士
[00:05:30.760 --> 00:05:33.360]  來跟耶穌慶祝生日的嗎?
[00:05:33.360 --> 00:05:35.200]  當然了,聖經裡面其實不是說三位
[00:05:35.200 --> 00:05:36.200]  是三份禮物而已
[00:05:36.200 --> 00:05:37.120]  打開寶盒
[00:05:37.120 --> 00:05:38.680]  三份禮物,這樣就公平一點
[00:05:38.680 --> 00:05:40.400]  一份一個就是三個
[00:05:40.400 --> 00:05:42.560]  其實聖經裡面有幾個博士
[00:05:42.560 --> 00:05:44.320]  當然了,幾個博士從東方來到
[00:05:44.320 --> 00:05:47.120]  看到有聖話在耶穌面前獻禮物
[00:05:47.120 --> 00:05:47.880]  好像很好
[00:05:47.880 --> 00:05:51.160]  你整天想起三王朝聖的畫面很漂亮
[00:05:51.160 --> 00:05:53.520]  不過,正正就是因為這三個
[00:05:53.520 --> 00:05:55.800]  不是,是這幾個博士來到
[00:05:55.800 --> 00:06:00.920]  就跟著讓當時的希律王知道有人要出世
[00:06:00.920 --> 00:06:03.720]  而這個人出世是一個君王要出世
[00:06:03.720 --> 00:06:06.720]  是一個他們的王要出世
[00:06:06.720 --> 00:06:09.840]  那就是在要脅這個在做王的身份
[00:06:09.840 --> 00:06:14.080]  所以最後他就去差派一些人
[00:06:14.080 --> 00:06:16.920]  將兩歲以下的男嬰殺光
[00:06:16.920 --> 00:06:19.040]  這幾個博士來到
[00:06:19.040 --> 00:06:22.320]  好像是為耶穌慶祝生日、慶生
[00:06:22.320 --> 00:06:24.560]  但實際上原來又為了耶穌
[00:06:24.560 --> 00:06:27.280]  甚至是那一個年代的小朋友
[00:06:27.280 --> 00:06:29.440]  帶來殺生之禍
[00:06:29.440 --> 00:06:31.040]  耶穌當時沒有被殺去
[00:06:31.040 --> 00:06:32.400]  但是祂就要逃走
[00:06:32.400 --> 00:06:34.240]  祂就要逃難
[00:06:34.240 --> 00:06:34.960]  聖經裡面說
[00:06:34.960 --> 00:06:37.600]  他們因為這個希律的追殺
[00:06:37.600 --> 00:06:41.760]  耶穌的一家就要逃難去到埃及
[00:06:41.760 --> 00:06:43.640]  接著耶穌就出來傳道
[00:06:43.640 --> 00:06:45.080]  當然大家熟悉的聖經
[00:06:45.080 --> 00:06:47.360]  後面就一直說到耶穌被人出賣
[00:06:47.360 --> 00:06:49.040]  最後就丟在十字架
[00:06:49.040 --> 00:06:51.120]  為我們受死並且復活
[00:06:51.120 --> 00:06:52.880]  這才是整整一個
[00:06:52.880 --> 00:06:57.720]  耶穌誕生背後很重要的連鎖的一個狀況
[00:06:57.720 --> 00:07:00.560]  沒有一個狀況是值得快樂的
[00:07:00.560 --> 00:07:03.760]  有人要被迫回鄉下
[00:07:03.760 --> 00:07:06.920]  有人未婚懷孕很多疑惑
[00:07:06.920 --> 00:07:08.640]  有人很怕退婚
[00:07:08.640 --> 00:07:10.160]  但是最後沒有退婚
[00:07:10.160 --> 00:07:11.280]  有博士來到
[00:07:11.280 --> 00:07:13.160]  好像很興奮、很威嚴
[00:07:13.160 --> 00:07:15.480]  但是又要因為這樣而被追殺
[00:07:15.480 --> 00:07:17.160]  甚至要逃難
[00:07:17.160 --> 00:07:18.560]  走到埃及地
[00:07:18.560 --> 00:07:21.160]  甚至後期耶穌回去拿撒勒地傳福音
[00:07:21.160 --> 00:07:24.240]  一樣都不是很輝煌、很順利
[00:07:24.240 --> 00:07:25.680]  人看起來很精彩
[00:07:25.680 --> 00:07:26.800]  很快樂
[00:07:26.800 --> 00:07:28.680]  最後還要丟在十字架
[00:07:28.680 --> 00:07:32.760]  這就是天使、天兵宣告的背景
[00:07:32.760 --> 00:07:34.720]  當天使、天兵去宣告的時候
[00:07:34.720 --> 00:07:36.040]  其實說一件很重要的訊息
[00:07:36.040 --> 00:07:36.800]  第一句他說
[00:07:36.800 --> 00:07:37.600]  在至高之處
[00:07:37.600 --> 00:07:39.680]  榮耀要歸給上帝
[00:07:39.680 --> 00:07:42.880]  你有沒有想過為什麼天使有這句宣告?
[00:07:42.880 --> 00:07:44.880]  可能第一次看這段視頻你就會想
[00:07:44.880 --> 00:07:47.880]  榮耀歸給上帝關我什麼事?
[00:07:47.880 --> 00:07:49.400]  又或者你也相信上帝
[00:07:49.400 --> 00:07:50.840]  所以你覺得是上帝很榮耀
[00:07:50.840 --> 00:07:52.600]  那就是上帝很榮耀
[00:07:52.600 --> 00:07:53.640]  是不是上帝很榮耀
[00:07:53.640 --> 00:07:55.280]  和我歸不歸榮耀給上帝
[00:07:55.280 --> 00:07:56.640]  祂也很榮耀
[00:07:56.640 --> 00:07:58.600]  何須要我參與?
[00:07:58.600 --> 00:08:01.880]  但是原來當天使、天兵去宣告的時候
[00:08:01.880 --> 00:08:03.520]  是說一句很重要的訊息
[00:08:03.520 --> 00:08:05.880]  耶穌來到這個世界上
[00:08:05.880 --> 00:08:07.240]  就好像約翰福音所說
[00:08:07.240 --> 00:08:09.280]  道成了肉身
[00:08:09.280 --> 00:08:11.200]  這個完全的愛
[00:08:11.200 --> 00:08:13.120]  這一位完全的上帝
[00:08:13.120 --> 00:08:16.360]  祂居然願意今生成為人
[00:08:16.360 --> 00:08:17.920]  這樣降碑
[00:08:17.920 --> 00:08:19.760]  來到人的當中
[00:08:19.760 --> 00:08:21.280]  這種降碑
[00:08:21.280 --> 00:08:23.680]  讓我們體會什麼叫做
[00:08:23.680 --> 00:08:27.360]  真正得著榮耀應有的盼望
[00:08:27.360 --> 00:08:29.720]  這個降碑是告訴我們
[00:08:29.720 --> 00:08:33.040]  我們要去明白什麼叫做完全的愛
[00:08:33.040 --> 00:08:35.840]  上帝的愛不只是坐在天上口說
[00:08:35.840 --> 00:08:37.160]  我愛你
[00:08:37.160 --> 00:08:38.440]  不只是這樣
[00:08:38.440 --> 00:08:40.920]  上帝親自成為人
[00:08:40.920 --> 00:08:42.400]  到成了肉身
[00:08:42.400 --> 00:08:43.880]  耶穌就住在人當中
[00:08:43.880 --> 00:08:45.120]  和人一起生活
[00:08:45.120 --> 00:08:47.560]  去經歷人的痛苦、限制
[00:08:47.560 --> 00:08:49.280]  甚至死亡
[00:08:49.280 --> 00:08:51.240]  這個完全的愛告訴我們
[00:08:51.240 --> 00:08:54.680]  上帝那份關愛、包容
[00:08:54.680 --> 00:08:56.480]  是對我們每一個人的
[00:08:56.480 --> 00:08:59.280]  而歸榮耀的原因就是因為
[00:08:59.280 --> 00:09:00.600]  在我們心中
[00:09:00.600 --> 00:09:03.960]  我們生命裡面應該把上帝放回原本
[00:09:03.960 --> 00:09:07.080]  也是祂應該有最高的位置
[00:09:07.080 --> 00:09:08.080]  各位朋友、各位頂姐妹
[00:09:08.080 --> 00:09:12.040]  這是我們信仰最根本、最原點、最重要的
[00:09:12.040 --> 00:09:13.960]  因為其實從創世開始
[00:09:13.960 --> 00:09:15.320]  人犯罪
[00:09:15.320 --> 00:09:17.440]  一個很重要的原因就是
[00:09:17.440 --> 00:09:19.080]  將榮耀給自己而已
[00:09:19.080 --> 00:09:20.760]  覺得自己就是上帝
[00:09:20.760 --> 00:09:22.840]  覺得自己就是最厲害最厲害的那個
[00:09:22.840 --> 00:09:25.040]  人不肯去降伏在上帝面前
[00:09:25.040 --> 00:09:27.560]  原因只有一個就是覺得自己很厲害
[00:09:27.560 --> 00:09:29.200]  覺得應該歸榮耀給自己
[00:09:29.200 --> 00:09:31.000]  我信自己我最厲害
[00:09:31.000 --> 00:09:35.040]  所以人不能夠去真的明白上帝的愛
[00:09:35.040 --> 00:09:36.480]  所以這一句說話
[00:09:36.480 --> 00:09:39.280]  歸榮耀給上帝是告訴我們什麼呢?
[00:09:39.280 --> 00:09:41.080]  是一個好的機會
[00:09:41.080 --> 00:09:43.280]  基督的彈缸是好的機會
[00:09:43.280 --> 00:09:47.520]  讓人能夠去認罪、去悔改、去迴轉
[00:09:47.520 --> 00:09:50.640]  將生命的優先次序搞好
[00:09:50.640 --> 00:09:54.360]  將上帝放回生命裡面的首位
[00:09:54.360 --> 00:09:57.680]  最大、最高的榮耀要歸還給上帝
[00:09:57.680 --> 00:09:59.760]  而不是歸給自己
[00:09:59.760 --> 00:10:04.480]  這就是整個耶穌彈缸最核心的意義
[00:10:04.480 --> 00:10:07.040]  因為救恩就是要我們去迴轉
[00:10:07.040 --> 00:10:10.880]  就是要我們經歷生命的改變
[00:10:10.880 --> 00:10:12.600]  天使天兵的宣告
[00:10:12.600 --> 00:10:16.960]  接著就要講在地上平安歸於祂所喜悅的人
[00:10:16.960 --> 00:10:18.960]  人很需要平安
[00:10:18.960 --> 00:10:20.960]  今時今日我們這個世代更加需要
[00:10:20.960 --> 00:10:24.400]  因為覺得很多事情令我們很不安
[00:10:24.400 --> 00:10:28.800]  這個不安不單是個人內心的感覺
[00:10:28.800 --> 00:10:33.240]  這個不安是因為我們很多時候真的找不到生命的穩妥
[00:10:33.240 --> 00:10:35.600]  那個牢要放在誰的位置
[00:10:35.600 --> 00:10:38.280]  應該要抓緊那個位置
[00:10:38.280 --> 00:10:40.040]  我們能夠得到平安
[00:10:40.040 --> 00:10:42.640]  因為一切在上帝的計劃
[00:10:42.640 --> 00:10:44.600]  在上帝的手中
[00:10:44.600 --> 00:10:46.440]  天使天兵這句宣告
[00:10:46.440 --> 00:10:48.320]  平安歸於祂所喜悅的人
[00:10:48.320 --> 00:10:52.120]  是解決一個真正要解決的平安的問題
[00:10:52.120 --> 00:10:56.360]  不單是你和我心靈裡面那種不安的感覺那麼簡單
[00:10:56.360 --> 00:10:59.760]  它是要解決人類最大的問題
[00:10:59.760 --> 00:11:03.200]  當時耶穌或當時耶穌那一代的人所面對的
[00:11:03.200 --> 00:11:06.880]  可能是日常生活中有很多的難處
[00:11:06.880 --> 00:11:09.480]  剛才聽到耶穌出世已經有很多的難處
[00:11:09.480 --> 00:11:13.240]  耶穌那一代同樣因為被羅馬政府統治的緣故
[00:11:13.240 --> 00:11:15.000]  猶太人也有很多的苦
[00:11:15.000 --> 00:11:17.320]  其實整個猶太的民族由舊約開始
[00:11:17.320 --> 00:11:19.520]  上帝就是這樣聽到人的苦
[00:11:19.520 --> 00:11:21.680]  所以有舊約說出阿及的故事
[00:11:21.680 --> 00:11:25.680]  到耶穌要來到當中成為人的拯救這個故事
[00:11:25.680 --> 00:11:26.920]  是為了告訴我們
[00:11:26.920 --> 00:11:28.720]  我們每一代
[00:11:28.720 --> 00:11:31.800]  我們每一度時在不同年代生活的人
[00:11:31.800 --> 00:11:34.760]  同樣都面對著我們的生活的難處
[00:11:34.760 --> 00:11:36.480]  甚至可能好像耶穌一樣
[00:11:36.480 --> 00:11:38.320]  他們那一代要面對生死
[00:11:38.320 --> 00:11:39.840]  面對危難
[00:11:39.840 --> 00:11:42.800]  帶來很多生命裡面有不安的感覺
[00:11:42.800 --> 00:11:45.040]  這個完全可以理解和明白的
[00:11:45.040 --> 00:11:47.080]  所以今天我們在這個世代裡面有不安
[00:11:47.080 --> 00:11:48.480]  都很明白的
[00:11:48.480 --> 00:11:51.280]  但世間裡面天使天君所宣告的平安
[00:11:51.280 --> 00:11:53.840]  不是心靈的安慰劑
[00:11:53.840 --> 00:11:55.240]  不是說一聲平安
[00:11:55.240 --> 00:11:56.600]  你就舒服了
[00:11:56.600 --> 00:11:59.640]  而是整個人類因為基督的彈鋼
[00:11:59.640 --> 00:12:05.000]  導成了肉身而能夠再次和這位創造主連結
[00:12:05.000 --> 00:12:06.840]  而帶來的福澤
[00:12:06.840 --> 00:12:11.000]  真正的平安是一個關乎萬民的信息
[00:12:11.000 --> 00:12:15.760]  因為我們每一個人都可以透過耶穌彈鋼
[00:12:15.760 --> 00:12:17.200]  耶穌在我當中
[00:12:17.200 --> 00:12:18.080]  導成了肉身
[00:12:18.080 --> 00:12:21.440]  以我們有機會得到真正的穩妥
[00:12:21.440 --> 00:12:23.400]  能夠得到真正的平安
[00:12:23.400 --> 00:12:25.840]  解決的是人類罪的問題
[00:12:25.840 --> 00:12:27.400]  是人類最重要
[00:12:27.400 --> 00:12:31.200]  是因為人類和上帝隔絕的唯一出路
[00:12:31.200 --> 00:12:33.000]  就是透過基督
[00:12:33.000 --> 00:12:34.920]  所以當天使去宣告
[00:12:34.920 --> 00:12:38.160]  地上平安歸給祂所起義的人的時候
[00:12:38.160 --> 00:12:40.360]  是在說救恩臨在
[00:12:40.360 --> 00:12:44.640]  是在說整個人類可以得著拯救
[00:12:44.640 --> 00:12:48.760]  丙智梅當我們再每一次和別人說聖誕快樂
[00:12:48.760 --> 00:12:49.760]  平安的快樂
[00:12:49.760 --> 00:12:51.560]  或者聖誕平安的時候
[00:12:51.560 --> 00:12:55.280]  請你謹記這段經文很重要的信息
[00:12:55.280 --> 00:12:59.760]  我們能否將信仰放回最清楚的位置
[00:12:59.760 --> 00:13:01.800]  榮耀是要歸給上帝
[00:13:01.800 --> 00:13:03.400]  上帝才是最大
[00:13:03.400 --> 00:13:04.440]  最值得歸榮耀
[00:13:04.440 --> 00:13:05.920]  得著榮耀的那一位
[00:13:05.920 --> 00:13:09.960]  我們是否在我們生命當中找到這份救恩
[00:13:09.960 --> 00:13:11.680]  能夠認罪悔改
[00:13:11.680 --> 00:13:14.680]  去認識和這位創造主連結
[00:13:14.680 --> 00:13:17.560]  真正產生那種和諧的關係
[00:13:17.560 --> 00:13:20.280]  真正享受到平安夜
[00:13:20.280 --> 00:13:24.160]  普世歡騰的價值和意義
[00:13:24.160 --> 00:13:25.440]  今天晚上
[00:13:25.440 --> 00:13:28.680]  希望經文和詩歌成為你的祝福
[00:13:28.680 --> 00:13:32.760]  成為你生命再一次去迴轉的很重要的記號
[00:13:32.760 --> 00:13:35.240]  一會兒我們還有機會來到台前
[00:13:35.240 --> 00:13:37.440]  去獻上一點燭光
[00:13:37.440 --> 00:13:39.280]  也都是獻上我們的禱告
[00:13:39.280 --> 00:13:43.160]  並且是獻上我們向主的衛生和立志
[00:13:43.160 --> 00:13:46.800]  請低頭祈禱
[00:13:46.800 --> 00:13:50.000]  天父上帝我們多謝你
[00:13:50.000 --> 00:13:52.400]  你是愛我們的主
[00:13:52.400 --> 00:13:54.680]  你是愛我們到底
[00:13:54.680 --> 00:13:57.320]  榮耀要歸給在天上的父
[00:13:57.320 --> 00:13:58.840]  因為你是配德
[00:13:58.840 --> 00:14:03.280]  並且你才是真正一切的主宰
[00:14:03.280 --> 00:14:04.960]  我們又多謝主你
[00:14:04.960 --> 00:14:07.320]  基督你就是這樣杜承肉身
[00:14:07.320 --> 00:14:08.800]  在人的當中
[00:14:08.800 --> 00:14:10.280]  今天你仍然在我們當中
[00:14:10.280 --> 00:14:12.200]  藉著聖靈去感動我們
[00:14:12.200 --> 00:14:13.760]  和我們同行
[00:14:13.760 --> 00:14:16.440]  讓我們體會明白真正的平安
[00:14:16.440 --> 00:14:18.520]  是解決我們罪的問題
[00:14:18.520 --> 00:14:20.360]  以致我們能夠和你連結
[00:14:20.360 --> 00:14:21.720]  能夠去迴轉
[00:14:21.720 --> 00:14:23.440]  能夠歸向你
[00:14:23.440 --> 00:14:25.520]  願你的平安臨在
[00:14:25.520 --> 00:14:27.160]  願你私恩憐憫
[00:14:27.160 --> 00:14:28.320]  願我們能夠昂首
[00:14:28.320 --> 00:14:29.920]  將榮耀歸給你
[00:14:29.920 --> 00:14:31.720]  能夠經歷你的豐富
[00:14:31.720 --> 00:14:33.440]  奉耶穌基督的名
[00:14:33.440 --> 00:14:34.160]   Amen
