
[00:00:00.000 --> 00:00:03.400]  今日嘅講題係《一片雲霧》
[00:02:04.000 --> 00:02:06.800]  咁所以「喝」一聲咁就得㗎喇
[00:02:06.800 --> 00:02:10.200]  咁變咗係同兩類人去到進行分享
[00:02:10.200 --> 00:02:12.400]  由於佢有兩個「喝」
[00:02:12.400 --> 00:02:16.400]  咁所以我哋今日嘅講到就有兩點喇
[00:02:16.400 --> 00:02:18.400]  好喇我哋睇一睇第一點
[00:02:18.400 --> 00:02:21.600]  呢一段嘅經文就係十三到十七節嘅經文
[00:02:21.600 --> 00:02:23.600]  就係第四章 佢就咁樣講
[00:02:23.600 --> 00:02:25.600]  哼 你們有話說
[00:02:25.600 --> 00:02:28.800]  今日明日我夢要往某城裡去
[00:02:28.800 --> 00:02:32.200]  在那裡住一年 做買賣得利
[00:02:32.200 --> 00:02:35.600]  其實明天如何 你們還不知道
[00:02:35.600 --> 00:02:37.800]  你哋嘅生命是什麼呢
[00:02:37.800 --> 00:02:40.200]  你哋原來是一片雲霧
[00:02:40.200 --> 00:02:42.600]  出現笑事就不見了
[00:02:42.600 --> 00:02:45.000]  你哋只當說主若願意
[00:02:45.000 --> 00:02:48.800]  我就可以活著 也可以做這事或做那事
[00:02:48.800 --> 00:02:51.600]  然今你哋竟已張狂誇口
[00:02:51.600 --> 00:02:54.000]  凡這樣誇口都是惡的
[00:02:54.000 --> 00:02:57.000]  人若知道恆善卻不去恆
[00:02:57.000 --> 00:02:59.200]  這就是他的罪了
[00:02:59.200 --> 00:03:01.200]  呢一個就係第一個
[00:03:01.200 --> 00:03:03.200]  嘅一段咁樣嘅訊息
[00:03:03.200 --> 00:03:05.800]  用來吧 現在
[00:03:05.800 --> 00:03:08.800]  呢一個咁負面嘅句法進行開始
[00:03:08.800 --> 00:03:11.400]  當我哋分析呢個句法嘅開始呢
[00:03:11.400 --> 00:03:15.200]  係應該係同上帝嘅審判係有關
[00:03:15.200 --> 00:03:17.200]  來吧 現在
[00:03:17.200 --> 00:03:19.600]  就好似同嗰班嘅父幼人講
[00:03:19.600 --> 00:03:22.200]  你真係睇下 而家就嚟㗎啦
[00:03:22.200 --> 00:03:23.600]  嗰個嚟係嚟啲乜呢
[00:03:23.600 --> 00:03:26.800]  就係嚟上帝嘅審判就要臨到㗎啦
[00:03:26.800 --> 00:03:28.000]  咁樣嘅意思
[00:03:28.000 --> 00:03:31.200]  十三節係用咗一系列嘅將來式
[00:03:31.200 --> 00:03:33.000]  去到記載呢一個人
[00:03:33.000 --> 00:03:36.000]  未來係打算做一啲乜嘢嘅計劃
[00:03:36.000 --> 00:03:38.400]  我就將一系列嘅將來式呢
[00:03:38.400 --> 00:03:41.400]  就擺咗喺呢個powerpoint嘅下部份
[00:03:41.400 --> 00:03:43.600]  因為和合本佢就咁樣寫
[00:03:43.600 --> 00:03:45.400]  佢話今日 明日
[00:03:45.400 --> 00:03:47.400]  我明日要往某城裏去
[00:03:47.400 --> 00:03:48.800]  在那裏住一年
[00:03:48.800 --> 00:03:51.800]  同埋做買賣得嚟
[00:03:51.800 --> 00:03:53.600]  所以第一個個動詞
[00:03:53.600 --> 00:03:56.800]  總共有四個將來式嘅動詞
[00:03:56.800 --> 00:03:58.600]  第一個將來式嘅動詞
[00:03:58.600 --> 00:04:00.600]  就係將會往
[00:04:00.600 --> 00:04:02.800]  英文就叫做will go
[00:04:02.800 --> 00:04:04.200]  然後將會花時間
[00:04:04.200 --> 00:04:05.800]  will spend time
[00:04:05.800 --> 00:04:07.600]  然後將會做買賣
[00:04:07.600 --> 00:04:09.200]  will do business
[00:04:09.200 --> 00:04:10.800]  然後將會賺錢㗎啦
[00:04:10.800 --> 00:04:12.600]  will make money
[00:04:12.600 --> 00:04:15.600]  呢個四個將會做嘅事情
[00:04:15.600 --> 00:04:17.000]  彷彿去到說明
[00:04:17.000 --> 00:04:18.800]  呢個人真係空有成足
[00:04:18.800 --> 00:04:20.200]  運籌為握
[00:04:20.200 --> 00:04:23.000]  認為自己係可以掌握佢嘅名添
[00:04:23.000 --> 00:04:25.200]  你能夠想像你嘅團契小組
[00:04:25.200 --> 00:04:27.800]  突然之間有個弟兄又或者姐妹
[00:04:27.800 --> 00:04:30.200]  佢動喺度突然之間講一句
[00:04:30.200 --> 00:04:32.800]  喂 明日我要向某城裏去
[00:04:32.800 --> 00:04:33.800]  喺嗰度住一年
[00:04:33.800 --> 00:04:34.800]  做買賣
[00:04:34.800 --> 00:04:35.400]  然後話畀你聽
[00:04:35.400 --> 00:04:37.600]  我賺硬㗎啦 咁樣
[00:04:37.600 --> 00:04:38.600]  類似係咁
[00:04:38.600 --> 00:04:40.000]  你就會覺得好奇怪
[00:04:40.000 --> 00:04:41.800]  唔係好啱contest
[00:04:41.800 --> 00:04:43.000]  好有可能佢好想
[00:04:43.000 --> 00:04:44.600]  show off啦 話畀你聽
[00:04:44.600 --> 00:04:47.200]  佢嘅計劃幾咁好 咁樣
[00:04:47.200 --> 00:04:48.200]  經文唔係話
[00:04:48.200 --> 00:04:51.000]  我哋唔應該為明天進行計劃
[00:04:51.000 --> 00:04:51.800]  事實上
[00:04:51.800 --> 00:04:53.200]  我哋每個人
[00:04:53.200 --> 00:04:55.000]  要計劃明日要做啲咩嘢
[00:04:55.000 --> 00:04:56.600]  又或者你嘅
[00:04:56.600 --> 00:04:59.000]  公司要整一個ear plan
[00:04:59.000 --> 00:05:01.800]  類似我哋成日都要做呢啲嘅計劃
[00:05:01.800 --> 00:05:05.000]  經文唔係針對要你
[00:05:05.000 --> 00:05:06.600]  唔好做計劃
[00:05:06.600 --> 00:05:07.600]  而係
[00:05:07.600 --> 00:05:12.000]  針對你計劃明天嘅心態
[00:05:12.000 --> 00:05:15.200]  而唔係針對你做唔做計劃
[00:05:15.200 --> 00:05:17.000]  所以個心態係重要
[00:05:17.000 --> 00:05:18.200]  到底呢個人
[00:05:18.200 --> 00:05:19.800]  係用乜嘢嘅心態
[00:05:19.800 --> 00:05:21.600]  去到計劃佢嘅明天呢
[00:05:21.600 --> 00:05:22.800]  嗰個心態
[00:05:22.800 --> 00:05:26.000]  記咗喺第十六節嗰度
[00:05:26.000 --> 00:05:27.000]  個心態就話
[00:05:27.000 --> 00:05:30.200]  現今你哋竟已張狂誇口
[00:05:30.200 --> 00:05:31.800]  凡這樣誇口
[00:05:31.800 --> 00:05:32.800]  都是惡的
[00:05:32.800 --> 00:05:33.800]  原來
[00:05:33.800 --> 00:05:36.600]  呢個人係用誇口嘅心態
[00:05:36.600 --> 00:05:38.600]  去到計劃佢嘅明天
[00:05:38.600 --> 00:05:39.400]  佢認為
[00:05:39.400 --> 00:05:42.000]  自己能夠可以成為明日嘅主人
[00:05:42.000 --> 00:05:43.200]  所有嘅計劃
[00:05:43.200 --> 00:05:45.600]  係只許成功不許失敗
[00:05:45.600 --> 00:05:46.800]  一定成功嘅
[00:05:46.800 --> 00:05:50.000]  佢所關注其實就係世俗嘅價值
[00:05:50.000 --> 00:05:51.400]  包括賺錢
[00:05:51.400 --> 00:05:52.600]  包括買賣
[00:05:52.600 --> 00:05:54.000]  我再次強調
[00:05:54.000 --> 00:05:56.000]  其實喺座當中所有弟姐妹
[00:05:56.000 --> 00:05:58.200]  日日都賺緊錢嘅
[00:05:58.200 --> 00:05:59.000]  同埋
[00:05:59.000 --> 00:06:02.600]  你去維康百佳日日都買賣嘅
[00:06:02.600 --> 00:06:03.800]  咁所以
[00:06:03.800 --> 00:06:06.400]  好明顯經文唔係叫你唔好賺錢
[00:06:06.400 --> 00:06:09.600]  又或者認為買賣同埋賺錢係邪惡
[00:06:09.600 --> 00:06:11.000]  佢唔係咁樣講
[00:06:11.000 --> 00:06:12.800]  佢係想針對
[00:06:12.800 --> 00:06:14.000]  就係嗰種嘅心態
[00:06:14.000 --> 00:06:16.600]  你用乜嘢心態賺錢
[00:06:16.600 --> 00:06:17.800]  個心態就係
[00:06:17.800 --> 00:06:22.400]  嗰種以自己為神一般嘅張狂
[00:06:22.400 --> 00:06:24.800]  咁樣嘅計劃同埋心態
[00:06:24.800 --> 00:06:26.600]  呢一種就係
[00:06:26.600 --> 00:06:28.200]  雅閣當中嘅邪惡
[00:06:28.200 --> 00:06:31.800]  所以呢個人嘅人生唯一嘅目的
[00:06:31.800 --> 00:06:33.000]  就係賺錢
[00:06:33.000 --> 00:06:34.800]  而呢個賺錢嘅心態
[00:06:34.800 --> 00:06:36.200]  就係張狂
[00:06:36.200 --> 00:06:39.800]  認為自己能夠掌握未來係未來嘅主人
[00:06:39.800 --> 00:06:42.600]  既然佢係用張狂嘅心態
[00:06:42.600 --> 00:06:44.600]  去到講今日明日
[00:06:44.600 --> 00:06:46.200]  我哋要往某城裡去
[00:06:46.200 --> 00:06:47.400]  在那裡住一年
[00:06:47.400 --> 00:06:49.000]  做買賣得利
[00:06:49.000 --> 00:06:52.600]  咁樣其實就等於佢向其他人
[00:06:52.600 --> 00:06:54.600]  去到宣示自己
[00:06:54.600 --> 00:06:56.200]  同埋炫耀自己
[00:06:56.200 --> 00:06:57.800]  心入面去到諗
[00:06:57.800 --> 00:06:58.800]  我有計劃
[00:06:58.800 --> 00:07:00.000]  我有能力
[00:07:00.000 --> 00:07:01.200]  我有機會
[00:07:01.200 --> 00:07:04.000]  我賺硬嘅
[00:07:04.000 --> 00:07:05.800]  就將人哋畀落嚟
[00:07:05.800 --> 00:07:07.600]  炫耀佢嘅財富
[00:07:07.600 --> 00:07:09.800]  炫耀佢哋自己嘅名聲
[00:07:09.800 --> 00:07:11.000]  炫耀自己
[00:07:11.000 --> 00:07:14.200]  嗱就係呢一種咁樣嘅心態
[00:07:14.200 --> 00:07:16.200]  好啦講完一個負面嘅心態
[00:07:16.200 --> 00:07:17.600]  我哋就要問一個問題
[00:07:17.600 --> 00:07:21.000]  咁我哋如果唔想用呢個心態
[00:07:21.000 --> 00:07:23.600]  我哋應該用乜嘢嘅心態
[00:07:23.600 --> 00:07:26.000]  去到計劃我哋嘅將來呢
[00:07:26.000 --> 00:07:28.200]  其實經文都有講嘅
[00:07:28.200 --> 00:07:30.800]  佢喺第14節嗰度
[00:07:30.800 --> 00:07:32.200]  就話畀我哋聽
[00:07:32.200 --> 00:07:38.200]  你門懸是一片雲霧 出現笑事就不見了
[00:07:38.200 --> 00:07:39.800]  喺當時嘅商人嚟講
[00:07:39.800 --> 00:07:42.400]  佢哋之所以去外國做買賣一年
[00:07:42.400 --> 00:07:44.600]  因為買賣一年一定係要行選
[00:07:44.600 --> 00:07:45.600]  做買賣
[00:07:45.600 --> 00:07:47.800]  因為出去行選出海嘅時候
[00:07:47.800 --> 00:07:49.200]  喺嗰個海中心
[00:07:49.200 --> 00:07:51.000]  佢就冇乜嘢做
[00:07:51.000 --> 00:07:54.600]  淨係可以頭顎顎望住個天
[00:07:54.600 --> 00:07:56.200]  睇一睇嗰啲嘅雲
[00:07:56.200 --> 00:07:58.000]  有好多嘅雲霧
[00:07:58.000 --> 00:08:02.400]  雅閣就用其中一片嘅雲霧作人生嘅比喻
[00:08:02.400 --> 00:08:05.600]  就指出呢啲商人嘅人生
[00:08:05.600 --> 00:08:07.400]  係一片嘅雲霧
[00:08:07.400 --> 00:08:12.600]  雲霧嘅特點係出現笑事就不見了
[00:08:12.600 --> 00:08:13.800]  呢個特點
[00:08:13.800 --> 00:08:16.800]  代表人生好似雲霧一樣咁短暫
[00:08:16.800 --> 00:08:19.200]  就算能夠賺到好多錢
[00:08:19.200 --> 00:08:23.000]  所有嘅成果都唔能夠自己完全享用
[00:08:23.000 --> 00:08:28.400]  成就又或者名氣人生總有一日係會消失
[00:08:28.400 --> 00:08:30.600]  消失到無影無蹤
[00:08:30.600 --> 00:08:35.400]  彷彿好像呢個世界冇曾經出現過你一樣
[00:08:35.400 --> 00:08:37.600]  你知我喺一間嘅神學院
[00:08:37.600 --> 00:08:39.400]  叫見到神學院教書
[00:08:39.400 --> 00:08:42.200]  呢間嘅神學院係長洲
[00:08:42.200 --> 00:08:43.400]  咁得閒可以嚟下
[00:08:43.400 --> 00:08:45.600]  免費入場
[00:08:45.600 --> 00:08:48.600]  咁呢個神學院
[00:08:48.600 --> 00:08:50.200]  嗰個位置呢
[00:08:50.200 --> 00:08:53.600]  就有條斜路去到一個嘅海邊
[00:08:53.600 --> 00:08:55.200]  嗰個海邊
[00:08:55.200 --> 00:08:56.600]  通常叫做藍氹
[00:08:56.600 --> 00:08:58.200]  都幾靚喺嗰度
[00:08:58.200 --> 00:09:00.800]  咁有時啲神學生又落去
[00:09:00.800 --> 00:09:04.600]  唔知點解佢喺宿舍嗰度擔張凳落去靈修
[00:09:04.600 --> 00:09:06.600]  咁就坐喺度望住個海
[00:09:06.600 --> 00:09:07.400]  有啲海浪
[00:09:07.400 --> 00:09:08.200]  有啲白雲
[00:09:08.200 --> 00:09:11.600]  咁其實都係幾能夠安靜嘅地方
[00:09:11.600 --> 00:09:12.800]  咁我一日
[00:09:12.800 --> 00:09:16.000]  我就為咗要體驗乜嘢叫做一片雲霧
[00:09:16.000 --> 00:09:18.200]  咁所以我就落去呢個藍氹入面
[00:09:18.200 --> 00:09:19.800]  我就有啲叫做退休
[00:09:19.800 --> 00:09:21.600]  我自己有啲嘅安靜
[00:09:21.600 --> 00:09:22.600]  咁當時呢
[00:09:22.600 --> 00:09:23.800]  我就試一樣嘢
[00:09:23.800 --> 00:09:25.000]  大家都可以試下
[00:09:25.000 --> 00:09:25.800]  你就試完
[00:09:25.800 --> 00:09:28.200]  你就知道乜嘢叫一片雲霧
[00:09:28.200 --> 00:09:30.800]  就係你望住一個雲
[00:09:30.800 --> 00:09:33.200]  一個鐘
[00:09:33.200 --> 00:09:33.800]  得㗎喎
[00:09:33.800 --> 00:09:34.800]  盯住佢
[00:09:34.800 --> 00:09:35.400]  望住佢
[00:09:35.400 --> 00:09:36.600]  真係定征喎
[00:09:36.600 --> 00:09:38.400]  唔好去廁所喎
[00:09:38.400 --> 00:09:39.600]  一個鐘
[00:09:39.600 --> 00:09:43.400]  你試下觀察佢點樣變化
[00:09:43.400 --> 00:09:44.400]  得㗎喎
[00:09:44.400 --> 00:09:46.200]  如果你屋企住淺水灣
[00:09:46.200 --> 00:09:46.800]  ok啦
[00:09:46.800 --> 00:09:48.400]  你可以望住
[00:09:48.400 --> 00:09:50.600]  如果你完咗崇拜揸架車去碩澳
[00:09:50.600 --> 00:09:52.200]  不過今晚應該望唔到啦
[00:09:52.200 --> 00:09:53.600]  咁應該你明日
[00:09:53.600 --> 00:09:56.600]  你試下真係望下一舊雲
[00:09:56.600 --> 00:09:59.400]  望佢一粒鐘咁耐
[00:09:59.400 --> 00:10:02.000]  嗰陣時你會睇到嗰個雲
[00:10:02.000 --> 00:10:05.600]  真係會冇咗㗎
[00:10:05.600 --> 00:10:07.600]  真㗎
[00:10:07.600 --> 00:10:09.000]  一個鐘試下啦喎
[00:10:09.000 --> 00:10:11.400]  呢個係港島之後嘅實踐嚟㗎
[00:10:11.400 --> 00:10:13.200]  咁你試下一舊雲
[00:10:13.200 --> 00:10:14.200]  咁呢個係第一個
[00:10:14.200 --> 00:10:17.600]  你係體驗乜嘢叫做出現笑時就不見了
[00:10:17.600 --> 00:10:18.800]  如果你就話
[00:10:18.800 --> 00:10:19.600]  高牧師
[00:10:19.600 --> 00:10:22.400]  其實我冇一個鐘咁多時間
[00:10:22.400 --> 00:10:24.000]  得五分鐘都得
[00:10:24.000 --> 00:10:26.200]  你試下冬天嘅時候
[00:10:26.200 --> 00:10:28.400]  你開行個熱水沖涼
[00:10:28.400 --> 00:10:30.200]  然後搞到成個浴室
[00:10:30.200 --> 00:10:33.800]  唔開抽氣扇嘅底下就煙霧瀰漫
[00:10:33.800 --> 00:10:36.200]  即係好似進入仙境咁樣
[00:10:36.200 --> 00:10:37.600]  咁就沖完之後呢
[00:10:37.600 --> 00:10:39.000]  咁你就抹乾曬身
[00:10:39.000 --> 00:10:40.200]  然後就著衫
[00:10:40.200 --> 00:10:41.800]  跟住就塌著個抽氣扇
[00:10:41.800 --> 00:10:43.800]  會有咩後果呀
[00:10:43.800 --> 00:10:46.200]  就係唔到五分鐘之內
[00:10:46.200 --> 00:10:51.200]  所有嘅煙霧就消失得無影無蹤
[00:10:51.200 --> 00:10:54.200]  呢一個就係雲霧
[00:10:54.200 --> 00:10:56.200]  雲霧嘅特點你出現嘅時候
[00:10:56.200 --> 00:10:58.400]  你好有意識佢嘅存在
[00:10:58.400 --> 00:11:00.400]  但係佢消失嘅時候
[00:11:00.400 --> 00:11:02.400]  消失到一個嘅地步
[00:11:02.400 --> 00:11:07.800]  彷彿呢個世界冇出現過佢一樣
[00:11:07.800 --> 00:11:09.800]  呢個係一個特點
[00:11:09.800 --> 00:11:11.000]  如果佢用呢一個
[00:11:11.000 --> 00:11:12.200]  雅閣用呢一個比喻
[00:11:12.200 --> 00:11:13.600]  比喻人生係一個雲霧
[00:11:13.600 --> 00:11:15.000]  你望下你隔離嗰個
[00:11:15.000 --> 00:11:19.200]  其實係一舊雲嚟嘅
[00:11:19.200 --> 00:11:24.000]  如果隔離用呢個一舊雲去到描述佢
[00:11:24.000 --> 00:11:26.000]  即係呢個比喻
[00:11:26.000 --> 00:11:28.000]  係想同你講啲乜
[00:11:28.000 --> 00:11:29.400]  想同你講嘅嘢就係
[00:11:29.400 --> 00:11:30.800]  好啦而家你高明謙
[00:11:30.800 --> 00:11:33.600]  喺呢個世上存在幾十歲人
[00:11:33.600 --> 00:11:35.200]  然後最終
[00:11:35.200 --> 00:11:37.000]  你嘅未來已經定咗
[00:11:37.000 --> 00:11:38.000]  嗰個未來就係
[00:11:38.000 --> 00:11:39.800]  我會預言你一定會死嘅
[00:11:39.800 --> 00:11:41.000]  係咪
[00:11:41.000 --> 00:11:45.200]  而死亡之後你就會化做塵土
[00:11:45.200 --> 00:11:48.000]  化到塵土到一個地步
[00:11:48.000 --> 00:11:53.800]  彷彿呢個世界係冇出現過你一樣
[00:11:53.800 --> 00:11:55.200]  係咪好恐怖呀
[00:11:55.200 --> 00:11:57.200]  冇出現過你一樣
[00:11:57.200 --> 00:11:59.000]  就好似塌咗個抽屜線
[00:11:59.000 --> 00:12:02.400]  彷彿你好似冇衝過樑一樣
[00:12:02.400 --> 00:12:03.600]  咁你就會發現
[00:12:03.600 --> 00:12:06.000]  成件事就係咁樣嘅比喻
[00:12:06.000 --> 00:12:07.200]  如果你咁樣個比喻
[00:12:07.200 --> 00:12:09.200]  你就明原來你係一舊雲
[00:12:09.200 --> 00:12:12.000]  你係出現嘅時候就唔見咗
[00:12:12.000 --> 00:12:13.800]  你要認清呢個嘅現實
[00:12:13.800 --> 00:12:16.000]  當你認清呢個現實
[00:12:16.000 --> 00:12:19.400]  對你計劃你未來嘅人生
[00:12:19.400 --> 00:12:21.800]  係有乜嘢嘅地位同埋重要
[00:12:21.800 --> 00:12:24.800]  你認清呢個現實有乜嘢嘅重要呢
[00:12:24.800 --> 00:12:27.200]  個重要就係第十六節
[00:12:27.200 --> 00:12:28.400]  第十六節佢就話
[00:12:28.400 --> 00:12:30.400]  你們只當說
[00:12:30.400 --> 00:12:32.000]  主若願意
[00:12:32.000 --> 00:12:33.600]  我哋可以活著
[00:12:33.600 --> 00:12:35.400]  也可以做者事
[00:12:35.400 --> 00:12:36.600]  或做那事
[00:12:36.600 --> 00:12:41.400]  呢一句就係我哋應該點樣計劃未來嘅心態
[00:12:41.400 --> 00:12:44.000]  富有嘅商人唔可以誇口
[00:12:44.000 --> 00:12:46.000]  唔可以為明天誇口
[00:12:46.000 --> 00:12:48.600]  要知道自身嘅位置
[00:12:48.600 --> 00:12:50.400]  俗啲講句係要知定
[00:12:50.400 --> 00:12:52.000]  知道自己嘅位置
[00:12:52.000 --> 00:12:53.400]  你嘅位置係咩位置
[00:12:53.400 --> 00:13:00.000]  你嘅位置係主若願意嘅位置
[00:13:00.000 --> 00:13:01.800]  明日你活著
[00:13:01.800 --> 00:13:03.400]  可以做呢件事
[00:13:03.400 --> 00:13:05.200]  可以做嗰件事
[00:13:05.200 --> 00:13:10.600]  都要放在主若願意嘅前提底下去到對應
[00:13:10.600 --> 00:13:12.200]  我哋試下做一個exercise
[00:13:12.200 --> 00:13:17.600]  就係深呼吸地
[00:13:17.600 --> 00:13:18.800]  吸完啦
[00:13:18.800 --> 00:13:22.200]  吸完之後你吸嘅頭先嗰啖氣
[00:13:22.200 --> 00:13:26.200]  係主若願意你先吸到
[00:13:26.200 --> 00:13:27.400]  咁如果係咁
[00:13:27.400 --> 00:13:30.200]  你就會諗下你聽到呢堂度
[00:13:30.200 --> 00:13:31.400]  你坐到喺呢度
[00:13:31.400 --> 00:13:32.200]  你仲有啖氣
[00:13:32.200 --> 00:13:33.400]  你仲有個心跳
[00:13:33.400 --> 00:13:36.800]  全部係落入一個category入面
[00:13:36.800 --> 00:13:41.200]  嗰個category就叫做得到耶穌嘅permission
[00:13:41.200 --> 00:13:42.400]  如果係咁
[00:13:42.400 --> 00:13:44.400]  你嘅人生就好唔同嗰個態度
[00:13:44.400 --> 00:13:46.400]  嗰個諗法係好唔同
[00:13:46.400 --> 00:13:50.200]  個唔同就係你係每一日每一秒都係讚咗
[00:13:50.200 --> 00:13:51.400]  同唔同意先
[00:13:51.400 --> 00:13:52.600]  每一日都係讚咗
[00:13:52.600 --> 00:13:55.400]  因為你嗰樣嘢係得到主嘅permission
[00:13:55.400 --> 00:13:57.400]  你先至會做得到
[00:13:57.400 --> 00:13:59.200]  你只要感恩
[00:13:59.200 --> 00:14:00.000]  有感恩
[00:14:00.000 --> 00:14:01.400]  我又吸到一啖氣
[00:14:01.400 --> 00:14:02.600]  我心跳又跳一下
[00:14:02.600 --> 00:14:04.600]  你會唔會得每一下都感恩
[00:14:04.600 --> 00:14:05.800]  咁如果係咁
[00:14:05.800 --> 00:14:11.000]  生命唔係一種自我運作嘅機器嚟
[00:14:11.000 --> 00:14:14.600]  生命係依賴同埋開放畀上帝嚟到
[00:14:14.600 --> 00:14:18.200]  充實同埋支撐嘅生命體嚟
[00:14:18.200 --> 00:14:21.600]  若果冇主任何一切都唔能夠運作
[00:14:21.600 --> 00:14:23.800]  由呢個眼界去到睇
[00:14:23.800 --> 00:14:25.400]  就明白我哋嘅活著
[00:14:25.400 --> 00:14:28.200]  我哋做呢件事做嗰件事
[00:14:28.200 --> 00:14:30.000]  其實係神嘅工作
[00:14:30.000 --> 00:14:31.200]  神嘅恩典
[00:14:31.200 --> 00:14:34.000]  用咁樣嘅心態同你張狂嘅心態
[00:14:34.000 --> 00:14:36.400]  係兩個截然不同嘅心態
[00:14:36.400 --> 00:14:39.200]  去到面對你嘅未來
[00:14:39.200 --> 00:14:41.400]  我舉多兩個例子讓大家知道
[00:14:41.400 --> 00:14:44.600]  我介紹兩間公司畀大家認識
[00:14:44.600 --> 00:14:46.200]  第一間公司係Netflix
[00:14:46.200 --> 00:14:50.200]  有冇邊個係Netflix嘅訂戶
[00:14:50.200 --> 00:14:51.600]  我都係
[00:14:51.600 --> 00:14:55.400]  我近排啱啱睇完一齣叫黑暗榮耀
[00:14:55.400 --> 00:14:59.200]  聽聞點擊率全球1.4億嘅點擊
[00:14:59.200 --> 00:15:02.200]  所以係一個綁手嚟
[00:15:02.200 --> 00:15:05.400]  咁就好多講道例子可以講
[00:15:05.400 --> 00:15:07.600]  講個故仔畀你聽
[00:15:07.600 --> 00:15:11.200]  原來Netflix就唔係新興公司嚟
[00:15:11.200 --> 00:15:14.400]  其實2000年已經有呢間公司
[00:15:14.400 --> 00:15:21.800]  呢間公司當時係一個出租電影嘅新興公司Netflix
[00:15:21.800 --> 00:15:25.400]  提出用五千萬嘅美元嘅價格
[00:15:25.400 --> 00:15:30.800]  將佢嘅公司就出售畀當時一個業界龍頭嘅公司
[00:15:30.800 --> 00:15:32.200]  我唔知大家有冇聽過
[00:15:32.200 --> 00:15:35.200]  有個公司個名叫伯士達
[00:15:35.200 --> 00:15:36.400]  有冇聽過
[00:15:36.400 --> 00:15:39.600]  有聽過你就係我嗰個年代
[00:15:39.600 --> 00:15:40.800]  伯士達係咩
[00:15:40.800 --> 00:15:45.000]  伯士達就係提供家庭影音電子遊戲出租服務
[00:15:45.000 --> 00:15:46.400]  係業界嘅龍頭嚟㗎
[00:15:46.400 --> 00:15:47.000]  大家明㗎
[00:15:47.000 --> 00:15:48.400]  即係嗰個年代
[00:15:48.400 --> 00:15:52.400]  咁就擁有擁有數百萬同埋數千萬嘅訂戶
