
[00:00:00.000 --> 00:00:04.000]  新明紀26章的中心主題
[00:05:24.000 --> 00:05:31.000]  因為神呼召你來成為一個全時間的工人
[00:05:31.000 --> 00:05:37.000]  可能因為神的緣故,你改變你的工作方向
[00:05:37.000 --> 00:05:46.000]  甚至神要你全時間在教會服事,或者在家庭裡服事
[00:05:46.000 --> 00:05:51.000]  單單為了神的緣故,不是為了自己的需要
[00:05:51.000 --> 00:05:56.000]  來為主奉獻最好的
[00:05:56.000 --> 00:06:03.000]  弟兄姊妹,你有沒有準備好初熟的草產來獻給神呢?
[00:06:03.000 --> 00:06:08.000]  當大家已經有一個侍奉崗位的時候
[00:06:08.000 --> 00:06:13.000]  你在這個崗位如何發揮,有什麼預備
[00:06:13.000 --> 00:06:17.000]  你都可以首先安靜在神的面前
[00:06:17.000 --> 00:06:22.000]  求神引導你如何在當中侍奉
[00:06:22.000 --> 00:06:31.000]  去表達你對神的愛,你對教會的愛,這一份感恩
[00:06:31.000 --> 00:06:39.000]  如果你未參與一個侍奉崗位,也可以問神的意思
[00:06:39.000 --> 00:06:47.000]  到底你對神的愛,你對教會的愛有多少
[00:06:47.000 --> 00:06:54.000]  神對你有沒有一些呼喚,叫你回應祂的恩典呢?
[00:06:54.000 --> 00:07:00.000]  很感恩,中國有第一個聖經主題公園
[00:07:00.000 --> 00:07:09.000]  我們大家也可以看看以下一些公園裡的圖片
[00:07:09.000 --> 00:07:17.000]  向神獻祭的儀式,下一張
[00:07:17.000 --> 00:07:23.000]  接著有彩虹蠟藥的場景
[00:07:23.000 --> 00:07:29.000]  原來每年的五月至十月
[00:07:29.000 --> 00:07:32.000]  去到公園的市民是不斷
[00:07:32.000 --> 00:07:35.000]  下一張彩虹蠟藥
[00:07:35.000 --> 00:07:41.000]  如果在主日,還可以進到教堂裡去了解
[00:07:41.000 --> 00:07:45.000]  下一張,繼續
[00:07:45.000 --> 00:07:48.000]  有第一個金燈台
[00:07:48.000 --> 00:07:52.000]  原來這個公園在遼寧瀋陽市
[00:07:52.000 --> 00:08:00.000]  雲南區尖山子村裡建成
[00:08:00.000 --> 00:08:05.000]  興建這個公園是一位叫孫文清弟兄
[00:08:05.000 --> 00:08:07.000]  下一張
[00:08:07.000 --> 00:08:11.000]  當地一位很樸實的基督徒商人
[00:08:11.000 --> 00:08:15.000]  原來他本身是一個佛教徒
[00:08:15.000 --> 00:08:22.000]  其後他信主,他從未想過要建一個或維修一個教堂
[00:08:22.000 --> 00:08:26.000]  更沒有想過要建一座公園
[00:08:26.000 --> 00:08:30.000]  但神的呼喚臨到他,他信服
[00:08:30.000 --> 00:08:35.000]  他說,中國有很多人比我的信仰好
[00:08:35.000 --> 00:08:39.000]  上帝使用了我這樣的人
[00:08:39.000 --> 00:08:44.000]  只能夠說是上帝無盡的恩典
[00:08:44.000 --> 00:08:47.000]  繼續
[00:08:47.000 --> 00:08:51.000]  下面有一些獻祭
[00:08:51.000 --> 00:08:56.000]  有耶穌平靜風浪等等
[00:08:56.000 --> 00:08:59.000]  原來在2011年開始
[00:08:59.000 --> 00:09:04.000]  他還有聖殿的,看完這一幅
[00:09:04.000 --> 00:09:09.000]  2011年開始建這個主題公園
[00:09:09.000 --> 00:09:13.000]  到現在已經全部建成
[00:09:13.000 --> 00:09:15.000]  是免費的
[00:09:15.000 --> 00:09:19.000]  可以讓更多未有基督教信仰的人
[00:09:19.000 --> 00:09:22.000]  可以自由的去參觀
[00:09:22.000 --> 00:09:25.000]  他們都有一個專門的講解員
[00:09:25.000 --> 00:09:28.000]  這些講解員在講解的過程裏
[00:09:28.000 --> 00:09:32.000]  他們同時都可以將福音帶出
[00:09:32.000 --> 00:09:37.000]  很感謝神使用了這位孫文清弟兄
[00:09:37.000 --> 00:09:44.000]  讓聖經的主題公園可以繼續來祝福更多人
[00:09:44.000 --> 00:09:48.000]  我們看圖片到這裏暫時
[00:09:48.000 --> 00:09:52.000]  以色列人不是一個強大的民族
[00:09:52.000 --> 00:09:55.000]  只是一個弱小的一群
[00:09:55.000 --> 00:09:58.000]  神卻將迦南地賜給他們
[00:09:58.000 --> 00:10:00.000]  各位弟兄姊妹
[00:10:00.000 --> 00:10:02.000]  你可能會思想
[00:10:02.000 --> 00:10:07.000]  自己的能力智慧真的很有限
[00:10:07.000 --> 00:10:10.000]  但這一切都不是最重要
[00:10:10.000 --> 00:10:12.000]  因為當我們對過去
[00:10:12.000 --> 00:10:17.000]  對自己有一個清晰的了解
[00:10:17.000 --> 00:10:18.000]  我們才可以體會到
[00:10:18.000 --> 00:10:21.000]  原來神在我們身上的作為
[00:10:21.000 --> 00:10:25.000]  祂的愛是何等的浩大
[00:10:25.000 --> 00:10:28.000]  無論我們過去怎樣的軟弱
[00:10:28.000 --> 00:10:30.000]  怎樣的失敗
[00:10:30.000 --> 00:10:33.000]  神都沒有放棄過我們每一個
[00:10:33.000 --> 00:10:36.000]  以色列人的認順提醒了我們
[00:10:36.000 --> 00:10:41.000]  不需要高舉自己的成就或見證
[00:10:41.000 --> 00:10:48.000]  最清楚神就是知道我們每一個人的現況
[00:10:48.000 --> 00:10:50.000]  我們的過去是怎樣
[00:10:50.000 --> 00:10:55.000]  只要我們坦白承認我們自己的不足
[00:10:55.000 --> 00:10:57.000]  我們都是一個罪人
[00:10:57.000 --> 00:11:02.000]  我們接受神的寬恕這份禮物
[00:11:02.000 --> 00:11:06.000]  我們的認順就會有真實的意義
[00:11:06.000 --> 00:11:08.000]  弟兄姊妹
[00:11:08.000 --> 00:11:13.000]  可能你在教會已經有一段很長的日子
[00:11:13.000 --> 00:11:16.000]  你有豐富的經驗
[00:11:16.000 --> 00:11:20.000]  參與不同層面的時工服事
[00:11:20.000 --> 00:11:24.000]  但不要以為過去行得通的方法
[00:11:24.000 --> 00:11:27.000]  將來一定行得通
[00:11:27.000 --> 00:11:29.000]  在侍奉的路裏
[00:11:29.000 --> 00:11:34.000]  我們都是經歷很多的挑戰
[00:11:34.000 --> 00:11:36.000]  屬靈的事情
[00:11:36.000 --> 00:11:39.000]  有時都不是我們可以控制得到
[00:11:39.000 --> 00:11:41.000]  我們除了神之外
[00:11:41.000 --> 00:11:45.000]  我們真的很難再去靠別人
[00:11:45.000 --> 00:11:48.000]  在這個屬靈的路上去走
[00:11:48.000 --> 00:11:52.000]  如果我們沒有正確一個屬靈的準備
[00:11:52.000 --> 00:11:56.000]  我們或者會遇到意想不到的考驗
[00:11:56.000 --> 00:11:57.000]  試探
[00:11:57.000 --> 00:12:02.000]  我們要存在一個謙卑謹慎的心
[00:12:02.000 --> 00:12:03.000]  前行
[00:12:03.000 --> 00:12:07.000]  我們接受訓練去裝備自己
[00:12:07.000 --> 00:12:10.000]  被神使用
[00:12:10.000 --> 00:12:12.000]  很感謝神
[00:12:12.000 --> 00:12:17.000]  祂已經預備了不同的精兵
[00:12:17.000 --> 00:12:24.000]  在不同的教會來發揮他們的恩賜
[00:12:24.000 --> 00:12:26.000]  在我們教會當中
[00:12:26.000 --> 00:12:31.000]  同樣神也興起了我們不同的弟兄姊妹
[00:12:31.000 --> 00:12:35.000]  讓我們的恩賜可以互相去配搭
[00:12:35.000 --> 00:12:37.000]  是神所喜悅
[00:12:37.000 --> 00:12:40.000]  當我們積極去侍奉的時候
[00:12:40.000 --> 00:12:42.000]  將一切交託給神
[00:12:42.000 --> 00:12:45.000]  神會在當中去帶領
[00:12:45.000 --> 00:12:48.000]  最重要的是我們去信服
[00:12:48.000 --> 00:12:50.000]  神自己的帶領
[00:12:50.000 --> 00:12:52.000]  人總有限制
[00:12:52.000 --> 00:12:55.000]  我們承認自己的不足
[00:12:55.000 --> 00:12:57.000]  神的大能
[00:12:57.000 --> 00:13:00.000]  從祂的拯救裡
[00:13:00.000 --> 00:13:02.000]  讓我們體會到
[00:13:02.000 --> 00:13:05.000]  我們有新的價值觀
[00:13:05.000 --> 00:13:09.000]  我們的好處不在神以外
[00:13:09.000 --> 00:13:12.000]  在12-15節的經文說到
[00:13:12.000 --> 00:13:16.000]  我們可以樂意地跟人分享主的恩典
[00:13:16.000 --> 00:13:20.000]  這裡提到每三年的十一奉獻
[00:13:20.000 --> 00:13:23.000]  作為一個祭品的使用
[00:13:23.000 --> 00:13:26.000]  不受著祭司的限制
[00:13:26.000 --> 00:13:29.000]  為了保存這個本質
[00:13:29.000 --> 00:13:33.000]  以色列人需要去到聖殿
[00:13:33.000 --> 00:13:36.000]  鄭重地宣告自己
[00:13:36.000 --> 00:13:40.000]  履行了這個律法
[00:13:40.000 --> 00:13:43.000]  去獻上十分之一
[00:13:43.000 --> 00:13:46.000]  能夠付諸行動
[00:13:46.000 --> 00:13:49.000]  真是實踐他的所信
[00:13:49.000 --> 00:13:53.000]  社會當中權益較少的利美人
[00:13:53.000 --> 00:13:55.000]  一些寄居的
[00:13:55.000 --> 00:13:58.000]  或者是孤兒寡婦
[00:13:58.000 --> 00:14:00.000]  他們在這個時候
[00:14:00.000 --> 00:14:04.000]  都可以得著教會的祝福
[00:14:04.000 --> 00:14:07.000]  讓他們得到飽足
[00:14:07.000 --> 00:14:10.000]  在12-13節這樣說
[00:14:10.000 --> 00:14:11.000]  每逢三年
[00:14:11.000 --> 00:14:14.000]  就是十分取一之年
[00:14:14.000 --> 00:14:18.000]  你取完了一切草產的十分之一
[00:14:18.000 --> 00:14:21.000]  要分給利美人和寄居的
[00:14:21.000 --> 00:14:24.000]  與孤兒寡婦
[00:14:24.000 --> 00:14:26.000]  使他們在你城中
[00:14:26.000 --> 00:14:28.000]  可以吃得飽足
[00:14:28.000 --> 00:14:31.000]  你又要在耶華利神面前說
[00:14:31.000 --> 00:14:35.000]  我要將聖物和我家裡拿出來
[00:14:35.000 --> 00:14:38.000]  給了利美人和寄居的
[00:14:38.000 --> 00:14:40.000]  與孤兒寡婦
[00:14:40.000 --> 00:14:44.000]  是照你所吩咐我的一切命令
[00:14:44.000 --> 00:14:45.000]  你的命令
[00:14:45.000 --> 00:14:47.000]  我都沒有違背
[00:14:47.000 --> 00:14:49.000]  也沒有忘記
[00:14:49.000 --> 00:14:51.000]  在13節提到
[00:14:51.000 --> 00:14:54.000]  在耶華利上帝面前
[00:14:54.000 --> 00:14:58.000]  是說到敬拜耶華神的地方
[00:14:58.000 --> 00:15:02.000]  以色列人可以在居住的城市
[00:15:02.000 --> 00:15:07.000]  甚至家裡禱告去敬拜
[00:15:07.000 --> 00:15:12.000]  雖然他們可以在自己的地方奉獻
[00:15:12.000 --> 00:15:17.000]  卻要在聖殿裡作出宣告
[00:15:17.000 --> 00:15:22.000]  表明他已經遵守了神賜下的律法
[00:15:22.000 --> 00:15:23.000]  根據律法
[00:15:23.000 --> 00:15:28.000]  他們也要到聖殿裡獻上初熟的草產
[00:15:28.000 --> 00:15:30.000]  這裡有提到聖物
[00:15:30.000 --> 00:15:35.000]  說到祭品的奉獻
[00:15:35.000 --> 00:15:37.000]  根據利美記提到
[00:15:37.000 --> 00:15:42.000]  一切獻給耶華的物品
[00:15:42.000 --> 00:15:44.000]  都是聖物
[00:15:44.000 --> 00:15:47.000]  正如利美記27章提到
[00:15:47.000 --> 00:15:49.000]  地上所有的
[00:15:49.000 --> 00:15:51.000]  無論是地上的種子
[00:15:51.000 --> 00:15:53.000]  是樹上的果子
[00:15:53.000 --> 00:15:55.000]  十分之一是耶華的
[00:15:55.000 --> 00:15:58.000]  是給耶華為聖的
[00:15:58.000 --> 00:16:02.000]  我們每一位都要留意
[00:16:02.000 --> 00:16:07.000]  不要奪取神應有的物
[00:16:07.000 --> 00:16:11.000]  因為一切我們都來自主
[00:16:11.000 --> 00:16:14.000]  所以我們十一奉獻
[00:16:14.000 --> 00:16:16.000]  或者超越十一奉獻
[00:16:16.000 --> 00:16:18.000]  都是理所當然
[00:16:18.000 --> 00:16:20.000]  上帝的吩咐
[00:16:20.000 --> 00:16:26.000]  就是奉獻給利美人和貧窮人
[00:16:26.000 --> 00:16:31.000]  以色列人沒有違背神的命令
[00:16:31.000 --> 00:16:35.000]  「你的命令我都沒有違背
[00:16:35.000 --> 00:16:37.000]  也沒有忘記」
[00:16:37.000 --> 00:16:40.000]  看到他們在信仰裡
[00:16:40.000 --> 00:16:44.000]  是很認真實踐神的吩咐
[00:16:44.000 --> 00:16:46.000]  十四字說
[00:16:46.000 --> 00:16:49.000]  「我受傷的時候沒有吃這聖物
[00:16:49.000 --> 00:16:52.000]  不潔淨的時候也沒有拿出來
[00:16:52.000 --> 00:16:55.000]  也沒有為死人送去」
[00:16:55.000 --> 00:16:58.000]  「我聽從了耶華我上帝的話
[00:16:58.000 --> 00:17:01.000]  都照你所吩咐的行了」
[00:17:01.000 --> 00:17:04.000]  奉獻的人宣告
[00:17:04.000 --> 00:17:07.000]  他的奉獻是潔淨的
[00:17:07.000 --> 00:17:09.000]  沒有沾污的
[00:17:09.000 --> 00:17:12.000]  奉獻者在受傷的時候
[00:17:12.000 --> 00:17:15.000]  沒有吃過這些奉獻物
[00:17:15.000 --> 00:17:17.000]  受傷的時候
[00:17:17.000 --> 00:17:20.000]  沒有讓奉獻品不潔淨
[00:17:20.000 --> 00:17:22.000]  根據律法
[00:17:22.000 --> 00:17:24.000]  如果碰到屍體
[00:17:24.000 --> 00:17:27.000]  就是不潔七天
[00:17:27.000 --> 00:17:31.000]  正如文素記十九章寫
[00:17:31.000 --> 00:17:33.000]  「摸了人死屍的
[00:17:33.000 --> 00:17:38.000]  他就必七天不潔淨」
[00:17:38.000 --> 00:17:42.000]  奉獻者不但為著自己祈求
[00:17:42.000 --> 00:17:46.000]  也為著全民去祈福
[00:17:46.000 --> 00:17:48.000]  第三方面
[00:17:48.000 --> 00:17:50.000]  講到守約
[00:17:50.000 --> 00:17:53.000]  作聖潔的指紋
[00:17:53.000 --> 00:17:55.000]  在十六至十九節
[00:17:55.000 --> 00:17:58.000]  這個鄭重的宣言
[00:17:58.000 --> 00:18:02.000]  這段是雙方同意
[00:18:02.000 --> 00:18:04.000]  講到以色列民
[00:18:04.000 --> 00:18:07.000]  和上帝在摩訶平原
[00:18:07.000 --> 00:18:09.000]  重新納約
[00:18:09.000 --> 00:18:13.000]  以色列承認耶華為上帝
[00:18:13.000 --> 00:18:18.000]  表示願意尊他為主
[00:18:18.000 --> 00:18:20.000]  遵從他的律法
[00:18:20.000 --> 00:18:24.000]  信服他的大靈
[00:18:24.000 --> 00:18:27.000]  昔日摩西從山上下來
[00:18:27.000 --> 00:18:31.000]  宣佈神的律法十誡
[00:18:31.000 --> 00:18:33.000]  百姓聽了之後
[00:18:33.000 --> 00:18:35.000]  齊聲回應
[00:18:35.000 --> 00:18:37.000]  耶華所吩咐的
[00:18:37.000 --> 00:18:41.000]  我們都必進行
[00:18:41.000 --> 00:18:43.000]  看到他們都有一個
[00:18:43.000 --> 00:18:46.000]  信服的心來表達
[00:18:46.000 --> 00:18:48.000]  神與他的子民納約
[00:18:48.000 --> 00:18:56.000]  強調他們的關係是永久
[00:18:56.000 --> 00:18:58.000]  以色列民
[00:18:58.000 --> 00:19:02.000]  他們宣告成為耶華的子民
[00:19:02.000 --> 00:19:04.000]  耶華就宣告
[00:19:04.000 --> 00:19:07.000]  他成為以色列民的神
[00:19:07.000 --> 00:19:09.000]  以色列他們有責任
[00:19:09.000 --> 00:19:14.000]  盡心盡性去進行神的誡明
[00:19:14.000 --> 00:19:16.000]  聽從他的說話
[00:19:16.000 --> 00:19:19.000]  歸耶華為聖傑的子民
[00:19:19.000 --> 00:19:21.000]  耶華照他所應許
[00:19:21.000 --> 00:19:26.000]  讓以色列成為他的子民
[00:19:26.000 --> 00:19:30.000]  讓他們遵守他一切的誡明
[00:19:30.000 --> 00:19:33.000]  十誡裡提到
[00:19:33.000 --> 00:19:38.000]  盡心盡性盡義盡力去愛神
[00:19:38.000 --> 00:19:41.000]  其次去愛人如己
[00:19:41.000 --> 00:19:45.000]  聖傑的意思是分別出來
[00:19:45.000 --> 00:19:48.000]  從一切的罪惡去隔絕
[00:19:48.000 --> 00:19:51.000]  他們憑著自己做不到
[00:19:51.000 --> 00:19:54.000]  很需要神親自的幫助
[00:19:54.000 --> 00:19:58.000]  才可以成為神自己聖傑的子民
[00:19:58.000 --> 00:20:04.000]  就是神願意去賜福給他的兒女
[00:20:04.000 --> 00:20:07.000]  彼得也作了類似的宣佈
[00:20:07.000 --> 00:20:10.000]  我們看一看經文
[00:20:10.000 --> 00:20:16.000]  就是彼得前書二章九節
[00:20:16.000 --> 00:20:20.000]  唯有你們是被揀選的族類
[00:20:20.000 --> 00:20:23.000]  是有君尊的祭司
[00:20:23.000 --> 00:20:26.000]  是聖傑的國度
[00:20:26.000 --> 00:20:28.000]  是屬神的子民
[00:20:28.000 --> 00:20:32.000]  要叫你們宣揚那照你們出黑暗
[00:20:32.000 --> 00:20:38.000]  入奇妙光明者的美德
[00:20:38.000 --> 00:20:43.000]  我們成為神的聖傑子民
[00:20:43.000 --> 00:20:48.000]  神應許賜下祂的祝福
[00:20:48.000 --> 00:20:53.000]  上帝讓以色列人在萬民當中受尊榮
[00:20:53.000 --> 00:20:58.000]  讓他們在萬民當中有美好的見證
[00:20:58.000 --> 00:21:02.000]  神讓以色列人成為優秀的民族
[00:21:02.000 --> 00:21:06.000]  世人看到就稱讚他們
[00:21:06.000 --> 00:21:10.000]  他們的名聲為上帝所賜
[00:21:10.000 --> 00:21:14.000]  正如《針研》二十二章一節
[00:21:14.000 --> 00:21:19.000]  它說「美名勝過大財」財富的財
[00:21:19.000 --> 00:21:23.000]  他們得著尊榮受人去尊重
[00:21:23.000 --> 00:21:26.000]  因為他們遵行神的律法
[00:21:26.000 --> 00:21:28.000]  在《生命記》也強調
[00:21:28.000 --> 00:21:32.000]  遵行律法讓以色列人有智慧
[00:21:32.000 --> 00:21:34.000]  我們看一看經文
[00:21:34.000 --> 00:21:39.000]  在《生命記》四章五至六節
[00:21:39.000 --> 00:21:45.000]  「我照著耶和華我上帝所吩咐的
[00:21:45.000 --> 00:21:49.000]  將律例典章教訓你們
[00:21:49.000 --> 00:21:54.000]  使你們在所要進去得為業的地上遵行
[00:21:54.000 --> 00:21:57.000]  所以你們要謹守遵行
[00:21:57.000 --> 00:22:02.000]  這就是你們在萬民眼前的智慧聰明
[00:22:02.000 --> 00:22:07.000]  他們聽見這一切律例必說
[00:22:07.000 --> 00:22:13.000]  這大國的人真是有智慧有聰明」
[00:22:13.000 --> 00:22:19.000]  敬畏耶和華就是智慧的開端
[00:22:19.000 --> 00:22:24.000]  大家能夠定時回教會去敬拜主
[00:22:24.000 --> 00:22:29.000]  參與查經班或者團契小組
[00:22:29.000 --> 00:22:34.000]  都是反映我們愛神的行動
[00:22:34.000 --> 00:22:39.000]  同樣我們願意跟頂姐妹去建立愛的關係
[00:22:39.000 --> 00:22:43.000]  我們不是獨行獨和
[00:22:43.000 --> 00:22:48.000]  我們願意跟頂姐妹一起去敬拜主
[00:22:48.000 --> 00:22:51.000]  去認識神的話語
[00:22:51.000 --> 00:22:56.000]  我們個人平日跟神的關係是怎樣呢?
[00:22:56.000 --> 00:23:02.000]  求神都給我們一個信服的心來依靠祂
[00:23:02.000 --> 00:23:09.000]  馬丁路德在1517年來改教
[00:23:09.000 --> 00:23:12.000]  我們看一張圖片
[00:23:12.000 --> 00:23:15.000]  就是一個城堡教會
[00:23:15.000 --> 00:23:19.000]  就是他昔日參與的教會
[00:23:19.000 --> 00:23:23.000]  他提出95點的異議
[00:23:23.000 --> 00:23:28.000]  第二張圖就是他將95點的異議
[00:23:28.000 --> 00:23:34.000]  釘在閘門上
[00:23:34.000 --> 00:23:39.000]  第一點是說到我們的主耶穌說
[00:23:39.000 --> 00:23:42.000]  「你要悔改」
[00:23:42.000 --> 00:23:45.000]  意思是說基督徒生命當中
[00:23:45.000 --> 00:23:48.000]  最重要的就是一個悔罪
[00:23:48.000 --> 00:23:54.000]  第二點是說悔罪不是指聖禮儀式當中
[00:23:54.000 --> 00:24:02.000]  由教士所主持的告解、懺悔
[00:24:02.000 --> 00:24:05.000]  因為在路德的時代
[00:24:05.000 --> 00:24:10.000]  他的對手就是有千年歷史的梵蒂岡教會
[00:24:10.000 --> 00:24:14.000]  高度結構化的資源龐大
[00:24:14.000 --> 00:24:18.000]  由聖禮儀當中獨有的角色
[00:24:18.000 --> 00:24:22.000]  令到這些教會教士
[00:24:22.000 --> 00:24:28.000]  成為上帝和人之間的一個連結
[00:24:28.000 --> 00:24:33.000]  必須要經他們向神認罪悔改
[00:24:33.000 --> 00:24:39.000]  聖禮儀式造就這些教士成為權威
[00:24:39.000 --> 00:24:45.000]  路德反對這些形式去和神相交
[00:24:45.000 --> 00:24:48.000]  說到其實每一個信徒
[00:24:48.000 --> 00:24:51.000]  他自己好像新約彼得前書說
[00:24:51.000 --> 00:24:54.000]  信徒就是佳濟師
[00:24:54.000 --> 00:24:59.000]  我們每一個可以親自和神交往
[00:24:59.000 --> 00:25:02.000]  去建立親密的關係
[00:25:02.000 --> 00:25:06.000]  其實昔日路德是冒死
[00:25:06.000 --> 00:25:11.000]  也表達他自己的信念
[00:25:11.000 --> 00:25:15.000]  很感恩神給他這份勇氣
[00:25:15.000 --> 00:25:19.000]  去面對一些不正確的事情
[00:25:19.000 --> 00:25:25.000]  他的改革令我們相信真正的信仰
[00:25:25.000 --> 00:25:29.000]  是基督徒內心的深處
[00:25:29.000 --> 00:25:32.000]  從上帝的結連
[00:25:32.000 --> 00:25:36.000]  不是藉著一些外物或別人
[00:25:36.000 --> 00:25:40.000]  去建立我們和神的關係
[00:25:40.000 --> 00:25:44.000]  沒有任何人或制度、禮儀
[00:25:44.000 --> 00:25:50.000]  來攔阻我們和神建立關係
[00:25:50.000 --> 00:25:53.000]  只是讓我們去珍惜
[00:25:53.000 --> 00:25:57.000]  我們有這個正確的觀念
[00:25:57.000 --> 00:26:01.000]  我們去實踐和神結連
[00:26:01.000 --> 00:26:09.000]  我們去全心地愛我們的主
[00:26:09.000 --> 00:26:13.000]  我們願意親近祂
[00:26:13.000 --> 00:26:16.000]  被祂祝福
[00:26:16.000 --> 00:26:20.000]  在教會裡的服務
[00:26:20.000 --> 00:26:27.000]  同樣可以是服侍一些未信的人
[00:26:27.000 --> 00:26:30.000]  當然也有一些已信的
[00:26:30.000 --> 00:26:33.000]  也很希望藉著服務
[00:26:33.000 --> 00:26:40.000]  可以去服侍我們柴灣區不同的家庭
[00:26:40.000 --> 00:26:44.000]  讓更多人可以來到神的面前
[00:26:44.000 --> 00:26:47.000]  如果他們真的有一些需要的時候
[00:26:47.000 --> 00:26:49.000]  可能透過我們的服務
[00:26:49.000 --> 00:26:53.000]  他們也可以用少少的費用
[00:26:53.000 --> 00:26:56.000]  來得著我們的醫療上
[00:26:56.000 --> 00:27:02.000]  社福、輔導或學前不同的服侍
[00:27:02.000 --> 00:27:05.000]  神對以色列人的訓示
[00:27:05.000 --> 00:27:10.000]  成為他們進入迦南一個屬靈的準備
[00:27:10.000 --> 00:27:13.000]  也成為我們每一個跟隨主的人
[00:27:13.000 --> 00:27:16.000]  一個屬靈的準備
[00:27:16.000 --> 00:27:19.000]  因著神拯救的口音
[00:27:19.000 --> 00:27:22.000]  願意奉獻最好的
