
[00:00:00.000 --> 00:00:08.000]  現在我們就來看看 人類在開始第二代出現的一些故事
[00:03:22.000 --> 00:03:24.000]  禮拜天的時候就來
[00:03:24.000 --> 00:03:28.000]  我們就一道去飲茶
[00:03:28.000 --> 00:03:33.000]  他們有六個人跟我們一起在那個地方喫飯
[00:03:33.000 --> 00:03:38.000]  有四個人說 好啊 好啊
[00:03:38.000 --> 00:03:40.000]  然後接着下來 我就請我的女士
[00:03:40.000 --> 00:03:41.000]  你安排了
[00:03:41.000 --> 00:03:44.000]  我希望以後 每次他們來到這邊的時候
[00:03:44.000 --> 00:03:45.000]  就聽我講到
[00:03:45.000 --> 00:03:48.000]  講完了以後 我們就一起去飲茶
[00:03:48.000 --> 00:03:51.000]  我請他們 他們說不是你請
[00:03:51.000 --> 00:03:54.000]  我請 他們就當作請 我這樣都好
[00:03:54.000 --> 00:03:57.000]  跟親戚一個禮拜見一次
[00:03:57.000 --> 00:03:58.000]  有機會的時間
[00:03:58.000 --> 00:04:00.000]  我們再慢慢把我們的見證
[00:04:00.000 --> 00:04:02.000]  我們的福音跟他們分享
[00:04:02.000 --> 00:04:04.000]  我非常感恩
[00:04:04.000 --> 00:04:07.000]  短短一頓飯的時間
[00:04:07.000 --> 00:04:09.000]  他們都問了很多的問題
[00:04:09.000 --> 00:04:11.000]  而那個問題的本身
[00:04:11.000 --> 00:04:17.000]  正是我們感覺是最好的無比的那些機會
[00:04:17.000 --> 00:04:19.000]  所以我們就在那個地方
[00:04:19.000 --> 00:04:23.000]  我就每個人給了一份的MP3
[00:04:23.000 --> 00:04:26.000]  有十一篇的福
[00:04:26.000 --> 00:04:28.000]  這是福音與人生
[00:04:28.000 --> 00:04:30.000]  有十一篇的道
[00:04:30.000 --> 00:04:33.000]  每一個家庭就送一份的給他們
[00:04:33.000 --> 00:04:34.000]  我就告訴他們說
[00:04:34.000 --> 00:04:37.000]  這些我就希望你們都能夠成爲有福的人
[00:04:37.000 --> 00:04:39.000]  這個地方有十一個福
[00:04:39.000 --> 00:04:40.000]  聽完十一個福的話
[00:04:40.000 --> 00:04:43.000]  我繼續還有其他的福繼續給你們
[00:04:43.000 --> 00:04:46.000]  他們一聽見新年有福就非常高興
[00:04:46.000 --> 00:04:49.000]  就欣然接受了十一個福
[00:04:49.000 --> 00:04:51.000]  下次見的時間聽完了
[00:04:51.000 --> 00:04:53.000]  我就繼續把其他的福來給他
[00:04:53.000 --> 00:04:55.000]  各位弟兄姐妹
[00:04:55.000 --> 00:04:57.000]  首先我們來看看
[00:04:57.000 --> 00:05:00.000]  該隱殺了他的弟弟以後
[00:05:00.000 --> 00:05:01.000]  結果會怎麼樣呢
[00:05:01.000 --> 00:05:02.000]  我們的看見
[00:05:02.000 --> 00:05:05.000]  整個的世界就出現了一個非常大的改變
[00:05:05.000 --> 00:05:07.000]  這個改變第一
[00:05:07.000 --> 00:05:14.000]  就從安置改變成爲從伊甸安置在伊甸
[00:05:14.000 --> 00:05:18.000]  這個的進化改變成爲羅德
[00:05:18.000 --> 00:05:21.000]  我們在這個地方你看得見
[00:05:21.000 --> 00:05:23.000]  創世紀二章十五節
[00:05:23.000 --> 00:05:25.000]  我們先來讀讀
[00:05:25.000 --> 00:05:28.000]  二章十五節一起來
[00:05:28.000 --> 00:05:32.000]  耶和華神將那人安置在伊甸園
[00:05:32.000 --> 00:05:35.000]  使他修理看守
[00:05:35.000 --> 00:05:37.000]  那個經文能不能夠談出來
[00:05:37.000 --> 00:05:39.000]  你們有嗎這個經文
[00:05:39.000 --> 00:05:41.000]  沒有
[00:05:41.000 --> 00:05:44.000]  沒有那個經文
[00:05:44.000 --> 00:05:47.000]  下一個下一章
[00:05:47.000 --> 00:05:49.000]  再下一章
[00:05:49.000 --> 00:05:50.000]  對
[00:05:50.000 --> 00:05:51.000]  有沒有看到
[00:05:51.000 --> 00:05:53.000]  一起來
[00:05:53.000 --> 00:05:56.000]  耶和華神將那人安置在伊甸園
[00:05:56.000 --> 00:05:59.000]  使他修理看守
[00:05:59.000 --> 00:06:01.000]  各位親愛的弟兄姐妹
[00:06:01.000 --> 00:06:04.000]  耶和華神造人造完了以後
[00:06:04.000 --> 00:06:09.000]  就把那個人亞當安置在伊甸園
[00:06:09.000 --> 00:06:15.000]  伊甸這個字原文就是豐盛喜樂滿足的意思
[00:06:15.000 --> 00:06:16.000]  因爲這個緣故
[00:06:16.000 --> 00:06:19.000]  今天每個人在一聽見伊甸園的時間
[00:06:19.000 --> 00:06:21.000]  他們都知道這個是樂園的意思
[00:06:21.000 --> 00:06:23.000]  就是喜樂之園
[00:06:23.000 --> 00:06:25.000]  豐盛之園的意思
[00:06:25.000 --> 00:06:27.000]  第二個方面
[00:06:27.000 --> 00:06:31.000]  耶和華神把那個人安置
[00:06:31.000 --> 00:06:34.000]  安置這個字是什麼意思呢
[00:06:34.000 --> 00:06:40.000]  原文希伯來文叫yanah
[00:06:40.000 --> 00:06:45.000]  yanah這個字就是安然居住的意思
[00:06:45.000 --> 00:06:48.000]  在聖經當中有非常多的經文
[00:06:48.000 --> 00:06:51.000]  都是用同樣這個字yanah
[00:06:51.000 --> 00:06:53.000]  包括什麼地方呢
[00:06:53.000 --> 00:06:56.000]  包括生命記的十二章十節
[00:06:56.000 --> 00:06:58.000]  三十三章的十二節
[00:06:58.000 --> 00:07:01.000]  三十三章的二十八節
[00:07:01.000 --> 00:07:03.000]  四篇的四篇第八節
[00:07:03.000 --> 00:07:05.000]  十六篇的第九節
[00:07:05.000 --> 00:07:13.000]  這些的經文全部全部把安置這個字yanah
[00:07:13.000 --> 00:07:17.000]  翻譯成爲安然居住
[00:07:17.000 --> 00:07:20.000]  因爲這個緣故我們看得見
[00:07:20.000 --> 00:07:24.000]  神是非常愛人類
[00:07:24.000 --> 00:07:26.000]  當他招人的時候
[00:07:26.000 --> 00:07:29.000]  不是叫他在這個世界來受苦的
[00:07:29.000 --> 00:07:34.000]  而是叫他在這個世界安然居住
[00:07:34.000 --> 00:07:36.000]  這是神的心意
[00:07:36.000 --> 00:07:39.000]  很可惜
[00:07:39.000 --> 00:07:42.000]  亞當離開神
[00:07:42.000 --> 00:07:45.000]  已經是第一個犯罪
[00:07:45.000 --> 00:07:46.000]  他這個罪的結果
[00:07:46.000 --> 00:07:49.000]  他沒有好好地面對他的罪
[00:07:49.000 --> 00:07:51.000]  沒有認罪
[00:07:51.000 --> 00:07:53.000]  神是怎麼樣呢
[00:07:53.000 --> 00:07:58.000]  要用一塊的皮來替他們造衣服
[00:07:58.000 --> 00:08:00.000]  遮蓋他們兩個人
[00:08:00.000 --> 00:08:01.000]  但因爲他們的罪
[00:08:01.000 --> 00:08:06.000]  令到他們沒有辦法在伊甸園那個地方來繼續居住
[00:08:06.000 --> 00:08:09.000]  結果他們就離開這個伊甸園
[00:08:09.000 --> 00:08:10.000]  離開了以後
[00:08:10.000 --> 00:08:13.000]  他的下一代就有問題了
[00:08:13.000 --> 00:08:16.000]  該隱有可能從父母的身上
[00:08:16.000 --> 00:08:20.000]  並沒有得到一個真正怎麼樣來跟隨神
[00:08:20.000 --> 00:08:23.000]  服從神順服神這個榜樣
[00:08:23.000 --> 00:08:24.000]  而帶來的結果
[00:08:24.000 --> 00:08:28.000]  甚至是夫妻兩個人都互相來的爭
[00:08:28.000 --> 00:08:29.000]  怎麼樣爭呢
[00:08:29.000 --> 00:08:30.000]  生了這個兒子以後
[00:08:30.000 --> 00:08:33.000]  太太給他取名叫該隱
[00:08:33.000 --> 00:08:35.000]  是太太取名的
[00:08:35.000 --> 00:08:38.000]  而且爲什麼要取他的名字叫該隱呢
[00:08:38.000 --> 00:08:44.000]  就是因爲我耶和華使我得了一個男人
[00:08:44.000 --> 00:08:46.000]  我不知道各位還記不記得
[00:08:46.000 --> 00:08:48.000]  原來這個取名的意思
[00:08:48.000 --> 00:08:55.000]  就是夏娃她要向亞當宣戰
[00:08:55.000 --> 00:08:57.000]  亞當啊
[00:08:57.000 --> 00:08:58.000]  老公啊
[00:08:58.000 --> 00:09:01.000]  你說我是從你而來嗎
[00:09:01.000 --> 00:09:02.000]  現在我告訴你
[00:09:02.000 --> 00:09:03.000]  不是啊
[00:09:03.000 --> 00:09:09.000]  你們全部的男人都是從我來的
[00:09:09.000 --> 00:09:10.000]  你們看見
[00:09:10.000 --> 00:09:12.000]  那個就是宣戰了
[00:09:12.000 --> 00:09:14.000]  這個宣戰就是因爲生了這個兒子的時候
[00:09:14.000 --> 00:09:19.000]  她就說我得了一個男人
[00:09:19.000 --> 00:09:24.000]  她不是用男孩子Ben來稱該隱
[00:09:24.000 --> 00:09:27.000]  乃是用一個ish
[00:09:27.000 --> 00:09:30.000]  男人來稱這個孩子
[00:09:30.000 --> 00:09:31.000]  換句話說
[00:09:31.000 --> 00:09:33.000]  她在那個地方
[00:09:33.000 --> 00:09:35.000]  她也做大
[00:09:35.000 --> 00:09:37.000]  男人是從我來的
[00:09:37.000 --> 00:09:39.000]  我纔是一家之主
[00:09:39.000 --> 00:09:40.000]  差不多是這樣子
[00:09:40.000 --> 00:09:42.000]  因爲這個緣故
[00:09:42.000 --> 00:09:43.000]  這個不愉快的經歷
[00:09:43.000 --> 00:09:47.000]  就出現在她的下一代的身上
[00:09:47.000 --> 00:09:49.000]  因爲這個兒子一出生
[00:09:49.000 --> 00:09:53.000]  就成爲父母爭奪的一個地盤
[00:09:53.000 --> 00:09:57.000]  勢力地盤帶來的結果
[00:09:57.000 --> 00:10:01.000]  這個兒子誰都不聽
[00:10:01.000 --> 00:10:02.000]  我跟你講弟兄弟妹
[00:10:02.000 --> 00:10:04.000]  任何一個夫妻
[00:10:04.000 --> 00:10:06.000]  當你生了孩子了以後
[00:10:06.000 --> 00:10:09.000]  你要這個孩子站在你那一邊
[00:10:09.000 --> 00:10:13.000]  你的配偶又要這個孩子站在她那一邊
[00:10:13.000 --> 00:10:15.000]  最終的結果
[00:10:15.000 --> 00:10:18.000]  你們會失去這個孩子
[00:10:18.000 --> 00:10:20.000]  就好像剛纔我講到
[00:10:20.000 --> 00:10:21.000]  這個家庭一樣
[00:10:21.000 --> 00:10:24.000]  他們失去他們的孩子
[00:10:24.000 --> 00:10:25.000]  什麼人都不聽
[00:10:25.000 --> 00:10:28.000]  帶來的結果
[00:10:28.000 --> 00:10:30.000]  對誰有益處
[00:10:30.000 --> 00:10:35.000]  是對任何的人都沒有益處
[00:10:35.000 --> 00:10:36.000]  好了
[00:10:36.000 --> 00:10:41.000]  接下來我們來看看這段的聖經
[00:10:41.000 --> 00:10:46.000]  本來是安置在伊甸園
[00:10:46.000 --> 00:10:50.000]  安然居住在伊甸園
[00:10:50.000 --> 00:10:55.000]  但是因爲該人的罪
[00:10:55.000 --> 00:10:59.000]  所以就產生一種結果
[00:10:59.000 --> 00:11:01.000]  就是羅德
[00:11:01.000 --> 00:11:03.000]  下一章給我們看看
[00:11:03.000 --> 00:11:05.000]  羅德是什麼意思呢
[00:11:05.000 --> 00:11:06.000]  我們一起來看看
[00:11:06.000 --> 00:11:09.000]  創世紀第四章十六節
[00:11:09.000 --> 00:11:10.000]  一起來
[00:11:10.000 --> 00:11:13.000]  於是該人離開尤羅漢的面
[00:11:13.000 --> 00:11:17.000]  去住在伊甸東邊羅德之地
[00:11:17.000 --> 00:11:20.000]  羅德
[00:11:20.000 --> 00:11:22.000]  原來這個字的本身
[00:11:22.000 --> 00:11:25.000]  就是飄離流離飄蕩
[00:11:25.000 --> 00:11:32.000]  完全跟安然居住是相反的
[00:11:32.000 --> 00:11:34.000]  跟隨神
[00:11:34.000 --> 00:11:39.000]  我們的結果就是安然居住在伊甸園
[00:11:39.000 --> 00:11:40.000]  離開了神
[00:11:40.000 --> 00:11:44.000]  我們的結果是流離飄蕩
[00:11:44.000 --> 00:11:45.000]  我們根本不知道
[00:11:45.000 --> 00:11:49.000]  人活在這個世上是爲了什麼
[00:11:49.000 --> 00:11:56.000]  那我那得不到安息的漂流
[00:11:56.000 --> 00:11:58.000]  該人在這個地方
[00:11:58.000 --> 00:12:00.000]  他對耶和華說
[00:12:00.000 --> 00:12:03.000]  你如今趕足我離開這個地
[00:12:03.000 --> 00:12:05.000]  我也是不能見你的面
[00:12:05.000 --> 00:12:08.000]  我逼流離飄蕩在地上
[00:12:08.000 --> 00:12:10.000]  凡遇見我的
[00:12:10.000 --> 00:12:13.000]  逼殺我
[00:12:13.000 --> 00:12:16.000]  這個就是個可憐的狀態
[00:12:16.000 --> 00:12:18.000]  弟兄姐妹們
[00:12:18.000 --> 00:12:20.000]  留意着來看到
[00:12:20.000 --> 00:12:24.000]  今天我們這個社會的矛盾
[00:12:24.000 --> 00:12:27.000]  這是一些本土
[00:12:27.000 --> 00:12:30.000]  支持本土的人
[00:12:30.000 --> 00:12:33.000]  以爲愛本土
[00:12:33.000 --> 00:12:34.000]  愛香港
[00:12:34.000 --> 00:12:36.000]  就是要排擠外人
[00:12:36.000 --> 00:12:38.000]  拒絕外人
[00:12:38.000 --> 00:12:41.000]  繼續不斷擁有我們自己享受過的
[00:12:41.000 --> 00:12:43.000]  那一切的東西
[00:12:43.000 --> 00:12:45.000]  生活的習慣
[00:12:45.000 --> 00:12:46.000]  老實講
[00:12:46.000 --> 00:12:49.000]  這是不可能的事
[00:12:49.000 --> 00:12:51.000]  你想想看
[00:12:51.000 --> 00:12:55.000]  要是我們按照這種的理念來講
[00:12:55.000 --> 00:13:00.000]  我們豈不是任何外來遊客
[00:13:00.000 --> 00:13:02.000]  我們不歡迎
[00:13:02.000 --> 00:13:04.000]  不歡迎的結果
[00:13:04.000 --> 00:13:06.000]  香港變成怎麼樣呢
[00:13:06.000 --> 00:13:08.000]  第二個方面
[00:13:08.000 --> 00:13:10.000]  要是我們繼續不斷地保持
[00:13:10.000 --> 00:13:12.000]  我們過去的生活的方式
[00:13:12.000 --> 00:13:14.000]  那多了那些人口
[00:13:14.000 --> 00:13:16.000]  我們的下一代
[00:13:16.000 --> 00:13:18.000]  下一代的再下一代
[00:13:18.000 --> 00:13:21.000]  他們將來住在哪裏呢
[00:13:21.000 --> 00:13:24.000]  我們如何去安置這些的人呢
[00:13:24.000 --> 00:13:27.000]  我們從何可以有地來建這個房子
[00:13:27.000 --> 00:13:30.000]  那個是不可能的事
[00:13:30.000 --> 00:13:31.000]  當然
[00:13:31.000 --> 00:13:33.000]  我自己本身也感覺
[00:13:33.000 --> 00:13:35.000]  溝通非常重要
[00:13:35.000 --> 00:13:37.000]  教育非常重要
[00:13:37.000 --> 00:13:38.000]  今天的政府
[00:13:38.000 --> 00:13:40.000]  需要更多的渠道
[00:13:40.000 --> 00:13:42.000]  正面來教導
[00:13:42.000 --> 00:13:44.000]  正面來處理情緒
[00:13:44.000 --> 00:13:45.000]  但另外一方面
[00:13:45.000 --> 00:13:48.000]  絕對不是一刀切的一些問題
[00:13:48.000 --> 00:13:53.000]  我們需要在各方面好好來去思想這個事情
[00:13:53.000 --> 00:13:54.000]  第一方面
[00:13:54.000 --> 00:13:56.000]  該引離開的神
[00:13:56.000 --> 00:13:59.000]  就是因爲他不聽神的話
[00:13:59.000 --> 00:14:00.000]  帶來的結果
[00:14:00.000 --> 00:14:03.000]  失去了伊甸的境界
[00:14:03.000 --> 00:14:05.000]  從一個安然居住
[00:14:05.000 --> 00:14:08.000]  就變成一個飄流飄蕩
[00:14:08.000 --> 00:14:10.000]  流離飄蕩
[00:14:10.000 --> 00:14:11.000]  第二個方面
[00:14:11.000 --> 00:14:12.000]  離開神的結果
[00:14:12.000 --> 00:14:15.000]  他們對這個婚姻觀也改變了
[00:14:15.000 --> 00:14:16.000]  怎麼樣改變呢
[00:14:16.000 --> 00:14:18.000]  我們起來再看看
[00:14:18.000 --> 00:14:20.000]  這個聖經
[00:14:20.000 --> 00:14:26.000]  講到他的婚姻
[00:14:26.000 --> 00:14:28.000]  這個婚姻是怎麼樣的婚姻呢
[00:14:28.000 --> 00:14:29.000]  我們一起來看看
[00:14:29.000 --> 00:14:30.000]  二十三節
[00:14:30.000 --> 00:14:32.000]  你們的聖經
[00:14:32.000 --> 00:14:33.000]  二十三節
[00:14:33.000 --> 00:14:34.000]  一起來
[00:14:34.000 --> 00:14:36.000]  拉瑪對他兩個妻子說
[00:14:36.000 --> 00:14:38.000]  亞大喜拉
[00:14:38.000 --> 00:14:39.000]  聽我的聲音
[00:14:39.000 --> 00:14:40.000]  拉瑪的妻子
[00:14:40.000 --> 00:14:42.000]  悉聽我的話語
[00:14:42.000 --> 00:14:43.000]  撞人人傷我
[00:14:43.000 --> 00:14:44.000]  我把他殺了
[00:14:44.000 --> 00:14:46.000]  燒人人損我
[00:14:46.000 --> 00:14:47.000]  我把他害了
[00:14:47.000 --> 00:14:50.000]  在這段聖經的當中
[00:14:50.000 --> 00:14:52.000]  本來
[00:14:52.000 --> 00:14:55.000]  勢利的婚姻
[00:14:55.000 --> 00:14:57.000]  是多少個丈夫
[00:14:57.000 --> 00:14:59.000]  多少個太太
[00:14:59.000 --> 00:15:01.000]  一個丈夫
[00:15:01.000 --> 00:15:02.000]  一個妻子
[00:15:02.000 --> 00:15:05.000]  是多少人成爲一體啊
[00:15:05.000 --> 00:15:08.000]  兩個人成爲一體
[00:15:08.000 --> 00:15:11.000]  現在
[00:15:11.000 --> 00:15:16.000]  拉瑪要把這個規律改變
[00:15:16.000 --> 00:15:19.000]  他不要兩人成爲一體
[00:15:19.000 --> 00:15:24.000]  他甚至不希望成爲一體
[00:15:24.000 --> 00:15:26.000]  他的結婚
[00:15:26.000 --> 00:15:28.000]  很奇怪的
[00:15:28.000 --> 00:15:30.000]  聖經特別
[00:15:30.000 --> 00:15:33.000]  就把兩個妻子的名字都寫出來
[00:15:33.000 --> 00:15:35.000]  有特別的意義的
[00:15:35.000 --> 00:15:36.000]  我相信
[00:15:36.000 --> 00:15:37.000]  首先亞大
[00:15:37.000 --> 00:15:38.000]  阿大
[00:15:38.000 --> 00:15:39.000]  可不可以讀讀啊
[00:15:39.000 --> 00:15:40.000]  這個希伯來文
[00:15:40.000 --> 00:15:41.000]  阿大
[00:15:41.000 --> 00:15:43.000]  阿大
[00:15:43.000 --> 00:15:46.000]  這是漂亮的意思
[00:15:46.000 --> 00:15:47.000]  希伯來文這個意思
[00:15:47.000 --> 00:15:49.000]  就是非常漂亮
[00:15:49.000 --> 00:15:50.000]  另外一個呢
[00:15:50.000 --> 00:15:52.000]  就是裝飾
[00:15:52.000 --> 00:15:53.000]  也有一個翻譯呢
[00:15:53.000 --> 00:15:55.000]  就是化妝
[00:15:55.000 --> 00:15:57.000]  就是化妝化到非常漂亮
[00:15:57.000 --> 00:15:59.000]  就是這個意思
[00:15:59.000 --> 00:16:00.000]  希伯來文這個字
[00:16:00.000 --> 00:16:04.000]  給我們看見有種的用意
[00:16:04.000 --> 00:16:06.000]  娶妻
[00:16:06.000 --> 00:16:08.000]  原來是要滿足
[00:16:08.000 --> 00:16:10.000]  自己的慾望
[00:16:10.000 --> 00:16:12.000]  首先那個慾望是什麼
[00:16:12.000 --> 00:16:14.000]  是眼目的慾望
[00:16:14.000 --> 00:16:15.000]  不再是好像
[00:16:15.000 --> 00:16:18.000]  《創世紀》第二章
[00:16:18.000 --> 00:16:19.000]  神把人
[00:16:19.000 --> 00:16:22.000]  把這個字來到給亞當的時間
[00:16:22.000 --> 00:16:23.000]  是兩個人成爲一體
[00:16:23.000 --> 00:16:24.000]  骨中的骨
[00:16:24.000 --> 00:16:25.000]  肉中的肉
[00:16:25.000 --> 00:16:27.000]  是看內在的
[00:16:27.000 --> 00:16:28.000]  不是外在的東西
[00:16:28.000 --> 00:16:30.000]  但現在該人
[00:16:30.000 --> 00:16:31.000]  他娶妻的時間
[00:16:31.000 --> 00:16:33.000]  是看外在的
[00:16:33.000 --> 00:16:36.000]  是眼目要得到滿足
[00:16:36.000 --> 00:16:39.000]  而不是裏面的心靈的方面
[00:16:39.000 --> 00:16:41.000]  那種愛
[00:16:41.000 --> 00:16:43.000]  愛是付出的
[00:16:43.000 --> 00:16:46.000]  是以對方爲焦點的
[00:16:46.000 --> 00:16:48.000]  喜歡是慾望
[00:16:48.000 --> 00:16:51.000]  是以自己爲焦點的
[00:16:51.000 --> 00:16:52.000]  因爲這個緣故
[00:16:52.000 --> 00:16:53.000]  我們就看見
[00:16:53.000 --> 00:16:55.000]  慢慢這個婚姻改變了
[00:16:55.000 --> 00:16:57.000]  那種觀念改變了
[00:16:57.000 --> 00:16:59.000]  不光如此
[00:16:59.000 --> 00:17:00.000]  我們再來看看
[00:17:00.000 --> 00:17:02.000]  第二個妻子的名字
[00:17:02.000 --> 00:17:04.000]  第二個妻子的名字叫什麼
[00:17:04.000 --> 00:17:06.000]  希臘
[00:17:06.000 --> 00:17:08.000]  在希伯來文叫希臘
[00:17:08.000 --> 00:17:10.000]  那希臘這個字
[00:17:10.000 --> 00:17:14.000]  就是韓美的聲音
[00:17:14.000 --> 00:17:15.000]  就是聲音
[00:17:15.000 --> 00:17:17.000]  阿拉伯文在這個方面來講
[00:17:17.000 --> 00:17:18.000]  就是說
[00:17:18.000 --> 00:17:19.000]  唱歌
[00:17:19.000 --> 00:17:23.000]  唱得好像曲了一樣
[00:17:23.000 --> 00:17:25.000]  我不知道各位
[00:17:25.000 --> 00:17:27.000]  有沒有想象
[00:17:27.000 --> 00:17:30.000]  原來這個丈夫娶妻的時間
[00:17:30.000 --> 00:17:33.000]  一個要取悅他的眼目
[00:17:33.000 --> 00:17:36.000]  另外一個要取悅他的耳朵
[00:17:36.000 --> 00:17:37.000]  換句話說
[00:17:37.000 --> 00:17:44.000]  他在家就是要滿足他各樣的慾望
[00:17:44.000 --> 00:17:46.000]  很明顯
[00:17:46.000 --> 00:17:48.000]  他的婚姻觀
[00:17:48.000 --> 00:17:52.000]  不是以對方爲焦點
[00:17:52.000 --> 00:17:54.000]  取悅對方
[00:17:54.000 --> 00:17:56.000]  服侍對方
[00:17:56.000 --> 00:17:59.000]  令到對方歡欣
[00:17:59.000 --> 00:18:01.000]  乃是要取悅自己
[00:18:01.000 --> 00:18:04.000]  你的存在就是令到我歡喜
[00:18:04.000 --> 00:18:05.000]  我們看見今天
[00:18:05.000 --> 00:18:07.000]  我不知道你同不同意
[00:18:07.000 --> 00:18:09.000]  今天的人很多時候
[00:18:09.000 --> 00:18:11.000]  在結婚的時候的考慮
[00:18:11.000 --> 00:18:17.000]  是考慮到自己個人的慾望的
[00:18:17.000 --> 00:18:18.000]  我想問
[00:18:18.000 --> 00:18:20.000]  今天一般人的娶妻
[00:18:20.000 --> 00:18:23.000]  一般人的結婚
[00:18:23.000 --> 00:18:26.000]  會不會考慮對方
[00:18:26.000 --> 00:18:28.000]  做什麼工作
[00:18:28.000 --> 00:18:29.000]  會不會考慮
[00:18:29.000 --> 00:18:31.000]  有多少人認爲人會考慮的
[00:18:31.000 --> 00:18:32.000]  好不好
[00:18:32.000 --> 00:18:33.000]  舉手
[00:18:33.000 --> 00:18:34.000]  會考慮
[00:18:34.000 --> 00:18:35.000]  第二
[00:18:35.000 --> 00:18:37.000]  會不會考慮
[00:18:37.000 --> 00:18:39.000]  對方每個月的收入
[00:18:39.000 --> 00:18:40.000]  多少
[00:18:40.000 --> 00:18:42.000]  會不會考慮
[00:18:42.000 --> 00:18:43.000]  有多少人認爲
[00:18:43.000 --> 00:18:46.000]  一般人結婚
[00:18:46.000 --> 00:18:47.000]  來的去
[00:18:47.000 --> 00:18:49.000]  勿視他的對象的時間
[00:18:49.000 --> 00:18:51.000]  都會考慮對方賺多少錢
[00:18:51.000 --> 00:18:52.000]  一個月的
[00:18:52.000 --> 00:18:53.000]  好吧舉手
[00:18:53.000 --> 00:18:55.000]  有多少人認爲一般人都是這樣子的
[00:18:55.000 --> 00:18:56.000]  好了
[00:18:56.000 --> 00:18:57.000]  第三個方面
[00:18:57.000 --> 00:18:58.000]  會不會考慮
[00:18:58.000 --> 00:19:01.000]  他有沒有房子住的
