
[00:00:00.000 --> 00:00:02.920]  我們在祖裏面,在神的面前一起
[00:02:01.500 --> 00:02:04.220]  裏面講到很多的角色
[00:02:04.220 --> 00:02:06.360]  現在我看下去呢
[00:02:06.360 --> 00:02:09.060]  應該有些人還不止一個角色
[00:02:09.060 --> 00:02:10.800]  你在工作裏面
[00:02:10.800 --> 00:02:13.180]  某個程度講吧,叫僕人,對不對
[00:02:13.180 --> 00:02:15.100]  但是我們現在不會這樣講
[00:02:15.100 --> 00:02:18.520]  你可能是父親,你可能是別人的兒女
[00:02:18.520 --> 00:02:20.040]  很多角色
[00:02:20.040 --> 00:02:24.520]  你做大事的話,人家知道你是誰
[00:02:25.840 --> 00:02:26.840]  但是呢
[00:02:26.840 --> 00:02:31.620]  你做小事的時候,人家看到你是怎樣的人
[00:02:31.620 --> 00:02:37.640]  這裏聖經教導我們是要做一個怎樣的人
[00:02:37.640 --> 00:02:41.040]  人家看什麼叫永生一人呢
[00:02:41.040 --> 00:02:43.040]  你是什麼永生一人,你和我
[00:02:43.040 --> 00:02:47.440]  它是看我們生活上面的一些小事情
[00:02:47.440 --> 00:02:48.840]  你怎麼待他
[00:02:48.840 --> 00:02:52.240]  你怎麼活出一個做人的品格
[00:02:52.240 --> 00:02:54.940]  就是今天這個講道的裏面
[00:02:54.940 --> 00:02:57.040]  這個經文教導我們的
[00:02:57.040 --> 00:03:01.840]  我剛纔問,幹嘛不在教堂呢
[00:03:01.840 --> 00:03:04.040]  三十一樓這裏啊
[00:03:04.040 --> 00:03:06.040]  其實呢
[00:03:06.040 --> 00:03:08.840]  每個禮拜,我相信
[00:03:08.840 --> 00:03:11.040]  就算你等一會兒
[00:03:11.040 --> 00:03:13.340]  廣東話堂你也在
[00:03:13.340 --> 00:03:15.840]  你加起來兩個多小時
[00:03:15.840 --> 00:03:17.840]  那可以
[00:03:17.840 --> 00:03:19.340]  其實可以
[00:03:19.340 --> 00:03:21.840]  裝出來的
[00:03:22.340 --> 00:03:23.940]  我們坦白講,對不對
[00:03:23.940 --> 00:03:25.340]  人可以裝的
[00:03:25.340 --> 00:03:27.340]  聽懂應該好了
[00:03:27.340 --> 00:03:29.540]  女士們
[00:03:29.540 --> 00:03:31.240]  就化妝
[00:03:31.240 --> 00:03:34.340]  我們基督徒很多人僞裝
[00:03:34.340 --> 00:03:35.740]  你聽不懂就算了
[00:03:35.740 --> 00:03:36.740]  就裝出來
[00:03:36.740 --> 00:03:39.140]  兩個多小時,我可以很大聲唱
[00:03:39.140 --> 00:03:41.640]  哦主啊,我爲你獻上
[00:03:41.640 --> 00:03:43.740]  可以做得很好,對不對
[00:03:43.740 --> 00:03:46.140]  但是呢,我可以在家裏面
[00:03:46.140 --> 00:03:49.140]  就是全軍覆沒
[00:03:49.140 --> 00:03:51.540]  那如果全軍覆沒來到這裏
[00:03:51.540 --> 00:03:53.340]  我還可以繼續講道
[00:03:53.340 --> 00:03:54.640]  那我這個講道呢
[00:03:54.640 --> 00:03:57.640]  就是一個穿着西服的
[00:03:57.640 --> 00:04:00.340]  瘦,坦白一點
[00:04:00.340 --> 00:04:02.640]  瘦,瘦啊,動物
[00:04:02.640 --> 00:04:04.140]  所以呢
[00:04:04.140 --> 00:04:06.840]  我們要做裏外裏面一樣的人
[00:04:06.840 --> 00:04:09.540]  你看,以下這一家人
[00:04:09.540 --> 00:04:11.240]  你可能認識吧
[00:04:11.240 --> 00:04:13.040]  我們看一下就應該
[00:04:13.040 --> 00:04:15.840]  和我都是差不多年紀的人
[00:04:15.840 --> 00:04:19.240]  這一家
[00:04:19.240 --> 00:04:20.840]  這套戲有沒有看過
[00:04:21.540 --> 00:04:22.840]  我不寫他名字
[00:04:22.840 --> 00:04:23.940]  我知道你知道了
[00:04:23.940 --> 00:04:25.140]  小丸子
[00:04:25.140 --> 00:04:27.440]  這一家人很多人住在一起
[00:04:27.440 --> 00:04:28.940]  有老有少
[00:04:28.940 --> 00:04:30.640]  這個在聖經裏面的世界呢
[00:04:30.640 --> 00:04:33.440]  很像我們以前中國
[00:04:33.440 --> 00:04:36.640]  我們是全部是老少的住在一起的
[00:04:36.640 --> 00:04:37.640]  是吧
[00:04:37.640 --> 00:04:38.740]  他香港特別一點
[00:04:38.740 --> 00:04:41.240]  就是把他分了很小的小家庭
[00:04:41.240 --> 00:04:42.440]  但是我估計啊
[00:04:42.440 --> 00:04:43.840]  我講預言
[00:04:43.840 --> 00:04:46.840]  將來可能老的少又要再住在一起了
[00:04:46.840 --> 00:04:48.640]  因爲這樓房太貴了
[00:04:48.640 --> 00:04:50.640]  很多年輕人買不起了
[00:04:50.640 --> 00:04:52.440]  住在一起很麻煩
[00:04:52.440 --> 00:04:54.440]  人很麻煩對不對
[00:04:54.440 --> 00:04:56.040]  那在這個家
[00:04:56.040 --> 00:04:57.440]  賓果話系
[00:04:57.440 --> 00:04:59.940]  你說你小丸子的家誰
[00:04:59.940 --> 00:05:01.340]  有個女的
[00:05:01.340 --> 00:05:02.540]  做東西最多
[00:05:02.540 --> 00:05:04.340]  但是她講的話也最多
[00:05:04.340 --> 00:05:06.740]  權在她裏面
[00:05:06.740 --> 00:05:08.740]  在家裏面
[00:05:08.740 --> 00:05:10.540]  誰做主
[00:05:10.540 --> 00:05:12.540]  誰用權
[00:05:12.540 --> 00:05:15.840]  誰可以控制全家人
[00:05:15.840 --> 00:05:19.240]  其實每個人考驗就在生活裏面點點滴滴
[00:05:19.240 --> 00:05:21.640]  特別是在家裏面
[00:05:21.640 --> 00:05:25.440]  原形畢露
[00:05:25.440 --> 00:05:27.340]  我先講第一個
[00:05:27.340 --> 00:05:28.840]  妻子丈夫
[00:05:28.840 --> 00:05:30.840]  我看一下下有可能是有的
[00:05:30.840 --> 00:05:32.340]  男的做丈夫的
[00:05:32.340 --> 00:05:34.440]  也有妻子在裏面
[00:05:34.440 --> 00:05:36.840]  而在妻子和丈夫做什麼呢
[00:05:36.840 --> 00:05:39.340]  經文裏面講
[00:05:39.340 --> 00:05:40.840]  妻子呢
[00:05:40.840 --> 00:05:42.940]  先講妻子你看看
[00:05:42.940 --> 00:05:44.140]  你發現很多
[00:05:44.140 --> 00:05:45.840]  然後呢
[00:05:45.840 --> 00:05:47.940]  後來就講兒女
[00:05:47.940 --> 00:05:49.840]  再後來講僕人
[00:05:49.840 --> 00:05:54.240]  你看見他這條是先講一個比較
[00:05:54.240 --> 00:05:56.440]  你填充是填什麼
[00:05:56.440 --> 00:05:58.040]  弱勢的一方
[00:05:58.040 --> 00:05:59.740]  我說弱勢在以前
[00:05:59.740 --> 00:06:00.740]  聖經時代的時候
[00:06:00.740 --> 00:06:03.440]  這三方面都是沒有權的人
[00:06:03.440 --> 00:06:04.340]  妻子
[00:06:04.340 --> 00:06:04.840]  兒女
[00:06:04.840 --> 00:06:05.540]  僕人
[00:06:05.540 --> 00:06:07.740]  是不好聽的
[00:06:07.740 --> 00:06:08.440]  禍
[00:06:08.440 --> 00:06:10.240]  惡
[00:06:10.240 --> 00:06:11.140]  甚至說
[00:06:11.140 --> 00:06:11.940]  我要叫你死
[00:06:11.940 --> 00:06:14.040]  你要死
[00:06:14.040 --> 00:06:15.240]  就是這些人
[00:06:15.240 --> 00:06:18.440]  然後保羅把弱勢抬起來
[00:06:18.440 --> 00:06:20.440]  他先跟弱勢講
[00:06:20.440 --> 00:06:21.740]  妻子啊
[00:06:21.740 --> 00:06:23.040]  妻子順服丈夫
[00:06:23.040 --> 00:06:23.740]  他說
[00:06:23.740 --> 00:06:24.540]  在那個時候
[00:06:24.540 --> 00:06:25.340]  他說
[00:06:25.340 --> 00:06:26.740]  那個時候
[00:06:26.740 --> 00:06:28.140]  你可以知道了
[00:06:28.140 --> 00:06:30.040]  聖經是讀出來的
[00:06:30.040 --> 00:06:31.440]  那個時候
[00:06:31.440 --> 00:06:32.940]  哥倫西書第三章
[00:06:32.940 --> 00:06:33.840]  讀出來的時候
[00:06:33.840 --> 00:06:34.940]  人家聽到的
[00:06:34.940 --> 00:06:36.040]  妻子啊
[00:06:36.040 --> 00:06:38.240]  順服丈夫
[00:06:38.240 --> 00:06:39.540]  然後那些妻子說
[00:06:39.540 --> 00:06:40.840]  廢話
[00:06:40.840 --> 00:06:42.040]  因爲那個時候
[00:06:42.040 --> 00:06:44.740]  妻子就要順服丈夫
[00:06:44.740 --> 00:06:46.640]  不用教導都知道
[00:06:46.640 --> 00:06:48.440]  因爲他全部都靠她的
[00:06:48.440 --> 00:06:49.440]  但是現在不同了
[00:06:49.440 --> 00:06:51.640]  我現在看到這裏
[00:06:51.640 --> 00:06:53.240]  這裏是商業的地方
[00:06:53.240 --> 00:06:55.440]  你看這個挺漂亮
[00:06:55.440 --> 00:06:59.040]  裏面有很多很厲害的女士
[00:06:59.040 --> 00:07:00.040]  她說
[00:07:00.040 --> 00:07:01.740]  聽這句話有點不舒服的
[00:07:01.740 --> 00:07:03.440]  現代人
[00:07:03.440 --> 00:07:06.340]  我的工資比我丈夫高
[00:07:06.340 --> 00:07:08.340]  我比他成功
[00:07:08.340 --> 00:07:11.040]  我幹嘛要順服他
[00:07:11.040 --> 00:07:13.040]  真的有人這樣想的
[00:07:13.040 --> 00:07:14.140]  所以我有一個朋友
[00:07:14.140 --> 00:07:18.040]  以下這個朋友
[00:07:18.040 --> 00:07:18.940]  你看看第一個
[00:07:18.940 --> 00:07:22.140]  妻子和丈夫
[00:07:22.140 --> 00:07:24.640]  做妻子的要順服丈夫
[00:07:24.640 --> 00:07:27.640]  主裏面是合一的
[00:07:27.640 --> 00:07:31.540]  但是他們兩個都姓主
[00:07:31.540 --> 00:07:32.840]  牧師家庭
[00:07:32.840 --> 00:07:34.940]  兩個都是博士
[00:07:34.940 --> 00:07:38.940]  兩個都是博士是很麻煩
[00:07:38.940 --> 00:07:40.940]  大家都拿着自己的權利
[00:07:40.940 --> 00:07:42.440]  我幹嘛要順服你
[00:07:42.440 --> 00:07:45.140]  你哪樣比我好
[00:07:45.140 --> 00:07:49.040]  但是這個聖經教導不是過時的
[00:07:49.040 --> 00:07:50.640]  這是真理的教導
[00:07:50.640 --> 00:07:51.640]  妻子
[00:07:51.640 --> 00:07:53.140]  你要順服丈夫
[00:07:53.140 --> 00:07:54.540]  幹嘛
[00:07:54.540 --> 00:07:55.940]  這是主定的
[00:07:55.940 --> 00:08:00.040]  好像順服神主一樣
[00:08:00.040 --> 00:08:01.240]  這是神講的話
[00:08:01.240 --> 00:08:04.640]  你因爲順服他 神
[00:08:04.640 --> 00:08:07.540]  我們主耶穌來順服你的丈夫
[00:08:07.540 --> 00:08:09.240]  當然我們就明白了
[00:08:09.240 --> 00:08:11.740]  我不是說隨意地聽他的
[00:08:11.740 --> 00:08:13.440]  我們認識的這些婦女
[00:08:13.440 --> 00:08:14.740]  她有太太 姓主的
[00:08:14.740 --> 00:08:16.340]  我們的姊妹
[00:08:16.340 --> 00:08:18.940]  她丈夫叫她買馬
[00:08:18.940 --> 00:08:19.840]  聽懂了
[00:08:19.840 --> 00:08:20.440]  去賭博
[00:08:20.440 --> 00:08:22.440]  你知道這些肯定你不會聽的
[00:08:22.440 --> 00:08:26.240]  我們說是順服在主裏面的順服
[00:08:26.240 --> 00:08:28.940]  那你說很不公平
[00:08:28.940 --> 00:08:30.540]  有沒有覺得很不公平
[00:08:30.540 --> 00:08:31.840]  男士是頭
[00:08:31.840 --> 00:08:34.940]  然後你全部要聽他的
[00:08:34.940 --> 00:08:36.040]  很公平的
[00:08:36.040 --> 00:08:40.440]  然後丈夫怎麼樣呢
[00:08:40.440 --> 00:08:42.240]  丈夫要愛妻子
[00:08:42.240 --> 00:08:43.640]  請問
[00:08:43.640 --> 00:08:47.540]  神要求丈夫要求高
[00:08:47.540 --> 00:08:50.840]  還是妻子的要求高
[00:08:50.840 --> 00:08:53.640]  哪個要高
[00:08:53.640 --> 00:08:57.940]  順服高還是愛比較難做
[00:08:57.940 --> 00:08:59.140]  愛
[00:08:59.140 --> 00:09:00.040]  如果在這裏面
[00:09:00.040 --> 00:09:01.440]  你這個希臘世界
[00:09:01.440 --> 00:09:03.340]  這個希臘文的世界裏面
[00:09:03.340 --> 00:09:05.840]  這個愛這是最高的愛
[00:09:05.840 --> 00:09:07.840]  愛加倍
[00:09:07.840 --> 00:09:09.440]  就是說犧牲的愛
[00:09:09.440 --> 00:09:11.340]  不是其他的愛
[00:09:11.340 --> 00:09:13.940]  因爲在聖經世界裏面
[00:09:13.940 --> 00:09:15.140]  有很多講愛的
[00:09:15.140 --> 00:09:18.140]  但是這個字這個愛是最高的
[00:09:18.140 --> 00:09:20.640]  不是友誼
[00:09:20.640 --> 00:09:21.740]  做朋友的那些愛
[00:09:21.740 --> 00:09:22.240]  不是
[00:09:22.240 --> 00:09:23.440]  也不是家人
[00:09:23.440 --> 00:09:24.340]  是犧牲的愛
[00:09:24.340 --> 00:09:27.240]  就是耶穌基督上師講的那個愛
[00:09:27.240 --> 00:09:30.840]  是不是很難做
[00:09:30.840 --> 00:09:32.040]  這個順服裏面
[00:09:32.040 --> 00:09:34.040]  我們順服她一下吧
[00:09:34.040 --> 00:09:36.540]  因爲丈夫要愛她
[00:09:36.540 --> 00:09:38.440]  好像愛基督一樣
[00:09:38.440 --> 00:09:39.840]  這個愛很難做
[00:09:39.840 --> 00:09:41.340]  對不對
[00:09:41.340 --> 00:09:43.840]  丈夫聽到就這麼不公平
[00:09:43.840 --> 00:09:45.840]  對我們要求這麼高
[00:09:45.840 --> 00:09:46.640]  犧牲啊
[00:09:46.640 --> 00:09:48.640]  爲太太犧牲啊
[00:09:48.640 --> 00:09:49.640]  那希臘格言
[00:09:49.640 --> 00:09:50.540]  我專門去查了
[00:09:50.540 --> 00:09:51.940]  原來希臘格言有這句
[00:09:51.940 --> 00:09:53.440]  我們經常講這句話
[00:09:53.440 --> 00:09:54.140]  好好好
[00:09:54.140 --> 00:09:55.840]  丈夫你做頭吧
[00:09:55.840 --> 00:09:59.540]  我就做你的脖子
[00:09:59.540 --> 00:10:00.240]  因爲女的
[00:10:00.240 --> 00:10:01.740]  我說我做你的脖子
[00:10:01.740 --> 00:10:03.340]  因爲我在控制你
[00:10:03.340 --> 00:10:04.140]  有沒有這句話
[00:10:04.140 --> 00:10:05.740]  有沒有聽過
[00:10:05.740 --> 00:10:07.240]  我們經常在裏面講的
[00:10:07.240 --> 00:10:09.840]  因爲我們教會里面太太比較多
[00:10:09.840 --> 00:10:10.940]  我經常聽這個
[00:10:10.940 --> 00:10:14.140]  我曾經在婦女小組裏面服侍
[00:10:14.140 --> 00:10:15.440]  所以我聽很多婦女的
[00:10:15.440 --> 00:10:16.040]  我說好好好
[00:10:16.040 --> 00:10:17.240]  你是脖子我是頭
[00:10:17.240 --> 00:10:18.940]  這樣你控制我
[00:10:18.940 --> 00:10:20.040]  這時候家裏面
[00:10:20.040 --> 00:10:22.240]  我也是別人的丈夫
[00:10:22.240 --> 00:10:23.840]  好了
[00:10:23.840 --> 00:10:26.240]  希臘格言真的有這句話
[00:10:26.240 --> 00:10:27.840]  因爲也合聖經
[00:10:27.840 --> 00:10:30.740]  聖經因爲我們家在一起
[00:10:30.740 --> 00:10:32.740]  妻子和丈夫家在一起
[00:10:32.740 --> 00:10:33.940]  就一個身體
[00:10:33.940 --> 00:10:35.540]  那全部都是同一個身體
[00:10:35.540 --> 00:10:37.240]  也可能嘛
[00:10:37.240 --> 00:10:38.940]  妻子在這個身體裏面
[00:10:38.940 --> 00:10:39.940]  合理合理
[00:10:39.940 --> 00:10:41.340]  也合聖經
[00:10:41.340 --> 00:10:42.040]  這樣
[00:10:42.040 --> 00:10:44.240]  那誰在控制誰
[00:10:44.240 --> 00:10:45.440]  全部都沒有
[00:10:45.440 --> 00:10:47.440]  愛裏面有沒有順服的
[00:10:47.440 --> 00:10:48.340]  丈夫的愛裏面
[00:10:48.340 --> 00:10:50.140]  應該有沒有順服
[00:10:50.140 --> 00:10:51.740]  包括在裏面
[00:10:51.740 --> 00:10:54.740]  所以要求丈夫更高
[00:10:54.740 --> 00:10:56.740]  因爲他是頭
[00:10:56.740 --> 00:10:57.640]  好像做
[00:10:57.640 --> 00:10:59.340]  因爲他代表基督
[00:10:59.340 --> 00:11:01.140]  在家裏面
[00:11:01.140 --> 00:11:02.240]  那就說
[00:11:02.240 --> 00:11:04.240]  其實我發現一個真理
[00:11:04.240 --> 00:11:05.740]  或者經驗
[00:11:05.740 --> 00:11:07.140]  做丈夫的
[00:11:07.140 --> 00:11:08.440]  其實很容易做的
[00:11:08.440 --> 00:11:10.040]  雖然說愛太太
[00:11:10.040 --> 00:11:12.140]  太太的要求其實很低的
[00:11:12.140 --> 00:11:13.240]  你同意嗎
[00:11:13.240 --> 00:11:15.540]  她只要每一天
[00:11:15.540 --> 00:11:16.640]  你愛我嗎
[00:11:16.640 --> 00:11:18.340]  每天就講這三句話
[00:11:18.340 --> 00:11:19.340]  三個字
[00:11:19.340 --> 00:11:20.140]  就三句
[00:11:20.140 --> 00:11:21.640]  因爲三次一樣
[00:11:21.640 --> 00:11:22.740]  你愛我嗎
[00:11:22.740 --> 00:11:23.540]  很簡單
[00:11:23.540 --> 00:11:24.440]  你可以回答
[00:11:24.440 --> 00:11:25.640]  我愛你就夠了
[00:11:25.640 --> 00:11:26.940]  他就很甜了
[00:11:26.940 --> 00:11:28.940]  或者說
[00:11:28.940 --> 00:11:31.540]  我太太給我這個
[00:11:31.540 --> 00:11:32.840]  要求就比較高一點
[00:11:32.840 --> 00:11:34.640]  她經常問我
[00:11:34.640 --> 00:11:35.440]  你有沒有發現
[00:11:35.440 --> 00:11:38.040]  我今天有什麼不同
[00:11:38.040 --> 00:11:39.140]  我說沒有不同
[00:11:39.140 --> 00:11:41.340]  那就
[00:11:41.340 --> 00:11:42.640]  我保證你會死
[00:11:42.640 --> 00:11:44.540]  這樣
[00:11:44.540 --> 00:11:46.040]  送花呢
[00:11:46.040 --> 00:11:47.040]  送花
[00:11:47.040 --> 00:11:48.440]  只是送花就可以了
[00:11:48.440 --> 00:11:50.940]  送花就不要送一枝
[00:11:50.940 --> 00:11:52.440]  我曾經送過一枝
[00:11:52.440 --> 00:11:54.240]  有十幾年受苦
[00:11:54.240 --> 00:11:55.340]  不要送一枝
[00:11:55.340 --> 00:11:56.340]  要送十一枝
[00:11:56.340 --> 00:11:57.040]  對不對
[00:11:57.040 --> 00:11:58.540]  那十一好
[00:11:58.540 --> 00:11:59.940]  以前我們是十二的
[00:11:59.940 --> 00:12:00.740]  我後來
[00:12:00.740 --> 00:12:02.340]  現在這幾年好像
[00:12:02.340 --> 00:12:03.440]  好像就說十一枝
[00:12:03.440 --> 00:12:04.940]  十一枝玫瑰花
[00:12:04.940 --> 00:12:06.640]  不用九百九十九
[00:12:06.640 --> 00:12:07.840]  九朵玫瑰
[00:12:07.840 --> 00:12:08.740]  十一枝就夠了
[00:12:08.740 --> 00:12:09.940]  可能不算猶大
[00:12:09.940 --> 00:12:10.640]  十二嘛
[00:12:10.640 --> 00:12:12.440]  那這個十一枝
[00:12:12.440 --> 00:12:14.840]  我有一個牧師叫做梁永善牧師
[00:12:14.840 --> 00:12:15.540]  他說
[00:12:15.540 --> 00:12:18.140]  這很容易的
[00:12:18.140 --> 00:12:19.840]  十一枝哪裏去找呢
[00:12:19.840 --> 00:12:20.940]  他說你去
[00:12:20.940 --> 00:12:23.340]  某些時間去墳墓沒有人的時候
[00:12:23.340 --> 00:12:25.540]  因爲沒有人知道的來源
[00:12:25.540 --> 00:12:26.640]  他只能看到十一枝花
[00:12:26.640 --> 00:12:27.840]  哇很漂亮
[00:12:27.840 --> 00:12:28.840]  就這樣
[00:12:28.840 --> 00:12:30.640]  所以其實也不難的
[00:12:30.640 --> 00:12:31.840]  用嫉妒愛
[00:12:31.840 --> 00:12:32.940]  我是開玩笑在講
[00:12:32.940 --> 00:12:35.440]  但是就是愛妻子用
[00:12:35.440 --> 00:12:38.140]  但是這句話在那個時候
[00:12:38.140 --> 00:12:40.340]  人家會反彈了
[00:12:40.340 --> 00:12:42.540]  真理這個真的很厲害
[00:12:42.540 --> 00:12:43.640]  很有力量
[00:12:43.640 --> 00:12:45.440]  因爲那個時候的男人
[00:12:45.440 --> 00:12:47.140]  從來不會這樣想
[00:12:47.140 --> 00:12:50.440]  哪裏會愛妻子
[00:12:50.440 --> 00:12:53.040]  他們聽下去很不舒服的
[00:12:53.040 --> 00:12:56.540]  所以這個是識破天經的挑戰
[00:12:56.540 --> 00:13:00.940]  在基督教會里面就是要這樣
[00:13:00.940 --> 00:13:05.140]  那個時候妻子如果煮菜
[00:13:05.140 --> 00:13:07.140]  多下一點鹽
[00:13:07.140 --> 00:13:09.140]  在律法裏面就可以
[00:13:09.140 --> 00:13:10.140]  休妻了
[00:13:10.140 --> 00:13:11.540]  離婚了
[00:13:11.540 --> 00:13:13.940]  你說多不公平
[00:13:13.940 --> 00:13:16.740]  所以如果那個時候
[00:13:16.740 --> 00:13:18.640]  或者現在都是一樣
[00:13:18.640 --> 00:13:21.440]  太太發現她的丈夫
[00:13:21.440 --> 00:13:23.140]  在一個迪士尼裏面
[00:13:23.140 --> 00:13:25.940]  計程車裏面跟人親嘴
[00:13:25.940 --> 00:13:28.640]  也不能離婚
[00:13:28.640 --> 00:13:30.340]  很不公平的
[00:13:30.340 --> 00:13:37.140]  但是丈夫愛妻子也很容易
[00:13:37.140 --> 00:13:39.340]  妻子順服丈夫
[00:13:39.340 --> 00:13:41.140]  丈夫愛妻子
[00:13:41.140 --> 00:13:42.640]  這是真理
[00:13:42.640 --> 00:13:45.240]  這是神祝福家庭夫妻的
[00:13:45.240 --> 00:13:46.440]  第一個真理
[00:13:46.440 --> 00:13:49.140]  第二
[00:13:49.140 --> 00:13:52.040]  兒女和父親
[00:13:52.040 --> 00:13:53.040]  你有發現
[00:13:53.040 --> 00:13:56.040]  在經文裏面沒有講
[00:13:56.040 --> 00:13:57.040]  二十一節說
[00:13:57.040 --> 00:13:59.040]  你們做父親的
[00:13:59.040 --> 00:14:01.840]  不要惹兒女的氣
[00:14:01.840 --> 00:14:03.240]  有沒有想過
[00:14:03.240 --> 00:14:04.540]  你們要幹嗎
[00:14:04.540 --> 00:14:06.640]  不是說你們做母親的
[00:14:06.640 --> 00:14:09.740]  不要惹子女的氣
[00:14:09.740 --> 00:14:10.940]  不講母親
[00:14:10.940 --> 00:14:13.940]  這個時候講父親
[00:14:13.940 --> 00:14:16.040]  我們先講兒女
[00:14:16.040 --> 00:14:17.640]  兒女若是離一方
[00:14:17.640 --> 00:14:19.240]  你要凡事聽從父母
[00:14:19.240 --> 00:14:20.240]  也是一樣
[00:14:20.240 --> 00:14:21.640]  祖裏面聽從
[00:14:21.640 --> 00:14:24.640]  因爲這是祖喜悅的
[00:14:24.640 --> 00:14:27.140]  我們這裏比較少兒女
[00:14:27.140 --> 00:14:28.540]  可能青少年那邊
[00:14:28.540 --> 00:14:30.840]  我們教會里面有青少年
[00:14:30.840 --> 00:14:32.340]  我就會向青少年講
[00:14:32.340 --> 00:14:34.240]  我跟他們講過
[00:14:34.240 --> 00:14:36.140]  有沒有覺得你的父母很煩
[00:14:36.140 --> 00:14:37.340]  對啊
[00:14:37.340 --> 00:14:41.540]  囉囉嗦嗦對不對
[00:14:41.540 --> 00:14:43.440]  我有時候
[00:14:43.440 --> 00:14:47.040]  我們護養一些抗疫的家庭裏面
[00:14:47.040 --> 00:14:49.940]  他的父親母親老了
[00:14:49.940 --> 00:14:52.940]  我感覺上他們嫌棄他們
[00:14:52.940 --> 00:14:57.540]  他們覺得父親父母好像很麻煩
[00:14:57.540 --> 00:14:58.940]  因爲老了
[00:14:58.940 --> 00:15:01.140]  什麼都要他照顧
[00:15:01.140 --> 00:15:02.540]  我看他臉色裏面
[00:15:02.540 --> 00:15:03.740]  我知道了
[00:15:03.740 --> 00:15:05.440]  我跟他們講
[00:15:05.440 --> 00:15:07.040]  你想想以前
[00:15:07.040 --> 00:15:09.240]  當你不懂喝奶的時候
[00:15:09.240 --> 00:15:10.940]  你BB的時候
[00:15:10.940 --> 00:15:12.640]  你的父母在做什麼
[00:15:12.640 --> 00:15:15.440]  他沒睡覺來照顧你
[00:15:15.440 --> 00:15:17.540]  今天你大了
[00:15:17.540 --> 00:15:18.640]  你有錢了
[00:15:18.640 --> 00:15:20.140]  父母老了
[00:15:20.140 --> 00:15:22.040]  你就嫌棄他
[00:15:22.040 --> 00:15:24.740]  所以我們這句話就是這個背景
[00:15:24.740 --> 00:15:25.640]  做兒女的
[00:15:25.640 --> 00:15:27.240]  你要凡事聽從父母
[00:15:27.240 --> 00:15:29.840]  特別以弗所書還在補充
[00:15:29.840 --> 00:15:34.840]  以弗所書和哥勒西書是姊妹
[00:15:34.840 --> 00:15:39.040]  我們很相信兩封信是同一時間送過去那個地區的
