
[00:00:00.000 --> 00:00:10.000]  聖經上說 一個人在得救 天上的天使 天君都要歡呼
[00:02:10.000 --> 00:02:15.000]  上個禮拜我們講的說要靠這個喜樂的緣由
[00:02:15.000 --> 00:02:17.000]  保羅的喜樂的緣由是什麼
[00:02:17.000 --> 00:02:18.000]  再複習一下
[00:02:18.000 --> 00:02:21.000]  保羅喜樂的緣由是什麼
[00:02:21.000 --> 00:02:22.000]  上禮拜的
[00:02:22.000 --> 00:02:26.000]  一個禮拜之後不知道是不是又還給牧師了
[00:02:26.000 --> 00:02:31.000]  來問一下你旁邊兩個人這個稍微彼此提醒一下
[00:02:31.000 --> 00:02:32.000]  也許他記得你不記得
[00:02:32.000 --> 00:02:34.000]  也許你記得他不記得
[00:02:34.000 --> 00:02:36.000]  來上禮拜我們講喜樂的緣由
[00:02:36.000 --> 00:02:37.000]  最重要最重要
[00:02:37.000 --> 00:02:41.000]  保羅在這裡提到說他喜樂的兩點
[00:02:41.000 --> 00:02:45.000]  都給你提出來了
[00:02:45.000 --> 00:02:48.000]  第一個就是為基督而歡喜
[00:02:48.000 --> 00:02:49.000]  親愛的牛仔妹
[00:02:49.000 --> 00:02:51.000]  第二個呢
[00:02:51.000 --> 00:02:55.000]  為什麼
[00:02:55.000 --> 00:02:56.000]  為了信徒
[00:02:56.000 --> 00:02:59.000]  他為了他所服侍他牧養的
[00:02:59.000 --> 00:03:01.000]  他所傳福音的這些人
[00:03:01.000 --> 00:03:03.000]  為他們來喜樂
[00:03:03.000 --> 00:03:04.000]  親愛的牛仔妹
[00:03:04.000 --> 00:03:07.000]  所以菲律賓的教會
[00:03:07.000 --> 00:03:10.000]  是保羅喜樂的一個教會
[00:03:10.000 --> 00:03:11.000]  當他講完這個之後
[00:03:11.000 --> 00:03:13.000]  接著十九節他就講
[00:03:13.000 --> 00:03:18.000]  他說我靠主耶穌指望打發提摩太去見你們
[00:03:18.000 --> 00:03:20.000]  叫我知道你們的事
[00:03:20.000 --> 00:03:24.000]  心裡就得著安慰
[00:03:24.000 --> 00:03:26.000]  從治理行間
[00:03:26.000 --> 00:03:28.000]  你可以看見
[00:03:28.000 --> 00:03:30.000]  保羅在這個地方
[00:03:30.000 --> 00:03:33.000]  他何等的關心菲律賓的教會
[00:03:33.000 --> 00:03:35.000]  請問保羅現在在哪裡
[00:03:35.000 --> 00:03:36.000]  當他寫這個書信的時候
[00:03:36.000 --> 00:03:38.000]  他在哪裡
[00:03:38.000 --> 00:03:39.000]  在哪裡
[00:03:39.000 --> 00:03:40.000]  在監獄
[00:03:40.000 --> 00:03:42.000]  請問如果你在監獄
[00:03:42.000 --> 00:03:47.000]  你關心的是什麼
[00:03:47.000 --> 00:03:50.000]  你關心林良堂如何
[00:03:50.000 --> 00:03:55.000]  你關心葛慕斯如何
[00:03:55.000 --> 00:03:57.000]  你可能被關監獄的時候
[00:03:57.000 --> 00:03:58.000]  你關心的只是想說
[00:03:58.000 --> 00:04:01.000]  我怎麼樣能夠趕快被放出來
[00:04:01.000 --> 00:04:02.000]  你可能想的是說
[00:04:02.000 --> 00:04:05.000]  多多禱告多多禱告多多關心我
[00:04:05.000 --> 00:04:07.000]  想辦法去找這個市議員
[00:04:07.000 --> 00:04:08.000]  想辦法去找
[00:04:08.000 --> 00:04:09.000]  最好去找川普
[00:04:09.000 --> 00:04:13.000]  不 找拜登
[00:04:13.000 --> 00:04:17.000]  我在發預言嗎
[00:04:17.000 --> 00:04:18.000]  保羅關心
[00:04:18.000 --> 00:04:21.000]  他說我打發提摩太去見你們
[00:04:21.000 --> 00:04:23.000]  叫我知道你們的事
[00:04:23.000 --> 00:04:25.000]  叫我知道你們的事
[00:04:25.000 --> 00:04:27.000]  誰的事呢
[00:04:27.000 --> 00:04:30.000]  就是菲律賓弟兄姊妹的事情
[00:04:30.000 --> 00:04:33.000]  他關心弟兄姊妹的事情
[00:04:33.000 --> 00:04:35.000]  他說叫我知道你們的事
[00:04:35.000 --> 00:04:40.000]  心裡就得著安慰
[00:04:40.000 --> 00:04:44.000]  看到沒有
[00:04:44.000 --> 00:04:46.000]  所以今天我們要講到
[00:04:46.000 --> 00:04:50.000]  保羅打發了一個人叫做提摩太
[00:04:50.000 --> 00:04:54.000]  這個提摩太是怎麼樣的一個人呢
[00:04:54.000 --> 00:04:56.000]  保羅接著就說了
[00:04:56.000 --> 00:05:01.000]  他說
[00:05:01.000 --> 00:05:02.000]  我們看一下
[00:05:02.000 --> 00:05:07.000]  因為我沒有別人與我同心
[00:05:07.000 --> 00:05:10.000]  實在掛念你們的事
[00:05:10.000 --> 00:05:12.000]  別人都求自己的事
[00:05:12.000 --> 00:05:17.000]  並不求耶穌基督的事
[00:05:17.000 --> 00:05:21.000]  所以保羅他關心菲律賓的教會
[00:05:21.000 --> 00:05:22.000]  然後他說
[00:05:22.000 --> 00:05:25.000]  我很想知道你們的事情
[00:05:25.000 --> 00:05:28.000]  我實在掛念你們的事情
[00:05:28.000 --> 00:05:29.000]  親愛的兄姊妹
[00:05:29.000 --> 00:05:32.000]  保羅在監獄裡面他掛念弟兄姊妹
[00:05:32.000 --> 00:05:33.000]  掛念教會的事情
[00:05:33.000 --> 00:05:36.000]  掛念這些菲律賓的弟兄姊妹
[00:05:36.000 --> 00:05:38.000]  他想他們不知道怎麼樣子了
[00:05:38.000 --> 00:05:41.000]  所以接下來他就說
[00:05:41.000 --> 00:05:43.000]  他打發提摩太
[00:05:43.000 --> 00:05:44.000]  他說
[00:05:44.000 --> 00:05:51.000]  因為沒有別人與我同心
[00:05:51.000 --> 00:05:53.000]  換句話說
[00:05:53.000 --> 00:05:56.000]  保羅在這邊講誰跟他同心
[00:05:56.000 --> 00:06:00.000]  誰
[00:06:00.000 --> 00:06:02.000]  提摩太
[00:06:02.000 --> 00:06:03.000]  所以保羅他說
[00:06:03.000 --> 00:06:06.000]  我打發提摩太去
[00:06:06.000 --> 00:06:07.000]  為什麼呢
[00:06:07.000 --> 00:06:13.000]  因為沒有別人與我同心
[00:06:13.000 --> 00:06:17.000]  提摩太是一個同心的同工
[00:06:17.000 --> 00:06:19.000]  同心這個字
[00:06:19.000 --> 00:06:21.000]  在原文裡面
[00:06:21.000 --> 00:06:24.000]  它是兩個字把它組合成的
[00:06:24.000 --> 00:06:29.000]  一個字就是相等同樣的
[00:06:29.000 --> 00:06:31.000]  另外一個字就是
[00:06:31.000 --> 00:06:34.000]  它可以把它翻成靈魂或者生命
[00:06:34.000 --> 00:06:40.000]  但是這個地方應該是把它翻譯成心思mind
[00:06:40.000 --> 00:06:41.000]  所以保羅在這裡講說
[00:06:41.000 --> 00:06:42.000]  同心就是說
[00:06:42.000 --> 00:06:47.000]  提摩太跟我有同樣的怎麼樣
[00:06:47.000 --> 00:06:52.000]  the same mind
[00:06:52.000 --> 00:06:55.000]  這個字在菲律賓書第一章二十七節
[00:06:55.000 --> 00:06:57.000]  又重新也出現
[00:06:57.000 --> 00:07:00.000]  他說知道你們同有一個怎麼樣
[00:07:00.000 --> 00:07:03.000]  心字
[00:07:03.000 --> 00:07:06.000]  同有一個心字
[00:07:06.000 --> 00:07:08.000]  現在就是說什麼
[00:07:08.000 --> 00:07:13.000]  保羅他有一個同工叫做提摩太
[00:07:13.000 --> 00:07:20.000]  提摩太他跟保羅有同樣的一個心字
[00:07:20.000 --> 00:07:22.000]  現在就是說什麼
[00:07:22.000 --> 00:07:24.000]  同心容不容易
[00:07:24.000 --> 00:07:25.000]  容不容易
[00:07:25.000 --> 00:07:26.000]  我們已經結婚了
[00:07:26.000 --> 00:07:29.000]  請告訴我同心容不容易
[00:07:29.000 --> 00:07:33.000]  不容易
[00:07:33.000 --> 00:07:34.000]  那我請問
[00:07:34.000 --> 00:07:37.000]  你在社會上面工作的
[00:07:37.000 --> 00:07:43.000]  跟你最緊密的work together的那個co-worker
[00:07:43.000 --> 00:07:46.000]  請問
[00:07:46.000 --> 00:07:51.000]  在一起工作容不容易
[00:07:51.000 --> 00:07:54.000]  容不容易
[00:07:54.000 --> 00:07:58.000]  不容易
[00:07:58.000 --> 00:08:01.000]  今天這個世界你看看這樣
[00:08:01.000 --> 00:08:04.000]  真的是很不容易
[00:08:04.000 --> 00:08:06.000]  根據統計
[00:08:06.000 --> 00:08:08.000]  在二零二二年的時候
[00:08:08.000 --> 00:08:10.000]  George Bana
[00:08:10.000 --> 00:08:13.000]  是美國教會增長
[00:08:13.000 --> 00:08:16.000]  這個的一個專門做這個survey的
[00:08:16.000 --> 00:08:19.000]  做研究的一個專家
[00:08:19.000 --> 00:08:22.000]  他做出來的統計
[00:08:22.000 --> 00:08:24.000]  列出了這些的原因
[00:08:24.000 --> 00:08:28.000]  那我就把前面三個跟大家講
[00:08:28.000 --> 00:08:29.000]  第一個
[00:08:29.000 --> 00:08:31.000]  牧師離開工廠的原因是什麼
[00:08:31.000 --> 00:08:34.000]  the number one是什麼
[00:08:34.000 --> 00:08:37.000]  the stress of the job
[00:08:37.000 --> 00:08:40.000]  就是這個工作的
[00:08:40.000 --> 00:08:41.000]  牧師這個工作
[00:08:41.000 --> 00:08:44.000]  這個侍奉的這個什麼
[00:08:44.000 --> 00:08:48.000]  壓力
[00:08:48.000 --> 00:08:51.000]  這個只有做牧師傳達人
[00:08:51.000 --> 00:08:55.000]  才知道我在講什麼
[00:08:55.000 --> 00:08:57.000]  請留意
[00:08:57.000 --> 00:08:58.000]  很多的牧師離開工廠
[00:08:58.000 --> 00:09:01.000]  因為這個工作的壓力太大
[00:09:01.000 --> 00:09:05.000]  第二個原因是什麼
[00:09:05.000 --> 00:09:08.000]  第二個是什麼
[00:09:08.000 --> 00:09:11.000]  第二個是孤單
[00:09:11.000 --> 00:09:18.000]  大概有43%的牧師回答說孤單
[00:09:18.000 --> 00:09:21.000]  lonely
[00:09:21.000 --> 00:09:24.000]  請問孤單代表什麼意思
[00:09:24.000 --> 00:09:28.000]  孤單就像保羅在監獄裡面的那種心情感覺
[00:09:28.000 --> 00:09:33.000]  他說沒有人與我同心
[00:09:33.000 --> 00:09:35.000]  沒有人
[00:09:35.000 --> 00:09:38.000]  我一個人在這裡
[00:09:38.000 --> 00:09:40.000]  牧者孤單
[00:09:40.000 --> 00:09:44.000]  這個是牧者離開工廠的第二個原因
[00:09:44.000 --> 00:09:48.000]  第三個是什麼
[00:09:48.000 --> 00:09:51.000]  這個是只有美國大概比較有的現象
[00:09:51.000 --> 00:09:54.000]  政治的分歧
[00:09:54.000 --> 00:09:56.000]  因為做這個調查的時候
[00:09:56.000 --> 00:09:59.000]  美國為了這些政治的議題
[00:09:59.000 --> 00:10:01.000]  包括COVID
[00:10:01.000 --> 00:10:03.000]  打不打疫苗
[00:10:03.000 --> 00:10:05.000]  有贊成打疫苗的
[00:10:05.000 --> 00:10:07.000]  有不贊成打疫苗的
[00:10:07.000 --> 00:10:12.000]  包括Black Life Matter
[00:10:12.000 --> 00:10:15.000]  黑人命貴
[00:10:15.000 --> 00:10:18.000]  很多這些政治的議題
[00:10:18.000 --> 00:10:19.000]  很多政治的問題
[00:10:19.000 --> 00:10:20.000]  包括墮胎
[00:10:20.000 --> 00:10:22.000]  包括LGBTQ的Movement
[00:10:22.000 --> 00:10:25.000]  很多的這些的政治上面的分歧
[00:10:25.000 --> 00:10:27.000]  使得牧師們在教會裡面
[00:10:27.000 --> 00:10:30.000]  牧會覺得很辛苦
[00:10:30.000 --> 00:10:34.000]  我到底要站在哪一邊
[00:10:34.000 --> 00:10:35.000]  會友當中
[00:10:35.000 --> 00:10:37.000]  可能就分了兩派了
[00:10:37.000 --> 00:10:38.000]  親愛的牧師們
[00:10:38.000 --> 00:10:41.000]  總之你可以看見
[00:10:41.000 --> 00:10:42.000]  不管是孤單
[00:10:42.000 --> 00:10:46.000]  不管是政治的分歧
[00:10:46.000 --> 00:10:50.000]  都表明其實
[00:10:50.000 --> 00:10:54.000]  牧者在教會裡面沒有得到support
[00:10:54.000 --> 00:10:58.000]  分歧是牧者離職
[00:10:58.000 --> 00:11:00.000]  其中一個很重要的原因
[00:11:00.000 --> 00:11:04.000]  我在九八年
[00:11:04.000 --> 00:11:08.000]  寫我的這個博士論文的時候
[00:11:08.000 --> 00:11:10.000]  我研究一個題目叫做
[00:11:10.000 --> 00:11:15.000]  華人跨越文化宣教式的訓練
[00:11:15.000 --> 00:11:16.000]  我記得那時候
[00:11:16.000 --> 00:11:18.000]  我讀到一個資料
[00:11:18.000 --> 00:11:19.000]  他做了一個
[00:11:19.000 --> 00:11:22.000]  對宣教式離職的原因的
[00:11:22.000 --> 00:11:24.000]  做了一個研究
[00:11:24.000 --> 00:11:25.000]  那麼宣教式離職
[00:11:25.000 --> 00:11:26.000]  當然有不同的原因
[00:11:26.000 --> 00:11:28.000]  有的是在工廠
[00:11:28.000 --> 00:11:31.000]  工廠的壓力很大
[00:11:31.000 --> 00:11:33.000]  那種超越文化的壓力
[00:11:33.000 --> 00:11:35.000]  學語言的壓力
[00:11:35.000 --> 00:11:36.000]  各式各樣的
[00:11:36.000 --> 00:11:37.000]  不同的一些的因素
[00:11:37.000 --> 00:11:39.000]  但是其中No.1
[00:11:39.000 --> 00:11:41.000]  宣教式離開工廠
[00:11:41.000 --> 00:11:42.000]  是什麼原因
[00:11:42.000 --> 00:11:49.000]  你知道嗎
[00:11:49.000 --> 00:11:54.000]  同工不合
[00:11:54.000 --> 00:11:56.000]  我在工廠看到過
[00:11:56.000 --> 00:11:58.000]  美國來的宣教式
[00:11:58.000 --> 00:11:59.000]  英國來宣教式
[00:11:59.000 --> 00:12:01.000]  都是很
[00:12:01.000 --> 00:12:02.000]  真是愛主
[00:12:02.000 --> 00:12:04.000]  真是很tough的人
[00:12:04.000 --> 00:12:05.000]  那一個去英國宣教式
[00:12:05.000 --> 00:12:06.000]  我現在還印象
[00:12:06.000 --> 00:12:08.000]  夫婦兩個人沒有孩子
[00:12:08.000 --> 00:12:10.000]  就跑到墨西哥的貧民區
[00:12:10.000 --> 00:12:12.000]  要在貧民區裡面
[00:12:12.000 --> 00:12:14.000]  住在他們中間傳福音
[00:12:14.000 --> 00:12:15.000]  你知道那個貧民區
[00:12:15.000 --> 00:12:16.000]  是怎麼樣子嗎
[00:12:16.000 --> 00:12:19.000]  你的馬桶稍微好一點的馬桶
[00:12:19.000 --> 00:12:23.000]  可能過幾天就被人家偷了
[00:12:23.000 --> 00:12:25.000]  所以你住在那種地方宣教
[00:12:25.000 --> 00:12:26.000]  你隨時隨地
[00:12:26.000 --> 00:12:31.000]  可能你家都被搬空了
[00:12:31.000 --> 00:12:34.000]  但是都是很偉大的宣教式
[00:12:34.000 --> 00:12:36.000]  犧牲奉獻來到宣教工廠
[00:12:36.000 --> 00:12:38.000]  我看到這個美國宣教式
[00:12:38.000 --> 00:12:39.000]  跟英國宣教式
[00:12:39.000 --> 00:12:40.000]  兩個人為了某一件事情
[00:12:40.000 --> 00:12:42.000]  在那邊吵架的時候
[00:12:42.000 --> 00:12:47.000]  我的腦袋裡面還需要翻譯一下
[00:12:47.000 --> 00:12:49.000]  他們講話速度很快
[00:12:49.000 --> 00:12:51.000]  一個是British Irish
[00:12:51.000 --> 00:12:53.000]  另外一個是American English
[00:12:53.000 --> 00:12:54.000]  兩個人講
[00:12:54.000 --> 00:12:55.000]  講到後來我還聽不懂
[00:12:55.000 --> 00:12:57.000]  他們到底在argue什麼
[00:12:57.000 --> 00:12:58.000]  但是我知道
[00:12:58.000 --> 00:13:04.000]  他們的火藥味很大
[00:13:04.000 --> 00:13:07.000]  所以很多的宣教式離職
[00:13:07.000 --> 00:13:08.000]  不是別的
[00:13:08.000 --> 00:13:10.000]  是因為什麼
[00:13:10.000 --> 00:13:15.000]  同工不合
[00:13:15.000 --> 00:13:16.000]  有一個教會
[00:13:16.000 --> 00:13:22.000]  在這個Kentucky
[00:13:22.000 --> 00:13:24.000]  那麼這個教會
[00:13:24.000 --> 00:13:28.000]  在Kentucky的一個縣
[00:13:28.000 --> 00:13:29.000]  他們為了一件
[00:13:29.000 --> 00:13:31.000]  其實講起來
[00:13:31.000 --> 00:13:33.000]  也沒什麼了不起的事情
[00:13:33.000 --> 00:13:35.000]  吵翻天了
[00:13:35.000 --> 00:13:36.000]  為什麼事情呢
[00:13:36.000 --> 00:13:39.000]  他們為了教會的鋼琴吵架
[00:13:39.000 --> 00:13:42.000]  有一派人認為說
[00:13:42.000 --> 00:13:44.000]  這個教會的鋼琴
[00:13:44.000 --> 00:13:48.000]  應該放在講台的中間
[00:13:48.000 --> 00:13:49.000]  另外一派認為說
[00:13:49.000 --> 00:13:51.000]  鋼琴應該放在
[00:13:51.000 --> 00:13:53.000]  我們這邊沒有師班席
[00:13:53.000 --> 00:13:57.000]  師班席的旁邊
[00:13:57.000 --> 00:13:59.000]  就開會的時候
[00:13:59.000 --> 00:14:00.000]  就為了這兩個
[00:14:00.000 --> 00:14:02.000]  到底講台要放
[00:14:02.000 --> 00:14:03.000]  這鋼琴要放哪裡
[00:14:03.000 --> 00:14:05.000]  吵到最後
[00:14:05.000 --> 00:14:06.000]  實在沒有辦法解決
[00:14:06.000 --> 00:14:07.000]  所以他們就請
[00:14:07.000 --> 00:14:09.000]  神學院的教授
[00:14:09.000 --> 00:14:11.000]  來幫他們解決
[00:14:11.000 --> 00:14:12.000]  神學院到了教授
[00:14:12.000 --> 00:14:13.000]  到了他們這個教會之後
[00:14:13.000 --> 00:14:14.000]  替他們調解
[00:14:14.000 --> 00:14:15.000]  兩邊的人
[00:14:15.000 --> 00:14:17.000]  跟他們這樣子問了之後
[00:14:17.000 --> 00:14:18.000]  幫助他們
[00:14:18.000 --> 00:14:21.000]  最後還是無功而退
[00:14:21.000 --> 00:14:25.000]  那麼甚至這個教會
[00:14:25.000 --> 00:14:26.000]  是盡信會
[00:14:26.000 --> 00:14:28.000]  甚至Kentucky的
[00:14:28.000 --> 00:14:30.000]  盡信會聯會
[00:14:30.000 --> 00:14:32.000]  也去考察
[00:14:32.000 --> 00:14:34.000]  希望能夠平息這事
[00:14:34.000 --> 00:14:39.000]  最後也是無功而返
[00:14:39.000 --> 00:14:43.000]  最後教會分裂了
[00:14:43.000 --> 00:14:44.000]  後來這個教會
[00:14:44.000 --> 00:14:49.000]  後來來了一個牧師
[00:14:49.000 --> 00:14:50.000]  他聽說了這件事情
[00:14:50.000 --> 00:14:53.000]  這個教會分裂了
[00:14:53.000 --> 00:14:56.000]  其實這種教會不容易的
[00:14:56.000 --> 00:14:59.000]  等於是有點在收拾善後
[00:14:59.000 --> 00:15:01.000]  所以他就問了
[00:15:01.000 --> 00:15:04.000]  他說教會
[00:15:04.000 --> 00:15:07.000]  當初發起這一個爭論的
[00:15:07.000 --> 00:15:10.000]  發起人是誰
[00:15:10.000 --> 00:15:12.000]  他去的時候
[00:15:12.000 --> 00:15:15.000]  那個發起人已經很老了
[00:15:15.000 --> 00:15:16.000]  那麼他跟他的妹妹
[00:15:16.000 --> 00:15:19.000]  叫做Lucy
[00:15:19.000 --> 00:15:20.000]  如果你叫Lucy
[00:15:20.000 --> 00:15:21.000]  不要對號入座
[00:15:21.000 --> 00:15:23.000]  跟他的妹妹Lucy
[00:15:23.000 --> 00:15:26.000]  一起住在一個小屋的裡面
[00:15:26.000 --> 00:15:27.000]  當這個牧師
[00:15:27.000 --> 00:15:29.000]  去看他的時候
[00:15:29.000 --> 00:15:34.000]  當初發起鬥爭的弟兄
[00:15:34.000 --> 00:15:36.000]  我們就稱他叫做QJ
[00:15:36.000 --> 00:15:39.000]  叫QJ弟兄
[00:15:39.000 --> 00:15:42.000]  這個反應已經很遲緩了
[00:15:42.000 --> 00:15:43.000]  就是講話各方面
[00:15:43.000 --> 00:15:45.000]  精神也都不太好了
[00:15:45.000 --> 00:15:46.000]  可是這個牧師說
[00:15:46.000 --> 00:15:48.000]  他說每一次只要我說
[00:15:48.000 --> 00:15:50.000]  QJ弟兄
[00:15:50.000 --> 00:15:53.000]  你想把鋼琴放在哪
[00:15:53.000 --> 00:15:54.000]  QJ弟兄
[00:15:54.000 --> 00:15:56.000]  告訴我關於鋼琴的事情
[00:15:56.000 --> 00:15:59.000]  這個QJ弟兄立刻精神就來了
[00:15:59.000 --> 00:16:01.000]  然後他拿起他的那個拐杖
[00:16:01.000 --> 00:16:03.000]  在拐杖上面有一個金的
[00:16:03.000 --> 00:16:04.000]  金頭的拐杖
[00:16:04.000 --> 00:16:07.000]  就很大聲的在那個地方
[00:16:07.000 --> 00:16:09.000]  講到當年的一件事情
[00:16:09.000 --> 00:16:10.000]  他說我當年
[00:16:10.000 --> 00:16:12.000]  你看我就是那一個
[00:16:12.000 --> 00:16:14.000]  勇敢的起來反對他們的人
[00:16:14.000 --> 00:16:19.000]  在那邊敲地板
[00:16:19.000 --> 00:16:20.000]  然後這個牧師就問
[00:16:20.000 --> 00:16:21.000]  QJ弟兄
[00:16:21.000 --> 00:16:22.000]  等一下等一下
[00:16:22.000 --> 00:16:26.000]  你是到底想把鋼琴放在哪邊
[00:16:26.000 --> 00:16:28.000]  是要放在鋼琴旁邊
[00:16:28.000 --> 00:16:30.000]  放在這個獅班旁邊
[00:16:30.000 --> 00:16:32.000]  還是要放在講台中央呢
[00:16:32.000 --> 00:16:35.000]  這個老人聽他講完之後
[00:16:35.000 --> 00:16:36.000]  問了這個問題之後
[00:16:36.000 --> 00:16:39.000]  他就開始在思索在思索
[00:16:39.000 --> 00:16:41.000]  後來就想不起來了
[00:16:41.000 --> 00:16:43.000]  他就用他那個
[00:16:43.000 --> 00:16:45.000]  那個金頭的拐杖
[00:16:45.000 --> 00:16:46.000]  就敲這個地板
[00:16:46.000 --> 00:16:47.000]  然後開始喊起來
[00:16:47.000 --> 00:16:48.000]  Lucy
[00:16:48.000 --> 00:16:49.000]  就要叫他妹妹
[00:16:49.000 --> 00:16:50.000]  Lucy Lucy
[00:16:50.000 --> 00:16:51.000]  他的妹妹就過來
[00:16:51.000 --> 00:16:53.000]  他說Lucy
[00:16:53.000 --> 00:16:54.000]  我們當初
[00:16:54.000 --> 00:16:55.000]  到底是需要
[00:16:55.000 --> 00:17:01.000]  把鋼琴放在哪裡
[00:17:01.000 --> 00:17:05.000]  也許你聽起來很好笑
[00:17:05.000 --> 00:17:08.000]  其實鋼琴放在哪裡
[00:17:08.000 --> 00:17:13.000]  這個事情很重要嗎
[00:17:13.000 --> 00:17:14.000]  今天很多教會
[00:17:14.000 --> 00:17:16.000]  你不要小看
[00:17:16.000 --> 00:17:18.000]  我記得以前我曾經
[00:17:18.000 --> 00:17:24.000]  在一個也是一個聯會裡面
[00:17:24.000 --> 00:17:25.000]  在那個聯會的
[00:17:25.000 --> 00:17:28.000]  當時他們是這個算總會制
[00:17:28.000 --> 00:17:30.000]  有各個分會
[00:17:30.000 --> 00:17:32.000]  總會的同工
[00:17:32.000 --> 00:17:39.000]  為了教會要買一台影印機
[00:17:39.000 --> 00:17:43.000]  在那邊吵了半天
[00:17:43.000 --> 00:17:45.000]  到底買什麼牌子
[00:17:45.000 --> 00:17:48.000]  價錢要多少
[00:17:48.000 --> 00:17:50.000]  很可憐
[00:17:50.000 --> 00:17:51.000]  今天很多的教會
[00:17:51.000 --> 00:17:52.000]  花時間在這些
[00:17:52.000 --> 00:17:53.000]  與真理無關
[00:17:53.000 --> 00:17:54.000]  與福音無關
[00:17:54.000 --> 00:17:55.000]  與基督無關
[00:17:55.000 --> 00:17:58.000]  都是這些芝麻綠豆的小事
[00:17:58.000 --> 00:18:00.000]  吵到最後怎麼樣
[00:18:00.000 --> 00:18:02.000]  分裂了
[00:18:02.000 --> 00:18:03.000]  給你旁邊說
[00:18:03.000 --> 00:18:06.000]  絕對不要做這樣的事情
[00:18:16.000 --> 00:18:21.000]  其實聖經講得很清楚
[00:18:21.000 --> 00:18:22.000]  是不是
[00:18:22.000 --> 00:18:24.000]  如果不同心
[00:18:24.000 --> 00:18:27.000]  那麼一家一國一臣
[00:18:27.000 --> 00:18:28.000]  自相紛爭
[00:18:28.000 --> 00:18:31.000]  必定站立不住
[00:18:31.000 --> 00:18:32.000]  但是同時
[00:18:32.000 --> 00:18:35.000]  神也應許在哪個地方
[00:18:35.000 --> 00:18:38.000]  如果兩個人同心合意地禱告
[00:18:38.000 --> 00:18:39.000]  求什麼事情
[00:18:39.000 --> 00:18:41.000]  天父怎麼樣
[00:18:41.000 --> 00:18:43.000]  必為他們成全
[00:18:43.000 --> 00:18:47.000]  看到沒有
[00:18:47.000 --> 00:18:50.000]  有兩三個人奉主的名
[00:18:50.000 --> 00:18:53.000]  主就在他們中間
[00:18:53.000 --> 00:18:57.000]  Amen
[00:18:57.000 --> 00:18:58.000]  現在說什麼
[00:18:58.000 --> 00:19:01.000]  主如果在我們中間
[00:19:01.000 --> 00:19:04.000]  會是怎麼樣一個光景
[00:19:04.000 --> 00:19:05.000]  就像我們最近
[00:19:05.000 --> 00:19:07.000]  在晨禱裡面所讀到的
[00:19:07.000 --> 00:19:11.000]  主與他們同在怎麼樣
[00:19:11.000 --> 00:19:16.000]  信而歸主的人就真多了
[00:19:16.000 --> 00:19:20.000]  親愛的女兒們
[00:19:20.000 --> 00:19:22.000]  很奇妙
[00:19:22.000 --> 00:19:24.000]  當我們同心合意
[00:19:24.000 --> 00:19:25.000]  彼此相愛的時候
[00:19:25.000 --> 00:19:27.000]  主就把得救的人數
