
[00:00:00.000 --> 00:00:02.600]  我們走在一條人生的道路上
[00:03:12.000 --> 00:03:14.000]  耶穌基督這些講論的
[00:03:14.000 --> 00:03:16.000]  這些「我是」的表達
[00:03:17.000 --> 00:03:19.000]  但是到第十三章開始
[00:03:19.000 --> 00:03:21.000]  就是我們今天要看第六個
[00:03:21.000 --> 00:03:24.000]  和接下來會看第七個的「我是」
[00:03:24.000 --> 00:03:26.000]  對象又很不同
[00:03:26.000 --> 00:03:28.000]  對象是收集到
[00:03:28.000 --> 00:03:32.000]  只是主耶穌基督身邊的門徒
[00:03:32.000 --> 00:03:36.000]  你說今天主的門徒是哪一個呢?
[00:03:36.000 --> 00:03:38.000]  就是你和我已經相信
[00:03:38.000 --> 00:03:39.000]  接受了耶穌基督
[00:03:39.000 --> 00:03:41.000]  要跟隨耶穌基督的人
[00:03:41.000 --> 00:03:45.000]  所以這兩段「我是」的文字
[00:03:45.000 --> 00:03:48.000]  對於我們來說就是很重要
[00:03:48.000 --> 00:03:50.000]  讓我們來思想
[00:03:50.000 --> 00:03:52.000]  首先今天我們來看「我是」
[00:03:52.000 --> 00:03:54.000]  道路、真理、生命
[00:03:54.000 --> 00:03:56.000]  這個耶穌基督講的「我是」
[00:03:56.000 --> 00:03:58.000]  這個經文就是十四章第六節
[00:03:58.000 --> 00:04:00.000]  我們要看闊一點
[00:04:00.000 --> 00:04:03.000]  就是十四章一至六節
[00:04:03.000 --> 00:04:05.000]  第一節說你們心裡必要憂愁
[00:04:05.000 --> 00:04:07.000]  你們信上帝也當信我
[00:04:07.000 --> 00:04:09.000]  在我父的家裡有許多住處
[00:04:09.000 --> 00:04:12.000]  若是沒有我就早已告訴你們了
[00:04:12.000 --> 00:04:15.000]  我去完事為你們預備地方去
[00:04:15.000 --> 00:04:17.000]  我若去為你們預備地方
[00:04:17.000 --> 00:04:19.000]  就必再來接你們到我那裡去
[00:04:19.000 --> 00:04:21.000]  我在那裡叫你們也在那裡
[00:04:21.000 --> 00:04:24.000]  我往那裡去你們知道哪條路
[00:04:24.000 --> 00:04:26.000]  第五節多罵對他說
[00:04:26.000 --> 00:04:29.000]  主啊我們不知道你去那裡
[00:04:29.000 --> 00:04:31.000]  怎麼知道哪條路呢?
[00:04:31.000 --> 00:04:34.000]  聽聽姊妹們讀第六第七節
[00:04:42.000 --> 00:04:44.000]  我去為你們預備地方
[00:04:44.000 --> 00:04:46.000]  在我父的家裡有許多住處
[00:04:46.000 --> 00:04:49.000]  我往那裡去你們知道哪條路
[00:04:49.000 --> 00:04:52.000]  聽聽姊妹們讀第六第七節
[00:04:52.000 --> 00:04:53.000]  謝謝大家
[00:04:53.000 --> 00:04:55.000]  這段經文再早一點
[00:04:55.000 --> 00:04:57.000]  第十三章這個榮耀之書的
[00:04:57.000 --> 00:04:58.000]  一路記載
[00:04:58.000 --> 00:04:59.000]  就是耶穌講到
[00:04:59.000 --> 00:05:02.000]  祂要去到走這個道路
[00:05:02.000 --> 00:05:06.000]  而彼得這個深厚的勇字的門徒
[00:05:06.000 --> 00:05:08.000]  就講到你去哪裡我都去哪裡
[00:05:08.000 --> 00:05:10.000]  而耶穌基督在第十三章的
[00:05:10.000 --> 00:05:13.000]  最後的部分就去到預言到
[00:05:13.000 --> 00:05:15.000]  彼得會不認主
[00:05:15.000 --> 00:05:16.000]  然後第十四章
[00:05:16.000 --> 00:05:18.000]  隨之而來耶穌就說
[00:05:18.000 --> 00:05:21.000]  但是等一下
[00:05:21.000 --> 00:05:23.000]  你們這群跟隨了我三年的門徒
[00:05:23.000 --> 00:05:25.000]  你們心裡不要憂愁
[00:05:25.000 --> 00:05:27.000]  你們要相信我
[00:05:27.000 --> 00:05:29.000]  相信在約翰福音是一個
[00:05:29.000 --> 00:05:31.000]  很重要的一個信息
[00:05:31.000 --> 00:05:33.000]  而耶穌更加去到否開
[00:05:33.000 --> 00:05:36.000]  祂將要去到父的家裡面
[00:05:36.000 --> 00:05:37.000]  為他們預備地方
[00:05:37.000 --> 00:05:40.000]  要回來再接他們
[00:05:40.000 --> 00:05:42.000]  這個多疑的多瑪
[00:05:42.000 --> 00:05:43.000]  很多疑惑很多問題
[00:05:43.000 --> 00:05:46.000]  問題青年多瑪就說
[00:05:46.000 --> 00:05:47.000]  夫子啊我老師
[00:05:47.000 --> 00:05:49.000]  我都不知道你去哪裡
[00:05:49.000 --> 00:05:50.000]  我怎麼知道那條路呢
[00:05:50.000 --> 00:05:52.000]  我怎麼可以跟著走呢
[00:05:52.000 --> 00:05:55.000]  然後耶穌就講出了這番話
[00:05:55.000 --> 00:05:58.000]  我就是道路真理生命
[00:05:58.000 --> 00:05:59.000]  若不藉著我
[00:05:59.000 --> 00:06:01.000]  不會有人能到乎那裡去
[00:06:01.000 --> 00:06:02.000]  這段聖經
[00:06:02.000 --> 00:06:04.000]  當然我們可能很多時候
[00:06:04.000 --> 00:06:06.000]  在安息禮拜會聽到
[00:06:06.000 --> 00:06:08.000]  或者有一些教會
[00:06:08.000 --> 00:06:10.000]  在他們的程序表
[00:06:10.000 --> 00:06:12.000]  在他們教會的裝飾
[00:06:12.000 --> 00:06:13.000]  甚至乎外牆
[00:06:13.000 --> 00:06:14.000]  你都會看到這句話
[00:06:14.000 --> 00:06:17.000]  但是你是不是真的明白
[00:06:17.000 --> 00:06:21.000]  這段話對你有什麼關係呢
[00:06:21.000 --> 00:06:24.000]  首先我們去解構這句話的時間
[00:06:24.000 --> 00:06:26.000]  耶穌基督去回答多瑪
[00:06:26.000 --> 00:06:28.000]  去很講清楚
[00:06:28.000 --> 00:06:30.000]  祂一個終極的目標
[00:06:30.000 --> 00:06:32.000]  就是父神那裡
[00:06:32.000 --> 00:06:34.000]  第一可能是那個位置
[00:06:34.000 --> 00:06:36.000]  沒錯耶穌基督要去到父的家裡面
[00:06:36.000 --> 00:06:37.000]  為你和我
[00:06:37.000 --> 00:06:39.000]  為祂的門徒預備地方
[00:06:39.000 --> 00:06:41.000]  會再回來接我們去到
[00:06:41.000 --> 00:06:43.000]  可能形容到將來
[00:06:43.000 --> 00:06:46.000]  那個天上的美地
[00:06:46.000 --> 00:06:48.000]  但是另一方面有沒有想清楚
[00:06:48.000 --> 00:06:49.000]  耶穌基督
[00:06:49.000 --> 00:06:51.000]  這裡不是只是說父家
[00:06:51.000 --> 00:06:53.000]  只是那個天堂
[00:06:53.000 --> 00:06:56.000]  而是講到道父那裡去
[00:06:56.000 --> 00:06:59.000]  最主要是去到父神那裡
[00:06:59.000 --> 00:07:03.000]  是能夠和天父上帝去到接軌
[00:07:03.000 --> 00:07:06.000]  跟著耶穌基督講到
[00:07:06.000 --> 00:07:08.000]  如果你要和天父上帝接軌
[00:07:08.000 --> 00:07:10.000]  有一個關係的建立
[00:07:10.000 --> 00:07:13.000]  能夠去到通往和上帝的相交
[00:07:13.000 --> 00:07:15.000]  最重要就是找到那條道路
[00:07:15.000 --> 00:07:17.000]  在這個英文和原文那裡
[00:07:17.000 --> 00:07:19.000]  是有一個翻譯
[00:07:19.000 --> 00:07:20.000]  就是講到the way
[00:07:20.000 --> 00:07:21.000]  the truth
[00:07:21.000 --> 00:07:22.000]  the life
[00:07:22.000 --> 00:07:24.000]  這個我們中文叫定貫詞
[00:07:24.000 --> 00:07:25.000]  不是a
[00:07:25.000 --> 00:07:26.000]  是the
[00:07:26.000 --> 00:07:28.000]  就是唯一
[00:07:28.000 --> 00:07:30.000]  只是那個的道路
[00:07:30.000 --> 00:07:32.000]  在原本希臘文這個文字裡面
[00:07:32.000 --> 00:07:34.000]  這個way這個字
[00:07:34.000 --> 00:07:36.000]  或者autos這個字
[00:07:36.000 --> 00:07:37.000]  可以翻譯成road
[00:07:37.000 --> 00:07:38.000]  就是一條道路
[00:07:38.000 --> 00:07:40.000]  建築了一個道路
[00:07:40.000 --> 00:07:42.000]  是能夠去到走上去的
[00:07:42.000 --> 00:07:43.000]  另外就是一個way
[00:07:43.000 --> 00:07:44.000]  就是一個途徑
[00:07:44.000 --> 00:07:48.000]  或者一個好一點的翻譯叫方法
[00:07:48.000 --> 00:07:49.000]  我們有時候可能英文
[00:07:49.000 --> 00:07:51.000]  我們有時候看文章
[00:07:51.000 --> 00:07:53.000]  how many ways
[00:07:53.000 --> 00:07:54.000]  就是說有多少種方法
[00:07:54.000 --> 00:07:55.000]  多少種途徑
[00:07:55.000 --> 00:07:57.000]  可以去做一些事情
[00:07:57.000 --> 00:08:00.000]  例如最近Facebook流傳一個
[00:08:00.000 --> 00:08:02.000]  可能你也會收到
[00:08:02.000 --> 00:08:03.000]  就是有幾個方法
[00:08:03.000 --> 00:08:07.000]  你可以砌一些麥當勞的食品
[00:08:07.000 --> 00:08:09.000]  大約30元你就很豐富了
[00:08:09.000 --> 00:08:11.000]  包括一個麥樂雞餐
[00:08:11.000 --> 00:08:13.000]  加一個特價的元寶包
[00:08:13.000 --> 00:08:15.000]  就能夠成為一個30元的
[00:08:15.000 --> 00:08:18.000]  豐富的午餐或者晚餐
[00:08:18.000 --> 00:08:20.000]  不過可惜現在麥樂雞
[00:08:20.000 --> 00:08:21.000]  有段時間都沒得吃
[00:08:21.000 --> 00:08:23.000]  我的兒子很喜歡吃這個餐
[00:08:23.000 --> 00:08:25.000]  但是都沒得吃了
[00:08:27.000 --> 00:08:31.000]  耶穌基督也是通往天父上帝的途徑
[00:08:31.000 --> 00:08:32.000]  那個旅程
[00:08:32.000 --> 00:08:35.000]  我們要走這個人生的旅程
[00:08:35.000 --> 00:08:37.000]  走在耶穌基督這個道路上
[00:08:37.000 --> 00:08:41.000]  所以耶穌基督是唯一能夠
[00:08:41.000 --> 00:08:44.000]  接通天父上帝父神的道路和途徑
[00:08:44.000 --> 00:08:47.000]  我再講多一個例子給大家聽
[00:08:47.000 --> 00:08:49.000]  1972年
[00:08:49.000 --> 00:08:51.000]  很多都應該出世了
[00:08:51.000 --> 00:08:52.000]  8月2號
[00:08:52.000 --> 00:08:54.000]  不知道發生什麼事在香港
[00:08:54.000 --> 00:08:56.000]  海底隧道通車
[00:08:57.000 --> 00:08:59.000]  但是在這個日子之前
[00:08:59.000 --> 00:09:01.000]  如果你要去香港島
[00:09:01.000 --> 00:09:03.000]  假設你不是住在香港島
[00:09:03.000 --> 00:09:04.000]  你要去香港島
[00:09:04.000 --> 00:09:05.000]  你有什麼途徑
[00:09:05.000 --> 00:09:06.000]  有什麼方法
[00:09:06.000 --> 00:09:08.000]  你有什麼道路
[00:09:08.000 --> 00:09:10.000]  還有一艘船
[00:09:10.000 --> 00:09:12.000]  就叫做天星小輪
[00:09:12.000 --> 00:09:19.000]  是有油麻地
[00:09:19.000 --> 00:09:20.000]  但我現在想的是
[00:09:20.000 --> 00:09:22.000]  轉去尖沙咀出發
[00:09:22.000 --> 00:09:25.000]  我要先查一下
[00:09:25.000 --> 00:09:27.000]  究竟那時候油麻地小輪有沒有
[00:09:27.000 --> 00:09:29.000]  有呀
[00:09:29.000 --> 00:09:32.000]  所以我說這些不是完全絕對真理
[00:09:32.000 --> 00:09:34.000]  不過我想告訴你
[00:09:34.000 --> 00:09:35.000]  如果
[00:09:35.000 --> 00:09:36.000]  我縮窄一點
[00:09:36.000 --> 00:09:38.000]  如果由尖沙咀去中環
[00:09:38.000 --> 00:09:40.000]  這個好一點
[00:09:40.000 --> 00:09:42.000]  尖沙咀去中環的時間
[00:09:42.000 --> 00:09:44.000]  你只有一個方法
[00:09:44.000 --> 00:09:47.000]  天星小輪
[00:09:47.000 --> 00:09:49.000]  那條航道
[00:09:52.000 --> 00:09:55.000]  應該1972年的時候沒有了
[00:09:55.000 --> 00:09:56.000]  還有
[00:09:56.000 --> 00:09:58.000]  除非你很有錢
[00:09:58.000 --> 00:10:00.000]  你可以坐直升機
[00:10:00.000 --> 00:10:01.000]  我想
[00:10:01.000 --> 00:10:04.000]  七八萬人裡面
[00:10:04.000 --> 00:10:05.000]  可能只有三四個
[00:10:05.000 --> 00:10:07.000]  可以有這樣的錢
[00:10:07.000 --> 00:10:14.000]  證明我還不是有資格
[00:10:14.000 --> 00:10:16.000]  這個經歷說這些
[00:10:16.000 --> 00:10:19.000]  我想說什麼呢
[00:10:19.000 --> 00:10:20.000]  就是唯一
[00:10:20.000 --> 00:10:21.000]  什麼叫唯一
[00:10:21.000 --> 00:10:23.000]  唯一就是獨一
[00:10:23.000 --> 00:10:24.000]  只有那個方法
[00:10:24.000 --> 00:10:25.000]  那個途徑
[00:10:25.000 --> 00:10:27.000]  沒有第二個方法可以去到
[00:10:27.000 --> 00:10:30.000]  這個是不是希伯來書第十章
[00:10:30.000 --> 00:10:32.000]  這個作者告訴我們
[00:10:32.000 --> 00:10:34.000]  我們靠著耶穌基督的血
[00:10:34.000 --> 00:10:35.000]  得以坦然進入至聖所
[00:10:35.000 --> 00:10:36.000]  是藉著祂
[00:10:36.000 --> 00:10:39.000]  給我們開了一條又新又活的路
[00:10:39.000 --> 00:10:41.000]  耶穌基督死的時間
[00:10:41.000 --> 00:10:43.000]  聖殿有什麼情景
[00:10:43.000 --> 00:10:46.000]  萬子從上到下裂開兩半
[00:10:46.000 --> 00:10:47.000]  為什麼有什麼情景
[00:10:47.000 --> 00:10:49.000]  猶太人就很明白
[00:10:49.000 --> 00:10:52.000]  因為他們過去只有靠著大祭司
[00:10:52.000 --> 00:10:54.000]  每年一次的贖罪日
[00:10:54.000 --> 00:10:55.000]  可以進到
[00:10:55.000 --> 00:10:58.000]  聖殿的最深層至聖所的地方
[00:10:58.000 --> 00:11:00.000]  去和神相交
[00:11:00.000 --> 00:11:02.000]  但竟然藉著耶穌基督
[00:11:02.000 --> 00:11:03.000]  祂的血
[00:11:03.000 --> 00:11:04.000]  祂的身體
[00:11:04.000 --> 00:11:06.000]  如今這個隔膜打破
[00:11:06.000 --> 00:11:09.000]  這條又新又活的路
[00:11:09.000 --> 00:11:13.000]  今天你和我都能夠去到走過
[00:11:13.000 --> 00:11:17.000]  這個真是一個很大的突破
[00:11:17.000 --> 00:11:19.000]  亦是一個你和我
[00:11:19.000 --> 00:11:21.000]  可以擁有的福氣
[00:11:21.000 --> 00:11:23.000]  一個恩典
[00:11:23.000 --> 00:11:28.000]  今天你和我都要選擇
[00:11:28.000 --> 00:11:31.000]  走在這條道路上
[00:11:31.000 --> 00:11:33.000]  但有時很有趣
[00:11:33.000 --> 00:11:34.000]  其實有時我們信耶穌
[00:11:34.000 --> 00:11:36.000]  未必想得很清楚
[00:11:36.000 --> 00:11:38.000]  或者我們是否真的
[00:11:38.000 --> 00:11:40.000]  選擇走在這條道路上
[00:11:40.000 --> 00:11:42.000]  你想想
[00:11:42.000 --> 00:11:44.000]  有時
[00:11:44.000 --> 00:11:48.000]  我們可能只是被
[00:11:48.000 --> 00:11:50.000]  兩三條路上的上帝選擇
[00:11:50.000 --> 00:11:53.000]  選擇耶穌
[00:11:53.000 --> 00:11:55.000]  A或B
[00:11:55.000 --> 00:11:58.000]  這份工那份工
[00:11:58.000 --> 00:12:04.000]  還是有時甚至乎
[00:12:04.000 --> 00:12:06.000]  我們想耶穌基督
[00:12:06.000 --> 00:12:08.000]  走在我們的道路上
[00:12:08.000 --> 00:12:10.000]  上帝啊
[00:12:10.000 --> 00:12:12.000]  如果你這樣聽我祈禱
[00:12:12.000 --> 00:12:15.000]  這樣來幫助我的時間
[00:12:15.000 --> 00:12:17.000]  我就要相信你
[00:12:17.000 --> 00:12:18.000]  我就要侍奉你
[00:12:18.000 --> 00:12:20.000]  我就要向你奉獻等等
[00:12:20.000 --> 00:12:22.000]  這個就要耶穌基督
[00:12:22.000 --> 00:12:25.000]  跟隨我們的道路
[00:12:25.000 --> 00:12:27.000]  但耶穌說
[00:12:27.000 --> 00:12:29.000]  我是那個道路
[00:12:29.000 --> 00:12:31.000]  真正你應該跟隨
[00:12:31.000 --> 00:12:32.000]  耶穌基督的心意
[00:12:32.000 --> 00:12:33.000]  耶穌基督的大靈
[00:12:33.000 --> 00:12:35.000]  耶穌基督的腳步
[00:12:35.000 --> 00:12:39.000]  就好像我們一會兒
[00:12:39.000 --> 00:12:42.000]  有個叩堂的分享會
[00:12:42.000 --> 00:12:45.000]  我們看來可能很失望
[00:12:45.000 --> 00:12:46.000]  或者覺得
[00:12:46.000 --> 00:12:47.000]  哎呀為什麼
[00:12:47.000 --> 00:12:48.000]  好像石門
[00:12:48.000 --> 00:12:49.000]  現在這個地方
[00:12:49.000 --> 00:12:52.000]  暫時未能夠得到
[00:12:52.000 --> 00:12:54.000]  但如果我們繼續去尋求
[00:12:54.000 --> 00:12:56.000]  我們跟隨耶穌基督的腳步的時候
[00:12:56.000 --> 00:12:58.000]  他一定會帶領我們
[00:12:58.000 --> 00:13:01.000]  去完成一個叩堂的計劃
[00:13:01.000 --> 00:13:03.000]  如果是上帝的心意
[00:13:03.000 --> 00:13:06.000]  其實這條道路不容易
[00:13:06.000 --> 00:13:08.000]  因為耶穌基督在馬拉福音第七章說
[00:13:08.000 --> 00:13:09.000]  你們要進閘門
[00:13:09.000 --> 00:13:11.000]  因為通往滅亡的門是寬的
[00:13:11.000 --> 00:13:13.000]  路是大的進去的人也多
[00:13:13.000 --> 00:13:15.000]  通往生命的門
[00:13:15.000 --> 00:13:16.000]  這裡怎麼說
[00:13:16.000 --> 00:13:18.000]  是窄的
[00:13:18.000 --> 00:13:19.000]  路是少的
[00:13:19.000 --> 00:13:21.000]  找到的人也少
[00:13:21.000 --> 00:13:25.000]  進耶穌
[00:13:25.000 --> 00:13:27.000]  不是好像
[00:13:27.000 --> 00:13:29.000]  二次世界大戰
[00:13:29.000 --> 00:13:30.000]  德國的神學家
[00:13:30.000 --> 00:13:32.000]  潘霍華說到
[00:13:32.000 --> 00:13:34.000]  是一個廉價的恩典
[00:13:34.000 --> 00:13:35.000]  或者現代人的說法
[00:13:35.000 --> 00:13:39.000]  就是得到一張天堂的入場券
[00:13:39.000 --> 00:13:41.000]  耶穌基督的道路
[00:13:41.000 --> 00:13:43.000]  是要一個付代價
[00:13:43.000 --> 00:13:45.000]  背十字架的道路
[00:13:45.000 --> 00:13:47.000]  路是少的
[00:13:47.000 --> 00:13:50.000]  通往生命的門是窄的
[00:13:50.000 --> 00:13:51.000]  你想想
[00:13:51.000 --> 00:13:53.000]  史奴保羅是不是這樣
[00:13:53.000 --> 00:13:54.000]  沒錯
[00:13:54.000 --> 00:13:56.000]  當他被耶穌基督的光照的時候
[00:13:56.000 --> 00:13:58.000]  他的生命完全改變
[00:13:58.000 --> 00:13:59.000]  但是
[00:13:59.000 --> 00:14:00.000]  你看聖經覺得
[00:14:00.000 --> 00:14:01.000]  保羅是一個很偉大的人物
[00:14:01.000 --> 00:14:03.000]  寫了很多的聖經
[00:14:03.000 --> 00:14:05.000]  但是你有沒有看他的旅程
[00:14:05.000 --> 00:14:07.000]  他怎麼樣的來到
[00:14:07.000 --> 00:14:10.000]  走上一條背十字架的道路
[00:14:10.000 --> 00:14:12.000]  今天你跟我
[00:14:12.000 --> 00:14:14.000]  跟隨耶穌基督的人
[00:14:14.000 --> 00:14:16.000]  都會有這個心理的準備
[00:14:16.000 --> 00:14:18.000]  是要付代價的
[00:14:18.000 --> 00:14:22.000]  就好像最近這個星期
[00:14:22.000 --> 00:14:23.000]  在國內也發生了
[00:14:23.000 --> 00:14:25.000]  有溫州的教會
[00:14:25.000 --> 00:14:28.000]  是被拆十字架
[00:14:28.000 --> 00:14:30.000]  有些弟兄姊妹
[00:14:30.000 --> 00:14:31.000]  徹夜的守候
[00:14:31.000 --> 00:14:32.000]  禱告
[00:14:32.000 --> 00:14:34.000]  甚至乎
[00:14:34.000 --> 00:14:35.000]  當這些
[00:14:35.000 --> 00:14:37.000]  政府當局來到去清拆的時候
[00:14:37.000 --> 00:14:39.000]  釀成一些衝突
[00:14:39.000 --> 00:14:40.000]  他們是被毆打
[00:14:40.000 --> 00:14:42.000]  甚至乎有些是重傷
[00:14:42.000 --> 00:14:45.000]  我不是說你和我都要
[00:14:45.000 --> 00:14:47.000]  可能付這些代價
[00:14:47.000 --> 00:14:49.000]  起碼我們今天
[00:14:49.000 --> 00:14:51.000]  在這裡有自由的敬拜
[00:14:51.000 --> 00:14:53.000]  但今天你是不是預備好
[00:14:53.000 --> 00:14:54.000]  去付代價
[00:14:54.000 --> 00:14:56.000]  走這個十架的道路呢
[00:14:56.000 --> 00:14:58.000]  今天
[00:14:58.000 --> 00:15:00.000]  我想問一下你
[00:15:00.000 --> 00:15:02.000]  相信耶穌基督作主的門徒
[00:15:02.000 --> 00:15:05.000]  你走在什麼道路上呢
[00:15:05.000 --> 00:15:10.000]  我們不單只是要上帝指示你路
[00:15:10.000 --> 00:15:12.000]  我們更加要問我們自己
[00:15:12.000 --> 00:15:15.000]  我們是不是走在耶穌基督的道路上
[00:15:15.000 --> 00:15:18.000]  緊緊跟隨他的腳步呢
[00:15:18.000 --> 00:15:22.000]  如果耶穌基督的回答是
[00:15:22.000 --> 00:15:24.000]  我就是那個道路
[00:15:24.000 --> 00:15:26.000]  不是藉著我
[00:15:26.000 --> 00:15:28.000]  沒有人能夠扶下去的時間
[00:15:28.000 --> 00:15:30.000]  那就應該回答了多瑪的問題
[00:15:30.000 --> 00:15:32.000]  但很奇怪耶穌基督
[00:15:32.000 --> 00:15:35.000]  再加了兩個相關相同
[00:15:35.000 --> 00:15:37.000]  平等的字眼
[00:15:37.000 --> 00:15:38.000]  我就是那個道路
[00:15:38.000 --> 00:15:39.000]  我就是那個真理
[00:15:39.000 --> 00:15:41.000]  我就是那個生命
[00:15:41.000 --> 00:15:45.000]  這裡我們就要了解到
[00:15:45.000 --> 00:15:47.000]  究竟耶穌基督為什麼
[00:15:47.000 --> 00:15:50.000]  要說這兩個形容詞在裡面呢
[00:15:50.000 --> 00:15:54.000]  很出名的新一位學者
[00:15:54.000 --> 00:15:56.000]  也是我神學院的教授
[00:15:56.000 --> 00:15:58.000]  Dr. Carson 博士
[00:15:58.000 --> 00:16:00.000]  在他的著籍書裡面
[00:16:00.000 --> 00:16:01.000]  很有意思的說
[00:16:01.000 --> 00:16:02.000]  在希臘文法
[00:16:02.000 --> 00:16:05.000]  這三個字眼是平排的
[00:16:05.000 --> 00:16:08.000]  但當他放在這段經文裡面的時間
[00:16:08.000 --> 00:16:10.000]  同樣可以解作
[00:16:10.000 --> 00:16:13.000]  是對道路這個主體的描述
[00:16:13.000 --> 00:16:16.000]  可以這樣翻譯的
[00:16:16.000 --> 00:16:18.000]  我就是那個真理的道路
[00:16:18.000 --> 00:16:21.000]  我就是那個生命的道路
[00:16:21.000 --> 00:16:22.000]  如果不藉著我
[00:16:22.000 --> 00:16:24.000]  沒有人能夠扶下去
