
[00:00:00.000 --> 00:00:03.000]  在開始靜悼的時候同心來祈禱
[00:06:32.000 --> 00:06:39.000]  「耶和華你們神所吩咐教訓你們的誡命律例典章
[00:06:39.000 --> 00:06:45.000]  使你們在所有過去得遺的地上遵行
[00:06:45.000 --> 00:06:50.000]  我叫你們的子孫一生敬畏耶和華你們的神」
[00:06:50.000 --> 00:06:57.000]  每當我仍然有機會在學校裏面做校務的時候
[00:06:57.000 --> 00:07:00.000]  每逢考試的時候
[00:07:00.000 --> 00:07:05.000]  學生都會問老師來講數
[00:07:05.000 --> 00:07:07.000]  他問老師做什麼呢?
[00:07:07.000 --> 00:07:11.000]  考試之前通常都會問什麼呢?
[00:07:11.000 --> 00:07:16.000]  出什麼?找些什麼呢?
[00:07:16.000 --> 00:07:20.000]  通常老師會怎樣回答呢?
[00:07:20.000 --> 00:07:22.000]  找完就行了
[00:07:22.000 --> 00:07:25.000]  他們當然是不滿足
[00:07:25.000 --> 00:07:27.000]  哪裡能找完呢?
[00:07:27.000 --> 00:07:29.000]  這麼多?
[00:07:29.000 --> 00:07:31.000]  整個學期交的東西
[00:07:31.000 --> 00:07:32.000]  當然找不完
[00:07:32.000 --> 00:07:34.000]  臨考試之前才找
[00:07:34.000 --> 00:07:36.000]  當然是找不完
[00:07:36.000 --> 00:07:39.000]  然後老師就勉為其難
[00:07:39.000 --> 00:07:41.000]  出一張雞精紙給他們
[00:07:41.000 --> 00:07:42.000]  一張紙而已
[00:07:42.000 --> 00:07:45.000]  你讀完就一定合格
[00:07:45.000 --> 00:07:47.000]  不會高分的
[00:07:47.000 --> 00:07:50.000]  不知道所羅門的團友有沒有問過我
[00:07:50.000 --> 00:07:51.000]  我就是問過
[00:07:51.000 --> 00:07:54.000]  真的一張雞精紙
[00:07:54.000 --> 00:07:55.000]  讀完就合格
[00:07:55.000 --> 00:07:57.000]  但不會拿高分
[00:07:57.000 --> 00:08:00.000]  方便學生的是什麼呢?
[00:08:00.000 --> 00:08:02.000]  記得
[00:08:02.000 --> 00:08:04.000]  低入門
[00:08:04.000 --> 00:08:06.000]  沒這麼難
[00:08:06.000 --> 00:08:09.000]  當我們面對聖經
[00:08:09.000 --> 00:08:10.000]  這麼大本
[00:08:10.000 --> 00:08:12.000]  怎樣讀呢?
[00:08:12.000 --> 00:08:15.000]  耶穌面對考難的問題
[00:08:15.000 --> 00:08:16.000]  要記得
[00:08:16.000 --> 00:08:19.000]  這個律法的總綱
[00:08:19.000 --> 00:08:25.000]  「神是獨一的主」
[00:08:25.000 --> 00:08:30.000]  無論是對耶穌的年代
[00:08:30.000 --> 00:08:33.000]  或者在初級記的時間
[00:08:33.000 --> 00:08:35.000]  甚至今天
[00:08:35.000 --> 00:08:38.000]  即我們處於21世紀的今天
[00:08:38.000 --> 00:08:41.000]  我們都是面對同一個挑戰
[00:08:41.000 --> 00:08:44.000]  在一個多元的文化裏
[00:08:44.000 --> 00:08:47.000]  在一個後現代的意識形態裏
[00:08:47.000 --> 00:08:49.000]  很多人都說
[00:08:49.000 --> 00:08:53.000]  我覺得對就對
[00:08:53.000 --> 00:08:56.000]  我自我感覺良好是怎樣
[00:08:56.000 --> 00:08:57.000]  就行了
[00:08:57.000 --> 00:08:59.000]  我不理周圍的人
[00:08:59.000 --> 00:09:01.000]  我覺得對就對
[00:09:01.000 --> 00:09:04.000]  我喜歡做就做
[00:09:04.000 --> 00:09:06.000]  我管你怎樣
[00:09:06.000 --> 00:09:07.000]  是不是?
[00:09:07.000 --> 00:09:09.000]  但今天
[00:09:09.000 --> 00:09:11.000]  回到聖經的時間
[00:09:11.000 --> 00:09:13.000]  我們很難完全記得
[00:09:13.000 --> 00:09:14.000]  整本聖經說什麼
[00:09:14.000 --> 00:09:17.000]  但如果我們只記得這個主題
[00:09:17.000 --> 00:09:20.000]  這個今天我們說的律法的總綱
[00:09:20.000 --> 00:09:25.000]  「神是我們獨一的主」
[00:09:25.000 --> 00:09:27.000]  我相信這句話
[00:09:27.000 --> 00:09:30.000]  能夠幫助我們行走天涯
[00:09:30.000 --> 00:09:35.000]  當我們面對價值判斷
[00:09:35.000 --> 00:09:37.000]  或者當我們考量
[00:09:37.000 --> 00:09:39.000]  到底應不應該做的時間
[00:09:39.000 --> 00:09:41.000]  我們到了一個抉擇
[00:09:41.000 --> 00:09:43.000]  無論我們去找工作
[00:09:43.000 --> 00:09:45.000]  無論我們去擇偶
[00:09:45.000 --> 00:09:47.000]  無論我們去讀書
[00:09:47.000 --> 00:09:49.000]  甚至我們會不會做投資
[00:09:49.000 --> 00:09:51.000]  會不會移民各樣
[00:09:51.000 --> 00:09:53.000]  當我們回到原點
[00:09:53.000 --> 00:09:57.000]  就說神是我們生命獨一的主
[00:09:57.000 --> 00:10:01.000]  我去考慮是我個人的抉擇
[00:10:01.000 --> 00:10:02.000]  我的喜好
[00:10:02.000 --> 00:10:04.000]  是周圍其他人的聲音
[00:10:04.000 --> 00:10:06.000]  是利益的判斷
[00:10:06.000 --> 00:10:10.000]  可能有人說賺多幾百元
[00:10:10.000 --> 00:10:13.000]  但星期六、日不能上班
[00:10:13.000 --> 00:10:15.000]  不能上教會
[00:10:15.000 --> 00:10:18.000]  外面的人又會怎樣選擇?
[00:10:18.000 --> 00:10:21.000]  多幾百元當然重要
[00:10:21.000 --> 00:10:23.000]  但如果我們來算
[00:10:23.000 --> 00:10:25.000]  我們覺得神是我們獨一的主
[00:10:25.000 --> 00:10:27.000]  我們懂得考量
[00:10:27.000 --> 00:10:29.000]  懂得去選擇
[00:10:29.000 --> 00:10:31.000]  今日這段經文
[00:10:31.000 --> 00:10:34.000]  寫明記錄這四節
[00:10:34.000 --> 00:10:36.000]  當以色列人
[00:10:36.000 --> 00:10:41.000]  準備進入迦南的時間
[00:10:41.000 --> 00:10:44.000]  他們面對一個多元的文化
[00:10:44.000 --> 00:10:45.000]  在迦南這個地方
[00:10:45.000 --> 00:10:48.000]  原來已經有七族
[00:10:48.000 --> 00:10:51.000]  他們有他們的信仰
[00:10:51.000 --> 00:10:53.000]  有他們的偶像
[00:10:53.000 --> 00:10:55.000]  以色列人要排他
[00:10:55.000 --> 00:10:56.000]  其他的聲音
[00:10:56.000 --> 00:10:58.000]  其他的偶像的時間
[00:10:58.000 --> 00:11:00.000]  經文來講
[00:11:00.000 --> 00:11:04.000]  耶和華神是獨一的主
[00:11:04.000 --> 00:11:08.000]  耶和華曾經與列祖來納約
[00:11:08.000 --> 00:11:10.000]  拯救我們出埃及
[00:11:10.000 --> 00:11:13.000]  有大能和慈愛
[00:11:13.000 --> 00:11:16.000]  是和我們有密切的關係
[00:11:16.000 --> 00:11:19.000]  以色列獨一的真神
[00:11:19.000 --> 00:11:23.000]  在昔日多元文化裏
[00:11:23.000 --> 00:11:26.000]  以色列只承認一位的真神
[00:11:26.000 --> 00:11:28.000]  其餘是偶像
[00:11:28.000 --> 00:11:30.000]  是一個挑戰
[00:11:30.000 --> 00:11:32.000]  對應我們
[00:11:32.000 --> 00:11:35.000]  耶穌不單止是我們的救主
[00:11:35.000 --> 00:11:36.000]  我們來說
[00:11:36.000 --> 00:11:38.000]  耶穌為我們伸完十架
[00:11:38.000 --> 00:11:41.000]  代替我們來接受罪的刑罰
[00:11:41.000 --> 00:11:45.000]  我們覺得這是我們的聖信
[00:11:45.000 --> 00:11:48.000]  但耶穌是我們生命的主
[00:11:48.000 --> 00:11:51.000]  這就是我們需要實踐
[00:11:51.000 --> 00:11:52.000]  很多人覺得
[00:11:52.000 --> 00:11:54.000]  我們信了耶穌之後
[00:11:54.000 --> 00:11:57.000]  我仍然有我的生活
[00:11:57.000 --> 00:12:00.000]  這個信仰對於很多人來說
[00:12:00.000 --> 00:12:03.000]  只是一個點綴
[00:12:03.000 --> 00:12:06.000]  或者只是一個社交的生活
[00:12:06.000 --> 00:12:07.000]  星期日
[00:12:07.000 --> 00:12:09.000]  能夠星期日回來教會
[00:12:09.000 --> 00:12:12.000]  我又可以安靜來聆聽
[00:12:12.000 --> 00:12:14.000]  我們來到去有一段時間
[00:12:14.000 --> 00:12:18.000]  可能回到工作場所、回到家
[00:12:18.000 --> 00:12:23.000]  這個信仰在生命裏有多少價值
[00:12:23.000 --> 00:12:26.000]  耶穌是我們生命的主
[00:12:26.000 --> 00:12:28.000]  耶穌為我們復活
[00:12:28.000 --> 00:12:30.000]  給我們機會
[00:12:30.000 --> 00:12:32.000]  一個新的開始
[00:12:32.000 --> 00:12:36.000]  可以重演這生
[00:12:36.000 --> 00:12:38.000]  持守一神的信仰
[00:12:38.000 --> 00:12:41.000]  可謂是武功心法
[00:12:41.000 --> 00:12:43.000]  是十二分的重要
[00:12:43.000 --> 00:12:46.000]  但同樣是需要招式
[00:12:46.000 --> 00:12:47.000]  我們說今天這段經文
[00:12:47.000 --> 00:12:49.000]  來到去講就是說
[00:12:49.000 --> 00:12:52.000]  第一個我們要實踐的就是
[00:12:52.000 --> 00:12:57.000]  我們主動帶著服從去聽
[00:12:57.000 --> 00:13:02.000]  書裏說我們要快快的聽
[00:13:02.000 --> 00:13:05.000]  聽在我們感官裏面
[00:13:05.000 --> 00:13:10.000]  是一個易於傳遞和接收的媒介
[00:13:10.000 --> 00:13:13.000]  音速每秒是七公里
[00:13:13.000 --> 00:13:16.000]  傳送的速度甚快
[00:13:16.000 --> 00:13:18.000]  是一個可靠
[00:13:18.000 --> 00:13:21.000]  較為可行的傳遞工具
[00:13:21.000 --> 00:13:24.000]  初期知識的傳承
[00:13:24.000 --> 00:13:29.000]  都是由聽和背組成
[00:13:29.000 --> 00:13:31.000]  二十一世紀
[00:13:31.000 --> 00:13:34.000]  我們能夠每人一本聖經坐在這裏
[00:13:34.000 --> 00:13:36.000]  拿起來讀
[00:13:36.000 --> 00:13:40.000]  在猶太人出埃及的年代
[00:13:40.000 --> 00:13:43.000]  或者耶穌的年代
[00:13:43.000 --> 00:13:46.000]  聖經在耶穌的年代
[00:13:46.000 --> 00:13:50.000]  聖經只在會堂裏面
[00:13:50.000 --> 00:13:52.000]  不會每人一本的
[00:13:52.000 --> 00:13:56.000]  為什麼?
[00:13:56.000 --> 00:13:58.000]  沒有印刷術
[00:13:58.000 --> 00:14:02.000]  造紙都未出現
[00:14:02.000 --> 00:14:05.000]  寫在牛皮上
[00:14:05.000 --> 00:14:09.000]  要一本聖經
[00:14:09.000 --> 00:14:12.000]  不是一件便宜的事
[00:14:12.000 --> 00:14:17.000]  還要抄寫
[00:14:17.000 --> 00:14:19.000]  以前我們小時候
[00:14:19.000 --> 00:14:24.000]  佛抄、校規
[00:14:24.000 --> 00:14:27.000]  抄三四次已經手軟
[00:14:27.000 --> 00:14:28.000]  抄整本
[00:14:28.000 --> 00:14:34.000]  我當時只是九曰
[00:14:34.000 --> 00:14:36.000]  文字記錄
[00:14:36.000 --> 00:14:37.000]  主要是用人手
[00:14:37.000 --> 00:14:40.000]  在牛皮和羊皮裏抄寫
[00:14:40.000 --> 00:14:43.000]  估計單是九曰聖經
[00:14:43.000 --> 00:14:48.000]  需要動用過萬隻牛皮來抄寫
[00:14:48.000 --> 00:14:50.000]  一本聖經的製作費
[00:14:50.000 --> 00:14:53.000]  是天文的數字
[00:14:53.000 --> 00:14:55.000]  不是一般人可以應付
[00:14:55.000 --> 00:14:57.000]  只能夠藉著家庭教育
[00:14:57.000 --> 00:15:00.000]  父母口頭的傳遞
[00:15:00.000 --> 00:15:04.000]  每個星期去教導聖經的地方
[00:15:04.000 --> 00:15:06.000]  來聆聽
[00:15:06.000 --> 00:15:08.000]  這就是會堂
[00:15:08.000 --> 00:15:10.000]  所以我們說
[00:15:10.000 --> 00:15:13.000]  主動帶著服從去聽
[00:15:13.000 --> 00:15:20.000]  是說珍惜機會去虛懷
[00:15:20.000 --> 00:15:23.000]  是去真心來聆聽
[00:15:23.000 --> 00:15:25.000]  聽原來的文字
[00:15:25.000 --> 00:15:27.000]  是命令式
[00:15:27.000 --> 00:15:30.000]  如果新標點和本
[00:15:30.000 --> 00:15:34.000]  聽是一個感嘆號
[00:15:34.000 --> 00:15:36.000]  好像紀律部隊
[00:15:36.000 --> 00:15:40.000]  去長官向下屬發出指令
[00:15:40.000 --> 00:15:43.000]  Attention
[00:15:43.000 --> 00:15:46.000]  又好像運動場上
[00:15:46.000 --> 00:15:49.000]  司令發出口號
[00:15:49.000 --> 00:15:51.000]  On your mark
[00:15:51.000 --> 00:15:53.000]  Set
[00:15:53.000 --> 00:15:54.000]  然後怎樣
[00:15:54.000 --> 00:15:55.000]  Go
[00:15:55.000 --> 00:15:57.000]  聽著
[00:15:57.000 --> 00:15:58.000]  那個槍聲
[00:15:58.000 --> 00:16:00.000]  啪一聲
[00:16:00.000 --> 00:16:03.000]  就要去跑了
[00:16:03.000 --> 00:16:05.000]  遲了
[00:16:05.000 --> 00:16:07.000]  就別人先走
[00:16:07.000 --> 00:16:09.000]  偷步
[00:16:09.000 --> 00:16:10.000]  就怎樣
[00:16:10.000 --> 00:16:12.000]  偷步兩次機會
[00:16:12.000 --> 00:16:13.000]  就Disqualify
[00:16:13.000 --> 00:16:15.000]  即是被人淘汰了
[00:16:15.000 --> 00:16:16.000]  所以要怎樣
[00:16:16.000 --> 00:16:18.000]  是要很留心
[00:16:18.000 --> 00:16:21.000]  聽到也要立事
[00:16:21.000 --> 00:16:24.000]  按著指令去回應
[00:16:24.000 --> 00:16:26.000]  聽不聽的話
[00:16:26.000 --> 00:16:28.000]  會受到懲處
[00:16:28.000 --> 00:16:32.000]  甚至失去參賽的資格
[00:16:32.000 --> 00:16:34.000]  人的說話要服從
[00:16:34.000 --> 00:16:36.000]  更何況是聖的說話
[00:16:36.000 --> 00:16:41.000]  是神從上而來的命令
[00:16:41.000 --> 00:16:44.000]  帶著無上的權威
[00:16:44.000 --> 00:16:47.000]  聽的人要帶著注意
[00:16:47.000 --> 00:16:49.000]  並且服從效果
[00:16:49.000 --> 00:16:52.000]  否則效果是嚴重的
[00:16:52.000 --> 00:16:55.000]  我看到政府宣傳
[00:16:55.000 --> 00:17:01.000]  不要一邊駕車一邊聽手提電話
[00:17:01.000 --> 00:17:03.000]  不要過馬路的時候
[00:17:03.000 --> 00:17:08.000]  只顧著聽手機看電話
[00:17:08.000 --> 00:17:11.000]  這是耳熟能詳所說的
[00:17:11.000 --> 00:17:17.000]  但是如果不斷只看到不做有沒有用
[00:17:17.000 --> 00:17:19.000]  沒有用
[00:17:19.000 --> 00:17:21.000]  我們今天回來教會
[00:17:21.000 --> 00:17:24.000]  我們聽了很多聖經的道理
[00:17:24.000 --> 00:17:27.000]  如果只有一個聽字
[00:17:27.000 --> 00:17:31.000]  這個也未完成
[00:17:31.000 --> 00:17:35.000]  聽只是最初一步
[00:17:35.000 --> 00:17:37.000]  聖經上說
[00:17:37.000 --> 00:17:38.000]  以色列人要聽
[00:17:38.000 --> 00:17:44.000]  是要帶著期待和回應
[00:17:44.000 --> 00:17:51.000]  否則說了等於沒說
[00:17:51.000 --> 00:17:54.000]  有一次很深刻的經驗
[00:17:54.000 --> 00:17:59.000]  有一回我在學校做校務的時候
[00:17:59.000 --> 00:18:01.000]  有兩個少年人
[00:18:01.000 --> 00:18:02.000]  學生來的
[00:18:02.000 --> 00:18:05.000]  淋得全身濕透
[00:18:05.000 --> 00:18:06.000]  我當時真的濕透
[00:18:06.000 --> 00:18:07.000]  正在進來的時候
[00:18:07.000 --> 00:18:10.000]  在校門口滴水
[00:18:10.000 --> 00:18:14.000]  嘩!你們可以淋得這麼濕
[00:18:14.000 --> 00:18:16.000]  沒理由吧
[00:18:16.000 --> 00:18:22.000]  天氣預報已經說過會有狂風驟雨
[00:18:22.000 --> 00:18:24.000]  你們知不知道
[00:18:24.000 --> 00:18:26.000]  知道
[00:18:26.000 --> 00:18:29.000]  你們有沒有雨傘在家裡
[00:18:29.000 --> 00:18:31.000]  有
[00:18:31.000 --> 00:18:37.000]  我媽媽還把雨傘放在門口
[00:18:37.000 --> 00:18:40.000]  出門的時候
[00:18:40.000 --> 00:18:43.000]  門口有一把傘頂住了
[00:18:43.000 --> 00:18:46.000]  你不拿開傘就出不了門
[00:18:46.000 --> 00:18:47.000]  媽媽慌死了
[00:18:47.000 --> 00:18:49.000]  忘記帶傘就把傘頂著
[00:18:49.000 --> 00:18:54.000]  為什麼你不拿呢?
[00:18:54.000 --> 00:18:56.000]  你猜她怎麼回答?
[00:18:56.000 --> 00:19:00.000]  出門的時候已經沒有雨了
[00:19:00.000 --> 00:19:02.000]  媽媽跟你說
[00:19:02.000 --> 00:19:04.000]  出門要帶傘
[00:19:04.000 --> 00:19:06.000]  聽到嗎?聽到
[00:19:06.000 --> 00:19:08.000]  你知不知道天氣預報會有狂風驟雨
[00:19:08.000 --> 00:19:10.000]  知道
[00:19:10.000 --> 00:19:11.000]  為什麼你不拿呢?
[00:19:11.000 --> 00:19:15.000]  我出門的時候沒有雨了
[00:19:15.000 --> 00:19:19.000]  今天我覺得你們只有淡笑的笑話
[00:19:19.000 --> 00:19:20.000]  但其實在我們心目中
[00:19:20.000 --> 00:19:22.000]  會不會經常
[00:19:22.000 --> 00:19:26.000]  都令到我們有深刻的提醒
[00:19:26.000 --> 00:19:28.000]  有些事都是過後
[00:19:28.000 --> 00:19:30.000]  發覺我們是知道
[00:19:30.000 --> 00:19:33.000]  不過是怎樣呢?
[00:19:33.000 --> 00:19:35.000]  沒有把這些知識
[00:19:35.000 --> 00:19:39.000]  資訊放在心裏
[00:19:39.000 --> 00:19:43.000]  聽了就算了
[00:19:43.000 --> 00:19:45.000]  這些人怎樣去聽
[00:19:45.000 --> 00:19:47.000]  在經文裏說
[00:19:47.000 --> 00:19:50.000]  要不斷地去重複
[00:19:50.000 --> 00:19:52.000]  在第六和第七節
[00:19:52.000 --> 00:19:54.000]  剛才主席跟我們說
[00:19:54.000 --> 00:19:56.000]  他就說
[00:19:56.000 --> 00:19:57.000]  吩咐你的話
[00:19:57.000 --> 00:19:58.000]  要記在心上
[00:19:58.000 --> 00:20:00.000]  因勤教訓你的兒女
[00:20:00.000 --> 00:20:02.000]  無論是坐在家裏
[00:20:02.000 --> 00:20:05.000]  行在路上 躺下 起來
[00:20:05.000 --> 00:20:08.000]  都要談論
[00:20:08.000 --> 00:20:11.000]  每時每刻都要談論
[00:20:11.000 --> 00:20:12.000]  要傳遞
[00:20:12.000 --> 00:20:15.000]  不只是搬字過紙
[00:20:15.000 --> 00:20:17.000]  更加有視覺效果就是
[00:20:17.000 --> 00:20:21.000]  要提在手上為記號
[00:20:21.000 --> 00:20:24.000]  戴在額頭上為經文
[00:20:24.000 --> 00:20:27.000]  又要寫在你的門框上
[00:20:27.000 --> 00:20:29.000]  並你的城門上
[00:20:29.000 --> 00:20:32.000]  所以我們今天的真理回應就是
[00:20:32.000 --> 00:20:37.000]  我們教會不斷每年都有讀經計劃
[00:20:37.000 --> 00:20:42.000]  我們會幫大家訂一些屬靈的書籍
[00:20:42.000 --> 00:20:44.000]  在程序表裏面
[00:20:44.000 --> 00:20:48.000]  我們夾了去新一季的主日學
