
[00:00:00.000 --> 00:00:06.000]  我這兩場是很特別的,我簡題目的。
[00:05:41.000 --> 00:05:53.000]  他總之覺得一個男性在一個權威的位置一定不是好人,他學得了我幾年不少養生,你明不明,
[00:05:53.000 --> 00:06:02.000]  我有時不明,所以你表面看一些行為,要看他成果,究竟他為何會這樣,究竟發生甚麼事,
[00:06:02.000 --> 00:06:12.000]  當然還要講一件事,是否無得補救,有得補救,你都可以找些人father他,我們就mentor他,
[00:06:12.000 --> 00:06:19.000]  亦父亦師亦友,關心他,於是他不是這樣,原來很多男性其實關心你,
[00:06:19.000 --> 00:06:28.000]  當然我們有信仰天上有父親,天上的父親他都father你,經常祈禱愛在天上的父,
[00:06:28.000 --> 00:06:36.000]  他都是care你,改變這件事不是無得扭轉,聖經裏面從來無一個問題是無得扭轉,
[00:06:36.000 --> 00:06:45.000]  你知道問題但一定要同時知道有答案,所以我今日揀了一篇很好的詩,
[00:06:45.000 --> 00:06:50.000]  我很喜歡的詩,一篇詩一開始時說我心裡要清楚耶和華我們的天父,
[00:06:50.000 --> 00:06:55.000]  我心裡要清楚耶和華在我裏面都要出得到他,不要忘記他一切的恩惠,
[00:06:55.000 --> 00:07:02.000]  我們信仰的起點是要感恩,做一個感恩的人不要忘恩,
[00:07:02.000 --> 00:07:09.000]  這篇詩講兩句,講地上的父親講天上的父親,
[00:07:09.000 --> 00:07:14.000]  講地上的父親時有一句我很喜歡,就是我今日這句,
[00:07:14.000 --> 00:07:25.000]  講你父親怎樣憐恤你的兒女,耶和華你的天父同樣憐恤敬畏他的人,
[00:07:25.000 --> 00:07:33.000]  憐恤這個字很重要我專門查,查了很多版本查了很多字典,憐恤是叫什麼,
[00:07:33.000 --> 00:07:44.000]  有一個很尊敬的聖經翻譯者說,God as the father feels for his children,
[00:07:44.000 --> 00:07:52.000]  our heavenly father feels for you,有feel的,為什麼兩個不溝通得到,
[00:07:52.000 --> 00:07:59.000]  你都不知道我怎樣feel,你不教我這樣做人,成日都耍我,
[00:07:59.000 --> 00:08:04.000]  do you know how I feel,你知不知道我現在的感覺,
[00:08:04.000 --> 00:08:10.000]  我不是憎你,我不是不想記得修幾道書,我有原因,
[00:08:10.000 --> 00:08:14.000]  你知不知道我幾英文,你知不知道我有幾多的東西,
[00:08:14.000 --> 00:08:21.000]  how do you feel,跟這代的溝通最重要不是跟他講,
[00:08:21.000 --> 00:08:26.000]  你做什麼做什麼成日教訓他,這代是講feel,
[00:08:26.000 --> 00:08:32.000]  所以這翻譯真好,但他不只是feel,我查過憐恤這個字,
[00:08:32.000 --> 00:08:39.000]  憐恤就知他怎樣feel,然後按著他怎樣感受去回應他,
[00:08:39.000 --> 00:08:47.000]  憐恤是a verb,是有行動的,你知道feel只是起點,
[00:08:47.000 --> 00:08:53.000]  他不是停在那兒,憐恤這個字是有行動的,有action的,
[00:08:53.000 --> 00:08:56.000]  你知道他怎樣feel已經好,你知道他怎樣feel,
[00:08:56.000 --> 00:09:06.000]  他跟你connect,我現在做了阿爺,我跟孫子都不知幾好聊,
[00:09:06.000 --> 00:09:13.000]  我問他怎樣feel,他告訴我,好食嘢嘢,
[00:09:13.000 --> 00:09:17.000]  好鍾意同嘢嘢傾偈,好鍾意同嘢嘢玩,
[00:09:17.000 --> 00:09:27.000]  所以不是年齡問題,但你啱feel時間你都要知道怎樣connect他,
[00:09:27.000 --> 00:09:34.000]  你有行動,所以憐恤,行動在哪兒,我發現在前面幾字,
[00:09:34.000 --> 00:09:41.000]  就很天賦憐恤,我們怎樣憐恤,他不單止講憐恤,
[00:09:41.000 --> 00:09:45.000]  他還另一個字就是憐憫,憐憫這個字是compassion,
[00:09:45.000 --> 00:09:49.000]  compassion他知道你怎樣feel,他跟你一起feel,
[00:09:49.000 --> 00:09:56.000]  compassion是共feel,passion是suffer,
[00:09:56.000 --> 00:10:00.000]  我知道你有苦痛,我跟你一起suffer,
[00:10:00.000 --> 00:10:03.000]  I feel your pain, I share your pain,
[00:10:03.000 --> 00:10:07.000]  and I respond to your pain,我不單止想知道你怎樣feel,
[00:10:07.000 --> 00:10:12.000]  我好想明,而且好想進入你的feeling,share到你的feel,
[00:10:12.000 --> 00:10:19.000]  最緊要就是這件事,所有片仔一去到那兒,
[00:10:19.000 --> 00:10:24.000]  你見李顯龍他演過,最感動就是這句,
[00:10:24.000 --> 00:10:28.000]  我拉咪check過他點解,叫我爸爸去靈鳩,
[00:10:28.000 --> 00:10:37.000]  原來他爸爸教他默想,我靈鳩出來之前,
[00:10:37.000 --> 00:10:43.000]  我將爸爸的朋友坐在靈鳩旁邊默想,
[00:10:43.000 --> 00:10:48.000]  一講到那兒就哭,一講到那兒就講不出來,
[00:10:48.000 --> 00:10:52.000]  當你有安靜時間你feel到你爸爸你爸爸feel到你,
[00:10:52.000 --> 00:10:55.000]  然後你在那兒時間你connect,
[00:10:55.000 --> 00:11:00.000]  人與人的connect是feel,你講嘢無用,
[00:11:00.000 --> 00:11:04.000]  你知怎樣feel,然後你入去connect,
[00:11:04.000 --> 00:11:10.000]  然後act有行動,所以前面他講天賦,
[00:11:10.000 --> 00:11:15.000]  有憐憫,有憐恤,有五個行動,
[00:11:15.000 --> 00:11:18.000]  我一讀聖經就最喜歡讀this book,
[00:11:18.000 --> 00:11:21.000]  因為聖經是行動,我們的神是一個行動,
[00:11:21.000 --> 00:11:23.000]  祂不是坐在天上看你怎樣死,
[00:11:23.000 --> 00:11:26.000]  因為經常覺得這個神,這個世界那麼亂,
[00:11:26.000 --> 00:11:31.000]  為何你不理,祂理,祂wait耶穌來的時間,
[00:11:31.000 --> 00:11:37.000]  祂幾多次哭泣,祂有生有死有生,
[00:11:37.000 --> 00:11:39.000]  祂為你哭泣,祂有feel,
[00:11:39.000 --> 00:11:43.000]  以色列人當代的suffer,他們都suffer,
[00:11:43.000 --> 00:11:45.000]  他們有feel,但不單止feel,
[00:11:45.000 --> 00:11:48.000]  他們act,他們行動,這五個work,
[00:11:48.000 --> 00:11:54.000]  我為何要早些講,講這五個work要很長,
[00:11:54.000 --> 00:12:03.000]  我順路精簡,我望住標,順路精簡,五個動詞,
[00:12:03.000 --> 00:12:10.000]  我赦免你一切的罪,forgive,最難這東西,
[00:12:10.000 --> 00:12:15.000]  最難,這個動詞,forgive is not a word,
[00:12:15.000 --> 00:12:19.000]  不是一個word,一個word有代價,
[00:12:19.000 --> 00:12:23.000]  第二,我醫治你一切的疾病,
[00:12:23.000 --> 00:12:33.000]  I heal,經過不病,父子最親時,
[00:12:33.000 --> 00:12:37.000]  多數是病時,事但一個病就會親,
[00:12:37.000 --> 00:12:42.000]  因為病會變成冤情,第三,我救你的命,
[00:12:42.000 --> 00:12:46.000]  你斷不死我,當你經過死亡時,
[00:12:46.000 --> 00:12:50.000]  你就go close,因為個個都會死,
[00:12:50.000 --> 00:12:55.000]  怎樣救法,怎樣share pain,
[00:12:55.000 --> 00:12:58.000]  面對死亡時的feeling是怎樣,怎樣connect,
[00:12:58.000 --> 00:13:03.000]  然後這個就heal,第三個就hold,
[00:13:03.000 --> 00:13:09.000]  he satisfies,不是satisfy,他才crown,
[00:13:09.000 --> 00:13:14.000]  個個以仁愛和慈悲為你的冠冕,
[00:13:14.000 --> 00:13:20.000]  he crowns you,crown不是物質的東西,
[00:13:20.000 --> 00:13:25.000]  仁愛和慈悲,慈悲你先知道我的feel,
[00:13:25.000 --> 00:13:28.000]  然後你仍然愛我,你知我不碰你都仍然愛我,
[00:13:28.000 --> 00:13:34.000]  就去光榮,你個仔很多時間有幾多需要,
[00:13:34.000 --> 00:13:37.000]  如果你明他,我知道你考試不及格,
[00:13:37.000 --> 00:13:44.000]  I still love you,crown,然後最尾是satisfy,
[00:13:44.000 --> 00:13:46.000]  個個以美物洗你所有不義之足,
[00:13:46.000 --> 00:13:50.000]  以致你不應反抗難度,satisfy,
[00:13:50.000 --> 00:13:56.000]  最基本的需要,其實是五層的需要,
[00:13:56.000 --> 00:14:01.000]  我由最尾說起,最尾是最基層,
[00:14:01.000 --> 00:14:07.000]  我們叫做basic needs,Abraham Russel,人的最基本needs,
[00:14:07.000 --> 00:14:12.000]  美物物質上的需要,第二層再上一些esteem,
[00:14:12.000 --> 00:14:17.000]  即是你的crown,然後才說病死亡,
[00:14:17.000 --> 00:14:23.000]  然後最終是最難,有饒恕就有報,
[00:14:23.000 --> 00:14:30.000]  拆哂最高層次,所以我將五個word倒轉來說,
[00:14:30.000 --> 00:14:32.000]  可惜我先講第一個,
[00:14:32.000 --> 00:14:35.000]  愛以美物洗你所有不義之足,
[00:14:35.000 --> 00:14:38.000]  這個人出世的時間,我告訴你幾無助,
[00:14:38.000 --> 00:14:44.000]  人是所有全世界的動物植物和飛鳥當中最無助,
[00:14:44.000 --> 00:14:46.000]  鯛魚一出來就會游泳,
[00:14:46.000 --> 00:14:50.000]  鳥很快就會飛,猴子很快會跳,
[00:14:50.000 --> 00:15:00.000]  是人呢?又便宜,你識行,有歲紀,
[00:15:00.000 --> 00:15:03.000]  人家鴨出世幾日就行,
[00:15:03.000 --> 00:15:10.000]  多神造人就是造成,你是很dependent,
[00:15:10.000 --> 00:15:13.000]  即是要愛人謙卑些,
[00:15:13.000 --> 00:15:19.000]  你試想想現在由於香港住不到,
[00:15:19.000 --> 00:15:23.000]  三十歲都要站在爸爸的屋,
[00:15:23.000 --> 00:15:26.000]  你真的要多謝他,那你怎樣買?
[00:15:26.000 --> 00:15:29.000]  你試下去買,你試下去買,
[00:15:29.000 --> 00:15:34.000]  所以突然這個物質層次是香港最基本需要都未搞掂,
[00:15:34.000 --> 00:15:40.000]  未搞掂,我多謝我爸爸,很窮就行選,
[00:15:40.000 --> 00:15:45.000]  我還記得我專登西營盤鎮,
[00:15:45.000 --> 00:15:50.000]  一開我就去禮,因為我和爸爸媽媽住在西營盤,
[00:15:50.000 --> 00:15:55.000]  住在水街住了很久,在我之前住灣仔春園街,
[00:15:55.000 --> 00:15:59.000]  我拉你去看,當時很窄,
[00:15:59.000 --> 00:16:02.000]  所以他很勇敢搬去水街,
[00:16:02.000 --> 00:16:10.000]  水街搬去禮安地,帶著媽媽走難來香港,
[00:16:10.000 --> 00:16:19.000]  找到工作在船上,竇門那麼細,中間房,
[00:16:19.000 --> 00:16:26.000]  我很感激他,我還記得很窮當時,
[00:16:26.000 --> 00:16:32.000]  你們現在看電視,當時我和媽媽給號召,
[00:16:32.000 --> 00:16:36.000]  我去旁邊的涼茶店看涼茶店的電視,
[00:16:36.000 --> 00:16:40.000]  不知有多開心,無得揀當時的頻道,
[00:16:40.000 --> 00:16:48.000]  只有麗的,一碗涼茶,我很感激他,
[00:16:48.000 --> 00:16:54.000]  繼續攻學讀書,而且放船回來很開心,
[00:16:54.000 --> 00:16:57.000]  我媽媽很慳,我的弟弟妹妹都知,
[00:16:57.000 --> 00:17:00.000]  他們都帶我來看戲,當然看公寓場,
[00:17:00.000 --> 00:17:06.000]  他們四個都帶我來,等了三日退房,
[00:17:06.000 --> 00:17:09.000]  有時一個人等兩個,我媽媽真的沒事,
[00:17:09.000 --> 00:17:13.000]  我爸爸回來不是,他說我帶你去看,
[00:17:13.000 --> 00:17:19.000]  荷華戲院,西田,兩個四,我請你看後座,
[00:17:19.000 --> 00:17:23.000]  嘩,當時幾重要,七合金九折,
[00:17:23.000 --> 00:17:31.000]  然後我帶你去看波浪,都有男人,
[00:17:31.000 --> 00:17:34.000]  看好點,兩個四坐中間,
[00:17:34.000 --> 00:17:39.000]  是這樣拍,多感激他,當時你不覺,
[00:17:39.000 --> 00:17:41.000]  你父親做了些事你不覺,
[00:17:41.000 --> 00:17:45.000]  當你慢慢看回頭才知道,
[00:17:45.000 --> 00:17:51.000]  原來那小小事你想想付多少代價,
[00:17:51.000 --> 00:17:55.000]  你不要忘記這些情,天下沒有不是的父母,
[00:17:55.000 --> 00:18:01.000]  只有不識做的父母,沒有人識做,
[00:18:01.000 --> 00:18:05.000]  全世界的學堂沒有教人做父親,
[00:18:05.000 --> 00:18:07.000]  是否我做了爸爸才知,
[00:18:07.000 --> 00:18:10.000]  我的兒子實在比我傷害很多,
[00:18:10.000 --> 00:18:14.000]  全部都是誤殺,我沒有專心傷害他,
[00:18:14.000 --> 00:18:17.000]  我怎知我做醫生,當時他剛出世,
[00:18:17.000 --> 00:18:21.000]  我都要多謝他用心,我一開頭他叫,
[00:18:21.000 --> 00:18:23.000]  我看著他,然後要餵他,
[00:18:23.000 --> 00:18:25.000]  整個Duffy養到他滿臉都是,
[00:18:25.000 --> 00:18:29.000]  那時我們要換尿片,有時要有些扣針,
[00:18:29.000 --> 00:18:33.000]  不知被我刺了幾多次,你以為我想傷害他,
[00:18:33.000 --> 00:18:38.000]  你沒有學過,所以不要怪,你明不明,
[00:18:38.000 --> 00:18:42.000]  但到最後我考不到香港大學,
[00:18:42.000 --> 00:18:49.000]  我媽媽知我應該捉他,將他儲到買樓的錢,
[00:18:49.000 --> 00:18:58.000]  我沒有說考取,我問我自己躲在樓下,
[00:18:58.000 --> 00:19:04.000]  我爸爸我媽媽,他們以為我所有原因都知,
[00:19:04.000 --> 00:19:06.000]  他們知我入不到香港大學,
[00:19:06.000 --> 00:19:10.000]  他們知我仍然很想做醫生,
[00:19:10.000 --> 00:19:14.000]  他們不肯收我送我去加拿大,
[00:19:14.000 --> 00:19:18.000]  不要忘記這些情感,
[00:19:18.000 --> 00:19:23.000]  再跟住一層時間,他crown you with esteem,
[00:19:23.000 --> 00:19:27.000]  這件事很重要,我想去他的船,
[00:19:27.000 --> 00:19:32.000]  去船時突然發覺原來他的同事有些很兇的,
[00:19:32.000 --> 00:19:38.000]  因為他做管事,有廚房,有很多幫他洗碗,
[00:19:38.000 --> 00:19:43.000]  原來有些都幾狼,我親自看著,
[00:19:43.000 --> 00:19:47.000]  當面罵我坐在那兒我幾驚,
[00:19:47.000 --> 00:19:55.000]  但他很尊敬,他們不用驚,
[00:19:55.000 --> 00:20:00.000]  我從來在船尾被人打過,他們都尊敬,
[00:20:00.000 --> 00:20:03.000]  但你不要介意他們是粗魯些,
[00:20:03.000 --> 00:20:06.000]  然後他坐在那兒,請他的同事出去,
[00:20:06.000 --> 00:20:09.000]  你出去,我兒子在那兒,
[00:20:09.000 --> 00:20:16.000]  我上船是他第一個教我拿刀拿叉吃西餐,
[00:20:16.000 --> 00:20:21.000]  我坐在那兒,擺得很骨子,
[00:20:21.000 --> 00:20:23.000]  因為他是做cheap steal,
[00:20:23.000 --> 00:20:31.000]  拿著叉,我幾尊貴,
[00:20:31.000 --> 00:20:34.000]  我知道他那兒有些事未搞掂,
[00:20:34.000 --> 00:20:39.000]  但他care,他仍然給我,我覺得幾光榮,
[00:20:39.000 --> 00:20:43.000]  我那邊同事原來很尊敬他們,
[00:20:43.000 --> 00:20:46.000]  他一擺起帽,cheap steal,
[00:20:46.000 --> 00:20:50.000]  走出去,幾尊貴,
[00:20:50.000 --> 00:20:53.000]  所以很多時間這些小小的事,
[00:20:53.000 --> 00:20:55.000]  我們很多時間忘記了,
[00:20:55.000 --> 00:20:58.000]  當時覺得很多時間父親做孩子身上的事,
[00:20:58.000 --> 00:21:01.000]  你覺得必然,不是必然,
[00:21:01.000 --> 00:21:04.000]  他背後很多代價,
[00:21:04.000 --> 00:21:08.000]  所以這些很基本的事不要忘記,
[00:21:08.000 --> 00:21:12.000]  he satisfied,你一路成長時間,
[00:21:12.000 --> 00:21:16.000]  他幾多事供應你,然後he crowns,
[00:21:16.000 --> 00:21:19.000]  很多時間他自己有尊榮,
[00:21:19.000 --> 00:21:22.000]  他亦愛你,亦給你有尊榮,
[00:21:22.000 --> 00:21:28.000]  he crowns you with love,
[00:21:28.000 --> 00:21:32.000]  接著就講疾病和死亡,
[00:21:32.000 --> 00:21:35.000]  交給我兒子講,
[00:21:35.000 --> 00:21:39.000]  歡迎我兒子叫做蔡蓮蓉,
[00:21:39.000 --> 00:21:43.000]  兩句講幾句,
[00:21:43.000 --> 00:21:47.000]  前面兩句是basic,
[00:21:47.000 --> 00:21:51.000]  接著那三個是crisis,
[00:21:51.000 --> 00:21:55.000]  人生有兩種crisis,
[00:21:55.000 --> 00:21:58.000]  一種是predictable,
[00:21:58.000 --> 00:22:00.000]  病和死是predictable,
[00:22:00.000 --> 00:22:03.000]  你一定病,遲早死,
[00:22:03.000 --> 00:22:10.000]  不過是predictable crisis,
[00:22:10.000 --> 00:22:12.000]  最後是unpredictable,
[00:22:12.000 --> 00:22:14.000]  人際關係破裂,你估不到,
[00:22:14.000 --> 00:22:16.000]  最親的人都會破裂,
[00:22:16.000 --> 00:22:23.000]  我先請我兒子講下predictable crisis是甚麼,
[00:22:23.000 --> 00:22:26.000]  因為他都經歷過幾日,
[00:22:26.000 --> 00:22:34.000]  走過死路仍然經歷到天父和地上的痛楚,
[00:22:34.000 --> 00:22:36.000]  蔡蓮蓉
[00:22:36.000 --> 00:22:40.000]  大家好,我叫Andrew,
[00:22:40.000 --> 00:22:43.000]  所以我都感謝父親給我機會,
[00:22:43.000 --> 00:22:45.000]  他都連失望,
[00:22:45.000 --> 00:22:49.000]  我和大家分享我一個經歷,
[00:22:49.000 --> 00:22:55.000]  剛才蔡醫說是一個很predictable的苦難,
[00:22:55.000 --> 00:22:58.000]  但對我而言是unpredictable,
[00:22:58.000 --> 00:23:01.000]  其實都差不多十年前,
[00:23:01.000 --> 00:23:05.000]  我感恩我今日仍健康,
[00:23:05.000 --> 00:23:09.000]  十年前我經歷了一個很大的病,
[00:23:09.000 --> 00:23:11.000]  當時我瘦了很多,
[00:23:11.000 --> 00:23:13.000]  你見我現在這麼大隻,
[00:23:13.000 --> 00:23:15.000]  我瘦了30磅十年前,
[00:23:15.000 --> 00:23:19.000]  是很突然的,我當時很健康,
[00:23:19.000 --> 00:23:21.000]  從來未入過醫院,
[00:23:21.000 --> 00:23:23.000]  很喜歡做運動,
[00:23:23.000 --> 00:23:25.000]  但有一次很偶然的機會,
[00:23:25.000 --> 00:23:31.000]  醫生發現我腦內有個鈕扎住了視覺神經,
[00:23:31.000 --> 00:23:33.000]  他怎樣發現就是幫我檢查那隻眼,
[00:23:33.000 --> 00:23:35.000]  原來一邊的東西看得不太清楚,
[00:23:35.000 --> 00:23:37.000]  是一個很突然,
[00:23:37.000 --> 00:23:41.000]  當我們知道立即去照,
[00:23:41.000 --> 00:23:44.000]  我記得那晚收到一個報告,
[00:23:44.000 --> 00:23:49.000]  指一個像哥爾夫球般大的鈕扎在我腦內,
[00:23:49.000 --> 00:23:53.000]  我記得那晚我們一家人,
[00:23:53.000 --> 00:23:58.000]  爸爸媽媽一起為這件事祈禱教堂,
[00:23:58.000 --> 00:24:02.000]  當刻我們很多擔心,
[00:24:02.000 --> 00:24:05.000]  不知結果如何,
[00:24:05.000 --> 00:24:08.000]  但我們懂得祈求讓來,
[00:24:08.000 --> 00:24:12.000]  這次經文千篇一百零三篇,
[00:24:12.000 --> 00:24:14.000]  其實在我當時病,
[00:24:14.000 --> 00:24:18.000]  無論入醫院或康復期間,
[00:24:18.000 --> 00:24:21.000]  這篇詩有首詩歌,
[00:24:21.000 --> 00:24:27.000]  我記得這首詩歌在我腦內不斷哼出來,
[00:24:27.000 --> 00:24:32.000]  醫治我的疾病,救贖我的命,脫離死亡,
[00:24:32.000 --> 00:24:36.000]  兩次疾病我做了兩次手術,
[00:24:36.000 --> 00:24:38.000]  那次疾病做了兩次手術,
[00:24:38.000 --> 00:24:40.000]  每次超過八小時,
[00:24:40.000 --> 00:24:43.000]  但我很經歷到上帝的庭,
[00:24:43.000 --> 00:24:47.000]  我醫治了一個月,接受了二十五次電療,
[00:24:47.000 --> 00:24:53.000]  但這段期間我除了經歷了肉體上的醫治,
[00:24:53.000 --> 00:24:57.000]  我到今天仍要吃很多藥,
[00:24:57.000 --> 00:25:01.000]  但神給我很健康可以服侍他,
[00:25:01.000 --> 00:25:03.000]  所以他不單止醫治了我,
[00:25:03.000 --> 00:25:05.000]  我經歷了他上帝的醫治,
[00:25:05.000 --> 00:25:09.000]  他更讓我找到我人生的方向,
[00:25:09.000 --> 00:25:14.000]  我病之前有十年做IT在商業社會,
[00:25:14.000 --> 00:25:17.000]  做得很好很開心,
[00:25:17.000 --> 00:25:19.000]  以為沒有一帆風順,
[00:25:19.000 --> 00:25:21.000]  但這個病讓我經歷,
[00:25:21.000 --> 00:25:24.000]  原來人生都有風浪,
[00:25:24.000 --> 00:25:27.000]  這個病讓我再想一想,
[00:25:27.000 --> 00:25:31.000]  原來上帝給我的人生方向是要服侍他,
[00:25:31.000 --> 00:25:34.000]  所以我當時放下我的工作,
[00:25:34.000 --> 00:25:36.000]  入了神學院讀了三年書,
[00:25:36.000 --> 00:25:43.000]  過去七年在突破有機會和爸爸和小孩一起服侍,
[00:25:43.000 --> 00:25:44.000]  服侍年青人,
[00:25:44.000 --> 00:25:48.000]  所以神不單止醫治了我的肉身,
[00:25:48.000 --> 00:25:51.000]  亦給我人生一個方向,
[00:25:51.000 --> 00:25:59.000]  更重要是這個病讓我經歷到我父母對我的愛,
[00:25:59.000 --> 00:26:03.000]  剛才說我媽媽兩年前已回天府,
[00:26:03.000 --> 00:26:08.000]  但當時我剛知道病要做手術,
[00:26:08.000 --> 00:26:10.000]  有一日我媽媽跟我說,
[00:26:10.000 --> 00:26:14.000]  Angie我寧願病的是我,
[00:26:14.000 --> 00:26:15.000]  因為我年紀比你大,
[00:26:15.000 --> 00:26:19.000]  我當時聽完很感動,
[00:26:19.000 --> 00:26:22.000]  感覺到媽媽很愛惜我,
[00:26:22.000 --> 00:26:26.000]  她寧願病的是她不是我,
[00:26:26.000 --> 00:26:30.000]  而我爸爸我講個經歷給你聽,
[00:26:30.000 --> 00:26:31.000]  我第一次做手術,
[00:26:31.000 --> 00:26:34.000]  原本醫生說做三四個小時,
[00:26:34.000 --> 00:26:38.000]  但一路做其實我媽媽最早我不知,
[00:26:38.000 --> 00:26:40.000]  我估做到五六個小時,
[00:26:40.000 --> 00:26:44.000]  你若認識蔡醫生就知他是個很心急的人,
[00:26:44.000 --> 00:26:49.000]  他心急到在醫院原本在手術門等我,
[00:26:49.000 --> 00:26:51.000]  他覺得不太對勁,
[00:26:51.000 --> 00:26:53.000]  他就衝去手術室,
[00:26:53.000 --> 00:26:55.000]  你當然進不去做手術,
[00:26:55.000 --> 00:26:57.000]  衝了幾道門,
[00:26:57.000 --> 00:27:01.000]  個姑娘問你是誰,我說我是蔡醫生,
[00:27:01.000 --> 00:27:04.000]  你知我未見過你在這醫院,
[00:27:04.000 --> 00:27:06.000]  你知他都不是做醫生,
[00:27:06.000 --> 00:27:08.000]  他只不過冒認一個醫生,
[00:27:08.000 --> 00:27:12.000]  他想看他兒子做手術做到怎樣情況,
[00:27:12.000 --> 00:27:15.000]  當然這都是事後才聽這故事,
[00:27:15.000 --> 00:27:19.000]  當時姑娘跟他說,
[00:27:19.000 --> 00:27:21.000]  你兒子在裡面做不做手術,
[00:27:21.000 --> 00:27:23.000]  還要多一段時間,
[00:27:23.000 --> 00:27:25.000]  請你出去慢慢等,
[00:27:25.000 --> 00:27:27.000]  我見到他很緊張我,
[00:27:27.000 --> 00:27:32.000]  很為我掛念,
[00:27:32.000 --> 00:27:36.000]  我亦知道他是為我祈禱,
[00:27:36.000 --> 00:27:38.000]  亦將我的生命求託,
[00:27:38.000 --> 00:27:43.000]  所以我經歷到人生一個看似苦難,
[00:27:43.000 --> 00:27:46.000]  但神讓我經歷上帝的醫治,
[00:27:46.000 --> 00:27:48.000]  經歷走過死亡的幽谷,
[00:27:48.000 --> 00:27:50.000]  我今天可以去服侍他,
[00:27:50.000 --> 00:27:54.000]  所以我很感激上帝給我的經歷,
[00:27:54.000 --> 00:27:57.000]  而這段經文講,
