
[00:00:00.000 --> 00:00:03.320]  今天的講題是《上帝捨不得你》
[00:03:34.440 --> 00:03:38.760]  一箇中心的地方
[00:03:38.760 --> 00:03:40.960]  非常厲害
[00:03:40.960 --> 00:03:43.400]  我們一定要開始去第三章
[00:03:43.400 --> 00:03:45.080]  重溫第一二章
[00:03:45.080 --> 00:03:46.960]  爲什麼去到這一章這麼重要
[00:03:46.960 --> 00:03:49.080]  上個禮拜聶牧師講到第二章
[00:03:49.080 --> 00:03:50.280]  如果大家記得
[00:03:50.280 --> 00:03:54.480]  他說上帝生氣了
[00:03:54.480 --> 00:03:55.000]  很記得
[00:03:55.000 --> 00:03:57.560]  那三個教導非常迭截
[00:03:57.560 --> 00:03:59.200]  以偶像取代創造主
[00:03:59.200 --> 00:04:01.120]  是自取滅亡
[00:04:01.120 --> 00:04:02.080]  悔改
[00:04:02.080 --> 00:04:04.200]  宗教行爲只有外表
[00:04:04.200 --> 00:04:08.240]  但是沒有悔改是惹神牢
[00:04:08.240 --> 00:04:11.080]  神必按公義審判世人
[00:04:11.080 --> 00:04:13.120]  賞善罰惡
[00:04:13.120 --> 00:04:17.440]  在那個前節的經歷底下
[00:04:17.440 --> 00:04:19.280]  我們再看多一些
[00:04:19.280 --> 00:04:20.960]  特別是第一章第十八節
[00:04:20.960 --> 00:04:24.360]  他講到我們犯罪的核心
[00:04:24.360 --> 00:04:26.320]  不是人先
[00:04:26.320 --> 00:04:28.080]  不是人說方
[00:04:28.080 --> 00:04:29.360]  那個都重要
[00:04:29.360 --> 00:04:31.120]  不是自私先
[00:04:31.120 --> 00:04:31.800]  是什麼呢
[00:04:31.800 --> 00:04:33.280]  我們講到第一章十八節
[00:04:33.280 --> 00:04:34.400]  一二三
[00:04:34.400 --> 00:04:35.840]  神的憤怒
[00:04:35.840 --> 00:04:38.680]  從天上顯明在一切
[00:04:38.680 --> 00:04:41.360]  不勤不義的人身上
[00:04:41.360 --> 00:04:45.000]  就像阿姐嫌不義作惡真理的人
[00:04:45.000 --> 00:04:47.280]  但他憤怒神生氣
[00:04:47.280 --> 00:04:47.920]  什麼
[00:04:47.920 --> 00:04:48.760]  第一
[00:04:48.760 --> 00:04:53.040]  我們的罪是不敬虔對神
[00:04:53.040 --> 00:04:55.640]  接着纔是不義對人
[00:04:55.640 --> 00:04:56.800]  不敬虔
[00:04:56.800 --> 00:04:58.080]  所以我們常常記住
[00:04:58.080 --> 00:04:58.960]  我們提醒的罪是
[00:04:58.960 --> 00:05:00.680]  我們遠離神
[00:05:00.680 --> 00:05:03.000]  我們當神無道
[00:05:03.000 --> 00:05:04.880]  不放神在眼內
[00:05:04.880 --> 00:05:06.280]  不怕神
[00:05:06.280 --> 00:05:07.440]  神講的東西
[00:05:07.440 --> 00:05:08.880]  當法惡風
[00:05:08.880 --> 00:05:09.880]  行不行
[00:05:09.880 --> 00:05:11.600]  所以其實因爲這樣的緣故
[00:05:11.600 --> 00:05:13.960]  我們開始裏面
[00:05:13.960 --> 00:05:15.040]  沒有了安全感
[00:05:15.040 --> 00:05:16.600]  我們不信上帝的公認
[00:05:16.600 --> 00:05:18.520]  不信上帝給了我們那份
[00:05:18.520 --> 00:05:21.160]  我們要拿別人的東西
[00:05:21.160 --> 00:05:22.480]  取締上帝
[00:05:22.480 --> 00:05:24.560]  我們看到人
[00:05:24.560 --> 00:05:27.000]  不用上帝眼光見人
[00:05:27.000 --> 00:05:29.200]  所以我們常常
[00:05:29.200 --> 00:05:32.080]  繼續開始傷害人
[00:05:32.080 --> 00:05:34.800]  並且壓制真理
[00:05:34.800 --> 00:05:36.440]  我們知道一件事
[00:05:36.440 --> 00:05:39.160]  這個不敬虔是先於不義
[00:05:39.160 --> 00:05:41.440]  並且涵蓋整個不義
[00:05:41.440 --> 00:05:43.600]  罪的本質是不敬虔
[00:05:43.600 --> 00:05:44.520]  不敬虔
[00:05:44.520 --> 00:05:44.960]  不虔
[00:05:44.960 --> 00:05:46.200]  行不行
[00:05:46.200 --> 00:05:47.000]  大舉脫神
[00:05:47.000 --> 00:05:49.560]  所以我們會自私自利開始
[00:05:49.560 --> 00:05:51.120]  自把自爲
[00:05:51.120 --> 00:05:52.840]  開始知法犯法
[00:05:52.840 --> 00:05:54.960]  我們特別今天
[00:05:54.960 --> 00:05:56.160]  我們待會兒也會提到
[00:05:56.160 --> 00:05:58.120]  第三章十八節
[00:05:58.120 --> 00:05:59.400]  好像一個Mirror
[00:05:59.400 --> 00:06:00.600]  一個Echo
[00:06:00.600 --> 00:06:01.320]  一個對應
[00:06:01.320 --> 00:06:02.000]  一章十八
[00:06:02.000 --> 00:06:03.160]  三章十八
[00:06:03.160 --> 00:06:04.080]  三章十八節
[00:06:04.080 --> 00:06:04.840]  我們一起唸好嗎
[00:06:04.840 --> 00:06:05.760]  一二三
[00:06:05.760 --> 00:06:10.200]  他們眼中不怕神
[00:06:10.200 --> 00:06:12.960]  所以因爲這樣的緣故
[00:06:12.960 --> 00:06:17.200]  人開始不尊重神的創造
[00:06:17.200 --> 00:06:20.280]  不尊重神創造的人
[00:06:20.280 --> 00:06:22.920]  不尊重神創造的世界
[00:06:22.920 --> 00:06:24.520]  行出不義的惡行
[00:06:24.520 --> 00:06:26.120]  我們今天看看這個世界
[00:06:26.120 --> 00:06:28.680]  比當日更神
[00:06:28.680 --> 00:06:29.640]  耶穌基督來
[00:06:29.640 --> 00:06:30.600]  死而復活的日子
[00:06:30.600 --> 00:06:32.720]  開始倒數末世
[00:06:32.720 --> 00:06:34.840]  保羅當時好像描述着
[00:06:34.840 --> 00:06:36.000]  當時的處境
[00:06:36.000 --> 00:06:38.680]  當然去到今天的末世
[00:06:38.680 --> 00:06:40.560]  更加沉迷於
[00:06:40.560 --> 00:06:43.320]  我們不尊重人生命
[00:06:43.320 --> 00:06:45.640]  我們會搶奪人
[00:06:45.640 --> 00:06:47.480]  我們會拿人來的地方
[00:06:47.480 --> 00:06:49.720]  戰爭其實只只是
[00:06:49.720 --> 00:06:51.680]  距離我們第二次世界大戰
[00:06:51.680 --> 00:06:53.080]  短短幾十年
[00:06:53.080 --> 00:06:55.600]  人已經遺忘了那種痛苦
[00:06:55.600 --> 00:06:58.480]  繼續的搶奪
[00:06:58.480 --> 00:06:59.800]  在《The Times》
[00:06:59.800 --> 00:07:02.120]  分享了一篇圖畫
[00:07:02.120 --> 00:07:04.840]  在湖南的戰役五十天之後
[00:07:04.840 --> 00:07:06.000]  如果我們知道
[00:07:06.000 --> 00:07:08.960]  二月開始已經是二百多天了
[00:07:08.960 --> 00:07:10.360]  當日五十天之後
[00:07:10.360 --> 00:07:12.160]  其中一個城市
[00:07:12.160 --> 00:07:17.000]  前和後是這樣的
[00:07:17.000 --> 00:07:18.480]  你想想你一會兒出去
[00:07:18.480 --> 00:07:19.920]  競拜完
[00:07:19.920 --> 00:07:23.160]  整個長沙灣變成了右邊這樣
[00:07:23.160 --> 00:07:24.440]  怎麼住呢
[00:07:24.440 --> 00:07:26.560]  究竟爲什麼會這樣呢
[00:07:26.560 --> 00:07:28.480]  科技好像帶來
[00:07:28.480 --> 00:07:30.240]  很方便
[00:07:30.240 --> 00:07:31.480]  我們活得快樂
[00:07:31.480 --> 00:07:33.760]  但又好像兩刃的利劍
[00:07:33.760 --> 00:07:35.760]  科技帶來
[00:07:35.760 --> 00:07:39.800]  滅亡更加的容易
[00:07:39.800 --> 00:07:42.760]  武器更加的先進
[00:07:42.760 --> 00:07:43.480]  不單止是這樣
[00:07:43.480 --> 00:07:48.360]  我們過度享受碳排放生產
[00:07:48.360 --> 00:07:52.920]  我們知道已經過度引發全球暖化危機
[00:07:52.920 --> 00:07:56.760]  十年二十年沒有人理會
[00:07:56.760 --> 00:07:58.640]  所有國家領袖坐下開會
[00:07:58.640 --> 00:08:00.760]  好像當沒有開會
[00:08:00.760 --> 00:08:02.000]  碳中和
[00:08:02.000 --> 00:08:02.840]  還要有排斥
[00:08:02.840 --> 00:08:04.000]  中和感
[00:08:04.000 --> 00:08:04.920]  如果大家知道
[00:08:04.920 --> 00:08:07.040]  香港我們的消耗
[00:08:07.040 --> 00:08:09.680]  比起能源的重新再造
[00:08:09.680 --> 00:08:11.480]  是多了兩到三倍
[00:08:11.480 --> 00:08:13.560]  如果香港這樣的生活模式
[00:08:13.560 --> 00:08:16.440]  要有三個地球纔行
[00:08:16.440 --> 00:08:19.520]  美國三點五個地球
[00:08:19.520 --> 00:08:20.800]  日本四個地球
[00:08:20.800 --> 00:08:22.760]  因爲日本的東西很漂亮
[00:08:22.760 --> 00:08:25.920]  每一顆糖都包得很漂亮
[00:08:25.920 --> 00:08:27.720]  要付代價的
[00:08:27.720 --> 00:08:31.440]  所以有些基督教環保機構去說
[00:08:31.440 --> 00:08:33.640]  他問了我們有些問題很實在的
[00:08:33.640 --> 00:08:34.480]  他說你家裏
[00:08:34.480 --> 00:08:37.360]  例如你家裏有幾對鞋
[00:08:37.360 --> 00:08:38.840]  少過五對的舉手
[00:08:38.840 --> 00:08:39.720]  我不會問
[00:08:39.720 --> 00:08:42.000]  因爲沒有人舉手
[00:08:42.000 --> 00:08:43.680]  少過十對的舉手
[00:08:43.680 --> 00:08:44.480]  可能有一些
[00:08:44.480 --> 00:08:46.280]  少過二十對可能多一些
[00:08:46.280 --> 00:08:47.080]  接着他會問
[00:08:47.080 --> 00:08:49.360]  你究竟有幾隻腳
[00:08:49.360 --> 00:08:50.960]  爲什麼你要穿這麼多鞋
[00:08:50.960 --> 00:08:52.640]  你有幾件衣服
[00:08:52.640 --> 00:08:54.120]  你都二十件五十件
[00:08:54.120 --> 00:08:55.320]  有些人
[00:08:55.320 --> 00:08:57.400]  你有幾個身體
[00:08:57.400 --> 00:09:01.080]  這些消耗是參與着
[00:09:01.080 --> 00:09:02.480]  毀滅着世界
[00:09:02.480 --> 00:09:04.080]  上帝叫我們好好
[00:09:04.080 --> 00:09:06.200]  上帝叫我們好好治理資源
[00:09:06.200 --> 00:09:08.400]  但是我們一路毀滅
[00:09:08.400 --> 00:09:10.520]  我們看到所有的冰川
[00:09:10.520 --> 00:09:12.320]  已經不可逆轉了
[00:09:12.320 --> 00:09:14.720]  已經倒破了
[00:09:14.720 --> 00:09:17.960]  污染的危機我們都知道
[00:09:17.960 --> 00:09:21.040]  很多的生態已經死亡了
[00:09:21.040 --> 00:09:23.000]  我們都不是陌生的
[00:09:23.000 --> 00:09:26.280]  不過我們可能都看不到
[00:09:26.280 --> 00:09:29.400]  還有直接的毒品
[00:09:29.400 --> 00:09:31.640]  利用一些很年輕的運毒
[00:09:31.640 --> 00:09:33.040]  搶糧
[00:09:33.040 --> 00:09:34.800]  槍擊案
[00:09:34.800 --> 00:09:36.840]  人口販賣等等等等
[00:09:36.840 --> 00:09:38.760]  多到死
[00:09:38.760 --> 00:09:40.000]  保羅在
[00:09:40.000 --> 00:09:41.480]  今天我們發生的事
[00:09:41.480 --> 00:09:43.160]  當日有當日的困難
[00:09:43.160 --> 00:09:45.520]  保羅在《羅馬書》二章十六節
[00:09:45.520 --> 00:09:46.320]  他這麼說
[00:09:46.320 --> 00:09:46.920]  我們一起讀
[00:09:46.920 --> 00:09:48.120]  一二三
[00:09:48.120 --> 00:09:49.480]  就在神職
[00:09:49.480 --> 00:09:51.760]  耶穌基督審判人
[00:09:51.760 --> 00:09:54.000]  隱蔽事的日子
[00:09:54.000 --> 00:09:56.480]  只讓我們福音所言
[00:09:56.480 --> 00:09:58.520]  這些罪行的結果是什麼
[00:09:58.520 --> 00:09:59.960]  審判
[00:09:59.960 --> 00:10:02.320]  是有代價的
[00:10:02.320 --> 00:10:03.400]  而我們常常覺得
[00:10:03.400 --> 00:10:05.720]  這些福音是好事
[00:10:05.720 --> 00:10:06.840]  但是真的
[00:10:06.840 --> 00:10:10.240]  福音是好消息
[00:10:10.240 --> 00:10:13.200]  但是還有好消息的另一邊
[00:10:13.200 --> 00:10:14.080]  我們常常不提
[00:10:14.080 --> 00:10:15.200]  這裏有提
[00:10:15.200 --> 00:10:18.920]  好消息的另一邊就是有審判
[00:10:18.920 --> 00:10:23.960]  好消息是包括審判的
[00:10:23.960 --> 00:10:29.520]  《羅馬書》一章十八節到三章八節
[00:10:29.520 --> 00:10:31.520]  保羅大大聲
[00:10:31.520 --> 00:10:34.800]  指出人類已經被控訴
[00:10:34.800 --> 00:10:36.880]  並且被判有罪
[00:10:36.880 --> 00:10:39.120]  無人可以回應
[00:10:39.120 --> 00:10:43.640]  到今天三章九節到三十一節的第一點
[00:10:43.640 --> 00:10:44.840]  九到二十節
[00:10:44.840 --> 00:10:48.760]  正正是一個嚴厲的小節
[00:10:48.760 --> 00:10:49.920]  內容極度豐富
[00:10:49.920 --> 00:10:53.760]  我們立刻進入第一點
[00:10:53.760 --> 00:10:55.920]  三章九到二十節
[00:10:55.920 --> 00:10:57.880]  他說一件事
[00:10:57.880 --> 00:11:02.680]  猶太人外邦人都在罪惡之下
[00:11:02.680 --> 00:11:05.680]  當時猶太人覺得他是被超越的
[00:11:05.680 --> 00:11:07.120]  被外邦人超越的
[00:11:07.120 --> 00:11:08.400]  但是保羅說不是
[00:11:08.400 --> 00:11:09.320]  什麼人也好
[00:11:09.320 --> 00:11:10.320]  什麼背景也好
[00:11:10.320 --> 00:11:14.080]  全部都在罪惡之下
[00:11:14.080 --> 00:11:15.320]  第九節
[00:11:15.320 --> 00:11:16.360]  第十節
[00:11:16.360 --> 00:11:17.200]  我們一起讀
[00:11:17.200 --> 00:11:18.200]  一二三
[00:11:18.200 --> 00:11:20.120]  我們已經證明
[00:11:20.120 --> 00:11:22.280]  猶太人和希臘人
[00:11:22.280 --> 00:11:24.640]  都在罪惡之下
[00:11:24.640 --> 00:11:26.640]  就如經常所記
[00:11:26.640 --> 00:11:27.920]  沒有二人
[00:11:27.920 --> 00:11:29.520]  連一個也沒有
[00:11:29.520 --> 00:11:32.320]  每一個人都被控訴
[00:11:32.320 --> 00:11:35.800]  每一個人都在審問中
[00:11:35.800 --> 00:11:38.480]  而且沒有二人
[00:11:38.480 --> 00:11:41.200]  連一個也沒有
[00:11:41.200 --> 00:11:44.840]  接着接着十一到十七節
[00:11:44.840 --> 00:11:47.760]  他一連說沒有沒有沒有沒有
[00:11:47.760 --> 00:11:48.760]  非常一齊讀
[00:11:48.760 --> 00:11:49.880]  十一到十八節
[00:11:49.880 --> 00:11:50.200]  一齊讀
[00:11:50.200 --> 00:11:51.280]  一二三
[00:11:51.280 --> 00:11:52.840]  沒有明白的
[00:11:52.840 --> 00:11:55.080]  沒有尋求的
[00:11:55.080 --> 00:11:57.320]  全都是偏離正路
[00:11:57.320 --> 00:11:59.440]  一種堅毅無量
[00:11:59.440 --> 00:12:01.000]  沒有行善的
[00:12:01.000 --> 00:12:02.920]  連一個也沒有
[00:12:02.920 --> 00:12:06.000]  他們的口弄是河海的羣怒
[00:12:06.000 --> 00:12:08.560]  他們的口弄是河海的羣怒
[00:12:08.560 --> 00:12:10.080]  水水裏有毒氣
[00:12:10.080 --> 00:12:11.960]  毀舌的毒氣
[00:12:11.960 --> 00:12:14.920]  滿口是河海的毒氣
[00:12:14.920 --> 00:12:16.240]  殺人流血
[00:12:16.240 --> 00:12:18.120]  他們的腳飛跑
[00:12:18.120 --> 00:12:19.280]  所經過的路
[00:12:19.280 --> 00:12:22.920]  變成殘害暴虐的事
[00:12:22.920 --> 00:12:24.040]  騎海里的路
[00:12:24.040 --> 00:12:25.840]  看不見就知道
[00:12:25.840 --> 00:12:28.320]  看不見就不怕死
[00:12:28.320 --> 00:12:30.120]  保羅很想說一件事
[00:12:30.120 --> 00:12:32.080]  在這個小節中
[00:12:32.080 --> 00:12:36.840]  他說你要面對人類醜惡的真實面目
[00:12:36.840 --> 00:12:42.200]  這個真相是人人都有份的
[00:12:42.200 --> 00:12:43.920]  我不知道你聽到保羅
[00:12:43.920 --> 00:12:46.000]  這個宣告
[00:12:46.000 --> 00:12:48.440]  你有什麼感受
[00:12:48.440 --> 00:12:51.520]  在十一到十八節的頭尾
[00:12:51.520 --> 00:12:53.280]  他說了一個很重要的事
[00:12:53.280 --> 00:12:54.440]  沒有人找神
[00:12:54.440 --> 00:12:56.200]  眼中不怕神
[00:12:56.200 --> 00:12:57.560]  這種首命的呼應
[00:12:57.560 --> 00:12:59.480]  正正講了剛纔的重點
[00:12:59.480 --> 00:13:00.920]  我們第一個問題就是
[00:13:00.920 --> 00:13:02.720]  不敬虔
[00:13:02.720 --> 00:13:04.760]  當神無道
[00:13:04.760 --> 00:13:06.880]  而因爲這樣的緣故
[00:13:06.880 --> 00:13:10.280]  我們裏面的罪惡
[00:13:10.280 --> 00:13:13.640]  滲透我們人生的每一部分
[00:13:13.640 --> 00:13:14.800]  我們的心知
[00:13:14.800 --> 00:13:15.760]  我們的感情
[00:13:15.760 --> 00:13:16.680]  我們的慾望
[00:13:16.680 --> 00:13:17.720]  我們的意志
[00:13:17.720 --> 00:13:21.480]  我們的良知
[00:13:21.480 --> 00:13:23.240]  中間就是正正講
[00:13:23.240 --> 00:13:24.520]  十二到十七節
[00:13:24.520 --> 00:13:25.760]  如何滲透
[00:13:25.760 --> 00:13:26.480]  剛纔我們讀過
[00:13:26.480 --> 00:13:28.000]  偏離正路
[00:13:28.000 --> 00:13:29.480]  一同變爲無用
[00:13:29.480 --> 00:13:30.280]  無行善
[00:13:30.280 --> 00:13:31.800]  連一個沒有
[00:13:31.800 --> 00:13:32.400]  第一
[00:13:32.400 --> 00:13:34.400]  黃色講到我們的說話
[00:13:34.400 --> 00:13:35.720]  喉嚨
[00:13:35.720 --> 00:13:36.680]  舌頭
[00:13:36.680 --> 00:13:37.440]  嘴脣
[00:13:37.440 --> 00:13:38.720]  滿口
[00:13:38.720 --> 00:13:41.360]  毒氣鬼詐
[00:13:41.360 --> 00:13:43.720]  惡毒苦毒
[00:13:43.720 --> 00:13:47.440]  從來都愛
[00:13:47.440 --> 00:13:49.640]  我們講的都是從內心來的
[00:13:49.640 --> 00:13:52.320]  內心的委婉
[00:13:52.320 --> 00:13:53.360]  綠色是什麼
[00:13:53.360 --> 00:13:55.920]  行動出來的
[00:13:55.920 --> 00:13:57.480]  殺人流血
[00:13:57.480 --> 00:13:59.040]  不認腳就飛跑
[00:13:59.040 --> 00:14:01.240]  做完之後走了
[00:14:01.240 --> 00:14:04.240]  殘害捕虐的事
[00:14:04.240 --> 00:14:07.240]  平安路他不知道
[00:14:07.240 --> 00:14:11.240]  他講的是人無法推諉的責任
[00:14:11.240 --> 00:14:14.240]  本是我們神所被造
[00:14:14.240 --> 00:14:16.480]  我們本來榮耀神造就人
[00:14:16.480 --> 00:14:17.760]  榮神益人
[00:14:17.760 --> 00:14:19.040]  但是我們背叛神
[00:14:19.040 --> 00:14:20.200]  傷害人
[00:14:20.200 --> 00:14:22.720]  這個最普遍的地步
[00:14:22.720 --> 00:14:25.960]  他說人類已經無法推諉
[00:14:25.960 --> 00:14:29.160]  神的審判無可避免
[00:14:29.160 --> 00:14:31.320]  並且受指控的人
[00:14:31.320 --> 00:14:34.240]  也沒有辯護的可能
[00:14:34.240 --> 00:14:35.120]  好了
[00:14:35.120 --> 00:14:36.240]  完了
[00:14:36.240 --> 00:14:37.880]  去到十九二十節
[00:14:37.880 --> 00:14:39.800]  繼續推上去
[00:14:39.800 --> 00:14:40.600]  我們一起讀
[00:14:40.600 --> 00:14:41.600]  一二三
[00:14:41.600 --> 00:14:45.160]  我們瞭解最律法上的話
[00:14:45.160 --> 00:14:48.520]  都是對律法以下之人說的
[00:14:48.520 --> 00:14:50.600]  普世說各人的厚
[00:14:50.600 --> 00:14:54.320]  要普世的人都服在神審判之下
[00:14:54.320 --> 00:14:56.320]  所以法有血泥的
[00:14:56.320 --> 00:14:58.520]  會有一個人行律法
[00:14:58.520 --> 00:15:00.600]  能夠在神審判之下清異
[00:15:00.600 --> 00:15:03.920]  因爲律法本身叫人之罪
[00:15:03.920 --> 00:15:04.720]  他再說
[00:15:04.720 --> 00:15:07.160]  曉得律法本來神給我們指引
[00:15:07.160 --> 00:15:11.840]  我們應該遵守律法以下的人說
[00:15:11.840 --> 00:15:14.400]  但是普世的人
[00:15:14.400 --> 00:15:19.120]  都是審判因爲沒有人守到
[00:15:19.120 --> 00:15:21.120]  沒有人因行律法
[00:15:21.120 --> 00:15:24.040]  在神面前清異
[00:15:24.040 --> 00:15:24.880]  上個禮拜
[00:15:24.880 --> 00:15:27.000]  哈利牧師他用
[00:15:27.000 --> 00:15:30.400]  有幾個的言訪
[00:15:30.400 --> 00:15:31.720]  我覺得很貼切
[00:15:31.720 --> 00:15:32.480]  他說
[00:15:32.480 --> 00:15:34.240]  歡迎來到二十一世紀
[00:15:34.240 --> 00:15:36.080]  記不記得
[00:15:36.080 --> 00:15:38.720]  他說這裏的聖是免費的
[00:15:38.720 --> 00:15:40.920]  愛是昂貴的
[00:15:40.920 --> 00:15:45.400]  這裏遺失手機比失去精操更痛苦
[00:15:45.400 --> 00:15:47.680]  不過我估計新一代更加厲害
[00:15:47.680 --> 00:15:49.960]  就是如果你不失去精操
[00:15:49.960 --> 00:15:50.920]  你就很痛苦
[00:15:50.920 --> 00:15:53.040]  要快點失去
[00:15:53.040 --> 00:15:55.000]  裸體的身體是前衛
[00:15:55.000 --> 00:15:56.280]  不吸菸不飲再下午
[00:15:56.280 --> 00:15:58.400]  成功欺騙父母是醒目
[00:15:58.400 --> 00:16:00.320]  我都見到很多新聞
[00:16:00.320 --> 00:16:02.400]  父母快點死了
[00:16:02.400 --> 00:16:05.320]  都要遺產給我
[00:16:05.320 --> 00:16:06.600]  把他拖出門口
[00:16:06.600 --> 00:16:09.400]  這些真的一點都不是新鮮的事
