
[00:00:00.000 --> 00:00:02.000]  各位親愛的電影節目,你們好
[00:05:40.000 --> 00:05:42.000]  那些市井匪類
[00:05:42.000 --> 00:05:45.000]  去連結那些市井匪類
[00:05:45.000 --> 00:05:47.000]  就是黑社會
[00:05:47.000 --> 00:05:48.000]  一起的尼迦
[00:05:48.000 --> 00:05:50.000]  去群守的尼迦
[00:05:50.000 --> 00:05:51.000]  去對付保羅
[00:05:51.000 --> 00:05:53.000]  要去抓保羅
[00:05:53.000 --> 00:05:57.000]  大家是否熟悉這些景象
[00:05:57.000 --> 00:06:01.000]  原來隨時都會有歷史重複的出現
[00:06:01.000 --> 00:06:03.000]  有些人可能散播一些謠言
[00:06:03.000 --> 00:06:06.000]  於是勾結一些黑社會
[00:06:06.000 --> 00:06:09.000]  於是就產生一些暴亂的行為
[00:06:09.000 --> 00:06:12.000]  但是相反地被受傷害的人
[00:06:12.000 --> 00:06:14.000]  可能竟然要去坐牢
[00:06:14.000 --> 00:06:17.000]  但是原來當時都有些人這樣做
[00:06:17.000 --> 00:06:19.000]  一樣的來勾結一些匪徒
[00:06:19.000 --> 00:06:21.000]  來對付保羅
[00:06:21.000 --> 00:06:23.000]  結果後來保羅無奈的
[00:06:23.000 --> 00:06:26.000]  被迫的要離開
[00:06:26.000 --> 00:06:28.000]  如果我們看這段經文的時候
[00:06:28.000 --> 00:06:31.000]  後來保羅就去了比利亞這個地方
[00:06:31.000 --> 00:06:33.000]  所以在困難
[00:06:33.000 --> 00:06:35.000]  在一個衝擊底下
[00:06:35.000 --> 00:06:38.000]  有時暫時離開那個地方並不是錯
[00:06:38.000 --> 00:06:40.000]  最重要的我所說的就是
[00:06:40.000 --> 00:06:42.000]  你要堅持你的信念
[00:06:42.000 --> 00:06:44.000]  你自己的使命
[00:06:44.000 --> 00:06:46.000]  這個才是最重要
[00:06:46.000 --> 00:06:47.000]  在困難裏面
[00:06:47.000 --> 00:06:51.000]  我們要去捨棄就委實不容易
[00:06:51.000 --> 00:06:53.000]  當在困難當中
[00:06:53.000 --> 00:06:55.000]  人一定要去自保的
[00:06:55.000 --> 00:06:57.000]  所以大家知道近期
[00:06:57.000 --> 00:07:00.000]  在香港的一些超市裏面
[00:07:00.000 --> 00:07:04.000]  很多的貨物都被人搶購一空的
[00:07:04.000 --> 00:07:07.000]  連一些感冒藥都會
[00:07:07.000 --> 00:07:09.000]  如果你留意到的時候
[00:07:09.000 --> 00:07:12.000]  很多這些貨架已經清空
[00:07:12.000 --> 00:07:15.000]  某個程度我又不可以怪這些人
[00:07:15.000 --> 00:07:18.000]  因為真的活在恐懼裏面
[00:07:18.000 --> 00:07:23.000]  因為傳聞是會强檢的
[00:07:23.000 --> 00:07:25.000]  不過原來這是傳聞
[00:07:25.000 --> 00:07:26.000]  不是真的
[00:07:26.000 --> 00:07:28.000]  現在又押後了
[00:07:28.000 --> 00:07:30.000]  但是陳肇始都說會的
[00:07:30.000 --> 00:07:32.000]  不排除會去封城
[00:07:32.000 --> 00:07:35.000]  所以人們就要去搶購一些食物
[00:07:35.000 --> 00:07:37.000]  是誰去造成呢
[00:07:37.000 --> 00:07:39.000]  當你擁有的時候是好的
[00:07:39.000 --> 00:07:42.000]  但是會不會有時候又過份了呢
[00:07:42.000 --> 00:07:44.000]  就看前面那張圖表
[00:07:44.000 --> 00:07:47.000]  你看到人們買這麼多米
[00:07:47.000 --> 00:07:49.000]  香港人第一是不太吃飯的
[00:07:49.000 --> 00:07:53.000]  還有就是那些米不是來自中國
[00:07:53.000 --> 00:07:54.000]  大部分的
[00:07:54.000 --> 00:07:55.000]  你知不知道70幾個百分比
[00:07:55.000 --> 00:07:57.000]  是來自泰國和越南的
[00:07:57.000 --> 00:07:59.000]  沒有米又怎樣呢
[00:07:59.000 --> 00:08:02.000]  連那些漂白水
[00:08:02.000 --> 00:08:03.000]  我不知道多少坑渠
[00:08:03.000 --> 00:08:05.000]  都要來大陸去漂白的
[00:08:05.000 --> 00:08:06.000]  即是來大陸去拿
[00:08:06.000 --> 00:08:08.000]  漂白水被人搶完之後
[00:08:08.000 --> 00:08:09.000]  原來他們記得
[00:08:09.000 --> 00:08:13.000]  可樂是可以拿著一些生鏽的東西
[00:08:13.000 --> 00:08:14.000]  所以買很多可樂
[00:08:14.000 --> 00:08:17.000]  你留意到有時候是盲搶的
[00:08:17.000 --> 00:08:19.000]  這是一個問題
[00:08:19.000 --> 00:08:21.000]  我們看回原來在困難裏面
[00:08:21.000 --> 00:08:23.000]  你去自保
[00:08:23.000 --> 00:08:26.000]  是很自然的事
[00:08:26.000 --> 00:08:27.000]  但是如果你在困難裏面
[00:08:27.000 --> 00:08:30.000]  你肯捨棄你自己擁有的東西
[00:08:30.000 --> 00:08:33.000]  這是一個很超越的生命
[00:08:33.000 --> 00:08:34.000]  你看到保羅
[00:08:34.000 --> 00:08:36.000]  在困難當中他做什麼
[00:08:36.000 --> 00:08:39.000]  他竟然打發提摩泰
[00:08:39.000 --> 00:08:42.000]  去關心貼薩羅尼迦教會的情形
[00:08:42.000 --> 00:08:43.000]  我們一齊帶你去
[00:08:43.000 --> 00:08:45.000]  貼薩羅尼迦前書第三章
[00:08:45.000 --> 00:08:46.000]  第一到第三節
[00:08:46.000 --> 00:08:47.000]  我們一齊讀出
[00:09:00.000 --> 00:09:09.000]  保羅很擔心
[00:09:09.000 --> 00:09:10.000]  他一手建立的
[00:09:10.000 --> 00:09:12.000]  貼薩羅尼迦教會的信徒
[00:09:12.000 --> 00:09:14.000]  在信心上又失落
[00:09:14.000 --> 00:09:17.000]  於是他差派提摩泰去
[00:09:17.000 --> 00:09:19.000]  我們這樣看好像很簡單
[00:09:19.000 --> 00:09:21.000]  但我深深地來英國
[00:09:21.000 --> 00:09:24.000]  真是很深經歷這個信息
[00:09:24.000 --> 00:09:26.000]  提摩泰是什麼呢
[00:09:26.000 --> 00:09:28.000]  提摩泰是保羅眾同工之中
[00:09:28.000 --> 00:09:30.000]  最痛惜的一個同工
[00:09:30.000 --> 00:09:33.000]  視他為屬靈的兒子
[00:09:33.000 --> 00:09:34.000]  但你不要忘記
[00:09:34.000 --> 00:09:36.000]  提摩泰是一個混血兒
[00:09:36.000 --> 00:09:38.000]  他爸爸是什麼人
[00:09:38.000 --> 00:09:40.000]  他爸爸是希臘人
[00:09:40.000 --> 00:09:43.000]  所以他是很熟悉希臘文化
[00:09:43.000 --> 00:09:46.000]  而當時保羅在歐洲
[00:09:46.000 --> 00:09:50.000]  而特別當他寫這卷書信的時候
[00:09:50.000 --> 00:09:53.000]  保羅已經年事已高
[00:09:53.000 --> 00:09:55.000]  他就很渴望
[00:09:55.000 --> 00:09:57.000]  其實提摩泰在他身邊的時候
[00:09:57.000 --> 00:10:00.000]  是一定給他很多的幫助
[00:10:00.000 --> 00:10:03.000]  特別提摩泰熟悉歐洲的文化
[00:10:03.000 --> 00:10:06.000]  但他現在為了擔心
[00:10:06.000 --> 00:10:08.000]  貼薩羅尼迦教會的信徒
[00:10:08.000 --> 00:10:12.000]  於是他就差派他所愛的屬靈的孩子
[00:10:12.000 --> 00:10:15.000]  提摩泰離開他
[00:10:15.000 --> 00:10:19.000]  去到貼薩羅尼迦教會探望他們
[00:10:19.000 --> 00:10:21.000]  不要忘記那個年代裡面
[00:10:21.000 --> 00:10:23.000]  沒有WhatsApp的
[00:10:23.000 --> 00:10:25.000]  沒有FaceTime的
[00:10:25.000 --> 00:10:27.000]  通訊設備是很差的
[00:10:27.000 --> 00:10:29.000]  如果提摩泰去的時候
[00:10:29.000 --> 00:10:31.000]  他這麼愛他
[00:10:31.000 --> 00:10:34.000]  他會牽腸掛肚的嘛
[00:10:34.000 --> 00:10:36.000]  他會擔心他的嘛
[00:10:36.000 --> 00:10:38.000]  正如今天我們在英國的時候
[00:10:38.000 --> 00:10:40.000]  都會擔心香港的家人
[00:10:40.000 --> 00:10:42.000]  或者我們的朋友
[00:10:42.000 --> 00:10:46.000]  但是保羅為了他們的好處而去捨棄
[00:10:46.000 --> 00:10:49.000]  為什麼我很深感受這件事呢
[00:10:49.000 --> 00:10:51.000]  當我要來英國的時候
[00:10:51.000 --> 00:10:53.000]  我女兒說我不是很想過來
[00:10:53.000 --> 00:10:55.000]  我的朋友都在這裡
[00:10:55.000 --> 00:10:56.000]  我說不行你一定要過來
[00:10:56.000 --> 00:10:57.000]  為什麼呢
[00:10:57.000 --> 00:10:58.000]  因為我會挾她過來嘛
[00:10:58.000 --> 00:10:59.000]  你一個人留在這裡
[00:10:59.000 --> 00:11:00.000]  我會很擔心的嘛
[00:11:00.000 --> 00:11:02.000]  還有一件事是什麼呢
[00:11:02.000 --> 00:11:06.000]  我用手寫廣張是可以的
[00:11:06.000 --> 00:11:08.000]  但是我是一個電腦白癡
[00:11:08.000 --> 00:11:11.000]  我剛剛前晚
[00:11:11.000 --> 00:11:15.000]  昨天早上
[00:11:15.000 --> 00:11:18.000]  我在海外,英國以外的
[00:11:18.000 --> 00:11:20.000]  澳洲、紐西蘭那些人
[00:11:20.000 --> 00:11:22.000]  我們有網上的聚會
[00:11:22.000 --> 00:11:23.000]  用Zoom
[00:11:23.000 --> 00:11:24.000]  完了之後
[00:11:24.000 --> 00:11:26.000]  我怎麼關機呢
[00:11:26.000 --> 00:11:28.000]  我怎麼關都不關那個Zoom
[00:11:28.000 --> 00:11:30.000]  她不知道我還沒關
[00:11:30.000 --> 00:11:32.000]  我聽到我的會友跟我說
[00:11:32.000 --> 00:11:34.000]  牧師真是白癡
[00:11:34.000 --> 00:11:38.000]  不過他說的是事實
[00:11:38.000 --> 00:11:40.000]  我連這些都不會搞
[00:11:40.000 --> 00:11:42.000]  所以有時候
[00:11:42.000 --> 00:11:43.000]  你們才看一看
[00:11:43.000 --> 00:11:44.000]  關了燃光幕
[00:11:44.000 --> 00:11:46.000]  你才說我
[00:11:46.000 --> 00:11:48.000]  都給我有鼓勵
[00:11:48.000 --> 00:11:50.000]  但是我來到的時候
[00:11:50.000 --> 00:11:52.000]  我真的很多東西到現在都不太懂
[00:11:52.000 --> 00:11:55.000]  譬如在網上怎麼去登記
[00:11:55.000 --> 00:11:58.000]  譬如那些電費那些東西
[00:11:58.000 --> 00:12:00.000]  我全部靠我女兒
[00:12:00.000 --> 00:12:02.000]  去幫我去處理
[00:12:02.000 --> 00:12:04.000]  我和我太太在電腦上面
[00:12:04.000 --> 00:12:06.000]  我現在比我太太好一點了
[00:12:06.000 --> 00:12:08.000]  但是真的不行
[00:12:08.000 --> 00:12:11.000]  所以我緊不緊張
[00:12:11.000 --> 00:12:13.000]  她將來結婚呢
[00:12:13.000 --> 00:12:15.000]  不是太緊張的
[00:12:15.000 --> 00:12:17.000]  我很想她留在我身邊的嘛
[00:12:17.000 --> 00:12:19.000]  所以你留意到我就明白了
[00:12:19.000 --> 00:12:23.000]  提摩太被差派
[00:12:23.000 --> 00:12:25.000]  要去離開保羅的時候
[00:12:25.000 --> 00:12:27.000]  其實保羅是一個很大的犧牲
[00:12:27.000 --> 00:12:29.000]  絕對不容易
[00:12:29.000 --> 00:12:31.000]  但是為什麼要這樣做呢
[00:12:31.000 --> 00:12:33.000]  因為保羅都很愛
[00:12:33.000 --> 00:12:35.000]  跳樓梯的教會
[00:12:35.000 --> 00:12:37.000]  因為當時可能他會見到
[00:12:37.000 --> 00:12:39.000]  這班的人
[00:12:39.000 --> 00:12:43.000]  很可能見到一些眼見的現實
[00:12:43.000 --> 00:12:45.000]  他們會失去信心
[00:12:47.000 --> 00:12:49.000]  現實就是這樣
[00:12:49.000 --> 00:12:51.000]  中國人都有一句話這麼說的
[00:12:51.000 --> 00:12:53.000]  殺人放火金腰帶
[00:12:53.000 --> 00:12:55.000]  修橋整路武師鞋
[00:12:55.000 --> 00:12:57.000]  你做得好
[00:12:57.000 --> 00:13:00.000]  未必會來帶去有好的發展
[00:13:00.000 --> 00:13:02.000]  反而你說歪理的時候
[00:13:02.000 --> 00:13:04.000]  可能會得到獎賞
[00:13:04.000 --> 00:13:06.000]  於是就可以一路升職
[00:13:06.000 --> 00:13:10.000]  所以有時候你見到一個很悲哀就是
[00:13:10.000 --> 00:13:12.000]  原來有些人做得不好的時候
[00:13:12.000 --> 00:13:15.000]  反而很可能得到很大的祝福
[00:13:15.000 --> 00:13:18.000]  於是我們的信心會有這個失落
[00:13:18.000 --> 00:13:19.000]  我不知道大家有沒有聽過
[00:13:19.000 --> 00:13:20.000]  《永事亂談》
[00:13:20.000 --> 00:13:24.000]  剛剛俄羅斯入侵烏克蘭那一天
[00:13:24.000 --> 00:13:26.000]  我正在質問神
[00:13:26.000 --> 00:13:28.000]  神怎麼可以是這樣
[00:13:28.000 --> 00:13:30.000]  為什麼你不去阻止這件事
[00:13:30.000 --> 00:13:32.000]  因為你看到軍力的時候
[00:13:32.000 --> 00:13:34.000]  是不能比的
[00:13:34.000 --> 00:13:37.000]  所以我相信可能一兩三天之內
[00:13:37.000 --> 00:13:40.000]  就是烏克蘭會淪陷
[00:13:40.000 --> 00:13:43.000]  但是想不到現在十幾天了
[00:13:43.000 --> 00:13:45.000]  仍然有所堅持
[00:13:45.000 --> 00:13:46.000]  但是我們真的會有信心
[00:13:46.000 --> 00:13:48.000]  我都信心有軟弱
[00:13:48.000 --> 00:13:49.000]  我正在質問神
[00:13:49.000 --> 00:13:51.000]  《聖經》裡面同樣有這些事情
[00:13:51.000 --> 00:13:52.000]  來帶去出現
[00:13:52.000 --> 00:13:53.000]  我們一齊來看
[00:13:53.000 --> 00:13:57.000]  詩篇73篇12到13節
[00:13:57.000 --> 00:13:59.000]  我們一齊來讀出
[00:14:11.000 --> 00:14:13.000]  特別我鼓勵基督徒多些
[00:14:13.000 --> 00:14:15.000]  特別在覺得這個世界裡面
[00:14:15.000 --> 00:14:16.000]  很不公平的時候
[00:14:16.000 --> 00:14:19.000]  我建議你看兩篇的詩篇
[00:14:19.000 --> 00:14:22.000]  一篇就是詩篇的37篇
[00:14:22.000 --> 00:14:24.000]  另外一篇就是73篇
[00:14:24.000 --> 00:14:25.000]  很容易記的
[00:14:25.000 --> 00:14:27.000]  73和37
[00:14:27.000 --> 00:14:28.000]  調轉了你都可以
[00:14:28.000 --> 00:14:30.000]  那時候你就會看到
[00:14:30.000 --> 00:14:32.000]  為什麼有一些人
[00:14:32.000 --> 00:14:33.000]  他們做得好不好
[00:14:33.000 --> 00:14:37.000]  但是好像是非常的豐富
[00:14:37.000 --> 00:14:39.000]  有財有勢
[00:14:39.000 --> 00:14:42.000]  反而好人有被剝奪
[00:14:42.000 --> 00:14:43.000]  我想透過這些詩篇
[00:14:43.000 --> 00:14:45.000]  給我們有很大的感受
[00:14:45.000 --> 00:14:46.000]  看到原來
[00:14:46.000 --> 00:14:47.000]  當我見到這些人
[00:14:47.000 --> 00:14:49.000]  好像他們做得好不好
[00:14:49.000 --> 00:14:51.000]  常享安逸財富增加
[00:14:51.000 --> 00:14:52.000]  那我做什麼
[00:14:52.000 --> 00:14:54.000]  我徒然的來做得好
[00:14:54.000 --> 00:14:56.000]  但原來我是受苦的
[00:14:56.000 --> 00:14:57.000]  所以有時候
[00:14:57.000 --> 00:14:58.000]  我們在信心上面
[00:14:58.000 --> 00:15:01.000]  是會有這種的掙扎
[00:15:01.000 --> 00:15:06.000]  所以保羅特別打發提摩太去
[00:15:06.000 --> 00:15:09.000]  叫他安慰 鼓勵 建立
[00:15:09.000 --> 00:15:12.000]  貼實羅尼加教會的信徒
[00:15:12.000 --> 00:15:15.000]  免得他所做的是圖片
[00:15:15.000 --> 00:15:18.000]  保羅這一份心智和行動
[00:15:18.000 --> 00:15:20.000]  值得我們欣賞
[00:15:20.000 --> 00:15:23.000]  他仍然在困難當中
[00:15:23.000 --> 00:15:26.000]  他需要提摩太來幫助他
[00:15:26.000 --> 00:15:29.000]  但是他願意暫時捨棄這些
[00:15:29.000 --> 00:15:31.000]  叫提摩太去
[00:15:31.000 --> 00:15:34.000]  這份捨棄絕不容易
[00:15:34.000 --> 00:15:37.000]  所以今天作為基督徒
[00:15:37.000 --> 00:15:40.000]  我們沒有一個超越的生命
[00:15:40.000 --> 00:15:43.000]  我們一樣會有驚恐
[00:15:43.000 --> 00:15:44.000]  我們一樣是需要
[00:15:44.000 --> 00:15:47.000]  去為自己準備一些東西
[00:15:47.000 --> 00:15:49.000]  但是你願不願意捨棄一些
[00:15:49.000 --> 00:15:52.000]  昨天看有線新聞
[00:15:52.000 --> 00:15:55.000]  就有一個人不斷
[00:15:55.000 --> 00:16:00.000]  免費載一些防護用品
[00:16:00.000 --> 00:16:02.000]  給一些有需要的人
[00:16:02.000 --> 00:16:05.000]  他說明政府救不了我們
[00:16:05.000 --> 00:16:07.000]  我們要民間自救
[00:16:07.000 --> 00:16:09.000]  他說其實我這些東西
[00:16:09.000 --> 00:16:10.000]  都是別人捐給我的
[00:16:10.000 --> 00:16:12.000]  以前早一兩年
[00:16:12.000 --> 00:16:13.000]  但是現在捐給我的人
[00:16:13.000 --> 00:16:15.000]  可能他也有需要
[00:16:15.000 --> 00:16:17.000]  我更加樂意去幫助他
[00:16:17.000 --> 00:16:19.000]  這份就是愛
[00:16:19.000 --> 00:16:22.000]  我自己很深地去體會
[00:16:22.000 --> 00:16:25.000]  保羅就是擔心這班信徒的生命
[00:16:25.000 --> 00:16:28.000]  於是就希望提摩太
[00:16:28.000 --> 00:16:30.000]  能夠去建立他們
[00:16:30.000 --> 00:16:33.000]  我們再讀第三章的第五節
[00:16:33.000 --> 00:16:48.000]  保羅都很怕這班人
[00:16:48.000 --> 00:16:49.000]  如果信心失落的時候
[00:16:49.000 --> 00:16:51.000]  當他去建立這班生命
[00:16:51.000 --> 00:16:53.000]  他的勞苦就歸於徒然
[00:16:53.000 --> 00:16:55.000]  所以他就去幫助他們
[00:16:55.000 --> 00:16:56.000]  所以困難裡面
[00:16:56.000 --> 00:16:58.000]  要捨棄不容易
[00:16:58.000 --> 00:16:59.000]  早兩年的時候
[00:16:59.000 --> 00:17:00.000]  剛剛疫情開始
[00:17:00.000 --> 00:17:01.000]  大家記得
[00:17:01.000 --> 00:17:03.000]  那時候不夠口罩
[00:17:03.000 --> 00:17:06.000]  那時候我建立教會都很感恩
[00:17:06.000 --> 00:17:08.000]  我特別喜歡關心一些基層的人
[00:17:08.000 --> 00:17:12.000]  我們就和食食堂有聯合
[00:17:12.000 --> 00:17:14.000]  我們每個禮拜有兩天
[00:17:14.000 --> 00:17:15.000]  就來帶他們去
[00:17:15.000 --> 00:17:17.000]  簡直是有東西給他們
[00:17:17.000 --> 00:17:19.000]  晚上是吃飯的
[00:17:19.000 --> 00:17:21.000]  然後我們又會去服侍他們
[00:17:21.000 --> 00:17:23.000]  但是疫情多了的時候
[00:17:23.000 --> 00:17:25.000]  就不可以堂食
