
[00:00:00.000 --> 00:00:02.240]  鼎子妹主女平安
[00:02:10.080 --> 00:02:14.960]  嚟到去解釋上帝同埋人之間嘅關係
[00:02:14.960 --> 00:02:16.400]  當中嘅描述
[00:02:16.400 --> 00:02:19.400]  就係我哋常常聽到對上帝嘅形容
[00:02:19.400 --> 00:02:22.000]  就係上帝係一位無所不知
[00:02:22.000 --> 00:02:26.200]  無所不在又無所不能嘅神
[00:02:26.200 --> 00:02:29.680]  首先我哋一齊讀第一到第六節
[00:02:29.680 --> 00:02:30.760]  請
[00:02:52.000 --> 00:03:13.560]  詩篇139篇頭六節嘅經文
[00:03:13.560 --> 00:03:16.880]  如果我用中文和合本聖經嘅時候
[00:03:16.880 --> 00:03:20.760]  當中呢,對上帝嘅稱呼係有九次
[00:03:20.760 --> 00:03:23.000]  包括你啦,耶和華神啦
[00:03:23.000 --> 00:03:26.880]  而用我,係出現咗十四次
[00:03:26.880 --> 00:03:29.920]  咁樣嘅描述,經文係強調嗰種
[00:03:29.920 --> 00:03:35.320]  神同埋人之間,你同埋我之間嘅關係
[00:03:35.320 --> 00:03:41.520]  係一種好親密,好個人,好人性化嘅描述
[00:03:41.520 --> 00:03:46.080]  呢個唔單止係一個人同上帝嘅關係
[00:03:46.080 --> 00:03:53.000]  呢個亦都係一個人喺神面前嗰種屬靈嘅經驗
[00:03:53.000 --> 00:03:55.800]  有人形容詩篇139篇
[00:03:55.800 --> 00:03:59.960]  係認識,就係詩篇139篇呢個嘅主題
[00:03:59.960 --> 00:04:01.480]  knowing
[00:04:01.480 --> 00:04:03.600]  係呢個嘅主題,因為你睇下開始
[00:04:03.600 --> 00:04:05.640]  頭先我哋所讀嘅詩人就用咗
[00:04:05.640 --> 00:04:10.560]  監察,認識,曉得,知道,細察,深知
[00:04:10.560 --> 00:04:13.280]  用咗咁多唔同嘅詞彙
[00:04:13.280 --> 00:04:15.960]  其實基本上意思都係相同嘅
[00:04:15.960 --> 00:04:18.800]  嚟到去豐富,同埋更重要
[00:04:18.800 --> 00:04:26.400]  係強調咗上帝對人係幾咁嘅了解
[00:04:26.400 --> 00:04:30.400]  上帝對人嘅了解,係好全面嘅
[00:04:30.400 --> 00:04:31.720]  因為詩人咁樣形容
[00:04:31.720 --> 00:04:35.960]  佢話我坐下,我起來,我行路,我躺臥
[00:04:35.960 --> 00:04:39.920]  我嘅意念,我所做嘅一切,我嘅說話
[00:04:39.920 --> 00:04:44.000]  上帝都全部知道
[00:04:44.000 --> 00:04:47.920]  意思就係話,裡裡外外,無論係外在嘅行動
[00:04:47.920 --> 00:04:51.000]  或者內裏面嘅思想,人睇唔到嘅
[00:04:51.000 --> 00:04:55.880]  上帝都完全掌握到
[00:04:55.880 --> 00:04:59.440]  所以,喺上帝嘅眼裏面
[00:04:59.440 --> 00:05:02.680]  我哋係冇秘密嘅
[00:05:02.680 --> 00:05:08.640]  所以都唔好諗住我哋可以犯一啲秘密嘅罪
[00:05:08.640 --> 00:05:16.080]  因為上帝連我哋腦裏面曾經閃過嘅惡行,惡念
[00:05:16.080 --> 00:05:20.200]  佢都完全知道
[00:05:20.200 --> 00:05:22.080]  139篇第五節去形容
[00:05:22.080 --> 00:05:25.280]  佢話,你在我前後環繞我
[00:05:25.280 --> 00:05:28.400]  意思就係話,上帝從來冇離開過我哋
[00:05:28.400 --> 00:05:30.320]  一直都喺我哋身邊
[00:05:30.320 --> 00:05:33.320]  然後跟住話,按手在我身上
[00:05:33.320 --> 00:05:36.320]  表示上帝時常嘅祝福
[00:05:36.320 --> 00:05:38.440]  佢唔單止時常同我哋同在
[00:05:38.440 --> 00:05:39.680]  冇離開我哋
[00:05:39.680 --> 00:05:44.800]  更係時常嘅祝福保護我哋
[00:05:44.800 --> 00:05:46.400]  頂姐妹
[00:05:46.400 --> 00:05:54.120]  我唔知你對呢種咁親密嘅關係覺得點呢?
[00:05:54.120 --> 00:05:58.240]  頂姐妹,我唔知你鍾唔鍾意呢種
[00:05:58.240 --> 00:06:03.760]  神對你嗰種咁親密嘅關係呢?
[00:06:03.760 --> 00:06:06.800]  今日我哋講求私人空間
[00:06:06.800 --> 00:06:11.240]  我哋講求高舉私隱
[00:06:11.240 --> 00:06:14.080]  上帝對我哋呢份嘅認識
[00:06:14.080 --> 00:06:17.960]  會唔會畀你覺得係有好大嘅限制
[00:06:17.960 --> 00:06:21.720]  同埋有好大嘅壓力呢?
[00:06:21.720 --> 00:06:28.160]  你會唔會有一份被監視嘅感覺呢?
[00:06:28.160 --> 00:06:35.840]  你會唔會覺得自己自身失去咗好多嘅自由呢?
[00:06:35.840 --> 00:06:37.560]  因為我相信好多人總係想
[00:06:37.560 --> 00:06:41.160]  好似我哋所相信嘅神就係嗰個燈神
[00:06:41.160 --> 00:06:43.400]  有事嗰時就揸佢出嚟囉
[00:06:43.400 --> 00:06:45.840]  冇事嗰時唔該嘅行開
[00:06:45.840 --> 00:06:48.920]  唔關你事
[00:06:48.920 --> 00:06:55.120]  對於一份嗰種完全了解我哋嗰種嘅關係
[00:06:55.120 --> 00:06:57.640]  你覺得係一件好事呢?
[00:06:57.640 --> 00:07:02.680]  定話係一件壞事呢?
[00:07:02.680 --> 00:07:04.800]  對於私人嚟講
[00:07:04.800 --> 00:07:09.560]  呢個唔係一個嘅威脅
[00:07:09.560 --> 00:07:12.640]  而係一個嘅隱蔽
[00:07:12.640 --> 00:07:14.160]  唔係一個threat
[00:07:14.160 --> 00:07:17.960]  係一個refuge
[00:07:17.960 --> 00:07:21.560]  上帝傳言對私人嘅認識
[00:07:21.560 --> 00:07:27.400]  正正就係私人得到安慰嘅原因
[00:07:27.400 --> 00:07:31.840]  上帝對私人嗰個傳言嘅了解
[00:07:31.840 --> 00:07:38.200]  正正就係私人覺得係穩妥嘅原因
[00:07:38.200 --> 00:07:41.600]  私人對上帝能夠有咁嘅能力
[00:07:41.600 --> 00:07:43.080]  係一種嘅讚嘆
[00:07:43.080 --> 00:07:46.200]  而唔係一種嘅驚懼
[00:07:46.200 --> 00:07:47.640]  上帝咁樣去了解
[00:07:47.640 --> 00:07:50.200]  私人只可以喺第六節話
[00:07:50.200 --> 00:07:54.440]  「是我不能測,不能及的」
[00:07:54.440 --> 00:07:55.680]  新普及日本話
[00:07:55.680 --> 00:07:57.360]  係我唔能夠參透
[00:07:57.360 --> 00:08:01.920]  係我唔能夠明白、了解
[00:08:01.920 --> 00:08:02.800]  弟兄姊妹
[00:08:02.800 --> 00:08:06.000]  上帝呢種嘅無所不知
[00:08:06.000 --> 00:08:08.800]  會令我哋覺得係安慰呀?
[00:08:08.800 --> 00:08:10.640]  定話係威脅呢?
[00:08:10.640 --> 00:08:17.280]  其實我覺得係在乎我哋嘅屬靈生命嘅境況係點樣
[00:08:17.280 --> 00:08:20.960]  如果我哋今日淨係聚焦喺自我嘅滿足
[00:08:20.960 --> 00:08:22.360]  任意而行
[00:08:22.360 --> 00:08:24.720]  生命由我哋嚟操控
[00:08:24.720 --> 00:08:27.240]  由我哋嚟去話事
[00:08:27.240 --> 00:08:29.320]  我哋就會覺得
[00:08:29.320 --> 00:08:33.040]  呢個係一個威脅
[00:08:33.040 --> 00:08:36.520]  但係如果我哋願意闖開我哋嘅生命
[00:08:36.520 --> 00:08:42.680]  我哋讓神喺我哋生命裏面掌舵、掌管
[00:08:42.680 --> 00:08:46.000]  帶領住我哋生命嘅時候
[00:08:46.000 --> 00:08:51.560]  讓我哋能夠離開罪而轉向上帝嘅話
[00:08:51.560 --> 00:09:03.920]  呢個就成為一個傳言嘅飾言、安穩、信靠同埋安慰
[00:09:03.920 --> 00:09:05.600]  你仲記唔記得
[00:09:05.600 --> 00:09:10.160]  阿湯同埋夏娃佢哋因為犯咗罪之後佢哋係點呢?
[00:09:10.160 --> 00:09:13.000]  《創世紀》三章八節咁去形容
[00:09:13.000 --> 00:09:24.360]  「那人和他妻子聽見神的聲音,就藏在元女的樹木中,躲避耶和華神的面。」
[00:09:24.360 --> 00:09:26.240]  因著人嘅罪
[00:09:26.240 --> 00:09:28.040]  人想匿埋
[00:09:28.040 --> 00:09:31.360]  想逃避神
[00:09:31.360 --> 00:09:32.960]  兄弟姐妹
[00:09:32.960 --> 00:09:34.480]  今日
[00:09:34.480 --> 00:09:36.840]  你有冇喺度想匿埋
[00:09:36.840 --> 00:09:42.000]  想逃避神?
[00:09:42.000 --> 00:09:45.040]  跟住詩人就形容
[00:09:45.040 --> 00:09:49.920]  我哋嘅神係一位無所不在嘅神
[00:09:49.920 --> 00:09:53.560]  佢無處不在
[00:09:53.560 --> 00:09:58.280]  有個非洲嘅宣教士去到非洲去牧羊一個部落
[00:09:58.280 --> 00:10:03.000]  嗰度呢佢就算去咗幾年啦佢都唔係好習慣呢當地嘅文化
[00:10:03.000 --> 00:10:05.640]  就係呢當地嘅文化好鍾意分享嘅
[00:10:05.640 --> 00:10:08.640]  咁所以呢嗰啲逢係嗰啲人嚟探佢呢
[00:10:08.640 --> 00:10:13.080]  就佢屋企有啲咩佢就隨手就攞咗佢㗎喇
[00:10:13.080 --> 00:10:15.920]  咁喺我哋嚟講應該唔係叫分享呀嘛
[00:10:15.920 --> 00:10:17.680]  呢個叫咩?
[00:10:17.680 --> 00:10:18.400]  吓?
[00:10:18.400 --> 00:10:21.760]  呢個叫做
[00:10:21.760 --> 00:10:25.040]  偷竊呀係咪呀?
[00:10:25.040 --> 00:10:28.760]  但係呢個係當地嘅文化佢都冇辦法
[00:10:28.760 --> 00:10:33.000]  有一日佢要離開條村要去另外條村去做一啲嘅事
[00:10:33.000 --> 00:10:35.600]  咁佢諗吓咁點搞呀
[00:10:35.600 --> 00:10:37.000]  咁佢諗到方法
[00:10:37.000 --> 00:10:38.480]  佢叫咗嗰啲村民嚟
[00:10:38.480 --> 00:10:41.680]  嗱 而家呢我有半日嘅時間我會離開㗎
[00:10:41.680 --> 00:10:43.640]  不過我會睇住你哋㗎
[00:10:43.640 --> 00:10:47.840]  於是佢擺咗一對假嘅眼擺咗張枱嘅上面
[00:10:47.840 --> 00:10:51.720]  咁於是佢諗住好安心就去上路啦
[00:10:51.720 --> 00:10:53.720]  半日返嚟之後
[00:10:53.720 --> 00:10:56.400]  屋企裏面所有嘢都唔見曬
[00:10:56.400 --> 00:10:59.800]  淨係得返枱上面嗰對眼
[00:10:59.800 --> 00:11:06.040]  不過嗰對眼係畀頂帽冚住咗
[00:11:06.040 --> 00:11:09.600]  無所不在嘅神形容緊啲咩嘢呢
[00:11:09.600 --> 00:11:13.800]  不如我哋一齊讀第七到十二節
[00:11:13.800 --> 00:11:16.760]  我往哪裡去躲避你的靈
[00:11:16.760 --> 00:11:20.200]  我往哪裡逃躲避你的面
[00:11:20.200 --> 00:11:23.640]  我若升到天上 你在哪裡
[00:11:23.640 --> 00:11:27.880]  我若在陰間爬塌 你也在哪裡
[00:11:27.880 --> 00:11:33.120]  我若展開清晨的翅膀 飛到海極居住
[00:11:33.120 --> 00:11:37.080]  就是在哪裡 你的手必引導我
[00:11:37.080 --> 00:11:40.360]  你的右手也必扶持我
[00:11:40.360 --> 00:11:43.720]  我若說 黑暗必定遮蔽我
[00:11:43.720 --> 00:11:47.960]  我周圍的亮光必成為黑夜
[00:11:47.960 --> 00:11:52.040]  黑暗也不能遮蔽我 使你不見
[00:11:52.040 --> 00:11:55.120]  黑夜卻如白晝發亮
[00:11:55.120 --> 00:12:00.040]  黑暗和光明 在你看都是一樣
[00:12:00.040 --> 00:12:03.800]  有人形容 無論我飛到天上 到陰間
[00:12:03.800 --> 00:12:08.040]  陰間有新譯本 下了墳墓表示死亡
[00:12:08.040 --> 00:12:12.480]  也沒辦法 死亡不能幫助我們躲避上帝
[00:12:12.480 --> 00:12:18.200]  我飛到海極 飛到天邊海角飛到很遠的地方
[00:12:18.200 --> 00:12:21.920]  距離不能幫助我們躲避上帝
[00:12:21.920 --> 00:12:25.640]  然後就算在黑暗裏面 黑暗代表了罪惡
[00:12:25.640 --> 00:12:28.760]  就算我們在罪惡裏面打滾 躲在罪惡裏面
[00:12:28.760 --> 00:12:30.720]  想躲起來不見神
[00:12:30.720 --> 00:12:34.800]  但是上帝仍然在我們身邊
[00:12:34.800 --> 00:12:38.320]  仍然在暗中拆開我們
[00:12:38.320 --> 00:12:43.600]  所以罪惡也不能幫助我們躲避上帝
[00:12:43.600 --> 00:12:45.160]  不過私人提醒我們
[00:12:45.160 --> 00:12:49.840]  上帝的同在不是沒有目的和沒有作用的
[00:12:49.840 --> 00:12:52.920]  因為第十節說 你的手必引導我
[00:12:52.920 --> 00:12:56.560]  你的右手也必扶持我
[00:12:56.560 --> 00:12:58.880]  上帝的無所不在
[00:12:58.880 --> 00:13:05.760]  就是希望每時每刻都可以為我們送上引導和扶持
[00:13:05.760 --> 00:13:07.320]  只不過
[00:13:07.320 --> 00:13:11.760]  只不過不知為何我們往往就像那些剛懂得走路的小孩子
[00:13:11.760 --> 00:13:14.680]  起床的時候就拋開父母的手說
[00:13:14.680 --> 00:13:19.240]  我可以了 我可以自己走路了
[00:13:19.240 --> 00:13:24.760]  究竟我們就是那個想拋開天父的手
[00:13:24.760 --> 00:13:27.120]  經常想自作主張
[00:13:27.120 --> 00:13:33.200]  妄作 胡為 獨行獨斷的人
[00:13:33.200 --> 00:13:36.600]  還是我們願意放手
[00:13:36.600 --> 00:13:40.080]  讓上帝去引導我們
[00:13:40.080 --> 00:13:45.760]  讓祂的手去扶持我們
[00:13:45.760 --> 00:13:49.080]  詩人說 我往那裏去躲避你的靈
[00:13:49.080 --> 00:13:54.200]  我往那裏逃 躲避你的面
[00:13:54.200 --> 00:13:57.280]  這是一個正面的描述
[00:13:57.280 --> 00:14:02.120]  詩人說 我躲到那裏去都無法躲起來
[00:14:02.120 --> 00:14:10.440]  所以為何不坦然地讓天父進入我們生命裏面呢?
[00:14:10.440 --> 00:14:14.360]  我們基本上無法躲避的時候
[00:14:14.360 --> 00:14:21.520]  為何我們不安然地接受天父的看顧呢?
[00:14:21.520 --> 00:14:25.160]  接著詩人就描述
[00:14:25.160 --> 00:14:28.200]  神是一個無所不能的神
[00:14:28.200 --> 00:14:32.080]  詩人描述祂的大能
[00:14:32.080 --> 00:14:37.200]  請我們一起讀第十三到第十八節
[00:14:37.200 --> 00:14:40.960]  第十三到十八節 請
[00:14:40.960 --> 00:14:43.720]  我的肺腑是祢所造的
[00:14:43.720 --> 00:14:47.240]  我在母腹中 祢已浮避我
[00:14:47.240 --> 00:14:52.480]  我要稱謝祢 因我受造奇妙可畏
[00:14:52.480 --> 00:14:57.560]  祢的作為奇妙 這是我深深知道的
[00:14:57.560 --> 00:15:02.520]  我在暗中受造 在地的深處被聯絡
[00:15:02.520 --> 00:15:07.080]  那時我的形體並不向祢隱藏
[00:15:07.080 --> 00:15:12.760]  我未成形的體質 祢的眼早已看見了
[00:15:12.760 --> 00:15:20.440]  祢所定的日子 我尚未到一日 祢都寫在祢的冊上了
[00:15:20.440 --> 00:15:24.760]  神啊 祢的意念向我何等寶貴
[00:15:24.760 --> 00:15:27.640]  其數何等眾多
[00:15:27.640 --> 00:15:31.880]  我若數點比海沙更多
[00:15:31.880 --> 00:15:36.840]  我睡醒的時候 仍和我同在
[00:15:36.840 --> 00:15:40.600]  古人認為一個嬰兒的成長和出生
[00:15:40.600 --> 00:15:44.920]  是一個極大的奧秘 是人無法明白的
[00:15:44.920 --> 00:15:48.200]  所以在《傳道書》第十一章第五節中形容
[00:15:48.200 --> 00:15:54.680]  風從何到來 骨頭在懷孕婦人的胎中如何長成
[00:15:54.680 --> 00:15:58.520]  祢尚且不得知道
[00:15:58.520 --> 00:16:00.360]  經文描述 剛才的詩篇
[00:16:00.360 --> 00:16:02.440]  就是未成形的體質
[00:16:02.440 --> 00:16:05.720]  用今天的字 就是這個胚胎
[00:16:05.720 --> 00:16:08.280]  胚胎在母腹中成長的時候
[00:16:08.280 --> 00:16:17.400]  是剛剛開始 天父已經傳言的之道
[00:16:17.400 --> 00:16:20.120]  認識我的人都知道 我很喜歡抱嬰兒
[00:16:20.120 --> 00:16:22.440]  因為看到嬰兒很可愛
[00:16:22.440 --> 00:16:28.760]  還有看到他們是神奇妙的手所作
[00:16:28.760 --> 00:16:31.320]  其中一個最令我印象深刻的
[00:16:31.320 --> 00:16:33.880]  就是我和師母在美國讀書的時候
[00:16:33.880 --> 00:16:35.880]  那時候我們去西人的教會
[00:16:35.880 --> 00:16:41.400]  有對夫婦初生嬰兒 很早產
[00:16:41.400 --> 00:16:43.640]  後來我們去探望她
[00:16:43.640 --> 00:16:45.400]  我拍了一張照片
[00:16:45.400 --> 00:16:49.320]  是很深刻的印象
[00:16:49.320 --> 00:16:55.560]  因為是三胞胎
[00:16:55.560 --> 00:16:57.960]  初出生的時候又不足月
[00:16:57.960 --> 00:17:02.360]  又是三胞胎 比手掌還小
[00:17:02.360 --> 00:17:04.600]  我們去探望她的時候也大了一點
[00:17:04.600 --> 00:17:06.520]  於是她的媽咪說 Take it
[00:17:06.520 --> 00:17:09.240]  於是我抱著她不敢動
[00:17:09.240 --> 00:17:15.000]  因為你看到很細緻 很脆弱
[00:17:15.000 --> 00:17:17.240]  手指各方面都很可愛
[00:17:17.240 --> 00:17:19.880]  但是你都不知道怎樣去動
[00:17:19.880 --> 00:17:22.840]  所以這張照片很珍貴
[00:17:22.840 --> 00:17:25.240]  另外這張照片很珍貴
[00:17:25.240 --> 00:17:26.760]  因為它提醒我
[00:17:26.760 --> 00:17:29.960]  原來我的頭髮都曾經有光輝的時刻
[00:17:35.320 --> 00:17:38.280]  每一個小生命出來
[00:17:38.280 --> 00:17:43.400]  都是神手奇妙所做
[00:17:43.400 --> 00:17:45.160]  雖然用今天的科技
[00:17:45.160 --> 00:17:48.840]  我們可能對於母腹裡面的嬰兒
[00:17:48.840 --> 00:17:50.920]  多了一點
[00:17:50.920 --> 00:17:52.840]  但是在整個的懷孕
[00:17:52.840 --> 00:17:55.320]  生產各方面的過程裡面
[00:17:55.320 --> 00:17:58.360]  每一步都是充滿了恩典
[00:17:58.360 --> 00:17:59.880]  所以我和師母很喜歡抱嬰兒
[00:17:59.880 --> 00:18:01.880]  你看過去的時候
[00:18:01.880 --> 00:18:06.280]  你會讚嘆天父那種創造的奇妙
[00:18:06.280 --> 00:18:07.960]  那種精細
[00:18:07.960 --> 00:18:14.840]  那種令人攝服的細節
[00:18:14.840 --> 00:18:19.320]  使人看到天父的創造
[00:18:19.320 --> 00:18:23.000]  他更加去認知到
[00:18:23.000 --> 00:18:29.080]  我們在神的眼裡面是捍衛寶貴
[00:18:29.080 --> 00:18:32.920]  圖書W.A.Tarser曾經這樣去形容
[00:18:32.920 --> 00:18:35.640]  他說我們對事物是不完全
[00:18:35.640 --> 00:18:38.360]  是片面和有偏差的
[00:18:38.360 --> 00:18:43.160]  但是上帝對一切事物的認知是完全的
[00:18:43.160 --> 00:18:45.080]  上帝是知道所有的事
[00:18:45.080 --> 00:18:48.040]  所以他不會選擇性的去知道
[00:18:48.040 --> 00:18:50.520]  也不會帶有偏好
[00:18:50.520 --> 00:18:53.160]  或者是有不同的偏差
[00:18:53.160 --> 00:18:55.720]  來去知道事情
[00:18:55.720 --> 00:18:59.160]  所以在上帝的心裡面
[00:18:59.160 --> 00:19:01.320]  沒有發現到新的事物
[00:19:01.320 --> 00:19:05.560]  他也不會感覺到一些事情驚訝
[00:19:05.560 --> 00:19:07.080]  或者是驚喜
[00:19:07.080 --> 00:19:11.880]  是沒有驚訝或者驚訝
[00:19:11.880 --> 00:19:13.880]  聽子母其實私人所形容
[00:19:13.880 --> 00:19:16.040]  剛才三個的無所
[00:19:16.040 --> 00:19:18.840]  是無所不知、無所不在
[00:19:18.840 --> 00:19:20.920]  和無所不能
[00:19:20.920 --> 00:19:23.800]  是互相緊扣著的
[00:19:23.800 --> 00:19:25.960]  因為上帝無所不知
[00:19:25.960 --> 00:19:31.240]  是因為我們是由他無所不能的手所創造
[00:19:31.240 --> 00:19:33.480]  由於他無所不在
[00:19:33.480 --> 00:19:37.320]  所以他對於我們一切又無所不知
[00:19:37.320 --> 00:19:38.280]  是不是?
[00:19:38.280 --> 00:19:40.520]  三個是互相緊扣的
[00:19:40.520 --> 00:19:45.080]  三個是不分先後又互為因果的
[00:19:45.080 --> 00:19:48.280]  其實無所不知、無所不在、無所不能
[00:19:48.280 --> 00:19:53.800]  是神學上對上帝理性的描述和講論
[00:19:53.800 --> 00:19:54.840]  但是
[00:19:54.840 --> 00:19:57.480]  詩人卻在詩篇139篇
[00:19:57.480 --> 00:20:00.280]  用了一個很親密、很個人
[00:20:00.280 --> 00:20:03.800]  和很人性化的描述
[00:20:03.800 --> 00:20:09.160]  來去陳述神和人之間的關係
[00:20:09.160 --> 00:20:11.640]  詩人再一次提醒我們
[00:20:11.640 --> 00:20:13.960]  我們對上帝的認識
[00:20:13.960 --> 00:20:17.480]  不單只是頭腦上的認知
[00:20:17.480 --> 00:20:22.120]  更加是一個的關係
[00:20:22.120 --> 00:20:24.760]  正如神學家加爾文曾經這樣說
[00:20:24.760 --> 00:20:27.080]  我們要先認識上帝
[00:20:27.080 --> 00:20:31.720]  我們才能夠真正的認識自己
[00:20:31.720 --> 00:20:35.560]  沒錯,因為唯有我們承認上帝的偉大和能力
[00:20:35.560 --> 00:20:38.680]  我們才看到自己是多麼渺小
[00:20:38.680 --> 00:20:40.440]  我們看到自己的不足
[00:20:40.440 --> 00:20:44.920]  我們知道自己是無法逃避上帝
[00:20:44.920 --> 00:20:48.520]  我們才能夠坦誠向祂祈求
[00:20:48.520 --> 00:20:51.960]  和傳言的信求
[00:20:51.960 --> 00:20:53.560]  對於加爾文來說
[00:20:53.560 --> 00:20:56.760]  認識上帝和認識自己
[00:20:56.760 --> 00:21:01.480]  是一個不可分割的關係
[00:21:01.480 --> 00:21:03.480]  而從詩人的角度來看
[00:21:03.480 --> 00:21:07.000]  我們最奇妙被創造的
[00:21:07.000 --> 00:21:09.560]  所以我們應當一無掛慮
[00:21:09.560 --> 00:21:11.160]  詩人對神的仰望
[00:21:11.160 --> 00:21:13.000]  肯定了自己的價值
[00:21:13.000 --> 00:21:16.520]  就是我們是多麼的尊貴
[00:21:16.520 --> 00:21:23.560]  在神眼中看來是多麼的寶貴
[00:21:23.560 --> 00:21:25.480]  接著
[00:21:25.480 --> 00:21:30.360]  詩篇139篇的內容突然間有一個急轉彎
[00:21:30.360 --> 00:21:33.080]  本來是描述上帝的大能作為
[00:21:33.080 --> 00:21:37.800]  突然間經民談論到世上的惡人
[00:21:37.800 --> 00:21:42.760]  請我們一起讀第十九節到二十四節
[00:21:42.760 --> 00:21:43.400]  請
[00:21:43.400 --> 00:21:46.360]  神啊,祢必要殺戮惡人
[00:21:46.360 --> 00:21:49.480]  所以祢們好流人血的
[00:21:49.480 --> 00:21:51.560]  離開我去吧
[00:21:51.560 --> 00:21:55.080]  因為他們說如頂撞祢
[00:21:55.080 --> 00:21:58.360]  祢的仇敵也妄稱祢的名
[00:21:58.360 --> 00:21:59.560]  而說
[00:21:59.560 --> 00:22:00.840]  恨惡祢的
[00:22:00.840 --> 00:22:03.560]  我豈不恨惡他們嗎
[00:22:03.560 --> 00:22:05.000]  攻擊祢的
[00:22:05.000 --> 00:22:08.040]  我豈不憎嫌他們嗎
[00:22:08.040 --> 00:22:10.680]  我切切的恨惡他們
[00:22:10.680 --> 00:22:12.760]  而他們為仇敵
[00:22:12.760 --> 00:22:15.400]  神啊,求祢監察我
[00:22:15.400 --> 00:22:17.320]  知道我的心思
[00:22:17.320 --> 00:22:18.600]  思念我
[00:22:18.600 --> 00:22:20.680]  知道我的意念
[00:22:20.680 --> 00:22:24.280]  看外我裡面有什麼惡行沒有
[00:22:24.280 --> 00:22:28.120]  引導我走永生的道路
[00:22:28.120 --> 00:22:30.360]  這段經文我們讀起來的時候
[00:22:30.360 --> 00:22:33.400]  驟眼看來是跟剛才我們所看的
[00:22:33.400 --> 00:22:35.400]  第一到十八節的經文
[00:22:35.400 --> 00:22:36.840]  好像沒有什麼關係
[00:22:36.840 --> 00:22:39.400]  沒有什麼關係
[00:22:39.400 --> 00:22:41.080]  其實當我們細心去研究的時候
[00:22:41.080 --> 00:22:41.960]  我們知道
[00:22:41.960 --> 00:22:45.960]  詩人很想在這裡清楚地告訴大家
[00:22:45.960 --> 00:22:49.000]  無論前面他所形容的天父的能力
[00:22:49.000 --> 00:22:50.440]  是有多高
[00:22:50.440 --> 00:22:52.120]  我們的神是無所不在
[00:22:52.120 --> 00:22:52.920]  無所不知
[00:22:52.920 --> 00:22:55.080]  無所不能的神
[00:22:55.080 --> 00:22:56.840]  但是
[00:22:56.840 --> 00:23:00.040]  因著人的犯罪墮落
[00:23:00.040 --> 00:23:01.640]  我們今天
