
[00:00:00.000 --> 00:00:03.600]  今天和大家分享的題目叫"四色聖誕"
[00:05:01.720 --> 00:05:05.040]  黃金是一種王權
[00:05:05.040 --> 00:05:08.840]  與香其實是代表祭祀
[00:05:08.840 --> 00:05:10.720]  即是在聖殿所用
[00:05:10.720 --> 00:05:15.160]  抹藥其實就是代表耶穌是一個將會受苦的僕人
[00:05:15.160 --> 00:05:18.800]  其實寓意是一個這樣的寓意
[00:05:18.800 --> 00:05:22.600]  當然如果他帶着這些禮物
[00:05:22.600 --> 00:05:24.000]  這麼遠水路去找耶穌
[00:05:24.000 --> 00:05:26.400]  大家都猜到他是一羣有錢人
[00:05:26.400 --> 00:05:29.680]  相對地富裕的人
[00:05:29.680 --> 00:05:33.400]  他就前去找耶穌基督
[00:05:33.400 --> 00:05:35.200]  一路去尋找
[00:05:35.200 --> 00:05:37.720]  聖經形容他們
[00:05:37.720 --> 00:05:40.560]  最後能不能找到耶穌基督
[00:05:40.560 --> 00:05:42.120]  在過程裏面
[00:05:42.120 --> 00:05:43.480]  一羣不信
[00:05:43.480 --> 00:05:46.600]  或者一羣不認識上帝的人
[00:05:46.600 --> 00:05:49.360]  他們在千里迢迢懷着這個信念
[00:05:49.360 --> 00:05:51.720]  然後最後這個故事很有趣
[00:05:51.720 --> 00:05:53.960]  就是說他們找到耶穌基督
[00:05:53.960 --> 00:05:56.640]  或者是上帝的聲音
[00:05:56.640 --> 00:05:59.920]  上帝的提示去幫助他們找到這位耶穌
[00:05:59.920 --> 00:06:02.200]  找到這位英雄耶穌
[00:06:02.200 --> 00:06:05.640]  馬太福音一開始
[00:06:05.640 --> 00:06:07.680]  其實是他想說
[00:06:07.680 --> 00:06:10.600]  寫給哪些人 就是寫給外邦人
[00:06:10.600 --> 00:06:14.280]  外邦人能夠見到耶穌 找到耶穌
[00:06:14.280 --> 00:06:17.360]  其實如果你看回整本聖經最後
[00:06:17.360 --> 00:06:19.360]  福音要向哪些人去傳
[00:06:19.360 --> 00:06:21.000]  其實都是外邦人
[00:06:21.000 --> 00:06:25.160]  所以馬太福音有一個羣體很特別
[00:06:25.160 --> 00:06:28.080]  他就說當你去傳福音的時候
[00:06:28.080 --> 00:06:29.520]  其實外邦人
[00:06:29.520 --> 00:06:31.440]  因着上帝的帶領
[00:06:31.440 --> 00:06:33.640]  他們最終會找到耶穌基督
[00:06:33.640 --> 00:06:35.560]  所以第一批人爲什麼是綠色的
[00:06:35.560 --> 00:06:38.360]  就是一羣本身不認識耶穌的人
[00:06:38.360 --> 00:06:40.120]  但是他們的信念就是
[00:06:40.120 --> 00:06:43.120]  我們要找 什麼是真理呢 我們要找
[00:06:43.120 --> 00:06:46.080]  到最後原來上帝會帶他們去找到
[00:06:46.080 --> 00:06:48.680]  遇到耶穌基督 遇到這個真理
[00:06:48.680 --> 00:06:53.280]  所以馬太福音似乎呈現第一批人就是一些
[00:06:53.280 --> 00:06:55.560]  他們不認識上帝的人
[00:06:55.560 --> 00:06:58.600]  他們很想去找真理
[00:06:58.600 --> 00:07:01.200]  但是最終耶穌或者上帝
[00:07:01.200 --> 00:07:05.600]  幫他們去找到耶穌基督 與耶穌基督相遇
[00:07:05.600 --> 00:07:08.000]  這個其實就是我們的生命
[00:07:08.000 --> 00:07:11.280]  我們都是一羣不認識耶穌的外邦人
[00:07:11.280 --> 00:07:13.040]  爲什麼我們最終會找到呢
[00:07:13.040 --> 00:07:15.560]  不是因爲我們很努力地去找到
[00:07:15.560 --> 00:07:17.240]  而是耶穌
[00:07:17.240 --> 00:07:19.200]  來到的當中就是
[00:07:19.200 --> 00:07:21.840]  福音就是要爲外邦人
[00:07:21.840 --> 00:07:23.840]  去給予外邦人
[00:07:23.840 --> 00:07:28.080]  我都聽過很多信耶穌的例子
[00:07:28.080 --> 00:07:30.360]  其中有一個我都覺得很特別
[00:07:30.360 --> 00:07:35.000]  有一個婆婆來了我們教會的報道會
[00:07:35.000 --> 00:07:38.080]  完了報道會她舉手決志信耶穌
[00:07:38.080 --> 00:07:43.320]  完了報道會之後有些陪談員
[00:07:43.320 --> 00:07:44.920]  陪談員通常都會問她
[00:07:44.920 --> 00:07:47.080]  你爲什麼要信耶穌
[00:07:47.080 --> 00:07:49.680]  這個婆婆她有個孫女來了
[00:07:49.680 --> 00:07:51.280]  孫女就去了洗手間
[00:07:51.280 --> 00:07:53.240]  這個婆婆就帶了
[00:07:53.240 --> 00:07:55.720]  跟了那個陪談員去
[00:07:55.720 --> 00:07:58.120]  那個陪談的地方
[00:07:58.120 --> 00:07:59.960]  那個陪談員就問她
[00:07:59.960 --> 00:08:01.720]  婆婆你剛纔聽了什麼
[00:08:01.720 --> 00:08:03.480]  這麼感動要信耶穌
[00:08:03.480 --> 00:08:05.280]  想和她澄清
[00:08:05.280 --> 00:08:07.920]  問了一次這個婆婆沒有回答
[00:08:07.920 --> 00:08:11.000]  就是目瞪口呆地看着她
[00:08:11.000 --> 00:08:11.760]  就是這樣
[00:08:11.760 --> 00:08:13.960]  這個陪談員又問多一次
[00:08:13.960 --> 00:08:15.680]  婆婆你聽了什麼
[00:08:15.680 --> 00:08:18.000]  要信耶穌很近距離
[00:08:18.000 --> 00:08:19.440]  問了兩次她又沒有回答
[00:08:19.440 --> 00:08:20.600]  問了三次沒有回答
[00:08:20.600 --> 00:08:23.440]  終於這個孫女回來的時候
[00:08:23.440 --> 00:08:26.480]  你知不知道答案是什麼呢
[00:08:26.480 --> 00:08:27.600]  對了
[00:08:27.600 --> 00:08:29.840]  原來那個婆婆是聾的
[00:08:29.840 --> 00:08:30.880]  聽不到東西
[00:08:30.880 --> 00:08:32.640]  她說你不用問她了
[00:08:32.640 --> 00:08:35.200]  你這麼小聲她是聾的
[00:08:35.200 --> 00:08:36.480]  那麼
[00:08:36.480 --> 00:08:39.720]  那個陪談員就覺得很神奇
[00:08:39.720 --> 00:08:43.360]  你聽完整場報道會你舉了手
[00:08:43.360 --> 00:08:44.480]  但是這個婆婆
[00:08:44.480 --> 00:08:47.880]  她最後透過這個孫女說了一句話
[00:08:47.880 --> 00:08:49.600]  她說完了那個報道會
[00:08:49.600 --> 00:08:52.600]  她覺得耶穌在她心裏面
[00:08:52.600 --> 00:08:54.840]  那麼她就相信了
[00:08:54.840 --> 00:08:56.880]  她只說了一句話
[00:08:56.880 --> 00:08:58.160]  完了整個報道會
[00:08:58.160 --> 00:08:59.880]  其實她真的什麼都聽不到
[00:08:59.880 --> 00:09:01.160]  真的什麼都聽不到
[00:09:01.160 --> 00:09:02.400]  但是她就說
[00:09:02.400 --> 00:09:07.280]  我感受到耶穌在我心裏面
[00:09:07.280 --> 00:09:10.200]  所以我就走了出去
[00:09:10.200 --> 00:09:13.400]  這個似乎都是我們的生命
[00:09:13.400 --> 00:09:15.200]  我們的生命 我們的經歷
[00:09:15.200 --> 00:09:21.000]  我們其實有很多不同的情況去信耶穌
[00:09:21.000 --> 00:09:25.960]  但是耶穌爲外邦人而設的信仰
[00:09:25.960 --> 00:09:27.880]  不是因爲你有多努力
[00:09:27.880 --> 00:09:30.440]  而是當我們要去尋求真理的時候
[00:09:30.440 --> 00:09:32.760]  上帝讓我們遇見他自己
[00:09:32.760 --> 00:09:34.640]  我們都不知道是什麼方法
[00:09:34.640 --> 00:09:36.800]  可能每個人的方法都不同
[00:09:36.800 --> 00:09:40.960]  但是馬太福音第一批要寫給的人
[00:09:40.960 --> 00:09:42.960]  就是那些外邦人
[00:09:42.960 --> 00:09:45.560]  那些在不知道什麼地方
[00:09:45.560 --> 00:09:47.000]  他又不認識上帝的人
[00:09:47.000 --> 00:09:49.840]  但是他渴慕尋求真理的時候
[00:09:49.840 --> 00:09:52.360]  上帝的聲音是帶他們一步一步
[00:09:52.360 --> 00:09:58.320]  千里迢迢去遇見這位的英雄耶穌
[00:09:58.320 --> 00:10:00.880]  這個起不來都是我們生命的經歷
[00:10:00.880 --> 00:10:04.320]  所以我們不要停止去傳福音在12月
[00:10:04.320 --> 00:10:07.400]  我們不要停止去認爲
[00:10:07.400 --> 00:10:10.560]  福音一定要去點傳或者是什麼方式
[00:10:10.560 --> 00:10:11.800]  我們不知道的
[00:10:11.800 --> 00:10:16.320]  但是我們知道教會在12月的確是有個使命
[00:10:16.320 --> 00:10:18.840]  就是外邦人要聽到耶穌基督
[00:10:18.840 --> 00:10:25.400]  外邦人要去知道原來耶穌基督是爲了他們而來到當中
[00:10:25.400 --> 00:10:28.320]  所以第一批人我們說用綠色去形容
[00:10:28.320 --> 00:10:30.720]  即使他們不知道是哪一個
[00:10:30.720 --> 00:10:34.840]  但是我們作爲耶穌基督見證人有責任要告訴他們
[00:10:34.840 --> 00:10:38.960]  其實耶穌的福音 耶穌的救恩都是爲你們而籤
[00:10:38.960 --> 00:10:41.920]  第二批人我用灰色去形容
[00:10:41.920 --> 00:10:49.160]  我們一起讀第四節至第五節
[00:10:49.160 --> 00:10:51.280]  準備 1 2 3
[00:10:51.280 --> 00:10:55.800]  他就召了祭司長和民間的民事
[00:10:55.800 --> 00:10:59.600]  問他們 基督該生在哪裏
[00:10:59.600 --> 00:11:02.920]  他們說 在猶太的伯利行
[00:11:02.920 --> 00:11:05.440]  因爲有先知記着說
[00:11:05.440 --> 00:11:08.040]  好 第二批人我用灰色去形容
[00:11:08.040 --> 00:11:14.320]  灰色形容一批叫祭司和民事
[00:11:14.320 --> 00:11:17.440]  如果你看祭司和民事你稍微認識一下舊約
[00:11:17.440 --> 00:11:21.800]  你都知道祭司和民事是一些正派人物
[00:11:21.800 --> 00:11:23.600]  是一些代表上帝的人物
[00:11:23.600 --> 00:11:28.520]  因爲祭司和民事是負責解釋真理 教導真理
[00:11:28.520 --> 00:11:32.000]  在他們的羣體裏面 你如何認識上帝呢
[00:11:32.000 --> 00:11:35.200]  在舊約裏面一定要透過祭司和民事
[00:11:35.200 --> 00:11:38.560]  他們的教導和演繹你才知道真理
[00:11:38.560 --> 00:11:41.080]  這個很厲害 不過在新約裏面
[00:11:41.080 --> 00:11:44.160]  其實祭司和民事是很負面的
[00:11:44.160 --> 00:11:49.840]  就是祭司和民事彷彿和舊約是半約兩人
[00:11:49.840 --> 00:11:52.080]  如果你看這兩節經文
[00:11:52.080 --> 00:11:53.880]  其實你更加看到
[00:11:53.880 --> 00:11:57.560]  祭司和民事好像對耶穌出世沒有什麼說的
[00:11:57.560 --> 00:11:59.400]  除了會背聖經之外
[00:11:59.400 --> 00:12:01.520]  就是說他只會背聖經
[00:12:01.520 --> 00:12:03.960]  聖經說有個王是這樣出來的
[00:12:03.960 --> 00:12:08.800]  但是你彷彿再多一點的資訊要問他
[00:12:08.800 --> 00:12:10.920]  究竟有什麼關於這個王呢
[00:12:10.920 --> 00:12:14.880]  這個祭司和民事好像在這裏也不是很能表達給你聽
[00:12:14.880 --> 00:12:16.880]  或者你從他的生命
[00:12:16.880 --> 00:12:21.800]  是說不到再多一點關於耶穌基督的生命是什麼
[00:12:21.800 --> 00:12:24.600]  這個就是祭司和民事在新約裏面
[00:12:24.600 --> 00:12:27.640]  那種不同 那種difference
[00:12:27.640 --> 00:12:30.520]  我們說爲什麼用灰色去形容他呢
[00:12:30.520 --> 00:12:33.520]  本來他們在舊約裏面是代表真理
[00:12:33.520 --> 00:12:35.760]  但是在新約裏面似乎你
[00:12:35.760 --> 00:12:38.320]  從他的生命是找不到一些
[00:12:38.320 --> 00:12:41.120]  再多一點生命的真理
[00:12:41.120 --> 00:12:44.680]  或者找不到再多一點的一樣東西
[00:12:44.680 --> 00:12:46.480]  如果你看回
[00:12:46.480 --> 00:12:50.560]  有一個字 第四節講就是召集這個字
[00:12:50.560 --> 00:12:53.000]  王去召集祭司和民事
[00:12:53.000 --> 00:12:57.280]  你知不知道在聖經《馬太福音》最後的時候
[00:12:57.280 --> 00:13:00.960]  什麼時候是王要再召集他們多一次呢
[00:13:00.960 --> 00:13:04.000]  就是祭司和民事
[00:13:04.000 --> 00:13:08.000]  就是呢 當
[00:13:08.000 --> 00:13:12.080]  當這個王 或者是當他們要去
[00:13:12.080 --> 00:13:14.880]  要去想方法殺害耶穌的時候呢
[00:13:14.880 --> 00:13:17.840]  他們就重新再被召集多一次
[00:13:17.840 --> 00:13:19.840]  聚集在一起
[00:13:19.840 --> 00:13:22.520]  所以很有趣 這裏說
[00:13:22.520 --> 00:13:24.280]  這羣人其實
[00:13:24.280 --> 00:13:26.920]  似乎出現不是代表耶穌
[00:13:26.920 --> 00:13:28.520]  是和耶穌敵對
[00:13:28.520 --> 00:13:32.320]  直到最後他們的召集是想想如何去殺害耶穌
[00:13:32.320 --> 00:13:33.800]  那個召集
[00:13:33.800 --> 00:13:38.360]  所以我們說爲什麼祭司和民事是灰色
[00:13:38.360 --> 00:13:41.480]  灰色不是因爲他們的職位
[00:13:41.480 --> 00:13:44.280]  而是他們心裏面似乎從
[00:13:44.280 --> 00:13:46.600]  服侍耶和華 服侍上帝
[00:13:46.600 --> 00:13:48.360]  他們好像退下來
[00:13:48.360 --> 00:13:49.800]  服侍着第二個王
[00:13:49.800 --> 00:13:52.320]  當然我們說他服侍着哪個王呢
[00:13:52.320 --> 00:13:54.200]  其實是服侍着希律王
[00:13:54.200 --> 00:13:58.600]  似乎他們心裏面本來從前是站在耶和華那邊
[00:13:58.600 --> 00:14:00.200]  站在耶和華那邊
[00:14:00.200 --> 00:14:03.400]  現在是退下來站在希律王那邊
[00:14:03.400 --> 00:14:05.760]  所以似乎他們的生命是
[00:14:05.760 --> 00:14:09.080]  從一種可以代表上帝說出真理
[00:14:09.080 --> 00:14:12.680]  但是似乎現在因爲站在另一個角度
[00:14:12.680 --> 00:14:15.560]  站在另一種主權的底下
[00:14:15.560 --> 00:14:17.160]  他們說不到真理
[00:14:17.160 --> 00:14:19.760]  或者他們再表達不到
[00:14:19.760 --> 00:14:22.880]  再多的真理 他們只能識背聖經
[00:14:22.880 --> 00:14:27.880]  這個就是當其時祭司和民事的生命
[00:14:27.880 --> 00:14:33.560]  其實這個也有點像當今很多基督徒
[00:14:33.560 --> 00:14:35.400]  我們信了耶穌的時候
[00:14:35.400 --> 00:14:36.880]  可能一段時間
[00:14:36.880 --> 00:14:39.640]  我們心裏面的王都退了位
[00:14:39.640 --> 00:14:43.360]  我們本身信主之前都很清晰
[00:14:43.360 --> 00:14:45.440]  我們要相信是耶穌基督
[00:14:45.440 --> 00:14:47.160]  但是我們回教會久了
[00:14:47.160 --> 00:14:48.440]  在社會久了
[00:14:48.440 --> 00:14:52.400]  或者我們人生久了的時候
[00:14:52.400 --> 00:14:54.840]  我們彷彿我們心裏面
[00:14:54.840 --> 00:14:58.080]  所敬拜的王在我們心裏面的位置
[00:14:58.080 --> 00:14:59.840]  開始退下來
[00:14:59.840 --> 00:15:02.320]  被另一個王取代了
[00:15:02.320 --> 00:15:04.640]  或者我們似乎在服侍另一個王
[00:15:04.640 --> 00:15:06.120]  我們都不知道
[00:15:06.120 --> 00:15:08.120]  所以因着這樣的時候
[00:15:08.120 --> 00:15:10.960]  我們的生命開始說不到很多
[00:15:10.960 --> 00:15:14.880]  深層次或者說不到更多的真理給人聽
[00:15:14.880 --> 00:15:18.320]  我們除了識背一些我們已有的經文之外
[00:15:18.320 --> 00:15:21.200]  我們似乎人家在我們生命上拿不到
[00:15:21.200 --> 00:15:24.400]  更多關於耶穌基督的真理和生命
[00:15:24.400 --> 00:15:27.400]  有時我們就活在這種灰色地帶
[00:15:27.400 --> 00:15:29.080]  這種灰色地帶
[00:15:29.080 --> 00:15:30.680]  我說一個例子給大家聽
[00:15:30.680 --> 00:15:34.360]  我有幾個朋友
[00:15:34.360 --> 00:15:40.120]  他在學校裏面是教聖經科的主任
[00:15:40.120 --> 00:15:42.520]  不過我和他相處了很久
[00:15:42.520 --> 00:15:48.360]  我從來都沒有聽過他有什麼深層的屬靈經歷
[00:15:48.360 --> 00:15:52.680]  當你叫他分享一下 你說一下你的上帝來聽
[00:15:52.680 --> 00:15:54.280]  或者你說一下你的生命
[00:15:54.280 --> 00:15:57.680]  你的信仰生命 你的屬靈生命
[00:15:57.680 --> 00:16:00.080]  彷彿你聽不到任何東西
[00:16:00.080 --> 00:16:02.080]  或者裏面很空洞
[00:16:02.080 --> 00:16:06.480]  但是他們在教學裏面
[00:16:06.480 --> 00:16:09.000]  其實他講了很多經文給你聽
[00:16:09.000 --> 00:16:11.120]  聖經就是這樣 聖經就是這樣
[00:16:11.120 --> 00:16:13.720]  但是你再問多一點
[00:16:13.720 --> 00:16:16.120]  耶穌基督和你個人有什麼關係
[00:16:16.120 --> 00:16:18.240]  你最近有什麼經歷
[00:16:18.240 --> 00:16:20.800]  他講不到給你聽 很空白一篇
[00:16:20.800 --> 00:16:25.040]  甚至有一次的經歷令我再想起
[00:16:25.040 --> 00:16:27.760]  究竟你在侍奉誰
[00:16:27.760 --> 00:16:29.760]  他不是很關心很多使命的東西
[00:16:29.760 --> 00:16:32.920]  不過有一次他竟然很在意
[00:16:32.920 --> 00:16:39.200]  學校年底的時候沒有加他人工
[00:16:39.200 --> 00:16:41.080]  他沒有加他人工
[00:16:41.080 --> 00:16:42.920]  他緊緊於懷在心裏面
[00:16:42.920 --> 00:16:46.320]  爲什麼不是升我呢 爲什麼不是加我呢
[00:16:46.320 --> 00:16:49.040]  我彷彿在他的生命裏面
[00:16:49.040 --> 00:16:50.320]  看不到耶穌基督
[00:16:50.320 --> 00:16:52.240]  但我彷彿在他的生命裏面
[00:16:52.240 --> 00:16:56.240]  看到另一個王在他的生命裏面做主
[00:16:56.240 --> 00:16:58.400]  彷彿他的生命是在服侍
[00:16:58.400 --> 00:17:00.360]  不是耶穌基督 是在服侍
[00:17:00.360 --> 00:17:02.800]  好像另一個羣體 另一個財團
[00:17:02.800 --> 00:17:05.000]  或者另一個主人
[00:17:05.000 --> 00:17:08.040]  以到他的生命好像發出不了光芒
[00:17:08.040 --> 00:17:12.960]  爲什麼好像從你的生命裏拿不到什麼東西呢
[00:17:12.960 --> 00:17:17.240]  我們有時都會進入這種灰色地帶
[00:17:17.240 --> 00:17:18.920]  我們都反省下自己
[00:17:18.920 --> 00:17:19.800]  其實我們會不會
[00:17:19.800 --> 00:17:22.120]  我們的生命服侍的那一位
[00:17:22.120 --> 00:17:23.200]  我們都退了位
[00:17:23.200 --> 00:17:25.360]  我們本身服侍耶穌基督
[00:17:25.360 --> 00:17:29.880]  但我們心裏面有另一個主去取代了他
[00:17:29.880 --> 00:17:32.400]  我們的生命會不會從一種光芒
[00:17:32.400 --> 00:17:34.200]  慢慢消失的光芒
[00:17:34.200 --> 00:17:36.720]  去進入一種灰色地帶
[00:17:36.720 --> 00:17:39.080]  去到一個位置其實沒什麼所謂
[00:17:39.080 --> 00:17:41.080]  怎麼做基督徒都沒什麼所謂
[00:17:41.080 --> 00:17:43.840]  最重要是能夠過活
[00:17:43.840 --> 00:17:50.920]  這就是祭司和文士當時的悲哀和唏噓
[00:17:50.920 --> 00:17:52.600]  他們的悲哀和唏噓
[00:17:52.600 --> 00:17:55.240]  其實最後是殺害了耶穌的
[00:17:55.240 --> 00:17:57.240]  最後一節的召集
[00:17:57.240 --> 00:17:59.520]  祭司和文士
[00:17:59.520 --> 00:18:03.560]  好 第三類人是什麼顏色 記不記得
[00:18:03.560 --> 00:18:06.400]  黑色 黑色很簡單
[00:18:06.400 --> 00:18:07.320]  就是希律王
[00:18:07.320 --> 00:18:11.200]  我們一起讀第三節 好不好 第三節
[00:18:11.200 --> 00:18:13.200]  準備 1 2 3
[00:18:13.200 --> 00:18:22.360]  好 這個就是希律王
[00:18:22.360 --> 00:18:24.640]  大家都經常聽這句話
[00:18:24.640 --> 00:18:27.080]  希律王不安 全城的人不安
[00:18:27.080 --> 00:18:30.920]  這個其實是一個很普通的現象
[00:18:30.920 --> 00:18:35.080]  一個國家的管治者不安
[00:18:35.080 --> 00:18:36.840]  整個城市都會不安
[00:18:36.840 --> 00:18:38.840]  這個我們都很明白
[00:18:38.840 --> 00:18:41.560]  我們的主席不安的時候
[00:18:41.560 --> 00:18:44.080]  我們整個香港都很不安
[00:18:44.080 --> 00:18:45.120]  這個很明白
[00:18:45.120 --> 00:18:46.720]  不過我們更加要問
[00:18:46.720 --> 00:18:49.840]  希律王爲什麼不安呢
