
[00:00:00.000 --> 00:00:03.000]  各位弟兄姊妹,今個月是差泉月
[00:01:42.000 --> 00:01:45.000]  他有機會接觸到外邦人
[00:01:45.000 --> 00:01:51.000]  CC那兩段就是兩次約拿祈禱的紀錄
[00:01:51.000 --> 00:01:55.000]  而D那段就是神對約拿的教導
[00:01:55.000 --> 00:02:01.000]  我會按ABCD這個分段跟大家分享訊息
[00:02:01.000 --> 00:02:04.000]  我們先看第一段
[00:02:04.000 --> 00:02:10.000]  第一段就是講到神兩次差拜約拿去到尼尼未成那裡
[00:02:10.000 --> 00:02:12.000]  傳審判的訊息這個段落
[00:02:12.000 --> 00:02:19.000]  日期大概公元前是760年
[00:02:19.000 --> 00:02:24.000]  差演約拿的目的就是警告那幫尼尼未人
[00:02:24.000 --> 00:02:26.000]  如果你不肯悔改
[00:02:26.000 --> 00:02:28.000]  離開他們的惡行
[00:02:28.000 --> 00:02:32.000]  公義的神就會去傾覆他們的國家
[00:02:32.000 --> 00:02:38.000]  原來當時的亞述是一個惡名昭彰的民族
[00:02:38.000 --> 00:02:42.000]  亞述的士兵十分兇猛殘暴
[00:02:42.000 --> 00:02:47.000]  他們去到的地方都會變成是屍橫遍野
[00:02:47.000 --> 00:02:49.000]  血流成河
[00:02:49.000 --> 00:02:56.000]  他們會將他們征服到的國家的人民施以非常殘暴
[00:02:56.000 --> 00:02:59.000]  虐待的對待
[00:02:59.000 --> 00:03:03.000]  例如將他們的耳朵鼻子割下來
[00:03:03.000 --> 00:03:05.000]  或者要他們斷手斷腳
[00:03:05.000 --> 00:03:08.000]  甚至是五馬分屍
[00:03:08.000 --> 00:03:12.000]  對亞述人來說他們不覺得這些是殘暴
[00:03:12.000 --> 00:03:14.000]  反而是英勇的表現
[00:03:14.000 --> 00:03:17.000]  是得榮耀的表現
[00:03:17.000 --> 00:03:21.000]  難怪在《若拿書》一章二節
[00:03:21.000 --> 00:03:25.000]  神都認為當時亞述人民的惡
[00:03:25.000 --> 00:03:30.000]  已經達到神可以容忍的極限
[00:03:30.000 --> 00:03:32.000]  神要亞述人知道
[00:03:32.000 --> 00:03:36.000]  祂是全地的主
[00:03:36.000 --> 00:03:39.000]  祂是全人類的主宰
[00:03:39.000 --> 00:03:42.000]  所有國家和人民的行為
[00:03:42.000 --> 00:03:45.000]  都需要向神負責
[00:03:45.000 --> 00:03:49.000]  因此神差派約拿去到尼尼美城
[00:03:49.000 --> 00:03:53.000]  是向他們發出最後的通牒
[00:03:53.000 --> 00:03:55.000]  給他們四十天的時間
[00:03:55.000 --> 00:03:57.000]  如果他們願意悔改
[00:03:57.000 --> 00:03:59.000]  離開他們的惡行
[00:03:59.000 --> 00:04:01.000]  神毀滅尼尼美城
[00:04:01.000 --> 00:04:04.000]  作為他們罪有應得的刑罰
[00:04:04.000 --> 00:04:08.000]  這樣就會真的給他們
[00:04:08.000 --> 00:04:14.000]  從我們看到神兩次差派約拿去到尼尼美城
[00:04:14.000 --> 00:04:18.000]  除了我們看到神公義的一面之外
[00:04:18.000 --> 00:04:20.000]  其實我們更加可以體會到
[00:04:20.000 --> 00:04:22.000]  神有恩慈的一面
[00:04:22.000 --> 00:04:27.000]  因為祂向尼尼美城發出警告
[00:04:27.000 --> 00:04:28.000]  其實目的是什麼
[00:04:28.000 --> 00:04:31.000]  是希望他們有悔改
[00:04:31.000 --> 00:04:33.000]  免於受罰的機會
[00:04:33.000 --> 00:04:36.000]  雖然其實神是知道的
[00:04:36.000 --> 00:04:40.000]  尼尼美城就算裡面的人悔改
[00:04:40.000 --> 00:04:44.000]  也只是短暫而已
[00:04:44.000 --> 00:04:48.000]  不久他們就已經會是固態伏盟
[00:04:48.000 --> 00:04:52.000]  最終神也要審判這個國家
[00:04:52.000 --> 00:04:56.000]  在主前612年的時候
[00:04:56.000 --> 00:04:59.000]  大概是八幾年之後
[00:04:59.000 --> 00:05:03.000]  神就使用了巴比倫消滅了這個國家
[00:05:03.000 --> 00:05:06.000]  但是神在這裡仍然堅持
[00:05:06.000 --> 00:05:09.000]  兩次差派約拿去警告他們
[00:05:09.000 --> 00:05:11.000]  給他們有機會悔改
[00:05:11.000 --> 00:05:20.000]  可見神是如何眷顧愛惜約拿時代的尼尼美人
[00:05:20.000 --> 00:05:22.000]  神愛惜外邦人
[00:05:22.000 --> 00:05:25.000]  或者是外邦人這個觀念
[00:05:25.000 --> 00:05:29.000]  不是很多人可以理解的
[00:05:29.000 --> 00:05:31.000]  特別是神的選民
[00:05:31.000 --> 00:05:32.000]  就是以色列
[00:05:32.000 --> 00:05:36.000]  他們總以為神是特別的愛他們
[00:05:36.000 --> 00:05:37.000]  因為什麼
[00:05:37.000 --> 00:05:41.000]  因為他們在埃及圍爐四百三十年
[00:05:41.000 --> 00:05:44.000]  然後神使用了很多神蹟奇事
[00:05:44.000 --> 00:05:46.000]  去拯救他們出埃及
[00:05:46.000 --> 00:05:48.000]  而且跟他們立約
[00:05:48.000 --> 00:05:50.000]  說什麼
[00:05:50.000 --> 00:05:52.000]  耶和華是他們的神
[00:05:52.000 --> 00:05:55.000]  他是神的子民
[00:05:55.000 --> 00:05:57.000]  是他們的選民
[00:05:57.000 --> 00:05:59.000]  神又幫助他們
[00:05:59.000 --> 00:06:01.000]  打敗給他們更加強
[00:06:01.000 --> 00:06:04.000]  人數更加多的仇敵
[00:06:04.000 --> 00:06:09.000]  讓他們承受迦南美地為他們的國土
[00:06:09.000 --> 00:06:11.000]  又賜下律法給他們
[00:06:11.000 --> 00:06:16.000]  作為他們宗教上和生活上的指引
[00:06:16.000 --> 00:06:20.000]  後來更加在耶路撒冷城建造聖殿
[00:06:20.000 --> 00:06:25.000]  更加令到以色列人認為神是特別愛他們
[00:06:25.000 --> 00:06:26.000]  保護他們
[00:06:26.000 --> 00:06:30.000]  以至到不少的以色列人
[00:06:30.000 --> 00:06:33.000]  都有那種民族優越感
[00:06:33.000 --> 00:06:40.000]  不以為他們才配得神的恩典
[00:06:40.000 --> 00:06:45.000]  那些拜偶像的外邦人是不潔的
[00:06:45.000 --> 00:06:48.000]  是不配領受神的恩典的
[00:06:48.000 --> 00:06:50.000]  這個觀念直到新約
[00:06:50.000 --> 00:06:53.000]  很多的猶太人甚至是宗教領袖
[00:06:53.000 --> 00:06:56.000]  仍然都有這種思想
[00:06:56.000 --> 00:06:58.000]  但事實是不是這樣呢
[00:06:58.000 --> 00:07:03.000]  其實神早在創世紀十二章都已經表明
[00:07:03.000 --> 00:07:05.000]  神是愛萬族的
[00:07:05.000 --> 00:07:10.000]  祂是要令萬族得到拯救的福氣
[00:07:10.000 --> 00:07:13.000]  神愛萬族、拯救萬族這個心
[00:07:13.000 --> 00:07:15.000]  其實從來都沒有改變
[00:07:15.000 --> 00:07:19.000]  亞摩斯書九章七節告訴我們
[00:07:19.000 --> 00:07:22.000]  其實以色列人以為
[00:07:22.000 --> 00:07:26.000]  出埃及拯救這個經歷是他們獨有
[00:07:26.000 --> 00:07:27.000]  其實不是的
[00:07:27.000 --> 00:07:29.000]  在古時的時候
[00:07:29.000 --> 00:07:34.000]  神都拯救過菲利士人和亞蘭人
[00:07:34.000 --> 00:07:37.000]  當然有些可能根本就沒有記錄出來
[00:07:37.000 --> 00:07:43.000]  當時的菲利士人和亞蘭人是未認識真神的
[00:07:43.000 --> 00:07:46.000]  他們當然不懂得歸榮耀給神
[00:07:46.000 --> 00:07:49.000]  但是這樣都沒有阻礙到
[00:07:49.000 --> 00:07:55.000]  神是彰顯祂的大愛給其他族群的人
[00:07:55.000 --> 00:07:57.000]  各位弟兄姊妹
[00:07:57.000 --> 00:08:01.000]  我不知道你覺不覺得神愛香港人
[00:08:01.000 --> 00:08:04.000]  神愛不愛我們香港人
[00:08:04.000 --> 00:08:07.000]  都很多人點頭
[00:08:07.000 --> 00:08:09.000]  我也覺得
[00:08:09.000 --> 00:08:10.000]  為什麼呢
[00:08:10.000 --> 00:08:13.000]  我去年十二月的時候
[00:08:13.000 --> 00:08:17.000]  在疫情比較緩和的時候
[00:08:17.000 --> 00:08:23.000]  我和幾位差會的委員帶領了三兩次
[00:08:23.000 --> 00:08:27.000]  那些弟兄姊妹去到港島太平山區那裡
[00:08:27.000 --> 00:08:28.000]  走了一趟
[00:08:28.000 --> 00:08:32.000]  其實那裡就是早期宣教士來到香港的
[00:08:32.000 --> 00:08:34.000]  足跡的地方
[00:08:34.000 --> 00:08:36.000]  我們翻查歷史
[00:08:36.000 --> 00:08:40.000]  原來就知道1841年
[00:08:40.000 --> 00:08:44.000]  自從1841年我們香港開埠以來
[00:08:44.000 --> 00:08:49.000]  神就不斷去差拜宣教士來到香港
[00:08:49.000 --> 00:08:50.000]  他們做什麼
[00:08:50.000 --> 00:08:52.000]  向香港人傳福音
[00:08:52.000 --> 00:08:53.000]  建立教會
[00:08:53.000 --> 00:08:57.000]  也是在醫院幫助辦學校
[00:08:57.000 --> 00:09:02.000]  改善了我們很多的醫療和教育系統
[00:09:02.000 --> 00:09:04.000]  當然在心靈上面
[00:09:04.000 --> 00:09:06.000]  他們將福音傳給我們
[00:09:06.000 --> 00:09:10.000]  其實是對我們香港很大的貢獻
[00:09:10.000 --> 00:09:12.000]  其實當時的香港
[00:09:12.000 --> 00:09:14.000]  如果大家知道的都知道
[00:09:14.000 --> 00:09:17.000]  當時十九世紀末的時候
[00:09:17.000 --> 00:09:21.000]  其實香港是一個很落後的漁港
[00:09:21.000 --> 00:09:23.000]  人口又少
[00:09:23.000 --> 00:09:26.000]  那些人的教育程度也很低
[00:09:26.000 --> 00:09:30.000]  那個衛生的設施更加是非常惡劣
[00:09:30.000 --> 00:09:33.000]  人和豬是一起住的
[00:09:33.000 --> 00:09:36.000]  所以後期就出現鼠疫
[00:09:36.000 --> 00:09:40.000]  那裡是一個臭氣昏天的地方
[00:09:40.000 --> 00:09:43.000]  但是神依然這麼愛我們香港人
[00:09:43.000 --> 00:09:46.000]  祂希望更多香港人得救
[00:09:46.000 --> 00:09:48.000]  所以祂是從不同的國家
[00:09:48.000 --> 00:09:50.000]  透過不同的差會
[00:09:50.000 --> 00:09:53.000]  是差派很多宣教士來到香港
[00:09:53.000 --> 00:09:55.000]  服侍我們香港人
[00:09:55.000 --> 00:09:56.000]  直到現在
[00:09:56.000 --> 00:10:00.000]  其實我們還在享受宣教士來港
[00:10:00.000 --> 00:10:03.000]  用生命服侍我們的成果
[00:10:03.000 --> 00:10:05.000]  很多的學校都還在
[00:10:05.000 --> 00:10:07.000]  有些醫院都還在
[00:10:07.000 --> 00:10:11.000]  神對萬民的大愛就好像
[00:10:11.000 --> 00:10:14.000]  這首詩歌《真神之愛》
[00:10:14.000 --> 00:10:17.000]  第三節所說
[00:10:17.000 --> 00:10:19.000]  用盡我們人的智慧
[00:10:19.000 --> 00:10:22.000]  世上的紙筆和海水
[00:10:22.000 --> 00:10:29.000]  我們都很難完全寫出神的那份大愛
[00:10:29.000 --> 00:10:34.000]  而我們就正正是這份大愛的受益者
[00:10:34.000 --> 00:10:36.000]  神已經拯救了我們
[00:10:36.000 --> 00:10:39.000]  脫離了罪惡的刑罰
[00:10:39.000 --> 00:10:42.000]  盼望神這份愛激勵我們
[00:10:42.000 --> 00:10:43.000]  好像祂一樣
[00:10:43.000 --> 00:10:47.000]  有一顆愛萬民萬族的心
[00:10:47.000 --> 00:10:50.000]  關心萬民最終的命運
[00:10:50.000 --> 00:10:52.000]  當然疫情之下
[00:10:52.000 --> 00:10:54.000]  我們很難出去傳福音
[00:10:54.000 --> 00:10:57.000]  但是差會
[00:10:57.000 --> 00:11:01.000]  今年我們是繼續推出
[00:11:01.000 --> 00:11:03.000]  我們可以為他們祈禱
[00:11:03.000 --> 00:11:05.000]  我們推出了
[00:11:05.000 --> 00:11:07.000]  差泉小天使
[00:11:07.000 --> 00:11:08.000]  差泉生力軍
[00:11:08.000 --> 00:11:10.000]  差泉守望者
[00:11:10.000 --> 00:11:12.000]  這三套的祈禱手冊
[00:11:12.000 --> 00:11:16.000]  是適合三歲至一百歲的弟兄姊妹
[00:11:16.000 --> 00:11:18.000]  參加的
[00:11:18.000 --> 00:11:21.000]  歡迎大家透過成長班
[00:11:21.000 --> 00:11:24.000]  去參加這個祈禱的活動
[00:11:24.000 --> 00:11:25.000]  我們盼望
[00:11:25.000 --> 00:11:28.000]  裡面的資料可以幫助我們更加認識
[00:11:28.000 --> 00:11:31.000]  很多未得知聞的需要
[00:11:31.000 --> 00:11:35.000]  為他們有機會去聽到審判的訊息
[00:11:35.000 --> 00:11:38.000]  福音的訊息去祈禱
[00:11:38.000 --> 00:11:40.000]  幫助他們有得救的機會
[00:11:40.000 --> 00:11:42.000]  當然我又鼓勵大家
[00:11:42.000 --> 00:11:44.000]  這個月差泉月的裡面
[00:11:44.000 --> 00:11:46.000]  週三祈禱會
[00:11:46.000 --> 00:11:48.000]  早上也好晚上也好
[00:11:48.000 --> 00:11:49.000]  回來一起聚會
[00:11:49.000 --> 00:11:51.000]  我們在這裡就會
[00:11:51.000 --> 00:11:53.000]  和大家一起學習
[00:11:53.000 --> 00:11:56.000]  關心香港的少數民族
[00:11:56.000 --> 00:11:58.000]  為他們祈禱
[00:11:58.000 --> 00:12:01.000]  為他們心靈的需要
[00:12:01.000 --> 00:12:03.000]  我們一起聚得閒度
[00:12:03.000 --> 00:12:05.000]  我們可以做到一個禱告
[00:12:05.000 --> 00:12:08.000]  我們又看第二段
[00:12:08.000 --> 00:12:16.000]  約拿有兩次機會接觸外邦人
[00:12:16.000 --> 00:12:18.000]  我們看看這兩段經文
[00:12:18.000 --> 00:12:20.000]  給我們有什麼訊息
[00:12:20.000 --> 00:12:23.000]  如果你回去有機會
[00:12:23.000 --> 00:12:25.000]  回去再看約拿書
[00:12:25.000 --> 00:12:27.000]  你看這兩段經文的時候
[00:12:27.000 --> 00:12:29.000]  你就會發現
[00:12:29.000 --> 00:12:32.000]  描述外邦人的說話
[00:12:32.000 --> 00:12:34.000]  和他們的行動
[00:12:34.000 --> 00:12:37.000]  是遠多於約拿的
[00:12:37.000 --> 00:12:39.000]  所以其實我們
[00:12:39.000 --> 00:12:41.000]  看這兩段經文的時候
[00:12:41.000 --> 00:12:43.000]  焦點應該放在
[00:12:43.000 --> 00:12:45.000]  外邦人的身上
[00:12:45.000 --> 00:12:47.000]  不是約拿的
[00:12:47.000 --> 00:12:52.000]  第一次的接觸
[00:12:52.000 --> 00:12:55.000]  是約拿因為拒絕神
[00:12:55.000 --> 00:12:57.000]  不想去彌彌眉城
[00:12:57.000 --> 00:13:00.000]  他逃到約柏
[00:13:00.000 --> 00:13:03.000]  想搭船去他斯
[00:13:03.000 --> 00:13:04.000]  一個很遠的地方
[00:13:04.000 --> 00:13:06.000]  去逃避神
[00:13:06.000 --> 00:13:08.000]  但是約柏是什麼地方
[00:13:08.000 --> 00:13:11.000]  原來是很多外邦人聚集的地方
[00:13:11.000 --> 00:13:13.000]  我們相信約拿坐的船
[00:13:13.000 --> 00:13:16.000]  其實無論是船主
[00:13:16.000 --> 00:13:18.000]  和很多的水手
[00:13:18.000 --> 00:13:20.000]  都是外邦人
[00:13:20.000 --> 00:13:22.000]  他們都是敬拜不同的偶像
[00:13:22.000 --> 00:13:23.000]  大家留意
[00:13:23.000 --> 00:13:27.000]  作者特意用了三個
[00:13:27.000 --> 00:13:29.000]  相同的希伯來字
[00:13:29.000 --> 00:13:31.000]  就是海
[00:13:31.000 --> 00:13:34.000]  拋或者喜字
[00:13:34.000 --> 00:13:35.000]  是同一個字
[00:13:35.000 --> 00:13:37.000]  規求或者是求告
[00:13:37.000 --> 00:13:38.000]  也是同一個字
[00:13:38.000 --> 00:13:40.000]  不過不同的翻譯
[00:13:40.000 --> 00:13:41.000]  是串連了
[00:13:41.000 --> 00:13:42.000]  用了三個字串連
[00:13:42.000 --> 00:13:44.000]  來表達這個故事
[00:13:44.000 --> 00:13:46.000]  是首尾相應的
[00:13:46.000 --> 00:13:48.000]  以及是捕捉到
[00:13:48.000 --> 00:13:51.000]  外邦人對耶和華神的
[00:13:51.000 --> 00:13:53.000]  態度的變化
[00:13:53.000 --> 00:13:55.000]  故事開始的時候
[00:13:55.000 --> 00:13:57.000]  我們知道約拿坐船
[00:13:57.000 --> 00:13:58.000]  想去他斯
[00:13:58.000 --> 00:13:59.000]  但是中間
[00:13:59.000 --> 00:14:03.000]  神在海中起了大風
[00:14:03.000 --> 00:14:05.000]  船主和水手
[00:14:05.000 --> 00:14:06.000]  很害怕
[00:14:06.000 --> 00:14:09.000]  他們就求告自己的神
[00:14:09.000 --> 00:14:11.000]  而且無論他們
[00:14:11.000 --> 00:14:13.000]  用他們的能力
[00:14:13.000 --> 00:14:15.000]  或者他們的經驗
[00:14:15.000 --> 00:14:16.000]  做什麼都好
[00:14:16.000 --> 00:14:19.000]  都原來是無補於事的
[00:14:19.000 --> 00:14:22.000]  但是故事的結尾是怎樣的呢
[00:14:22.000 --> 00:14:24.000]  原來他們求告
[00:14:24.000 --> 00:14:26.000]  耶和華的神
[00:14:26.000 --> 00:14:28.000]  然後聽神的先知
[00:14:28.000 --> 00:14:29.000]  約拿的說話
[00:14:29.000 --> 00:14:31.000]  將他拋進海裡
[00:14:31.000 --> 00:14:32.000]  結果是什麼
[00:14:32.000 --> 00:14:34.000]  風浪就止息了
[00:14:34.000 --> 00:14:38.000]  這些外邦的水手和船主
[00:14:38.000 --> 00:14:39.000]  不單止得救
[00:14:39.000 --> 00:14:42.000]  而且他們更加認識了
[00:14:42.000 --> 00:14:43.000]  約拿的神
[00:14:43.000 --> 00:14:47.000]  就是那位真正創造滄海
[00:14:47.000 --> 00:14:48.000]  乾地的神
[00:14:48.000 --> 00:14:51.000]  而且大大敬畏他
[00:14:51.000 --> 00:14:52.000]  向他獻祭
[00:14:52.000 --> 00:14:55.000]  而且是許願
[00:14:55.000 --> 00:14:57.000]  我們又看看第二段
[00:14:57.000 --> 00:15:02.000]  就是約拿領受了神的管教之後
[00:15:02.000 --> 00:15:04.000]  有一點勉為其難
[00:15:04.000 --> 00:15:06.000]  去到尼尼眉城那裡
[00:15:06.000 --> 00:15:08.000]  傳一個審判的信息
[00:15:08.000 --> 00:15:09.000]  他就有機會接觸
[00:15:09.000 --> 00:15:12.000]  那些外邦人就是尼尼眉人
[00:15:12.000 --> 00:15:13.000]  留意
[00:15:13.000 --> 00:15:15.000]  作者是故意
[00:15:15.000 --> 00:15:18.000]  將尼尼眉王悔改
[00:15:18.000 --> 00:15:20.000]  這個段落是擺在
[00:15:20.000 --> 00:15:23.000]  整個故事的中心點
[00:15:23.000 --> 00:15:25.000]  其實是想告訴我們
[00:15:25.000 --> 00:15:27.000]  或者特別是顯出
[00:15:27.000 --> 00:15:30.000]  尼尼眉人傳承的悔改
[00:15:30.000 --> 00:15:35.000]  這位王扮演了一個重要的角色
[00:15:35.000 --> 00:15:37.000]  他做了什麼呢
[00:15:37.000 --> 00:15:40.000]  他一聽到一個審判的信息
[00:15:40.000 --> 00:15:43.000]  他從他的寶座下來
[00:15:43.000 --> 00:15:45.000]  脫下他的潮服
[00:15:45.000 --> 00:15:47.000]  披上了麻布
[00:15:47.000 --> 00:15:49.000]  坐在灰裡
[00:15:49.000 --> 00:15:54.000]  表達他畏罪悔改和哀傷
[00:15:54.000 --> 00:15:57.000]  而且他向全城發出通告
[00:15:57.000 --> 00:16:01.000]  要人和畜生禁食
[00:16:01.000 --> 00:16:02.000]  披上麻布
[00:16:02.000 --> 00:16:03.000]  停止惡行
[00:16:03.000 --> 00:16:06.000]  切切地去求告神
[00:16:06.000 --> 00:16:08.000]  希望神看穿他們
[00:16:08.000 --> 00:16:11.000]  給他們一線生機
[00:16:11.000 --> 00:16:13.000]  不知道大家有沒有覺得很驚奇
[00:16:13.000 --> 00:16:15.000]  為什麼那些尼尼眉人
[00:16:15.000 --> 00:16:18.000]  對於若拿那個信息
[00:16:18.000 --> 00:16:21.000]  這麼快這麼積極地回應呢
[00:16:21.000 --> 00:16:25.000]  其實原來神一早已經預備了他們的心
[00:16:25.000 --> 00:16:29.000]  當時的阿述
[00:16:29.000 --> 00:16:33.000]  是在坦皇三世的統治之下
[00:16:33.000 --> 00:16:34.000]  那個時候
[00:16:34.000 --> 00:16:37.000]  他是軍事上年年失敗的
[00:16:37.000 --> 00:16:39.000]  而且又發生地震
[00:16:39.000 --> 00:16:42.000]  水災和瘟疫
[00:16:42.000 --> 00:16:44.000]  造成經濟衰退
[00:16:44.000 --> 00:16:46.000]  社會動盪
[00:16:46.000 --> 00:16:50.000]  而在若拿尼傳這個信息之前
[00:16:50.000 --> 00:16:52.000]  大概三年
[00:16:52.000 --> 00:16:54.000]  即是主前七百六十三年
[00:16:54.000 --> 00:16:57.000]  出現了一個很特別的現象
[00:16:57.000 --> 00:16:59.000]  就是日蝕
[00:16:59.000 --> 00:17:02.000]  當時的人不知道日蝕是什麼意思
[00:17:02.000 --> 00:17:04.000]  他們就會
[00:17:04.000 --> 00:17:06.000]  你當作是迷信也好
[00:17:06.000 --> 00:17:12.000]  他們就以為是神發怒的一個仙兆
[00:17:12.000 --> 00:17:17.000]  現在又聽到若拿傳這個審判的信息
[00:17:17.000 --> 00:17:22.000]  他們就相信和接受若拿這個警告
[00:17:22.000 --> 00:17:26.000]  加上這位王全力的推動和帶領
[00:17:26.000 --> 00:17:29.000]  全國的人民同心的悔改
[00:17:29.000 --> 00:17:31.000]  祈求神的饒恕
[00:17:31.000 --> 00:17:35.000]  最終神看見他們很誠懇的悔改
[00:17:35.000 --> 00:17:37.000]  憐憫他們
[00:17:37.000 --> 00:17:41.000]  沒有將一些預定的毀滅性的刑罰
[00:17:41.000 --> 00:17:43.000]  落在他們的身上
[00:17:43.000 --> 00:17:47.000]  這兩次的差遣的故事
[00:17:47.000 --> 00:17:49.000]  水手和尼尼眉人
[00:17:49.000 --> 00:17:53.000]  都有不少相似的經歷
[00:17:53.000 --> 00:17:57.000]  其實是可以讓我們互相對應的
[00:17:57.000 --> 00:17:59.000]  大家看回刑割博
[00:17:59.000 --> 00:18:01.000]  你就會見到
[00:18:01.000 --> 00:18:03.000]  作者對這些外邦人的行動
[00:18:03.000 --> 00:18:07.000]  有很細緻和生動的描述
[00:18:07.000 --> 00:18:16.000]  兩類人都是若拿的神帶給他們一些驚嚇的經歷
[00:18:16.000 --> 00:18:19.000]  而這些外邦人的回應
[00:18:19.000 --> 00:18:21.000]  都是很即時的
[00:18:21.000 --> 00:18:22.000]  很積極的
[00:18:22.000 --> 00:18:26.000]  他們是很想神饒恕他們的
[00:18:26.000 --> 00:18:30.000]  他們都有向神呼求憐憫
[00:18:30.000 --> 00:18:32.000]  他們的領袖
[00:18:32.000 --> 00:18:34.000]  無論是船長
[00:18:34.000 --> 00:18:37.000]  軍王都有參與在其中
[00:18:37.000 --> 00:18:40.000]  一起去指望神去憐憫他們
[00:18:40.000 --> 00:18:41.000]  寬恕他們
[00:18:41.000 --> 00:18:44.000]  而最終這些外邦人
[00:18:44.000 --> 00:18:47.000]  都是得到神的拯救他們
[00:18:47.000 --> 00:18:49.000]  留意兩個故事裡面
[00:18:49.000 --> 00:18:53.000]  若拿都是表現得很抽離的
[00:18:53.000 --> 00:18:57.000]  都是很勉強地被迫參與
[00:18:57.000 --> 00:19:00.000]  其實這兩次的經歷
[00:19:00.000 --> 00:19:05.620]  那些接觸外邦人又給我們甚麼提示呢
[00:19:05.620 --> 00:19:09.620]  其實很可能作者很想提醒我們
[00:19:09.620 --> 00:19:12.620]  作為神的子民
[00:19:12.620 --> 00:19:14.620]  包括當日的以色列民
[00:19:14.620 --> 00:19:16.620]  包括你和我
[00:19:16.620 --> 00:19:21.620]  讓我們知道那些未認識主的人
[00:19:21.620 --> 00:19:23.620]  如果突然間面對一個
[00:19:23.620 --> 00:19:27.620]  近在未接的死亡的威脅
[00:19:27.620 --> 00:19:30.620]  或者是一個很嚴厲的審判信息的時候
[00:19:30.620 --> 00:19:33.620]  他們一定會非常驚恐無助
[00:19:33.620 --> 00:19:38.620]  他們的神或者偶像是幫不了他們
[00:19:38.620 --> 00:19:39.620]  那他們需要甚麼
[00:19:39.620 --> 00:19:41.620]  他們就是需要神的子民
[00:19:41.620 --> 00:19:44.620]  作為他們拯救他們的橋樑
[00:19:44.620 --> 00:19:49.620]  將一些得救的方法或者福音告訴他們
[00:19:49.620 --> 00:19:51.620]  那他們才會有得救的機會
[00:19:51.620 --> 00:19:55.620]  而我們的神是一位很憐憫的人的神
[00:19:55.620 --> 00:19:59.620]  神是容許那些未認識主的人
[00:19:59.620 --> 00:20:02.620]  會有一些特別的經歷
[00:20:02.620 --> 00:20:05.620]  幫助他們反省一下人生
[00:20:05.620 --> 00:20:09.620]  預備他們的心靈去投靠神
[00:20:09.620 --> 00:20:11.620]  只要他們願意投靠神
[00:20:11.620 --> 00:20:12.620]  真誠悔改
[00:20:12.620 --> 00:20:16.620]  神是願意赦免他們
[00:20:16.620 --> 00:20:20.620]  會去幫助他們脫離當時的困境
[00:20:20.620 --> 00:20:25.620]  但是甚至神可能都會
[00:20:25.620 --> 00:20:29.620]  除去一些他預備了給一些犯罪的人
[00:20:29.620 --> 00:20:30.620]  一些刑罰的
[00:20:30.620 --> 00:20:33.620]  無論如何真誠悔改的人
[00:20:33.620 --> 00:20:36.620]  在耶穌基督再臨的日子
[00:20:36.620 --> 00:20:39.620]  他們最低限度可以
[00:20:39.620 --> 00:20:42.620]  避過了神的審判的時候
[00:20:42.620 --> 00:20:45.620]  帶給他們落地獄的刑罰
[00:20:45.620 --> 00:20:48.620]  我在泰國都服侍了十幾年
