
[00:00:00.000 --> 00:00:03.400]  一連的六堂的情緒
[00:02:18.800 --> 00:02:20.600]  聖經很有趣的
[00:02:20.600 --> 00:02:23.600]  他說 常常的喜樂不住的禱告凡事借因
[00:02:23.600 --> 00:02:27.800]  因為這是神在基督耶穌裡向你們所定的旨意
[00:02:27.800 --> 00:02:30.000]  你在聖經裡面常常找到的
[00:02:30.000 --> 00:02:32.200]  但是祂叫你快樂
[00:02:32.200 --> 00:02:34.400]  通常都是一個指令
[00:02:34.400 --> 00:02:35.400]  一個命令
[00:02:35.400 --> 00:02:36.800]  你不知道怎麼做的
[00:02:36.800 --> 00:02:37.800]  同不同意嗎
[00:02:37.800 --> 00:02:40.600]  在聖經裡面很可惜不是說很多
[00:02:40.600 --> 00:02:43.800]  說到怎樣去達至快樂的情緒
[00:02:43.800 --> 00:02:47.200]  所以今天我就想和大家去嘗試
[00:02:47.200 --> 00:02:51.600]  以我有能力 有限度的能力去解釋聖經裡面
[00:02:51.600 --> 00:02:54.200]  怎樣能夠找到一個明確的指引
[00:02:54.200 --> 00:02:56.400]  達至到一些快樂的情緒
[00:02:56.400 --> 00:02:57.800]  和進入去快樂的情緒
[00:02:57.800 --> 00:03:01.600]  和繼續在快樂的情緒裡面生活
[00:03:01.600 --> 00:03:03.000]  好了
[00:03:03.000 --> 00:03:06.800]  來到這裡應該有個影片給大家看一下
[00:03:06.800 --> 00:03:08.400]  大概兩分半鐘
[00:03:08.400 --> 00:03:10.400]  Alex 麻煩你
[00:03:22.600 --> 00:03:23.800]  Grace
[00:03:23.800 --> 00:03:25.800]  Sit down please
[00:03:25.800 --> 00:03:31.800]  I thought I'd wear a shirt today
[00:03:31.800 --> 00:03:34.800]  You know being the last day and all
[00:03:34.800 --> 00:03:35.800]  Thank you
[00:03:35.800 --> 00:03:37.800]  We appreciate that
[00:03:37.800 --> 00:03:43.800]  But wear one tomorrow though OK
[00:03:43.800 --> 00:03:46.800]  Because tomorrow is going to be your first day
[00:03:46.800 --> 00:03:50.800]  If you'd like to work here as a broker
[00:03:50.800 --> 00:03:54.800]  Would you like that Chris
[00:03:54.800 --> 00:03:56.800]  Yes sir
[00:03:56.800 --> 00:03:58.800]  Good
[00:03:58.800 --> 00:04:00.800]  We couldn't be happier
[00:04:00.800 --> 00:04:04.800]  So welcome
[00:04:04.800 --> 00:04:08.800]  Was it as easy as it looked
[00:04:08.800 --> 00:04:09.800]  No sir
[00:04:09.800 --> 00:04:11.800]  No sir it wasn't
[00:04:11.800 --> 00:04:14.800]  Good luck Chris
[00:04:14.800 --> 00:04:16.800]  Thank you
[00:04:21.800 --> 00:04:23.800]  Oh Chris
[00:04:23.800 --> 00:04:28.800]  I almost forgot
[00:04:28.800 --> 00:04:32.800]  Thank you
[00:04:51.800 --> 00:04:54.800]  This part of my life
[00:04:54.800 --> 00:04:58.800]  This little part
[00:04:58.800 --> 00:05:03.800]  It's called happiness
[00:05:21.800 --> 00:05:22.800]  Wow
[00:05:22.800 --> 00:05:24.800]  This part of my life
[00:05:24.800 --> 00:05:26.800]  It's called what
[00:05:26.800 --> 00:05:28.800]  Happiness
[00:05:28.800 --> 00:05:29.800]  Wow
[00:05:29.800 --> 00:05:32.800]  這部電影看了很多次
[00:05:32.800 --> 00:05:33.800]  很多次
[00:05:33.800 --> 00:05:34.800]  很多次
[00:05:34.800 --> 00:05:35.800]  謝謝
[00:05:35.800 --> 00:05:36.800]  Thank you
[00:05:36.800 --> 00:05:37.800]  Thank you
[00:05:37.800 --> 00:05:38.800]  Thank you
[00:05:38.800 --> 00:05:39.800]  Thank you
[00:05:39.800 --> 00:05:40.800]  Thank you
[00:05:40.800 --> 00:05:41.800]  Thank you
[00:05:41.800 --> 00:05:42.800]  Thank you
[00:05:42.800 --> 00:05:43.800]  Thank you
[00:05:43.800 --> 00:05:44.800]  Thank you
[00:05:44.800 --> 00:05:45.800]  Thank you
[00:05:45.800 --> 00:05:46.800]  Thank you
[00:05:46.800 --> 00:05:47.800]  Thank you
[00:05:47.800 --> 00:05:48.800]  Thank you
[00:05:48.800 --> 00:05:49.800]  Thank you
[00:05:49.800 --> 00:05:50.800]  這部電影看了
[00:05:50.800 --> 00:05:52.800]  這個片段起碼看了十次
[00:05:52.800 --> 00:05:53.800]  但每次都感動
[00:05:53.800 --> 00:05:55.800]  你們有沒有感動
[00:05:55.800 --> 00:05:56.800]  眼泛淚光
[00:05:56.800 --> 00:05:58.800]  可能你們沒看過電影的故事
[00:05:58.800 --> 00:06:01.800]  這部電影叫什麼名字
[00:06:01.800 --> 00:06:04.800]  Pursuit for Happiness
[00:06:04.800 --> 00:06:10.800]  Mu Smith飾演真人叫Chris Gard
[00:06:10.800 --> 00:06:12.800]  他的背景是什麼
[00:06:12.800 --> 00:06:14.800]  背景是很普通的一個人
[00:06:14.800 --> 00:06:16.800]  但他中學還沒畢業
[00:06:16.800 --> 00:06:19.800]  去做售貨員
[00:06:19.800 --> 00:06:21.800]  賣那些醫療器材
[00:06:21.800 --> 00:06:23.800]  賣得很不好
[00:06:23.800 --> 00:06:24.800]  賣得很差
[00:06:24.800 --> 00:06:25.800]  虧蝕了
[00:06:25.800 --> 00:06:28.800]  甚至被人偷了那些醫療器材
[00:06:28.800 --> 00:06:29.800]  結果賺不到錢
[00:06:29.800 --> 00:06:30.800]  賺不到錢
[00:06:30.800 --> 00:06:32.800]  欠人債
[00:06:32.800 --> 00:06:34.800]  租房子又被人趕走
[00:06:34.800 --> 00:06:35.800]  有個老婆
[00:06:35.800 --> 00:06:36.800]  有個五歲的兒子
[00:06:36.800 --> 00:06:38.800]  老婆受不了他
[00:06:38.800 --> 00:06:39.800]  以後算了
[00:06:39.800 --> 00:06:40.800]  我不跟你了
[00:06:40.800 --> 00:06:41.800]  因為你養不起我
[00:06:41.800 --> 00:06:42.800]  老婆就逃跑了
[00:06:42.800 --> 00:06:45.800]  於是帶著五歲的兒子
[00:06:45.800 --> 00:06:46.800]  睡在街上
[00:06:46.800 --> 00:06:47.800]  做homeless
[00:06:47.800 --> 00:06:48.800]  一年的時間
[00:06:48.800 --> 00:06:49.800]  就在街邊睡覺
[00:06:49.800 --> 00:06:56.800]  甚至睡在三藩市的公寓的廁所裏
[00:06:56.800 --> 00:06:58.800]  但在那段時間裏
[00:06:58.800 --> 00:06:59.800]  他發奮
[00:06:59.800 --> 00:07:02.800]  他決定自己不再在那個環境裏生活
[00:07:02.800 --> 00:07:05.800]  他決定自己不再是一個homeless
[00:07:05.800 --> 00:07:06.800]  他要去做
[00:07:06.800 --> 00:07:09.800]  創出這個世界
[00:07:09.800 --> 00:07:11.800]  於是他發奮去讀書
[00:07:11.800 --> 00:07:13.800]  找到一個broker牌
[00:07:13.800 --> 00:07:16.800]  考到 很難考的
[00:07:16.800 --> 00:07:19.800]  有機會你們上網再看這套電影
[00:07:19.800 --> 00:07:20.800]  很好看
[00:07:20.800 --> 00:07:22.800]  我看了四次這套電影
[00:07:22.800 --> 00:07:27.800]  每次看到這套電影我都會哭
[00:07:27.800 --> 00:07:30.800]  開心是怎樣的
[00:07:30.800 --> 00:07:32.800]  開心原來是
[00:07:32.800 --> 00:07:33.800]  好像他剛才那樣
[00:07:33.800 --> 00:07:35.800]  Pursuit for happiness
[00:07:35.800 --> 00:07:37.800]  是有眼淚
[00:07:37.800 --> 00:07:38.800]  在裏面
[00:07:38.800 --> 00:07:43.800]  好像他說的 This part of my life is happiness
[00:07:43.800 --> 00:07:45.800]  今天就想和大家
[00:07:45.800 --> 00:07:46.800]  我問問大家
[00:07:46.800 --> 00:07:47.800]  你羨慕這種開心嗎
[00:07:47.800 --> 00:07:51.800]  是誰羨慕的
[00:07:51.800 --> 00:07:54.800]  沒有人羨慕這種開心
[00:07:54.800 --> 00:07:55.800]  或者你還沒有觸摸到
[00:07:55.800 --> 00:07:57.800]  那種開心的情緒
[00:07:57.800 --> 00:08:00.800]  你嘗試去觸摸它
[00:08:00.800 --> 00:08:03.800]  這套電影對我一生裏面有很大的影響
[00:08:03.800 --> 00:08:06.800]  我今天能夠站出來做傳導人
[00:08:06.800 --> 00:08:08.800]  原來上帝
[00:08:08.800 --> 00:08:10.800]  你知不知道這句Pursuit for happiness
[00:08:10.800 --> 00:08:13.800]  是寫在我們的憲法裏面的
[00:08:13.800 --> 00:08:15.800]  美國其實立國
[00:08:15.800 --> 00:08:18.800]  其中一個
[00:08:18.800 --> 00:08:20.800]  我忘記了那個叫什麼Commandment裏面
[00:08:20.800 --> 00:08:25.800]  就是說美國能夠幫助人去達至你最開心
[00:08:25.800 --> 00:08:28.800]  你的開心是從上帝而來的
[00:08:28.800 --> 00:08:31.800]  你應該羨慕的
[00:08:31.800 --> 00:08:33.800]  但是他哭的 那個情緒
[00:08:33.800 --> 00:08:35.800]  今天我想和大家在經文裏面
[00:08:35.800 --> 00:08:37.800]  去揣摩一下
[00:08:37.800 --> 00:08:42.800]  究竟快樂是怎樣來的呢
[00:08:42.800 --> 00:08:44.800]  快樂是一個定義的
[00:08:44.800 --> 00:08:46.800]  可不可以去下一章
[00:08:46.800 --> 00:08:49.800]  快樂是一個定義
[00:08:49.800 --> 00:08:53.800]  快樂或者聖經講的喜樂
[00:08:53.800 --> 00:08:54.800]  無論你怎樣叫它
[00:08:54.800 --> 00:08:55.800]  總之一個開心
[00:08:55.800 --> 00:08:56.800]  一個快樂
[00:08:56.800 --> 00:08:57.800]  不是愉快
[00:08:57.800 --> 00:08:59.800]  即是好玩
[00:08:59.800 --> 00:09:00.800]  不是高興
[00:09:00.800 --> 00:09:01.800]  不是開心
[00:09:01.800 --> 00:09:04.800]  不是肉體上的一種滿足
[00:09:04.800 --> 00:09:06.800]  或者是安全感
[00:09:06.800 --> 00:09:08.800]  而是一種深層的平安
[00:09:08.800 --> 00:09:10.800]  內裏的滿足
[00:09:10.800 --> 00:09:13.800]  生活正確的態度
[00:09:13.800 --> 00:09:19.800]  能夠和生命和諧去共存
[00:09:19.800 --> 00:09:22.800]  而且能夠安息在上帝的懷裏面
[00:09:22.800 --> 00:09:24.800]  這個是真正的快樂
[00:09:24.800 --> 00:09:27.800]  你明不明白他說什麼
[00:09:27.800 --> 00:09:29.800]  不明白
[00:09:29.800 --> 00:09:31.800]  很簡單 下面有一句
[00:09:31.800 --> 00:09:35.800]  不是一種快樂要追求
[00:09:35.800 --> 00:09:38.800]  我們往往等待快樂來是不行的
[00:09:38.800 --> 00:09:41.800]  這裏說的不是一個passive receiving
[00:09:41.800 --> 00:09:43.800]  你不能等待快樂給你的
[00:09:43.800 --> 00:09:47.800]  原來快樂是要active participating
[00:09:47.800 --> 00:09:50.800]  剛才Will Smith飾演的Chris Gardner
[00:09:50.800 --> 00:09:52.800]  為什麼他這麼開心呢
[00:09:52.800 --> 00:09:55.800]  因為他捱過這個苦難之後
[00:09:55.800 --> 00:09:57.800]  他達到自己的目的
[00:09:57.800 --> 00:09:59.800]  追求到自己的理想
[00:09:59.800 --> 00:10:01.800]  But this part of my life
[00:10:01.800 --> 00:10:03.800]  is called happiness
[00:10:03.800 --> 00:10:05.800]  他有 你沒有
[00:10:05.800 --> 00:10:07.800]  不奇怪 因為你不是他
[00:10:07.800 --> 00:10:10.800]  但你同樣可以得到這種快樂
[00:10:10.800 --> 00:10:12.800]  是因為他用pursuit去追求
[00:10:12.800 --> 00:10:14.800]  去追求出來
[00:10:14.800 --> 00:10:16.800]  好了 回到聖經
[00:10:16.800 --> 00:10:19.800]  回到聖經講一下
[00:10:19.800 --> 00:10:22.800]  聖經我找了很久
[00:10:22.800 --> 00:10:24.800]  找到這個經文
[00:10:24.800 --> 00:10:26.800]  很有趣
[00:10:26.800 --> 00:10:28.800]  我們聽過耶穌講的
[00:10:28.800 --> 00:10:30.800]  登山補糞
[00:10:30.800 --> 00:10:32.800]  登山補糞講什麼
[00:10:32.800 --> 00:10:34.800]  八種福
[00:10:34.800 --> 00:10:36.800]  福另外一個解釋叫快樂
[00:10:36.800 --> 00:10:39.800]  講到耶穌這一天去到這個地方
[00:10:39.800 --> 00:10:40.800]  因為很多人來聽他講道
[00:10:40.800 --> 00:10:42.800]  他站在一個山坡上
[00:10:42.800 --> 00:10:44.800]  於是和大家講了一篇道
[00:10:44.800 --> 00:10:46.800]  叫登山補糞
[00:10:46.800 --> 00:10:47.800]  講了八個福
[00:10:47.800 --> 00:10:48.800]  我們試試讀
[00:10:48.800 --> 00:10:49.800]  讀這八個福
[00:10:49.800 --> 00:10:50.800]  大家應該很熟的
[00:10:50.800 --> 00:10:51.800]  一起讀
[00:10:51.800 --> 00:10:53.800]  虛心的人快樂了
[00:10:53.800 --> 00:10:55.800]  因為天國是他們的
[00:10:55.800 --> 00:10:57.800]  愛動的人快樂了
[00:10:57.800 --> 00:10:59.800]  因為他們必得安慰
[00:10:59.800 --> 00:11:01.800]  溫柔的人快樂了
[00:11:01.800 --> 00:11:04.800]  因為他們必承受地土
[00:11:04.800 --> 00:11:06.800]  饑渴無意的人快樂了
[00:11:06.800 --> 00:11:08.800]  因為他們必得飽足
[00:11:08.800 --> 00:11:10.800]  連戌的人快樂了
[00:11:10.800 --> 00:11:12.800]  因為他們必蒙連戌
[00:11:12.800 --> 00:11:14.800]  清心的人快樂了
[00:11:14.800 --> 00:11:16.800]  因為他們必得見神
[00:11:16.800 --> 00:11:19.800]  使人和睦的人快樂了
[00:11:19.800 --> 00:11:22.800]  因為他們必稱為神的兒子
[00:11:22.800 --> 00:11:25.800]  畏異受逼迫的人快樂了
[00:11:25.800 --> 00:11:27.800]  因為天國是他們的
[00:11:27.800 --> 00:11:29.800]  今天如果要講完八福
[00:11:29.800 --> 00:11:31.800]  可以用幾堂的時間去講
[00:11:31.800 --> 00:11:34.800]  但我的集中點只是講兩個
[00:11:34.800 --> 00:11:36.800]  就是連戌的人
[00:11:36.800 --> 00:11:39.800]  原來可以得到蒙連戌的快樂
[00:11:39.800 --> 00:11:41.800]  使人和睦的人
[00:11:41.800 --> 00:11:44.800]  原來可以稱為上帝兒子的快樂
[00:11:44.800 --> 00:11:47.800]  我嘗試和大家探討和解釋給大家聽
[00:11:47.800 --> 00:11:49.800]  如何得到這兩種快樂
[00:11:49.800 --> 00:11:51.800]  有了這兩種快樂已經很好了
[00:11:51.800 --> 00:11:52.800]  好了
[00:11:52.800 --> 00:11:54.800]  兩種快樂第一種
[00:11:54.800 --> 00:11:58.800]  連戌的人會得著連戌人的快樂
[00:11:58.800 --> 00:12:01.800]  這裡有一個故事
[00:12:01.800 --> 00:12:03.800]  有一個故事說到
[00:12:03.800 --> 00:12:05.800]  在
[00:12:05.800 --> 00:12:07.800]  他說有一個人
[00:12:07.800 --> 00:12:08.800]  獨人
[00:12:08.800 --> 00:12:12.800]  有一天他知道自己欠了老闆很多錢
[00:12:12.800 --> 00:12:13.800]  欠了多少錢呢
[00:12:13.800 --> 00:12:16.800]  這裡說他欠了一千萬銀子
[00:12:16.800 --> 00:12:17.800]  即是很多
[00:12:17.800 --> 00:12:18.800]  一千萬銀子
[00:12:18.800 --> 00:12:20.800]  就求老闆
[00:12:20.800 --> 00:12:22.800]  叫他幫幫忙
[00:12:22.800 --> 00:12:24.800]  老闆就動了慈心
[00:12:24.800 --> 00:12:26.800]  於是就免了他的債
[00:12:26.800 --> 00:12:27.800]  不用還一千萬
[00:12:27.800 --> 00:12:28.800]  多好
[00:12:28.800 --> 00:12:29.800]  很開心
[00:12:29.800 --> 00:12:33.800]  於是就歡歡喜喜離開這個地方
[00:12:33.800 --> 00:12:35.800]  但出去的時候
[00:12:35.800 --> 00:12:36.800]  見到一個朋友
[00:12:36.800 --> 00:12:37.800]  同伴
[00:12:37.800 --> 00:12:39.800]  見到朋友
[00:12:39.800 --> 00:12:42.800]  欠了十塊錢
[00:12:42.800 --> 00:12:44.800]  欠了十塊錢
[00:12:44.800 --> 00:12:45.800]  於是他做什麼
[00:12:45.800 --> 00:12:48.800]  他就抽著他的頭
[00:12:48.800 --> 00:12:50.800]  即是說抽著他的喉嚨
[00:12:50.800 --> 00:12:53.800]  跟著說你欠我的錢你馬上還給我
[00:12:53.800 --> 00:12:54.800]  欠了十塊錢
[00:12:54.800 --> 00:12:56.800]  他同伴就跪在地上
[00:12:56.800 --> 00:12:58.800]  向他要求
[00:12:58.800 --> 00:12:59.800]  寬容我吧
[00:12:59.800 --> 00:13:00.800]  將來我必還清
[00:13:00.800 --> 00:13:02.800]  他願意嗎
[00:13:02.800 --> 00:13:03.800]  不願意
[00:13:03.800 --> 00:13:04.800]  還要什麼
[00:13:04.800 --> 00:13:06.800]  拉他去坐牢
[00:13:06.800 --> 00:13:08.800]  坐牢怎麼還錢給你
[00:13:08.800 --> 00:13:10.800]  這個人很傻
[00:13:10.800 --> 00:13:11.800]  這樣說笑
[00:13:11.800 --> 00:13:13.800]  但看不到
[00:13:13.800 --> 00:13:15.800]  人性
[00:13:15.800 --> 00:13:16.800]  是不是
[00:13:16.800 --> 00:13:17.800]  你欠我的
[00:13:17.800 --> 00:13:18.800]  是不是
[00:13:18.800 --> 00:13:20.800]  往往你看不到
[00:13:20.800 --> 00:13:22.800]  我們欠上帝多少
[00:13:22.800 --> 00:13:25.800]  今天想跟大家看這個故事的重點
[00:13:25.800 --> 00:13:27.800]  這個重點在哪裡
[00:13:27.800 --> 00:13:31.800]  重點在數字那裡
[00:13:31.800 --> 00:13:34.800]  一千萬和十的分別
[00:13:34.800 --> 00:13:36.800]  比喻什麼呢
[00:13:36.800 --> 00:13:39.800]  比喻上帝是饒恕了我們
[00:13:39.800 --> 00:13:41.800]  我們一班人
[00:13:41.800 --> 00:13:43.800]  從來不知道自己在罪裡面
[00:13:43.800 --> 00:13:46.800]  今天上帝饒恕我們
[00:13:46.800 --> 00:13:48.800]  給了我們這個救贖
[00:13:48.800 --> 00:13:49.800]  是不是
[00:13:49.800 --> 00:13:51.800]  我們就得到這個救贖的恩典
[00:13:51.800 --> 00:13:53.800]  但我們不知道有一千萬
[00:13:53.800 --> 00:13:54.800]  然後上帝說
[00:13:54.800 --> 00:13:55.800]  好吧,不要緊
[00:13:55.800 --> 00:13:58.800]  有沒有人還過一千萬給上帝
[00:13:58.800 --> 00:14:00.800]  沒有
[00:14:00.800 --> 00:14:01.800]  是不是
[00:14:01.800 --> 00:14:02.800]  不止一千萬我們欠上帝
[00:14:02.800 --> 00:14:04.800]  因為我們的罪的緣故和神分開了
[00:14:04.800 --> 00:14:06.800]  上帝就來到這個世界
[00:14:06.800 --> 00:14:08.800]  將耶穌基督站在十字架上
[00:14:08.800 --> 00:14:09.800]  做了這個救贖
[00:14:09.800 --> 00:14:12.800]  但是上帝叫人去還
[00:14:12.800 --> 00:14:14.800]  去付出多少
[00:14:14.800 --> 00:14:16.800]  如果別人欠我們十塊
[00:14:16.800 --> 00:14:18.800]  我們就還十塊給別人
[00:14:18.800 --> 00:14:20.800]  上帝叫我們只是去
[00:14:20.800 --> 00:14:22.800]  饒恕別人十塊
[00:14:22.800 --> 00:14:25.800]  上帝的恩典就臨到我們身上
[00:14:25.800 --> 00:14:28.800]  所以今天我們信主的基督徒
[00:14:28.800 --> 00:14:30.800]  就剛剛站在中間
[00:14:30.800 --> 00:14:32.800]  在中間做什麼呢
[00:14:32.800 --> 00:14:36.800]  就是我們接受了上帝的恩典
[00:14:36.800 --> 00:14:39.800]  給我們一千萬的恩典
[00:14:39.800 --> 00:14:40.800]  神說好
[00:14:40.800 --> 00:14:42.800]  你就拿這一千萬的恩典
[00:14:42.800 --> 00:14:44.800]  拿出去 拜託你
[00:14:44.800 --> 00:14:45.800]  就是這樣
[00:14:45.800 --> 00:14:47.800]  這個就成為了一種連恤人
[00:14:47.800 --> 00:14:49.800]  得到連恤人那種安慰
[00:14:49.800 --> 00:14:51.800]  上帝說只要你這樣做
[00:14:51.800 --> 00:14:54.800]  你就得到我給你的連恤
[00:14:54.800 --> 00:14:56.800]  就是那一千萬的連恤
[00:14:56.800 --> 00:15:00.800]  我們有沒有能力這樣做
[00:15:00.800 --> 00:15:01.800]  有沒有
[00:15:01.800 --> 00:15:03.800]  有沒有能力去連恤人
[00:15:03.800 --> 00:15:04.800]  有嗎
[00:15:04.800 --> 00:15:05.800]  是不是
[00:15:05.800 --> 00:15:06.800]  因為上帝給了一千萬
[00:15:06.800 --> 00:15:07.800]  你給十塊出去
[00:15:07.800 --> 00:15:08.800]  是不是
[00:15:08.800 --> 00:15:09.800]  所以我們應該要這樣做
[00:15:09.800 --> 00:15:12.800]  還有我們有能力去連恤人
[00:15:12.800 --> 00:15:15.800]  很想鼓勵弟兄姊妹
[00:15:15.800 --> 00:15:17.800]  來到這裡
[00:15:17.800 --> 00:15:21.800]  去嘗試連恤這個連恤人當中
[00:15:21.800 --> 00:15:23.800]  如何得到這種快樂
[00:15:23.800 --> 00:15:30.800]  問題就不在於我們
[00:15:30.800 --> 00:15:33.800]  能不能給出去
[00:15:33.800 --> 00:15:35.800]  問題在於我們願不願意
[00:15:35.800 --> 00:15:39.800]  人性裡面問自己願不願意
[00:15:39.800 --> 00:15:42.800]  將這種快樂傳出去
[00:15:42.800 --> 00:15:44.800]  有一位姐妹跟我分享
[00:15:44.800 --> 00:15:46.800]  她想住一段很長的時間
[00:15:46.800 --> 00:15:50.800]  家裡也是一群信耶穌的家庭
[00:15:50.800 --> 00:15:51.800]  她跟我說過
[00:15:51.800 --> 00:15:53.800]  她說我從小到大
[00:15:53.800 --> 00:15:55.800]  我都不會連恤人
[00:15:55.800 --> 00:15:57.800]  我不懂得去連恤人
[00:15:57.800 --> 00:15:58.800]  我的心很硬
[00:15:58.800 --> 00:16:01.800]  我不會同情別人的難處
[00:16:01.800 --> 00:16:03.800]  我也不會體諒別人
[00:16:03.800 --> 00:16:05.800]  我也不會站在別人的角度
[00:16:05.800 --> 00:16:07.800]  去明白別人的苦況
[00:16:07.800 --> 00:16:09.800]  但是有一天
[00:16:09.800 --> 00:16:11.800]  有一天
[00:16:11.800 --> 00:16:15.800]  她真真正正去追求這個信仰的時候
[00:16:15.800 --> 00:16:16.800]  她明白
[00:16:16.800 --> 00:16:19.800]  明白到上帝給她一千萬
[00:16:19.800 --> 00:16:23.800]  她突然間有了一種連恤人的心腸
[00:16:23.800 --> 00:16:25.800]  她的心突然間柔軟
[00:16:25.800 --> 00:16:31.800]  她開始懂得給別人機會
[00:16:31.800 --> 00:16:33.800]  真的
[00:16:33.800 --> 00:16:35.800]  這個世界
[00:16:35.800 --> 00:16:37.800]  人是需要給機會的
[00:16:37.800 --> 00:16:39.800]  如果你有能力給別人機會
[00:16:39.800 --> 00:16:41.800]  多給別人機會
[00:16:41.800 --> 00:16:44.800]  人人都需要第二次機會
[00:16:44.800 --> 00:16:46.800]  人人都需要給機會
[00:16:46.800 --> 00:16:47.800]  人人都會犯錯
[00:16:47.800 --> 00:16:49.800]  但人都要你給他機會
[00:16:49.800 --> 00:16:51.800]  看這幅圖
[00:16:51.800 --> 00:16:56.800]  我這個星期拍的
[00:16:56.800 --> 00:16:57.800]  去探一個朋友
[00:16:57.800 --> 00:16:59.800]  西人的朋友家裡的後花園
[00:16:59.800 --> 00:17:01.800]  你覺得這個花園漂不漂亮
[00:17:01.800 --> 00:17:03.800]  漂亮
[00:17:03.800 --> 00:17:05.800]  你會覺得它很亂
[00:17:05.800 --> 00:17:09.800]  這些就是我想說的
[00:17:09.800 --> 00:17:10.800]  對象
[00:17:10.800 --> 00:17:13.800]  覺得漂亮的已經知道這個花園的原因
[00:17:13.800 --> 00:17:14.800]  這個花園
[00:17:14.800 --> 00:17:15.800]  其實你走進去看的時候
[00:17:15.800 --> 00:17:16.800]  我拍得很漂亮
[00:17:16.800 --> 00:17:19.800]  我嘗試拍得比較亂的花園
[00:17:19.800 --> 00:17:22.800]  這些其實不是她種的花
[00:17:22.800 --> 00:17:26.800]  全部都是野草野花
[00:17:26.800 --> 00:17:27.800]  那些草是野的
[00:17:27.800 --> 00:17:29.800]  那時候我就走進去
[00:17:29.800 --> 00:17:31.800]  她一路走進去
[00:17:31.800 --> 00:17:32.800]  走到裡面就亂
[00:17:32.800 --> 00:17:34.800]  雜亂無章的很多草
[00:17:34.800 --> 00:17:35.800]  你看到可能會覺得
[00:17:35.800 --> 00:17:37.800]  要修剪一下
[00:17:37.800 --> 00:17:40.800]  好像耶穌說要修剪一下這個花園
[00:17:40.800 --> 00:17:41.800]  她說
