
[00:00:00.000 --> 00:00:06.000]  今日好開心能夠同大家一齊敬拜神
[00:04:30.500 --> 00:04:33.500]  或者你說:「羅穆斯,什麼叫神的榮耀?」
[00:04:33.500 --> 00:04:37.500]  這句話我們在口邊說得多,但究竟是什麼呢?
[00:04:37.500 --> 00:04:42.500]  有很多很厲害的學者就這樣解釋上帝的榮耀
[00:04:42.500 --> 00:04:50.500]  他說:「神的榮耀就是神內在的隱蔽屬性向外的彰顯
[00:04:50.500 --> 00:04:56.500]  神內在的隱蔽屬性向外的彰顯或不可知」
[00:04:56.500 --> 00:05:00.500]  有神學家就說:「神的榮耀就是祂聖潔的照射
[00:05:00.500 --> 00:05:03.500]  祂的聖潔的照射」
[00:05:03.500 --> 00:05:10.500]  有人就說:「神的榮耀就是祂完美本質所顯露的美麗和偉大
[00:05:10.500 --> 00:05:12.500]  祂的美麗和偉大
[00:05:12.500 --> 00:05:20.500]  祂的完美本質所顯露的美麗和偉大」
[00:05:20.500 --> 00:05:24.500]  如果你去《耳塞俠書》第六章可能更加煽動
[00:05:24.500 --> 00:05:26.500]  《耳塞俠書》第六章說到
[00:05:26.500 --> 00:05:32.500]  「耳塞俠在聖殿見到神的榮耀,他的衣裳垂下遮蓋聖殿」
[00:05:32.500 --> 00:05:37.500]  衣裳就是君王的王袍的尾巴
[00:05:37.500 --> 00:05:40.500]  或者是新娘的婚紗的尾巴
[00:05:40.500 --> 00:05:47.500]  上帝的王袍的尾巴遮蓋聖殿
[00:05:47.500 --> 00:05:49.500]  然後撒拉弗就說:
[00:05:49.500 --> 00:05:56.500]  「聖哉!聖哉!聖哉!萬君之耀華,他的榮光充滿全地」
[00:05:56.500 --> 00:05:58.500]  這就是《耳塞俠書》第六章
[00:05:58.500 --> 00:06:01.500]  但你來到《耳塞俠書》最後那六十六章
[00:06:01.500 --> 00:06:07.500]  《耳塞俠書》就用另外一個圖畫來講述上帝的榮耀
[00:06:07.500 --> 00:06:13.500]  它就是用「審判、恩典、新天新地」來講述上帝的榮耀
[00:06:13.500 --> 00:06:16.500]  剛才你記得主席跟我們讀那段經文
[00:06:16.500 --> 00:06:20.500]  是不是有講到「審判、恩典、新天新地」?
[00:06:20.500 --> 00:06:21.500]  我們來看
[00:06:21.500 --> 00:06:24.500]  「審判」
[00:06:24.500 --> 00:06:26.500]  在今天的世代裏面
[00:06:26.500 --> 00:06:30.500]  我們很少想到上帝會來審判懲罰的
[00:06:30.500 --> 00:06:33.500]  所以人類就為所欲為
[00:06:33.500 --> 00:06:36.500]  「搞得定,不要給警察抓就算了」
[00:06:36.500 --> 00:06:38.500]  但聖經很清楚講到
[00:06:38.500 --> 00:06:40.500]  神是公義公平的
[00:06:40.500 --> 00:06:44.500]  他末日的時候沒有人能夠逃避神的審判
[00:06:44.500 --> 00:06:46.500]  《傳道書》三章十七節說
[00:06:46.500 --> 00:06:48.500]  「神必審判義人和惡人
[00:06:48.500 --> 00:06:53.500]  因為在那類各樣事務一切工作都有定時」
[00:06:53.500 --> 00:06:58.500]  而且神的審判是顯出他的榮耀
[00:06:58.500 --> 00:07:01.500]  譬如在剛才所讀的六十六章
[00:07:01.500 --> 00:07:05.500]  《耳塞俠》十五到十六節就說
[00:07:05.500 --> 00:07:09.500]  「看!耶和華必在火中降臨
[00:07:09.500 --> 00:07:12.500]  他的車臉像旋風,以烈路施行報應
[00:07:12.500 --> 00:07:14.500]  以火焰施行責罰
[00:07:14.500 --> 00:07:17.500]  因為耶和華在一切有血氣的人身上
[00:07:17.500 --> 00:07:20.500]  必以火和刀施行審判
[00:07:20.500 --> 00:07:24.500]  被耶和華所殺的必多」
[00:07:24.500 --> 00:07:27.500]  審判是有結果的
[00:07:27.500 --> 00:07:30.500]  審判之後就有獎罰
[00:07:30.500 --> 00:07:33.500]  懲罰就是地獄的永刑
[00:07:33.500 --> 00:07:36.500]  第二十四節就說得很清楚
[00:07:36.500 --> 00:07:37.500]  是很恐怖的
[00:07:37.500 --> 00:07:42.500]  「他們必出去觀看那些違背我人的屍首
[00:07:42.500 --> 00:07:43.500]  因為他們的蟲是不死的
[00:07:43.500 --> 00:07:45.500]  他們的火是不滅的
[00:07:45.500 --> 00:07:49.500]  凡有血氣的都必憎惡他們」
[00:07:49.500 --> 00:07:51.500]  地獄是可怕的
[00:07:51.500 --> 00:07:55.500]  但是地獄也是彰顯了神的榮耀
[00:07:55.500 --> 00:07:59.500]  或者你問地獄怎樣彰顯神的榮耀?
[00:07:59.500 --> 00:08:01.500]  我們來看看
[00:08:01.500 --> 00:08:05.500]  地獄是沒有神的同在
[00:08:05.500 --> 00:08:08.500]  地獄是沒有神的恩典
[00:08:08.500 --> 00:08:09.500]  人拒絕神
[00:08:09.500 --> 00:08:14.500]  神就讓他們去一個沒有神同在的地方
[00:08:14.500 --> 00:08:17.500]  而且天堂和地獄都是真的
[00:08:17.500 --> 00:08:20.500]  是Real的
[00:08:20.500 --> 00:08:22.500]  不是虛幻的
[00:08:22.500 --> 00:08:26.500]  而且是永遠的
[00:08:26.500 --> 00:08:30.500]  所以這段經文提醒我們
[00:08:30.500 --> 00:08:32.500]  如果我不宣教,結果會是怎樣?
[00:08:32.500 --> 00:08:34.500]  如果我不帶我的親人
[00:08:34.500 --> 00:08:35.500]  我的朋友
[00:08:35.500 --> 00:08:36.500]  我的同事
[00:08:36.500 --> 00:08:37.500]  我的同學
[00:08:37.500 --> 00:08:39.500]  信主的結果會是怎樣?
[00:08:39.500 --> 00:08:42.500]  有些基督徒就不信有地獄
[00:08:42.500 --> 00:08:43.500]  但他說他信耶穌
[00:08:43.500 --> 00:08:44.500]  如果你信耶穌
[00:08:44.500 --> 00:08:46.500]  你要信整本聖經
[00:08:46.500 --> 00:08:48.500]  整本聖經都說天堂有地獄
[00:08:48.500 --> 00:08:50.500]  如果你只是硬信天堂
[00:08:50.500 --> 00:08:51.500]  不信地獄
[00:08:51.500 --> 00:08:52.500]  你就不是信耶穌
[00:08:52.500 --> 00:08:53.500]  你是信自己
[00:08:53.500 --> 00:08:58.500]  所以這是一個很嚴重的警告
[00:08:58.500 --> 00:09:02.500]  不努力宣教的嚴重後果
[00:09:02.500 --> 00:09:05.500]  我們看完神的審判
[00:09:05.500 --> 00:09:08.500]  我們看神的恩典
[00:09:08.500 --> 00:09:10.500]  這段經文
[00:09:10.500 --> 00:09:12.500]  《耳塞亞書》66章6
[00:09:12.500 --> 00:09:14.500]  也很清楚講了神的恩典
[00:09:14.500 --> 00:09:16.500]  不是單是講審判
[00:09:16.500 --> 00:09:17.500]  講恩典
[00:09:17.500 --> 00:09:19.500]  第十到十三節
[00:09:19.500 --> 00:09:21.500]  你看一下子女行間上帝的愛
[00:09:21.500 --> 00:09:23.500]  那個細緻
[00:09:23.500 --> 00:09:25.500]  那個溫柔
[00:09:25.500 --> 00:09:26.500]  你們愛慕耶路撒冷的
[00:09:26.500 --> 00:09:28.500]  都要和他一同歡樂
[00:09:28.500 --> 00:09:29.500]  你們為他悲哀的
[00:09:29.500 --> 00:09:30.500]  都要快樂
[00:09:30.500 --> 00:09:34.500]  你們要從中享受
[00:09:34.500 --> 00:09:37.500]  你們就被蒙普撞立旁
[00:09:37.500 --> 00:09:38.500]  搖籠在室上
[00:09:38.500 --> 00:09:40.500]  母親怎樣安慰兒子
[00:09:40.500 --> 00:09:42.500]  我就照樣安慰你們
[00:09:42.500 --> 00:09:46.500]  你們也必因耶路撒冷得安慰
[00:09:46.500 --> 00:09:48.500]  以色列人因為不信
[00:09:48.500 --> 00:09:50.500]  所以接受神的審判
[00:09:50.500 --> 00:09:52.500]  但是在審判後面
[00:09:52.500 --> 00:09:54.500]  都看到神的恩典
[00:09:54.500 --> 00:09:56.500]  第十九章上帝就說
[00:09:56.500 --> 00:09:58.500]  我要顯神蹟在他們中間
[00:09:58.500 --> 00:10:01.500]  逃脫的我要猜到列國去
[00:10:01.500 --> 00:10:05.500]  他們必將我的榮耀傳揚在列國中
[00:10:05.500 --> 00:10:06.500]  這裡說什麼?
[00:10:06.500 --> 00:10:09.500]  這裡說當以色列人被審判的時候
[00:10:09.500 --> 00:10:11.500]  上帝要留下一些人
[00:10:11.500 --> 00:10:13.500]  顯神蹟在他們中間
[00:10:13.500 --> 00:10:15.500]  有些人是我幫他們逃脫的
[00:10:15.500 --> 00:10:17.500]  然後我要焦聚他們
[00:10:17.500 --> 00:10:19.500]  然後我要猜他們到列國去
[00:10:19.500 --> 00:10:22.500]  完成我給他們的使命
[00:10:22.500 --> 00:10:26.500]  就是將神的榮耀傳揚在列國當中
[00:10:26.500 --> 00:10:28.500]  你看到
[00:10:28.500 --> 00:10:30.500]  上帝是恩待以色列人
[00:10:30.500 --> 00:10:34.500]  事實上我們看到
[00:10:34.500 --> 00:10:38.500]  上帝保留以色列人
[00:10:38.500 --> 00:10:44.500]  然後透過以色列將福音傳給歐洲的人
[00:10:44.500 --> 00:10:46.500]  然後傳到亞洲
[00:10:46.500 --> 00:10:48.500]  基督徒明白神的恩典
[00:10:48.500 --> 00:10:50.500]  但是未信的人不容易明白
[00:10:50.500 --> 00:10:55.500]  所以我們要用積極和勇敢的態度去傳福音
[00:10:55.500 --> 00:10:59.500]  以弗所書第二章八至九節就提醒我們
[00:10:59.500 --> 00:11:01.500]  你們得救是本乎於恩
[00:11:01.500 --> 00:11:02.500]  也會因著信
[00:11:02.500 --> 00:11:04.500]  這個不是出於自己
[00:11:04.500 --> 00:11:05.500]  乃是神所賜的
[00:11:05.500 --> 00:11:07.500]  不是出於行為
[00:11:07.500 --> 00:11:09.500]  免得有人自誇
[00:11:09.500 --> 00:11:14.500]  所以我們看到神的恩典
[00:11:14.500 --> 00:11:16.500]  是彰顯祂的榮耀
[00:11:16.500 --> 00:11:18.500]  我們現在來到新天新地
[00:11:18.500 --> 00:11:23.500]  我們說神的恩典是彰顯在祂的審判恩典和新天新地那裡
[00:11:23.500 --> 00:11:27.500]  新天新地怎樣彰顯神的榮耀呢?
[00:11:27.500 --> 00:11:30.500]  以賽亞寫這本書的時候
[00:11:30.500 --> 00:11:32.500]  他知道猶大國要滅亡
[00:11:32.500 --> 00:11:34.500]  因為他們離開神
[00:11:34.500 --> 00:11:36.500]  將來的生活會非常困苦
[00:11:36.500 --> 00:11:39.500]  所以他在這裡安慰他們
[00:11:39.500 --> 00:11:42.500]  他提到將來有個新天新地
[00:11:42.500 --> 00:11:45.500]  普世被救贖的人都會在裡面享福
[00:11:45.500 --> 00:11:47.500]  在神面前敬拜
[00:11:47.500 --> 00:11:51.500]  對我們來說是一個很大的鼓勵
[00:11:51.500 --> 00:11:55.500]  所以以賽亞書第66章22節
[00:11:55.500 --> 00:12:01.500]  「若我話說,我要所造的新天新地怎樣在我面前長存
[00:12:01.500 --> 00:12:06.500]  你們的後裔和你們的名字也都照樣的長存」
[00:12:06.500 --> 00:12:09.500]  在新約
[00:12:09.500 --> 00:12:17.500]  在《史禄·約翰》就將這個新天新地更加清楚的說出來
[00:12:17.500 --> 00:12:20.500]  「我又看見一個新天新地
[00:12:20.500 --> 00:12:22.500]  因為先前的天地已經過去
[00:12:22.500 --> 00:12:23.500]  海都沒有了
[00:12:23.500 --> 00:12:25.500]  我又看見聖聖耶路撒冷
[00:12:25.500 --> 00:12:27.500]  由神那裡從天而降
[00:12:27.500 --> 00:12:28.500]  預備好了
[00:12:28.500 --> 00:12:31.500]  就如新婦裝飾整齊等候丈夫
[00:12:31.500 --> 00:12:34.500]  我聽見有大聲音從寶座出來說
[00:12:34.500 --> 00:12:40.500]  看那神的障目在人間,祂要與人同住,祂不要作祂的子民
[00:12:40.500 --> 00:12:45.500]  神要親自擦去他們的眼淚
[00:12:45.500 --> 00:12:48.500]  不再有死亡,也不再有悲哀、哭號、疼痛
[00:12:48.500 --> 00:12:51.500]  因為以前的事都過去了」
[00:12:51.500 --> 00:12:56.500]  我們看到宣教的目的
[00:12:56.500 --> 00:13:00.500]  我們現在看它的實踐
[00:13:02.500 --> 00:13:06.500]  我們怎樣去將宣教做出來呢?
[00:13:06.500 --> 00:13:08.500]  這段經文都有教我們
[00:13:08.500 --> 00:13:09.500]  第一
[00:13:09.500 --> 00:13:12.500]  「道萬邦去傳揚神的榮耀」
[00:13:12.500 --> 00:13:14.500]  在六章十九節
[00:13:14.500 --> 00:13:16.500]  事實上
[00:13:16.500 --> 00:13:19.500]  歷史是告訴我們
[00:13:19.500 --> 00:13:22.500]  猶太人將福音傳去羅馬帝國
[00:13:22.500 --> 00:13:25.500]  然後傳遍世界
[00:13:25.500 --> 00:13:31.500]  在清朝末年再次來到中國
[00:13:31.500 --> 00:13:34.500]  在清朝末年西教士來到中國
[00:13:34.500 --> 00:13:36.500]  見到中國一窮二白
[00:13:36.500 --> 00:13:38.500]  人民吃不飽
[00:13:38.500 --> 00:13:40.500]  沒有學校、沒有醫院
[00:13:40.500 --> 00:13:43.500]  西教士就建了很多學校、醫院
[00:13:43.500 --> 00:13:45.500]  中國也有,香港也有
[00:13:45.500 --> 00:13:48.500]  提升了人的質素
[00:13:48.500 --> 00:13:49.500]  不僅如此
[00:13:49.500 --> 00:13:53.500]  是將我們中國人為神按自己的榮耀而做
[00:13:53.500 --> 00:13:55.500]  這個榮耀還給我們
[00:13:58.500 --> 00:14:01.500]  我們在香港也見到很多基層的,很困苦的
[00:14:01.500 --> 00:14:05.500]  沒有住劏房的,或者是睡街邊的
[00:14:05.500 --> 00:14:08.500]  神也是按自己的榮耀創造他們
[00:14:08.500 --> 00:14:10.500]  我們要顧念他們
[00:14:10.500 --> 00:14:12.500]  這個城市宣教
[00:14:12.500 --> 00:14:14.500]  這個整傳的福音
[00:14:14.500 --> 00:14:16.500]  不僅僅是說的
[00:14:16.500 --> 00:14:19.500]  是用我們身體力人去做
[00:14:19.500 --> 00:14:24.500]  去幫助社會裏面有困難的人
[00:14:24.500 --> 00:14:27.500]  「道萬邦去傳揚神的榮耀」
[00:14:27.500 --> 00:14:29.500]  然後第二點,用各樣的方法
[00:14:29.500 --> 00:14:31.500]  這裡有一節經文很有趣的
[00:14:31.500 --> 00:14:32.500]  就是二十節
[00:14:32.500 --> 00:14:36.500]  「他們必將你們的弟兄從列國中送回」
[00:14:36.500 --> 00:14:40.500]  「使他們或騎馬、坐車、坐轎、騎驢仔、騎獨風陀」
[00:14:40.500 --> 00:14:42.500]  「到我的聖山耶路撒冷」
[00:14:42.500 --> 00:14:45.500]  這個提到很多種運輸的方法
[00:14:45.500 --> 00:14:47.500]  其實就是提醒我們
[00:14:47.500 --> 00:14:50.500]  我們傳福音都要用不同的渠道
[00:14:50.500 --> 00:14:52.500]  將人帶到神面前
[00:14:52.500 --> 00:14:54.500]  譬如過去大半年
[00:14:54.500 --> 00:14:56.500]  我們有個疫情
[00:14:56.500 --> 00:14:58.500]  很多教會就做得很好
[00:14:58.500 --> 00:15:00.500]  他們派口罩、洗手液
[00:15:00.500 --> 00:15:03.500]  給那些有需要的人
[00:15:03.500 --> 00:15:04.500]  我記得探望一個家人
[00:15:04.500 --> 00:15:06.500]  他說「我三天沒有出街」
[00:15:06.500 --> 00:15:08.500]  因為兒子沒有口罩
[00:15:08.500 --> 00:15:11.500]  我在劏房裏面一個媽媽和兒子
[00:15:11.500 --> 00:15:12.500]  很淒涼
[00:15:12.500 --> 00:15:13.500]  其實我們
[00:15:13.500 --> 00:15:18.500]  我知道堅朕做得很好的這方面
[00:15:18.500 --> 00:15:21.500]  我們真的要彼此提醒
[00:15:24.500 --> 00:15:27.500]  下一節很有趣
[00:15:27.500 --> 00:15:31.500]  「作為供物獻給耶和華」
[00:15:31.500 --> 00:15:35.500]  「好像以色列人用聖潔的器皿」
[00:15:35.500 --> 00:15:38.500]  「聖供物到耶和華的殿中」
[00:15:38.500 --> 00:15:41.500]  原來將一些得救的人帶到神面前
[00:15:41.500 --> 00:15:46.500]  好像是將一些供物、禮物奉獻給神
[00:15:46.500 --> 00:15:49.500]  我結婚後三年
[00:15:49.500 --> 00:15:53.500]  我們就生了第一個孩子
[00:15:53.500 --> 00:15:58.500]  我覺得這是我的禮物送給我太太
[00:15:58.500 --> 00:16:01.500]  我太太又覺得這是她的禮物送給我
[00:16:01.500 --> 00:16:04.500]  等於如果你帶一個人信主的話
[00:16:04.500 --> 00:16:07.500]  就等於這是一個禮物送給上帝
[00:16:07.500 --> 00:16:10.500]  你有沒有看到第二十節經文
[00:16:10.500 --> 00:16:13.500]  「在列國當中將這個弟兄送到耶路撒冷」
[00:16:13.500 --> 00:16:15.500]  「作為供物獻給神」
[00:16:15.500 --> 00:16:17.500]  這個就是傳福音
[00:16:17.500 --> 00:16:21.500]  原來帶人信主是奉獻
[00:16:21.500 --> 00:16:28.500]  帶人信主是敬拜的一部分
[00:16:28.500 --> 00:16:30.500]  我們看完這個實踐
[00:16:30.500 --> 00:16:31.500]  我們看成果
[00:16:31.500 --> 00:16:33.500]  宣教的成果
[00:16:33.500 --> 00:16:35.500]  在第21到22節
[00:16:35.500 --> 00:16:39.500]  「耶和華說:我必從他們中間取樣為祭司」
[00:16:39.500 --> 00:16:40.500]  「為利未人」
[00:16:40.500 --> 00:16:43.500]  「耶和華說:我所要做的新天新地」
[00:16:43.500 --> 00:16:49.500]  「怎樣在我面前長存」
[00:16:49.500 --> 00:16:54.500]  「你們的後裔和你們的名字也必照樣長存」
[00:16:54.500 --> 00:16:58.500]  這兩節經文很精簡地告訴我們
[00:16:58.500 --> 00:17:00.500]  宣教的成果是什麼
[00:17:00.500 --> 00:17:01.500]  宣教的成果就是
[00:17:01.500 --> 00:17:05.500]  「人得潔淨,得以侍奉神」
[00:17:05.500 --> 00:17:06.500]  第21節
[00:17:06.500 --> 00:17:09.500]  然後「人得以享受新天新地」
[00:17:09.500 --> 00:17:10.500]  第22節
[00:17:10.500 --> 00:17:13.500]  「人得永遠的生命」
[00:17:13.500 --> 00:17:15.500]  也是第22節
[00:17:15.500 --> 00:17:17.500]  然後第23節
[00:17:17.500 --> 00:17:19.500]  聖經就說
[00:17:19.500 --> 00:17:24.500]  神給我們有個權利來敬拜祂
[00:17:24.500 --> 00:17:25.500]  第23節說
[00:17:25.500 --> 00:17:28.500]  「每逢月朔安息日,凡有血氣的」
[00:17:28.500 --> 00:17:31.500]  「必來在我面前下拜」
[00:17:31.500 --> 00:17:32.500]  「這是耶和華說的」
[00:17:32.500 --> 00:17:35.500]  你說這個成果是多麼美好
[00:17:35.500 --> 00:17:36.500]  因為我們的全福音
[00:17:36.500 --> 00:17:40.500]  人可以有新天新地的享受
[00:17:40.500 --> 00:17:42.500]  人的最得著是赦免
[00:17:42.500 --> 00:17:43.500]  來敬拜神
[00:17:43.500 --> 00:17:45.500]  來侍奉神
[00:17:45.500 --> 00:17:49.500]  有永遠的生命
[00:17:49.500 --> 00:17:51.500]  但到第24節就很有趣
[00:17:51.500 --> 00:17:52.500]  第24節說
[00:17:52.500 --> 00:17:55.500]  「從是不死的,火是不滅的」
[00:17:55.500 --> 00:17:56.500]  你看這兩節聖經
[00:17:56.500 --> 00:17:57.500]  你會覺得
[00:17:57.500 --> 00:17:59.500]  為什麼耳塞寫得這麼有趣
[00:17:59.500 --> 00:18:02.500]  第21到23節才說到天堂
[00:18:02.500 --> 00:18:05.500]  突然間就說到地獄
[00:18:05.500 --> 00:18:07.500]  這是不是一個很鮮明的對照
[00:18:07.500 --> 00:18:08.500]  我剛才所提
[00:18:08.500 --> 00:18:09.500]  這段聖經裡面
[00:18:09.500 --> 00:18:10.500]  你看到天堂
[00:18:10.500 --> 00:18:11.500]  看到地獄
[00:18:11.500 --> 00:18:12.500]  看到上帝的公義
[00:18:12.500 --> 00:18:14.500]  看到上帝的慈愛
[00:18:14.500 --> 00:18:16.500]  這四種互動裡面
[00:18:16.500 --> 00:18:17.500]  你看到什麼
[00:18:17.500 --> 00:18:19.500]  你是不是看到上帝的宣教心
[00:18:19.500 --> 00:18:21.500]  是不是看到祂的激情
[00:18:21.500 --> 00:18:22.500]  看到祂要告訴你
[00:18:22.500 --> 00:18:24.500]  我要人得著拯救
[00:18:24.500 --> 00:18:26.500]  神不願一人尋
[00:18:26.500 --> 00:18:28.500]  我要他們來享受我的天堂
[00:18:28.500 --> 00:18:34.500]  我要他們來見到我的榮耀
[00:18:34.500 --> 00:18:36.500]  人最大最終的目的
[00:18:36.500 --> 00:18:37.500]  就是榮耀神
[00:18:37.500 --> 00:18:38.500]  享受神
[00:18:38.500 --> 00:18:41.500]  這是神要我們所做
[00:18:41.500 --> 00:18:44.500]  你要感受到上帝的熱誠
[00:18:44.500 --> 00:18:45.500]  弟兄姊妹
[00:18:45.500 --> 00:18:46.500]  今天的神的話語
[00:18:46.500 --> 00:18:48.500]  我沒有辦法激動你
[00:18:48.500 --> 00:18:50.500]  但是神的話語可以激勵你
[00:18:50.500 --> 00:18:52.500]  叫你有熱誠
[00:18:52.500 --> 00:18:56.500]  讓你的宣教心
[00:18:56.500 --> 00:18:59.500]  從新的現點起來
[00:18:59.500 --> 00:19:01.500]  我們來做一些反思
[00:19:01.500 --> 00:19:04.500]  因為我們還有十分鐘
[00:19:04.500 --> 00:19:09.500]  陳牧師說你們九點十分
[00:19:09.500 --> 00:19:12.500]  就會開始其他的程序
[00:19:12.500 --> 00:19:14.500]  大家不用擔心
[00:19:14.500 --> 00:19:16.500]  我講到三十分鐘
[00:19:16.500 --> 00:19:18.500]  我自己做了一個格言
[00:19:18.500 --> 00:19:19.500]  就是神的僕人
[00:19:19.500 --> 00:19:22.500]  用神的話語去悶親神的子民
[00:19:22.500 --> 00:19:24.500]  是近乎罪
[00:19:24.500 --> 00:19:26.500]  為了不要經常犯罪
[00:19:26.500 --> 00:19:28.500]  我講到三十分鐘為止
[00:19:28.500 --> 00:19:31.500]  現在還有十分鐘給我
[00:19:31.500 --> 00:19:33.500]  應該夠了
[00:19:33.500 --> 00:19:34.500]  反思和應容
[00:19:34.500 --> 00:19:37.500]  反思
[00:19:37.500 --> 00:19:39.500]  神的宣教心是起源於
[00:19:39.500 --> 00:19:41.500]  他要萬民來榮耀他
[00:19:41.500 --> 00:19:43.500]  我的人生目標
[00:19:43.500 --> 00:19:45.500]  是不是為了榮耀神
[00:19:45.500 --> 00:19:46.500]  究竟你活在這個世上
[00:19:46.500 --> 00:19:47.500]  是為了榮耀神
[00:19:47.500 --> 00:19:49.500]  還是享受自己
