
[00:00:00.000 --> 00:00:04.500]  今年的二月十四日是情人節
[00:02:01.340 --> 00:02:04.540]  去捨棄我們自己的慾望
[00:02:04.540 --> 00:02:06.940]  生活得簡樸
[00:02:06.940 --> 00:02:09.740]  付出關愛的生命
[00:02:09.740 --> 00:02:11.740]  準備好我們自己
[00:02:11.740 --> 00:02:15.640]  去迎接復活節的來臨
[00:02:15.640 --> 00:02:18.140]  今天我們就在當中
[00:02:18.140 --> 00:02:20.440]  乘浸家的弟兄姊妹們
[00:02:20.440 --> 00:02:23.440]  讓我們齊作準備
[00:02:23.440 --> 00:02:25.940]  我們同心討告
[00:02:25.940 --> 00:02:28.640]  親愛的主,感謝祢讓我們有生命氣息
[00:02:28.640 --> 00:02:31.340]  能夠來到祢的聖所當中
[00:02:31.340 --> 00:02:34.840]  我們的家,我們去敬拜、讚美祢
[00:02:34.840 --> 00:02:37.440]  如今我們要聽祢的話語
[00:02:37.440 --> 00:02:40.240]  我們真的很需要祢的話語
[00:02:40.240 --> 00:02:43.040]  求祢讓我們每個弟兄姊妹們
[00:02:43.040 --> 00:02:45.040]  都能夠聽得見
[00:02:45.040 --> 00:02:48.740]  能夠一同領受和相信
[00:02:48.740 --> 00:02:51.440]  主,我們仰望祢
[00:02:51.440 --> 00:02:52.740]  我們這樣的禱告
[00:02:52.740 --> 00:02:55.440]  是奉主耶穌基督的名字求
[00:02:55.440 --> 00:02:57.440]  阿們
[00:02:57.440 --> 00:03:00.440]  不知道大家的心情是怎樣
[00:03:00.440 --> 00:03:03.440]  最近的生活是怎樣
[00:03:03.440 --> 00:03:06.840]  是否很寫意、很自由、很喜樂
[00:03:06.840 --> 00:03:11.640]  抑或都在哀傷、痛苦當中
[00:03:11.640 --> 00:03:14.240]  有沒有一些事情在奧怒
[00:03:14.240 --> 00:03:17.540]  甚至在奧悔
[00:03:17.540 --> 00:03:19.240]  剛才我們所讀的經文
[00:03:19.240 --> 00:03:25.840]  我們看見耶利米使用了一個家庭的故事
[00:03:25.840 --> 00:03:31.840]  去說出以色列的國破家亡
[00:03:31.840 --> 00:03:34.840]  耶利米說以色列國和神的關係
[00:03:34.840 --> 00:03:40.040]  就好像一個破碎的家庭的關係
[00:03:40.040 --> 00:03:44.440]  耶利米在二章的十三節至到三章的五節
[00:03:44.440 --> 00:03:48.240]  就說到神曾經有一個太太
[00:03:48.240 --> 00:03:50.640]  她的名字叫以色列
[00:03:50.640 --> 00:03:52.640]  這個以色列
[00:03:52.640 --> 00:03:56.240]  變成了一位犯姦淫的女子
[00:03:56.240 --> 00:03:58.640]  她繼續犯罪
[00:03:58.640 --> 00:04:02.840]  尋找更多的愛人
[00:04:02.840 --> 00:04:05.940]  對於那些熟悉法律的人來說
[00:04:05.940 --> 00:04:08.640]  這個女人是沒得救的
[00:04:08.640 --> 00:04:11.140]  丈夫必須要將她休了
[00:04:11.140 --> 00:04:14.540]  因為以色列持續的不忠信
[00:04:14.540 --> 00:04:19.040]  變得叫耶和華跟她復合
[00:04:19.040 --> 00:04:21.540]  是沒可能的
[00:04:21.540 --> 00:04:23.540]  但是耶和華的做法
[00:04:23.540 --> 00:04:27.040]  卻是跟當時典章的做法不同
[00:04:27.040 --> 00:04:32.340]  耶和華繼續叫以色列要回轉
[00:04:32.340 --> 00:04:34.640]  回到家裡
[00:04:34.640 --> 00:04:38.340]  但是以色列仍然不知道羞恥
[00:04:38.340 --> 00:04:42.240]  仍然繼續的行淫作惡
[00:04:42.240 --> 00:04:43.740]  當她不行的時候
[00:04:43.740 --> 00:04:47.340]  她就走去跟神說
[00:04:47.340 --> 00:04:48.940]  「你是我的父」
[00:04:48.940 --> 00:04:52.540]  「你是我的朋友」
[00:04:52.540 --> 00:04:54.740]  希望祂能夠幫助
[00:04:54.740 --> 00:04:56.240]  但是另一方面
[00:04:56.240 --> 00:04:59.840]  就繼續的行淫作惡
[00:04:59.840 --> 00:05:04.440]  這種就是以神為當然的做法
[00:05:04.440 --> 00:05:11.340]  以色列就這樣不斷打破她跟耶和華所立的約
[00:05:11.340 --> 00:05:13.640]  這都是我們慣常的犯錯
[00:05:13.640 --> 00:05:15.740]  你說是不是呢?
[00:05:15.740 --> 00:05:19.640]  我們都是會繼續的去作惡
[00:05:19.640 --> 00:05:22.040]  犯奸淫不作惡
[00:05:22.040 --> 00:05:23.640]  跟以色列人一樣
[00:05:23.640 --> 00:05:26.940]  我們慣常的外交手段就是
[00:05:26.940 --> 00:05:28.440]  當我們需要的時候
[00:05:28.440 --> 00:05:30.640]  當我們需要打救的時候
[00:05:30.640 --> 00:05:32.340]  我們就去找神
[00:05:32.340 --> 00:05:33.640]  「你是我的爸爸」
[00:05:33.640 --> 00:05:35.540]  「神啊,你是我們的朋友」
[00:05:35.540 --> 00:05:38.040]  「你來打救我」
[00:05:38.040 --> 00:05:41.940]  我們以為神是應急的東西
[00:05:41.940 --> 00:05:44.340]  隨時可以猜時
[00:05:44.340 --> 00:05:47.240]  我們以為神不知道我們在做什麼
[00:05:47.240 --> 00:05:53.040]  我們以為神看不見我們所作的惡
[00:05:53.040 --> 00:05:55.640]  事實上神是看見一切
[00:05:55.640 --> 00:05:58.340]  看見我們所作的惡
[00:05:58.340 --> 00:06:01.040]  而心碎
[00:06:01.040 --> 00:06:03.940]  無論如何,最後
[00:06:03.940 --> 00:06:07.040]  因為以色列人的不忠信
[00:06:07.040 --> 00:06:10.440]  耶和華要將以色列休了
[00:06:10.440 --> 00:06:13.240]  將她趕離家裡
[00:06:13.240 --> 00:06:18.240]  神的心是傷痛的
[00:06:18.240 --> 00:06:21.240]  三章的六節至四章的四節
[00:06:21.240 --> 00:06:24.640]  是講到離婚之後的場景
[00:06:24.640 --> 00:06:26.340]  三章的六至十節
[00:06:26.340 --> 00:06:29.040]  我們看見神向祂的朋友耶利米
[00:06:29.040 --> 00:06:32.440]  去傾訴說祂的太太
[00:06:32.440 --> 00:06:36.440]  變成了一位犯姦淫的女子
[00:06:36.440 --> 00:06:39.240]  然後神就差遣先知
[00:06:39.240 --> 00:06:42.240]  去祂的妻子那裡
[00:06:42.240 --> 00:06:44.240]  代表神去說話
[00:06:44.240 --> 00:06:50.040]  就說「背道的以色列,回來吧」
[00:06:50.040 --> 00:06:53.040]  「我必不怒目看你們」
[00:06:53.040 --> 00:06:55.440]  「因為我是慈愛的」
[00:06:55.440 --> 00:06:59.440]  「我必不永遠存怒」
[00:06:59.440 --> 00:07:02.640]  神的說話是叫人驚訝
[00:07:02.640 --> 00:07:06.840]  因為祂說不會怒目看你們
[00:07:06.840 --> 00:07:09.640]  祂不會永遠的存怒
[00:07:09.640 --> 00:07:12.440]  祂會愛你們
[00:07:12.440 --> 00:07:15.240]  神邀請以色列回家
[00:07:15.240 --> 00:07:18.740]  回到這個婚姻的約日當中
[00:07:18.740 --> 00:07:21.640]  但是以色列沒有接受這個邀請
[00:07:21.640 --> 00:07:25.240]  因此以色列的不國
[00:07:25.240 --> 00:07:29.040]  在歷史上消失
[00:07:29.040 --> 00:07:34.540]  所以我們看見很多國破家亡的事實
[00:07:34.540 --> 00:07:37.940]  不是神造成的
[00:07:37.940 --> 00:07:39.940]  在以色列的個案當中
[00:07:39.940 --> 00:07:43.540]  以色列的國破家亡
[00:07:43.540 --> 00:07:46.440]  是它自己要負責任的
[00:07:46.440 --> 00:07:49.640]  是與神無關的
[00:07:49.640 --> 00:07:54.140]  雖然這個家庭有背叛的事情
[00:07:54.140 --> 00:07:57.240]  雖然他的妻子沒有回轉
[00:07:57.240 --> 00:07:58.840]  但是他知道
[00:07:58.840 --> 00:08:02.240]  他希望他家中其他的兒女
[00:08:02.240 --> 00:08:05.740]  都會回轉,有一個新的將來
[00:08:05.740 --> 00:08:08.740]  所以神向他的兒女說
[00:08:08.740 --> 00:08:11.740]  「背道的兒女,回來吧」
[00:08:11.740 --> 00:08:12.840]  「回來吧」
[00:08:12.840 --> 00:08:16.240]  「假如這個家仍然要存在的話」
[00:08:16.240 --> 00:08:19.340]  「假如這個家繼續要生還的話」
[00:08:19.340 --> 00:08:22.840]  「就需要去到爸爸那裡」
[00:08:22.840 --> 00:08:24.840]  神給他們的應許就是
[00:08:24.840 --> 00:08:29.040]  「我必將合我的心意的牧者賜給你們」
[00:08:29.040 --> 00:08:33.840]  「他們要以知識和智慧來牧養你們」
[00:08:33.840 --> 00:08:37.240]  神要引導他的兒女回家
[00:08:37.240 --> 00:08:40.240]  將合心意的牧者賜給他們
[00:08:40.240 --> 00:08:41.840]  合心意的牧者就是王
[00:08:41.840 --> 00:08:44.440]  王會將神的心意
[00:08:44.440 --> 00:08:51.340]  以知識和智慧去牧養你們
[00:08:51.340 --> 00:08:55.840]  在兒女接納邀請儀式的神
[00:08:55.840 --> 00:08:58.540]  是掛念他的妻子的
[00:08:58.540 --> 00:09:02.540]  他提醒他的妻子要記得他的愛
[00:09:02.540 --> 00:09:07.640]  提醒他已經將最好的給了他的妻子
[00:09:07.640 --> 00:09:09.940]  所以神說
[00:09:09.940 --> 00:09:14.640]  「我說,我怎樣將你列在兒女之中」
[00:09:14.640 --> 00:09:17.340]  「賜給你美地」
[00:09:17.340 --> 00:09:20.940]  「就是萬國中肥美的產業」
[00:09:20.940 --> 00:09:24.740]  「請你不要轉去」
[00:09:24.740 --> 00:09:28.240]  「不要不跟從我」
[00:09:28.240 --> 00:09:29.540]  接著的二十一節
[00:09:29.540 --> 00:09:33.240]  就記載以色列的兒女哭泣的圖畫
[00:09:33.240 --> 00:09:35.940]  他們知道了
[00:09:35.940 --> 00:09:40.540]  他們是忘記了上主他們的神
[00:09:40.540 --> 00:09:43.840]  所以神再向他們發出迴轉的邀請
[00:09:43.840 --> 00:09:44.940]  就說
[00:09:44.940 --> 00:09:48.440]  「你們這背道的兒女,回來吧」
[00:09:48.440 --> 00:09:53.040]  「我要醫治你們背道的病」
[00:09:53.040 --> 00:09:56.840]  最後以色列的兒女接受邀請
[00:09:56.840 --> 00:09:59.240]  宣佈他們會回來
[00:09:59.240 --> 00:10:01.740]  會跟神和爸爸和好
[00:10:01.740 --> 00:10:02.940]  他們的回應是
[00:10:02.940 --> 00:10:06.040]  「我們列隊,我們操回來」
[00:10:06.040 --> 00:10:10.140]  「我們說,看吧,我們來到這裡」
[00:10:10.140 --> 00:10:14.840]  「因你是耶和華,我們的神」
[00:10:14.840 --> 00:10:16.740]  他們又說
[00:10:16.740 --> 00:10:22.540]  他們承認他們拜祭偶像的罪
[00:10:22.540 --> 00:10:27.040]  仰望從小山或者大山的軒轅當中
[00:10:27.040 --> 00:10:28.940]  所得到的幫助
[00:10:28.940 --> 00:10:32.440]  真是枉然
[00:10:32.440 --> 00:10:33.640]  他們讚美神
[00:10:33.640 --> 00:10:34.440]  他們說
[00:10:34.440 --> 00:10:39.740]  「以色列德教承認在乎耶和華,我們的神」
[00:10:39.740 --> 00:10:43.040]  他們哀悼他們在國破家亡當中
[00:10:43.040 --> 00:10:44.740]  所失去的一切
[00:10:44.740 --> 00:10:45.740]  他們說
[00:10:45.740 --> 00:10:57.140]  「那可恥的偶像,將我們列祖所勞碌得來的羊群、牛群和兒女都吞吃了」
[00:10:57.140 --> 00:11:00.040]  他們承認他們的罪
[00:11:00.040 --> 00:11:04.840]  就是我們沒有聽從耶和華
[00:11:04.840 --> 00:11:09.140]  我們上帝的話
[00:11:09.140 --> 00:11:10.640]  最後
[00:11:10.640 --> 00:11:16.140]  他們作出效忠誓言
[00:11:16.140 --> 00:11:20.840]  「我們要除去我們當中惡的東西」
[00:11:20.840 --> 00:11:25.040]  「我們要除去我們心中的污穢」
[00:11:25.040 --> 00:11:30.340]  「我們請神為我們的心去進行國禮」
[00:11:30.340 --> 00:11:32.340]  所以他們又說
[00:11:32.340 --> 00:11:35.840]  「猶大人和耶路撒冷的居民啊」
[00:11:35.840 --> 00:11:38.440]  「你們當自行國禮」
[00:11:38.440 --> 00:11:45.040]  「歸耶和華,將心裡的污穢除掉」
[00:11:45.040 --> 00:11:46.240]  總括來說
[00:11:46.240 --> 00:11:48.740]  我們已經讀了多少節?
[00:11:48.740 --> 00:11:50.740]  讀了23節經文
[00:11:50.740 --> 00:11:52.340]  我希望你記得
[00:11:52.340 --> 00:11:54.440]  想起背道的事
[00:11:54.440 --> 00:11:57.140]  想到不忠的事
[00:11:57.140 --> 00:12:00.440]  就想起耶利米書第三章
[00:12:00.440 --> 00:12:02.340]  記住這段經文
[00:12:02.340 --> 00:12:03.540]  總括來說
[00:12:03.540 --> 00:12:10.540]  耶利米是用了家庭的故事說出以色列國破家亡的故事
[00:12:10.540 --> 00:12:12.540]  以色列和神的關係
[00:12:12.540 --> 00:12:15.140]  一個破碎的家庭的關係
[00:12:15.140 --> 00:12:18.240]  神是不喜歡他太太犯姦淫
[00:12:18.240 --> 00:12:21.440]  但是神是以丈夫的愛
[00:12:21.440 --> 00:12:23.440]  繼續等待他太太
[00:12:23.440 --> 00:12:26.940]  希望他太太回家
[00:12:26.940 --> 00:12:28.740]  另一方面
[00:12:28.740 --> 00:12:31.740]  耶和華是愛以色列的兒女
[00:12:31.740 --> 00:12:33.240]  愛他太太的兒女
[00:12:33.240 --> 00:12:35.040]  繼續等待他們
[00:12:35.040 --> 00:12:38.140]  希望他們回來
[00:12:38.140 --> 00:12:39.640]  最後
[00:12:39.640 --> 00:12:41.840]  以色列的兒女
[00:12:41.840 --> 00:12:46.540]  他們願意回來
[00:12:46.540 --> 00:12:49.940]  究竟這篇經文
[00:12:49.940 --> 00:12:55.340]  耶利米所說到的以色列國破家亡的故事
[00:12:55.340 --> 00:12:57.540]  和我們有什麼關係?
[00:12:57.540 --> 00:13:00.640]  可以給我們什麼生命的亮光呢?
[00:13:00.640 --> 00:13:04.140]  大家剛才也留意到
[00:13:04.140 --> 00:13:06.740]  第三章的要點是什麼呢?
[00:13:06.740 --> 00:13:08.740]  是回轉
[00:13:08.740 --> 00:13:10.340]  回來
[00:13:10.340 --> 00:13:11.640]  以色列
[00:13:11.640 --> 00:13:13.340]  回來
[00:13:13.340 --> 00:13:15.440]  神也邀請你們
[00:13:15.440 --> 00:13:17.140]  回來
[00:13:17.140 --> 00:13:19.340]  回到祂的家
[00:13:19.340 --> 00:13:22.140]  我們留意三章十二節這樣說
[00:13:22.140 --> 00:13:24.240]  背道的以色列
[00:13:24.240 --> 00:13:26.640]  回來吧
[00:13:26.640 --> 00:13:29.440]  我必不露目看你們
[00:13:29.440 --> 00:13:31.640]  因為我是持愛的
[00:13:31.640 --> 00:13:35.540]  我必不永遠的存留
[00:13:35.540 --> 00:13:36.640]  我們要記得
[00:13:36.640 --> 00:13:37.840]  從耶利米書三章
[00:13:37.840 --> 00:13:40.840]  我們看到神是三番四次
[00:13:40.840 --> 00:13:43.340]  祂是叫以色列回轉
[00:13:43.340 --> 00:13:47.440]  雖然以色列是不忠繼續的奸淫
[00:13:47.440 --> 00:13:50.340]  神仍然在這裡等叫祂回來
[00:13:50.340 --> 00:13:53.040]  神說我不會露目看他們
[00:13:53.040 --> 00:13:56.340]  祂說我不會心裡永遠的存留
[00:13:56.340 --> 00:14:00.040]  因為祂是持愛的
[00:14:00.040 --> 00:14:05.440]  這正正是神的忠信的因典
[00:14:05.440 --> 00:14:07.440]  你不忠
[00:14:07.440 --> 00:14:08.940]  我不會不仁
[00:14:08.940 --> 00:14:09.940]  你不忠
[00:14:09.940 --> 00:14:12.240]  我仍然忠信
[00:14:12.240 --> 00:14:14.540]  這就是神的 fidelity
[00:14:14.540 --> 00:14:17.740]  這就是神的憐憫
[00:14:17.740 --> 00:14:19.040]  當然
[00:14:19.040 --> 00:14:22.440]  當大家接受神的憐憫的時候
[00:14:22.440 --> 00:14:24.540]  是需要回轉的
[00:14:24.540 --> 00:14:26.340]  是需要悔悟的
[00:14:26.340 --> 00:14:29.440]  以後就不要再奸淫
[00:14:29.440 --> 00:14:32.140]  不要再作惡
[00:14:32.140 --> 00:14:39.140]  神的愛和我們的悔改
[00:14:39.140 --> 00:14:42.040]  是息息相關的
[00:14:42.040 --> 00:14:48.040]  同樣神是三番四次的呼喚你們回家
[00:14:48.040 --> 00:14:51.440]  返回這個婚姻的約當中
[00:14:51.440 --> 00:14:54.040]  希望你們繼續的回轉
[00:14:54.040 --> 00:14:57.640]  也希望你們承認你們的罪咎
[00:14:57.640 --> 00:15:01.740]  和作出真正的悔改
[00:15:01.740 --> 00:15:03.440]  返回來
[00:15:03.440 --> 00:15:04.640]  回來
[00:15:04.640 --> 00:15:07.340]  回來就是悔改
[00:15:07.340 --> 00:15:10.140]  就是轉回
[00:15:10.140 --> 00:15:11.240]  轉回去哪裡?
[00:15:11.240 --> 00:15:13.340]  轉回到神那裡
[00:15:13.340 --> 00:15:18.840]  這個轉回就是全心全意的轉回
[00:15:18.840 --> 00:15:24.240]  所以我們必須要全心全意的轉回
[00:15:24.240 --> 00:15:28.940]  我們怎樣可以全心全意的轉回呢?
[00:15:28.940 --> 00:15:30.940]  以色列的賢女的回應
[00:15:30.940 --> 00:15:36.840]  就幫到我們知道怎樣全心全意的轉回
[00:15:36.840 --> 00:15:38.440]  在每一個主日當中
[00:15:38.440 --> 00:15:40.740]  我們就好像以色列的賢女一樣
[00:15:40.740 --> 00:15:44.140]  一起回家
[00:15:44.140 --> 00:15:48.440]  在城鎮一同悔改
[00:15:48.440 --> 00:15:51.740]  一同的讚美和哀悼
[00:15:51.740 --> 00:15:54.040]  我們去敬拜我們的神
[00:15:54.040 --> 00:15:56.340]  在每一個主日我們來到教會
[00:15:56.340 --> 00:15:58.840]  我們獻上我們的祖產
[00:15:58.840 --> 00:16:01.840]  在祭壇的面前我們一起去應信
[00:16:01.840 --> 00:16:05.840]  就是說我們的祖宗原本是流亡的阿蘭人
[00:16:05.840 --> 00:16:07.840]  阿蘭人就是雅各
[00:16:07.840 --> 00:16:10.440]  雅各是一個說謊的人
[00:16:10.440 --> 00:16:12.140]  後來他去到埃及
[00:16:12.140 --> 00:16:13.440]  他成為奴隸
[00:16:13.440 --> 00:16:19.240]  神救他並且賜他迦南美地
[00:16:19.240 --> 00:16:23.040]  每一個主日我們都在這裡應信
[00:16:23.040 --> 00:16:25.040]  我們說
[00:16:25.040 --> 00:16:27.840]  你是阿蘭人
[00:16:27.840 --> 00:16:30.640]  我是阿蘭人
[00:16:30.640 --> 00:16:32.640]  我們獻上我們的祖產
[00:16:32.640 --> 00:16:34.840]  我們獻上我們生命的祭
[00:16:34.840 --> 00:16:37.640]  我們在這裡將身體獻上
[00:16:37.640 --> 00:16:39.340]  當作活祭
[00:16:39.340 --> 00:16:40.540]  是聖潔的
[00:16:40.540 --> 00:16:42.640]  是神所喜悅的
[00:16:42.640 --> 00:16:44.240]  當我們獻祭的時候
[00:16:44.240 --> 00:16:45.140]  我們就會說
[00:16:45.140 --> 00:16:48.940]  不會,不會,不會效法這個世界
[00:16:48.940 --> 00:16:51.440]  我們心意根深而變化
[00:16:51.440 --> 00:16:55.340]  我們測驗何謂上帝善良純全
[00:16:55.340 --> 00:16:58.840]  可喜悅的旨意
[00:16:58.840 --> 00:17:02.540]  每一個主日我們就回家做悔改
[00:17:02.540 --> 00:17:03.440]  做讚美
[00:17:03.440 --> 00:17:04.740]  做哀悼
[00:17:04.740 --> 00:17:06.740]  做感恩的工作
[00:17:06.740 --> 00:17:08.340]  你試想
[00:17:08.340 --> 00:17:10.440]  如果你這樣做
[00:17:10.440 --> 00:17:12.840]  你又這樣做嗎?
[00:17:12.840 --> 00:17:15.240]  你又這樣做嗎?
[00:17:15.240 --> 00:17:17.340]  承浸這個家
[00:17:17.340 --> 00:17:19.040]  我們的每一位
[00:17:19.040 --> 00:17:21.640]  必然是很歡欣
[00:17:21.640 --> 00:17:23.140]  很喜樂
[00:17:23.140 --> 00:17:25.440]  很忠心地去侍奉
[00:17:25.440 --> 00:17:27.540]  很忠心地奉獻
[00:17:27.540 --> 00:17:29.240]  我們不會在這裡
[00:17:29.240 --> 00:17:31.940]  懶洋洋
[00:17:31.940 --> 00:17:33.940]  脾氣壞
[00:17:33.940 --> 00:17:36.040]  臭脾氣
[00:17:36.040 --> 00:17:38.540]  陰沉
[00:17:38.540 --> 00:17:41.940]  而是很熱忱,很喜樂地侍奉
[00:17:41.940 --> 00:17:44.240]  這種就是悔改的人
[00:17:44.240 --> 00:17:48.240]  他全心全意回到神的表現
[00:17:48.240 --> 00:17:49.940]  其實每一次回來教會
[00:17:49.940 --> 00:17:52.940]  就是全心全意回到神的面前
[00:17:52.940 --> 00:17:55.440]  不是只想想你,想想他
[00:17:55.440 --> 00:17:57.040]  不是想想周圍的人
[00:17:57.040 --> 00:17:58.140]  當然要想
[00:17:58.140 --> 00:17:59.940]  不過最重要的是什麼?
[00:17:59.940 --> 00:18:04.340]  全心全意地去到神那裡
[00:18:04.340 --> 00:18:06.140]  在這一點上
[00:18:06.140 --> 00:18:09.240]  我們可以從新約的角度
[00:18:09.240 --> 00:18:15.840]  去思想我們那種悔改的迴轉
[00:18:15.840 --> 00:18:19.440]  當我們思想我們悔改的迴轉的時候
[00:18:19.440 --> 00:18:22.340]  我們要想得更加深的時候
[00:18:22.340 --> 00:18:23.540]  我們要知道
[00:18:23.540 --> 00:18:25.740]  再要記得
[00:18:25.740 --> 00:18:28.240]  神的恩典
[00:18:28.240 --> 00:18:30.340]  和我們的悔改
[00:18:30.340 --> 00:18:34.040]  是息息相關的
[00:18:34.040 --> 00:18:37.140]  神的恩典是什麼?
[00:18:37.140 --> 00:18:42.440]  神的恩典就是祂首先呼喚我們
[00:18:42.440 --> 00:18:47.040]  祂首先接納我們
[00:18:47.040 --> 00:18:49.640]  是祂首先做出來的
[00:18:49.640 --> 00:18:51.240]  這個首先的恩典
[00:18:51.240 --> 00:18:54.140]  可以這麼說
[00:18:54.140 --> 00:18:57.240]  是神呼喚我們迴轉
[00:18:57.240 --> 00:18:59.640]  以致我們迴轉
[00:18:59.640 --> 00:19:01.340]  而不是
[00:19:01.340 --> 00:19:04.340]  不是我們說我們先迴轉
[00:19:04.340 --> 00:19:06.640]  於是神就迴轉救我們
[00:19:06.640 --> 00:19:08.040]  不是
[00:19:08.040 --> 00:19:11.040]  是神先呼喚我們
[00:19:11.040 --> 00:19:12.440]  呼喚我們迴轉
[00:19:12.440 --> 00:19:14.840]  以致我們迴轉
[00:19:14.840 --> 00:19:17.940]  這個可以從《約翰福音》八章一至十一節
[00:19:17.940 --> 00:19:20.140]  犯奸淫的女子的故事
[00:19:20.140 --> 00:19:23.240]  我們看得到
[00:19:23.240 --> 00:19:24.440]  在這個故事當中
[00:19:24.440 --> 00:19:27.340]  耶穌基督去到聖殿去教導
[00:19:27.340 --> 00:19:31.940]  法利塞人就帶了一個屢次犯奸淫的女人
[00:19:31.940 --> 00:19:33.840]  來到耶穌基督的面前
[00:19:33.840 --> 00:19:37.240]  看看耶穌基督的愛心有多大
[00:19:37.240 --> 00:19:40.140]  因為按照摩西的律法
[00:19:40.140 --> 00:19:42.940]  祂應該是被石頭打死的
[00:19:42.940 --> 00:19:45.540]  耶穌會怎麼做?
[00:19:45.540 --> 00:19:48.740]  耶穌基督就彎著腰在地上寫字
[00:19:48.740 --> 00:19:51.640]  這一群人於是就不停地問耶穌基督
[00:19:51.640 --> 00:19:54.640]  你會怎麼做?
[00:19:54.640 --> 00:19:57.840]  於是耶穌基督就
[00:19:57.840 --> 00:20:01.140]  直起腰來跟他們說
[00:20:01.140 --> 00:20:05.640]  你們中間誰沒有罪
[00:20:05.640 --> 00:20:10.840]  誰就先拿石頭打打
[00:20:10.840 --> 00:20:15.140]  耶穌又彎著腰在地上再寫字
[00:20:15.140 --> 00:20:17.740]  這一群人見到真的沒有趣味了
[00:20:17.740 --> 00:20:19.440]  耶穌這樣
[00:20:19.440 --> 00:20:21.340]  所以他們一一就離開
[00:20:21.340 --> 00:20:24.740]  只剩下耶穌和那些女人
[00:20:24.740 --> 00:20:27.840]  耶穌就直起腰來對那些女人說
[00:20:27.840 --> 00:20:32.240]  夫人,那些人在哪裡呢?
[00:20:32.240 --> 00:20:37.540]  沒有任何人定你的罪嗎?
[00:20:37.540 --> 00:20:39.240]  夫人說
[00:20:39.240 --> 00:20:42.840]  主也好,沒有
[00:20:42.840 --> 00:20:45.040]  耶穌便說
[00:20:45.040 --> 00:20:49.440]  我也不定你的罪,去吧
[00:20:49.440 --> 00:20:55.240]  從今以後不要再犯罪了
[00:20:55.240 --> 00:21:01.240]  從今以後不要再犯罪了
[00:21:01.240 --> 00:21:03.340]  這個故事就顯示
[00:21:03.340 --> 00:21:08.340]  耶穌基督是首先接納這個女士
[00:21:08.340 --> 00:21:11.340]  然後就勸她不要犯罪
[00:21:11.340 --> 00:21:16.340]  耶穌是給特赦這個女士
[00:21:16.340 --> 00:21:22.640]  耶穌是給特赦那些願意接受祂特赦的人
[00:21:22.640 --> 00:21:26.540]  當然,耶穌基督首先給你特赦
[00:21:26.540 --> 00:21:29.840]  你不接受就不接受,對吧?
[00:21:29.840 --> 00:21:33.640]  耶穌基督是那位首先給特赦
[00:21:33.640 --> 00:21:36.640]  而那些人是願意得到特赦
